категорія	categoría	категорія	categoría	N;INAN;NOM;FEM;SG	N
далі	máis	далі	máis	ADV	ADV
далі	lonxe	далі	lonxe	ADV	ADV
знову	máis	знову	máis	ADV	ADV
стали	foi	стати	ser	V;PFV;IND;PL;PST;FIN	V
стали	converteuse	стати	converteuse	V;PFV;IND;PL;PST;FIN	V
стали	converteu	стати	converter	V;PFV;IND;PL;PST;FIN	V
хто	quen	хто	quen	PRO;ANIM;NOM;MASC;SG	PRO
хто	que	хто	que	PRO;ANIM;NOM;MASC;SG	PRO
моря	mares	море	mar	N;INAN;NOM;NEUT;PL	N
моря	mar	море	mar	N;INAN;NOM;NEUT;PL	N
стаття	artigo	стаття	artigo	N;INAN;NOM;FEM;SG	N
стаття	parágrafo	стаття	parágrafo	N;INAN;NOM;FEM;SG	N
стаття	punto	стаття	punto	N;INAN;NOM;FEM;SG	N
статус	posición	статус	posición	N;INAN;NOM;MASC;SG	N
статус	statu	статус	statu	N;INAN;NOM;MASC;SG	N
статус	status	статус	status	N;INAN;NOM;MASC;SG	N
помер	morreu	померти	morrer	V;PFV;MASC;IND;SG;PST;FIN	V
помер	morreu	померти	morrer	V;PFV;MASC;IND;SG;PST;FIN	V
помер	morreron	померти	morrer	V;PFV;MASC;IND;SG;PST;FIN	V
помер	morrer	померти	morrer	V;PFV;MASC;IND;SG;PST;FIN	V
родини	familias	родина	familia	N;INAN;NOM;FEM;PL	N
група	grupo	група	grupo	N;INAN;NOM;FEM;SG	N
новий	novo	новий	novo	ADJ;NOM;MASC;SG	ADJ
новий	novas	новий	novo	ADJ;NOM;MASC;SG	ADJ
новий	nova	новий	novo	ADJ;NOM;MASC;SG	ADJ
новий	novos	новий	novo	ADJ;NOM;MASC;SG	ADJ
зір	vista	зір	vista	N;INAN;NOM;FEM;PL	N
зір	visión	зір	visión	N;INAN;NOM;FEM;PL	N
зір	vista	зір	vista	N;INAN;NOM;FEM;PL	N
великий	grande	великий	grande	ADJ;NOM;MASC;SG	ADJ
великий	grandes	великий	grande	ADJ;NOM;MASC;SG	ADJ
великий	gran	великий	gran	ADJ;NOM;MASC;SG	ADJ
великий	xenial	великий	xenial	ADJ;NOM;MASC;SG	ADJ
великий	gran	великий	gran	ADJ;NOM;MASC;SG	ADJ
великий	grande	великий	grande	ADJ;NOM;MASC;SG	ADJ
великий	grandes	великий	grande	ADJ;NOM;MASC;SG	ADJ
назви	nomes	назва	nome	N;INAN;NOM;FEM;PL	N
назви	nome	назва	nome	N;INAN;NOM;FEM;PL	N
залізниця	tren	залізниця	tren	N;INAN;NOM;FEM;SG	N
система	sistema	система	sistema	N;INAN;NOM;FEM;SG	N
північ	noite	північ	noite	N;INAN;NOM;FEM;SG	N
північ	ano	північ	ano	N;INAN;NOM;FEM;SG	N
північ	reloxo	північ	reloxo	N;INAN;NOM;FEM;SG	N
північ	doce	північ	doce	N;INAN;NOM;FEM;SG	N
північ	media	північ	media	N;INAN;NOM;FEM;SG	N
північ	á	північ	á	N;INAN;NOM;FEM;SG	N
північ	norte	північ	norte	N;INAN;NOM;FEM;SG	N
більшість	maioría	більшість	maioría	N;INAN;NOM;FEM;SG	N
більшість	parte	більшість	parte	N;INAN;NOM;FEM;SG	N
більшість	maioría	більшість	maioría	N;INAN;NOM;FEM;SG	N
особливо	especialmente	особливо	especial	ADV	ADV
особливо	moi	особливо	moi	ADV	ADV
особливо	particularmente	особливо	particular	ADV	ADV
особливо	especialmente	особливо	especial	ADV	ADV
народження	luz	народження	luz	N;INAN;NOM;NEUT;SG	N
народження	nacemento	народження	nacemento	N;INAN;NOM;NEUT;SG	N
народження	orixe	народження	orixe	N;INAN;NOM;NEUT;SG	N
інформація	información	інформація	información	N;INAN;NOM;FEM;SG	N
влади	autoridades	влада	autoridade	N;INAN;NOM;FEM;PL	N
округ	distrito	округ	distrito	N;INAN;NOM;MASC;SG	N
інститут	instituto	інститут	instituto	N;INAN;NOM;MASC;SG	N
інститут	institución	інститут	institución	N;INAN;NOM;MASC;SG	N
будинок	casa	будинок	casa	N;INAN;NOM;MASC;SG	N
дослідження	investigación	дослідження	investigación	N;INAN;NOM;NEUT;SG	N
дослідження	investigacións	дослідження	investigación	N;INAN;NOM;NEUT;SG	N
дослідження	estudos	дослідження	estudo	N;INAN;NOM;NEUT;SG	N
дослідження	estudios	дослідження	estudio	N;INAN;NOM;NEUT;SG	N
дослідження	análises	дослідження	análise	N;INAN;NOM;NEUT;SG	N
дослідження	estudo	дослідження	estudo	N;INAN;NOM;NEUT;SG	N
війна	guerra	війна	guerra	N;INAN;NOM;FEM;SG	N
війна	guerra	війна	guerra	N;INAN;NOM;FEM;SG	N
війна	guerras	війна	guerra	N;INAN;NOM;FEM;SG	N
приблизно	aproximadamente	приблизно	aproximadamente	ADV	ADV
багатьох	moitos	багато	moito	DET;ACC	DET
багатьох	cantas	багато	canto	DET;ACC	DET
багатьох	moitas	багато	moito	DET;ACC	DET
війська	tropas	військо	tropa	N;INAN;NOM;NEUT;PL	N
регіон	rexión	регіон	rexión	N;INAN;NOM;MASC;SG	N
велика	grande	великий	grande	ADJ;NOM;FEM;SG	ADJ
велика	grandes	великий	grande	ADJ;NOM;FEM;SG	ADJ
велика	gran	великий	gran	ADJ;NOM;FEM;SG	ADJ
видів	tipo	вид	tipo	N;INAN;GEN;MASC;PL	N
видів	tipos	вид	tipo	N;INAN;GEN;MASC;PL	N
людини	seres	людина	ser	N;ANIM;NOM;FEM;SG	N
людини	humáns	людина	humán	N;ANIM;NOM;FEM;SG	N
рід	clans	рід	clan	N;INAN;NOM;MASC;SG	N
дітей	nenos	дитина	neno	N;ANIM;ACC;FEM;PL	N
дітей	fillos	дитина	fillo	N;ANIM;ACC;FEM;PL	N
дітей	nenas	дитина	neno	N;ANIM;ACC;FEM;PL	N
собою	eu	себе	eu	PRO;INS;REFL	PRO
собою	me	себе	me	PRO;INS;REFL	PRO
собою	te	себе	te	PRO;INS;REFL	PRO
генерал	xeneral	генерал	xeneral	N;ANIM;NOM;MASC;SG	N
мали	tiña	мати	ter	V;IPFV;IND;PL;PST;FIN	V
мали	tiven	мати	ter	V;IPFV;IND;PL;PST;FIN	V
статей	artigos	стаття	artigo	N;INAN;GEN;FEM;PL	N
навчання	estudo	навчання	estudo	N;INAN;NOM;NEUT;SG	N
навчання	despacho	навчання	despacho	N;INAN;NOM;NEUT;SG	N
навчання	aprendizaxe	навчання	aprendizaxe	N;INAN;NOM;NEUT;SG	N
син	fillo	син	fillo	N;ANIM;NOM;MASC;SG	N
фізична	física	фізичний	físico	ADJ;NOM;FEM;SG	ADJ
фізична	físicos	фізичний	físico	ADJ;NOM;FEM;SG	ADJ
фізична	físicas	фізичний	físico	ADJ;NOM;FEM;SG	ADJ
фізична	físico	фізичний	físico	ADJ;NOM;FEM;SG	ADJ
рішення	decisión	рішення	decisión	N;INAN;NOM;NEUT;SG	N
рішення	decisións	рішення	decisión	N;INAN;NOM;NEUT;SG	N
рішення	solucións	рішення	solución	N;INAN;NOM;NEUT;SG	N
рішення	solución	рішення	solución	N;INAN;NOM;NEUT;SG	N
питання	pregunta	питання	pregunta	N;INAN;NOM;NEUT;SG	N
питання	cuestión	питання	cuestión	N;INAN;NOM;NEUT;SG	N
питання	problemas	питання	problema	N;INAN;NOM;NEUT;SG	N
питання	cuestións	питання	cuestión	N;INAN;NOM;NEUT;SG	N
питання	temas	питання	tema	N;INAN;NOM;NEUT;SG	N
питання	asuntos	питання	asunto	N;INAN;NOM;NEUT;SG	N
питання	preguntas	питання	pregunta	N;INAN;NOM;NEUT;SG	N
питання	pregunta	питання	pregunta	N;INAN;NOM;NEUT;SG	N
питання	cuestións	питання	cuestión	N;INAN;NOM;NEUT;SG	N
питання	pista	питання	pistar	N;INAN;NOM;NEUT;SG	N
питання	idea	питання	idea	N;INAN;NOM;NEUT;SG	N
досить	abondo	досить	abondo	ADV	ADV
досить	bastante	досить	bastante	ADV	ADV
досить	moi	досить	moi	ADV	ADV
досить	ben	досить	ben	ADV	ADV
люди	seres	людина	ser	N;ANIM;NOM;FEM;PL	N
люди	humáns	людина	humán	N;ANIM;NOM;FEM;PL	N
люди	xente	людина	xente	N;ANIM;NOM;FEM;PL	N
люди	persoas	людина	persoa	N;ANIM;NOM;FEM;PL	N
люди	pobo	людина	pobo	N;ANIM;NOM;FEM;PL	N
тепер	agora	тепер	agora	ADV	ADV
ним	el	він	el	PRO;INS;MASC;SG;3	PRO
ним	lle	він	lle	PRO;INS;MASC;SG;3	PRO
компанії	empresas	компанія	empresa	N;INAN;NOM;FEM;PL	N
компанії	compañías	компанія	compañía	N;INAN;NOM;FEM;PL	N
іншими	outros	інший	outro	DET;INS;PL	DET
іншими	demais	інший	demais	DET;INS;PL	DET
іншими	outras	інший	outro	DET;INS;PL	DET
походження	orixe	походження	orixe	N;INAN;NOM;NEUT;SG	N
дані	datos	дані	dato	N;INAN;PFV;NOM;PASS	N
дані	puntos	дані	punto	N;INAN;PFV;NOM;PASS	N
дані	información	дані	información	N;INAN;PFV;NOM;PASS	N
видання	edición	видання	edición	N;INAN;NOM;NEUT;SG	N
видання	tema	видання	tema	N;INAN;NOM;NEUT;SG	N
видання	problema	видання	problema	N;INAN;NOM;NEUT;SG	N
раніше	antes	раніше	antes	ADV;CMPR	ADV
раніше	máis	раніше	máis	ADV;CMPR	ADV
раніше	cedo	раніше	cedo	ADV;CMPR	ADV
раніше	antes	раніше	antes	ADV;CMPR	ADV
раніше	axiña	раніше	axiña	ADV;CMPR	ADV
раніше	cedo	раніше	cedo	ADV;CMPR	ADV
зазвичай	normalmente	зазвичай	normal	ADV	ADV
зазвичай	habitualmente	зазвичай	habitual	ADV	ADV
зазвичай	normalmente	зазвичай	normal	ADV	ADV
зазвичай	normalmente	зазвичай	normal	ADV	ADV
використовується	adoitaba	використовуватися	adoitar	V;IPFV;IND;SG;3;PRS;FIN	V
команда	orde	команда	orde	N;INAN;NOM;FEM;SG	N
команда	motoras	команда	motora	N;INAN;NOM;FEM;SG	N
команда	ordes	команда	orde	N;INAN;NOM;FEM;SG	N
команда	mando	команда	mando	N;INAN;NOM;FEM;SG	N
команда	equipo	команда	equipo	N;INAN;NOM;FEM;SG	N
таблиці	mesas	таблиця	mesa	N;INAN;NOM;FEM;PL	N
таблиці	mesa	таблиця	mesa	N;INAN;NOM;FEM;PL	N
початок	comezo	початок	comezo	N;INAN;NOM;MASC;SG	N
початок	principio	початок	principio	N;INAN;NOM;MASC;SG	N
пояс	cinto	пояс	cinto	N;INAN;NOM;MASC;SG	N
станція	comisaría	станція	comisar	N;INAN;NOM;FEM;SG	N
станція	estación	станція	estación	N;INAN;NOM;FEM;SG	N
існує	existen	існувати	existir	V;IPFV;IND;SG;3;PRS;FIN	V
існує	existir	існувати	existir	V;IPFV;IND;SG;3;PRS;FIN	V
існує	existe	існувати	existir	V;IPFV;IND;SG;3;PRS;FIN	V
існує	existe	існувати	existir	V;IPFV;IND;SG;3;PRS;FIN	V
існує	exista	існувати	existir	V;IPFV;IND;SG;3;PRS;FIN	V
проект	proxecto	проект	proxecto	N;INAN;NOM;MASC;SG	N
мати	nai	мати	nai	N;ANIM;NOM;FEM;SG	N
мати	á	мати	á	N;ANIM;NOM;FEM;SG	N
мати	mamá	мати	mamá	N;ANIM;NOM;FEM;SG	N
чоловік	marido	чоловік	marido	N;ANIM;NOM;MASC;SG	N
чоловік	home	чоловік	home	N;ANIM;NOM;MASC;SG	N
чоловік	home	чоловік	home	N;ANIM;NOM;MASC;SG	N
усіх	todo	увесь	todo	DET;GEN;PL	DET
усіх	o	увесь	o	DET;GEN;PL	DET
усіх	todos	увесь	todo	DET;GEN;PL	DET
книги	libros	книга	libro	N;INAN;NOM;FEM;PL	N
книги	libro	книга	libro	N;INAN;NOM;FEM;PL	N
країн	países	країна	país	N;INAN;GEN;FEM;PL	N
країн	paises	країна	país	N;INAN;GEN;FEM;PL	N
офіційна	oficial	офіційний	oficial	ADJ;NOM;FEM;SG	ADJ
переважно	principalmente	переважно	principal	ADV	ADV
переважно	maiormente	переважно	maiormente	ADV	ADV
переважно	maioritariamente	переважно	maioritariamente	ADV	ADV
дії	operacións	дія	operación	N;INAN;NOM;FEM;PL	N
дії	accións	дія	acción	N;INAN;NOM;FEM;PL	N
дії	actividade	дія	actividade	N;INAN;NOM;FEM;PL	N
дії	acción	дія	acción	N;INAN;NOM;FEM;PL	N
станції	comisaría	станція	comisar	N;INAN;NOM;FEM;PL	N
станції	estación	станція	estación	N;INAN;NOM;FEM;PL	N
станції	comisarías	станція	comisarías	N;INAN;NOM;FEM;PL	N
станції	postos	станція	posto	N;INAN;NOM;FEM;PL	N
немає	é	немати	ser	V;IPFV;IND;SG;3;NEG;PRS;FIN	V
немає	hai	немати	haber	V;IPFV;IND;SG;3;NEG;PRS;FIN	V
освіти	educación	освіта	educación	N;INAN;NOM;FEM;PL	N
професор	mestre	професор	mestre	N;ANIM;NOM;MASC;SG	N
професор	profesor	професор	profesor	N;ANIM;NOM;MASC;SG	N
служби	servizos	служба	servizo	N;INAN;NOM;FEM;PL	N
служби	servizo	служба	servizo	N;INAN;NOM;FEM;PL	N
орган	órgano	орган	órgano	N;INAN;NOM;MASC;SG	N
різні	diferentes	різний	diferente	ADJ;NOM;PL	ADJ
різні	distintas	різний	distinto	ADJ;NOM;PL	ADJ
різні	distinto	різний	distinto	ADJ;NOM;PL	ADJ
різні	distintos	різний	distinto	ADJ;NOM;PL	ADJ
різні	diferente	різний	diferente	ADJ;NOM;PL	ADJ
поділ	división	поділ	división	N;INAN;NOM;MASC;SG	N
довжина	lonxitude	довжина	lonxitude	N;INAN;NOM;FEM;SG	N
сили	fortaleza	сила	fortalezar	N;INAN;NOM;FEM;PL	N
сили	forzas	сила	forza	N;INAN;NOM;FEM;PL	N
сили	forza	сила	forza	N;INAN;NOM;FEM;PL	N
сили	forzas	сила	forza	N;INAN;NOM;FEM;PL	N
основні	básica	основний	básico	ADJ;NOM;PL	ADJ
основні	básicos	основний	básico	ADJ;NOM;PL	ADJ
основні	básico	основний	básico	ADJ;NOM;PL	ADJ
основні	básicas	основний	básico	ADJ;NOM;PL	ADJ
роботу	traballo	робота	traballo	N;INAN;ACC;FEM;SG	N
прапора	bandeira	прапор	bandeira	N;INAN;NOM;MASC;SG	N
тих	eses	той	ese	DET;GEN;PL	DET
тих	esas	той	ese	DET;GEN;PL	DET
тих	os	той	o	DET;GEN;PL	DET
дня	días	день	día	N;INAN;GEN;MASC;SG	N
дня	día	день	día	N;INAN;GEN;MASC;SG	N
індекс	índice	індекс	índice	N;INAN;NOM;MASC;SG	N
місця	lugares	місце	lugar	N;INAN;NOM;NEUT;PL	N
місця	sitios	місце	sitio	N;INAN;NOM;NEUT;PL	N
місця	lugares	місце	lugar	N;INAN;NOM;NEUT;PL	N
місця	asentos	місце	asento	N;INAN;NOM;NEUT;PL	N
відбувається	acontecendo	відбуватися	acontecer	V;IPFV;IND;SG;3;PRS;FIN	V
відбувається	acontecer	відбуватися	acontecer	V;IPFV;IND;SG;3;PRS;FIN	V
відбувається	ocorre	відбуватися	ocorrer	V;IPFV;IND;SG;3;PRS;FIN	V
відбувається	pasa	відбуватися	pasar	V;IPFV;IND;SG;3;PRS;FIN	V
відбувається	pasando	відбуватися	pasar	V;IPFV;IND;SG;3;PRS;FIN	V
розвиток	desenvolvemento	розвиток	desenvolvemento	N;INAN;NOM;MASC;SG	N
розвиток	proxecto	розвиток	proxecto	N;INAN;NOM;MASC;SG	N
альбом	ubicación	альбом	ubicación	N;INAN;NOM;MASC;SG	N
товариства	sociedade	товариство	sociedade	N;INAN;NOM;NEUT;SG	N
гравці	músicos	гравка	músico	N;ANIM;NOM;MASC;PL	N
гравці	entidades	гравка	entidade	N;ANIM;NOM;MASC;PL	N
серії	serie	серія	serie	N;INAN;NOM;FEM;PL	N
нові	novo	новий	novo	ADJ;NOM;PL	ADJ
нові	novas	новий	novo	ADJ;NOM;PL	ADJ
нові	nova	новий	novo	ADJ;NOM;PL	ADJ
нові	novos	новий	novo	ADJ;NOM;PL	ADJ
слова	palabras	слово	palabra	N;INAN;NOM;NEUT;PL	N
слова	verbas	слово	verba	N;INAN;NOM;NEUT;PL	N
зараз	agora	зараз	agora	ADV	ADV
зараз	actualmente	зараз	actual	ADV	ADV
працює	correr	працювати	correr	V;IPFV;IND;SG;3;PRS;FIN	V
працює	correndo	працювати	correr	V;IPFV;IND;SG;3;PRS;FIN	V
працює	funciona	працювати	funcionar	V;IPFV;IND;SG;3;PRS;FIN	V
працює	traballa	працювати	traballar	V;IPFV;IND;SG;3;PRS;FIN	V
батько	pai	батько	pai	N;ANIM;NOM;MASC;SG	N
батько	padre	батько	padre	N;ANIM;NOM;MASC;SG	N
декілька	varios	декілька	varios	DET;NOM	DET
декілька	varias	декілька	varios	DET;NOM	DET
відомості	información	відомість	información	N;INAN;NOM;FEM;PL	N
відомості	detalles	відомість	detalle	N;INAN;NOM;FEM;PL	N
відомості	crédito	відомість	crédito	N;INAN;NOM;FEM;PL	N
розмір	tamaño	розмір	tamaño	N;INAN;NOM;MASC;SG	N
президент	presidente	президент	presidente	N;ANIM;NOM;MASC;SG	N
президент	vicepresidente	президент	vicepresidente	N;ANIM;NOM;MASC;SG	N
американський	estadounidense	американський	estadounidense	ADJ;NOM;MASC;SG	ADJ
американський	americana	американський	americano	ADJ;NOM;MASC;SG	ADJ
американський	americano	американський	americano	ADJ;NOM;MASC;SG	ADJ
повністю	totalmente	повністю	total	ADV	ADV
повністю	totalmente	повністю	total	ADV	ADV
повністю	completamente	повністю	completamente	ADV	ADV
повністю	totalmente	повністю	total	ADV	ADV
посилання	enlace	посилання	enlace	N;INAN;NOM;NEUT;PL	N
посилання	enlaces	посилання	enlace	N;INAN;NOM;NEUT;PL	N
посилання	ligazóns	посилання	ligazón	N;INAN;NOM;NEUT;PL	N
пісні	cancións	пісня	canción	N;INAN;NOM;FEM;PL	N
пісні	canción	пісня	canción	N;INAN;NOM;FEM;PL	N
члени	membros	член	membro	N;ANIM;NOM;MASC;PL	N
науки	ciencia	наука	ciencia	N;INAN;NOM;FEM;PL	N
науки	ciencias	наука	ciencia	N;INAN;NOM;FEM;PL	N
науки	cencia	наука	cencia	N;INAN;NOM;FEM;PL	N
нова	novo	новий	novo	ADJ;NOM;FEM;SG	ADJ
нова	novas	новий	novo	ADJ;NOM;FEM;SG	ADJ
нова	nova	новий	novo	ADJ;NOM;FEM;SG	ADJ
нова	novos	новий	novo	ADJ;NOM;FEM;SG	ADJ
річка	río	річка	río	N;INAN;NOM;FEM;SG	N
чотири	4	чотири	4	NUM;NOM	NUM
другий	segunda	другий	segundo	ADJ;NOM;MASC;SG	ADJ
належить	pertence	належати	pertencer	V;IPFV;IND;SG;3;PRS;FIN	V
шаблон	padrón	шаблон	padrón	N;INAN;NOM;MASC;SG	N
шаблон	patrón	шаблон	patrón	N;INAN;NOM;MASC;SG	N
шаблон	pauta	шаблон	pauta	N;INAN;NOM;MASC;SG	N
відкритий	aberta	відкритий	aberto	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ
відкритий	público	відкритий	público	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ
відкритий	pública	відкритий	público	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ
відкритий	públicos	відкритий	público	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ
відкритий	públicas	відкритий	público	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ
можливість	capacidade	можливість	capacidade	N;INAN;NOM;FEM;SG	N
можливість	oportunidade	можливість	oportunidade	N;INAN;NOM;FEM;SG	N
можливість	oportunidades	можливість	oportunidade	N;INAN;NOM;FEM;SG	N
можливість	característica	можливість	característica	N;INAN;NOM;FEM;SG	N
можливість	posibilidade	можливість	posibilidade	N;INAN;NOM;FEM;SG	N
можливість	capacidade	можливість	capacidade	N;INAN;NOM;FEM;SG	N
можливість	habilidade	можливість	habilidade	N;INAN;NOM;FEM;SG	N
текст	texto	текст	texto	N;INAN;NOM;MASC;SG	N
текст	mensaxe	текст	mensaxe	N;INAN;NOM;MASC;SG	N
текст	mensaxes	текст	mensaxe	N;INAN;NOM;MASC;SG	N
учасники	participantes	учасник	participante	N;ANIM;NOM;MASC;PL	N
