dan	en	dan	en	CONJ	CONJ
buku	boek	buku	boek	N;SG	N;NEUT;SG
suku	stam	suku	stam	N;SG	N;MASC+FEM;SG
suku	tribal	suku	tribal	N;SG	N;NEUT;SG
berhasil	geslaagde	berhasil	geslaagd	V;SG	V;V.PTCP
berhasil	geslaagd	berhasil	slagen	V;SG	V;V.PTCP
berhasil	slagen	berhasil	slagen	V;SG	V;NFIN
partai	feest	partai	feest	N;SG	N;NEUT;SG
partai	partij	partai	partij	N;SG	N;MASC+FEM;SG
partai	feestje	partai	feest	N;SG	N;NEUT;SG
partai	party	partai	party	N;SG	N;MASC+FEM;SG
keluarga	familie	keluarga	familie	N;SG	N;MASC+FEM;SG
keluarga	gezin	keluarga	gezin	N;SG	N;NEUT;SG
ilmu	wetenschap	ilmu	wetenschap	N;SG	N;MASC+FEM;SG
berubah	veranderen	berrubah	veranderen	V;SG;ACT	V;NFIN
berubah	veranderende	berrubah	veranderen	V;SG;ACT	V;V.PTCP
berubah	veranderde	berrubah	veranderen	V;SG;ACT	V;SG;PST;FIN
berubah	gewijzigd	berrubah	wijzigen	V;SG;ACT	V;V.PTCP
berubah	veranderd	berrubah	veranderen	V;SG;ACT	V;V.PTCP
berubah	veranderen	berrubah	veranderen	V;SG;ACT	V;NFIN
berubah	wijzigen	berrubah	wijzigen	V;SG;ACT	V;NFIN
pengguna	gebruiker	penguna	gebruiker	N;SG	N;MASC+FEM;SG
luas	gebied	luas	gebied	N;SG	N;NEUT;SG
luas	oppervlakte	luas	oppervlakte	N;SG	N;MASC+FEM;SG
acara	gebeurtenis	acara	gebeurtenis	N;SG	N;MASC+FEM;SG
acara	evenement	acara	evenement	N;SG	N;NEUT;SG
acara	event	acara	event	N;SG	N;NEUT;SG
asal	herkomst	asal	herkomst	N;SG	N;MASC+FEM;SG
asal	oorsprong	asal	oorsprong	N;SG	N;MASC+FEM;SG
asal	herkomst	asal	herkomst	N;SG	N;MASC+FEM;SG
asal	oorsprong	asal	oorsprong	N;SG	N;MASC+FEM;SG
kapal	vaartuig	kapal	vaartuig	N;SG	N;NEUT;SG
kapal	schip	kapal	schip	N;SG	N;NEUT;SG
kapal	boot	kapal	boot	N;SG	N;MASC+FEM;SG
bermain	speel	bermain	spelen	V;SG;ACT	V;SG;PRS;FIN
bermain	spelen	bermain	spelen	V;SG;ACT	V;NFIN
bermain	afspelen	bermain	afspelen	V;SG;ACT	V;NFIN
bermain	speelt	bermain	spelen	V;SG;ACT	V;SG;PRS;FIN
bermain	spelen	bermain	spelen	V;SG;ACT	V;NFIN
kelompok	groep	kelompok	groep	N;SG	N;MASC+FEM;SG
kelompok	fractie	kelompok	fractie	N;SG	N;MASC+FEM;SG
agama	religie	agama	religie	N;SG	N;MASC+FEM;SG
agama	godsdienst	agama	godsdienst	N;SG	N;MASC+FEM;SG
anda	jij	anda	jij	PRO;SG;2;FORM	PRO;NOM;2
anda	jou	anda	jou	PRO;SG;2;FORM	PRO;ACC;2
memberikan	geven	menberikan	geven	V;SG;ACT	V;NFIN
memberikan	geef	menberikan	geven	V;SG;ACT	V;SG;PRS;FIN
memberikan	geven	menberikan	geven	V;SG;ACT	V;NFIN
lama	ouwe	lama	oud	ADJ;SG	ADJ
lama	oude	lama	oud	ADJ;SG	ADJ
lama	oud	lama	oud	ADJ;SG	ADJ
lama	lang	lama	lang	ADJ;SG	ADJ
lama	lange	lama	lang	ADJ;SG	ADJ
batu	steen	batu	steen	N;SG	N;MASC+FEM;SG
batu	natuursteen	batu	natuursteen	N;SG	N;NEUT;SG
batu	stone	batu	stone	N;SG	N;MASC+FEM;SG
batu	batu	batu	batu	N;SG	N;MASC+FEM;SG
batu	rots	batu	rots	N;SG	N;MASC+FEM;SG
batu	steen	batu	steen	N;SG	N;MASC+FEM;SG
batu	rock	batu	rock	N;SG	N;MASC+FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N	N;MASC+FEM;SG
jiwa	ziel	jiwa	ziel	N;SG	N;MASC+FEM;SG
jiwa	soul	jiwa	soul	N;SG	N;MASC+FEM;SG
saja	alleen	saja	alleen	ADV	ADV
saja	slechts	saja	slechts	ADV	ADV
halaman	bladzijde	halaman	bladzijde	N;SG	N;MASC+FEM;SG
halaman	pagina	halaman	pagina	N;SG	N;MASC+FEM;SG
hukum	wet	hukum	wet	N;SG;ACT	N;MASC+FEM;SG
diterbitkan	afgegeven	diterbitkan	afgeven	V;SG;PASS	V;V.PTCP
diterbitkan	uitgegeven	diterbitkan	uitgeven	V;SG;PASS	V;V.PTCP
diterbitkan	gepubliceerd	diterbitkan	publiceren	V;SG;PASS	V;V.PTCP
diterbitkan	verschenen	diterbitkan	verschijnen	V;SG;PASS	V;V.PTCP
diterbitkan	gepubliceerde	diterbitkan	publiceren	V;SG;PASS	V;V.PTCP
diterbitkan	uitgegeven	diterbitkan	uitgeven	V;SG;PASS	V;V.PTCP
raya	raya	raya	raya	N;SG	N;MASC+FEM;SG
masuk	inloggen	masuk	inloggen	V;SG;ACT	V;NFIN
masuk	aanmelden	masuk	aanmelden	V;SG;ACT	V;PRS;NFIN
pasukan	squad	pasukan	squad	N;SG	N;MASC+FEM;SG
pasukan	team	pasukan	team	N;SG	N;NEUT;SG
pasukan	troep	pasukan	troep	N;SG	N;MASC+FEM;SG
dirilis	vrijgelaten	dirilis	vrijlaten	V;SG;PASS	V;V.PTCP
dirilis	vrijgegeven	dirilis	vrijgeven	V;SG;PASS	V;V.PTCP
dirilis	uitgebracht	dirilis	uitbrengen	V;SG;PASS	V;V.PTCP
tokoh	personage	tokoh	personage	N;SG	N;NEUT;SG
tokoh	karakter	tokoh	karakter	N;SG	N;NEUT;SG
tokoh	figuur	tokoh	figuur	N;SG	N;MASC+FEM;SG
tanpa	zonder	tanpa	zonder	ADP	ADP
bangsa	natie	bangsa	natie	N;SG	N;MASC+FEM;SG
penghargaan	prijsuitreiking	penhargaan	prijsuitreiking	N;SG	N;MASC+FEM;SG
penghargaan	onderscheiding	penhargaan	onderscheiding	N;SG	N;MASC+FEM;SG
penghargaan	gunning	penhargaan	gunning	N;SG	N;MASC+FEM;SG
penghargaan	waardering	penhargaan	waardering	N;SG	N;MASC+FEM;SG
penghargaan	appreciatie	penhargaan	appreciatie	N;SG	N;MASC+FEM;SG
klub	club	klub	club	N;SG	N;MASC+FEM;SG
klub	clubhuis	klub	clubhuis	N;SG	N;NEUT;SG
terkenal	beroemde	terkenal	beroemd	ADJ;SG;PASS	ADJ
terkenal	beroemd	terkenal	beroemd	ADJ;SG;PASS	ADJ
terkenal	berucht	terkenal	berucht	ADJ;SG;PASS	ADJ
ketua	elder	ketua	elder	N;SG	N;MASC+FEM;SG
ketua	chef	ketua	chef	N;SG	N;MASC+FEM;SG
ketua	chief	ketua	chief	N;SG	N;MASC+FEM;SG
ketua	opperhoofd	ketua	opperhoofd	N;SG	N;NEUT;SG
ketua	voorzitter	ketua	voorzitter	N;SG	N;MASC+FEM;SG
ketua	stoel	ketua	stoel	N;SG	N;MASC+FEM;SG
gunung	berg	gunung	berg	N;SG	N;MASC+FEM;SG
gunung	mount	gunung	mounen	N;SG	N;MASC+FEM;SG
terbaik	best	terbaik	best	ADJ;RL;SG	ADJ;RL
terbaik	beste	terbaik	goed	ADJ;RL;SG	ADJ;RL
meskipun	hoewel	meskipun	hoewel	CONJ	CONJ
meskipun	hoewel	meskipun	hoewel	CONJ	CONJ
cara	cara	cara	cara	N;SG	N;MASC+FEM;SG
berbeda	verschilt	berbeda	verschillen	V;SG;ACT	V;SG;PRS;FIN
bintang	bintang	bintang	bintang	N;SG	N;MASC+FEM;SG
bintang	ster	bintang	ster	N;SG	N;MASC+FEM;SG
bintang	star	bintang	star	N;SG	N;MASC+FEM;SG
jalur	pad	jalur	pad	N;SG	N;NEUT;SG
apa	wat	apa	wat	PRO	PRO;3
politik	politiek	politik	politiek	N;SG	N;MASC+FEM;SG
politik	politiek	politik	politiek	N;SG	N;MASC+FEM;SG
ibu	mama	ibu	mama	N;SG	N;MASC+FEM;SG
ibu	moeder	ibu	moeder	N;SG	N;MASC+FEM;SG
ibu	ma	ibu	ma	N;SG	N;MASC+FEM;SG
ibu	mam	ibu	mam	N;SG	N;MASC+FEM;SG
ibu	moeder	ibu	moeder	N;SG	N;MASC+FEM;SG
ibu	moedertje	ibu	moeder	N;SG	N;NEUT;SG
tingkat	tarief	tingkat	tarief	N;SG	N;NEUT;SG
tingkat	niveau	tingkat	niveau	N;SG	N;NEUT;SG
tingkat	level	tingkat	level	N;SG	N;NEUT;SG
kereta	trein	kereta	trein	N;SG	N;MASC+FEM;SG
ruang	kamer	ruang	kamer	N;SG	N;MASC+FEM;SG
ruang	ruimte	ruang	ruimte	N;SG	N;MASC+FEM;SG
ruang	spatie	ruang	spatie	N;SG	N;MASC+FEM;SG
tinggal	blijf	tinggal	blijven	V;SG;ACT	V;SG;PRS;FIN
empat	vier	empat	vier	NUM	NUM
ekonomi	economie	ekonomi	economie	N;SG	N;MASC+FEM;SG
ekonomi	economie	ekonomi	economie	N;SG	N;MASC+FEM;SG
organisasi	organisatie	organisasi	organisatie	N;SG	N;MASC+FEM;SG
organisasi	organisatie	organisasi	organisatie	N;SG	N;MASC+FEM;SG
bahan	materiaal	bahan	materiaal	N;SG	N;NEUT;SG
bahan	materiaal	bahan	materiaal	N;SG	N;NEUT;SG
bahan	ingrediënt	bahan	ingrediënt	N;SG	N;NEUT;SG
api	brand	api	brand	N;SG	N;MASC+FEM;SG
api	vuur	api	vuur	N;SG	N;NEUT;SG
api	api	api	api	N;SG	N;MASC+FEM;SG
api	apis	api	apis	N;SG	N;MASC+FEM;SG
ilmiah	wetenschappelijk	ilmiah	wetenschappelijk	ADJ;SG	ADJ
video	filmpje	video	filmp	N;SG	N;NEUT;SG
video	video	video	video	N;SG	N;MASC+FEM;SG
terakhir	laatste	terakhir	laat	ADJ;RL;SG	ADJ;RL
angkatan	kracht	angkatan	kracht	N;SG	N;MASC+FEM;SG
angkatan	klasse	angkatan	klasse	N;SG	N;MASC+FEM;SG
angkatan	class	angkatan	class	N;SG	N;MASC+FEM;SG
angkatan	klas	angkatan	klas	N;SG	N;MASC+FEM;SG
dibuat	gemaakt	dibuat	maken	V;SG;PASS	V;V.PTCP
dibuat	aangemaakt	dibuat	aanmaken	V;SG;PASS	V;V.PTCP
dibuat	gecreëerd	dibuat	creëren	V;SG;PASS	V;V.PTCP
dibuat	gemaakt	dibuat	maken	V;SG;PASS	V;V.PTCP
dibuat	geschapen	dibuat	scheppen	V;SG;PASS	V;V.PTCP
berkas	dossier	berkas	dossier	N;SG	N;NEUT;SG
berkas	bestand	berkas	bestand	N;SG	N;NEUT;SG
bekerja	werken	bekerja	werken	V;SG;ACT	V;NFIN
bekerja	werkend	bekerja	werkend	V;SG;ACT	V;V.PTCP
bekerja	werken	bekerja	werken	V;SG;ACT	V;NFIN
bekerja	werkende	bekerja	werken	V;SG;ACT	V;V.PTCP
bekerja	werkt	bekerja	werken	V;SG;ACT	V;SG;PRS;FIN
bekerja	werken	bekerja	werken	V;SG;ACT	V;NFIN
militer	militair	militer	militair	ADJ;SG	ADJ
militer	militaire	militer	militair	ADJ;SG	ADJ
putra	putra	putra	putra	N;SG	N;MASC+FEM;SG
putra	zoon	putra	zoon	N;SG	N;MASC+FEM;SG
putra	son	putra	son	N;SG	N;MASC+FEM;SG
kaki	poot	kaki	poot	N;SG	N;MASC+FEM;SG
kaki	been	kaki	been	N;SG	N;NEUT;SG
kaki	voet	kaki	voet	N;SG	N;MASC+FEM;SG
grup	groep	grup	groep	N;SG	N;MASC+FEM;SG
grup	fractie	grup	fractie	N;SG	N;MASC+FEM;SG
rakyat	rakyat	rakyat	rakyat	N;SG	N;MASC+FEM;SG
rakyat	folk	rakyat	folk	N;SG	N;MASC+FEM;SG
label	etiket	label	etiket	N;SG	N;NEUT;SG
label	label	label	label	N;SG	N;NEUT;SG
kehidupan	leven	kehidupan	leven	N;SG	N;NEUT;SG
website	website	website	website	N;SG	N;MASC+FEM;SG
kelurahan	buitenwijk	kelurahan	buitenwijk	N;SG	N;MASC+FEM;SG
kelurahan	voorstad	kelurahan	voorstad	N;SG	N;MASC+FEM;SG
terbentuk	gevormde	terbentuk	vormen	V;SG;PASS	V;V.PTCP
terbentuk	gevormd	terbentuk	vormen	V;SG;PASS	V;V.PTCP
ditemukan	ontdekte	ditemukan	ontdekken	V;SG;PASS	V;SG;PST;FIN
ditemukan	ontdekt	ditemukan	ontdekken	V;SG;PASS	V;V.PTCP
ditemukan	gevonden	ditemukan	vinden	V;SG;PASS	V;V.PTCP
bandung	bandung	bandung	bandung	N;SG	N;MASC+FEM;SG
informasi	informatie	informasi	informatie	N;SG	N;MASC+FEM;SG
makanan	voedsel	makanan	voedsel	N;SG	N;NEUT;SG
web	web	web	webben	N	N;NEUT;SG
catatan	noot	catatan	noot	N;SG	N;MASC+FEM;SG
catatan	briefje	catatan	brief	N;SG	N;NEUT;SG
catatan	notitie	catatan	notitie	N;SG	N;MASC+FEM;SG
catatan	opmerking	catatan	opmerking	N;SG	N;MASC+FEM;SG
catatan	toelichting	catatan	toelichting	N;SG	N;MASC+FEM;SG
mencapai	bereiken	mencapai	bereiken	V;SG;ACT	V;NFIN
mencapai	bereikte	mencapai	bereiken	V;SG;ACT	V;SG;PST;FIN
mencapai	bereikt	mencapai	bereiken	V;SG;ACT	V;V.PTCP
cinta	liefde	cinta	liefde	N;SG	N;MASC+FEM;SG
cinta	cinta	cinta	cinta	N;SG	N;MASC+FEM;SG
biasa	gebruikelijke	biasa	gebruikelijk	ADJ;SG	ADJ
biasa	gebruikelijk	biasa	gebruikelijk	ADJ;SG	ADJ
biasa	regelmatige	biasa	regelmatig	ADJ;SG	ADJ
biasa	regulier	biasa	regulier	ADJ;SG	ADJ
biasa	reguliere	biasa	regulier	ADJ;SG	ADJ
biasa	regelmatig	biasa	regelmatig	ADJ;SG	ADJ
biasa	normale	biasa	normaal	ADJ;SG	ADJ
biasa	normaal	biasa	normaal	ADJ;SG	ADJ
mungkin	misschien	mungkin	misschien	ADV	ADV
mungkin	misschien	mungkin	misschien	ADV	ADV
meninggal	gestorven	mentinggal	sterven	V;SG;ACT	V;V.PTCP
meninggal	overleden	mentinggal	overlijden	V;SG;ACT	V;V.PTCP
meninggal	stierf	mentinggal	sterven	V;SG;ACT	V;SG;PST;FIN
meninggal	overleden	mentinggal	overlijden	V;SG;ACT	V;V.PTCP
surat	mail	surat	mail	N;SG	N;MASC+FEM;SG
surat	post	surat	post	N;SG	N;MASC+FEM;SG
surat	brief	surat	brief	N;SG	N;MASC+FEM;SG
surat	letter	surat	letter	N;SG	N;MASC+FEM;SG
wanita	vrouw	wanita	vrouw	N;SG	N;MASC+FEM;SG
tubuh	lichaam	tubuh	lichaam	N;SG	N;NEUT;SG
tubuh	body	tubuh	body	N;SG	N;MASC+FEM;SG
posisi	positie	posisi	positie	N;SG	N;MASC+FEM;SG
posisi	positionering	posisi	positionering	N;SG	N;MASC+FEM;SG
televisi	televisie	televisi	televisie	N;SG	N;MASC+FEM;SG
nya	hem	nya	hem	PRO	PRO;ACC;3
nya	haar	nya	haar	PRO	PRO;ACC;3
lisensi	rijbewijs	lisensi	rijbewijs	N;SG	N;NEUT;SG
lisensi	licentie	lisensi	licentie	N;SG	N;MASC+FEM;SG
lisensi	vergunning	lisensi	vergunning	N;SG	N;MASC+FEM;SG
lisensi	rijbewijs	lisensi	rijbewijs	N;SG	N;NEUT;SG
lisensi	licentie	lisensi	licentie	N;SG	N;MASC+FEM;SG
nomor	nummer	nomor	nummer	N;SG	N;MASC+FEM;SG
nomor	aantal	nomor	aantal	N;SG	N;NEUT;SG
nomor	getal	nomor	getal	N;SG	N;NEUT;SG
muncul	verscheen	muncul	verschijnen	V;SG;ACT	V;SG;PST;FIN
muncul	verschenen	muncul	verschijnen	V;SG;ACT	V;V.PTCP
muncul	verschijnen	muncul	verschijnen	V;SG;ACT	V;NFIN
muncul	verschijnt	muncul	verschijnen	V;SG;ACT	V;SG;PRS;FIN
zaman	zaman	zaman	zaman	N;SG	N;MASC+FEM;SG
zaman	tijdperk	zaman	tijdperk	N;SG	N;NEUT;SG
zaman	era	zaman	era	N;SG	N;NEUT;SG
khusus	specifiek	khusus	specifiek	ADJ;SG	ADJ
khusus	specifieke	khusus	specifiek	ADJ;SG	ADJ
khusus	maatwerk	khusus	maatwerk	ADJ;SG	ADJ
khusus	speciaal	khusus	speciaal	ADJ;SG	ADJ
khusus	bijzonder	khusus	bijzonder	ADJ;SG	ADJ
khusus	speciale	khusus	speciaal	ADJ;SG	ADJ
juara	kampioen	juara	kampioen	N;SG	N;MASC+FEM;SG
berarti	betekend	berarti	betekenen	V;SG;ACT	V;SG;PRS;FIN
berarti	betekent	berarti	betekenen	V;SG;ACT	V;SG;PRS;FIN
alam	alam	alam	alam	N;SG	N;MASC+FEM;SG
alam	natuur	alam	natuur	N;SG	N;MASC+FEM;SG
penting	dringend	penting	dringend	ADJ;SG	ADJ
penting	urgent	penting	urgent	ADJ;SG	ADJ
penting	belangrijke	penting	belangrijk	ADJ;SG	ADJ
penting	belangrijk	penting	belangrijk	ADJ;SG	ADJ
penting	essentiële	penting	essentiel	ADJ;SG	ADJ
penting	onmisbaar	penting	onmisbaar	ADJ;SG	ADJ
penting	essentieel	penting	essentieel	ADJ;SG	ADJ
gelar	graad	gelar	graad	N;SG;ACT	N;MASC+FEM;SG
gelar	titel	gelar	titel	N;SG;ACT	N;MASC+FEM;SG
didirikan	gegrond	didirikan	gronden	V;SG;PASS	V;V.PTCP
didirikan	opgericht	didirikan	oprichten	V;SG;PASS	V;V.PTCP
didirikan	gesticht	didirikan	stichten	V;SG;PASS	V;V.PTCP
didirikan	opgericht	didirikan	oprichten	V;SG;PASS	V;V.PTCP
didirikan	gevestigde	didirikan	vestigen	V;SG;PASS	V;V.PTCP
didirikan	gevestigd	didirikan	vestigen	V;SG;PASS	V;V.PTCP
mata	oog	mata	oog	N;SG	N;NEUT;SG
mata	mata	mata	mata	N;SG	N;MASC+FEM;SG
mesin	machine	mesin	machine	N;SG	N;MASC+FEM;SG
mesin	engine	mesin	engine	N;SG	N;MASC+FEM;SG
mesin	motor	mesin	motor	N;SG	N;MASC+FEM;SG
kitab	boek	kitab	boek	N;SG	N;NEUT;SG
dianggap	waargenomen	dianggap	waarnemen	V;SG;PASS	V;V.PTCP
dianggap	beschouwd	dianggap	beschouwen	V;SG;PASS	V;V.PTCP
dianggap	overwogen	dianggap	overwegen	V;SG;PASS	V;V.PTCP
dianggap	geacht	dianggap	achten	V;SG;PASS	V;V.PTCP
distrik	district	distrik	district	N;SG	N;NEUT;SG
jaringan	netwerk	jaringan	netwerk	N;SG	N;NEUT;SG
jaringan	tissue	jaringan	tissue	N;SG	N;MASC+FEM;SG
jaringan	weefsel	jaringan	weefsel	N;SG	N;NEUT;SG
hubungan	relatie	hubungan	relatie	N;SG	N;MASC+FEM;SG
perempuan	vrouw	perempuan	vrouw	N;SG	N;MASC+FEM;SG
perempuan	vrouw	perempuan	vrouw	N;SG	N;MASC+FEM;SG
perempuan	vrouwtje	perempuan	vrouwtje	N;SG	N;NEUT;SG
episode	afleveringen	episode	aflevering	N	N;PL
episode	episode	episode	episode	N	N;MASC+FEM;SG
episode	aflevering	episode	aflevering	N	N;MASC+FEM;SG
piala	trofee	piala	trofee	N;SG	N;MASC+FEM;SG
piala	beker	piala	beker	N;SG	N;MASC+FEM;SG
piala	kopje	piala	kopje	N;SG	N;NEUT;SG
piala	beker	piala	beker	N;SG	N;MASC+FEM;SG
kegiatan	activiteit	kegiatan	activiteit	N;SG	N;MASC+FEM;SG
kegiatan	activiteit	kegiatan	activiteit	N;SG	N;MASC+FEM;SG
minor	minor	minor	minor	N	N;MASC+FEM;SG
minor	mineur	minor	mineur	N	N;MASC+FEM;SG
istilah	term	istilah	term	N;SG	N;MASC+FEM;SG
budaya	cultuur	budaya	cultuur	N;SG	N;MASC+FEM;SG
stadion	stadion	stadion	stadion	N;SG	N;NEUT;SG
stadion	stadion	stadion	stadion	N;SG	N;NEUT;SG
stadion	stadium	stadion	stadium	N;SG	N;NEUT;SG
merah	rode	merah	rood	ADJ;SG	ADJ
merah	rood	merah	rood	ADJ;SG	ADJ
permukaan	oppervlak	permukaan	oppervlak	N;SG	N;NEUT;SG
terutama	vooral	terutama	vooral	ADV;RL;SG	ADV
lima	vijf	lima	vijf	NUM	NUM
teknologi	tech	teknologi	tech	N;SG	N;MASC+FEM;SG
teknologi	technologie	teknologi	technologie	N;SG	N;MASC+FEM;SG
menyatakan	uitroepen	mennyatakan	uitroepen	V;SG;ACT	V;NFIN
menyatakan	verklaar	mennyatakan	verklaar	V;SG;ACT	V;SG;PRS;FIN
menyatakan	verklaren	mennyatakan	verklaren	V;SG;ACT	V;NFIN
menyatakan	verklaart	mennyatakan	verklaren	V;SG;ACT	V;SG;PRS;FIN
cerita	verhaal	cerita	verhaal	N;SG	N;NEUT;SG
cerita	story	cerita	story	N;SG	N;MASC+FEM;SG
penerbangan	vlucht	penterbangan	vlucht	N;SG	N;MASC+FEM;SG
penerbangan	vlucht	penterbangan	vlucht	N;SG	N;MASC+FEM;SG
penerbangan	luchtvaart	penterbangan	luchtvaart	N;SG	N;MASC+FEM;SG
dewan	dewan	dewan	dewan	N;SG	N;MASC+FEM;SG
dewan	bestuur	dewan	bestuur	N;SG	N;NEUT;SG
dewan	bord	dewan	bord	N;SG	N;NEUT;SG
dewan	raad	dewan	raad	N;SG	N;MASC+FEM;SG
terbesar	grootste	terbesar	groot	ADJ;RL;SG	ADJ;RL
terbesar	grootst	terbesar	groot	ADJ;RL;SG	ADJ;RL
terbesar	grootste	terbesar	groot	ADJ;RL;SG	ADJ;RL
terbesar	grootste	terbesar	groot	ADJ;RL;SG	ADJ;RL
liga	liga	liga	liga	N;SG	N;MASC+FEM;SG
liga	league	liga	league	N;SG	N;MASC+FEM;SG
liga	liga	liga	liga	N;SG	N;MASC+FEM;SG
tujuan	doelstelling	tujuan	doelstelling	N;SG	N;MASC+FEM;SG
tujuan	doel	tujuan	doel	N;SG	N;NEUT;SG
tujuan	goal	tujuan	goal	N;SG	N;MASC+FEM;SG
tujuan	doelpunt	tujuan	doelpunt	N;SG	N;NEUT;SG
tujuan	bestemming	tujuan	bestemming	N;SG	N;MASC+FEM;SG
tujuan	doel	tujuan	doel	N;SG	N;NEUT;SG
tujuan	doelstelling	tujuan	doelstelling	N;SG	N;MASC+FEM;SG
penyanyi	zanger	pennyanyi	zanger	N;SG	N;MASC+FEM;SG
penyanyi	singer	pennyanyi	singer	N;SG	N;MASC+FEM;SG
penyanyi	zangeres	pennyanyi	zangeres	N;SG	N;MASC+FEM;SG
periode	tijdvak	periode	tijdvak	N;SG	N;NEUT;SG
periode	periode	periode	periode	N;SG	N;MASC+FEM;SG
seni	kunst	seni	kunst	N;SG	N;MASC+FEM;SG
seni	kunst	seni	kunst	N;SG	N;MASC+FEM;SG
pertandingan	match	pertandingan	match	N;SG	N;MASC+FEM;SG
pangeran	principaat	pangeran	principaat	N;SG	N;NEUT;SG
pangeran	princes	pangeran	princes	N;SG	N;NEUT;SG
pangeran	prince	pangeran	prince	N;SG	N;MASC+FEM;SG
pangeran	prins	pangeran	prins	N;SG	N;MASC+FEM;SG
melawan	tegen	menlawan	tegen	ADP;SG;ACT	ADP
bergabung	meedoen	bergabung	meedoen	V;SG;ACT	V;NFIN
badan	lichaam	badan	lichaam	N;SG	N;NEUT;SG
badan	body	badan	body	N;SG	N;MASC+FEM;SG
badan	bureau	badan	bureau	N;SG	N;NEUT;SG
badan	agentschap	badan	agentschap	N;SG	N;NEUT;SG
buah	fruit	buah	fruit	N;SG	N;NEUT;SG
buah	vrucht	buah	vrucht	N;SG	N;MASC+FEM;SG
buah	fruit	buah	fruit	N;SG	N;NEUT;SG
jenderal	generaal	jenderal	generaal	N;SG	N;MASC+FEM;SG
pembangunan	ontwikkeling	penbangunan	ontwikkeling	N;SG	N;MASC+FEM;SG
pembangunan	bouw	penbangunan	bouw	N;SG	N;MASC+FEM;SG
pembangunan	constructie	penbangunan	constructie	N;SG	N;MASC+FEM;SG
pembangunan	bouwnijverheid	penbangunan	bouwnijverheid	N;SG	N;MASC+FEM;SG
pembangunan	opbouw	penbangunan	opbouw	N;SG	N;MASC+FEM;SG
sesuai	dienovereenkomstig	sesuai	dienovereenkomstig	ADJ;SG	ADJ
mengalami	ervaren	menalami	ervaren	V;SG;ACT	V;V.PTCP
putih	wit	putih	wit	ADJ;SG	ADJ
putih	witte	putih	wit	ADJ;SG	ADJ
menemukan	ontdek	mentemukan	ontdek	V;SG;ACT	V;SG;PRS;FIN
menemukan	ontdekken	mentemukan	ontdekken	V;SG;ACT	V;NFIN
menemukan	ontdekte	mentemukan	ontdekken	V;SG;ACT	V;SG;PST;FIN
menemukan	ontdekt	mentemukan	ontdekken	V;SG;ACT	V;V.PTCP
menemukan	vinden	mentemukan	vinden	V;SG;ACT	V;NFIN
menemukan	gevonden	mentemukan	vinden	V;SG;ACT	V;V.PTCP
teknik	techniek	teknik	techniek	N;SG	N;MASC+FEM;SG
teknik	engineering	teknik	engineering	N;SG	N;MASC+FEM;SG
teknik	machinebouw	teknik	machinebouw	N;SG	N;MASC+FEM;SG
teknik	techniek	teknik	techniek	N;SG	N;MASC+FEM;SG
pecahan	fractie	pecahan	fractie	N;SG	N;MASC+FEM;SG
melihat	bekijken	menlihat	bekijken	V;SG;ACT	V;NFIN
melihat	bekijk	menlihat	bekijk	V;SG;ACT	V;SG;PRS;FIN
melihat	bekijken	menlihat	bekijken	V;SG;ACT	V;NFIN
industri	industrie	industri	industrie	N;SG	N;MASC+FEM;SG
industri	bedrijfstak	industri	bedrijfstak	N;SG	N;MASC+FEM;SG
agung	groot	agung	groot	ADJ;SG	ADJ
agung	geweldig	agung	geweldig	ADJ;SG	ADJ
agung	fantastisch	agung	fantastisch	ADJ;SG	ADJ
pasar	markt	pasar	markt	N;SG	N;MASC+FEM;SG
tentara	soldaat	tentara	soldaat	N;SG	N;MASC+FEM;SG
tentara	leger	tentara	leger	N;SG	N;NEUT;SG
tentara	landmacht	tentara	landmacht	N;SG	N;MASC+FEM;SG
gambar	foto	gambar	foto	N;SG	N;MASC+FEM;SG
gambar	imago	gambar	imago	N;SG	N;NEUT;SG
gambar	beeld	gambar	beeld	N;SG	N;NEUT;SG
gambar	afbeelding	gambar	afbeelding	N;SG	N;MASC+FEM;SG
gambar	tekening	gambar	tekening	N;SG	N;MASC+FEM;SG
bank	bank	bank	bank	N;SG	N;MASC+FEM;SG
nilai	tarief	nilai	tarief	N;SG	N;NEUT;SG
nilai	waarde	nilai	waarde	N;SG	N;MASC+FEM;SG
diberikan	verleend	diberikan	verlenen	V;SG;PASS	V;V.PTCP
diberikan	toegekend	diberikan	toekennen	V;SG;PASS	V;V.PTCP
diberikan	gegeven	diberikan	geven	V;SG;PASS	V;V.PTCP
diberikan	gegund	diberikan	gugund	V;SG;PASS	V;V.PTCP
diberikan	uitgereikt	diberikan	uitreiken	V;SG;PASS	V;V.PTCP
diberikan	toegekend	diberikan	toekennen	V;SG;PASS	V;V.PTCP
menerima	ontvangende	menterima	ontvangen	V;SG;ACT	V;V.PTCP
menerima	ontvangen	menterima	ontvangen	V;SG;ACT	V;V.PTCP
menerima	ontvang	menterima	ontvang	V;SG;ACT	V;SG;PRS;FIN
menerima	ontvangen	menterima	ontvangen	V;SG;ACT	V;V.PTCP
menerima	accepteert	menterima	accepteren	V;SG;ACT	V;SG;PRS;FIN
menerima	aanvaardt	menterima	aanvaarden	V;SG;ACT	V;SG;PRS;FIN
