per	pour	per	pour	ADP	ADP
file	dossier	fila	dossier	N;MASC	N;MASC;SG
file	fichier	fila	fichier	N;MASC	N;MASC;SG
ultima	dernier	ultimo	dernier	ADJ;FEM;SG	ADJ;MASC;SG
ultima	dernière	ultimo	dernier	ADJ;FEM;SG	ADJ;FEM;SG
cura	remède	cura	remède	N;FEM;SG	N;MASC;SG
cura	cure	cura	cure	N;FEM;SG	N;FEM;SG
cura	guérison	cura	guérison	N;FEM;SG	N;FEM;SG
cura	soin	cura	soin	N;FEM;SG	N;MASC;SG
francia	france	francia	france	N;FEM;SG	N;FEM;SG
lingua	langue	lingua	langue	N;FEM;SG	N;FEM;SG
lingua	langage	lingua	langage	N;FEM;SG	N;MASC;SG
zona	zone	zona	zone	N;FEM;SG	N;FEM;SG
zona	région	zona	région	N;FEM;SG	N;FEM;SG
zona	zone	zona	zone	N;FEM;SG	N;FEM;SG
zona	domaine	zona	domaine	N;FEM;SG	N;MASC;SG
livello	couche	livello	couche	N;MASC;SG	N;FEM;SG
livello	calque	livello	calque	N;MASC;SG	N;MASC;SG
livello	niveau	livello	niveau	N;MASC;SG	N;MASC;SG
battaglia	bataille	battaglia	bataille	N;FEM;SG	N;FEM;SG
battaglia	combat	battaglia	combat	N;FEM;SG	N;MASC;SG
premio	prime	premio	prime	N;MASC;SG	N;FEM;SG
premio	récompense	premio	récompense	N;MASC;SG	N;FEM;SG
attrice	actrice	attore	acteur	N;FEM;SG	N;FEM;SG
momento	moment	momento	moment	N;MASC;SG	N;MASC;SG
momento	instant	momento	instant	N;MASC;SG	N;MASC;SG
mag	mag	mag	mag	N	N;MASC;SG
studio	etude	studio	etude	N;MASC;SG	N;FEM;SG
studio	étude	studio	étude	N;MASC;SG	N;FEM;SG
studio	studio	studio	studio	N;MASC;SG	N;MASC;SG
singolo	célibataire	singolo	célibataire	ADJ;MASC;SG	ADJ;MASC;SG
singolo	unique	singolo	unique	ADJ;MASC;SG	ADJ;MASC;SG
paese	pays	paese	pays	N;MASC;SG	N;MASC;SG
diverse	différentes	diverso	différent	ADJ;FEM;PL	ADJ;FEM;PL
diverse	différents	diverso	différent	ADJ;FEM;PL	ADJ;MASC;PL
cantante	chanteur	cantante	chanteur	N;SG	N;MASC;SG
cantante	chanteuse	cantante	chanteur	N;SG	N;FEM;SG
arte	art	arte	art	N;FEM;SG	N;MASC;SG
età	ère	età	ère	N;FEM	N;FEM;SG
età	age	età	age	N;FEM	N;MASC;SG
età	âge	età	âge	N;FEM	N;MASC;SG
età	âges	età	âge	N;FEM	N;MASC;PL
storico	historique	storico	historique	ADJ;MASC;SG	ADJ;MASC;SG
storico	historique	storico	historique	ADJ;MASC;SG	ADJ;MASC;SG
vescovo	évêque	vescovo	évêque	N;MASC;SG	N;MASC;SG
squadre	équipes	squadra	équipe	N;FEM;PL	N;FEM;PL
squadre	equipes	squadra	equipe	N;FEM;PL	N;MASC;PL
precedente	précédent	precedente	précédent	ADJ;SG	ADJ;MASC;SG
precedente	précédente	precedente	précédent	ADJ;SG	ADJ;FEM;SG
precedente	précédent	precedente	précédent	ADJ;SG	ADJ;MASC;SG
area	région	area	région	N;FEM;SG	N;FEM;SG
area	zone	area	zone	N;FEM;SG	N;FEM;SG
area	domaine	area	domaine	N;FEM;SG	N;MASC;SG
episodi	épisodes	episodio	épisode	N;MASC;PL	N;MASC;PL
chi	qui	chi	qui	PRO	PRO
paolo	paul	paolo	paul	N;MASC;SG	N;MASC;SG
attraverso	via	attraverso	via	ADP	ADP
possibile	possible	possibile	possible	ADJ;SG	ADJ;MASC;SG
nov	novembre	nov	novembre	N;MASC	N;MASC;SG
nov	nov	nov	novembre	N;MASC	N;MASC;SG
avere	avoir	avere	avoir	V;NFIN	V;NFIN
servizio	service	servizio	service	N;MASC;SG	N;MASC;SG
regista	directeur	regista	directeur	N;SG	N;MASC;SG
regista	directrice	regista	directrice	N;SG	N;FEM;SG
regista	réalisateur	regista	réalisateur	N;SG	N;MASC;SG
regista	cinéaste	regista	cinéaste	N;SG	N;MASC;SG
regista	réalisateur	regista	réalisateur	N;SG	N;MASC;SG
punti	dots	punto	dot	N;MASC;PL	N;MASC;PL
punti	points	punto	point	N;MASC;PL	N;MASC;PL
punti	points	punto	point	N;MASC;PL	N;MASC;PL
repubblica	république	repubblica	république	N;FEM;SG	N;FEM;SG
governo	gouvernement	governo	gouvernement	N;MASC;SG	N;MASC;SG
dato	donné	dare	donner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
originale	originale	originale	original	ADJ;SG	ADJ;FEM;SG
originale	original	originale	original	ADJ;SG	ADJ;MASC;SG
apr	apr	apr	apr	N;MASC	N;MASC;SG
apr	avril	apr	avril	N;MASC	N;MASC;SG
apr	avr	apr	avr	N;MASC	N;MASC;SG
grandi	grands	grande	grand	ADJ;PL	ADJ;MASC;PL
grandi	grandes	grande	grand	ADJ;PL	ADJ;FEM;PL
palazzo	palais	palazzo	palais	N;MASC;SG	N;MASC;SG
palazzo	palace	palazzo	palace	N;MASC;SG	N;MASC;SG
giocatore	joueur	giocatore	joueur	N;MASC;SG	N;MASC;SG
giocatore	lecteur	giocatore	lecteur	N;MASC;SG	N;MASC;SG
università	universités	università	université	N;FEM	N;FEM;PL
università	université	università	université	N;FEM	N;FEM;SG
isola	île	isola	île	N;FEM;SG	N;FEM;SG
quelle	ceux	quello	celui	PRO;FEM;PL	PRO;MASC;PL
capo	cape	capo	cape	N;MASC;SG	N;FEM;SG
capo	cap	capo	cap	N;MASC;SG	N;MASC;SG
capo	chef	capo	chef	N;MASC;SG	N;MASC;SG
capo	boss	capo	boss	N;MASC;SG	N;MASC;SG
capo	patron	capo	patron	N;MASC;SG	N;MASC;SG
capo	patronne	capo	patronne	N;MASC;SG	N;FEM;SG
musica	musique	musica	musique	N;FEM;SG	N;FEM;SG
divisione	division	divisione	division	N;FEM;SG	N;FEM;SG
divisione	circonscription	divisione	circonscription	N;FEM;SG	N;FEM;SG
luogo	place	luogo	place	N;MASC;SG	N;FEM;SG
luogo	endroit	luogo	endroit	N;MASC;SG	N;MASC;SG
luogo	lieu	luogo	lieu	N;MASC;SG	N;MASC;SG
ago	aiguille	ago	aiguille	N	N;FEM;SG
dic	dec	dire	dec	N	N;MASC;SG
dic	déc	dire	déc	N	N;MASC;SG
sembra	semble	sembrare	sembler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gioco	gibier	gioco	gibier	N;MASC;SG	N;MASC;SG
gioco	match	gioco	match	N;MASC;SG	N;MASC;SG
gioco	jeu	gioco	jeu	N;MASC;SG	N;MASC;SG
terzo	troisieme	terzo	troisieme	ADJ;MASC;SG	ADJ;MASC;SG
terzo	troisième	terzo	troisième	ADJ;MASC;SG	ADJ;MASC;SG
ufficiale	officielle	ufficiale	officiel	ADJ;SG	ADJ;FEM;SG
ufficiale	officiel	ufficiale	officiel	ADJ;SG	ADJ;MASC;SG
luigi	louis	luigi	loui	N;MASC;SG	N;MASC;SG
vittoria	victoire	vittoria	victoire	N;FEM;SG	N;FEM;SG
vittoria	victoire	vittoria	victoire	N;FEM;SG	N;FEM;SG
internazionale	international	internazionale	international	ADJ;SG	ADJ;MASC;SG
internazionale	internationale	internazionale	international	ADJ;SG	ADJ;FEM;SG
divenne	devenu	divenire	devenir	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
divenne	devenue	divenire	devenir	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
divenne	devint	divenire	devenir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
sei	six	sei	six	NUM	NUM
presenti	présents	presente	présent	ADJ;PL	ADJ;MASC;PL
popolazione	population	popolazione	population	N;FEM;SG	N;FEM;SG
america	amerique	americo	amerique	ADJ;FEM;SG	ADJ;MASC;SG
america	amérique	americo	amérique	ADJ;FEM;SG	ADJ;MASC;SG
origine	origine	origine	origine	N;FEM;SG	N;FEM;SG
presenza	présence	presenza	présence	N;FEM;SG	N;FEM;SG
libro	livre	libro	livre	N;MASC;SG	N;MASC;SG
scuola	ecole	scuola	ecole	N;FEM;SG	N;FEM;SG
scuola	école	scuola	école	N;FEM;SG	N;FEM;SG
immagine	photo	immagine	photo	N;FEM;SG	N;FEM;SG
immagine	image	immagine	image	N;FEM;SG	N;FEM;SG
immagine	image	immagine	image	N;FEM;SG	N;FEM;SG
esercito	armée	esercito	armée	N;MASC;SG	N;FEM;SG
esercito	armée	esercito	armée	N;MASC;SG	N;FEM;SG
autore	auteure	autore	auteure	N;MASC;SG	N;FEM;SG
autore	auteur	autore	auteur	N;MASC;SG	N;MASC;SG
classifica	classement	classifica	classement	N;FEM;SG	N;MASC;SG
classifica	palmarès	classifica	palmarès	N;FEM;SG	N;MASC;SG
personaggio	caractère	personaggio	caractère	N;MASC;SG	N;MASC;SG
personaggio	personnage	personaggio	personnage	N;MASC;SG	N;MASC;SG
importante	importante	importante	important	ADJ;SG	ADJ;FEM;SG
importante	important	importante	important	ADJ;SG	ADJ;MASC;SG
torneo	tournoi	torneo	tournoi	N;MASC;SG	N;MASC;SG
europa	europe	europa	europe	N;FEM;SG	N;FEM;SG
quelli	ceux	quello	celui	PRO;MASC;PL	PRO;MASC;PL
comunità	communaute	comunità	communaute	N;FEM	N;FEM;SG
comunità	communauté	comunità	communauté	N;FEM	N;FEM;SG
comunità	collectivité	comunità	collectivité	N;FEM	N;FEM;SG
madre	mère	madre	mère	N;FEM;SG	N;FEM;SG
madre	mere	madre	merer	N;FEM;SG	N;FEM;SG
madre	maman	madre	maman	N;FEM;SG	N;FEM;SG
stazione	station	stazione	station	N;FEM;SG	N;FEM;SG
stazione	gare	stazione	gare	N;FEM;SG	N;FEM;SG
vari	divers	vario	divers	ADJ;MASC;PL	ADJ;MASC;PL
vari	diverses	vario	divers	ADJ;MASC;PL	ADJ;FEM;PL
vari	diverses	vario	divers	ADJ;MASC;PL	ADJ;FEM;PL
vari	divers	vario	divers	ADJ;MASC;PL	ADJ;MASC;PL
pietro	pierre	pietro	pierre	N;MASC;SG	N;FEM;SG
studi	etudes	studio	etude	N;MASC;PL	N;FEM;PL
studi	études	studio	étude	N;MASC;PL	N;FEM;PL
fonte	source	fonte	source	N;FEM;SG	N;FEM;SG
acqua	eau	acqua	eau	N;FEM;SG	N;FEM;SG
cinque	cinq	cinque	cinq	NUM	NUM
basso	basse	basso	bas	ADJ;MASC;SG	ADJ;FEM;SG
basso	faible	basso	faible	ADJ;MASC;SG	ADJ;MASC;SG
basso	bas	basso	bas	ADJ;MASC;SG	ADJ;MASC;SG
basso	basse	basso	bas	ADJ;MASC;SG	ADJ;FEM;SG
partito	partie	partito	partie	N;MASC;SG	N;FEM;SG
partito	fete	partito	fete	N;MASC;SG	N;FEM;SG
partito	soirée	partito	soirée	N;MASC;SG	N;FEM;SG
partito	fête	partito	fête	N;MASC;SG	N;FEM;SG
unità	unités	unità	unité	N;FEM	N;FEM;PL
unità	unité	unità	unité	N;FEM	N;FEM;SG
unità	unité	unità	unité	N;FEM	N;FEM;SG
unità	unite	unità	unite	N;FEM	N;FEM;SG
fonti	sources	fonte	source	N;FEM;PL	N;FEM;PL
marcatori	marqueurs	marcatore	marqueur	N;MASC;PL	N;MASC;PL
lei	she	lei	she	PRO;SG;3	PRO
lei	elle	lei	elle	PRO;SG;3	PRO;FEM;SG;3
metà	moitié	metà	moitié	N;FEM	N;FEM;SG
metri	compteurs	metro	compteur	N;MASC;PL	N;MASC;PL
metri	mètres	metro	mètre	N;MASC;PL	N;MASC;PL
metri	mètres	metro	mètre	N;MASC;PL	N;MASC;PL
alto	haut	alto	haut	ADJ;MASC;SG	ADJ;MASC;SG
alto	haute	alto	haut	ADJ;MASC;SG	ADJ;FEM;SG
alto	élevé	alto	élevé	ADJ;MASC;SG	ADJ;MASC;SG
top	top	top	top	N	N;MASC;SG
testo	texte	testo	texte	N;MASC;SG	N;MASC;SG
tour	visite	tour	visite	N;MASC	N;FEM;SG
tour	tour	tour	tour	N;MASC	N;MASC;SG
tour	circuits	tour	circuit	N;MASC	N;MASC;PL
tour	tours	tour	tour	N;MASC	N;MASC;PL
tour	visites	tour	visite	N;MASC	N;FEM;PL
dati	données	dato	donnée	N;MASC;PL	N;FEM;PL
teatro	théatre	teatro	théatre	N;MASC;SG	N;MASC;SG
teatro	théâtre	teatro	théâtre	N;MASC;SG	N;MASC;SG
teatro	théatre	teatro	théatre	N;MASC;SG	N;MASC;SG
teatro	théâtre	teatro	théâtre	N;MASC;SG	N;MASC;SG
procedura	procédure	procedura	procédure	N;FEM;SG	N;FEM;SG
cardinale	cardinal	cardinale	cardinal	N;MASC;SG	N;MASC;SG
unico	unique	unico	unique	ADJ;MASC;SG	ADJ;MASC;SG
papa	papa	papa	papa	N;MASC;SG	N;MASC;SG
papa	pape	papa	pape	N;MASC;SG	N;MASC;SG
uomini	hommes	uomo	homme	N;MASC;PL	N;MASC;PL
visto	vu	vedere	voir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ricerca	recherche	ricerca	recherche	N;FEM;SG	N;FEM;SG
ricerca	recherche	ricerca	recherche	N;FEM;SG	N;FEM;SG
principali	principales	principale	principal	ADJ;PL	ADJ;FEM;PL
principali	principaux	principale	principal	ADJ;PL	ADJ;MASC;PL
massimo	maximum	massimo	maximum	ADJ;MASC;SG	ADJ;MASC;SG
massimo	maximale	massimo	maximal	ADJ;MASC;SG	ADJ;FEM;SG
massimo	maximal	massimo	maximal	ADJ;MASC;SG	ADJ;MASC;SG
massimo	maximum	massimo	maximum	ADJ;MASC;SG	ADJ;MASC;SG
stile	style	stile	style	N;MASC;SG	N;MASC;SG
donna	femme	donna	femme	N;FEM;SG	N;FEM;SG
donna	femme	donna	femme	N;FEM;SG	N;FEM;SG
superficie	surface	superficie	surface	N;FEM;SG	N;FEM;SG
alta	haut	alto	haut	ADJ;FEM;SG	ADJ;MASC;SG
alta	haute	alto	haut	ADJ;FEM;SG	ADJ;FEM;SG
alta	élevé	alto	élevé	ADJ;FEM;SG	ADJ;MASC;SG
castello	château	castello	château	N;MASC;SG	N;MASC;SG
castello	chateau	castello	château	N;MASC;SG	N;MASC;SG
distretto	district	distretto	district	N;MASC;SG	N;MASC;SG
nota	remarque	nota	remarque	N;FEM;SG	N;FEM;SG
nota	note	nota	note	N;FEM;SG	N;FEM;SG
moglie	épouse	moglie	épouse	N;FEM;SG	N;FEM;SG
moglie	epouse	moglie	epouse	N;FEM;SG	N;FEM;SG
moglie	femme	moglie	femme	N;FEM;SG	N;FEM;SG
ritorno	retour	ritorno	retour	N;MASC;SG	N;MASC;SG
ritorno	dos	ritorno	dos	N;MASC;SG	N;MASC;SG
ritorno	arrière	ritorno	arrière	N;MASC;SG	N;MASC;SG
ritorno	retour	ritorno	retour	N;MASC;SG	N;MASC;SG
costruzione	construction	costruzione	construction	N;FEM;SG	N;FEM;SG
subito	immédiatement	subito	immédiatement	ADV	ADV
subito	aussitôt	subito	aussitôt	ADV	ADV
totale	totale	totale	total	ADJ;SG	ADJ;FEM;SG
canzone	chant	canzone	chant	N;FEM;SG	N;MASC;SG
canzone	chanson	canzone	chanson	N;FEM;SG	N;FEM;SG
vista	affichage	vista	affichage	N;FEM;SG	N;MASC;SG
detto	dit	dire	dire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
attuale	actuel	attuale	actuel	ADJ;SG	ADJ;MASC;SG
attuale	actuelle	attuale	actuel	ADJ;SG	ADJ;FEM;SG
note	remarques	nota	remarque	N;FEM;PL	N;FEM;PL
note	notes	nota	note	N;FEM;PL	N;FEM;PL
varie	divers	vario	divers	ADJ;FEM;PL	ADJ;MASC;PL
varie	diverses	vario	divers	ADJ;FEM;PL	ADJ;FEM;PL
varie	diverses	vario	divers	ADJ;FEM;PL	ADJ;FEM;PL
varie	divers	vario	divers	ADJ;FEM;PL	ADJ;MASC;PL
altezza	taille	altezza	taille	N;FEM;SG	N;FEM;SG
altezza	hauteur	altezza	hauteur	N;FEM;SG	N;FEM;SG
band	groupe	band	groupe	N;FEM	N;MASC;SG
band	orchestre	band	orchestre	N;FEM	N;MASC;SG
band	bande	band	bande	N;FEM	N;FEM;SG
chitarra	guitare	chitarra	guitare	N;FEM;SG	N;FEM;SG
robert	robert	robert	robert	N;MASC;SG	N;MASC;SG
est	orient	est	orier	N;MASC;SG	N;MASC;SG
fiume	fleuve	fiume	fleuve	N;MASC;SG	N;MASC;SG
fiume	rivière	fiume	rivière	N;MASC;SG	N;FEM;SG
musicale	musicale	musicale	musical	ADJ;SG	ADJ;FEM;SG
musicale	musical	musicale	musical	ADJ;SG	ADJ;MASC;SG
figlia	fille	figlia	fille	N;FEM;SG	N;FEM;SG
realtà	réalité	realtà	réalité	N;FEM;SG	N;FEM;SG
fuori	dehors	fuori	dehors	ADV	ADV
fuori	dehors	fuori	dehors	ADV	ADV
monte	mont	monte	mont	N;MASC;SG	N;MASC;SG
monte	monture	monte	monture	N;MASC;SG	N;FEM;SG
contea	comté	contea	comté	N;FEM;SG	N;MASC;SG
contea	comté	contea	comté	N;FEM;SG	N;MASC;SG
museo	musée	museo	musée	N;MASC;SG	N;MASC;SG
protagonista	protagoniste	protagonista	protagoniste	N;SG	N;MASC;SG
legge	loi	legge	loi	N;FEM;SG	N;FEM;SG
legge	droit	legge	droit	N;FEM;SG	N;MASC;SG
stadio	stade	stadio	stade	N;MASC;SG	N;MASC;SG
fase	phase	fase	phase	N;FEM;SG	N;FEM;SG
classe	classe	classe	classe	N;FEM;SG	N;FEM;SG
amore	amour	amore	amour	N;MASC;SG	N;MASC;SG
fratello	frangin	fratello	frangin	N;MASC;SG	N;MASC;SG
fratello	frangin	fratello	frangin	N;MASC;SG	N;MASC;SG
fratello	frère	fratello	frère	N;MASC;SG	N;MASC;SG
fratello	frere	fratello	frere	N;MASC;SG	N;MASC;SG
sviluppo	developpement	sviluppo	developpement	N;MASC;SG	N;MASC;SG
sviluppo	développement	sviluppo	développement	N;MASC;SG	N;MASC;SG
pittore	peintre	pittore	peintre	N;MASC;SG	N;MASC;SG
comuni	communes	comune	commune	N;MASC;PL	N;FEM;PL
comuni	communes	comune	commune	N;MASC;PL	N;FEM;PL
comuni	municipalités	comune	municipalité	N;MASC;PL	N;FEM;PL
pubblico	public	pubblico	public	ADJ;MASC;SG	ADJ;MASC;SG
pubblico	publique	pubblico	public	ADJ;MASC;SG	ADJ;FEM;SG
infine	enfin	infine	enfin	ADV	ADV
infine	finalement	infine	finalement	ADV	ADV
media	média	media	média	N;FEM;SG	N;MASC;SG
media	moyenne	media	moyenne	N;FEM;SG	N;FEM;SG
media	médium	media	médium	N;FEM;SG	N;MASC;SG
media	moyenne	media	moyenne	N;FEM;SG	N;FEM;SG
media	milieu	media	milieu	N;FEM;SG	N;MASC;SG
struttura	structure	struttura	structure	N;FEM;SG	N;FEM;SG
gray	gris	gray	gris	N;MASC	N;MASC;SG
personaggi	personnages	personaggio	personnage	N;MASC;PL	N;MASC;PL
personaggi	caractères	personaggio	caractère	N;MASC;PL	N;MASC;PL
londra	londres	londra	londre	N;FEM;SG	N;MASC;SG
gara	course	gara	course	N;FEM;SG	N;FEM;SG
gara	race	gara	race	N;FEM;SG	N;FEM;SG
formazione	formation	formazione	formation	N;FEM;SG	N;FEM;SG
formazione	entraînement	formazione	entraînement	N;FEM;SG	N;MASC;SG
marco	marque	marco	marque	N;MASC;SG	N;FEM;SG
world	monde	world	monde	N;MASC	N;MASC;SG
probabilmente	surement	probabilmente	surement	ADV	ADV
probabilmente	probablement	probabilmente	probablement	ADV	ADV
probabilmente	sûrement	probabilmente	sûrement	ADV	ADV
bene	bien	bene	bien	ADV	ADV
bene	bien	bene	bien	ADV	ADV
britannico	britannique	britannico	britannique	ADJ;MASC;SG	ADJ;MASC;SG
romano	romain	romano	romain	ADJ;MASC;SG	ADJ;MASC;SG
romano	romaine	romano	romain	ADJ;MASC;SG	ADJ;FEM;SG
informazioni	informations	informazione	information	N;FEM;PL	N;FEM;PL
informazioni	infos	informazione	info	N;FEM;PL	N;FEM;PL
informazioni	renseignements	informazione	renseignement	N;FEM;PL	N;MASC;PL
utente	utilisateur	utente	utilisateur	N;SG	N;MASC;SG
utente	usager	utente	usager	N;SG	N;MASC;SG
locale	locale	locale	local	ADJ;SG	ADJ;FEM;SG
locale	local	locale	local	ADJ;SG	ADJ;MASC;SG
video	vidéo	video	vidéo	N;MASC	N;MASC;SG
video	vidéos	video	vidéo	N;MASC	N;FEM;PL
video	video	video	video	N;MASC	N;FEM;SG
video	vidéos	video	vidéo	N;MASC	N;FEM;PL
giochi	jeux	gioco	jeu	N;MASC;PL	N;MASC;PL
disco	disque	disco	disque	N;MASC;SG	N;MASC;SG
disco	disquette	disco	disquette	N;MASC;SG	N;FEM;SG
disco	disque	disco	disque	N;MASC;SG	N;MASC;SG
disco	discothèque	disco	discothèque	N;MASC;SG	N;FEM;SG
disco	disco	disco	disco	N;MASC;SG	N;MASC;SG
conte	comte	conte	comte	N;MASC;SG	N;MASC;SG
conte	compte	conte	compte	N;MASC;SG	N;MASC;SG
conte	comte	conte	comte	N;MASC;SG	N;MASC;SG
conte	conte	conte	conte	N;MASC;SG	N;MASC;SG
giapponese	japonais	giapponese	japonais	ADJ;SG	ADJ;MASC;SG
giapponese	japonaise	giapponese	japonais	ADJ;SG	ADJ;FEM;SG
direttore	directeur	direttore	directeur	N;MASC;SG	N;MASC;SG
direttore	directrice	direttore	directrice	N;MASC;SG	N;FEM;SG
direttore	réalisateur	direttore	réalisateur	N;MASC;SG	N;MASC;SG
peso	poids	peso	poids	N;MASC;SG	N;MASC;SG
peso	peso	peso	peso	N;MASC;SG	N;MASC;SG
meglio	mieux	meglio	mieux	ADV	ADV
figli	sons	figlio	son	N;MASC;PL	N;MASC;PL
figli	enfants	figlio	enfant	N;MASC;PL	N;MASC;PL
piccolo	petit	piccolo	petit	ADJ;MASC;SG	ADJ;MASC;SG
piccolo	petite	piccolo	petit	ADJ;MASC;SG	ADJ;FEM;SG
piccolo	petit	piccolo	petit	ADJ;MASC;SG	ADJ;MASC;SG
piccolo	petite	piccolo	petit	ADJ;MASC;SG	ADJ;FEM;SG
campionati	championnats	campionato	championnat	N;MASC;PL	N;MASC;PL
unica	unique	unico	unique	ADJ;FEM;SG	ADJ;MASC;SG
importanti	importantes	importante	important	ADJ;PL	ADJ;FEM;PL
importanti	importants	importante	important	ADJ;PL	ADJ;MASC;PL
terza	troisieme	terzo	troisieme	ADJ;FEM;SG	ADJ;MASC;SG
terza	troisième	terzo	troisième	ADJ;FEM;SG	ADJ;MASC;SG
occasione	occasion	occasione	occasion	N;FEM;SG	N;FEM;SG
programma	programme	programma	programme	N;MASC;SG	N;MASC;SG
programma	programme	programma	programme	N;MASC;SG	N;MASC;SG
nominato	désigné	nominare	désigner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
nominato	nommé	nominare	nommer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
nominato	nominée	nominare	nominer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
nominato	nominé	nominare	nominer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
testa	tête	testa	tête	N;FEM;SG	N;FEM;SG
testa	tête	testa	tête	N;FEM;SG	N;FEM;SG
forte	forte	forte	fort	ADJ;SG	ADJ;FEM;SG
forte	forte	forte	fort	ADJ;SG	ADJ;FEM;SG
forze	forces	forza	force	N;FEM;PL	N;FEM;PL
impero	empire	impero	empire	N;MASC;SG	N;MASC;SG
diritto	loi	diritto	loi	N;MASC;SG	N;FEM;SG
diritto	droit	diritto	droit	N;MASC;SG	N;MASC;SG
start	début	start	début	N;MASC	N;MASC;SG
mare	mare	mare	mare	N;MASC;SG	N;FEM;SG
mare	jument	mare	jument	N;MASC;SG	N;FEM;SG
mare	mer	mare	mer	N;MASC;SG	N;FEM;SG
unione	union	unione	union	N;FEM;SG	N;FEM;SG
unione	syndicat	unione	syndicat	N;FEM;SG	N;MASC;SG
unione	fusion	unione	fusion	N;FEM;SG	N;FEM;SG
piazza	carré	piazza	carré	N;FEM;SG	N;MASC;SG
piazza	square	piazza	square	N;FEM;SG	N;MASC;SG
potere	puissance	potere	puissance	N;MASC;SG	N;FEM;SG
rgb	rvb	rgb	rvb	N;MASC	N;MASC;SG
senso	sens	senso	sens	N;MASC;SG	N;MASC;SG
rete	filet	rete	filet	N;FEM;SG	N;MASC;SG
rete	reseau	rete	reseau	N;FEM;SG	N;MASC;SG
rete	réseau	rete	réseau	N;FEM;SG	N;MASC;SG
lato	côté	lato	côté	N;MASC;SG	N;MASC;SG
lato	latéral	lato	latéral	N;MASC;SG	N;MASC;SG
forza	résistance	forza	résistance	N;FEM;SG	N;FEM;SG
forza	solidité	forza	solidité	N;FEM;SG	N;FEM;SG
forza	force	forza	force	N;FEM;SG	N;FEM;SG
forza	force	forza	force	N;FEM;SG	N;FEM;SG
superiore	supérieure	superiore	supérieur	ADJ;CMPR;SG	ADJ;FEM;SG
superiore	supérieur	superiore	supérieur	ADJ;CMPR;SG	ADJ;MASC;SG
superiore	supérieure	superiore	supérieur	ADJ;CMPR;SG	ADJ;FEM;SG
superiore	supérieur	superiore	supérieur	ADJ;CMPR;SG	ADJ;MASC;SG
superiore	superieure	superiore	superieur	ADJ;CMPR;SG	ADJ;FEM;SG
superiore	superieur	superiore	superieur	ADJ;CMPR;SG	ADJ;MASC;SG
superiore	supérieur	superiore	supérieur	ADJ;CMPR;SG	ADJ;MASC;SG
breve	courte	breve	court	ADJ;SG	ADJ;FEM;SG
breve	court	breve	court	ADJ;SG	ADJ;MASC;SG
breve	brève	breve	bref	ADJ;SG	ADJ;FEM;SG
lavori	travaux	lavoro	travail	N;MASC;PL	N;MASC;PL
spagnolo	espagnol	spagnolo	espagnol	ADJ;MASC;SG	ADJ;MASC;SG
spagnolo	espagnole	spagnolo	espagnol	ADJ;MASC;SG	ADJ;FEM;SG
fronte	front	fronte	front	N;SG	N;MASC;SG
fronte	front	fronte	front	N;SG	N;MASC;SG
ovest	occident	ovest	occident	N;MASC;SG	N;MASC;SG
ovest	ouest	ovest	ouest	N;MASC;SG	N;MASC;SG
nato	naître	nascere	naître	V;MASC;SG;PST;V.PTCP	V;NFIN
nato	né	nascere	naître	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
nato	née	nascere	naître	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
dipartimento	département	dipartimento	département	N;MASC;SG	N;MASC;SG
controllo	contrôle	controllo	contrôle	N;MASC;SG	N;MASC;SG
don	don	don	don	N;MASC;SG	N;MASC;SG
caratteristiche	fonctions	caratteristica	fonction	N;FEM;PL	N;FEM;PL
caratteristiche	fonctionnalités	caratteristica	fonctionnalité	N;FEM;PL	N;FEM;PL
edizioni	éditions	edizione	édition	N;FEM;PL	N;FEM;PL
dire	dites	dire	dire	V;NFIN	V;FEM;PL;PST;V.PTCP
dire	dire	dire	dire	V;NFIN	V;NFIN
guida	guide	guida	guide	N;FEM;SG	N;MASC;SG
diocesi	diocèse	diocesi	diocèse	N;FEM	N;MASC;SG
consiglio	conseil	consiglio	conseil	N;MASC;SG	N;MASC;SG
villa	villa	villa	villa	N;FEM;SG	N;FEM;SG
membri	membres	membro	membre	N;MASC;PL	N;MASC;PL
membri	adhérents	membro	adhérent	N;MASC;PL	N;MASC;PL
pari	égales	pari	égal	ADJ	ADJ;FEM;PL
pari	égaux	pari	égal	ADJ	ADJ;MASC;PL
pari	égal	pari	égal	ADJ	ADJ;MASC;SG
pari	égale	pari	égal	ADJ	ADJ;FEM;SG
