dan	та	dan	та	CONJ	CONJ
setiap	кожен	setiap	кожний	DET	DET;NOM;MASC;SG
setiap	кожну	setiap	кожний	DET	DET;ACC;FEM;SG
setiap	кожного	setiap	кожний	DET	DET;GEN;MASC;SG
setiap	кожен	setiap	кожний	DET	DET;NOM;MASC;SG
setiap	кожна	setiap	кожний	DET	DET;NOM;FEM;SG
juni	червня	juni	червень	N;SG	N;INAN;GEN;MASC;SG
juni	червень	juni	червень	N;SG	N;INAN;NOM;MASC;SG
muda	молода	muda	молодий	ADJ;SG	ADJ;NOM;FEM;SG
muda	молодою	muda	молодий	ADJ;SG	ADJ;INS;FEM;SG
muda	молодий	muda	молодий	ADJ;SG	ADJ;NOM;MASC;SG
muda	молодим	muda	молодий	ADJ;SG	ADJ;INS;NEUT;SG
desember	грудень	desember	грудень	N;SG	N;INAN;NOM;MASC;SG
desember	грудня	desember	грудень	N;SG	N;INAN;GEN;MASC;SG
desember	схилення	desember	схилення	N;SG	N;INAN;NOM;NEUT;SG
desember	схил	desember	схила	N;SG	N;INAN;NOM;MASC;SG
bidang	поле	bidang	поле	N;SG	N;INAN;NOM;NEUT;SG
kepala	голова	kepala	голова	N;SG	N;ANIM;NOM;FEM;SG
kepala	голівка	kepala	голівка	N;SG	N;INAN;NOM;FEM;SG
kepala	шеф	kepala	шеф	N;SG	N;ANIM;NOM;MASC;SG
kepala	вождь	kepala	вождь	N;SG	N;ANIM;NOM;MASC;SG
melakukan	займаюся	menlakukan	займатися	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
pusat	центр	pusat	центр	N;SG	N;INAN;NOM;MASC;SG
pusat	центр	pusat	центр	N;SG	N;INAN;NOM;MASC;SG
agustus	серпня	agustus	серпень	N;SG	N;INAN;GEN;MASC;SG
agustus	серпень	agustus	серпень	N;SG	N;INAN;NOM;MASC;SG
international	інтернаціонал	international	інтернаціонал	N	N;INAN;NOM;MASC;SG
internasional	міжнародний	internasional	міжнародний	ADJ;SG	ADJ;NOM;MASC;SG
internasional	міжнародна	internasional	міжнародний	ADJ;SG	ADJ;NOM;FEM;SG
internasional	міжнародне	internasional	міжнародний	ADJ;SG	ADJ;NOM;NEUT;SG
sumber	джерело	sumber	джерело	N;SG	N;INAN;NOM;NEUT;SG
manusia	людини	manusia	людина	N;SG	N;ANIM;NOM;FEM;SG
manusia	людина	manusia	людина	N;SG	N;ANIM;NOM;FEM;SG
manusia	людина	manusia	людина	N;SG	N;ANIM;NOM;FEM;SG
manusia	чоловік	manusia	чоловік	N;SG	N;ANIM;NOM;MASC;SG
manusia	мужчина	manusia	мужчина	N;SG	N;ANIM;NOM;MASC;SG
sejarah	журнал	sejarah	журнал	N;SG	N;INAN;NOM;MASC;SG
sejarah	історія	sejarah	історія	N;SG	N;INAN;NOM;FEM;SG
gereja	церква	gereja	церква	N;SG	N;INAN;NOM;FEM;SG
gereja	костел	gereja	костел	N;SG	N;INAN;NOM;MASC;SG
dasar	базова	dasar	базовий	ADJ;SG	ADJ;NOM;FEM;SG
dasar	базовий	dasar	базовий	ADJ;SG	ADJ;NOM;MASC;SG
dasar	базове	dasar	базовий	ADJ;SG	ADJ;NOM;NEUT;SG
dasar	базовий	dasar	базовий	ADJ;SG	ADJ;NOM;MASC;SG
dasar	основний	dasar	основний	ADJ;SG	ADJ;NOM;MASC;SG
pemain	гравця	penmain	гравець	N;SG	N;ANIM;ACC;MASC;SG
pemain	програвач	penmain	програвач	N;SG	N;INAN;NOM;MASC;SG
pemain	гравець	penmain	гравець	N;SG	N;ANIM;NOM;MASC;SG
program	програма	program	програма	N;SG	N;INAN;NOM;FEM;SG
program	програма	program	програма	N;SG	N;INAN;NOM;FEM;SG
pesawat	літак	pesawat	літак	N;SG	N;INAN;NOM;MASC;SG
pesawat	літак	pesawat	літак	N;SG	N;INAN;NOM;MASC;SG
pesawat	площина	pesawat	площина	N;SG	N;INAN;NOM;FEM;SG
pesawat	літаком	pesawat	літак	N;SG	N;INAN;INS;MASC;SG
pesawat	літак	pesawat	літак	N;SG	N;INAN;NOM;MASC;SG
juli	липень	juli	липень	N;SG	N;INAN;NOM;MASC;SG
juli	липня	juli	липень	N;SG	N;INAN;GEN;MASC;SG
stasiun	станція	stasiun	станція	N;SG	N;INAN;NOM;FEM;SG
stasiun	вокзал	stasiun	вокзал	N;SG	N;INAN;NOM;MASC;SG
akhirnya	зрештою	akhirnya	зрештою	ADV	ADV
akhirnya	нарешті	akhirnya	нарешті	ADV	ADV
nebula	туманність	nebula	туманність	N	N;INAN;NOM;FEM;SG
nebula	туманностей	nebula	туманність	N	N;INAN;GEN;FEM;PL
sebagian	розкладання	sebagian	розкладання	N;SG	N;INAN;NOM;NEUT;SG
lahir	народився	lahir	народитися	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
lahir	народилась	lahir	народитися	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
lahir	народилася	lahir	народитися	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
bumi	землею	bumi	земля	N;SG	N;INAN;INS;FEM;SG
bumi	земля	bumi	земля	N;SG	N;INAN;NOM;FEM;SG
bumi	землян	bumi	землянин	N;SG	N;ANIM;NOM;MASC;SG
dilakukan	зроблено	dilakukan	зробити	V;SG;PASS	V;PFV;IND;0;FIN
dilakukan	виконано	dilakukan	виконати	V;SG;PASS	V;PFV;IND;0;FIN
bernama	названо	bernama	назвати	V;SG;ACT	V;PFV;IND;0;FIN
bentuk	форму	bentuk	форма	N;SG	N;INAN;ACC;FEM;SG
bentuk	форма	bentuk	форма	N;SG	N;INAN;NOM;FEM;SG
bentuk	форму	bentuk	форма	N;SG	N;INAN;ACC;FEM;SG
bentuk	форма	bentuk	форма	N;SG	N;INAN;NOM;FEM;SG
sebelumnya	раніше	sebelumnya	раніше	ADV	ADV;CMPR
februari	лютому	februari	лютий	N;SG	N;INAN;DAT;MASC;SG
februari	лютого	februari	лютий	N;SG	N;INAN;GEN;MASC;SG
proses	процес	proses	процес	N;SG	N;INAN;NOM;MASC;SG
proses	процесу	proses	процес	N;SG	N;INAN;GEN;MASC;SG
akhir	кінець	akhir	кінець	N;SG	N;INAN;NOM;MASC;SG
akhir	закінчення	akhir	закінчення	N;SG	N;INAN;NOM;NEUT;SG
hasil	прибуток	hasil	прибуток	N;SG	N;INAN;NOM;MASC;SG
hasil	результат	hasil	результат	N;SG	N;INAN;NOM;MASC;SG
dekat	близький	dekat	близький	ADJ;SG	ADJ;NOM;MASC;SG
versi	версія	versi	версія	N;SG	N;INAN;NOM;FEM;SG
pemerintahan	правління	penperintahan	правління	N;SG	N;INAN;NOM;NEUT;SG
pemerintahan	уряд	penperintahan	уряд	N;SG	N;INAN;NOM;MASC;SG
pemerintahan	управління	penperintahan	управління	N;SG	N;INAN;NOM;NEUT;SG
republik	республіка	republik	республіка	N	N;INAN;NOM;FEM;SG
sering	часто	sering	часто	ADV	ADV
sering	часто	sering	часто	ADV	ADV
group	група	group	група	N	N;INAN;NOM;FEM;SG
group	групу	group	група	N	N;INAN;ACC;FEM;SG
group	спільнота	group	спільнота	N	N;INAN;NOM;FEM;SG
buku	книжка	buku	книжка	N;SG	N;INAN;NOM;FEM;SG
buku	книга	buku	книга	N;SG	N;INAN;NOM;FEM;SG
berhasil	вдалась	berhasil	вдатися	V;SG	V;PFV;FEM;IND;SG;PST;FIN
berhasil	вдасться	berhasil	вдастися	V;SG	V;PFV;IND;SG;3;FUT;FIN
partai	вечірка	partai	вечірка	N;SG	N;INAN;NOM;FEM;SG
partai	партії	partai	партія	N;SG	N;INAN;GEN;FEM;SG
partai	партія	partai	партія	N;SG	N;INAN;NOM;FEM;SG
keluarga	сімейство	keluarga	сімейство	N;SG	N;INAN;NOM;NEUT;SG
keluarga	родина	keluarga	родина	N;SG	N;INAN;NOM;FEM;SG
ilmu	наука	ilmu	наука	N;SG	N;INAN;NOM;FEM;SG
berubah	змінився	berrubah	змінитися	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
berubah	змінилася	berrubah	змінитися	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
berubah	змінено	berrubah	змінити	V;SG;ACT	V;PFV;IND;0;FIN
berubah	змінити	berrubah	змінити	V;SG;ACT	V;PFV;NFIN
pengguna	користувача	penguna	користувач	N;SG	N;ANIM;ACC;MASC;SG
pengguna	користувач	penguna	користувач	N;SG	N;ANIM;NOM;MASC;SG
luas	область	luas	область	N;SG	N;INAN;NOM;FEM;SG
luas	ділянка	luas	ділянка	N;SG	N;INAN;NOM;FEM;SG
luas	площа	luas	площа	N;SG	N;INAN;NOM;FEM;SG
luas	місцевість	luas	місцевість	N;SG	N;INAN;NOM;FEM;SG
acara	подію	acara	подія	N;SG	N;INAN;ACC;FEM;SG
acara	подією	acara	подія	N;SG	N;INAN;INS;FEM;SG
acara	подія	acara	подія	N;SG	N;INAN;NOM;FEM;SG
asal	джерело	asal	джерело	N;SG	N;INAN;NOM;NEUT;SG
asal	походження	asal	походження	N;SG	N;INAN;NOM;NEUT;SG
kapal	судно	kapal	судно	N;SG	N;INAN;NOM;NEUT;SG
kapal	судно	kapal	судно	N;SG	N;INAN;NOM;NEUT;SG
kapal	корабель	kapal	корабель	N;SG	N;INAN;NOM;MASC;SG
kapal	човен	kapal	човен	N;SG	N;INAN;NOM;MASC;SG
bermain	відтворити	bermain	відтворити	V;SG;ACT	V;PFV;NFIN
bermain	грати	bermain	грати	V;SG;ACT	V;IPFV;NFIN
bermain	програти	bermain	програти	V;SG;ACT	V;PFV;NFIN
bermain	грає	bermain	грати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
bermain	відтворює	bermain	відтворювати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
bermain	грає	bermain	грати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
kelompok	група	kelompok	група	N;SG	N;INAN;NOM;FEM;SG
kelompok	групу	kelompok	група	N;SG	N;INAN;ACC;FEM;SG
kelompok	спільнота	kelompok	спільнота	N;SG	N;INAN;NOM;FEM;SG
kelompok	скупчення	kelompok	скупчення	N;SG	N;INAN;NOM;NEUT;SG
agama	релігія	agama	релігія	N;SG	N;INAN;NOM;FEM;SG
anda	тобою	anda	ти	PRO;SG;2;FORM	PRO;ANIM;INS;SG;2
anda	ти	anda	ти	PRO;SG;2;FORM	PRO;ANIM;NOM;SG;2
anda	тебе	anda	ти	PRO;SG;2;FORM	PRO;ANIM;ACC;SG;2
memberikan	віддавати	menberikan	віддавати	V;SG;ACT	V;IPFV;NFIN
memberikan	віддаю	menberikan	віддавати	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
memberikan	даючи	menberikan	давати	V;SG;ACT	V;IPFV;PRS;V.CVB
memberikan	даєш	menberikan	давати	V;SG;ACT	V;IPFV;IND;SG;2;PRS;FIN
memberikan	віддам	menberikan	відди	V;SG;ACT	V;PFV;IND;SG;2;FIN
memberikan	надати	menberikan	надати	V;SG;ACT	V;PFV;NFIN
lama	старе	lama	старий	ADJ;SG	ADJ;NOM;NEUT;SG
lama	старим	lama	старий	ADJ;SG	ADJ;INS;NEUT;SG
lama	стара	lama	старий	ADJ;SG	ADJ;NOM;FEM;SG
lama	старий	lama	старий	ADJ;SG	ADJ;NOM;MASC;SG
lama	довгий	lama	довгий	ADJ;SG	ADJ;NOM;MASC;SG
lama	довга	lama	довга	ADJ;SG	ADJ;NOM;FEM;SG
batu	камінь	batu	камінь	N;SG	N;INAN;NOM;MASC;SG
batu	скеля	batu	скеля	N;SG	N;INAN;NOM;FEM;SG
batu	рок	batu	рок	N;SG	N;INAN;NOM;MASC;SG
jiwa	душу	jiwa	душа	N;SG	N;INAN;ACC;FEM;SG
jiwa	душа	jiwa	душа	N;SG	N;INAN;NOM;FEM;SG
jiwa	душею	jiwa	душа	N;SG	N;INAN;INS;FEM;SG
halaman	сторінку	halaman	сторінка	N;SG	N;INAN;ACC;FEM;SG
halaman	сторінка	halaman	сторінка	N;SG	N;INAN;NOM;FEM;SG
hukum	закон	hukum	закон	N;SG;ACT	N;INAN;NOM;MASC;SG
hukum	право	hukum	право	N;SG;ACT	N;INAN;NOM;NEUT;SG
hukum	правова	hukum	правовий	N;SG;ACT	N;INAN;NOM;FEM;SG
orbit	орбіталь	orbit	орбіталь	N	N;INAN;NOM;FEM;SG
orbit	орбіта	orbit	орбіта	N	N;INAN;NOM;FEM;SG
diterbitkan	видала	diterbitkan	видати	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
diterbitkan	випущено	diterbitkan	випустити	V;SG;PASS	V;PFV;IND;0;FIN
diterbitkan	оприлюднено	diterbitkan	оприлюднити	V;SG;PASS	V;PFV;IND;0;FIN
diterbitkan	опубліковано	diterbitkan	опубліковано	V;SG;PASS	V;PFV;IND;0;FIN
masuk	увійти	masuk	увійти	V;SG;ACT	V;PFV;NFIN
pasukan	поповнення	pasukan	поповнення	N;SG	N;INAN;NOM;NEUT;SG
pasukan	відділення	pasukan	відділення	N;SG	N;INAN;NOM;NEUT;SG
pasukan	загін	pasukan	загін	N;SG	N;INAN;NOM;MASC;SG
dirilis	випущено	dirilis	випустити	V;SG;PASS	V;PFV;IND;0;FIN
tokoh	характер	tokoh	характер	N;SG	N;INAN;NOM;MASC;SG
tokoh	персонаж	tokoh	персонаж	N;SG	N;ANIM;NOM;MASC;SG
tokoh	символ	tokoh	символ	N;SG	N;INAN;NOM;MASC;SG
tokoh	фігура	tokoh	фігура	N;SG	N;INAN;NOM;FEM;SG
tanpa	без	tanpa	без	ADP	ADP;GEN
bangsa	держава	bangsa	держава	N;SG	N;INAN;NOM;FEM;SG
bangsa	нації	bangsa	нація	N;SG	N;INAN;GEN;FEM;SG
bangsa	нація	bangsa	нація	N;SG	N;INAN;NOM;FEM;SG
penghargaan	нагорода	penhargaan	нагорода	N;SG	N;INAN;NOM;FEM;SG
klub	клуб	klub	клуб	N;SG	N;INAN;NOM;MASC;SG
klub	жир	klub	жир	N;SG	N;INAN;NOM;MASC;SG
terkenal	відома	terkenal	відомий	ADJ;SG;PASS	ADJ;NOM;FEM;SG
terkenal	відомий	terkenal	відомий	ADJ;SG;PASS	ADJ;NOM;MASC;SG
terkenal	знаменитий	terkenal	знаменитий	ADJ;SG;PASS	ADJ;NOM;MASC;SG
ketua	шеф	ketua	шеф	N;SG	N;ANIM;NOM;MASC;SG
ketua	вождь	ketua	вождь	N;SG	N;ANIM;NOM;MASC;SG
ketua	голова	ketua	голова	N;SG	N;ANIM;NOM;FEM;SG
ketua	головою	ketua	голова	N;SG	N;INAN;INS;FEM;SG
ketua	крісло	ketua	крісло	N;SG	N;INAN;NOM;NEUT;SG
ketua	стілець	ketua	стілець	N;SG	N;INAN;NOM;MASC;SG
gunung	гора	gunung	гора	N;SG	N;INAN;NOM;FEM;SG
gunung	гора	gunung	гора	N;SG	N;INAN;NOM;FEM;SG
gunung	монтування	gunung	монтування	N;SG	N;INAN;NOM;NEUT;SG
terbaik	найкраща	terbaik	найкращий	ADJ;RL;SG	ADJ;NOM;RL;FEM;SG
meskipun	хоча	meskipun	хоча	CONJ	CONJ
meskipun	хоча	meskipun	хоча	CONJ	CONJ
cara	кара	cara	кара	N;SG	N;INAN;NOM;FEM;SG
berbeda	відрізняється	berbeda	відрізнятися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
bintang	зоря	bintang	зоря	N;SG	N;INAN;NOM;FEM;SG
bintang	зірка	bintang	зірка	N;SG	N;ANIM;NOM;FEM;SG
jalur	контур	jalur	контура	N;SG	N;INAN;NOM;MASC;SG
jalur	шлях	jalur	шлях	N;SG	N;INAN;NOM;MASC;SG
apa	що	apa	що	PRO	PRO;INAN;NOM;NEUT;SG
apa	чим	apa	що	PRO	PRO;INAN;INS;NEUT;SG
politik	політика	politik	політика	N;SG	N;INAN;NOM;FEM;SG
ibu	мама	ibu	мама	N;SG	N;ANIM;NOM;FEM;SG
ibu	матір	ibu	мати	N;SG	N;ANIM;NOM;FEM;SG
ibu	мати	ibu	мати	N;SG	N;ANIM;NOM;FEM;SG
tingkat	частота	tingkat	частота	N;SG	N;INAN;NOM;FEM;SG
tingkat	швидкість	tingkat	швидкість	N;SG	N;INAN;NOM;FEM;SG
tingkat	ставка	tingkat	ставка	N;SG	N;INAN;NOM;FEM;SG
tingkat	рівні	tingkat	рівень	N;SG	N;INAN;NOM;MASC;SG
tingkat	рівень	tingkat	рівень	N;SG	N;INAN;NOM;MASC;SG
kereta	візок	kereta	візок	N;SG	N;INAN;NOM;MASC;SG
kereta	потяг	kereta	потягти	N;SG	N;INAN;NOM;MASC;SG
kereta	поїзд	kereta	поїзд	N;SG	N;INAN;NOM;MASC;SG
ruang	кімната	ruang	кімната	N;SG	N;INAN;NOM;FEM;SG
ruang	кімнату	ruang	кімната	N;SG	N;INAN;ACC;FEM;SG
ruang	простору	ruang	простір	N;SG	N;INAN;GEN;MASC;SG
ruang	пробіл	ruang	пробіл	N;SG	N;INAN;NOM;MASC;SG
ruang	простір	ruang	простір	N;SG	N;INAN;NOM;MASC;SG
tinggal	залишитися	tinggal	залишитися	V;SG;ACT	V;PFV;NFIN
tinggal	залишатися	tinggal	залишатися	V;SG;ACT	V;IPFV;NFIN
empat	чотирьох	empat	чотири	NUM	NUM;NOM
empat	чотири	empat	чотири	NUM	NUM;NOM
ekonomi	економіка	ekonomi	економіка	N;SG	N;INAN;NOM;FEM;SG
ekonomi	корупцію	ekonomi	корупція	N;SG	N;INAN;ACC;FEM;SG
ekonomi	господарство	ekonomi	господарство	N;SG	N;INAN;NOM;NEUT;SG
ekonomi	економіка	ekonomi	економіка	N;SG	N;INAN;NOM;FEM;SG
ekonomi	економія	ekonomi	економія	N;SG	N;INAN;NOM;FEM;SG
organisasi	організація	organisasi	організація	N;SG	N;INAN;NOM;FEM;SG
organisasi	установа	organisasi	установий	N;SG	N;INAN;NOM;FEM;SG
organisasi	установа	organisasi	установий	N;SG	N;INAN;NOM;FEM;SG
organisasi	організація	organisasi	організація	N;SG	N;INAN;NOM;FEM;SG
organisasi	організації	organisasi	організація	N;SG	N;INAN;GEN;FEM;SG
bahan	матеріал	bahan	матеріал	N;SG	N;INAN;NOM;MASC;SG
bahan	складова	bahan	складовий	N;SG	N;INAN;NOM;FEM;SG
api	вогнем	api	вогонь	N;SG	N;INAN;INS;MASC;SG
api	вогонь	api	вогонь	N;SG	N;INAN;NOM;MASC;SG
api	пожежа	api	пожежа	N;SG	N;INAN;NOM;FEM;SG
api	бджола	api	бджол	N;SG	N;ANIM;NOM;FEM;SG
ilmiah	науковий	ilmiah	науковий	ADJ;SG	ADJ;NOM;MASC;SG
ilmiah	наукова	ilmiah	науковий	ADJ;SG	ADJ;NOM;FEM;SG
video	відеозапис	video	відеозапис	N;SG	N;INAN;NOM;MASC;SG
angkatan	сила	angkatan	сила	N;SG	N;INAN;NOM;FEM;SG
angkatan	клас	angkatan	клас	N;SG	N;INAN;NOM;MASC;SG
dibuat	зробила	dibuat	зробити	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
dibuat	створено	dibuat	створити	V;SG;PASS	V;PFV;IND;0;FIN
bukan	не	bukan	не	PART;NEG	PART;NEG
berkas	файл	berkas	файл	N;SG	N;INAN;NOM;MASC;SG
bekerja	працюю	bekerja	працювати	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
bekerja	працює	bekerja	працювати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
militer	військовий	militer	військовий	ADJ;SG	ADJ;NOM;MASC;SG
putra	сина	putra	син	N;SG	N;ANIM;NOM;MASC;SG
putra	сину	putra	син	N;SG	N;ANIM;VOC;MASC;SG
putra	син	putra	син	N;SG	N;ANIM;NOM;MASC;SG
langsung	наживо	langsung	наживо	ADV	ADV
langsung	безпосередньо	langsung	безпосередньо	ADV	ADV
kaki	ніжку	kaki	ніжка	N;SG	N;INAN;ACC;FEM;SG
kaki	нога	kaki	нога	N;SG	N;INAN;NOM;FEM;SG
kaki	нозі	kaki	ноза	N;SG	N;INAN;DAT;FEM;SG
kaki	ногу	kaki	нога	N;SG	N;INAN;ACC;FEM;SG
kaki	нога	kaki	нога	N;SG	N;INAN;NOM;FEM;SG
kaki	ногою	kaki	нога	N;SG	N;INAN;INS;FEM;SG
kaki	лапка	kaki	лапка	N;SG	N;INAN;NOM;FEM;SG
grup	група	grup	група	N;SG	N;INAN;NOM;FEM;SG
grup	групу	grup	група	N;SG	N;INAN;ACC;FEM;SG
grup	спільнота	grup	спільнота	N;SG	N;INAN;NOM;FEM;SG
rakyat	фольклор	rakyat	фольклор	N;SG	N;INAN;NOM;MASC;SG
rakyat	народ	rakyat	народ	N;SG	N;INAN;NOM;MASC;SG
label	надпис	label	надпис	N;SG	N;INAN;NOM;MASC;SG
label	мітку	label	мітка	N;SG	N;INAN;ACC;FEM;SG
label	напис	label	напис	N;SG	N;INAN;NOM;MASC;SG
label	мітка	label	мітка	N;SG	N;INAN;NOM;FEM;SG
kehidupan	життя	kehidupan	життя	N;SG	N;INAN;NOM;NEUT;SG
website	сайті	website	сайт	N;SG	N;INAN;DAT;MASC;SG
website	сайт	website	сайт	N;SG	N;INAN;NOM;MASC;SG
kelurahan	передмістя	kelurahan	передмістя	N;SG	N;INAN;NOM;NEUT;SG
terbentuk	оформлено	terbentuk	оформілий	V;SG;PASS	V;PFV;IND;0;FIN
terbentuk	сформовано	terbentuk	сформовано	V;SG;PASS	V;PFV;IND;0;FIN
ditemukan	виявив	ditemukan	виявити	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
ditemukan	відкрив	ditemukan	відкрити	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
ditemukan	знайшов	ditemukan	знайти	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
ditemukan	знайдено	ditemukan	знайти	V;SG;PASS	V;PFV;IND;0;FIN
ditemukan	знайшовся	ditemukan	знайтися	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
ditemukan	знайшла	ditemukan	знайти	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
informasi	інформація	informasi	інформація	N;SG	N;INAN;NOM;FEM;SG
makanan	харчування	makanan	харчування	N;SG	N;INAN;NOM;NEUT;SG
makanan	їжа	makanan	їжа	N;SG	N;INAN;NOM;FEM;SG
makanan	харчування	makanan	харчування	N;SG	N;INAN;NOM;NEUT;SG
catatan	нота	catatan	нота	N;SG	N;INAN;NOM;FEM;SG
mencapai	сягає	mencapai	сягати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mencapai	досягнуто	mencapai	досягнути	V;SG;ACT	V;PFV;IND;0;FIN
mencapai	досягнув	mencapai	досягнути	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
mencapai	досягла	mencapai	досягти	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
cinta	любов	cinta	любов	N;SG	N;INAN;NOM;FEM;SG
cinta	кохання	cinta	кохання	N;SG	N;INAN;NOM;NEUT;SG
biasa	звичний	biasa	звичний	ADJ;SG	ADJ;NOM;MASC;SG
biasa	регулярний	biasa	регулярний	ADJ;SG	ADJ;NOM;MASC;SG
biasa	звичайний	biasa	звичайний	ADJ;SG	ADJ;NOM;MASC;SG
biasa	формальний	biasa	формальний	ADJ;SG	ADJ;NOM;MASC;SG
biasa	звичайна	biasa	звичайний	ADJ;SG	ADJ;NOM;FEM;SG
biasa	нормальний	biasa	нормальний	ADJ;SG	ADJ;NOM;MASC;SG
biasa	звичайний	biasa	звичайний	ADJ;SG	ADJ;NOM;MASC;SG
biasa	звичайне	biasa	звичайний	ADJ;SG	ADJ;NOM;NEUT;SG
mungkin	можливо	mungkin	можливо	ADV	ADV
