der	tam	der	tam	ADV	ADV
gav	dau	give	dau	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
gav	dala	give	dati	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
kilder	vire	kilde	vir	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
kilder	viri	kilde	vir	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mand	samec	mand	samec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	soprog	mand	soprog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	moz	mand	moz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	mož	mand	mož	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	mož	mand	mož	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mand	človek	mand	človek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vest	zahod	vest	zahod	N;INDF	N;NOM;MASC;SG
vest	jopič	vest	jopič	N;INDF	N;INAN;ACC;MASC;SG
vest	telovnik	vest	telovnik	N;INDF	N;NOM;MASC;SG
medlemmer	člane	medlem	član	N;INDF;NEUT;PL	N;ACC;MASC;PL
medlemmer	poslanci	medlem	poslanec	N;INDF;NEUT;PL	N;NOM;MASC;PL
medlemmer	članice	medlem	članica	N;INDF;NEUT;PL	N;NOM;FEM;PL
medlemmer	člani	medlem	član	N;INDF;NEUT;PL	N;NOM;MASC;PL
brug	uporaba	brug	uporaba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
brug	uporabi	brug	uporaba	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
lande	države	land	država	N;INDF;NEUT;PL	N;NOM;FEM;PL
bygget	zgradil	bygge	zgraditi	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
skuespiller	igralka	skuespiller	igralka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skuespiller	igralec	skuespiller	igralec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
liv	zivljenje	liv	zivljenje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
liv	življenje	liv	življenje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
liv	življenja	liv	življenje	N;INDF;NEUT;SG	N;GEN;NEUT;SG
dele	deli	del	del	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
dele	deli	del	del	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fem	pet	fem	pet	NUM	NUM;NOM;PL
personer	oseb	person	oseba	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
personer	osebe	person	oseba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
personer	ljudje	person	človek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
personer	osebe	person	oseba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
personer	ljudi	person	človek	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
øst	vzhod	øst	vzhod	N;INDF	N;NOM;MASC;SG
forfatter	pisec	forfatter	pisec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forfatter	pisateljica	forfatter	pisateljica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forfatter	pisatelj	forfatter	pisatelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
forfatter	avtor	forfatter	avtor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
brugt	prebil	bruge	prebiti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
wikipedia	wikipedia	wikipedia	wikipedia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
album	album	album	album	N;INDF;NEUT;SG	N;NOM;MASC;SG
album	albuma	album	album	N;INDF;NEUT;SG	N;GEN;MASC;SG
areal	območje	areal	območje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
areal	površina	areal	površina	N;INDF;NEUT;SG	N;NOM;FEM;SG
areal	področje	areal	področje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
giver	daje	give	dajati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
giver	zagotavlja	give	zagotavljati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
nuværende	trenutni	nuværende	trenuten	ADJ	ADJ;NOM;MASC;SG
nuværende	trenutna	nuværende	trenuten	ADJ	ADJ;NOM;FEM;SG
nuværende	sedanji	nuværende	sedanji	ADJ	ADJ;NOM;MASC;SG
nuværende	prisotna	nuværende	prisoten	ADJ	ADJ;NOM;FEM;SG
nuværende	prisotni	nuværende	prisoten	ADJ	ADJ;NOM;MASC;PL
nuværende	prisotno	nuværende	prisotno	ADJ	ADJ;NOM;NEUT;SG
nuværende	prisoten	nuværende	prisoten	ADJ	ADJ;NOM;INDF;MASC;SG
indbyggere	prebivalce	indbygger	prebivalec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
indbyggere	prebivalcev	indbygger	prebivalec	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
indbyggere	prebivalci	indbygger	prebivalec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indbyggere	stanovalci	indbygger	stanovalec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indbyggere	prebivalcev	indbygger	prebivalec	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
indbyggere	prebivalci	indbygger	prebivalec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mennesker	ljudje	menneske	človek	N;INDF;NEUT;PL	N;NOM;MASC;PL
mennesker	ljudje	menneske	človek	N;INDF;NEUT;PL	N;NOM;MASC;PL
mennesker	osebe	menneske	oseba	N;INDF;NEUT;PL	N;NOM;FEM;PL
mennesker	ljudi	menneske	človek	N;INDF;NEUT;PL	N;ACC;MASC;PL
skrev	napisal	skrive	napisati	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
skrev	pisal	skrive	pisati	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
skrev	napisala	skrive	napisati	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
skrev	zapisal	skrive	zapisati	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
står	stoji	stå	stati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
står	stoji	stå	stati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
står	stojala	stå	stojati	V;IND;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
imidlertid	kakorkoli	imidlertid	kakorkoli	ADV	ADV
deltog	udeležili	deltage	udeležiti	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
deltog	sodelovala	deltage	sodelovati	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
deltog	sodeloval	deltage	sodelovati	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
deltog	sodelovali	deltage	sodelovati	V;IND;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
deltog	sodelovalo	deltage	sodelovati	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;V.PTCP
datter	hčerka	datter	hčerka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
datter	hči	datter	hči	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
område	field	område	field	N;INDF;NEUT;SG	N;NOM;MASC;SG
område	polje	område	polje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
område	ozemlje	område	ozemlje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
område	cona	område	cona	N;INDF;NEUT;SG	N;NOM;FEM;SG
område	območje	område	območje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
område	območje	område	območje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
område	površina	område	površina	N;INDF;NEUT;SG	N;NOM;FEM;SG
område	področje	område	področje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
året	leto	år	leto	N;DEF;NEUT;SG	N;NOM;NEUT;SG
året	letnica	år	letnica	N;DEF;NEUT;SG	N;NOM;FEM;SG
længere	dlje	længe	dolgo	ADV;CMPR	ADV;CMPR
slaget	bitka	slag	bitka	N;DEF;NEUT;SG	N;NOM;FEM;SG
slaget	bitko	slag	bitko	N;DEF;NEUT;SG	N;ACC;FEM;SG
måde	pot	måde	pot	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
måde	način	måde	način	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udgave	izdaja	udgave	izdajati	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udgave	različica	udgave	različica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fransk	francosko	fransk	francoski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
fransk	francoska	fransk	francoski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
folk	ljudje	folk	človek	N;INDF;NEUT;PL	N;NOM;MASC;PL
folk	osebe	folk	oseba	N;INDF;NEUT;PL	N;NOM;FEM;PL
folk	ljudi	folk	človek	N;INDF;NEUT;PL	N;ACC;MASC;PL
far	ata	far	at	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
far	oče	far	oče	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
far	očka	far	očka	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
far	oče	far	oče	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ses	videli	se	videti	V;NFIN;PASS	V;MASC;PL;V.PTCP
ses	videl	se	videti	V;NFIN;PASS	V;MASC;SG;V.PTCP
liste	spisek	liste	spisek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
liste	seznam	liste	seznam	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kamp	pretep	kamp	pretep	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kamp	boj	kamp	boj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kamp	borba	kamp	borba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kamp	igro	kamp	igra	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kamp	tekma	kamp	tekma	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kamp	tekmo	kamp	tekma	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kamp	igra	kamp	igra	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kamp	boj	kamp	boj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kamp	bitka	kamp	bitka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kamp	bitko	kamp	bitko	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
eksempel	zgled	eksempel	zgled	N;INDF;NEUT;SG	N;NOM;MASC;SG
eksempel	primer	eksempel	primer	N;INDF;NEUT;SG	N;NOM;MASC;SG
langt	daleč	langt	daleč	ADV	ADV
tiden	čas	tid	čas	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
tiden	časa	tid	čas	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
fil	datoteka	fil	datoteka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fil	datoteko	fil	datoteka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
musik	glasba	musik	glasba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
musik	muzika	musik	muzik	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
musik	glasbo	musik	glasba	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
krigen	vojno	krig	vojna	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
krigen	vojna	krig	vojna	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
solid	trdna	solid	trden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
solid	trden	solid	trden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
station	postajo	station	postaja	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
station	postaja	station	postaja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
små	majhni	lille	majhen	ADJ;PL	ADJ;NOM;MASC;PL
små	majhne	lille	majhen	ADJ;PL	ADJ;NOM;FEM;PL
små	male	lille	mali	ADJ;PL	ADJ;NOM;FEM;PL
universitet	univerza	universitet	univerza	N;INDF;NEUT;SG	N;NOM;FEM;SG
klubben	klub	klub	klub	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
egen	lastno	egen	lasten	ADJ;MASC+FEM;SG	ADJ;NOM;NEUT;SG
egen	lastna	egen	lasten	ADJ;MASC+FEM;SG	ADJ;NOM;FEM;SG
dage	dnevi	dag	dan	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
dage	dni	dag	dan	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
dage	dneve	dag	dan	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
bind	volumen	bind	volumen	N;INDF;NEUT;SG	N;NOM;MASC;SG
bind	glasnost	bind	glasnost	N;INDF;NEUT;SG	N;NOM;FEM;SG
bind	prostornina	bind	prostornina	N;INDF;NEUT;SG	N;NOM;FEM;SG
bind	zvezek	bind	zvezek	N;INDF;NEUT;SG	N;NOM;MASC;SG
bind	obseg	bind	obseg	N;INDF;NEUT;SG	N;NOM;MASC;SG
division	razdelek	division	razdelek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
division	delitev	division	delitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
division	deljenje	division	deljenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
division	oddelek	division	oddelek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
division	divizija	division	divizija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stod	stal	stå	stati	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
stod	stala	stå	stati	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
kaldet	poklical	kalde	poklicati	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
ret	pravica	ret	pravica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
aldrig	nikdar	aldrig	nikdar	ADV	ADV
aldrig	nikoli	aldrig	nikoli	ADV	ADV
amt	okrožje	amt	okrožje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
amt	okraj	amt	okraj	N;INDF;NEUT;SG	N;NOM;MASC;SG
amt	okrožju	amt	okrožje	N;INDF;NEUT;SG	N;DAT;NEUT;SG
amt	amt	amt	amt	N;INDF;NEUT;SG	N;NOM;MASC;SG
serien	serijo	serie	serija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
serien	serija	serie	serija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
data	podatki	data	podatek	N;INDF;NEUT;PL	N;NOM;MASC;PL
min	moj	min	moj	DET;MASC+FEM;SG;1	DET;NOM;MASC;SG;1
min	moja	min	moj	DET;MASC+FEM;SG;1	DET;NOM;FEM;SG;1
min	moje	min	moj	DET;MASC+FEM;SG;1	DET;NOM;NEUT;SG;1
konge	kralj	konge	kralj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
finde	poišči	finde	poiskati	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
finde	najdi	finde	najdi	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
periode	obdobje	periode	obdobje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hende	njo	hun	on	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
antal	številka	antal	številka	N;INDF;NEUT;SG	N;NOM;FEM;SG
antal	število	antal	število	N;INDF;NEUT;SG	N;NOM;NEUT;SG
taget	vzet	tage	vzet	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN
instrueret	režiral	instruere	režirati	V;INDF;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
international	mednarodni	international	mednaroden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
international	mednarodna	international	mednaroden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
international	mednarodno	international	mednaroden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
formand	predsednik	formand	predsednik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
formand	predsednica	formand	predsednica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
formand	predsednik	formand	predsednik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
internationale	mednarodne	international	mednaroden	ADJ;PL	ADJ;NOM;FEM;PL
stadion	stadion	stadion	stadion	N;INDF;NEUT;SG	N;NOM;MASC;SG
position	položaj	position	položaj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
position	lega	position	leg	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
position	stališče	position	stališče	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
position	pozicija	position	pozicija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tredje	tretje	tredje	tretji	ADJ	ADJ;NOM;NEUT;SG
tredje	tretji	tredje	tretji	ADJ	ADJ;NOM;MASC;SG
tredje	tretja	tredje	tretji	ADJ	ADJ;NOM;FEM;SG
områder	regije	område	regija	N;INDF;NEUT;PL	N;NOM;FEM;PL
områder	regij	område	regija	N;INDF;NEUT;PL	N;GEN;FEM;PL
områder	območja	område	območje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
områder	področja	område	področje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
områder	površine	område	površina	N;INDF;NEUT;PL	N;NOM;FEM;PL
hjælp	pomagaj	hjælp	pomagaj	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
hjælp	pomoč	hjælp	pomoč	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
angreb	napade	angreb	napad	N;INDF;NEUT;SG	N;ACC;MASC;SG
angreb	napad	angreb	napad	N;INDF;NEUT;SG	N;NOM;MASC;SG
angreb	napad	angreb	napad	N;INDF;NEUT;SG	N;NOM;MASC;SG
betyder	pomeni	betyde	pomeniti	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
betydning	pomembnost	betydning	pomembnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
betydning	pomen	betydning	pomen	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
betydning	pomen	betydning	pomen	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
betydning	pomembnost	betydning	pomembnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rolle	vloga	rolle	vloga	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
begyndelsen	začetek	begyndelse	začetek	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
leder	upravnik	leder	upravnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	upravitelj	leder	upravitelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	upravljalnik	leder	upravljalnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	menedžer	leder	menedžer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	vodja	leder	vodja	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
leder	leader	leder	leader	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tage	vzemite	tage	vzeti	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
tage	vzemi	tage	vzeme	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
perioden	obdobje	periode	obdobje	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
rapport	poročilo	rapport	poročilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
albummet	album	album	album	N;DEF;NEUT;SG	N;NOM;MASC;SG
albummet	albuma	album	album	N;DEF;NEUT;SG	N;GEN;MASC;SG
moderne	moderna	moderne	moderen	ADJ	ADJ;NOM;FEM;SG
moderne	sodobno	moderne	sodoben	ADJ	ADJ;NOM;NEUT;SG
moderne	sodobna	moderne	sodoben	ADJ	ADJ;NOM;FEM;SG
moderne	sodobni	moderne	sodoben	ADJ	ADJ;NOM;MASC;SG
moderne	sodobno	moderne	sodoben	ADJ	ADJ;NOM;NEUT;SG
moderne	sodobna	moderne	sodoben	ADJ	ADJ;NOM;FEM;SG
moderne	sodobni	moderne	sodoben	ADJ	ADJ;NOM;MASC;SG
karriere	kariera	karriere	kariera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
karriere	kariero	karriere	kariera	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
karriere	kariera	karriere	kariera	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
nordlige	severne	nordlig	severen	ADJ;PL	ADJ;NOM;FEM;PL
højde	višina	højde	višina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
højde	višina	højde	višina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
seks	šest	seks	šest	NUM	NUM;NOM;PL
viser	prikaže	vise	prikazati	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
viser	pokaže	vise	pokazati	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
viser	prikaže	vise	prikazati	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
direkte	neposredno	direkte	neposredno	ADV	ADV
direkte	direktno	direkte	direktno	ADV	ADV
direkte	neposredno	direkte	neposredno	ADV	ADV
give	dej	give	daj	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
give	daj	give	daj	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
præsident	predsednik	præsident	predsednik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
præsident	predsednica	præsident	predsednica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
førte	vodil	føre	voditi	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
førte	povedel	føre	povedeti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
haft	imelo	have	imeti	V;INDF;SG;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
haft	imel	have	imeti	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
haft	imela	have	imeti	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
efterfølgende	naknadni	efterfølgende	naknaden	ADJ	ADJ;NOM;MASC;SG
millioner	milijoni	million	milijon	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
millioner	milijonov	million	milijon	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
millioner	milijoni	million	milijon	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
familie	druzina	familie	druzina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
familie	družina	familie	družina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ser	gledal	se	gledati	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
ser	opazovati	se	opazovati	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
ser	opazuje	se	opazovati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
steder	lokacij	sted	lokacija	N;INDF;NEUT;PL	N;GEN;FEM;PL
steder	lokacije	sted	lokacija	N;INDF;NEUT;PL	N;NOM;FEM;PL
steder	kraji	sted	kraj	N;INDF;NEUT;PL	N;NOM;MASC;PL
gruppen	skupino	gruppe	skupina	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
gruppen	skupina	gruppe	skupina	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
krig	vojno	krig	vojna	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
krig	vojna	krig	vojna	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
resultat	izid	resultat	izid	N;INDF;NEUT;SG	N;NOM;MASC;SG
resultat	rezultat	resultat	rezultat	N;INDF;NEUT;SG	N;NOM;MASC;SG
resultat	izid	resultat	izid	N;INDF;NEUT;SG	N;NOM;MASC;SG
bedre	boljša	god	dober	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
bedre	boljši	god	dober	ADJ;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
bedre	boljše	god	dober	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
museum	muzej	museum	muzej	N;INDF;NEUT;SG	N;NOM;MASC;SG
tale	govor	tale	govor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tale	govorjenje	tale	govorjenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tale	pogovor	tale	pogovor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
oprettet	ustvaril	oprette	ustvariti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
byer	mesta	by	mesto	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
byer	mest	by	mesto	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
byer	mest	by	mesto	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
byer	mesta	by	mesto	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
byer	mesti	by	mesto	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
øen	island	ø	island	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
øen	otok	ø	otok	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
øen	otoku	ø	otok	N;DEF;MASC+FEM;SG	N;DAT;MASC;SG
par	par	par	par	N;INDF;NEUT;SG	N;NOM;MASC;SG
par	para	par	par	N;INDF;NEUT;SG	N;NOM;MASC;SG
par	par	par	par	N;INDF;NEUT;SG	N;NOM;MASC;SG
muligt	možen	mulig	možen	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
muligt	možna	mulig	možen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
muligt	možni	mulig	možen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
muligt	možno	mulig	možen	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
flag	označitev	flag	označitev	N;INDF;NEUT;SG	N;NOM;FEM;SG
flag	zastava	flag	zastava	N;INDF;NEUT;SG	N;NOM;FEM;SG
flag	zastavo	flag	zastava	N;INDF;NEUT;SG	N;ACC;FEM;SG
bog	knjigo	bog	knjiga	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bog	knjiga	bog	knjiga	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sæson	sezono	sæson	sezona	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
sæson	sezona	sæson	sezona	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mænd	samci	mand	samec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mænd	možje	mand	mož	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mænd	moški	mand	moški	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mænd	samci	mand	samec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mænd	moški	mand	moški	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
venstre	levi	venstre	lev	ADJ	ADJ;NOM;MASC;SG
venstre	leva	venstre	lev	ADJ	ADJ;NOM;FEM;SG
tidspunkt	čas	tidspunkt	čas	N;INDF;NEUT;SG	N;NOM;MASC;SG
tidspunkt	časa	tidspunkt	čas	N;INDF;NEUT;SG	N;GEN;MASC;SG
cup	pokal	cup	pokal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
cup	skodelico	cup	skodelica	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
cup	skodelica	cup	skodelica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
cup	lonček	cup	lonček	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
professor	profesorica	professor	profesorica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
