עשורים	десетилетия	עשור	десетилетие	N;MASC;PL	N;INDF;NEUT;PL
רשומות	плочи	רשם	плоча-(се)	N;FEM;PL	N;INDF;FEM;PL
רשומות	записи	רשם	запис	N;FEM;PL	N;INDF;MASC;PL
רשומות	регистри	רשם	регистър	N;FEM;PL	N;INDF;MASC;PL
רשומות	вписвания	רשם	вписване	N;FEM;PL	N;INDF;NEUT;PL
רשומות	записи	רשם	запис	N;FEM;PL	N;INDF;MASC;PL
הלוואות	заеми	הלוואה	заем	N;FEM;PL	N;INDF;MASC;PL
הלוואות	кредити	הלוואה	кредит	N;FEM;PL	N;INDF;MASC;PL
רלוונטית	съответна	רלוונטי	съответен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
רלוונטית	съответен	רלוונטי	съответен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
זכאים	допустими	זכאי	допустим	ADJ;MASC;PL	ADJ;INDF;PL
מוקפת	обкръжен	הוקף	обкръжа	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוקפת	обграден	הוקף	обградя	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוקפת	заобиколен	הוקף	заобиколя	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ביקורתית	критично	ביקורתי	критично	ADV	ADV
נהיגה	шофиране	נהיגה	шофиране	N;FEM;SG	N;INDF;NEUT;SG
נהיגה	каране	נהיגה	каране	N;FEM;SG	N;INDF;NEUT;SG
אויבים	врагове	אויב	враг	N;MASC;PL	N;INDF;MASC;PL
אויבים	враговете	אויב	враг	N;MASC;PL	N;DEF;MASC;PL
פציעות	контузии	פציעה	контузия	N;FEM;PL	N;INDF;FEM;PL
פציעות	наранявания	פציעה	нараняване	N;FEM;PL	N;INDF;NEUT;PL
משולבת	интегриран	משולב	интегрирам	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
משולבת	интегрирано	משולב	интегрирам	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
משולבת	интегрирана	משולב	интегрирам	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מלחים	моряците	מלח	моряк	N;MASC;PL	N;DEF;MASC;PL
מלחים	моряци	מלח	моряк	N;MASC;PL	N;INDF;MASC;PL
סדנה	работилница	סדנה	работилница	N;FEM;SG	N;INDF;FEM;SG
סדנה	работилницата	סדנה	работилница	N;FEM;SG	N;DEF;FEM;SG
סדנה	семинар	סדנה	семинар	N;FEM;SG	N;INDF;MASC;SG
שיטתי	методичен	שיטתי	методичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
לילות	нощувки	לילה	нощувка	N;MASC;PL	N;INDF;FEM;PL
לילות	нощи	לילה	нощ	N;MASC;PL	N;INDF;FEM;PL
לילות	нощите	לילה	нощ	N;MASC;PL	N;DEF;FEM;PL
מחזאים	драматурзи	מחזאים	драматург	N;MASC;PL	N;INDF;MASC;PL
חמישיית	квинтет	חמישייה	квинтет	N;FEM;SG	N;INDF;MASC;SG
בובה	бебе	בובה	бебе	N;FEM;SG	N;INDF;NEUT;SG
בובה	бейби	בובה	бейба	N;FEM;SG	N;INDF;NEUT;SG
בובה	кукла	בובה	кукло	N;FEM;SG	N;INDF;FEM;SG
בובה	марионетка	בובה	марионетка	N;FEM;SG	N;INDF;FEM;SG
בובה	кукла	בובה	кукло	N;FEM;SG	N;INDF;FEM;SG
דיאלוג	диалог	דיאלוג	диалог	N;MASC;SG	N;INDF;MASC;SG
דיאלוג	диалог	דיאלוג	диалог	N;MASC;SG	N;INDF;MASC;SG
אינטרס	интерес	אינטרס	интерес	N;MASC;SG	N;INDF;MASC;SG
אינטרס	лихва	אינטרס	лихва	N;MASC;SG	N;INDF;FEM;SG
חריגה	изключение	חריגה	изключение	N;FEM;SG	N;INDF;NEUT;SG
העשרה	обогатяване	העשרה	обогатяване	N;FEM;SG	N;INDF;NEUT;SG
שריפת	горене	שריפה	горене	N;FEM;SG	N;INDF;NEUT;SG
שריפת	парене	שריפה	парене	N;FEM;SG	N;INDF;NEUT;SG
שריפת	горяща	שריפה	горящ	N;FEM;SG	N;INDF;FEM;SG
שריפת	изгаряне	שריפה	изгаряне	N;FEM;SG	N;INDF;NEUT;SG
השמדה	унищожение	השמדה	унищожение	N;FEM;SG	N;INDF;NEUT;SG
הלורדים	лордовете	הלורדים	лорд	N;MASC;PL	N;DEF;MASC;PL
הלורדים	лордове	הלורדים	лорд	N;MASC;PL	N;INDF;MASC;PL
הקיסרים	императори	הקיסר	император	N;MASC;PL	N;INDF;MASC;PL
אנדרטאות	паметници	אנדרטאות	паметник	N;FEM;PL	N;INDF;MASC;PL
שתייה	пиене	שתייה	пиена	N;FEM;SG	N;INDF;NEUT;SG
שתייה	пиенето	שתייה	пиене	N;FEM;SG	N;DEF;NEUT;SG
שתייה	пий	שתייה	пий	N;FEM;SG	N;INDF;MASC;SG
שתייה	питие	שתייה	питие	N;FEM;SG	N;INDF;NEUT;SG
נעליים	обувките	נעל	обувка	N;FEM;PL	N;DEF;FEM;PL
נעליים	обувки	נעל	обувка	N;FEM;PL	N;INDF;FEM;PL
פשעים	престъпления	פשע	престъпление	N;MASC;PL	N;INDF;NEUT;PL
וריאציות	вариации	וריאצי	вариация	N;FEM;PL	N;INDF;FEM;PL
פלא	чудо	פלא	чудо	N;MASC;SG	N;INDF;NEUT;SG
