भित्ति	väggmålning	भित्ति	väggmålning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
खांसी	hosta	खाँसी	hosta	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
संख्याएँ	siffror	संख्या	siffra	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
जब्त	beslagtagna	जब्त	beslagtagen	ADJ	ADJ;NOM;PL;PST;V.PTCP
सुगंध	arom	सुगंध	arom	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सुगंध	doft	सुगंध	doft	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सरकारें	regeringarna	सरकार	regering	N;NOM;FEM;PL;3	N;NOM;DEF;MASC+FEM;PL
सरकारें	regeringar	सरकार	regering	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
अहंकार	ego	अहंकार	ego	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
फ़ोर्स	kraft	फानर्स	kraft	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
फ़ोर्स	force	फानर्स	force	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सीरम	serum	सीरम	serum	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
नतीजतन	följaktligen	नतीजतन	följaktligen	ADV	ADV
नहरें	floder	नहर	flod	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
नहरें	floderna	नहर	flod	N;NOM;FEM;PL;3	N;NOM;DEF;MASC+FEM;PL
लैंडिंग	landning	लैंडिंग	landning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
लैंडिंग	landing	लैंडिंग	landing	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
नाविक	sjöman	नाविक	sjöma	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नाविक	navigator	नाविक	navigator	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पैमाना	omfång	पैमाना	omfång	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पैमाना	omfattning	पैमाना	omfattning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पैमाना	tillämpningsområde	पैमाना	tillämpningsområde	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पैमाना	räckvidd	पैमाना	räckvidd	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पैमाना	fjäll	पैमाना	fjäll	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पैमाना	skalan	पैमाना	skala	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
पैमाना	skala	पैमाना	skala	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
तंबाकू	tobak	तंबाकू	tobak	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्री	pre	प्री	pre	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मैथुन	umgänge	मैथुन	umgänge	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मैथुन	samlag	मैथुन	samlag	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मैथुन	kön	मैथुन	kön	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ग्राफिक्स	grafik	ग्राफिक्स	grafik	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
योजनाएं	ordningar	योजना	ordning	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
अनुपस्थित	saknad	अनुपस्थित	saknad	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लार	saliv	लार	saliv	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सुनहरे	blonda	सुनहरा	blond	ADJ;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
फ़ॉर्मूला	formula	फ़ॉर्मूला	formul	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
फ़ॉर्मूला	formel	फ़ॉर्मूला	formel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चीज़ें	saker	चीज़	sak	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
ग्राफिक	grafik	ग्राफिक	grafik	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ग्राफिक	grafisk	ग्राफिक	grafisk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लूप	loop	लूप	loop	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लूप	slinga	लूप	slinga	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
फिल्माया	filmade	फिल्मा	filma	V;PFV;MASC;SG;V.PTCP;ACT	V;PST;V.PTCP;ACT
सम्मिश्रण	blandning	सम्मिश्रण	blandning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चम्मच	sked	चम्मच	sked	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ग्रा	gras	ग्रा	gra	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दुकानें	butiker	दुकान	butik	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
दुकानें	butiker	दुकान	butik	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
अनुपयुक्त	oanvänt	अनुपयुक्त	oanvända	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
अनुपयुक्त	outnyttjade	अनुपयुक्त	outnyttjad	ADJ	ADJ;NOM;PL;PST;V.PTCP
अनुपयुक्त	oanvända	अनुपयुक्त	oanvända	ADJ	ADJ;NOM;PL;PST;V.PTCP
विरोधाभास	paradox	विरोधाभास	paradox	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चेयरमैन	styrelseordförande	चेयरमैन	styrelseordförande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
चेयरमैन	ordförande	चेयरमैन	ordförande	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रिश्तेदार	släkting	रिश्तेदार	släkting	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कचरा	papperskorgen	कचरा	papperskorg	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
कचरा	skräp	कचरा	skräp	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
कचरा	skräp	कचरा	skräp	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
थैली	pung	थैली	pung	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
थैली	påse	थैली	påse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
स्प्रिंग	våren	स्प्रिंग	vår	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
पिज़्ज़ा	pizza	पिज़्ज़ा	pizza	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
छात्रवृत्ति	stipendium	छात्रवृत्ति	stipendium	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
छात्रवृत्ति	stipendiet	छात्रवृत्ति	stipendium	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
सोडा	läsk	सोडा	läsk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सोडा	soda	सोडा	soda	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
हुकूमत	kungarike	हुकूमत	kungarike	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
हुकूमत	rike	हुकूमत	rike	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
हुकूमत	kungariket	हुकूमत	kungarik	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
हुकूमत	dominans	हुकूमत	dominans	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
हुकूमत	herravälde	हुकूमत	herravälde	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
डॉक्टरेट	doktorsexamen	डॉक्टरेट	doktorsexam	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
डॉक्टरेट	doktorsgrad	डॉक्टरेट	doktorsgrad	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सटीकता	noggrannhet	सटीकता	noggrannhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सटीकता	exakthet	सटीकता	exakthet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सटीकता	riktighet	सटीकता	riktighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सटीकता	precision	सटीकता	precision	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
चोंच	näbb	चोंच	näbb	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सिरा	sira	सिरा	sira	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रमाणन	intyg	प्रमाणन	intyg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रमाणन	certifiering	प्रमाणन	certifiering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
खरीदी	köpte	खरीद	köpa	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
मिटा	sudda	मिट	sudda	V;PFV;MASC;SG;V.PTCP;ACT	V;IMP;FIN;ACT
मिटा	radera	मिट	radera	V;PFV;MASC;SG;V.PTCP;ACT	V;IMP;FIN;ACT
न्यूट्रॉन	neutron	न्यूट्रॉन	neutron	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
निरीक्षक	observatören	निरीक्षक	observatör	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
निरीक्षक	observatör	निरीक्षक	observatör	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गियर	växel	गियर	växel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गियर	redskap	गियर	redskap	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
गियर	gear	गियर	ge	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
राजतंत्र	monarki	राजतंत्र	monarki	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
राजतंत्र	monarkin	राजतंत्र	monarki	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
सर्कस	cirkusen	सर्कस	cirkus	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
सर्कस	cirkus	सर्कस	cirkus	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सर्कस	circus	सर्कस	circus	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
हीलियम	helium	हीलियम	helium	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बादाम	almond	बादाम	almond	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बादाम	mandel	बादाम	mandel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बादाम	mandel	बादाम	mandel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्राचल	parametern	प्राचल	parameter	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
प्राचल	parameter	प्राचल	paramet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कामकाज	hushållsarbete	कामकाज	hushållsarbete	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पृथक्करण	segregation	पृथक्करण	segregation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अंडा	egg	अंडा	egg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
अंडा	ägg	अंडा	ägg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
एलर्जी	allergi	एलर्जी	allergi	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
माइक्रो	micro	माइक्रो	micro	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
माइक्रो	mikro	माइक्रो	mikro	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वर्दी	uniform	वर्दी	uniform	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
उत्कृष्टता	perfektion	उत्कृष्टता	perfektion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सूर्यास्त	solnedgång	सूर्यास्त	solnedgång	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सूर्यास्त	solnedgången	सूर्यास्त	solnedgång	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
सूर्यास्त	sunset	सूर्यास्त	suns	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
ताँबा	koppar	ताँबा	koppa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कैलोरी	cal	कैलोरी	cal	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईमानदारी	ärlighet	ईमानदारी	ärlighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईमानदारी	allvar	ईमानदारी	allvar	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
ईमानदारी	uppriktighet	ईमानदारी	uppriktighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईमानदारी	ärlighet	ईमानदारी	ärlighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मताधिकार	franchise	मताधिकार	franchise	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
निर्वासित	laglös	निर्वासित	laglös	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
स्ट्रिंग	snöre	स्ट्रिंग	snöra	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
स्ट्रिंग	sträng	स्ट्रिंग	sträng	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
स्ट्रिंग	string	स्ट्रिंग	string	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईद	eid	ईद	eid	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पाँव	fot	पाँव	fot	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कॉलम	kolumn	कॉलम	kolumn	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कॉलम	spalt	कॉलम	spalt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कॉलम	kolonn	कॉलम	kolonn	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
समस्थानिक	isotop	समस्थानिक	isotop	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कहावत	ordspråk	कहावत	ordspråk	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
कहावत	maxim	कहावत	maxim	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
समुद्रतल	havsbotten	समुद्रतल	havsbott	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
शायरी	poesi	शायरी	poesi	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रत्याशी	kandidat	प्रत्याशी	kandidat	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आवेग	slagkraft	आवेग	slagkraft	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आवेग	drivkraft	आवेग	drivkraft	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आवेग	impuls	आवेग	impuls	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अध्यात्म	andlighet	अध्यात्म	andlighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सचेत	medveten	सचेत	medveten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
सचेत	medvetna	सचेत	medveten	ADJ	ADJ;NOM;PL
सचेत	medvetande	सचेत	medvetande	ADJ	ADJ;NOM;PRS;V.PTCP
सुनी	lyssnade	सुन	lyssnad	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;PST;V.PTCP;ACT
सुनी	lyssnat	सुन	lyssnad	V;PFV;FEM;SG;V.PTCP;ACT	V;V.CVB;ACT
धर्मार्थ	välgörenhetsorganisation	धर्मार्थ	välgörenhetsorganisation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
धर्मार्थ	välgörenhet	धर्मार्थ	välgörenhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
धर्मार्थ	välgörenhetsorganisationer	धर्मार्थ	välgörenhetsorganisation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
धर्मार्थ	välgörenhetsorganisation	धर्मार्थ	välgörenhetsorganisation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
धर्मार्थ	välgörenhet	धर्मार्थ	välgörenhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पारा	mercury	पारा	mercury	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पारा	kvicksilver	पारा	kvicksilver	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पेंट	färg	पेंट	färg	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पेंट	målarfärg	पेंट	målarfärg	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
निदेशालय	direktoratet	निदेशालय	direktorat	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
नीलामी	auktion	नीलामी	auktion	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पट्टे	leasing	पट्टे	leasing	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पट्टे	hyreskontrakt	पट्टे	hyreskontrakt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्रह्मचर्य	kyskhet	ब्रह्मचर्य	kyskhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ब्रह्मचर्य	celibat	ब्रह्मचर्य	celiba	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आयामी	dimensionell	आयामी	dimensionell	N;NOM;3	N;NOM;INDF;MASC+FEM;SG
पोर्टफोलियो	portföljen	पोर्टफोलियो	portfölj	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
पोर्टफोलियो	portfölj	पोर्टफोलियो	portfölj	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नवाचार	innovation	नवाचार	innovation	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
महंगी	dyr	महंगा	dy	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
महंगी	dyrt	महंगा	dyr	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
पीना	dricka	पी	dricka	V;MASC;NFIN;ACT	V;IMP;NFIN;ACT
पीना	supa	पी	supa	V;MASC;NFIN;ACT	V;IMP;FIN;ACT
पीना	dricker	पी	drick	V;MASC;NFIN;ACT	V;IND;PRS;FIN;ACT
पीना	drick	पी	drick	V;MASC;NFIN;ACT	V;IMP;FIN;ACT
पीना	dricker	पी	drick	V;MASC;NFIN;ACT	V;IND;PRS;FIN;ACT
पीना	supa	पी	supa	V;MASC;NFIN;ACT	V;IMP;FIN;ACT
पीना	dricka	पी	dricka	V;MASC;NFIN;ACT	V;IMP;NFIN;ACT
स्ट्रिप	strippa	स्ट्रिप	strippa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संलयन	fusion	संलयन	fusion	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
डेप	depp	डेप	depp	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रोसेसिंग	beredning	प्रोसेसिंग	beredning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रोसेसिंग	förädling	प्रोसेसिंग	förädling	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रोसेसिंग	bearbetning	प्रोसेसिंग	bearbetning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अवस्थिति	placering	अवस्थिति	placering	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अवस्थिति	placeringen	अवस्थिति	placering	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
अवस्थिति	platsen	अवस्थिति	plats	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
अवस्थिति	läge	अवस्थिति	läge	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
अवस्थिति	plats	अवस्थिति	plats	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
वार्मिंग	uppvärmning	वार्मिंग	uppvärmning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वार्मिंग	uppvärmningen	वार्मिंग	uppvärmning	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
मार्गदर्शक	vägledning	मार्गदर्शक	vägledning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्गदर्शक	guiden	मार्गदर्शक	guid	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
मार्गदर्शक	vägvisare	मार्गदर्शक	vägvis	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्गदर्शक	guide	मार्गदर्शक	gui	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
विभिन्नता	variation	विभिन्नता	variation	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ढोल	trumma	ढोल	trumma	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्वार्क	quark	क्वार्क	quark	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
क्रोमियम	krom	क्रोमियम	krom	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
एकरूपता	enhetlighet	एकरूपता	enhetlighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
वक्ष	bröstkorg	वक्ष	bröstkorg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
वक्ष	bröstkorgen	वक्ष	bröstkorg	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
मध्यस्थता	skiljedom	मध्यस्थता	skiljedom	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मध्यस्थता	medling	मध्यस्थता	medling	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मध्यस्थता	medlingen	मध्यस्थता	medling	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
किक	spark	किक	spark	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
किक	kick	किक	kick	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
धड़कन	beat	धड़कन	bea	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
धड़कन	hjärtslag	धड़कन	hjärtslag	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
छल्ले	ringarna	छल्ले	ring	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
छल्ले	ringar	छल्ले	ringa	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
क्रेन	kran	क्रेन	kran	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्षेत्ररक्षण	kaptenen	क्षेत्ररक्षण	kapt	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
क्षेत्ररक्षण	captain	क्षेत्ररक्षण	captain	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्षेत्ररक्षण	kommendör	क्षेत्ररक्षण	kommendör	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्षेत्ररक्षण	kapten	क्षेत्ररक्षण	kapt	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
क्षेत्ररक्षण	fielding	क्षेत्ररक्षण	fielding	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मॉनिटर	bildskärm	मॉनिटर	bildskärm	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मॉनिटर	monitor	मॉनिटर	monitor	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कोक	kola	कोक	kola	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कोक	koks	कोक	koks	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कोक	cola	कोक	cola	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मशरूम	svamp	मशरूम	svamp	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मशरूम	svamp	मशरूम	svamp	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
शांतिपूर्ण	fridfullt	शांतिपूर्ण	fridfull	ADJ	ADJ;NOM;INDF;NEUT;SG
शांतिपूर्ण	fredlig	शांतिपूर्ण	fredlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
शांतिपूर्ण	fredligt	शांतिपूर्ण	fredlig	ADJ	ADJ;NOM;INDF;NEUT;SG
शांतिपूर्ण	fridfull	शांतिपूर्ण	fridfull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
शांतिपूर्ण	fredliga	शांतिपूर्ण	fredlig	ADJ	ADJ;NOM;PL
बेलन	cylinder	बेलन	cylinder	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बोलना	talar	बोल	tala	V;MASC;NFIN;ACT	V;IND;PRS;FIN;ACT
अवरोधित	blockerade	अवरोधित	blockera	ADJ	ADJ;NOM;PL;PST;V.PTCP
अवरोधित	blockerat	अवरोधित	blockera	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
अवरोधित	blockerad	अवरोधित	blockera	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
अवरोधित	spärrad	अवरोधित	spärra	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
आत्मविश्वास	förtroendet	आत्मविश्वास	förtroende	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
आत्मविश्वास	förtroende	आत्मविश्वास	förtroende	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
कुपोषण	undernäring	कुपोषण	undernäring	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
लापता	försvunnen	लापता	försvinn	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
वाइड	wide	वाइड	wide	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
वारिस	arvinge	वारिस	arvinge	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वारिस	arvtagare	वारिस	arvtagare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वारिस	arvtagare	वारिस	arvtagare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आधुनिकीकरण	modernisering	आधुनिकीकरण	modernisering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
परिवर्तनशील	variabeln	परिवर्तनशील	variabel	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
मच्छर	mygga	मच्छर	mygga	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मैग्नीशियम	magnesium	मैग्नीशियम	magnesium	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
