undervisningen	lesgeven	undervisning	lesgeven	N;DEF;MASC+FEM;SG	N;NEUT;SG
faldende	vallend	falde	vallen	V;PRS;V.PTCP	V;V.PTCP
faldende	dalende	falde	dalen	V;PRS;V.PTCP	V;V.PTCP
faldende	afdalen	falde	afdaal	V;PRS;V.PTCP	V;NFIN
faldende	dalen	falde	dalen	V;PRS;V.PTCP	V;NFIN
faldende	dalende	falde	dalen	V;PRS;V.PTCP	V;V.PTCP
faldende	teruglopende	falde	teruglopen	V;PRS;V.PTCP	V;V.PTCP
faldende	afnemende	falde	afnemen	V;PRS;V.PTCP	V;V.PTCP
faldende	dalende	falde	dalen	V;PRS;V.PTCP	V;V.PTCP
faldende	afnemende	falde	afnemen	V;PRS;V.PTCP	V;V.PTCP
niende	negende	nie	negen	ADJ	ADJ
forstad	buitenwijk	forstad	buitenwijk	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
forstad	voorstad	forstad	voorstad	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
forstad	buitenwijk	forstad	buitenwijk	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
mund	mond	mund	mond	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bryggeriet	brouwerij	bryggeri	brouwerij	N;DEF;NEUT;SG	N;MASC+FEM;SG
huskes	herinnerd	huske	herinneren	V;IND;PRS;FIN;PASS	V;V.PTCP
hentede	opgehaald	hente	ophalen	V;IND;PST;FIN;ACT	V;V.PTCP
uro	onrust	uro	onrust	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
uro	angst	uro	angst	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
uro	ongerustheid	uro	ongerustheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
uro	agitatie	uro	agitatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
due	dove	due	dove	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
due	duif	due	duif	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
due	duifje	due	duifje	N;INDF;MASC+FEM;SG	N;NEUT;SG
due	duif	due	duif	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
justin	justin	justin	justin	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
trusler	dreigingen	trusel	dreiging	N;INDF;MASC+FEM;PL	N;PL
trusler	bedreigingen	trusel	bedreiging	N;INDF;MASC+FEM;PL	N;PL
gestapo	gestapo	gestapo	stapoen	N;INDF;NEUT;SG	N;MASC+FEM;SG
andersson	andersson	andersson	andersson	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fjernsyn	televisie	fjernsyn	televisie	N;INDF;NEUT;SG	N;MASC+FEM;SG
ture	ritten	tur	rit	N;INDF;MASC+FEM;PL	N;PL
ture	attracties	tur	attractie	N;INDF;MASC+FEM;PL	N;PL
ture	rondreizen	tur	rondreizen	N;INDF;MASC+FEM;PL	N;PL
ture	tours	tur	tours	N;INDF;MASC+FEM;PL	N;PL
ture	trips	tur	trips	N;INDF;MASC+FEM;PL	N;PL
forstået	begrepen	forstå	begrijpen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forstået	begrijpen	forstå	begrijpen	V;INDF;SG;PST;V.PTCP	V;NFIN
leonardo	leonardo	leonardo	leonardo	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
diskografi	discografie	diskografi	discografie	N;INDF;NEUT;SG	N;MASC+FEM;SG
opfandt	verzonnen	opfinde	verzinnen	V;IND;PST;FIN;ACT	V;V.PTCP
opfandt	uitgevonden	opfinde	uitvinden	V;IND;PST;FIN;ACT	V;V.PTCP
tiende	tiende	tiende	tien	ADJ	ADJ
logik	logica	logik	logica	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
latinsk	latijnse	latinsk	Latijns	ADJ;INDF;SG	ADJ
latinsk	latijns	latinsk	latijn	ADJ;INDF;SG	ADJ
forbliver	blijft	forblive	blijven	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
forbliver	blijft	forblive	blijven	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
miner	mijnen	mine	mijn	N;INDF;MASC+FEM;PL	N;PL
event	gebeurtenis	event	gebeurtenis	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
event	evenement	event	evenement	N;INDF;MASC+FEM;SG	N;NEUT;SG
event	event	event	event	N;INDF;MASC+FEM;SG	N;NEUT;SG
kattegat	kattegat	kattegat	kattegat	N;INDF;MASC+FEM;SG	N;NEUT;SG
ruiner	ruines	ruin	ruin	N;INDF;MASC+FEM;PL	N;PL
ruiner	ruïnes	ruin	ruïne	N;INDF;MASC+FEM;PL	N;PL
investeringer	beleggingen	investering	belegging	N;INDF;MASC+FEM;PL	N;PL
investeringer	investeringen	investering	investering	N;INDF;MASC+FEM;PL	N;PL
investeringer	investeringen	investering	investering	N;INDF;MASC+FEM;PL	N;PL
israelsk	israëlische	israelsk	israëlisch	ADJ;INDF;SG	ADJ
israelsk	israëlisch	israelsk	israëlisch	ADJ;INDF;SG	ADJ
organer	organen	organ	orgaan	N;INDF;MASC+FEM;PL	N;PL
organer	carrosserieën	organ	carrosserieën	N;INDF;MASC+FEM;PL	N;PL
organer	lichamen	organ	lichaam	N;INDF;MASC+FEM;PL	N;PL
skåret	gesneden	skære	snijden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
skåret	versneden	skære	versnijden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
skåret	knippen	skære	knip	V;INDF;SG;PST;V.PTCP	V;NFIN
skåret	snijden	skære	snijden	V;INDF;SG;PST;V.PTCP	V;NFIN
mindesmærke	herdenking	mindesmærke	herdenking	N;INDF;NEUT;SG	N;MASC+FEM;SG
mindesmærke	memorial	mindesmærke	memorial	N;INDF;NEUT;SG	N;MASC+FEM;SG
mindesmærke	gedenkteken	mindesmærke	gedenkteken	N;INDF;NEUT;SG	N;NEUT;SG
komtesse	comtesse	komtesse	comtesse	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
producenter	producers	producent	producer	N;INDF;MASC+FEM;PL	N;PL
producenter	producenten	producent	producent	N;INDF;MASC+FEM;PL	N;PL
producenter	fabrikanten	producent	fabrikant	N;INDF;MASC+FEM;PL	N;PL
tottenham	tottenham	tottenham	tottenham	N;DEF;MASC+FEM;SG	N;NEUT;SG
fødslen	geboorte	fødsel	geboorte	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
koncerten	concert	koncert	concert	N;DEF;MASC+FEM;SG	N;NEUT;SG
fjernede	verwijderde	fjerne	verwijderen	V;IND;PST;FIN;ACT	V;SG;PST;FIN
fjernede	verwijderd	fjerne	verwijderen	V;IND;PST;FIN;ACT	V;V.PTCP
ægypten	egypte	ægypt	egypt	N;INDF;NEUT;SG	N;NEUT;SG
ulykker	ongevallen	ulykke	ongeval	N;INDF;MASC+FEM;PL	N;PL
ulykker	ongelukken	ulykke	ongeluk	N;INDF;MASC+FEM;PL	N;PL
privilegier	privileges	privilegi	privilege	N;INDF;MASC+FEM;PL	N;PL
privilegier	bevoegdheden	privilegi	bevoegdheid	N;INDF;MASC+FEM;PL	N;PL
privilegier	voorrechten	privilegi	voorrechten	N;INDF;MASC+FEM;PL	N;PL
mann	mann	mann	mann	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
canal	kanaal	canal	kanaal	N;INDF;MASC+FEM;SG	N;NEUT;SG
ost	kaas	ost	kaas	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ost	kaas	ost	kaas	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
vegetation	vegetatie	vegetation	vegetatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
værre	erger	slem	erg	ADJ;CMPR	ADJ;CMPR
værre	slechter	slem	slecht	ADJ;CMPR	ADJ;CMPR
renoveret	opgeknapt	renovere	opknappen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
renoveret	gerenoveerd	renovere	renoveren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
renoveret	gerenoveerde	renovere	renoveren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
renoveret	gerenoveerd	renovere	renoveren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
hulk	hulk	hulk	hulk	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
legenden	legende	legende	legende	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
legenden	legend	legende	legend	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
playoff	playoff	playoff	playoff	N;INDF;NEUT;SG	N;MASC+FEM;SG
interviews	interviews	interviews	interview	N;INDF;NEUT;PL	N;PL
troen	faith	tro	faith	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
troen	vertrouwen	tro	vertrouwen	N;DEF;MASC+FEM;SG	N;NEUT;SG
troen	overtuiging	tro	overtuiging	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
lara	lara	lara	lara	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hyldest	eerbetoon	hyldest	eerbetoon	N;INDF;MASC+FEM;SG	N;NEUT;SG
hyldest	hulde	hyldest	hulde	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hyldest	hulde	hyldest	hulde	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
overveje	overwegen	overveje	overwegen	V;NFIN;ACT	V;NFIN
overveje	overwegen	overveje	overwegen	V;NFIN;ACT	V;NFIN
overveje	overweeg	overveje	overweeg	V;NFIN;ACT	V;SG;PRS;FIN
lettisk	letse	lettisk	lets	ADJ;INDF;SG	ADJ
svækket	verzwakken	svæk	verzwakken	V;INDF;SG;PST;V.PTCP	V;NFIN
svækket	verzwakte	svæk	verzwakken	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
svækket	verzwakt	svæk	verzwakt	V;INDF;SG;PST;V.PTCP	V;V.PTCP
svækket	verzwakt	svæk	verzwakt	V;INDF;SG;PST;V.PTCP	V;V.PTCP
mønstre	patronen	mønster	patroon	N;INDF;NEUT;PL	N;PL
mønstre	designs	mønster	designs	N;INDF;NEUT;PL	N;PL
arkiver	archieven	arkive	archief	N;INDF;NEUT;PL	N;PL
udgår	geschrapt	udgå	schrappen	V;IND;PRS;FIN;ACT	V;V.PTCP
udgår	verwijderd	udgå	verwijderen	V;IND;PRS;FIN;ACT	V;V.PTCP
udgår	gewist	udgå	wissen	V;IND;PRS;FIN;ACT	V;V.PTCP
kierkegaard	kierkegaard	kierkegaard	kierkegaard	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
vægten	gewicht	vægt	gewicht	N;DEF;MASC+FEM;SG	N;NEUT;SG
åbnes	opent	åbne	openen	V;IND;PRS;FIN;PASS	V;SG;PRS;FIN
piper	piper	pipe	piper	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
palads	paleis	palads	paleis	N;INDF;NEUT;SG	N;NEUT;SG
banner	banner	banne	banner	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
banner	vaandel	banne	vaandel	N;INDF;MASC+FEM;SG	N;NEUT;SG
banner	spandoek	banne	spandoek	N;INDF;MASC+FEM;SG	N;NEUT;SG
opdagelse	ontdekking	opdagelse	ontdekking	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
opdagelse	discovery	opdagelse	discovery	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
botaniske	botanische	botanisk	botanisch	ADJ;PL	ADJ
helen	helena	hel	helena	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
toppede	piekte	toppe	piekte	V;IND;PST;FIN;ACT	V;SG;PST;FIN
faser	fasen	fase	fas	N;INDF;MASC+FEM;PL	N;PL
faser	fases	fase	fase	N;INDF;MASC+FEM;PL	N;PL
faser	fasen	fase	fas	N;INDF;MASC+FEM;PL	N;PL
faser	etappes	fase	etap	N;INDF;MASC+FEM;PL	N;PL
faser	stadia	fase	stadium	N;INDF;MASC+FEM;PL	N;PL
balance	saldo	balance	saldo	N;INDF;MASC+FEM;SG	N;NEUT;SG
balance	balans	balance	balans	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
balance	evenwicht	balance	evenwicht	N;INDF;MASC+FEM;SG	N;NEUT;SG
hogwarts	zweinstein	hogwarts	zweinstein	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
misbrug	misbruik	misbrug	misbruik	N;INDF;NEUT;SG	N;NEUT;SG
misbrug	misbruik	misbrug	misbruik	N;INDF;NEUT;SG	N;NEUT;SG
misbrug	mishandeling	misbrug	mishandeling	N;INDF;NEUT;SG	N;MASC+FEM;SG
fastsat	gerepareerd	fastsætte	pepareren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
styring	bestuur	styring	bestuur	N;INDF;MASC+FEM;SG	N;NEUT;SG
styring	governance	styring	governance	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sultan	sultan	sultan	sultan	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
asfalt	asfalt	asfalt	asfalt	N;INDF;MASC+FEM;SG	N;NEUT;SG
amerikaner	amerikaan	amerikaner	amerikaan	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
mandskab	mankracht	mandskab	mankracht	N;INDF;NEUT;SG	N;MASC+FEM;SG
mandskab	bemanning	mandskab	bemanning	N;INDF;NEUT;SG	N;MASC+FEM;SG
mandskab	crew	mandskab	crew	N;INDF;NEUT;SG	N;MASC+FEM;SG
bølger	golven	bølge	golven	N;INDF;MASC+FEM;PL	N;PL
erkendelse	herkenning	erkendelse	herkenning	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
erkendelse	erkenning	erkendelse	erkenning	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
erkendelse	realisatie	erkendelse	realisatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
abel	abel	abel	abel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
peer	peer	peer	peer	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
helsingfors	helsinki	helsingfors	helsinki	N;INDF;NEUT;SG	N;NEUT;SG
siddet	zat	sidde	zitten	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
vindende	winnende	vinde	winnen	V;PRS;V.PTCP	V;V.PTCP
vindende	winnend	vinde	winnen	V;PRS;V.PTCP	V;V.PTCP
vindende	winnen	vinde	winnen	V;PRS;V.PTCP	V;NFIN
cirkel	kring	cirkel	kring	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
cirkel	cirkel	cirkel	cirkel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
adelsmand	edelman	adelsmand	edelman	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
brooklyn	brooklyn	brooklyn	brooklyn	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
lukas	luke	lukas	luk	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
lukas	lukas	lukas	lukas	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kælenavn	bijnaam	kælenavn	bijnaam	N;INDF;NEUT;SG	N;MASC+FEM;SG
kælenavn	roepnaam	kælenavn	roepnaam	N;INDF;NEUT;SG	N;MASC+FEM;SG
kælenavn	nickname	kælenavn	nickname	N;INDF;NEUT;SG	N;MASC+FEM;SG
kid	kind	kid	kind	N;INDF;MASC+FEM;SG	N;NEUT;SG
kid	jongen	kid	jongen	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
spencer	spencer	spence	spencer	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
berømmelse	bekendheid	berømmelse	bekendheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
berømmelse	beroemdheid	berømmelse	beroemdheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
berømmelse	roem	berømmelse	roem	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
berømmelse	faam	berømmelse	faam	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kontakter	contacten	kontakt	contact	N;INDF;MASC+FEM;PL	N;PL
kontakter	contactpersonen	kontakt	contactpersoon	N;INDF;MASC+FEM;PL	N;PL
alter	altaar	alter	altaar	N;INDF;NEUT;SG	N;NEUT;SG
alter	altaar	alter	altaar	N;INDF;NEUT;SG	N;NEUT;SG
alter	heiligdom	alter	heiligdom	N;INDF;NEUT;SG	N;NEUT;SG
alter	alter	alter	alter	N;INDF;NEUT;SG	N;MASC+FEM;SG
invaderede	binnengedrongen	invadere	binnendringen	V;PST;V.PTCP	V;V.PTCP
invaderede	binnengevallen	invadere	binnenvallen	V;PST;V.PTCP	V;V.PTCP
logisk	logisch	logisk	logisch	ADJ;INDF;SG	ADJ
logisk	logische	logisk	logisch	ADJ;INDF;SG	ADJ
logisk	logisch	logisk	logisch	ADJ;INDF;SG	ADJ
logisk	logische	logisk	logisch	ADJ;INDF;SG	ADJ
udgifter	uitgaven	udgift	uitgave	N;INDF;MASC+FEM;PL	N;PL
udgifter	uitgaven	udgift	uitgave	N;INDF;MASC+FEM;PL	N;PL
udgifter	onkosten	udgift	onkosten	N;INDF;MASC+FEM;PL	N;PL
udstedt	afgegeven	udstedt	afgeven	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udstedt	uitgegeven	udstedt	uitgeven	V;INDF;SG;PST;V.PTCP	V;V.PTCP
erhvervet	verkregen	erhvervet	verkrijgen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
erhvervet	verworven	erhvervet	verwerven	V;INDF;SG;PST;V.PTCP	V;V.PTCP
biblioteker	bibliotheken	bibliotek	bibliotheek	N;INDF;NEUT;PL	N;PL
betegnelser	indicaties	betegnelse	indicatie	N;INDF;MASC+FEM;PL	N;PL
betegnelser	benamingen	betegnelse	benaming	N;INDF;MASC+FEM;PL	N;PL
betegnelser	beschrijvingen	betegnelse	beschrijving	N;INDF;MASC+FEM;PL	N;PL
betegnelser	omschrijvingen	betegnelse	omschrijving	N;INDF;MASC+FEM;PL	N;PL
gribe	grijpen	gribe	grijpen	V;NFIN;ACT	V;NFIN
linket	link	linke	link	N;DEF;NEUT;SG	N;MASC+FEM;SG
linket	koppeling	linke	koppeling	N;DEF;NEUT;SG	N;MASC+FEM;SG
velegnet	geschikt	velegnet	geschikt	ADJ;INDF;SG	ADJ
velegnet	geschikte	velegnet	geschikt	ADJ;INDF;SG	ADJ
billigere	goedkoper	billig	goedkoper	ADJ;CMPR	ADJ;CMPR
billigere	goedkopere	billig	goedkoop	ADJ;CMPR	ADJ;CMPR
himmel	hemel	himmel	hemel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
himmel	hemel	himmel	hemel	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
himmel	lucht	himmel	lucht	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
himmel	sky	himmel	sky	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ansvarlige	verantwoordelijke	ansvarlig	verantwoordelijk	ADJ;PL	ADJ
ansvarlige	verantwoordelijk	ansvarlig	verantwoordelijk	ADJ;PL	ADJ
redskaber	versnellingen	redskab	versnelling	N;INDF;NEUT;PL	N;PL
redskaber	tandwielen	redskab	tandwiel	N;INDF;NEUT;PL	N;PL
redskaber	tools	redskab	tools	N;INDF;NEUT;PL	N;PL
redskaber	gereedschappen	redskab	gereedschap	N;INDF;NEUT;PL	N;PL
redskaber	hulpmiddelen	redskab	hulpmiddel	N;INDF;NEUT;PL	N;PL
redskaber	netten	redskab	netten	N;INDF;NEUT;PL	N;PL
forhindrer	voorkomt	forhindre	voorkomen	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
biograf	bioscoop	biograf	bioscoop	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
biograf	theater	biograf	theater	N;INDF;MASC+FEM;SG	N;NEUT;SG
biograf	bioscoop	biograf	bioscoop	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
biograf	cinema	biograf	cinema	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
blik	blik	blik	blik	N;INDF;NEUT;SG	N;MASC+FEM;SG
blik	oog	blik	oog	N;INDF;NEUT;SG	N;NEUT;SG
christie	christie	christie	christie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
datterselskab	dochtermaatschappij	datterselskab	dochtermaatschappij	N;INDF;NEUT;SG	N;MASC+FEM;SG
datterselskab	filiaal	datterselskab	filiaal	N;INDF;NEUT;SG	N;NEUT;SG
datterselskab	dochteronderneming	datterselskab	dochteronderneming	N;INDF;NEUT;SG	N;MASC+FEM;SG
påstod	geclaimd	påstå	claimen	V;IND;PST;FIN;ACT	V;V.PTCP
påstod	opgeëist	påstå	oplissen	V;IND;PST;FIN;ACT	V;V.PTCP
påstod	claimde	påstå	claimen	V;IND;PST;FIN;ACT	V;SG;PST;FIN
påstod	beweerde	påstå	beweren	V;IND;PST;FIN;ACT	V;SG;PST;FIN
påstod	geclaimde	påstå	claimen	V;IND;PST;FIN;ACT	V;V.PTCP
skilte	penningen	skille	penning	N;INDF;MASC+FEM;PL	N;PL
skilte	insignes	skille	insignes	N;INDF;MASC+FEM;PL	N;PL
skilte	badges	skille	badge	N;INDF;MASC+FEM;PL	N;PL
skilte	borden	skille	bord	N;INDF;MASC+FEM;PL	N;PL
skilte	bordjes	skille	bord	N;INDF;MASC+FEM;PL	N;PL
skilte	tekens	skille	teken	N;INDF;MASC+FEM;PL	N;PL
bestemmelse	voorziening	bestemmelse	voorziening	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bestemmelse	bepaling	bestemmelse	bepaling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bestemmelse	vastberadenheid	bestemmelse	vastberadenheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bestemmelse	bepaling	bestemmelse	bepaling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bestemmelse	clausule	bestemmelse	clausule	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
skønhed	beauty	skønhed	beauty	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
skønhed	schoonheid	skønhed	schoonheid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
roberts	roberts	rober	robert	N;GEN;INDF;MASC+FEM;SG	N;MASC+FEM;SG
brigader	brigades	brigade	brigade	N;INDF;MASC+FEM;PL	N;PL
unger	kinderen	unge	kind	N;INDF;MASC+FEM;PL	N;PL
unger	welpen	unge	welpen	N;INDF;MASC+FEM;PL	N;PL
unger	cubs	unge	cubs	N;INDF;MASC+FEM;PL	N;PL
comeback	comeback	comeback	comeback	N;INDF;NEUT;SG	N;MASC+FEM;SG
serbiske	servische	serbisk	servisch	ADJ;PL	ADJ
serbiske	servisch	serbisk	servisch	ADJ;PL	ADJ
koden	wetboek	koden	wetboek	N;DEF;MASC+FEM;SG	N;NEUT;SG
koden	code	koden	code	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
ferie	feestdag	ferie	feestdag	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ferie	vakantie	ferie	vakantie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ferie	vakantie	ferie	vakantie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ferie	vakantie	ferie	vakantie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
elektronik	elektronica	elektronik	elektronica	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
elektronik	electronica	elektronik	electronica	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
cykel	fiets	cykel	fiets	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indehaver	houder	indehave	houder	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
huden	huid	huden	huid	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
huden	skin	huden	skin	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
passager	passagier	passager	passagier	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
passager	reiziger	passager	reiziger	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fattigdom	armoede	fattigdom	armoede	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
slægtninge	verwanten	slægtning	verwant	N;INDF;MASC+FEM;PL	N;PL
slægtninge	familieleden	slægtning	familielid	N;INDF;MASC+FEM;PL	N;PL
sammenbrud	indeling	sammenbrud	indeling	N;INDF;NEUT;SG	N;MASC+FEM;SG
sammenbrud	verdeling	sammenbrud	verdeling	N;INDF;NEUT;SG	N;MASC+FEM;SG
sammenbrud	uitsplitsing	sammenbrud	uitsplitsing	N;INDF;NEUT;SG	N;MASC+FEM;SG
sammenbrud	crash	sammenbrud	crash	N;INDF;NEUT;SG	N;MASC+FEM;SG
sammenbrud	ineenstorting	sammenbrud	ineenstorting	N;INDF;NEUT;SG	N;MASC+FEM;SG
sammenbrud	instorting	sammenbrud	instorting	N;INDF;NEUT;SG	N;MASC+FEM;SG
facto	facto	facto	facto	ADJ;INDF;SG	ADJ
konferencen	conferentie	konference	conferentie	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
udpegede	aangeduide	udpege	aanduiden	V;IND;PST;FIN;ACT	V;V.PTCP
udpegede	aangeduid	udpege	aanduiden	V;IND;PST;FIN;ACT	V;V.PTCP
udpegede	aangewezen	udpege	aanwijzen	V;IND;PST;FIN;ACT	V;V.PTCP
depression	depressie	depression	depressie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tænkte	dacht	tænke	denken	V;IND;PST;FIN;ACT	V;SG;PST;FIN
tænkte	dachten	tænke	denken	V;IND;PST;FIN;ACT	V;PL;PST;FIN
tænkte	gedacht	tænke	denken	V;IND;PST;FIN;ACT	V;V.PTCP
tænkte	nadenken	tænke	nadenken	V;IND;PST;FIN;ACT	V;NFIN
tænkte	denken	tænke	denken	V;IND;PST;FIN;ACT	V;NFIN
tænkte	denkend	tænke	denkend	V;IND;PST;FIN;ACT	V;V.PTCP
gregorianske	gregoriaanse	gregoriansk	gregoriaans	ADJ;PL	ADJ
erklærer	verklaren	erklære	verklaren	V;IND;PRS;FIN;ACT	V;NFIN
erklærer	uitroepen	erklære	uitroepen	V;IND;PRS;FIN;ACT	V;NFIN
erklærer	verklaar	erklære	verklaar	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
erklærer	verklaren	erklære	verklaren	V;IND;PRS;FIN;ACT	V;NFIN
erklærer	verklaart	erklære	verklaren	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
slås	vechten	slås	vechten	V;NFIN;PASS	V;NFIN
kold	koude	kold	koud	ADJ;INDF;MASC+FEM;SG	ADJ
kold	koud	kold	koud	ADJ;INDF;MASC+FEM;SG	ADJ
relevans	relevantie	relevans	relevantie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
værft	scheepswerf	værft	scheepswerf	N;INDF;NEUT;SG	N;MASC+FEM;SG
foreslå	suggereren	foreslå	suggereren	V;NFIN;ACT	V;NFIN
hjemmesider	websites	hjemmeside	website	N;INDF;MASC+FEM;PL	N;PL
forlangte	eisten	forlange	eisen	V;IND;PST;FIN;ACT	V;PL;PST;FIN
forlangte	geëist	forlange	eisen	V;IND;PST;FIN;ACT	V;V.PTCP
forlangte	eiste	forlange	eisen	V;IND;PST;FIN;ACT	V;SG;PST;FIN
forlangte	geëiste	forlange	eisen	V;IND;PST;FIN;ACT	V;V.PTCP
tjekkiske	tsjechische	tjekkisk	tsjechisch	ADJ;PL	ADJ
tjekkiske	tsjechisch	tjekkisk	tsjechisch	ADJ;PL	ADJ
krisen	crisis	kris	crisis	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
palæstinensiske	palestijns	palæstinensisk	palestijns	ADJ;PL	ADJ
palæstinensiske	palestijnse	palæstinensisk	palestijns	ADJ;PL	ADJ
kronet	gekroond	kron	kronen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
