die	the	die	the	DET;DEF	DET;DEF
eksamen	exam	eksamen	exam	N;SG	N;SG
welvaart	welfare	welvaart	welfare	N;SG	N;SG
elektromagnetiese	electromagnetic	elektromagneties	electromagnetic	ADJ;NOM	ADJ
geïnstalleer	installed	installeer	install	V;PST;V.PTCP	V;PST;V.PTCP
vensters	windows	venster	window	N;PL	N;PL
huwelike	marriages	huwelik	marriage	N;PL	N;PL
voorlopige	preliminary	voorlopig	preliminary	ADJ;NOM	ADJ
standbeelde	statues	standbeeld	statue	N;PL	N;PL
tydperke	periods	tydperk	period	N;PL	N;PL
eise	claims	eise	claim	N;PL	N;PL
tonnel	tunnel	tonnel	tunnel	N;SG	N;SG
spits	spits	spits	spit	V;PRS	V;IND;SG;3;PRS;FIN
voorwaarde	condition	voorwaarde	condition	N;SG	N;SG
reekse	ranges	reeks	range	N;PL	N;PL
burgerskap	citizenship	burgerskap	citizenship	N;SG	N;SG
keur	approve	keur	approve	V;PRS	V;IMP;FIN
hoogtes	heights	hoogte	height	N;PL	N;PL
ingeskryf	subscribed	inskryf	subscribe	V;PST;V.PTCP	V;PST;V.PTCP
rekords	records	rekord	record	N;PL	N;PL
gote	goths	goot	goth	N;PL	N;PL
veldtogte	campaigns	veldtog	campaign	N;PL	N;PL
pligte	duties	plig	duty	N;PL	N;PL
persoonlikhede	personalities	persoonlikheid	personality	N;PL	N;PL
religie	religion	religie	religion	N;SG	N;SG
fakulteit	faculty	fakulteit	faculty	N;SG	N;SG
begeerte	desire	begeerte	desire	N;SG	N;SG
kosakke	cossacks	kosak	cossack	N;PL	N;PL
dinamiese	dynamic	dinamies	dynamic	ADJ;NOM	ADJ
uitvinding	invention	uitvinding	invention	N;SG	N;SG
monetêre	monetary	monetêre	monetary	N;SG	N;SG
logiese	logical	logies	logical	ADJ;NOM	ADJ
legendariese	legendary	legendaries	legendary	ADJ;NOM	ADJ
afval	waste	afval	waste	V;PRS	V;IMP;FIN
topografiese	topographic	topografies	topographic	ADJ;NOM	ADJ
gene	gene	gene	gene	N;SG	N;SG
busse	buses	busse	bus	N;PL	N;PL
beskawings	civilizations	beskawing	civilization	N;PL	N;PL
uitgesluit	exclude	uitsluit	exclude	V;PST;V.PTCP	V;IMP;FIN
uitgesluit	excluded	uitsluit	exclude	V;PST;V.PTCP	V;PST;V.PTCP
uitgesluit	excluding	uitsluit	exclude	V;PST;V.PTCP	V;V.MSDR
frekwensie	frequency	frekwensie	frequency	N;SG	N;SG
oplossings	solutions	oplossing	solution	N;PL	N;PL
keisers	emperors	keiser	emperor	N;PL	N;PL
vereistes	requirements	vereiste	requirement	N;PL	N;PL
victoriaanse	victorian	victoriaans	victorian	ADJ;NOM	ADJ
uitgevind	invented	uitvind	invent	V;PST;V.PTCP	V;PST;V.PTCP
aangegaan	incurred	aangaan	incur	V;PST;V.PTCP	V;PST;V.PTCP
lyste	lists	lyste	list	N;PL	N;PL
konsepte	drafts	konsepte	draft	N;PL	N;PL
konsepte	concepts	konsepte	concept	N;PL	N;PL
bekendstelling	introduction	bekendstelling	introduction	N;SG	N;SG
bekendstelling	intro	bekendstelling	intro	N;SG	N;SG
spreker	speaker	spreker	speaker	N;SG	N;SG
stasies	stations	stasie	station	N;PL	N;PL
herinnering	memory	herinnering	memory	N;SG	N;SG
fisieke	physical	fisiek	physical	ADJ;NOM	ADJ
bedreigde	endangered	bedreig	endangered	ADJ;NOM	ADJ
klippe	stones	klip	stone	N;PL	N;PL
klippe	rocks	klip	rock	N;PL	N;PL
vergelykings	comparisons	vergelyking	comparison	N;PL	N;PL
vergelykings	equations	vergelyking	equation	N;PL	N;PL
politici	politicians	politici	politician	N;PL	N;PL
ontwerper	designer	ontwerper	designer	N;SG	N;SG
tonele	scenes	tonele	scene	N;PL	N;PL
kilogram	kilogram	kilogram	kilogram	N;SG	N;SG
skielike	sudden	skielik	sudden	ADJ;NOM	ADJ
alkohol	alcohol	alkohol	alcohol	N;SG	N;SG
sang	singing	sang	sing	N;SG	N;SG
herlewing	revival	herlewing	revival	N;SG	N;SG
room	cream	room	cream	N;SG	N;SG
simboliseer	symbolizes	simboliseer	symbolize	V;PRS	V;IND;SG;3;PRS;FIN
aluminium	aluminium	aluminium	aluminium	N;SG	N;SG
aluminium	aluminum	aluminium	aluminum	N;SG	N;SG
verleng	extend	verleng	extend	V;PRS	V;IMP;FIN
uitbrei	expand	uitbrei	expand	V;PRS	V;IMP;FIN
uitbrei	extend	uitbrei	extend	V;PRS	V;IMP;FIN
wesens	beings	wesens	being	N;PL	N;PL
roetes	routes	roete	route	N;PL	N;PL
soewereiniteit	sovereignty	soewereiniteit	sovereignty	N;SG	N;SG
springs	springs	spring	spring	N;PL	N;PL
tee	tea	tee	tea	N;SG	N;SG
eed	oath	eed	oath	N;SG	N;SG
gekombineer	combined	kombineer	combine	V;PST;V.PTCP	V;PST;V.PTCP
restaurant	restaurant	restaurant	restaurant	N;SG	N;SG
teruggetrek	revoked	teruggetrek	revoke	V;PST;V.PTCP	V;PST;V.PTCP
intelligensie	intelligence	intelligensie	intelligence	N;SG	N;SG
bekragtig	validate	bekragtig	validate	V;PRS	V;IMP;FIN
outomatiese	automatic	outomaties	automatic	ADJ;NOM	ADJ
aksies	actions	aksie	action	N;PL	N;PL
datums	dates	datum	date	N;PL	N;PL
fabriek	factory	fabriek	factory	N;SG	N;SG
vervaardigers	producers	vervaardiger	producer	N;PL	N;PL
snitte	tracks	snit	track	N;PL	N;PL
hipotese	hypothesis	hipotees	hypothesis	N;SG	N;SG
vaardighede	skills	vaardigheid	skill	N;PL	N;PL
neiging	trend	neiging	trend	N;SG	N;SG
fundamentele	fundamental	fundamenteel	fundamental	ADJ;NOM	ADJ
essays	essays	essays	essays	N;PL	N;PL
wisselwerking	interaction	wisselwerking	interaction	N;SG	N;SG
aspek	aspect	aspek	aspect	N;SG	N;SG
vreedsame	peaceful	vreedsaam	peaceful	ADJ;NOM	ADJ
lughawens	airports	lughawens	airport	N;PL	N;PL
bed	bed	bed	bed	N;SG	N;SG
besigheid	meeting	besigheid	meeting	N;SG	N;SG
besigheid	business	besigheid	business	N;SG	N;SG
ontploffing	explosion	ontploffing	explosion	N;SG	N;SG
rembrandt	rembrandt	rembrandt	rembrandt	N;SG	N;SG
konserte	concerts	konserte	concert	N;PL	N;PL
seremonie	ceremony	seremonie	ceremony	N;SG	N;SG
munte	coins	munt	coin	N;PL	N;PL
gery	rode	gery	ride	V;PST;V.PTCP	V;IND;PST;FIN
lêers	files	lêers	file	N;PL	N;PL
huishoudelike	domestic	huishoudelik	domestic	ADJ;NOM	ADJ
korrupsie	corruption	korrupsie	corruption	N;SG	N;SG
kommunikeer	communicate	kommunikeer	communicate	V;PRS	V;IMP;FIN
noodsaaklike	essential	noodsaaklik	essential	ADJ;NOM	ADJ
ingedien	submitted	indien	submit	V;PST;V.PTCP	V;PST;V.PTCP
bye	bees	byd	bee	N;PL	N;PL
nuttige	helpful	nuttig	helpful	ADJ;NOM	ADJ
doeltreffend	efficiently	doeltreffend	efficiently	ADV	ADV
saad	seed	saad	seed	N;SG	N;SG
gerangskik	ranked	rangskik	rank	V;PST;V.PTCP	V;PST;V.PTCP
regiment	regiment	regiment	regiment	N;SG	N;SG
verwerking	screening	verwerking	screen	N;SG	N;SG
masjien	engine	masjien	engine	N;SG	N;SG
masjien	machine	masjien	machine	N;SG	N;SG
buitelanders	foreigners	buitelander	foreigner	N;PL	N;PL
besoeke	impressions	besoek	impression	N;PL	N;PL
besoeke	visits	besoek	visit	N;PL	N;PL
geskatte	estimated	geskat	estimate	V;PST;V.PTCP	V;PST;V.PTCP
episodes	episodes	episode	episode	N;PL	N;PL
rys	rice	rys	rice	N;SG	N;SG
aanhou	keep	aanhou	keep	V;PRS	V;IMP;FIN
verskuiwing	migration	verskuiwing	migration	N;SG	N;SG
dring	insist	dring	insist	V;PRS	V;IMP;FIN
voorregte	privileges	voorreg	privileges	N;PL	N;PL
handelinge	actions	handeling	action	N;PL	N;PL
eier	egg	eier	egg	N;SG	N;SG
wydte	width	wydte	width	N;SG	N;SG
talent	talent	talent	talent	N;SG	N;SG
koppe	headers	kop	header	N;PL	N;PL
inleiding	introduction	inleiding	introduction	N;SG	N;SG
neerslag	precipitation	neerslag	precipitation	N;SG	N;SG
trots	proud	trots	proud	ADJ;NOM	ADJ
ontevredenheid	dissatisfaction	ontevredenheid	dissatisfaction	N;SG	N;SG
blootstelling	exposure	blootstelling	exposure	N;SG	N;SG
sinners	sinners	sinners	sinner	N;PL	N;PL
steel	steal	steel	steal	V;PRS	V;IMP;FIN
steel	steals	steel	steal	V;PRS	V;IND;SG;3;PRS;FIN
oscars	oscars	oscars	oscar	N;PL	N;PL
optredes	behaviors	optrede	behavior	N;PL	N;PL
optredes	performances	optrede	performance	N;PL	N;PL
aangeleenthede	matters	aangeleentheid	matter	N;PL	N;PL
tong	tongue	tong	tongue	N;SG	N;SG
sentrums	centers	sentrum	center	N;PL	N;PL
sentrums	centres	sentrum	centre	N;PL	N;PL
erfgenaam	heir	erfgenaam	heir	N;SG	N;SG
georganiseerde	organised	organiseer	organised	ADJ;NOM	ADJ
vordering	progress	vordering	progress	N;SG	N;SG
tabak	tobacco	tabak	tobacco	N;SG	N;SG
gekyk	watched	gekyk	watch	V;PST;V.PTCP	V;PST;V.PTCP
gekyk	viewed	gekyk	view	V;PST;V.PTCP	V;PST;V.PTCP
handelsmerk	brand	handelsmerk	brand	N;SG	N;SG
handelsmerk	trademark	handelsmerk	trademark	N;SG	N;SG
brûe	bridges	brûe	bridge	N;PL	N;PL
lesings	lectures	lesing	lecture	N;PL	N;PL
lens	lens	lens	lens	N;SG	N;SG
wolkekrabber	skyscraper	wolkekrabber	skyscraper	N;SG	N;SG
ooreenstemming	match	ooreenstemming	match	N;SG	N;SG
waarneem	watch	waarneem	watch	V;PRS	V;IMP;FIN
situasies	situations	situasie	situation	N;PL	N;PL
sinne	sentences	sinne	sentence	N;PL	N;PL
honde	dogs	hond	dog	N;PL	N;PL
dimensies	dimensions	dimensies	dimension	N;PL	N;PL
outeurs	authors	outeur	author	N;PL	N;PL
gewoontes	habits	gewoontes	habit	N;PL	N;PL
troue	wedding	trou	wedding	N;SG	N;SG
hotelle	hotels	hotelle	hotel	N;PL	N;PL
teaters	theaters	teater	theater	N;PL	N;PL
aangedryf	powered	aandryf	power	V;PST;V.PTCP	V;PST;V.PTCP
opsie	option	opsie	option	N;SG	N;SG
moedig	encourage	moedig	encourage	V;PRS	V;IMP;FIN
patent	patent	patent	patent	N;SG	N;SG
praktyke	practices	praktyak	practice	N;PL	N;PL
hongersnood	famine	hongersnood	famine	N;SG	N;SG
rye	rows	rye	row	N;PL	N;PL
sielkunde	psychology	sielkund	psychology	N;SG	N;SG
draaiboek	screenplay	draaiboek	screenplay	N;SG	N;SG
respek	respect	respek	respect	N;SG	N;SG
lood	lead	lood	lead	N;SG	N;SG
fotografie	photography	fotografie	photography	N;SG	N;SG
oorskry	exceed	oorskry	exceed	V;PRS	V;IMP;FIN
maag	stomach	maag	stomach	N;SG	N;SG
wysiging	editing	wysiging	editing	N;SG	N;SG
konsert	concert	konsert	concert	N;SG	N;SG
gunsteling	favourite	gunsteling	favourite	N;SG	N;SG
gunsteling	favorite	gunsteling	favorite	N;SG	N;SG
onwettige	illegal	onwettig	illegal	ADJ;NOM	ADJ
geëmigreer	emigrated	imigreer	emigrate	V;PST;V.PTCP	V;IND;PST;FIN
botsings	conflicts	botsings	conflict	N;PL	N;PL
botsings	collisions	botsings	collision	N;PL	N;PL
kollegas	colleagues	kollega	colleague	N;PL	N;PL
vlieënier	aviator	vlieënier	aviator	N;SG	N;SG
ontmoeting	meeting	ontmoeting	meeting	N;SG	N;SG
geskille	disputes	geskil	dispute	N;PL	N;PL
versterkings	reinforcements	versterking	reinforcement	N;PL	N;PL
bydraers	contributors	bydraer	contributor	N;PL	N;PL
filosowe	philosophers	filosowe	philosopher	N;PL	N;PL
hoofkarakter	protagonist	hoofkarakter	protagonist	N;SG	N;SG
gemerk	tagged	merk	tag	V;PST;V.PTCP	V;PST;V.PTCP
gemerk	checked	merk	check	V;PST;V.PTCP	V;PST;V.PTCP
gemerk	selected	merk	select	V;PST;V.PTCP	V;PST;V.PTCP
gemerk	highlighted	merk	highlight	V;PST;V.PTCP	V;PST;V.PTCP
gemerk	flagged	merk	flag	V;PST;V.PTCP	V;PST;V.PTCP
monster	beast	monster	beast	N;SG	N;SG
monster	monster	monster	monster	N;SG	N;SG
staak	abort	staak	abort	V;PRS	V;IMP;FIN
bose	evil	bose	evil	N;SG	N;SG
atletiek	athletics	atletiek	athletics	N;PL	N;PL
gesofistikeerde	sophisticated	sofistikeer	sophisticated	ADJ;NOM	ADJ
natuurskoon	scenery	natuurskoon	scenery	N;SG	N;SG
natuurskoon	scenic	natuurskoon	scenic	N;SG	N;SG
sektore	sectors	sektor	sector	N;PL	N;PL
mislukking	failure	mislukking	failure	N;SG	N;SG
gordel	belt	gordel	belt	N;SG	N;SG
ondervinding	experience	ondervinding	experience	N;SG	N;SG
veelvuldige	multiple	veelvuldig	multiple	ADJ;NOM	ADJ
geregtigheid	justice	geregtigheid	justice	N;SG	N;SG
isotoop	isotope	isotoop	isotope	N;SG	N;SG
tekeninge	drawings	tekening	drawing	N;PL	N;PL
stabiliteit	stability	stabiliteit	stability	N;SG	N;SG
besprekings	discussions	bespreking	discussion	N;PL	N;PL
besprekings	reservations	bespreking	reservation	N;PL	N;PL
verbruikers	consumers	verbruiker	consumer	N;PL	N;PL
ooreengekom	agreed	ooreenkom	agree	V;PST;V.PTCP	V;PST;V.PTCP
ooreengekom	negotiated	ooreenkom	negotiate	V;PST;V.PTCP	V;PST;V.PTCP
visie	vision	visie	vision	N;SG	N;SG
dieretuin	zoo	dieretuin	zoo	N;SG	N;SG
bystand	support	bystand	support	N;SG	N;SG
vriendskap	friendship	vriendskap	friendship	N;SG	N;SG
bates	assets	bate	asset	N;PL	N;PL
betekenisse	meanings	betekenis	meaning	N;PL	N;PL
herroep	recall	herroep	recall	V;PRS	V;IMP;FIN
herroep	revoke	herroep	revoke	V;PRS	V;IMP;FIN
herroep	remember	herroep	remember	V;PRS	V;IMP;FIN
wol	wool	wol	wool	N;SG	N;SG
verenigings	associations	vereniging	association	N;PL	N;PL
indeks	index	indeks	index	N;SG	N;SG
inskrywing	entry	inskrywing	entry	N;SG	N;SG
restaurante	restaurants	restaurant	restaurant	N;PL	N;PL
integrasie	integration	integrasie	integration	N;SG	N;SG
waardering	appreciation	waardering	appreciation	N;SG	N;SG
meetkunde	geometry	meetkund	geometry	N;SG	N;SG
nooi	invite	nooi	invite	V;PRS	V;IMP;FIN
kenners	experts	kenners	expert	N;PL	N;PL
skuilnaam	pseudonym	skuilnaam	pseudonym	N;SG	N;SG
trappe	stairs	trap	stair	N;PL	N;PL
trappe	traps	trap	trap	N;PL	N;PL
muis	mouse	muis	mouse	N;SG	N;SG
kameras	cameras	kamera	camera	N;PL	N;PL
veldslag	battle	veldslag	battle	N;SG	N;SG
tenks	tanks	tenks	tank	N;PL	N;PL
voorkant	front	voorkant	front	N;SG	N;SG
waardeer	appreciate	waardeer	appreciate	V;PRS	V;IND;PRS;FIN
spandeer	spend	spandeer	spend	V;PRS	V;IMP;FIN
wiele	wheels	wiel	wheel	N;PL	N;PL
berekening	calculation	berekening	calculation	N;SG	N;SG
spraak	speech	spraak	speech	N;SG	N;SG
aanslag	scourge	aanslag	scourge	N;SG	N;SG
kombuis	kitchen	kombuis	kitchen	N;SG	N;SG
omgeskakel	converted	omskakel	converted	V;PST;V.PTCP	V;PST;V.PTCP
skilders	painters	skilder	painter	N;PL	N;PL
masjiene	machines	masjien	machine	N;PL	N;PL
woonstel	apartment	woonstel	apartment	N;SG	N;SG
portaal	gateway	portaal	gateway	N;SG	N;SG
gedood	killed	dood	kill	V;PST;V.PTCP	V;PST;V.PTCP
grepe	bytes	greep	byte	N;PL	N;PL
orals	everywhere	orals	everywhere	ADV	ADV
inflasie	inflation	inflasie	inflation	N;SG	N;SG
logika	logic	logika	logic	N;SG	N;SG
gelowe	religions	geloof	religion	N;PL	N;PL
skoonheid	beauty	skoonheid	beauty	N;SG	N;SG
insluiting	inclusion	insluiting	inclusion	N;SG	N;SG
warmte	warmth	warmte	warmth	N;SG	N;SG
genres	genres	genres	genre	N;PL	N;PL
oortuigings	beliefs	oortuiging	belief	N;PL	N;PL
heuning	honey	heuning	honey	N;SG	N;SG
bediener	daemon	bediener	daemon	N;SG	N;SG
bediener	host	bediener	host	N;SG	N;SG
bediener	server	bediener	server	N;SG	N;SG
langdurige	lasting	langdurig	lasting	ADJ;NOM	ADJ
vergoeding	compensation	vergoeding	compensation	N;SG	N;SG
vergoeding	remuneration	vergoeding	remuneration	N;SG	N;SG
balans	balance	balans	balance	N;SG	N;SG
balans	balancing	balans	balancing	N;SG	N;SG
leerling	apprenticeship	leerling	apprenticeship	N;SG	N;SG
atheense	athenian	atheens	athenian	ADJ;NOM	ADJ
agent	agent	agent	agent	N;SG	N;SG
resensies	reviews	resensie	review	N;PL	N;PL
enigiemand	anyone	enigiemand	anyone	PRO	PRO;SG
kommunisme	communism	kommunisme	communism	N;SG	N;SG
stellings	settings	stelling	setting	N;PL	N;PL
toewyding	dedication	toewyding	dedication	N;SG	N;SG
bepaling	determination	bepaling	determination	N;SG	N;SG
volksmoord	genocide	volksmoord	genocide	N;SG	N;SG
slagoffer	victim	slagoffer	victim	N;SG	N;SG
uitsonderings	styles	uitsondering	style	N;PL	N;PL
uitsonderings	exceptions	uitsondering	exception	N;PL	N;PL
skerm	screen	skerm	screen	N;SG	N;SG
solo	solo	solo	solo	N;SG	N;SG
bok	goat	bok	goat	N;SG	N;SG
horings	horns	horing	horn	N;PL	N;PL
howe	courts	hof	court	N;PL	N;PL
laboratorium	laboratory	laboratorium	laboratory	N;SG	N;SG
laboratorium	lab	laboratorium	lab	N;SG	N;SG
sfeer	sphere	sfeer	sphere	N;SG	N;SG
ewige	eternal	ewige	eternal	N;SG	N;SG
deurbraak	breakthrough	deurbraak	breakthrough	N;SG	N;SG
kombineer	combine	kombineer	combine	V;PRS	V;IMP;FIN
woonstelle	apartments	woonstel	apartment	N;PL	N;PL
opsomming	recap	opsomming	recap	N;SG	N;SG
opsomming	digest	opsomming	digest	N;SG	N;SG
opsomming	summary	opsomming	summary	N;SG	N;SG
argumente	arguments	argument	argument	N;PL	N;PL
terminaal	terminal	terminaal	terminal	N;SG	N;SG
lirieke	lyrics	liriek	lyric	N;PL	N;PL
afsonderlik	separately	afsonderlik	separately	ADV	ADV
herstelwerk	repair	herstelwerk	repair	N;SG	N;SG
ineenstorting	collapse	ineenstorting	collapse	N;SG	N;SG
ervarings	experiences	ervaring	experience	N;PL	N;PL
fauna	fauna	fauna	fauna	N;SG	N;SG
voorneme	intention	voorneme	intention	N;SG	N;SG
saai	sow	saai	sow	V;PRS	V;IMP;FIN
kopieë	copies	kopie	copy	N;PL	N;PL
kontras	contrast	kontras	contrast	N;SG	N;SG
diverse	diverse	divers	diverse	ADJ;NOM	ADJ
diverse	miscellaneous	divers	miscellaneous	ADJ;NOM	ADJ
etage	stage	etag	stage	N;SG	N;SG
justisie	justice	justisie	justice	N;SG	N;SG
protokol	protocol	protokol	protocol	N;SG	N;SG
agtervoegsel	suffix	agtervoegsel	suffix	N;SG	N;SG
demografiese	demographic	demografies	demographic	ADJ;NOM	ADJ
opvoering	performance	opvoering	performance	N;SG	N;SG
kliek	click	kliek	click	V;PRS	V;IMP;FIN
fondament	foundation	fondament	foundation	N;SG	N;SG
verduideliking	explanation	verduideliking	explanation	N;SG	N;SG
heraldiek	heraldry	heraldiek	heraldry	N;SG	N;SG
voorrade	supplies	voorrade	supplies	N;PL	N;PL
koshuis	sorority	koshuis	sorority	N;SG	N;SG
koshuis	fraternity	koshuis	fraternity	N;SG	N;SG
koshuis	hostel	koshuis	hostel	N;SG	N;SG
kontinente	continents	kontinent	continent	N;PL	N;PL
reptiele	reptiles	reptiel	reptile	N;PL	N;PL
minuut	minute	minuut	minute	N;SG	N;SG
voorraad	supply	voorraad	supply	N;SG	N;SG
krater	crater	kraat	crater	N;SG	N;SG
resolusie	resolution	resolusie	resolution	N;SG	N;SG
skatting	estimate	skatting	estimate	N;SG	N;SG
skatting	estimation	skatting	estimation	N;SG	N;SG
horing	horn	horing	horn	N;SG	N;SG
bevryding	liberation	bevryding	liberation	N;SG	N;SG
begroting	budget	begroting	budget	N;SG	N;SG
analitiese	analytical	analities	analytical	ADJ;NOM	ADJ
analitiese	analytic	analities	analytic	ADJ;NOM	ADJ
sessie	session	sessie	session	N;SG	N;SG
informele	informal	informeel	informal	ADJ;NOM	ADJ
informele	casual	informeel	casual	ADJ;NOM	ADJ
skyn	shine	skyn	shine	V;PRS	V;IMP;FIN
huishoudings	households	huishouding	household	N;PL	N;PL
komponiste	composers	komponiste	composer	N;PL	N;PL
ruimtes	spaces	ruimte	space	N;PL	N;PL
ruimtes	spots	ruimte	spot	N;PL	N;PL
variasie	variation	variasie	variation	N;SG	N;SG
dankbaarheid	gratitude	dankbaarheid	gratitude	N;SG	N;SG
bote	boats	bote	boat	N;PL	N;PL
asteroïde	asteroid	astero	asteroid	N;SG	N;SG
sluiting	locking	sluiting	lock	N;SG	N;SG
herken	recognize	herken	recognize	V;PRS	V;IMP;FIN
herken	recognise	herken	recognise	V;PRS	V;IMP;FIN
gedetailleerde	detailed	detailleer	detailed	ADJ;NOM	ADJ
uitgestal	featured	uitstal	feature	V;PST;V.PTCP	V;PST;V.PTCP
rotasie	rotation	rotasie	rotation	N;SG	N;SG
vulkane	volcanoes	vulkane	volcanoe	N;PL	N;PL
opgehef	revoked	ophef	revoke	V;PST;V.PTCP	V;PST;V.PTCP
markplein	marketplace	markplein	marketplace	N;SG	N;SG
markplein	market	markplein	market	N;SG	N;SG
gedeeltelike	partial	gedeeltelik	partial	ADJ;NOM	ADJ
gemeng	mixed	meng	mix	V;PST;V.PTCP	V;PST;V.PTCP
seël	seal	seël	seal	N;SG	N;SG
skelet	skeleton	skelet	skeleton	N;SG	N;SG
gebak	baking	gebak	baking	N;SG	N;SG
geantwoord	replied	geantwoord	reply	V;PST;V.PTCP	V;PST;V.PTCP
geantwoord	responded	geantwoord	respond	V;PST;V.PTCP	V;PST;V.PTCP
australopithecus	australopithecus	australopithecus	australopithecus	N;SG	N;SG
aankom	arrive	aankom	arrive	V;PRS	V;IMP;FIN
besoedeling	pollution	besoedeling	pollution	N;SG	N;SG
bewerings	allegations	bewering	allegation	N;PL	N;PL
bewerings	contentions	bewering	contention	N;PL	N;PL
groottes	sizes	grootte	size	N;PL	N;PL
maltese	maltese	maltees	maltese	ADJ;NOM	ADJ
pianis	pianist	pianis	pianist	N;SG	N;SG
geologie	geology	geologie	geology	N;SG	N;SG
gehoop	hoping	gehoop	hope	V;PRS	V;V.MSDR
pikkewyne	penguins	pikkewyne	penguin	N;PL	N;PL
ikoon	icon	ikoon	icon	N;SG	N;SG
jaag	chases	jaag	chase	V;PRS	V;IND;SG;3;PRS;FIN
organisme	organism	organisme	organism	N;SG	N;SG
konstitusionele	constitutional	konstitusioneel	constitutional	ADJ;NOM	ADJ
tou	rope	tou	rope	N;SG	N;SG
tou	queue	tou	queue	N;SG	N;SG
tou	tou	tou	tou	N;SG	N;SG
weeshuis	orphanage	weeshuis	orphanage	N;SG	N;SG
ekumeniese	ecumenical	ekumenies	ecumenical	ADJ;NOM	ADJ
amateur	amateur	amateur	amateur	N;SG	N;SG
sopraan	soprano	sopraan	soprano	N;SG	N;SG
statistiese	statistical	statisties	statistical	ADJ;NOM	ADJ
ontken	renounce	ontken	renounce	V;PRS	V;IMP;FIN
outobiografie	autobiography	outobiografie	autobiography	N;SG	N;SG
berigte	stories	berigte	story	N;PL	N;PL
herleef	relive	herleef	relive	V;PRS	V;IMP;FIN
besproeiing	irrigation	besproeiing	irrigation	N;SG	N;SG
oogpunt	viewpoint	oogpunt	viewpoint	N;SG	N;SG
konsentreer	concentrate	konsentreer	concentrate	V;PRS	V;IMP;FIN
voortplanting	reproduction	voortplanting	reproduction	N;SG	N;SG
aangehaal	quoted	aanhaal	quote	V;PST;V.PTCP	V;PST;V.PTCP
iata	iata	iata	iata	N;SG	N;SG
ontleding	breakdown	ontleding	breakdown	N;SG	N;SG
pilare	pillars	pilaar	pillar	N;PL	N;PL
werkloosheid	unemployment	werkloosheid	unemployment	N;SG	N;SG
abstrakte	abstract	abstrak	abstract	N;SG	N;SG
oord	resort	oord	resort	N;SG	N;SG
geverf	painted	verf	paint	V;PST;V.PTCP	V;PST;V.PTCP
vermoëns	abilities	vermoë	ability	N;PL	N;PL
afgelewer	delivered	aflewer	deliver	V;PST;V.PTCP	V;PST;V.PTCP
misbruik	abuse	misbruik	abuse	N;SG	N;SG
illustrasies	illustrations	illustrasie	illustration	N;PL	N;PL
storms	storms	storm	storm	N;PL	N;PL
advertensies	ads	advertensie	ad	N;PL	N;PL
advertensies	advertisements	advertensie	advertisement	N;PL	N;PL
fasiliteite	facilities	fasiliteit	facility	N;PL	N;PL
reuk	smell	reuk	smell	N;SG	N;SG
wiel	wheel	wiel	wheel	N;SG	N;SG
omgewings	environments	omgewing	environment	N;PL	N;PL
oordra	replace	oordra	replace	V;PRS	V;IMP;FIN
vakke	subjects	vak	subject	N;PL	N;PL
wysheid	wisdom	wysheid	wisdom	N;SG	N;SG
newels	nebulae	newels	nebulae	N;PL	N;PL
definisies	definitions	definisie	definition	N;PL	N;PL
spoorweg	railway	spoorweg	railway	N;SG	N;SG
moeilikheid	difficulty	moeilikheid	difficulty	N;SG	N;SG
fasade	facade	fasade	facade	N;SG	N;SG
slagting	massacre	slagting	massacre	N;SG	N;SG
informasie	information	informasie	information	N;SG	N;SG
vennootskap	partnership	vennootskap	partnership	N;SG	N;SG
instandhouding	maintenance	instandhouding	maintenance	N;SG	N;SG
realisme	realism	realisme	realism	N;SG	N;SG
kompetisies	competitions	kompetisie	competition	N;PL	N;PL
astronomiese	astronomical	astronomies	astronomical	ADJ;NOM	ADJ
woonplek	residence	woonplek	residence	N;SG	N;SG
missie	mission	missie	mission	N;SG	N;SG
saffraan	saffron	saffraan	saffron	N;SG	N;SG
snit	track	snit	track	N;SG	N;SG
gesprekke	conversions	gesprek	conversion	N;PL	N;PL
gesprekke	conversations	gesprek	conversation	N;PL	N;PL
elektron	electron	elektron	electron	N;SG	N;SG
bedeling	dispensation	bedeling	dispensation	N;SG	N;SG
operasies	surgeries	operasie	surgery	N;PL	N;PL
sportsoorte	sports	sportsoort	sport	N;PL	N;PL
swangerskap	pregnancy	swangerskap	pregnancy	N;SG	N;SG
swangerskap	maternity	swangerskap	maternity	N;SG	N;SG
vonnis	judgment	vonnis	judgment	N;SG	N;SG
breuk	fraction	breuk	fraction	N;SG	N;SG
besighede	businesses	besigheid	business	N;PL	N;PL
postuum	posthumous	postuum	posthumous	N;SG	N;SG
afgehandel	finished	afhandel	finish	V;PST;V.PTCP	V;PST;V.PTCP
afgehandel	completed	afhandel	complete	V;PST;V.PTCP	V;PST;V.PTCP
wiking	wiking	wiking	wike	N;SG	N;SG
blaaie	pages	blaaie	page	N;PL	N;PL
instruksies	instructions	instruksie	instruction	N;PL	N;PL
kosmiese	cosmic	kosmies	cosmic	ADJ;NOM	ADJ
beeldhouwerk	sculpture	beeldhouwerk	sculpture	N;SG	N;SG
trofee	trophy	trofee	trophy	N;SG	N;SG
breedtegraad	latitude	breedtegraad	latitude	N;SG	N;SG
strategie	strategy	strategie	strategy	N;SG	N;SG
lippe	lips	lip	lip	N;PL	N;PL
draak	dragon	draak	dragon	N;SG	N;SG
