קטגוריה	categoria	קטגוריה	categoria	N;FEM;SG	N;FEM;SG
לשעבר	precedentemente	לשעבר	precedentemente	ADV	ADV
נקודות	puntini	נקודה	puntino	N;FEM;PL	N;MASC;PL
נקודות	punti	נקודה	punto	N;FEM;PL	N;MASC;PL
נקודות	punti	נקודה	punto	N;FEM;PL	N;MASC;PL
נקודות	macchie	נקודה	macchia	N;FEM;PL	N;FEM;PL
קבוצה	gruppo	קבוצה	gruppo	N;FEM;SG	N;MASC;SG
קבוצה	squadra	קבוצה	squadra	N;FEM;SG	N;FEM;SG
קבוצה	team	קבוצה	team	N;FEM;SG	N;MASC
הקרב	battle	הקרב	battle	N;MASC;SG	N
הקרב	battaglia	הקרב	battaglia	N;MASC;SG	N;FEM;SG
שירים	poesie	שיר	poesia	N;MASC;PL	N;FEM;PL
שירים	poemi	שיר	poema	N;MASC;PL	N;MASC;PL
שירים	brani	שיר	brano	N;MASC;PL	N;MASC;PL
שירים	canzoni	שיר	canzone	N;MASC;PL	N;FEM;PL
שירים	canti	שיר	canto	N;MASC;PL	N;MASC;PL
שירים	songs	שיר	songs	N;MASC;PL	N;MASC
עת	tempo	עת	tempo	N;FEM;SG	N;MASC;SG
עת	time	עת	time	N;FEM;SG	N
תפקיד	ruolo	תפקיד	ruolo	N;MASC;SG	N;MASC;SG
למה	perchè	למה	perché	ADV	ADV
למה	perché	למה	perché	ADV	ADV
נולדה	nato	נולד	nascere	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נולדה	nata	נולד	nascere	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
שמות	nomi	שם	nome	N;MASC;PL	N;MASC;PL
יחסית	relativamente	יחסית	relativamente	ADV	ADV
הקמת	stabilimento	הקמה	stabilimento	N;PSSD;FEM;SG	N;MASC;SG
שערים	cancelli	שער	cancello	N;MASC;PL	N;MASC;PL
שערים	portali	שער	portale	N;MASC;PL	N;MASC;PL
שערים	obiettivi	שער	obiettivo	N;MASC;PL	N;MASC;PL
שערים	gol	שער	gol	N;MASC;PL	N;MASC
שערים	obbiettivi	שער	obbiettivo	N;MASC;PL	N;MASC;PL
מערכות	sistemi	מערכת	sistema	N;FEM;PL	N;MASC;PL
ליצור	crea	יצר	creare	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
ליצור	create	יצר	creare	V;NFIN;ACT	V;PL;PST;V.PTCP
ליצור	creare	יצר	creare	V;NFIN;ACT	V;NFIN
מטרים	metri	מטר	metro	N;MASC;PL	N;MASC;PL
מטרים	metri	מטר	metro	N;MASC;PL	N;MASC;PL
שר	cher	שר	cher	N;MASC;SG	N;SG
שר	sher	שר	sher	N;MASC;SG	N
שר	canto	שר	canto	N;MASC;SG	N;MASC;SG
שר	ministro	שר	ministro	N;MASC;SG	N;MASC;SG
קו	riga	קו	riga	N;MASC;SG	N;FEM;SG
קו	linea	קו	linea	N;MASC;SG	N;FEM;SG
כסף	denaro	כסף	denaro	N;MASC;SG	N;MASC;SG
כסף	money	כסף	money	N;MASC;SG	N
כסף	argento	כסף	argento	N;MASC;SG	N;MASC;SG
כסף	silver	כסף	silvere	N;MASC;SG	N
תמונות	fotografie	תמונה	fotografia	N;FEM;PL	N;FEM;PL
תמונות	foto	תמונה	foto	N;FEM;PL	N;FEM
תמונות	immagini	תמונה	immagine	N;FEM;PL	N;FEM;PL
תמונות	immagini	תמונה	immagine	N;FEM;PL	N;FEM;PL
נשיא	presidente	נשיא	presidente	N;MASC;SG	N;MASC;SG
מוזיקה	musica	הוזיק	musica	N;FEM;SG	N;FEM;SG
חדשים	nuovi	חדש	nuovo	ADJ;MASC;PL	ADJ;MASC;PL
חדשים	nuove	חדש	nuovo	ADJ;MASC;PL	ADJ;FEM;PL
מצב	status	מצב	status	N;MASC;SG	N;MASC
מצב	modalità	מצב	modalità	N;MASC;SG	N;FEM
מצב	mode	מצב	mode	N;MASC;SG	N
מצב	situazione	מצב	situazione	N;MASC;SG	N;FEM;SG
מצב	condizione	מצב	condizione	N;MASC;SG	N;FEM;SG
היסטוריה	storia	היסטוריה	storia	N;FEM;SG	N;FEM;SG
שינוי	cambiamento	שינוי	cambiamento	N;MASC;SG	N;MASC;SG
שינוי	variazione	שינוי	variazione	N;MASC;SG	N;FEM;SG
כדורגל	soccer	כדורגל	soccere	N;MASC;SG	N;MASC
כדורגל	calcio	כדורגל	calcio	N;MASC;SG	N;MASC;SG
כדורגל	calcio	כדורגל	calcio	N;MASC;SG	N;MASC;SG
ביקורת	critica	ביקורת	critica	N;FEM;SG	N;FEM;SG
ביקורת	critica	ביקורת	critica	N;FEM;SG	N;FEM;SG
ביקורת	revisione	ביקורת	revisione	N;FEM;SG	N;FEM;SG
ביקורת	rassegna	ביקורת	rassegna	N;FEM;SG	N;FEM;SG
ביקורת	recensione	ביקורת	recensione	N;FEM;SG	N;FEM;SG
חודשים	mesi	חודש	mese	N;MASC;PL	N;MASC;PL
שחקן	player	שחקן	player	N;MASC;SG	N;MASC
שחקן	riproduttore	שחקן	riproduttore	N;MASC;SG	N;MASC;SG
שחקן	giocatore	שחקן	giocatore	N;MASC;SG	N;MASC;SG
שחקן	attore	שחקן	attore	N;MASC;SG	N;MASC;SG
משפט	processo	משפט	processo	N;MASC;SG	N;MASC;SG
משפט	trial	משפט	trial	N;MASC;SG	N;MASC
משפט	corte	משפט	corte	N;MASC;SG	N;FEM;SG
משפט	frase	משפט	frase	N;MASC;SG	N;FEM;SG
משפט	condanna	משפט	condanna	N;MASC;SG	N;FEM;SG
משפט	sentenza	משפט	sentenza	N;MASC;SG	N;FEM;SG
אמריקאי	americano	אמריקני	americano	ADJ;MASC;SG	ADJ;MASC;SG
אמריקאי	american	אמריקני	americano	ADJ;MASC;SG	ADJ;FEM;SG
אמריקאי	americana	אמריקני	americano	ADJ;MASC;SG	ADJ;FEM;SG
חצי	semi	חץ	seme	N;PSSD;MASC;PL	N;MASC;PL
חצי	metà	חץ	metà	N;PSSD;MASC;PL	N;FEM
סרטים	pellicole	סרט	pellicolo	N;MASC;PL	N;FEM;PL
סרטים	film	סרט	film	N;MASC;PL	N;MASC
סרטים	filmati	סרט	filmato	N;MASC;PL	N;MASC;PL
סרטים	film	סרט	film	N;MASC;PL	N;MASC
סרטים	cinema	סרט	cinema	N;MASC;PL	N;MASC
משפחה	family	משפחה	family	N;FEM;SG	N
משפחה	famiglia	משפחה	famiglia	N;FEM;SG	N;FEM;SG
במקביל	simultaneamente	במקביל	simultaneamente	ADV	ADV
במקביל	contemporaneamente	במקביל	contemporaneamente	ADV	ADV
מזרח	east	מזרח	east	N;MASC;SG	N;MASC
מזרח	est	מזרח	est	N;MASC;SG	N;MASC;SG
מזרח	eastern	מזרח	eastern	N;MASC;SG	N;SG
ערים	città	עיר	città	N;FEM;PL	N;FEM
הצליח	riuscita	הצליח	riuscire	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הצליח	succeduto	הצליח	succedere	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הצליח	riuscito	הצליח	riuscire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
שבע	sette	שבע	sette	NUM;FEM;SG	NUM
תהליך	process	תהליך	process	N;MASC;SG	N
תהליך	processo	תהליך	processo	N;MASC;SG	N;MASC;SG
שיר	poema	שיר	poema	N;MASC;SG	N;MASC;SG
שיר	poesia	שיר	poesia	N;MASC;SG	N;FEM;SG
שיר	canto	שיר	canto	N;MASC;SG	N;MASC;SG
שיר	canzone	שיר	canzone	N;MASC;SG	N;FEM;SG
שיר	song	שיר	song	N;MASC;SG	N
טלוויזיה	televisore	טלוויזיה	televisore	N;FEM;SG	N;MASC;SG
טלוויזיה	televisione	טלוויזיה	televisione	N;FEM;SG	N;FEM;SG
השתתף	frequentato	השתתף	frequentare	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
השתתף	partecipare	השתתף	partecipare	V;MASC;SG;3;PST	V;NFIN
השתתף	partecipato	השתתף	partecipare	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
חזר	restituita	חזר	restituire	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
חזר	restituito	חזר	restituire	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
חזר	ritornata	חזר	ritornare	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
חזר	ritornato	חזר	ritornare	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
אישים	personalità	אישים	personalità	N;MASC;PL	N;FEM
גבוהה	alto	גבוה	alto	ADJ;FEM;SG	ADJ;MASC;SG
גבוהה	alta	גבוה	alto	ADJ;FEM;SG	ADJ;FEM;SG
גבוהה	elevata	גבוה	elevato	ADJ;FEM;SG	ADJ;FEM;SG
גבוהה	elevato	גבוה	elevato	ADJ;FEM;SG	ADJ;MASC;SG
גבוהה	alto	גבוה	alto	ADJ;FEM;SG	ADJ;MASC;SG
גבוהה	alta	גבוה	alto	ADJ;FEM;SG	ADJ;FEM;SG
רוצה	volere	רצה	volere	V;MASC;SG;V.PTCP;ACT	V;NFIN
מעט	leggermente	מעט	leggermente	ADV	ADV
חברות	aziende	חברה	azienda	N;FEM;PL	N;FEM;PL
חברות	fidanzate	חברה	fidanzata	N;FEM;PL	N;FEM;PL
סיים	finito	סיים	finire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סיים	terminata	סיים	terminare	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
סיים	terminato	סיים	terminare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סיים	finire	סיים	finire	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	fatto	סיים	fare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מבצע	operazione	מבצע	operazione	N;MASC;SG	N;FEM;SG
מבצע	funzionamento	מבצע	funzionamento	N;MASC;SG	N;MASC;SG
רמת	ramat	רמה	ramat	N;FEM;SG	N;MASC;SG
ברור	limpida	ברור	limpida	ADJ;MASC;SG	ADJ;FEM;SG
ברור	chiara	ברור	chiaro	ADJ;MASC;SG	ADJ;FEM;SG
ברור	chiaro	ברור	chiaro	ADJ;MASC;SG	ADJ;MASC;SG
רשת	net	רשת	net	N;FEM;SG	N
רשת	rete	רשת	rete	N;FEM;SG	N;FEM;SG
רשת	griglia	רשת	griglia	N;FEM;SG	N;FEM;SG
רשת	network	רשת	network	N;FEM;SG	N;MASC
רשת	rete	רשת	rete	N;FEM;SG	N;FEM;SG
הערכים	valori	הערך	valore	N;MASC;PL	N;MASC;PL
רקע	sfondo	רקע	sfondo	N;MASC;SG	N;MASC;SG
הגיעו	arrivati	הגיע	arrivare	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
תיאטרון	teatro	תיאטרון	teatro	N;MASC;SG	N;MASC;SG
תיאטרון	teatro	תיאטרון	teatro	N;MASC;SG	N;MASC;SG
צורך	necessità	צורך	necessità	N;MASC;SG	N;FEM
צורך	bisogno	צורך	bisogno	N;MASC;SG	N;MASC;SG
צורך	necessità	צורך	necessità	N;MASC;SG	N;FEM
חדשה	nuovo	חדש	nuovo	ADJ;FEM;SG	ADJ;MASC;SG
חדשה	nuova	חדש	nuovo	ADJ;FEM;SG	ADJ;FEM;SG
אלבום	album	אלבום	album	N;MASC;SG	N;MASC
גן	gan	גן	gan	N;MASC;SG	N;MASC;SG
גן	gene	גן	gene	N;MASC;SG	N;MASC
גן	giardino	גן	giardino	N;MASC;SG	N;MASC;SG
עשרה	dieci	עשרה	dieci	NUM;MASC;SG	NUM
תמיד	sempre	תמיד	sempre	ADV	ADV
מחקר	studio	מחקר	studio	N;MASC;SG	N;MASC;SG
מחקר	ricerca	מחקר	ricerca	N;MASC;SG	N;FEM;SG
תרבות	cultura	תרבות	cultura	N;FEM;SG	N;FEM;SG
כללי	generali	כלל	generale	N;MASC;PL	N;MASC;PL
כללי	generalità	כלל	generalità	N;MASC;PL	N;FEM
עונה	stagione	עונה	stagione	N;FEM;SG	N;FEM;SG
ארבע	quattro	ארבע	quattro	NUM;FEM;SG	NUM
חשיבות	importanza	חשיבות	importanza	N;FEM;SG	N;FEM;SG
חשיבות	significato	חשיבות	significato	N;FEM;SG	N;MASC;SG
סיום	ultimazione	סיום	ultimazione	N;MASC;SG	N;FEM;SG
סיום	completamento	סיום	completamento	N;MASC;SG	N;MASC;SG
סיום	end	סיום	end	N;MASC;SG	N;MASC
סיום	fine	סיום	fine	N;MASC;SG	N;FEM;SG
סיום	graduazione	סיום	graduazione	N;MASC;SG	N;FEM;SG
סיום	laurea	סיום	laurea	N;MASC;SG	N;FEM;SG
סיום	diploma	סיום	diploma	N;MASC;SG	N;MASC;SG
ארבעה	quattro	ארבעה	quattro	NUM;MASC;SG	NUM
הכוחות	potenze	הכוחה	potenza	N;FEM;PL	N;FEM;PL
הכוחות	powers	הכוחה	powers	N;FEM;PL	N;MASC
הכוחות	poteri	הכוחה	potere	N;FEM;PL	N;MASC;PL
הכוחות	forze	הכוחה	forza	N;FEM;PL	N;FEM;PL
כדור	sfera	כדור	sfera	N;MASC;SG	N;FEM;SG
כדור	pallone	כדור	pallone	N;MASC;SG	N;MASC;SG
כדור	pallina	כדור	pallina	N;MASC;SG	N;FEM;SG
כדור	palla	כדור	palla	N;MASC;SG	N;FEM;SG
כדור	proiettile	כדור	proiettile	N;MASC;SG	N;MASC;SG
כדור	pallottola	כדור	pallottola	N;MASC;SG	N;FEM;SG
עשר	dieci	עשר	dieci	NUM;FEM;SG	NUM
עבד	lavorato	עבד	lavorare	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
שער	gate	שער	gata	N;MASC;SG	N
שער	cancello	שער	cancello	N;MASC;SG	N;MASC;SG
שער	gol	שער	gol	N;MASC;SG	N;MASC
שער	goal	שער	goal	N;MASC;SG	N;MASC
שער	obiettivo	שער	obiettivo	N;MASC;SG	N;MASC;SG
שער	gateway	שער	gateway	N;MASC;SG	N;MASC
סביב	intorno	סביב	intorno	ADV	ADV
סביב	attorno	סביב	attorno	ADV	ADV
גבוה	alto	גבוה	alto	ADJ;MASC;SG	ADJ;MASC;SG
גבוה	alta	גבוה	alto	ADJ;MASC;SG	ADJ;FEM;SG
גבוה	elevata	גבוה	elevato	ADJ;MASC;SG	ADJ;FEM;SG
גבוה	elevato	גבוה	elevato	ADJ;MASC;SG	ADJ;MASC;SG
גבוה	alto	גבוה	alto	ADJ;MASC;SG	ADJ;MASC;SG
גבוה	alta	גבוה	alto	ADJ;MASC;SG	ADJ;FEM;SG
גבוה	superiore	גבוה	superiore	ADJ;MASC;SG	ADJ;CMPR;SG
אכן	infatti	אכן	infatti	ADV	ADV
פה	qui	פה	qui	ADV	ADV
בלי	senza	בלי	senza	ADP	ADP
הוקם	stabilita	הוקם	stabilire	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוקם	stabilito	הוקם	stabilire	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוקם	eretta	הוקם	erigere	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוקם	eretto	הוקם	erigere	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
סמל	simbolo	סמל	simbolo	N;MASC;SG	N;MASC;SG
סמל	sergente	סמל	sergente	N;MASC;SG	N;MASC;SG
סמל	icona	סמל	icona	N;MASC;SG	N;FEM;SG
ראה	vedere	ראה	vedere	V;MASC;SG;3;PST;ACT	V;NFIN
גביע	trophy	גביע	trophy	N;MASC;SG	N;MASC
גביע	trofeo	גביע	trofeo	N;MASC;SG	N;MASC;SG
גביע	tazza	גביע	tazza	N;MASC;SG	N;FEM;SG
גביע	coppa	גביע	coppa	N;MASC;SG	N;FEM;SG
גביע	cup	גביע	cup	N;MASC;SG	N;MASC
משהו	something	משהו	something	N;MASC;SG	N
דולר	dollaro	דולר	dollaro	N;MASC;SG	N;MASC;SG
הופיע	apparsa	הופיע	apparire	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הופיע	apparve	הופיע	apparire	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הופיע	apparso	הופיע	apparso	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מדליות	medaglie	מדלית	medaglia	N;FEM;PL	N;FEM;PL
חיילים	soldati	חייל	soldato	N;MASC;PL	N;MASC;PL
חיילים	truppe	חייל	truppa	N;MASC;PL	N;FEM;PL
דגל	flag	דגל	flag	N;MASC;SG	N;MASC
דגל	bandiera	דגל	bandiera	N;MASC;SG	N;FEM;SG
מלחמה	guerra	מלחמה	guerra	N;FEM;SG	N;FEM;SG
צפון	north	צפון	north	N;MASC;SG	N;MASC
צפון	nord	צפון	nord	N;MASC;SG	N;MASC;SG
צפון	northern	צפון	northern	N;MASC;SG	N
כנראה	probabilmente	כנראה	probabilmente	ADV	ADV
כנראה	apparentemente	כנראה	apparentemente	ADV	ADV
בעלות	proprietà	בעלות	proprietà	N;FEM;SG	N;FEM
ללמוד	impara	למד	imparare	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
ללמוד	imparate	למד	imparare	V;NFIN;ACT	V;IND;PL;2;PRS;FIN
ללמוד	imparare	למד	imparare	V;NFIN;ACT	V;NFIN
פרק	capitolo	פרק	capitolo	N;MASC;SG	N;MASC;SG
פרק	episodio	פרק	episodio	N;MASC;SG	N;MASC;SG
פרק	episode	פרק	episode	N;MASC;SG	N
המשיך	proseguito	המשיך	proseguire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
המשיך	continuato	המשיך	continuare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
חברה	fidanzata	חברה	fidanzato	N;FEM;SG	N;FEM;SG
חברה	società	חברה	società	N;FEM;SG	N;FEM
חברה	azienda	חברה	azienda	N;FEM;SG	N;FEM;SG
חברה	compagnia	חברה	compagnia	N;FEM;SG	N;FEM;SG
חברה	amica	חברה	amico	N;FEM;SG	N;FEM;SG
חברה	amico	חברה	amico	N;FEM;SG	N;MASC;SG
דירוג	classifica	דירוג	classifica	N;MASC;SG	N;FEM;SG
דירוג	graduatoria	דירוג	graduatoria	N;MASC;SG	N;FEM;SG
דירוג	ranking	דירוג	ranking	N;MASC;SG	N;MASC
הוקמה	stabilita	הוקם	stabilire	V;FEM;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוקמה	stabilito	הוקם	stabilire	V;FEM;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
טובה	bene	None	bene	ADV	ADV
שדה	field	שדה	field	N;MASC;SG	N
שדה	campo	שדה	campo	N;MASC;SG	N;MASC;SG
פעיל	active	פעיל	activo	N;MASC;SG	N
מתחת	sotto	מתחת	sotto	ADP	ADP
מתחת	sotto	מתחת	sotto	ADP	ADP
הפכה	divenne	הפך	divenire	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
אליפות	campionato	אליפות	campionato	N;FEM;SG	N;MASC;SG
משחקים	giochi	משחק	gioco	N;MASC;PL	N;MASC;PL
שניות	secondi	שנייה	secondo	N;FEM;PL	N;MASC;PL
הכל	everything	הכיל	everything	N	N
שירות	servizio	שירות	servizio	N;MASC;SG	N;MASC;SG
גדולים	grandi	גדול	grande	ADJ;MASC;PL	ADJ;PL
גדולים	grandi	גדול	grande	ADJ;MASC;PL	ADJ;PL
למנוע	prevenire	מנע	prevenire	V;NFIN;ACT	V;NFIN
ספורט	sport	ספורט	sport	N;MASC;SG	N;MASC
ספורט	sport	ספורט	sport	N;MASC;SG	N;MASC
שיא	record	שיא	record	N;MASC;SG	N;MASC
שיא	climax	שיא	climax	N;MASC;SG	N;MASC
שיא	apice	שיא	apice	N;MASC;SG	N;MASC;SG
שיא	picco	שיא	picco	N;MASC;SG	N;MASC;SG
שיא	peak	שיא	peak	N;MASC;SG	N
מס	tassa	מס	tassa	N;MASC;SG	N;FEM;SG
מס	imposta	מס	imposta	N;MASC;SG	N;FEM;SG
צוות	staff	צוות	staff	N;FEM;SG	N;MASC
צוות	equipaggio	צוות	equipaggio	N;FEM;SG	N;MASC;SG
צוות	crew	צוות	crew	N;FEM;SG	N
צוות	ciurma	צוות	ciurma	N;FEM;SG	N;FEM;SG
צוות	squadra	צוות	squadra	N;FEM;SG	N;FEM;SG
צוות	team	צוות	team	N;FEM;SG	N;MASC
נושא	argomento	נושא	argomento	N;MASC;SG	N;MASC;SG
נושא	tema	נושא	tema	N;MASC;SG	N;MASC;SG
נושא	oggetto	נושא	oggetto	N;MASC;SG	N;MASC;SG
גיל	gill	גיל	gill	N;MASC;SG	N;MASC;SG
גיל	età	גיל	età	N;MASC;SG	N;FEM
גיל	age	גיל	age	N;MASC;SG	N
גיל	gil	גיל	gil	N;MASC;SG	N;MASC;SG
עורך	editore	עורך	editore	N;MASC;SG	N;MASC;SG
עורך	redattore	עורך	redattore	N;MASC;SG	N;MASC;SG
עורך	editor	עורך	editor	N;MASC;SG	N;MASC;SG
הרכבת	treno	הרכבה	treno	N;FEM;SG	N;MASC;SG
מסע	viaggio	מסע	viaggio	N;MASC;SG	N;MASC;SG
מסע	viaggio	מסע	viaggio	N;MASC;SG	N;MASC;SG
בעיות	problemi	בעיה	problema	N;FEM;PL	N;MASC;PL
בעיות	questioni	בעיה	questione	N;FEM;PL	N;FEM;PL
מערב	west	מערב	west	N;MASC;SG	N;MASC
מערב	ovest	מערב	ovest	N;MASC;SG	N;MASC;SG
מערב	occidente	מערב	occidente	N;MASC;SG	N;SG
מערב	western	מערב	western	N;MASC;SG	N
עברה	spostato	עבר	spostare	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
עברה	commosso	עבר	commuovere	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
עברה	mosso	עבר	muovere	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
חושב	pensare	חשב	pensare	V;MASC;SG;V.PTCP;ACT	V;NFIN
חושב	pensando	חשב	pensare	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
חושב	pensare	חשב	pensare	V;MASC;SG;V.PTCP;ACT	V;NFIN
לידה	nascita	לידה	nascita	N;FEM;SG	N;FEM;SG
לידה	parto	לידה	parto	N;FEM;SG	N;MASC;SG
תחילת	early	תחילה	early	N;PSSD;FEM;SG	N
בדיוק	esattamente	בדיוק	esattamente	ADV	ADV
שעות	ore	שעה	ora	N;FEM;PL	N;FEM;PL
שעות	orari	שעה	orario	N;FEM;PL	N;MASC;PL
נכתב	scritta	נכתב	scritto	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נכתב	scritto	נכתב	scrivere	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
הקשר	contesto	הקשר	contesto	N;MASC;SG	N;MASC;SG
ממש	veramente	ממש	veramente	ADV	ADV
ממש	davvero	ממש	davvero	ADV	ADV
האוניברסיטה	università	האוניברסיטה	università	N;FEM;SG	N;FEM
אמר	detto	אמר	dire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
לתת	dare	נתן	dare	V;NFIN;ACT	V;NFIN
הימים	giorni	הימה	giorno	N;MASC;PL	N;MASC;PL
הימים	giornate	הימה	giornata	N;MASC;PL	N;FEM;PL
הימים	days	הימה	days	N;MASC;PL	N
חדשות	novità	חדשות	novità	N;FEM;PL	N;FEM
חדשות	news	חדשות	news	N;FEM;PL	N
חדשות	attualità	חדשות	attualità	N;FEM;PL	N;FEM
חדשות	notizie	חדשות	notizia	N;FEM;PL	N;FEM;PL
סיפור	storia	סיפור	storia	N;MASC;SG	N;FEM;SG
מיוחד	speciale	מיוחד	speciale	ADJ;MASC;SG	ADJ;SG
חינוך	istruzione	חינוך	istruzione	N;MASC;SG	N;FEM;SG
חינוך	educazione	חינוך	educazione	N;MASC;SG	N;FEM;SG
הצי	flotta	הצי	flotta	N;MASC;SG	N;FEM;SG
תרגום	traduzione	תרגום	traduzione	N;MASC;SG	N;FEM;SG
פרסם	pubblicato	פרסם	pubblicare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
פרסם	pubblicata	פרסם	pubblicare	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
פרסם	postato	פרסם	postare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
פרסם	pubblicizzare	פרסם	pubblicizzare	V;MASC;SG;3;PST;ACT	V;NFIN
פרסם	pubblicare	פרסם	pubblicare	V;MASC;SG;3;PST;ACT	V;NFIN
פרסם	pubblicato	פרסם	pubblicare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
פרסם	pubblicata	פרסם	pubblicare	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
לבסוף	infine	לבסוף	infine	ADV	ADV
לבסוף	finalmente	לבסוף	finalmente	ADV	ADV
קרן	fondazione	קרן	fondazione	N;FEM;SG	N;FEM;SG
קרן	karen	קרן	karen	N;FEM;SG	N;FEM;SG
קרן	keren	קרן	keren	N;FEM;SG	N;FEM;SG
קרן	fondo	קרן	fondo	N;FEM;SG	N;MASC;SG
הסכם	accordo	הסכם	accordo	N;MASC;SG	N;MASC;SG
חברים	amiche	חבר	amico	N;MASC;PL	N;FEM;PL
חברים	amici	חבר	amico	N;MASC;PL	N;MASC;PL
גוף	body	גוף	body	N;MASC;SG	N
גוף	corpo	גוף	corpo	N;MASC;SG	N;MASC;SG
גוף	carrozzeria	גוף	carrozzeria	N;MASC;SG	N;FEM;SG
רואה	vedere	ראה	vedere	V;MASC;SG;V.PTCP;ACT	V;NFIN
ימין	destro	ימין	destro	N;MASC;SG	N;MASC;SG
ימין	destra	ימין	destra	N;MASC;SG	N;FEM;SG
מעמד	status	מעמד	status	N;MASC;SG	N;MASC
מעמד	classe	מעמד	classe	N;MASC;SG	N;FEM;SG
מספיק	abbastanza	מספיק	abbastanza	ADV	ADV
יהדות	ebreo	יהדות	ebreo	N;FEM;SG	N;MASC;SG
יהדות	ebraismo	יהדות	ebraismo	N;FEM;SG	N;MASC;SG
יהדות	ebraismo	יהדות	ebraismo	N;FEM;SG	N;MASC;SG
סופר	scrittore	סופר	scrittore	N;MASC;SG	N;MASC;SG
סופר	scrittrice	סופר	scrittore	N;MASC;SG	N;FEM;SG
סופר	sceneggiatore	סופר	sceneggiatore	N;MASC;SG	N;MASC;SG
סופר	autrice	סופר	autore	N;MASC;SG	N;FEM;SG
סופר	autore	סופר	autore	N;MASC;SG	N;MASC;SG
דוגמה	dogma	דוגמה	dogma	N;FEM;SG	N;MASC;SG
דוגמה	esempio	דוגמה	esempio	N;FEM;SG	N;MASC;SG
עץ	legna	עץ	legna	N;MASC;SG	N;FEM;SG
עץ	legname	עץ	legname	N;MASC;SG	N;MASC;SG
עץ	legno	עץ	legno	N;MASC;SG	N;MASC;SG
עץ	wood	עץ	wood	N;MASC;SG	N
עץ	bosco	עץ	bosco	N;MASC;SG	N;MASC;SG
עץ	albero	עץ	albero	N;MASC;SG	N;MASC;SG
חזרה	indietro	None	indietro	ADV	ADV
הרפובליקה	repubblica	הרפובליקה	repubblica	N;FEM;SG	N;FEM;SG
שחקנים	giocatori	שחקן	giocatore	N;MASC;PL	N;MASC;PL
שחקנים	attori	שחקן	attore	N;MASC;PL	N;MASC;PL
אירועים	manifestazioni	אירוע	manifestazione	N;MASC;PL	N;FEM;PL
אירועים	eventi	אירוע	evento	N;MASC;PL	N;MASC;PL
יחידות	unità	יחידה	unità	N;FEM;PL	N;FEM
אלף	mille	אלף	mille	NUM;MASC;SG	NUM
מנהל	admin	מנהל	admin	N;MASC;SG	N
