まで	hasta	まで	hasta	ADP	ADP
デザイン	diseños	デザイン	diseño	N	N;MASC;PL
デザイン	concepción	デザイン	concepción	N	N;FEM;SG
デザイン	diseño	デザイン	diseño	N	N;MASC;SG
本社	sede	本社	sede	N	N;FEM;SG
本社	cuartel	本社	cuartel	N	N;MASC;SG
本社	cuarteles	本社	cuartel	N	N;MASC;PL
本社	sedes	本社	sede	N	N;FEM;PL
人間	humanos	人間	humanos	N	N
交通	tránsito	交通	tránsito	N	N;MASC;SG
交通	tráfico	交通	tráfico	N	N;MASC;SG
交通	trafico	交通	trafico	N	N;MASC;SG
交通	transportes	交通	transporte	N	N;MASC;PL
交通	transporte	交通	transporte	N	N;MASC;SG
交通	transportación	交通	transportación	N	N;FEM;SG
交通	transportes	交通	transporte	N	N;MASC;PL
交通	transporte	交通	transporte	N	N;MASC;SG
組織	organizacion	組織	organizacion	N	N;FEM;SG
組織	organización	組織	organización	N	N;FEM;SG
組織	organizacion	組織	organizacion	N	N;FEM;SG
組織	organización	組織	organización	N	N;FEM;SG
構造	estructuras	構造	estructura	N	N;FEM;PL
構造	estructura	構造	estructura	N	N;FEM;SG
サービス	servicios	サービス	servicio	N	N;MASC;PL
サービス	servicio	サービス	servicio	N	N;MASC;SG
統合	consolida	統合	consolidar	V	V;IND;SG;3;PRS;FIN
統合	consolidarse	統合	consolidarse	V	V;SBJV;SG;3;PRS;FIN
統合	consolidar	統合	consolidar	V	V;NFIN
統合	fusionar	統合	fusionar	V	V;NFIN
統合	combinar	統合	combinar	V	V;NFIN
テーマ	temas	テーマ	tema	N	N;MASC;PL
テーマ	temática	テーマ	temática	N	N;FEM;SG
テーマ	tema	テーマ	tema	N	N;MASC;SG
面積	superficie	面積	superficie	N	N;FEM;SG
面積	zona	面積	zona	N	N;FEM;SG
面積	area	面積	area	N	N;FEM;SG
面積	área	面積	área	N	N;FEM;SG
エンジン	motores	エンジン	motor	N	N;MASC;PL
エンジン	motor	エンジン	motor	N	N;MASC;SG
エンジン	motores	エンジン	motor	N	N;MASC;PL
主演	protagonistas	主演	protagonista	N	N;PL
主演	protagonista	主演	protagonista	N	N;SG
ビル	factura	ビル	factura	N	N;FEM;SG
日本語	japonés	日本語	japonés	N	N;MASC;SG
日本語	japoneses	日本語	japonés	N	N;MASC;PL
設定	configurar	設定	configurar	V	V;NFIN
設定	configurar	設定	configurar	V	V;NFIN
設定	configure	設定	configurar	V	V;IMP;SG;3;FIN
ライブ	viva	ライブ	viva	N	N;FEM;SG
ライブ	live	ライブ	live	N	N
含む	contiene	含む	contener	V	V;IND;SG;3;PRS;FIN
含む	contenga	含む	contener	V	V;SBJV;SG;3;PRS;FIN
含む	incluye	含む	incluir	V	V;IND;SG;3;PRS;FIN
含む	incluyendo	含む	incluir	V	V;V.MSDR
専門	pericia	専門	pericia	N	N;FEM;SG
専門	experiencia	専門	experiencia	N	N;FEM;SG
専門	peritaje	専門	peritaje	N	N;MASC;SG
機能	función	機能	función	N	N;FEM;SG
機能	características	機能	característica	N	N;FEM;PL
機能	rasgos	機能	rasgo	N	N;MASC;PL
機能	caracteristicas	機能	caracteristica	N	N;FEM;PL
機能	funciones	機能	función	N	N;FEM;PL
機能	característica	機能	característica	N	N;FEM;SG
機能	rasgo	機能	rasgo	N	N;MASC;SG
機能	largometraje	機能	largometraje	N	N;MASC;SG
機能	funcionalidad	機能	funcionalidad	N	N;FEM;SG
機能	funcionalidades	機能	funcionalidad	N	N;FEM;PL
身長	estatura	身長	estatura	N	N;FEM;SG
身長	altura	身長	altura	N	N;FEM;SG
所在	localizaciones	所在	localización	N	N;FEM;PL
所在	ubicaciones	所在	ubicación	N	N;FEM;PL
所在	lugares	所在	lugar	N	N;MASC;PL
所在	localidades	所在	localidad	N	N;FEM;PL
所在	lugar	所在	lugar	N	N;MASC;SG
所在	ubicacion	所在	ubicacion	N	N;FEM;SG
所在	ubicación	所在	ubicación	N	N;FEM;SG
所在	emplazamiento	所在	emplazamiento	N	N;MASC;SG
所在	localización	所在	localización	N	N;FEM;SG
運転	conduciendo	運転	conducir	V	V;V.MSDR
運転	manejando	運転	manejar	V	V;V.MSDR
運転	conducir	運転	conducir	V	V;NFIN
写真	fotografía	写真	fotografía	N	N;FEM;SG
写真	photo	写真	photo	N	N
写真	foto	写真	foto	N	N;FEM;SG
写真	fotografía	写真	fotografía	N	N;FEM;SG
写真	fotografia	写真	fotografia	N	N;FEM;SG
写真	fotografía	写真	fotografía	N	N;FEM;SG
写真	fotografia	写真	fotografia	N	N;FEM;SG
写真	foto	写真	foto	N	N;FEM;SG
書店	librería	書店	librería	N	N;FEM;SG
高い	alto	高い	alto	ADJ	ADJ;MASC;SG
高い	elevada	高い	elevado	ADJ	ADJ;FEM;SG;V.PTCP
高い	alta	高い	alto	ADJ	ADJ;FEM;SG
高い	alto	高い	alto	ADJ	ADJ;MASC;SG
高い	costoso	高い	costoso	ADJ	ADJ;MASC;SG
高い	caro	高い	caro	ADJ	ADJ;MASC;SG
高い	caros	高い	caro	ADJ	ADJ;MASC;PL
宇宙	universo	宇宙	universo	N	N;MASC;SG
管理	administra	管理	administrar	V	V;IND;SG;3;PRS;FIN
管理	gestionar	管理	gestionar	V	V;NFIN
管理	gestione	管理	gestionar	V	V;IMP;SG;3;FIN
管理	administrar	管理	administrar	V	V;NFIN
バー	barras	バー	barra	N	N;FEM;PL
バー	rejas	バー	rejo	N	N;FEM;PL
バー	bares	バー	bar	N	N;MASC;PL
バー	barra	バー	barra	N	N;FEM;SG
バー	bar	バー	bar	N	N;MASC;SG
バー	bares	バー	bar	N	N;MASC;PL
部隊	tropa	部隊	tropa	N	N;FEM;SG
部隊	tropas	部隊	tropa	N	N;FEM;PL
公園	parques	公園	parque	N	N;MASC;PL
公園	parque	公園	parque	N	N;MASC;SG
公園	parques	公園	parque	N	N;MASC;PL
スポーツ	deportes	スポーツ	deporte	N	N;MASC;PL
スポーツ	sport	スポーツ	sport	N	N
スポーツ	deporte	スポーツ	deporte	N	N;MASC;SG
スポーツ	deportes	スポーツ	deporte	N	N;MASC;PL
スポーツ	deporte	スポーツ	deporte	N	N;MASC;SG
脚本	guión	脚本	guión	N	N;MASC;SG
脚本	guion	脚本	guion	N	N;MASC;SG
脚本	script	脚本	script	N	N;MASC;SG
脚本	guion	脚本	guion	N	N;MASC;SG
脚本	guión	脚本	guión	N	N;MASC;SG
目的	objetivos	目的	objetivo	N	N;MASC;PL
目的	objetivos	目的	objetivo	N	N;MASC;PL
目的	finalidades	目的	finalidad	N	N;FEM;PL
目的	proposito	目的	proposito	N	N;MASC;SG
目的	finalidad	目的	finalidad	N	N;FEM;SG
目的	propósito	目的	propósito	N	N;MASC;SG
目的	objetivo	目的	objetivo	N	N;MASC;SG
カード	cartas	カード	carta	N	N;FEM;PL
カード	naipes	カード	naipe	N	N;MASC;PL
カード	baraja	カード	barajar	N	N;FEM;SG
カード	tarjetas	カード	tarjeta	N	N;FEM;PL
カード	tarjeta	カード	tarjeta	N	N;FEM;SG
カード	tarjetas	カード	tarjeta	N	N;FEM;PL
カード	card	カード	card	N	N
基本	fundamentos	基本	fundamento	N	N;MASC;PL
基本	fundamentos	基本	fundamento	N	N;MASC;PL
基本	basic	基本	basic	N	N;SG
女優	actrices	女優	actriz	N	N;FEM;PL
女優	actriz	女優	actriz	N	N;FEM;SG
不明	desconocida	不明	desconocido	ADJ	ADJ;FEM;SG;V.PTCP
不明	desconocidos	不明	desconocido	ADJ	ADJ;MASC;PL;V.PTCP
不明	desconocidas	不明	desconocido	ADJ	ADJ;FEM;PL;V.PTCP
不明	desconocido	不明	desconocido	ADJ	ADJ;MASC;SG;V.PTCP
タイトル	títulos	タイトル	título	N	N;MASC;PL
タイトル	titulo	タイトル	titulo	N	N;MASC;SG
タイトル	título	タイトル	título	N	N;MASC;SG
政治	políticos	政治	político	N	N;MASC;PL
政治	politicas	政治	politico	N	N;FEM;PL
政治	políticas	政治	política	N	N;FEM;PL
政治	politica	政治	politica	N	N;FEM;SG
政治	política	政治	política	N	N;FEM;SG
電気	electricidad	電気	electricidad	N	N;FEM;SG
電気	electrico	電気	electrico	N	N;MASC;SG
電気	electrica	電気	electrica	N	N;FEM;SG
電気	electricidad	電気	electricidad	N	N;FEM;SG
警察	policía	警察	policía	N	N;SG
警察	police	警察	police	N	N
警察	policia	警察	policia	N	N;FEM;SG
警察	policías	警察	policía	N	N;PL
作成	crear	作成	crear	V	V;NFIN
作成	crea	作成	creer	V	V;SBJV;SG;3;FIN
作成	crean	作成	crear	V	V;IND;PL;3;PRS;FIN
作成	creó	作成	crear	V	V;IND;SG;3;PST;FIN
ガン	gun	ガン	gun	N	N
ガン	pistola	ガン	pistola	N	N;FEM;SG
ガン	arma	ガン	arma	N	N;FEM;SG
スター	estrella	スター	estrella	N	N;FEM;SG
スター	star	スター	star	N	N
自由	libres	自由	libre	ADJ	ADJ;PL
自由	libre	自由	libre	ADJ	ADJ;SG
自由	gratuito	自由	gratuito	ADJ	ADJ;MASC;SG
陸軍	ejército	陸軍	ejército	N	N;MASC;SG
陸軍	army	陸軍	army	N	N
陸軍	ejercito	陸軍	ejercito	N	N;MASC;SG
表示	ver	表示	ver	V	V;NFIN
社長	president	社長	president	N	N;MASC;SG
社長	presidenta	社長	presidenta	N	N;FEM;SG
社長	presidente	社長	presidente	N	N;MASC;SG
社長	presidentes	社長	presidente	N	N;MASC;PL
団体	organizaciones	団体	organización	N	N;FEM;PL
団体	organizacion	団体	organizacion	N	N;FEM;SG
団体	organización	団体	organización	N	N;FEM;SG
通り	calle	通り	calle	N	N;FEM;SG
通り	callejero	通り	callejero	N	N;MASC;SG
通り	street	通り	street	N	N
通り	calles	通り	calle	N	N;FEM;PL
通信	correspondencia	通信	correspondencia	N	N;FEM;SG
通信	correspondencias	通信	correspondencia	N	N;FEM;PL
通信	comunicacion	通信	comunicacion	N	N;FEM;SG
通信	comunicación	通信	comunicación	N	N;FEM;SG
通信	comunicacion	通信	comunicacion	N	N;FEM;SG
通信	comunicación	通信	comunicación	N	N;FEM;SG
通信	comunicaciones	通信	comunicación	N	N;FEM;PL
俳優	actores	俳優	actor	N	N;MASC;PL
俳優	actriz	俳優	actriz	N	N;FEM;SG
俳優	actor	俳優	actor	N	N;MASC;SG
スペシャル	special	スペシャル	special	N	N
少年	muchacho	少年	muchacho	N	N;MASC;SG
少年	boy	少年	boy	N	N
少年	niño	少年	niño	N	N;MASC;SG
少年	chico	少年	chico	N	N;MASC;SG
病院	hospitales	病院	hospital	N	N;MASC;PL
病院	hospital	病院	hospital	N	N;MASC;SG
病院	hospitalización	病院	hospitalización	N	N;FEM;SG
病院	hospitales	病院	hospital	N	N;MASC;PL
個人	individuo	個人	individuo	N	N;MASC;SG
個人	individuos	個人	individuo	N	N;MASC;PL
区間	intervalo	区間	intervalo	N	N;MASC;SG
銀行	bancarios	銀行	bancario	N	N;MASC;PL
銀行	banca	銀行	banca	N	N;FEM;SG
銀行	bancos	銀行	banco	N	N;MASC;PL
銀行	banca	銀行	banca	N	N;FEM;SG
銀行	banco	銀行	banco	N	N;MASC;SG
銀行	bank	銀行	bank	N	N
研究所	institute	研究所	institute	N	N;MASC;SG
研究所	instituto	研究所	instituto	N	N;MASC;SG
主に	principalmente	主に	principalmente	ADV	ADV
主に	principalmente	主に	principalmente	ADV	ADV
主に	primordialmente	主に	primordialmente	ADV	ADV
学園	gakuen	学園	gakuen	N	N;SG
彼女	ella	彼女	él	PRO	PRO;FEM;SG;3
ニュース	noticias	ニュース	noticia	N	N;FEM;PL
ニュース	novedades	ニュース	novedad	N	N;FEM;PL
ニュース	noticia	ニュース	noticia	N	N;FEM;SG
ソフト	blanda	ソフト	blando	ADJ	ADJ;FEM;SG
ソフト	suave	ソフト	suave	ADJ	ADJ;SG
ソフト	blando	ソフト	blando	ADJ	ADJ;MASC;SG
文学	literatura	文学	literatura	N	N;FEM;SG
能力	capacidad	能力	capacidad	N	N;FEM;SG
能力	habilidad	能力	habilidad	N	N;FEM;SG
学者	erudito	学者	erudito	N	N;MASC;SG
学者	estudioso	学者	estudioso	N	N;MASC;SG
学者	académicos	学者	académico	N	N;MASC;PL
学者	estudiosos	学者	estudioso	N	N;MASC;PL
学者	eruditos	学者	erudito	N	N;MASC;PL
空港	aeropuertos	空港	aeropuerto	N	N;MASC;PL
空港	aeropuerto	空港	aeropuerto	N	N;MASC;SG
空港	aeropuertos	空港	aeropuerto	N	N;MASC;PL
高速	rápido	高速	rápido	ADJ	ADJ;MASC;SG
言語	idiomas	言語	idioma	N	N;MASC;PL
言語	lenguas	言語	lengua	N	N;FEM;PL
言語	lengua	言語	lengua	N	N;FEM;SG
言語	idioma	言語	idioma	N	N;MASC;SG
言語	lenguaje	言語	lenguaje	N	N;MASC;SG
言語	idiomas	言語	idioma	N	N;MASC;PL
リリース	liberación	リリース	liberación	N	N;FEM;SG
リリース	lanzamiento	リリース	lanzamiento	N	N;MASC;SG
リリース	excarcelación	リリース	excarcelación	N	N;FEM;SG
リリース	lanzamientos	リリース	lanzamiento	N	N;MASC;PL
リリース	liberaciones	リリース	liberación	N	N;FEM;PL
ベスト	chaleco	ベスト	chaleco	N	N;MASC;SG
ベスト	best	ベスト	best	N	N;MASC;SG
現代	contemporáneos	現代	contemporáneo	N	N;MASC;PL
会議	conferencia	会議	conferencia	N	N;FEM;SG
会議	reuniones	会議	reunión	N	N;FEM;PL
会議	encuentros	会議	encuentro	N	N;MASC;PL
会議	reunión	会議	reunión	N	N;FEM;SG
会議	encuentro	会議	encuentro	N	N;MASC;SG
会議	reuniones	会議	reunión	N	N;FEM;PL
バンド	band	バンド	band	N	N;SG
バンド	banda	バンド	banda	N	N;FEM;SG
バンド	bandas	バンド	banda	N	N;FEM;PL
追加	agregar	追加	agregar	V	V;NFIN
追加	agrega	追加	agregar	V	V;IND;SG;3;PRS;FIN
追加	añadir	追加	añadir	V	V;NFIN
追加	añade	追加	añadir	V	V;IND;SG;3;PRS;FIN
追加	agrega	追加	agregar	V	V;IND;SG;3;PRS;FIN
追加	añade	追加	añadir	V	V;IND;SG;3;PRS;FIN
追加	adjuntar	追加	adjuntar	V	V;NFIN
移動	mover	移動	mover	V	V;NFIN
移動	muévete	移動	muévete	V	V;IND;SG;2;PRS;FIN
移動	moviendo	移動	mover	V	V;V.MSDR
国民	nación	国民	nación	N	N;FEM;SG
国民	nacion	国民	nacion	N	N;FEM;SG
国民	nation	国民	nation	N	N
ファン	fans	ファン	fan	N	N;PL
ファン	admiradores	ファン	admirador	N	N;MASC;PL
ファン	ventiladores	ファン	ventilador	N	N;MASC;PL
ファン	aficionados	ファン	aficionado	N	N;MASC;PL
ファン	abanico	ファン	abanico	N	N;MASC;SG
ファン	ventilador	ファン	ventilador	N	N;MASC;SG
ファン	admirador	ファン	admirador	N	N;MASC;SG
ファン	fan	ファン	fan	N	N;SG
すべて	everything	すべて	everything	N	N
すべて	all	すべて	all	N	N
環境	medioambiente	環境	medioambiente	N	N;MASC;SG
環境	ambiente	環境	ambiente	N	N;MASC;SG
環境	entorno	環境	entorno	N	N;MASC;SG
環境	entornos	環境	entorno	N	N;MASC;PL
環境	ambientes	環境	ambiente	N	N;MASC;PL
大きな	grande	大きな	grande	ADJ	ADJ;SG
大きな	gran	大きな	gran	ADJ	ADJ;SG
大きな	grandes	大きな	grande	ADJ	ADJ;PL
競技	concurso	競技	concurso	N	N;MASC;SG
競技	competición	競技	competición	N	N;FEM;SG
競技	competencia	競技	competencia	N	N;FEM;SG
会長	presidenta	会長	presidenta	N	N;FEM;SG
会長	presidente	会長	presidente	N	N;MASC;SG
会長	presidenta	会長	presidenta	N	N;FEM;SG
会長	presidente	会長	presidente	N	N;MASC;SG
形式	forma	形式	forma	N	N;FEM;SG
形式	formulario	形式	formulario	N	N;MASC;SG
工場	fábricas	工場	fábrica	N	N;FEM;PL
工場	fábricas	工場	fábrica	N	N;FEM;PL
工場	fabrica	工場	fabricar	N	N;FEM;SG
工場	factoría	工場	factoría	N	N;FEM;SG
工場	factory	工場	factory	N	N;MASC;SG
工場	fábrica	工場	fábrica	N	N;FEM;SG
相手	oponente	相手	oponente	N	N;SG
相手	oponentes	相手	oponente	N	N;PL
相手	adversario	相手	adversario	N	N;MASC;SG
戦闘	combatir	戦闘	combatir	V	V;NFIN
労働	laborista	労働	laborista	N	N;SG
労働	parto	労働	parto	N	N;MASC;SG
事務所	oficinas	事務所	oficina	N	N;FEM;PL
事務所	oficina	事務所	oficina	N	N;FEM;SG
事務所	office	事務所	office	N	N;SG
事務所	despacho	事務所	despacho	N	N;MASC;SG
データ	data	データ	datar	N	N;FEM;SG
データ	dato	データ	dato	N	N;MASC;SG
データ	datos	データ	dato	N	N;MASC;PL
作戦	operación	作戦	operación	N	N;FEM;SG
作戦	funcionamiento	作戦	funcionamiento	N	N;MASC;SG
オリジナル	original	オリジナル	original	ADJ	ADJ;SG
オリジナル	originales	オリジナル	original	ADJ	ADJ;PL
オリジナル	originales	オリジナル	original	ADJ	ADJ;PL
可能性	posibilidades	可能性	posibilidad	N	N;FEM;PL
可能性	posibilidad	可能性	posibilidad	N	N;FEM;SG
種類	type	種類	type	N	N
種類	tipo	種類	tipo	N	N;MASC;SG
種類	tipos	種類	tipo	N	N;MASC;PL
文字	carácter	文字	carácter	N	N;MASC;SG
文字	caracter	文字	caracter	N	N;MASC;SG
文字	personaje	文字	personaje	N	N;MASC;SG
文字	caracteres	文字	carácter	N	N;MASC;PL
文字	personajes	文字	personaje	N	N;MASC;PL
大統領	president	大統領	president	N	N;MASC;SG
大統領	presidenta	大統領	presidenta	N	N;FEM;SG
大統領	presidente	大統領	presidente	N	N;MASC;SG
連邦	federación	連邦	federación	N	N;FEM;SG
ネット	net	ネット	net	N	N
ネット	red	ネット	red	N	N;FEM;SG
ネット	netos	ネット	neto	N	N;MASC;PL
ネット	redes	ネット	red	N	N;FEM;PL
共和国	republic	共和国	republic	N	N
共和国	republica	共和国	republica	N	N;FEM;SG
共和国	república	共和国	república	N	N;FEM;SG
引退	retirarse	引退	retirar	V	V;SBJV;SG;3;IPFV;FIN
引退	jubilarse	引退	jubilarse	V	V;SBJV;SG;3;FIN
部門	departamento	部門	departamento	N	N;MASC;SG
産業	industria	産業	industria	N	N;FEM;SG
決勝	finales	決勝	final	N	N;MASC;PL
決勝	final	決勝	final	N	N;MASC;SG
プロデューサー	productores	プロデューサー	productor	N	N;MASC;PL
プロデューサー	productoras	プロデューサー	productora	N	N;FEM;PL
プロデューサー	productores	プロデューサー	productor	N	N;MASC;PL
プロデューサー	productor	プロデューサー	productor	N	N;MASC;SG
プロデューサー	productora	プロデューサー	productora	N	N;FEM;SG
プロデューサー	productoras	プロデューサー	productora	N	N;FEM;PL
系統	linaje	系統	linaje	N	N;MASC;SG
レース	race	レース	race	N	N
レース	carrera	レース	carrera	N	N;FEM;SG
レース	raza	レース	raza	N	N;FEM;SG
レース	racing	レース	racing	N	N;MASC;SG
レース	carreras	レース	carrera	N	N;FEM;PL
レース	regatas	レース	regata	N	N;FEM;PL
レース	encaje	レース	encaje	N	N;MASC;SG
レース	encajes	レース	encaje	N	N;MASC;PL
郵便	correo	郵便	correo	N	N;MASC;SG
郵便	correspondencia	郵便	correspondencia	N	N;FEM;SG
郵便	mail	郵便	mail	N	N;MASC;SG
項目	entradas	項目	entrada	N	N;FEM;PL
カップ	copas	カップ	copa	N	N;FEM;PL
カップ	tazas	カップ	taza	N	N;FEM;PL
カップ	vasos	カップ	vaso	N	N;MASC;PL
カップ	taza	カップ	taza	N	N;FEM;SG
カップ	copa	カップ	copa	N	N;FEM;SG
カップ	cup	カップ	cupo	N	N;FEM;SG
ラン	run	ラン	run	N	N
レイ	rayo	レイ	rayo	N	N;MASC;SG
レイ	rayos	レイ	rayo	N	N;MASC;PL
ほぼ	casi	ほぼ	casi	ADV	ADV
ほぼ	casi	ほぼ	casi	ADV	ADV
交差点	intersección	交差点	intersección	N	N;FEM;SG
交差点	cruce	交差点	cruce	N	N;MASC;SG
イベント	eventos	イベント	evento	N	N;MASC;PL
イベント	acontecimientos	イベント	acontecimiento	N	N;MASC;PL
イベント	acontecimiento	イベント	acontecimiento	N	N;MASC;SG
イベント	evento	イベント	evento	N	N;MASC;SG
出典	fuentes	出典	fuente	N	N;FEM;PL
出典	procedencia	出典	procedencia	N	N;FEM;SG
出典	fuente	出典	fuente	N	N;FEM;SG
出典	origen	出典	origen	N	N;MASC;SG
出典	source	出典	source	N	N
ほとんど	casi	ほとんど	casi	ADV	ADV
重要	importante	重要	importante	ADJ	ADJ;SG
重要	importantes	重要	importante	ADJ	ADJ;PL
プロジェクト	project	プロジェクト	project	N	N
プロジェクト	proyecto	プロジェクト	proyecto	N	N;MASC;SG
プロジェクト	proyectos	プロジェクト	proyecto	N	N;MASC;PL
プロジェクト	projects	プロジェクト	project	N	N
電車	train	電車	train	N	N
電車	trenes	電車	tren	N	N;MASC;PL
電車	entreno	電車	entreno	N	N;MASC;SG
電車	tren	電車	tren	N	N;MASC;SG
電車	trenes	電車	tren	N	N;MASC;PL
建築	arquitectura	建築	arquitectura	N	N;FEM;SG
クラス	clases	クラス	clase	N	N;FEM;PL
クラス	clase	クラス	clase	N	N;FEM;SG
クラス	class	クラス	clas	N	N;FEM;SG
クラス	clases	クラス	clase	N	N;FEM;PL
アジア	asia	アジア	asia	N	N;FEM;SG
普通	ordinario	普通	ordinario	ADJ	ADJ;MASC;SG
普通	ordinarios	普通	ordinario	ADJ	ADJ;MASC;PL
普通	ordinarias	普通	ordinario	ADJ	ADJ;FEM;PL
普通	ordinaria	普通	ordinario	ADJ	ADJ;FEM;SG
普通	normales	普通	normal	ADJ	ADJ;PL
普通	normal	普通	normal	ADJ	ADJ;SG
舞台	etapas	舞台	etapa	N	N;FEM;PL
舞台	fases	舞台	fase	N	N;FEM;PL
舞台	etapa	舞台	etapa	N	N;FEM;SG
舞台	escenario	舞台	escenario	N	N;MASC;SG
舞台	stage	舞台	stage	N	N
意見	opinion	意見	opinion	N	N;FEM;SG
意見	dictamen	意見	dictamen	N	N;MASC;SG
意見	opinión	意見	opinión	N	N;FEM;SG
意見	dictámenes	意見	dictamen	N	N;MASC;PL
意見	opiniones	意見	opinión	N	N;FEM;PL
再び	nuevamente	再び	nuevamente	ADV	ADV
発見	descubrir	発見	descubrir	V	V;NFIN
発見	descubriendo	発見	descubrir	V	V;V.MSDR
発見	descubrir	発見	descubrir	V	V;NFIN
発見	descubra	発見	descubrir	V	V;IND;SG;3;PRS;FIN
発見	descubre	発見	descubrir	V	V;IND;SG;3;PRS;FIN
発見	descubren	発見	descubrir	V	V;IND;PL;3;PRS;FIN
ローマ	roman	ローマ	romar	N	N
ローマ	romanos	ローマ	romano	N	N;MASC;PL
ローマ	román	ローマ	román	N	N;MASC;SG
ローマ	roma	ローマ	roma	N	N;SG
ローマ	romaníes	ローマ	romaní	N	N;PL
ローマ	romaní	ローマ	romaní	N	N;MASC;SG
ローマ	roma	ローマ	roma	N	N;SG
保護	proteger	保護	proteger	V	V;NFIN
保護	protegiendo	保護	proteger	V	V;V.MSDR
保護	proteja	保護	proteger	V	V;IMP;SG;3;FIN
保護	proteger	保護	proteger	V	V;NFIN
保護	protege	保護	proteger	V	V;IND;SG;3;PRS;FIN
少女	chica	少女	chica	N	N;FEM;SG
少女	niña	少女	niña	N	N;FEM;SG
少女	muchacha	少女	muchacha	N	N;FEM;SG
少女	shōjo	少女	shōjo	N	N;MASC;SG
