kas	кой	kas	кой	PRO;NOM	PRO;NOM;MASC;SG
rajons	окръг	rajons	окръг	N;NOM;MASC;SG	N;INDF;MASC;SG
rajons	област	rajons	област	N;NOM;MASC;SG	N;INDF;FEM;SG
rajons	район	rajons	район	N;NOM;MASC;SG	N;INDF;MASC;SG
balvu	награда	balva	награда	N;ACC;FEM;SG	N;INDF;FEM;SG
medaļu	медал	medaļa	медал	N;ACC;FEM;SG	N;INDF;MASC;SG
lielā	голям	liels	голям	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
lielā	голяма	liels	голям	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
lielā	голям	liels	голям	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
lielā	голяма	liels	голям	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ielas	улиците	iela	улица	N;NOM;FEM;PL	N;DEF;FEM;PL
ielas	улици	iela	улица	N;NOM;FEM;PL	N;INDF;FEM;PL
katoļu	католици	katolis	католик	N;GEN;MASC;PL	N;INDF;MASC;PL
visi	всички	viss	всеки	PRO;NOM;MASC;PL	PRO;NOM;PL
visi	всички	viss	всеки	PRO;NOM;MASC;PL	PRO;NOM;PL
sistēmas	системи	sistēma	система	N;NOM;FEM;PL	N;INDF;FEM;PL
pusē	страна	puse	страна	N;ESS;FEM;SG	N;INDF;FEM;SG
līga	лигата	līga	лига	N;NOM;FEM;SG	N;DEF;FEM;SG
līga	лига	līga	лига	N;NOM;FEM;SG	N;INDF;FEM;SG
divi	двама	divi	двама	NUM;NOM;MASC;PL	NUM;INDF;PL
divi	две	divi	два	NUM;NOM;MASC;PL	NUM;INDF;FEM;PL
nāves	смърт	nāve	смърт	N;NOM;FEM;SG	N;INDF;FEM;SG
nāves	смъртта	nāve	смърт	N;NOM;FEM;SG	N;DEF;FEM;SG
pieder	притежава	piederēt	притежавам	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
augusts	август	augusts	август	N;NOM;MASC;SG	N;INDF;MASC;SG
galvenais	основна	galvenais	основен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
galvenais	главна	galvenais	главен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
galvenais	главен	galvenais	главен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
tādēļ	следователно	tādēļ	следователно	ADV	ADV
universitāte	университет	universitāte	университет	N;NOM;FEM;SG	N;INDF;MASC;SG
universitāte	университета	universitāte	университет	N;NOM;FEM;SG	N;DEF;MASC;SG
uzvarēja	спечели	uzvarēt	спечеля	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
nodaļa	глава	nodaļa	глава	N;NOM;FEM;SG	N;INDF;FEM;SG
liela	голям	liela	голям	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
liela	голяма	liela	голям	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
liela	голям	liela	голям	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
liela	голяма	liela	голям	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
vairāki	няколко	vairāki	няколко	PRO;NOM;MASC;PL	PRO;INDF
stacija	станция	stacija	станция	N;NOM;FEM;SG	N;INDF;FEM;SG
stacija	station	stacija	station	N;NOM;FEM;SG	N;INDF;MASC;SG
stacija	гара	stacija	гара	N;NOM;FEM;SG	N;INDF;FEM;SG
rakstnieks	писателка	rakstnieks	писателка	N;NOM;MASC;SG	N;INDF;FEM;SG
rakstnieks	сценарист	rakstnieks	сценарист	N;NOM;MASC;SG	N;INDF;MASC;SG
rakstnieks	писател	rakstnieks	писател	N;NOM;MASC;SG	N;INDF;MASC;SG
universitātē	университет	universitāte	университет	N;ESS;FEM;SG	N;INDF;MASC;SG
universitātē	университета	universitāte	университет	N;ESS;FEM;SG	N;DEF;MASC;SG
virs	над	virs	над	ADP	ADP
dziesmas	песните	dziesma	песен	N;NOM;FEM;PL	N;DEF;FEM;PL
dziesmas	песни	dziesma	песен	N;NOM;FEM;PL	N;INDF;FEM;PL
zem	под	zem	под	ADP	ADP
sākotnēji	първоначално	sākotnēji	първоначално	ADV	ADV
sākotnēji	първоначално	sākotnēji	първоначално	ADV	ADV
filma	филм	filma	филм	N;NOM;FEM;SG	N;INDF;MASC;SG
filma	филм	filma	филм	N;NOM;FEM;SG	N;INDF;MASC;SG
filma	лента	filma	лента	N;NOM;FEM;SG	N;INDF;FEM;SG
filmas	филми	filma	филм	N;NOM;FEM;PL	N;INDF;MASC;PL
filmas	филми	filma	филм	N;NOM;FEM;PL	N;INDF;MASC;PL
atkal	отново	atkal	отново	ADV	ADV
atkal	пак	atkal	пак	ADV	ADV
autors	автор	autors	автор	N;NOM;MASC;SG	N;INDF;MASC;SG
dzīvoja	живял	dzīvot	живея	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
zeme	земята	zeme	земя	N;NOM;FEM;SG	N;DEF;FEM;SG
zeme	земя	zeme	земя	N;NOM;FEM;SG	N;INDF;FEM;SG
zeme	земя	zeme	земя	N;NOM;FEM;SG	N;INDF;FEM;SG
zeme	земя	zeme	земя	N;NOM;FEM;SG	N;INDF;FEM;SG
labi	добро	labi	добър	ADV	ADV
labi	добре	labi	добре	ADV	ADV
dibināta	основана	dibināt	основа	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibināta	основано	dibināt	основа	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dibināta	основан	dibināt	основа	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ķermeņa	тялото	ķermenis	тяло	N;GEN;MASC;SG	N;DEF;NEUT;SG
ķermeņa	тяло	ķermenis	тяло	N;GEN;MASC;SG	N;INDF;NEUT;SG
stadions	стадион	stadions	стадион	N;NOM;MASC;SG	N;INDF;MASC;SG
stadions	стадиона	stadions	стадион	N;NOM;MASC;SG	N;DEF;MASC;SG
karš	войната	karš	война	N;NOM;MASC;SG	N;DEF;FEM;SG
karš	война	karš	война	N;NOM;MASC;SG	N;INDF;FEM;SG
iedzīvotāji	обитатели	iedzīvotājs	обитател	N;NOM;MASC;PL	N;INDF;MASC;PL
iedzīvotāji	жители	iedzīvotājs	жител	N;NOM;MASC;PL	N;INDF;MASC;PL
iedzīvotāji	обитатели	iedzīvotājs	обитател	N;NOM;MASC;PL	N;INDF;MASC;PL
iedzīvotāji	жители	iedzīvotājs	жител	N;NOM;MASC;PL	N;INDF;MASC;PL
iedzīvotāji	граждани	iedzīvotājs	гражданин	N;NOM;MASC;PL	N;INDF;MASC;PL
iedzīvotāji	гражданите	iedzīvotājs	гражданин	N;NOM;MASC;PL	N;DEF;MASC;PL
laiks	времето	laiks	време	N;NOM;MASC;SG	N;DEF;NEUT;SG
laiks	време	laiks	време	N;NOM;MASC;SG	N;INDF;NEUT;SG
ģimenē	семейство	ģimene	семейство	N;ESS;FEM;SG	N;INDF;NEUT;SG
ģimenē	семейството	ģimene	семейство	N;ESS;FEM;SG	N;DEF;NEUT;SG
valstis	държави	valsts	държава	N;NOM;FEM;PL	N;INDF;FEM;PL
valstis	щати	valsts	щат	N;NOM;FEM;PL	N;INDF;MASC;PL
valstis	държави	valsts	държава	N;NOM;FEM;PL	N;INDF;FEM;PL
valstis	страни	valsts	страна	N;NOM;FEM;PL	N;INDF;FEM;PL
ielu	чистач	iela	чистач	N;ACC;FEM;SG	N;INDF;MASC;SG
skolas	училища	skola	училище	N;NOM;FEM;PL	N;INDF;NEUT;PL
skolas	школи	skola	школа	N;NOM;FEM;PL	N;INDF;MASC;PL
skolas	училищата	skola	училище	N;NOM;FEM;PL	N;DEF;NEUT;PL
vasaras	лета	vasara	лето	N;NOM;FEM;PL	N;INDF;NEUT;PL
diena	денят	diena	ден	N;NOM;FEM;SG	N;DEF;MASC;SG
diena	ден	diena	ден	N;NOM;FEM;SG	N;INDF;MASC;SG
temperatūra	температурата	temperatūra	температура	N;NOM;FEM;SG	N;DEF;FEM;SG
temperatūra	температура	temperatūra	температура	N;NOM;FEM;SG	N;INDF;FEM;SG
spēlēja	играха	spēlēt	играя	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
spēlēja	играл	spēlēt	играя	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
aktieris	актьор	aktieris	актьор	N;NOM;MASC;SG	N;INDF;MASC;SG
ciema	село	ciems	село	N;GEN;MASC;SG	N;INDF;NEUT;SG
darbi	произведения	darbs	произведение	N;NOM;MASC;PL	N;INDF;NEUT;PL
kalnu	планина	kalns	планина	N;ACC;MASC;SG	N;INDF;FEM;SG
kalnu	планината	kalns	планина	N;ACC;MASC;SG	N;DEF;FEM;SG
spēļu	игри	spēle	игра	N;GEN;FEM;PL	N;INDF;FEM;PL
uzskata	счита	uzskatīt	считам-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
jūlijs	джулиъс	jūlijs	джулиъс	N;NOM;MASC;SG	N;INDF;MASC;SG
jūlijs	юли	jūlijs	юли	N;NOM;MASC;SG	N;INDF;MASC;SG
čempionāts	първенство	čempionāts	първенство	N;NOM;MASC;SG	N;INDF;NEUT;SG
čempionāts	шампионат	čempionāts	шампионат	N;NOM;MASC;SG	N;INDF;MASC;SG
datums	среща	datums	среща	N;NOM;MASC;SG	N;INDF;FEM;SG
datums	дата	datums	дата	N;NOM;MASC;SG	N;INDF;FEM;SG
izveidota	създадено	izveidot	създам	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
izveidota	създадена	izveidot	създам	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
izveidota	създаде	izveidot	създам	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
izveidota	създаден	izveidot	създам	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bgcolor	bgcolor	bgcolor	bgcolor	N	N;INDF;MASC;SG
strādāja	работил	strādāt	работя	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
ēka	изграждане	ēka	изграждане	N;NOM;FEM;SG	N;INDF;NEUT;SG
ēka	сграда	ēka	сграда	N;NOM;FEM;SG	N;INDF;FEM;SG
ēka	сградата	ēka	сграда	N;NOM;FEM;SG	N;DEF;FEM;SG
sistēma	система	sistēma	система	N;NOM;FEM;SG	N;INDF;FEM;SG
sistēma	системата	sistēma	система	N;NOM;FEM;SG	N;DEF;FEM;SG
vadītājs	управител	vadītājs	управител	N;NOM;MASC;SG	N;INDF;MASC;SG
vadītājs	мениджър	vadītājs	мениджър	N;NOM;MASC;SG	N;INDF;MASC;SG
vadītājs	шофьорът	vadītājs	шофьор	N;NOM;MASC;SG	N;DEF;MASC;SG
vadītājs	шофьор	vadītājs	шофьор	N;NOM;MASC;SG	N;INDF;MASC;SG
vadītājs	шофьора	vadītājs	шофьор	N;NOM;MASC;SG	N;DEF;MASC;SG
vadītājs	лидер	vadītājs	лидер	N;NOM;MASC;SG	N;INDF;MASC;SG
vadītājs	водач	vadītājs	водач	N;NOM;MASC;SG	N;INDF;MASC;SG
vadītājs	главата	vadītājs	глава	N;NOM;MASC;SG	N;DEF;FEM;SG
vadītājs	глава	vadītājs	глава	N;NOM;MASC;SG	N;INDF;FEM;SG
caur	чрез	caur	чрез	ADP	ADP
caur	чрез	caur	чрез	ADP	ADP
caur	през	caur	през	ADP	ADP
kārtas	кръгове	kārta	кръг	N;NOM;FEM;PL	N;INDF;MASC;PL
ietilpst	обхваща	ietilpt	обхващам	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ietilpst	включват	ietilpt	включвам-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
ietilpst	включва	ietilpt	включвам-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ēkas	сгради	ēka	сграда	N;NOM;FEM;PL	N;INDF;FEM;PL
janvāris	януари	janvāris	януари	N;NOM;MASC;SG	N;INDF;MASC;SG
karjeru	кариера	karjera	кариера	N;ACC;FEM;SG	N;INDF;FEM;SG
grupu	група	grupa	група	N;ACC;FEM;SG	N;INDF;FEM;SG
grupu	групиране	grupa	групиране	N;ACC;FEM;SG	N;INDF;NEUT;SG
vēsturē	историята	vēsture	история	N;ESS;FEM;SG	N;DEF;FEM;SG
vēsturē	история	vēsture	история	N;ESS;FEM;SG	N;INDF;FEM;SG
darbojās	действал	darboties	действам	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
uzņēmums	дружество	uzņēmums	дружество	N;NOM;MASC;SG	N;INDF;NEUT;SG
uzņēmums	компания	uzņēmums	компания	N;NOM;MASC;SG	N;INDF;FEM;SG
uzņēmums	рота	uzņēmums	рота	N;NOM;MASC;SG	N;INDF;FEM;SG
uzņēmums	фирма	uzņēmums	фирма	N;NOM;MASC;SG	N;INDF;FEM;SG
uzņēmums	учреждение	uzņēmums	учреждение	N;NOM;MASC;SG	N;INDF;NEUT;SG
uzņēmums	установяване	uzņēmums	установяване	N;NOM;MASC;SG	N;INDF;NEUT;SG
uzņēmums	предприятие	uzņēmums	предприятие	N;NOM;MASC;SG	N;INDF;NEUT;SG
uzņēmums	ентърпрайз	uzņēmums	ентърпрайз	N;NOM;MASC;SG	N;INDF;MASC;SG
uzņēmums	ентърпрайс	uzņēmums	ентърпрайс	N;NOM;MASC;SG	N;INDF;MASC;SG
rindās	редиците	rinda	редица	N;ESS;FEM;PL	N;DEF;FEM;PL
rindās	редици	rinda	редица	N;ESS;FEM;PL	N;INDF;FEM;PL
tēvs	баща	tēvs	баща	N;NOM;MASC;SG	N;INDF;MASC;SG
tēvs	татко	tēvs	татко	N;NOM;MASC;SG	N;INDF;MASC;SG
vārdu	дума	vārds	дума	N;ACC;MASC;SG	N;INDF;FEM;SG
dēls	син	dēls	син	N;NOM;MASC;SG	N;INDF;MASC;SG
basketbola	баскетбол	basketbols	баскетбол	N;GEN;MASC;SG	N;INDF;MASC;SG
basketbola	баскетбола	basketbols	баскетбол	N;GEN;MASC;SG	N;DEF;MASC;SG
čempionāta	първенство	čempionāts	първенство	N;GEN;MASC;SG	N;INDF;NEUT;SG
čempionāta	шампионат	čempionāts	шампионат	N;GEN;MASC;SG	N;INDF;MASC;SG
sudraba	сребърна	sudrabs	сребърна-(се)	N;NOM;FEM;SG	N;INDF;FEM;SG
sudraba	силвър	sudrabs	силвър	N;NOM;FEM;SG	N;INDF;MASC;SG
sudraba	сребро	sudrabs	сребро	N;NOM;FEM;SG	N;INDF;NEUT;SG
sudraba	сребърен	sudrabs	сребърен	N;NOM;FEM;SG	N;INDF;MASC;SG
vārds	името	vārds	име	N;NOM;MASC;SG	N;DEF;NEUT;SG
vārds	наименование	vārds	наименование	N;NOM;MASC;SG	N;INDF;NEUT;SG
vārds	име	vārds	име	N;NOM;MASC;SG	N;INDF;NEUT;SG
teritorija	територия	teritorija	територия	N;NOM;FEM;SG	N;INDF;FEM;SG
teritorija	територията	teritorija	територия	N;NOM;FEM;SG	N;DEF;FEM;SG
teritorija	зона	teritorija	зона	N;NOM;FEM;SG	N;INDF;FEM;SG
teritorija	площ	teritorija	площ	N;NOM;FEM;SG	N;INDF;FEM;SG
teritorija	област	teritorija	област	N;NOM;FEM;SG	N;INDF;FEM;SG
teritorija	район	teritorija	район	N;NOM;FEM;SG	N;INDF;MASC;SG
futbolists	футболист	futbolists	футболист	N;NOM;MASC;SG	N;INDF;MASC;SG
cilvēka	човек	cilvēks	човек	N;GEN;MASC;SG	N;INDF;MASC;SG
sākas	започва	sākties	започвам-(се)	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sākas	започва	sākties	започвам-(се)	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
netālu	близко	netālu	близък	ADV	ADV
netālu	близо	netālu	близо	ADV	ADV
netālu	наблизо	netālu	наблизо	ADV	ADV
svars	тегло	svars	тегло	N;NOM;MASC;SG	N;INDF;NEUT;SG
svars	тежест	svars	тежест	N;NOM;MASC;SG	N;INDF;FEM;SG
režisors	директорът	režisors	директор	N;NOM;MASC;SG	N;DEF;MASC;SG
režisors	режисьор	režisors	режисьор	N;NOM;MASC;SG	N;INDF;MASC;SG
režisors	директор	režisors	директор	N;NOM;MASC;SG	N;INDF;MASC;SG
radio	радиото	radio	радио	N	N;DEF;NEUT;SG
radio	радио	radio	радио	N	N;INDF;NEUT;SG
administratīvais	административен	administratīvs	административен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
administratīvais	административна	administratīvs	административен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
dziesma	песен	dziesma	песен	N;NOM;FEM;SG	N;INDF;FEM;SG
dziesma	песничка	dziesma	песничка	N;NOM;FEM;SG	N;INDF;FEM;SG
galvenā	основна	galvenā	основен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
galvenā	главна	galvenā	главен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
galvenā	главен	galvenā	главен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
koka	дървесина	koks	дървесина	N;GEN;MASC;SG	N;INDF;FEM;SG
koka	дърво	koks	дърво	N;GEN;MASC;SG	N;INDF;NEUT;SG
clubnat	clubnat	clubnat	clubnat	N;NOM;MASC;SG	N;INDF;MASC;SG
isbn	isbn	isbn	isbn	N	N;INDF;FEM;SG
brīvības	свобода	brīvība	свобода	N;GEN;FEM;SG	N;INDF;FEM;SG
karjeras	кариери	karjera	кариера	N;NOM;FEM;PL	N;INDF;FEM;PL
pavadonis	спътник	pavadonis	спътник	N;NOM;MASC;SG	N;INDF;MASC;SG
pavadonis	сателит	pavadonis	сателит	N;NOM;MASC;SG	N;INDF;MASC;SG
pavadonis	муун	pavadonis	муун	N;NOM;MASC;SG	N;INDF;FEM;SG
pavadonis	луна	pavadonis	луна	N;NOM;MASC;SG	N;INDF;FEM;SG
pavadonis	луната	pavadonis	луна	N;NOM;MASC;SG	N;DEF;FEM;SG
jūnijs	джун	jūnijs	джун	N;NOM;MASC;SG	N;INDF;MASC;SG
jūnijs	юни	jūnijs	юни	N;NOM;MASC;SG	N;INDF;MASC;SG
www	www	www	www	N	N;INDF;MASC;SG
tiesnesis	съдията	tiesnesis	съдия	N;NOM;MASC;SG	N;DEF;MASC;SG
tiesnesis	съдия	tiesnesis	съдия	N;NOM;MASC;SG	N;INDF;MASC;SG
karā	войната	karš	война	N;ESS;MASC;SG	N;DEF;FEM;SG
karā	война	karš	война	N;ESS;MASC;SG	N;INDF;FEM;SG
sala	острова	sals	острова	N;NOM;FEM;SG	N;DEF;MASC;SG
sala	island	sals	islanа	N;NOM;FEM;SG	N;INDF;MASC;SG
sala	остров	sals	остров	N;NOM;FEM;SG	N;INDF;MASC;SG
sala	островът	sals	остров	N;NOM;FEM;SG	N;DEF;MASC;SG
sala	айлънд	sals	айлънд	N;NOM;FEM;SG	N;INDF;MASC;SG
marts	мар	marts	мар	N;NOM;MASC;SG	N;INDF;FEM;SG
marts	март	marts	март	N;NOM;MASC;SG	N;INDF;MASC;SG
studijas	студия	studija	студия	N;NOM;FEM;PL	N;INDF;NEUT;PL
valdības	правителства	valdība	правителство	N;NOM;FEM;PL	N;INDF;NEUT;PL
valdības	правителствата	valdība	правителство	N;NOM;FEM;PL	N;DEF;NEUT;PL
veids	вид	veids	вид	N;NOM;MASC;SG	N;INDF;MASC;SG
veids	тип	veids	тип	N;NOM;MASC;SG	N;INDF;MASC;SG
saraksts	списък	saraksts	списък	N;NOM;MASC;SG	N;INDF;MASC;SG
vasarā	лятото	vasara	лято	N;ESS;FEM;SG	N;DEF;NEUT;SG
vasarā	съмър	vasara	съмър	N;ESS;FEM;SG	N;INDF;MASC;SG
vasarā	лято	vasara	лято	N;ESS;FEM;SG	N;INDF;NEUT;SG
starptautiskā	международен	starptautiska	международен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
starptautiskā	международна	starptautiska	международен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
karaļa	роял	karalis	роя-(се)	N;NOM;MASC;SG	N;INDF;MASC;SG
karaļa	royal	karalis	royal	N;NOM;MASC;SG	N
ebreju	евреин	ebrejs	евреин	N;ACC;MASC;SG	N;INDF;MASC;SG
ebreju	еврейка	ebrejs	еврейка	N;ACC;MASC;SG	N;INDF;FEM;SG
ebreju	иврит	ebrejs	иврит	N;ACC;MASC;SG	N;INDF;MASC;SG
agrāk	досега	agrāk	досега	ADV	ADV
attēlā	фигура	attēls	фигура	N;ESS;MASC;SG	N;INDF;FEM;SG
attēlā	фигурата	attēls	фигура	N;ESS;MASC;SG	N;DEF;FEM;SG
izmaiņas	промени	izmaiņa	промяна	N;NOM;FEM;PL	N;INDF;FEM;PL
izmaiņas	промените	izmaiņa	промяна	N;NOM;FEM;PL	N;DEF;FEM;PL
izmaiņas	изменения	izmaiņa	изменение	N;NOM;FEM;PL	N;INDF;NEUT;PL
izmaiņas	промени	izmaiņa	промяна	N;NOM;FEM;PL	N;INDF;FEM;PL
albuma	албум	albums	албум	N;GEN;MASC;SG	N;INDF;MASC;SG
atklāja	разкриха	atklāt	разкрия-(се)	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
atklāja	разкри	atklāt	разкрия-(се)	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
guva	отбеляза	gūt	отбележа	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
guva	вкара	gūt	вкарам	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
sezonu	сезон	sezona	сезон	N;ACC;FEM;SG	N;INDF;MASC;SG
sezonu	сезона	sezona	сезон	N;ACC;FEM;SG	N;DEF;MASC;SG
robežas	граници	robeža	граница	N;NOM;FEM;PL	N;INDF;FEM;PL
robežas	граници	robeža	граница	N;NOM;FEM;PL	N;INDF;FEM;PL
robežas	граници	robeža	граница	N;NOM;FEM;PL	N;INDF;FEM;PL
robežas	ограничения	robeža	ограничение	N;NOM;FEM;PL	N;INDF;NEUT;PL
eet	eet	eet	eet	N	N;INDF;NEUT;SG
medaļas	медали	medaļa	медал	N;NOM;FEM;PL	N;INDF;MASC;PL
medaļas	медалите	medaļa	медал	N;NOM;FEM;PL	N;DEF;MASC;PL
pēdējā	последен	pēdējā	последен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
pēdējā	последна	pēdējā	последен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
dienu	денят	diena	ден	N;ACC;FEM;SG	N;DEF;MASC;SG
dienu	ден	diena	ден	N;ACC;FEM;SG	N;INDF;MASC;SG
dienā	денят	diena	ден	N;ESS;FEM;SG	N;DEF;MASC;SG
dienā	ден	diena	ден	N;ESS;FEM;SG	N;INDF;MASC;SG
periods	период	periods	период	N;NOM;MASC;SG	N;INDF;MASC;SG
dalībnieks	участник	dalībnieks	участник	N;NOM;MASC;SG	N;INDF;MASC;SG
vēsture	историята	vēsture	история	N;NOM;FEM;SG	N;DEF;FEM;SG
vēsture	история	vēsture	история	N;NOM;FEM;SG	N;INDF;FEM;SG
platība	зона	platība	зона	N;NOM;FEM;SG	N;INDF;FEM;SG
platība	площ	platība	площ	N;NOM;FEM;SG	N;INDF;FEM;SG
platība	област	platība	област	N;NOM;FEM;SG	N;INDF;FEM;SG
platība	район	platība	район	N;NOM;FEM;SG	N;INDF;MASC;SG
poļu	поляците	polis	поляка	N;GEN;MASC;PL	N;DEF;MASC;PL
poļu	поляци	polis	поляка	N;GEN;MASC;PL	N;INDF;MASC;PL
poļu	стълбове	polis	стълб	N;GEN;MASC;PL	N;INDF;MASC;PL
karaspēks	войска	karaspēks	войска	N;NOM;MASC;SG	N;INDF;FEM;SG
liels	голям	liels	голям	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
liels	голяма	liels	голям	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
liels	голям	liels	голям	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
liels	голяма	liels	голям	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
teātra	театър	teātris	театър	N;GEN;MASC;SG	N;INDF;MASC;SG
aiz	зад	aiz	зад	ADP	ADP
aktrise	актриса	aktrise	актриса	N;NOM;FEM;SG	N;INDF;FEM;SG
aktrise	актрисата	aktrise	актриса	N;NOM;FEM;SG	N;DEF;FEM;SG
joprojām	още	joprojām	още	ADV	ADV
apdzīvota	населено	apdzīvot	населя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
apdzīvota	населен	apdzīvot	населен	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
apdzīvota	населена	apdzīvot	населя	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
