van	frå	van	frå	ADP	ADP
grootste	største	groot	stor	ADJ;RL	ADJ;DEF;RL
grootste	størst	groot	stor	ADJ;RL	ADJ;INDF;RL
vader	far	vader	far	N;MASC+FEM;SG	N;INDF;MASC;SG
vader	fattern	vader	fattern	N;MASC+FEM;SG	N;INDF;MASC;SG
vader	pappa	vader	pappa	N;MASC+FEM;SG	N;INDF;MASC;SG
vader	far	vader	far	N;MASC+FEM;SG	N;INDF;MASC;SG
vader	fader	vader	fad	N;MASC+FEM;SG	N;INDF;FEM;SG
vader	father	vader	father	N;MASC+FEM;SG	N;INDF;MASC;SG
vader	pater	vader	pater	N;MASC+FEM;SG	N;INDF;MASC;SG
belgische	belgiske	belgisch	belgisk	ADJ	ADJ;PL
belgische	belgisk	belgisch	belgisk	ADJ	ADJ;INDF;NEUT;SG
indeling	sammenbrudd	indeling	sammenbrudd	N;MASC+FEM;SG	N;INDF;MASC;SG
indeling	layout	indeling	layout	N;MASC+FEM;SG	N;INDF;MASC;SG
indeling	utforming	indeling	utforming	N;MASC+FEM;SG	N;INDF;FEM;SG
indeling	layouten	indeling	layout	N;MASC+FEM;SG	N;DEF;MASC;SG
indeling	formatet	indeling	format	N;MASC+FEM;SG	N;DEF;NEUT;SG
indeling	format	indeling	format	N;MASC+FEM;SG	N;INDF;NEUT;SG
jul	jul	jul	jul	N;MASC+FEM;SG	N;INDF;FEM;SG
opnieuw	igjen	opnieuw	igjen	ADV	ADV
hadden	hadde	hebben	ha	V;PL;PST;FIN	V;IND;PST;FIN
hadden	hatt	hebben	ha	V;PL;PST;FIN	V;V.PTCP
serie	serie	serie	serie	N;MASC+FEM;SG	N;INDF;MASC;SG
serie	rekke	serie	rekke	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	rolle	rol	rolle	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	rulle	rol	rulle	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	blar	rol	bla	N;MASC+FEM;SG	N;INDF;MASC;SG
rol	rull	rol	rull	N;MASC+FEM;SG	N;INDF;MASC;SG
rol	rulle	rol	rulle	N;MASC+FEM;SG	N;INDF;FEM;SG
rol	roll	rol	roll	N;MASC+FEM;SG	N;INDF;MASC;SG
rol	rull	rol	rull	N;MASC+FEM;SG	N;INDF;MASC;SG
sep	sept	sep	sept	N;MASC+FEM;SG	N;INDF;NEUT;SG
sep	sep	sep	sep	N;MASC+FEM;SG	N
figuur	figur	figuur	figur	N;MASC+FEM;SG	N;INDF;MASC;SG
oorlog	krigen	oorlog	krig	N;MASC+FEM;SG	N;DEF;MASC;SG
oorlog	krig	oorlog	krig	N;MASC+FEM;SG	N;INDF;MASC;SG
geschiedenis	historikk	geschiedenis	historikk	N;MASC+FEM;SG	N;INDF;MASC;SG
geschiedenis	history	geschiedenis	history	N;MASC+FEM;SG	N;INDF;NEUT;SG
geschiedenis	historie	geschiedenis	historie	N;MASC+FEM;SG	N;INDF;FEM;SG
landen	landene	land	land	N;PL	N;DEF;FEM;PL
huis	house	huis	house	N;NEUT;SG	N;INDF;MASC;SG
huis	huset	huis	hus	N;NEUT;SG	N;DEF;NEUT;SG
huis	hus	huis	hus	N;NEUT;SG	N;INDF;NEUT;SG
huis	hjem	huis	hjem	N;NEUT;SG	N;INDF;NEUT;SG
huis	hjemmet	huis	hjem	N;NEUT;SG	N;DEF;NEUT;SG
huis	home	huis	home	N;NEUT;SG	N;INDF;NEUT;SG
stond	stod	staan	stå	V;SG;PST;FIN	V;IND;PST;FIN
stond	sto	staan	stå	V;SG;PST;FIN	V;IND;PST;FIN
laten	let	laten	la	V;PL;PRS;FIN	V;IMP;FIN
laten	la	laten	leggje	V;PL;PRS;FIN	V;IMP;FIN
shift	skift	shift	skift	N;MASC+FEM;SG	N;INDF;NEUT;SG
shift	skiftet	shift	skift	N;MASC+FEM;SG	N;DEF;NEUT;SG
finale	finalen	finale	finale	N;MASC+FEM;SG	N;DEF;MASC;SG
finale	finale	finale	finale	N;MASC+FEM;SG	N;INDF;MASC;SG
finale	final	finale	final	N;MASC+FEM;SG	N;INDF;MASC;SG
finale	finalen	finale	finale	N;MASC+FEM;SG	N;DEF;MASC;SG
opgericht	grunnla	oprichten	grunnle	V;V.PTCP	V;IND;PST;FIN
opgericht	etablerte	oprichten	etablere	V;V.PTCP	V;IND;PST;FIN
nationale	nasjonale	nationaal	nasjonal	ADJ	ADJ;PL
nationale	nasjonal	nationaal	nasjonal	ADJ	ADJ;INDF;SG
nationale	nasjonalt	nationaal	nasjonal	ADJ	ADJ;INDF;NEUT;SG
amerikaans	amerikanske	amerikaans	amerikansk	ADJ	ADJ;PL
amerikaans	amerikansk	amerikaans	amerikansk	ADJ	ADJ;INDF;SG
europese	europeiske	Europees	europeisk	ADJ	ADJ;PL
europese	europeisk	Europees	europeisk	ADJ	ADJ;INDF;SG
terwijl	mens	terwijl	mens	CONJ	CONJ
boek	bok	boek	bok	N;NEUT;SG	N;INDF;FEM;SG
indonesië	indonesia	indonesië	indonesie	N;MASC+FEM;SG	N;INDF;NEUT;SG
stadium	stadion	stadium	stadion	N;NEUT;SG	N;INDF;NEUT;SG
stadium	stadium	stadium	stadium	N;NEUT;SG	N;INDF;NEUT;SG
stadium	scenen	stadium	scene	N;NEUT;SG	N;DEF;MASC;SG
stadium	stage	stadium	stage	N;NEUT;SG	N;INDF;NEUT;SG
altijd	alltid	altijd	alltid	ADV	ADV
vrouw	woman	vrouw	woman	N;MASC+FEM;SG	N;INDF;MASC;SG
vrouw	kvinne	vrouw	kvinne	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	hunkjønn	vrouw	hunkjønn	N;MASC+FEM;SG	N;INDF;NEUT;SG
vrouw	hunn	vrouw	hunn	N;MASC+FEM;SG	N;INDF;MASC;SG
vrouw	kvinne	vrouw	kvinne	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	female	vrouw	female	N;MASC+FEM;SG	N;INDF;MASC;SG
vrouw	kvinnelig	vrouw	kvinnelig	N;MASC+FEM;SG	N;INDF;MASC;SG
vrouw	kona	vrouw	kone	N;MASC+FEM;SG	N;DEF;FEM;SG
vrouw	wife	vrouw	wife	N;MASC+FEM;SG	N
vrouw	kone	vrouw	kone	N;MASC+FEM;SG	N;INDF;FEM;SG
vrouw	hustru	vrouw	hustru	N;MASC+FEM;SG	N;INDF;MASC;SG
soms	iblant	soms	iblant	ADV	ADV
dood	dødt	dood	død	ADJ	ADJ;INDF;NEUT;SG
dood	døde	dood	død	ADJ	ADJ;PL
meestal	vanligvis	meestal	vanligvis	ADV	ADV
vijf	fem	vijf	fem	NUM	NUM;PL
muziek	music	muziek	music	N;MASC+FEM;SG	N;INDF;MASC;SG
muziek	musikk	muziek	musikk	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	parti	partij	parti	N;MASC+FEM;SG	N;INDF;NEUT;SG
partij	fest	partij	fest	N;MASC+FEM;SG	N;INDF;MASC;SG
partij	feste	partij	feste	N;MASC+FEM;SG	N;INDF;NEUT;SG
partij	party	partij	party	N;MASC+FEM;SG	N;INDF;NEUT;SG
geval	case	geval	case	N;NEUT;SG	N
geval	sak	geval	sak	N;NEUT;SG	N;INDF;FEM;SG
geval	kasus	geval	kasus	N;NEUT;SG	N;INDF;NEUT;SG
geval	saken	geval	sak	N;NEUT;SG	N;DEF;MASC;SG
voetballer	fotballspiller	voetballer	fotballspille	N;MASC+FEM;SG	N;INDF;MASC;SG
wereld	verdens	wereld	verd	N;MASC+FEM;SG	N;GEN;DEF;MASC;SG
wereld	world	wereld	world	N;MASC+FEM;SG	N
einde	avslutt	einde	avslutt	N;NEUT;SG	N;INDF;MASC;SG
einde	ende	einde	ende	N;NEUT;SG	N;INDF;MASC;SG
einde	slutt	einde	slutt	N;NEUT;SG	N;INDF;MASC;SG
einde	avslutning	einde	avslutning	N;NEUT;SG	N;INDF;FEM;SG
informatie	informasjon	informatie	informasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
informatie	informasjonen	informatie	informasjon	N;MASC+FEM;SG	N;DEF;MASC;SG
achter	bak	achter	bak	ADP	ADP
lange	lange	lang	lang	ADJ	ADJ;PL
lange	lenge	lang	lenge	ADJ	ADJ
lange	lang	lang	lang	ADJ	ADJ;INDF;SG
lange	lange	lang	lang	ADJ	ADJ;PL
paul	paulus	paul	paulus	N;MASC+FEM;SG	N;MASC
paul	paul	paul	paul	N;MASC+FEM;SG	N;MASC
kinderen	ungdommer	kind	ungdom	N;PL	N;INDF;MASC;PL
kinderen	barn	kind	barn	N;PL	N;INDF;NEUT;PL
kinderen	barn	kind	barn	N;PL	N;INDF;NEUT;PL
open	åpne	open	åpne	ADJ	ADJ;PL
open	åpent	open	åpent	ADJ	ADJ;INDF;NEUT;SG
open	open	open	open	ADJ	ADJ;INDF;MASC;SG
bekende	kjente	bekend	kjent	ADJ	ADJ;PL
bekende	kjent	bekend	kjent	ADJ	ADJ;INDF;NEUT;SG
bekende	tilstått	bekend	tilstå	ADJ	ADJ;INDF;SG;V.PTCP
united	forent	united	forent	N;NEUT;SG	N;INDF;MASC;SG
geven	gir	geven	gi	V;NFIN	V;IND;PRS;FIN
geven	gir	geven	gi	V;NFIN	V;IND;PRS;FIN
geven	gjev	geven	gje	V;NFIN	V;IND;PRS;FIN
geven	gje	geven	gje	V;NFIN	V;IMP;FIN
geven	gi	geven	gi	V;NFIN	V;IMP;FIN
museum	museum	museum	museum	N;NEUT;SG	N;INDF;NEUT;SG
nemen	tar	nemen	ta	V;NFIN	V;IND;PRS;FIN
nemen	tar	nemen	ta	V;NFIN	V;IND;PRS;FIN
nemen	ta	nemen	ta	V;NFIN	V;IMP;FIN
snel	kjapt	snel	kjapp	ADJ	ADJ;INDF;NEUT;SG
snel	raskt	snel	rask	ADJ	ADJ;INDF;NEUT;SG
snel	rask	snel	rask	ADJ	ADJ;INDF;SG
snel	snart	snel	snar	ADJ	ADJ;INDF;NEUT;SG
snel	raskt	snel	rask	ADJ	ADJ;INDF;NEUT;SG
snel	rask	snel	rask	ADJ	ADJ;INDF;SG
snel	hurtig	snel	hurtig	ADJ	ADJ;INDF;NEUT;SG
snel	raske	snel	rask	ADJ	ADJ;PL
snel	fort	snel	fort	ADJ	ADJ;INDF;NEUT;SG
snel	kjapt	snel	kjapp	ADJ	ADJ;INDF;NEUT;SG
snel	raskt	snel	rask	ADJ	ADJ;INDF;NEUT;SG
snel	fort	snel	fort	ADJ	ADJ;INDF;NEUT;SG
eind	avslutt	eind	avslutt	N;NEUT;SG	N;INDF;MASC;SG
eind	ende	eind	ende	N;NEUT;SG	N;INDF;MASC;SG
eind	slutt	eind	slutt	N;NEUT;SG	N;INDF;MASC;SG
departement	avdeling	departement	avdeling	N;NEUT;SG	N;INDF;FEM;SG
departement	department	departement	department	N;NEUT;SG	N;INDF;NEUT;SG
departement	departement	departement	departement	N;NEUT;SG	N;INDF;NEUT;SG
lichaam	body	lichaam	body	N;NEUT;SG	N
lichaam	legeme	lichaam	legeme	N;NEUT;SG	N;INDF;NEUT;SG
lichaam	kropp	lichaam	kropp	N;NEUT;SG	N;INDF;MASC;SG
lichaam	kroppen	lichaam	kropp	N;NEUT;SG	N;DEF;MASC;SG
gespeeld	spilte	spelen	spilte	V;V.PTCP	V;IND;PST;FIN
bestaan	eksistere	bestaan	eksistere	V;NFIN	V;IMP;NFIN
bestaan	eksisterer	bestaan	eksistere	V;NFIN	V;IND;PRS;FIN
wie	kven	wie	kven	PRO;3	PRO;HUM
wedstrijd	spill	wedstrijd	spill	N;MASC+FEM;SG	N;INDF;NEUT;SG
wedstrijd	kampstart	wedstrijd	kampstart	N;MASC+FEM;SG	N;INDF;MASC;SG
wedstrijd	game	wedstrijd	game	N;MASC+FEM;SG	N
wedstrijd	contest	wedstrijd	contast	N;MASC+FEM;SG	N;INDF;MASC;SG
wedstrijd	konkurranse	wedstrijd	konkurranse	N;MASC+FEM;SG	N;INDF;MASC;SG
valt	faller	vallen	falle	V;SG;PRS;FIN	V;IND;PRS;FIN
britse	britisk	brits	britisk	ADJ	ADJ;INDF;SG
britse	britiske	brits	britisk	ADJ	ADJ;PL
school	skolen	school	skole	N;MASC+FEM;SG	N;DEF;MASC;SG
school	skole	school	skole	N;MASC+FEM;SG	N;INDF;MASC;SG
school	skulen	school	skule	N;MASC+FEM;SG	N;DEF;MASC;SG
school	skule	school	skule	N;MASC+FEM;SG	N;INDF;MASC;SG
willem	william	willem	william	N;MASC+FEM;SG	N;INDF;MASC;SG
willem	willem	willem	willem	N;MASC+FEM;SG	N;INDF;MASC;SG
duidelijk	klart	duidelijk	klar	ADJ	ADJ;INDF;NEUT;SG
duidelijk	klart	duidelijk	klar	ADJ	ADJ;INDF;NEUT;SG
duidelijk	tydelig	duidelijk	tydelig	ADJ	ADJ;INDF;NEUT;SG
duidelijk	åpenbart	duidelijk	åpenbar	ADJ	ADJ;INDF;NEUT;SG
duidelijk	åpenbart	duidelijk	åpenbar	ADJ	ADJ;INDF;NEUT;SG
beter	betre	goed	god	ADJ;CMPR	ADJ;CMPR
daarom	derfor	daarom	derfor	ADV	ADV
versie	versjonen	versie	versjon	N;MASC+FEM;SG	N;DEF;MASC;SG
versie	versjon	versie	versjon	N;MASC+FEM;SG	N;INDF;MASC;SG
eiland	øya	eiland	øy	N;NEUT;SG	N;DEF;FEM;SG
eiland	island	eiland	island	N;NEUT;SG	N;INDF;NEUT;SG
eiland	øy	eiland	øy	N;NEUT;SG	N;INDF;FEM;SG
nooit	aldri	nooit	aldri	ADV	ADV
geeft	returnerer	geven	returnere	V;SG;PRS;FIN	V;IND;PRS;FIN
diverse	ymse	divers	ymis	ADJ	ADJ;PL
diverse	diverse	divers	diverse	ADJ	ADJ;PL
diverse	diverse	divers	diverse	ADJ	ADJ;PL
dier	animal	dier	animal	N;NEUT;SG	N;INDF;MASC;SG
dier	dyr	dier	dyr	N;NEUT;SG	N;INDF;NEUT;SG
dier	dyret	dier	dyr	N;NEUT;SG	N;DEF;NEUT;SG
lijn	strek	lijn	strek	N;MASC+FEM;SG	N;INDF;MASC;SG
lijn	linje	lijn	linje	N;MASC+FEM;SG	N;INDF;FEM;SG
lijn	line	lijn	line	N;MASC+FEM;SG	N;INDF;FEM;SG
slag	kamp	slag	kamp	N;MASC+FEM;SG	N;INDF;MASC;SG
slag	slaget	slag	slag	N;MASC+FEM;SG	N;DEF;NEUT;SG
slag	slag	slag	slag	N;MASC+FEM;SG	N;INDF;NEUT;SG
slag	hjerneslag	slag	hjerneslag	N;MASC+FEM;SG	N;INDF;NEUT;SG
arrondissement	arrondissement	arrondissement	arrondissement	N;NEUT;SG	N;INDF;NEUT;SG
anders	ellers	anders	ellers	ADV	ADV
park	park	park	park	N;NEUT;SG	N;INDF;MASC;SG
vrij	gratis	vrij	gratis	ADJ	ADJ;INDF;NEUT;SG
vrij	fri	vrij	fri	ADJ	ADJ;INDF;SG
vrij	ledig	vrij	ledig	ADJ	ADJ;INDF;SG
vrij	frie	vrij	fri	ADJ	ADJ;PL
vrij	fritt	vrij	fri	ADJ	ADJ;INDF;NEUT;SG
belangrijke	viktig	belangrijk	viktig	ADJ	ADJ;INDF;NEUT;SG
leger	army	leger	army	N;NEUT;SG	N
leger	hær	leger	hær	N;NEUT;SG	N;INDF;MASC;SG
leger	hæren	leger	hær	N;NEUT;SG	N;DEF;MASC;SG
leger	armé	leger	armé	N;NEUT;SG	N;INDF;MASC;SG
peter	peter	peter	peter	N;MASC+FEM;SG	N;INDF;MASC;SG
oost	øst	oost	øs	N;MASC+FEM;SG	N;INDF;NEUT;SG
single	single	single	single	N;MASC+FEM;SG	N;INDF;MASC;SG
single	singel	single	singel	N;MASC+FEM;SG	N;INDF;MASC;SG
leden	medlemmer	lid	medlem	N;PL	N;INDF;MASC;PL
leden	medlemmene	lid	medlem	N;PL	N;DEF;MASC;PL
leden	medlemer	lid	medlem	N;PL	N;INDF;MASC;PL
buiten	utafor	buiten	utafor	ADP	ADP
buiten	ute	buiten	ute	ADP	ADP
bureau	agency	bureau	agency	N;NEUT;SG	N
bureau	byrå	bureau	byrå	N;NEUT;SG	N;INDF;NEUT;SG
bureau	byrået	bureau	byrå	N;NEUT;SG	N;DEF;NEUT;SG
bureau	bureau	bureau	bureau	N;NEUT;SG	N;INDF;NEUT;SG
bureau	kontor	bureau	kontor	N;NEUT;SG	N;INDF;NEUT;SG
bureau	kontoret	bureau	kontor	N;NEUT;SG	N;DEF;NEUT;SG
bureau	office	bureau	office	N;NEUT;SG	N;INDF;MASC;SG
bureau	skrivebordet	bureau	skrivebord	N;NEUT;SG	N;DEF;NEUT;SG
bureau	skrivebord	bureau	skrivebord	N;NEUT;SG	N;INDF;NEUT;SG
speelt	spiller	spelen	spille	V;SG;PRS;FIN	V;IND;PRS;FIN
onderdeel	komponenten	onderdeel	komponent	N;NEUT;SG	N;DEF;MASC;SG
onderdeel	komponent	onderdeel	komponent	N;NEUT;SG	N;INDF;MASC;SG
delen	dele	delen	dele	V;NFIN	V;NFIN
delen	del	delen	dele	V;NFIN	V;IMP;FIN
bijna	nesten	bijna	nesten	ADV	ADV
bijna	nesten	bijna	nesten	ADV	ADV
omgeving	miljø	omgeving	miljø	N;MASC+FEM;SG	N;INDF;NEUT;SG
bedrijf	firma	bedrijf	firme	N;NEUT;SG	N;INDF;NEUT;SG
bedrijf	selskap	bedrijf	selskap	N;NEUT;SG	N;INDF;NEUT;SG
bedrijf	kompani	bedrijf	kompani	N;NEUT;SG	N;INDF;NEUT;SG
bedrijf	bedrift	bedrijf	bedrift	N;NEUT;SG	N;INDF;FEM;SG
bedrijf	bedriften	bedrijf	bedrift	N;NEUT;SG	N;DEF;MASC;SG
bedrijf	business	bedrijf	business	N;NEUT;SG	N;INDF;MASC;SG
bedrijf	virksomhet	bedrijf	virksomhet	N;NEUT;SG	N;INDF;MASC;SG
bedrijf	bedrift	bedrijf	bedrift	N;NEUT;SG	N;INDF;FEM;SG
vrouwen	kvinner	vrouw	kvinne	N;PL	N;INDF;FEM;PL
vrouwen	kvinner	vrouw	kvinne	N;PL	N;INDF;FEM;PL
oud	gammelt	oud	gammel	ADJ	ADJ;INDF;NEUT;SG
oud	gammal	oud	gammal	ADJ	ADJ;INDF;SG
oud	gamle	oud	gammal	ADJ	ADJ;PL
schip	skipet	schip	skip	N;NEUT;SG	N;DEF;NEUT;SG
krijgen	får	krijgen	få	V;PL;PRS;FIN	V;IND;PRS;FIN
krijgen	henter	krijgen	hente	V;PL;PRS;FIN	V;IND;PRS;FIN
county	county	county	county	N;MASC+FEM;SG	N;INDF;SG
county	fylke	county	fylke	N;MASC+FEM;SG	N;INDF;NEUT;SG
hoge	høgt	hoog	høg	ADJ	ADJ;INDF;NEUT;SG
onderzoek	forskning	onderzoek	forsking	N;NEUT;SG	N;INDF;FEM;SG
onderzoek	research	onderzoek	research	N;NEUT;SG	N;INDF;MASC;SG
maria	mary	maria	mary	N;MASC+FEM;SG	N;INDF;FEM;SG
maria	maria	maria	maria	N;MASC+FEM;SG	N;INDF;FEM;SG
afl	afl	afl	afl	N;MASC+FEM;SG	N;INDF;MASC;SG
geplaatst	plasserte	plaatsen	plassere	V;V.PTCP	V;IND;PST;FIN
geplaatst	publiserte	plaatsen	publisere	V;V.PTCP	V;IND;PST;FIN
sterk	sterk	sterk	sterk	ADJ	ADJ;INDF;SG
sterk	sterke	sterk	sterk	ADJ	ADJ;PL
sterk	sterkt	sterk	sterk	ADJ	ADJ;INDF;NEUT;SG
functie	funksjon	functie	funksjon	N;MASC+FEM;SG	N;INDF;MASC;SG
functie	funksjonen	functie	funksjon	N;MASC+FEM;SG	N;DEF;MASC;SG
zee	sjøs	zee	sjøs	N;MASC+FEM;SG	N;INDF;MASC;SG
zee	sea	zee	seie	N;MASC+FEM;SG	N;INDF;MASC;SG
zee	hav	zee	hav	N;MASC+FEM;SG	N;INDF;NEUT;SG
zee	havet	zee	hav	N;MASC+FEM;SG	N;DEF;NEUT;SG
punten	punkter	punt	punkter	N;PL	N;INDF;FEM;PL
schreef	skreiv	schrijven	skrive	V;SG;PST;FIN	V;IND;PST;FIN
laat	let	laten	la	V;SG;PRS;FIN	V;IMP;FIN
laat	la	laten	leggje	V;SG;PRS;FIN	V;IMP;FIN
gaf	gav	geven	gje	V;SG;PST;FIN	V;IND;PST;FIN
algemeen	generell	algemeen	generell	ADJ	ADJ;INDF;SG
algemeen	generelt	algemeen	generell	ADJ	ADJ;INDF;NEUT;SG
dagen	dager	dag	dag	N;PL	N;INDF;FEM;PL
dagen	dagene	dag	dag	N;PL	N;DEF;FEM;PL
jean	jean	jean	jean	N;MASC+FEM;SG	N;INDF;MASC;SG
blijven	blir	blijven	bli	V;PL;PRS;FIN	V;IND;PRS;FIN
blijven	forblir	blijven	forblir	V;PL;PRS;FIN	V;IND;PRS;FIN
blijven	bli	blijven	bli	V;PL;PRS;FIN	V;IMP;FIN
korte	korte	kort	kort	ADJ	ADJ;PL
mannen	menn	mannen	mann	N;PL	N;INDF;MASC;PL
mannen	gubber	mannen	gubbe	N;PL	N;INDF;FEM;PL
taal	språk	taal	språk	N;MASC+FEM;SG	N;INDF;NEUT;SG
generaal	general	generaal	general	N;MASC+FEM;SG	N;INDF;MASC;SG
leeftijd	åge	leeftijd	åge	N;MASC+FEM;SG	N;INDF;MASC;SG
leeftijd	age	leeftijd	age	N;MASC+FEM;SG	N;INDF;MASC;SG
leeftijd	alder	leeftijd	alder	N;MASC+FEM;SG	N;INDF;MASC;SG
leeftijd	alderen	leeftijd	alder	N;MASC+FEM;SG	N;DEF;MASC;SG
miljoen	million	miljoen	million	N;NEUT;SG	N;INDF;MASC;SG
moment	moment	moment	moment	N;NEUT;SG	N;INDF;NEUT;SG
moment	øyeblikket	moment	øyeblikk	N;NEUT;SG	N;DEF;NEUT;SG
moment	øyeblikk	moment	øyeblikk	N;NEUT;SG	N;INDF;MASC;SG
president	president	president	president	N;MASC+FEM;SG	N;INDF;MASC;SG
president	presidenten	president	president	N;MASC+FEM;SG	N;DEF;MASC;SG
programma	program	programma	program	N;NEUT;SG	N;INDF;NEUT;SG
nodig	trengt	nodig	trengje	ADJ	ADJ;INDF;NEUT;SG;V.PTCP
nodig	nødvendig	nodig	nødvendig	ADJ	ADJ;INDF;NEUT;SG
nodig	nødvendige	nodig	nødvendig	ADJ	ADJ;PL
wapen	skytevåpen	wapen	skytevåp	N;NEUT;SG	N;INDF;NEUT;SG
wapen	pistol	wapen	pistol	N;NEUT;SG	N;INDF;MASC;SG
wapen	gun	wapen	gun	N;NEUT;SG	N
wapen	revolver	wapen	revolver	N;NEUT;SG	N;INDF;MASC;SG
klein	lite	klein	lite	ADJ	ADJ;INDF;NEUT;SG
klein	små	klein	liten	ADJ	ADJ;PL
klein	smått	klein	liten	ADJ	ADJ;INDF;NEUT;SG
klein	liten	klein	liten	ADJ	ADJ;INDF;MASC;SG
klein	lite	klein	lite	ADJ	ADJ;INDF;NEUT;SG
klein	liten	klein	liten	ADJ	ADJ;INDF;MASC;SG
verhaal	hendelse	verhaal	hendelse	N;NEUT;SG	N;INDF;MASC;SG
verhaal	story	verhaal	story	N;NEUT;SG	N;INDF;MASC;SG
verhaal	historie	verhaal	historie	N;NEUT;SG	N;INDF;FEM;SG
zes	seks	zes	seks	NUM	NUM;PL
gehouden	held	houden	halde	V;V.PTCP	V;IND;PRS;FIN
foto	photo	foto	photo	N;MASC+FEM;SG	N
foto	foto	foto	foto	N;MASC+FEM;SG	N;INDF;NEUT;SG
foto	bilete	foto	bilete	N;MASC+FEM;SG	N;INDF;NEUT;SG
foto	bilde	foto	bilde	N;MASC+FEM;SG	N;INDF;NEUT;SG
foto	biletet	foto	bilete	N;MASC+FEM;SG	N;DEF;NEUT;SG
foto	fotografi	foto	fotografi	N;MASC+FEM;SG	N;INDF;MASC;SG
foto	bildet	foto	bilde	N;MASC+FEM;SG	N;DEF;NEUT;SG
foto	bilde	foto	bilde	N;MASC+FEM;SG	N;INDF;NEUT;SG
gewone	alminnelig	gewoon	alminnelig	ADJ	ADJ;INDF;NEUT;SG
gewone	ordinær	gewoon	ordinær	ADJ	ADJ;INDF;SG
gewone	ordinært	gewoon	ordinær	ADJ	ADJ;INDF;NEUT;SG
gewone	vanlig	gewoon	vanlig	ADJ	ADJ;INDF;NEUT;SG
wedstrijden	fyrstikkene	wedstrijd	fyrstikke	N;PL	N;DEF;FEM;PL
wedstrijden	kamper	wedstrijd	kamp	N;PL	N;INDF;FEM;PL
politicus	politiker	politicus	politiker	N;MASC+FEM;SG	N;INDF;MASC;SG
burgemeester	ordfører	burgemeester	ordføre	N;MASC+FEM;SG	N;INDF;MASC;SG
bronnen	kilder	bron	kilder	N;PL	N;INDF;MASC;PL
bronnen	ressurser	bron	ressurse	N;PL	N;INDF;MASC;PL
bronnen	ressursene	bron	ressurs	N;PL	N;DEF;FEM;PL
bronnen	fjærer	bron	fjære	N;PL	N;INDF;FEM;PL
belgisch	belgiske	belgisch	belgisk	ADJ	ADJ;PL
belgisch	belgisk	belgisch	belgisk	ADJ	ADJ;INDF;NEUT;SG
totaal	totalt	totaal	total	ADJ	ADJ;INDF;NEUT;SG
totaal	totale	totaal	total	ADJ	ADJ;PL
totaal	total	totaal	total	ADJ	ADJ;INDF;SG
weet	vet	weten	vet	V;SG;PRS;FIN	V;IND;PRS;FIN
weet	kjenner	weten	kjenne	V;SG;PRS;FIN	V;IND;PRS;FIN
weet	vet	weten	vet	V;SG;PRS;FIN	V;IND;PRS;FIN
weet	kjenner	weten	kjenne	V;SG;PRS;FIN	V;IND;PRS;FIN
minister	minister	minister	minister	N;MASC+FEM;SG	N;INDF;MASC;SG
dochter	dotter	dochter	dotter	N;MASC+FEM;SG	N;INDF;FEM;SG
dochter	datter	dochter	datter	N;MASC+FEM;SG	N;INDF;FEM;SG
dochter	daughter	dochter	daughter	N;MASC+FEM;SG	N;INDF;MASC;SG
dochter	dattera	dochter	datter	N;MASC+FEM;SG	N;DEF;FEM;SG
dochter	datteren	dochter	datter	N;MASC+FEM;SG	N;DEF;MASC;SG
houden	beholder	houden	beholder	V;NFIN	V;IND;PRS;FIN
houden	holde	houden	holde	V;NFIN	V;IMP;FIN
zeker	javisst	zeker	javisst	ADJ	ADJ;INDF;NEUT;SG
zeker	sikker	zeker	sikker	ADJ	ADJ;INDF;SG
zeker	avgjort	zeker	avgjere	ADJ	ADJ;INDF;NEUT;SG;V.PTCP
zeker	definitivt	zeker	definitiv	ADJ	ADJ;INDF;NEUT;SG
kampioen	mester	kampioen	mester	N;MASC+FEM;SG	N;INDF;MASC;SG
kampioen	champ	kampioen	champ	N;MASC+FEM;SG	N;INDF;SG
kampioen	mester	kampioen	mester	N;MASC+FEM;SG	N;INDF;MASC;SG
kampioen	champion	kampioen	champion	N;MASC+FEM;SG	N;INDF;SG
basis	grunnleggende	basis	grunnleggende	N;MASC+FEM;SG	N;INDF;MASC;SG
basis	basics	basis	basics	N;MASC+FEM;SG	N
basis	base	basis	base	N;MASC+FEM;SG	N;INDF;MASC;SG
basis	basen	basis	base	N;MASC+FEM;SG	N;DEF;MASC;SG
kop	overskriften	kop	overskrift	N;MASC+FEM;SG	N;DEF;MASC;SG
kop	overskrift	kop	overskrift	N;MASC+FEM;SG	N;INDF;FEM;SG
kop	overskrift	kop	overskrift	N;MASC+FEM;SG	N;INDF;FEM;SG
kop	heads	kop	heads	N;MASC+FEM;SG	N
kop	hoder	kop	hoder	N;MASC+FEM;SG	N;INDF;FEM;SG
acteur	aktør	acteur	aktør	N;MASC+FEM;SG	N;INDF;MASC;SG
acteur	skuespiller	acteur	skuespille	N;MASC+FEM;SG	N;INDF;MASC;SG
