ele	그를	ele	그+를	PRO;NOM;MASC;SG;3	PRO
jornal	신문	jornal	신문	N;MASC;SG	N
jornal	학술	jornal	학술	N;MASC;SG	N
jornal	학술지	jornal	학술지	N;MASC;SG	N
jornal	저널	jornal	저널	N;MASC;SG	N
jornal	신문	jornal	신문	N;MASC;SG	N
show	공연	show	공연	N;MASC;SG	N
life	생명	life	생명	N;MASC;SG	N
life	생활	life	생활	N;MASC;SG	N
life	인생	life	인생	N;MASC;SG	N
acesso	접속	acesso	접속	N;MASC;SG	N
acesso	접근	acesso	접근	N;MASC;SG	N
acesso	액세스	acesso	액세스	N;MASC;SG	N
conselho	조언	conselho	조언	N;MASC;SG	N
conselho	협의회	conselho	협의회	N;MASC;SG	N
conselho	평의회	conselho	평의회	N;MASC;SG	N
guitarra	기타	guitarra	기타	N;FEM;SG	N
interior	내부	interior	내부	N;MASC;SG	N
interior	내부	interior	내부	N;MASC;SG	N
love	사랑	love	사랑	N;MASC;SG	N
asteróide	소행성	asteróide	소행성	N;MASC;SG	N
classe	학급	classe	학급	N;FEM;SG	N
classe	계급	classe	계급	N;FEM;SG	N
classe	클래스	classe	클래스	N;FEM;SG	N
classe	수업	classe	수업	N;FEM;SG	N
evento	이벤트	evento	이벤트	N;MASC;SG	N
companhia	회사	companhia	회사	N;FEM;SG	N
companhia	기업	companhia	기업	N;FEM;SG	N
capacidade	능력	capacidade	능력	N;FEM;SG	N
capacidade	용량	capacidade	용량	N;FEM;SG	N
capacidade	능력	capacidade	능력	N;FEM;SG	N
capacidade	능력자	capacidade	능력자	N;FEM;SG	N
leste	동부	leste	동부	N;MASC;SG	N
leste	동부	leste	동부	N;MASC;SG	N
noite	저녁	noite	저녁	N;FEM;SG	N
energia	에너지	energia	에너지	N;FEM;SG	N
energia	전력	energia	전력	N;FEM;SG	N
energia	권력	energia	권력	N;FEM;SG	N
casos	케이스	caso	케이스	N;MASC;PL	N
casos	사례	caso	사례	N;MASC;PL	N
contém	포함함	conter	포함+하+ㅁ	V;IND;SG;3;PRS;FIN	V
contém	포함됨	conter	포함+되+ㄴ	V;IND;SG;3;PRS;FIN	V
senhora	부인	senhora	부인	N;FEM;SG	N
senhora	사모님	senhora	사모님	N;FEM;SG	N
nomes	이름	nome	이름	N;MASC;PL	N
ministro	장관	ministro	장관	N;MASC;SG	N
fala	말하기	falar	말하+기	V;IND;SG;3;PRS;FIN	V
horas	영업시간	hora	영업+시간	N;FEM;PL	N
horas	시간	hora	시간	N;FEM;PL	N
imperador	황제	imperador	황제	N;MASC;SG	N
imperador	천황	imperador	천황	N;MASC;SG	N
gerais	장군	geral	장군	N;MASC;PL	N
gerais	일반	geral	일반	N;MASC;PL	N
competição	경쟁	competição	경쟁	N;FEM;SG	N
competição	대회	competição	대회	N;FEM;SG	N
príncipe	왕자	príncipe	왕자	N;MASC;SG	N
civil	민간	civil	민간	N;MASC;SG	N
civil	민간인	civil	민간인	N;MASC;SG	N
serviços	서비스	serviço	서비스	N;MASC;PL	N
ação	행동	ação	행동	N;FEM;SG	N
ação	활동	ação	활동	N;FEM;SG	N
ação	작업	ação	작업	N;FEM;SG	N
ação	동작	ação	동작	N;FEM;SG	N
ação	액션	ação	액션	N;FEM;SG	N
controle	통제	controle	통제	N;MASC;SG	N
controle	제어	controle	제어	N;MASC;SG	N
controle	컨트롤러	controle	컨트+시러	N;MASC;SG	N
vídeo	비디오	vídeo	비디오	N;MASC;SG	N
saúde	체력	saúde	체력	N;FEM;SG	N
saúde	건강	saúde	건강	N;FEM;SG	N
produtor	제작자	produtor	제작자	N;MASC;SG	N
atividade	활동	atividade	활동	N;FEM;SG	N
fundação	파운데이션	fundação	파운데이션	N;FEM;SG	N
fundação	창립	fundação	창립	N;FEM;SG	N
faixa	트랙	faixa	트랙	N;FEM;SG	N
faixa	추적	faixa	추적	N;FEM;SG	N
faixa	배너	faixa	배너	N;FEM;SG	N
criada	만들었습니다	criar	만들+었+습니다	V;FEM;SG;V.PTCP	V
decisão	의사결정	decisão	의사+결정	N;FEM;SG	N
decisão	결정	decisão	결정	N;FEM;SG	N
elas	그들이	ele	그+들+이	PRO;NOM;FEM;PL;3	PRO
elas	그들은	ele	그+들+은	PRO;NOM;FEM;PL;3	PRO
estrutura	구조물	estrutura	구조물	N;FEM;SG	N
estrutura	구조	estrutura	구조	N;FEM;SG	N
abaixo	아래에	abaixo	아래+에	ADV	ADV
bandeira	깃발	bandeira	깃발	N;FEM;SG	N
bandeira	국기	bandeira	국기	N;FEM;SG	N
bandeira	플래그	bandeira	플래그	N;FEM;SG	N
bandeira	배너	bandeira	배너	N;FEM;SG	N
ensino	교육	ensino	교육	N;MASC;SG	N
ensino	교사	ensino	교사	N;MASC;SG	N
ensino	교육학	ensino	교육학	N;MASC;SG	N
ensino	교육	ensino	교육	N;MASC;SG	N
ensino	학력	ensino	학력	N;MASC;SG	N
inclinação	경사	inclinação	경사	N;FEM;SG	N
inclinação	틸트	inclinação	틸트	N;FEM;SG	N
music	음악	music	음악	N;MASC;SG	N
music	뮤직	music	뮤직	N;MASC;SG	N
escritor	작가	escritor	작가	N;MASC;SG	N
falta	부족	falta	부족	N;FEM;SG	N
falta	실종	falta	실종	N;FEM;SG	N
pedido	요청	pedido	요청	N;MASC;SG	N
pesquisa	검색	pesquisa	검색	N;FEM;SG	N
pesquisa	조사	pesquisa	조사	N;FEM;SG	N
pesquisa	연구	pesquisa	연구	N;FEM;SG	N
teoria	이론	teoria	이론	N;FEM;SG	N
locais	지역주민	local	지역+주민	N;MASC;PL	N
locais	음식점	local	음식점	N;MASC;PL	N
locais	장소	local	장소	N;MASC;PL	N
bloqueio	봉쇄	bloqueio	봉쇄	N;MASC;SG	N
bloqueio	차단	bloqueio	차단	N;MASC;SG	N
bloqueio	차단	bloqueio	차단	N;MASC;SG	N
acabou	종료되었습니다	acabar	종료+되+었+습니다	V;IND;SG;3;PST;FIN	V
top	인기	top	인기	N;MASC;SG	N
madeira	나무	madeira	나무	N;FEM;SG	N
madeira	목재	madeira	목재	N;FEM;SG	N
medalha	메달	medalha	메달	N;FEM;SG	N
solo	토양	solo	토양	N;MASC;SG	N
trabalhos	직장	trabalho	직장	N;MASC;PL	N
trabalhos	작업	trabalho	작업	N;MASC;PL	N
trabalhos	작업	trabalho	작업	N;MASC;PL	N
trabalhos	일자리	trabalho	일자리	N;MASC;PL	N
trabalhos	직업	trabalho	직업	N;MASC;PL	N
trabalhos	작동	trabalho	작동	N;MASC;PL	N
trabalhos	작품	trabalho	작품	N;MASC;PL	N
músicas	음악	música	음악	N;FEM;PL	N
músicas	뮤직	música	뮤직	N;FEM;PL	N
músicas	노래	música	노래	N;FEM;PL	N
mulheres	여성	mulher	여성	N;FEM;PL	N
mulheres	여자들	mulher	여자+들	N;FEM;PL	N
mulheres	여자	mulher	여자	N;FEM;PL	N
mulheres	여성	mulher	여성	N;FEM;PL	N
questão	문제	questão	문제	N;FEM;SG	N
questão	질문	questão	질문	N;FEM;SG	N
esposa	아내	esposo	아내	N;FEM;SG	N
objetivo	목적	objetivo	목적	N;MASC;SG	N
objetivo	목표	objetivo	목표	N;MASC;SG	N
objetivo	목표	objetivo	목표	N;MASC;SG	N
objetivo	목적	objetivo	목적	N;MASC;SG	N
destaque	강조	destaque	강조	N;MASC;SG	N
destaque	강조	destaque	강조	N;MASC;SG	N
partes	부품	parte	부품	N;FEM;PL	N
partes	부분	parte	부분	N;FEM;PL	N
pessoal	개인적	pessoal	개인+적	N;MASC;SG	N
pessoal	직원	pessoal	직원	N;MASC;SG	N
pessoal	직원들	pessoal	직원+들	N;MASC;SG	N
sub	서브	sub	서브	N;MASC;SG	N
técnico	기술	técnico	기술	N;MASC;SG	N
técnico	기술적	técnico	기술+적	N;MASC;SG	N
técnico	기술자	técnico	기술자	N;MASC;SG	N
direitos	권리	direito	권리	N;MASC;PL	N
eventos	이벤트	evento	이벤트	N;MASC;PL	N
eventos	행사	evento	행사	N;MASC;PL	N
editor	출판사	editor	출판사	N;MASC;SG	N
editor	출판	editor	출판	N;MASC;SG	N
editor	편집기	editor	편집기	N;MASC;SG	N
editor	편집자	editor	편집자	N;MASC;SG	N
usar	사용하기	usar	사용+하+기	V;NFIN	V
usar	이용하기	usar	이용+하+기	V;NFIN	V
usar	사용하기	usar	사용+하+기	V;NFIN	V
chefe	과장	chefe	과장	N;MASC;SG	N
chefe	사장님	chefe	사장님	N;MASC;SG	N
set	집합	set	집합	N;MASC;SG	N
set	설정	set	설정	N;MASC;SG	N
palácio	궁전	palácio	궁전	N;MASC;SG	N
qualidade	화질	qualidade	화질	N;FEM;SG	N
qualidade	화질이	qualidade	화질+이	N;FEM;SG	N
regras	규칙	regra	규칙	N;FEM;PL	N
metal	금속	metal	금속	N;MASC;SG	N
regiões	지역	região	지역	N;FEM;PL	N
proposta	제안	proposta	제안	N;FEM;SG	N
vocal	보컬	vocal	보+니+ㄴ	N;MASC;SG	N
vocal	보컬	vocal	보+니+ㄴ	N;MASC;SG	N
mercado	시장	mercado	시장	N;MASC;SG	N
ocupação	점령	ocupação	점령	N;FEM;SG	N
voz	목소리	voz	목소리	N;FEM;SG	N
voz	음성	voz	음성	N;FEM;SG	N
títulos	증권	título	증권	N;MASC;PL	N
títulos	제목	título	제목	N;MASC;PL	N
canções	노래	canção	노래	N;FEM;PL	N
bateria	전지	bateria	전지	N;FEM;SG	N
bateria	배터리	bateria	배터리	N;FEM;SG	N
bateria	드럼	bateria	들+요	N;FEM;SG	N
empresas	회사	empresa	회사	N;FEM;PL	N
records	레코드	record	레코드	N;MASC;SG	N
letras	편지	letra	편지	N;FEM;PL	N
padrão	기본값	padrão	기본값	N;MASC;SG	N
padrão	기본	padrão	기본	N;MASC;SG	N
padrão	패턴	padrão	패턴	N;MASC;SG	N
resultados	결과	resultado	결과	N;MASC;PL	N
usuários	사용자	usuário	사용자	N;MASC;PL	N
usuários	사용자	usuário	사용자	N;MASC;PL	N
defesa	방위	defesa	방위	N;FEM;SG	N
defesa	국방	defesa	국방	N;FEM;SG	N
defesa	디펜스	defesa	디펜스	N;FEM;SG	N
defesa	방위	defesa	방위	N;FEM;SG	N
defesa	국방	defesa	국방	N;FEM;SG	N
defesa	디펜스	defesa	디펜스	N;FEM;SG	N
líder	지도자	líder	지도자	N;MASC;SG	N
administração	행정학	administração	행정학	N;FEM;SG	N
campanha	전역	campanha	전역	N;FEM;SG	N
atividades	활동	atividade	활동	N;FEM;PL	N
atividades	활동	atividade	활동	N;FEM;PL	N
prefeito	시장	prefeito	시장	N;MASC;SG	N
duque	공작	duque	공작	N;MASC;SG	N
gravadora	레이블	gravadora	레이블	N;FEM;SG	N
gravadora	라벨	gravadora	라벨	N;FEM;SG	N
povo	국민	povo	국민	N;MASC;SG	N
povo	사람	povo	사람	N;MASC;SG	N
povo	사람들	povo	사람+들	N;MASC;SG	N
material	물질	material	물질	N;MASC;SG	N
material	재료	material	재료	N;MASC;SG	N
imagens	그림	imagem	그림	N;FEM;PL	N
imagens	사진	imagem	사진	N;FEM;PL	N
imagens	사진들	imagem	사진+들	N;FEM;PL	N
imagens	픽처스	imagem	픽처스	N;FEM;PL	N
segurança	안보	segurança	안보	N;FEM;SG	N
segurança	보안	segurança	보안	N;FEM;SG	N
segurança	안전	segurança	안전	N;FEM;SG	N
segurança	안전성	segurança	안전성	N;FEM;SG	N
pública	공공	público	공공	N;FEM;SG	N
pública	공개	público	공개	N;FEM;SG	N
pública	공중	público	공중	N;FEM;SG	N
especialmente	특히	especialmente	특히	ADV	ADV
especialmente	특별히	especialmente	특별+히	ADV	ADV
situação	상황	situação	상황	N;FEM;SG	N
situação	상황이	situação	상황+이	N;FEM;SG	N
presença	존재	presença	존재	N;FEM;SG	N
jogadores	선수	jogador	선수	N;MASC;PL	N
partida	출발	partida	출발	N;FEM;SG	N
partida	출국	partida	출국	N;FEM;SG	N
artista	음악가	artista	음악가	N;MASC;SG	N
artista	예술가	artista	예술가	N;MASC;SG	N
artista	아티스트	artista	아티스트	N;MASC;SG	N
artista	아티스트가	artista	아티스트+가	N;MASC;SG	N
classificação	평가	classificação	평가	N;FEM;SG	N
classificação	분류법	classificação	분류법	N;FEM;SG	N
classificação	분류	classificação	분류	N;FEM;SG	N
cantor	가수	cantor	가수	N;MASC;SG	N
ataque	공격	ataque	공격	N;MASC;SG	N
papa	교황	papa	교황	N;MASC;SG	N
missão	선교	missão	선교	N;FEM;SG	N
elementos	위젯	elemento	위젯	N;MASC;PL	N
elementos	원소	elemento	원소	N;MASC;PL	N
elementos	요소	elemento	요소	N;MASC;PL	N
elementos	원소	elemento	원소	N;MASC;PL	N
raio	반지름	raio	반지름	N;MASC;SG	N
termos	약관	termos	약관	N;MASC;PL	N
termos	용어	termos	용어	N;MASC;PL	N
artes	예술	arte	예술	N;FEM;PL	N
hora	시간	hora	시간	N;FEM;SG	N
hora	시간	hora	시간	N;FEM;SG	N
compositor	작곡가	compositor	작곡가	N;MASC;SG	N
compositor	작곡가	compositor	작곡가	N;MASC;SG	N
utilizado	사용함	utilizar	사용+하+ㅁ	V;MASC;SG;V.PTCP	V
utilizado	사용됨	utilizar	사용+되+ㄴ	V;MASC;SG;V.PTCP	V
plano	계획	plano	계획	N;MASC;SG	N
interesse	관심사	interesse	관심사	N;MASC;SG	N
interesse	관심	interesse	관심	N;MASC;SG	N
cabo	케이블	cabo	케이블	N;MASC;SG	N
left	좌파	left	좌파	N;MASC;SG	N
voto	투표	voto	투표	N;MASC;SG	N
voto	투표	voto	투표	N;MASC;SG	N
economia	경제학	economia	경제학	N;FEM;SG	N
economia	경제	economia	경제	N;FEM;SG	N
curso	코스	curso	코스	N;MASC;SG	N
curso	과정	curso	과정	N;MASC;SG	N
programas	프로그램	programa	프로그램	N;MASC;PL	N
masculino	남성	masculino	남성	N;MASC;SG	N
armas	무기	arma	무기	N;FEM;PL	N
armas	총기	arma	총기	N;FEM;PL	N
deixar	떠나기	deixar	떠나+기	V;NFIN	V
deixar	떠나기	deixar	떠나+기	V;NFIN	V
álbuns	앨범	álbum	앨범	N;MASC;PL	N
álbuns	음반	álbum	음반	N;MASC;PL	N
álbuns	앨범	álbum	앨범	N;MASC;PL	N
álbuns	음반	álbum	음반	N;MASC;PL	N
comando	명령	comando	명령	N;MASC;SG	N
comando	명령어	comando	명령+어	N;MASC;SG	N
comando	사령부	comando	사령부	N;MASC;SG	N
comando	특공대	comando	특공대	N;MASC;SG	N
produtos	상품	produto	상품	N;MASC;PL	N
produtos	제품	produto	제품	N;MASC;PL	N
científica	과학	científico	과학	N;FEM;SG	N
coisas	것들	coisa	것+들	N;FEM;PL	N
coisas	사물	coisa	사물	N;FEM;PL	N
sistemas	체계	sistema	체계	N;MASC;PL	N
sistemas	시스템	sistema	시스템	N;MASC;PL	N
marca	브랜드	marca	브랜드	N;FEM;SG	N
marca	태그	marca	태그	N;FEM;SG	N
nacionalidade	국적은	nacionalidade	국적+은	N;FEM;SG	N
nacionalidade	국적	nacionalidade	국적	N;FEM;SG	N
volume	볼륨	volume	볼륨	N;MASC;SG	N
estudo	공부	estudo	공부	N;MASC;SG	N
estudo	연구	estudo	연구	N;MASC;SG	N
faixas	트랙	faixa	트랙	N;FEM;PL	N
fronteira	경계	fronteira	경계	N;FEM;SG	N
fronteira	국경	fronteira	국경	N;FEM;SG	N
fronteira	경계	fronteira	경계	N;FEM;SG	N
prova	증거	prova	증거	N;FEM;SG	N
prova	증명	prova	증명	N;FEM;SG	N
prova	증거	prova	증거	N;FEM;SG	N
ali	거기에	ali	거기+에	ADV	ADV
predefinição	기본값	predefinição	기본값	N;FEM;SG	N
predefinição	기본	predefinição	기본	N;FEM;SG	N
faculdade	대학교	faculdade	대학교	N;FEM;SG	N
faculdade	대학	faculdade	대학	N;FEM;SG	N
faculdade	학부	faculdade	학부	N;FEM;SG	N
faculdade	교수	faculdade	교수	N;FEM;SG	N
características	특성	característica	특성	N;FEM;PL	N
características	특징	característica	특징	N;FEM;PL	N
características	특징	característica	특징	N;FEM;PL	N
características	기능	característica	기능	N;FEM;PL	N
casamento	혼인	casamento	혼인	N;MASC;SG	N
casamento	결혼	casamento	결혼	N;MASC;SG	N
casamento	결혼식	casamento	결혼식	N;MASC;SG	N
casamento	웨딩	casamento	웨딩	N;MASC;SG	N
mal	간신히	mal	간신+히	ADV	ADV
usando	사용하기	usar	사용+하+기	V;V.MSDR	V
formato	포맷	formato	포맷	N;MASC;SG	N
relevância	관련성	relevância	관련성	N;FEM;SG	N
university	대학교	university	대학교	N;MASC;SG	N
university	대학	university	대학	N;MASC;SG	N
polícia	경찰	polícia	경찰	N;FEM;SG	N
polícia	경찰관	polícia	경찰관	N;FEM;SG	N
unidade	통일	unidade	통일	N;FEM;SG	N
unidade	단결	unidade	단결	N;FEM;SG	N
nascimento	출생	nascimento	출생	N;MASC;SG	N
nascimento	탄생	nascimento	탄생	N;MASC;SG	N
nascimento	출산	nascimento	출산	N;MASC;SG	N
estreia	시사회	estreia	시사회	N;FEM;SG	N
estreia	데뷔	estreia	데뷔	N;FEM;SG	N
estreia	시사회	estreia	시사회	N;FEM;SG	N
assunto	주제	assunto	주제	N;MASC;SG	N
assunto	제목	assunto	제목	N;MASC;SG	N
opinião	의견	opinião	의견	N;FEM;SG	N
opinião	의견	opinião	의견	N;FEM;SG	N
crianças	애들	criança	애+들	N;FEM;PL	N
crianças	아이들	criança	아이+들	N;FEM;PL	N
crianças	어린이	criança	어린이	N;FEM;PL	N
crianças	어린이들	criança	어린이+들	N;FEM;PL	N
crianças	자녀	criança	자녀	N;FEM;PL	N
crianças	어린이	criança	어린이	N;FEM;PL	N
crianças	아이들	criança	아이+들	N;FEM;PL	N
quarto	침실	quarto	침실	N;MASC;SG	N
espírito	정신	espírito	정신	N;MASC;SG	N
publicado	출판됨	publicar	출판+되+ㄴ	V;MASC;SG;V.PTCP	V
sexo	성별	sexo	성별	N;MASC;SG	N
sexo	성교	sexo	성교	N;MASC;SG	N
sexo	섹스	sexo	섹스	N;MASC;SG	N
sexo	성관계	sexo	성관계	N;MASC;SG	N
sexo	성별	sexo	성별	N;MASC;SG	N
artistas	연기자	artista	연기자	N;MASC;PL	N
artistas	음악가	artista	음악가	N;MASC;PL	N
artistas	예술가	artista	예술가	N;MASC;PL	N
artistas	아티스트	artista	아티스트	N;MASC;PL	N
artistas	아티스트가	artista	아티스트+가	N;MASC;PL	N
lançou	시작됨	lançar	시작+되+ㄴ	V;IND;SG;3;PST;FIN	V
azul	청색	azul	청색	N;MASC;SG	N
ocidental	서양	ocidental	서양	N;FEM;SG	N
diferente	다르다	diferente	다르+다	ADJ;MASC;SG	ADJ
ficar	머무르지	ficar	머무르+지	V;NFIN	V
ficar	머물러	ficar	머무르+어	V;NFIN	V
ficar	머무르고	ficar	머무르+고	V;NFIN	V
conhecimento	지식인	conhecimento	지식인	N;MASC;SG	N
conhecimento	지식	conhecimento	지식	N;MASC;SG	N
academia	체육관	academia	체육관	N;FEM;SG	N
digital	디지털	digital	디지털	N;MASC;SG	N
usada	사용함	usar	사용+하+ㅁ	V;FEM;SG;V.PTCP	V
usada	사용됨	usar	사용+되+ㄴ	V;FEM;SG;V.PTCP	V
paz	평화	paz	평화	N;FEM;SG	N
animais	동물들	animal	동물+들	N;MASC;PL	N
animais	동물	animal	동물	N;MASC;PL	N
animais	애완동물	animal	애완동물	N;MASC;PL	N
animais	동물	animal	동물	N;MASC;PL	N
animais	동물학	animal	동물학	N;MASC;PL	N
ficheiro	파일	ficheiro	파일	N;MASC;SG	N
amigo	친구	amigo	친구	N;MASC;SG	N
relações	연애	relação	연애	N;FEM;PL	N
relações	관계	relação	관계	N;FEM;PL	N
relações	관계	relação	관계	N;FEM;PL	N
iniciou	시작되었습니다	iniciar	시작+되+었+습니다	V;IND;SG;3;PST;FIN	V
iniciou	시작했습니다	iniciar	시작+하+었+습니다	V;IND;SG;3;PST;FIN	V
iniciou	시작됨	iniciar	시작+되+ㄴ	V;IND;SG;3;PST;FIN	V
praia	해변	praia	해변	N;FEM;SG	N
praia	해변	praia	해변	N;FEM;SG	N
idioma	언어	idioma	언어	N;MASC;SG	N
importância	중요성	importância	중요성	N;FEM;SG	N
eleições	선거	eleição	선거	N;FEM;PL	N
eleições	선거	eleição	선거	N;FEM;PL	N
provavelmente	아마도	provavelmente	아마도	ADV	ADV
provavelmente	아마	provavelmente	아마	ADV	ADV
romance	연애	romance	연애	N;MASC;SG	N
romance	로맨스	romance	로맨스	N;MASC;SG	N
romance	소설	romance	소설	N;MASC;SG	N
entrou	가입했습니다	entrar	가입+하+었+습니다	V;IND;SG;3;PST;FIN	V
atenção	관심	atenção	관심	N;FEM;SG	N
começa	시작하기	começar	시작+하+기	V;IND;SG;3;PRS;FIN	V
razão	이유	razão	이유	N;FEM;SG	N
disputa	분쟁	disputa	분쟁	N;FEM;SG	N
amigos	친구	amigo	친구	N;MASC;PL	N
amigos	친구들이	amigo	친구+들+이	N;MASC;PL	N
amigos	친구들	amigo	친구+들	N;MASC;PL	N
distribuição	분포	distribuição	분포	N;FEM;SG	N
distribuição	분배	distribuição	분배	N;FEM;SG	N
distribuição	배포	distribuição	배포	N;FEM;SG	N
distribuição	배포판	distribuição	배포판	N;FEM;SG	N
municípios	코뮌	município	코뮌	N;MASC;PL	N
políticas	정책	política	정책	N;FEM;PL	N
crítica	평론	crítico	평론	N;FEM;SG	N
crítica	비판	crítico	비판	N;FEM;SG	N
crítica	비평	crítico	비평	N;FEM;SG	N
crítica	평론	crítico	평론	N;FEM;SG	N
crítica	비평가	crítico	비평가	N;FEM;SG	N
crítica	크리티컬	crítico	크리티컬	N;FEM;SG	N
crítica	비판	crítico	비판	N;FEM;SG	N
aumento	증가	aumento	증가	N;MASC;SG	N
católica	가톨릭주의	católico	가톨릭주의	N;FEM;SG	N
católica	가톨릭	católico	가톨릭	N;FEM;SG	N
busca	검색	busca	검색	N;FEM;SG	N
condições	조건	condição	조건	N;FEM;PL	N
comunicação	의사소통	comunicação	의사+소통	N;FEM;SG	N
comunicação	커뮤니케이션	comunicação	커뮤니케이션	N;FEM;SG	N
comunicação	소통	comunicação	소통	N;FEM;SG	N
comunicação	통신	comunicação	통신	N;FEM;SG	N
comunicação	소통	comunicação	소통	N;FEM;SG	N
comunicação	커뮤니케이션	comunicação	커뮤니케이션	N;FEM;SG	N
comunicação	통신	comunicação	통신	N;FEM;SG	N
cabeça	머리	cabeça	머리	N;FEM;SG	N
lançada	시작됨	lançar	시작+되+ㄴ	V;FEM;SG;V.PTCP	V
ciências	과학	ciência	과학	N;FEM;PL	N
ciências	과학	ciência	과학	N;FEM;PL	N
entrada	항목	entrada	항목	N;FEM;SG	N
entrada	입구	entrada	입구	N;FEM;SG	N
entrada	입력	entrada	입력	N;FEM;SG	N
entrada	입력기	entrada	입력기	N;FEM;SG	N
entrada	입출력	entrada	입출력	N;FEM;SG	N
técnica	기술	técnica	기술	N;FEM;SG	N
técnica	기술적	técnica	기술+적	N;FEM;SG	N
técnica	기법	técnica	기법	N;FEM;SG	N
sol	태양	sol	태양	N;MASC;SG	N
sol	햇빛	sol	햇빛	N;MASC;SG	N
mestre	마스터스	mestre	마스터스	N;MASC;SG	N
tipos	유형	tipo	유형	N;MASC;PL	N
abertura	조리개	abertura	조리개	N;FEM;SG	N
abertura	오프닝	abertura	오프닝	N;FEM;SG	N
abertura	개봉	abertura	개봉	N;FEM;SG	N
critérios	기준	critério	기준	N;MASC;PL	N
bispo	주교	bispo	주교	N;MASC;SG	N
prática	실무	prática	실무	N;FEM;SG	N
prática	실용적	prática	실용+적	N;FEM;SG	N
prática	실용	prática	실용	N;FEM;SG	N
prática	연습생	prática	연습생	N;FEM;SG	N
prática	연습	prática	연습	N;FEM;SG	N
capitão	대위	capitão	대위	N;MASC;SG	N
capitão	선장	capitão	선장	N;MASC;SG	N
ambiente	환경	ambiente	환경	N;MASC;SG	N
unidades	단위계	unidade	단위계	N;FEM;PL	N
física	물리학	física	물리학	N;FEM;SG	N
física	물리	física	물리	N;FEM;SG	N
física	물리적	física	물리+적	N;FEM;SG	N
