ensino	nastava	ensino	nastava	N	N;NOM;FEM;SG
durmía	spavao	durmía	spavati	V	V;MASC;SG;PST;V.PTCP;ACT
durmía	spavala	durmía	spavati	V	V;FEM;SG;PST;V.PTCP;ACT
bacteria	bakterija	bacteria	bakterija	N	N;NOM;FEM;SG
bacteria	bakterija	bacteria	bakterija	N	N;NOM;FEM;SG
bacteria	bakterije	bacteria	bakterija	N	N;NOM;FEM;PL
entren	dobiti	entren	dobiti	V	V;NFIN
parentes	rodbina	parente	rodbina	N	N;NOM;FEM;SG
parentes	rodbini	parente	rodbina	N	N;DAT;FEM;SG
parentes	rođaci	parente	rođak	N	N;NOM;MASC;PL
bailes	plesove	baile	ples	N	N;ACC;MASC;PL
empezaron	počelo	empezar	početi	V	V;NEUT;SG;PST;V.PTCP;ACT
estadio	stadion	estadio	stadion	N	N;NOM;MASC;SG
estadio	arena	estadio	arena	N	N;NOM;FEM;SG
estadio	arene	estadio	aren	N	N;NOM;FEM;PL
intentos	pokušaja	intento	pokušaj	N	N;GEN;MASC;PL
intentos	pokušaji	intento	pokušaj	N	N;NOM;MASC;PL
obstáculos	prepreka	obstáculo	prepreka	N	N;NOM;FEM;SG
obstáculos	zapreke	obstáculo	zapreka	N	N;NOM;FEM;PL
obstáculos	prepreke	obstáculo	prepreka	N	N;NOM;FEM;PL
sinxelamente	jednostavno	sinxelamente	jednostavno	ADV	ADV
sinxelamente	samo	sinxelamente	samo	ADV	ADV
variedades	sorte	variedade	sort	N	N;NOM;FEM;PL
estupidez	glupost	estupidez	glupost	N	N;NOM;FEM;SG
hamburguesa	hamburger	hamburguesa	hamburger	N	N;NOM;MASC;SG
deitados	laganje	deitado	laganje	N	N;NOM;NEUT;SG
razas	trke	raza	trka	N	N;NOM;FEM;PL
razas	rase	raza	rasa	N	N;NOM;FEM;PL
razas	utrke	raza	utrka	N	N;NOM;FEM;PL
razas	kiša	raza	kiša	N	N;NOM;FEM;SG
declarou	proglasio	declarar	proglasiti	V	V;MASC;SG;PST;V.PTCP;ACT
pulmón	pluća	pulmón	plućati	N	N;NOM;FEM;SG
cambiará	hoce	cambiar	hoce	V	V;IND;SG;3;PRS;FIN
cambiará	promijeni	cambiar	promijeniti	V	V;IND;SG;3;PRS;FIN
catástrofe	katastrofa	catástrofe	katastrofa	N	N;NOM;FEM;SG
descuberta	otkrio	descuberta	otkriti	V	V;MASC;SG;PST;V.PTCP;ACT
voluntario	dobrovoljac	voluntario	dobrovoljac	N	N;NOM;MASC;SG
voluntario	volonter	voluntario	volonter	N	N;NOM;MASC;SG
ombro	rame	ombro	rama	N	N;NOM;NEUT;SG
sentenza	kaznu	sentenza	kazna	N	N;ACC;FEM;SG
sentenza	presuda	sentenza	presuda	N	N;NOM;FEM;SG
sentenza	rečenica	sentenza	rečenica	N	N;NOM;FEM;SG
sentenza	kazna	sentenza	kazna	N	N;NOM;FEM;SG
moralmente	moralno	moral	moralno	ADV	ADV
construímos	izgradio	construír	izgraditi	V	V;MASC;SG;PST;V.PTCP;ACT
cambiamos	promijeni	cambiar	promijeniti	V	V;IND;SG;3;PRS;FIN
comparado	usporedio	comparar	usporediti	V	V;MASC;SG;PST;V.PTCP;ACT
entendedes	razumijem	entendede	razumjeti	V	V;IND;SG;1;PRS;FIN
entendedes	shvati	entendede	shvati	V	V;IND;SG;3;PRS;FIN
creador	tvorac	creador	tvorac	N	N;NOM;MASC;SG
creador	stvoritelj	creador	stvoritelj	N	N;NOM;MASC;SG
creador	stvoritelja	creador	stvoritelj	N	N;ANIM;ACC;MASC;SG
feixóns	grah	feixón	grah	N	N;NOM;MASC;SG
feixóns	graha	feixón	grah	N	N;GEN;MASC;SG
barras	rešetaka	barra	rešetka	N	N;NOM;FEM;SG
barras	rešetke	barra	rešetka	N	N;NOM;FEM;PL
barras	barovi	barra	bar	N	N;NOM;MASC;PL
eficiente	efikasan	eficiente	efikasan	ADJ	ADJ;NOM;INDF;MASC;SG
nenez	djetinjstvo	nenez	djetinjstvo	N	N;NOM;NEUT;SG
nenez	djetinjstva	nenez	djetinjstvo	N	N;NOM;NEUT;PL
vales	doline	val	dolina	N	N;NOM;FEM;PL
imaxinaba	misli	imaxinar	misliti	V	V;IND;SG;3;PRS;FIN
imaxinaba	razmislite	imaxinar	razmisliti	V	V;IMP;PL;2;FIN
naturais	prirodna	natural	prirodan	ADJ	ADJ;NOM;DEF;FEM;SG
naturais	prirodni	natural	prirodan	ADJ	ADJ;NOM;DEF;MASC;SG
naturais	prirodne	natural	prirodan	ADJ	ADJ;NOM;DEF;FEM;PL
valioso	vrijedno	valioso	vrijedno	ADJ	ADJ;NOM;DEF;NEUT;SG
valioso	vrijedni	valioso	vrijedan	ADJ	ADJ;NOM;DEF;MASC;PL
valioso	vrijedna	valioso	vrijedan	ADJ	ADJ;NOM;DEF;FEM;SG
caendo	pada	caendo	padati	V	V;IND;SG;3;PRS;FIN
caendo	padaju	caendo	padati	V	V;IND;PL;3;PRS;FIN
caendo	padam	caendo	padam	V	V;IND;SG;1;PRS;FIN
lavadora	pranje	lavador	pranje	N	N;NOM;NEUT;SG
lavadora	stroj	lavador	stroj	N	N;NOM;MASC;SG
lavadora	mašina	lavador	mašina	N	N;NOM;FEM;SG
lavadora	masina	lavador	masina	N	N;NOM;FEM;SG
leña	drva	leñar	drvo	N	N;NOM;NEUT;PL
leña	drvo	leñar	drvo	N	N;NOM;NEUT;SG
deixará	ostavi	deixar	ostaviti	V	V;IND;SG;3;PRS;FIN
deixará	napusti	deixar	napustiti	V	V;IND;SG;3;PRS;FIN
xeada	frost	xeada	frost	N	N;NOM;MASC;SG
xeada	mraz	xeada	mraz	N	N;NOM;MASC;SG
cráteres	kratera	cráteres	kratera	N	N;GEN;MASC;SG
cráteres	bomba	cráteres	bomba	N	N;NOM;FEM;SG
fadas	vila	facer	vila	N	N;NOM;FEM;SG
fadas	vilo	facer	vilo	N	N;NOM;FEM;SG
crearon	stvorio	crear	stvoriti	V	V;MASC;SG;PST;V.PTCP;ACT
gobernamental	vlada	gobernamental	vlada	N	N;NOM;FEM;SG
gobernamental	vlade	gobernamental	vlada	N	N;NOM;FEM;PL
viran	vidio	vir	vidjeti	V	V;MASC;SG;PST;V.PTCP;ACT
viran	vidjeli	vir	vidjeti	V	V;MASC;PL;PST;V.PTCP;ACT
pílulas	tablete	pílula	tableta	N	N;NOM;FEM;PL
pílulas	pilule	pílula	pilula	N	N;NOM;FEM;PL
contando	brojim	contar	broj	V	V;IND;SG;1;PRS;FIN
contando	brojimo	contar	brojiti	V	V;IND;PL;1;PRS;FIN
leccións	lekcije	lección	lekcija	N	N;NOM;FEM;PL
fotógrafo	fotografa	fotógrafo	fotograf	N	N;ANIM;ACC;MASC;SG
fotógrafo	fotograf	fotógrafo	fotograf	N	N;NOM;MASC;SG
paquetes	pakete	paquete	paket	N	N;ACC;MASC;PL
paquetes	paketi	paquete	paket	N	N;NOM;MASC;PL
detívose	zaustavio	detívose	zaustaviti	V	V;MASC;SG;PST;V.PTCP;ACT
detívose	prestalo	detívose	prestati	V	V;NEUT;SG;PST;V.PTCP;ACT
detívose	stao	detívose	stati	V	V;MASC;SG;PST;V.PTCP;ACT
vistas	prikaži	vista	prikaž	V	V;IMP;SG;3;PRS;FIN
instrumentos	instrumenti	instrumento	instrument	N	N;NOM;MASC;PL
instrumentos	instrumente	instrumento	instrument	N	N;ACC;MASC;PL
vicio	porok	vicio	porok	N	N;NOM;MASC;SG
vicio	vice	vicio	vice	N	N;NOM;MASC;SG
esqueceu	zaboravio	esquecer	zaboraviti	V	V;MASC;SG;PST;V.PTCP;ACT
cociñas	kuhinje	cociña	kuhinja	N	N;NOM;FEM;PL
gravación	snimanje	gravación	snimanje	N	N;NOM;NEUT;SG
dáche	daje	dáche	davati	V	V;IND;SG;3;PRS;FIN
gordos	masti	gordo	mast	N	N;NOM;FEM;PL
televisor	televizija	televisor	televizija	N	N;NOM;FEM;SG
seguiron	slijedio	seguir	slijediti	V	V;MASC;SG;PST;V.PTCP;ACT
seguiron	pratio	seguir	pratiti	V	V;MASC;SG;PST;V.PTCP;ACT
misterioso	tajanstveni	misterioso	tajanstven	ADJ	ADJ;NOM;DEF;MASC;SG
misterioso	misteriozan	misterioso	misteriozan	ADJ	ADJ;NOM;INDF;MASC;SG
quendas	smjene	quenda	smjena	N	N;NOM;FEM;PL
obradoiros	radionice	obradoiro	radionica	N	N;NOM;FEM;PL
conseguen	dobiti	conseguir	dobiti	V	V;NFIN
conseguen	može	conseguir	moći	V	V;IND;SG;3;PRS;FIN
conseguen	mogu	conseguir	moći	V	V;IND;PL;3;PRS;FIN
conseguen	moze	conseguir	moza	V	V;IND;SG;3;PRS;FIN
descobre	pronalazi	descobre	pronalaziti	V	V;IND;SG;3;PRS;FIN
descobre	pronađe	descobre	pronaći	V	V;IND;SG;3;PRS;FIN
descobre	nađe	descobre	naći	V	V;IND;SG;3;PRS;FIN
ulises	odisej	ulir	odisej	N	N;NOM;MASC;SG
ulises	odiseja	ulir	odiseja	N	N;NOM;MASC;SG
órbita	orbitu	órbita	orbita	N	N;ACC;FEM;SG
atractiva	atraktivna	atractivo	atraktivan	ADJ	ADJ;NOM;DEF;FEM;SG
atractiva	privlačno	atractivo	privlačno	ADJ	ADJ;NOM;DEF;NEUT;SG
atractiva	privlačan	atractivo	privlačan	ADJ	ADJ;NOM;INDF;MASC;SG
atractiva	privlačna	atractivo	privlačan	ADJ	ADJ;NOM;DEF;FEM;SG
soviética	sovjetska	soviético	sovjetski	ADJ	ADJ;NOM;DEF;FEM;SG
esmagar	slomiti	esmagar	slomiti	V	V;NFIN
ofreceu	ponudio	ofrecer	ponuditi	V	V;MASC;SG;PST;V.PTCP;ACT
dificultade	poteškoće	dificultade	poteškoća	N	N;NOM;FEM;PL
dificultade	poteškoća	dificultade	poteškoća	N	N;NOM;FEM;PL
parlamento	parlament	parlamento	parlament	N	N;NOM;MASC;SG
parlamento	sabor	parlamento	sabor	N	N;NOM;MASC;SG
espellos	ogledala	espello	ogledalo	N	N;NOM;NEUT;PL
espellos	zrcala	espello	zrcalo	N	N;NOM;NEUT;PL
caixeiro	blagajnik	caixeiro	blagajnik	N	N;NOM;MASC;SG
caixeiro	blagajnica	caixeiro	blagajnica	N	N;NOM;FEM;SG
caixeiro	stroj	caixeiro	stroj	N	N;NOM;MASC;SG
caixeiro	mašina	caixeiro	mašina	N	N;NOM;FEM;SG
caixeiro	masina	caixeiro	masina	N	N;NOM;FEM;SG
alias	aka	alio	aka	N	N;NOM;MASC;SG
títulos	naslovi	título	naslov	N	N;NOM;MASC;PL
títulos	titule	título	titul	N	N;NOM;FEM;PL
títulos	naslova	título	naslov	N	N;GEN;MASC;SG
custos	troškove	custo	trošak	N	N;ACC;MASC;PL
custos	troškovi	custo	trošak	N	N;NOM;MASC;PL
custos	cijena	custo	cijena	N	N;NOM;FEM;SG
custos	trošak	custo	trošak	N	N;NOM;MASC;SG
custos	troškovi	custo	trošak	N	N;NOM;MASC;PL
vehículos	vozila	vehículo	vozilo	N	N;NOM;NEUT;PL
vehículos	vozilima	vehículo	vozilo	N	N;DAT;NEUT;PL
metín	stavi	metín	stav	V	V;IND;SG;3;PRS;FIN
metín	stavite	metín	staviti	V	V;IMP;PL;2;FIN
metín	staviti	metín	staviti	V	V;NFIN
soña	sanjam	soña	sanjam	V	V;IND;SG;1;PRS;FIN
soña	sanjao	soña	sanjati	V	V;MASC;SG;PST;V.PTCP;ACT
consolo	utjeha	consolo	utjeha	N	N;NOM;FEM;SG
consolo	utjeha	consolo	utjeha	N	N;NOM;FEM;SG
espíritos	duhovi	espírito	duh	N	N;NOM;MASC;PL
algures	negdje	algures	negdje	ADV	ADV
tornou	postati	tornar	postati	V	V;NFIN
matadoiro	klaonica	matadoiro	klaonica	N	N;NOM;FEM;SG
taberna	šank	taberno	šank	N	N;NOM;MASC;SG
vapor	para	vapor	par	N	N;NOM;MASC;SG
amarga	gorak	amargar	gorak	ADJ	ADJ;NOM;INDF;MASC;SG
amarga	gorko	amargar	gorko	ADJ	ADJ;NOM;DEF;NEUT;SG
afogar	utopiti	afogar	utopiti	V	V;NFIN
localizacións	lokacije	localización	lokacija	N	N;NOM;FEM;PL
ditadura	diktature	ditadura	diktatura	N	N;NOM;FEM;PL
donas	dame	dono	dama	N	N;NOM;FEM;PL
encanto	šarm	encanto	šarm	N	N;NOM;MASC;SG
encanto	šarmom	encanto	šarma	N	N;INS;FEM;SG
imaxine	zamislite	imaxine	zamisliti	V	V;IMP;PL;2;FIN
louco	lud	louco	lud	N	N;NOM;MASC;SG
louco	ludnica	louco	ludnica	N	N;NOM;FEM;SG
louco	ljuta	louco	ljut	N	N;NOM;FEM;SG
gravata	kravata	gravatar	kravat	N	N;NOM;FEM;SG
gravata	kravatu	gravatar	kravat	N	N;ACC;FEM;SG
probe	pokušajte	probar	pokušati	V	V;IMP;PL;2;FIN
cuspir	pljuje	cuspir	pljivati	V	V;IND;SG;3;PRS;FIN
cuspir	pljuvati	cuspir	pljuvati	V	V;NFIN
volvese	dođi	volver	doći	V	V;IMP;SG;2;FIN
regresou	došla	regresar	doći	V	V;FEM;SG;PST;V.PTCP;ACT
regresou	dosao	regresar	dosao	V	V;MASC;SG;PST;V.PTCP;ACT
beiras	banke	beira	banka	N	N;NOM;FEM;PL
aloxamento	stanovanje	aloxamento	stanovanje	N	N;NOM;NEUT;SG
mudanzas	izmjene	mudanza	izmjena	N	N;NOM;FEM;PL
mudanzas	promjene	mudanza	promjena	N	N;NOM;FEM;PL
desorde	poremećaj	desorde	poremećaj	N	N;NOM;MASC;SG
desorde	nered	desorde	nered	N	N;NOM;MASC;SG
comerciante	trgovac	comerciante	trgovac	N	N;NOM;MASC;SG
comerciante	trgovac	comerciante	trgovac	N	N;NOM;MASC;SG
perfume	parfem	perfumir	Parfem	N	N;NOM;MASC;SG
perfume	parfem	perfumir	Parfem	N	N;NOM;MASC;SG
perfume	parfema	perfumir	parfem	N	N;GEN;MASC;SG
saiamos	dobiti	saiar	dobiti	V	V;NFIN
castrón	sinko	castrón	sinko	N	N;NOM;MASC;SG
castrón	sin	castrón	sin	N	N;NOM;MASC;SG
castrón	pištolj	castrón	pištolj	N	N;NOM;MASC;SG
castrón	puška	castrón	puška	N	N;NOM;FEM;SG
fascistas	fašisti	fascista	fašist	N	N;NOM;MASC;PL
protesta	protest	protesta	protest	N	N;NOM;MASC;SG
protesta	prosvjed	protesta	prosvjed	N	N;NOM;MASC;SG
protesta	protesta	protesta	protest	N	N;GEN;MASC;SG
bandeiras	zastave	bandeira	zastava	N	N;NOM;FEM;PL
prometida	obećao	prometer	obećati	V	V;MASC;SG;PST;V.PTCP;ACT
cartuchos	punjenja	cartuchos	punjenje	N	N;NOM;NEUT;PL
cartuchos	municija	cartuchos	municija	N	N;NOM;FEM;SG
cartuchos	municiju	cartuchos	municija	N	N;ACC;FEM;SG
balón	lopta	balón	lopt	N	N;NOM;FEM;SG
balón	loptica	balón	loptica	N	N;NOM;FEM;SG
balón	loptu	balón	lopta	N	N;ACC;FEM;SG
balón	kugla	balón	kugao	N	N;NOM;FEM;SG
delegación	delegacija	delegación	delegacija	N	N;NOM;FEM;SG
delegación	izaslanstvo	delegación	izaslanstvo	N	N;NOM;NEUT;SG
revólver	pištolj	revólver	pištolj	N	N;NOM;MASC;SG
revólver	puška	revólver	puška	N	N;NOM;FEM;SG
baleiros	prazan	baleiro	prazati	ADJ	ADJ;NOM;INDF;MASC;SG
baleiros	prazni	baleiro	prazan	ADJ	ADJ;NOM;DEF;MASC;SG
baleiros	prazna	baleiro	prazan	ADJ	ADJ;NOM;DEF;FEM;SG
patrullas	ophodnje	patrulla	ophodnja	N	N;NOM;FEM;PL
patrullas	patrole	patrulla	patrola	N	N;NOM;FEM;PL
patrullas	automobili	patrulla	automobil	N	N;NOM;MASC;PL
patrullas	auti	patrulla	auta	N	N;NOM;MASC;PL
insulto	uvreda	insulto	uvred	N	N;NOM;FEM;SG
enxeñeiro	inžinjer	enxeñeiro	inžinjer	N	N;NOM;MASC;SG
enxeñeiro	inženjer	enxeñeiro	inženjer	N	N;NOM;MASC;SG
subiu	otišao	subiu	otići	V	V;MASC;SG;PST;V.PTCP;ACT
subiu	imam	subiu	imati	V	V;IND;SG;1;PRS;FIN
subiu	dobio	subiu	dobiti	V	V;MASC;SG;PST;V.PTCP;ACT
arrestar	uhititi	arrestar	uhititi	V	V;NFIN
acusa	optužuje	acusar	optuživati	V	V;IND;SG;3;PRS;FIN
confirmar	potvrdi	confirmar	potvrditi	V	V;IND;SG;3;PRS;FIN
bañeira	kadi	bañeira	kaditi	N	N;DAT;FEM;SG
bañeira	kade	bañeira	kada	N	N;NOM;FEM;PL
bañeira	kadu	bañeira	kada	N	N;ACC;FEM;SG
bañeira	kupanje	bañeira	kupanje	N	N;NOM;NEUT;SG
quizá	možda	quizá	možda	ADV	ADV
quizá	možda	quizá	možda	ADV	ADV
coñecerte	upoznati	coñecerter	upoznati	V	V;NFIN
coñecerte	upoznajte	coñecerter	upoznati	V	V;IMP;PL;2;FIN
chegarás	hoce	chegar	hoce	V	V;IND;SG;3;PRS;FIN
pó	prah	pó	prah	N	N;NOM;MASC;SG
pó	prašina	pó	prašina	N	N;NOM;FEM;SG
pó	prašinu	pó	prašina	N	N;ACC;FEM;SG
gravadora	traka	gravador	traka	N	N;NOM;FEM;SG
gravadora	snimač	gravador	snimač	N	N;NOM;MASC;SG
citas	citate	cita	citati	N	N;ACC;MASC;PL
citas	citata	cita	citat	N	N;GEN;MASC;PL
citas	citati	cita	citati	N	N;NOM;MASC;PL
medallas	medalje	medalla	medalja	N	N;NOM;FEM;PL
medallas	odličja	medalla	odličje	N	N;NOM;NEUT;PL
mova	premjesti	movo	premjesti	V	V;IND;SG;3;PRS;FIN
marabillas	čudesa	marabilla	čudes	N	N;NOM;FEM;SG
marabillas	čuda	marabilla	čudo	N	N;NOM;FEM;SG
marabillas	čudesa	marabilla	čudes	N	N;NOM;FEM;SG
prometeu	obećao	prometer	obećati	V	V;MASC;SG;PST;V.PTCP;ACT
troco	promjena	troco	promjena	N	N;NOM;FEM;SG
guindar	baci	guindar	baciti	V	V;IND;SG;3;PRS;FIN
explorador	istraživač	explorador	istraživač	N	N;NOM;MASC;SG
explorador	rendžer	explorador	rendžer	N	N;NOM;MASC;SG
explorador	rendžera	explorador	rendžer	N	N;ACC;MASC;SG
cafés	kafićima	cafés	kafić	N	N;DAT;MASC;PL
lar	kući	lar	kuća	N	N;DAT;FEM;SG
lar	dom	lar	dom	N	N;NOM;MASC;SG
quixer	želite	quixer	željeti	V	V;IND;PL;2;PRS;FIN
quixer	želim	quixer	željeti	V	V;IND;SG;1;PRS;FIN
mula	mazga	mulo	mazga	N	N;NOM;MASC;SG
mula	mula	mulo	mulo	N	N;NOM;MASC;SG
oliva	oliva	oliva	oliva	N	N;NOM;FEM;SG
banal	obična	banal	običan	ADJ	ADJ;NOM;DEF;FEM;SG
banal	obični	banal	običan	ADJ	ADJ;NOM;DEF;MASC;SG
banal	običan	banal	običan	ADJ	ADJ;NOM;INDF;MASC;SG
radios	radija	radio	radio	N	N;GEN;MASC;SG
covardes	kukavice	covarde	kukavica	N	N;NOM;FEM;PL
agasallos	poklone	agasallos	poklon	N	N;ACC;MASC;PL
agasallos	pokloni	agasallos	poklon	N	N;NOM;MASC;PL
agasallos	darovi	agasallos	dar	N	N;NOM;MASC;PL
agasallos	darova	agasallos	dar	N	N;GEN;MASC;PL
agasallos	poklone	agasallos	poklon	N	N;ACC;MASC;PL
agasallos	darova	agasallos	dar	N	N;GEN;MASC;PL
agasallos	darovi	agasallos	dar	N	N;NOM;MASC;PL
agasallos	pokloni	agasallos	poklon	N	N;NOM;MASC;PL
preguntarche	pitajte	preguntarche	pitati	V	V;IMP;PL;2;FIN
cicatriz	scar	cicatriz	scar	N	N;NOM;MASC;SG
cicatriz	ožiljak	cicatriz	ožiljak	N	N;NOM;MASC;SG
guitarra	gitaru	guitarrar	gitara	N	N;ACC;FEM;SG
guitarra	gitare	guitarrar	gitara	N	N;NOM;FEM;PL
guitarra	gitara	guitarrar	gitar	N	N;NOM;FEM;SG
sela	sedlo	sel	sedlo	N	N;NOM;NEUT;SG
americanas	američki	americano	američki	ADJ	ADJ;NOM;DEF;MASC;SG
americanas	američka	americano	američki	ADJ	ADJ;NOM;DEF;FEM;SG
sheila	sheila	sheila	sheil	N	N;NOM;FEM;SG
foguete	raketa	foguete	raketa	N	N;NOM;FEM;SG
crente	vjernika	crente	vjernik	N	N;GEN;MASC;PL
crente	vjernik	crente	vjernik	N	N;NOM;MASC;SG
cumpría	insistirao	cumpría	insistirati	V	V;MASC;SG;PST;V.PTCP;ACT
cumpría	inzistirao	cumpría	inzistirati	V	V;MASC;SG;PST;V.PTCP;ACT
gatiño	maco	gatiño	maco	N	N;NOM;MASC;SG
gatiño	maca	gatiño	mac	N	N;NOM;FEM;SG
empezas	pocetak	empeza	pocetak	N	N;NOM;MASC;SG
empezas	početak	empeza	početak	N	N;NOM;MASC;SG
agulla	iglu	agulla	igla	N	N;ACC;FEM;SG
agulla	igla	agulla	igl	N	N;NOM;FEM;SG
esgotado	nosili	esgotar	nositi	V	V;MASC;PL;PST;V.PTCP;ACT
esgotado	nosio	esgotar	nositi	V	V;MASC;SG;PST;V.PTCP;ACT
esgotado	nosila	esgotar	nositi	V	V;FEM;SG;PST;V.PTCP;ACT
acento	akcent	acento	akcent	N	N;NOM;MASC;SG
acento	naglasak	acento	naglasak	N	N;NOM;MASC;SG
bólas	kuglice	bóla	kuglica	N	N;NOM;FEM;PL
bólas	muda	bóla	mudo	N	N;NOM;MASC;SG
bólas	lopte	bóla	lopta	N	N;NOM;FEM;PL
bólas	loptice	bóla	loptica	N	N;NOM;FEM;PL
orgasmo	orgazam	orgasmo	orgazam	N	N;NOM;MASC;SG
rancor	inat	rancor	inat	N	N;NOM;MASC;SG
rancor	inata	rancor	inata	N	N;GEN;MASC;SG
fición	fantastika	fición	fantastika	N	N;NOM;FEM;SG
fición	fikcija	fición	fikcija	N	N;NOM;FEM;SG
crego	svećenik	crego	svećenik	N	N;NOM;MASC;SG
horda	horde	horda	horda	N	N;NOM;FEM;PL
horda	horda	horda	horda	N	N;NOM;FEM;SG
peaches	breskve	peache	breskvo	N	N;NOM;FEM;PL
