geprüft	zkontroloval	prüfen	zkontrolovat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
schöner	krásná	schön	krásný	ADJ	ADJ;NOM;FEM;SG;POS
schöner	krásné	schön	krásný	ADJ	ADJ;NOM;NEUT;SG;POS
schöner	krásný	schön	krásný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
schöner	příjemnější	schön	příjemný	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
schöner	milejší	schön	milejší	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
schöner	hezčí	schön	šezčit	ADJ	ADJ;NOM;MASC;SG;POS
schöner	pěkný	schön	pěkný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
schöner	hezký	schön	hezký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
schöner	pěkné	schön	pěkný	ADJ	ADJ;NOM;NEUT;SG;POS
speichern	uložit	speichern	uložit	V;NFIN	V;PFV;POS;NFIN
sprachlich	jazykové	sprachlich	jazykový	ADJ	ADJ;NOM;NEUT;SG;POS
schuss	zastřelen	schassen	zastřelený	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
schuss	střelen	schassen	střelený	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
freundlich	laskavá	freundlich	laskavý	ADJ	ADJ;NOM;FEM;SG;POS
freundlich	laskavý	freundlich	laskavý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
freundlich	laskavé	freundlich	laskavý	ADJ	ADJ;NOM;NEUT;SG;POS
freundlich	přátelský	freundlich	přátelský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
freundlich	přátelská	freundlich	přátelský	ADJ	ADJ;NOM;FEM;SG;POS
freundlich	přátelské	freundlich	přátelský	ADJ	ADJ;NOM;NEUT;PL;POS
vorschlagen	navrhnout	vorschlagen	navrhnout	V;NFIN	V;PFV;POS;NFIN
vorschlagen	navrhnout	vorschlagen	navrhnout	V;NFIN	V;PFV;POS;NFIN
vorschlagen	naznačují	vorschlagen	naznačovat	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
portugiesisch	portugalské	portugiesisch	portugalský	ADJ	ADJ;NOM;NEUT;SG;POS
portugiesisch	portugalská	portugiesisch	portugalský	ADJ	ADJ;NOM;FEM;SG;POS
reduzieren	snižuje	reduzieren	snižovat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
reduzieren	omezit	reduzieren	omezit	V;NFIN	V;PFV;POS;NFIN
reduzieren	snížit	reduzieren	snížit	V;NFIN	V;PFV;POS;NFIN
filmmusik	soundtrack	filmmusik	soundtrack	N	N;INAN;NOM;MASC;SG;POS
filmmusik	skóre	filmmusik	skóre	N	N;NOM;NEUT;SG;POS
zuständige	příslušné	zuständig	příslušný	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
wände	hradby	wanden	hradba	N;NOM;PL	N;NOM;FEM;PL;POS
wände	stěny	wanden	stěna	N;NOM;PL	N;NOM;FEM;PL;POS
wände	zdi	wanden	zeď	N;NOM;PL	N;NOM;FEM;PL;POS
begleitung	sledování	begleitung	sledování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
begleitung	monitorování	begleitung	monitorování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
begleitung	doprovod	begleitung	doprovod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
abwehr	obrany	abwehr	obrana	N;SG	N;NOM;FEM;SG;POS
abwehr	obrana	abwehr	obrana	N;SG	N;NOM;FEM;SG;POS
abwehr	obhajoba	abwehr	obhajoba	N;SG	N;NOM;FEM;SG;POS
abwehr	obranu	abwehr	obrana	N;SG	N;ACC;FEM;SG;POS
abwehr	obrana	abwehr	obrana	N;SG	N;NOM;FEM;SG;POS
abwehr	obhajoba	abwehr	obhajoba	N;SG	N;NOM;FEM;SG;POS
abwehr	obrany	abwehr	obrana	N;SG	N;NOM;FEM;SG;POS
genres	žánry	gen	žánr	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
landstraße	dálnice	landstraße	dálnice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
stören	rušit	stören	rušit	V;NFIN	V;IPFV;POS;NFIN
stören	narušit	stören	narušit	V;NFIN	V;PFV;POS;NFIN
gastgeber	hostitelský	gastgeber	hostitelský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
wünschen	přeji	wünschen	přát	V;NFIN	V;IND;SG;1;POS;PRS;FIN;ACT
wünschen	přeje	wünschen	přát	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
wünschen	přejí	wünschen	přát	V;NFIN	V;IND;PL;3;POS;PRS;FIN;ACT
wünschen	přejeme	wünschen	přát	V;NFIN	V;IND;PL;1;POS;PRS;FIN;ACT
beigetragen	přispěli	beitragen	přispět	V;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
beigetragen	přispěl	beitragen	přispět	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
beigetragen	přispěla	beitragen	přispět	V;V.PTCP	V;POS;PST;V.PTCP;ACT
beigetragen	přispěly	beitragen	přispět	V;V.PTCP	V;INAN;PL;POS;PST;V.PTCP;ACT
beigetragen	přispělo	beitragen	přispět	V;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
fassen	uchopit	fassen	uchopit	V;NFIN	V;PFV;POS;NFIN
selbständig	nezávislá	selbständig	závislý	ADJ	ADJ;NOM;FEM;SG;NEG
selbständig	nezávislé	selbständig	závislý	ADJ	ADJ;NOM;NEUT;SG;NEG
selbständig	nezávislý	selbständig	závislý	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
selbständig	nezávislí	selbständig	závislý	ADJ	ADJ;ANIM;NOM;MASC;PL;NEG
meisterin	milenka	meisterin	milenka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
meisterin	paní	meisterin	paní	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
nase	nos	nase	nos	N;SG	N;INAN;NOM;MASC;SG;POS
fresken	fresky	fresken	freska	N;NOM;PL	N;NOM;FEM;PL;POS
spendete	daroval	spenden	darovat	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
betriebssystem	provozní	betriebssystem	provozní	ADJ	ADJ;NOM;MASC;SG;POS
sauer	naštvaná	sauer	naštvaný	ADJ	ADJ;NOM;FEM;SG;POS
sauer	rozzlobený	sauer	rozzlobený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
sauer	naštvaný	sauer	naštvaný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
sauer	kyselý	sauer	kyselý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
sauer	kyselé	sauer	kyselý	ADJ	ADJ;NOM;MASC;PL;POS
betreten	vstoupit	betreten	vstoupit	V;NFIN	V;PFV;POS;NFIN
betreten	zadejte	betreten	zadat	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
betreten	vstupte	betreten	vstupit	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
