και	et	και	et	CONJ	CONJ
σχέση	relation	σχέση	relation	N;ACC;FEM;SG	N;FEM;SG
περίπτωση	cas	περίπτωση	cas	N;ACC;FEM;SG	N;MASC;SG
περίπτωση	étui	περίπτωση	étui	N;ACC;FEM;SG	N;MASC;SG
περίπτωση	affaire	περίπτωση	affaire	N;ACC;FEM;SG	N;FEM;SG
νέο	nouveau	νέος	nouveau	ADJ;ACC;NEUT;SG	ADJ;MASC;SG
νέο	nouvelle	νέος	nouveau	ADJ;ACC;NEUT;SG	ADJ;FEM;SG
ήδη	déjà	ήδη	déjà	ADV	ADV
έτος	annee	έτος	annee	N;ACC;NEUT;SG	N;FEM;SG
έτος	an	έτος	an	N;ACC;NEUT;SG	N;MASC;SG
έτος	année	έτος	année	N;ACC;NEUT;SG	N;FEM;SG
σχεδόν	presque	σχεδόν	presque	ADV	ADV
σχεδόν	quasi	σχεδόν	quasi	ADV	ADV
σχεδόν	pratiquement	σχεδόν	pratiquement	ADV	ADV
σχεδόν	quasiment	σχεδόν	quasiment	ADV	ADV
σχεδόν	presque	σχεδόν	presque	ADV	ADV
ένωση	union	ένωση	union	N;NOM;FEM;SG	N;FEM;SG
ένωση	syndicat	ένωση	syndicat	N;NOM;FEM;SG	N;MASC;SG
ένωση	association	ένωση	association	N;NOM;FEM;SG	N;FEM;SG
περισσότερο	davantage	πολύ	davantage	ADV;CMPR	ADV
περισσότερο	plus	πολύ	plus	ADV;CMPR	ADV
βασιλιά	roi	βασιλιάς	roi	N;ACC;MASC;SG	N;MASC;SG
εκκλησία	église	εκκλησία	église	N;NOM;FEM;SG	N;FEM;SG
εκκλησία	eglise	εκκλησία	eglise	N;NOM;FEM;SG	N;FEM;SG
εκδόσεις	publications	έκδοση	publication	N;NOM;FEM;PL	N;FEM;PL
μουσείο	musée	μουσείο	musée	N;NOM;NEUT;SG	N;MASC;SG
συμμετοχή	implication	συμμετοχή	implication	N;NOM;FEM;SG	N;FEM;SG
συμμετοχή	participation	συμμετοχή	participation	N;NOM;FEM;SG	N;FEM;SG
δυο	deux	δύο	deux	NUM;NOM;PL	NUM
μεγαλύτερη	aîné	μεγάλος	aîné	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;SG
πέθανε	mourir	πεθαίνω	mourir	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
πέθανε	morte	πεθαίνω	mourir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
πέθανε	décédé	πεθαίνω	décéder	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
πέθανε	mort	πεθαίνω	mourir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κόσμο	monde	κόσμος	monde	N;ACC;MASC;SG	N;MASC;SG
άτομα	personnes	άτομο	personne	N;NOM;NEUT;PL	N;FEM;PL
άτομα	particuliers	άτομο	particulier	N;NOM;NEUT;PL	N;MASC;PL
άτομα	individus	άτομο	individu	N;NOM;NEUT;PL	N;MASC;PL
άτομα	gens	άτομο	gens	N;NOM;NEUT;PL	N;MASC;PL
άτομα	personnes	άτομο	personne	N;NOM;NEUT;PL	N;FEM;PL
είδος	type	είδος	type	N;NOM;NEUT;SG	N;MASC;SG
είδος	espèce	είδος	espèce	N;NOM;NEUT;SG	N;FEM;SG
αρκετά	suffisamment	αρκετά	suffisamment	ADV	ADV
αρκετά	assez	αρκετά	assez	ADV	ADV
μεγαλύτερο	aîné	μεγάλος	aîné	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;SG
χώρο	espace	χώρος	espace	N;ACC;MASC;SG	N;MASC;SG
σχολή	ecole	σχολή	ecole	N;NOM;FEM;SG	N;FEM;SG
σχολή	école	σχολή	école	N;NOM;FEM;SG	N;FEM;SG
εναντίον	contre	εναντίον	contre	ADP	ADP
τρία	trois	τρεις	trois	NUM;NOM;NEUT;PL	NUM
χαρακτηριστικά	fonctions	χαρακτηριστικός	fonction	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	fonctionnalités	χαρακτηριστικός	fonctionnalité	N;NOM;NEUT;PL	N;FEM;PL
χαρακτηριστικά	attributs	χαρακτηριστικός	attribut	N;NOM;NEUT;PL	N;MASC;PL
όρος	terme	όρος	terme	N;NOM;MASC;SG	N;MASC;SG
όρος	mont	όρος	mont	N;NOM;MASC;SG	N;MASC;SG
όρος	monture	όρος	monture	N;NOM;MASC;SG	N;FEM;SG
όρος	état	όρος	état	N;NOM;MASC;SG	N;MASC;SG
όρος	condition	όρος	condition	N;NOM;MASC;SG	N;FEM;SG
ιδρύθηκε	fondé	ιδρύω	fonder	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
ιδρύθηκε	fondée	ιδρύω	fonder	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
βασιλιάς	roi	βασιλιάς	roi	N;NOM;MASC;SG	N;MASC;SG
παιδιά	garçons	παιδί	garçon	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	enfants	παιδί	enfant	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	mecs	παιδί	mecs	N;NOM;NEUT;PL	N;MASC;PL
παιδιά	enfants	παιδί	enfant	N;NOM;NEUT;PL	N;MASC;PL
βραβείο	récompense	βραβείο	récompense	N;NOM;NEUT;SG	N;FEM;SG
άρχισε	commencé	αρχίζω	commencer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
άρχισε	démarré	αρχίζω	démarrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
άρχισε	commencée	αρχίζω	commencer	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
φαίνεται	semble	φαίνομαι	sembler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
αρχαία	ancien	αρχαίος	ancien	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αρχαία	ancienne	αρχαίος	ancien	ADJ;NOM;FEM;SG	ADJ;FEM;SG
μήκος	longueur	μήκος	longueur	N;ACC;NEUT;SG	N;FEM;SG
κυκλοφόρησε	publié	κυκλοφορώ	publier	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κυκλοφόρησε	relâché	κυκλοφορώ	relâcher	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κυκλοφόρησε	libéré	κυκλοφορώ	libérer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
τι	quoi	τι	quoi	PRO;NOM;NEUT;SG;3	PRO
συμμετείχε	participé	συμμετέχω	participer	V;IPFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
χρονιά	annee	χρονιά	annee	N;ACC;FEM;SG	N;FEM;SG
χρονιά	an	χρονιά	an	N;ACC;FEM;SG	N;MASC;SG
χρονιά	année	χρονιά	année	N;ACC;FEM;SG	N;FEM;SG
παραγωγή	production	παραγωγή	production	N;NOM;FEM;SG	N;FEM;SG
ηθοποιός	actrice	ηθοποιός	acteur	N;NOM;MASC;SG	N;FEM;SG
ηθοποιός	comédien	ηθοποιός	comédien	N;NOM;MASC;SG	N;MASC;SG
ηθοποιός	acteur	ηθοποιός	acteur	N;NOM;MASC;SG	N;MASC;SG
ούτε	ni	ούτε	ni	CONJ	CONJ
δυνάμεις	pouvoirs	δύναμη	pouvoir	N;NOM;FEM;PL	N;MASC;PL
δυνάμεις	atouts	δύναμη	atout	N;NOM;FEM;PL	N;MASC;PL
δυνάμεις	forces	δύναμη	force	N;NOM;FEM;PL	N;FEM;PL
δυνάμεις	forces	δύναμη	force	N;NOM;FEM;PL	N;FEM;PL
ελληνικό	grecque	ελληνικός	grec	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ελληνικό	grec	ελληνικός	grec	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
δεκαετία	décennie	δεκαετία	décennie	N;ACC;FEM;SG	N;FEM;SG
παγκόσμιο	global	παγκόσμιος	global	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
παγκόσμιο	mondiale	παγκόσμιος	mondial	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
παγκόσμιο	mondial	παγκόσμιος	mondial	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
βιβλίο	livre	βιβλίο	livre	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	intervalle	διάστημα	intervalle	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	entracte	διάστημα	entract	N;NOM;NEUT;SG	N;MASC;SG
διάστημα	espace	διάστημα	espace	N;NOM;NEUT;SG	N;MASC;SG
οικογένεια	famille	οικογένεια	famille	N;NOM;FEM;SG	N;FEM;SG
μέτρα	mesures	μέτρο	mesure	N;NOM;NEUT;PL	N;FEM;PL
σημαίνει	signifie	σημαίνω	signifier	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πέντε	cinq	πέντε	cinq	NUM;NOM;MASC;PL	NUM
υπουργός	ministre	υπουργός	ministre	N;NOM;MASC;SG	N;MASC;SG
σεζόν	saison	σεζόν	saison	N;ACC;FEM;SG	N;FEM;SG
πρότυπο	modele	πρότυπο	modele	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	modèle	πρότυπο	modèle	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	mannequin	πρότυπο	mannequin	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	maquette	πρότυπο	maquette	N;NOM;NEUT;SG	N;FEM;SG
πρότυπο	gabarit	πρότυπο	gabarit	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	modèle	πρότυπο	modèle	N;NOM;NEUT;SG	N;MASC;SG
πρότυπο	norme	πρότυπο	norme	N;NOM;NEUT;SG	N;FEM;SG
πρότυπο	standard	πρότυπο	standard	N;NOM;NEUT;SG	N;MASC;SG
αριθμός	nombre	αριθμός	nombre	N;NOM;MASC;SG	N;MASC;SG
αριθμός	numéro	αριθμός	numéro	N;NOM;MASC;SG	N;MASC;SG
θάνατο	décès	θάνατος	décès	N;ACC;MASC;SG	N;MASC;SG
εταιρεία	compagnie	εταιρεία	compagnie	N;NOM;FEM;SG	N;FEM;SG
εταιρεία	société	εταιρεία	société	N;NOM;FEM;SG	N;FEM;SG
σώμα	organisme	σώμα	organisme	N;NOM;NEUT;SG	N;MASC;SG
σώμα	carrosserie	σώμα	carrosserie	N;NOM;NEUT;SG	N;FEM;SG
σώμα	organe	σώμα	organe	N;NOM;NEUT;SG	N;MASC;SG
σώμα	corps	σώμα	corps	N;NOM;NEUT;SG	N;MASC;SG
σώμα	corps	σώμα	corps	N;NOM;NEUT;SG	N;MASC;SG
πρωτεύουσα	majuscule	πρωτεύουσα	majuscule	N;NOM;FEM;SG	N;FEM;SG
πρωτεύουσα	capitale	πρωτεύουσα	capitale	N;NOM;FEM;SG	N;FEM;SG
πρωτεύουσα	capital	πρωτεύουσα	capital	N;NOM;FEM;SG	N;MASC;SG
παράλληλα	parallèlement	παράλληλα	parallèlement	ADV	ADV
σύνολο	total	σύνολο	total	N;NOM;NEUT;SG	N;MASC;SG
κατάσταση	état	κατάσταση	état	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	statut	κατάσταση	statut	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	situation	κατάσταση	situation	N;ACC;FEM;SG	N;FEM;SG
κατάσταση	état	κατάσταση	état	N;ACC;FEM;SG	N;MASC;SG
κατάσταση	condition	κατάσταση	condition	N;ACC;FEM;SG	N;FEM;SG
νησί	île	νησί	île	N;NOM;NEUT;SG	N;FEM;SG
επίπεδο	niveau	επίπεδο	niveau	N;NOM;NEUT;SG	N;MASC;SG
επιτυχία	succes	επιτυχία	succe	N;NOM;FEM;SG	N;MASC;SG
επιτυχία	succès	επιτυχία	succès	N;NOM;FEM;SG	N;MASC;SG
επιτυχία	réussite	επιτυχία	réussite	N;NOM;FEM;SG	N;FEM;SG
άλλους	autres	άλλος	autre	PRO;NOM;MASC;PL;3	PRO;PL
δημιουργία	création	δημιουργία	création	N;ACC;FEM;SG	N;FEM;SG
αρχή	début	αρχή	début	N;NOM;FEM;SG	N;MASC;SG
αρχή	commencement	αρχή	commencement	N;NOM;FEM;SG	N;MASC;SG
αρχή	début	αρχή	début	N;NOM;FEM;SG	N;MASC;SG
αρχή	principe	αρχή	principe	N;NOM;FEM;SG	N;MASC;SG
αρχή	autorité	αρχή	autorité	N;NOM;FEM;SG	N;FEM;SG
άδεια	licence	άδεια	licence	N;NOM;FEM;SG	N;FEM;SG
άδεια	autorisation	άδεια	autorisation	N;NOM;FEM;SG	N;FEM;SG
άδεια	permission	άδεια	permission	N;NOM;FEM;SG	N;FEM;SG
άδεια	licence	άδεια	licence	N;NOM;FEM;SG	N;FEM;SG
ανάπτυξη	developpement	ανάπτυξη	developpement	N;ACC;FEM;SG	N;MASC;SG
ανάπτυξη	développement	ανάπτυξη	développement	N;ACC;FEM;SG	N;MASC;SG
ανάπτυξη	croissance	ανάπτυξη	croissance	N;ACC;FEM;SG	N;FEM;SG
φάση	phase	φάση	phase	N;ACC;FEM;SG	N;FEM;SG
συγγραφέας	rédacteur	συγγραφέα	rédacteur	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	auteur	συγγραφέα	auteur	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	écrivain	συγγραφέα	écrivain	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	scénariste	συγγραφέα	scénariste	N;NOM;MASC;SG	N;MASC;SG
συγγραφέας	auteure	συγγραφέα	auteure	N;NOM;MASC;SG	N;FEM;SG
συγγραφέας	auteur	συγγραφέα	auteur	N;NOM;MASC;SG	N;MASC;SG
άγιος	sainte	άγιος	saint	ADJ;NOM;MASC;SG	ADJ;FEM;SG
τραγούδι	chant	τραγούδι	chant	N;NOM;NEUT;SG	N;MASC;SG
τραγούδι	chant	τραγούδι	chant	N;NOM;NEUT;SG	N;MASC;SG
τραγούδι	chanson	τραγούδι	chanson	N;NOM;NEUT;SG	N;FEM;SG
κόρη	fille	κόρη	fille	N;NOM;FEM;SG	N;FEM;SG
πάλι	encore	πάλι	encore	ADV	ADV
επαρχία	province	επαρχία	province	N;NOM;FEM;SG	N;FEM;SG
άλλοι	autres	άλλος	autre	PRO;NOM;MASC;PL;3	PRO;PL
κέρδισε	gagner	κερδίζω	gagner	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
κέρδισε	gagné	κερδίζω	gagner	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κέρδισε	gagnée	κερδίζω	gagner	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
βασίλειο	royaume	βασίλειο	royaume	N;NOM;NEUT;SG	N;MASC;SG
σκοπό	objet	σκοπός	objet	N;ACC;MASC;SG	N;MASC;SG
σκοπό	finalité	σκοπός	finalité	N;ACC;MASC;SG	N;FEM;SG
σκοπό	but	σκοπός	but	N;ACC;MASC;SG	N;MASC;SG
σκοπό	objectif	σκοπός	objectif	N;ACC;MASC;SG	N;MASC;SG
συνολικά	globalement	συνολικά	globalement	ADV	ADV
πληροφορίες	infos	πληροφορία	info	N;NOM;FEM;PL	N;FEM;PL
πληροφορίες	informations	πληροφορία	information	N;NOM;FEM;PL	N;FEM;PL
πληροφορίες	infos	πληροφορία	info	N;NOM;FEM;PL	N;FEM;PL
πληροφορίες	renseignements	πληροφορία	renseignement	N;NOM;FEM;PL	N;MASC;PL
εθνικό	national	εθνικός	national	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
εθνικό	nationale	εθνικός	national	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
καριέρα	carrière	καριέρα	carrière	N;ACC;FEM;SG	N;FEM;SG
ποτέ	jamais	ποτέ	jamais	ADV	ADV
ποτέ	jamais	ποτέ	jamais	ADV	ADV
τέλη	honoraires	τέλος	honoraire	N;ACC;NEUT;PL	N;MASC;PL
τέλη	honoraires	τέλος	honoraire	N;ACC;NEUT;PL	N;MASC;PL
πλευρά	côté	πλευρά	côté	N;ACC;FEM;SG	N;MASC;SG
πλευρά	latéral	πλευρά	latéral	N;ACC;FEM;SG	N;MASC;SG
διάφορες	divers	διάφορος	divers	ADJ;NOM;FEM;PL	ADJ;MASC;PL
διάφορες	diverses	διάφορος	divers	ADJ;NOM;FEM;PL	ADJ;FEM;PL
ανήκει	appartient	ανήκω	appartenir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πρόγραμμα	programme	πρόγραμμα	programme	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	calendrier	πρόγραμμα	calendrier	N;NOM;NEUT;SG	N;MASC;SG
πρόγραμμα	programme	πρόγραμμα	programme	N;NOM;NEUT;SG	N;MASC;SG
χιλιόμετρα	milles	χιλιόμετρο	mille	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	kilomètres	χιλιόμετρο	kilomètre	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	miles	χιλιόμετρο	mile	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	kilomètres	χιλιόμετρο	kilomètre	N;NOM;NEUT;PL	N;MASC;PL
χιλιόμετρα	kilomètres	χιλιόμετρο	kilomètre	N;NOM;NEUT;PL	N;MASC;PL
κάτοικοι	habitants	κάτοικος	habitant	N;NOM;MASC;PL	N;MASC;PL
κάτοικοι	habitants	κάτοικος	habitant	N;NOM;MASC;PL	N;MASC;PL
κάτοικοι	résidents	κάτοικος	résident	N;NOM;MASC;PL	N;MASC;PL
άρθρα	articles	άρθρο	article	N;NOM;NEUT;PL	N;MASC;PL
τύπου	presse	τύπος	presse	N;GEN;MASC;SG	N;FEM;SG
τύπου	type	τύπος	type	N;GEN;MASC;SG	N;MASC;SG
δημοκρατία	république	δημοκρατία	république	N;NOM;FEM;SG	N;FEM;SG
δημοκρατία	démocratie	δημοκρατία	démocratie	N;NOM;FEM;SG	N;FEM;SG
πόλεμος	guerre	πόλεμος	guerre	N;NOM;MASC;SG	N;FEM;SG
πόλεμος	war	πόλεμος	war	N;NOM;MASC;SG	N;SG
εφημερίδα	journal	εφημερίδα	journal	N;NOM;FEM;SG	N;MASC;SG
μικρό	petit	μικρός	petit	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μικρό	petite	μικρός	petit	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
μικρό	petit	μικρός	petit	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μικρό	petite	μικρός	petit	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τόπος	place	τόπος	place	N;NOM;MASC;SG	N;FEM;SG
τόπος	endroit	τόπος	endroit	N;NOM;MASC;SG	N;MASC;SG
τόπος	lieu	τόπος	lieu	N;NOM;MASC;SG	N;MASC;SG
τόπος	localisation	τόπος	localisation	N;NOM;MASC;SG	N;FEM;SG
τόπος	emplacement	τόπος	emplacement	N;NOM;MASC;SG	N;MASC;SG
τόπος	localité	τόπος	localité	N;NOM;MASC;SG	N;FEM;SG
τόπος	lieu	τόπος	lieu	N;NOM;MASC;SG	N;MASC;SG
συγκεκριμένα	spécifiquement	συγκεκριμένα	spécifiquement	ADV	ADV
συγκεκριμένα	précisément	συγκεκριμένα	précisément	ADV	ADV
συγκεκριμένα	spécialement	συγκεκριμένα	spécialement	ADV	ADV
είδη	espèces	είδος	espèce	N;NOM;NEUT;PL	N;FEM;PL
πηγή	source	πηγή	source	N;NOM;FEM;SG	N;FEM;SG
πρωταθλήματα	championnats	πρωτάθλημα	championnat	N;NOM;NEUT;PL	N;MASC;PL
πατέρας	pére	πατέρα	pére	N;NOM;MASC;SG	N;MASC;SG
πατέρας	pere	πατέρα	pere	N;NOM;MASC;SG	N;MASC;SG
πατέρας	père	πατέρα	père	N;NOM;MASC;SG	N;MASC;SG
κατηγορίες	charges	κατηγορία	charge	N;NOM;FEM;PL	N;FEM;PL
κατηγορίες	catégories	κατηγορία	catégorie	N;NOM;FEM;PL	N;FEM;PL
αναφέρει	mentionne	αναφέρω	mentionner	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ποδόσφαιρο	football	ποδόσφαιρος	football	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	foot	ποδόσφαιρος	foot	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	soccer	ποδόσφαιρος	soccer	N;NOM;NEUT;SG	N;MASC;SG
ποδόσφαιρο	football	ποδόσφαιρος	football	N;NOM;NEUT;SG	N;MASC;SG
θέσεις	positions	θέση	position	N;NOM;FEM;PL	N;FEM;PL
θέσεις	postes	θέση	poste	N;NOM;FEM;PL	N;MASC;PL
θέσεις	poteaux	θέση	poteau	N;NOM;FEM;PL	N;MASC;PL
θέσεις	publications	θέση	publication	N;NOM;FEM;PL	N;FEM;PL
θέσεις	sièges	θέση	siège	N;NOM;FEM;PL	N;MASC;PL
έκταση	région	έκταση	région	N;ACC;FEM;SG	N;FEM;SG
έκταση	zone	έκταση	zone	N;ACC;FEM;SG	N;FEM;SG
έκταση	domaine	έκταση	domaine	N;ACC;FEM;SG	N;MASC;SG
γενικά	globalement	γενικά	globalement	ADV	ADV
γενικά	généralement	γενικά	généralement	ADV	ADV
σημαντικό	importante	σημαντικός	important	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
σημαντικό	important	σημαντικός	important	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
νίκη	victoire	νίκη	victoire	N;ACC;FEM;SG	N;FEM;SG
νίκη	victoire	νίκη	victoire	N;ACC;FEM;SG	N;FEM;SG
μικρή	petit	μικρός	petit	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μικρή	petite	μικρός	petit	ADJ;NOM;FEM;SG	ADJ;FEM;SG
μικρή	petit	μικρός	petit	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μικρή	petite	μικρός	petit	ADJ;NOM;FEM;SG	ADJ;FEM;SG
έτη	années	έτος	année	N;NOM;NEUT;PL	N;FEM;PL
έτη	ans	έτος	an	N;NOM;NEUT;PL	N;MASC;PL
πατέρα	pére	πατέρα	pére	N;ACC;MASC;SG	N;MASC;SG
πατέρα	pere	πατέρα	pere	N;ACC;MASC;SG	N;MASC;SG
πατέρα	père	πατέρα	père	N;ACC;MASC;SG	N;MASC;SG
αμερικανός	américaine	Αμερικανός	américain	ADJ;NOM;MASC;SG	ADJ;FEM;SG
αμερικανός	américain	Αμερικανός	américain	ADJ;NOM;MASC;SG	ADJ;MASC;SG
τελικό	définitif	τελικός	définitif	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τελικό	final	τελικός	final	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τελικό	définitive	τελικός	définitif	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
πάντα	toujours	πάντα	toujours	ADV	ADV
συγκρότημα	groupe	συγκρότημα	groupe	N;NOM;NEUT;SG	N;MASC;SG
συγκρότημα	orchestre	συγκρότημα	orchestre	N;NOM;NEUT;SG	N;MASC;SG
συγκρότημα	bande	συγκρότημα	bande	N;NOM;NEUT;SG	N;FEM;SG
παραγωγής	production	παραγωγή	production	N;GEN;FEM;SG	N;FEM;SG
επόμενη	prochain	επόμενος	prochain	ADJ;ACC;FEM;SG	ADJ;MASC;SG
επόμενη	suivante	επόμενος	suivant	ADJ;ACC;FEM;SG	ADJ;FEM;SG
επόμενη	prochaine	επόμενος	prochain	ADJ;ACC;FEM;SG	ADJ;FEM;SG
στιγμή	moment	στιγμή	moment	N;ACC;FEM;SG	N;MASC;SG
στιγμή	instant	στιγμή	instant	N;ACC;FEM;SG	N;MASC;SG
αποτελείται	consiste	αποτελώ	consister	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
θεωρία	théorie	θεωρία	théorie	N;NOM;FEM;SG	N;FEM;SG
ύψος	altitude	ύψος	altitude	N;NOM;NEUT;SG	N;FEM;SG
ύψος	taille	ύψος	taille	N;NOM;NEUT;SG	N;FEM;SG
ύψος	hauteur	ύψος	hauteur	N;NOM;NEUT;SG	N;FEM;SG
πολλοί	nombreux	πολύς	nombreux	ADJ;NOM;MASC;PL	ADJ;MASC;PL
πολλοί	nombreuses	πολύς	nombreux	ADJ;NOM;MASC;PL	ADJ;FEM;PL
τώρα	désormais	τώρα	désormais	ADV	ADV
τώρα	maintenant	τώρα	maintenant	ADV	ADV
προπονητής	coach	προπονητής	coach	N;NOM;MASC;SG	N;MASC;SG
προπονητής	entraineur	προπονητής	entraîneur	N;NOM;MASC;SG	N;MASC;SG
προπονητής	entraîneur	προπονητής	entraîneur	N;NOM;MASC;SG	N;MASC;SG
θέατρο	théatre	θέατρο	théatre	N;NOM;NEUT;SG	N;MASC;SG
θέατρο	théâtre	θέατρο	théâtre	N;NOM;NEUT;SG	N;MASC;SG
θέατρο	théatre	θέατρο	théatre	N;NOM;NEUT;SG	N;MASC;SG
θέατρο	théâtre	θέατρο	théâtre	N;NOM;NEUT;SG	N;MASC;SG
σημαντική	importante	σημαντικός	important	ADJ;NOM;FEM;SG	ADJ;FEM;SG
σημαντική	important	σημαντικός	important	ADJ;NOM;FEM;SG	ADJ;MASC;SG
σημαντική	significative	σημαντικός	significatif	ADJ;NOM;FEM;SG	ADJ;FEM;SG
σημαντική	significatif	σημαντικός	significatif	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ημέρα	journée	ημέρα	journée	N;NOM;FEM;SG	N;FEM;SG
ημέρα	jour	ημέρα	jour	N;NOM;FEM;SG	N;MASC;SG
ημέρα	journee	ημέρα	journee	N;NOM;FEM;SG	N;FEM;SG
επέστρεψε	retourné	επιστρέφω	retourner	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
επέστρεψε	retournée	επιστρέφω	retourner	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
παρέμεινε	resta	παραμένω	rester	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
παρέμεινε	resté	παραμένω	rester	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κατέκτησε	vaincu	κατακτώ	vaincre	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κατέκτησε	conquis	κατακτώ	conquérir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κατέκτησε	conquise	κατακτώ	conquérir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
θέματα	sujets	θέμα	sujet	N;NOM;NEUT;PL	N;MASC;PL
θέματα	thèmes	θέμα	thème	N;NOM;NEUT;PL	N;MASC;PL
θέματα	thèmes	θέμα	thème	N;NOM;NEUT;PL	N;MASC;PL
θέματα	problèmes	θέμα	problème	N;NOM;NEUT;PL	N;MASC;PL
στάδιο	stade	στάδιο	stade	N;NOM;NEUT;SG	N;MASC;SG
στάδιο	étape	στάδιο	étape	N;NOM;NEUT;SG	N;FEM;SG
στάδιο	stade	στάδιο	stade	N;NOM;NEUT;SG	N;MASC;SG
στάδιο	scène	στάδιο	scène	N;NOM;NEUT;SG	N;FEM;SG
χωριά	bourgs	χωριό	bourg	N;NOM;NEUT;PL	N;MASC;PL
χωριά	villages	χωριό	village	N;NOM;NEUT;PL	N;MASC;PL
επίθεση	attaque	επίθεση	attaque	N;ACC;FEM;SG	N;FEM;SG
επίθεση	attentat	επίθεση	attentat	N;ACC;FEM;SG	N;MASC;SG
