contraste	contraste	contraste	contraste	N;MASC;SG	N;MASC;SG
passe	pasar	passar	pasar	V;SBJV;SG;3;PRS;FIN	V;NFIN
petersburgo	petersburgo	petersburgo	petersburgo	N;MASC;SG	N;MASC;SG
remo	remus	remo	remus	N;MASC;SG	N;MASC;SG
remo	paleta	remo	paleta	N;MASC;SG	N;FEM;SG
juízes	jueces	juíz	juez	N;MASC;PL	N;PL
juízes	magistrados	juíz	magistrado	N;MASC;PL	N;MASC;PL
iowa	iowa	iowa	iowa	N;MASC;SG	N;MASC;SG
silver	plata	silver	plata	N;MASC;SG	N;FEM;SG
moça	chica	moça	chica	N;FEM;SG	N;FEM;SG
moça	niña	moça	niña	N;FEM;SG	N;FEM;SG
moça	muchacha	moça	muchacha	N;FEM;SG	N;FEM;SG
moça	señora	moça	señora	N;FEM;SG	N;FEM;SG
moça	dama	moça	dama	N;FEM;SG	N;FEM;SG
moça	senora	moça	senoro	N;FEM;SG	N;FEM;SG
heaven	cielo	heaven	cielo	N;MASC;SG	N;MASC;SG
heaven	heaven	heaven	heaven	N;MASC;SG	N;SG
corretamente	apropiadamente	corretamente	apropiadamente	ADV	ADV
corretamente	adecuadamente	corretamente	adecuadamente	ADV	ADV
corretamente	correctamente	corretamente	correctamente	ADV	ADV
corretamente	correctamente	corretamente	correctamente	ADV	ADV
ralph	rodolfo	ralph	rodolfo	N;MASC;SG	N;MASC;SG
entende	comprende	entender	comprender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entende	entiende	entender	entender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entende	comprender	entender	comprender	V;IND;SG;3;PRS;FIN	V;NFIN
entende	entiende	entender	entender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entende	entender	entender	entender	V;IND;SG;3;PRS;FIN	V;NFIN
responde	contestar	responder	contestar	V;IND;SG;3;PRS;FIN	V;NFIN
responde	contesta	responder	contestar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
responde	responder	responder	responder	V;IND;SG;3;PRS;FIN	V;NFIN
responde	contestar	responder	contestar	V;IND;SG;3;PRS;FIN	V;NFIN
responde	responder	responder	responder	V;IND;SG;3;PRS;FIN	V;NFIN
responde	responde	responder	responder	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
responde	responder	responder	responder	V;IND;SG;3;PRS;FIN	V;NFIN
penas	plumas	pena	pluma	N;FEM;PL	N;FEM;PL
gardens	jardines	gardem	jardín	N;MASC;PL	N;MASC;PL
segura	seguro	seguro	seguro	ADJ;FEM;SG	ADJ;MASC;SG
segura	segura	seguro	seguro	ADJ;FEM;SG	ADJ;FEM;SG
segura	seguro	seguro	seguro	ADJ;FEM;SG	ADJ;MASC;SG
segura	asegurado	seguro	asegurado	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
segura	segura	seguro	seguro	ADJ;FEM;SG	ADJ;FEM;SG
faro	faro	faro	faro	N;MASC;SG	N;MASC;SG
jesuítas	jesuitas	jesuíta	jesuita	N;MASC;PL	N;PL
jesuítas	jesuitas	jesuíta	jesuita	N;MASC;PL	N;PL
chipre	chipre	chipre	chipre	N;MASC;SG	N;FEM;SG
falcão	halcón	falcão	halcón	N;MASC;SG	N;MASC;SG
falcão	falco	falcão	falco	N;MASC;SG	N;SG
falcão	falcon	falcão	falcon	N;MASC;SG	N;MASC;SG
falcão	halcón	falcão	halcón	N;MASC;SG	N;MASC;SG
falcão	hawk	falcão	hawk	N;MASC;SG	N;SG
falcão	falcão	falcão	falcão	N;MASC;SG	N;MASC;SG
capturar	capturan	capturar	capturar	V;NFIN	V;IND;PL;3;PRS;FIN
capturar	capturar	capturar	capturar	V;NFIN	V;NFIN
capturar	capturando	capturar	capturar	V;NFIN	V;V.MSDR
capturar	capturar	capturar	capturar	V;NFIN	V;NFIN
saudita	saudi	saudita	saudi	N;FEM;SG	N;SG
marítimo	marítimo	marítimo	marítimo	N;MASC;SG	N;MASC;SG
pen	bolígrafo	pen	bolígrafo	N;MASC;SG	N;MASC;SG
pen	boli	pen	boli	N;MASC;SG	N;MASC;SG
pen	pen	pen	pen	N;MASC;SG	N;MASC;SG
pen	pluma	pen	pluma	N;MASC;SG	N;FEM;SG
inseto	insecto	inseto	insecto	N;MASC;SG	N;MASC;SG
inseto	bicho	inseto	bicho	N;MASC;SG	N;MASC;SG
inseto	insecto	inseto	insecto	N;MASC;SG	N;MASC;SG
inseto	bug	inseto	bug	N;MASC;SG	N;MASC;SG
expectativa	expectativa	expectativa	expectativa	N;FEM;SG	N;FEM;SG
expectativa	expectación	expectativa	expectación	N;FEM;SG	N;FEM;SG
expectativa	expectativa	expectativa	expectativa	N;FEM;SG	N;FEM;SG
sultão	sultan	sultão	sultar	N;MASC;SG	N;SG
sultão	sultán	sultão	sultán	N;MASC;SG	N;MASC;SG
gerenciamento	gestión	gerenciamento	gestión	N;MASC;SG	N;FEM;SG
gerenciamento	gerencia	gerenciamento	gerencia	N;MASC;SG	N;FEM;SG
gerenciamento	gestión	gerenciamento	gestión	N;MASC;SG	N;FEM;SG
gerenciamento	dirección	gerenciamento	dirección	N;MASC;SG	N;FEM;SG
gerenciamento	administración	gerenciamento	administración	N;MASC;SG	N;FEM;SG
estrangeiras	extranjeros	estrangeiro	extranjero	N;FEM;PL	N;MASC;PL
estrangeiras	foreign	estrangeiro	foreign	N;FEM;PL	N
financiamento	financiación	financiamento	financiación	N;MASC;SG	N;FEM;SG
financiamento	financiamiento	financiamento	financiamiento	N;MASC;SG	N;MASC;SG
financiamento	financiación	financiamento	financiación	N;MASC;SG	N;FEM;SG
financiamento	financiamiento	financiamento	financiamiento	N;MASC;SG	N;MASC;SG
protesto	protesto	protesto	protesto	N;MASC;SG	N;MASC;SG
protesto	objeción	protesto	objeción	N;MASC;SG	N;FEM;SG
protesto	protesta	protesto	protesta	N;MASC;SG	N;FEM;SG
pecado	pecado	pecado	pecado	N;MASC;SG	N;MASC;SG
fugiu	escapó	fugir	escapar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fugiu	huyó	fugir	huir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
drive	drive	drive	drive	N;MASC;SG	N
burocratas	burócratas	burocrata	burócrata	N;MASC;PL	N;PL
pensando	pensando	pensar	pensar	V;V.MSDR	V;V.MSDR
pensando	pensar	pensar	pensar	V;V.MSDR	V;NFIN
wellington	wellington	wellington	wellington	N;MASC;SG	N;MASC;SG
pilar	pilar	pilar	pilar	N;MASC;SG	N;SG
pilar	pilar	pilar	pilar	N;MASC;SG	N;SG
geográfico	geográfico	geográfico	geográfico	ADJ;MASC;SG	ADJ;MASC;SG
geográfico	geográfica	geográfico	geográfico	ADJ;MASC;SG	ADJ;FEM;SG
geográfico	geográfico	geográfico	geográfico	ADJ;MASC;SG	ADJ;MASC;SG
geográfico	geográfica	geográfico	geográfico	ADJ;MASC;SG	ADJ;FEM;SG
pato	patito	pato	patito	N;MASC;SG	N;MASC;SG
pato	pato	pato	pato	N;MASC;SG	N;MASC;SG
pato	duck	pato	duck	N;MASC;SG	N;SG
participante	participante	participante	participante	N;MASC;SG	N;SG
concreto	hormigón	concreto	hormigón	N;MASC;SG	N;MASC;SG
concreto	cemento	concreto	cemento	N;MASC;SG	N;MASC;SG
ama	ama	amar	amar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ama	ama	amar	amar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fiável	fiable	fiável	fiable	ADJ;MASC;SG	ADJ;SG
fiável	confiable	fiável	confiable	ADJ;MASC;SG	ADJ;SG
prefixo	prefijo	prefixo	prefegir	N;MASC;SG	N;MASC;SG
institucional	institucional	institucional	institucional	ADJ;MASC;SG	ADJ;SG
square	cuadrado	square	cuadrado	N;MASC;SG	N;MASC;SG
square	square	square	square	N;MASC;SG	N;MASC;SG
square	plaza	square	plaza	N;MASC;SG	N;FEM;SG
lendas	leyendas	lenda	leyenda	N;FEM;PL	N;FEM;PL
emmy	emmy	emmy	emmy	N;MASC;SG	N;MASC;SG
prato	platillo	prato	platillo	N;MASC;SG	N;MASC;SG
prato	plato	prato	plato	N;MASC;SG	N;MASC;SG
prato	placa	prato	placa	N;MASC;SG	N;FEM;SG
prato	plato	prato	plato	N;MASC;SG	N;MASC;SG
mixagem	mix	mixagem	mix	N;FEM;SG	N
mixagem	mezcla	mixagem	mezcla	N;FEM;SG	N;FEM;SG
mixagem	mezcla	mixagem	mezcla	N;FEM;SG	N;FEM;SG
difusão	difusión	difusão	difusión	N;FEM;SG	N;FEM;SG
difusão	transmisión	difusão	transmisión	N;FEM;SG	N;FEM;SG
difusão	radiodifusión	difusão	radiodifusión	N;FEM;SG	N;FEM;SG
difusão	emisión	difusão	emisión	N;FEM;SG	N;FEM;SG
difusão	transmision	difusão	transmision	N;FEM;SG	N;FEM;SG
difusão	difusión	difusão	difusión	N;FEM;SG	N;FEM;SG
difusão	difusión	difusão	difusión	N;FEM;SG	N;FEM;SG
difusão	divulgación	difusão	divulgación	N;FEM;SG	N;FEM;SG
difusão	diseminación	difusão	diseminación	N;FEM;SG	N;FEM;SG
psd	psd	psd	psd	N;MASC;SG	N;MASC;SG
tributo	tributo	tributo	tributo	N;MASC;SG	N;MASC;SG
tributo	homenaje	tributo	homenaje	N;MASC;SG	N;MASC;SG
uruguaio	uruguayo	uruguaio	uruguayo	N;MASC;SG	N;MASC;SG
muro	muralla	muro	muralla	N;MASC;SG	N;FEM;SG
muro	pared	muro	pared	N;MASC;SG	N;FEM;SG
muro	muro	muro	muro	N;MASC;SG	N;MASC;SG
medicamentos	medicamentos	medicamento	medicamento	N;MASC;PL	N;MASC;PL
medicamentos	medicinas	medicamento	medicina	N;MASC;PL	N;FEM;PL
fraco	débil	fraco	débil	ADJ;MASC;SG	ADJ;SG
dezesseis	dieciséis	dezessel	dieciséis	NUM	NUM;PL
demonstração	demo	demonstração	demo	N;FEM;SG	N;FEM;SG
demonstração	demostración	demonstração	demostración	N;FEM;SG	N;FEM;SG
demonstração	demostración	demonstração	demostración	N;FEM;SG	N;FEM;SG
demonstração	manifestación	demonstração	manifestación	N;FEM;SG	N;FEM;SG
faculdades	colegios	faculdade	colegio	N;FEM;PL	N;MASC;PL
faculdades	universidades	faculdade	universidad	N;FEM;PL	N;FEM;PL
faculdades	facultades	faculdade	facultad	N;FEM;PL	N;FEM;PL
bull	toro	bull	toro	N;MASC;SG	N;MASC;SG
bull	bull	bull	bull	N;MASC;SG	N;SG
salário	salario	salário	salario	N;MASC;SG	N;MASC;SG
salário	sueldo	salário	sueldo	N;MASC;SG	N;MASC;SG
salário	salario	salário	salario	N;MASC;SG	N;MASC;SG
salário	salario	salário	salario	N;MASC;SG	N;MASC;SG
rodolfo	rodolfo	rodolfo	rodolfo	N;MASC;SG	N;MASC;SG
rodolfo	rodolfo	rodolfo	rodolfo	N;MASC;SG	N;MASC;SG
rodolfo	rodolfo	rodolfo	rodolfo	N;MASC;SG	N;MASC;SG
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	N;MASC;SG
comandos	comandos	comando	comando	N;MASC;PL	N;MASC;PL
comandos	comandos	comando	comando	N;MASC;PL	N;MASC;PL
comandos	mandos	comando	mando	N;MASC;PL	N;MASC;PL
comandos	mandos	comando	mando	N;MASC;PL	N;MASC;PL
comandos	controles	comando	control	N;MASC;PL	N;MASC;PL
recomendação	recomendación	recomendação	recomendación	N;FEM;SG	N;FEM;SG
coberto	cubrió	cobrir	cubrir	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
conspiração	trama	conspiração	trama	N;FEM;SG	N;FEM;SG
conspiração	argumento	conspiração	argumento	N;FEM;SG	N;MASC;SG
conspiração	complot	conspiração	complot	N;FEM;SG	N;MASC;SG
conspiração	parcela	conspiração	parcela	N;FEM;SG	N;FEM;SG
conspiração	conspiración	conspiração	conspiración	N;FEM;SG	N;FEM;SG
justificar	justificar	justificar	justificar	V;NFIN	V;NFIN
justificar	justificar	justificar	justificar	V;NFIN	V;NFIN
usos	usos	uso	uso	N;MASC;PL	N;MASC;PL
fall	otoño	fall	otoño	N;MASC;SG	N;MASC;SG
fall	caída	fall	caída	N;MASC;SG	N;FEM;SG
gilbert	gilberto	gilbert	gilberto	N;MASC;SG	N;MASC;SG
concorrentes	concursantes	concorrente	concursante	N;MASC;PL	N;PL
concorrentes	participantes	concorrente	participante	N;MASC;PL	N;PL
concorrentes	competidores	concorrente	competidor	N;MASC;PL	N;MASC;PL
concorrentes	competidoras	concorrente	competidora	N;MASC;PL	N;FEM;PL
bibliotecas	bibliotecas	biblioteca	biblioteca	N;FEM;PL	N;FEM;PL
aníbal	hannibal	aníbal	hannibal	N;MASC;SG	N;SG
detalhe	detalle	detalhe	detalle	N;MASC;SG	N;MASC;SG
triste	triste	triste	triste	ADJ;MASC;SG	ADJ;SG
doente	enfermo	doente	enfermo	ADJ;MASC;SG	ADJ;MASC;SG
doente	enferma	doente	enferma	ADJ;MASC;SG	ADJ;FEM;SG
doente	enfermo	doente	enfermo	ADJ;MASC;SG	ADJ;MASC;SG
doente	enferma	doente	enferma	ADJ;MASC;SG	ADJ;FEM;SG
aveiro	aveiro	aveiro	aveiro	N;MASC;SG	N;MASC;SG
happy	happy	happy	happy	N;MASC;SG	N
prédios	edificaciones	prédio	edificación	N;MASC;PL	N;FEM;PL
prédios	construcciones	prédio	construcción	N;MASC;PL	N;FEM;PL
prédios	edificios	prédio	edificio	N;MASC;PL	N;MASC;PL
prédios	inmuebles	prédio	inmueble	N;MASC;PL	N;MASC;PL
radar	radar	radar	radar	N;MASC;SG	N;MASC;SG
representações	representaciones	representação	representación	N;FEM;PL	N;FEM;PL
representações	representaciones	representação	representación	N;FEM;PL	N;FEM;PL
bonito	guapo	bonito	guapo	ADJ;MASC;SG	ADJ;MASC;SG
bonito	bonita	bonito	bonito	ADJ;MASC;SG	ADJ;FEM;SG
bonito	guapa	bonito	guapo	ADJ;MASC;SG	ADJ;FEM;SG
saboia	saboya	saboia	saber	N;FEM;SG	N;FEM;SG
saboia	savoy	saboia	savoy	N;FEM;SG	N;MASC;SG
pacto	pacto	pacto	pacto	N;MASC;SG	N;MASC;SG
pacto	convenio	pacto	convenio	N;MASC;SG	N;MASC;SG
pacto	pacto	pacto	pacto	N;MASC;SG	N;MASC;SG
cabelos	cabellos	cabelo	cabello	N;MASC;PL	N;MASC;PL
cabelos	cabellos	cabelo	cabello	N;MASC;PL	N;MASC;PL
cabelos	pelos	cabelo	pelo	N;MASC;PL	N;MASC;PL
escândalo	escándalo	escândalo	escándalo	N;MASC;SG	N;MASC;SG
rivais	rivales	rival	rival	N;MASC;PL	N;PL
lyon	lyon	lyon	lyon	N;MASC;SG	N;MASC;SG
jessica	jessica	jessica	jessicar	N;FEM;SG	N;FEM;SG
absolutamente	absolutamente	absolutamente	absolutamente	ADV	ADV
contemporâneos	contemporáneos	contemporâneo	contemporáneo	N;MASC;PL	N;MASC;PL
contemporâneos	contemporáneos	contemporâneo	contemporáneo	N;MASC;PL	N;MASC;PL
pacheco	pacheco	pacheco	pacheco	N;MASC;SG	N;MASC;SG
tragédia	tragedia	tragédia	tragedia	N;FEM;SG	N;FEM;SG
tyler	tyler	tyler	tyler	N;MASC;SG	N;SG
suspeita	sospecha	suspeita	sospecha	N;FEM;SG	N;FEM;SG
suspeita	sospecha	suspeita	sospecha	N;FEM;SG	N;FEM;SG
interessado	interesado	interessado	interesado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
interessado	interesada	interessado	interesado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
diabo	diablo	diabo	diablo	N;MASC;SG	N;MASC;SG
diabo	demonio	diabo	demonio	N;MASC;SG	N;MASC;SG
golpes	golpes	golpes	golpe	N;MASC;PL	N;MASC;PL
vela	vela	vela	vela	N;FEM;SG	N;FEM;SG
vela	vela	vela	vela	N;FEM;SG	N;FEM;SG
vela	velero	vela	velero	N;FEM;SG	N;MASC;SG
vela	vela	vela	vela	N;FEM;SG	N;FEM;SG
vela	navegación	vela	navegación	N;FEM;SG	N;FEM;SG
vela	velero	vela	velero	N;FEM;SG	N;MASC;SG
vela	vela	vela	vela	N;FEM;SG	N;FEM;SG
vigilância	vigilancia	vigilância	vigilancia	N;FEM;SG	N;FEM;SG
vigilância	vigilancia	vigilância	vigilancia	N;FEM;SG	N;FEM;SG
arquitecto	arquitecto	arquitecto	arquitecto	N;MASC;SG	N;MASC;SG
óbvio	obvio	óbvio	obvio	ADJ;MASC;SG	ADJ;MASC;SG
óbvio	obvia	óbvio	obvia	ADJ;MASC;SG	ADJ;FEM;SG
óbvio	evidente	óbvio	evidente	ADJ;MASC;SG	ADJ;SG
tiger	tiger	tiger	tiger	N;MASC;SG	N;SG
tiger	tigre	tiger	tigre	N;MASC;SG	N;MASC;SG
müller	müller	müller	müller	N;MASC;SG	N;MASC;SG
alexandra	alexandra	alexandra	alexandra	N;FEM;SG	N;FEM;SG
alexandra	alejandra	alexandra	alejandra	N;FEM;SG	N;FEM;SG
feiras	ferias	feira	feria	N;FEM;PL	N;FEM;PL
feiras	exposiciones	feira	exposición	N;FEM;PL	N;FEM;PL
feiras	exhibiciones	feira	exhibición	N;FEM;PL	N;FEM;PL
prefeitos	alcaldes	prefeito	alcalde	N;MASC;PL	N;MASC;PL
alessandro	alessandro	alessandro	alessandro	N;MASC;SG	N;MASC;SG
equações	ecuaciones	equação	ecuación	N;FEM;PL	N;FEM;PL
myspace	myspace	myspace	myspace	N;MASC;SG	N;MASC;SG
bruto	crudo	bruto	crudo	N;MASC;SG	N;MASC;SG
bruto	gross	bruto	gross	N;MASC;SG	N
regressou	regresó	regressar	regresar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
interino	interino	interino	interino	N;MASC;SG	N;MASC;SG
trabalhado	trabajó	trabalhar	trabajar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
trabalhado	funcionó	trabalhar	funcionar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
wikis	wikis	wiki	wikis	N;MASC;PL	N;MASC;PL
utilizador	usuario	utilizador	usuario	N;MASC;SG	N;MASC;SG
tiros	disparos	tiro	disparo	N;MASC;PL	N;MASC;PL
tiros	disparos	tiro	disparo	N;MASC;PL	N;MASC;PL
tiros	tomas	tiro	toma	N;MASC;PL	N;FEM;PL
tiros	disparos	tiro	disparo	N;MASC;PL	N;MASC;PL
tiros	tiros	tiro	tiro	N;MASC;PL	N;MASC;PL
tiros	chupitos	tiro	chupito	N;MASC;PL	N;MASC;PL
etiópia	etiopía	etiópia	etiopía	N;FEM;SG	N;FEM;SG
etiópia	etiopía	etiópia	etiopía	N;FEM;SG	N;FEM;SG
etiópia	etíope	etiópia	etíope	N;FEM;SG	N;MASC;SG
géneros	géneros	género	género	N;MASC;PL	N;MASC;PL
géneros	géneros	género	género	N;MASC;PL	N;MASC;PL
dependência	dependencia	dependência	dependencia	N;FEM;SG	N;FEM;SG
dependência	adicción	dependência	adicción	N;FEM;SG	N;FEM;SG
dependência	dependencia	dependência	dependencia	N;FEM;SG	N;FEM;SG
compor	compone	compor	componer	V;NFIN	V;IND;SG;3;PRS;FIN
compor	componer	compor	componer	V;NFIN	V;NFIN
compor	componía	compor	componer	V;NFIN	V;IND;SG;3;IPFV;FIN
compor	componer	compor	componer	V;NFIN	V;NFIN
figueira	figueira	figueira	figueira	N;FEM;SG	N;FEM;SG
aprendeu	aprendió	aprender	aprender	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
adelaide	adelaida	adelaide	adelaido	N;FEM;SG	N;FEM;SG
adelaide	adelaide	adelaide	adelaide	N;FEM;SG	N;MASC;SG
alcançado	alcanzó	alcançar	alcanzar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
multidão	mafia	multidão	mafia	N;FEM;SG	N;FEM;SG
multidão	turba	multidão	turba	N;FEM;SG	N;FEM;SG
multidão	muchedumbre	multidão	muchedumbre	N;FEM;SG	N;FEM;SG
multidão	multitud	multidão	multitud	N;FEM;SG	N;FEM;SG
lane	lane	lane	lane	N;MASC;SG	N
lane	carril	lane	carril	N;MASC;SG	N;MASC;SG
polegadas	pulgadas	polegada	pulgado	N;FEM;PL	N;FEM;PL
polegadas	pulgadas	polegada	pulgado	N;FEM;PL	N;FEM;PL
polegadas	centímetros	polegada	centímetro	N;FEM;PL	N;MASC;PL
teodoro	theodore	teodoro	theodore	N;MASC;SG	N;MASC;SG
teodoro	teodoro	teodoro	teodoro	N;MASC;SG	N;MASC;SG
guarnição	guarnición	guarnição	guarnición	N;FEM;SG	N;FEM;SG
guarnição	garrison	guarnição	garrison	N;FEM;SG	N;MASC;SG
permanência	permanencia	permanência	permanencia	N;FEM;SG	N;FEM;SG
completos	completas	completo	completo	ADJ;MASC;PL	ADJ;FEM;PL
dano	daño	dano	daño	N;MASC;SG	N;MASC;SG
dano	indemnización	dano	indemnización	N;MASC;SG	N;FEM;SG
hesse	hesse	hessar	hesse	N;MASC;SG	N;MASC;SG
reconhece	reconoce	reconhecer	reconocer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	reconoce	reconhecer	reconocer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	reconocer	reconhecer	reconocer	V;IND;SG;3;PRS;FIN	V;NFIN
reconhece	reconocer	reconhecer	reconocer	V;IND;SG;3;PRS;FIN	V;NFIN
reconhece	reconoce	reconhecer	reconocer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhece	reconoce	reconhecer	reconocer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
console	consola	consolar	consola	N;MASC;SG	N;FEM;SG
barreira	barrera	barreira	barrera	N;FEM;SG	N;FEM;SG
promocional	promo	promocional	promo	N;MASC;SG	N;FEM;SG
promocional	promoción	promocional	promoción	N;MASC;SG	N;FEM;SG
fina	delgado	fino	delgado	ADJ;FEM;SG	ADJ;MASC;SG
fina	delgada	fino	delgada	ADJ;FEM;SG	ADJ;FEM;SG
adolescência	adolescente	adolescência	adolescente	N;FEM;SG	N;SG
adolescência	adolescencia	adolescência	adolescencia	N;FEM;SG	N;FEM;SG
mind	mente	mind	mente	N;MASC;SG	N;FEM;SG
líbano	líbano	líbano	líbano	N;MASC;SG	N;MASC;SG
algarve	algarve	algarver	algarve	N;MASC;SG	N;MASC;SG
sólido	sólido	sólido	sólido	ADJ;MASC;SG	ADJ;MASC;SG
sólido	sólida	sólido	sólido	ADJ;MASC;SG	ADJ;FEM;SG
dirigentes	lideres	dirigente	lider	N;MASC;PL	N;PL
dirigentes	dirigentes	dirigente	dirigente	N;MASC;PL	N;PL
dirigentes	líderes	dirigente	líder	N;MASC;PL	N;PL
gigantes	giants	gigante	giants	N;MASC;PL	N;MASC;PL
gigantes	gigantes	gigante	gigante	N;MASC;PL	N;PL
gigantes	giant	gigante	giant	N;MASC;PL	N
gigantes	gigantes	gigante	gigante	N;MASC;PL	N;PL
licenciatura	grado	licenciatura	grado	N;FEM;SG	N;MASC;SG
licenciatura	licenciatura	licenciatura	licenciatura	N;FEM;SG	N;FEM;SG
licenciatura	postgrado	licenciatura	postgrado	N;FEM;SG	N;MASC;SG
licenciatura	licenciado	licenciatura	licenciado	N;FEM;SG	N;MASC;SG
ameaças	amenazas	ameaça	amenaza	N;FEM;PL	N;FEM;PL
múltiplos	múltiples	múltiplo	múltiple	ADJ;MASC;PL	ADJ;PL
múltiplos	multiples	múltiplo	multiple	ADJ;MASC;PL	ADJ;PL
múltiplos	multiples	múltiplo	multiple	ADJ;MASC;PL	ADJ;PL
totalidade	totalidad	totalidade	totalidad	N;FEM;SG	N;FEM;SG
mercadorias	productos	mercadoria	producto	N;FEM;PL	N;MASC;PL
mercadorias	mercancías	mercadoria	mercancía	N;FEM;PL	N;FEM;PL
mercadorias	bienes	mercadoria	bien	N;FEM;PL	N;MASC;PL
mercadorias	mercancías	mercadoria	mercancía	N;FEM;PL	N;FEM;PL
mercadorias	mercancías	mercadoria	mercancía	N;FEM;PL	N;FEM;PL
mercadorias	mercaderías	mercadoria	mercadería	N;FEM;PL	N;FEM;PL
mercadorias	fletes	mercadoria	flete	N;FEM;PL	N;MASC;PL
mercadorias	mercancías	mercadoria	mercancía	N;FEM;PL	N;FEM;PL
agradeço	apreciar	agradeço	apreciar	V;IND;SG;1;PRS;FIN	V;NFIN
patrícia	patricia	patrícia	patricia	N;FEM;SG	N;FEM;SG
comemoração	conmemoración	comemoração	conmemoración	N;FEM;SG	N;FEM;SG
comemoração	celebración	comemoração	celebración	N;FEM;SG	N;FEM;SG
comemoração	festejo	comemoração	festejo	N;FEM;SG	N;MASC;SG
sentença	sentencia	sentença	sentencia	N;FEM;SG	N;FEM;SG
sentença	frase	sentença	frase	N;FEM;SG	N;FEM;SG
sentença	sentencia	sentença	sentencia	N;FEM;SG	N;FEM;SG
frutas	frutos	fruta	fruto	N;FEM;PL	N;MASC;PL
frutas	frutas	fruta	fruta	N;FEM;PL	N;FEM;PL
frutas	frutas	fruta	fruta	N;FEM;PL	N;FEM;PL
frutas	frutos	fruta	fruto	N;FEM;PL	N;MASC;PL
precisava	necesitaba	precisar	necesitar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
índices	índices	índice	índice	N;MASC;PL	N;MASC;PL
índices	index	índice	index	N;MASC;PL	N
índices	índices	índice	índice	N;MASC;PL	N;MASC;PL
prevenção	prevención	prevenção	prevención	N;FEM;SG	N;FEM;SG
melodia	melody	melodia	melody	N;FEM;SG	N;SG
melodia	melodía	melodia	melodía	N;FEM;SG	N;FEM;SG
melodia	melodía	melodia	melodía	N;FEM;SG	N;FEM;SG
obtenção	obtención	obtenção	obtención	N;FEM;SG	N;FEM;SG
junius	junius	juniu	junius	N;MASC;SG	N;MASC;SG
pesquisador	investigadora	pesquisador	investigador	N;MASC;SG	N;FEM;SG
pesquisador	investigador	pesquisador	investigador	N;MASC;SG	N;MASC;SG
celebração	celebración	celebração	celebración	N;FEM;SG	N;FEM;SG
celebração	festejo	celebração	festejo	N;FEM;SG	N;MASC;SG
manuscrito	manuscrito	manuscrito	manuscrito	N;MASC;SG	N;MASC;SG
crônicas	crónicas	crônica	crónica	N;FEM;PL	N;FEM;PL
crônicas	crónicas	crônica	crónica	N;FEM;PL	N;FEM;PL
boi	toro	boi	toro	N;MASC;SG	N;MASC;SG
boi	bull	boi	bull	N;MASC;SG	N;SG
württemberg	wurtemberg	württemberg	wurtemberg	N;MASC;SG	N;MASC;SG
württemberg	württemberg	württemberg	württemberg	N;MASC;SG	N;MASC;SG
caçadores	tramperos	caçador	trampero	N;MASC;PL	N;MASC;PL
caçadores	cazadores	caçador	cazador	N;MASC;PL	N;MASC;PL
masters	máster	master	máster	N;MASC;SG	N;MASC;SG
separar	separando	separar	separar	V;NFIN	V;V.MSDR
separar	separar	separar	separar	V;NFIN	V;NFIN
separar	separar	separar	separar	V;NFIN	V;NFIN
incapaz	incapaz	incapaz	incapaz	ADJ;MASC;SG	ADJ;SG
incapaz	incapaz	incapaz	incapaz	ADJ;MASC;SG	ADJ;SG
deficiência	handicap	deficiência	handicap	N;FEM;SG	N;MASC;SG
deficiência	desventaja	deficiência	desventaja	N;FEM;SG	N;FEM;SG
deficiência	minusvalía	deficiência	minusvalía	N;FEM;SG	N;FEM;SG
deficiência	carencia	deficiência	carencia	N;FEM;SG	N;FEM;SG
deficiência	deficiencia	deficiência	deficiencia	N;FEM;SG	N;FEM;SG
deficiência	discapacidad	deficiência	discapacidad	N;FEM;SG	N;FEM;SG
