dan	in	dan	in	CONJ	CONJ
internasional	mednarodna	internasional	mednaroden	ADJ;SG	ADJ;NOM;FEM;SG
internasional	mednarodno	internasional	mednaroden	ADJ;SG	ADJ;NOM;NEUT;SG
sumber	vir	sumber	vir	N;SG	N;NOM;MASC;SG
manusia	mož	manusia	mož	N;SG	N;NOM;MASC;SG
manusia	človek	manusia	človek	N;SG	N;NOM;MASC;SG
sejarah	zgodovina	sejarah	zgodovina	N;SG	N;NOM;FEM;SG
sejarah	zgodovino	sejarah	zgodovina	N;SG	N;ACC;FEM;SG
gereja	cerkva	gereja	cerkva	N;SG	N;GEN;FEM;SG
gereja	cerkev	gereja	cerkev	N;SG	N;NOM;FEM;SG
dasar	osnovno	dasar	osnoven	ADJ;SG	ADJ;NOM;NEUT;SG
diri	self	diri	self	N;SG	N;NOM;MASC;SG
pemain	igralca	penmain	igralec	N;SG	N;NOM;MASC;SG
pemain	igralec	penmain	igralec	N;SG	N;NOM;MASC;SG
pemain	predvajalnik	penmain	predvajalnik	N;SG	N;NOM;MASC;SG
pemain	igralca	penmain	igralec	N;SG	N;NOM;MASC;SG
program	program	program	program	N;SG	N;NOM;MASC;SG
program	program	program	program	N;SG	N;NOM;MASC;SG
pesawat	letalo	pesawat	letalo	N;SG	N;NOM;NEUT;SG
pesawat	zrakoplov	pesawat	zrakoplov	N;SG	N;NOM;MASC;SG
pesawat	ravnina	pesawat	ravnina	N;SG	N;NOM;FEM;SG
pesawat	letalo	pesawat	letalo	N;SG	N;NOM;NEUT;SG
pesawat	letalo	pesawat	letalo	N;SG	N;NOM;NEUT;SG
juli	julij	juli	julij	N;SG	N;NOM;MASC;SG
juli	julija	juli	julij	N;SG	N;GEN;MASC;SG
stasiun	postajo	stasiun	postaja	N;SG	N;ACC;FEM;SG
stasiun	postaja	stasiun	postaja	N;SG	N;NOM;FEM;SG
akhirnya	sčasoma	akhirnya	sčasoma	ADV	ADV
akhirnya	končno	akhirnya	končno	ADV	ADV
nebula	meglica	nebula	meglica	N	N;NOM;FEM;SG
nebula	meglico	nebula	meglica	N	N;ACC;FEM;SG
lahir	rodil	lahir	roditi	V;SG;ACT	V;MASC;SG;V.PTCP
bumi	zemlja	bumi	zemlja	N;SG	N;NOM;FEM;SG
bumi	zemlje	bumi	zemlja	N;SG	N;NOM;FEM;SG
bumi	zemljo	bumi	zemlja	N;SG	N;ACC;FEM;SG
bumi	zemljin	bumi	zemljina	N;SG	N;NOM;MASC;SG
bentuk	obrazca	bentuk	obrazec	N;SG	N;GEN;MASC;SG
bentuk	oblika	bentuk	oblika	N;SG	N;NOM;FEM;SG
bentuk	obliko	bentuk	oblika	N;SG	N;ACC;FEM;SG
bentuk	oblika	bentuk	oblika	N;SG	N;NOM;FEM;SG
bentuk	obrazec	bentuk	obrazec	N;SG	N;NOM;MASC;SG
bentuk	obliko	bentuk	oblika	N;SG	N;ACC;FEM;SG
sebelumnya	prej	sebelumnya	prej	ADV	ADV;CMPR
sebelumnya	prej	sebelumnya	prej	ADV	ADV;CMPR
sebelumnya	predhodno	sebelumnya	predhodno	ADV	ADV
februari	februarja	februari	februar	N;SG	N;GEN;MASC;SG
februari	februar	februari	februar	N;SG	N;NOM;MASC;SG
proses	proces	proses	proces	N;SG	N;NOM;MASC;SG
proses	postopek	proses	postopek	N;SG	N;NOM;MASC;SG
akhir	konec	akhir	konec	N;SG	N;NOM;MASC;SG
hasil	donos	hasil	donos	N;SG	N;NOM;MASC;SG
hasil	izkupiček	hasil	izkupiček	N;SG	N;NOM;MASC;SG
hasil	pridelek	hasil	pridelek	N;SG	N;NOM;MASC;SG
hasil	rezultat	hasil	rezultat	N;SG	N;NOM;MASC;SG
hasil	izid	hasil	izid	N;SG	N;NOM;MASC;SG
versi	različica	versi	različica	N;SG	N;NOM;FEM;SG
pemerintahan	vlado	penperintahan	vlada	N;SG	N;ACC;FEM;SG
pemerintahan	vlada	penperintahan	vlada	N;SG	N;NOM;FEM;SG
pemerintahan	upravljanje	penperintahan	upravljanje	N;SG	N;NOM;NEUT;SG
pemerintahan	vodenje	penperintahan	vodenje	N;SG	N;NOM;NEUT;SG
republik	republikanec	republik	republikanec	N	N;NOM;MASC;SG
republik	republike	republik	republika	N	N;NOM;FEM;PL
republik	republiko	republik	republika	N	N;ACC;FEM;SG
republik	republika	republik	republika	N	N;NOM;FEM;SG
sering	pogosto	sering	pogosto	ADV	ADV
sering	pogosto	sering	pogosto	ADV	ADV
group	skupino	group	skupina	N	N;ACC;FEM;SG
group	skupina	group	skupina	N	N;NOM;FEM;SG
buku	knjigo	buku	knjiga	N;SG	N;ACC;FEM;SG
buku	knjiga	buku	knjiga	N;SG	N;NOM;FEM;SG
suku	pleme	suku	pleme	N;SG	N;NOM;NEUT;SG
berhasil	uspe	berhasil	uspeti	V;SG	V;PFV;IND;SG;3;PRS;FIN
partai	zabava	partai	zabava	N;SG	N;NOM;FEM;SG
partai	zabavo	partai	zabava	N;SG	N;ACC;FEM;SG
partai	žur	partai	žur	N;SG	N;NOM;MASC;SG
partai	party	partai	party	N;SG	N;NOM;MASC;SG
keluarga	druzina	keluarga	druzina	N;SG	N;NOM;FEM;SG
keluarga	družina	keluarga	družina	N;SG	N;NOM;FEM;SG
ilmu	znanost	ilmu	znanost	N;SG	N;NOM;FEM;SG
ilmu	znanosti	ilmu	znanost	N;SG	N;GEN;FEM;SG
ilmu	znanosti	ilmu	znanost	N;SG	N;GEN;FEM;SG
berubah	spreminja	berrubah	spreminjati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berubah	spremeni	berrubah	spremeniti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
pengguna	uporabnika	penguna	uporabnik	N;SG	N;ANIM;ACC;MASC;SG
pengguna	uporabnik	penguna	uporabnik	N;SG	N;NOM;MASC;SG
luas	območje	luas	območje	N;SG	N;NOM;NEUT;SG
luas	površina	luas	površina	N;SG	N;NOM;FEM;SG
luas	področje	luas	področje	N;SG	N;NOM;NEUT;SG
acara	dogodek	acara	dogodek	N;SG	N;NOM;MASC;SG
acara	prireditev	acara	prireditev	N;SG	N;NOM;FEM;SG
acara	dogodka	acara	dogodek	N;SG	N;NOM;MASC;SG
asal	izvor	asal	izvor	N;SG	N;NOM;MASC;SG
asal	poreklo	asal	poreklo	N;SG	N;NOM;NEUT;SG
asal	poreklo	asal	poreklo	N;SG	N;NOM;NEUT;SG
kapal	plovilo	kapal	plovilo	N;SG	N;NOM;NEUT;SG
kapal	posoda	kapal	posoda	N;SG	N;NOM;FEM;SG
kapal	ladjo	kapal	ladja	N;SG	N;ACC;FEM;SG
kapal	ladja	kapal	ladja	N;SG	N;NOM;FEM;SG
kapal	jadrnica	kapal	jadrnica	N;SG	N;NOM;FEM;SG
kapal	ladja	kapal	ladja	N;SG	N;NOM;FEM;SG
kapal	čoln	kapal	čoln	N;SG	N;NOM;MASC;SG
bermain	igraj	bermain	igraj	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
bermain	predvaja	bermain	predvajati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
kelompok	skupino	kelompok	skupina	N;SG	N;ACC;FEM;SG
kelompok	skupina	kelompok	skupina	N;SG	N;NOM;FEM;SG
agama	religija	agama	religija	N;SG	N;NOM;FEM;SG
agama	religijo	agama	religija	N;SG	N;ACC;FEM;SG
agama	vera	agama	vera	N;SG	N;NOM;FEM;SG
memberikan	dej	menberikan	daj	V;SG;ACT	V;PFV;IMP;SG;2;FIN
memberikan	daj	menberikan	daj	V;SG;ACT	V;PFV;IMP;SG;2;FIN
eropa	europe	eropa	europ	N;SG	N;NOM;MASC;SG
eropa	evropa	eropa	evropa	N;SG	N;NOM;FEM;SG
eropa	evropo	eropa	evropa	N;SG	N;ACC;FEM;SG
eropa	evropi	eropa	evropa	N;SG	N;DAT;FEM;SG
lama	staro	lama	star	ADJ;SG	ADJ;NOM;NEUT;SG
lama	stara	lama	star	ADJ;SG	ADJ;NOM;FEM;SG
lama	dolg	lama	dolg	ADJ;SG	ADJ;NOM;INDF;MASC;SG
lama	dolgi	lama	dolg	ADJ;SG	ADJ;NOM;MASC;SG
lama	dolga	lama	dolg	ADJ;SG	ADJ;NOM;FEM;SG
batu	stone	batu	stona	N;SG	N;NOM;FEM;SG
batu	kamna	batu	kamn	N;SG	N;GEN;MASC;SG
batu	kamen	batu	kamen	N;SG	N;NOM;MASC;SG
batu	batu	batu	bati	N;SG	N;NOM;MASC;SG
batu	skalo	batu	skala	N;SG	N;ACC;FEM;SG
batu	rock	batu	rock	N;SG	N;NOM;MASC;SG
batu	kamen	batu	kamen	N;SG	N;NOM;MASC;SG
batu	skala	batu	skala	N;SG	N;NOM;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N	N;NOM;FEM;SG
jiwa	duša	jiwa	duša	N;SG	N;NOM;FEM;SG
jiwa	soul	jiwa	soul	N;SG	N;NOM;MASC;SG
jiwa	dušo	jiwa	duša	N;SG	N;ACC;FEM;SG
halaman	stran	halaman	stran	N;SG	N;NOM;FEM;SG
hukum	pravo	hukum	pravo	N;SG;ACT	N;NOM;NEUT;SG
hukum	zakon	hukum	zakon	N;SG;ACT	N;NOM;MASC;SG
orbit	orbito	orbit	orbit	N	N;NOM;NEUT;SG
orbit	orbiti	orbit	orbiti	N	N;NOM;FEM;SG
orbit	orbite	orbit	orbiti	N	N;NOM;FEM;PL
raya	raya	raya	ray	N;SG	N;NOM;MASC;SG
pasukan	čet	pasukan	čet	N;SG	N;NOM;MASC;SG
pasukan	vod	pasukan	voda	N;SG	N;NOM;MASC;SG
pasukan	čet	pasukan	čet	N;SG	N;NOM;MASC;SG
pasukan	četa	pasukan	ket	N;SG	N;NOM;FEM;SG
tokoh	lik	tokoh	lika	N;SG	N;NOM;MASC;SG
tokoh	karakter	tokoh	karakter	N;SG	N;NOM;MASC;SG
tanpa	brez	tanpa	brez	ADP	ADP;GEN
bangsa	narod	bangsa	narod	N;SG	N;NOM;MASC;SG
penghargaan	nagrada	penhargaan	nagrada	N;SG	N;NOM;FEM;SG
penghargaan	nagrado	penhargaan	nagrada	N;SG	N;ACC;FEM;SG
klub	klub	klub	klub	N;SG	N;NOM;MASC;SG
klub	club	klub	club	N;SG	N;NOM;MASC;SG
terkenal	slavni	terkenal	slaven	ADJ;SG;PASS	ADJ;NOM;DEF;MASC;SG
terkenal	slaven	terkenal	slaven	ADJ;SG;PASS	ADJ;NOM;INDF;MASC;SG
terkenal	znana	terkenal	znan	ADJ;SG;PASS	ADJ;NOM;FEM;SG;V.PTCP
terkenal	znan	terkenal	znan	ADJ;SG;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
terkenal	razvpiti	terkenal	razvpiti	ADJ;SG;PASS	ADJ;NOM;DEF;MASC;SG
ketua	starešina	ketua	starešina	N;SG	N;NOM;FEM;SG
ketua	poglavar	ketua	poglavar	N;SG	N;NOM;MASC;SG
ketua	načelnik	ketua	načelnik	N;SG	N;NOM;MASC;SG
ketua	predsednik	ketua	predsednik	N;SG	N;NOM;MASC;SG
ketua	stol	ketua	stol	N;SG	N;NOM;MASC;SG
gunung	gora	gunung	gora	N;SG	N;NOM;FEM;SG
gunung	planina	gunung	planina	N;SG	N;NOM;FEM;SG
gunung	goro	gunung	gora	N;SG	N;ACC;FEM;SG
gunung	priklop	gunung	priklop	N;SG	N;NOM;MASC;SG
gunung	mount	gunung	mount	N;SG	N;NOM;MASC;SG
gunung	gorovje	gunung	gorovje	N;SG	N;NOM;NEUT;SG
terbaik	najboljša	terbaik	dober	ADJ;RL;SG	ADJ;NOM;RL;FEM;SG
terbaik	najboljši	terbaik	dober	ADJ;RL;SG	ADJ;NOM;DEF;RL;MASC;SG
terbaik	najboljše	terbaik	dober	ADJ;RL;SG	ADJ;NOM;RL;NEUT;SG
meskipun	čeprav	meskipun	čeprav	CONJ	CONJ
meskipun	čeprav	meskipun	čeprav	CONJ	CONJ
cara	care	cara	cara	N;SG	N;NOM;MASC;SG
sedang	srednje	sedang	srednje	ADV	ADV
bintang	zvezdica	bintang	zvezdica	N;SG	N;NOM;FEM;SG
bintang	zvezdo	bintang	zvezda	N;SG	N;ACC;FEM;SG
bintang	zvezda	bintang	zvezda	N;SG	N;NOM;FEM;SG
jalur	pot	jalur	pot	N;SG	N;NOM;FEM;SG
apa	kaj	apa	kaj	PRO	PRO;ACC;NEUT;SG
politik	politika	politik	politika	N;SG	N;NOM;FEM;SG
politik	politiko	politik	politika	N;SG	N;ACC;FEM;SG
ibu	mami	ibu	mama	N;SG	N;NOM;FEM;SG
ibu	mama	ibu	mama	N;SG	N;NOM;FEM;SG
ibu	mamo	ibu	mama	N;SG	N;ACC;FEM;SG
ibu	mater	ibu	mati	N;SG	N;NOM;FEM;SG
ibu	mamo	ibu	mama	N;SG	N;ACC;FEM;SG
ibu	mati	ibu	mati	N;SG	N;NOM;FEM;SG
tingkat	mera	tingkat	mera	N;SG	N;NOM;FEM;SG
tingkat	stopnja	tingkat	stopnja	N;SG	N;NOM;FEM;SG
tingkat	ravni	tingkat	raven	N;SG	N;NOM;FEM;SG
tingkat	nivo	tingkat	nivo	N;SG	N;NOM;MASC;SG
tingkat	stopnja	tingkat	stopnja	N;SG	N;NOM;FEM;SG
tingkat	raven	tingkat	raven	N;SG	N;NOM;FEM;SG
kereta	kočija	kereta	kočija	N;SG	N;NOM;FEM;SG
kereta	vlak	kereta	vlak	N;SG	N;NOM;MASC;SG
ruang	sobo	ruang	soba	N;SG	N;ACC;FEM;SG
ruang	soba	ruang	soba	N;SG	N;NOM;FEM;SG
ruang	vesolje	ruang	vesolje	N;SG	N;NOM;NEUT;SG
ruang	prostor	ruang	prostor	N;SG	N;NOM;MASC;SG
ruang	space	ruang	space	N;SG	N;NOM;MASC;SG
empat	štirje	empat	štirje	NUM	NUM;NOM;MASC;PL
empat	štiri	empat	štirje	NUM	NUM;ACC;FEM;PL
ekonomi	ekonomija	ekonomi	ekonomija	N;SG	N;NOM;FEM;SG
ekonomi	ekonomija	ekonomi	ekonomija	N;SG	N;NOM;FEM;SG
ekonomi	gospodarstvo	ekonomi	gospodarstvo	N;SG	N;NOM;NEUT;SG
organisasi	organizacijo	organisasi	organizacija	N;SG	N;ACC;FEM;SG
organisasi	organizacija	organisasi	organizacija	N;SG	N;NOM;FEM;SG
organisasi	organizacijo	organisasi	organizacija	N;SG	N;ACC;FEM;SG
organisasi	organizacija	organisasi	organizacija	N;SG	N;NOM;FEM;SG
bahan	material	bahan	material	N;SG	N;NOM;MASC;SG
bahan	gradivo	bahan	gradivo	N;SG	N;NOM;NEUT;SG
bahan	material	bahan	material	N;SG	N;NOM;MASC;SG
bahan	sestavino	bahan	sestavina	N;SG	N;ACC;FEM;SG
bahan	sestavina	bahan	sestavina	N;SG	N;NOM;FEM;SG
api	ogenj	api	ogenj	N;SG	N;NOM;MASC;SG
api	požar	api	požar	N;SG	N;NOM;MASC;SG
api	api	api	ap	N;SG	N;NOM;MASC;SG
api	apis	api	apis	N;SG	N;NOM;MASC;SG
ilmiah	znanstvena	ilmiah	znanstven	ADJ;SG	ADJ;NOM;FEM;SG
ilmiah	znanstveno	ilmiah	znanstven	ADJ;SG	ADJ;NOM;NEUT;SG
video	posnetek	video	posnetek	N;SG	N;NOM;MASC;SG
video	video	video	video	N;SG	N;NOM;MASC;SG
video	videoposnetek	video	videoposnetek	N;SG	N;NOM;MASC;SG
angkatan	sila	angkatan	sila	N;SG	N;NOM;FEM;SG
angkatan	force	angkatan	force	N;SG	N;NOM;MASC;SG
angkatan	silo	angkatan	sila	N;SG	N;ACC;FEM;SG
angkatan	razred	angkatan	razred	N;SG	N;NOM;MASC;SG
angkatan	pouk	angkatan	pouk	N;SG	N;NOM;MASC;SG
dibuat	ustvaril	dibuat	ustvariti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
bukan	ne	bukan	ne	PART;NEG	PART
berkas	datoteka	berkas	datoteka	N;SG	N;NOM;FEM;SG
berkas	datoteko	berkas	datoteka	N;SG	N;ACC;FEM;SG
bekerja	deluje	bekerja	delovati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
militer	vojaška	militer	vojaški	ADJ;SG	ADJ;NOM;FEM;SG
militer	vojaški	militer	vojaški	ADJ;SG	ADJ;NOM;MASC;SG
militer	vojaško	militer	vojaški	ADJ;SG	ADJ;NOM;NEUT;SG
putra	sinko	putra	sinko	N;SG	N;NOM;MASC;SG
putra	sine	putra	sine	N;SG	N;NOM;MASC;SG
putra	sin	putra	sin	N;SG	N;NOM;MASC;SG
langsung	neposredno	langsung	neposredno	ADV	ADV
langsung	direktno	langsung	direktno	ADV	ADV
langsung	neposredno	langsung	neposredno	ADV	ADV
kaki	nogo	kaki	noga	N;SG	N;ACC;FEM;SG
kaki	noga	kaki	nog	N;SG	N;NOM;FEM;SG
kaki	nogo	kaki	noga	N;SG	N;ACC;FEM;SG
kaki	noga	kaki	nog	N;SG	N;NOM;FEM;SG
kaki	stopalo	kaki	stopalo	N;SG	N;NOM;NEUT;SG
grup	skupino	grup	skupina	N;SG	N;ACC;FEM;SG
grup	skupina	grup	skupina	N;SG	N;NOM;FEM;SG
rakyat	folk	rakyat	folk	N;SG	N;NOM;MASC;SG
rakyat	ljudstvo	rakyat	ljudstvo	N;SG	N;NOM;NEUT;SG
label	nalepka	label	nalepka	N;SG	N;NOM;FEM;SG
label	oznaka	label	oznakati	N;SG	N;NOM;FEM;SG
kehidupan	zivljenje	kehidupan	zivljenje	N;SG	N;NOM;NEUT;SG
kehidupan	življenje	kehidupan	življenje	N;SG	N;NOM;NEUT;SG
kelurahan	predmestje	kelurahan	predmestje	N;SG	N;NOM;NEUT;SG
ditemukan	odkrila	ditemukan	odkriti	V;SG;PASS	V;PFV;FEM;SG;V.PTCP
ditemukan	odkril	ditemukan	odkriti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
bandung	bandung	bandung	bandung	N;SG	N;NOM;MASC;SG
informasi	obveščanje	informasi	obveščanje	N;SG	N;NOM;NEUT;SG
informasi	informacija	informasi	informacija	N;SG	N;NOM;FEM;SG
informasi	podatek	informasi	podatek	N;SG	N;NOM;MASC;SG
makanan	hrano	makanan	hrana	N;SG	N;ACC;FEM;SG
makanan	hrana	makanan	hrana	N;SG	N;NOM;FEM;SG
web	web	web	web	N	N;NOM;MASC;SG
catatan	opomba	catatan	opomba	N;SG	N;NOM;FEM;SG
catatan	evidenca	catatan	evidenca	N;SG	N;NOM;FEM;SG
catatan	opombi	catatan	opomba	N;SG	N;NOM;FEM;SG
mencapai	doseže	mencapai	doseči	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
cinta	ljubezni	cinta	ljubezen	N;SG	N;GEN;FEM;SG
cinta	love	cinta	lova	N;SG	N;NOM;MASC;SG
cinta	ljubezen	cinta	ljubezen	N;SG	N;NOM;FEM;SG
biasa	običajna	biasa	običajen	ADJ;SG	ADJ;NOM;FEM;SG
biasa	redni	biasa	reden	ADJ;SG	ADJ;NOM;MASC;SG
biasa	redna	biasa	reden	ADJ;SG	ADJ;NOM;FEM;SG
biasa	normalno	biasa	normalen	ADJ;SG	ADJ;NOM;NEUT;SG
biasa	normalen	biasa	normalen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
biasa	normalna	biasa	normalen	ADJ;SG	ADJ;NOM;FEM;SG
biasa	običajna	biasa	običajen	ADJ;SG	ADJ;NOM;FEM;SG
mungkin	verjetno	mungkin	verjetno	ADV	ADV
mungkin	vrjetno	mungkin	vrjetno	ADV	ADV
meninggal	umrla	mentinggal	umreti	V;SG;ACT	V;PFV;FEM;SG;V.PTCP
meninggal	umrl	mentinggal	umreti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
meninggal	preminil	mentinggal	preminiti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
meninggal	umrl	mentinggal	umreti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
surat	mail	surat	mail	N;SG	N;NOM;MASC;SG
surat	pošta	surat	pošta	N;SG	N;NOM;FEM;SG
surat	dopis	surat	dopis	N;SG	N;NOM;MASC;SG
surat	črka	surat	črka	N;SG	N;NOM;FEM;SG
surat	pismo	surat	pismo	N;SG	N;NOM;NEUT;SG
wanita	ženska	wanita	ženska	N;SG	N;NOM;FEM;SG
wanita	žensko	wanita	ženska	N;SG	N;ACC;FEM;SG
tubuh	truplo	tubuh	truplo	N;SG	N;NOM;NEUT;SG
tubuh	body	tubuh	body	N;SG	N;NOM;MASC;SG
tubuh	telo	tubuh	telo	N;SG	N;NOM;NEUT;SG
posisi	položaj	posisi	položaj	N;SG	N;NOM;MASC;SG
posisi	lega	posisi	leg	N;SG	N;NOM;FEM;SG
posisi	stališče	posisi	stališče	N;SG	N;NOM;NEUT;SG
posisi	pozicija	posisi	pozicija	N;SG	N;NOM;FEM;SG
media	media	media	media	N;SG	N;NOM;MASC;SG
televisi	televizijo	televisi	televizija	N;SG	N;ACC;FEM;SG
televisi	televizija	televisi	televizija	N;SG	N;NOM;FEM;SG
nya	njega	nya	on	PRO	PRO;GEN;MASC;SG;3
nya	ga	nya	on	PRO	PRO;ACC;MASC;SG;3
nya	njej	nya	on	PRO	PRO;DAT;FEM;SG;3
nya	njo	nya	on	PRO	PRO;ACC;FEM;SG;3
lisensi	dovoljenje	lisensi	dovoljenje	N;SG	N;NOM;NEUT;SG
lisensi	licenco	lisensi	licenca	N;SG	N;ACC;FEM;SG
lisensi	licenca	lisensi	licenca	N;SG	N;NOM;FEM;SG
lisensi	dovoljenje	lisensi	dovoljenje	N;SG	N;NOM;NEUT;SG
lisensi	licenca	lisensi	licenca	N;SG	N;NOM;FEM;SG
nomor	številka	nomor	številka	N;SG	N;NOM;FEM;SG
nomor	število	nomor	število	N;SG	N;NOM;NEUT;SG
nomor	števila	nomor	število	N;SG	N;GEN;NEUT;SG
zaman	era	zaman	era	N;SG	N;NOM;MASC;SG
khusus	specialno	khusus	specialno	ADJ;SG	ADJ;NOM;NEUT;SG
khusus	posebna	khusus	poseben	ADJ;SG	ADJ;NOM;FEM;SG
khusus	poseben	khusus	poseben	ADJ;SG	ADJ;NOM;INDF;MASC;SG
juara	šampion	juara	šampion	N;SG	N;NOM;MASC;SG
juara	prvak	juara	prvak	N;SG	N;NOM;MASC;SG
berarti	pomeni	berarti	pomeniti	V;SG;ACT	V;IND;SG;3;PRS;FIN
alam	narava	alam	narava	N;SG	N;NOM;FEM;SG
penting	nujna	penting	nujen	ADJ;SG	ADJ;NOM;FEM;SG
penting	nujen	penting	nujen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
penting	nujni	penting	nujen	ADJ;SG	ADJ;NOM;MASC;SG
penting	pomembno	penting	pomemben	ADJ;SG	ADJ;NOM;NEUT;SG
penting	pomemben	penting	pomemben	ADJ;SG	ADJ;NOM;INDF;MASC;SG
penting	pomembna	penting	pomemben	ADJ;SG	ADJ;NOM;FEM;SG
penting	bistvena	penting	bistven	ADJ;SG	ADJ;NOM;FEM;SG
gelar	stopnja	gelar	stopnja	N;SG;ACT	N;NOM;FEM;SG
gelar	naslov	gelar	naslov	N;SG;ACT	N;INAN;ACC;MASC;SG
gelar	naziv	gelar	naziv	N;SG;ACT	N;NOM;MASC;SG
didirikan	ustanovil	didirikan	ustanoviti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
mata	oci	mata	oci	N;SG	N;NOM;FEM;SG
mata	očesu	mata	oko	N;SG	N;DAT;NEUT;SG
mata	eye	mata	eye	N;SG	N;NOM;MASC;SG
mata	oko	mata	oko	N;SG	N;NOM;NEUT;SG
mata	mata	mata	mati	N;SG	N;NOM;FEM;SG
mesin	mašina	mesin	mašina	N;SG	N;NOM;FEM;SG
mesin	stroj	mesin	stroj	N;SG	N;NOM;MASC;SG
mesin	motorja	mesin	motor	N;SG	N;NOM;MASC;SG
mesin	motor	mesin	motor	N;SG	N;NOM;MASC;SG
kitab	knjigo	kitab	knjiga	N;SG	N;ACC;FEM;SG
kitab	knjiga	kitab	knjiga	N;SG	N;NOM;FEM;SG
distrik	okrožja	distrik	okrožje	N;SG	N;NOM;NEUT;SG
distrik	okrožje	distrik	okrožje	N;SG	N;NOM;NEUT;SG
jaringan	povezovanje	jaringan	povezovanje	N;SG	N;NOM;NEUT;SG
jaringan	mreženje	jaringan	mreženje	N;SG	N;NOM;NEUT;SG
jaringan	mreža	jaringan	mreža	N;SG	N;NOM;FEM;SG
jaringan	omrežje	jaringan	omrežje	N;SG	N;NOM;NEUT;SG
jaringan	robček	jaringan	robček	N;SG	N;NOM;MASC;SG
jaringan	tkivo	jaringan	tkivo	N;SG	N;NOM;NEUT;SG
hubungan	razmerje	hubungan	razmerje	N;SG	N;NOM;NEUT;SG
hubungan	zveza	hubungan	zveza	N;SG	N;NOM;FEM;SG
perempuan	ženska	perempuan	ženska	N;SG	N;NOM;FEM;SG
perempuan	žensko	perempuan	ženska	N;SG	N;ACC;FEM;SG
perempuan	ženska	perempuan	ženska	N;SG	N;NOM;FEM;SG
perempuan	samica	perempuan	samica	N;SG	N;NOM;FEM;SG
perempuan	žensko	perempuan	ženska	N;SG	N;ACC;FEM;SG
episode	epizode	episode	epizoda	N	N;NOM;FEM;PL
episode	epizod	episode	epizod	N	N;GEN;FEM;PL
episode	epizodo	episode	epizoda	N	N;ACC;FEM;SG
episode	epizode	episode	epizoda	N	N;NOM;FEM;PL
episode	epizoda	episode	epizod	N	N;NOM;FEM;SG
piala	pokal	piala	pokal	N;SG	N;NOM;MASC;SG
piala	trofeja	piala	trofe	N;SG	N;NOM;FEM;SG
piala	pokal	piala	pokal	N;SG	N;NOM;MASC;SG
piala	skodelico	piala	skodelica	N;SG	N;ACC;FEM;SG
piala	skodelica	piala	skodelica	N;SG	N;NOM;FEM;SG
piala	lonček	piala	lonček	N;SG	N;NOM;MASC;SG
kegiatan	dejavnost	kegiatan	dejavnost	N;SG	N;NOM;FEM;SG
kegiatan	aktivnost	kegiatan	aktivnost	N;SG	N;NOM;FEM;SG
istilah	izraz	istilah	izraz	N;SG	N;NOM;MASC;SG
istilah	termin	istilah	termin	N;SG	N;NOM;MASC;SG
budaya	kulturo	budaya	kultura	N;SG	N;ACC;FEM;SG
budaya	kultura	budaya	kultura	N;SG	N;NOM;FEM;SG
stadion	stadion	stadion	stadion	N;SG	N;NOM;MASC;SG
merah	rdeči	merah	rdeč	ADJ;SG	ADJ;NOM;DEF;MASC;SG
merah	rdeča	merah	rdeč	ADJ;SG	ADJ;NOM;FEM;SG
merah	rdeči	merah	rdeč	ADJ;SG	ADJ;NOM;DEF;MASC;SG
merah	rdeč	merah	rdeč	ADJ;SG	ADJ;NOM;INDF;MASC;SG
merah	rdeče	merah	rdeč	ADJ;SG	ADJ;NOM;NEUT;SG
permukaan	površino	permukaan	površina	N;SG	N;ACC;FEM;SG
permukaan	površje	permukaan	površje	N;SG	N;NOM;NEUT;SG
permukaan	ploskev	permukaan	ploskv	N;SG	N;GEN;MASC;SG
lima	pet	lima	pet	NUM	NUM;NOM;PL
pantai	plaža	pantai	plaža	N;SG	N;NOM;FEM;SG
pantai	plažo	pantai	plaža	N;SG	N;ACC;FEM;SG
pantai	obala	pantai	obala	N;SG	N;NOM;FEM;SG
pantai	beach	pantai	beach	N;SG	N;NOM;MASC;SG
teknologi	tehnologijo	teknologi	tehnologija	N;SG	N;ACC;FEM;SG
teknologi	tehnologija	teknologi	tehnologija	N;SG	N;NOM;FEM;SG
menyatakan	razglasi	mennyatakan	razglasiti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
menyatakan	izjavlja	mennyatakan	izjavljati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
