και	그리고	και	그리고	CONJ	CONJ
επίθεση	공격	επίθεση	공격	N;ACC;FEM;SG	N
τραγούδια	노래	τραγούδιο	노래	N;NOM;NEUT;PL	N
πληθυσμός	인구순	πληθυσμός	인구순	N;NOM;MASC;SG	N
πληθυσμός	인구	πληθυσμός	인구	N;NOM;MASC;SG	N
προβλήματα	문제	πρόβλημα	문제	N;NOM;NEUT;PL	N
δύναμη	체력	δύναμη	체력	N;ACC;FEM;SG	N
δύναμη	강제	δύναμη	강제	N;ACC;FEM;SG	N
δύναμη	전력	δύναμη	전력	N;ACC;FEM;SG	N
δύναμη	권력	δύναμη	권력	N;ACC;FEM;SG	N
επανάσταση	혁명	επανάσταση	혁명	N;ACC;FEM;SG	N
τύπος	공식	τύπος	공식	N;NOM;MASC;SG	N
τύπος	종류	τύπος	종류	N;NOM;MASC;SG	N
τύπος	유형	τύπος	유형	N;NOM;MASC;SG	N
πορεία	코스	πορεία	코스	N;ACC;FEM;SG	N
πορεία	과정	πορεία	과정	N;ACC;FEM;SG	N
μέση	중간	μέσο	중간	N;NOM;FEM;SG	N
μέση	가운데	μέσο	가운데	N;NOM;FEM;SG	N
μέση	평균	μέσο	평균	N;NOM;FEM;SG	N
πρόβλημα	문제	πρόβλημα	문제	N;NOM;NEUT;SG	N
νερό	물이	νερό	물+이	N;NOM;NEUT;SG	N
περιφέρεια	지방	περιφέρεια	지방	N;NOM;FEM;SG	N
περιφέρεια	지역	περιφέρεια	지역	N;NOM;FEM;SG	N
παρουσία	존재	παρουσία	존재	N;NOM;FEM;SG	N
μητέρα	어머니	μητέρα	어머니	N;NOM;FEM;SG	N
δομή	구조물	δομή	구조물	N;NOM;FEM;SG	N
δομή	구조	δομή	구조	N;NOM;FEM;SG	N
κατασκευή	제조	κατασκευή	제조	N;NOM;FEM;SG	N
κατασκευή	공사	κατασκευή	공사	N;NOM;FEM;SG	N
κατασκευή	건설	κατασκευή	건설	N;NOM;FEM;SG	N
κατασκευή	건축	κατασκευή	건축	N;NOM;FEM;SG	N
περιέχει	포함함	περιέχω	포함+하+ㅁ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιέχει	포함됨	περιέχω	포함+되+ㄴ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιπτώσεις	케이스	περίπτωση	케이스	N;NOM;FEM;PL	N
περιπτώσεις	사례	περίπτωση	사례	N;NOM;FEM;PL	N
τιμή	가격	τιμή	가격	N;NOM;FEM;SG	N
τιμή	가치	τιμή	가치	N;NOM;FEM;SG	N
διαδικασία	프로세스	διαδικασία	프로세스	N;NOM;FEM;SG	N
διαδικασία	과정	διαδικασία	과정	N;NOM;FEM;SG	N
διαδικασία	시술	διαδικασία	시술	N;NOM;FEM;SG	N
κοινό	타겟	κοινό	타산	N;NOM;NEUT;SG	N
κοινό	관객	κοινό	관객	N;NOM;NEUT;SG	N
απογραφή	인구조사	απογραφή	인구+조사	N;NOM;FEM;SG	N
απογραφή	인벤토리	απογραφή	인벤토리	N;NOM;FEM;SG	N
συλλογή	모음집	συλλογή	모음집	N;NOM;FEM;SG	N
τρίτη	셋째	τρίτος	셋째	NUM;NOM;FEM;SG	NUM
παρακάτω	아래에	παράκατος	아래+에	ADV	ADV
ναός	신전	ναός	신전	N;NOM;MASC;SG	N
ναός	사원	ναός	사원	N;NOM;MASC;SG	N
απόσταση	거리	απόσταση	거리	N;ACC;FEM;SG	N
απόσταση	범위	απόσταση	범위	N;ACC;FEM;SG	N
δράση	행동	δράση	행동	N;NOM;FEM;SG	N
δράση	활동	δράση	활동	N;NOM;FEM;SG	N
δράση	작업	δράση	작업	N;NOM;FEM;SG	N
δράση	동작	δράση	동작	N;NOM;FEM;SG	N
δράση	액션	δράση	액션	N;NOM;FEM;SG	N
απλά	단지	απλά	단지	ADV	ADV
απλά	그냥	απλά	그냥	ADV	ADV
γεγονότα	사실	γεγονός	사실	N;NOM;NEUT;PL	N
γεγονότα	이벤트	γεγονός	이벤트	N;NOM;NEUT;PL	N
γεγονότα	행사	γεγονός	행사	N;NOM;NEUT;PL	N
κράτος	상태	κράτος	상태	N;NOM;NEUT;SG	N
κράτος	국가	κράτος	국가	N;NOM;NEUT;SG	N
στρατό	육군	στρατός	육군	N;ACC;MASC;SG	N
στρατό	군대	στρατός	군대	N;ACC;MASC;SG	N
αποτελέσματα	결과	αποτέλεσμα	결과	N;NOM;NEUT;PL	N
τμήματα	분열	τμήμα	분열	N;NOM;NEUT;PL	N
τμήματα	섹션	τμήμα	섹션	N;NOM;NEUT;PL	N
λειτουργία	함수	λειτουργία	함수	N;ACC;FEM;SG	N
λειτουργία	모드	λειτουργία	모드	N;ACC;FEM;SG	N
λειτουργία	작동	λειτουργία	작동	N;ACC;FEM;SG	N
λειτουργία	작전	λειτουργία	작전	N;ACC;FEM;SG	N
κείμενο	텍스트	κείμενο	텍스트	N;NOM;NEUT;SG	N
κείμενο	문자	κείμενο	문자	N;NOM;NEUT;SG	N
κείμενο	문구	κείμενο	문구	N;NOM;NEUT;SG	N
σχέδιο	초안	σχέδιο	초안	N;NOM;NEUT;SG	N
σχέδιο	드래프트	σχέδιο	드래프트	N;NOM;NEUT;SG	N
σχέδιο	설계	σχέδιο	설계	N;NOM;NEUT;SG	N
σχέδιο	계획	σχέδιο	계획	N;NOM;NEUT;SG	N
βουλευτής	회원	βουλευτής	회원	N;NOM;MASC;SG	N
γη	지구	γη	지구	N;NOM;FEM;SG	N
χρήστες	사용자	χρήστης	사용자	N;NOM;MASC;PL	N
εμφανίζεται	표시됨	εμφανίζω	표시+되+ㄴ	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ξανά	다시	ξανά	다시	ADV	ADV
ξανά	또다시	ξανά	또다시	ADV	ADV
αυτοί	그들이	αυτός	그+들+이	PRO;NOM;MASC;PL;3	PRO
αυτοί	그들은	αυτός	그+들+은	PRO;NOM;MASC;PL;3	PRO
χρήστης	사용자	χρήστης	사용자	N;NOM;MASC;SG	N
χρησιμοποιούνται	사용함	χρησιμοποιώ	사용+하+ㅁ	V;IPFV;IND;PL;3;PRS;FIN;PASS	V
χρησιμοποιούνται	사용됨	χρησιμοποιώ	사용+되+ㄴ	V;IPFV;IND;PL;3;PRS;FIN;PASS	V
χρήστη	사용자	χρήστης	사용자	N;ACC;NEUT;SG	N
πληθυσμού	인구순	πληθυσμός	인구순	N;GEN;MASC;SG	N
πληθυσμού	인구	πληθυσμός	인구	N;GEN;MASC;SG	N
εξουσία	권위	εξουσία	권위	N;NOM;FEM;SG	N
εξουσία	전력	εξουσία	전력	N;NOM;FEM;SG	N
εξουσία	권력	εξουσία	권력	N;NOM;FEM;SG	N
καλοκαίρι	여름	καλοκαίρι	여름	N;NOM;NEUT;SG	N
παράδοση	게재	παράδοση	게재	N;ACC;FEM;SG	N
παράδοση	배송	παράδοση	배송	N;ACC;FEM;SG	N
παράδοση	배달	παράδοση	배달	N;ACC;FEM;SG	N
παράδοση	항복	παράδοση	항복	N;ACC;FEM;SG	N
άνδρες	멘트	άντρας	멘트	N;NOM;MASC;PL	N
άνδρες	남성	άντρας	남성	N;NOM;MASC;PL	N
άνδρες	남자	άντρας	남자	N;NOM;MASC;PL	N
ακριβώς	정확히	ακριβώς	정확+히	ADV	ADV
ακριβώς	정확히	ακριβώς	정확+히	ADV	ADV
γυναίκα	여자	γυναίκα	여자	N;NOM;FEM;SG	N
γυναίκα	여성	γυναίκα	여성	N;NOM;FEM;SG	N
γυναίκα	여성	γυναίκα	여성	N;NOM;FEM;SG	N
γυναίκα	아내	γυναίκα	아내	N;NOM;FEM;SG	N
κατάλογος	디렉토리	κατάλογος	디렉토리	N;NOM;MASC;SG	N
κατάλογος	디렉터리	κατάλογος	디렉터리	N;NOM;MASC;SG	N
κατάλογος	목록	κατάλογος	목록	N;NOM;MASC;SG	N
κατάλογος	명단	κατάλογος	명단	N;NOM;MASC;SG	N
γλώσσες	언어	γλώσσα	언어	N;NOM;FEM;PL	N
γυναίκες	여자들	γυναίκα	여자+들	N;NOM;FEM;PL	N
γυναίκες	여자	γυναίκα	여자	N;NOM;FEM;PL	N
γυναίκες	여성	γυναίκα	여성	N;NOM;FEM;PL	N
μονή	수도원	μονή	수도원	N;NOM;FEM;SG	N
μονή	수녀원	μονή	수녀원	N;NOM;FEM;SG	N
πρότυπα	템플릿	πρότυπο	템플릿	N;NOM;NEUT;PL	N
δημιουργήθηκε	만들었습니다	δημιουργώ	만들+었+습니다	V;PFV;IND;SG;3;PST;FIN;PASS	V
σχέσεις	연애	σχέση	연애	N;NOM;FEM;PL	N
σχέσεις	관계	σχέση	관계	N;NOM;FEM;PL	N
σχέσεις	관계	σχέση	관계	N;NOM;FEM;PL	N
εμφάνιση	공연	εμφάνιση	공연	N;ACC;FEM;SG	N
εμφάνιση	디스플레이	εμφάνιση	디스플레이	N;ACC;FEM;SG	N
εγκυκλοπαίδεια	대백과사전	εγκυκλοπαίδεια	대백과류전	N;NOM;FEM;SG	N
αυτοκρατορία	제국	αυτοκρατορία	제국	N;NOM;FEM;SG	N
ώρες	영업시간	ώρα	영업+시간	N;NOM;FEM;PL	N
ώρες	시간	ώρα	시간	N;NOM;FEM;PL	N
συνθήκες	조약	συνθήκη	조약	N;NOM;FEM;PL	N
συνθήκες	조건	συνθήκη	조건	N;NOM;FEM;PL	N
μελέτη	공부	μελέτη	공부	N;NOM;FEM;SG	N
μελέτη	연구	μελέτη	연구	N;NOM;FEM;SG	N
σχολείο	학교	σχολείο	학교	N;NOM;NEUT;SG	N
σχολείο	학교는	σχολείο	학교+는	N;NOM;NEUT;SG	N
ειδικά	특히	ειδικά	특히	ADV	ADV
υλικό	물질	υλικό	물질	N;NOM;NEUT;SG	N
υλικό	재료	υλικό	재료	N;NOM;NEUT;SG	N
απέναντι	반대로	απέναντι	반대+로	ADV	ADV
συνεργασία	협력	συνεργασία	협력	N;ACC;FEM;SG	N
επιτροπή	위원회	επιτροπή	위원회	N;NOM;FEM;SG	N
επιτροπή	위원회	επιτροπή	위원회	N;NOM;FEM;SG	N
άνθρωποι	인간들	άνθρωπος	인간+들	N;NOM;MASC;PL	N
άνθρωποι	인간	άνθρωπος	인간	N;NOM;MASC;PL	N
άνθρωποι	국민	άνθρωπος	국민	N;NOM;MASC;PL	N
άνθρωποι	사람	άνθρωπος	사람	N;NOM;MASC;PL	N
άνθρωποι	사람들	άνθρωπος	사람+들	N;NOM;MASC;PL	N
έφτασε	도착했다	φτάνω	도착+하+었+다	V;PFV;IND;SG;3;PST;FIN;ACT	V
αρχηγός	과장	αρχηγός	과장	N;NOM;MASC;SG	N
αρχηγός	지도자	αρχηγός	지도자	N;NOM;MASC;SG	N
σύνθεση	합성	σύνθεση	합성	N;ACC;FEM;SG	N
σύνθεση	작곡	σύνθεση	작곡	N;ACC;FEM;SG	N
σύνθεση	합성	σύνθεση	합성	N;ACC;FEM;SG	N
προσπάθεια	노력	προσπάθεια	노력	N;NOM;FEM;SG	N
απόφαση	의사결정	απόφαση	의사+결정	N;NOM;FEM;SG	N
απόφαση	결정	απόφαση	결정	N;NOM;FEM;SG	N
αυτοκράτορα	황제	αυτοκράτορα	황제	N;ACC;MASC;SG	N
αυτοκράτορα	천황	αυτοκράτορα	천황	N;ACC;MASC;SG	N
αγορά	구매	αγορά	구매	N;ACC;FEM;SG	N
αγορά	구입	αγορά	구입	N;ACC;FEM;SG	N
αγορά	시장	αγορά	시장	N;ACC;FEM;SG	N
πρόταση	제안	πρόταση	제안	N;NOM;FEM;SG	N
ανακαλύφθηκε	발견됨	ανακαλύπτω	발견+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
ποσοστό	백분율	ποσοστό	백분율	N;NOM;NEUT;SG	N
ποσοστό	비율	ποσοστό	비율	N;NOM;NEUT;SG	N
ποσοστό	평가	ποσοστό	평가	N;NOM;NEUT;SG	N
ποσοστό	비율	ποσοστό	비율	N;NOM;NEUT;SG	N
καθηγητής	강사	καθηγητής	강사	N;NOM;MASC;SG	N
καθηγητής	교수	καθηγητής	교수	N;NOM;MASC;SG	N
καθηγητής	교수님	καθηγητής	교수+님	N;NOM;MASC;SG	N
καθηγητής	교사	καθηγητής	교사	N;NOM;MASC;SG	N
καθηγητής	스승	καθηγητής	스승	N;NOM;MASC;SG	N
συμβούλιο	협의회	συμβούλιο	협의회	N;NOM;NEUT;SG	N
συμβούλιο	평의회	συμβούλιο	평의회	N;NOM;NEUT;SG	N
μέσο	악기	μέσος	악기	N;ACC;NEUT;SG	N
μέσο	계기	μέσος	계기	N;ACC;NEUT;SG	N
μέσο	미디어	μέσος	미디어	N;ACC;NEUT;SG	N
μέσο	중간	μέσος	중간	N;ACC;NEUT;SG	N
συνέχισε	계속하기	συνεχίζω	계속+하+기	V;PFV;IND;SG;3;PST;FIN;ACT	V
έρευνα	조사	έρευνα	조사	N;NOM;FEM;SG	N
έρευνα	수사	έρευνα	수사	N;NOM;FEM;SG	N
έρευνα	설문조사	έρευνα	설문조사	N;NOM;FEM;SG	N
έρευνα	조사	έρευνα	조사	N;NOM;FEM;SG	N
έρευνα	연구	έρευνα	연구	N;NOM;FEM;SG	N
γέννησης	출생	γέννηση	출생	N;GEN;FEM;SG	N
γέννησης	탄생	γέννηση	탄생	N;GEN;FEM;SG	N
γέννησης	출산	γέννηση	출산	N;GEN;FEM;SG	N
έννοια	의미	έννοια	의미	N;NOM;FEM;SG	N
έννοια	개념	έννοια	개념	N;NOM;FEM;SG	N
χαρακτήρα	성격	χαρακτήρας	성격	N;ACC;MASC;SG	N
χαρακτήρα	문자	χαρακτήρας	문자	N;ACC;MASC;SG	N
χαρακτήρα	인물	χαρακτήρας	인물	N;ACC;MASC;SG	N
δυνατότητα	가능성	δυνατότητα	가능성	N;ACC;FEM;SG	N
θερμοκρασία	온도	θερμοκρασία	온도	N;NOM;FEM;SG	N
σπουδές	공부	σπουδός	공부	N;NOM;FEM;PL	N
οργάνωση	조직	οργάνωση	조직	N;NOM;FEM;SG	N
οργάνωση	기구	οργάνωση	기구	N;NOM;FEM;SG	N
οργάνωση	단체	οργάνωση	단체	N;NOM;FEM;SG	N
οργάνωση	조직	οργάνωση	조직	N;NOM;FEM;SG	N
οργάνωση	기구	οργάνωση	기구	N;NOM;FEM;SG	N
όμιλος	집단	όμιλος	집단	N;NOM;MASC;SG	N
μετάφραση	번역기	μετάφραση	번역기	N;ACC;FEM;SG	N
κορυφή	인기	κορυφή	인기	N;ACC;FEM;SG	N
βιβλιοθήκη	도서관	βιβλιοθήκη	도서관	N;NOM;FEM;SG	N
λόγους	이유	λόγος	이유	N;ACC;MASC;PL	N
σημαία	깃발	σημαία	깃발	N;NOM;FEM;SG	N
σημαία	국기	σημαία	국기	N;NOM;FEM;SG	N
σημαία	플래그	σημαία	플래그	N;NOM;FEM;SG	N
δεδομένων	자료	δεδομένο	자료	N;GEN;NEUT;PL	N
δεδομένων	데이터	δεδομένο	데이터	N;GEN;NEUT;PL	N
βρέθηκε	찾았다	βρίσκω	찾+았+다	V;PFV;IND;SG;3;PST;FIN;PASS	V
βρέθηκε	찾았습니다	βρίσκω	찾+았+습니다	V;PFV;IND;SG;3;PST;FIN;PASS	V
βρέθηκε	발견됨	βρίσκω	발견+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
έξω	밖에서	έξω	밖+에서	ADV	ADV
διοίκηση	명령	διοίκηση	명령	N;ACC;FEM;SG	N
διοίκηση	명령어	διοίκηση	명령+어	N;ACC;FEM;SG	N
διοίκηση	사령부	διοίκηση	사령부	N;ACC;FEM;SG	N
διοίκηση	경영	διοίκηση	경영	N;ACC;FEM;SG	N
διοίκηση	관리	διοίκηση	관리	N;ACC;FEM;SG	N
διοίκηση	행정학	διοίκηση	행정학	N;ACC;FEM;SG	N
εφαρμογή	구현	εφαρμογή	구현	N;NOM;FEM;SG	N
εφαρμογή	프로그램	εφαρμογή	프로그램	N;NOM;FEM;SG	N
σύζυγος	남편	σύζυγος	남편	N;NOM;MASC;SG	N
σύζυγος	아내	σύζυγος	아내	N;NOM;MASC;SG	N
βραβεία	수상	βραβείο	수상	N;NOM;NEUT;PL	N
ημερομηνία	데이트	ημερομηνία	데이트	N;ACC;FEM;SG	N
μέρη	부품	μέρος	부품	N;NOM;NEUT;PL	N
μέρη	부분	μέρος	부분	N;NOM;NEUT;PL	N
μέρη	음식점	μέρος	음식점	N;NOM;NEUT;PL	N
μέρη	장소	μέρος	장소	N;NOM;NEUT;PL	N
μέρη	파티	μέρος	파티	N;NOM;NEUT;PL	N
λόγος	이유	λόγος	이유	N;NOM;MASC;SG	N
λόγος	연설	λόγος	연설	N;NOM;MASC;SG	N
λόγος	음성	λόγος	음성	N;NOM;MASC;SG	N
παιχνίδι	게임	παιχνίδι	게임	N;NOM;NEUT;SG	N
παιχνίδι	경기	παιχνίδι	경기	N;NOM;NEUT;SG	N
παιχνίδι	장난감	παιχνίδι	장난감	N;NOM;NEUT;SG	N
παιχνίδι	장난감이	παιχνίδι	장난감+이	N;NOM;NEUT;SG	N
παιχνίδι	재생	παιχνίδι	재생	N;NOM;NEUT;SG	N
παιχνίδι	연주	παιχνίδι	연주	N;NOM;NEUT;SG	N
διοργάνωση	조직	διοργάνωση	조직	N;NOM;FEM;SG	N
διοργάνωση	기구	διοργάνωση	기구	N;NOM;FEM;SG	N
σχήμα	형태	σχήμα	형태	N;NOM;NEUT;SG	N
σχήμα	모양	σχήμα	모양	N;NOM;NEUT;SG	N
σχήμα	그림	σχήμα	그림	N;NOM;NEUT;SG	N
φεστιβάλ	축제	φεστιβάλ	축제	N;NOM;NEUT;SG	N
φεστιβάλ	축제	φεστιβάλ	축제	N;NOM;NEUT;SG	N
ονόματα	이름	όνομα	이름	N;NOM;NEUT;PL	N
επίσημα	공식적으로	επίσημα	공식+적+으로	ADV	ADV
επιχείρηση	작동	επιχείρηση	작동	N;ACC;FEM;SG	N
επιχείρηση	작전	επιχείρηση	작전	N;ACC;FEM;SG	N
επιχείρηση	기업	επιχείρηση	기업	N;ACC;FEM;SG	N
αποφάσισε	결정하기	αποφασίζω	결정+하+기	V;PFV;IND;SG;3;PST;FIN;ACT	V
συνθήκη	조약	συνθήκη	조약	N;NOM;FEM;SG	N
πρόσωπο	사람	πρόσωπο	사람	N;NOM;NEUT;SG	N
πρόσωπο	얼굴	πρόσωπο	얼굴	N;NOM;NEUT;SG	N
πρόσωπο	얼굴이	πρόσωπο	얼굴+이	N;NOM;NEUT;SG	N
εξέλιξη	개발	εξέλιξη	개발	N;ACC;FEM;SG	N
εξέλιξη	발달	εξέλιξη	발달	N;ACC;FEM;SG	N
εξέλιξη	진화	εξέλιξη	진화	N;ACC;FEM;SG	N
εξέλιξη	진화론	εξέλιξη	진화론	N;ACC;FEM;SG	N
κοινότητας	공동체	κοινότητα	공동체	N;GEN;FEM;SG	N
κίνηση	모션	κίνηση	모션	N;ACC;FEM;SG	N
κίνηση	이동	κίνηση	이동	N;ACC;FEM;SG	N
κίνηση	교통량	κίνηση	교통량	N;ACC;FEM;SG	N
κίνηση	트래픽	κίνηση	트래픽	N;ACC;FEM;SG	N
κίνηση	교통	κίνηση	교통	N;ACC;FEM;SG	N
κίνηση	운동	κίνηση	운동	N;ACC;FEM;SG	N
μέρα	하루	μέρα	하루	N;ACC;FEM;SG	N
ώρα	시간	ώρα	시간	N;ACC;FEM;SG	N
συμφωνία	협정	συμφωνία	협정	N;ACC;FEM;SG	N
συμφωνία	합의	συμφωνία	합의	N;ACC;FEM;SG	N
σκηνοθεσία	감독	σκηνοθεσία	감독	N;ACC;FEM;SG	N
σκηνοθεσία	연출	σκηνοθεσία	연출	N;ACC;FEM;SG	N
συγγραφείς	작가	σύγγραφη	작가	N;NOM;MASC;PL	N
συγγραφείς	작가	σύγγραφη	작가	N;NOM;MASC;PL	N
συγγραφείς	제작자	σύγγραφη	제작자	N;NOM;MASC;PL	N
συγγραφείς	작성자	σύγγραφη	작성자	N;NOM;MASC;PL	N
πλοία	보트	πλοίο	보트	N;NOM;NEUT;PL	N
πλοία	혈관	πλοίο	혈관	N;NOM;NEUT;PL	N
συστήματα	체계	σύστημα	체계	N;NOM;NEUT;PL	N
συστήματα	시스템	σύστημα	시스템	N;NOM;NEUT;PL	N
σημεία	점수	σημείο	점수	N;NOM;NEUT;PL	N
αλλαγή	변화	αλλαγή	변화	N;ACC;FEM;SG	N
αλλαγή	변경	αλλαγή	변경	N;ACC;FEM;SG	N
σημασία	중요성	σημασία	중요성	N;NOM;FEM;SG	N
χαρακτηριστικό	특성	χαρακτηριστικός	특성	N;NOM;NEUT;SG	N
χαρακτηριστικό	특징	χαρακτηριστικός	특징	N;NOM;NEUT;SG	N
χαρακτηριστικό	기능	χαρακτηριστικός	기능	N;NOM;NEUT;SG	N
χαρακτηριστικό	속성	χαρακτηριστικός	속성	N;NOM;NEUT;SG	N
διαίρεση	사단	διαίρεση	사단	N;NOM;FEM;SG	N
διαίρεση	디비전	διαίρεση	디비전	N;NOM;FEM;SG	N
διευθυντής	감독	διευθυντής	감독	N;NOM;MASC;SG	N
διευθυντής	관리자	διευθυντής	관리자	N;NOM;MASC;SG	N
τέχνη	예술	τέχνω	예술	N;NOM;FEM;SG	N
τέχνη	미술	τέχνω	미술	N;NOM;FEM;SG	N
δικαιώματα	권리	δικαίωμα	권리	N;NOM;NEUT;PL	N
διαφορά	차이	διαφορά	차이	N;NOM;FEM;SG	N
επίδραση	영향	επίδραση	영향	N;ACC;FEM;SG	N
επίδραση	효과	επίδραση	효과	N;ACC;FEM;SG	N
βάρος	부담	βάρος	부담	N;ACC;NEUT;SG	N
βάρος	몸무게	βάρος	몸무+게	N;ACC;NEUT;SG	N
βάρος	몸무게가	βάρος	몸무게+가	N;ACC;NEUT;SG	N
βάρος	체중	βάρος	체중	N;ACC;NEUT;SG	N
ναό	신전	ναός	신전	N;ACC;MASC;SG	N
ναό	사원	ναός	사원	N;ACC;MASC;SG	N
τροχιά	트랙	τροχιά	트랙	N;NOM;FEM;SG	N
τροχιά	추적	τροχιά	추적	N;NOM;FEM;SG	N
τροχιά	궤도	τροχιά	궤도	N;NOM;FEM;SG	N
πρόσωπα	얼굴	πρόσωπο	얼굴	N;NOM;NEUT;PL	N
πρόσωπα	얼굴들	πρόσωπο	얼굴+들	N;NOM;NEUT;PL	N
αντίθεση	대비	αντίθεση	대비	N;ACC;FEM;SG	N
υπηρεσία	에이전시	υπηρεσία	에이전시	N;NOM;FEM;SG	N
υπηρεσία	대행사	υπηρεσία	대행사	N;NOM;FEM;SG	N
υπηρεσία	대리점	υπηρεσία	대리점	N;NOM;FEM;SG	N
υπηρεσία	서비스	υπηρεσία	서비스	N;NOM;FEM;SG	N
στοιχείο	항목	στοιχείο	항목	N;NOM;NEUT;SG	N
στοιχείο	품목	στοιχείο	품목	N;NOM;NEUT;SG	N
στοιχείο	아이템	στοιχείο	아이템	N;NOM;NEUT;SG	N
στοιχείο	요소	στοιχείο	요소	N;NOM;NEUT;SG	N
στοιχείο	원소	στοιχείο	원소	N;NOM;NEUT;SG	N
ταχύτητα	속력	ταχύτητα	속력	N;ACC;FEM;SG	N
ταχύτητα	스피드	ταχύτητα	스피드	N;ACC;FEM;SG	N
όρους	약관	όρος	약관	N;ACC;MASC;PL	N
όρους	용어	όρος	용어	N;ACC;MASC;PL	N
κυκλοφορία	교통량	κυκλοφορία	교통량	N;ACC;FEM;SG	N
κυκλοφορία	트래픽	κυκλοφορία	트래픽	N;ACC;FEM;SG	N
κυκλοφορία	교통	κυκλοφορία	교통	N;ACC;FEM;SG	N
κυκλοφορία	순환	κυκλοφορία	순환	N;ACC;FEM;SG	N
αλλαγές	변화	αλλαγή	변화	N;NOM;FEM;PL	N
αλλαγές	변경	αλλαγή	변경	N;NOM;FEM;PL	N
αντικείμενο	항목	αντικείμενο	항목	N;NOM;NEUT;SG	N
