august	август	august	август	N;MASC;SG	N;INDF;MASC;SG
atribuição	задача	atribuição	задача	N;FEM;SG	N;INDF;FEM;SG
atribuição	признание	atribuição	признание	N;FEM;SG	N;INDF;NEUT;SG
patrono	покровител	patrono	покровител	N;MASC;SG	N;INDF;MASC;SG
patrono	патрон	patrono	патрон	N;MASC;SG	N;INDF;MASC;SG
mônica	моника	mônica	моника	N;FEM;SG	N;INDF;FEM;SG
regência	regency	regência	regency	N;FEM;SG	N;INDF;MASC;SG
novato	новак	novato	новак	N;MASC;SG	N;INDF;MASC;SG
novato	новобранец	novato	новобранец	N;MASC;SG	N;INDF;MASC;SG
mensal	месечна	mensal	месечен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
mensal	месечен	mensal	месечен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
favorito	отметка	favorito	отметка	N;MASC;SG	N;INDF;FEM;SG
favorito	фаворит	favorito	фаворит	N;MASC;SG	N;INDF;MASC;SG
favorito	любимка	favorito	любимка	N;MASC;SG	N;INDF;FEM;SG
conservador	консервативна	conservador	консервативен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
conservador	консервативен	conservador	консервативен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
circo	циркът	circo	цирк	N;MASC;SG	N;DEF;MASC;SG
circo	цирк	circo	цирк	N;MASC;SG	N;INDF;MASC;SG
circo	цирка	circo	цирк	N;MASC;SG	N;DEF;MASC;SG
selecionado	избрана	selecionar	избера	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
selecionado	избрано	selecionar	избера	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
selecionado	избран	selecionar	избера	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
irene	айрийн	irene	айрийн	N;FEM;SG	N;INDF;MASC;SG
bebidas	напитки	bebida	напитка	N;FEM;PL	N;INDF;FEM;PL
bebidas	напитки	bebida	напитка	N;FEM;PL	N;INDF;FEM;PL
bebidas	питиета	bebida	питие	N;FEM;PL	N;INDF;NEUT;PL
caçador	ловец	caçador	ловец	N;MASC;SG	N;INDF;MASC;SG
monge	монах	monge	монах	N;MASC;SG	N;INDF;MASC;SG
naruto	наруто	naruto	наруто	N;MASC;SG	N;INDF;NEUT;SG
pôr	сложи	pôr	сложа-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
atacado	атакуван	atacar	атакувам	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
trigo	пшеница	trigo	пшеница	N;MASC;SG	N;INDF;FEM;SG
trigo	жито	trigo	жито	N;MASC;SG	N;INDF;NEUT;SG
quentes	топли	quente	топъл	ADJ;MASC;PL	ADJ;INDF;PL
cenários	сценарии	cenário	сценарий	N;MASC;PL	N;INDF;MASC;PL
pacote	опаковка	pacote	опаковка	N;MASC;SG	N;INDF;FEM;SG
pacote	глутница	pacote	глутница	N;MASC;SG	N;INDF;FEM;SG
pacote	пакет	pacote	пакет	N;MASC;SG	N;INDF;MASC;SG
pacote	пачка	pacote	пачка	N;MASC;SG	N;INDF;FEM;SG
pacote	сноп	pacote	сноп	N;MASC;SG	N;INDF;MASC;SG
pacote	пратка	pacote	пратка	N;MASC;SG	N;INDF;FEM;SG
pacote	пакет	pacote	пакет	N;MASC;SG	N;INDF;MASC;SG
pacote	пакетът	pacote	пакет	N;MASC;SG	N;DEF;MASC;SG
pacote	опаковка	pacote	опаковка	N;MASC;SG	N;INDF;FEM;SG
silêncio	тишина	silêncio	тишина	N;MASC;SG	N;INDF;FEM;SG
silêncio	мълчание	silêncio	мълчание	N;MASC;SG	N;INDF;NEUT;SG
silêncio	мълчанието	silêncio	мълчание	N;MASC;SG	N;DEF;NEUT;SG
silêncio	тишината	silêncio	тишина	N;MASC;SG	N;DEF;FEM;SG
silêncio	мълчание	silêncio	мълчание	N;MASC;SG	N;INDF;NEUT;SG
silêncio	мълчалив	silêncio	мълчалив	N;MASC;SG	N;INDF;MASC;SG
buraco	дупка	buraco	дупка	N;MASC;SG	N;INDF;FEM;SG
buraco	дупката	buraco	дупка	N;MASC;SG	N;DEF;FEM;SG
nono	девета	nono	девети	ADJ;MASC;SG	ADJ;INDF;FEM;SG
nono	девети	nono	девети	ADJ;MASC;SG	ADJ;INDF;MASC;SG
pernambucano	пернамбукано	pernambucano	пернамбукано	N;MASC;SG	N;INDF;MASC;SG
principado	княжество	principado	княжество	N;MASC;SG	N;INDF;NEUT;SG
helen	хелен	helen	хелен	N;FEM;SG	N;INDF;MASC;SG
ascendência	слизане	ascendência	слизане	N;FEM;SG	N;INDF;NEUT;SG
ascendência	спускане	ascendência	спускане	N;FEM;SG	N;INDF;NEUT;SG
esperando	чакаме	esperar	чакам	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
esperando	чакам	esperar	чакам	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
madame	госпожо	madame	госпожо	N;FEM;SG	N;INDF;FEM;SG
madame	мадам	madame	мадам	N;FEM;SG	N;INDF;FEM;SG
carácter	характер	carácter	характер	N;MASC;SG	N;INDF;MASC;SG
voltas	обиколки	volta	обиколка	N;FEM;PL	N;INDF;FEM;PL
cap	капачка	cap	капачка	N;MASC;SG	N;INDF;FEM;SG
cap	осп	cap	осп	N;MASC;SG	N;INDF;FEM;SG
cap	кап	cap	кап	N;MASC;SG	N;INDF;MASC;SG
delegado	делегиране	delegado	делегиране	N;MASC;SG	N;INDF;NEUT;SG
delegado	заместник	delegado	заместник	N;MASC;SG	N;INDF;MASC;SG
funcional	функционален	funcional	функционален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
funcional	функционална	funcional	функционален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
amadores	аматьори	amadores	аматьор	N;MASC;PL	N;INDF;MASC;PL
amadores	аматьори	amadores	аматьор	N;MASC;PL	N;INDF;MASC;PL
protecção	защита	protecção	защита	N;FEM;SG	N;INDF;FEM;SG
protecção	закрила	protecção	закрила	N;FEM;SG	N;INDF;FEM;SG
jogado	играл	jogar	играя	V;MASC;SG;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
transferida	прехвърлен	transferir	прехвърля-(се)	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
transferida	прехвърлено	transferir	прехвърля-(се)	V;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
transferida	преместен	transferir	преместя-(се)	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
transferida	прехвърлена	transferir	прехвърля-(се)	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
empresarial	корпоративен	empresarial	корпоративен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
empresarial	корпоративна	empresarial	корпоративен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
leves	леки	leve	лек	ADJ;MASC;PL	ADJ;INDF;PL
montevidéu	монтевидео	montevidér	монтевидео	N;MASC;SG	N;INDF;MASC;SG
bico	клюн	bico	клюн	N;MASC;SG	N;INDF;MASC;SG
arranjo	подредба	arranjo	подредба	N;MASC;SG	N;INDF;FEM;SG
arranjo	уговорка	arranjo	уговорка	N;MASC;SG	N;INDF;FEM;SG
arranjo	споразумение	arranjo	споразумение	N;MASC;SG	N;INDF;NEUT;SG
agências	агенции	agência	агенция	N;FEM;PL	N;INDF;FEM;PL
margaret	маргарет	margaret	маргарет	N;FEM;SG	N;INDF;FEM;SG
standard	стандарт	standard	стандарт	N;MASC;SG	N;INDF;MASC;SG
respectivas	съответни	respectivo	съответен	ADJ;FEM;PL	ADJ;INDF;PL
adolf	адолф	adolf	адолф	N;MASC;SG	N;INDF;MASC;SG
jam	конфитюр	jam	конфитюр	N;MASC;SG	N;INDF;MASC;SG
jam	мармалад	jam	мармалад	N;MASC;SG	N;INDF;FEM;SG
seattle	сиатъл	seattle	сиатъл	N;MASC;SG	N;INDF;MASC;SG
cruzada	поход	cruzar	поход	N;FEM;SG	N;INDF;MASC;SG
preparado	приготвен	preparar	приготвен	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
preparado	подготвен	preparar	подготвя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
preparado	подготвено	preparar	подготвя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
preparado	подготвена	preparar	подготвя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
chamando	вика	chamar	викам	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
servido	служил	servido	служа	V;MASC;SG;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
bass	бас	bass	бас	N;MASC;SG	N;INDF;MASC;SG
bass	баса	bass	баса	N;MASC;SG	N;DEF;MASC;SG
bass	костур	bass	костур	N;MASC;SG	N;INDF;MASC;SG
receitas	приходи	receita	приход	N;FEM;PL	N;INDF;MASC;PL
receitas	рецепти	receita	рецепта	N;FEM;PL	N;INDF;FEM;PL
receitas	рецептите	receita	рецепта	N;FEM;PL	N;DEF;FEM;PL
receitas	приходи	receita	приход	N;FEM;PL	N;INDF;MASC;PL
receitas	доходи	receita	доход	N;FEM;PL	N;INDF;MASC;PL
receitas	приходи	receita	приход	N;FEM;PL	N;INDF;MASC;PL
devil	дявол	devil	дявол	N;MASC;SG	N;INDF;MASC;SG
devil	дявола	devil	дявол	N;MASC;SG	N;DEF;MASC;SG
pioneiros	пионери	pioneiro	пионер	N;MASC;PL	N;INDF;MASC;PL
complexa	сложна	complexo	сложен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
moisés	моузес	moisés	моузес	N;MASC;SG	N;INDF;MASC;SG
moisés	мойсей	moisés	мойсей	N;MASC;SG	N;INDF;MASC;SG
formações	обучения	formação	обучение	N;FEM;PL	N;INDF;NEUT;PL
formações	образувания	formação	образувам	N;FEM;PL	N;INDF;NEUT;PL
formações	формации	formação	формация	N;FEM;PL	N;INDF;FEM;PL
exportação	износ	exportação	износ	N;FEM;SG	N;INDF;MASC;SG
exportação	изнасяне	exportação	изнасяне	N;FEM;SG	N;INDF;NEUT;SG
exportação	износ	exportação	износ	N;FEM;SG	N;INDF;MASC;SG
incluídos	включени	incluir	включа-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
simpson	симпсън	simpson	симпсън	N;MASC;SG	N;INDF;MASC;SG
cratera	кратер	craterar	кратер	N;FEM;SG	N;INDF;MASC;SG
cratera	кратера	craterar	кратер	N;FEM;SG	N;DEF;MASC;SG
hábito	навик	hábito	навик	N;MASC;SG	N;INDF;MASC;SG
detetive	детектив	detetive	детектив	N;MASC;SG	N;INDF;MASC;SG
lagoas	лагуни	lagoa	лагуна	N;FEM;PL	N;INDF;FEM;PL
restauro	възстановяване	restauro	възстановяване	N;MASC;SG	N;INDF;NEUT;SG
restauro	възстановяване	restauro	възстановяване	N;MASC;SG	N;INDF;NEUT;SG
publicamente	публично	publicamente	публично	ADV	ADV
frederick	фредерик	frederick	фредерик	N;MASC;SG	N;INDF;MASC;SG
levantamento	повдигане	levantamento	повдигане	N;MASC;SG	N;INDF;NEUT;SG
levantamento	вдигане	levantamento	вдигане	N;MASC;SG	N;INDF;NEUT;SG
cumprimento	съответствие	cumprimento	съответствие	N;MASC;SG	N;INDF;NEUT;SG
cumprimento	спазване	cumprimento	спазване	N;MASC;SG	N;INDF;NEUT;SG
cumprimento	поздрав	cumprimento	поздрав	N;MASC;SG	N;INDF;MASC;SG
sacramento	сакраменто	sacramento	сакраменто	N;MASC;SG	N;INDF;NEUT;SG
sacramento	тайнство	sacramento	тайнство	N;MASC;SG	N;INDF;NEUT;SG
linhagem	потекло	linhagem	потекло	N;FEM;SG	N;INDF;NEUT;SG
temporariamente	временно	temporariamente	временно	ADV	ADV
temporariamente	временно	temporariamente	временно	ADV	ADV
avançado	напреднал	avançar	напредна	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
avançado	напреднала	avançar	напредна	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
avançado	разширено	avançar	разширя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
incluídas	включени	incluir	включа-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
interpretações	тълкувания	interpretação	тълкуване	N;FEM;PL	N;INDF;NEUT;PL
alerta	тревога	alerta	тревога	N;MASC;SG	N;INDF;FEM;SG
rotas	маршрутите	roto	маршрут	N;FEM;PL	N;DEF;MASC;PL
rotas	пътища	roto	път	N;FEM;PL	N;INDF;MASC;PL
rotas	маршрути	roto	маршрут	N;FEM;PL	N;INDF;MASC;PL
perna	крак	perna	крак	N;FEM;SG	N;INDF;MASC;SG
haiti	хаити	haitir	хаит	N;MASC;SG	N;INDF;MASC;SG
haiti	хаити	haitir	хаит	N;MASC;SG	N;INDF;MASC;SG
mágica	вълшебство	mágico	вълшебство	N;FEM;SG	N;INDF;NEUT;SG
mágica	магия	mágico	магия	N;FEM;SG	N;INDF;FEM;SG
macmillan	макмилън	macmillan	макмилън	N;MASC;SG	N;INDF;MASC;SG
oitavas	октави	oitavo	октавя-(се)	N;FEM;PL	N;INDF;FEM;PL
dever	мито	dever	мито	N;MASC;SG	N;INDF;NEUT;SG
dever	дълг	dever	дълг	N;MASC;SG	N;INDF;MASC;SG
dever	задължение	dever	задължение	N;MASC;SG	N;INDF;NEUT;SG
trek	трек	trek	трек	N;MASC;SG	N;INDF;MASC;SG
folk	фолк	folk	фолк	N;MASC;SG	N;INDF;MASC;SG
einstein	айнщайн	einstein	айнщайн	N;MASC;SG	N;INDF;MASC;SG
pimenta	пепър	pimenta	пепър	N;FEM;SG	N;INDF;MASC;SG
pimenta	чушка	pimenta	чушка	N;FEM;SG	N;INDF;FEM;SG
pimenta	пипер	pimenta	пипер	N;FEM;SG	N;INDF;MASC;SG
quarteto	квартет	quarteto	квартет	N;MASC;SG	N;INDF;MASC;SG
quarteto	четворка	quarteto	четворка	N;MASC;SG	N;INDF;FEM;SG
adicionado	добавена	adicionar	добавя	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
adicionado	добавен	adicionar	добавен	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
adicionado	добавено	adicionar	добавя	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
discovery	откритие	discovery	откритие	N;MASC;SG	N;INDF;NEUT;SG
discovery	разкритие	discovery	разкритие	N;MASC;SG	N;INDF;NEUT;SG
discovery	дискавъри	discovery	дискавър	N;MASC;SG	N;INDF;MASC;SG
discovery	откриване	discovery	откриване	N;MASC;SG	N;INDF;NEUT;SG
model	образец	model	образец	N;MASC;SG	N;INDF;MASC;SG
model	модел	model	модел	N;MASC;SG	N;INDF;MASC;SG
alpha	алфа	alpha	алфа	N;MASC;SG	N;INDF;FEM;SG
chelsea	челси	chelsea	челса	N;MASC;SG	N;INDF;MASC;SG
hero	херо	hero	херо	N;MASC;SG	N;INDF;MASC;SG
hero	герой	hero	герой	N;MASC;SG	N;INDF;MASC;SG
uniformes	униформи	uniforme	униформа	N;MASC;PL	N;INDF;FEM;PL
uniformes	униформи	uniforme	униформа	N;MASC;PL	N;INDF;FEM;PL
junção	обединяване	junção	обединяване	N;FEM;SG	N;INDF;NEUT;SG
junção	сливане	junção	сливане	N;FEM;SG	N;INDF;NEUT;SG
junção	възел	junção	възел	N;FEM;SG	N;INDF;MASC;SG
junção	кръстовище	junção	кръстовище	N;FEM;SG	N;INDF;NEUT;SG
fábricas	фабрики	fábrica	фабрика	N;FEM;PL	N;INDF;FEM;PL
fábricas	заводи	fábrica	завод	N;FEM;PL	N;INDF;MASC;PL
teen	тийн	teen	тийн	N;MASC;SG	N;INDF;MASC;SG
teen	тинейджър	teen	тинейджър	N;MASC;SG	N;INDF;MASC;SG
teen	тийнейджър	teen	тийнейджър	N;MASC;SG	N;INDF;MASC;SG
sérvio	сърбин	sérvio	сърбин	N;MASC;SG	N;INDF;MASC;SG
reich	райх	reich	райх	N;MASC;SG	N;INDF;MASC;SG
dilma	дилма	dilma	дилма	N;FEM;SG	N;DEF;MASC;SG
vendida	продаден	vender	продам	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vendida	продадена	vender	продам	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vendida	продадено	vender	продам	V;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
aquitânia	аквитания	aquitânia	аквитане	N;FEM;SG	N;INDF;FEM;SG
claudia	клаудия	claudia	клаудия	N;FEM;SG	N;INDF;FEM;SG
tendências	тенденции	tendência	тенденция	N;FEM;PL	N;INDF;FEM;PL
tendências	тенденции	tendência	тенденция	N;FEM;PL	N;INDF;FEM;PL
bang	банг	bang	банг	N;MASC;SG	N;INDF;MASC;SG
bang	взрив	bang	взрив	N;MASC;SG	N;INDF;MASC;SG
tomadas	взети	tomar	взема	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
relativo	относителна	relativo	относителен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
planície	равнина	planície	равнина	N;FEM;SG	N;INDF;FEM;SG
planície	plain	planície	plain	N;FEM;SG	N
pilares	стълбове	pilar	стълб	N;MASC;PL	N;INDF;MASC;PL
pilares	колони	pilar	колона	N;MASC;PL	N;INDF;FEM;PL
caracterizada	характеризира	caracterizar	характеризирам	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
dialeto	диалект	dialeto	диалект	N;MASC;SG	N;INDF;MASC;SG
dialeto	говор	dialeto	говор	N;MASC;SG	N;INDF;MASC;SG
designer	дизайнер	designer	дизайнер	N;MASC;SG	N;INDF;MASC;SG
senadores	сенатори	senador	сенатор	N;MASC;PL	N;INDF;MASC;PL
canhões	оръдия	canhão	оръди	N;MASC;PL	N;INDF;NEUT;PL
canhões	оръдия	canhão	оръди	N;MASC;PL	N;INDF;NEUT;PL
praças	квадрати	praça	квадрат	N;FEM;PL	N;INDF;MASC;PL
barreiras	прегради	barreira	преградя	N;FEM;PL	N;INDF;FEM;PL
barreiras	бариери	barreira	бариера	N;FEM;PL	N;INDF;FEM;PL
barreiras	пречки	barreira	пречка	N;FEM;PL	N;INDF;FEM;PL
voar	лети	voar	летя	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
voar	лети	voar	летя	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
empire	империята	empire	империя	N;MASC;SG	N;DEF;FEM;SG
empire	емпайър	empire	емпайър	N;MASC;SG	N;INDF;MASC;SG
empire	империя	empire	империя	N;MASC;SG	N;INDF;FEM;SG
doação	дарение	doação	дарение	N;FEM;SG	N;INDF;NEUT;SG
dieta	диета	dieta	диета	N;FEM;SG	N;INDF;FEM;SG
mercury	живак	mercury	живак	N;MASC;SG	N;INDF;MASC;SG
mercury	меркурий	mercury	меркурий	N;MASC;SG	N;INDF;MASC;SG
ninja	нинджа	ninja	нинджа	N;MASC;SG	N;INDF;FEM;SG
gabriela	габриела	gabriela	габриела	N;FEM;SG	N;INDF;FEM;SG
gabriela	габриела	gabriela	габриела	N;FEM;SG	N;INDF;FEM;SG
match	мач	match	мач	N;MASC;SG	N;INDF;MASC;SG
match	съвпадение	match	съвпадение	N;MASC;SG	N;INDF;NEUT;SG
governou	постанови	governar	постановя	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
logística	логистика	logístico	логистика	N;FEM;SG	N;INDF;FEM;SG
diplomata	дипломат	diplomata	дипломат	N;MASC;SG	N;INDF;MASC;SG
depósitos	депозити	depósito	депозит	N;MASC;PL	N;INDF;MASC;PL
ataca	атакува	atacar	атакувам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
túnel	тунел	túnel	тунел	N;MASC;SG	N;INDF;MASC;SG
salomão	соломон	salomão	соломон	N;MASC;SG	N;INDF;MASC;SG
piedade	съжаление	piedade	съжаление	N;FEM;SG	N;INDF;NEUT;SG
piedade	жалост	piedade	жалост	N;FEM;SG	N;INDF;FEM;SG
piedade	жал	piedade	жал	N;FEM;SG	N;INDF;FEM;SG
piedade	мърси	piedade	мърся	N;FEM;SG	N;INDF;FEM;SG
piedade	милосърдие	piedade	милосърдие	N;FEM;SG	N;INDF;NEUT;SG
piedade	милост	piedade	милост	N;FEM;SG	N;INDF;FEM;SG
mármore	мрамор	mármore	мрамор	N;MASC;SG	N;INDF;MASC;SG
mármore	топче	mármore	топче	N;MASC;SG	N;INDF;NEUT;SG
romântica	романтична	romântico	романтичен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
romântica	романтичен	romântico	романтичен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
dezoito	осемнадесет	dezoito	осемнадесет	NUM	NUM;INDF;PL
fazendas	ферми	fazenda	ферма	N;FEM;PL	N;INDF;FEM;PL
fazendas	стопанства	fazenda	стопанство	N;FEM;PL	N;INDF;NEUT;PL
terço	трети	terço	трети	ADJ;MASC;SG	ADJ;INDF;MASC;SG
terço	трета	terço	трети	ADJ;MASC;SG	ADJ;INDF;FEM;SG
substituto	заместител	substituto	заместител	N;MASC;SG	N;INDF;MASC;SG
substituto	заместване	substituto	заместване	N;MASC;SG	N;INDF;NEUT;SG
substituto	подмяна	substituto	подмяна	N;MASC;SG	N;INDF;FEM;SG
substituto	замяна	substituto	замяна	N;MASC;SG	N;INDF;FEM;SG
substituto	заместване	substituto	заместване	N;MASC;SG	N;INDF;NEUT;SG
advogados	адвокати	advogado	адвокат	N;MASC;PL	N;INDF;MASC;PL
advogados	адвокатите	advogado	адвокат	N;MASC;PL	N;DEF;MASC;PL
advogados	юристи	advogado	юрист	N;MASC;PL	N;INDF;MASC;PL
holland	холанд	holland	холанд	N;MASC;SG	N;INDF;MASC;SG
escura	тъмна	escuro	тъмен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
escura	тъмен	escuro	тъмен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
simone	симона	simone	симон	N;FEM;SG	N;INDF;FEM;SG
competência	правоспособност	competência	правоспособност	N;FEM;SG	N;INDF;FEM;SG
competência	компетентност	competência	компетентност	N;FEM;SG	N;INDF;FEM;SG
competência	компетентност	competência	компетентност	N;FEM;SG	N;INDF;FEM;SG
competência	юрисдикция	competência	юрисдикция	N;FEM;SG	N;INDF;FEM;SG
competência	компетентност	competência	компетентност	N;FEM;SG	N;INDF;FEM;SG
competência	компетентността	competência	компетентност	N;FEM;SG	N;DEF;FEM;SG
talentos	талантите	talento	талант	N;MASC;PL	N;DEF;MASC;PL
talentos	таланти	talento	талант	N;MASC;PL	N;INDF;MASC;PL
talentos	таланти	talento	талант	N;MASC;PL	N;INDF;MASC;PL
júlia	джулия	júlia	джулие	N;FEM;SG	N;INDF;FEM;SG
traduzir	преведа	traduzir	преведа	V;NFIN	V;PFV;IND;SG;1;PST;FIN;ACT
traduzir	преведете	traduzir	преведа	V;NFIN	V;PFV;IMP;PL;2;FIN
cúpula	купол	cúpula	купол	N;FEM;SG	N;INDF;MASC;SG
cúpula	купола	cúpula	купол	N;FEM;SG	N;DEF;MASC;SG
cúpula	куполът	cúpula	купол	N;FEM;SG	N;DEF;MASC;SG
parceiros	партньори	parceiro	партньор	N;MASC;PL	N;INDF;MASC;PL
parceiros	съдружници	parceiro	съдружник	N;MASC;PL	N;INDF;MASC;PL
acordos	споразумения	acordo	споразумение	N;MASC;PL	N;INDF;NEUT;PL
cruzamento	пресичане	cruzamento	пресичане	N;MASC;SG	N;INDF;NEUT;SG
cruzamento	кръстовището	cruzamento	кръстовище	N;MASC;SG	N;DEF;NEUT;SG
cruzamento	пресичане	cruzamento	пресичане	N;MASC;SG	N;INDF;NEUT;SG
cruzamento	кръстовище	cruzamento	кръстовище	N;MASC;SG	N;INDF;NEUT;SG
cruzamento	пресечка	cruzamento	пресечка	N;MASC;SG	N;INDF;FEM;SG
futebolistas	футболисти	futebolista	футболист	N;MASC;PL	N;INDF;MASC;PL
futebolistas	футболистите	futebolista	футболист	N;MASC;PL	N;DEF;MASC;PL
sono	сън	sono	сън	N;MASC;SG	N;INDF;MASC;SG
spears	спиърс	spear	спиърс	N;MASC;SG	N;INDF;MASC;SG
projectos	проекти	projecto	проект	N;MASC;PL	N;INDF;MASC;PL
revelar	разкрие	revelar	разкрия-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
algodão	памук	algodão	памук	N;MASC;SG	N;INDF;MASC;SG
obtida	получено	obter	получа	V;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
obtida	получена	obter	получа	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
obtida	получен	obter	получа	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
narrador	разказвач	narrador	разказвач	N;MASC;SG	N;INDF;MASC;SG
sets	комплекти	set	комплект	N;MASC;PL	N;INDF;MASC;PL
duro	твърд	duro	твърд	ADJ;MASC;SG	ADJ;INDF;MASC;SG
duro	труден	duro	труден	ADJ;MASC;SG	ADJ;INDF;MASC;SG
duro	корав	duro	корав	ADJ;MASC;SG	ADJ;INDF;MASC;SG
subtropical	субтропичен	subtropical	субтропичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
alabama	алабама	alabama	алабама	N;MASC;SG	N;DEF;MASC;SG
desenvolvidas	разработени	desenvolver	разработя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
parlamentares	парламентаристи	parlamentar	парламентарист	N;MASC;PL	N;INDF;MASC;PL
lucro	печалба	lucro	печалба	N;MASC;SG	N;INDF;FEM;SG
lucro	печалба	lucro	печалба	N;MASC;SG	N;INDF;FEM;SG
cama	легло	cama	легло	N;FEM;SG	N;INDF;NEUT;SG
cama	леглото	cama	легло	N;FEM;SG	N;DEF;NEUT;SG
beat	ритъм	beat	ритъм	N;MASC;SG	N;INDF;MASC;SG
criatura	създание	criatura	създание	N;FEM;SG	N;INDF;NEUT;SG
criatura	същество	criatura	същество	N;FEM;SG	N;INDF;NEUT;SG
terapia	терапията	terapia	терапия	N;FEM;SG	N;DEF;FEM;SG
terapia	терапия	terapia	терапия	N;FEM;SG	N;INDF;FEM;SG
betty	бети	betty	бет	N;FEM;SG	N;INDF;FEM;SG
desafios	предизвикателствата	desafio	предизвикателство	N;MASC;PL	N;DEF;NEUT;PL
desafios	предизвикателства	desafio	предизвикателство	N;MASC;PL	N;INDF;NEUT;PL
neerlandês	холандец	neerlandês	холандец	N;MASC;SG	N;INDF;MASC;SG
estrangeira	чужденка	estrangeiro	чужденка	N;FEM;SG	N;INDF;FEM;SG
estrangeira	чужденец	estrangeiro	чужденец	N;FEM;SG	N;INDF;MASC;SG
estrangeira	чужденец	estrangeiro	чужденец	N;FEM;SG	N;INDF;MASC;SG
abel	ейбъл	abel	ейбъл	N;MASC;SG	N;INDF;MASC;SG
benefício	полза	benefício	полза	N;MASC;SG	N;INDF;FEM;SG
diesel	дизел	diesel	дизел	N;MASC;SG	N;INDF;MASC;SG
diesel	дизелов	diesel	дизелов	N;MASC;SG	N;INDF;MASC;SG
