kot	som	kot	som	CONJ	CONJ
predsednik	president	predsednik	president	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
predsednik	ordförande	predsednik	ordförande	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
predsednik	ordföranden	predsednik	ordförande	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
predsednik	talmannen	predsednik	talman	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
predsednik	styrelseordförande	predsednik	styrelseordförande	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
predsednik	ordförande	predsednik	ordförande	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
večina	most	večina	most	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
večina	majoriteten	večina	majoritet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
večina	majoritet	večina	majoritet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
postala	blev	postati	bli	V;PFV;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
pogovor	diskussion	pogovor	diskussion	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pogovor	konversation	pogovor	konversation	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pogovor	samtal	pogovor	samtal	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pogovor	konversationen	pogovor	konversation	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pogovor	föredrag	pogovor	föredrag	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pogovor	prat	pogovor	prat	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pogovor	talk	pogovor	talk	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razvoj	utvecklingen	razvoj	utveckling	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
razvoj	utveckling	razvoj	utveckling	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razvoj	evolutionen	razvoj	evolution	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
razvoj	evolution	razvoj	evolution	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razvoj	utveckling	razvoj	utveckling	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razvoj	utvecklingen	razvoj	utveckling	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
velike	stora	velik	stor	ADJ;NOM;FEM;PL	ADJ;NOM;PL
velike	stora	velik	stor	ADJ;NOM;FEM;PL	ADJ;NOM;PL
imela	had	imeti	had	V;IPFV;FEM;SG;V.PTCP	V;IMP;FIN;ACT
imela	hadde	imeti	ha	V;IPFV;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
imela	hade	imeti	ha	V;IPFV;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
imela	haft	imeti	ha	V;IPFV;FEM;SG;V.PTCP	V;V.CVB;ACT
uradna	officiell	uraden	officiell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
uradna	officiellt	uraden	officiell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
album	album	album	album	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
album	musikalbum	album	musikalbum	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
album	albumet	album	album	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
ampak	men	ampak	men	CONJ	CONJ
napisal	skrev	napisati	skriva	V;PFV;MASC;SG;V.PTCP	V;IMP;PST;FIN;ACT
roman	roman	roman	roman	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
roman	novell	roman	novell	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
roman	romanen	roman	roman	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
roman	roman	roman	roman	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dobil	fick	dobiti	få	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
dobil	hämta	dobiti	hämta	V;PFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
dobil	skaffa	dobiti	skaffa	V;PFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
kaj	vad	kaj	vad	PRO;ACC;NEUT;SG	PRO;INDF;NEUT;SG
rowspan	rowspan	rowspan	rowspan	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
imenovan	utnämnd	imenovan	utnämnd	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
imenovan	utsedd	imenovan	utse	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vojska	militären	vojska	militär	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vojska	militär	vojska	militär	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vojska	arme	vojska	arm	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vojska	armén	vojska	arm	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vojska	army	vojska	army	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vojska	armé	vojska	arm	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
italijanski	italienskt	italijanski	italiensk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
italijanski	italiensk	italijanski	italiensk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
naslov	avd	naslov	avd	N;INAN;ACC;MASC;SG	N
znan	känd	znan	känd	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
znan	känt	znan	känd	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
znan	berömt	znan	beröma	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
znan	berömd	znan	berömd	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
znan	känd	znan	känd	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
robert	robert	robert	robert	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
formule	formler	formeti	forml	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
formule	formlerna	formeti	forml	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
formule	formler	formeti	forml	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
pisatelj	writer	pisatelj	prit	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
močno	starkt	močno	stark	ADV	ADV
običajno	normalt	običajno	normal	ADV	ADV
običajno	vanligtvis	običajno	vanligtvis	ADV	ADV
običajno	vanligen	običajno	vanligen	ADV	ADV
običajno	normalt	običajno	normal	ADV	ADV
običajno	vanligtvis	običajno	vanligtvis	ADV	ADV
začela	påbörjade	začeti	påbörja	V;PFV;FEM;SG;V.PTCP	V;IND;PST;V.PTCP;ACT
začela	började	začeti	börja	V;PFV;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
začela	startade	začeti	starta	V;PFV;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
najprej	först	najprej	först	ADV;RL	ADV
vir	vir	vir	vir	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vir	källa	vir	källa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vir	resurs	vir	resurs	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vir	resursen	vir	resurs	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
svet	world	svet	world	N;NOM;MASC;SG	N;NOM;NEUT;SG
svet	värld	svet	värld	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
svet	världen	svet	värld	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
svet	council	svet	council	N;NOM;MASC;SG	N
svet	rådet	svet	råd	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
nove	nya	nov	ny	ADJ;NOM;FEM;PL	ADJ;NOM;PL
okrog	kring	okrog	kring	ADP;GEN	ADP
politik	politik	politik	politik	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vsak	varenda	vsak	varenda	DET;NOM;MASC;SG	DET;INDF;SG
vsak	varje	vsak	varje	DET;NOM;MASC;SG	DET;INDF;SG
vsak	varje	vsak	varje	DET;NOM;MASC;SG	DET;INDF;SG
posebej	speciellt	posebej	speciell	ADV	ADV
posebej	specifikt	posebej	specifikt	ADV	ADV
posebej	speciellt	posebej	speciell	ADV	ADV
posebej	särskilt	posebej	särskilt	ADV	ADV
predstavlja	företräder	predstavljati	företräda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
predstavlja	representerar	predstavljati	representera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
pozneje	senare	pozno	sen	ADV;CMPR	ADV;CMPR
bolezni	sjukdomar	bolezen	sjukdom	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
bolezni	sjukdomar	bolezen	sjukdom	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cerkve	kyrkor	cerkev	kyrka	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
jezik	tungan	jezik	tung	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
jezik	språket	jezik	språk	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
jezik	språk	jezik	språk	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
nekatere	några	nekateri	någon	DET;NOM;FEM;PL	DET;INDF;PL
velik	stor	velik	stor	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
velik	stort	velik	stor	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
bataljon	bataljonen	bataljon	bataljon	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
bataljon	bataljon	bataljon	bataljon	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
klub	club	klub	club	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
klub	klubb	klub	klubb	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
klub	klubben	klub	klubb	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
klub	klubba	klub	klubba	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sedež	huvudkontor	sedež	huvudkontor	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
sedež	huvudkontoret	sedež	huvudkontor	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
sedež	högkvarter	sedež	högkvart	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
sedež	högkvarteret	sedež	högkvarter	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
sedež	säte	sedež	säte	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
kraj	ställe	kraj	ställe	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
kraj	place	kraj	place	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
kraj	plats	kraj	plats	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
članek	artikeln	članek	artikel	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
članek	artikel	članek	artikel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oče	farsan	oče	farsan	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oče	pappa	oče	pappa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oče	far	oče	far	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oče	fader	oče	far	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oče	fadern	oče	far	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
oče	pappa	oče	pappa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
igralec	spelaren	igralec	spelare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
igralec	aktör	igralec	aktör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
igralec	skådespelare	igralec	skådespelare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
toda	men	toda	men	CONJ	CONJ
popolnoma	helt	popolnoma	helt	ADV	ADV
popolnoma	fullständigt	popolnoma	fullständig	ADV	ADV
popolnoma	helt	popolnoma	helt	ADV	ADV
papež	påven	papež	påv	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
list	löv	list	löv	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
list	plåt	list	plåt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
list	blad	list	blad	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
različne	olika	različen	olik	ADJ;NOM;FEM;PL	ADJ;NOM;PL
povprečna	genomsnittligt	povprečen	genomsnittlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
povprečna	genomsnittlig	povprečen	genomsnittlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
tretji	tredje	tretji	tre	ADJ;NOM;MASC;SG	ADJ;NOM
zveza	relation	zveza	relation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zveza	förhållande	zveza	förhållande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zveza	förhållandet	zveza	förhållande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
zveza	släktskap	zveza	släktskap	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
igral	lekte	igrati	leka	V;IPFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
igral	spelat	igrati	spela	V;IPFV;MASC;SG;V.PTCP	V;V.CVB;ACT
igral	spelas	igrati	spela	V;IPFV;MASC;SG;V.PTCP	V;IND;FIN;PASS
igral	spelade	igrati	spela	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
igral	spelades	igrati	spela	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
sodeloval	deltog	sodelovati	delta	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
sodeloval	samarbetade	sodelovati	samarbetad	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
povprečno	genomsnittligt	povprečen	genomsnittlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
povprečno	genomsnittlig	povprečen	genomsnittlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
konec	over	konec	over	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
konec	slutet	konec	slut	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
konec	end	konec	end	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
konec	slut	konec	slut	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
colspan	colspan	colspan	colspan	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vrh	toppen	vrh	topp	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
vrh	topp	vrh	topp	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vrh	vrh	vrh	vrh	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vrh	peak	vrh	peak	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vrh	topp	vrh	topp	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vrh	toppmöte	vrh	toppmöt	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vrh	toppmötet	vrh	toppmöt	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
hitro	snabbt	hitro	snabb	ADV	ADV
hitro	snabbt	hitro	snabb	ADV	ADV
hitro	snabbt	hitro	snabb	ADV	ADV
imeli	had	imeti	had	V;IPFV;MASC;PL;V.PTCP	V;IMP;FIN;ACT
imeli	hadde	imeti	ha	V;IPFV;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
imeli	hade	imeti	ha	V;IPFV;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
imeli	haft	imeti	ha	V;IPFV;MASC;PL;V.PTCP	V;V.CVB;ACT
podatki	upplysningar	podatek	upplysning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
podatki	uppgifter	podatek	uppgift	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
podatki	data	podatek	data	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
podatki	uppgifter	podatek	uppgift	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
starost	ålder	starost	ålder	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
starost	åldern	starost	ålder	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ženske	kvinnor	ženska	kvinna	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
nemško	tysk	nemški	tysk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
nemško	tyskt	nemški	tysk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
pomembno	viktig	pomemben	viktig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
pomembno	viktigt	pomemben	viktig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
franc	franc	franc	franc	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
naprej	framåt	naprej	framåt	ADV	ADV
britanski	brittisk	britanski	brittisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
britanski	brittiskt	britanski	brittisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
cesar	kejsaren	cesar	kejsare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cesar	kejsare	cesar	kejsare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
škof	biskop	škof	biskop	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zveze	relationer	zveza	relation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
zveze	förhållanden	zveza	förhållande	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
reke	floder	reka	flod	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
reke	floderna	reka	flod	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
včasih	ibland	včasih	ibland	ADV	ADV
snovi	ämnen	snov	ämne	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
snovi	substanser	snov	substans	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
oblike	former	oblika	form	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
oblike	blanketter	oblika	blankett	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
oblike	former	oblika	form	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
type	typ	typ	typ	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zgodovina	historia	zgodovina	historia	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zgodovina	historik	zgodovina	historik	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zgodovina	historiken	zgodovina	historik	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
enote	enheter	enota	enhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
program	program	program	program	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
program	programmet	program	program	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
program	program	program	program	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
program	programmet	program	program	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
ljudje	människor	človek	människa	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ljudje	människor	človek	människa	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ljudje	personer	človek	person	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ljudje	folk	človek	folk	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
igre	lekar	igra	leka	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
igre	matcher	igra	matcher	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
hkrati	samtidigt	hkrati	samtidig	ADV	ADV
znani	kända	znan	känd	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
znani	kända	znan	känd	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
znani	berömda	znan	berömma	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
območje	zone	območje	zone	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
območje	zonen	območje	zon	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
območje	zon	območje	zon	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
območje	area	območje	are	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
območje	område	območje	område	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
območje	området	območje	område	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
območje	yta	območje	yta	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
vodi	leder	voditi	leda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
podobno	liknande	podoben	liknande	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
vojaški	militärt	vojaški	militär	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
sprva	initialt	sprva	initial	ADV	ADV
sprva	ursprungligen	sprva	ursprungligen	ADV	ADV
poveljnik	befälhavare	poveljnik	befälhavare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
poveljnik	kommendör	poveljnik	kommendör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
poveljnik	befälhavaren	poveljnik	befälhavare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
poveljnik	kommendörkapten	poveljnik	kommendörkapt	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
spletna	inloggad	spleten	inlogga	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
spletna	uppkopplad	spleten	uppkopplad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
enota	unit	enota	unit	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
enota	enhet	enota	enhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
enota	enheten	enota	enhet	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
com	com	com	com	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
obstaja	existerar	obstajati	existera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
leti	flygresor	leto	flygresa	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
leti	flygningar	leto	flygning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
letalo	flygplan	letalo	flygplan	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
letalo	luftfartyg	letalo	luftfartyg	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
letalo	planet	letalo	plan	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
letalo	plan	letalo	plan	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
letalo	flygplan	letalo	flygplan	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
letalo	flygplanet	letalo	flygplan	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
letalo	flygplan	letalo	flygplan	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
letalo	flygplans	letalo	flygplans	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
deluje	funkar	delovati	funka	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
deluje	arbetar	delovati	arbeta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
deluje	fungerar	delovati	fungera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
prostor	rymd	prostor	rymd	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prostor	rymden	prostor	rymd	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
prostor	utrymme	prostor	utrymme	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ferrari	ferrari	ferrar	ferrari	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pravi	säger	praviti	säga	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
francija	france	francija	fra	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ustanovljena	grundat	ustanovljen	grunda	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ustanovljena	grundad	ustanovljen	grunda	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ustanovljena	fastställd	ustanovljen	fastställd	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ustanovljena	inrättad	ustanovljen	inrätta	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ustanovljena	etablerad	ustanovljen	etablerad	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ustanovljena	etablerat	ustanovljen	etablera	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
podjetje	sällskap	podjetje	sällskap	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
podjetje	bolag	podjetje	bolag	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
podjetje	företaget	podjetje	företag	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
kopenske	markbundna	kopenski	markbunden	ADJ;NOM;FEM;PL	ADJ;NOM;PL;PST;V.PTCP
družine	familjer	družina	familj	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
univerze	universiteten	univerza	universitet	N;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
središče	centrum	središče	centrum	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
središče	center	središče	cent	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
središče	mitten	središče	mitt	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
središče	centrumet	središče	centrum	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
središče	centrum	središče	centrum	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
središče	centre	središče	cena	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pet	fem	pet	fem	NUM;NOM;PL	NUM;NOM
izraz	term	izraz	term	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
izraz	termen	izraz	term	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
izraz	uttryck	izraz	uttryck	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
živali	djur	žival	djur	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
