על	относно	על	относно	ADP	ADP
מחוז	графство	מחוז	графство	N;MASC;SG	N;INDF;NEUT;SG
מחוז	провинцията	מחוז	провинция	N;MASC;SG	N;DEF;FEM;SG
מחוז	провинция	מחוז	провинция	N;MASC;SG	N;INDF;FEM;SG
מחוז	окръг	מחוז	окръг	N;MASC;SG	N;INDF;MASC;SG
מחוז	област	מחוז	област	N;MASC;SG	N;INDF;FEM;SG
מחוז	район	מחוז	район	N;MASC;SG	N;INDF;MASC;SG
תואר	градус	תואר	градус	N;MASC;SG	N;INDF;MASC;SG
תואר	степен	תואר	степен	N;MASC;SG	N;INDF;FEM;SG
סדרת	серия	סדרה	серия	N;FEM;SG	N;INDF;FEM;SG
סדרת	поредица	סדרה	поредица	N;FEM;SG	N;INDF;FEM;SG
סדרת	сериал	סדרה	сериал	N;FEM;SG	N;INDF;MASC;SG
למצוא	открийте	מצא	открия-(се)	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
למצוא	намерете	מצא	намеря-(се)	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
למצוא	намери	מצא	намеря-(се)	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
למצוא	намеря	מצא	намеря-(се)	V;NFIN;ACT	V;PFV;IND;SG;1;PRS;FIN;ACT
עבודה	работа	עבודה	работа	N;FEM;SG	N;INDF;FEM;SG
עבודה	йов	עבודה	йов	N;FEM;SG	N;INDF;MASC;SG
עבודה	работа	עבודה	работа	N;FEM;SG	N;INDF;FEM;SG
עבודה	труд	עבודה	труд	N;FEM;SG	N;INDF;MASC;SG
חשוב	важен	חשוב	важен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
חשוב	важна	חשוב	важен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
תבנית	шаблон	תבנית	шаблон	N;FEM;SG	N;INDF;MASC;SG
תבנית	формат	תבנית	формат	N;FEM;SG	N;INDF;MASC;SG
אמריקאים	американците	אמריקני	американец	N;MASC;PL	N;DEF;MASC;PL
אמריקאים	американци	אמריקני	американец	N;MASC;PL	N;INDF;MASC;PL
דרום	южен	דרום	южен	N;MASC;SG	N;INDF;MASC;SG
דרום	южен	דרום	южен	N;MASC;SG	N;INDF;MASC;SG
דרום	юг	דרום	юг	N;MASC;SG	N;INDF;MASC;SG
זכויות	права	זכות	право	N;FEM;PL	N;INDF;NEUT;PL
לקבל	приемете	קיבל	приема	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
לקבל	приемам	קיבל	приема	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
מבנה	структура	מבנה	структура	N;MASC;SG	N;INDF;FEM;SG
מבנה	конструкция	מבנה	конструкция	N;MASC;SG	N;INDF;FEM;SG
להשתמש	използвайте	השתמש	използвам	V;NFIN	V;IPFV;IMP;PL;2;FIN
בסיס	основа	בסיס	основа	N;MASC;SG	N;INDF;FEM;SG
בסיס	база	בסיס	база	N;MASC;SG	N;INDF;FEM;SG
בסיס	основа	בסיס	основа	N;MASC;SG	N;INDF;FEM;SG
בסיס	основание	בסיס	основание	N;MASC;SG	N;INDF;NEUT;SG
בסיס	база	בסיס	база	N;MASC;SG	N;INDF;FEM;SG
משנה	материя	משנה	материя	N;MASC;SG	N;INDF;FEM;SG
משנה	материята	משנה	материя	N;MASC;SG	N;DEF;FEM;SG
נקודות	точки	נקודה	точка	N;FEM;PL	N;INDF;FEM;PL
נקודות	петна	נקודה	петна	N;FEM;PL	N;INDF;NEUT;PL
קבוצה	група	קבוצה	група	N;FEM;SG	N;INDF;FEM;SG
קבוצה	групиране	קבוצה	групиране	N;FEM;SG	N;INDF;NEUT;SG
קבוצה	отбор	קבוצה	отбор	N;FEM;SG	N;INDF;MASC;SG
קבוצה	отбора	קבוצה	отбор	N;FEM;SG	N;DEF;MASC;SG
קבוצה	екип	קבוצה	екип	N;FEM;SG	N;INDF;MASC;SG
הקרב	битката	הקרב	битка	N;MASC;SG	N;DEF;FEM;SG
הקרב	битка	הקרב	битка	N;MASC;SG	N;INDF;FEM;SG
שירים	стихотворения	שיר	стихотворен	N;MASC;PL	N;INDF;NEUT;PL
שירים	поеми	שיר	поемя	N;MASC;PL	N;INDF;FEM;PL
שירים	стихове	שיר	стих	N;MASC;PL	N;INDF;MASC;PL
שירים	песните	שיר	песен	N;MASC;PL	N;DEF;FEM;PL
שירים	песни	שיר	песен	N;MASC;PL	N;INDF;FEM;PL
עת	времето	עת	време	N;FEM;SG	N;DEF;NEUT;SG
עת	време	עת	време	N;FEM;SG	N;INDF;NEUT;SG
תפקיד	роля	תפקיד	роля	N;MASC;SG	N;INDF;FEM;SG
שמות	наименования	שם	наименование	N;MASC;PL	N;INDF;NEUT;PL
שמות	имената	שם	име	N;MASC;PL	N;DEF;NEUT;PL
שמות	имена	שם	име	N;MASC;PL	N;INDF;NEUT;PL
יחסית	сравнително	יחסית	сравнително	ADV	ADV
יחסית	сравнително	יחסית	сравнително	ADV	ADV
יחסית	относително	יחסית	относително	ADV	ADV
שערים	порти	שער	порти	N;MASC;PL	N;INDF;FEM;PL
שערים	портите	שער	порти	N;MASC;PL	N;DEF;FEM;PL
שערים	портали	שער	портал	N;MASC;PL	N;INDF;MASC;PL
שערים	голове	שער	гол	N;MASC;PL	N;INDF;MASC;PL
שערים	цели	שער	цел	N;MASC;PL	N;INDF;FEM;PL
מערכות	системи	מערכת	система	N;FEM;PL	N;INDF;FEM;PL
ליצור	създайте	יצר	създам	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
מטרים	метри	מטר	метър	N;MASC;PL	N;INDF;MASC;PL
מטרים	метри	מטר	метър	N;MASC;PL	N;INDF;MASC;PL
שר	шар	שר	шар	N;MASC;SG	N;INDF;MASC;SG
שר	чар	שר	чар	N;MASC;SG	N;INDF;MASC;SG
שר	пеенето	שר	пеене	N;MASC;SG	N;DEF;NEUT;SG
שר	пеене	שר	пеене	N;MASC;SG	N;INDF;NEUT;SG
שר	министър	שר	министър	N;MASC;SG	N;INDF;MASC;SG
קו	реплика	קו	реплика	N;MASC;SG	N;INDF;FEM;SG
קו	линия	קו	линия	N;MASC;SG	N;INDF;FEM;SG
כסף	сребърна	כסף	сребърна-(се)	N;MASC;SG	N;INDF;FEM;SG
כסף	силвър	כסף	силвър	N;MASC;SG	N;INDF;MASC;SG
כסף	сребро	כסף	сребро	N;MASC;SG	N;INDF;NEUT;SG
כסף	сребърен	כסף	сребърен	N;MASC;SG	N;INDF;MASC;SG
תמונות	снимки	תמונה	снимка	N;FEM;PL	N;INDF;FEM;PL
תמונות	снимките	תמונה	снимка	N;FEM;PL	N;DEF;FEM;PL
תמונות	снимки	תמונה	снимка	N;FEM;PL	N;INDF;FEM;PL
תמונות	картинки	תמונה	картинка	N;FEM;PL	N;INDF;FEM;PL
תמונות	картини	תמונה	картина	N;FEM;PL	N;INDF;FEM;PL
תמונות	изображения	תמונה	изображение	N;FEM;PL	N;INDF;NEUT;PL
תמונות	образи	תמונה	образ	N;FEM;PL	N;INDF;FEM;PL
נשיא	президентът	נשיא	президент	N;MASC;SG	N;DEF;MASC;SG
נשיא	президент	נשיא	президент	N;MASC;SG	N;INDF;MASC;SG
נשיא	председател	נשיא	председател	N;MASC;SG	N;INDF;MASC;SG
מוזיקה	музиката	הוזיק	музика	N;FEM;SG	N;DEF;FEM;SG
מוזיקה	музика	הוזיק	музика	N;FEM;SG	N;INDF;FEM;SG
חדשים	нови	חדש	нов	ADJ;MASC;PL	ADJ;INDF;PL
בהתאם	съответно	בהתאם	съответно	ADV	ADV
מצב	статус	מצב	статус	N;MASC;SG	N;INDF;MASC;SG
מצב	състояние	מצב	състояние	N;MASC;SG	N;INDF;NEUT;SG
מצב	положение	מצב	положение	N;MASC;SG	N;INDF;NEUT;SG
מצב	статут	מצב	статут	N;MASC;SG	N;INDF;MASC;SG
מצב	режим	מצב	режим	N;MASC;SG	N;INDF;MASC;SG
מצב	положението	מצב	положение	N;MASC;SG	N;DEF;NEUT;SG
מצב	ситуация	מצב	ситуация	N;MASC;SG	N;INDF;FEM;SG
מצב	положение	מצב	положение	N;MASC;SG	N;INDF;NEUT;SG
מצב	състояние	מצב	състояние	N;MASC;SG	N;INDF;NEUT;SG
מצב	състоянието	מצב	състояние	N;MASC;SG	N;DEF;NEUT;SG
מצב	условие	מצב	условие	N;MASC;SG	N;INDF;NEUT;SG
היסטוריה	историята	היסטוריה	история	N;FEM;SG	N;DEF;FEM;SG
היסטוריה	история	היסטוריה	история	N;FEM;SG	N;INDF;FEM;SG
שינוי	смяна	שינוי	смяна	N;MASC;SG	N;INDF;FEM;SG
שינוי	промяна	שינוי	промяна	N;MASC;SG	N;INDF;FEM;SG
כדורגל	футбол	כדורגל	футбол	N;MASC;SG	N;INDF;MASC;SG
כדורגל	футбол	כדורגל	футбол	N;MASC;SG	N;INDF;MASC;SG
ביקורת	критиката	ביקורת	критика	N;FEM;SG	N;DEF;FEM;SG
ביקורת	критика	ביקורת	критика	N;FEM;SG	N;INDF;FEM;SG
ביקורת	критика	ביקורת	критика	N;FEM;SG	N;INDF;FEM;SG
ביקורת	критиката	ביקורת	критика	N;FEM;SG	N;DEF;FEM;SG
ביקורת	преглед	ביקורת	преглед	N;FEM;SG	N;INDF;MASC;SG
ביקורת	преразглеждане	ביקורת	преразглеждане	N;FEM;SG	N;INDF;NEUT;SG
חודשים	месеци	חודש	месец	N;MASC;PL	N;INDF;MASC;PL
חודשים	месеците	חודש	месец	N;MASC;PL	N;DEF;MASC;PL
שחקן	плеър	שחקן	плеър	N;MASC;SG	N;INDF;MASC;SG
שחקן	играч	שחקן	играч	N;MASC;SG	N;INDF;MASC;SG
שחקן	актьор	שחקן	актьор	N;MASC;SG	N;INDF;MASC;SG
משפט	процес	משפט	процес	N;MASC;SG	N;INDF;MASC;SG
משפט	съдът	משפט	съд	N;MASC;SG	N;DEF;MASC;SG
משפט	съд	משפט	съд	N;MASC;SG	N;INDF;MASC;SG
משפט	корт	משפט	корт	N;MASC;SG	N;INDF;MASC;SG
משפט	изречение	משפט	изречение	N;MASC;SG	N;INDF;NEUT;SG
משפט	присъда	משפט	присъда	N;MASC;SG	N;INDF;FEM;SG
אמריקאי	американска	אמריקני	американски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
אמריקאי	американски	אמריקני	американски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
סרטים	филми	סרט	филм	N;MASC;PL	N;INDF;MASC;PL
סרטים	филми	סרט	филм	N;MASC;PL	N;INDF;MASC;PL
משפחה	семейство	משפחה	семейство	N;FEM;SG	N;INDF;NEUT;SG
משפחה	семейството	משפחה	семейство	N;FEM;SG	N;DEF;NEUT;SG
במקביל	едновременно	במקביל	едновременно	ADV	ADV
במקביל	паралелно	במקביל	паралелно	ADV	ADV
במקביל	успоредно	במקביל	успореден	ADV	ADV
מזרח	изток	מזרח	изток	N;MASC;SG	N;INDF;MASC;SG
מזרח	изток	מזרח	изток	N;MASC;SG	N;INDF;MASC;SG
ערים	градове	עיר	град	N;FEM;PL	N;INDF;MASC;PL
ערים	градовете	עיר	град	N;FEM;PL	N;DEF;MASC;PL
ערים	градчета	עיר	градче	N;FEM;PL	N;INDF;NEUT;PL
ערים	градове	עיר	град	N;FEM;PL	N;INDF;MASC;PL
ערים	градовете	עיר	град	N;FEM;PL	N;DEF;MASC;PL
תהליך	процес	תהליך	процес	N;MASC;SG	N;INDF;MASC;SG
שיר	шир	שיר	шир	N;MASC;SG	N;INDF;FEM;SG
שיר	стихотворение	שיר	стихотворение	N;MASC;SG	N;INDF;NEUT;SG
שיר	песен	שיר	песен	N;MASC;SG	N;INDF;FEM;SG
שיר	песничка	שיר	песничка	N;MASC;SG	N;INDF;FEM;SG
טלוויזיה	телевизия	טלוויזיה	телевизия	N;FEM;SG	N;INDF;FEM;SG
טלוויזיה	телевизията	טלוויזיה	телевизия	N;FEM;SG	N;DEF;FEM;SG
טלוויזיה	телевизор	טלוויזיה	телевизор	N;FEM;SG	N;INDF;MASC;SG
השתתף	участвала	השתתף	участвам	V;MASC;SG;3;PST	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
חזר	върнато	חזר	върна-(се)	V;MASC;SG;3;PST	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
חזר	върната	חזר	върна-(се)	V;MASC;SG;3;PST	V;PFV;INDF;FEM;SG;V.PTCP;PASS
אישים	личности	אישים	личност	N;MASC;PL	N;INDF;FEM;PL
גבוהה	висок	גבוה	висок	ADJ;FEM;SG	ADJ;INDF;MASC;SG
גבוהה	висока	גבוה	висок	ADJ;FEM;SG	ADJ;INDF;FEM;SG
גבוהה	висок	גבוה	висок	ADJ;FEM;SG	ADJ;INDF;MASC;SG
גבוהה	висока	גבוה	висок	ADJ;FEM;SG	ADJ;INDF;FEM;SG
חברות	дружества	חברה	дружество	N;FEM;PL	N;INDF;NEUT;PL
חברות	фирми	חברה	фирма	N;FEM;PL	N;INDF;FEM;PL
חברות	компании	חברה	компания	N;FEM;PL	N;INDF;FEM;PL
חברות	гаджета	חברה	гаджет	N;FEM;PL	N;INDF;NEUT;PL
חברות	приятелки	חברה	приятелка	N;FEM;PL	N;INDF;FEM;PL
סיים	завърши	סיים	завърша	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
סיים	довърша	סיים	довърша-(се)	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
מבצע	операцията	מבצע	операция	N;MASC;SG	N;DEF;FEM;SG
מבצע	експлоатация	מבצע	експлоатация	N;MASC;SG	N;INDF;FEM;SG
מבצע	функциониране	מבצע	функциониране	N;MASC;SG	N;INDF;NEUT;SG
מבצע	операция	מבצע	операция	N;MASC;SG	N;INDF;FEM;SG
רמת	рамат	רמה	рама	N;FEM;SG	N;INDF;MASC;SG
רשת	мрежа	רשת	мрежа	N;FEM;SG	N;INDF;FEM;SG
רשת	нетен	רשת	нетен	N;FEM;SG	N;INDF;MASC;SG
רשת	net	רשת	net	N;FEM;SG	N;INDF;MASC;SG
רשת	нет	רשת	нет	N;FEM;SG	N;INDF;MASC;SG
רשת	мрежа	רשת	мрежа	N;FEM;SG	N;INDF;FEM;SG
רשת	решетка	רשת	решетка	N;FEM;SG	N;INDF;FEM;SG
רשת	мрежа	רשת	мрежа	N;FEM;SG	N;INDF;FEM;SG
רשת	мрежата	רשת	мрежа	N;FEM;SG	N;DEF;FEM;SG
הערכים	ценности	הערך	ценност	N;MASC;PL	N;INDF;FEM;PL
הערכים	стойности	הערך	стойност	N;MASC;PL	N;INDF;FEM;PL
רקע	фон	רקע	фон	N;MASC;SG	N;INDF;MASC;SG
רקע	контекст	רקע	контекст	N;MASC;SG	N;INDF;MASC;SG
תיאטרון	театър	תיאטרון	театър	N;MASC;SG	N;INDF;MASC;SG
תיאטרון	театър	תיאטרון	театър	N;MASC;SG	N;INDF;MASC;SG
צורך	необходимост	צורך	необходимост	N;MASC;SG	N;INDF;FEM;SG
צורך	необходимост	צורך	необходимост	N;MASC;SG	N;INDF;FEM;SG
צורך	нужда	צורך	нужда	N;MASC;SG	N;INDF;FEM;SG
צורך	потребност	צורך	потребност	N;MASC;SG	N;INDF;FEM;SG
חדשה	нов	חדש	нов	ADJ;FEM;SG	ADJ;INDF;MASC;SG
חדשה	нова	חדש	нов	ADJ;FEM;SG	ADJ;INDF;FEM;SG
אלבום	албум	אלבום	албум	N;MASC;SG	N;INDF;MASC;SG
גן	ган	גן	ган	N;MASC;SG	N;INDF;MASC;SG
גן	ген	גן	генерал	N;MASC;SG	N;INDF;MASC;SG
גן	гена	גן	гена	N;MASC;SG	N;INDF;FEM;SG
גן	градината	גן	градина	N;MASC;SG	N;DEF;FEM;SG
גן	гардън	גן	гардън	N;MASC;SG	N;INDF;MASC;SG
גן	градинка	גן	градинка	N;MASC;SG	N;INDF;FEM;SG
גן	градина	גן	градина	N;MASC;SG	N;INDF;FEM;SG
תמיד	винаги	תמיד	винаги	ADV	ADV
מחקר	учене	מחקר	учене	N;MASC;SG	N;INDF;NEUT;SG
מחקר	проучване	מחקר	проучване	N;MASC;SG	N;INDF;NEUT;SG
מחקר	изучаване	מחקר	изучаване	N;MASC;SG	N;INDF;NEUT;SG
מחקר	изследване	מחקר	изследване	N;MASC;SG	N;INDF;NEUT;SG
מחקר	проучване	מחקר	проучване	N;MASC;SG	N;INDF;NEUT;SG
מחקר	изследване	מחקר	изследване	N;MASC;SG	N;INDF;NEUT;SG
תרבות	култура	תרבות	култура	N;FEM;SG	N;INDF;FEM;SG
למעלה	горе	למעלה	горе	ADV	ADV
עונה	сезон	עונה	сезон	N;FEM;SG	N;INDF;MASC;SG
עונה	сезона	עונה	сезон	N;FEM;SG	N;DEF;MASC;SG
חשיבות	важност	חשיבות	важност	N;FEM;SG	N;INDF;FEM;SG
חשיבות	значимост	חשיבות	значимост	N;FEM;SG	N;INDF;FEM;SG
חשיבות	значимост	חשיבות	значимост	N;FEM;SG	N;INDF;FEM;SG
סיום	довършване	סיום	довършване	N;MASC;SG	N;INDF;NEUT;SG
סיום	приключване	סיום	приключване	N;MASC;SG	N;INDF;NEUT;SG
סיום	завършване	סיום	завършване	N;MASC;SG	N;INDF;NEUT;SG
סיום	дипломирането	סיום	дипломиране	N;MASC;SG	N;DEF;NEUT;SG
סיום	дипломиране	סיום	дипломиране	N;MASC;SG	N;INDF;NEUT;SG
סיום	завършване	סיום	завършване	N;MASC;SG	N;INDF;NEUT;SG
הכוחות	сили	הכוחה	сила	N;FEM;PL	N;INDF;FEM;PL
הכוחות	правомощия	הכוחה	правомощие	N;FEM;PL	N;INDF;NEUT;PL
הכוחות	сили	הכוחה	сила	N;FEM;PL	N;INDF;FEM;PL
כדור	сферата	כדור	сфера	N;MASC;SG	N;DEF;FEM;SG
כדור	сфера	כדור	сфера	N;MASC;SG	N;INDF;FEM;SG
כדור	топка	כדור	топка	N;MASC;SG	N;INDF;FEM;SG
כדור	бал	כדור	бал	N;MASC;SG	N;INDF;MASC;SG
כדור	бол	כדור	бол	N;MASC;SG	N;INDF;MASC;SG
כדור	куршум	כדור	куршум	N;MASC;SG	N;INDF;MASC;SG
עבד	работил	עבד	работя	V;MASC;SG;3;PST	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
שער	портата	שער	порта	N;MASC;SG	N;DEF;FEM;SG
שער	порта	שער	порта	N;MASC;SG	N;INDF;FEM;SG
שער	цел	שער	цел	N;MASC;SG	N;INDF;FEM;SG
שער	гол	שער	гол	N;MASC;SG	N;INDF;MASC;SG
שער	портал	שער	портал	N;MASC;SG	N;INDF;MASC;SG
סביב	наоколо	סביב	наоколо	ADV	ADV
גבוה	висок	גבוה	висок	ADJ;MASC;SG	ADJ;INDF;MASC;SG
גבוה	висока	גבוה	висок	ADJ;MASC;SG	ADJ;INDF;FEM;SG
גבוה	висок	גבוה	висок	ADJ;MASC;SG	ADJ;INDF;MASC;SG
גבוה	висока	גבוה	висок	ADJ;MASC;SG	ADJ;INDF;FEM;SG
אכן	наистина	אכן	наистина	ADV	ADV
פה	тук	פה	там	ADV	ADV
בלי	без	בלי	без	ADP	ADP
הוקם	установен	הוקם	установя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הוקם	установена	הוקם	установя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הוקם	установено	הוקם	установя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הוקם	издигнат	הוקם	издигна-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הוקם	издигната	הוקם	издигна-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
סמל	символ	סמל	символ	N;MASC;SG	N;INDF;MASC;SG
סמל	сержант	סמל	сержант	N;MASC;SG	N;INDF;MASC;SG
סמל	икона	סמל	икона	N;MASC;SG	N;INDF;FEM;SG
סמל	иконата	סמל	икона	N;MASC;SG	N;DEF;FEM;SG
ראה	видя	ראה	видя-(се)	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
גביע	трофей	גביע	трофей	N;MASC;SG	N;INDF;MASC;SG
גביע	чашка	גביע	чашки	N;MASC;SG	N;INDF;FEM;SG
גביע	чаша	גביע	чаша	N;MASC;SG	N;INDF;FEM;SG
גביע	купа	גביע	купа	N;MASC;SG	N;INDF;FEM;SG
גביע	къп	גביע	къп	N;MASC;SG	N;INDF;MASC;SG
קיימת	съществуващ	קיים	съществувам	ADJ;FEM;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
קיימת	съществуваща	קיים	съществувам	ADJ;FEM;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
דולר	долар	דולר	долар	N;MASC;SG	N;INDF;MASC;SG
מדליות	медали	מדלית	медал	N;FEM;PL	N;INDF;MASC;PL
מדליות	медалите	מדלית	медал	N;FEM;PL	N;DEF;MASC;PL
חיילים	войниците	חייל	войник	N;MASC;PL	N;DEF;MASC;PL
חיילים	войници	חייל	войник	N;MASC;PL	N;INDF;MASC;PL
חיילים	войски	חייל	войска	N;MASC;PL	N;INDF;FEM;PL
חיילים	военнослужещи	חייל	военнослужещ	N;MASC;PL	N;INDF;MASC;PL
חיילים	войници	חייל	войник	N;MASC;PL	N;INDF;MASC;PL
דגל	флаг	דגל	флаг	N;MASC;SG	N;INDF;MASC;SG
דגל	знамето	דגל	знаме	N;MASC;SG	N;DEF;NEUT;SG
דגל	знаме	דגל	знаме	N;MASC;SG	N;INDF;NEUT;SG
