kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
súhvezdie	souhvězdí	súhvezdie	souhvězdí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
známy	známo	známy	známý	ADJ;ANIM;NOM;MASC;SG	ADJ;NEUT;SG;POS
známy	známý	známy	známý	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
známy	známé	známy	známý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
známy	známá	známy	známý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
známy	známý	známy	známý	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
známy	známá	známy	známý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
veľkosť	velikost	veľkosť	velikost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
klub	klub	klub	klub	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
objektov	objektů	objekt	objekt	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
slovenské	slovenská	slovenský	slovenský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
slovenské	slovenské	slovenský	slovenský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
portál	portál	portál	portál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
článok	článek	článok	článek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
článok	hlava	článok	hlava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
územie	území	územie	území	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
územie	teritorium	územie	teritorium	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
možné	možné	možný	možný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
možné	možný	možný	možný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
zomrel	zemřel	zomrieť	zemřít	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
niektoré	některý	niektorý	některý	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
hudobné	hudební	hudobný	hudební	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
hudobné	hudební	hudobný	hudební	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
herec	herec	herec	herec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hry	hry	hra	hra	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
veľký	velká	veľký	velký	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
veľký	velká	veľký	velký	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
veľký	big	veľký	big	ADJ;ANIM;NOM;MASC;SG	ADJ;POS
gmina	gmina	gmina	gmina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
kráľ	král	kráľ	král	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hráči	hráči	hráčiť	hráč	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
vlády	vlády	vláda	vláda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vlády	vlády	vláda	vláda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
môžu	mohou	môcť	moci	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;PL;3;POS;PRS;FIN;ACT
miest	míst	mesto	místo	N;GEN;NEUT;PL	N;GEN;NEUT;PL;POS
zároveň	současně	zároveň	současně	ADV	ADV;POS
zároveň	souběžně	zároveň	souběžně	ADV	ADV;POS
mieste	spot	miesto	spot	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
mieste	stránka	miesto	stránka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
mieste	lokalita	miesto	lokalita	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
kráľa	krále	kráľ	král	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
tam	tam	tam	tam	ADV	ADV
spoločnosť	společnost	spoločnosť	společnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
spoločnosť	firma	spoločnosť	firma	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
spoločnosť	společnost	spoločnosť	společnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
oblasť	region	oblasť	region	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
oblasť	oblast	oblasť	oblast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
oblasť	kraj	oblasť	kraj	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
oblasť	oblast	oblasť	oblast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
oblasť	plocha	oblasť	plocha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
nej	jí	ona	on	PRO;DAT;FEM;SG;3	PRO;DAT;FEM;SG;3
nej	ní	ona	on	PRO;DAT;FEM;SG;3	PRO;DAT;FEM;SG;3
vek	stáří	vek	stáří	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
vek	věk	vek	věk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
štadión	stadion	štadión	stadión	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
štadión	stadium	štadión	stadium	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
muži	samci	muž	samec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
muži	muži	muž	muž	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
októbra	října	október	říjen	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
život	zivot	život	zivot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
život	život	život	život	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
mája	května	máj	květen	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
dňa	dne	deň	den	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
národné	vnitrostátní	národný	vnitrostátní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
národné	celostátní	národný	celostátní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
národné	národní	národný	národní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
center	centrum	center	centrum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
center	střed	center	střed	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
syn	syn	syn	syn	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
marca	března	marec	březen	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
dĺžka	délka	dĺžka	délka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dĺžka	délky	dĺžka	délka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dĺžka	délka	dĺžka	délka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
augusta	srpna	augusta	srpen	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
veľké	velký	veľký	velký	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
veľké	velká	veľký	velký	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
veľké	velký	veľký	velký	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
veľké	velká	veľký	velký	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
veľké	big	veľký	big	ADJ;NOM;NEUT;SG	ADJ;POS
veľké	veľké	veľký	veľký	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
školy	školy	škola	škola	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
školy	školy	škola	škola	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nový	nová	nový	nový	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
obsahuje	obsahuje	obsahovať	obsahovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
správa	zpráva	správa	zpráva	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
správa	report	správa	report	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
správa	hlášení	správa	hlášení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
správa	nahlášení	správa	nahlášení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
správa	zpráva	správa	zpráva	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
správa	poselství	správa	poselství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
správa	vzkaz	správa	vzkaz	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
správa	administrativa	správa	administrativa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
správa	podání	správa	podání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
správa	správa	správa	správa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
štát	země	štát	země	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
štát	stát	štát	stát	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pomocou	použitím	pomoc	použití	N;INS;FEM;SG	N;INS;NEUT;SG;POS
hráč	hráč	hráč	hráč	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hráč	hráč	hráč	hráč	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
júna	června	jún	červen	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
cesta	stezka	cesta	stezka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
cesta	cesta	cesta	cesta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
cesta	trasa	cesta	trasa	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
cesta	cesta	cesta	cesta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
cesta	putování	cesta	putování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
cesta	cesta	cesta	cesta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
cesta	způsob	cesta	způsob	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
cesta	silnice	cesta	silnice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
cesta	cesta	cesta	cesta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
apríla	dubna	apríl	duben	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
dostal	dostal	dostať	dostat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
začala	začalo	začať	začít	V;PFV;FEM;SG;POS;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
začala	začal	začať	začít	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
začala	začal	začať	začít	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
začala	začalo	začať	začít	V;PFV;FEM;SG;POS;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
ceny	ceny	cena	cena	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
ceny	ceny	cena	cena	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
žilo	žilo	žiť	žít	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
žilo	žil	žiť	žít	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
číslo	číslo	číslo	číslo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
číslo	počet	číslo	počet	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
typ	druh	typ	druh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
typ	typ	typ	typ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
typ	type	typ	typ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
politik	politik	politik	politik	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
následne	následně	následne	následně	ADV	ADV;POS
spojené	united	spojený	united	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;POS
júla	červenec	júla	červenec	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
práve	prostě	práve	prostě	ADV	ADV;POS
čas	čas	čas	čas	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
čas	doba	čas	doba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
čas	time	čas	time	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prípade	pouzdro	prípad	pouzdro	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
prípade	případ	prípad	případ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
novembra	listopadu	november	listopad	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
loneos	loneos	loneos	loneos	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
víťaz	výherce	víťaz	výherce	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
víťaz	vítěz	víťaz	vítěz	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
decembra	prosince	december	prosinec	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
hlavné	hlavní	hlavný	hlavní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
galaxia	galaxie	galaxia	galaxie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
hviezdna	hvězdný	hviezdny	hvězdný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
hviezdna	hvězdná	hviezdny	hvězdný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
postupne	postupně	postupne	postupně	ADV	ADV;POS
veľká	velký	veľký	velký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
veľká	velká	veľký	velký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
veľká	velký	veľký	velký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
veľká	velká	veľký	velký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
veľká	big	veľký	big	ADJ;NOM;FEM;SG	ADJ;POS
veľká	veľká	veľký	veľký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
množstvo	množství	množstvo	množství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
množstvo	částka	množstvo	částka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
množstvo	výše	množstvo	výše	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
množstvo	množství	množstvo	množství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
opäť	znovu	opäť	znovu	ADV	ADV
opäť	zase	opäť	zase	ADV	ADV
opäť	opět	opäť	opět	ADV	ADV
priezvisko	příjmení	priezvisko	příjmení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
otec	táta	otec	táta	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
otec	otec	otec	otec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
otec	otec	otec	otec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
než	než	než	než	CONJ	CONJ
podobne	podobně	podobne	podobně	ADV	ADV;POS
podobne	obdobně	podobne	obdobně	ADV	ADV;POS
stránky	stránky	stránka	stránka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stránky	weby	stránka	weby	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
stránky	lokality	stránka	lokalita	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stránky	stránky	stránka	stránka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
diela	díla	dielo	dílo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
poloha	poloha	poloha	poloha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
poloha	postavení	poloha	postavení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
poloha	pozice	poloha	pozice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
poloha	postoj	poloha	postoj	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
poloha	místo	poloha	místo	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
poloha	poloha	poloha	poloha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
poloha	umístění	poloha	umístění	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
poloha	lokalita	poloha	lokalita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
niekedy	někdy	niekedy	někdy	ADV	ADV
niekedy	občas	niekedy	občas	ADV	ADV
niekedy	někdy	niekedy	někdy	ADV	ADV
typu	typu	typ	typ	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
deň	den	deň	den	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
druhý	druhé	druhý	druhý	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
druhý	druhá	druhý	druhý	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
články	předměty	článok	předmět	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
články	výrobky	článok	výrobek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
články	články	článok	článek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
vtedy	pak	vtedy	pak	ADV	ADV
jedna	jedno	jeden	jeden	NUM;NOM;FEM;SG	NUM;NOM;NEUT;SG
jedna	jeden	jeden	jeden	NUM;NOM;FEM;SG	NUM;NOM;MASC;SG
jedna	jedna	jeden	jeden	NUM;NOM;FEM;SG	NUM;NOM;FEM;SG
každý	každý	každý	každý	DET;ANIM;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
každý	každý	každý	každý	DET;ANIM;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
každý	každý	každý	každý	DET;ANIM;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
každý	každé	každý	každý	DET;ANIM;NOM;MASC;SG	DET;NOM;NEUT;SG;POS
každý	každý	každý	každý	DET;ANIM;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
každý	každé	každý	každý	DET;ANIM;NOM;MASC;SG	DET;NOM;NEUT;SG;POS
každý	každá	každý	každý	DET;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG;POS
obrázok	obrázek	obrázok	obrázek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
obrázok	fotka	obrázok	fotka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
obrázok	obrázek	obrázok	obrázek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
obrázok	image	obrázok	image	N;INAN;NOM;MASC;SG	N;FEM;POS
obrázok	obraz	obrázok	obraz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
obrázok	postava	obrázok	postava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
celý	celý	celý	celý	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
celý	celá	celý	celý	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
celý	celé	celý	celý	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
členovia	členové	člen	člen	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
členovia	poslanci	člen	poslanec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
stále	stále	stále	stále	ADV	ADV
stále	pořád	stále	pořád	ADV	ADV
stále	ještě	stále	ještě	ADV	ADV
jednotky	jednotky	jednotka	jednotka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
jednotky	agregáty	jednotka	agregát	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
jednotky	jednotky	jednotka	jednotka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
jednotky	vojska	jednotka	vojsko	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
jednotky	vojáci	jednotka	voják	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
dejiny	dějiny	dejiny	dějiny	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
priemerný	průměrný	priemerný	průměrný	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
priemerný	průměrné	priemerný	průměrný	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
priemerný	průměrná	priemerný	průměrný	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
diskusia	diskuse	diskusi	diskuse	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
diskusia	diskuze	diskusi	diskuse	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
diskusia	debata	diskusi	debata	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
diskusia	diskuse	diskusi	diskuse	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
diskusia	rozprava	diskusi	rozprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
keďže	zatímco	keďže	zatímco	CONJ	CONJ
program	program	program	program	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
program	agenda	program	agenda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
program	program	program	program	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
gitara	kytara	gitaer	kytara	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
článku	článku	článok	článek	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
hudobný	hudební	hudobný	hudební	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
kolo	klín	kolo	klín	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
kolo	kolo	kolo	kolo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
strana	večírek	strana	večírek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
strana	strana	strana	strana	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
strana	strana	strana	strana	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
strana	stránka	strana	stránka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
strana	strana	strana	strana	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
strana	side	strana	sít	N;NOM;FEM;SG	N;NOM;MASC;SG;POS
taktiež	rovněž	taktiež	rovněž	ADV	ADV
taktiež	také	taktiež	také	ADV	ADV
taktiež	též	taktiež	též	ADV	ADV
taktiež	taky	taktiež	také	ADV	ADV
obdobia	doby	obdobie	doba	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
autor	autor	autor	autor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
autor	autorka	autor	autorka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
park	park	park	park	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
popis	titulek	popis	titulek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
popis	popisek	popis	popisek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
popis	popis	popis	popis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
cena	cena	cena	cena	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pravdepodobne	pravděpodobně	pravdepodobne	pravděpodobně	ADV	ADV;POS
pravdepodobne	pravděpodobně	pravdepodobne	pravděpodobně	ADV	ADV;POS
nová	nový	nový	nový	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
nová	nová	nový	nový	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
rieky	řeky	rieka	řeka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
rôzne	jiný	rôzny	jiný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
rôzne	jiná	rôzny	jiný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
rôzne	jiné	rôzny	jiný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
obdobie	období	obdobie	období	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
škola	škola	škola	škola	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
februára	února	február	únor	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
albumy	alba	album	album	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
dielo	práce	dielo	práce	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
dielo	prace	dielo	prace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
nakoniec	nakonec	nakoniec	nakonec	ADV	ADV
nakoniec	eventuálně	nakoniec	eventuálně	ADV	ADV;POS
väčšina	většina	väčšina	většina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
väčšina	většina	väčšina	většina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
väčšina	většiny	väčšina	většina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
zápasy	zápasy	zápas	zápas	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zápasy	shody	zápas	shoda	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
zápasy	zápalky	zápas	zápalek	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
zápasy	rvačky	zápas	rvačka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
zápasy	zápasy	zápas	zápas	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zápasy	souboje	zápas	souboj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zápasy	bitky	zápas	bitka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
zápasy	hry	zápas	hra	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
turnaj	turnaj	turnaj	turnaj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rovnako	rovnoměrně	rovnako	rovnoměrně	ADV	ADV;POS
druh	druh	druh	druh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
druh	typ	druh	typ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
druh	type	druh	typ	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
druh	druh	druh	druh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
stavby	stavby	stavba	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stavby	struktury	stavba	struktura	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stavby	stavby	stavba	stavba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
priamo	rovně	priamo	rovně	ADV	ADV;POS
priamo	přímo	priamo	přímo	ADV	ADV;POS
priamo	přímo	priamo	přímo	ADV	ADV;POS
metrov	metrů	meter	metr	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
metrov	metrů	meter	metr	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
anglický	anglické	anglický	anglický	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
