els	the	el	the	DET;DEF;MASC;PL	DET;DEF
espectadors	viewers	espectador	viewer	N;MASC;PL	N;PL
artificial	artificial	artificial	artificial	ADJ;SG	ADJ
perspectiva	perspective	perspectiva	perspective	N;FEM;SG	N;SG
candidats	candidates	candidat	candidate	N;MASC;PL	N;PL
gegants	giants	gegant	giant	N;MASC;PL	N;PL
banderes	flags	bandera	flag	N;FEM;PL	N;PL
decisions	decisions	decisió	decision	N;FEM;PL	N;PL
tripulació	crew	tripulació	crew	N;FEM;SG	N;SG
lineal	linear	lineal	linear	ADJ;SG	ADJ
tecnologies	technologies	tecnologia	technology	N;FEM;PL	N;PL
temples	temples	temple	temple	N;MASC;PL	N;PL
literalment	literally	literalment	literally	ADV	ADV
monjo	monk	monjo	monk	N;MASC;SG	N;SG
assumir	assume	assumir	assume	V;NFIN	V;IMP;FIN
conseqüències	consequences	conseqüència	consequence	N;FEM;PL	N;PL
grammy	grammy	grammy	grammy	N;MASC;SG	N;SG
jueva	jewish	juevar	jewish	ADJ;FEM;SG	ADJ
fracàs	failure	fracàs	failure	N;MASC;SG	N;SG
consens	consensus	consens	consensus	N;MASC;SG	N;SG
granota	frog	granota	frog	N;FEM;SG	N;SG
mapes	maps	mapa	map	N;MASC;PL	N;PL
fidel	faithful	fidel	faithful	ADJ;SG	ADJ
capítols	chapters	capítol	chapter	N;MASC;PL	N;PL
redacció	drafting	redacció	draft	N;FEM;SG	N;SG
fruits	fruits	fruit	fruit	N;MASC;PL	N;PL
franja	strip	franja	strip	N;FEM;SG	N;SG
publicitat	advertising	publicitat	advertising	N;FEM;SG	N;SG
transformar	transform	transformar	transform	V;NFIN	V;IMP;FIN
ànima	soul	ànima	soul	N;FEM;SG	N;SG
possibilitats	possibilities	possibilitat	possibility	N;FEM;PL	N;PL
canons	cannons	canó	cannon	N;MASC;PL	N;PL
possessions	possessions	possessió	possession	N;FEM;PL	N;PL
àngels	angels	àngel	angel	N;MASC;PL	N;PL
perruqueries	salons	perruqueria	salon	N;FEM;PL	N;PL
perruqueries	hairdressers	perruqueria	hairdresser	N;FEM;PL	N;PL
descens	downhill	descens	downhill	N;MASC;SG	N;SG
envair	invaded	envair	invade	V;NFIN	V;PST;V.PTCP
envair	invade	envair	invade	V;NFIN	V;IMP;FIN
orgue	organ	orgue	organ	N;MASC;SG	N;SG
aprovació	approval	aprovació	approval	N;FEM;SG	N;SG
ric	rich	ric	rich	ADJ;MASC;SG	ADJ
desemboca	empties	desemboc	empty	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
preparació	preparation	preparació	preparation	N;FEM;SG	N;SG
diversitat	diversity	diversitat	diversity	N;FEM;SG	N;SG
comunistes	communists	comunista	communist	N;PL	N;PL
doctrina	doctrine	doctrina	doctrine	N;FEM;SG	N;SG
electricistes	electricians	electricista	electrians	N;PL	N;PL
rendiment	performance	rendiment	performance	N;MASC;SG	N;SG
dipòsit	deposit	dipòsit	deposit	N;MASC;SG	N;SG
integrar	integrate	integrar	integrate	V;NFIN	V;IMP;FIN
assentament	settlement	assentament	settlement	N;MASC;SG	N;SG
precisió	precision	precisió	precision	N;FEM;SG	N;SG
precisió	accuracy	precisió	accuracy	N;FEM;SG	N;SG
ponts	bridges	pont	bridge	N;MASC;PL	N;PL
famosos	famous	famós	famous	ADJ;MASC;PL	ADJ
biologia	biology	biologia	biology	N;FEM;SG	N;SG
ubicació	location	ubicació	location	N;FEM;SG	N;SG
situacions	situations	situació	situation	N;FEM;PL	N;PL
ordinadors	computers	ordinador	computer	N;MASC;PL	N;PL
dissolució	dissolution	dissolució	dissolution	N;FEM;SG	N;SG
escollir	choose	escollir	choose	V;NFIN	V;IMP;FIN
gir	twist	gir	twist	N;MASC;SG	N;SG
dificultat	difficulty	dificultat	difficulty	N;FEM;SG	N;SG
cooperació	cooperation	cooperació	cooperation	N;FEM;SG	N;SG
conferències	conferences	conferència	conference	N;FEM;PL	N;PL
emissió	emission	emissió	emission	N;FEM;SG	N;SG
animació	animation	animació	animation	N;FEM;SG	N;SG
trens	trains	tren	train	N;MASC;PL	N;PL
cotxes	cars	cotxe	car	N;MASC;PL	N;PL
gruix	thickness	gruix	thickness	N;MASC;SG	N;SG
intercanvi	exchange	intercanvi	exchange	N;MASC;SG	N;SG
consciència	conscience	consciència	conscience	N;FEM;SG	N;SG
consciència	consciousness	consciència	consciousness	N;FEM;SG	N;SG
confirmar	confirm	confirmar	confirm	V;NFIN	V;IMP;FIN
otomans	ottomans	otomà	ottoman	N;MASC;PL	N;PL
evident	obvious	evident	obvious	ADJ;SG	ADJ
fortament	strongly	fortament	strongly	ADV	ADV
modificacions	modifications	modificació	modification	N;FEM;PL	N;PL
addicionals	additional	addicional	additional	ADJ;PL	ADJ
signe	sign	signe	sign	N;MASC;SG	N;SG
dolor	pain	dolor	pain	N;MASC;SG	N;SG
tècnics	technicians	tècnic	technician	N;MASC;PL	N;PL
ideologia	ideology	ideologiar	ideology	N;FEM;SG	N;SG
espiritual	spiritual	espiritual	spiritual	ADJ;SG	ADJ
impostos	taxes	impost	tax	N;MASC;PL	N;PL
intensitat	intensity	intensitat	intensity	N;FEM;SG	N;SG
actius	assets	actiu	asset	N;MASC;PL	N;PL
millores	improvements	millora	improvement	N;FEM;PL	N;PL
singular	singular	singular	singular	ADJ;SG	ADJ
socialistes	socialists	socialista	socialist	N;PL	N;PL
vendes	sales	venda	sale	N;FEM;PL	N;PL
cinta	tape	cinta	tape	N;FEM;SG	N;SG
granollers	granollers	granoller	granoller	N;MASC;PL	N;PL
exercici	exercise	exercici	exercise	N;MASC;SG	N;SG
capes	layers	capa	layer	N;FEM;PL	N;PL
proporció	ratio	proporció	ratio	N;FEM;SG	N;SG
proporció	proportion	proporció	proportion	N;FEM;SG	N;SG
freqüents	frequent	freqüent	frequent	ADJ;PL	ADJ
cantar	sing	cantar	sing	V;NFIN	V;IMP;FIN
legislatura	legislature	legislatura	legislature	N;FEM;SG	N;SG
apartament	apartment	apartament	apartment	N;MASC;SG	N;SG
símptomes	symptoms	símptoma	symptom	N;MASC;PL	N;PL
fases	phases	fase	phase	N;FEM;PL	N;PL
negoci	business	negoci	business	N;MASC;SG	N;SG
separa	separates	separar	separate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
missatges	messages	missatge	message	N;MASC;PL	N;PL
rurals	rural	rural	rural	ADJ;PL	ADJ
dirigeix	directs	dirigir	direct	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
arròs	rice	arròs	rice	N;MASC;SG	N;SG
estable	stable	estable	stable	ADJ;SG	ADJ
negociacions	negotiations	negociació	negotiation	N;FEM;PL	N;PL
perd	loses	perdre	lose	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inaugurar	inaugurate	inaugurar	inaugurate	V;NFIN	V;IMP;FIN
guarnició	garrison	guarnició	garrison	N;FEM;SG	N;SG
cadenes	chains	cadena	chain	N;FEM;PL	N;PL
cadenes	strings	cadena	string	N;FEM;PL	N;PL
circumstàncies	circumstances	circumstància	circumstance	N;FEM;PL	N;PL
biblioteques	libraries	biblioteca	library	N;FEM;PL	N;PL
aventures	adventures	aventura	adventure	N;FEM;PL	N;PL
donació	donation	donació	donation	N;FEM;SG	N;SG
places	squares	plaça	square	N;FEM;PL	N;PL
continu	continuous	continu	continuous	ADJ;MASC;SG	ADJ
memorial	memorial	memorial	memorial	ADJ;SG	ADJ
revolucionari	revolutionary	revolucionari	revolutionary	ADJ;MASC;SG	ADJ
catedràtic	professor	catedràtic	professor	N;MASC;SG	N;SG
incendi	fire	incendi	fire	N;MASC;SG	N;SG
depressió	depression	depressió	depression	N;FEM;SG	N;SG
substància	substance	substància	substance	N;FEM;SG	N;SG
investigadors	researchers	investigador	researcher	N;MASC;PL	N;PL
seminari	seminary	seminari	seminary	N;MASC;SG	N;SG
seminari	seminar	seminari	seminar	N;MASC;SG	N;SG
regulars	regular	regular	regular	ADJ;PL	ADJ
oral	oral	oral	oral	ADJ;SG	ADJ
assumptes	matters	assumpte	matter	N;MASC;PL	N;PL
passió	passion	passió	passion	N;FEM;SG	N;SG
forn	oven	forn	oven	N;MASC;SG	N;SG
ones	waves	ona	wave	N;FEM;PL	N;PL
indústries	industries	indústria	industry	N;FEM;PL	N;PL
claustre	cloister	claustre	cloister	N;MASC;SG	N;SG
èpoques	eras	època	eras	N;FEM;PL	N;PL
repressió	repression	repressió	repression	N;FEM;SG	N;SG
voluntaris	volunteers	voluntari	volunteer	N;MASC;PL	N;PL
admissibilitat	admissibility	admissibilitat	admissibility	N;FEM;SG	N;SG
parlant	talking	parlar	talk	V;V.MSDR	V;V.MSDR
parlant	speaking	parlar	speak	V;V.MSDR	V;V.MSDR
legió	legion	legió	legion	N;FEM;SG	N;SG
puntuació	rating	puntuació	rating	N;FEM;SG	N;SG
puntuació	score	puntuació	score	N;FEM;SG	N;SG
ofici	craft	ofici	craft	N;MASC;SG	N;SG
tancs	tanks	tanc	tank	N;MASC;PL	N;PL
bomba	bomb	bomba	bomb	N;FEM;SG	N;SG
nomenament	appointment	nomenament	appointment	N;MASC;SG	N;SG
pavelló	pavilion	pavelló	pavilion	N;MASC;SG	N;SG
retrats	portraits	retrat	portrait	N;MASC;PL	N;PL
pilars	pillars	pilar	pillar	N;MASC;PL	N;PL
restaurar	restore	restaurar	restore	V;NFIN	V;IMP;FIN
matemàtica	mathematics	matemàtic	mathematics	N;FEM;SG	N;SG
matemàtica	math	matemàtic	math	N;FEM;SG	N;SG
pacients	patients	pacient	patient	N;PL	N;PL
gasos	gases	gas	gas	N;MASC;PL	N;PL
destí	destiny	destí	destiny	N;MASC;SG	N;SG
asteroides	asteroids	asteroit	asteroid	N;MASC;PL	N;PL
exactament	exactly	exactament	exactly	ADV	ADV
pèrdues	losses	pèrdua	loss	N;FEM;PL	N;PL
traduccions	translations	traducció	translation	N;FEM;PL	N;PL
convenció	convention	convenció	convention	N;FEM;SG	N;SG
consells	tips	consell	tip	N;MASC;PL	N;PL
elevació	elevation	elevació	elevation	N;FEM;SG	N;SG
enginyers	engineers	enginyer	engineer	N;MASC;PL	N;PL
mòdul	module	mòdul	module	N;MASC;SG	N;SG
intervenir	intervene	intervenir	intervene	V;NFIN	V;IMP;FIN
fulla	leaf	fulla	leaf	N;FEM;SG	N;SG
cordes	ropes	corda	rope	N;FEM;PL	N;PL
creix	grows	créixer	grow	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hoquei	hockey	hoquaa	hockey	N;MASC;SG	N;SG
dieta	diet	dieta	diet	N;FEM;SG	N;SG
indi	indian	indi	indian	ADJ;MASC;SG	ADJ
continuïtat	continuity	continuïtat	continuity	N;FEM;SG	N;SG
designar	designate	designar	designate	V;NFIN	V;IMP;FIN
empúries	empúries	empúria	empary	N;FEM;PL	N;PL
planetes	planets	planeta	planet	N;MASC;PL	N;PL
confondre	confuse	confondre	confuse	V;NFIN	V;IMP;FIN
rellevant	relevant	rellevant	relevant	ADJ;SG	ADJ
agències	agencies	agència	agency	N;FEM;PL	N;PL
delegació	delegation	delegació	delegation	N;FEM;SG	N;SG
solucions	solutions	solució	solution	N;FEM;PL	N;PL
inspiració	inspiration	inspiració	inspiration	N;FEM;SG	N;SG
cantons	cantons	cantó	canton	N;MASC;PL	N;PL
integral	integral	integral	integral	ADJ;SG	ADJ
rutes	routes	ruta	route	N;FEM;PL	N;PL
beneficis	benefits	benefici	benefit	N;MASC;PL	N;PL
essencial	essential	essencial	essential	ADJ;SG	ADJ
dramàtica	dramatic	dramàtic	dramatic	ADJ;FEM;SG	ADJ
dialecte	dialect	dialecte	dialect	N;MASC;SG	N;SG
gat	cat	gat	cat	N;MASC;SG	N;SG
professors	teachers	professor	teacher	N;MASC;PL	N;PL
vents	winds	vent	wind	N;MASC;PL	N;PL
rugbi	rugby	rugbi	rugby	N;MASC;SG	N;SG
classificacions	classifications	classificació	classification	N;FEM;PL	N;PL
típica	typical	típic	typical	ADJ;FEM;SG	ADJ
convèncer	convince	convèncer	convince	V;NFIN	V;IMP;FIN
adaptar	adapt	adaptar	adapt	V;NFIN	V;IMP;FIN
fiscal	prosecutor	fiscal	prosecutor	N;SG	N;SG
tub	tube	tub	tube	N;MASC;SG	N;SG
identificació	identification	identificació	identification	N;FEM;SG	N;SG
tombes	graves	tomba	grave	N;FEM;PL	N;PL
cervell	brain	cervell	brain	N;MASC;SG	N;SG
lluites	struggles	lluita	struggle	N;FEM;PL	N;PL
àtoms	atoms	àtom	atom	N;MASC;PL	N;PL
múscul	muscle	múscul	muscle	N;MASC;SG	N;SG
acompanyar	accompany	acompanyar	accompany	V;NFIN	V;IMP;FIN
organitza	organizes	organitzar	organize	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
interacció	interaction	interacció	interaction	N;FEM;SG	N;SG
incorpora	incorporates	incorporar	incorporate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
directors	directors	director	director	N;MASC;PL	N;PL
anualment	annually	anualment	annually	ADV	ADV
arquitectes	architects	arquitecte	architect	N;MASC;PL	N;PL
entrades	tickets	entrada	ticket	N;FEM;PL	N;PL
ciutadella	citadel	ciutadella	citadel	N;FEM;SG	N;SG
propaganda	propaganda	propaganda	propaganda	N;FEM;SG	N;SG
formalment	formally	formalment	formally	ADV	ADV
abundant	abundant	abundar	abundant	ADJ;SG	ADJ
enfrontament	showdown	enfrontament	showdown	N;MASC;SG	N;SG
repertori	repertoire	repertori	repertoire	N;MASC;SG	N;SG
irregular	irregular	irregular	irregular	ADJ;SG	ADJ
localitats	localities	localitat	locality	N;FEM;PL	N;PL
pressupost	budget	pressupost	budget	N;MASC;SG	N;SG
argentí	argentine	argentí	argentine	ADJ;MASC;SG	ADJ
observacions	comments	observació	comment	N;FEM;PL	N;PL
esfera	sphere	esferar	sphere	N;FEM;SG	N;SG
tancament	closure	tancament	closure	N;MASC;SG	N;SG
bàsics	basic	bàsic	basic	ADJ;MASC;PL	ADJ
aviació	aviation	aviació	aviation	N;FEM;SG	N;SG
intern	internal	intern	internal	ADJ;MASC;SG	ADJ
forat	hole	forat	hole	N;MASC;SG	N;SG
batalló	battalion	batalló	battalion	N;MASC;SG	N;SG
modernista	modernist	modernista	modernist	ADJ;SG	ADJ
natació	swimming	natació	swim	N;FEM;SG	N;SG
impuls	impulse	impuls	impulse	N;MASC;SG	N;SG
impuls	momentum	impuls	momentum	N;MASC;SG	N;SG
patrons	patterns	patró	pattern	N;MASC;PL	N;PL
narrativa	narrative	narrativa	narrative	N;FEM;SG	N;SG
rànquing	ranking	rànquing	rank	N;MASC;SG	N;SG
extern	external	extern	external	ADJ;MASC;SG	ADJ
compartir	share	compartir	share	V;NFIN	V;IMP;FIN
progrés	progress	progrés	progress	N;MASC;SG	N;SG
recórrer	resorting	recórrer	resort	V;NFIN	V;V.MSDR
tempesta	storm	tempesta	storm	N;FEM;SG	N;SG
video	video	video	video	N;MASC;SG	N;SG
popularment	popularly	popularment	popularly	ADV	ADV
dimensió	dimension	dimensió	dimension	N;FEM;SG	N;SG
plaques	plates	placa	plate	N;FEM;PL	N;PL
anells	rings	anell	ring	N;MASC;PL	N;PL
civilització	civilization	civilització	civilization	N;FEM;SG	N;SG
urbanització	urbanization	urbanització	urbanization	N;FEM;SG	N;SG
resistir	resist	resistir	resist	V;NFIN	V;IMP;FIN
esquema	scheme	esquema	scheme	N;MASC;SG	N;SG
esquema	outline	esquema	outline	N;MASC;SG	N;SG
esquema	schema	esquema	schema	N;MASC;SG	N;SG
protocol	protocol	protocol	protocol	N;MASC;SG	N;SG
deessa	goddess	deessa	goddess	N;FEM;SG	N;SG
proximitat	proximity	proximitat	proximity	N;FEM;SG	N;SG
vèncer	defeating	vèncer	defeat	V;NFIN	V;V.MSDR
afectar	affect	afectar	affect	V;NFIN	V;IMP;FIN
organista	organist	organista	organist	N;SG	N;SG
fragment	fragment	fragment	fragment	N;MASC;SG	N;SG
humor	mood	humor	mood	N;MASC;SG	N;SG
humor	humour	humor	humour	N;MASC;SG	N;SG
rellevància	relevance	rellevància	relevance	N;FEM;SG	N;SG
ballet	ballet	ballet	ballet	N;MASC;SG	N;SG
instruccions	instructions	instrucció	instruction	N;FEM;PL	N;PL
igualtat	equality	igualtat	equality	N;FEM;SG	N;SG
manifestacions	demonstrations	manifestació	demonstration	N;FEM;PL	N;PL
progressivament	progressively	progressivament	progressively	ADV	ADV
limitat	limited	limitat	limited	ADJ;MASC;SG;V.PTCP	ADJ
rotació	rotation	rotació	rotation	N;FEM;SG	N;SG
gossos	dogs	gos	dog	N;MASC;PL	N;PL
jugant	playing	jugar	play	V;V.MSDR	V;V.MSDR
inscripcions	inscriptions	inscripció	inscription	N;FEM;PL	N;PL
contribucions	contributions	contribució	contribution	N;FEM;PL	N;PL
films	films	film	film	N;MASC;PL	N;PL
operatiu	operational	operatiu	operational	ADJ;MASC;SG	ADJ
proposa	proposes	proposar	propose	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
excavacions	excavations	excavació	excavation	N;FEM;PL	N;PL
gravetat	gravity	gravetat	gravity	N;FEM;SG	N;SG
lema	motto	lema	motto	N;MASC;SG	N;SG
baronia	barony	baronia	barony	N;FEM;SG	N;SG
doctorat	phd	doctorat	phd	N;MASC;SG	N;SG
horitzontal	horizontal	horitzontal	horizontal	ADJ;SG	ADJ
campament	camp	campament	camp	N;MASC;SG	N;SG
capaços	capable	capaç	capable	ADJ;MASC;PL	ADJ
noi	boy	noi	boy	N;MASC;SG	N;SG
legislació	legislation	legislació	legislation	N;FEM;SG	N;SG
austríac	austrian	austríac	austrian	ADJ;MASC;SG	ADJ
fortuna	fortune	fortuna	fortune	N;FEM;SG	N;SG
sòlid	solid	sòlid	solid	ADJ;MASC;SG	ADJ
arqueologia	archaeology	arqueologia	archaeology	N;FEM;SG	N;SG
calcular	calculate	calcular	calculate	V;NFIN	V;IMP;FIN
coves	caves	cova	cave	N;FEM;PL	N;PL
mesquita	mosque	mesquita	mosque	N;FEM;SG	N;SG
equacions	equations	equació	equation	N;FEM;PL	N;PL
façanes	facades	façana	facade	N;FEM;PL	N;PL
electricitat	electricity	electricitat	electricity	N;FEM;SG	N;SG
vaga	strike	vaga	strike	N;FEM;SG	N;SG
característic	characteristic	característic	characteristic	ADJ;MASC;SG	ADJ
egipci	egyptian	egipcar	egyptian	ADJ;MASC;SG	ADJ
experiments	experiments	experiment	experiment	N;MASC;PL	N;PL
entrenament	training	entrenament	training	N;MASC;SG	N;SG
entrenament	workout	entrenament	workout	N;MASC;SG	N;SG
seguiment	tracking	seguiment	tracking	N;MASC;SG	N;SG
periodisme	journalism	periodisme	journalism	N;MASC;SG	N;SG
fòrum	forum	fòrum	forum	N;MASC;SG	N;SG
escales	stairs	escala	stair	N;FEM;PL	N;PL
escales	scales	escala	scale	N;FEM;PL	N;PL
quartet	quartet	quartet	quartet	N;MASC;SG	N;SG
mecanismes	mechanisms	mecanisme	mechanism	N;MASC;PL	N;PL
comentari	comment	comentari	comment	N;MASC;SG	N;SG
infància	childhood	infància	childhood	N;FEM;SG	N;SG
triangle	triangle	triangle	triangle	N;MASC;SG	N;SG
reserves	reservations	reserva	reservation	N;FEM;PL	N;PL
insecte	insect	insecte	insect	N;MASC;SG	N;SG
musulmà	muslim	musulmà	muslim	ADJ;MASC;SG	ADJ
ucraïnès	ukrainian	ucraïnès	ukrainian	ADJ;MASC;SG	ADJ
projecció	projection	projecció	projection	N;FEM;SG	N;SG
determinats	certain	determinat	certain	ADJ;MASC;PL;V.PTCP	ADJ
subfamília	subfamily	subfamília	subfamily	N;FEM;SG	N;SG
dirigents	leaders	dirigent	leader	N;PL	N;PL
gabinet	cabinet	gabinet	cabinet	N;MASC;SG	N;SG
cobertura	coverage	cobertura	coverage	N;FEM;SG	N;SG
fusionar	merge	fusionar	merge	V;NFIN	V;IMP;FIN
conversió	conversion	conversió	conversion	N;FEM;SG	N;SG
concessió	concession	concessió	concession	N;FEM;SG	N;SG
llistat	listing	llistat	list	N;MASC;SG	N;SG
experts	experts	expert	expert	N;MASC;PL	N;PL
extensa	extensive	extens	extensive	ADJ;FEM;SG	ADJ
discos	disks	disc	disk	N;MASC;PL	N;PL
hongarès	hungarian	hongarès	hungarian	ADJ;MASC;SG	ADJ
duquessa	duchess	duquessa	duchess	N;FEM;SG	N;SG
variació	variation	variació	variation	N;FEM;SG	N;SG
jurat	jury	jurat	jury	N;MASC;SG	N;SG
àcids	acids	àcid	acid	N;MASC;PL	N;PL
barrera	barrier	barrera	barrier	N;FEM;SG	N;SG
aparells	appliances	aparell	appliance	N;MASC;PL	N;PL
pensa	thinks	pensar	think	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
tarda	afternoon	tarda	afternoon	N;FEM;SG	N;SG
poetes	poets	poeta	poet	N;PL	N;PL
aliment	sustenance	aliment	sustenance	N;MASC;SG	N;SG
addicional	additional	addicional	additional	ADJ;SG	ADJ
passatgers	passengers	passatger	passenger	N;MASC;PL	N;PL
plat	dish	plat	dish	N;MASC;SG	N;SG
alcohol	alcohol	alcohol	alcohol	N;MASC;SG	N;SG
definit	definite	definit	definite	ADJ;MASC;SG;V.PTCP	ADJ
raigs	rays	raig	ray	N;MASC;PL	N;PL
configuració	setup	configuració	setup	N;FEM;SG	N;SG
configuració	configuration	configuració	configuration	N;FEM;SG	N;SG
danès	danish	danès	danish	ADJ;MASC;SG	ADJ
evidència	evidence	evidència	evidence	N;FEM;SG	N;SG
versos	verses	vers	verse	N;MASC;PL	N;PL
protectorat	protectorate	protectorat	protectorate	N;MASC;SG	N;SG
explicació	explanation	explicació	explanation	N;FEM;SG	N;SG
lent	slow	lent	slow	ADJ;MASC;SG	ADJ
adult	adult	adult	adult	ADJ;MASC;SG	ADJ
directora	director	directora	director	N;FEM;SG	N;SG
manuscrit	manuscript	manuscrit	manuscript	N;MASC;SG	N;SG
tretze	thirteen	tretze	thirteen	NUM;PL	NUM
desconeguda	unknown	desconegut	unknown	ADJ;FEM;SG;V.PTCP	ADJ
estabilitat	stability	estabilitat	stability	N;FEM;SG	N;SG
testimonis	witnesses	testimoni	witness	N;PL	N;PL
expressa	expresses	expressar	express	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
víctima	victim	víctima	victim	N;FEM;SG	N;SG
correspondència	correspondence	correspondència	correspondence	N;FEM;SG	N;SG
experimental	experimental	experimental	experimental	ADJ;SG	ADJ
espines	thorns	espina	thorn	N;FEM;PL	N;PL
brasiler	brazilian	brasiler	brazilian	ADJ;MASC;SG	ADJ
dependències	units	dependència	unit	N;FEM;PL	N;PL
dependències	dependencies	dependència	dependency	N;FEM;PL	N;PL
immigrants	immigrants	immigrant	immigrant	N;PL	N;PL
típicament	typically	típicament	typically	ADV	ADV
jornada	day	jornada	day	N;FEM;SG	N;SG
especialista	specialist	especialista	specialist	N;SG	N;SG
circulació	circulation	circulació	circulation	N;FEM;SG	N;SG
cronologia	timeline	cronologia	timeline	N;FEM;SG	N;SG
croada	crusade	croada	crusade	N;FEM;SG	N;SG
impressió	impression	impressió	impression	N;FEM;SG	N;SG
impressió	printing	impressió	printing	N;FEM;SG	N;SG
pagesos	peasants	pagès	peasant	N;MASC;PL	N;PL
paisatges	landscapes	paisatge	landscape	N;MASC;PL	N;PL
instrucció	instruction	instrucció	instruction	N;FEM;SG	N;SG
descendència	offspring	descendència	offspring	N;FEM;SG	N;SG
metges	doctors	metge	doctor	N;MASC;PL	N;PL
refugiats	refugees	refugiat	refuge	N;MASC;PL	N;PL
pseudònim	pseudonym	pseudònim	pseudonym	N;MASC;SG	N;SG
tresor	treasure	tresor	treasure	N;MASC;SG	N;SG
assentaments	seats	assentament	seat	N;MASC;PL	N;PL
ossos	bones	os	bone	N;MASC;PL	N;PL
dipòsits	deposits	dipòsit	deposit	N;MASC;PL	N;PL
afecta	affects	afectar	affect	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
exploració	exploration	exploració	exploration	N;FEM;SG	N;SG
exploració	scan	exploració	scan	N;FEM;SG	N;SG
generacions	generations	generació	generation	N;FEM;PL	N;PL
conques	basins	conca	basin	N;FEM;PL	N;PL
funcionaris	officials	funcionari	official	N;MASC;PL	N;PL
probabilitat	probability	probabilitat	probability	N;FEM;SG	N;SG
parròquies	parishes	parròquia	parish	N;FEM;PL	N;PL
suposadament	supposedly	suposadament	supposedly	ADV	ADV
privilegis	privileges	privilegi	privileges	N;MASC;PL	N;PL
comerciants	traders	comerciant	trader	N;MASC;PL	N;PL
dibuixant	cartoonist	dibuixant	cartoonist	N;SG	N;SG
interpreta	interprets	interpretar	interpret	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
eliminació	removal	eliminació	removal	N;FEM;SG	N;SG
eliminació	elimination	eliminació	elimination	N;FEM;SG	N;SG
astronomia	astronomy	astronomia	astronomy	N;FEM;SG	N;SG
plural	plural	plural	plural	ADJ;SG	ADJ
sobrenom	nickname	sobrenom	nickname	N;MASC;SG	N;SG
visites	visits	visita	visit	N;FEM;PL	N;PL
clients	customers	client	customer	N;MASC;PL	N;PL
clients	clients	client	client	N;MASC;PL	N;PL
ramaderia	livestock	ramaderia	livestock	N;FEM;SG	N;SG
dedica	dedicates	dedicar	dedicate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dedica	devotes	dedicar	devotes	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dissenys	designs	disseny	design	N;MASC;PL	N;PL
espectacles	shows	espectacle	show	N;MASC;PL	N;PL
nacionalisme	nationalism	nacionalisme	nationalism	N;MASC;SG	N;SG
paràmetre	parameter	paràmetre	parameter	N;MASC;SG	N;SG
àmbits	areas	àmbit	area	N;MASC;PL	N;PL
aventura	adventure	aventura	adventure	N;FEM;SG	N;SG
transferència	transfer	transferència	transfer	N;FEM;SG	N;SG
transferència	transference	transferència	transference	N;FEM;SG	N;SG
produccions	productions	producció	production	N;FEM;PL	N;PL
arguments	arguments	argument	argument	N;MASC;PL	N;PL
esquí	skiing	esquí	ski	N;MASC;SG	N;SG
duresa	hardness	duresa	hardness	N;FEM;SG	N;SG
residents	residents	resident	resident	N;PL	N;PL
magnètic	magnetic	magnètic	magnetic	ADJ;MASC;SG	ADJ
virrei	viceroy	virrei	viceroy	N;MASC;SG	N;SG
parcs	parks	parc	park	N;MASC;PL	N;PL
renovació	renewal	renovació	renewal	N;FEM;SG	N;SG
pistes	tracks	pista	track	N;FEM;PL	N;PL
preus	prices	preu	price	N;MASC;PL	N;PL
desembocadura	mouth	desembocadura	mouth	N;FEM;SG	N;SG
racing	racing	racing	racing	N;MASC;SG	N;SG
muntatge	mounting	muntatge	mounting	N;MASC;SG	N;SG
taques	spots	taca	spot	N;FEM;PL	N;PL
sagrat	sacred	sagrat	sacred	ADJ;MASC;SG	ADJ
mercats	markets	mercat	market	N;MASC;PL	N;PL
externa	external	extern	external	ADJ;FEM;SG	ADJ
consellers	counselors	conseller	counselor	N;MASC;PL	N;PL
originàriament	originally	originàriament	originally	ADV	ADV
transmetre	transmit	transmetre	transmit	V;NFIN	V;IMP;FIN
habitació	room	habitació	room	N;FEM;SG	N;SG
memòries	memoirs	memòria	memoir	N;FEM;PL	N;PL
extremadament	extremely	extremadament	extremely	ADV	ADV
reconeix	recognizes	reconèixer	recognize	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vinya	vineyard	vinya	vineyard	N;FEM;SG	N;SG
monestirs	monasteries	monestir	monastery	N;MASC;PL	N;PL
portaveu	spokesperson	portaveu	spokesperson	N;SG	N;SG
servidor	server	servidor	server	N;MASC;SG	N;SG
