aliado	حليف	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
corredores	الممرات	corredor	مَمَرّ	N;MASC;PL	N;NOM;DEF;PL
corredores	الوسطاء	corredor	وَسِيط	N;MASC;PL	N;NOM;DEF;PL
corredores	العدائين	corredor	عَدِينَة	N;MASC;PL	N;ACC;DEF;PL
tranvía	الترام	tranvía	تُرَام	N;MASC;SG	N;NOM;DEF;SG
escolta	المرافقة	escolta	مُرَافَقَة	N;SG	N;NOM;DEF;SG
escolta	مرافقة	escolta	مُرَافَقَة	N;SG	N;NOM;INDF;SG
desfile	موكب	desfile	مَوكِب	N;MASC;SG	N;NOM;INDF;SG
barras	حانات	barra	حَانَة	N;FEM;PL	N;NOM;INDF;PL
barras	الحانات	barra	حَانَة	N;FEM;PL	N;NOM;DEF;PL
barras	قضبان	barra	قَضِيب	N;FEM;PL	N;NOM;INDF;PL
barras	القضبان	barra	قَضَب	N;FEM;PL	N;NOM;DEF;PL
celebraciones	احتفالات	celebración	اِحتِفَال	N;FEM;PL	N;NOM;INDF;PL
celebraciones	الاحتفالات	celebración	اِحتِفَال	N;FEM;PL	N;NOM;DEF;PL
galerías	معارض	galería	مَعرِض	N;FEM;PL	N;NOM;INDF;PL
piscina	المسبح	piscina	مُسبَح	N;FEM;SG	N;NOM;DEF;SG
piscina	مسبح	piscina	مُسبَح	N;FEM;SG	N;NOM;INDF;SG
piscina	بركة	piscina	بَرَكَة	N;FEM;SG	N;NOM;INDF;SG
mundos	عوالم	mundo	عَالَم	N;MASC;PL	N;NOM;INDF;PL
mundos	العوالم	mundo	عَالَم	N;MASC;PL	N;NOM;DEF;PL
office	المكتب	office	مَكتَب	N;SG	N;NOM;DEF;SG
office	مكتب	office	مَكتَب	N;SG	N;NOM;INDF;SG
office	المنصب	office	مَنصِب	N;SG	N;NOM;DEF;SG
institutos	معاهد	instituto	مَعهَد	N;MASC;PL	N;NOM;INDF;PL
institutos	المعاهد	instituto	مَعهَد	N;MASC;PL	N;NOM;DEF;PL
biológica	بيولوجية	biológico	بِيُولُوجِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
ecuaciones	المعادلات	ecuación	مُعَادِلَة	N;FEM;PL	N;NOM;DEF;PL
secret	السر	secret	سُرّ	N	N;NOM;DEF;SG
privilegios	امتيازات	privilegio	اِمتِيَاز	N;MASC;PL	N;NOM;INDF;PL
privilegios	الامتيازات	privilegio	اِمتِيَاز	N;MASC;PL	N;NOM;DEF;PL
castaño	الكستناء	castaño	كُستُنّ	N;MASC;SG	N;NOM;DEF;SG
finaliza	ينتهي	finalizar	اِنتَهَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
perfecta	مثالي	perfecto	مثالي	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
perfecta	مثالية	perfecto	مُثَالِيَة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
perfecta	ممتاز	perfecto	مُمتَاز	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
átomos	الذرات	átomo	ذِرَة	N;MASC;PL	N;NOM;DEF;PL
átomos	ذرات	átomo	ذِرَة	N;MASC;PL	N;NOM;INDF;PL
evidencias	ادلة	evidencia	دَلِيل	N;FEM;PL	N;NOM;INDF;PL
suite	الجناح	suite	جَنَاح	N;FEM;SG	N;NOM;DEF;SG
suite	جناح	suite	جَنَاح	N;FEM;SG	N;NOM;INDF;SG
incendios	الحرائق	incendio	حَرِيق	N;MASC;PL	N;NOM;DEF;PL
incendios	حرائق	incendio	حَرِيق	N;MASC;PL	N;NOM;INDF;PL
revolucionarios	الثوار	revolucionario	ثَور	N;MASC;PL	N;NOM;DEF;PL
costos	التكاليف	costo	تَكلِيف	N;MASC;PL	N;NOM;DEF;PL
costos	تكاليف	costo	تَكلِفَة	N;MASC;PL	N;NOM;INDF;PL
láser	الليزر	láser	لِيزِر	N;MASC;SG	N;NOM;DEF;SG
láser	الليزر	láser	لِيزِر	N;MASC;SG	N;NOM;DEF;SG
islámico	الاسلامي	islámico	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
islámico	اسلامية	islámico	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
islámico	الاسلامية	islámico	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
islámico	اسلامي	islámico	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
vinculado	مرتبط	vinculado	مُرتَبِط	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
vinculado	مرتبطة	vinculado	مُرتَبِط	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
kiss	قبلة	kiss	قَبلَة	N	N;NOM;INDF;SG
pirámide	الهرم	pirámide	هَرم	N;FEM;SG	N;NOM;DEF;SG
inscripciones	النقوش	inscripción	نَقوَش	N;FEM;PL	N;NOM;DEF;PL
inscripciones	التسجيلات	inscripción	تَسجِيل	N;FEM;PL	N;NOM;DEF;PL
agregado	الاجمالي	agregar	إِجمَالِيّ	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
agregado	مجمعة	agregar	مُجَمَّع	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
algodón	القطن	algodón	قُطن	N;MASC;SG	N;NOM;DEF;SG
sultán	السلطان	sultán	سُلطَان	N;MASC;SG	N;NOM;DEF;SG
inundaciones	فيضانات	inundación	فِيضَان	N;FEM;PL	N;NOM;INDF;PL
inundaciones	الفيضانات	inundación	فِيضَان	N;FEM;PL	N;NOM;DEF;PL
inundaciones	فيضانات	inundación	فِيضَان	N;FEM;PL	N;NOM;INDF;PL
inundaciones	الفيضانات	inundación	فِيضَان	N;FEM;PL	N;NOM;DEF;PL
inundaciones	الفيضانات	inundación	فِيضَان	N;FEM;PL	N;NOM;DEF;PL
coronación	التتويج	coronación	تَويِيج	N;FEM;SG	N;NOM;DEF;SG
coronación	تتويج	coronación	تَتوِيج	N;FEM;SG	N;NOM;INDF;SG
inspector	مفتش	inspector	مفتش	N;MASC;SG	N;NOM;INDF;SG
inspector	المفتش	inspector	مُفَتِّش	N;MASC;SG	N;NOM;DEF;SG
calibre	العيار	calibre	عِيَار	N;MASC;SG	N;NOM;DEF;SG
calibre	العيار	calibre	عِيَار	N;MASC;SG	N;NOM;DEF;SG
terrible	فظيع	terrible	فَظِيع	ADJ;SG	ADJ;NOM;INDF;MASC;SG
action	العمل	action	عَمَل	N;SG	N;NOM;DEF;SG
action	الاجراء	action	إِجرَاء	N;SG	N;NOM;DEF;SG
action	اجراء	action	إِجرَاء	N;SG	N;NOM;INDF;SG
action	الحركة	action	حَرَكَة	N;SG	N;NOM;DEF;SG
triste	حزينة	triste	حِزِّينَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
edita	حرر	editar	حَرَّر	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
templado	المعتدلة	templado	مُعتَدِل	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
mártir	شهيدا	mártir	شَهِيد	N;MASC;SG	N;ACC;INDF;SG
mártir	شهيد	mártir	شَهِيد	N;MASC;SG	N;NOM;INDF;SG
frecuencias	ترددات	frecuencia	تَرَدُّد	N;FEM;PL	N;NOM;INDF;PL
frecuencias	الترددات	frecuencia	تَرَدُّد	N;FEM;PL	N;NOM;DEF;PL
luchando	يكافح	luchar	كَافَح	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
luchando	تكافح	luchar	كَافَح	V;V.MSDR	V;IPFV;FEM;IND;SG;3;FIN;ACT
luchando	يصارع	luchar	صَارَع	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
cometido	ملتزم	cometido	مُلتَزَم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
cometido	ملتزمة	cometido	مُلتَزِم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
talk	كلام	talk	كَلَام	N	N;NOM;INDF;SG
talk	الحديث	talk	حَدِيث	N	N;NOM;DEF;SG
talk	الكلام	talk	كَلَام	N	N;NOM;DEF;SG
talk	التحدث	talk	تَحَدُّث	N	N;NOM;DEF;SG
cantos	اغان	canto	أَغَان	N;MASC;PL	N;NOM;INDF;PL
cantos	اغاني	canto	اغاني	N;MASC;PL	N;NOM;INDF;PL
plomo	الرصاص	plomo	رَصَاص	N;MASC;SG	N;NOM;DEF;SG
ciudadana	مواطن	ciudadana	مُوَاطِن	N;FEM;SG	N;NOM;INDF;SG
ciudadana	مواطنة	ciudadana	مُوَاطِنَة	N;FEM;SG	N;NOM;INDF;SG
ciudadana	المواطن	ciudadana	مُوَاطِن	N;FEM;SG	N;NOM;DEF;SG
bruja	الساحرة	bruja	سَاحِرَة	N;FEM;SG	N;NOM;DEF;SG
sudán	السودان	sudán	سُودَان	N;MASC;SG	N;NOM;DEF;SG
horror	الرعب	horror	رُعب	N;MASC;SG	N;NOM;DEF;SG
horror	رعب	horror	رَعب	N;MASC;SG	N;NOM;INDF;SG
eficacia	كفاءة	eficacia	كَفَاءَة	N;FEM;SG	N;NOM;INDF;SG
eficacia	الكفاءة	eficacia	كَفَاءَة	N;FEM;SG	N;NOM;DEF;SG
eficacia	الفعالية	eficacia	فَعَّالِيَّة	N;FEM;SG	N;NOM;DEF;SG
eficacia	فعالية	eficacia	فَعَّالِيَّة	N;FEM;SG	N;NOM;INDF;SG
eficacia	الفعالية	eficacia	فَعَّالِيَّة	N;FEM;SG	N;NOM;DEF;SG
eficacia	فعالية	eficacia	فَعَّالِيَّة	N;FEM;SG	N;NOM;INDF;SG
eficacia	الفعالية	eficacia	فَعَّالِيَّة	N;FEM;SG	N;NOM;DEF;SG
coincide	يتزامن	coincidir	تَزَامَن	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
creciendo	ينمو	crecer	نَمَا	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
traductor	مترجم	traductor	مُتَرجِم	N;MASC;SG	N;NOM;INDF;SG
traductor	مترجمة	traductor	مُتَرَجِّم	N;MASC;SG	N;NOM;INDF;SG
supervisión	الرصد	supervisión	رَصد	N;FEM;SG	N;NOM;DEF;SG
supervisión	رصد	supervisión	رَصد	N;FEM;SG	N;NOM;INDF;SG
supervisión	الاشراف	supervisión	إِشرَاف	N;FEM;SG	N;NOM;DEF;SG
supervisión	رقابة	supervisión	رَقَابَة	N;FEM;SG	N;NOM;INDF;SG
supervisión	الاشراف	supervisión	إِشرَاف	N;FEM;SG	N;NOM;DEF;SG
supervisión	الرقابة	supervisión	رَقَابَة	N;FEM;SG	N;NOM;DEF;SG
tonos	نغمات	tono	نَغمَة	N;MASC;PL	N;NOM;INDF;PL
automático	تلقائية	automático	تِلقَائِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
automático	تلقائيا	automático	تِلقَائِيّ	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
atracciones	الجذب	atracción	جَذب	N;FEM;PL	N;NOM;DEF;PL
desaparece	يختفي	desaparecer	اِختَفَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
desaparece	تختفي	desaparecer	اِختَفَى	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
renunciar	استقال	renunciar	اِستَقَال	V;NFIN	V;PFV;MASC;SG;3;ACT
budismo	البوذية	budismo	بُوذِيّ	N;MASC;SG	N;NOM;DEF;SG
budismo	البوذية	budismo	بُوذِيّ	N;MASC;SG	N;NOM;DEF;SG
activistas	النشطاء	activista	نَشِيط	N;PL	N;NOM;DEF;PL
activistas	نشطاء	activista	نَشِيط	N;PL	N;NOM;INDF;PL
activistas	الناشطين	activista	نَاشِط	N;PL	N;NOM;DEF;PL
ambientes	بيئات	ambiente	بَيئَة	N;MASC;PL	N;NOM;INDF;PL
ambientes	البيئات	ambiente	بَيئَة	N;MASC;PL	N;NOM;DEF;PL
atentados	الهجمات	atentado	هَجمَة	N;MASC;PL	N;NOM;DEF;PL
atentados	اعتداءات	atentado	اِعتِدَاء	N;MASC;PL	N;NOM;INDF;PL
atentados	هجمات	atentado	هَجمَة	N;MASC;PL	N;NOM;INDF;PL
atentados	الاعتداءات	atentado	اِعتِدَاء	N;MASC;PL	N;NOM;DEF;PL
atentados	التفجيرات	atentado	تَفجِير	N;MASC;PL	N;NOM;DEF;PL
atentados	تفجيرات	atentado	تَفجِير	N;MASC;PL	N;NOM;INDF;PL
milicias	ميليشيات	milicia	ميليشيات	N;FEM;PL	N;NOM;INDF;PL
milicias	المليشيات	milicia	مُلِيشِيّ	N;FEM;PL	N;NOM;DEF;PL
milicias	الميليشيات	milicia	مِيلِيشِيَا	N;FEM;PL	N;NOM;DEF;PL
milicias	ميليشيات	milicia	ميليشيات	N;FEM;PL	N;NOM;INDF;PL
milicias	المليشيات	milicia	مُلِيشِيّ	N;FEM;PL	N;NOM;DEF;PL
milicias	الميليشيات	milicia	مِيلِيشِيَا	N;FEM;PL	N;NOM;DEF;PL
supuesta	المفروض	supuesto	مَفرُوض	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
supuesta	مفترض	supuesto	مُفتَرَض	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
supuesta	المفترض	supuesto	مُفتَرَض	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
resurrección	الانبعاث	resurrección	اِنبِعَاث	N;FEM;SG	N;NOM;DEF;SG
resurrección	القيامة	resurrección	قِيَامَة	N;FEM;SG	N;NOM;DEF;SG
pensando	تفكر	pensar	فَكَّر	V;V.MSDR	V;IPFV;MASC;IND;SG;2;FIN;ACT
ratón	الفارة	ratón	فَارّ	N;MASC;SG	N;NOM;DEF;SG
tubos	الانابيب	tubo	أُنبُوب	N;MASC;PL	N;NOM;DEF;PL
tubos	انابيب	tubo	أُنبُوب	N;MASC;PL	N;NOM;INDF;PL
presas	السدود	presa	سُدّ	N;FEM;PL	N;NOM;DEF;PL
matanza	مذبحة	matanza	مَذبَحَة	N;FEM;SG	N;NOM;INDF;SG
matanza	المذبحة	matanza	مَذبَحَة	N;FEM;SG	N;NOM;DEF;SG
matanza	مجزرة	matanza	مُجَزِّر	N;FEM;SG	N;NOM;INDF;SG
matanza	المذبحة	matanza	مَذبَحَة	N;FEM;SG	N;NOM;DEF;SG
matanza	مجزرة	matanza	مُجَزِّر	N;FEM;SG	N;NOM;INDF;SG
matanza	مذبحة	matanza	مَذبَحَة	N;FEM;SG	N;NOM;INDF;SG
matanza	المذبحة	matanza	مَذبَحَة	N;FEM;SG	N;NOM;DEF;SG
matanza	ذبح	matanza	ذَبَح	N;FEM;SG	N;NOM;INDF;SG
kids	الاولاد	kids	وَلَد	N	N;NOM;DEF;PL
kids	الاطفال	kids	طِفل	N	N;NOM;DEF;PL
sensibilidad	حساسية	sensibilidad	حَسَّاسِيّ	N;FEM;SG	N;NOM;INDF;SG
sensibilidad	الحساسية	sensibilidad	حَسَّاسِيّ	N;FEM;SG	N;NOM;DEF;SG
financiación	تمويل	financiación	تَموِيل	N;FEM;SG	N;NOM;INDF;SG
financiación	التمويل	financiación	تَموِيل	N;FEM;SG	N;NOM;DEF;SG
financiación	تمويل	financiación	تَموِيل	N;FEM;SG	N;NOM;INDF;SG
financiación	التمويل	financiación	تَموِيل	N;FEM;SG	N;NOM;DEF;SG
financiación	تمويل	financiación	تَموِيل	N;FEM;SG	N;NOM;INDF;SG
financiación	المالية	financiación	مَالِيَّة	N;FEM;SG	N;NOM;DEF;SG
financiación	التمويل	financiación	تَموِيل	N;FEM;SG	N;NOM;DEF;SG
protestantes	المتظاهرين	protestante	مُتَظَاهِر	N;PL	N;NOM;DEF;PL
protestantes	المتظاهرون	protestante	مُتَظَاهِر	N;PL	N;NOM;DEF;PL
protestantes	المحتجين	protestante	مُحتَجّ	N;PL	N;NOM;DEF;PL
determinación	العزيمة	determinación	عَزِيمَة	N;FEM;SG	N;NOM;DEF;SG
determinación	عزم	determinación	عَزم	N;FEM;SG	N;NOM;INDF;SG
adopción	التبني	adopción	تَبَنِّي	N;FEM;SG	N;NOM;DEF;SG
adopción	تبني	adopción	تَبَنِّي	N;FEM;SG	N;NOM;INDF;SG
cercanía	القرب	cercanía	قُرب	N;FEM;SG	N;NOM;DEF;SG
cercanía	التقارب	cercanía	تَقَارُب	N;FEM;SG	N;NOM;DEF;SG
cercanía	القرب	cercanía	قُرب	N;FEM;SG	N;NOM;DEF;SG
hit	ضرب	hit	ضَرب	N;MASC;SG	N;NOM;INDF;SG
citar	اقتبس	citar	اِقتَبَس	V;NFIN	V;PFV;MASC;SG;3;ACT
tabaco	تدخين	tabaco	تَدخِين	N;MASC;SG	N;NOM;INDF;SG
tabaco	التدخين	tabaco	تَدخِين	N;MASC;SG	N;NOM;DEF;SG
tabaco	التبغ	tabaco	التبغ	N;MASC;SG	N;NOM;DEF;SG
saliendo	تواعد	salir	تَوَاعُد	V;V.MSDR	V;MASC;IMP;SG;FIN
saliendo	يغادر	salir	غَادَر	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
autónomo	مستقلة	autónomo	مُستَقِلّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
autónomo	مستقل	autónomo	مُستَقِلّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
turno	مناوبة	turno	مُنَاوَبَة	N;MASC;SG	N;NOM;INDF;SG
turno	التحول	turno	تَحَوُّل	N;MASC;SG	N;NOM;DEF;SG
limón	الليمون	limón	لَيمُون	N;MASC;SG	N;NOM;DEF;SG
traducir	ترجم	traducir	تَرجَم	V;NFIN	V;PFV;MASC;SG;3;ACT
race	السباق	race	سِبَاق	N	N;NOM;DEF;SG
race	سباق	race	سِبَاق	N	N;NOM;INDF;SG
race	العرق	race	عِرق	N	N;NOM;DEF;SG
temor	الخوف	temor	خَوف	N;MASC;SG	N;NOM;DEF;SG
temor	خوف	temor	خَائِف	N;MASC;SG	N;NOM;INDF;SG
aislamiento	العزل	aislamiento	عَزل	N;MASC;SG	N;NOM;DEF;SG
aislamiento	عزلة	aislamiento	عُزلَة	N;MASC;SG	N;NOM;INDF;SG
aislamiento	العزل	aislamiento	عَزل	N;MASC;SG	N;NOM;DEF;SG
aislamiento	العزلة	aislamiento	عُزلَة	N;MASC;SG	N;NOM;DEF;SG
lana	الصوف	lana	صَوف	N;FEM;SG	N;NOM;DEF;SG
lana	صوف	lana	صَوفَ	N;FEM;SG	N;NOM;INDF;SG
damas	سيدات	dama	سَيِّدَة	N;FEM;PL	N;NOM;INDF;PL
damas	السيدات	dama	سَيِّدَة	N;FEM;PL	N;NOM;DEF;PL
cabina	الكوخ	cabina	الكوخ	N;FEM;SG	N;NOM;DEF;SG
cabina	كابينة	cabina	كابينة	N;FEM;SG	N;NOM;INDF;SG
cabina	المقصورة	cabina	مَقصُورَة	N;FEM;SG	N;NOM;DEF;SG
agraria	زراعية	agrario	زِرَاعِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
agraria	زراعي	agrario	زِرَاعِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
teléfonos	هواتف	teléfono	هَاتِف	N;MASC;PL	N;NOM;INDF;PL
astrónomo	الفلكي	astrónomo	فَلَكِيّ	N;MASC;SG	N;NOM;DEF;SG
fusil	بندقية	fusil	بُندُقِيَّة	N;MASC;SG	N;NOM;INDF;SG
presentadores	مقدمي	presentador	مُقَدِّم	N;MASC;PL	N;NOM;INDF;PL
servidores	خوادم	servidor	خَادِم	N;MASC;PL	N;NOM;INDF;PL
primitivo	البدائية	primitivo	بِدَائِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
mecánico	ميكانيكي	mecánico	مِيكَانِيكِي	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
mecánico	ميكانيكي	mecánico	مِيكَانِيكِي	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
mecánico	ميكانيكية	mecánico	مِيكَانِيكِيَّة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
raven	الغراب	raven	غَرَاب	N	N;NOM;DEF;SG
esclavitud	الرق	esclavitud	رَقّ	N;FEM;SG	N;NOM;DEF;SG
esclavitud	العبودية	esclavitud	عُبُودِيّ	N;FEM;SG	N;NOM;DEF;SG
esclavitud	الاسترقاق	esclavitud	اِستِرقَاق	N;FEM;SG	N;NOM;DEF;SG
esclavitud	العبودية	esclavitud	عُبُودِيّ	N;FEM;SG	N;NOM;DEF;SG
esclavitud	عبودية	esclavitud	عُبُودِيّ	N;FEM;SG	N;NOM;INDF;SG
esclavitud	الاستعباد	esclavitud	اِستِعبَاد	N;FEM;SG	N;NOM;DEF;SG
escucha	استمع	escuchar	اِستَمَع	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
manchas	البقع	mancha	بَقع	N;FEM;PL	N;NOM;DEF;PL
manchas	البقع	mancha	بَقع	N;FEM;PL	N;NOM;DEF;PL
deep	عمق	deep	عُمق	N	N;NOM;INDF;SG
decadencia	انخفاض	decadencia	اِنخِفَاض	N;FEM;SG	N;NOM;INDF;SG
decadencia	انحدار	decadencia	اِنحِدَار	N;FEM;SG	N;NOM;INDF;SG
decadencia	الانحدار	decadencia	اِنحِدَار	N;FEM;SG	N;NOM;DEF;SG
decadencia	الانحطاط	decadencia	اِنحِطَاط	N;FEM;SG	N;NOM;DEF;SG
decadencia	الانحطاط	decadencia	اِنحِطَاط	N;FEM;SG	N;NOM;DEF;SG
aeronave	الطائرة	aeronave	طَائِرَة	N;FEM;SG	N;NOM;DEF;SG
aeronave	طائرة	aeronave	طَائِرَة	N;FEM;SG	N;NOM;INDF;SG
cerros	تلال	cerros	تَلَال	N;MASC;PL	N;NOM;INDF;PL
cerros	التلال	cerros	تَلَال	N;MASC;PL	N;NOM;DEF;PL
finalización	الاكتمال	finalización	اِكتِمَال	N;FEM;SG	N;NOM;DEF;SG
finalización	الانجاز	finalización	إِنجَاز	N;FEM;SG	N;NOM;DEF;SG
finalización	اكمال	finalización	إِكمَال	N;FEM;SG	N;NOM;INDF;SG
finalización	انهاء	finalización	إِنهَاء	N;FEM;SG	N;NOM;INDF;SG
monasterios	الاديرة	monasterio	دَيرَة	N;MASC;PL	N;NOM;DEF;PL
efectivos	قوات	efectivo	قُوَّة	N;MASC;PL	N;NOM;INDF;PL
efectivos	القوات	efectivo	قُوَّة	N;MASC;PL	N;NOM;DEF;PL
ámbitos	النطاقات	ámbito	نِطَاقَة	N;MASC;PL	N;NOM;DEF;PL
ámbitos	نطاقات	ámbito	نِطَاقَة	N;MASC;PL	N;NOM;INDF;PL
rompe	يكسر	romper	كَسَّر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
cairo	القاهرة	cairo	قَاهِرَة	N;MASC;SG	N;NOM;DEF;SG
carro	السيارة	carro	سَيَّارَة	N;MASC;SG	N;NOM;DEF;SG
carro	سيارة	carro	سَيَّارَة	N;MASC;SG	N;NOM;INDF;SG
carro	العربة	carro	عَرَبَة	N;MASC;SG	N;NOM;DEF;SG
carro	عربة	carro	عَرَبَة	N;MASC;SG	N;NOM;INDF;SG
fantasy	الخيال	fantasy	خِيَال	N;MASC	N;NOM;DEF;SG
fantasy	خيال	fantasy	خيال	N;MASC	N;NOM;INDF;SG
pascua	الفصح	pascua	فَصح	N;FEM;SG	N;NOM;DEF;SG
pascua	الفصح	pascua	فَصح	N;FEM;SG	N;NOM;DEF;SG
duques	الدوقات	duque	دَوقَة	N;MASC;PL	N;NOM;DEF;PL
sustituyó	استبدل	sustituir	اِستَبدَل	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
enseñanzas	الدروس	enseñanza	دَرس	N;FEM;PL	N;NOM;DEF;PL
enseñanzas	دروس	enseñanza	دَرس	N;FEM;PL	N;NOM;INDF;PL
enseñanzas	التعاليم	enseñanza	تَعلِيم	N;FEM;PL	N;NOM;DEF;PL
enseñanzas	تعاليم	enseñanza	تَعلِيم	N;FEM;PL	N;NOM;INDF;PL
escasez	ندرة	escasez	نَدرَة	N;FEM;SG	N;NOM;INDF;SG
criatura	المخلوق	criatura	مَخلُوق	N;FEM;SG	N;NOM;DEF;SG
emplazamiento	موقع	emplazamiento	مَوقِع	N;MASC;SG	N;NOM;INDF;SG
emplazamiento	الموقع	emplazamiento	مَوقِع	N;MASC;SG	N;NOM;DEF;SG
emplazamiento	المكان	emplazamiento	مَكَان	N;MASC;SG	N;NOM;DEF;SG
traductores	المترجمين	traductor	مُتَرَجِّم	N;MASC;PL	N;NOM;DEF;PL
emblema	شعار	emblema	شِعَار	N;MASC;SG	N;NOM;INDF;SG
emblema	الشعار	emblema	شِعَار	N;MASC;SG	N;NOM;DEF;SG
filtro	فلتر	filtro	فلتر	N;MASC;SG	N;NOM;INDF;SG
filtro	تصفية	filtro	تَصفِيَة	N;MASC;SG	N;NOM;INDF;SG
filtro	مرشح	filtro	مُرَشَّح	N;MASC;SG	N;NOM;INDF;SG
filtro	المرشح	filtro	مُرَشَّح	N;MASC;SG	N;NOM;DEF;SG
parámetro	المعلمة	parámetro	مُعَلِّم	N;MASC;SG	N;NOM;DEF;SG
parámetro	معلمة	parámetro	مُعَلِّم	N;MASC;SG	N;NOM;INDF;SG
pétalos	بتلات	pétalo	بَتلَة	N;MASC;PL	N;NOM;INDF;PL
size	المقاس	sizar	مَقَاس	N	N;NOM;DEF;SG
size	الحجم	sizar	حَجم	N	N;NOM;DEF;SG
size	حجم	sizar	حَجم	N	N;NOM;INDF;SG
misioneros	المبشرين	misionero	مُبَشِّر	N;MASC;PL	N;NOM;DEF;PL
milagros	معجزات	milagro	مُعَجِّز	N;MASC;PL	N;NOM;INDF;PL
milagros	المعجزات	milagro	مُعَجِّز	N;MASC;PL	N;NOM;DEF;PL
semanal	اسبوعيا	semanal	أُسبُوعِيّ	ADJ;SG	ADJ;ACC;INDF;MASC;SG
semanal	الاسبوعية	semanal	أُسبُوعِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
semanal	اسبوعي	semanal	أُسبُوعِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
semanal	الاسبوعي	semanal	أُسبُوعِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
semanal	اسبوعية	semanal	أُسبُوعِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
agrupaciones	الجماعات	agrupación	جَمَاعَة	N;FEM;PL	N;NOM;DEF;PL
agrupaciones	المجموعات	agrupación	مَجمُوعَة	N;FEM;PL	N;NOM;DEF;PL
agrupaciones	مجموعات	agrupación	مَجمُوعَة	N;FEM;PL	N;NOM;INDF;PL
agrupaciones	تجمعات	agrupación	تَجَمُّع	N;FEM;PL	N;NOM;INDF;PL
agrupaciones	التجمعات	agrupación	تَجَمُّع	N;FEM;PL	N;NOM;DEF;PL
pantalón	البنطال	pantalón	بِنطَال	N;MASC;SG	N;NOM;DEF;SG
pantalón	البنطلون	pantalón	بِنطِلُون	N;MASC;SG	N;NOM;DEF;SG
fruta	فاكهة	fruta	فاكهة	N;FEM;SG	N;NOM;INDF;SG
fruta	الفاكهة	fruta	فَاكِهَة	N;FEM;SG	N;NOM;DEF;SG
fruta	الثمار	fruta	ثَمَر	N;FEM;SG	N;NOM;DEF;SG
insignia	الشارة	insignia	شَارَّة	N;FEM;SG	N;NOM;DEF;SG
