und	та	und	та	CONJ	CONJ
begriff	концепція	begreifen	концепція	N;MASC;SG	N;INAN;NOM;FEM;SG
gegründet	заснував	gründen	заснувати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gegründet	засновано	gründen	засновати	V;V.PTCP	V;PFV;IND;0;FIN
gegründet	встановлено	gründen	встановити	V;V.PTCP	V;PFV;IND;0;FIN
gegründet	оформлено	gründen	оформілий	V;V.PTCP	V;PFV;IND;0;FIN
gegründet	сформовано	gründen	сформовано	V;V.PTCP	V;PFV;IND;0;FIN
website	сайті	websit	сайт	N;SG	N;INAN;DAT;MASC;SG
website	сайт	websit	сайт	N;SG	N;INAN;NOM;MASC;SG
website	сайт	websit	сайт	N;SG	N;INAN;NOM;MASC;SG
folge	епізод	folge	епізод	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
folge	послідовність	folge	послідовність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
arbeitete	спрацювало	arbeiten	спрацювати	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN
arbeitete	працював	arbeiten	працювати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
arbeitete	працювала	arbeiten	працювати	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
erhalten	отримані	erhalten	отриманий	ADJ;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
erhalten	отриманий	erhalten	отриманий	ADJ;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
einwohner	мешканці	einwohner	мешканець	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
einwohner	мешканці	einwohner	мешканець	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
führt	веде	führen	вести	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
studierte	вчився	studieren	вчитися	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
studierte	вивчав	studieren	вивчати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
studierte	вивчила	studieren	вивчити	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
studierte	навчався	studieren	навчатися	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
eigentlich	насправді	eigentlich	насправді	ADV	ADV
eigentlich	взагалі	eigentlich	взагалі	ADV	ADV
alten	стародавні	alt	стародавний	ADJ;NOM;MASC;PL	ADJ;NOM;PL
alten	давні	alt	давний	ADJ;NOM;MASC;PL	ADJ;NOM;PL
alten	старі	alt	старий	ADJ;NOM;MASC;PL	ADJ;NOM;PL
kinder	діти	kinder	дитина	N;NOM;NEUT;PL	N;ANIM;NOM;FEM;PL
kinder	дітки	kinder	дитка	N;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL
kinder	діти	kinder	дитина	N;NOM;NEUT;PL	N;ANIM;NOM;FEM;PL
gerade	прямо	gerade	прямо	ADV	ADV
gerade	щойно	gerade	щойно	ADV	ADV
weg	геть	weg	геть	ADV	ADV
mitte	посередині	mitte	посередина	ADV	ADV
sechs	шість	sechs	шість	NUM	NUM;NOM
sechs	шестеро	sechs	шестеро	NUM	NUM;NOM
verschiedenen	різні	verschieden	різний	ADJ;NOM;PL	ADJ;NOM;PL
verschiedenen	відмінні	verschieden	відмінний	ADJ;NOM;PL	ADJ;NOM;PL
verschiedenen	різноманітні	verschieden	різноманітний	ADJ;NOM;PL	ADJ;NOM;PL
verschiedenen	різні	verschieden	різний	ADJ;NOM;PL	ADJ;NOM;PL
museum	музей	museum	музей	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
musik	музика	musik	музика	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
gebäude	будівельні	gebäude	будівельний	ADJ	ADJ;NOM;PL
möglich	можливе	möglich	можливий	ADJ	ADJ;NOM;NEUT;SG
möglich	можлива	möglich	можливий	ADJ	ADJ;NOM;FEM;SG
thema	тема	thema	тема	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
thema	тема	thema	тема	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
thema	випуск	thema	випускати	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
thema	видання	thema	видання	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
thema	тема	thema	тема	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
thema	предмет	thema	предмет	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
stehen	стоїть	stehen	стояти	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
stehen	стоячи	stehen	стояти	V;NFIN	V;IPFV;PRS;V.CVB
stehen	стоять	stehen	стояти	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
stehen	стоїмо	stehen	стояти	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
rolle	стрічка	roll	стрічка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
rolle	плівка	roll	плівка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
rolle	роль	roll	роль	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
rolle	прокручування	roll	прокручування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
damals	потім	damals	потім	ADV	ADV
damals	тоді	damals	тоді	ADV	ADV
werk	робота	werk	робота	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
werk	фабрика	werk	фабрика	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
gewünscht	хотів	wünschen	хотіти	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gewünscht	захотіли	wünschen	захотіти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gewünscht	хотіли	wünschen	хотіти	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gewünscht	хотіла	wünschen	хотіти	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
gewünscht	бажав	wünschen	бажати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gewünscht	побажав	wünschen	побажати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gewünscht	побажали	wünschen	побажати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gewünscht	надійшов	wünschen	надійти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gewünscht	звертався	wünschen	звертатися	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
entwicklung	розвиток	entwicklung	розвиток	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
entwicklung	розробка	entwicklung	розробка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
entwicklung	еволюція	entwicklung	еволюція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
bau	будівництво	bau	будівництво	N;SG	N;INAN;NOM;NEUT;SG
bau	будівництва	bau	будівництво	N;SG	N;INAN;NOM;NEUT;SG
vater	тато	vater	тато	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vater	тато	vater	тато	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vater	батько	vater	батько	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vater	отець	vater	отець	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
sehen	подивитися	sehen	подивитися	V;NFIN	V;PFV;NFIN
sehen	бачите	sehen	бачити	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN
sehen	бачу	sehen	бачити	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
sehen	переглянути	sehen	переглянути	V;NFIN	V;PFV;NFIN
bleibt	залишається	bleiben	залишатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bleibt	залишається	bleiben	залишатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
schule	школа	schule	школа	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
schule	училище	schule	училище	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
jeder	хтось	jed	хтось	PRO;NOM;INDF;MASC;SG	PRO;ANIM;NOM
archivierung	архівування	archivierung	архівування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
archivierung	архів	archivierung	архів	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
dorf	села	dorf	село	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
dorf	село	dorf	село	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
gesperrt	вимкнено	sperren	вимкнути	V;V.PTCP	V;PFV;IND;0;FIN
gesperrt	заборонили	sperren	заборонити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gesperrt	заблоковано	sperren	заблокувати	V;V.PTCP	V;PFV;IND;0;FIN
gesperrt	зафіксовано	sperren	зафіксувати	V;V.PTCP	V;PFV;IND;0;FIN
gesperrt	призупинено	sperren	призупинити	V;V.PTCP	V;PFV;IND;0;FIN
gesperrt	заблоковано	sperren	заблокувати	V;V.PTCP	V;PFV;IND;0;FIN
gesperrt	заблокували	sperren	заблокувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
stark	сильним	stark	сильний	ADJ	ADJ;INS;NEUT;SG
stark	сильні	stark	сильний	ADJ	ADJ;NOM;PL
stark	сильною	stark	сильний	ADJ	ADJ;INS;FEM;SG
stark	сильний	stark	сильний	ADJ	ADJ;NOM;MASC;SG
stark	сильна	stark	сильний	ADJ	ADJ;NOM;FEM;SG
gewählt	вибрано	wählen	вибрати	V;V.PTCP	V;PFV;IND;0;FIN
gewählt	вибрано	wählen	вибрати	V;V.PTCP	V;PFV;IND;0;FIN
gewählt	проголосували	wählen	проголосувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gewählt	голосував	wählen	голосувати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gewählt	проголосував	wählen	проголосувати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
oben	згори	oben	згори	ADV	ADV
oben	зверху	oben	зверху	ADV	ADV
oben	вище	oben	вище	ADV	ADV;CMPR
spielen	відтворити	spielen	відтворити	V;NFIN	V;PFV;NFIN
spielen	грати	spielen	грати	V;NFIN	V;IPFV;NFIN
spielen	програти	spielen	програти	V;NFIN	V;PFV;NFIN
spielen	грає	spielen	грати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
weiß	знати	wissen	знати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
weiß	знає	wissen	знати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
amt	офіс	amt	офіс	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
blieb	зупинилась	bleiben	зупинитися	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
blieb	залишився	bleiben	залишитися	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
blieb	залишилася	bleiben	залишитися	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
wer	хто	wer	хто	PRO;NOM;SG	PRO;ANIM;NOM;MASC;SG
kleine	малі	klein	малий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kleine	маленькі	klein	маленький	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kleine	маленькі	klein	маленький	ADJ;NOM;FEM;PL	ADJ;NOM;PL
version	версія	version	версія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
international	міжнародний	international	міжнародний	ADJ	ADJ;NOM;MASC;SG
international	міжнародна	international	міжнародний	ADJ	ADJ;NOM;FEM;SG
international	міжнародні	international	міжнародний	ADJ	ADJ;NOM;PL
international	міжнародне	international	міжнародний	ADJ	ADJ;NOM;NEUT;SG
tage	дні	tagen	день	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
somit	тому	somit	тому	ADV	ADV
werke	фабрики	werk	фабрика	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
offizielle	офіційні	offiziell	офіційний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kommen	приходь	kommen	приходити	V;NFIN	V;IPFV;IMP;SG;2;FIN
kommen	приходьте	kommen	приходити	V;NFIN	V;IPFV;IMP;PL;2;FIN
kommen	іду	kommen	іти	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
kommen	наближається	kommen	наближатися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
weniger	менше	weniger	менше	ADV	ADV;CMPR
weniger	менше	weniger	менше	ADV	ADV;CMPR
deshalb	тому	deshalb	тому	ADV	ADV
autor	автор	autor	автор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
autor	автора	autor	автор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
wirklich	насправді	wirklich	насправді	ADV	ADV
wirklich	справді	wirklich	справді	ADV	ADV
wirklich	дійсно	wirklich	дійсно	ADV	ADV
spiel	гра	spielen	гра	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
spiel	збіг	spielen	збігти	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
spiel	відповідність	spielen	відповідність	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
spiel	матч	spielen	матч	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
spiel	двобій	spielen	двобія	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
teilweise	частково	teilweise	частково	ADV	ADV
teilweise	частково	teilweise	частково	ADV	ADV
teilweise	частково	teilweise	частково	ADV	ADV
serie	серія	serie	серія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
serie	ряд	serie	ряд	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
serie	серія	serie	серія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
erreichte	досягнув	erreichen	досягнути	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
erreichte	досягла	erreichen	досягти	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
erreichte	досяг	erreichen	досяг	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
eingesetzt	використовували	einsetzen	використовувати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
verschiedene	різні	verschieden	різний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verschiedene	відмінні	verschieden	відмінний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verschiedene	різноманітні	verschieden	різноманітний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verschiedene	різні	verschieden	різний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verschiedene	різні	verschieden	різний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schweizer	швейцарський	schweizer	швейцарський	ADJ	ADJ;NOM;MASC;SG
schweizer	швейцарська	schweizer	швейцарський	ADJ	ADJ;NOM;FEM;SG
natürlich	природним	natürlich	природний	ADJ	ADJ;INS;NEUT;SG
jemand	хтось	jemand	хтось	PRO;NOM;INDF;SG	PRO;ANIM;NOM
jemand	хтось	jemand	хтось	PRO;NOM;INDF;SG	PRO;ANIM;NOM
jemand	хтось	jemand	хтось	PRO;NOM;INDF;SG	PRO;ANIM;NOM
arbeiten	працюю	arbeiten	працювати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
arbeiten	працюють	arbeiten	працювати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
arbeiten	працює	arbeiten	працювати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
tag	мітка	tagen	мітка	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
tag	позначка	tagen	позначка	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
tag	день	tagen	день	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
entstand	походити	entstehen	походити	V;IND;SG;3;PST;FIN	V;PFV;NFIN
lässt	дозволяє	lassen	дозволяти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
errichtet	побудовано	errichten	побудовати	V;V.PTCP	V;PFV;IND;0;FIN
errichtet	побудували	errichten	побудувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
errichtet	зібрано	errichten	зібрати	V;V.PTCP	V;PFV;IND;0;FIN
literatur	літературна	literatur	літературний	ADJ	ADJ;NOM;FEM;SG
literatur	літературні	literatur	літературний	ADJ	ADJ;NOM;PL
literatur	літературний	literatur	літературний	ADJ	ADJ;NOM;MASC;SG
einsatz	користування	einsatz	користування	N	N;INAN;NOM;NEUT;SG
einsatz	використання	einsatz	використання	N	N;INAN;NOM;NEUT;SG
einsatz	впровадження	einsatz	впровадження	N	N;INAN;NOM;NEUT;SG
eigene	власні	eigen	власний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
millionen	мільйони	million	мільйон	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
jahres	рік	jahres	рік	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
krieg	війна	kriegen	війна	N	N;INAN;NOM;FEM;SG
krieg	війна	kriegen	війна	N	N;INAN;NOM;FEM;SG
krieg	війн	kriegen	війна	N	N;INAN;GEN;FEM;PL
krieg	війни	kriegen	війна	N	N;INAN;NOM;FEM;SG
besser	краща	gut	кращий	ADJ	ADJ;NOM;RL;FEM;SG
besser	кращі	gut	кращий	ADJ	ADJ;NOM;RL;PL
sprache	мовлення	sprechen	мовлення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
sprache	мова	sprechen	мова	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
erster	перша	erst	перший	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
erster	перший	erst	перший	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
zeigt	показати	zeigen	показати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
zeigt	показувати	zeigen	показувати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
zeigt	показує	zeigen	показувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
zeigt	показує	zeigen	показувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
kunst	мистецтво	kunst	мистецтво	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
kunst	мистецтво	kunst	мистецтво	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ehemaligen	колишні	ehemalig	колишній	ADJ;NOM;PL	ADJ;NOM;PL
auswahl	вибір	auswahl	вибір	N;NOM;SG	N;INAN;NOM;MASC;SG
auswahl	вибір	auswahl	вибір	N;NOM;SG	N;INAN;NOM;MASC;SG
auswahl	вибір	auswahl	вибір	N;NOM;SG	N;INAN;NOM;MASC;SG
links	ліворуч	links	ліворуч	ADV	ADV
links	зліва	links	злів	ADV	ADV
warum	чому	warum	чому	ADV	ADV
bisher	раніше	bisher	раніше	ADV	ADV;CMPR
gemeinsam	спільну	gemeinsam	спільний	ADJ	ADJ;ACC;FEM;SG
gemeinsam	спільні	gemeinsam	спільний	ADJ	ADJ;NOM;PL
gemeinsam	спільний	gemeinsam	спільний	ADJ	ADJ;NOM;MASC;SG
gemeinsam	спільна	gemeinsam	спільний	ADJ	ADJ;NOM;FEM;SG
gemeinsam	спільне	gemeinsam	спільний	ADJ	ADJ;NOM;NEUT;SG
beschreibung	опис	Beschreibung	опис	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
direkt	чесні	direkt	чесний	ADJ	ADJ;NOM;PL
direkt	прямі	direkt	прямий	ADJ	ADJ;NOM;PL
direkt	пряма	direkt	пряма	ADJ	ADJ;NOM;FEM;SG
direkt	прямий	direkt	прямий	ADJ	ADJ;NOM;MASC;SG
direkt	прямі	direkt	прямий	ADJ	ADJ;NOM;PL
alter	старі	alt	старий	ADJ	ADJ;NOM;PL
alter	старе	alt	старий	ADJ	ADJ;NOM;NEUT;SG
alter	старим	alt	старий	ADJ	ADJ;INS;NEUT;SG
alter	стара	alt	старий	ADJ	ADJ;NOM;FEM;SG
alter	старий	alt	старий	ADJ	ADJ;NOM;MASC;SG
beginn	запустити	beginnen	запустити	V;IND;SG;3;PST;FIN	V;PFV;NFIN
beginn	розпочати	beginnen	розпочати	V;IND;SG;3;PST;FIN	V;PFV;NFIN
beginn	запускати	beginnen	запускати	V;IND;SG;3;PST;FIN	V;IPFV;NFIN
beginn	почати	beginnen	почати	V;IND;SG;3;PST;FIN	V;PFV;NFIN
obwohl	хоча	obwohl	хоча	CONJ	CONJ
obwohl	хоча	obwohl	хоча	CONJ	CONJ
professor	професор	professor	професор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
darunter	нижче	darunter	нижче	ADV	ADV;CMPR
darunter	знизу	darunter	знизу	ADV	ADV
darunter	включно	darunter	включно	ADV	ADV
darunter	зокрема	darunter	зокрема	ADV	ADV
ebenso	також	ebenso	також	ADV	ADV
ebenso	однаково	ebenso	однаково	ADV	ADV
ebenso	взаємно	ebenso	взаємно	ADV	ADV
häufig	спільними	häufig	спільний	ADJ	ADJ;INS;PL
häufig	поширені	häufig	поширений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
häufig	спільне	häufig	спільний	ADJ	ADJ;NOM;NEUT;SG
häufig	загальні	häufig	загальний	ADJ	ADJ;NOM;PL
häufig	часті	häufig	частий	ADJ	ADJ;NOM;PL
entfernt	вилучені	entfernt	вилучений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
gemacht	зробила	machen	зробити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
gemacht	зроблено	machen	зробити	V;V.PTCP	V;PFV;IND;0;FIN
gemacht	закінчили	machen	закінчити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gemacht	виконано	machen	виконати	V;V.PTCP	V;PFV;IND;0;FIN
gehören	належать	gehören	належати	V;IND;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
kleinen	малі	klein	малий	ADJ;PL	ADJ;NOM;PL
kleinen	маленькі	klein	маленький	ADJ;PL	ADJ;NOM;PL
kleinen	маленькі	klein	маленький	ADJ;PL	ADJ;NOM;PL
bestand	заявив	bestehen	заявити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
stellen	отримає	stellen	отримати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
erwähnt	згадала	erwähnen	згадати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
erwähnt	згадав	erwähnen	згадати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erwähnt	згадував	erwähnen	згадувати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
letzte	останній	letzt	останній	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
letzte	остання	letzt	останній	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
letzte	останнє	letzt	останній	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
letzte	остаточний	letzt	остаточний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
letzte	остання	letzt	останній	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ihnen	їм	sie	вони	PRO;DAT;PL;3	PRO;DAT;PL;3
meister	майстер	meist	майстер	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
meister	магістр	meist	магістр	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
meister	чемпіон	meist	чемпіон	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zuvor	раніше	zuvor	раніше	ADV	ADV;CMPR
zuvor	раніше	zuvor	раніше	ADV	ADV;CMPR
sicher	безпечний	sicher	безпечний	ADJ	ADJ;NOM;MASC;SG
sicher	впевнений	sicher	впевнений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
sicher	впевнені	sicher	впевнений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
sicher	захищений	sicher	захищений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
sicher	безпечне	sicher	безпечний	ADJ	ADJ;NOM;NEUT;SG
sicher	безпечний	sicher	безпечний	ADJ	ADJ;NOM;MASC;SG
sicher	безпечна	sicher	безпечний	ADJ	ADJ;NOM;FEM;SG
stellt	впроваджує	stellen	впроваджувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
insel	острів	insel	острів	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
insel	острів	insel	острів	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
klar	впевнений	klar	впевнений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
