से	from	से	from		
प्रभाव	efekt	प्रभाव	efekt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रभाव	skutek	प्रभाव	skutek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
साल	rok	साल	rok	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पहली	pierwszy	पहला	pierwszy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
पहली	pierwsze	पहला	pierwszy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
पहली	pierwsza	पहला	pierwszy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
संगीत	muzyka	संगीत	muzyka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सेवा	służba	सेवा	służba	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सेवा	obsługa	सेवा	obsługa	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सेवा	serwis	सेवा	serwis	N;NOM;FEM;SG;3	N;NOM;MASC;SG
स्थापित	ustanowione	स्थापित	ustanowić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
स्थापित	ustanowiony	स्थापित	ustanowić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
स्थापित	zainstalowany	स्थापित	zainstalować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
स्थापित	zainstalowane	स्थापित	zainstalować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
स्थापित	zainstalowana	स्थापित	zainstalować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
स्थापित	założone	स्थापित	założyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
स्थापित	założony	स्थापित	założyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
स्थापित	założona	स्थापित	założyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
उच्च	wysoka	उच्च	wysoki		
उच्च	high	उच्च	high		
उच्च	wysoki	उच्च	wysoki		
चाहिए	powinien	चाहिए	powinien	V;ACT	V;IPFV;MASC;IND;SG;PRS;FIN;ACT
चाहिए	powinny	चाहिए	powinien	V;ACT	V;IPFV;MASC;IND;PL;PRS;FIN;ACT
चाहिए	powinno	चाहिए	powinien	V;ACT	V;IPFV;NEUT;IND;SG;PRS;FIN;ACT
चाहिए	powinna	चाहिए	powinien	V;ACT	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
देता	oddaje	दे	oddawać	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
देता	nadaje	दे	nadawać	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
देता	daje	दे	dawać	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
उपलब्ध	dostępny	उपलब्ध	dostępny	ADJ	ADJ;NOM;MASC;SG
उपलब्ध	dostępna	उपलब्ध	dostępny	ADJ	ADJ;NOM;FEM;SG
उपलब्ध	dostępne	उपलब्ध	dostępny	ADJ	ADJ;NOM;NEUT;SG
बड़ी	duża	बडा	duży	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
बड़ी	duży	बडा	duży	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
बड़ी	duże	बडा	duży	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
बड़ी	duża	बडा	duży	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
बड़ी	duże	बडा	duży	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
बड़ी	wielka	बडा	wielki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
बड़ी	duży	बडा	duży	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
बड़ी	wielki	बडा	wielki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
चार	czterech	चार	cztery	NUM	NUM;ACC;MASC;PL
चार	cztery	चार	cztery	NUM	NUM;ACC;MASC;PL
शक	wątpliwość	शक	wątpliwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
उदाहरण	przykład	उदाहरण	przykład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उदाहरण	ilustracja	उदाहरण	ilustracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ले	weź	ले	wziąć	V;ACT	V;PFV;IMP;SG;2;FIN;ACT
ले	brać	ले	brać	V;ACT	V;IPFV;NFIN;ACT
ले	bierz	ले	brać	V;ACT	V;IPFV;IMP;SG;2;FIN;ACT
उत्तरा	uttara	उत्तरा	utarać		
स्थापना	instalacja	स्थापना	instalacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
स्थापना	instalacja	स्थापना	instalacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
स्थापना	ustanowienie	स्थापना	ustanowienie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
कंपनी	towarzystwo	कंपनी	towarzystwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
कंपनी	kompania	कंपनी	kompania	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कंपनी	firma	कंपनी	firma	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कंपनी	przedsiębiorstwo	कंपनी	przedsiębiorstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
बड़ा	duża	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
बड़ा	duży	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
बड़ा	duże	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
बड़ा	duża	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
बड़ा	duże	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
बड़ा	wielka	बड़ा	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
बड़ा	duży	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
बड़ा	wielki	बड़ा	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
बड़ा	świetne	बड़ा	świetny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
बड़ा	większa	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
बड़ा	większe	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
बड़ा	większy	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
बड़ा	większy	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
बड़ा	większa	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
बड़ा	większe	बड़ा	duży	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
स्तर	poziom	स्तर	poziom	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बनाया	utworzono	बना	utworzyć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
बनाया	stworzył	बना	stworzyć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
जारी	dalszy	जारी	daleki	ADJ	ADJ;NOM;CMPR;MASC;SG
जारी	trwających	जारी	trwać	ADJ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
जारी	wyemitowane	जारी	wyemitować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
जारी	wydany	जारी	wydać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
जारी	wydane	जारी	wydać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
जारी	wydawane	जारी	wydawać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
चित्र	rysunek	चित्र	rysunek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चित्र	obrazek	चित्र	obrazek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चित्र	obraz	चित्र	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चित्र	zdjęcie	चित्र	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
चित्र	obrazek	चित्र	obrazek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चित्र	obraz	चित्र	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रणाली	układ	प्रणाली	układ	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सरकारी	oficjalne	सरकारी	oficjalny	ADJ;NOM	ADJ;NOM;NEUT;SG
सरकारी	oficjalna	सरकारी	oficjalny	ADJ;NOM	ADJ;NOM;FEM;SG
सरकारी	oficjalny	सरकारी	oficjalny	ADJ;NOM	ADJ;NOM;MASC;SG
सरकारी	rządowe	सरकारी	rządowy	ADJ;NOM	ADJ;NOM;NEUT;SG
सरकारी	rządowy	सरकारी	rządowy	ADJ;NOM	ADJ;NOM;MASC;SG
जल	woda	जल	woda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सूची	wykaz	सूची	wykaz	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सूची	lista	सूची	list	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सूची	spis	सूची	spis	N;NOM;FEM;SG;3	N;NOM;MASC;SG
विचार	pomysł	विचार	pomysł	N;NOM;MASC;SG;3	N;NOM;MASC;SG
विचार	idea	विचार	idea	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विचार	rozważenie	विचार	rozważenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ऊपर	wyżej	ऊपर	wysoko	ADV;NOM;MASC;SG;3	ADV;CMPR
पानी	woda	पानी	woda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सामान्य	generał	सामान्य	generał	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पुलिस	policja	पुलिस	policja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
वर्ग	kategoria	वर्ग	kategoria	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वर्ग	plac	वर्ग	plac	N;NOM;MASC;SG;3	N;NOM;MASC;SG
वर्ग	kwadrat	वर्ग	kwadrat	N;NOM;MASC;SG;3	N;NOM;MASC;SG
शरीर	ciało	शरीर	ciało	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
माध्यम	średnia	माध्यम	średnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मानव	człowiek	मानव	człowiek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
भूमिका	wprowadzanie	भूमिका	wprowadzać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
भूमिका	wstęp	भूमिका	wstęp	N;NOM;FEM;SG;3	N;NOM;MASC;SG
भूमिका	wprowadzenie	भूमिका	wprowadzić	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
भूमिका	rola	भूमिका	rola	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पिता	ojciec	पिता	ojciec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
समाज	społeczeństwo	समाज	społeczeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
समाज	towarzystwo	समाज	towarzystwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
उत्पन्न	wytwarzane	उत्पन्न	wytwarzać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
उत्पन्न	wytworzone	उत्पन्न	wytworzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
उत्पन्न	generowane	उत्पन्न	generować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
नीचे	niżej	नीचे	nisko	ADV;NOM;MASC;SG;3	ADV;CMPR
दुनिया	świat	दुनिया	świat	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आधुनिक	nowoczesne	आधुनिक	nowoczesny	ADJ	ADJ;NOM;NEUT;SG
आधुनिक	nowoczesny	आधुनिक	nowoczesny	ADJ	ADJ;NOM;MASC;SG
आधुनिक	nowoczesna	आधुनिक	nowoczesny	ADJ	ADJ;NOM;FEM;SG
दे	dawać	दे	dawać	V;FIN;ACT	V;IPFV;NFIN;ACT
दे	dajesz	दे	dawać	V;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
दे	daj	दे	dać	V;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
सभा	zgromadzenie	सभा	zgromadzenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
सभा	zgromadzenia	सभा	zgromadzić	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सभा	zgromadzenie	सभा	zgromadzenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
सभा	zbieranie	सभा	zbierać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
सभा	zgromadzenie	सभा	zgromadzenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
सभा	zebranie	सभा	zebranie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सभा	gromadzenie	सभा	gromadzenie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
परिवार	rodzina	परिवार	rodzina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
परिवार	rodzinka	परिवार	rodzinka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विषय	zagadnienie	विषय	zagadnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
विषय	przedmiot	विषय	przedmiot	N;NOM;MASC;SG;3	N;NOM;MASC;SG
विषय	obiekt	विषय	obiekt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
विषय	podmiot	विषय	podmiot	N;NOM;MASC;SG;3	N;NOM;MASC;SG
रंग	kolor	रंग	kolor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
रंग	barwa	रंग	barwa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रंग	kolor	रंग	kolor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
रंग	barwa	रंग	barwa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
खेल	mecz	खेल	mecz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
शक्ति	siła	शक्ति	siła	N;NOM;FEM;SG;3	N;NOM;FEM;SG
शक्ति	wytrzymałość	शक्ति	wytrzymałość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
शक्ति	władza	शक्ति	władza	N;NOM;FEM;SG;3	N;NOM;FEM;SG
शक्ति	siła	शक्ति	siła	N;NOM;FEM;SG;3	N;NOM;FEM;SG
शक्ति	zasilanie	शक्ति	zasilać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
कला	sztuka	कला	sztuka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
घर	dom	घर	dom	N;NOM;MASC;SG;3	N;NOM;MASC;SG
घर	dom	घर	dom	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संस्कृत	sanskrycie	संस्कृत	sanskryt		
प्रकाशित	opublikowane	प्रकाशित	opublikować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
प्रकाशित	opublikowany	प्रकाशित	opublikować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
प्रकाशित	publikowane	प्रकाशित	publikować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
प्रक्रिया	proces	प्रक्रिया	proces	N;NOM;FEM;SG;3	N;NOM;MASC;SG
प्रक्रिया	postępowanie	प्रक्रिया	postępowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
प्रक्रिया	procedura	प्रक्रिया	procedur	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सेना	wojska	सेना	wojsko	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सेना	wojsko	सेना	wojsko	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सेना	armia	सेना	armia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पार्टी	przyjęcie	पार्टी	przyjąć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
पार्टी	partia	पार्टी	partia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पार्टी	impreza	पार्टी	impreza	N;NOM;FEM;SG;3	N;NOM;FEM;SG
रेलवे	kolej	रेलवे	kolej	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रेलवे	koleje	रेलवे	kolej	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अंत	koniec	अंत	koniec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पूरी	cały	पूरा	cały	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
पूरी	cała	पूरा	cały	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
विकसित	rozwijane	विकसित	rozwijać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
विकसित	rozwiniętych	विकसित	rozwinąć	ADJ	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
विकसित	opracowane	विकसित	opracować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
विकसित	rozwinięte	विकसित	rozwinąć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
विकसित	opracowany	विकसित	opracować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
संबंध	relacja	संबंध	relacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संबंध	związek	संबंध	związek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संबंध	relacja	संबंध	relacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रदर्शन	wykonanie	प्रदर्शन	wykonać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
प्रदर्शन	skuteczność	प्रदर्शन	skuteczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रदर्शन	wyświetlacz	प्रदर्शन	wyświetlacz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रदर्शन	wyświetlanie	प्रदर्शन	wyświetlać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
प्रदर्शन	ekspozycja	प्रदर्शन	ekspozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रदर्शन	narażenie	प्रदर्शन	narażenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
मार्ग	szlak	मार्ग	szlak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मार्ग	trasa	मार्ग	trasa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पर्यटन	turystyka	पर्यटन	turystyka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ज्ञान	wiedza	ज्ञान	wiedza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ज्ञान	znajomość	ज्ञान	znajomość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रदर्शित	wyświetlane	प्रदर्शित	wyświetlać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
प्रदर्शित	prezentowane	प्रदर्शित	prezentować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
प्रदर्शित	polecane	प्रदर्शित	polecać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
प्रदर्शित	rekomendowane	प्रदर्शित	rekomendować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
प्रदर्शित	wyświetlane	प्रदर्शित	wyświetlać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
प्रदर्शित	wyświetlony	प्रदर्शित	wyświetlić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
प्रदर्शित	wyświetlana	प्रदर्शित	wyświetlać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
प्रदर्शित	wyświetlone	प्रदर्शित	wyświetlić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
अक्सर	często	अक्सर	często	ADV	ADV
अक्सर	często	अक्सर	często	ADV	ADV
सहायता	wsparcia	सहायता	wsparcie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सहायता	wsparcie	सहायता	wesprzeć	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सहायता	wspieranie	सहायता	wspierać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
पहला	pierwszy	पहला	pierwszy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पहला	pierwsze	पहला	pierwszy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
पहला	pierwsza	पहला	pierwszy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
मृत्यु	śmierć	मृत्यु	śmierć	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मृत्यु	śmiertelność	मृत्यु	śmiertelność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
तैयार	gotowy	तैयार	gotowy	ADJ	ADJ;NOM;MASC;SG
तैयार	gotowe	तैयार	gotowy	ADJ	ADJ;NOM;NEUT;SG
आवश्यक	wymagana	आवश्यक	wymagać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
आवश्यक	wymagane	आवश्यक	wymagać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
आवश्यक	wymagany	आवश्यक	wymagać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
देखा	obejrzał	देख	obejrzeć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
उत्पादन	produkcja	उत्पादन	produkcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रोग	choroba	रोग	choroba	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संबंधित	powiązany	संबंधित	powiązać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
संबंधित	powiązanych	संबंधित	powiązać	ADJ	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
संबंधित	powiązane	संबंधित	powiązać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
शताब्दी	wiek	शताब्दी	wiek	N;NOM;FEM;SG;3	N;NOM;MASC;SG
संघ	związek	संघ	związek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संघ	federacja	संघ	federacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संघ	stowarzyszenia	संघ	stowarzyszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
संघ	stowarzyszenie	संघ	stowarzyszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
यात्रा	podróż	यात्रा	podróż	N;NOM;FEM;SG;3	N;NOM;FEM;SG
यात्रा	podróż	यात्रा	podróż	N;NOM;FEM;SG;3	N;NOM;FEM;SG
यात्रा	podróż	यात्रा	podróż	N;NOM;FEM;SG;3	N;NOM;FEM;SG
यात्रा	wyjazd	यात्रा	wyjazd	N;NOM;FEM;SG;3	N;NOM;MASC;SG
यात्रा	wycieczka	यात्रा	wycieczka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मात्रा	kwota	मात्रा	kwota	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मात्रा	ilość	मात्रा	ilość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मात्रा	ilość	मात्रा	ilość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
जगह	odstęp	जगह	odstęp	N;NOM;FEM;SG;3	N;NOM;MASC;SG
जगह	miejsce	जगह	miejsce	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
जगह	przestrzeń	जगह	przestrzeń	N;NOM;FEM;SG;3	N;NOM;FEM;SG
लोक	społeczeństwo	लोक	społeczeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
पूरा	zrealizowane	पूरा	zrealizować	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पूरा	zakończone	पूरा	zakończyć	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पूरा	zakończona	पूरा	zakończyć	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
पूरा	zaliczone	पूरा	zaliczyć	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पूरा	ukończone	पूरा	ukończyć	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पूरा	pełna	पूरा	pełny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
पूरा	pełny	पूरा	pełny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पूरा	cały	पूरा	cały	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पूरा	cała	पूरा	cały	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
पूरा	kompletny	पूरा	kompletny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पूरा	kompletna	पूरा	kompletny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
पूरा	kompletne	पूरा	kompletny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
आवश्यकता	wymóg	आवश्यकता	wymóg	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आवश्यकता	wymaganie	आवश्यकता	wymagać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
नई	nowe	नया	nowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
नई	nowy	नया	nowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
चिकित्सा	leczenie	चिकित्सा	leczenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
चिकित्सा	terapia	चिकित्सा	terapia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दूसरी	druga	दूसरा	drugi	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
दूसरी	drugi	दूसरा	drugi	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
दूसरी	drugie	दूसरा	drugi	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
कार्यक्रम	zdarzenia	कार्यक्रम	zdarzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कार्यक्रम	program	कार्यक्रम	program	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कार्यक्रम	wydarzenie	कार्यक्रम	wydarzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कार्यक्रम	zdarzenie	कार्यक्रम	zdarzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कार्यक्रम	program	कार्यक्रम	program	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पुराने	starsi	पुराना	stary	ADJ;MASC;PL	ADJ;NOM;CMPR;MASC;PL
भगवान	bóg	भगवान	bóg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लिखा	napisano	लिख	napisać	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
लिखा	napisała	लिख	napisać	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
लिखा	napisał	लिख	napisać	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
