задняя	zadní	задний	zadní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
инфраструктура	infrastruktura	инфраструктура	infrastruktura	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
металл	metal	металл	metal	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
металл	kov	металл	kov	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
уход	péče	уход	péče	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
уход	péče	уход	péče	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
ребята	borci	ребята	borec	N;ANIM;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
ребята	kluci	ребята	kluk	N;ANIM;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
ребята	lidi	ребята	člověk	N;ANIM;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
ребята	chlapi	ребята	chlap	N;ANIM;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
шире	širší	широкий	široký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
шире	širší	широкий	široký	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
неизвестен	neznámá	неизвестный	známý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;NEG
неизвестен	neznámý	неизвестный	známý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;NEG
неизвестен	neznámé	неизвестный	známý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;NEG
скалы	útesy	скала	útes	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
скалы	kameny	скала	kámen	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
скалы	skály	скала	skála	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
романенко	romaněnko	романенко	romaněnko	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
лунный	lunární	лунный	lunární	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
комиссара	komisaře	комиссар	komisař	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
оскорбление	urážka	оскорбление	urážka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
оскорбление	urážka	оскорбление	urážka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
марс	marsu	марс	marsu	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
марс	mars	марс	mars	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
расти	rostou	расти	růst	V;IPFV;NFIN;ACT	V;IND;PL;3;POS;PRS;FIN;ACT
моды	módy	мода	móda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
моды	mody	мода	moda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
применить	aplikovat	применить	aplikovat	V;PFV;NFIN;ACT	V;POS;NFIN
применить	uplatnit	применить	uplatnit	V;PFV;NFIN;ACT	V;POS;NFIN
сервера	server	сервер	server	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
единое	jednotné	единый	jednotný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
единое	jednotná	единый	jednotný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
рекомендую	doporučuji	рекомендая	doporučovat	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
указатель	index	указатель	index	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
указатель	rejstřík	указатель	rejstřík	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
указатель	ukazatel	указатель	ukazatel	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
рог	roh	рог	roh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
поместье	panství	поместье	panství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
различие	rozlišování	различие	rozlišování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
различие	rozdíl	различие	rozdíl	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
окружение	prostředí	окружение	prostředí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
окружение	okolí	окружение	okolí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
адриан	adrien	адриан	adrien	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
адриан	adriana	адриан	adriana	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
порода	plemeno	порода	plemeno	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
альманах	almanach	альманах	almanach	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
хранение	přechovávání	хранение	přechovávání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
хранение	držení	хранение	držení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
хранение	sklad	хранение	sklad	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
хранение	úložiště	хранение	úložiště	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
хранение	uchovávání	хранение	uchovávání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
хранение	skladování	хранение	skladování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
возможен	možné	возможный	možný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
возможен	možný	возможный	možný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
коалиция	koalice	коалиция	koalice	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
правильное	správné	правильный	správný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
правильное	správná	правильный	správný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
пропаганда	propaganda	пропаганда	propaganda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
зубы	zuby	зуб	zub	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
зубы	zoubky	зуб	zoubka	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
треки	tratě	трек	trať	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
треки	stopy	трек	stopa	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
треки	skladby	трек	skladba	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
треки	koleje	трек	kolej	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
кучу	hromadu	куча	hromada	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
ущелье	rokle	ущелье	rokle	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
ущелье	rokle	ущелье	rokle	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
доминик	dominika	доминик	dominika	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
шахматы	šachy	шахматы	šach	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
животное	zvíře	животное	zvíře	N;ANIM;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
экспозиция	expozice	экспозиция	expozice	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
углерода	uhlíku	углерод	uhlík	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
преодолеть	překonat	преодолеть	překonat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
усиление	posílení	усиление	posílení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
усиление	posilování	усиление	posilování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
усиление	posílení	усиление	posílení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
легион	legie	легион	legie	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
дискография	diskografie	дискография	diskografie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
взвод	oddíl	взвод	oddíl	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
взвод	družstvo	взвод	družstvo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
взвод	četa	взвод	četa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
точная	přesné	точный	přesný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
точная	přesná	точный	přesný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
точная	precizní	точный	precizní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
точная	přesný	точный	přesný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
точная	přesné	точный	přesný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
точная	přesná	точный	přesný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
точная	přesný	точный	přesný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
точная	přesné	точный	přesný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
точная	přesná	точный	přesný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
точная	přesný	точный	přesný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
организм	organismus	организм	organismus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
обряд	obřad	обряд	obřad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
личинки	červi	личинка	červ	N;ANIM;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
личинки	larvy	личинка	larva	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
личинки	larvy	личинка	larva	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
панорама	panorama	панорам	panorama	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
исключить	vyloučit	исключить	vyloučit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
исключить	vyjmout	исключить	vyjmout	V;PFV;NFIN;ACT	V;POS;NFIN
исключить	odstranit	исключить	odstranit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
исключить	vymazat	исключить	vymazat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
монахи	mniši	монах	mnich	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
белок	protein	белок	protein	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
временный	dočasné	временный	dočasný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
временный	dočasná	временный	dočasný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
временный	dočasný	временный	dočasný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
груневельд	groeneveld	груневельд	groeneveld	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
консульство	konzulát	консульство	konzulát	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
матрицы	matrice	матрица	matrika	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
матрицы	matrice	матрица	matrika	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
упадок	pokles	упадок	pokles	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
упадок	úpadek	упадок	úpadek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ранний	rané	ранний	raný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
знакомство	známost	знакомство	známost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
иисус	ježíš	иисус	ježit	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
компонент	složka	компонент	složka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
объяснил	vysvětlil	объяснить	vysvětlit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
искренне	upřímně	искренне	upřímně	ADV	ADV;POS
спутники	satelity	спутник	satelit	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
спутники	družice	спутник	družice	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
спутники	družice	спутник	družice	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
спутники	měsíce	спутник	měsíc	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
наблюдение	sledování	наблюдение	sledování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
наблюдение	monitorování	наблюдение	monitorování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
наблюдение	pozorování	наблюдение	pozorování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
наблюдение	postřeh	наблюдение	postřeh	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
наблюдение	sledování	наблюдение	sledování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
наблюдение	dohled	наблюдение	dohled	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
наблюдение	dozor	наблюдение	dozor	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
наблюдение	pozorování	наблюдение	pozorování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
черепа	lebky	череп	lebka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
черепа	lebky	череп	lebka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
словакия	slovakia	словакия	slovakium	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
актер	herec	актер	herec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
парков	parků	парк	park	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
сделки	transakce	сделка	transakce	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
сделки	dohody	сделка	dohoda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
попробуйте	zkuste	пробовать	zkusit	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
попробуйте	vyzkoušejte	пробовать	vyzkoušet	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
черт	sakra	черт	sakra	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
девиз	motto	девиз	motto	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
девиз	slogan	девиз	slogan	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
сек	sek	секунда	sek	N;INAN;NOM;FEM;SG	N;FEM;POS
салон	kadeřnictví	салон	kadeřnictví	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
салон	salon	салон	salón	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
салон	salón	салон	salón	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
греческая	řecký	греческий	řecký	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
греческая	řecká	греческий	řecký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
греческая	řecké	греческий	řecký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
серийный	sériový	серийный	sériový	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
серийный	sériová	серийный	sériový	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
серийный	sériové	серийный	sériový	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
частное	soukromé	частный	soukromý	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
частное	privátní	частный	privátní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
частное	soukromá	частный	soukromý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
частное	soukromý	частный	soukromý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
зеркало	zrcátko	зеркало	zrcátko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
зеркало	zrcadlo	зеркало	zrcadlo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
беседы	rozhovory	беседа	rozhovor	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
беседы	rozhovory	беседа	rozhovor	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
беседы	výslechy	беседа	výslech	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
пересадка	transplantace	пересадка	transplantace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
пересадка	transplantace	пересадка	transplantace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
регулярный	pravidelná	регулярный	pravidelný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
регулярный	pravidelný	регулярный	pravidelný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
вертолёт	helikoptéra	вертолет	helikoptéra	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
вертолёт	vrtulník	вертолет	vrtulník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
независимая	nezávislá	независимый	závislý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;NEG
независимая	nezávislé	независимый	závislý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;NEG
независимая	nezávislý	независимый	závislý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;NEG
украшения	šperky	украшение	šperk	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
украшения	klenoty	украшение	klenot	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
украшения	šperky	украшение	šperk	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
украшения	klenoty	украшение	klenot	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
украшения	dekorace	украшение	dekorace	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
правду	pravdu	правда	pravda	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
уровни	hladiny	уровень	hladina	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
священники	kněží	священник	kněz	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
разнообразие	různorodost	разнообразие	různorodost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
разнообразие	rozmanitost	разнообразие	rozmanitost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
разнообразие	rozmanitosti	разнообразие	rozmanitost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
разнообразие	odrůda	разнообразие	odrůda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
хирург	chirurg	хирург	chirurg	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
брони	brnění	броня	brnění	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
брони	zbroj	броня	zbroj	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
патрон	náplň	патрон	náplň	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
поворот	zvrat	поворот	zvrat	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
поворот	rotace	поворот	rotace	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
царей	carů	царь	car	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
молитвы	modliteb	молитва	modlitba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
молитвы	modlitby	молитва	modlitba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
ботанический	botanické	ботанический	botanický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
саймон	simona	саймон	simon	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
нила	nilu	нило	nila	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
саид	saeed	саид	saeed	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
декан	deane	декан	deane	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
декан	děkan	декан	děkan	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
повсеместно	všude	повсеместно	všude	ADV	ADV
феномен	fenomén	феномен	fenomén	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
феномен	jev	феномен	jev	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
феномен	fenomén	феномен	fenomén	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
руды	rudy	руда	ruda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
руды	rudy	руда	ruda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
исправления	opravy	исправление	oprava	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
истины	pravdy	истина	pravda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
блюз	blues	блюзо	blues	N;INAN;NOM;MASC;SG	N;NEUT;POS
ценные	cenné	ценный	cenný	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
ценные	hodnotné	ценный	hodnotný	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
нефть	ropa	нефть	ropa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
нефть	olej	нефть	olej	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
нефть	ropa	нефть	ropa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
существенное	významná	существенный	významný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
существенное	značná	существенный	značný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
существенное	významný	существенный	významný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
снег	sníh	снег	sníh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
показывать	ukázat	показывать	ukázat	V;IPFV;NFIN;ACT	V;POS;NFIN
водный	vodný	водный	vodný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
воля	will	воля	will	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;POS
воля	vůle	воля	vůle	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
шар	char	шар	char	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шар	balónek	шар	balónek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шар	balón	шар	balón	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шар	balon	шар	balon	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шар	míč	шар	míč	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шар	míček	шар	míček	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шар	ples	шар	ples	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
подарок	dárek	подарок	dárek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
подарок	přítomnost	подарок	přítomnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
подарок	dárek	подарок	dárek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
подарок	dar	подарок	dar	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
очко	skóre	очко	skóre	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
очко	bod	очко	bod	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
группировка	frakce	группировка	frakce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
группировка	uskupení	группировка	uskupení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
группировка	seskupení	группировка	seskupení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
стрелка	šíp	стрелка	šíp	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
стрелка	šipka	стрелка	šipka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
жидкость	tekutina	жидкость	tekutina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
жидкость	tekutina	жидкость	tekutina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
жидкость	kapalina	жидкость	kapalina	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
свойство	majetek	свойство	majetek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
свойство	nemovitost	свойство	nemovitost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
свойство	vlastnost	свойство	vlastnost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
этаж	patře	этаж	patro	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
этаж	podlaha	этаж	podlaha	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
этаж	poschodí	этаж	poschodí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
этаж	podlaží	этаж	podlaží	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
этаж	patro	этаж	patro	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
контекста	kontextu	контекст	kontext	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
луга	louky	луг	louka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
курорт	resort	курорт	resort	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вектор	vektor	вектор	vektor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
фантастический	fantastický	фантастический	fantastický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
фантастический	fantastické	фантастический	fantastický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
закончить	dokončit	закончить	dokončit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
мирное	klidné	мирный	klidný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
присоединение	přistoupení	присоединение	přistoupení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
барабанщик	bubeník	барабанщик	bubeník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
нож	nůž	нож	nůž	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
тянет	vytáhne	тянуть	vytáhnout	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
акция	akce	акция	akce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
изобретение	vynález	изобретение	vynález	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
навыки	dovednosti	навык	dovednost	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
навыки	dovednosti	навык	dovednost	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
бранденбург	brandenburg	бранденбург	brandenburg	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
уменьшение	snižování	уменьшение	snižování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
уменьшение	snížení	уменьшение	snížení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
уменьшение	redukce	уменьшение	redukce	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
