gard	gard	gard	gard	N;MASC;SG	N;INDF;MASC+FEM;SG
ignore	ignorerer	ignorer	ignorere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ignore	ignoreres	ignorer	ignorere	V;IND;SG;3;PRS;FIN	V;NFIN;PASS
patrie	fædreland	patrie	fædreland	N;FEM;SG	N;INDF;NEUT;SG
patrie	fædrelandet	patrie	fædreland	N;FEM;SG	N;DEF;NEUT;SG
patrie	fædreland	patrie	fædreland	N;FEM;SG	N;INDF;NEUT;SG
patrie	fædreland	patrie	fædreland	N;FEM;SG	N;INDF;NEUT;SG
patrie	hjemlandet	patrie	hjemland	N;FEM;SG	N;DEF;NEUT;SG
patrie	hjemland	patrie	hjemland	N;FEM;SG	N;INDF;NEUT;SG
sèche	tørt	sec	tør	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
oxygène	ilt	oxygène	ilt	N;MASC;SG	N;INDF;MASC+FEM;SG
oxygène	oxygen	oxygène	oxygen	N;MASC;SG	N;DEF;MASC+FEM;SG
ampleur	størrelsesorden	ampleur	størrelsesorden	N;FEM;SG	N;INDF;MASC+FEM;SG
molécules	molekyler	molécule	molekyle	N;FEM;PL	N;INDF;MASC+FEM;PL
signée	undertegnet	signer	undertegne	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
signée	undertegnede	signer	undertegne	V;FEM;SG;PST;V.PTCP	V;DEF;SG;PST;V.PTCP
signée	underskrevet	signer	underskrive	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
signée	signeret	signer	signere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
céramique	keramik	céramique	keramik	N;FEM;SG	N;INDF;NEUT;SG
céramique	keramik	céramique	keramik	N;FEM;SG	N;INDF;NEUT;SG
céramique	keramik	céramique	keramik	N;FEM;SG	N;INDF;NEUT;SG
judaïsme	jødedommen	judaïsme	jødedom	N;MASC;SG	N;DEF;MASC+FEM;SG
pauvreté	fattigdom	pauvreté	fattigdom	N;FEM;SG	N;INDF;MASC+FEM;SG
pauvreté	fattigdommen	pauvreté	fattigdom	N;FEM;SG	N;DEF;MASC+FEM;SG
sévère	alvorlig	sévère	alvorlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sévère	svær	sévère	svær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sévère	barskt	sévère	barskt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
sévère	barsk	sévère	barsk	ADJ;MASC;SG	ADJ;INDF;SG
sévère	hård	sévère	hård	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
souligne	understreger	souligner	understrege	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
souligne	fremhæver	souligner	fremhæve	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
souligne	understrege	souligner	understrege	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
exemplaire	forbilledlig	exemplaire	forbilledlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
wings	vingerne	wing	vinge	N;MASC;PL	N;DEF;MASC+FEM;PL
wings	vinger	wing	vinge	N;MASC;PL	N;INDF;MASC+FEM;PL
enregistrer	optag	enregistrer	optag	V;NFIN	V;IMP
enregistrer	gemme	enregistrer	gemme	V;NFIN	V;NFIN;ACT
enregistrer	gem	enregistrer	gem	V;NFIN	V;IMP
enregistrer	spar	enregistrer	spar	V;NFIN	V;IMP
enregistrer	registrer	enregistrer	registre	V;NFIN	V;IND;PRS;FIN;ACT
monstre	særling	monstre	særling	N;MASC;SG	N;INDF;MASC+FEM;SG
monstre	tosse	monstre	tos	N;MASC;SG	N;INDF;MASC+FEM;SG
monstre	monster	monstre	monster	N;MASC;SG	N;INDF;NEUT;SG
acides	syrer	acide	syre	N;MASC;PL	N;INDF;NEUT;PL
commerces	forretninger	commerce	forretning	N;MASC;PL	N;INDF;MASC+FEM;PL
commerces	butikker	commerce	butik	N;MASC;PL	N;INDF;MASC+FEM;PL
brève	kortfattet	bref	kortfattet	ADJ;FEM;SG	ADJ;INDF;SG
anthologie	antologi	anthologie	antologi	N;FEM;SG	N;INDF;MASC+FEM;SG
positive	positivt	positif	positiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
positive	positiv	positif	positiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
substance	stof	substance	stof	N;FEM;SG	N;INDF;NEUT;SG
substance	substans	substance	substans	N;FEM;SG	N;INDF;MASC+FEM;SG
geste	gestus	geste	gestus	N;MASC;SG	N;INDF;MASC+FEM;SG
numériques	numeriske	numérique	numerisk	ADJ;MASC;PL	ADJ;PL
numériques	digitale	numérique	digital	ADJ;MASC;PL	ADJ;PL
matrice	matrix	matrice	matrix	N;FEM;SG	N;INDF;MASC+FEM;SG
sardaigne	sardinien	sardaigner	sardinie	N;FEM;SG	N;DEF;MASC+FEM;SG
escrime	hegn	escrime	hegn	N;FEM;SG	N;INDF;NEUT;SG
escrime	fægtning	escrime	fægtning	N;FEM;SG	N;INDF;MASC+FEM;SG
perception	opfattelse	perception	opfattelse	N;FEM;SG	N;INDF;MASC+FEM;SG
perception	opfattelsen	perception	opfattelse	N;FEM;SG	N;DEF;MASC+FEM;SG
perception	opfattelse	perception	opfattelse	N;FEM;SG	N;INDF;MASC+FEM;SG
charleroi	charleroi	charleroi	charleroi	N;MASC;SG	N;INDF;MASC+FEM;SG
axes	akser	axe	akse	N;MASC;PL	N;INDF;MASC+FEM;PL
axes	økser	axe	økse	N;MASC;PL	N;INDF;MASC+FEM;PL
significations	betydninger	signification	betydning	N;FEM;PL	N;INDF;MASC+FEM;PL
descendance	afkommet	descendance	afkomme	N;FEM;SG	N;DEF;NEUT;SG
descendance	afkommet	descendance	afkomme	N;FEM;SG	N;DEF;NEUT;SG
électroniques	elektroniske	électronique	elektronisk	ADJ;MASC;PL	ADJ;PL
appartenance	tilslutning	appartenance	tilslutning	N;FEM;SG	N;INDF;MASC+FEM;SG
appartenance	tilknytning	appartenance	tilknytning	N;FEM;SG	N;INDF;MASC+FEM;SG
appartenance	tilhørsforhold	appartenance	tilhørsforhold	N;FEM;SG	N;INDF;NEUT;SG
retenue	opbevaret	retenir	opbevar	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
retenue	beholdt	retenir	beholde	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
retenue	bibeholdt	retenir	bibeholde	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
plongée	dykke	plonger	dykke	V;FEM;SG;PST;V.PTCP	V;NFIN;ACT
composants	bestanddele	composant	bestanddel	N;MASC;PL	N;INDF;MASC+FEM;PL
composants	komponenterne	composant	komponent	N;MASC;PL	N;DEF;MASC+FEM;PL
composants	komponenter	composant	komponent	N;MASC;PL	N;INDF;MASC+FEM;PL
composants	indholdsstoffer	composant	indholdsstof	N;MASC;PL	N;INDF;NEUT;PL
composants	ingredienser	composant	ingrediens	N;MASC;PL	N;INDF;MASC+FEM;PL
rival	rival	rival	rival	N;MASC;SG	N;INDF;MASC+FEM;SG
patriarche	patriark	patriarche	patriark	N;MASC;SG	N;INDF;MASC+FEM;SG
chair	kød	chair	kød	N;FEM;SG	N;INDF;NEUT;SG
constituant	konstituerende	constituer	konstituere	V;PRS;V.PTCP	V;PRS;V.PTCP
dominant	dominerer	dominer	dominere	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
dominant	dominerende	dominer	dominere	V;PRS;V.PTCP	V;PRS;V.PTCP
carburant	brændstof	carburant	brændstof	N;MASC;SG	N;INDF;NEUT;SG
carburant	brændsel	carburant	brændsel	N;MASC;SG	N;INDF;NEUT;SG
voler	flyver	voler	flyve	V;NFIN	V;IND;PRS;FIN;ACT
voler	flyv	voler	flyv	V;NFIN	V;IMP
voler	flyve	voler	flyve	V;NFIN	V;NFIN;ACT
voler	flyve	voler	flyve	V;NFIN	V;NFIN;ACT
voler	flyver	voler	flyve	V;NFIN	V;IND;PRS;FIN;ACT
voler	stjæler	voler	stjæle	V;NFIN	V;IND;PRS;FIN;ACT
voler	stjæle	voler	stjæle	V;NFIN	V;NFIN;ACT
sigle	akronym	sigle	akronym	N;MASC;SG	N;INDF;NEUT;SG
sigle	forkortelse	sigle	forkortelse	N;MASC;SG	N;INDF;MASC+FEM;SG
identifié	tagget	identifier	tagge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
identifié	identificeret	identifier	identificere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
capturé	fanget	capturer	fange	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
capturé	fangede	capturer	fange	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
capturé	fanget	capturer	fange	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
capturé	fangede	capturer	fange	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
capturé	indfanget	capturer	indfange	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
jet	jetfly	jet	jetfly	N;MASC;SG	N;INDF;NEUT;SG
enterrée	begravet	enterrer	begrave	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
enterrée	begravede	enterrer	begrave	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
riz	ris	riz	ris	N;MASC;SG	N;INDF;MASC+FEM;SG
constance	constance	constance	constance	N;FEM;SG	N;INDF;MASC+FEM;SG
affichage	fremvisning	affichage	fremvisning	N;MASC;SG	N;INDF;MASC+FEM;SG
affichage	skærm	affichage	skærm	N;MASC;SG	N;INDF;MASC+FEM;SG
affichage	vis	affichage	vis	N;MASC;SG	N;INDF;MASC+FEM;SG
affichage	udsigt	affichage	udsigt	N;MASC;SG	N;INDF;MASC+FEM;SG
extraordinaire	ekstraordinært	extraordinaire	ekstraordinært	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
extraordinaire	ekstraordinær	extraordinaire	ekstraordinær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
extraordinaire	fantastisk	extraordinaire	fantastisk	ADJ;MASC;SG	ADJ;INDF;SG
extraordinaire	utroligt	extraordinaire	utrolig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
postérité	eftertiden	postérité	eftertid	N;FEM;SG	N;INDF;MASC+FEM;SG
trajet	route	trajet	route	N;MASC;SG	N;INDF;MASC+FEM;SG
trajet	ruten	trajet	ruten	N;MASC;SG	N;DEF;MASC+FEM;SG
trajet	rute	trajet	rute	N;MASC;SG	N;INDF;MASC+FEM;SG
doyen	dekan	doyen	dekan	N;MASC;SG	N;INDF;MASC+FEM;SG
extérieurs	udendørs	extérieur	udendørs	ADJ;MASC;PL	ADJ
extérieurs	udvendige	extérieur	udvendig	ADJ;MASC;PL	ADJ;PL
bridge	bro	bridge	bro	N;MASC;SG	N;INDF;MASC+FEM;SG
bridge	bridge	bridge	bridge	N;MASC;SG	N;INDF;MASC+FEM;SG
bridge	broen	bridge	bro	N;MASC;SG	N;DEF;MASC+FEM;SG
créatures	væsner	créature	væsne	N;FEM;PL	N;INDF;MASC+FEM;PL
créatures	væsener	créature	væsen	N;FEM;PL	N;INDF;MASC+FEM;PL
créatures	skabninger	créature	skabning	N;FEM;PL	N;INDF;MASC+FEM;PL
patinage	skøjteløb	patinage	skøjteløb	N;MASC;SG	N;INDF;NEUT;SG
patinage	skøjte	patinage	skøje	N;MASC;SG	N;INDF;MASC+FEM;SG
patinage	skøjte	patinage	skøje	N;MASC;SG	N;INDF;MASC+FEM;SG
perdent	mister	perdre	miste	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
indispensable	uundværlig	indispensable	uundværlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
indispensable	uundværligt	indispensable	uundværligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
indispensable	essentiel	indispensable	essentiel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
indispensable	essentielt	indispensable	essentielt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
indispensable	afgørende	indispensable	afgørende	ADJ;MASC;SG	ADJ
indispensable	væsentlig	indispensable	væsentlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
révision	gennemgang	révision	gennemgang	N;FEM;SG	N;INDF;MASC+FEM;SG
révision	anmeldelse	révision	anmeldelse	N;FEM;SG	N;INDF;MASC+FEM;SG
révision	revidering	révision	revidering	N;FEM;SG	N;INDF;MASC+FEM;SG
révision	revision	révision	revision	N;FEM;SG	N;INDF;MASC+FEM;SG
bulle	boblen	bulle	boble	N;FEM;SG	N;DEF;MASC+FEM;SG
bulle	boble	bulle	boble	N;FEM;SG	N;INDF;MASC+FEM;SG
israélien	israelsk	israélien	israelsk	ADJ;MASC;SG	ADJ;INDF;SG
modifiée	ændret	modifier	ændre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
modifiée	modificeret	modifier	modificeret	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
modifiée	ombygget	modifier	ombygge	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
modifiée	ændret	modifier	ændre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
médicaments	lægemidler	médicament	lægemiddel	N;MASC;PL	N;INDF;NEUT;PL
cricket	cricket	cricket	cricke	N;MASC;SG	N;INDF;NEUT;SG
ancêtres	forfædre	ancêtre	forfader	N;MASC;PL	N;INDF;MASC+FEM;PL
développés	udviklede	développer	udvikle	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
touristes	turisterne	touriste	turist	N;MASC;PL	N;DEF;MASC+FEM;PL
touristes	turister	touriste	turist	N;MASC;PL	N;INDF;MASC+FEM;PL
terrible	frygteligt	terrible	frygtelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
terrible	forfærdeligt	terrible	forfærdelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
terrible	skrækkeligt	terrible	skrækkeligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
terrible	frygtelig	terrible	frygtelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
terrible	forfærdelig	terrible	forfærdelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
terrible	frygteligt	terrible	frygtelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
terrible	forfærdeligt	terrible	forfærdelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
terrible	skrækkeligt	terrible	skrækkeligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
terrible	frygtelig	terrible	frygtelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
terrible	forfærdelig	terrible	forfærdelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
indépendantes	uafhængige	indépendant	uafhængig	ADJ;FEM;PL	ADJ;PL
demandant	spørger	demander	spørge	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
demandant	spørge	demander	spørge	V;PRS;V.PTCP	V;NFIN;ACT
demandant	anmoder	demander	anmode	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
confondre	forveksle	confondre	forveksle	V;NFIN	V;NFIN;ACT
confondre	forvirre	confondre	forvirre	V;NFIN	V;NFIN;ACT
barrière	barrieren	barrière	barriere	N;FEM;SG	N;DEF;MASC+FEM;SG
barrière	hindring	barrière	hindring	N;FEM;SG	N;INDF;MASC+FEM;SG
barrière	barriere	barrière	barri	N;FEM;SG	N;INDF;MASC+FEM;SG
barrière	hegn	barrière	hegn	N;FEM;SG	N;INDF;NEUT;SG
barrière	hegnet	barrière	hegn	N;FEM;SG	N;DEF;NEUT;SG
barrière	barrière	barrière	barrière	N;FEM;SG	N;INDF;MASC+FEM;SG
soie	silke	soie	silke	N;FEM;SG	N;INDF;MASC+FEM;SG
essayé	forsøgt	essayer	forsøge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
essayé	forsøgte	essayer	forsøge	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
essayé	prøvet	essayer	prøve	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
essayé	forsøgt	essayer	forsøge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
essayé	forsøgte	essayer	forsøge	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
essayé	prøvede	essayer	prøve	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
acoustique	akustisk	acoustique	akustisk	ADJ;MASC;SG	ADJ;INDF;SG
marches	marche	marche	marche	N;FEM;PL	N;INDF;MASC+FEM;PL
marches	marche	marche	marche	N;FEM;PL	N;INDF;MASC+FEM;PL
marches	marcher	marche	marche	N;FEM;PL	N;INDF;MASC+FEM;PL
sécession	løsrivelse	sécession	løsrivelse	N;FEM;SG	N;INDF;MASC+FEM;SG
intellectuelle	intellektuel	intellectuel	intellektuel	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
aluminium	aluminium	aluminium	aluminium	N;MASC;SG	N;INDF;NEUT;SG
aluminium	aluminium	aluminium	aluminium	N;MASC;SG	N;INDF;NEUT;SG
piège	snare	piège	snare	N;MASC;SG	N;INDF;MASC+FEM;SG
piège	fælden	piège	fælde	N;MASC;SG	N;DEF;MASC+FEM;SG
piège	fælde	piège	fælde	N;MASC;SG	N;INDF;MASC+FEM;SG
citations	citater	citation	citat	N;FEM;PL	N;INDF;NEUT;PL
citations	citater	citation	citat	N;FEM;PL	N;INDF;NEUT;PL
citations	citater	citation	citat	N;FEM;PL	N;INDF;NEUT;PL
citations	henvisningerne	citation	henvisning	N;FEM;PL	N;DEF;MASC+FEM;PL
écho	ekko	écho	ekko	N;MASC;SG	N;INDF;NEUT;SG
tragédie	tragedie	tragédie	tragedie	N;FEM;SG	N;INDF;MASC+FEM;SG
tragédie	tragedien	tragédie	tragedie	N;FEM;SG	N;DEF;MASC+FEM;SG
organiste	organist	organiste	organist	N;MASC;SG	N;INDF;MASC+FEM;SG
excellent	glimrende	excellent	glimrende	ADJ;MASC;SG	ADJ
excellent	fremragende	excellent	fremragende	ADJ;MASC;SG	ADJ
hôtels	hotellerne	hôtel	hotel	N;MASC;PL	N;DEF;NEUT;PL
hôtels	hoteller	hôtel	hotel	N;MASC;PL	N;INDF;NEUT;PL
diminution	nedgang	diminution	nedgang	N;FEM;SG	N;INDF;MASC+FEM;SG
diminution	fald	diminution	fald	N;FEM;SG	N;INDF;NEUT;SG
horizon	horisont	horizon	horisont	N;MASC;SG	N;INDF;MASC+FEM;SG
horizon	tidshorisont	horizon	tidshorisont	N;MASC;SG	N;INDF;MASC+FEM;SG
horizon	horisonten	horizon	horisont	N;MASC;SG	N;DEF;MASC+FEM;SG
gorge	hals	gorge	hals	N;FEM;SG	N;INDF;MASC+FEM;SG
gorge	svælg	gorge	svælg	N;FEM;SG	N;INDF;MASC+FEM;SG
gorge	halsen	gorge	hals	N;FEM;SG	N;DEF;MASC+FEM;SG
gorge	strube	gorge	strube	N;FEM;SG	N;INDF;MASC+FEM;SG
gorge	slugten	gorge	slugt	N;FEM;SG	N;DEF;MASC+FEM;SG
librement	frit	librement	frit	ADV	ADV
pauline	pauline	paulin	pauline	N;FEM;SG	N;INDF;MASC+FEM;SG
offrant	tilbyder	offrir	tilbyde	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
offrant	tilbyde	offrir	tilbyde	V;PRS;V.PTCP	V;NFIN;ACT
amphibiens	padder	amphibien	padder	N;MASC;PL	N;INDF;MASC+FEM;PL
érigée	rejst	ériger	rejse	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
pilier	søjle	pilier	søjle	N;MASC;SG	N;INDF;MASC+FEM;SG
diamant	diamant	diamant	diamant	N;MASC;SG	N;INDF;MASC+FEM;SG
diamant	diamanten	diamant	diamant	N;MASC;SG	N;DEF;MASC+FEM;SG
quinzaine	fifteen	quinzaine	fifte	N;FEM;SG	N;DEF;MASC+FEM;SG
drogue	narko	drogue	narko	N;FEM;SG	N;INDF;MASC+FEM;SG
drogue	narkotika	drogue	narkotika	N;FEM;SG	N;INDF;NEUT;SG
drogue	narkotika	drogue	narkotika	N;FEM;SG	N;INDF;NEUT;SG
soutenue	opretholdt	soutenir	opretholde	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
soutenue	støttede	soutenir	støtte	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
soutenue	understøttet	soutenir	understøtte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
soutenue	støttet	soutenir	støtte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
derby	derby	derby	derby	N;MASC;SG	N;INDF;MASC+FEM;SG
libertés	frihedsrettigheder	liberté	frihedsrettighed	N;FEM;PL	N;INDF;MASC+FEM;PL
libertés	friheder	liberté	frihed	N;FEM;PL	N;INDF;MASC+FEM;PL
libertés	frihedsrettighederne	liberté	frihedsrettighed	N;FEM;PL	N;DEF;MASC+FEM;PL
libertés	frihedsrettigheder	liberté	frihedsrettighed	N;FEM;PL	N;INDF;MASC+FEM;PL
libertés	friheder	liberté	frihed	N;FEM;PL	N;INDF;MASC+FEM;PL
libertés	frihedsrettighederne	liberté	frihedsrettighed	N;FEM;PL	N;DEF;MASC+FEM;PL
magazines	tidsskrifter	magazine	tidsskrift	N;MASC;PL	N;INDF;NEUT;PL
magazines	blade	magazine	blad	N;MASC;PL	N;INDF;NEUT;PL
magazines	magasiner	magazine	magasin	N;MASC;PL	N;INDF;NEUT;PL
tennessee	tennessee	tennessee	tennesse	N;FEM;SG	N;INDF;MASC+FEM;SG
chaos	kaos	chaos	kaos	N;MASC;SG	N;INDF;NEUT;SG
chanter	syng	chanter	syng	V;NFIN	V;IMP
chanter	synge	chanter	synge	V;NFIN	V;NFIN;ACT
chanter	synger	chanter	synge	V;NFIN	V;IND;PRS;FIN;ACT
chanter	synge	chanter	synge	V;NFIN	V;NFIN;ACT
chanter	syngende	chanter	synge	V;NFIN	V;PRS;V.PTCP
abrégé	afkortet	abréger	afkorte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
abrégé	forkortet	abréger	forkorte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
abrégé	forkortet	abréger	forkorte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
fusil	gevær	fusil	gevær	N;MASC;SG	N;INDF;NEUT;SG
fusil	haglgevær	fusil	haglgevær	N;MASC;SG	N;INDF;NEUT;SG
fusil	gevær	fusil	gevær	N;MASC;SG	N;INDF;NEUT;SG
fusil	pistol	fusil	pistol	N;MASC;SG	N;INDF;MASC+FEM;SG
fusil	riffel	fusil	riffel	N;MASC;SG	N;INDF;MASC+FEM;SG
fusil	gevær	fusil	gevær	N;MASC;SG	N;INDF;NEUT;SG
serbes	serbiske	serbe	serbisk	ADJ;MASC;PL	ADJ;PL
maintient	bibeholder	maintenir	bibeholde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
maintient	fastholder	maintenir	fastholde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
maintient	opretholder	maintenir	opretholde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
couverte	dækket	couvrir	dække	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
couverte	overdækket	couvrir	overdække	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
couverte	dækkede	couvrir	dække	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
reliques	relikvier	relique	relikvie	N;FEM;PL	N;INDF;NEUT;PL
roumaine	rumænsk	roumain	rumænsk	ADJ;FEM;SG	ADJ;INDF;SG
législatif	lovgivende	législatif	lovgivende	ADJ;MASC;SG	ADJ
législatif	lovgivende	législatif	lovgivende	ADJ;MASC;SG	ADJ
salaire	løn	salaire	løn	N;MASC;SG	N;INDF;MASC+FEM;SG
salaire	løn	salaire	løn	N;MASC;SG	N;INDF;MASC+FEM;SG
salaire	indtjening	salaire	indtjening	N;MASC;SG	N;INDF;MASC+FEM;SG
rappeur	rapper	rappeur	rappe	N;MASC;SG	N;INDF;MASC+FEM;SG
rappeur	rap	rappeur	rap	N;MASC;SG	N;INDF;NEUT;SG
prêté	udlånt	prêter	udlån	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
prêté	lånte	prêter	lånt	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
prêté	udlånt	prêter	udlån	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
préféré	foretrukket	préférer	foretrukke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
préféré	foretrak	préférer	foretrak	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
ingénierie	ingeniør	ingénierie	ingeniør	N;FEM;SG	N;INDF;MASC+FEM;SG
ingénierie	engineering	ingénierie	engineering	N;FEM;SG	N;INDF;MASC+FEM;SG
asiatiques	asiatiske	asiatique	asiatisk	ADJ;MASC;PL	ADJ;PL
bataillons	bataljoner	bataillon	bataljon	N;MASC;PL	N;INDF;MASC+FEM;PL
magistrat	dommeren	magistrat	dommer	N;MASC;SG	N;DEF;MASC+FEM;SG
magistrat	dommer	magistrat	dommer	N;MASC;SG	N;INDF;MASC+FEM;SG
chanteurs	sangere	chanteur	sangere	N;MASC;PL	N;INDF;MASC+FEM;PL
ethnique	etnisk	ethnique	etnisk	ADJ;MASC;SG	ADJ;INDF;SG
haies	hække	haie	hække	N;FEM;PL	N;INDF;MASC+FEM;PL
considérées	overvejede	considérer	overveje	V;FEM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
considérées	betragtede	considérer	betragte	V;FEM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
flanc	flanke	flanc	flanke	N;MASC;SG	N;INDF;MASC+FEM;SG
randonnée	vandre	randonnée	vandre	V;FEM;SG;PST;V.PTCP	V;NFIN;ACT
vignes	vinstokke	vigne	vinstokke	N;FEM;PL	N;INDF;NEUT;PL
vignes	vinmarker	vigne	vinmark	N;FEM;PL	N;INDF;NEUT;PL
vignes	vinmarker	vigne	vinmark	N;FEM;PL	N;INDF;NEUT;PL
vignes	vinmarker	vigne	vinmark	N;FEM;PL	N;INDF;NEUT;PL
contrainte	understrege	contraindre	understrege	V;FEM;SG;PST;V.PTCP	V;NFIN;ACT
portails	porte	portail	porte	N;MASC;PL	N;INDF;MASC+FEM;PL
portails	portene	portail	port	N;MASC;PL	N;DEF;MASC+FEM;PL
portails	portaler	portail	portale	N;MASC;PL	N;INDF;NEUT;PL
billets	billetter	billet	billet	N;MASC;PL	N;INDF;MASC+FEM;PL
billets	billetterne	billet	billet	N;MASC;PL	N;DEF;MASC+FEM;PL
billets	pengesedler	billet	pengesedel	N;MASC;PL	N;INDF;NEUT;PL
billets	sedler	billet	sedle	N;MASC;PL	N;INDF;MASC+FEM;PL
apogée	klimaks	apogée	klimaks	N;MASC;SG	N;INDF;NEUT;SG
apogée	højdepunkt	apogée	højdepunkt	N;MASC;SG	N;INDF;NEUT;SG
obtenue	opnåede	obtenir	opnå	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
obtenue	opnået	obtenir	opnå	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
contenir	indeholder	contenir	indeholde	V;NFIN	V;IND;PRS;FIN;ACT
contenir	indeholde	contenir	indeholde	V;NFIN	V;NFIN;ACT
