על	sobre	על	sobre	ADP	ADP
כנגד	contra	כנגד	contra	ADP	ADP
קיים	existido	קיים	existir	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
קיים	existente	קיים	existente	ADJ;MASC;SG	ADJ;SG
מחוז	condado	מחוז	condado	N;MASC;SG	N;MASC;SG
מחוז	provincia	מחוז	provincia	N;MASC;SG	N;FEM;SG
מחוז	distrito	מחוז	distrito	N;MASC;SG	N;MASC;SG
תואר	grado	תואר	grado	N;MASC;SG	N;MASC;SG
תואר	licenciatura	תואר	licenciatura	N;MASC;SG	N;FEM;SG
סדרת	serie	סדרה	serie	N;FEM;SG	N;FEM;SG
למצוא	encontrar	מצא	encontrar	V;NFIN;ACT	V;NFIN
למצוא	encuentra	מצא	encontrar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
למצוא	encuentre	מצא	encontrar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
עבודה	empleo	עבודה	empleo	N;FEM;SG	N;MASC;SG
עבודה	trabajo	עבודה	trabajo	N;FEM;SG	N;MASC;SG
עבודה	obra	עבודה	obra	N;FEM;SG	N;FEM;SG
עבודה	trabajo	עבודה	trabajo	N;FEM;SG	N;MASC;SG
חשוב	importante	חשוב	importante	ADJ;MASC;SG	ADJ;SG
תבנית	patrón	תבנית	patrón	N;FEM;SG	N;MASC;SG
תבנית	patron	תבנית	patron	N;FEM;SG	N;MASC;SG
תבנית	pauta	תבנית	pauta	N;FEM;SG	N;FEM;SG
תבנית	plantilla	תבנית	plantilla	N;FEM;SG	N;FEM;SG
תבנית	formato	תבנית	formato	N;FEM;SG	N;MASC;SG
אמריקאים	americanos	אמריקני	americano	N;MASC;PL	N;MASC;PL
אמריקאים	americanos	אמריקני	americano	N;MASC;PL	N;MASC;PL
אמריקאים	estadounidenses	אמריקני	estadounidense	N;MASC;PL	N;PL
אמריקאים	norteamericanos	אמריקני	norteamericano	N;MASC;PL	N;MASC;PL
דרום	southern	דרום	southern	N;MASC;SG	N
דרום	sur	דרום	sur	N;MASC;SG	N;MASC;SG
דרום	sur	דרום	sur	N;MASC;SG	N;MASC;SG
זכויות	derechos	זכות	derecho	N;FEM;PL	N;MASC;PL
אולי	quizás	אולי	quizás	ADV	ADV
אולי	quizá	אולי	quizá	ADV	ADV
אולי	quizás	אולי	quizás	ADV	ADV
אולי	quizá	אולי	quizá	ADV	ADV
לקבל	aceptan	קיבל	aceptar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לקבל	aceptamos	קיבל	aceptar	V;NFIN;ACT	V;IND;PL;1;PRS;FIN
לקבל	acepto	קיבל	acepto	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
לקבל	aceptar	קיבל	aceptar	V;NFIN;ACT	V;NFIN
לקבל	acepta	קיבל	aceptar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקבל	conseguir	קיבל	conseguir	V;NFIN;ACT	V;NFIN
לקבל	consigue	קיבל	conseguir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקבל	obtener	קיבל	obtener	V;NFIN;ACT	V;NFIN
לקבל	obtenga	קיבל	obtener	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
מבנה	estructura	מבנה	estructura	N;MASC;SG	N;FEM;SG
להשתמש	usar	השתמש	usar	V;NFIN	V;NFIN
להשתמש	utilizar	השתמש	utilizar	V;NFIN	V;NFIN
לקראת	hacia	לקראת	hacia	ADP	ADP
בסיס	base	בסיס	base	N;MASC;SG	N;SG
מין	min	מין	min		
לשעבר	anteriormente	לשעבר	anteriormente	ADV	ADV
לשעבר	antiguamente	לשעבר	antiguamente	ADV	ADV
משנה	materia	משנה	materia	N;MASC;SG	N;FEM;SG
נקודות	puntos	נקודה	punto	N;FEM;PL	N;MASC;PL
נקודות	puntos	נקודה	punto	N;FEM;PL	N;MASC;PL
נקודות	points	נקודה	point	N;FEM;PL	N;MASC;PL
נקודות	manchas	נקודה	mancha	N;FEM;PL	N;FEM;PL
קבוצה	grupo	קבוצה	grupo	N;FEM;SG	N;MASC;SG
קבוצה	group	קבוצה	group	N;FEM;SG	N
קבוצה	equipo	קבוצה	equipo	N;FEM;SG	N;MASC;SG
קבוצה	team	קבוצה	team	N;FEM;SG	N
הקרב	batalla	הקרב	batalla	N;MASC;SG	N;FEM;SG
הקרב	combate	הקרב	combate	N;MASC;SG	N;MASC;SG
שירים	poemas	שיר	poema	N;MASC;PL	N;MASC;PL
שירים	cantos	שיר	canto	N;MASC;PL	N;MASC;PL
שירים	canciones	שיר	canción	N;MASC;PL	N;FEM;PL
שירים	songs	שיר	songs	N;MASC;PL	N
עת	hora	עת	hora	N;FEM;SG	N;FEM;SG
עת	tiempo	עת	tiempo	N;FEM;SG	N;MASC;SG
עת	time	עת	time	N;FEM;SG	N
תפקיד	rol	תפקיד	rol	N;MASC;SG	N;MASC;SG
שמות	nombres	שם	nombre	N;MASC;PL	N;MASC;PL
יחסית	comparativamente	יחסית	comparativamente	ADV	ADV
יחסית	relativamente	יחסית	relativamente	ADV	ADV
הקמת	establecimiento	הקמה	establecimiento	N;PSSD;FEM;SG	N;MASC;SG
שערים	puertas	שער	puerta	N;MASC;PL	N;FEM;PL
שערים	portales	שער	portal	N;MASC;PL	N;MASC;PL
שערים	metas	שער	meta	N;MASC;PL	N;FEM;PL
שערים	objetivos	שער	objetivo	N;MASC;PL	N;MASC;PL
שערים	goles	שער	gol	N;MASC;PL	N;MASC;PL
מערכות	sistemas	מערכת	sistema	N;FEM;PL	N;MASC;PL
מערכות	systems	מערכת	system	N;FEM;PL	N
ליצור	crear	יצר	crear	V;NFIN;ACT	V;NFIN
ליצור	crea	יצר	creer	V;NFIN;ACT	V;SBJV;SG;3;FIN
ליצור	crean	יצר	crear	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
מטרים	contadores	מטר	contador	N;MASC;PL	N;MASC;PL
מטרים	metros	מטר	metro	N;MASC;PL	N;MASC;PL
מטרים	medidores	מטר	medidor	N;MASC;PL	N;MASC;PL
מטרים	metros	מטר	metro	N;MASC;PL	N;MASC;PL
שר	char	שר	char	N;MASC;SG	N;FEM;SG
שר	cher	שר	cher	N;MASC;SG	N;FEM;SG
שר	sher	שר	sher	N;MASC;SG	N;SG
שר	canto	שר	canto	N;MASC;SG	N;MASC;SG
שר	ministro	שר	ministro	N;MASC;SG	N;MASC;SG
שר	pastor	שר	pastor	N;MASC;SG	N;MASC;SG
שר	ministra	שר	ministra	N;MASC;SG	N;FEM;SG
קו	línea	קו	línea	N;MASC;SG	N;FEM;SG
קו	linea	קו	linea	N;MASC;SG	N;FEM;SG
כסף	dinero	כסף	dinero	N;MASC;SG	N;MASC;SG
כסף	money	כסף	money	N;MASC;SG	N
כסף	plata	כסף	plata	N;MASC;SG	N;FEM;SG
תמונות	fotos	תמונה	foto	N;FEM;PL	N;FEM;PL
תמונות	fotografías	תמונה	fotografía	N;FEM;PL	N;FEM;PL
תמונות	imagenes	תמונה	imagen	N;FEM;PL	N;FEM;PL
תמונות	fotos	תמונה	foto	N;FEM;PL	N;FEM;PL
תמונות	fotografías	תמונה	fotografía	N;FEM;PL	N;FEM;PL
תמונות	cuadros	תמונה	cuadro	N;FEM;PL	N;MASC;PL
תמונות	imágenes	תמונה	imagen	N;FEM;PL	N;FEM;PL
תמונות	imagenes	תמונה	imagen	N;FEM;PL	N;FEM;PL
תמונות	imágenes	תמונה	imagen	N;FEM;PL	N;FEM;PL
נשיא	president	נשיא	president	N;MASC;SG	N;MASC;SG
נשיא	presidenta	נשיא	presidenta	N;MASC;SG	N;FEM;SG
נשיא	presidente	נשיא	presidente	N;MASC;SG	N;MASC;SG
מוזיקה	music	הוזיק	music	N;FEM;SG	N
מוזיקה	música	הוזיק	música	N;FEM;SG	N;FEM;SG
מוזיקה	musica	הוזיק	musica	N;FEM;SG	N;FEM;SG
חדשים	nuevas	חדש	nuevo	ADJ;MASC;PL	ADJ;FEM;PL
חדשים	nuevos	חדש	nuevo	ADJ;MASC;PL	ADJ;MASC;PL
מצב	status	מצב	status	N;MASC;SG	N
מצב	estatus	מצב	estatus	N;MASC;SG	N;MASC
מצב	estado	מצב	estado	N;MASC;SG	N;MASC;SG
מצב	situación	מצב	situación	N;MASC;SG	N;FEM;SG
מצב	modalidad	מצב	modalidad	N;MASC;SG	N;FEM;SG
מצב	mode	מצב	mode	N;MASC;SG	N
מצב	modo	מצב	modo	N;MASC;SG	N;MASC;SG
מצב	situacion	מצב	situacion	N;MASC;SG	N;FEM;SG
מצב	situación	מצב	situación	N;MASC;SG	N;FEM;SG
מצב	condicion	מצב	condicionr	N;MASC;SG	N;FEM;SG
מצב	estado	מצב	estado	N;MASC;SG	N;MASC;SG
מצב	condición	מצב	condición	N;MASC;SG	N;FEM;SG
היסטוריה	historia	היסטוריה	historia	N;FEM;SG	N;FEM;SG
היסטוריה	historial	היסטוריה	historial	N;FEM;SG	N;MASC;SG
שינוי	cambio	שינוי	cambio	N;MASC;SG	N;MASC;SG
שינוי	variación	שינוי	variación	N;MASC;SG	N;FEM;SG
כדורגל	soccer	כדורגל	soccer	N;MASC;SG	N;SG
כדורגל	fútbol	כדורגל	fútbol	N;MASC;SG	N;MASC;SG
כדורגל	futbol	כדורגל	futbol	N;MASC;SG	N;MASC;SG
כדורגל	fútbol	כדורגל	fútbol	N;MASC;SG	N;MASC;SG
כדורגל	futbol	כדורגל	futbol	N;MASC;SG	N;MASC;SG
ביקורת	crítica	ביקורת	crítica	N;FEM;SG	N;FEM;SG
ביקורת	examen	ביקורת	examen	N;FEM;SG	N;MASC;SG
ביקורת	revisión	ביקורת	revisión	N;FEM;SG	N;FEM;SG
ביקורת	reseña	ביקורת	reseñar	N;FEM;SG	N;FEM;SG
חודשים	meses	חודש	mes	N;MASC;PL	N;MASC;PL
שחקן	player	שחקן	player	N;MASC;SG	N;SG
שחקן	reproductor	שחקן	reproductor	N;MASC;SG	N;MASC;SG
שחקן	jugador	שחקן	jugador	N;MASC;SG	N;MASC;SG
שחקן	jugadora	שחקן	jugadora	N;MASC;SG	N;FEM;SG
שחקן	actor	שחקן	actor	N;MASC;SG	N;MASC;SG
משפט	juicio	משפט	juicio	N;MASC;SG	N;MASC;SG
משפט	ensayo	משפט	ensayo	N;MASC;SG	N;MASC;SG
משפט	tribunal	משפט	tribunal	N;MASC;SG	N;MASC;SG
משפט	court	משפט	court	N;MASC;SG	N;MASC;SG
משפט	frase	משפט	frase	N;MASC;SG	N;FEM;SG
משפט	sentencia	משפט	sentencia	N;MASC;SG	N;FEM;SG
אמריקאי	americano	אמריקני	americano	ADJ;MASC;SG	ADJ;MASC;SG
אמריקאי	estadounidense	אמריקני	estadounidense	ADJ;MASC;SG	ADJ;SG
אמריקאי	americana	אמריקני	americana	ADJ;MASC;SG	ADJ;FEM;SG
חצי	half	חץ	half	N;PSSD;MASC;PL	N
סרטים	films	סרט	film	N;MASC;PL	N;MASC;PL
סרטים	peliculas	סרט	pelicula	N;MASC;PL	N;FEM;PL
סרטים	películas	סרט	película	N;MASC;PL	N;FEM;PL
סרטים	peliculas	סרט	pelicula	N;MASC;PL	N;FEM;PL
סרטים	películas	סרט	película	N;MASC;PL	N;FEM;PL
משפחה	famila	משפחה	famila	N;FEM;SG	N;FEM;SG
משפחה	familia	משפחה	familia	N;FEM;SG	N;FEM;SG
במקביל	simultáneamente	במקביל	simultáneamente	ADV	ADV
מזרח	oriente	מזרח	oriente	N;MASC;SG	N;MASC;SG
מזרח	east	מזרח	east	N;MASC;SG	N;MASC;SG
מזרח	eastern	מזרח	eastern	N;MASC;SG	N;MASC;SG
ערים	ciudades	עיר	ciudad	N;FEM;PL	N;FEM;PL
ערים	pueblos	עיר	pueblo	N;FEM;PL	N;MASC;PL
ערים	ciudades	עיר	ciudad	N;FEM;PL	N;FEM;PL
הצליח	sucedió	הצליח	suceder	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מחוץ	afuera	מחוץ	afuera		
תהליך	proceso	תהליך	proceso	N;MASC;SG	N;MASC;SG
שיר	poema	שיר	poema	N;MASC;SG	N;MASC;SG
שיר	canto	שיר	canto	N;MASC;SG	N;MASC;SG
שיר	cancion	שיר	cancionar	N;MASC;SG	N;FEM;SG
שיר	canción	שיר	canción	N;MASC;SG	N;FEM;SG
טלוויזיה	televisor	טלוויזיה	televisor	N;FEM;SG	N;MASC;SG
טלוויזיה	television	טלוויזיה	television	N;FEM;SG	N;FEM;SG
טלוויזיה	televisión	טלוויזיה	televisión	N;FEM;SG	N;FEM;SG
השתתף	asistió	השתתף	asistir	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
השתתף	participe	השתתף	participar	V;MASC;SG;3;PST	V;SBJV;SG;3;FIN
השתתף	participar	השתתף	participar	V;MASC;SG;3;PST	V;NFIN
השתתף	participó	השתתף	participar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
חזר	regresó	חזר	regresar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
אישים	personalidades	אישים	personalidad	N;MASC;PL	N;FEM;PL
גבוהה	alto	גבוה	alto	ADJ;FEM;SG	ADJ;MASC;SG
גבוהה	elevada	גבוה	elevado	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
גבוהה	alta	גבוה	alto	ADJ;FEM;SG	ADJ;FEM;SG
גבוהה	alto	גבוה	alto	ADJ;FEM;SG	ADJ;MASC;SG
רוצה	querer	רצה	querer	V;MASC;SG;V.PTCP;ACT	V;NFIN
מעט	levemente	מעט	levemente	ADV	ADV
מעט	ligeramente	מעט	ligeramente	ADV	ADV
חברות	compañias	חברה	compañia	N;FEM;PL	N;FEM;PL
חברות	empresas	חברה	empresa	N;FEM;PL	N;FEM;PL
חברות	compañías	חברה	compañía	N;FEM;PL	N;FEM;PL
חברות	novias	חברה	novia	N;FEM;PL	N;FEM;PL
חברות	amigas	חברה	amiga	N;FEM;PL	N;FEM;PL
סיים	acabar	סיים	acabar	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	terminar	סיים	terminar	V;MASC;SG;3;PST;ACT	V;NFIN
סיים	finalizar	סיים	finalizar	V;MASC;SG;3;PST;ACT	V;NFIN
מבצע	operación	מבצע	operación	N;MASC;SG	N;FEM;SG
מבצע	funcionamiento	מבצע	funcionamiento	N;MASC;SG	N;MASC;SG
רמת	ramat	רמה	ramat	N;FEM;SG	N;MASC;SG
ברור	despejado	ברור	despejar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
רשת	net	רשת	net	N;FEM;SG	N
רשת	red	רשת	red	N;FEM;SG	N;FEM;SG
רשת	grid	רשת	grid	N;FEM;SG	N
רשת	rejilla	רשת	rejilla	N;FEM;SG	N;FEM;SG
רשת	red	רשת	red	N;FEM;SG	N;FEM;SG
רשת	cuadrícula	רשת	cuadrícula	N;FEM;SG	N;FEM;SG
רשת	network	רשת	network	N;FEM;SG	N;SG
רשת	red	רשת	red	N;FEM;SG	N;FEM;SG
הערכים	valores	הערך	valor	N;MASC;PL	N;MASC;PL
רקע	trasfondo	רקע	trasfondo	N;MASC;SG	N;MASC;SG
רקע	fondo	רקע	fondo	N;MASC;SG	N;MASC;SG
הגיעו	llegaron	הגיע	llegar	V;PL;3;PST;ACT	V;IND;PL;3;PST;FIN
תיאטרון	teatro	תיאטרון	teatro	N;MASC;SG	N;MASC;SG
תיאטרון	teatro	תיאטרון	teatro	N;MASC;SG	N;MASC;SG
צורך	necesidad	צורך	necesidad	N;MASC;SG	N;FEM;SG
צורך	need	צורך	need	N;MASC;SG	N
צורך	necesidad	צורך	necesidad	N;MASC;SG	N;FEM;SG
חדשה	nuevo	חדש	nuevo	ADJ;FEM;SG	ADJ;MASC;SG
חדשה	nueva	חדש	nuevo	ADJ;FEM;SG	ADJ;FEM;SG
אלבום	álbum	אלבום	álbum	N;MASC;SG	N;MASC;SG
אלבום	album	אלבום	album	N;MASC;SG	N;MASC;SG
אלבום	disco	אלבום	disco	N;MASC;SG	N;MASC;SG
גן	gene	גן	gene	N;MASC;SG	N
גן	gen	גן	gen	N;MASC;SG	N;MASC;SG
גן	jardín	גן	jardín	N;MASC;SG	N;MASC;SG
גן	jardinería	גן	jardinería	N;MASC;SG	N;FEM;SG
גן	jardin	גן	jardin	N;MASC;SG	N;MASC;SG
תמיד	siempre	תמיד	siempre	ADV	ADV
כלפי	hacia	כלפי	hacia	ADP	ADP
מחקר	estudio	מחקר	estudio	N;MASC;SG	N;MASC;SG
מחקר	investigación	מחקר	investigación	N;MASC;SG	N;FEM;SG
מחקר	investigacion	מחקר	investigacion	N;MASC;SG	N;FEM;SG
תרבות	cultivo	תרבות	cultivo	N;FEM;SG	N;MASC;SG
תרבות	cultura	תרבות	cultura	N;FEM;SG	N;FEM;SG
כללי	generalidades	כלל	generalidad	N;MASC;PL	N;FEM;PL
כללי	generales	כלל	general	N;MASC;PL	N;MASC;PL
למעלה	arriba	למעלה	arriba	ADV	ADV
עונה	temporada	עונה	temporada	N;FEM;SG	N;FEM;SG
חשיבות	importancia	חשיבות	importancia	N;FEM;SG	N;FEM;SG
חשיבות	importancia	חשיבות	importancia	N;FEM;SG	N;FEM;SG
חשיבות	trascendencia	חשיבות	trascendencia	N;FEM;SG	N;FEM;SG
חשיבות	significación	חשיבות	significación	N;FEM;SG	N;FEM;SG
סיום	terminación	סיום	terminación	N;MASC;SG	N;FEM;SG
סיום	finalización	סיום	finalización	N;MASC;SG	N;FEM;SG
סיום	conclusión	סיום	conclusión	N;MASC;SG	N;FEM;SG
סיום	end	סיום	end	N;MASC;SG	N
סיום	fin	סיום	fin	N;MASC;SG	N;MASC;SG
סיום	final	סיום	final	N;MASC;SG	N;MASC;SG
סיום	graduación	סיום	graduación	N;MASC;SG	N;FEM;SG
הכוחות	powers	הכוחה	power	N;FEM;PL	N
הכוחות	poderes	הכוחה	poder	N;FEM;PL	N;MASC;PL
הכוחות	atribuciones	הכוחה	atribución	N;FEM;PL	N;FEM;PL
הכוחות	potencias	הכוחה	potencia	N;FEM;PL	N;FEM;PL
הכוחות	fuerzas	הכוחה	fuerza	N;FEM;PL	N;FEM;PL
הכוחות	forces	הכוחה	force	N;FEM;PL	N;FEM
כדור	esfera	כדור	esfera	N;MASC;SG	N;FEM;SG
כדור	bola	כדור	bola	N;MASC;SG	N;FEM;SG
כדור	balón	כדור	balón	N;MASC;SG	N;MASC;SG
כדור	pelota	כדור	pelota	N;MASC;SG	N;FEM;SG
כדור	ball	כדור	ball	N;MASC;SG	N;MASC;SG
כדור	balazo	כדור	balazo	N;MASC;SG	N;MASC;SG
כדור	bala	כדור	bala	N;MASC;SG	N;FEM;SG
עבד	trabajó	עבד	trabajar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
עבד	funcionó	עבד	funcionar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
שער	portón	שער	portón	N;MASC;SG	N;MASC;SG
שער	gate	שער	gate	N;MASC;SG	N;MASC;SG
שער	puerta	שער	puerta	N;MASC;SG	N;FEM;SG
שער	gol	שער	gol	N;MASC;SG	N;MASC;SG
שער	meta	שער	meta	N;MASC;SG	N;FEM;SG
שער	objetivo	שער	objetivo	N;MASC;SG	N;MASC;SG
שער	portería	שער	portería	N;MASC;SG	N;FEM;SG
שער	pasarela	שער	pasarela	N;MASC;SG	N;FEM;SG
שער	portal	שער	portal	N;MASC;SG	N;MASC;SG
שער	gateway	שער	gateway	N;MASC;SG	N;MASC;SG
סביב	alrededor	סביב	alrededor	ADV	ADV
גבוה	alto	גבוה	alto	ADJ;MASC;SG	ADJ;MASC;SG
גבוה	elevada	גבוה	elevado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
גבוה	alta	גבוה	alto	ADJ;MASC;SG	ADJ;FEM;SG
גבוה	alto	גבוה	alto	ADJ;MASC;SG	ADJ;MASC;SG
גבוה	superior	גבוה	superior	ADJ;MASC;SG	ADJ;SG
אכן	ciertamente	אכן	ciertamente	ADV	ADV
אכן	efectivamente	אכן	efectivamente	ADV	ADV
יודע	saber	ידע	saber	V;MASC;SG;V.PTCP;ACT	V;NFIN
פה	aquí	פה	aquí	ADV	ADV
פה	acá	פה	acá	ADV	ADV
בלי	sin	בלי	sin	ADP	ADP
הוקם	erigió	הוקם	eregir	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
סמל	símbolo	סמל	símbolo	N;MASC;SG	N;MASC;SG
סמל	signatura	סמל	signatura	N;MASC;SG	N;FEM;SG
סמל	sargento	סמל	sargento	N;MASC;SG	N;MASC;SG
סמל	icono	סמל	icono	N;MASC;SG	N;MASC;SG
סמל	icon	סמל	icon	N;MASC;SG	N
סמל	ícono	סמל	ícono	N;MASC;SG	N;MASC;SG
ראה	ver	ראה	ver	V;MASC;SG;3;PST;ACT	V;NFIN
ראה	vea	ראה	ver	V;MASC;SG;3;PST;ACT	V;IMP;SG;3;FIN
ראה	vio	ראה	ver	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
גביע	trofeo	גביע	trofeo	N;MASC;SG	N;MASC;SG
גביע	taza	גביע	taza	N;MASC;SG	N;FEM;SG
גביע	copa	גביע	copa	N;MASC;SG	N;FEM;SG
גביע	cup	גביע	cupo	N;MASC;SG	N;FEM;SG
קיימת	existente	קיים	existente	ADJ;FEM;SG	ADJ;SG
דולר	dólar	דולר	dólar	N;MASC;SG	N;MASC;SG
דולר	dolar	דולר	dolar	N;MASC;SG	N;MASC;SG
הופיע	apareció	הופיע	aparecer	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מדליות	medallas	מדלית	medalla	N;FEM;PL	N;FEM;PL
חיילים	soldados	חייל	soldado	N;MASC;PL	N;MASC;PL
חיילים	tropas	חייל	tropa	N;MASC;PL	N;FEM;PL
חיילים	contingentes	חייל	contingente	N;MASC;PL	N;PL
חיילים	efectivos	חייל	efectivo	N;MASC;PL	N;MASC;PL
דגל	flag	דגל	flag	N;MASC;SG	N;SG
דגל	bandera	דגל	bandera	N;MASC;SG	N;FEM;SG
מלחמה	guerra	מלחמה	guerra	N;FEM;SG	N;FEM;SG
מלחמה	war	מלחמה	war	N;FEM;SG	N;SG
צפון	norte	צפון	norte	N;MASC;SG	N;MASC;SG
צפון	norte	צפון	norte	N;MASC;SG	N;MASC;SG
צפון	northern	צפון	northern	N;MASC;SG	N
כנראה	probablemente	כנראה	probablemente	ADV	ADV
כנראה	aparentemente	כנראה	aparentemente	ADV	ADV
בעלות	titularidad	בעלות	titularidad	N;FEM;SG	N;FEM;SG
בעלות	propiedad	בעלות	propiedad	N;FEM;SG	N;FEM;SG
ללמוד	aprenda	למד	aprender	V;NFIN;ACT	V;IMP;SG;3;FIN
ללמוד	aprendan	למד	aprender	V;NFIN;ACT	V;IMP;PL;3;FIN
ללמוד	aprender	למד	aprender	V;NFIN;ACT	V;NFIN
ללמוד	aprende	למד	aprender	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
פרק	capitulo	פרק	capitular	N;MASC;SG	N;MASC;SG
פרק	capítulo	פרק	capítulo	N;MASC;SG	N;MASC;SG
פרק	episodio	פרק	episodio	N;MASC;SG	N;MASC;SG
המשיך	continuó	המשיך	continuar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
חברה	novia	חברה	novia	N;FEM;SG	N;FEM;SG
חברה	compañia	חברה	compañia	N;FEM;SG	N;FEM;SG
חברה	empresa	חברה	empresa	N;FEM;SG	N;FEM;SG
חברה	compañía	חברה	compañía	N;FEM;SG	N;FEM;SG
חברה	companía	חברה	companía	N;FEM;SG	N;FEM;SG
חברה	guys	חברה	guys	N;FEM;SG	N
חברה	amigo	חברה	amigo	N;FEM;SG	N;MASC;SG
חברה	friend	חברה	friend	N;FEM;SG	N
חברה	amiga	חברה	amiga	N;FEM;SG	N;FEM;SG
דירוג	clasificación	דירוג	clasificación	N;MASC;SG	N;FEM;SG
דירוג	habilitación	דירוג	habilitación	N;MASC;SG	N;FEM;SG
דירוג	calificación	דירוג	calificación	N;MASC;SG	N;FEM;SG
דירוג	rating	דירוג	rating	N;MASC;SG	N;SG
דירוג	ranking	דירוג	ranking	N;MASC;SG	N;MASC;SG
דירוג	clasificación	דירוג	clasificación	N;MASC;SG	N;FEM;SG
טובה	bien	None	bien	ADV	ADV
שדה	field	שדה	field	N;MASC;SG	N
שדה	campo	שדה	campo	N;MASC;SG	N;MASC;SG
מתחת	bajo	מתחת	bajo	ADP	ADP
אליפות	campeonato	אליפות	campeonato	N;FEM;SG	N;MASC;SG
אליפות	championship	אליפות	championship	N;FEM;SG	N;MASC;SG
משחקים	juegos	משחק	juego	N;MASC;PL	N;MASC;PL
שניות	segundos	שנייה	segundo	N;FEM;PL	N;MASC;PL
הכל	everything	הכיל	everything	N	N
הכל	all	הכיל	all	N	N
מדיניות	póliza	מדיניות	póliza	N;FEM;SG	N;FEM;SG
מדיניות	politica	מדיניות	politica	N;FEM;SG	N;FEM;SG
מדיניות	política	מדיניות	política	N;FEM;SG	N;FEM;SG
שירות	servicio	שירות	servicio	N;MASC;SG	N;MASC;SG
גדולים	grandes	גדול	grande	ADJ;MASC;PL	ADJ;PL
גדולים	grandes	גדול	grande	ADJ;MASC;PL	ADJ;PL
למנוע	previene	מנע	prevenir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
למנוע	prevenir	מנע	prevenir	V;NFIN;ACT	V;NFIN
למנוע	impedir	מנע	impedir	V;NFIN;ACT	V;NFIN
ספורט	sport	ספורט	sport	N;MASC;SG	N
ספורט	deporte	ספורט	deporte	N;MASC;SG	N;MASC;SG
ספורט	deporte	ספורט	deporte	N;MASC;SG	N;MASC;SG
שיא	registro	שיא	registro	N;MASC;SG	N;MASC;SG
שיא	récord	שיא	récord	N;MASC;SG	N;MASC;SG
שיא	clímax	שיא	clímax	N;MASC;SG	N;MASC;SG
שיא	pico	שיא	pico	N;MASC;SG	N;MASC;SG
מס	fiscalidad	מס	fiscalidad	N;MASC;SG	N;FEM;SG
מס	tributación	מס	tributación	N;MASC;SG	N;FEM;SG
צוות	staff	צוות	staff	N;FEM;SG	N;MASC;SG
צוות	crew	צוות	crew	N;FEM;SG	N
צוות	tripulación	צוות	tripulación	N;FEM;SG	N;FEM;SG
צוות	equipo	צוות	equipo	N;FEM;SG	N;MASC;SG
צוות	team	צוות	team	N;FEM;SG	N
נושא	tópico	נושא	tópico	N;MASC;SG	N;MASC;SG
נושא	tema	נושא	tema	N;MASC;SG	N;MASC;SG
נושא	temática	נושא	temática	N;MASC;SG	N;FEM;SG
נושא	tema	נושא	tema	N;MASC;SG	N;MASC;SG
נושא	asignatura	נושא	asignatura	N;MASC;SG	N;FEM;SG
נושא	asunto	נושא	asunto	N;MASC;SG	N;MASC;SG
נושא	súbdito	נושא	súbdito	N;MASC;SG	N;MASC;SG
נושא	tema	נושא	tema	N;MASC;SG	N;MASC;SG
גיל	edad	גיל	edad	N;MASC;SG	N;FEM;SG
גיל	age	גיל	age	N;MASC;SG	N
עורך	redactor	עורך	redactor	N;MASC;SG	N;MASC;SG
עורך	editor	עורך	editor	N;MASC;SG	N;MASC;SG
עורך	editora	עורך	editora	N;MASC;SG	N;FEM;SG
הרכבת	train	הרכבה	train	N;FEM;SG	N
הרכבת	entreno	הרכבה	entreno	N;FEM;SG	N;MASC;SG
הרכבת	tren	הרכבה	tren	N;FEM;SG	N;MASC;SG
מת	muerta	מת	muerto	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
מת	muerto	מת	muerto	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
מסע	viaje	מסע	viaje	N;MASC;SG	N;MASC;SG
מסע	travesía	מסע	travesía	N;MASC;SG	N;FEM;SG
