tagasiside	odozva	tagasi_side	odozva	N;NOM;SG	N;NOM;FEM;SG
nool	šípka	nool	šípka	N;NOM;SG	N;NOM;FEM;SG
veronika	veronika	veronika	veronika	N;NOM;SG	N;NOM;FEM;SG
tasand	level	tasand	levieť	N;NOM;SG	N;INAN;NOM;MASC;SG
tasand	úroveň	tasand	úroveň	N;NOM;SG	N;NOM;FEM;SG
tasand	hladina	tasand	hladina	N;NOM;SG	N;NOM;FEM;SG
eeskiri	predpis	ees_kiri	predpis	N;NOM;SG	N;INAN;NOM;MASC;SG
eeskiri	regulácia	ees_kiri	regulácia	N;NOM;SG	N;NOM;FEM;SG
eeskiri	nariadenie	ees_kiri	nariadenie	N;NOM;SG	N;NOM;NEUT;SG
eeskiri	pravidlo	ees_kiri	pravidlo	N;NOM;SG	N;NOM;NEUT;SG
detailid	podrobnosti	detail	podrobnosť	N;NOM;PL	N;NOM;FEM;PL
detailid	detaily	detail	detail	N;NOM;PL	N;INAN;NOM;MASC;PL
unikaalne	jedinečný	unikaalne	jedinečný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
unikaalne	unikátne	unikaalne	unikátny	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
unikaalne	jedinečné	unikaalne	jedinečný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
unikaalne	jedinečná	unikaalne	jedinečný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
unikaalne	unikátny	unikaalne	unikátny	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
švaabimaa	švábsko	švaabi_maa	švábsko	N;NOM;SG	N;NOM;NEUT;SG
kasvatatud	vychovala	kasvatatud	vychovať	V;PST;V.PTCP;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
bluetooth	bluetooth	bluetoot	bluet	N;NOM;SG	N;INAN;NOM;MASC;SG
pomm	bomba	pomm	bomba	N;NOM;SG	N;NOM;FEM;SG
automaatne	automatický	automaatne	automatický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
automaatne	automatická	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
automaatne	automatické	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
automaatne	automatický	automaatne	automatický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
automaatne	automatická	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
automaatne	automatické	automaatne	automatický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tagama	zaistiť	tagama	zaistiť	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
tagama	zabezpečiť	tagama	zabezpečiť	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
pseudonüüm	pseudonym	pseudonüüm	pseudon	N;NOM;SG	N;ANIM;NOM;MASC;SG
loomaarst	veterinár	loomaar	veterinár	N;NOM;SG	N;ANIM;NOM;MASC;SG
loomaarst	vet	loomaar	vet	N;NOM;SG	N;ANIM;NOM;MASC;SG
loomaarst	veterinár	loomaar	veterinár	N;NOM;SG	N;ANIM;NOM;MASC;SG
pidamine	udržiavanie	pidamine	udržiavanie	N;NOM;SG	N;NOM;NEUT;SG
parandamine	zlepšenie	parandamine	zlepšenie	N;NOM;SG	N;NOM;NEUT;SG
parandamine	zlepšovanie	parandamine	zlepšovanie	N;NOM;SG	N;NOM;NEUT;SG
parandamine	oprava	parandamine	oprava	N;NOM;SG	N;NOM;FEM;SG
parandamine	oprava	parandamine	oprava	N;NOM;SG	N;NOM;FEM;SG
parandamine	korekcia	parandamine	korekcia	N;NOM;SG	N;NOM;FEM;SG
parandamine	náprava	parandamine	náprava	N;NOM;SG	N;NOM;FEM;SG
parandamine	oprava	parandamine	oprava	N;NOM;SG	N;NOM;FEM;SG
parandamine	náprava	parandamine	náprava	N;NOM;SG	N;NOM;FEM;SG
parandamine	zlepšenie	parandamine	zlepšenie	N;NOM;SG	N;NOM;NEUT;SG
parandamine	zlepšovanie	parandamine	zlepšovanie	N;NOM;SG	N;NOM;NEUT;SG
eile	včera	eile	včera	ADV	ADV
hella	hella	hell	hella	N;NOM;SG	N;NOM;FEM;SG
tagumine	zadné	tagumine	zadný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tagumine	zadná	tagumine	zadný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tagumine	zadný	tagumine	zadný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
rikkumine	porušenie	rikkumine	porušenie	N;NOM;SG	N;NOM;NEUT;SG
rikkumine	porušenie	rikkumine	porušenie	N;NOM;SG	N;NOM;NEUT;SG
rikkumine	priestupok	rikkumine	priestupok	N;NOM;SG	N;INAN;NOM;MASC;SG
rikkumine	porušovanie	rikkumine	porušovanie	N;NOM;SG	N;NOM;NEUT;SG
tamara	tamara	tamar	tamar	N;NOM;SG	N;NOM;FEM;SG
lamp	svietidlo	lamp	svietidlo	N;NOM;SG	N;NOM;NEUT;SG
lamp	žiarovka	lamp	žiarovka	N;NOM;SG	N;NOM;FEM;SG
lamp	lampa	lamp	lampa	N;NOM;SG	N;NOM;FEM;SG
institutsioon	inštitúcia	institutsioon	inštitúcia	N;NOM;SG	N;NOM;FEM;SG
lint	páska	lint	páska	N;NOM;SG	N;NOM;FEM;SG
sissepääs	vchod	sisse_pääs	vchod	N;NOM;SG	N;INAN;NOM;MASC;SG
sissepääs	vstup	sisse_pääs	vstup	N;NOM;SG	N;INAN;NOM;MASC;SG
sissepääs	nástup	sisse_pääs	nástup	N;NOM;SG	N;INAN;NOM;MASC;SG
sõrmuse	ringu	sõrmus	ringa	N;GEN;SG	N;INAN;GEN;MASC;SG
pilvede	oblakov	pilv	oblak	N;GEN;PL	N;INAN;GEN;MASC;PL
hurda	chrt	hurd	chrt	N;NOM;SG	N;ANIM;NOM;MASC;SG
vilistlased	absolventi	vilistlane	absolvent	N;NOM;PL	N;ANIM;NOM;MASC;PL
philips	philips	philips	philips	N;NOM;SG	N;INAN;NOM;MASC;SG
preestrid	kňazi	preester	kňaz	N;NOM;PL	N;ANIM;NOM;MASC;PL
jälgimine	sledovanie	jälgimine	sledovanie	N;NOM;SG	N;NOM;NEUT;SG
jälgimine	sledovanie	jälgimine	sledovanie	N;NOM;SG	N;NOM;NEUT;SG
jälgimine	monitoring	jälgimine	monitoring	N;NOM;SG	N;INAN;NOM;MASC;SG
jälgimine	monitorovanie	jälgimine	monitorovanie	N;NOM;SG	N;NOM;NEUT;SG
väärtuslik	cenný	väärtuslik	cenný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
väärtuslik	cenná	väärtuslik	cenný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
väärtuslik	cenné	väärtuslik	cenný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
väärtuslik	hodnotné	väärtuslik	hodnotný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ebaselge	nejasná	eba_selg	nejasný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ebaselge	nejasný	eba_selg	nejasný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
ebaselge	nejasné	eba_selg	nejasný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
konkurents	konkurencia	konkurents	konkurencia	N;NOM;SG	N;NOM;FEM;SG
konkurents	súťaž	konkurents	súťaž	N;NOM;SG	N;NOM;FEM;SG
kurjategija	zločinec	kurja_tegija	zločinec	N;NOM;SG	N;ANIM;NOM;MASC;SG
kurjategija	zločinec	kurja_tegija	zločinec	N;NOM;SG	N;ANIM;NOM;MASC;SG
kurjategija	páchateľ	kurja_tegija	páchateľ	N;NOM;SG	N;ANIM;NOM;MASC;SG
teemant	diamant	teema	diamant	N;NOM;SG	N;ANIM;NOM;MASC;SG
laava	láva	laav	láve	N;NOM;SG	N;NOM;FEM;SG
kaitsjad	chrániče	kaitsja	chrániča	N;NOM;PL	N;INAN;NOM;MASC;PL
kaitsjad	strážcovia	kaitsja	strážca	N;NOM;PL	N;ANIM;NOM;MASC;PL
argumendid	tvrdenia	argument	tvrdenie	N;NOM;PL	N;NOM;NEUT;PL
argumendid	argumenty	argument	argument	N;NOM;PL	N;INAN;NOM;MASC;PL
asjaolud	okolnosti	asja_olu	okolnosť	N;NOM;PL	N;NOM;FEM;PL
asjaolud	okolnosti	asja_olu	okolnosť	N;NOM;PL	N;NOM;FEM;PL
türklased	turci	türklane	turec	N;NOM;PL	N;ANIM;NOM;MASC;PL
vask	meď	vask	meď	N;NOM;SG	N;NOM;MASC;SG
vask	medi	vask	med	N;NOM;SG	N;NOM;FEM;SG
theodore	theodore	theodor	theodor	N;NOM;SG	N;ANIM;NOM;MASC;SG
alpes	alpes	alpes	alpes	N;NOM;SG	N;INAN;NOM;MASC;SG
unistus	sen	unistus	sen	N;NOM;SG	N;INAN;NOM;MASC;SG
järeldus	záver	järeldus	záver	N;NOM;SG	N;INAN;NOM;MASC;SG
konsultant	konzultant	konsultant	konzultant	N;NOM;SG	N;ANIM;NOM;MASC;SG
konsultant	poradca	konsultant	poradca	N;NOM;SG	N;ANIM;NOM;MASC;SG
konstruktsioon	konštrukcia	konstruktsioon	konštrukcia	N;NOM;SG	N;NOM;FEM;SG
konstruktsioon	výstavba	konstruktsioon	výstavba	N;NOM;SG	N;NOM;FEM;SG
konstruktsioon	stavba	konstruktsioon	stavba	N;NOM;SG	N;NOM;FEM;SG
konstruktsioon	stavebníctvo	konstruktsioon	stavebníctvo	N;NOM;SG	N;NOM;NEUT;SG
ilona	ilona	ilona	ilona	N;NOM;SG	N;NOM;FEM;SG
vaikselt	potichu	vaikselt	potichu	ADV	ADV
vaikselt	potichu	vaikselt	potichu	ADV	ADV
tõrjuda	odpudzujú	tõrjuma	odpudzovať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
soovitab	odporúča	soovitama	odporúčať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
soovitab	navrhuje	soovitama	navrhovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
soovitab	naznačuje	soovitama	naznačovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
platoo	plošina	platoo	plošina	N;NOM;SG	N;NOM;FEM;SG
córdoba	córdobe	córdoba	córdob	N;NOM;SG	N;NOM;FEM;SG
silvio	silvio	silvio	silvio	N;NOM;SG	N;ANIM;NOM;MASC;SG
kristian	kristian	kristian	kristian	N;NOM;SG	N;ANIM;NOM;MASC;SG
seinad	múry	sein	múr	N;NOM;PL	N;INAN;NOM;MASC;PL
seinad	steny	sein	stena	N;NOM;PL	N;NOM;FEM;PL
uss	červa	uss	červ	N;NOM;SG	N;INAN;NOM;MASC;SG
uss	červ	uss	červ	N;NOM;SG	N;INAN;NOM;MASC;SG
ümmargune	okrúhly	ümmargune	okrúhly	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
next	budúci	next	budúci	N;NOM;SG	N;ANIM;NOM;MASC;SG
ravida	liečiť	ravima	liečiť	V;NFIN	V;IPFV;POS;NFIN
ravida	vyliečiť	ravima	vyliečiť	V;NFIN	V;PFV;POS;NFIN
taktika	taktika	taktika	taktika	N;NOM;SG	N;NOM;FEM;SG
taktika	taktika	taktika	taktika	N;NOM;SG	N;NOM;FEM;SG
amadeus	amadeus	amadeus	amadeus	N;NOM;SG	N;ANIM;NOM;MASC;SG
teenus	obsluha	teenus	obsluha	N;NOM;SG	N;NOM;FEM;SG
teenus	služba	teenus	služba	N;NOM;SG	N;NOM;FEM;SG
teenus	servis	teenus	servis	N;NOM;SG	N;INAN;NOM;MASC;SG
teenus	doručovanie	teenus	doručovanie	N;NOM;SG	N;NOM;NEUT;SG
vedel	kvapalina	vedel	kvapalina	N;NOM;SG	N;NOM;FEM;SG
vedel	tekutina	vedel	tekutina	N;NOM;SG	N;NOM;FEM;SG
partner	partner	partner	partner	N;NOM;SG	N;ANIM;NOM;MASC;SG
partner	partnerka	partner	partnerka	N;NOM;SG	N;NOM;FEM;SG
partner	spoločník	partner	spoločník	N;NOM;SG	N;ANIM;NOM;MASC;SG
partner	spoločník	partner	spoločník	N;NOM;SG	N;ANIM;NOM;MASC;SG
alalise	trvalého	alaline	trvalý	ADJ;GEN;SG	ADJ;GEN;NEUT;SG
lõhn	vôňa	lõhn	vôňa	N;NOM;SG	N;NOM;FEM;SG
lõhn	zápach	lõhn	zápach	N;NOM;SG	N;INAN;NOM;MASC;SG
lõhn	čuch	lõhn	čuch	N;NOM;SG	N;INAN;NOM;MASC;SG
lõhn	vôňa	lõhn	vôňa	N;NOM;SG	N;NOM;FEM;SG
lõhn	zápach	lõhn	zápach	N;NOM;SG	N;INAN;NOM;MASC;SG
lõhn	vôňa	lõhn	vôňa	N;NOM;SG	N;NOM;FEM;SG
seadusandlik	legislatívna	seadus_andlik	legislatívny	ADJ;NOM;SG	ADJ;NOM;FEM;SG
etnoloog	etnológ	etnoloog	etnológ	N;NOM;SG	N;ANIM;NOM;MASC;SG
vastastikune	vzájomný	vastastikune	vzájomný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
vastastikune	vzájomná	vastastikune	vzájomný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vastastikune	vzájomné	vastastikune	vzájomný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
bakuu	baku	bakuu	bak	N;NOM;SG	N;INAN;NOM;MASC;SG
läbiviidud	vykonávané	läbi_viidud	vykonávaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
läbiviidud	vykonaná	läbi_viidud	vykonaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tag	štítok	tag	štítok	N;NOM;SG	N;INAN;NOM;MASC;SG
tag	značka	tag	značka	N;NOM;SG	N;NOM;FEM;SG
nupp	tlačidlo	nupp	tlačidlo	N;NOM;SG	N;NOM;NEUT;SG
kotzebue	kotzebue	kotzebue	kotzeba	N;NOM;SG	N;NOM;FEM;SG
sisend	vstup	sisend	vstup	N;NOM;SG	N;INAN;NOM;MASC;SG
hillary	hillary	hillary	hillar	N;NOM;SG	N;INAN;NOM;MASC;SG
harvard	harvard	harvar	harvard	N;NOM;SG	N;ANIM;NOM;MASC;SG
luige	labuť	luige	labuť	N;NOM;SG	N;NOM;FEM;SG
areneda	rozvíjať	arenema	rozvíjať	V;NFIN	V;IPFV;POS;NFIN
areneda	vyvinúť	arenema	vyvinúť	V;NFIN	V;PFV;POS;NFIN
areneda	vyvíjať	arenema	vyvíjať	V;NFIN	V;IPFV;POS;NFIN
kübar	klobúk	kübar	klobúk	N;NOM;SG	N;INAN;NOM;MASC;SG
kübar	čiapka	kübar	čiapka	N;NOM;SG	N;NOM;FEM;SG
peatub	prestane	peatuma	prestať	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
peatub	zastaví	peatuma	zastaviť	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
lõigu	segmentu	lõikuma	segment	N;GEN;SG	N;INAN;GEN;MASC;SG
monarh	monarcha	monarh	monarch	N;NOM;SG	N;ANIM;NOM;MASC;SG
luna	luna	luna	luna	N;NOM;SG	N;NOM;FEM;SG
ehitaja	staviteľ	ehitaja	staviteľ	N;NOM;SG	N;ANIM;NOM;MASC;SG
publik	publikum	publik	publikum	N;NOM;SG	N;NOM;NEUT;SG
publik	obecenstvo	publik	obecenstvo	N;NOM;SG	N;NOM;NEUT;SG
publik	dav	publik	dav	N;NOM;SG	N;INAN;NOM;MASC;SG
publik	zástup	publik	zástup	N;NOM;SG	N;INAN;NOM;MASC;SG
kaovad	zmiznú	kaduma	zmiznúť	V;IND;PL;3;PRS;FIN;ACT	V;PFV;IND;PL;3;POS;PRS;FIN
kaovad	zmiznúť	kaduma	zmiznúť	V;IND;PL;3;PRS;FIN;ACT	V;PFV;POS;NFIN
lahendamine	rozlíšenie	lahendamine	rozlíšenie	N;NOM;SG	N;NOM;NEUT;SG
lahendamine	rezolúcia	lahendamine	rezolúcia	N;NOM;SG	N;NOM;FEM;SG
lahendamine	uznesenie	lahendamine	uznesenie	N;NOM;SG	N;NOM;NEUT;SG
ehitab	stavia	ehitama	staviť	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ehitab	buduje	ehitama	budovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
kaevatud	vykopal	kaevatud	vykopať	V;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
acer	acer	acer	acer	N;NOM;SG	N;INAN;NOM;MASC;SG
lööb	zasiahne	lööma	zasiahnuť	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
lööb	bije	lööma	biť	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
tugevdada	posilniť	tugevdama	posilniť	V;NFIN	V;PFV;POS;NFIN
tugevdada	posilňovať	tugevdama	posilňovať	V;NFIN	V;IPFV;POS;NFIN
tugevdada	posilniť	tugevdama	posilniť	V;NFIN	V;PFV;POS;NFIN
algoritm	algoritmus	algoritm	algoritmus	N;NOM;SG	N;INAN;NOM;MASC;SG
populatsioon	populácia	populatsioon	populácia	N;NOM;SG	N;NOM;FEM;SG
populatsioon	obyvateľstvo	populatsioon	obyvateľstvo	N;NOM;SG	N;NOM;NEUT;SG
alias	alias	alias	alias	N;NOM;SG	N;ANIM;NOM;MASC;SG
alias	prezývka	alias	prezývka	N;NOM;SG	N;NOM;FEM;SG
identne	zhodné	identne	zhodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
identne	identické	identne	identický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
hero	hrdina	hero	hrdina	N;NOM;SG	N;ANIM;NOM;MASC;SG
baikali	bajkal	baikali	bajkať	N;NOM;SG	N;INAN;NOM;MASC;SG
mõrv	zabitie	mõrv	zabitie	N;NOM;SG	N;NOM;NEUT;SG
mõrv	vražda	mõrv	vražda	N;NOM;SG	N;NOM;FEM;SG
mõrv	vraždenie	mõrv	vraždenie	N;NOM;SG	N;NOM;NEUT;SG
mõrv	vražda	mõrv	vražda	N;NOM;SG	N;NOM;FEM;SG
filtri	filter	filter	filter	N;NOM;SG	N;INAN;NOM;MASC;SG
esivanemad	predkovia	esi_vanem	predovieť	N;NOM;PL	N;ANIM;NOM;MASC;PL
vahendatud	sprostredkoval	vahendatud	sprostredkovať	V;PST;V.PTCP;PASS	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
armas	krásny	armas	krásny	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
veenis	presvedčil	veenma	presvedčiť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
veenis	presvedčila	veenma	presvedčiť	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
pass	pas	pass	pas	N;NOM;SG	N;INAN;NOM;MASC;SG
château	château	château	chýtea	N;NOM;SG	N;INAN;NOM;MASC;SG
château	zámok	château	zámok	N;NOM;SG	N;INAN;NOM;MASC;SG
henryk	henryk	henryk	henryk	N;NOM;SG	N;ANIM;NOM;MASC;SG
pilved	oblaky	pilv	oblak	N;NOM;PL	N;INAN;NOM;MASC;PL
pilved	mraky	pilv	mrak	N;NOM;PL	N;INAN;NOM;MASC;PL
mer	mer	mer	mer	N;NOM;SG	N;INAN;NOM;MASC;SG
lipnik	ensign	lipnik	ensign	N;NOM;SG	N;NOM;FEM;SG
padova	padua	padov	padu	N;NOM;SG	N;NOM;FEM;SG
osaleja	účastník	osaleja	účastník	N;NOM;SG	N;ANIM;NOM;MASC;SG
õlu	piva	õlu	pivo	N;NOM;SG	N;NOM;NEUT;SG
õlu	pivo	õlu	pivo	N;NOM;SG	N;NOM;NEUT;SG
õlu	pivko	õlu	pivko	N;NOM;SG	N;INAN;NOM;MASC;SG
paratamatu	nevyhnutný	paratamatu	nevyhnutný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
paratamatu	nevyhnutná	paratamatu	nevyhnutný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
paratamatu	nevyhnutné	paratamatu	nevyhnutný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
reklaam	propagácia	reklaam	propagácia	N;NOM;SG	N;NOM;FEM;SG
reklaam	reklama	reklaam	reklama	N;NOM;SG	N;NOM;FEM;SG
romana	romana	roman	romana	N;NOM;SG	N;NOM;FEM;SG
kogemused	zážitky	kogemus	zážitok	N;NOM;PL	N;INAN;NOM;MASC;PL
kogemused	skúsenosti	kogemus	skúsenosť	N;NOM;PL	N;NOM;FEM;PL
kogemused	skúsenosti	kogemus	skúsenosť	N;NOM;PL	N;NOM;FEM;PL
tagurpidi	opačne	tagur_pidi	opačne	ADV	ADV
tagurpidi	odzadu	tagur_pidi	odzadu	ADV	ADV
tagurpidi	dozadu	tagur_pidi	dozadu	ADV	ADV
ümar	zaokrúhlená	ümar	zaokrúhlený	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ümar	zaokrúhlené	ümar	zaokrúhlený	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ümar	okrúhly	ümar	okrúhly	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
kuulas	počúval	kuulama	počúvať	V;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kuulas	počúvala	kuulama	počúvať	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
kolmnurk	trojuholník	kolm_nurk	trojuholník	N;NOM;SG	N;INAN;NOM;MASC;SG
regulaarne	pravidelné	regulaarne	pravidelný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
regulaarne	pravidelná	regulaarne	pravidelný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
regulaarne	pravidelný	regulaarne	pravidelný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
sümmeetria	symetria	sümmeetria	symetrie	N;NOM;SG	N;NOM;FEM;SG
aspektid	hľadiská	aspekt	hľadisko	N;NOM;PL	N;NOM;NEUT;PL
aspektid	aspekty	aspekt	aspekt	N;NOM;PL	N;INAN;NOM;MASC;PL
tsitaat	citát	tsitaat	citát	N;NOM;SG	N;INAN;NOM;MASC;SG
tsitaat	citát	tsitaat	citát	N;NOM;SG	N;INAN;NOM;MASC;SG
liepāja	liepāja	liepāja	liepjj	N;NOM;SG	N;NOM;FEM;SG
valdkonnad	plochy	valdkond	plocha	N;NOM;PL	N;NOM;FEM;PL
valdkonnad	oblasti	valdkond	oblasť	N;NOM;PL	N;NOM;FEM;PL
pearl	perla	pearl	pernúť	N;NOM;SG	N;NOM;FEM;SG
viasat	viasat	viasama	viasat	N;NOM;SG	N;INAN;NOM;MASC;SG
joonas	jonah	joonas	jonah	N;NOM;SG	N;ANIM;NOM;MASC;SG
silmapaistev	vynikajúce	silma_paistev	vynikajúci	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
liitumine	fúzia	liitumine	fúzia	N;NOM;SG	N;NOM;FEM;SG
liitumine	zlúčenie	liitumine	zlúčenie	N;NOM;SG	N;NOM;NEUT;SG
ohutu	neškodné	ohutu	neškodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ohutu	neškodný	ohutu	neškodný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
ohutu	bezpečné	ohutu	bezpečný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ohutu	bezpečná	ohutu	bezpečný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ohutu	bezpečný	ohutu	bezpečný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
iraak	irak	iraak	irak	N;NOM;SG	N;INAN;NOM;MASC;SG
györgy	györgy	györgy	gykrga	N;NOM;SG	N;ANIM;NOM;MASC;SG
bissau	bissau	bissau	bissa	N;NOM;SG	N;NOM;FEM;SG
viktoria	viktoria	viktoria	viktoriť	N;NOM;SG	N;NOM;FEM;SG
legendaarne	legendárna	legendaarne	legendárny	ADJ;NOM;SG	ADJ;NOM;FEM;SG
legendaarne	legendárny	legendaarne	legendárny	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
rudolph	rudolf	rudol_ph	rudolf	N;NOM;SG	N;ANIM;NOM;MASC;SG
motors	motors	motors	motors	N;NOM;SG	N;INAN;NOM;MASC;SG
kubrick	kubrick	kubrick	kubrick	N;NOM;SG	N;ANIM;NOM;MASC;SG
ühendused	spojenia	ühendus	spojenie	N;NOM;PL	N;NOM;NEUT;PL
ühendused	pripojenia	ühendus	pripojenie	N;NOM;PL	N;NOM;NEUT;PL
ühendused	združenia	ühendus	združenie	N;NOM;PL	N;NOM;NEUT;PL
ühendused	asociácie	ühendus	asociácia	N;NOM;PL	N;NOM;FEM;PL
ühendused	združení	ühendus	združenie	N;NOM;PL	N;NOM;NEUT;PL
ühendused	prepojenia	ühendus	prepojenie	N;NOM;PL	N;NOM;NEUT;PL
kaksikud	dvojčatá	kaksik	dvojčatý	N;NOM;PL	N;NOM;NEUT;PL
kaksikud	dvojičky	kaksik	dvojičky	N;NOM;PL	N;NOM;FEM;PL
seisnes	pozostávala	seisnema	pozostávať	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
tuuled	vetry	tuul	vetry	N;NOM;PL	N;INAN;NOM;MASC;PL
selgitab	vysvetľuje	selgitama	vysvetľovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
häiritud	narušené	häiri=tud	narušený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
häiritud	narušené	häiri=tud	narušený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
häiritud	narušený	häiri=tud	narušený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
häiritud	narušená	häiri=tud	narušený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
liiklus	premávka	liiklus	premávka	N;NOM;SG	N;NOM;FEM;SG
liiklus	doprava	liiklus	doprava	N;NOM;SG	N;NOM;FEM;SG
hoidja	strážca	hoidja	strážca	N;NOM;SG	N;ANIM;NOM;MASC;SG
müüt	mýtus	müüt	mýtus	N;NOM;SG	N;INAN;NOM;MASC;SG
rääkinud	prehovoril	rääkima	prehovoriť	V;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
rääkinud	hovoril	rääkima	hovoriť	V;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
mõõdukas	mierna	mõõdukas	mierny	ADJ;NOM;SG	ADJ;NOM;FEM;SG
mõõdukas	stredný	mõõdukas	stredný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
mõõdukas	stredná	mõõdukas	stredný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
mõõdukas	stredné	mõõdukas	stredný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
kihid	vrstvy	kiht	vrstva	N;NOM;PL	N;NOM;FEM;PL
pühakute	svätých	pühak	svätý	N;GEN;PL	N;ANIM;GEN;MASC;PL
