もの	rzeczy	もの	rzecz	N	N;ACC;FEM;PL
発行	wydawania	発行	wydawać	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
発行	emisja	発行	emisja	N	N;NOM;FEM;SG
発行	wydanie	発行	wydanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
発行	zagadnienie	発行	zagadnić	N	N;NOM;NEUT;SG
画像	zdjęcia	画像	zdjęcie	N	N;NOM;NEUT;PL
画像	obrazów	画像	obraz	N	N;GEN;MASC;PL
画像	obrazy	画像	obraz	N	N;NOM;MASC;PL
画像	obrazki	画像	obrazek	N	N;NOM;MASC;PL
画像	rysunek	画像	rysunek	N	N;NOM;MASC;SG
画像	obrazek	画像	obrazek	N	N;NOM;MASC;SG
画像	obraz	画像	obraz	N	N;NOM;MASC;SG
画像	zdjęcie	画像	zdjęcie	N	N;NOM;NEUT;SG
画像	obrazek	画像	obrazek	N	N;NOM;MASC;SG
画像	obraz	画像	obraz	N	N;NOM;MASC;SG
画像	wizerunek	画像	wizerunek	N	N;ACC;MASC;SG
状態	stan	状態	stan	N	N;NOM;MASC;SG
状態	państwo	状態	państwo	N	N;NOM;NEUT;SG
状態	warunek	状態	warunek	N	N;ACC;MASC;SG
状態	stan	状態	stan	N	N;NOM;MASC;SG
名称	nominał	名称	nominać	N	N;ACC;MASC;SG
名称	nazwisko	名称	nazwisko	N	N;NOM;NEUT;SG
名称	imię	名称	imię	N	N;NOM;NEUT;SG
名称	nazwa	名称	nazwa	N	N;NOM;FEM;SG
名称	imiona	名称	imię	N	N;NOM;NEUT;PL
名称	nazwiska	名称	nazwisko	N	N;NOM;NEUT;PL
ホーム	domu	ホーム	dom	N	N;GEN;MASC;SG
ホーム	dom	ホーム	dom	N	N;NOM;MASC;SG
名前	nazwisko	名前	nazwisko	N	N;NOM;NEUT;SG
名前	imię	名前	imię	N	N;NOM;NEUT;SG
名前	nazwa	名前	nazwa	N	N;NOM;FEM;SG
名前	imiona	名前	imię	N	N;NOM;NEUT;PL
名前	nazwiska	名前	nazwisko	N	N;NOM;NEUT;PL
施設	udogodnienia	施設	udogodnienie	N	N;NOM;NEUT;PL
施設	instytucja	施設	instytucja	N	N;NOM;FEM;SG
施設	instytucji	施設	instytucja	N	N;GEN;FEM;SG
施設	instytucje	施設	instytucja	N	N;NOM;FEM;PL
施設	placówki	施設	placówka	N	N;NOM;FEM;PL
施設	placówka	施設	placówka	N	N;NOM;FEM;SG
製造	wyprodukowano	製造	wyprodukować	V	V;PFV;IND;0;PST;FIN;ACT
独立	niezależny	独立	niezależny	ADJ	ADJ;NOM;MASC;SG
独立	niezależnych	独立	niezależny	ADJ	ADJ;GEN;MASC;PL
独立	niezależna	独立	niezależny	ADJ	ADJ;NOM;FEM;SG
独立	niezależne	独立	niezależny	ADJ	ADJ;NOM;NEUT;SG
物語	historia	物語	historia	N	N;NOM;FEM;SG
物語	opowieść	物語	opowieść	N	N;NOM;FEM;SG
物語	zdarzenie	物語	zdarzenie	N	N;NOM;NEUT;SG
物語	opowiadanie	物語	opowiadać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
物語	narracji	物語	narracja	N	N;GEN;FEM;SG
神社	sanktuarium	神社	sanktuarium	N	N;ACC;NEUT;SG
企画	planowania	企画	planowanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
企画	planowanie	企画	planować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
企業	przedsiębiorczość	企業	przedsiębiorczość	N	N;NOM;FEM;SG
企業	przedsiębiorstwo	企業	przedsiębiorstwo	N	N;NOM;NEUT;SG
企業	przedsięwzięcie	企業	przedsięwzięcie	N	N;NOM;NEUT;SG
航空	lotnictwa	航空	lotnictwo	N	N;GEN;NEUT;SG
航空	lotnictwo	航空	lotnictwo	N	N;NOM;NEUT;SG
航空	powietrza	航空	powietrze	N	N;GEN;NEUT;SG
航空	powietrze	航空	powietrze	N	N;NOM;NEUT;SG
トン	tonę	トン	tonąć	N	N;ACC;FEM;SG
トン	tonę	トン	tonąć	N	N;ACC;FEM;SG
トン	tonach	トン	ton	N	N;GEN;MASC;PL
勝利	wygraj	勝利	wygraić	V	V;PFV;IMP;SG;2;FIN;ACT
勝利	wygrać	勝利	wygrać	V	V;PFV;NFIN;ACT
勝利	wygrywa	勝利	wygrywać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
勝利	wygra	勝利	wygrać	V	V;PFV;IND;SG;3;FUT;FIN;ACT
勝利	wygrywają	勝利	wygrywać	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
勝利	wygrywa	勝利	wygrywać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
勝利	wygrywają	勝利	wygrywać	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
デザイン	wzory	デザイン	wzór	N	N;NOM;MASC;PL
デザイン	projekty	デザイン	projekt	N	N;NOM;MASC;PL
デザイン	projekt	デザイン	projekt	N	N;NOM;MASC;SG
デザイン	konstrukcja	デザイン	konstrukcja	N	N;NOM;FEM;SG
デザイン	projektowanie	デザイン	projektować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
デザイン	projektowanie	デザイン	projektować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
本社	siedziba	本社	siedziba	N	N;NOM;FEM;SG
人間	człowiek	人間	człowiek	N	N;NOM;MASC;SG
人間	człowieka	人間	człowiek	N	N;ACC;MASC;SG
交通	ruch	交通	ruch	N	N;ACC;MASC;SG
交通	korki	交通	korka	N	N;NOM;MASC;PL
交通	przewóz	交通	przewóz	N	N;NOM;MASC;SG
交通	transportu	交通	transport	N	N;GEN;MASC;SG
交通	dojazd	交通	dojazd	N	N;NOM;MASC;SG
交通	transport	交通	transport	N	N;NOM;MASC;SG
交通	przewóz	交通	przewóz	N	N;NOM;MASC;SG
交通	transportu	交通	transport	N	N;GEN;MASC;SG
交通	transport	交通	transport	N	N;NOM;MASC;SG
組織	organizacja	組織	organizacja	N	N;NOM;FEM;SG
組織	organizacji	組織	organizacja	N	N;GEN;FEM;SG
組織	organizacja	組織	organizacja	N	N;NOM;FEM;SG
構造	konstrukcje	構造	konstrukcja	N	N;NOM;FEM;PL
構造	budowle	構造	budowa	N	N;NOM;MASC;PL
構造	struktury	構造	struktura	N	N;ACC;FEM;PL
構造	konstrukcji	構造	konstrukcja	N	N;GEN;FEM;SG
構造	struktura	構造	struktura	N	N;NOM;FEM;SG
構造	konstrukcja	構造	konstrukcja	N	N;NOM;FEM;SG
構造	struktury	構造	struktura	N	N;ACC;FEM;PL
戦い	bitwie	戦う	bitwo	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
サービス	usługi	サービス	usługa	N	N;NOM;FEM;PL
サービス	usługi	サービス	usługa	N	N;NOM;FEM;PL
サービス	służba	サービス	służba	N	N;NOM;FEM;SG
サービス	obsługa	サービス	obsługa	N	N;NOM;FEM;SG
サービス	serwis	サービス	serwis	N	N;NOM;MASC;SG
統合	połączyć	統合	połączyć	V	V;PFV;NFIN;ACT
テーマ	tematy	テーマ	temat	N	N;NOM;MASC;PL
テーマ	motywy	テーマ	motyw	N	N;NOM;MASC;PL
テーマ	temat	テーマ	temat	N	N;ACC;MASC;SG
テーマ	motywu	テーマ	motyw	N	N;GEN;MASC;SG
テーマ	motyw	テーマ	motyw	N	N;NOM;MASC;SG
面積	teren	面積	teren	N	N;NOM;MASC;SG
面積	powierzchnia	面積	powierzchnia	N	N;NOM;FEM;SG
面積	obszarze	面積	obszarz	N	N;ACC;MASC;SG
面積	obszar	面積	obszar	N	N;NOM;MASC;SG
エンジン	silnik	エンジン	silnik	N	N;NOM;MASC;SG
エンジン	silnika	エンジン	silnik	N	N;GEN;MASC;SG
エンジン	silniki	エンジン	silnik	N	N;NOM;MASC;PL
エンジン	silników	エンジン	silnik	N	N;GEN;MASC;PL
エンジン	silniki	エンジン	silnik	N	N;NOM;MASC;PL
ビル	rachunek	ビル	rachunek	N	N;ACC;MASC;SG
含む	zawiera	含む	zawierać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
含む	zawiera	含む	zawierać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
含む	obejmuje	含む	obejmować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
専門	ekspertyzy	専門	ekspertyza	N	N;ACC;FEM;PL
機能	funkcja	機能	funkcja	N	N;NOM;FEM;SG
機能	funkcje	機能	funkcja	N	N;NOM;FEM;PL
機能	funkcji	機能	funkcja	N	N;GEN;FEM;SG
機能	cechy	機能	cecha	N	N;NOM;FEM;PL
機能	funkcje	機能	funkcja	N	N;NOM;FEM;PL
機能	właściwości	機能	właściwość	N	N;ACC;FEM;PL
機能	funkcja	機能	funkcja	N	N;NOM;FEM;SG
機能	cecha	機能	cechać	N	N;NOM;FEM;SG
機能	funkcjonalności	機能	funkcjonalność	N	N;GEN;FEM;SG
機能	funkcjonalność	機能	funkcjonalność	N	N;NOM;FEM;SG
機能	funkcje	機能	funkcja	N	N;NOM;FEM;PL
身長	wysokości	身長	wysokość	N	N;GEN;FEM;SG
身長	wzrost	身長	wzrost	N	N;NOM;MASC;SG
身長	wysokość	身長	wysokość	N	N;NOM;FEM;SG
所在	lokalizacji	所在	lokalizacja	N	N;GEN;FEM;SG
所在	lokalizacje	所在	lokalizacja	N	N;NOM;FEM;PL
所在	miejsca	所在	miejsce	N	N;NOM;NEUT;PL
所在	lokalizacja	所在	lokalizacja	N	N;NOM;FEM;SG
所在	położenie	所在	położenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
写真	zdjęcia	写真	zdjęcie	N	N;NOM;NEUT;PL
写真	fotografia	写真	fotografia	N	N;NOM;FEM;SG
写真	zdjęcie	写真	zdjęcie	N	N;NOM;NEUT;SG
写真	fotografie	写真	fotografia	N	N;NOM;FEM;PL
写真	fotografii	写真	fotografia	N	N;GEN;FEM;SG
写真	fotografia	写真	fotografia	N	N;NOM;FEM;SG
写真	zdjęcia	写真	zdjęcie	N	N;NOM;NEUT;PL
写真	fotografia	写真	fotografia	N	N;NOM;FEM;SG
写真	zdjęcie	写真	zdjęcie	N	N;NOM;NEUT;SG
写真	rysunek	写真	rysunek	N	N;NOM;MASC;SG
写真	obrazek	写真	obrazek	N	N;NOM;MASC;SG
写真	obraz	写真	obraz	N	N;NOM;MASC;SG
写真	zdjęcie	写真	zdjęcie	N	N;NOM;NEUT;SG
書店	księgarni	書店	księgarnia	N	N;GEN;FEM;SG
高い	kosztowne	高い	kosztowny	ADJ	ADJ;NOM;NEUT;SG
宇宙	wszechświat	宇宙	wszechświat	N	N;NOM;MASC;SG
宇宙	wszechświata	宇宙	wszechświatać	N	N;GEN;MASC;SG
管理	zarządzać	管理	zarządzać	V	V;IPFV;NFIN;ACT
バー	bary	バー	bary	N	N;NOM;NEUT;PL
バー	barów	バー	bar	N	N;GEN;NEUT;PL
バー	bar	バー	bar	N	N;NOM;MASC;SG
公園	parki	公園	park	N	N;NOM;MASC;PL
公園	park	公園	park	N	N;NOM;MASC;SG
公園	parki	公園	park	N	N;NOM;MASC;PL
スポーツ	sporty	スポーツ	sporty	N	N;NOM;MASC;PL
脚本	scenariusz	脚本	scenariusz	N	N;ACC;MASC;SG
脚本	scenariusz	脚本	scenariusz	N	N;ACC;MASC;SG
脚本	skrypt	脚本	skrypt	N	N;NOM;MASC;SG
目的	cele	目的	cel	N	N;NOM;MASC;PL
目的	celu	目的	cel	N	N;GEN;MASC;SG
目的	cel	目的	cel	N	N;NOM;MASC;SG
目的	przeznaczenie	目的	przeznaczenie	N	N;NOM;NEUT;SG
目的	cel	目的	cel	N	N;NOM;MASC;SG
生活	zycie	生活	zyt	V	V;IPFV;IND;SG;1;FIN;ACT
カード	kartki	カード	kartka	N	N;NOM;FEM;PL
カード	karty	カード	karta	N	N;ACC;FEM;SG
カード	wizytówki	カード	wizytówka	N	N;NOM;FEM;PL
カード	kartka	カード	kartka	N	N;NOM;FEM;SG
カード	karta	カード	karta	N	N;NOM;FEM;SG
カード	kartę	カード	karta	N	N;ACC;FEM;SG
カード	karty	カード	karta	N	N;ACC;FEM;SG
カード	wizytówka	カード	wizytówka	N	N;NOM;FEM;SG
基本	fundamenty	基本	fundament	N	N;NOM;MASC;PL
基本	podstawy	基本	podstawa	N	N;ACC;FEM;PL
基本	podstawy	基本	podstawa	N	N;ACC;FEM;PL
女優	aktorki	女優	aktorka	N	N;ACC;FEM;SG
女優	aktorka	女優	aktorka	N	N;NOM;FEM;SG
女優	aktorki	女優	aktorka	N	N;ACC;FEM;SG
女優	aktorką	女優	aktorka	N	N;INS;FEM;SG
不明	nieznany	不明	nieznany	ADJ	ADJ;NOM;MASC;SG
不明	nieznana	不明	nieznany	ADJ	ADJ;NOM;FEM;SG
タイトル	tytułów	タイトル	tytuł	N	N;GEN;MASC;PL
タイトル	tytuły	タイトル	tytuł	N	N;NOM;MASC;PL
タイトル	tytuł	タイトル	tytuł	N	N;ACC;MASC;SG
タイトル	tytuł	タイトル	tytuł	N	N;ACC;MASC;SG
政治	polityka	政治	polityka	N	N;NOM;FEM;SG
政治	politycy	政治	polityk	N	N;NOM;MASC;PL
政治	polityki	政治	polityka	N	N;GEN;FEM;SG
電気	elektryczność	電気	elektryczność	N	N;NOM;FEM;SG
警察	policja	警察	policja	N	N;NOM;FEM;SG
警察	policji	警察	policja	N	N;GEN;FEM;SG
作成	tworzy	作成	tworzyć	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
作成	stwórz	作成	stwórz	V	V;PFV;IMP;SG;2;FIN;ACT
作成	tworzyć	作成	tworzyć	V	V;IPFV;NFIN;ACT
作成	utwórz	作成	utwórzyć	V	V;PFV;IMP;SG;2;FIN;ACT
作成	utworzono	作成	utworzyć	V	V;PFV;IND;0;PST;FIN;ACT
作成	stworzył	作成	stworzyć	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
ガン	pistolet	ガン	pistolet	N	N;NOM;MASC;SG
スター	gwiazdka	スター	gwiazdka	N	N;NOM;FEM;SG
スター	gwiazda	スター	gwiazda	N	N;NOM;FEM;SG
スター	gwiazdy	スター	gwiazda	N	N;ACC;FEM;PL
自由	wolne	自由	wolny	ADJ	ADJ;NOM;NEUT;SG
自由	wolny	自由	wolny	ADJ	ADJ;NOM;MASC;SG
自由	bezpłatne	自由	bezpłatny	ADJ	ADJ;NOM;NEUT;SG
過去	przeszłość	過去	przeszłość	N	N;NOM;FEM;SG
過去	przeszłości	過去	przeszłość	N	N;GEN;FEM;SG
陸軍	wojska	陸軍	wojsko	N	N;NOM;NEUT;SG
陸軍	wojsko	陸軍	wojsko	N	N;NOM;NEUT;SG
陸軍	armia	陸軍	armia	N	N;NOM;FEM;SG
表示	zobacz	表示	zobaczyć	V	V;PFV;IMP;SG;2;FIN;ACT
社長	przewodniczący	社長	przewodniczący	N	N;NOM;MASC;SG
社長	prezes	社長	prezes	N	N;NOM;MASC;SG
社長	prezydent	社長	prezydent	N	N;NOM;MASC;SG
社長	prezydenci	社長	prezydent	N	N;NOM;MASC;PL
社長	prezydentów	社長	prezydent	N	N;ACC;MASC;PL
社長	przewodniczących	社長	przewodniczyć	N	N;GEN;MASC;PL
社長	prezydenci	社長	prezydent	N	N;NOM;MASC;PL
団体	organizacji	団体	organizacja	N	N;GEN;FEM;SG
団体	organizacje	団体	organizacja	N	N;NOM;FEM;PL
団体	organizacja	団体	organizacja	N	N;NOM;FEM;SG
団体	organizacji	団体	organizacja	N	N;GEN;FEM;SG
工業	przemysł	工業	przemysł	N	N;NOM;MASC;SG
通り	ulica	通り	ulica	N	N;NOM;FEM;SG
通り	ulicy	通り	ulica	N	N;DAT;FEM;SG
通信	korespondencja	通信	korespondencja	N	N;NOM;FEM;SG
通信	korespondencji	通信	korespondencja	N	N;GEN;FEM;SG
通信	komunikat	通信	komunikat	N	N;NOM;MASC;SG
通信	komunikacja	通信	komunikacja	N	N;NOM;FEM;SG
通信	komunikacji	通信	komunikacja	N	N;GEN;FEM;SG
通信	komunikaty	通信	komunikat	N	N;NOM;MASC;PL
通信	łączności	通信	łączność	N	N;GEN;FEM;SG
通信	komunikacja	通信	komunikacja	N	N;NOM;FEM;SG
通信	komunikacji	通信	komunikacja	N	N;GEN;FEM;SG
通信	łączność	通信	łączność	N	N;NOM;FEM;SG
俳優	aktorów	俳優	aktor	N	N;ACC;MASC;PL
俳優	aktorzy	俳優	aktor	N	N;NOM;MASC;PL
俳優	aktorka	俳優	aktorka	N	N;NOM;FEM;SG
俳優	aktorki	俳優	aktorka	N	N;ACC;FEM;SG
俳優	aktorką	俳優	aktorka	N	N;INS;FEM;SG
俳優	aktora	俳優	aktor	N	N;ACC;MASC;SG
俳優	aktor	俳優	aktor	N	N;NOM;MASC;SG
少年	chłopak	少年	chłopak	N	N;NOM;MASC;SG
少年	chłopiec	少年	chłopiec	N	N;NOM;MASC;SG
病院	szpitalu	病院	szpital	N	N;GEN;MASC;SG
病院	szpital	病院	szpital	N	N;NOM;MASC;SG
病院	szpitale	病院	szpital	N	N;NOM;MASC;PL
区間	odstęp	区間	odstęp	N	N;NOM;MASC;SG
区間	przedział	区間	przedział	N	N;NOM;MASC;SG
銀行	bankowości	銀行	bankowość	N	N;GEN;FEM;SG
銀行	banku	銀行	bank	N	N;GEN;MASC;SG
銀行	bank	銀行	bank	N	N;NOM;MASC;SG
研究所	instytutu	研究所	instytut	N	N;GEN;MASC;SG
研究所	instytut	研究所	instytut	N	N;NOM;MASC;SG
主に	głownie	主に	głownie	ADV	ADV
彼女	ona	彼女	on	PRO	PRO;NOM;FEM;SG;3
ニュース	aktualności	ニュース	aktualność	N	N;ACC;FEM;PL
ニュース	wieści	ニュース	wieść	N	N;NOM;FEM;PL
ニュース	nowości	ニュース	nowość	N	N;ACC;FEM;PL
ニュース	wiadomości	ニュース	wiadomość	N	N;ACC;FEM;PL
ソフト	miękka	ソフト	miękki	ADJ	ADJ;NOM;FEM;SG
ソフト	miękkie	ソフト	miękki	ADJ	ADJ;NOM;NEUT;SG
ソフト	miękki	ソフト	miękki	ADJ	ADJ;NOM;MASC;SG
文学	literatury	文学	literatura	N	N;GEN;FEM;SG
文学	literaturze	文学	literatura	N	N;DAT;FEM;SG
文学	literaturę	文学	literatura	N	N;ACC;FEM;SG
文学	literatura	文学	literatura	N	N;NOM;FEM;SG
能力	zdolność	能力	zdolność	N	N;NOM;FEM;SG
能力	umiejętność	能力	umiejętność	N	N;NOM;FEM;SG
空港	lotnisko	空港	lotnisko	N	N;NOM;NEUT;SG
空港	lotniska	空港	lotnisko	N	N;NOM;NEUT;SG
高速	szybkie	高速	szybki	ADJ	ADJ;NOM;NEUT;SG
高速	szybki	高速	szybki	ADJ	ADJ;NOM;MASC;SG
高速	szybka	高速	szybki	ADJ	ADJ;NOM;FEM;SG
言語	języki	言語	język	N	N;NOM;MASC;PL
言語	języków	言語	język	N	N;GEN;MASC;PL
言語	język	言語	język	N	N;NOM;MASC;SG
言語	języku	言語	język	N	N;ACC;MASC;SG
リリース	zwolnienie	リリース	zwolnienie	N	N;NOM;NEUT;SG;V.MSDR
リリース	uwolnienie	リリース	uwolnić	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
リリース	wydania	リリース	wydać	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
ベスト	kamizelkę	ベスト	kamizelka	N	N;ACC;FEM;SG
ベスト	kamizelki	ベスト	kamizelka	N	N;ACC;FEM;PL
ベスト	kamizelka	ベスト	kamizelka	N	N;NOM;FEM;SG
現代	współczesna	現代	współczesny	N	N;NOM;FEM;SG
会議	konferencje	会議	konferencja	N	N;NOM;FEM;PL
会議	konferencję	会議	konferencja	N	N;ACC;FEM;SG
会議	konferencja	会議	konferencja	N	N;NOM;FEM;SG
会議	konferencji	会議	konferencja	N	N;GEN;FEM;SG
会議	zebrania	会議	zebraniać	N	N;NOM;NEUT;SG
会議	spotkania	会議	spotkanie	N	N;NOM;NEUT;PL
会議	spotkań	会議	spotkanie	N	N;GEN;NEUT;PL
会議	posiedzenia	会議	posiedzenie	N	N;NOM;NEUT;SG
会議	spotkania	会議	spotkanie	N	N;NOM;NEUT;PL
会議	posiedzenie	会議	posiedzenie	N	N;NOM;NEUT;SG
会議	zebranie	会議	zebranie	N	N;NOM;NEUT;SG
会議	spotkanie	会議	spotkanie	N	N;NOM;NEUT;SG
バンド	pasmo	バンド	pasmo	N	N;NOM;NEUT;SG
バンド	zespołu	バンド	zespół	N	N;GEN;MASC;SG
バンド	zespół	バンド	zespół	N	N;NOM;MASC;SG
バンド	zespoły	バンド	zespół	N	N;NOM;MASC;PL
バンド	opaski	バンド	opaski	N	N;ACC;MASC;PL
追加	dodać	追加	dodać	V	V;PFV;NFIN;ACT
追加	dodawać	追加	dodawać	V	V;IPFV;NFIN;ACT
追加	dodaj	追加	dodać	V	V;PFV;IMP;SG;2;FIN;ACT
追加	dodaje	追加	dodawać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
追加	dołącz	追加	dołączyć	V	V;PFV;IMP;SG;2;FIN;ACT
オリンピック	olimpiada	オリンピック	olimpiadać	N	N;NOM;FEM;SG
オリンピック	olimpiady	オリンピック	olimpiada	N	N;ACC;FEM;SG
国民	narodu	国民	naród	N	N;GEN;MASC;SG
国民	naród	国民	naród	N	N;NOM;MASC;SG
ファン	fani	ファン	fani	N	N;NOM;MASC;PL
ファン	fanów	ファン	fan	N	N;ACC;MASC;PL
ファン	wentylatory	ファン	wentylator	N	N;NOM;MASC;PL
ファン	kibice	ファン	kibic	N	N;NOM;MASC;PL
ファン	wachlarz	ファン	wachlarz	N	N;NOM;MASC;SG
ファン	wiatrak	ファン	wiatrak	N	N;NOM;MASC;SG
ファン	wentylator	ファン	wentylator	N	N;NOM;MASC;SG
環境	środowiska	環境	środowisko	N	N;NOM;NEUT;SG
環境	środowisko	環境	środowisko	N	N;NOM;NEUT;SG
環境	otoczenie	環境	otoczyć	N	N;NOM;NEUT;SG
環境	środowisk	環境	środowisko	N	N;GEN;NEUT;PL
大きな	duża	大きな	duży	ADJ	ADJ;NOM;FEM;SG
大きな	duże	大きな	duży	ADJ	ADJ;NOM;NEUT;SG
大きな	wielka	大きな	wielki	ADJ	ADJ;NOM;FEM;SG
大きな	duży	大きな	duży	ADJ	ADJ;NOM;MASC;SG
大きな	wielki	大きな	wielki	ADJ	ADJ;NOM;MASC;SG
競技	rywalizacja	競技	rywalizacja	N	N;NOM;FEM;SG
競技	zawody	競技	zawód	N	N;NOM;MASC;PL
競技	konkurencja	競技	konkurencja	N	N;NOM;FEM;SG
競技	konkurs	競技	konkurs	N	N;NOM;MASC;SG
競技	konkurencji	競技	konkurencja	N	N;GEN;FEM;SG
会長	przewodniczący	会長	przewodniczący	N	N;NOM;MASC;SG
会長	prezes	会長	prezes	N	N;NOM;MASC;SG
会長	przewodniczącego	会長	przewodniczący	N	N;ACC;MASC;SG
形式	postać	形式	postać	N	N;NOM;FEM;SG
形式	forma	形式	forma	N	N;NOM;FEM;SG
形式	formularz	形式	formularz	N	N;ACC;MASC;SG
形式	formy	形式	forma	N	N;ACC;FEM;PL
形式	formularza	形式	formularz	N	N;GEN;MASC;SG
工場	fabryki	工場	fabryka	N	N;GEN;FEM;SG
工場	fabrykę	工場	fabryka	N	N;ACC;FEM;SG
工場	fabryce	工場	fabryka	N	N;DAT;FEM;SG
工場	fabryki	工場	fabryka	N	N;GEN;FEM;SG
工場	fabryka	工場	fabryka	N	N;NOM;FEM;SG
相手	przeciwnika	相手	przeciwnik	N	N;ACC;MASC;SG
相手	przeciwnikiem	相手	przeciwnik	N	N;INS;MASC;SG
相手	przeciwnik	相手	przeciwnik	N	N;NOM;MASC;SG
戦闘	bitwie	戦闘	bitwo	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
事務所	biura	事務所	biuro	N	N;NOM;NEUT;SG
事務所	urząd	事務所	urząd	N	N;NOM;MASC;SG
データ	dane	データ	dana	N	N;NOM;FEM;PL
作戦	funkcjonowanie	作戦	funkcjonowanie	N	N;NOM;NEUT;SG
作戦	operacja	作戦	operacja	N	N;NOM;FEM;SG
作戦	działanie	作戦	działać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
作戦	operacje	作戦	operacja	N	N;NOM;FEM;PL
オリジナル	oryginalna	オリジナル	oryginalny	ADJ	ADJ;NOM;FEM;SG
オリジナル	pierwotnym	オリジナル	pierwotny	ADJ	ADJ;INS;MASC;SG
オリジナル	oryginalny	オリジナル	oryginalny	ADJ	ADJ;NOM;MASC;SG
オリジナル	oryginalne	オリジナル	oryginalny	ADJ	ADJ;NOM;NEUT;SG
可能性	możliwości	可能性	możliwość	N	N;ACC;FEM;SG
可能性	możliwość	可能性	możliwość	N	N;ACC;FEM;SG
可能性	możliwości	可能性	możliwość	N	N;ACC;FEM;SG
種類	rodzaj	種類	rodzaj	N	N;NOM;MASC;SG
種類	typy	種類	typ	N	N;NOM;MASC;PL
種類	rodzaje	種類	rodzawać	N	N;NOM;MASC;PL
文字	postać	文字	postać	N	N;NOM;FEM;SG
文字	znak	文字	znak	N	N;NOM;MASC;SG
文字	charakter	文字	charakter	N	N;NOM;MASC;SG
文字	znaków	文字	znak	N	N;GEN;MASC;PL
文字	postacie	文字	postać	N	N;NOM;MASC;PL
文字	znaki	文字	znak	N	N;NOM;MASC;PL
文字	bohaterowie	文字	bohater	N	N;NOM;MASC;PL
文字	postać	文字	postać	N	N;NOM;FEM;SG
大統領	przewodniczący	大統領	przewodniczący	N	N;NOM;MASC;SG
大統領	prezes	大統領	prezes	N	N;NOM;MASC;SG
大統領	prezydent	大統領	prezydent	N	N;NOM;MASC;SG
大統領	prezydenci	大統領	prezydent	N	N;NOM;MASC;PL
連邦	federacji	連邦	federacja	N	N;GEN;FEM;SG
連邦	federacja	連邦	federacja	N	N;NOM;FEM;SG
ネット	sieć	ネット	sieć	N	N;NOM;FEM;SG
ネット	siatka	ネット	siatka	N	N;NOM;FEM;SG
ネット	siatki	ネット	siatka	N	N;GEN;FEM;SG
共和国	republika	共和国	republik	N	N;NOM;FEM;SG
部門	wydział	部門	wydział	N	N;NOM;MASC;SG
部門	departament	部門	departament	N	N;NOM;MASC;SG
部門	dział	部門	dziać	N	N;NOM;MASC;SG
産業	przemysłu	産業	przemysł	N	N;GEN;MASC;SG
産業	branża	産業	branż	N	N;NOM;FEM;SG
産業	przemysł	産業	przemysł	N	N;NOM;MASC;SG
決勝	finał	決勝	finał	N	N;NOM;MASC;SG
プロデューサー	producenci	プロデューサー	producent	N	N;NOM;MASC;PL
プロデューサー	producentów	プロデューサー	producent	N	N;ACC;MASC;PL
プロデューサー	producentom	プロデューサー	producent	N	N;DAT;MASC;PL
プロデューサー	wytwórca	プロデューサー	wytwórcać	N	N;NOM;MASC;SG
系統	rodowód	系統	rodowód	N	N;NOM;MASC;SG
レース	wyścig	レース	wyścig	N	N;NOM;MASC;SG
レース	rasy	レース	rasa	N	N;ACC;FEM;PL
レース	rasa	レース	rasa	N	N;NOM;FEM;SG
レース	wyścig	レース	wyścig	N	N;NOM;MASC;SG
レース	wyścigi	レース	wyścig	N	N;NOM;MASC;PL
レース	ściganie	レース	ścigać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
レース	koronki	レース	koronka	N	N;ACC;FEM;PL
郵便	poczta	郵便	poczta	N	N;NOM;FEM;SG
項目	zapisy	項目	zapis	N	N;NOM;MASC;PL
項目	wpisy	項目	wpis	N	N;NOM;MASC;PL
カップ	filiżanki	カップ	filiżanka	N	N;ACC;FEM;PL
カップ	kubki	カップ	kubka	N	N;NOM;MASC;PL
カップ	puchar	カップ	puchar	N	N;ACC;MASC;SG
カップ	kubek	カップ	kubek	N	N;NOM;MASC;SG
