ابتر	miserábel	ابتر	miserábel	ADJ	ADJ
اصناف	especie	اصناف	especie	N;NOM;MASC;PL;3	N
اصناف	especies	اصناف	especie	N;NOM;MASC;PL;3	N
اصناف	variedades	اصناف	variedade	N;NOM;MASC;PL;3	N
اصناف	tipo	اصناف	tipo	N;NOM;MASC;PL;3	N
اصناف	tipos	اصناف	tipo	N;NOM;MASC;PL;3	N
اصوات	sons	اصوات	son	N;NOM;MASC;PL;3	N
اصوات	sona	اصوات	sona	N;NOM;MASC;PL;3	N
اصوات	voces	اصوات	voz	N;NOM;MASC;PL;3	N
اُصول	aire	اُصول	aire	N;NOM;MASC;SG;3	N
اُصول	ar	اُصول	ar	N;NOM;MASC;SG;3	N
اُصول	auga	اُصول	auga	N;NOM;MASC;SG;3	N
اُصول	norma	اُصول	norma	N;NOM;MASC;SG;3	N
اُصول	regra	اُصول	regra	N;NOM;MASC;SG;3	N
اُصول	principio	اُصول	principio	N;NOM;MASC;SG;3	N
اُصول	po	اُصول	po	N;NOM;MASC;SG;3	N
اُصول	pó	اُصول	pó	N;NOM;MASC;SG;3	N
اُصول	das	اُصول	das	N;NOM;MASC;SG;3	N
اِضافہ	incremento	اِضافہ	incremento	N;NOM;MASC;SG;3	N
اِضافہ	aumento	اِضافہ	aumento	N;NOM;MASC;SG;3	N
اِضطراری	súpeto	اِضطراری	súpeto	N;NOM;MASC;SG;3	N
اضلاع	partes	ضلع	parte	N;NOM;MASC;PL;3	N
اطراف	por	اطراف	por	ADP;NOM;MASC;SG;3	ADP
اطراف	de	اطراف	de	ADP;NOM;MASC;SG;3	ADP
اِطمینان	confianza	اِطمینان	confianza	N;NOM;MASC;SG;3	N
اِطمینان	confianza	اِطمینان	confianza	N;NOM;MASC;SG;3	N
اطوار	costumes	اطوار	costume	N;NOM;MASC;SG;3	N
اطوار	hábitos	اطوار	hábito	N;NOM;MASC;SG;3	N
اطوار	formas	اطوار	forma	N;NOM;MASC;SG;3	N
اطوار	xeitos	اطوار	xeito	N;NOM;MASC;SG;3	N
اطوار	xeito	اطوار	xeito	N;NOM;MASC;SG;3	N
اطوار	maneiras	اطوار	maneira	N;NOM;MASC;SG;3	N
اطوار	forma	اطوار	forma	N;NOM;MASC;SG;3	N
اطوار	práctica	اطوار	práctica	N;NOM;MASC;SG;3	N
اعادی	inimigos	اعادی	inimigo	ADJ	ADJ
اِعتباری	confianza	اِعتباری	confianza	N;NOM;MASC;SG;3	N
اعداد	números	عدد	número	N;NOM;MASC;PL;3	N
اعداد	das	عدد	das	N;NOM;MASC;PL;3	N
اعداد	número	عدد	número	N;NOM;MASC;PL;3	N
اعدادیات	estatísticas	اعدادیات	estatística	N;NOM;MASC;PL;3	N
اعصاب	nervios	اعصاب	nervio	N;NOM;MASC;PL;3	N
اعضا	cerebrais	اعضا	cerebral	N;NOM;MASC;SG;3	N
اعضا	cerebro	اعضا	cerebro	N;NOM;MASC;SG;3	N
اعضا	partes	اعضا	parte	N;NOM;MASC;SG;3	N
اعضا	órganos	اعضا	órgano	N;NOM;MASC;SG;3	N
اعضا	corazón	اعضا	corazón	N;NOM;MASC;SG;3	N
اعضا	cardíacas	اعضا	cardíaco	N;NOM;MASC;SG;3	N
اعضا	cardíaca	اعضا	cardíaco	N;NOM;MASC;SG;3	N
اعضا	fígado	اعضا	fígado	N;NOM;MASC;SG;3	N
اعلیٰ	director	اعلیٰ	director	ADJ	ADJ
اعلیٰ	principal	اعلیٰ	principal	ADJ	ADJ
اعلیٰ	maior	اعلیٰ	maior	ADJ	ADJ
اعلیٰ	grande	اعلیٰ	grande	ADJ	ADJ
اعلیٰ	mellor	اعلیٰ	mellor	ADJ	ADJ
اعمال	actos	اعمال	acto	N;NOM;MASC;SG;3	N
اعمال	pecados	اعمال	pecar	N;NOM;MASC;SG;3	N
اعمال	pecado	اعمال	pecado	N;NOM;MASC;SG;3	N
اعمال	accións	اعمال	acción	N;NOM;MASC;SG;3	N
اعمال	actos	اعمال	acto	N;NOM;MASC;SG;3	N
اغراض	fin	غرض	fin	N;NOM;MASC;PL;3	N
اغراض	listo	غرض	listo	N;NOM;MASC;PL;3	N
اغراض	propósitos	غرض	propósito	N;NOM;MASC;PL;3	N
اغراض	necesidades	غرض	necesidade	N;NOM;MASC;PL;3	N
اغلاط	erros	اغلاط	erro	N;NOM;MASC;SG;3	N
اغلاط	culpa	اغلاط	culpa	N;NOM;MASC;SG;3	N
اِفادیت	beneficio	اِفادیت	beneficio	N;NOM;MASC;SG;3	N
افراد	tipos	فرد	tipo	N;NOM;MASC;PL;3	N
افراد	membros	فرد	membro	N;NOM;MASC;PL;3	N
افراد	persoas	فرد	persoa	N;NOM;MASC;PL;3	N
افراد	especie	فرد	especie	N;NOM;MASC;PL;3	N
افراد	especies	فرد	especie	N;NOM;MASC;PL;3	N
افراد	persoas	فرد	persoa	N;NOM;MASC;PL;3	N
افراد	individuos	فرد	individuo	N;NOM;MASC;PL;3	N
افراد	autismo	فرد	autismo	N;NOM;MASC;PL;3	N
افراد	tipo	فرد	tipo	N;NOM;MASC;PL;3	N
افراد	tipos	فرد	tipo	N;NOM;MASC;PL;3	N
افزائش	produción	افزائش	produción	N;NOM;MASC;SG;3	N
افزائش	producción	افزائش	producción	N;NOM;MASC;SG;3	N
افزائش	incremento	افزائش	incremento	N;NOM;MASC;SG;3	N
افزائش	aumento	افزائش	aumento	N;NOM;MASC;SG;3	N
افزائش	crecemento	افزائش	crecemento	N;NOM;MASC;SG;3	N
افزائش	produción	افزائش	produción	N;NOM;MASC;SG;3	N
افزائش	producción	افزائش	producción	N;NOM;MASC;SG;3	N
افزائش	incremento	افزائش	incremento	N;NOM;MASC;SG;3	N
افزائش	aumento	افزائش	aumento	N;NOM;MASC;SG;3	N
افزائش	crecemento	افزائش	crecemento	N;NOM;MASC;SG;3	N
افسانہ	conto	افسانہ	conto	N;NOM;MASC;SG;3	N
افسانہ	fadas	افسانہ	facer	N;NOM;MASC;SG;3	N
افسانہ	mentiras	افسانہ	mentira	N;NOM;MASC;SG;3	N
افسانوی	falsa	افسانوی	falsa	ADJ	ADJ
افسانوی	falso	افسانوی	falso	ADJ	ADJ
افسانوی	fabuloso	افسانوی	fabuloso	ADJ	ADJ
افسانوی	falsa	افسانوی	falsa	ADJ	ADJ
افسانوی	falso	افسانوی	falso	ADJ	ADJ
افسر	coroa	افسر	coroa	N;NOM;MASC;SG;3	N
افسر	policía	افسر	policía	N;NOM;MASC;SG;3	N
افسر	axente	افسر	axente	N;NOM;MASC;SG;3	N
افسر	coroa	افسر	coroa	N;NOM;MASC;SG;3	N
افسردگی	depresión	افسردگی	depresión	N;NOM;FEM;SG;3	N
افسردگی	posparto	افسردگی	posparto	N;NOM;FEM;SG;3	N
افسردگی	depresión	افسردگی	depresión	N;NOM;FEM;SG;3	N
افسردگی	posparto	افسردگی	posparto	N;NOM;FEM;SG;3	N
افسردہ	triste	افسردہ	triste	ADJ	ADJ
افسوں	maxia	افسا	maxia	N;ACC;MASC;PL;3	N
افسوں	maxia	افسا	maxia	N;ACC;MASC;PL;3	N
افعال	actos	افعال	acto	N;NOM;MASC;PL;3	N
افعال	actos	افعال	acto	N;NOM;MASC;PL;3	N
افکار	pensamentos	فکر	pensamento	N;NOM;MASC;SG;3	N
افکار	pensamento	فکر	pensamento	N;NOM;MASC;SG;3	N
افکار	opinión	فکر	opinión	N;NOM;MASC;SG;3	N
افکار	opinións	فکر	opinión	N;NOM;MASC;SG;3	N
افکار	ideas	فکر	idea	N;NOM;MASC;SG;3	N
افواہ	boca	افواہ	boca	N;NOM;MASC;SG;3	N
افواہ	bocas	افواہ	boca	N;NOM;MASC;SG;3	N
افواہ	boca	افواہ	boca	N;NOM;MASC;SG;3	N
افواہ	bocas	افواہ	boca	N;NOM;MASC;SG;3	N
اقارب	parentes	اقارب	parente	N;NOM;MASC;SG;3	N
اِقتدار	autoridade	اِقتدار	autoridade	N;NOM;MASC;SG;3	N
اِقتدار	influencia	اِقتدار	influencia	N;NOM;MASC;SG;3	N
اِقتدار	control	اِقتدار	control	N;NOM;MASC;SG;3	N
اِقتصاد	economía	اِقتصاد	economía	N;NOM;MASC;SG;3	N
اِقتصادی	económico	اِقتصادی	económico	ADJ	ADJ
اِقتصادی	económicas	اِقتصادی	económico	ADJ	ADJ
اِقتصادی	económica	اِقتصادی	económico	ADJ	ADJ
اِقتصار	redución	اِقتصار	redución	N;NOM;MASC;SG;3	N
اقدار	medidas	اقدار	medida	N;NOM;MASC;SG;3	N
اقدار	valores	اقدار	valor	N;NOM;MASC;SG;3	N
اقدام	pasos	اقدام	paso	N;NOM;MASC;SG;3	N
اقربا	parentes	اقربا	parente	N;NOM;MASC;SG;3	N
اقربا	amigos	اقربا	amigo	N;NOM;MASC;SG;3	N
اقربا	relacións	اقربا	relación	N;NOM;MASC;SG;3	N
اقساط	partes	اقساط	parte	N;NOM;MASC;SG;3	N
اقسام	tipos	اقسام	tipo	N;NOM;MASC;PL;3	N
اقسام	tipo	اقسام	tipo	N;NOM;MASC;PL;3	N
اقسام	tipos	اقسام	tipo	N;NOM;MASC;PL;3	N
اقسام	caste	اقسام	caste	N;NOM;MASC;PL;3	N
اقسام	tipo	اقسام	tipo	N;NOM;MASC;PL;3	N
اقسام	tipos	اقسام	tipo	N;NOM;MASC;PL;3	N
اقوال	opinión	اقوال	opinión	N;NOM;MASC;PL;3	N
اقوال	opinións	اقوال	opinión	N;NOM;MASC;PL;3	N
اکابر	xefes	اکابر	xefe	N;NOM;MASC;PL;3	N
اکابر	líderes	اکابر	líder	N;NOM;MASC;PL;3	N
اِکائی	unidade	اِکائی	unidade	N;NOM;MASC;SG;3	N
اکثر	xeral	اکثر	xeral	ADJ	ADJ
اکثر	xeral	اکثر	xeral	ADJ	ADJ
اکناف	lados	اکناف	lado	N;NOM;MASC;SG;3	N
اکناف	bandos	اکناف	bando	N;NOM;MASC;SG;3	N
اکناف	caras	اکناف	cara	N;NOM;MASC;SG;3	N
اکیلا	fica	اکیلا	ficar	V;PFV;MASC;SG;V.PTCP;ACT	V
اکیلا	illado	اکیلا	illar	V;PFV;MASC;SG;V.PTCP;ACT	V
اکیلا	fica	اکیلا	ficar	V;PFV;MASC;SG;V.PTCP;ACT	V
اکیلا	illado	اکیلا	illar	V;PFV;MASC;SG;V.PTCP;ACT	V
اُکھاڑنا	destrúen	اُکھاڑنا	destruír	V;NFIN;ACT	V
اُکھاڑنا	destruír	اُکھاڑنا	destruír	V;NFIN;ACT	V
اُکھاڑنا	destrúe	اُکھاڑنا	destruír	V;NFIN;ACT	V
اُکھاڑنا	extraer	اُکھاڑنا	extraer	V;NFIN;ACT	V
اُکھاڑنا	extraen	اُکھاڑنا	extraer	V;NFIN;ACT	V
اُکھاڑنا	perder	اُکھاڑنا	perder	V;NFIN;ACT	V
اُکھاڑنا	separar	اُکھاڑنا	separar	V;NFIN;ACT	V
اگر	se	اگر	se	CONJ	CONJ
اگرچہ	malia	اگرچہ	malia	CONJ	CONJ
اگرچہ	se	اگرچہ	se	CONJ	CONJ
اگرچہ	malia	اگرچہ	malia	CONJ	CONJ
اُگھاڑنا	revelar	اُگھاڑنا	revelar	V;NFIN;ACT	V
اُگھاڑنا	revelan	اُگھاڑنا	revelar	V;NFIN;ACT	V
الاپ	canción	الاپ	canción	N;NOM;MASC;SG;3	N
الاپ	cantiga	الاپ	cantiga	N;NOM;MASC;SG;3	N
اِلتفات	atención	اِلتفات	atención	N;NOM;MASC;PL;3	N
اِلتفات	amizade	اِلتفات	amizade	N;NOM;MASC;PL;3	N
اِلتفات	amabilidade	اِلتفات	amabilidade	N;NOM;MASC;PL;3	N
اِلتفات	bondade	اِلتفات	bondade	N;NOM;MASC;PL;3	N
اُلٹ	oposta	اُلٹ	opostar	V;SG;ACT	V
اُلٹ	opostas	اُلٹ	oposta	V;SG;ACT	V
اُلٹانا	volvo	اُلٹانا	volvo	V;MASC;SG;NFIN;ACT	V
اُلٹانا	regresar	اُلٹانا	regresar	V;MASC;SG;NFIN;ACT	V
اُلٹانا	volva	اُلٹانا	volva	V;MASC;SG;NFIN;ACT	V
اُلٹانا	volver	اُلٹانا	volver	V;MASC;SG;NFIN;ACT	V
اُلٹانا	preocupada	اُلٹانا	preocupar	V;MASC;SG;NFIN;ACT	V
اُلٹانا	anoxado	اُلٹانا	anoxar	V;MASC;SG;NFIN;ACT	V
اُلٹنا	preocupada	اُلٹ	preocupar	V;NFIN;ACT	V
اُلٹنا	anoxado	اُلٹ	anoxar	V;NFIN;ACT	V
اُلٹنا	derrocar	اُلٹ	derrocar	V;NFIN;ACT	V
اُلٹنا	derrubar	اُلٹ	derrubar	V;NFIN;ACT	V
الحاد	foxas	الحاد	foxa	N;NOM;MASC;SG;3	N
الحاد	tumbas	الحاد	tumba	N;NOM;MASC;SG;3	N
الفاظ	termos	لفظ	ter	N;NOM;MASC;PL;3	N
الفاظ	funcionamento	لفظ	funcionamento	N;NOM;MASC;PL;3	N
الفاظ	palabras	لفظ	palabra	N;NOM;MASC;PL;3	N
الفاظ	verbas	لفظ	verba	N;NOM;MASC;PL;3	N
الگ	diferentes	الگ	diferente	ADJ	ADJ
الگ	separados	الگ	separar	ADJ	ADJ
الگ	peculiar	الگ	peculiar	ADJ	ADJ
الگ	único	الگ	único	ADJ	ADJ
الگ	únicas	الگ	único	ADJ	ADJ
الگ	diferentes	الگ	diferente	ADJ	ADJ
الگ	separados	الگ	separar	ADJ	ADJ
الگ	peculiar	الگ	peculiar	ADJ	ADJ
الگ	único	الگ	único	ADJ	ADJ
الگ	únicas	الگ	único	ADJ	ADJ
اﷲاﷲکرنا	rezar	اﷲاﷲکرنا	rezar	V;NFIN;ACT	V
اﷲاﷲکرنا	rezan	اﷲاﷲکرنا	rezar	V;NFIN;ACT	V
امانت	honestidade	امانت	honestidade	N;NOM;FEM;SG;3	N
امانت	caixa	امانت	caixa	N;NOM;FEM;SG;3	N
امانت	depósito	امانت	depósito	N;NOM;FEM;SG;3	N
امانت	custodia	امانت	custodia	N;NOM;FEM;SG;3	N
امانت	protección	امانت	protección	N;NOM;FEM;SG;3	N
امانت	fe	امانت	fe	N;NOM;FEM;SG;3	N
امانت	seguridade	امانت	seguridade	N;NOM;FEM;SG;3	N
اُمّت	xente	اُمّت	xente	N;NOM;MASC;SG;3	N
اُمّت	persoas	اُمّت	persoa	N;NOM;MASC;SG;3	N
اُمّت	pobo	اُمّت	pobo	N;NOM;MASC;SG;3	N
اُمّت	relixión	اُمّت	relixión	N;NOM;MASC;SG;3	N
اُمّت	nación	اُمّت	nación	N;NOM;MASC;SG;3	N
اُمّت	país	اُمّت	país	N;NOM;MASC;SG;3	N
اُمّت	carreira	اُمّت	carreira	N;NOM;MASC;SG;3	N
اُمّت	raza	اُمّت	raza	N;NOM;MASC;SG;3	N
اِمتناع	restrición	اِمتناع	restrición	N;NOM;MASC;SG;3	N
اِمتناع	prevención	اِمتناع	prevención	N;NOM;MASC;SG;3	N
امراض	enfermidades	مرض	enfermidade	N;NOM;MASC;PL;3	N
امراض	enfermedades	مرض	enfermedade	N;NOM;MASC;PL;3	N
امراض	doenzas	مرض	doenza	N;NOM;MASC;PL;3	N
امریکی	estadounidense	امریکی	estadounidense	ADJ	ADJ
امریکی	americana	امریکی	americano	ADJ	ADJ
امریکی	americano	امریکی	americano	ADJ	ADJ
امشاسپند	anxos	امشاسپند	anxo	N;NOM;MASC;SG;3	N
امشاسپند	inferno	امشاسپند	inferno	N;NOM;MASC;SG;3	N
امصار	países	امصار	país	N;NOM;MASC;SG;3	N
امصار	paises	امصار	país	N;NOM;MASC;SG;3	N
املاک	bens	ملک	ben	N;NOM;MASC;SG;3	N
املاک	luxo	ملک	luxo	N;NOM;MASC;SG;3	N
امن	calma	امن	calma	N;NOM;MASC;SG;3	N
امن	mar	امن	mar	N;NOM;MASC;SG;3	N
امن	calmo	امن	calmo	N;NOM;MASC;SG;3	N
امن	seguridade	امن	seguridade	N;NOM;MASC;SG;3	N
امن	paz	امن	paz	N;NOM;MASC;SG;3	N
امن	seguridade	امن	seguridade	N;NOM;MASC;SG;3	N
اموات	mortes	موت	morte	N;NOM;MASC;PL;3	N
اموال	bens	اموال	ben	N;NOM;MASC;PL;3	N
اموال	luxo	اموال	luxo	N;NOM;MASC;PL;3	N
اموال	riqueza	اموال	riqueza	N;NOM;MASC;PL;3	N
اموال	riquezas	اموال	riqueza	N;NOM;MASC;PL;3	N
اموال	propiedade	اموال	propiedade	N;NOM;MASC;PL;3	N
امیدوار	agardas	امیدوار	agarda	N;NOM;MASC;SG;3	N
امیدوار	agardas	امیدوار	agarda	N;NOM;MASC;SG;3	N
امیدواری	esperanza	امیدواری	esperanza	N;NOM;MASC;SG;3	N
اُن	eles	وہ	el	PRO;ACC;SG;3	PRO
اُن	el	وہ	el	PRO;ACC;SG;3	PRO
اُن	lle	وہ	lle	PRO;ACC;SG;3	PRO
اُن	el	وہ	el	PRO;ACC;SG;3	PRO
اُن	que	وہ	que	PRO;ACC;SG;3	PRO
اناج	comida	اناج	comida	N;NOM;MASC;SG;3	N
اناج	alimentos	اناج	alimento	N;NOM;MASC;SG;3	N
اِنتظام	sistema	اِنتظام	sistema	N;NOM;MASC;SG;3	N
اِنتظام	organización	اِنتظام	organización	N;NOM;MASC;SG;3	N
اِنتظام	sindicato	اِنتظام	sindicato	N;NOM;MASC;SG;3	N
اِنتظام	método	اِنتظام	método	N;NOM;MASC;SG;3	N
اِنتظام	xestión	اِنتظام	xestión	N;NOM;MASC;SG;3	N
اِنتظام	dirección	اِنتظام	dirección	N;NOM;MASC;SG;3	N
اِنتظام	procedemento	اِنتظام	procedemento	N;NOM;MASC;SG;3	N
اِنتظام	administración	اِنتظام	administración	N;NOM;MASC;SG;3	N
اِنتظام	arranxo	اِنتظام	arranxo	N;NOM;MASC;SG;3	N
اِنتظام	acordo	اِنتظام	acordo	N;NOM;MASC;SG;3	N
انٹوچنا	capturar	انٹوچنا	capturar	V;SG;NFIN;ACT	V
انٹی	riqueza	انٹی	riqueza	N;NOM;MASC;SG;3	N
انٹی	riquezas	انٹی	riqueza	N;NOM;MASC;SG;3	N
انٹی	cartos	انٹی	carto	N;NOM;MASC;SG;3	N
انٹی	diñeiro	انٹی	diñeiro	N;NOM;MASC;SG;3	N
انٹی	xiro	انٹی	xiro	N;NOM;MASC;SG;3	N
انجام	consecuencia	انجام	consecuencia	N;NOM;MASC;SG;3	N
انجام	resultado	انجام	resultado	N;NOM;MASC;SG;3	N
انجام	consecuencias	انجام	consecuencia	N;NOM;MASC;SG;3	N
انجام	fin	انجام	fin	N;NOM;MASC;SG;3	N
انجام	final	انجام	final	N;NOM;MASC;SG;3	N
انجام	destino	انجام	destino	N;NOM;MASC;SG;3	N
اِنحصار	restrición	اِنحصار	restrición	N;NOM;MASC;SG;3	N
اِنحصار	dependencia	اِنحصار	dependencia	N;NOM;MASC;SG;3	N
انداز	estado	انداز	estado	N;NOM;MASC;SG;3	N
انداز	condición	انداز	condición	N;NOM;MASC;SG;3	N
انداز	situación	انداز	situación	N;NOM;MASC;SG;3	N
انداز	doenza	انداز	doenza	N;NOM;MASC;SG;3	N
انداز	estado	انداز	estado	N;NOM;MASC;SG;3	N
انداز	actitude	انداز	actitude	N;NOM;MASC;SG;3	N
انداز	atrancos	انداز	atranco	N;NOM;MASC;SG;3	N
انداز	xeito	انداز	xeito	N;NOM;MASC;SG;3	N
انداز	maneira	انداز	maneira	N;NOM;MASC;SG;3	N
انداز	estado	انداز	estado	N;NOM;MASC;SG;3	N
انداز	condición	انداز	condición	N;NOM;MASC;SG;3	N
انداز	situación	انداز	situación	N;NOM;MASC;SG;3	N
انداز	doenza	انداز	doenza	N;NOM;MASC;SG;3	N
انداز	estado	انداز	estado	N;NOM;MASC;SG;3	N
انداز	actitude	انداز	actitude	N;NOM;MASC;SG;3	N
انداز	atrancos	انداز	atranco	N;NOM;MASC;SG;3	N
انداز	estilo	انداز	estilo	N;NOM;MASC;SG;3	N
اندازاً	aproximadamente	اندازاً	aproximadamente	ADV	ADV
اندازاً	case	اندازاً	case	ADV	ADV
اندازاً	preto	اندازاً	preto	ADV	ADV
اندازہ	xeito	اندازہ	xeito	N;NOM;MASC;SG;3	N
اندازہ	maneira	اندازہ	maneira	N;NOM;MASC;SG;3	N
اندازہ	estilo	اندازہ	estilo	N;NOM;MASC;SG;3	N
اندازہ	xeito	اندازہ	xeito	N;NOM;MASC;SG;3	N
اندازہ	maneira	اندازہ	maneira	N;NOM;MASC;SG;3	N
اندازہ	estilo	اندازہ	estilo	N;NOM;MASC;SG;3	N
اندام	corpo	اندام	corpo	N;NOM;MASC;SG;3	N
اندر	en	اندر	en	ADP;NOM;MASC;SG;3	ADP
اندر	en	اندر	en	ADP;NOM;MASC;SG;3	ADP
اندر	en	اندر	en	ADP;NOM;MASC;SG;3	ADP
اندر	en	اندر	en	ADP;NOM;MASC;SG;3	ADP
اندر	de	اندر	de	ADP;NOM;MASC;SG;3	ADP
اندوہ	dor	اندوہ	dor	N;NOM;MASC;SG;3	N
اندوہ	pena	اندوہ	pena	N;NOM;MASC;SG;3	N
اندیشہ	dúbida	اندیشہ	dúbida	N;NOM;MASC;SG;3	N
اندیشہ	dúbidas	اندیشہ	dúbida	N;NOM;MASC;SG;3	N
اندیشہ	ansiedade	اندیشہ	ansiedade	N;NOM;MASC;SG;3	N
اندیشہ	dúbida	اندیشہ	dúbida	N;NOM;MASC;SG;3	N
اندیشہ	dúbidas	اندیشہ	dúbida	N;NOM;MASC;SG;3	N
اندیشہ	ansiedade	اندیشہ	ansiedade	N;NOM;MASC;SG;3	N
اندھا	escuridade	اندھا	escuridade	N;NOM;MASC;SG;3	N
اندھا	noite	اندھا	noite	N;NOM;MASC;SG;3	N
اندھا	cegas	اندھا	cega	N;NOM;MASC;SG;3	N
اندھا	cega	اندھا	cega	N;NOM;MASC;SG;3	N
اندھا	cego	اندھا	cego	N;NOM;MASC;SG;3	N
اندھا	cegos	اندھا	cego	N;NOM;MASC;SG;3	N
اندھیر	anarquía	اندھیر	anarquía	N;NOM;MASC;SG;3	N
اندھیر	escuridade	اندھیر	escuridade	N;NOM;MASC;SG;3	N
اندھیر	noite	اندھیر	noite	N;NOM;MASC;SG;3	N
اندھیر	inxustiza	اندھیر	inxustiza	N;NOM;MASC;SG;3	N
اندھیر	inxustizas	اندھیر	inxustiza	N;NOM;MASC;SG;3	N
اندھیر	trastorno	اندھیر	trastorno	N;NOM;MASC;SG;3	N
اندھیر	desorde	اندھیر	desorde	N;NOM;MASC;SG;3	N
اندھیر	escuridade	اندھیر	escuridade	N;NOM;MASC;SG;3	N
انڈا	ovo	انڈا	ovo	N;NOM;MASC;SG;3	N
انڈا	cero	انڈا	cero	N;NOM;MASC;SG;3	N
انسجہ	nervios	انسجہ	nervio	N;NOM;MASC;SG;3	N
انسجہ	tecidos	انسجہ	tecido	N;NOM;MASC;SG;3	N
اِنصاف	xustiza	اِنصاف	xustiza	N;NOM;MASC;SG;3	N
اِنصاف	xuíza	اِنصاف	xuízar	N;NOM;MASC;SG;3	N
اِنصاف	leis	اِنصاف	lei	N;NOM;MASC;SG;3	N
اِنصاف	lei	اِنصاف	lei	N;NOM;MASC;SG;3	N
اِنفرادی	individuais	اِنفرادی	individual	ADJ;NOM	ADJ
اِنفرادی	individual	اِنفرادی	individual	ADJ;NOM	ADJ
اِنقطاعی	último	اِنقطاعی	último	ADJ	ADJ
اِنقطاعی	últimos	اِنقطاعی	último	ADJ	ADJ
اِنقطاعی	pasado	اِنقطاعی	pasado	ADJ	ADJ
اِنقطاعی	última	اِنقطاعی	último	ADJ	ADJ
اِنقلابی	revolucionaria	اِنقلابی	revolucionario	ADJ	ADJ
انگ	compartir	انگ	compartir	V;MASC;SG;V.PTCP;ACT	V
انگ	comparten	انگ	compartir	V;MASC;SG;V.PTCP;ACT	V
انگ	compartimos	انگ	compartir	V;MASC;SG;V.PTCP;ACT	V
انگبیں	cariño	انگبیں	cariño	N;NOM;MASC;PL;3	N
انگبیں	rula	انگبیں	rula	N;NOM;MASC;PL;3	N
اِنگلستانی	inglesa	اِنگلستانی	inglesa	ADJ;NOM	ADJ
انواع	tipo	انواع	tipo	N;NOM;MASC;PL;3	N
انواع	tipos	انواع	tipo	N;NOM;MASC;PL;3	N
انواع	especie	انواع	especie	N;NOM;MASC;PL;3	N
انواع	especies	انواع	especie	N;NOM;MASC;PL;3	N
انواع	tipo	انواع	tipo	N;NOM;MASC;PL;3	N
انواع	tipos	انواع	tipo	N;NOM;MASC;PL;3	N
انواع	caste	انواع	caste	N;NOM;MASC;PL;3	N
انواع	variedades	انواع	variedade	N;NOM;MASC;PL;3	N
انوکھا	marabillosas	انوکھا	marabilloso	ADJ;NOM;MASC;SG	ADJ
انوکھا	marabilloso	انوکھا	marabilloso	ADJ;NOM;MASC;SG	ADJ
انوکھا	marabillosa	انوکھا	marabillosa	ADJ;NOM;MASC;SG	ADJ
انوکھا	único	انوکھا	único	ADJ;NOM;MASC;SG	ADJ
انوکھا	únicas	انوکھا	único	ADJ;NOM;MASC;SG	ADJ
انوکھا	estraño	انوکھا	estraño	ADJ;NOM;MASC;SG	ADJ
انوکھا	estraña	انوکھا	estraña	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraño	انوکھا	extraño	ADJ;NOM;MASC;SG	ADJ
انوکھا	rara	انوکھا	raro	ADJ;NOM;MASC;SG	ADJ
انوکھا	raro	انوکھا	raro	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinario	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinarias	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinarios	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraodinarios	انوکھا	extraodinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinaria	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	curioso	انوکھا	curioso	ADJ;NOM;MASC;SG	ADJ
انوکھا	marabillosas	انوکھا	marabilloso	ADJ;NOM;MASC;SG	ADJ
انوکھا	marabilloso	انوکھا	marabilloso	ADJ;NOM;MASC;SG	ADJ
انوکھا	marabillosa	انوکھا	marabillosa	ADJ;NOM;MASC;SG	ADJ
انوکھا	peculiar	انوکھا	peculiar	ADJ;NOM;MASC;SG	ADJ
انوکھا	único	انوکھا	único	ADJ;NOM;MASC;SG	ADJ
انوکھا	únicas	انوکھا	único	ADJ;NOM;MASC;SG	ADJ
انوکھا	estraño	انوکھا	estraño	ADJ;NOM;MASC;SG	ADJ
انوکھا	estraña	انوکھا	estraña	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraño	انوکھا	extraño	ADJ;NOM;MASC;SG	ADJ
انوکھا	rara	انوکھا	raro	ADJ;NOM;MASC;SG	ADJ
انوکھا	raro	انوکھا	raro	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinario	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinarias	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinarios	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraodinarios	انوکھا	extraodinario	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinaria	انوکھا	extraordinario	ADJ;NOM;MASC;SG	ADJ
بادشاہانہ	teatro	بادشاہانہ	teatro	N;NOM;MASC;SG;3	N
بادشاہانہ	alteza	بادشاہانہ	altezar	N;NOM;MASC;SG;3	N
روحانی	espiritual	روحانی	espiritual	ADJ	ADJ
اُنھوں	que	وہ	que	PRO;ACC;SG;3;FORM	PRO
