van	no	van	no		
lede	dalībnieki	lid	dalībnieks	N;PL	N;NOM;MASC;PL
lede	deputāti	lid	deputāts	N;PL	N;NOM;MASC;PL
lede	biedri	lid	biedrs	N;PL	N;NOM;MASC;PL
historiese	vēsturisks	histories	vēsturisks	ADJ;NOM	ADJ;NOM;MASC;SG
historiese	vēsturiska	histories	vēsturiska	ADJ;NOM	ADJ;NOM;FEM;SG
historiese	vēsturiskais	histories	vēsturisks	ADJ;NOM	ADJ;NOM;MASC;SG
historiese	vēsturiskas	histories	vēsturiska	ADJ;NOM	ADJ;NOM;FEM;PL
historiese	vēsturisks	histories	vēsturisks	ADJ;NOM	ADJ;NOM;MASC;SG
historiese	vēsturiskā	histories	vēsturiska	ADJ;NOM	ADJ;NOM;FEM;SG
historiese	vēsturiskais	histories	vēsturisks	ADJ;NOM	ADJ;NOM;MASC;SG
historiese	vēsturiskas	histories	vēsturiska	ADJ;NOM	ADJ;NOM;FEM;PL
minister	ministre	minister	ministre	N;SG	N;NOM;FEM;SG
minister	ministrs	minister	ministrs	N;SG	N;NOM;MASC;SG
minister	ministra	minister	ministrs	N;SG	N;GEN;MASC;SG
span	komanda	span	komanda	N;SG	N;NOM;FEM;SG
ontwikkeling	attīstība	ontwikkeling	attīstība	N;SG	N;NOM;FEM;SG
ontwikkeling	izstrāde	ontwikkeling	izstrāde	N;SG	N;NOM;FEM;SG
ontwikkeling	attīstīšana	ontwikkeling	attīstīšana	N;SG	N;NOM;FEM;SG
dele	daļas	deel	daļa	N;PL	N;NOM;FEM;PL
dele	detaļas	deel	detaļa	N;PL	N;NOM;FEM;PL
distrik	rajons	distrik	rajons	N;SG	N;NOM;MASC;SG
distrik	apgabals	distrik	apgabals	N;SG	N;NOM;MASC;SG
gewen	ieguva	wen	iegūt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gewen	uzvarēja	wen	uzvarēt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gewen	uzvarējis	wen	uzvarēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gewen	ieguva	wen	iegūt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
god	dievs	god	dievs	N;SG	N;NOM;MASC;SG
pad	autoceļš	pad	autoceļš	N;SG	N;NOM;MASC;SG
pad	ceļš	pad	ceļš	N;SG	N;NOM;MASC;SG
militêre	militāra	militêr	militāra	ADJ;NOM	ADJ;NOM;FEM;SG
militêre	militārie	militêr	militārs	ADJ;NOM	ADJ;NOM;MASC;PL
militêre	militārā	militêr	militāra	ADJ;NOM	ADJ;NOM;FEM;SG
inligting	informācija	inligting	informācija	N;SG	N;NOM;FEM;SG
veroorsaak	izraisīt	veroorsaak	izraisīt	V;PRS	V;POS;NFIN
ontdek	atklāt	ontdek	atklāt	V;PRS	V;POS;NFIN
ontdek	atklāj	ontdek	atklāt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
oorspronklike	sākotnējais	oorspronklik	sākotnējs	ADJ;NOM	ADJ;NOM;MASC;SG
boek	grāmata	boek	grāmata	N;SG	N;NOM;FEM;SG
boek	grāmatiņa	boek	grāmatiņš	N;SG	N;NOM;FEM;SG
boek	grāmatu	boek	grāmata	N;SG	N;ACC;FEM;SG
artikels	izstrādājumi	artikel	izstrādājums	N;PL	N;NOM;MASC;PL
artikels	panti	artikel	pants	N;PL	N;NOM;MASC;PL
artikels	iedaļas	artikel	iedaļa	N;PL	N;NOM;FEM;PL
artikels	nodaļas	artikel	nodaļa	N;PL	N;NOM;FEM;PL
artikels	sekcijas	artikel	sekcija	N;PL	N;NOM;FEM;PL
artikels	sadaļas	artikel	sadaļa	N;PL	N;NOM;FEM;PL
aanvanklik	sākotnēji	aanvanklik	sākotnēji	ADV	ADV
kalender	kalendārs	kalender	kalendārs	N;SG	N;NOM;MASC;SG
kalender	kalendāra	kalender	kalendārs	N;SG	N;GEN;MASC;SG
kalender	kalendārā	kalender	kalendārs	N;SG	N;ESS;MASC;SG
wet	likums	wet	likums	N;SG	N;NOM;MASC;SG
wet	akts	wet	akts	N;SG	N;NOM;MASC;SG
val	nomest	val	nomest	V;PRS	V;POS;NFIN
val	krist	val	krist	V;PRS	V;POS;NFIN
val	krīt	val	krist	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
beheer	kontrolēt	beheer	kontrolēt	V;PRS	V;POS;NFIN
gevind	atrasta	vind	atrast	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gevind	atrastas	vind	atrast	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
gevind	atrasts	vind	atrast	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
omgewing	vide	omgewing	vide	N;SG	N;NOM;FEM;SG
omgewing	teritorija	omgewing	teritorija	N;SG	N;NOM;FEM;SG
omgewing	platība	omgewing	platība	N;SG	N;NOM;FEM;SG
omgewing	apgabals	omgewing	apgabals	N;SG	N;NOM;MASC;SG
omgewing	laukums	omgewing	laukums	N;SG	N;NOM;MASC;SG
lid	deputāts	lid	deputāts	N;SG	N;NOM;MASC;SG
lid	loceklis	lid	loceklis	N;SG	N;NOM;MASC;SG
lid	biedrs	lid	biedrs	N;SG	N;NOM;MASC;SG
grens	robeža	grens	robeža	N;SG	N;NOM;FEM;SG
ouderdom	vecums	ouderdom	vecums	N;SG	N;NOM;MASC;SG
diens	serviss	diens	serviss	N;SG	N;NOM;MASC;SG
diens	apkalpošana	diens	apkalpošana	N;SG	N;NOM;FEM;SG
diens	pakalpojumu	diens	pakalpojums	N;SG	N;ACC;MASC;SG
diens	dienests	diens	dienests	N;SG	N;NOM;MASC;SG
diens	pakalpojums	diens	pakalpojums	N;SG	N;NOM;MASC;SG
vind	atrodi	vind	atrast	V;PRS	V;IMP;SG;2;POS;FIN;ACT
vind	meklēt	vind	meklēt	V;PRS	V;POS;NFIN
vind	atrast	vind	atrast	V;PRS	V;POS;NFIN
woorde	vārdi	woord	vārds	N;PL	N;NOM;MASC;PL
verkiesing	ievēlēšana	verkiesing	ievēlēšana	N;SG	N;NOM;FEM;SG
verkiesing	vēlēšanās	verkiesing	vēlēšanās	N;SG	N;NOM;FEM;SG
verbind	savieno	verbind	savienot	V;PRS	V;IMP;2;POS;FIN;ACT
verbind	pieslēgties	verbind	pieslēgties	V;PRS	V;POS;REFL;NFIN
geval	gadījums	geval	gadījums	N;SG	N;NOM;MASC;SG
geval	lieta	geval	lieta	N;SG	N;NOM;FEM;SG
unie	savienība	unie	savienība	N;SG	N;NOM;FEM;SG
werke	darbi	werk	darbs	N;PL	N;NOM;MASC;PL
werke	darbavietas	werk	darbavieta	N;PL	N;NOM;FEM;PL
sterre	dzirksteles	sterr	dzirkstele	N;PL	N;NOM;FEM;PL
sterre	stieņi	sterr	stiene	N;PL	N;NOM;MASC;PL
sterre	zvaigznes	sterr	zvaigzne	N;PL	N;NOM;FEM;PL
slag	kaujā	slag	kaujā	N;SG	N;ESS;FEM;SG
slag	kauja	slag	kauja	N;SG	N;NOM;FEM;SG
slag	cīņa	slag	cīņa	N;SG	N;NOM;FEM;SG
deelstaat	valsts	deelstaat	valsts	N;SG	N;NOM;FEM;SG
deelstaat	štats	deelstaat	štats	N;SG	N;NOM;MASC;SG
oseaan	okeānā	oseaan	okeāns	N;SG	N;ESS;MASC;SG
oseaan	okeāns	oseaan	okeāns	N;SG	N;NOM;MASC;SG
oseaan	okeāna	oseaan	okeāns	N;SG	N;GEN;MASC;SG
help	palīdzēt	help	palīdzēt	V;PRS	V;POS;NFIN
museum	muzeju	museum	muzejs	N;SG	N;ACC;MASC;SG
museum	muzeja	museum	muzejs	N;SG	N;GEN;MASC;SG
museum	muzejā	museum	muzejs	N;SG	N;ESS;MASC;SG
museum	muzejs	museum	muzejs	N;SG	N;NOM;MASC;SG
gregoriaanse	gregora	gregoriaans	gregors	N;SG	N;GEN;MASC;SG
probeer	mēģini	probeer	mēģināt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
probeer	pamēģini	probeer	pamēģināt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
probeer	mēģināt	probeer	mēģināt	V;PRS	V;POS;NFIN
bome	kokiem	bome	koks	N;PL	N;DAT;MASC;PL
bome	kokus	bome	koks	N;PL	N;ACC;MASC;PL
bome	koki	bome	koks	N;PL	N;NOM;MASC;PL
kilometer	kilometru	kilometer	kilometrs	N;SG	N;ACC;MASC;SG
stelsel	sistēmu	stelsel	sistēma	N;SG	N;ACC;FEM;SG
stelsel	sistēma	stelsel	sistēma	N;SG	N;NOM;FEM;SG
raad	padoms	raad	padoms	N;SG	N;NOM;MASC;SG
raad	padome	raad	padome	N;SG	N;NOM;FEM;SG
raad	padomi	raad	padome	N;SG	N;ACC;FEM;SG
dorpe	pilsētas	dorpe	pilsēta	N;PL	N;NOM;FEM;PL
stede	pilsētas	stede	pilsēta	N;PL	N;NOM;FEM;PL
klub	klubā	klub	klubs	N;SG	N;ESS;MASC;SG
klub	klubs	klub	klubs	N;SG	N;NOM;MASC;SG
klub	kluba	klub	klubs	N;SG	N;NOM;MASC;SG
vader	tēvam	vader	tēvs	N;SG	N;DAT;MASC;SG
vader	tēva	vader	tēvs	N;SG	N;GEN;MASC;SG
vader	tēvs	vader	tēvs	N;SG	N;NOM;MASC;SG
ster	zvaigzne	ster	zvaigzne	N;SG	N;NOM;FEM;SG
skakel	saukt	skakel	saukt	V;PRS	V;POS;NFIN
genus	ģints	genus	ģints	N;SG	N;NOM;FEM;SG
weke	nedēļas	week	nedēļa	N;PL	N;NOM;FEM;PL
weke	nedēļām	week	nedēļa	N;PL	N;DAT;FEM;PL
weke	nedēļās	week	nedēļa	N;PL	N;ESS;FEM;PL
vergadering	sanāksme	vergadering	sanāksme	N;SG	N;NOM;FEM;SG
vergadering	satikšanās	vergadering	satikšanās	N;SG	N;NOM;FEM;SG
vergadering	sapulce	vergadering	sapulce	N;SG	N;NOM;FEM;SG
vergadering	tikšanās	vergadering	tikšanās	N;SG	N;NOM;FEM;SG
orde	pasūtījums	orde	pasūtījums	N;SG	N;NOM;MASC;SG
orde	kārtība	orde	kārtība	N;SG	N;NOM;FEM;SG
orde	rīkojums	orde	rīkojums	N;SG	N;NOM;MASC;SG
orde	secība	orde	secība	N;SG	N;NOM;FEM;SG
loop	staigā	loop	staiga	V;PRS	V;IMP;2;POS;PRS;FIN;ACT
nooit	nekad	nooit	nekad	ADV	ADV
antieke	senas	antiek	sena	ADJ;NOM	ADJ;NOM;FEM;PL
antieke	senā	antiek	sens	ADJ;NOM	ADJ;NOM;FEM;SG
antieke	senās	antiek	sena	ADJ;NOM	ADJ;NOM;FEM;PL
antieke	senie	antiek	sens	ADJ;NOM	ADJ;NOM;MASC;PL
uitgawe	izdevums	uitgawe	izdevums	N;SG	N;NOM;MASC;SG
verkry	iegādāties	verkry	iegādāties	V;PRS	V;POS;REFL;NFIN
verkry	iegūt	verkry	iegūt	V;PRS	V;POS;NFIN
verkoop	pārdod	verkoop	pārdot	V;PRS	V;IMP;SG;2;POS;FIN;ACT
verkoop	pārdod	verkoop	pārdot	V;PRS	V;IMP;SG;2;POS;FIN;ACT
voël	putns	voël	putns	N;SG	N;NOM;MASC;SG
voël	putnu	voël	putns	N;SG	N;ACC;MASC;SG
vierde	ceturtais	vierde	ceturtais	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
vierde	ceturtā	vierde	ceturtais	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
hoër	augstāks	hoog	augsts	ADJ;NOM;CMPR	ADJ;NOM;CMPR;MASC;SG
hoër	augstākas	hoog	augsta	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;PL
hoër	augstāki	hoog	augsts	ADJ;NOM;CMPR	ADJ;NOM;CMPR;MASC;PL
lei	svinu	lei	svins	V;PRS	V;FH;IND;SG;1;POS;PRS;FIN;ACT
groei	pieaugums	groei	pieaugums	N;SG	N;NOM;MASC;SG
groei	augšana	groei	augšana	N;SG	N;NOM;FEM;SG
groei	izaugsme	groei	izaugsme	N;SG	N;NOM;FEM;SG
gestel	uzstādīt	stel	uzstādīt	V;PST;V.PTCP	V;POS;NFIN
foto	photo	foto	photo	N;SG	N
foto	foto	foto	foto	N;SG	N
foto	fotogrāfijā	foto	fotogrāfija	N;SG	N;ESS;FEM;SG
gevestig	izveidots	vestig	izveidot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
sewe	septiņi	sewe	septiņi	NUM	NUM;NOM;MASC;PL
sewe	septiņas	sewe	septiņas	NUM	NUM;NOM;FEM;PL
oorspronklik	sākotnēji	oorspronklik	sākotnēji	ADV	ADV
voorbeeld	izlase	voorbeeld	izlase	N;SG	N;NOM;FEM;SG
voorbeeld	paraugs	voorbeeld	paraugs	N;SG	N;NOM;MASC;SG
voorbeeld	piemērs	voorbeeld	piemērs	N;SG	N;NOM;MASC;SG
voorsitter	krēslu	voorsitter	krēsls	N;SG	N;ACC;MASC;SG
voorsitter	krēsls	voorsitter	krēsls	N;SG	N;NOM;MASC;SG
voorsitter	krēsla	voorsitter	krēsls	N;SG	N;GEN;MASC;SG
sterf	mirst	sterf	mirst	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
sterf	mirt	sterf	mirt	V;PRS	V;POS;NFIN
sterf	nomirt	sterf	nomirt	V;PRS	V;POS;NFIN
verskil	nepiekrītu	verskil	nepiekrist	V;PRS	V;FH;IND;SG;1;NEG;PRS;FIN;ACT
verskil	nepiekrīt	verskil	nepiekrist	V;PRS	V;FH;IND;3;NEG;PRS;FIN;ACT
verskil	nepiekrist	verskil	nepiekrist	V;PRS	V;NEG;NFIN
bevestig	apstiprināt	bevestig	apstiprināt	V;PRS	V;POS;NFIN
bevestig	apstiprinu	bevestig	apstiprināt	V;PRS	V;FH;IND;SG;1;POS;PRS;FIN;ACT
bepaal	nosaka	bepaal	nosacīt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
klas	šķira	klas	šķirt	N;SG	N;NOM;FEM;SG
klas	klase	klas	klase	N;SG	N;NOM;FEM;SG
vertoon	atklāt	vertoon	atklāt	V;PRS	V;POS;NFIN
vertoon	atklāj	vertoon	atklāt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
vertoon	rādīt	vertoon	rādīt	V;PRS	V;POS;NFIN
altyd	vienmēr	altyd	vienmēr	ADV	ADV
lig	paaugstināt	lig	paaugstināt	V;PRS	V;POS;NFIN
lig	pacelt	lig	pacelt	V;PRS	V;POS;NFIN
lig	audzināt	lig	audzināt	V;PRS	V;POS;NFIN
lig	paceļ	lig	pacelt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
txt	txt	txt	txt	N;SG	N
punt	punkts	punt	punkts	N;SG	N;NOM;MASC;SG
vroue	sievietes	vrou	sieviete	N;PL	N;NOM;FEM;PL
week	nedēļa	week	nedēļa	N;SG	N;NOM;FEM;SG
week	nedēļā	week	nedēļa	N;SG	N;ESS;FEM;SG
week	nedēļu	week	nedēļa	N;SG	N;ACC;FEM;SG
stadium	posms	stadium	posms	N;SG	N;NOM;MASC;SG
stadium	stadija	stadium	stadija	N;SG	N;NOM;FEM;SG
vervaardig	ražot	vervaardig	ražot	V;PRS	V;POS;NFIN
geskep	radīta	skep	radīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
geskep	radīts	skep	radīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geskep	izveidots	skep	izveidot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geskep	radīti	skep	radīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geskep	izveidota	skep	izveidot	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
plaasgevind	radās	plaasvind	rasties	V;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
plaasgevind	notika	plaasvind	notikt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
openbare	publiskais	openbaar	publisks	ADJ;NOM	ADJ;NOM;MASC;SG
openbare	publiska	openbaar	publiska	ADJ;NOM	ADJ;NOM;FEM;SG
dui	norādīt	dui	norādīt	V;PRS	V;POS;NFIN
akteur	aktieris	akteur	aktieris	N;SG	N;NOM;MASC;SG
natuurlike	dabīgais	natuurlik	dabīgs	ADJ;NOM	ADJ;NOM;MASC;SG
natuurlike	dabīgs	natuurlik	dabīgs	ADJ;NOM	ADJ;NOM;MASC;SG
natuurlike	dabiskā	natuurlik	dabiska	ADJ;NOM	ADJ;NOM;FEM;SG
loopbaan	karjeru	loopbaan	karjera	N;SG	N;ACC;FEM;SG
loopbaan	karjera	loopbaan	karjera	N;SG	N;NOM;FEM;SG
skep	izveidot	skep	izveidot	V;PRS	V;POS;NFIN
skep	radīt	skep	radīt	V;PRS	V;POS;NFIN
skep	veidot	skep	veidot	V;PRS	V;POS;NFIN
olimpiese	olimpiskā	olimpies	olimpiska	ADJ;NOM	ADJ;NOM;FEM;SG
olimpiese	olimpiskais	olimpies	olimpisks	ADJ;NOM	ADJ;NOM;MASC;SG
dogter	meitu	dogter	meita	N;SG	N;ACC;FEM;SG
dogter	meita	dogter	meita	N;SG	N;NOM;FEM;SG
dra	nēsāt	dra	nēsāt	V;PRS	V;POS;NFIN
verteenwoordig	atveido	verteenwoordig	atveidot	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
verteenwoordig	pārstāv	verteenwoordig	pārstāvēt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
verteenwoordig	pārstāvēt	verteenwoordig	pārstāvēt	V;PRS	V;POS;NFIN
verteenwoordig	pārstāv	verteenwoordig	pārstāvēt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
boeke	grāmatas	boeke	grāmata	N;PL	N;NOM;FEM;PL
geplaas	ievietoja	plaas	ievietot	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
geplaas	norīkots	plaas	norīkot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
etniese	etniskā	etnies	etnisks	ADJ;NOM	ADJ;NOM;FEM;SG
kus	krasts	kus	krasts	N;SG	N;NOM;MASC;SG
kus	piekraste	kus	piekraste	N;SG	N;NOM;FEM;SG
gepubliseer	dzīvot	publiseer	dzīvot	V;PST;V.PTCP	V;POS;NFIN
gepubliseer	publicēts	publiseer	publicēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gepubliseer	publicēta	publiseer	publicēt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bring	atved	bring	atvest	V;PRS	V;IMP;SG;2;POS;FIN;ACT
geld	naudu	geld	nauda	N;SG	N;ACC;FEM;SG
geld	nauda	geld	nauda	N;SG	N;NOM;FEM;SG
erken	atzīt	erken	atzīt	V;PRS	V;POS;NFIN
erken	atzīt	erken	atzīt	V;PRS	V;POS;NFIN
erken	jāatzīst	erken	atzīt	V;PRS	V;POS;FIN;ACT
leier	vadītājs	leier	vadītājs	N;SG	N;NOM;MASC;SG
leier	vadonis	leier	vadonis	N;SG	N;NOM;MASC;SG
leier	līderi	leier	līderis	N;SG	N;ACC;MASC;SG
leier	leader	leier	leader	N;SG	N;NOM;FEM;SG
leier	līderis	leier	līderis	N;SG	N;NOM;MASC;SG
boom	koku	boom	koks	N;SG	N;ACC;MASC;SG
boom	koks	boom	koks	N;SG	N;NOM;MASC;SG
boom	kokā	boom	koks	N;SG	N;ESS;MASC;SG
boom	uzplaukums	boom	uzplaukums	N;SG	N;NOM;MASC;SG
rolprent	filma	rolprent	filma	N;SG	N;NOM;FEM;SG
rolprent	filmu	rolprent	filma	N;SG	N;ACC;FEM;SG
rolprent	plēve	rolprent	plēve	N;SG	N;NOM;FEM;SG
rolprent	filma	rolprent	filma	N;SG	N;NOM;FEM;SG
tradisionele	tradicionāls	tradisioneel	tradicionāls	ADJ;NOM	ADJ;NOM;MASC;SG
tradisionele	tradicionālie	tradisioneel	tradicionāls	ADJ;NOM	ADJ;NOM;MASC;PL
tradisionele	tradicionālais	tradisioneel	tradicionāls	ADJ;NOM	ADJ;NOM;MASC;SG
tradisionele	tradicionālā	tradisioneel	tradicionāla	ADJ;NOM	ADJ;NOM;FEM;SG
verdeel	dalīt	verdeel	dalīt	V;PRS	V;POS;NFIN
beweging	kustība	beweging	kustība	N;SG	N;NOM;FEM;SG
beweging	priekšlikumu	beweging	priekšlikums	N;SG	N;ACC;MASC;SG
beweging	priekšlikums	beweging	priekšlikums	N;SG	N;NOM;MASC;SG
beweging	kustība	beweging	kustība	N;SG	N;NOM;FEM;SG
beweging	kustību	beweging	kustība	N;SG	N;ACC;FEM;SG
diere	dzīvniekus	dier	dzīvnieks	N;PL	N;ACC;MASC;PL
diere	dzīvniekiem	dier	dzīvnieks	N;PL	N;DAT;MASC;PL
diere	dzīvnieki	dier	dzīvnieks	N;PL	N;NOM;MASC;PL
beter	labāk	goed	labi	ADV;CMPR	ADV;CMPR
punte	punkti	punt	punkts	N;PL	N;NOM;MASC;PL
punte	punktus	punt	punkts	N;PL	N;ACC;MASC;PL
liggaam	ķermeņa	liggaam	ķermenis	N;SG	N;GEN;MASC;SG
liggaam	ķermenis	liggaam	ķermenis	N;SG	N;NOM;MASC;SG
wen	laimē	wen	laime	V;PRS	V;IMP;SG;2;POS;PRS;FIN;ACT
wen	uzvarēt	wen	uzvarēt	V;PRS	V;POS;NFIN
basis	pamatne	basis	pamatne	N;SG	N;NOM;FEM;SG
basis	pamats	basis	pamats	N;SG	N;NOM;MASC;SG
basis	bāze	basis	bāze	N;SG	N;NOM;FEM;SG
verlaat	atstāt	verlaat	atstāt	V;PRS	V;POS;NFIN
magte	spēkus	mag	spēks	N;PL	N;ACC;MASC;PL
magte	spēki	mag	spēks	N;PL	N;NOM;MASC;PL
goewerneur	regulators	goewerneur	regulators	N;SG	N;NOM;MASC;SG
goewerneur	gubernators	goewerneur	gubernators	N;SG	N;NOM;MASC;SG
kultuur	kultūra	kultuur	kultūra	N;SG	N;NOM;FEM;SG
kaart	kartē	kaart	karte	N;SG	N;ESS;FEM;SG
kaart	karte	kaart	karte	N;SG	N;NOM;FEM;SG
oorsprong	izcelsmi	oorsprong	izcelsme	N;SG	N;ACC;FEM;SG
oorsprong	izcelsme	oorsprong	izcelsme	N;SG	N;NOM;FEM;SG
kennis	paziņa	kennis	paziņa	N;SG	N;NOM;MASC;SG
parlement	parlaments	parlement	parlaments	N;SG	N;NOM;MASC;SG
sosiale	sociāla	sosiaal	sociāla	ADJ;NOM	ADJ;NOM;FEM;SG
sosiale	sociālie	sosiaal	sociāls	ADJ;NOM	ADJ;NOM;MASC;PL
sosiale	sociālais	sosiaal	sociāls	ADJ;NOM	ADJ;NOM;MASC;SG
sosiale	sociālā	sosiaal	sociāls	ADJ;NOM	ADJ;NOM;FEM;SG
sosiale	sociāls	sosiaal	sociāls	ADJ;NOM	ADJ;NOM;MASC;SG
geboue	ēkas	bou	ēka	N;PL	N;NOM;FEM;PL
geboue	celtnes	bou	celtne	N;PL	N;NOM;FEM;PL
gebring	atnesa	bring	atnest	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gebring	atvedis	bring	atvedis	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gebring	atveda	bring	atvest	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
trek	izvilkt	trek	izvilkt	V;PRS	V;POS;NFIN
stem	balso	stem	balss	V;PRS	V;FH;IND;SG;2;POS;PRS;FIN;ACT
stem	balsot	stem	balsot	V;PRS	V;POS;NFIN
stem	balsojam	stem	balsot	V;PRS	V;FH;IND;PL;1;POS;PRS;FIN;ACT
vroeër	agrāk	vroeg	agrāk	ADV;CMPR	ADV
energie	enerģētika	energie	enerģētika	N;SG	N;NOM;FEM;SG
energie	enerģija	energie	enerģija	N;SG	N;NOM;FEM;SG
boere	lauksaimnieki	boer	lauksaimnieks	N;PL	N;NOM;MASC;PL
boere	zemnieki	boer	zemnieks	N;PL	N;NOM;MASC;PL
boere	zemnieki	boer	zemnieks	N;PL	N;NOM;MASC;PL
prys	cena	prys	cena	N;SG	N;NOM;FEM;SG
prys	cenu	prys	cena	N;SG	N;ACC;FEM;SG
prys	balva	prys	balva	N;SG	N;NOM;FEM;SG
prys	balvu	prys	balva	N;SG	N;ACC;FEM;SG
ligging	vieta	ligging	vieta	N;SG	N;NOM;FEM;SG
ligging	novietojums	ligging	novietojums	N;SG	N;NOM;MASC;SG
gestuur	nosūtīta	stuur	nosūtīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gestuur	nosūtīja	stuur	nosūtīt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gestuur	nosūtīti	stuur	nosūtīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gestuur	nosūtīts	stuur	nosūtīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
broer	brālim	broer	brālis	N;SG	N;DAT;MASC;SG
broer	brālis	broer	brālis	N;SG	N;NOM;MASC;SG
broer	brāli	broer	brālis	N;SG	N;ACC;MASC;SG
studente	studenti	student	students	N;PL	N;NOM;MASC;PL
studente	skolēni	student	skolēns	N;PL	N;NOM;MASC;PL
studente	studentiem	student	students	N;PL	N;DAT;MASC;PL
gemeenskap	sabiedrība	gemeenskap	sabiedrība	N;SG	N;NOM;FEM;SG
gemeenskap	kopienu	gemeenskap	kopiena	N;SG	N;ACC;MASC;SG
gemeenskap	kopiena	gemeenskap	kopiena	N;SG	N;NOM;FEM;SG
berg	kalns	berg	kalns	N;SG	N;NOM;MASC;SG
berg	kalnu	berg	kalns	N;SG	N;ACC;MASC;SG
berlyn	berlīne	berlyn	berlīne	N;SG	N;NOM;FEM;SG
oppervlak	virsma	oppervlak	virsma	N;SG	N;NOM;FEM;SG
bronne	avoti	bron	avots	N;PL	N;NOM;MASC;PL
beleid	politika	beleid	politika	N;SG	N;NOM;FEM;SG
beleid	politikā	beleid	politika	N;SG	N;ESS;FEM;SG
album	albuma	album	albums	N;SG	N;GEN;MASC;SG
album	albums	album	albums	N;SG	N;NOM;MASC;SG
album	albumu	album	albums	N;SG	N;ACC;MASC;SG
beweeg	nav	beweeg	nebūt	V;PRS	V;FH;IND;3;NEG;PRS;FIN;ACT
beweeg	pārvietot	beweeg	pārvietot	V;PRS	V;POS;NFIN
beweeg	pārvietoties	beweeg	pārvietoties	V;PRS	V;POS;REFL;NFIN
beweeg	pārvietojas	beweeg	pārvietoties	V;PRS	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
voorheen	iepriekš	voorheen	iepriekš	ADV	ADV
voorheen	agrāk	voorheen	agrāk	ADV	ADV
vertrek	izbraukšana	vertrek	izbraukšana	N;SG	N;NOM;FEM;SG
vertrek	aiziešana	vertrek	aiziešana	N;SG	N;NOM;FEM;SG
vertrek	izlidošanas	vertrek	izlidošana	N;SG	N;NOM;FEM;SG
meerderheid	vairākums	meerderheid	vairākums	N;SG	N;NOM;MASC;SG
meerderheid	vairākumu	meerderheid	vairākums	N;SG	N;ACC;MASC;SG
asië	āzija	asië	āzija	N;SG	N;NOM;FEM;SG
verskaf	sniegt	verskaf	sniegt	V;PRS	V;POS;NFIN
lees	lasi	lees	lasīt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
lees	lasīt	lees	lasīt	V;PRS	V;POS;NFIN
