con	sa	con	sa	ADP	ADP;INS
área	područje	área	područje	N;FEM;SG	N;NOM;NEUT;SG
área	oblast	área	oblast	N;FEM;SG	N;NOM;FEM;SG
grandes	velike	grande	velik	ADJ;PL	ADJ;NOM;DEF;FEM;PL
liga	ligu	liga	liga	N;FEM;SG	N;ACC;FEM;SG
liga	liga	liga	liga	N;FEM;SG	N;NOM;FEM;SG
liga	liga	liga	liga	N;FEM;SG	N;NOM;FEM;SG
muerte	smrt	muerte	smrt	N;FEM;SG	N;NOM;FEM;SG
política	polica	política	polica	N;FEM;SG	N;NOM;FEM;SG
política	politika	política	politika	N;FEM;SG	N;NOM;FEM;SG
política	politika	política	politika	N;FEM;SG	N;NOM;FEM;SG
menos	manje	menos	malo	ADV	ADV;CMPR
hijo	sinko	hijo	sinko	N;MASC;SG	N;NOM;MASC;SG
hijo	sin	hijo	sin	N;MASC;SG	N;NOM;MASC;SG
hecho	napravljen	hecho	napraviti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
hecho	napravljeno	hecho	napraviti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
hecho	gotov	hecho	gotov	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
algunas	neke	alguno	neki	PRO;FEM;PL	PRO;NOM;FEM;PL
algunas	neki	alguno	neki	PRO;FEM;PL	PRO;NOM;MASC;PL
carrera	karijeri	carrera	karijera	N;FEM;SG	N;DAT;FEM;SG
carrera	karijeru	carrera	karijera	N;FEM;SG	N;ACC;FEM;SG
carrera	karijera	carrera	karijera	N;FEM;SG	N;NOM;FEM;SG
carrera	utrka	carrera	utrka	N;FEM;SG	N;NOM;FEM;SG
carrera	trka	carrera	trka	N;FEM;SG	N;NOM;FEM;SG
carrera	rasa	carrera	ras	N;FEM;SG	N;NOM;FEM;SG
carrera	carrera	carrera	carrer	N;FEM;SG	N;NOM;FEM;SG
pueblo	grad	pueblo	grad	N;MASC;SG	N;NOM;MASC;SG
pueblo	pueblo	pueblo	pueblo	N;MASC;SG	N;NOM;MASC;SG
pueblo	selu	pueblo	selo	N;MASC;SG	N;DAT;NEUT;SG
pueblo	selo	pueblo	selo	N;MASC;SG	N;NOM;NEUT;SG
departamento	odjel	departamento	odjel	N;MASC;SG	N;NOM;MASC;SG
departamento	stan	departamento	stan	N;MASC;SG	N;NOM;MASC;SG
departamento	apartman	departamento	apartman	N;MASC;SG	N;NOM;MASC;SG
localidades	mesta	localidad	mest	N;FEM;PL	N;NOM;NEUT;PL
localidades	mjesta	localidad	mjesto	N;FEM;PL	N;NOM;NEUT;PL
localidades	lokacije	localidad	lokacija	N;FEM;PL	N;NOM;FEM;PL
veces	vremena	vez	vrijeme	N;FEM;PL	N;NOM;NEUT;PL
reino	kraljevina	reino	kraljevina	N;MASC;SG	N;NOM;FEM;SG
reino	kraljevstvo	reino	kraljevstvo	N;MASC;SG	N;NOM;NEUT;SG
central	centralno	central	centralan	ADJ;SG	ADJ;NOM;DEF;NEUT;SG
central	središnja	central	središnji	ADJ;SG	ADJ;NOM;DEF;FEM;SG
central	središnji	central	središnji	ADJ;SG	ADJ;NOM;DEF;MASC;SG
ejemplo	uzorak	ejemplo	uzorak	N;MASC;SG	N;NOM;MASC;SG
ejemplo	primjer	ejemplo	primjer	N;MASC;SG	N;NOM;MASC;SG
género	žanr	género	žanr	N;MASC;SG	N;NOM;MASC;SG
género	spol	género	spol	N;MASC;SG	N;NOM;MASC;SG
padre	otac	padre	otac	N;MASC;SG	N;NOM;MASC;SG
campo	polje	campo	polje	N;MASC;SG	N;NOM;NEUT;SG
campo	logor	campo	logor	N;MASC;SG	N;NOM;MASC;SG
campo	kamp	campo	kamp	N;MASC;SG	N;NOM;MASC;SG
isla	ostrvo	isla	ostrvo	N;FEM;SG	N;NOM;NEUT;SG
isla	island	isla	island	N;FEM;SG	N;NOM;MASC;SG
isla	otok	isla	otok	N;FEM;SG	N;NOM;MASC;SG
hacer	napraviti	hacer	napraviti	V;NFIN	V;NFIN
hacer	napravi	hacer	napraviti	V;NFIN	V;IND;SG;3;PRS;FIN
conocido	znan	conocido	znati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
conocido	poznat	conocido	poznat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
conocido	poznata	conocido	poznat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
conocido	poznato	conocido	poznat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
http	http	http	http	N	N;NOM;MASC;SG
países	države	país	država	N;MASC;PL	N;NOM;FEM;PL
países	zemljama	país	zemlja	N;MASC;PL	N;INS;FEM;PL
países	zemlje	país	zemlja	N;MASC;PL	N;NOM;FEM;PL
frente	čelo	frente	čelo	N	N;NOM;NEUT;SG
frente	obrva	frente	obrva	N	N;NOM;FEM;SG
antonio	antonija	antonio	antonija	N;MASC;SG	N;NOM;FEM;SG
antonio	antonio	antonio	antonio	N;MASC;SG	N;NOM;MASC;SG
director	direktor	director	direktor	N;MASC;SG	N;NOM;MASC;SG
director	redatelj	director	redatelj	N;MASC;SG	N;NOM;MASC;SG
días	dane	día	dan	N;MASC;PL	N;ACC;MASC;PL
días	dana	día	dan	N;MASC;PL	N;GEN;MASC;PL
días	dani	día	dati	N;MASC;PL	N;NOM;MASC;PL
española	španjolski	español	španjolski	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
versión	inačica	versión	inačica	N;FEM;SG	N;NOM;FEM;SG
versión	verzija	versión	verzija	N;FEM;SG	N;NOM;FEM;SG
actual	trenutni	actual	trenutan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
actual	trenutna	actual	trenutan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
momento	trenutak	momento	trenutak	N;MASC;SG	N;NOM;MASC;SG
momento	moment	momento	moment	N;MASC;SG	N;NOM;MASC;SG
lista	lista	lista	list	N;FEM;SG	N;NOM;FEM;SG
lista	popis	lista	popis	N;FEM;SG	N;NOM;MASC;SG
densidad	gustoća	densidad	gustoća	N;FEM;SG	N;NOM;FEM;SG
campeonato	prvenstvu	campeonato	prvenstvo	N;MASC;SG	N;DAT;NEUT;SG
campeonato	prvenstvo	campeonato	prvenstvo	N;MASC;SG	N;NOM;NEUT;SG
tarde	kasno	tarde	kasno	ADV	ADV
tarde	poslijepodne	tarde	poslijepodne	ADV	ADV
tarde	popodne	tarde	popodne	ADV	ADV
ejército	vojska	ejército	vojska	N;MASC;SG	N;NOM;FEM;SG
ejército	vojska	ejército	vojska	N;MASC;SG	N;NOM;FEM;SG
ejército	armija	ejército	armija	N;MASC;SG	N;NOM;FEM;SG
porque	jer	porque	jer	CONJ	CONJ
estación	stanica	estación	stanica	N;FEM;SG	N;NOM;FEM;SG
estación	postaja	estación	postaja	N;FEM;SG	N;NOM;FEM;SG
observatorio	opservatoriju	observatorio	opservatorij	N;MASC;SG	N;DAT;MASC;SG
actualmente	trenutačno	actualmente	trenutačno	ADV	ADV
actualmente	trenutno	actualmente	trenutno	ADV	ADV
desarrollo	razvoj	desarrollo	razvoj	N;MASC;SG	N;NOM;MASC;SG
escuela	skola	escuela	skola	N;FEM;SG	N;NOM;FEM;SG
escuela	škola	escuela	škola	N;FEM;SG	N;NOM;FEM;SG
programa	program	programa	program	N;MASC;SG	N;NOM;MASC;SG
información	info	información	info	N;FEM;SG	N;NOM;MASC;SG
información	informacija	información	informacija	N;FEM;SG	N;NOM;FEM;SG
importante	važno	importante	važan	ADJ;SG	ADJ;NOM;DEF;NEUT;SG
último	zadnji	último	zadnji	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
último	posljednja	último	posljednji	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
último	posljednji	último	posljednji	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
último	najnoviji	último	nov	ADJ;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
último	najnovije	último	nov	ADJ;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
canciones	pjesme	canción	pjesma	N;FEM;PL	N;NOM;FEM;PL
canciones	pesme	canción	pesma	N;FEM;PL	N;NOM;FEM;PL
uso	uporaba	uso	uporaba	N;MASC;SG	N;NOM;FEM;SG
uso	upotreba	uso	upotreba	N;MASC;SG	N;NOM;FEM;SG
uso	korištenje	uso	korištenje	N;MASC;SG	N;NOM;NEUT;SG
uso	upotrebi	uso	upotreba	N;MASC;SG	N;DAT;FEM;SG
juegos	utakmice	juego	utakmica	N;MASC;PL	N;NOM;FEM;PL
juegos	igre	juego	igra	N;MASC;PL	N;NOM;FEM;PL
juegos	igrice	juego	igrica	N;MASC;PL	N;NOM;FEM;PL
localidad	lokalitetu	localidad	lokalitet	N;FEM;SG	N;DAT;MASC;SG
base	baza	base	baza	N;SG	N;NOM;FEM;SG
punto	punto	punto	punto	N;MASC;SG	N;NOM;MASC;SG
punto	točka	punto	točka	N;MASC;SG	N;NOM;FEM;SG
posición	položaj	posición	položaj	N;FEM;SG	N;NOM;MASC;SG
posición	pozicija	posición	pozicija	N;FEM;SG	N;NOM;FEM;SG
alemania	wehrmacht	alemania	wehrmacht	N;FEM;SG	N;NOM;MASC;SG
ubicación	plasman	ubicación	plasman	N;FEM;SG	N;NOM;MASC;SG
ubicación	lokacija	ubicación	lokacija	N;FEM;SG	N;NOM;FEM;SG
ubicación	lokaciju	ubicación	lokacija	N;FEM;SG	N;ACC;FEM;SG
partidos	podudaranja	partido	podudaranje	N;MASC;PL	N;NOM;NEUT;PL
partidos	šibice	partido	šibica	N;MASC;PL	N;NOM;FEM;PL
grupos	grupe	grupo	grupa	N;MASC;PL	N;NOM;FEM;PL
miembros	članstva	miembro	članstvo	N;MASC;PL	N;NOM;NEUT;PL
miembros	članstva	miembro	članstvo	N;MASC;PL	N;NOM;NEUT;PL
miembros	članove	miembro	član	N;MASC;PL	N;ACC;MASC;PL
miembros	članice	miembro	članica	N;MASC;PL	N;NOM;FEM;PL
miembros	članovi	miembro	član	N;MASC;PL	N;NOM;MASC;PL
miembros	članova	miembro	član	N;MASC;PL	N;GEN;MASC;PL
pedro	petre	pedro	petra	N;MASC;SG	N;NOM;FEM;SG
pedro	petra	pedro	petar	N;MASC;SG	N;NOM;MASC;SG
pedro	petar	pedro	petar	N;MASC;SG	N;NOM;MASC;SG
capital	kapitala	capital	kapital	N;FEM;SG	N;GEN;MASC;SG
capital	kapital	capital	kapital	N;FEM;SG	N;NOM;MASC;SG
teatro	teatar	teatro	teatar	N;MASC;SG	N;NOM;MASC;SG
teatro	kazalište	teatro	kazalište	N;MASC;SG	N;NOM;NEUT;SG
teatro	teatar	teatro	teatar	N;MASC;SG	N;NOM;MASC;SG
teatro	kazalište	teatro	kazalište	N;MASC;SG	N;NOM;NEUT;SG
datos	podaci	dato	podatak	N;MASC;PL	N;NOM;MASC;PL
manera	put	manera	put	N;FEM;SG	N;NOM;MASC;SG
manera	način	manera	način	N;FEM;SG	N;NOM;MASC;SG
manera	nacin	manera	nacin	N;FEM;SG	N;NOM;MASC;SG
laboratorio	laboratorij	laboratorio	laboratorij	N;MASC;SG	N;NOM;MASC;SG
laboratorio	laboratorija	laboratorio	laboratorija	N;MASC;SG	N;ACC;MASC;SG
laboratorio	laboratorij	laboratorio	laboratorij	N;MASC;SG	N;NOM;MASC;SG
laboratorio	laboratorija	laboratorio	laboratorija	N;MASC;SG	N;ACC;MASC;SG
laboratorio	lab	laboratorio	lab	N;MASC;SG	N;NOM;MASC;SG
socorro	olakšanje	socorro	olakšanje	N;MASC;SG	N;NOM;NEUT;SG
libro	knjiga	libro	knjiga	N;MASC;SG	N;NOM;FEM;SG
estudios	studiji	estudio	studij	N;MASC;PL	N;NOM;MASC;PL
estudios	studije	estudio	studija	N;MASC;PL	N;NOM;FEM;PL
barcelona	barcelonu	barcelona	barcelon	N;FEM;SG	N;ACC;FEM;SG
barcelona	barceloni	barcelona	barcelon	N;FEM;SG	N;DAT;FEM;SG
barcelona	barcelona	barcelona	barcelon	N;FEM;SG	N;NOM;FEM;SG
nivel	razina	nivel	razina	N;MASC;SG	N;NOM;FEM;SG
nivel	nivo	nivel	nivo	N;MASC;SG	N;NOM;MASC;SG
nivel	level	nivel	level	N;MASC;SG	N;NOM;MASC;SG
mayoría	većina	mayoría	većina	N;FEM;SG	N;NOM;FEM;SG
unión	unija	unión	unija	N;FEM;SG	N;NOM;FEM;SG
unión	unije	unión	unija	N;FEM;SG	N;NOM;FEM;SG
unión	sindikat	unión	sindikat	N;FEM;SG	N;NOM;MASC;SG
edad	dob	edad	dob	N;FEM;SG	N;NOM;FEM;SG
edad	godine	edad	godina	N;FEM;SG	N;GEN;FEM;SG
edad	dobi	edad	dob	N;FEM;SG	N;DAT;FEM;SG
edad	godište	edad	godište	N;FEM;SG	N;NOM;NEUT;SG
artículos	članke	artículo	članak	N;MASC;PL	N;ACC;MASC;PL
artículos	članci	artículo	članak	N;MASC;PL	N;NOM;MASC;PL
artículos	predmeti	artículo	predmet	N;MASC;PL	N;NOM;MASC;PL
artículos	stavke	artículo	stavka	N;MASC;PL	N;NOM;FEM;PL
juego	gaming	juego	gaming	N;MASC;SG	N;NOM;MASC;SG
juego	igra	juego	igra	N;MASC;SG	N;NOM;FEM;SG
juego	kockanje	juego	kockanje	N;MASC;SG	N;NOM;NEUT;SG
juego	kocka	juego	kock	N;MASC;SG	N;NOM;FEM;SG
arte	umjetnost	arte	umjetnost	N;SG	N;NOM;FEM;SG
especies	vrste	especie	vrsta	N;FEM;PL	N;NOM;FEM;PL
europa	europe	europa	europa	N;FEM;SG	N;NOM;FEM;SG
europa	evropa	europa	evropa	N;FEM;SG	N;NOM;FEM;SG
europa	europa	europa	europa	N;FEM;SG	N;NOM;FEM;SG
europa	evropa	europa	evropa	N;FEM;SG	N;NOM;FEM;SG
europa	europa	europa	europa	N;FEM;SG	N;NOM;FEM;SG
estilo	stil	estilo	stil	N;MASC;SG	N;NOM;MASC;SG
estilo	stila	estilo	stil	N;MASC;SG	N;GEN;MASC;SG
cine	kino	cine	kino	N;MASC;SG	N;NOM;MASC;SG
cine	film	cine	film	N;MASC;SG	N;NOM;MASC;SG
cine	kino	cine	kino	N;MASC;SG	N;NOM;MASC;SG
cine	film	cine	film	N;MASC;SG	N;NOM;MASC;SG
proyecto	projekt	proyecto	projekt	N;MASC;SG	N;NOM;MASC;SG
proyecto	projekat	proyecto	projekat	N;MASC;SG	N;NOM;MASC;SG
center	centar	center	centar	N;MASC;SG	N;NOM;MASC;SG
selección	odabir	selección	odabir	N;FEM;SG	N;NOM;MASC;SG
costa	costa	costa	costa	N;FEM;SG	N;NOM;MASC;SG
costa	obali	costa	obala	N;FEM;SG	N;DAT;FEM;SG
costa	obala	costa	obala	N;FEM;SG	N;NOM;FEM;SG
equipos	timovi	equipo	tim	N;MASC;PL	N;NOM;MASC;PL
equipos	ekipe	equipo	ekipa	N;MASC;PL	N;NOM;FEM;PL
equipos	momčadi	equipo	momčad	N;MASC;PL	N;NOM;FEM;PL
origen	porijeklo	origen	porijeklo	N;MASC;SG	N;NOM;NEUT;SG
origen	podrijetlo	origen	podrijetlo	N;MASC;SG	N;NOM;NEUT;SG
origen	izvor	origen	izvor	N;MASC;SG	N;NOM;MASC;SG
origen	porijeklo	origen	porijeklo	N;MASC;SG	N;NOM;NEUT;SG
código	kôd	código	kôd	N;MASC;SG	N;NOM;MASC;SG
código	šifra	código	šifra	N;MASC;SG	N;NOM;FEM;SG
museo	muzej	museo	muzej	N;MASC;SG	N;NOM;MASC;SG
puntos	točke	punto	točka	N;MASC;PL	N;NOM;FEM;PL
puntos	točkice	punto	točkica	N;MASC;PL	N;NOM;FEM;PL
puntos	bodova	punto	bod	N;MASC;PL	N;GEN;MASC;PL
puntos	točke	punto	točka	N;MASC;PL	N;NOM;FEM;PL
puntos	bodovi	punto	bod	N;MASC;PL	N;NOM;MASC;PL
puntos	šavovi	punto	šav	N;MASC;PL	N;NOM;MASC;PL
militar	vojno	militar	vojno	ADJ;SG	ADJ;NOM;NEUT;SG
militar	vojni	militar	vojni	ADJ;SG	ADJ;NOM;DEF;MASC;SG
américa	americi	américa	amerika	N;FEM;SG	N;DAT;FEM;SG
américa	amerika	américa	amerika	N;FEM;SG	N;NOM;FEM;SG
américa	america	américa	america	N;FEM;SG	N;NOM;FEM;SG
américa	ameriku	américa	amerika	N;FEM;SG	N;ACC;FEM;SG
américa	américa	américa	américa	N;FEM;SG	N;NOM;FEM;SG
ubicado	smješten	ubicado	smjestiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
producción	izlaz	producción	izlaz	N;FEM;SG	N;NOM;MASC;SG
producción	proizvodnja	producción	proizvodnja	N;FEM;SG	N;NOM;FEM;SG
producción	produkcija	producción	produkcija	N;FEM;SG	N;NOM;FEM;SG
tener	imati	tener	imati	V;NFIN	V;NFIN
wikipedia	wikipedia	wikipedia	wikipedia	N;FEM;SG	N;NOM;MASC;SG
plantas	biljke	planta	biljka	N;FEM;PL	N;NOM;FEM;PL
plantas	biljke	planta	biljka	N;FEM;PL	N;NOM;FEM;PL
comenzó	počelo	comenzar	početi	V;IND;SG;3;PST;FIN	V;NEUT;SG;PST;V.PTCP;ACT
debe	duguje	deber	dugovati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
debe	mora	deber	morati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
siempre	uvek	siempre	uvek	ADV	ADV
siempre	uvijek	siempre	uvijek	ADV	ADV
metros	metara	metro	metar	N;MASC;PL	N;GEN;MASC;PL
oro	zlato	oro	zlato	N;MASC;SG	N;NOM;NEUT;SG
oro	zlata	oro	zlat	N;MASC;SG	N;GEN;MASC;SG
posteriormente	naknadno	posteriormente	naknadno	ADV	ADV
posteriormente	kasnije	posteriormente	kasno	ADV	ADV;CMPR
casi	skoro	casi	skoro	ADV	ADV
casi	gotovo	casi	gotovo	ADV	ADV
construcción	zgrada	construcción	zgrada	N;FEM;SG	N;NOM;FEM;SG
construcción	zgradi	construcción	zgrada	N;FEM;SG	N;DAT;FEM;SG
construcción	izgradnja	construcción	izgradnja	N;FEM;SG	N;NOM;FEM;SG
construcción	konstrukcija	construcción	konstrukcija	N;FEM;SG	N;NOM;FEM;SG
construcción	gradnja	construcción	gradnja	N;FEM;SG	N;NOM;FEM;SG
construcción	izgradnju	construcción	izgradnja	N;FEM;SG	N;ACC;FEM;SG
local	lokalni	local	lokalan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
francés	francuza	francés	francuz	N;MASC;SG	N;ACC;MASC;SG
francés	francuz	francés	francuz	N;MASC;SG	N;NOM;MASC;SG
cultura	kultura	cultura	kultura	N;FEM;SG	N;NOM;FEM;SG
santiago	santiago	santiago	santiago	N;MASC;SG	N;NOM;MASC;SG
cerca	blizu	cerca	blizu	ADV	ADV
estudio	studij	estudio	studij	N;MASC;SG	N;NOM;MASC;SG
estudio	studija	estudio	studij	N;MASC;SG	N;GEN;MASC;SG
estudio	studija	estudio	studij	N;MASC;SG	N;GEN;MASC;SG
estudio	studio	estudio	studio	N;MASC;SG	N;NOM;MASC;SG
usuario	korisnik	usuario	korisnik	N;MASC;SG	N;NOM;MASC;SG
finalmente	konačno	finalmente	konačno	ADV	ADV
finalmente	konacno	finalmente	konacno	ADV	ADV
finalmente	napokon	finalmente	napokon	ADV	ADV
cinco	pet	cinco	pet	NUM;PL	NUM
anterior	prethodni	anterior	prethodan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
anterior	prethodna	anterior	prethodan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
cargo	teret	cargo	teret	N;MASC;SG	N;NOM;MASC;SG
cargo	naboj	cargo	naboj	N;MASC;SG	N;NOM;MASC;SG
batalla	bitku	batalla	bitka	N;FEM;SG	N;ACC;FEM;SG
batalla	boj	batalla	boj	N;FEM;SG	N;NOM;MASC;SG
batalla	bitka	batalla	bitka	N;FEM;SG	N;NOM;FEM;SG
derecho	pravo	derecho	pravo	N;MASC;SG	N;NOM;NEUT;SG
derecho	zakon	derecho	zakon	N;MASC;SG	N;NOM;MASC;SG
imagen	sliku	imagen	slika	N;FEM;SG	N;ACC;FEM;SG
imagen	slika	imagen	slika	N;FEM;SG	N;NOM;FEM;SG
puerto	puerto	puerto	puerto	N;MASC;SG	N;NOM;MASC;SG
puerto	port	puerto	port	N;MASC;SG	N;NOM;MASC;SG
puerto	luka	puerto	luka	N;MASC;SG	N;NOM;FEM;SG
torneo	turnir	torneo	turnir	N;MASC;SG	N;NOM;MASC;SG
mucho	puno	mucho	puno	ADV	ADV
mucho	mnogo	mucho	mnogo	ADV	ADV
social	društveni	social	društven	ADJ;SG	ADJ;NOM;DEF;MASC;SG
social	društvena	social	društven	ADJ;SG	ADJ;NOM;DEF;FEM;SG
social	socijalna	social	socijalan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
millones	milijuni	millón	milijun	N;MASC;PL	N;NOM;MASC;PL
comunidad	zajednica	comunidad	zajednica	N;FEM;SG	N;NOM;FEM;SG
fin	završetak	fin	završetak	N;MASC;SG	N;NOM;MASC;SG
fin	kraj	fin	kraj	N;MASC;SG	N;NOM;MASC;SG
acuerdo	sporazum	acuerdo	sporazum	N;MASC;SG	N;NOM;MASC;SG
acuerdo	dogovor	acuerdo	dogovor	N;MASC;SG	N;NOM;MASC;SG
acuerdo	aranžman	acuerdo	aranžman	N;MASC;SG	N;NOM;MASC;SG
lado	strana	lado	strana	N;MASC;SG	N;NOM;FEM;SG
colombia	columbia	colombia	columbia	N;FEM;SG	N;NOM;MASC;SG
colombia	kolumbiju	colombia	kolumbija	N;FEM;SG	N;ACC;FEM;SG
colombia	kolumbija	colombia	kolumbija	N;FEM;SG	N;NOM;FEM;SG
colombia	kolumbiji	colombia	kolumbija	N;FEM;SG	N;DAT;FEM;SG
servicio	usluga	servicio	usluga	N;MASC;SG	N;NOM;FEM;SG
rock	kamena	rock	kamen	N;MASC;SG	N;NOM;FEM;SG
rock	kamen	rock	kamen	N;MASC;SG	N;NOM;MASC;SG
rock	stijena	rock	stijena	N;MASC;SG	N;NOM;FEM;SG
político	politička	político	politički	ADJ;MASC;SG	ADJ;NOM;FEM;SG
político	političko	político	politički	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
películas	filmovi	película	film	N;FEM;PL	N;NOM;MASC;PL
películas	filmovi	película	film	N;FEM;PL	N;NOM;MASC;PL
películas	filmove	película	film	N;FEM;PL	N;ACC;MASC;PL
ver	vidi	ver	vidjeti	V;NFIN	V;IND;SG;3;PRS;FIN
ver	prikaži	ver	prikaž	V;NFIN	V;IMP;SG;3;PRS;FIN
fuera	vani	fuera	vani	ADV	ADV
fuera	izvana	fuera	izvana	ADV	ADV
pesar	kajanje	pesar	kajanje	N	N;NOM;NEUT;SG
pesar	žaljenje	pesar	žaljenje	N	N;NOM;NEUT;SG
mediante	kroz	mediante	kroz	ADP	ADP;ACC
popular	popularni	popular	popularan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
popular	popularna	popular	popularan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
popular	popularan	popular	popularan	ADJ;SG	ADJ;NOM;INDF;MASC;SG
popular	popularno	popular	popularan	ADJ;SG	ADJ;NOM;DEF;NEUT;SG
hoy	danas	hoy	danas	ADV	ADV
alto	visok	alto	visok	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
alto	visoka	alto	visok	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
alto	visoki	alto	visok	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
alto	visok	alto	visok	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
alto	visoka	alto	visok	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
cuerpo	telo	cuerpo	telo	N;MASC;SG	N;NOM;NEUT;SG
cuerpo	tijelo	cuerpo	tijelo	N;MASC;SG	N;NOM;NEUT;SG
sino	ali	sino	ali	CONJ	CONJ
disco	album	disco	album	N;MASC;SG	N;NOM;MASC;SG
disco	disco	disco	disco	N;MASC;SG	N;NOM;MASC;SG
disco	disko	disco	disko	N;MASC;SG	N;NOM;MASC;SG
disco	diska	disco	disk	N;MASC;SG	N;GEN;MASC;SG
disco	medij	disco	medij	N;MASC;SG	N;NOM;MASC;SG
disco	disk	disco	disk	N;MASC;SG	N;NOM;MASC;SG
disco	disk	disco	disk	N;MASC;SG	N;NOM;MASC;SG
finales	završetke	final	završetak	N;MASC;PL	N;ACC;MASC;PL
sociedad	društvo	sociedad	društvo	N;FEM;SG	N;NOM;NEUT;SG
sociedad	drustvo	sociedad	drustvo	N;FEM;SG	N;NOM;NEUT;SG
sociedad	partnerstvo	sociedad	partnerstvo	N;FEM;SG	N;NOM;NEUT;SG
sociedad	sociedad	sociedad	sociedad	N;FEM;SG	N;NOM;MASC;SG
tema	tema	tema	tema	N;MASC;SG	N;NOM;FEM;SG
tema	tema	tema	tema	N;MASC;SG	N;NOM;FEM;SG
tema	predmet	tema	predmet	N;MASC;SG	N;NOM;MASC;SG
tema	subjekt	tema	subjekt	N;MASC;SG	N;NOM;MASC;SG
dirección	smjer	dirección	smjer	N;FEM;SG	N;NOM;MASC;SG
dirección	pravac	dirección	pravac	N;FEM;SG	N;NOM;MASC;SG
dirección	smjeru	dirección	smjer	N;FEM;SG	N;DAT;MASC;SG
dirección	uprava	dirección	uprava	N;FEM;SG	N;NOM;FEM;SG
dirección	upravljanje	dirección	upravljanje	N;FEM;SG	N;NOM;NEUT;SG
dirección	menadžment	dirección	menadžment	N;FEM;SG	N;NOM;MASC;SG
dirección	adresu	dirección	adresa	N;FEM;SG	N;ACC;FEM;SG
dirección	adresa	dirección	adres	N;FEM;SG	N;NOM;FEM;SG
hombres	ljudi	hombre	čovjek	N;MASC;PL	N;NOM;MASC;PL
hombres	muškarci	hombre	muškarac	N;MASC;PL	N;NOM;MASC;PL
última	zadnji	último	zadnji	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
última	posljednja	último	posljednji	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
última	posljednji	último	posljednji	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
última	najnoviji	último	nov	ADJ;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
última	najnovije	último	nov	ADJ;FEM;SG	ADJ;NOM;DEF;RL;FEM;SG
original	izvorna	original	izvoran	ADJ;SG	ADJ;NOM;DEF;FEM;SG
original	izvorni	original	izvoran	ADJ;SG	ADJ;NOM;DEF;MASC;SG
estadio	arena	estadio	arena	N;MASC;SG	N;NOM;FEM;SG
estadio	estadio	estadio	estadio	N;MASC;SG	N;NOM;MASC;SG
estadio	stadion	estadio	stadion	N;MASC;SG	N;NOM;MASC;SG
ley	zakon	ley	zakon	N;FEM;SG	N;NOM;MASC;SG
ley	akt	ley	akt	N;FEM;SG	N;NOM;MASC;SG
ley	čin	ley	čin	N;FEM;SG	N;NOM;MASC;SG
oeste	zapad	oeste	zapad	N;MASC;SG	N;NOM;MASC;SG
mujeres	žene	mujer	žena	N;FEM;PL	N;NOM;FEM;PL
incluso	čak	incluso	čak	ADV	ADV
cambio	promjena	cambio	promjena	N;MASC;SG	N;NOM;FEM;SG
cambio	razmjena	cambio	razmjena	N;MASC;SG	N;NOM;FEM;SG
cambio	zamjenu	cambio	zamjena	N;MASC;SG	N;ACC;FEM;SG
style	stil	style	stil	N	N;NOM;MASC;SG
style	stila	style	stil	N	N;GEN;MASC;SG
jugador	igrač	jugador	igrač	N;MASC;SG	N;NOM;MASC;SG
