ale	ama	ale	ama	CONJ	CONJ
psaní	yazarlık	psaní	yazarlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jisté	belli	jistý	belli	ADJ;NOM;NEUT;SG;POS	ADJ
odpor	direniş	odpor	direniş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obecný	genel	obecný	genel	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
krátký	kısa	krátký	kısa	ADJ;INAN;NOM;MASC;SG;POS	ADJ
úkol	görev	úkol	görev	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
úkol	görev	úkol	görev	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zaměstnání	iş	zaměstnání	iş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zaměstnání	iş	zaměstnání	iş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zaměstnání	mesleği	zaměstnání	meslek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
bratři	kardeşlerim	bratr	kardeş	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
bratři	kardeşler	bratr	kardeş	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
značka	markası	značka	marka	N;NOM;FEM;SG;POS	N;NOM;SG;3
server	sunucusu	server	sunucu	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
památník	memorial	památník	memorial	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
diváci	seyirciler	divák	seyirci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
diváci	izleyiciler	divák	izleyici	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
diváci	izleyenler	divák	izle	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
diváci	izleyiciler	divák	izleyici	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
diváci	izleyenler	divák	izle	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
zdi	duvarlar	zeď	duvar	N;NOM;FEM;PL;POS	N;NOM;PL;3
hesla	şifreler	heslo	şifre	N;NOM;NEUT;PL;POS	N;NOM;PL;3
academia	akademi	academium	akadem	N;NOM;FEM;SG;POS	N;NOM;SG;3
tratě	hatlar	trať	hat	N;NOM;FEM;PL;POS	N;NOM;PL;3
tratě	çizgiler	trať	çizgi	N;NOM;FEM;PL;POS	N;NOM;PL;3
nominace	adaylığı	nominace	adaylık	N;NOM;FEM;SG;POS	N;NOM;SG;3
lásky	sevgiler	láska	sevgi	N;NOM;FEM;PL;POS	N;NOM;PL;3
nebezpečí	tehlike	nebezpečí	tehlike	N;NOM;NEUT;SG;POS	N;NOM;SG;3
koncert	konser	koncert	konser	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
institut	enstitüsü	institut	enstitü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
projekty	projeler	projekt	proje	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příběhy	hikayeler	příběh	hikaye	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příběhy	öyküler	příběh	öykü	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příběhy	masallar	příběh	masal	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příběhy	hikâyeler	příběh	hikuye	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příběhy	haberler	příběh	haber	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příběhy	öyküler	příběh	öykü	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příběhy	hikayeler	příběh	hikaye	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
prosinec	aralık	prosinec	aralık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
prosinec	aralık	prosinec	aralık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
podnikatel	girişimci	podnikatel	girişimci	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
podnikatel	işadamı	podnikatel	işadam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
hmotnosti	ağırlığı	hmotnost	ağırlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
hmotnosti	kilosu	hmotnost	kilo	N;NOM;FEM;SG;POS	N;NOM;SG;3
vyznamenání	madalya	vyznamenání	madalya	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vyznamenání	madalyası	vyznamenání	madalya	N;NOM;NEUT;SG;POS	N;NOM;SG;3
hotel	otel	hotel	otel	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hotel	hotel	hotel	hotel	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
srovnání	karşılaştırma	srovnání	karşılaş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
tok	akışı	tok	akış	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
věty	ifadeler	věta	ifade	N;NOM;FEM;PL;POS	N;NOM;PL;3
věty	cümleler	věta	cümle	N;NOM;FEM;PL;POS	N;NOM;PL;3
věty	hükümler	věta	hüküm	N;NOM;FEM;PL;POS	N;NOM;PL;3
věty	cümleler	věta	cümle	N;NOM;FEM;PL;POS	N;NOM;PL;3
věty	cezalar	věta	ceza	N;NOM;FEM;PL;POS	N;NOM;PL;3
muzeu	museum	muzeum	museum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
přijetí	kabul	přijetí	kabul	N;NOM;NEUT;SG;POS	N;NOM;SG;3
přijetí	evlatlık	přijetí	evlatlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
smlouva	sözleşmesi	smlouva	sözleşme	N;NOM;FEM;SG;POS	N;NOM;SG;3
smlouva	antlaşması	smlouva	antlaşma	N;NOM;FEM;SG;POS	N;NOM;SG;3
tabulky	masalar	tabulka	masa	N;NOM;FEM;PL;POS	N;NOM;PL;3
tabulky	tablolar	tabulka	tablo	N;NOM;FEM;PL;POS	N;NOM;PL;3
tabulky	tablolar	tabulka	tablo	N;NOM;FEM;PL;POS	N;NOM;PL;3
podoba	benzerlik	podoba	benzerlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
podoba	benzerliği	podoba	benzerlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
podoba	benzerlik	podoba	benzerlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
úřady	makamlar	úřad	makam	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
definice	tanımı	definice	tanım	N;NOM;FEM;SG;POS	N;NOM;SG;3
skutečnost	gerçeklik	skutečnost	gerçeklik	N;NOM;FEM;SG;POS	N;NOM;SG;3
instituce	kuruluşlar	instituce	kuruluş	N;NOM;FEM;PL;POS	N;NOM;PL;3
instituce	kurumlar	instituce	kurum	N;NOM;FEM;PL;POS	N;NOM;PL;3
fyzik	fizikçi	fyzik	fizikçi	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
filosofie	felsefesi	filozofie	felsefe	N;NOM;FEM;SG;POS	N;NOM;SG;3
jádra	çekirdekleri	jádro	çekir	N;NOM;NEUT;PL;POS	N;NOM;PL;3
jádra	taneleri	jádro	tane	N;NOM;NEUT;PL;POS	N;NOM;PL;3
komentáře	yorumlar	komentář	yorum	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
jednoduché	basit	jednoduchý	basit	ADJ;NOM;NEUT;SG;POS	ADJ
jednoduché	yavaş	jednoduchý	yavaş	ADJ;NOM;NEUT;SG;POS	ADJ
jednoduché	kolay	jednoduchý	kolay	ADJ;NOM;NEUT;SG;POS	ADJ
internet	internet	internet	internet	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
demokratické	demokratik	demokratický	demokratik	ADJ;NOM;NEUT;SG;POS	ADJ
zákony	kanunlar	zákon	kanun	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zákony	yasalar	zákon	yasa	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zákony	yasaları	zákon	yasa	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zelená	yeşil	zelený	yeşil	ADJ;NOM;FEM;SG;POS	ADJ
básně	şiirler	báseň	şiir	N;NOM;FEM;PL;POS	N;NOM;PL;3
vzhled	görünüşü	vzhled	görünüş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vzhled	görünümü	vzhled	görün	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vzhled	görünüm	vzhled	görün	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
způsoby	yolları	způsob	yol	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
způsoby	yollar	způsob	yol	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
komory	odalar	komora	oda	N;NOM;FEM;PL;POS	N;NOM;PL;3
komory	komorlar	komora	komor	N;NOM;FEM;PL;POS	N;NOM;PL;3
oznámil	duyurdu	oznámit	duyur	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
nedostatek	eksikliği	nedostatek	eksiklik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
nedostatek	eksiklik	nedostatek	eksiklik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
nedostatek	eksikliği	nedostatek	eksiklik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
nedostatek	eksiklik	nedostatek	eksiklik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
nedostatek	sıkıntısı	nedostatek	sıkıntı	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
větve	dalları	větev	dal	N;NOM;FEM;PL;POS	N;NOM;PL;3
větve	dallar	větev	dal	N;NOM;FEM;PL;POS	N;NOM;PL;3
bezpečnosti	güvenliği	bezpečnost	güvenlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
bezpečnosti	emniyet	bezpečnost	emniyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
bezpečnosti	güvenlik	bezpečnost	güvenlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
zásadní	yaşamsal	zásadní	yaşamsal	ADJ;NOM;MASC;SG;POS	ADJ
komedie	komedi	komedie	komedi	N;NOM;FEM;SG;POS	N;NOM;SG;3
komedie	komedi	komedie	komedi	N;NOM;FEM;SG;POS	N;NOM;SG;3
světle	aydınlık	světlo	aydınlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
turistické	turistik	turistický	turistik	ADJ;NOM;MASC;PL;POS	ADJ
osvobození	muafiyet	osvobození	muafiyet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
pes	köpek	pes	köpek	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
ráže	kalibre	ráže	kalibre	N;NOM;FEM;SG;POS	N;NOM;SG;3
ráže	kalibre	ráže	kalibre	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlaky	trenler	vlak	tren	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zlato	bebeğim	zlato	bebek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zlato	bebeğim	zlato	bebek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
hrady	kaleler	hrad	kale	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
sestry	kardeşler	sestra	kardeş	N;NOM;FEM;PL;POS	N;NOM;PL;3
sestry	rahibeler	sestra	rahibe	N;NOM;FEM;PL;POS	N;NOM;PL;3
sestry	hemşireler	sestra	hemşire	N;NOM;FEM;PL;POS	N;NOM;PL;3
příklady	örnekler	příklad	örnek	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
struktury	yapılar	struktura	yap	N;NOM;FEM;PL;POS	N;NOM;PL;3
prostory	boşluklar	prostora	boşluk	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
oblastní	bölgesel	oblastní	bölgesel	ADJ;NOM;MASC;SG;POS	ADJ
pravda	doğruluk	pravda	doğruluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
otevření	açılış	otevření	açılış	N;NOM;NEUT;SG;POS	N;NOM;SG;3
otevření	açılışı	otevření	açılış	N;NOM;NEUT;SG;POS	N;NOM;SG;3
biskupství	piskoposluk	biskupství	piskoposluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dohody	anlaşmalar	dohoda	anlaş	N;NOM;FEM;PL;POS	N;NOM;PL;3
dohody	fırsatlar	dohoda	fırsat	N;NOM;FEM;PL;POS	N;NOM;PL;3
dohody	anlaşmalar	dohoda	anlaş	N;NOM;FEM;PL;POS	N;NOM;PL;3
premiér	başbakan	premiér	başbakan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
pán	rabbim	pán	rabbi	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
funkční	işlevsel	funkční	işlevsel	ADJ;NOM;MASC;SG;POS	ADJ
předem	önceden	předem	önceden	ADV	ADV
svazek	sesi	svazek	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
svazek	ses	svazek	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
lokomotivy	lokomotifler	lokomotiva	lokomotif	N;NOM;FEM;PL;POS	N;NOM;PL;3
oceán	ocean	oceán	ocean	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obnovení	restorasyon	obnovení	restorasyon	N;NOM;NEUT;SG;POS	N;NOM;SG;3
předměty	makaleler	předmět	makale	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
předměty	yazılar	předmět	yazı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
předměty	nesneler	předmět	nesne	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
předměty	eşyalar	předmět	eşya	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
předměty	ürünler	předmět	ürün	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
událost	etkinlik	událost	etkinlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
ruce	silahlar	ruka	silah	N;NOM;FEM;PL;POS	N;NOM;PL;3
ruce	eller	ruka	el	N;NOM;FEM;PL;POS	N;NOM;PL;3
nádrž	tankı	nádrž	tankı	N;NOM;FEM;SG;POS	N;NOM;SG;3
nádrž	rezervuar	nádrž	rezervuar	N;NOM;FEM;SG;POS	N;NOM;SG;3
veřejnost	kamu	veřejnost	kamu	N;NOM;FEM;SG;POS	N;NOM;SG;3
asistent	yardımcısı	asistent	yardımcı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
prošel	geçtim	projít	geç	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
prošel	geçti	projít	geç	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
syny	oğullar	syn	oğul	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
trest	penaltı	trest	penaltı	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trest	cezası	trest	ceza	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trest	ceza	trest	ceza	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trest	cezası	trest	ceza	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trest	ceza	trest	ceza	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trest	ceza	trest	ceza	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
příspěvky	gönderiler	příspěvek	gönder	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příspěvky	bağışlar	příspěvek	bağış	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
objem	sesi	objem	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
objem	ses	objem	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
programy	programlar	program	program	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
programy	programları	program	program	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
programy	programlar	program	program	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
programy	programları	program	program	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
díly	parçalar	díl	parça	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
sezónu	sezonu	sezóna	sezon	N;ACC;FEM;SG;POS	N;ACC;SG;3
prvek	element	prvek	element	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obchody	dükkanlar	obchod	dükkan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obchody	mağazalar	obchod	mağaza	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obchody	dükkanlar	obchod	dükkan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
obchody	mağazalar	obchod	mağaza	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
epizody	bölümler	epizoda	bölüm	N;NOM;FEM;PL;POS	N;NOM;PL;3
odpověď	cevap	odpověď	cevap	N;NOM;FEM;SG;POS	N;NOM;SG;3
odpověď	cevapla	odpověď	cevap	N;NOM;FEM;SG;POS	N;NOM;SG;3
odpověď	cevap	odpověď	cevap	N;NOM;FEM;SG;POS	N;NOM;SG;3
odpověď	cevapla	odpověď	cevap	N;NOM;FEM;SG;POS	N;NOM;SG;3
odpověď	cevap	odpověď	cevap	N;NOM;FEM;SG;POS	N;NOM;SG;3
prodloužení	eklenti	prodloužení	ekle	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vzal	aldı	vzít	al	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
digitální	sayısal	digitální	sayısal	ADJ;NOM;MASC;SG;POS	ADJ
architektura	mimarisi	architektura	mimari	N;NOM;FEM;SG;POS	N;NOM;SG;3
motivy	motifleri	motiv	motif	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
motivy	sebepleri	motiv	sebep	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
drama	tiyatro	drama	tiyatro	N;NOM;NEUT;SG;POS	N;NOM;SG;3
orgány	makamlar	orgán	makam	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
orgány	organlar	orgán	organ	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
orgány	organları	orgán	organ	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
myšlenky	düşünceler	myšlenka	düşünce	N;NOM;FEM;PL;POS	N;NOM;PL;3
myšlenky	düşünceleriniz	myšlenka	düşünce	N;NOM;FEM;PL;POS	N;NOM;PL;3
případy	vakalar	případ	vaka	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
případy	davalar	případ	dava	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
manžel	kocacığım	manžel	koc	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
návrhy	tasarımlar	návrh	tasarım	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
návrhy	önerileri	návrh	öneri	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
návrhy	öneriler	návrh	öner	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
návrhy	öneriler	návrh	öner	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
návrhy	önerileri	návrh	öneri	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
návrhy	teklifler	návrh	teklif	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
soukromé	özel	soukromý	özel	ADJ;NOM;MASC;SG;POS	ADJ
trasy	yolları	trasa	yol	N;NOM;FEM;PL;POS	N;NOM;PL;3
technika	teknisyeni	technika	teknisye	N;NOM;FEM;SG;POS	N;NOM;SG;3
čtvrť	semt	čtvrť	semt	N;NOM;FEM;SG;POS	N;NOM;SG;3
čtvrť	komşuluk	čtvrť	komşuluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
čtvrť	semt	čtvrť	semt	N;NOM;FEM;SG;POS	N;NOM;SG;3
čtvrť	komşuluk	čtvrť	komşuluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
publikace	yayıncılık	publikace	yayıncılık	N;NOM;FEM;SG;POS	N;NOM;SG;3
adresa	adresiniz	adresa	adres	N;NOM;FEM;SG;POS	N;NOM;SG;3
adresa	adresi	adresa	adres	N;NOM;FEM;SG;POS	N;NOM;SG;3
stěny	duvarlar	stěna	duvar	N;NOM;FEM;PL;POS	N;NOM;PL;3
scény	sahneler	scéna	sahne	N;NOM;FEM;PL;POS	N;NOM;PL;3
celostátní	milli	celostátní	milli	ADJ;NOM;MASC;SG;POS	ADJ
literaturu	edebiyatı	literatura	edebiyat	N;ACC;FEM;SG;POS	N;ACC;SG;3
design	dizayn	design	dizayn	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kratší	kısa	krátký	kısa	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
žádosti	uygulamalar	žádost	uygulama	N;NOM;FEM;PL;POS	N;NOM;PL;3
žádosti	uygulamaları	žádost	uygulama	N;NOM;FEM;PL;POS	N;NOM;PL;3
žádosti	istekler	žádost	istek	N;NOM;FEM;PL;POS	N;NOM;PL;3
žádosti	talepler	žádost	talep	N;NOM;FEM;PL;POS	N;NOM;PL;3
dosažení	başarım	dosažení	baş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vytváření	yaratılış	vytváření	yarat	N;NOM;NEUT;SG;POS	N;NOM;SG;3
délku	uzunluğu	délka	uzunluk	N;ACC;FEM;SG;POS	N;ACC;SG;3
podpory	desteği	podpora	destek	N;NOM;FEM;SG;POS	N;NOM;SG;3
písek	sand	písek	sand	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
ústavy	anayasalar	ústava	anayasa	N;NOM;FEM;PL;POS	N;NOM;PL;3
banky	bankaları	banka	banka	N;NOM;FEM;PL;POS	N;NOM;PL;3
banky	bankalar	banka	banka	N;NOM;FEM;PL;POS	N;NOM;PL;3
hrdina	kahramanlık	hrdina	kahramanlık	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
info	bilgi	info	bilgi	N;NOM;FEM;SG;POS	N;NOM;SG;3
parlament	parlamentosu	parlament	parlamentosu	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
udělal	bitti	udělat	bit	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
společenské	toplumsal	společenský	toplumsal	ADJ;NOM;FEM;SG;POS	ADJ
společenské	sosyal	společenský	sosyal	ADJ;NOM;FEM;SG;POS	ADJ
plány	planlar	plán	plan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
plány	planlar	plán	plan	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
semena	tohumları	semeno	tohum	N;NOM;NEUT;PL;POS	N;NOM;PL;3
semena	tohumlar	semeno	tohum	N;NOM;NEUT;PL;POS	N;NOM;PL;3
zvuk	sesi	zvuk	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zvuk	ses	zvuk	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zvuk	ses	zvuk	ses	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
družstvo	işbirliği	družstvo	işbirliği	N;NOM;NEUT;SG;POS	N;NOM;SG;3
monarchie	monarşi	monarchie	monarşi	N;NOM;FEM;SG;POS	N;NOM;SG;3
pohlaví	cinsiyeti	pohlaví	cinsiyet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
pohlaví	cinsellik	pohlaví	cinsellik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
inženýr	mühendisi	inženýr	mühendis	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
nohy	ayakları	noha	ayak	N;NOM;FEM;PL;POS	N;NOM;PL;3
nohy	ayaklar	noha	ayak	N;NOM;FEM;PL;POS	N;NOM;PL;3
nohy	bacakları	noha	bacak	N;NOM;FEM;PL;POS	N;NOM;PL;3
nohy	bacaklar	noha	bacak	N;NOM;FEM;PL;POS	N;NOM;PL;3
příčina	nedeni	příčina	neden	N;NOM;FEM;SG;POS	N;NOM;SG;3
projektů	projelerin	projekt	proje	N;INAN;GEN;MASC;PL;POS	N;GEN;PL;3
podání	yönetimi	podání	yönetim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
podání	teslimiyet	podání	teslimiyet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
přítomnost	hediye	přítomnost	hedi	N;NOM;FEM;SG;POS	N;NOM;SG;3
přítomnost	varlığı	přítomnost	varlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
štěstí	mutluluk	štěstí	mutluluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
přenos	havale	přenos	havale	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vyhlášení	duyuru	vyhlášení	duyur	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vyhlášení	yayıncılık	vyhlášení	yayıncılık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vyhlášení	bildirgesi	vyhlášení	bil	N;NOM;NEUT;SG;POS	N;NOM;SG;3
kmeny	kabileler	kmen	kabile	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kmeny	soylar	kmen	soy	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
oči	gözler	oko	göz	N;NOM;FEM;PL;POS	N;NOM;PL;3
oči	gözleri	oko	göz	N;NOM;FEM;PL;POS	N;NOM;PL;3
hostování	hosting	hostování	hosting	N;NOM;NEUT;SG;POS	N;NOM;SG;3
modely	modeller	model	model	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
modely	modelleri	model	model	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
modely	mankenler	model	manken	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
paměť	bellek	paměť	bellek	N;NOM;FEM;SG;POS	N;NOM;SG;3
paměť	hafıza	paměť	hafız	N;NOM;FEM;SG;POS	N;NOM;SG;3
oddíl	bölümü	oddíl	bölüm	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
nádrže	tanklar	nádrž	tank	N;NOM;FEM;PL;POS	N;NOM;PL;3
zkoušky	testler	zkouška	test	N;NOM;FEM;PL;POS	N;NOM;PL;3
zkoušky	testler	zkouška	test	N;NOM;FEM;PL;POS	N;NOM;PL;3
zkoušky	sınavlar	zkouška	sınav	N;NOM;FEM;PL;POS	N;NOM;PL;3
system	sistem	system	sistem	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kyseliny	asitler	kyselina	asit	N;NOM;FEM;PL;POS	N;NOM;PL;3
kořeny	kökleri	kořen	kök	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kamera	sinematografi	kamera	sinematografi	N;NOM;FEM;SG;POS	N;NOM;SG;3
kamera	kamera	kamera	kamera	N;NOM;FEM;SG;POS	N;NOM;SG;3
kolega	meslektaş	kolega	meslektaş	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
velení	komuta	velení	komut	N;NOM;NEUT;SG;POS	N;NOM;SG;3
úprava	değişiklik	úprava	değişiklik	N;NOM;FEM;SG;POS	N;NOM;SG;3
úprava	ayar	úprava	ayar	N;NOM;FEM;SG;POS	N;NOM;SG;3
test	sınav	test	sınav	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pokusy	deneyler	pokus	deney	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
alžběta	elizabeth	alžběta	elizabeth	N;NOM;FEM;SG;POS	N;NOM;SG;3
kmen	kabilesi	kmen	kabile	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kritiky	eleştiriler	kritika	eleştiri	N;NOM;FEM;PL;POS	N;NOM;PL;3
kritiky	eleştiriler	kritika	eleştiri	N;NOM;FEM;PL;POS	N;NOM;PL;3
ztratil	kaybolmuş	ztratit	kaybol	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
ztratil	kaybettim	ztratit	kaybet	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
