with	مع	with	مَعَ	ADP	ADP;ACC
official	مسؤول	official	مَسؤُول	N;SG	N;NOM;INDF;SG
case	القضية	case	قَضِيَّة	N;SG	N;NOM;DEF;SG
case	حالة	case	حَالَة	N;SG	N;NOM;INDF;SG
case	قضية	case	قَضِيَّة	N;SG	N;NOM;INDF;SG
case	الحالة	case	حَالَة	N;SG	N;NOM;DEF;SG
times	اوقات	time	وَقت	N;PL	N;NOM;INDF;PL
times	المرات	time	مَرَّة	N;PL	N;NOM;DEF;PL
times	مرات	time	مَرَّة	N;PL	N;NOM;INDF;PL
times	الاوقات	time	وَقت	N;PL	N;NOM;DEF;PL
small	صغير	small	صَغِير	ADJ	ADJ;NOM;INDF;MASC;SG
small	صغيرة	small	صَغِير	ADJ	ADJ;NOM;INDF;FEM;SG
different	مختلف	different	مُختَلِف	ADJ	ADJ;NOM;INDF;MASC;SG
different	مختلفة	different	مُختَلِف	ADJ	ADJ;NOM;INDF;FEM;SG
different	مختلفا	different	مُختَلِف	ADJ	ADJ;ACC;INDF;MASC;SG
different	مختلفين	different	مُختَلِف	ADJ	ADJ;ACC;INDF;MASC;PL
due	المستحقة	due	مُستَحِقّ	ADJ	ADJ;NOM;DEF;FEM;SG
get	احصل	get	احصل	V;IMP;FIN	V;MASC;IMP;SG
get	احضر	get	اِحضَرّ	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
village	قرية	village	قَريَة	N;SG	N;NOM;INDF;SG
village	القرية	village	قَريَة	N;SG	N;NOM;DEF;SG
art	الفن	art	فَنّ	N;SG	N;NOM;DEF;SG
player	مشغل	player	مُشَغِّل	N;SG	N;NOM;INDF;SG
player	اللاعب	player	لَاعِب	N;SG	N;NOM;DEF;SG
player	لاعب	player	لَاعِب	N;SG	N;NOM;INDF;SG
final	النهائي	final	نِهَائِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
community	مجتمع	community	مُجتَمَع	N;SG	N;NOM;INDF;SG
community	المجتمع	community	مُجتَمَع	N;SG	N;NOM;DEF;SG
community	الجماعة	community	جَمَاعَة	N;SG	N;NOM;DEF;SG
army	الجيش	army	جَيش	N;SG	N;NOM;DEF;SG
army	جيش	army	جَيش	N;SG	N;NOM;INDF;SG
award	الجائزة	award	جَائِزَة	N;SG	N;NOM;DEF;SG
award	جائزة	award	جَائِزَة	N;SG	N;NOM;INDF;SG
death	الموت	death	مَوت	N;SG	N;NOM;DEF;SG
death	الوفاة	death	وَفَاة	N;SG	N;NOM;DEF;SG
death	وفاة	death	وَفَاة	N;SG	N;NOM;INDF;SG
built	بنيت	build	بَنَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
men	الرجال	man	رَجُل	N;PL	N;NOM;DEF;PL
men	رجال	man	رَجُل	N;PL	N;NOM;INDF;PL
large	كبيرة	large	كَبِير	ADJ	ADJ;NOM;INDF;FEM;SG
deletion	الحذف	deletion	حَذف	N;SG	N;NOM;DEF;SG
white	بيضاء	white	بَيضَاء	ADJ	ADJ;NOM;INDF;FEM;SG
white	الابيض	white	أَبيَض	ADJ	ADJ;NOM;DEF;MASC;SG
five	خمسة	five	خَمسَة	NUM	NUM;NOM;INDF;MASC
five	خمس	five	خَمسَة	NUM	NUM;NOM;INDF;FEM
central	مركزية	central	مَركَزِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
central	مركزي	central	مركزي	ADJ	ADJ;NOM;INDF;MASC;SG
road	الطريق	road	طَرِيق	N;SG	N;NOM;DEF;SG
road	طريق	road	طَرِيق	N;SG	N;NOM;INDF;SG
children	الاطفال	child	طِفل	N;PL	N;NOM;DEF;PL
free	مجانا	free	مَجَّان	ADJ	ADJ;ACC;INDF;MASC;SG
free	حرة	free	حُرّ	ADJ	ADJ;NOM;INDF;FEM;SG
free	مجاني	free	مَجَّانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
took	اخذت	take	أَخَذ	V;IND;PST;FIN	V;PFV;FEM;SG;3;ACT
include	تشمل	include	شَمِل	V;IND;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
association	جمعية	association	جَمعِيَّة	N;SG	N;NOM;INDF;SG
association	الرابطة	association	رَابِطَة	N;SG	N;NOM;DEF;SG
association	رابطة	association	رَابِطَة	N;SG	N;NOM;INDF;SG
association	الجمعية	association	جَمعِيَّة	N;SG	N;NOM;DEF;SG
source	المصدر	source	مَصدَر	N;SG	N;NOM;DEF;SG
source	مصدر	source	مَصدَر	N;SG	N;NOM;INDF;SG
man	رجل	man	رَجُل	N;SG	N;NOM;INDF;SG
man	الرجل	man	رَجُل	N;SG	N;NOM;DEF;SG
version	النسخة	version	نُسخَة	N;SG	N;NOM;DEF;SG
version	اصدار	version	إِصدَار	N;SG	N;NOM;INDF;SG
version	الاصدار	version	إِصدَار	N;SG	N;NOM;DEF;SG
written	كتب	write	كَتَب	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
created	خلق	create	خَلَق	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
created	خلقت	create	خَلَق	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
media	الاعلام	media	إِعلَام	N;SG	N;NOM;DEF;SG
media	اعلام	media	إِعلَام	N;SG	N;NOM;INDF;SG
black	سوداء	black	أَسوَد	ADJ	ADJ;NOM;INDF;FEM;SG
report	الابلاغ	report	إِبلَاغ	N;SG	N;NOM;DEF;SG
report	التقرير	report	تَقرِير	N;SG	N;NOM;DEF;SG
report	تقرير	report	تَقرِير	N;SG	N;NOM;INDF;SG
report	بلاغ	report	بَلَغ	N;SG	N;NOM;INDF;SG
building	البناء	building	بِنَاء	N;SG	N;NOM;DEF;SG
building	المبنى	building	مَبنَى	N;SG	N;NOM;DEF;SG
building	بناء	building	بِنَاء	N;SG	N;ACC;INDF;SG
building	مبنى	building	مَبنَى	N;SG	N;NOM;INDF;SG
building	البناية	building	بِنَايَة	N;SG	N;NOM;DEF;SG
take	اخذ	take	أَخذ	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
division	شعبة	division	شُعبَة	N;SG	N;NOM;INDF;SG
division	الشعبة	division	شُعبَة	N;SG	N;NOM;DEF;SG
comment	التعليق	comment	تَعلِيق	N;SG	N;NOM;DEF;SG
comment	تعليق	comment	تَعلِيق	N;SG	N;NOM;INDF;SG
king	الملك	king	مَلِك	N;SG	N;NOM;DEF;SG
edit	تحرير	edit	تَحرِير	N;SG	N;NOM;INDF;SG
edit	تعديل	edit	تَعدِيل	N;SG	N;NOM;INDF;SG
edit	التحرير	edit	تَحرِير	N;SG	N;NOM;DEF;SG
stadium	استاد	stadium	استاد	N;SG	N;NOM;INDF;SG
stadium	ملعب	stadium	مَلعَب	N;SG	N;NOM;INDF;SG
stadium	الملعب	stadium	مَلعَب	N;SG	N;NOM;DEF;SG
ship	السفينة	ship	سَفِينَة	N;SG	N;NOM;DEF;SG
ship	سفينة	ship	سَفِينَة	N;SG	N;NOM;INDF;SG
research	البحث	research	بَحث	N;SG	N;NOM;DEF;SG
record	تسجيل	record	تَسجِيل	N;SG	N;NOM;INDF;SG
record	السجل	record	سِجِلّ	N;SG	N;NOM;DEF;SG
archive	الارشيف	archive	اَلأَرشِيف	N;SG	N;NOM;DEF;SG
places	اماكن	place	إِمكَان	N;PL	N;NOM;INDF;PL
places	الاماكن	place	مَكَان	N;PL	N;NOM;DEF;PL
cup	كوب	cup	كُوب	N;SG	N;NOM;INDF;SG
cup	فنجان	cup	فنجان	N;SG	N;NOM;INDF;SG
cup	الكوب	cup	كُوب	N;SG	N;NOM;DEF;SG
records	السجلات	record	سِجِلّ	N;PL	N;NOM;DEF;PL
records	سجلات	record	سِجِلّ	N;PL	N;NOM;INDF;PL
few	قليلون	few	قليلون	ADJ	ADJ;NOM;INDF;MASC;PL
few	قليلة	few	قَلِيل	ADJ	ADJ;NOM;INDF;FEM;SG
received	استقبل	receive	اِستَقبَل	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
received	تلقت	receive	تَلَقَّى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
received	وردت	receive	وَرَد	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
side	جانب	side	جَانِب	N;SG	N;NOM;INDF;SG
side	الجانب	side	جَانِب	N;SG	N;NOM;DEF;SG
power	قوة	power	قُوَّة	N;SG	N;NOM;INDF;SG
power	طاقة	power	طَاقَة	N;SG	N;NOM;INDF;SG
power	الطاقة	power	طَاقَة	N;SG	N;NOM;DEF;SG
power	القوة	power	قُوَّة	N;SG	N;NOM;DEF;SG
power	السلطة	power	سُلطَة	N;SG	N;NOM;DEF;SG
education	تعليم	education	تَعلِيم	N;SG	N;NOM;INDF;SG
education	التربية	education	تَربِيَة	N;SG	N;NOM;DEF;SG
education	التعليم	education	تَعلِيم	N;SG	N;NOM;DEF;SG
know	تعرف	know	عَرَف	V;IND;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;PASS
category	الفئة	category	فِئَة	N;SG	N;NOM;DEF;SG
category	فئة	category	فِئَة	N;SG	N;NOM;INDF;SG
water	الماء	water	مَاء	N;SG	N;NOM;DEF;SG
water	ماء	water	مَاء	N;SG	N;NOM;INDF;SG
political	السياسي	political	سِيَاسِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
political	السياسية	political	سِيَاسِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
political	سياسي	political	سِيَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
political	سياسية	political	سِيَاسِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
species	الانواع	species	نَوع	N;PL	N;NOM;DEF;PL
field	الميدان	field	مَيدَان	N;SG	N;NOM;DEF;SG
field	حقل	field	حقل	N;SG	N;NOM;INDF;SG
field	الحقل	field	حَقل	N;SG	N;NOM;DEF;SG
field	ميدان	field	مَيدَان	N;SG	N;NOM;INDF;SG
video	بالفيديو	video	بالفيديو	N;SG	N;NOM;DEF;SG
video	الفيديو	video	الفيديو	N;SG	N;NOM;DEF;SG
video	فيديو	video	فِيدِيُو	N;SG	N;NOM;INDF;SG
island	الجزيرة	island	جَزِيرَة	N;SG	N;NOM;DEF;SG
island	جزيرة	island	جَزِيرَة	N;SG	N;NOM;INDF;SG
form	شكل	form	شَكل	N;SG	N;NOM;INDF;SG
form	الشكل	form	شَكل	N;SG	N;NOM;DEF;SG
form	استمارة	form	اِستِمَارَة	N;SG	N;NOM;INDF;SG
form	النموذج	form	نَمُوذَج	N;SG	N;NOM;DEF;SG
served	خدمت	serve	خَدَم	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
play	مسرحية	play	مَسرَحِيّ	N;SG	N;NOM;INDF;SG
play	تشغيل	play	تَشغِيل	N;SG	N;NOM;INDF;SG
play	اللعب	play	لَعب	N;SG	N;NOM;DEF;SG
project	مشروع	project	مَشرُوع	N;SG	N;NOM;INDF;SG
project	المشروع	project	مَشرُوع	N;SG	N;NOM;DEF;SG
radio	المذياع	radio	مِذيَاع	N;SG	N;NOM;DEF;SG
radio	الراديو	radio	رَادِيُو	N;SG	N;NOM;DEF;SG
radio	الاذاعة	radio	إِذَاعَة	N;SG	N;NOM;DEF;SG
radio	اذاعة	radio	إِذَاعَة	N;SG	N;NOM;INDF;SG
works	يعمل	work	عَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
works	يشتغل	work	اِشتَغَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
works	ينفع	work	نَفَع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
development	التنمية	development	تَنمِيَة	N;SG	N;NOM;DEF;SG
development	تنمية	development	تَنمِيَة	N;SG	N;NOM;INDF;SG
development	التطوير	development	تَطوِير	N;SG	N;NOM;DEF;SG
example	مثال	example	مِثَال	N;SG	N;NOM;INDF;SG
example	المثال	example	مِثَال	N;SG	N;NOM;DEF;SG
union	النقابة	union	نِقَابَة	N;SG	N;NOM;DEF;SG
union	نقابة	union	نِقَابَة	N;SG	N;NOM;INDF;SG
union	الاتحاد	union	اِتِّحَاد	N;SG	N;NOM;DEF;SG
special	الخاص	special	خَاصّ	ADJ	ADJ;NOM;DEF;MASC;SG
special	خاص	special	خَاصّ	ADJ	ADJ;NOM;INDF;MASC;SG
special	مميز	special	مُمَيَّز	ADJ	ADJ;NOM;INDF;MASC;SG
special	خاصة	special	خَاصّ	ADJ	ADJ;ACC;INDF;FEM;SG
court	محكمة	court	مَحكَمَة	N;SG	N;NOM;INDF;SG
court	المحكمة	court	مَحكَمَة	N;SG	N;NOM;DEF;SG
region	منطقة	region	مِنطَقَة	N;SG	N;NOM;INDF;SG
region	المنطقة	region	مِنطَقَة	N;SG	N;NOM;DEF;SG
little	قليل	little	قَلِيل	ADJ	ADJ;NOM;INDF;MASC;SG
short	قصيرة	short	قَصِير	ADJ	ADJ;NOM;INDF;FEM;SG
short	قصير	short	قَصِير	ADJ	ADJ;NOM;INDF;MASC;SG
province	مقاطعة	province	مُقَاطَعَة	N;SG	N;NOM;INDF;SG
province	المحافظة	province	مُحَافَظَة	N;SG	N;NOM;DEF;SG
province	محافظة	province	مُحَافَظَة	N;SG	N;NOM;INDF;SG
province	المقاطعة	province	مُقَاطَعَة	N;SG	N;NOM;DEF;SG
western	غربي	western	غَربِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
western	غربية	western	غَربِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
western	الغربية	western	غَربِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
son	الابن	son	اِبن	N;SG	N;NOM;DEF;SG
council	مجلس	council	مَجلِس	N;SG	N;NOM;INDF;SG
council	المجلس	council	مَجلِس	N;SG	N;NOM;DEF;SG
current	الحالي	current	حَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
street	الشارع	street	شَارِع	N;SG	N;NOM;DEF;SG
street	شارع	street	شَارِع	N;SG	N;NOM;INDF;SG
full	الكامل	full	كَامِل	ADJ	ADJ;NOM;DEF;MASC;SG
full	كامل	full	كَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
full	كاملة	full	كَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
red	حمراء	red	أَحمَر	ADJ	ADJ;NOM;INDF;FEM;SG
too	ايضا	too	أَيضًا	ADV	ADV
department	القسم	department	قِسم	N;SG	N;NOM;DEF;SG
department	قسم	department	قِسم	N;SG	N;NOM;INDF;SG
department	الادارة	department	إِدَارَة	N;SG	N;NOM;DEF;SG
help	المساعدة	help	مُسَاعَدَة	N;SG	N;NOM;DEF;SG
help	مساعدة	help	مُسَاعَدَة	N;SG	N;NOM;INDF;SG
open	مفتوح	open	مَفتُوح	ADJ	ADJ;NOM;INDF;MASC;SG
open	مفتوحة	open	مَفتُوح	ADJ	ADJ;ACC;INDF;FEM;SG
force	قوة	force	قُوَّة	N;SG	N;NOM;INDF;SG
force	القوة	force	قُوَّة	N;SG	N;NOM;DEF;SG
position	موقف	position	مَوقِف	N;SG	N;NOM;INDF;SG
position	المنصب	position	مَنصِب	N;SG	N;NOM;DEF;SG
position	الموضع	position	مُوَضَّع	N;SG	N;NOM;DEF;SG
position	الموقف	position	مَوقِف	N;SG	N;NOM;DEF;SG
head	الراس	head	رَأس	N;SG	N;NOM;DEF;SG
director	مديرة	director	مُدِيرَة	N;SG	N;NOM;INDF;SG
director	مدير	director	مُدِير	N;SG	N;NOM;INDF;SG
director	المديرة	director	مُدِير	N;SG	N;NOM;DEF;SG
director	المدير	director	مُدِير	N;SG	N;NOM;DEF;SG
director	المخرج	director	مُخرِج	N;SG	N;NOM;DEF;SG
director	مخرج	director	مَخرَج	N;SG	N;NOM;INDF;SG
track	مسار	track	مَسَار	N;SG	N;NOM;INDF;SG
track	المسار	track	مَسَار	N;SG	N;NOM;DEF;SG
australian	الاسترالية	australian	أُستُرَالِيَّة	ADJ	ADJ;NOM;DEF;FEM;SG
australian	الاسترالي	australian	أُستُرَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
australian	استرالي	australian	إِستِرَالِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
level	مستوى	level	مُستَوَى	N;SG	N;NOM;INDF;SG
level	المستوى	level	مُستَوَى	N;SG	N;NOM;DEF;SG
summer	الصيف	summer	صَيف	N;SG	N;NOM;DEF;SG
summer	صيف	summer	صَيف	N;SG	N;NOM;INDF;SG
society	مجتمع	society	مُجتَمَع	N;SG	N;NOM;INDF;SG
society	المجتمع	society	مُجتَمَع	N;SG	N;NOM;DEF;SG
society	الجمعية	society	جَمعِيَّة	N;SG	N;NOM;DEF;SG
moved	انتقلت	move	اِنتَقَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
moved	تحركت	move	تَحَرَّك	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
office	المكتب	office	مَكتَب	N;SG	N;NOM;DEF;SG
office	مكتب	office	مَكتَب	N;SG	N;NOM;INDF;SG
office	المنصب	office	مَنصِب	N;SG	N;NOM;DEF;SG
period	الفترة	period	فَترَة	N;SG	N;NOM;DEF;SG
period	فترة	period	فَترَة	N;SG	N;NOM;INDF;SG
championship	البطولة	championship	بُطُولَة	N;SG	N;NOM;DEF;SG
championship	بطولة	championship	بُطُولَة	N;SG	N;NOM;INDF;SG
story	قصة	story	قِصَّة	N;SG	N;NOM;INDF;SG
story	حكاية	story	حِكَايَة	N;SG	N;NOM;INDF;SG
story	القصة	story	قِصَّة	N;SG	N;NOM;DEF;SG
songs	اغان	song	أَغَان	N;PL	N;NOM;INDF;PL
songs	اغاني	song	اغاني	N;PL	N;NOM;INDF;PL
file	ملف	file	مِلَفّ	N;SG	N;NOM;INDF;SG
file	الملف	file	مِلَفّ	N;SG	N;NOM;DEF;SG
days	الايام	day	يَوم	N;PL	N;NOM;DEF;PL
days	ايام	day	يَوم	N;PL	N;NOM;INDF;PL
land	الارض	land	أَرض	N;SG	N;NOM;DEF;SG
business	العمل	business	عَمَل	N;SG	N;NOM;DEF;SG
business	عمل	business	عَمَل	N;SG	N;NOM;INDF;SG
reason	سبب	reason	سَبَب	N;SG	N;NOM;INDF;SG
reason	السبب	reason	سَبَب	N;SG	N;NOM;DEF;SG
million	مليون	million	مِليُون	NUM	NUM;NOM;INDF;SG
million	المليون	million	مِليُون	NUM	NUM;NOM;DEF;SG
million	مليونا	million	مِليُون	NUM	NUM;ACC;INDF;SG
european	الاوروبي	european	أُورُوبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
european	الاوروبية	european	أُورُوبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
term	المصطلح	term	المصطلح	N;SG	N;NOM;DEF;SG
term	مصطلح	term	مُصطَلَح	N;SG	N;NOM;INDF;SG
six	ستة	six	سِتَّة	NUM	NUM;NOM;INDF;MASC
post	منشور	post	مَنشُور	N;SG	N;NOM;INDF;SG
post	النشر	post	نَشر	N;SG	N;NOM;DEF;SG
post	المنشور	post	مَنشُور	N;SG	N;NOM;DEF;SG
produced	انتج	produce	أَنتَج	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
subject	الموضوع	subject	مَوضُوع	N;SG	N;NOM;DEF;SG
young	شابة	young	شَابّ	ADJ	ADJ;NOM;INDF;FEM;SG
total	مجموع	total	مَجمُوع	ADJ	ADJ;NOM;INDF;MASC;SG
total	الاجمالي	total	إِجمَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
science	العلم	science	عِلم	N;SG	N;NOM;DEF;SG
rock	الصخرة	rock	صُخرَة	N;SG	N;NOM;DEF;SG
rock	صخرة	rock	صُخرَة	N;SG	N;NOM;INDF;SG
become	اصبح	become	أَصبَح	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
led	قاد	lead	قَاد	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
students	طلاب	student	طَالِب	N;PL	N;NOM;INDF;PL
students	التلاميذ	student	تِلمِيذ	N;PL	N;NOM;DEF;PL
students	الطلاب	student	طَالِب	N;PL	N;NOM;DEF;PL
students	طلبة	student	طَالِب	N;PL	N;NOM;INDF;PL
students	الطلبة	student	طَالِب	N;PL	N;NOM;DEF;PL
started	بدات	start	بَدَأ	V;IND;PST;FIN	V;PFV;FEM;SG;3;ACT
started	بدا	start	بَدَا	V;IND;PST;FIN	V;PFV;MASC;SG;3;ACT
news	خبر	news	خَبَر	N;SG	N;NOM;INDF;SG
described	وصفت	describe	وَصَف	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
role	الدور	role	دَور	N;SG	N;NOM;DEF;SG
role	دور	role	دَور	N;SG	N;NOM;INDF;SG
election	انتخاب	election	اِنتِخَاب	N;SG	N;NOM;INDF;SG
election	الانتخاب	election	اِنتِخَاب	N;SG	N;NOM;DEF;SG
albums	البومات	album	البومات	N;PL	N;NOM;DEF;PL
albums	الالبومات	album	أَلبُومَة	N;PL	N;NOM;DEF;PL
present	الحالي	present	حَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
indian	هندية	indian	هِندِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
indian	هندي	indian	هِندِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
indian	الهندي	indian	هِندِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
books	الكتب	book	كِتَاب	N;PL	N;NOM;DEF;PL
important	هام	important	هَامّ	ADJ	ADJ;NOM;INDF;MASC;SG
important	مهم	important	مُهِمّ	ADJ	ADJ;NOM;INDF;MASC;SG
northern	الشمالية	northern	شَمَالِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
northern	الشمالي	northern	شَمَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
canadian	كندي	canadian	كَنَدِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
canadian	كندية	canadian	كَنَدِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
canadian	الكندية	canadian	كَنَدِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
press	الصحافة	press	صَحَافَة	N;SG	N;NOM;DEF;SG
press	صحافة	press	صَحَافَة	N;SG	N;NOM;INDF;SG
type	النوع	type	نَوع	N;SG	N;NOM;DEF;SG
type	نوع	type	نَوع	N;SG	N;NOM;INDF;SG
act	التصرف	act	تَصَرُّف	N;SG	N;NOM;DEF;SG
act	الفعل	act	فِعل	N;SG	N;NOM;DEF;SG
act	التمثيل	act	تَمثِيل	N;SG	N;NOM;DEF;SG
editor	محرر	editor	محرر	N;SG	N;NOM;INDF;SG
editor	المحرر	editor	مُحَرَّر	N;SG	N;NOM;DEF;SG
came	جاء	come	جَاء	V;IND;PST;FIN	V;PFV;MASC;SG;3;ACT
schools	مدارس	school	مَدرَسَة	N;PL	N;NOM;INDF;PL
schools	المدارس	school	مَدرَسَة	N;PL	N;NOM;DEF;PL
program	البرنامج	program	بَرنَامَج	N;SG	N;NOM;DEF;SG
program	برنامج	program	بَرنَامَج	N;SG	N;NOM;INDF;SG
issue	المسالة	issue	مَسأَلَة	N;SG	N;NOM;DEF;SG
issue	اصدار	issue	إِصدَار	N;SG	N;NOM;INDF;SG
social	اجتماعية	social	اِجتِمَاعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
social	الاجتماعية	social	اِجتِمَاعِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
social	الاجتماعي	social	اِجتِمَاعِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
social	اجتماعي	social	اِجتِمَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
production	الانتاج	production	إِنتَاج	N;SG	N;NOM;DEF;SG
production	انتاج	production	إِنتَاج	N;SG	N;NOM;INDF;SG
male	ذكرا	male	ذِكر	N;SG	N;ACC;INDF;SG
male	الذكر	male	ذِكر	N;SG	N;NOM;DEF;SG
awards	جوائز	award	جَائِزَة	N;PL	N;NOM;INDF;PL
awards	الجوائز	award	جَائِزَة	N;PL	N;NOM;DEF;PL
points	النقاط	point	نُقطَة	N;PL	N;NOM;DEF;PL
points	نقاط	point	نُقطَة	N;PL	N;NOM;INDF;PL
similar	مشابهة	similar	مُشَابِه	ADJ	ADJ;NOM;INDF;FEM;SG
similar	مماثل	similar	مُمَاثِل	ADJ	ADJ;NOM;INDF;MASC;SG
similar	مماثلة	similar	مُمَاثِل	ADJ	ADJ;NOM;INDF;FEM;SG
professional	مهنية	professional	مِهنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
professional	مهني	professional	مِهنِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
professional	محترف	professional	مُحتَرَف	ADJ	ADJ;NOM;INDF;MASC;SG
professional	احترافية	professional	احترافية	ADJ	ADJ;NOM;INDF;FEM;SG
background	الخلفية	background	خَلفِيَّة	N;SG	N;NOM;DEF;SG
background	خلفية	background	خَلفِيَّة	N;SG	N;NOM;INDF;SG
lead	الرصاص	lead	رَصَاص	N;SG	N;NOM;DEF;SG
common	شائعة	common	شَائِعَة	ADJ	ADJ;NOM;INDF;FEM;SG
common	شائع	common	شَائِع	ADJ	ADJ;NOM;INDF;MASC;SG
color	لون	color	لَون	N;SG	N;NOM;INDF;SG
color	اللون	color	لَون	N;SG	N;NOM;DEF;SG
color	الوان	color	لَون	N;SG	N;NOM;DEF;SG
better	افضل	better	أَفضَل	ADJ;CMPR	ADJ;NOM;INDF;MASC;SG
person	شخص	person	شَخص	N;SG	N;NOM;INDF;SG
person	الشخص	person	شَخص	N;SG	N;NOM;DEF;SG
services	خدمات	service	خِدمَة	N;PL	N;NOM;INDF;PL
services	الخدمات	service	خِدمَة	N;PL	N;NOM;DEF;PL
museum	المتحف	museum	مَتحَف	N;SG	N;NOM;DEF;SG
museum	متحف	museum	مَتحَف	N;SG	N;NOM;INDF;SG
battle	معركة	battle	مَعرَكَة	N;SG	N;NOM;INDF;SG
battle	المعركة	battle	مَعرَكَة	N;SG	N;NOM;DEF;SG
sports	الرياضات	sport	رِيَاضَة	N;PL	N;NOM;DEF;PL
hall	القاعة	hall	قَاعَة	N;SG	N;NOM;DEF;SG
hall	قاعة	hall	قَاعَة	N;SG	N;NOM;INDF;SG
hall	صالة	hall	صَالَة	N;SG	N;NOM;INDF;SG
buildings	المباني	building	مَبنَى	N;PL	N;NOM;DEF;PL
buildings	البنايات	building	بِنَايَة	N;PL	N;NOM;DEF;PL
buildings	مبان	building	مَبَّان	N;PL	N;NOM;INDF;PL
buildings	مباني	building	مَبنَى	N;PL	N;NOM;INDF;PL
historic	تاريخي	historic	تَارِيخِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
historic	تاريخية	historic	تَارِيخِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
date	موعد	date	مَوعِد	N;SG	N;NOM;INDF;SG
date	الموعد	date	مَوعِد	N;SG	N;NOM;DEF;SG
date	التاريخ	date	تَارِيخ	N;SG	N;NOM;DEF;SG
date	تاريخ	date	تَارِيخ	N;SG	N;NOM;INDF;SG
deleted	حذفت	delete	حَذَف	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
change	التغير	change	تَغَيُّر	N;SG	N;NOM;DEF;SG
change	تغيير	change	تَغيِير	N;SG	N;NOM;INDF;SG
change	التغيير	change	تَغيِير	N;SG	N;NOM;DEF;SG
change	غير	change	غَير	N;SG	N;ACC;PSSD;SG
change	تغير	change	تَغَيُّر	N;SG	N;NOM;INDF;SG
location	موقع	location	مَوقِع	N;SG	N;NOM;INDF;SG
location	الموقع	location	مَوقِع	N;SG	N;NOM;DEF;SG
location	المكان	location	مَكَان	N;SG	N;NOM;DEF;SG
seems	يبدو	seem	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
southern	جنوبي	southern	جَنُوبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
