den	den	den	den	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
kamp	kamp	kamp	kamp	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kamp	combat	kamp	combat	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kamp	slåsskamp	kamp	slåsskamp	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kamp	kjemp	kamp	kjempe	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kamp	fight	kamp	fight	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kamp	spill	kamp	spill	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kamp	kampstart	kamp	kampstart	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kamp	game	kamp	game	N;INDF;MASC+FEM;SG	N
kamp	kamp	kamp	kamp	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kamp	kamp	kamp	kamp	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
eksempel	eksempel	eksempel	eksempel	N;INDF;NEUT;SG	N;INDF;NEUT;SG
fil	fil	fil	fil	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
musik	music	musik	music	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
musik	musikk	musik	musikk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fandt	fann	finde	finne	V;IND;PST;FIN;ACT	V;IND;PST;FIN
fandt	fant	finde	finne	V;IND;PST;FIN;ACT	V;IND;PST;FIN
krigen	krigen	krig	krig	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
solid	solid	solid	solid	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
solid	massivt	solid	massiv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
station	stasjon	station	stasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
station	holdeplass	station	holdeplass	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
små	små	lille	liten	ADJ;PL	ADJ;PL
universitet	university	universitet	university	N;INDF;NEUT;SG	N;INDF;NEUT;SG
universitet	universitet	universitet	universitet	N;INDF;NEUT;SG	N;INDF;NEUT;SG
dage	dager	dag	dag	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
bind	volume	bind	volum	N;INDF;NEUT;SG	N;INDF;NEUT;SG
bind	volum	bind	volum	N;INDF;NEUT;SG	N;INDF;NEUT;SG
division	divisjon	division	divisjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stod	stod	stå	stå	V;IND;PST;FIN;ACT	V;IND;PST;FIN
stod	sto	stå	stå	V;IND;PST;FIN;ACT	V;IND;PST;FIN
kaldet	ringte	kalde	ringje	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
aldrig	aldri	aldrig	aldri	ADV	ADV
valgt	valgte	vælge	velge	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
via	via	via	via	ADP	ADP
britiske	britiske	britisk	britisk	ADJ;PL	ADJ;PL
amt	county	amt	county	N;INDF;NEUT;SG	N;INDF;SG
amt	fylke	amt	fylke	N;INDF;NEUT;SG	N;INDF;NEUT;SG
konge	konge	konge	konge	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konge	dobbelseng	konge	dobbelseng	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
finde	finner	finde	finne	V;NFIN;ACT	V;IND;PRS;FIN
finde	finne	finde	finne	V;NFIN;ACT	V;IMP;NFIN
finde	finn	finde	finne	V;NFIN;ACT	V;IND;PRS;FIN
finde	finne	finde	finne	V;NFIN;ACT	V;IMP;NFIN
periode	punktum	periode	punktum	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
periode	periode	periode	periode	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hende	henne	hun	ho	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
antal	tall	antal	tall	N;INDF;NEUT;SG	N;INDF;NEUT;SG
antal	nummer	antal	nummer	N;INDF;NEUT;SG	N;INDF;NEUT;SG
antal	number	antal	number	N;INDF;NEUT;SG	N
antal	antall	antal	antall	N;INDF;NEUT;SG	N;INDF;NEUT;SG
international	internasjonalt	international	internasjonal	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
international	internasjonal	international	internasjonal	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
formand	president	formand	president	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
formand	formann	formand	formann	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
formand	styreleder	formand	styrelede	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
følge	follow	følge	follow	N;INDF;MASC+FEM;SG	N;INDF;SG
følge	følge	følge	følgje	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
internationale	internasjonale	international	internasjonal	ADJ;PL	ADJ;PL
stadion	stadion	stadion	stadion	N;INDF;NEUT;SG	N;INDF;NEUT;SG
stadion	stadium	stadion	stadium	N;INDF;NEUT;SG	N;INDF;NEUT;SG
position	stilling	position	stilling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
position	posisjon	position	posisjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tredje	tredje	tredje	tredje	ADJ	ADJ;DEF;SG
områder	regioner	område	regionere	N;INDF;NEUT;PL	N;INDF;MASC;PL
områder	områder	område	område	N;INDF;NEUT;PL	N;INDF;MASC;PL
hjælp	hjelp	hjælp	hjelp	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
angreb	terrorangrepene	angreb	terrorangrep	N;INDF;NEUT;SG	N;INDF;NEUT;SG
angreb	angrep	angreb	angrep	N;INDF;NEUT;SG	N;INDF;NEUT;SG
angreb	attack	angreb	attack	N;INDF;NEUT;SG	N
angreb	angrep	angreb	angrep	N;INDF;NEUT;SG	N;INDF;NEUT;SG
angreb	legemsfornærmelse	angreb	legemsfornærmelse	N;INDF;NEUT;SG	N;INDF;MASC;SG
angreb	overfall	angreb	overfall	N;INDF;NEUT;SG	N;INDF;NEUT;SG
betyder	innebærer	betyde	innebære	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
betyder	betyr	betyde	bety	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
betydning	viktighet	betydning	viktighet	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
betydning	betydning	betydning	betydning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
betydning	betydning	betydning	betydning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
betydning	mening	betydning	mening	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
betydning	betydning	betydning	betydning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rolle	rolle	rolle	rolle	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
begyndelsen	begynnelsen	begyndelse	begynnels	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
leder	manager	leder	manager	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
leder	bestyrer	leder	bestyre	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tage	tar	tage	ta	V;NFIN;ACT	V;IND;PRS;FIN
tage	ta	tage	ta	V;NFIN;ACT	V;IMP;FIN
perioden	perioden	periode	periode	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
rapport	rapporter	rapport	rapport	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
rapport	rapport	rapport	rapport	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
albummet	albumet	album	album	N;DEF;NEUT;SG	N;DEF;NEUT;SG
moderne	moderne	moderne	moderne	ADJ	ADJ;INDF;SG
karriere	karriere	karriere	karriere	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
karriere	karriere	karriere	karriere	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nordlige	nordlige	nordlig	nordlig	ADJ;PL	ADJ;PL
højde	høyde	højde	høyde	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
højde	høyde	højde	høyde	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
seks	seks	seks	seks	NUM	NUM;PL
viser	viser	vise	vise	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
viser	syner	vise	syne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
viser	viser	vise	vise	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
viser	viser	vise	vise	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
sydlige	sørlige	sydlig	sørlig	ADJ;PL	ADJ;PL
give	gir	give	gi	V;NFIN;ACT	V;IND;PRS;FIN
give	gjev	give	gje	V;NFIN;ACT	V;IND;PRS;FIN
give	gje	give	gje	V;NFIN;ACT	V;IMP;FIN
give	gi	give	gi	V;NFIN;ACT	V;IMP;FIN
præsident	president	præsident	president	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
førte	førte	føre	føre	V;IND;PST;FIN;ACT	V;IND;PST;FIN
måske	kanskje	måske	kanskje	ADV	ADV
måske	kanskje	måske	kanskje	ADV	ADV
haft	hadde	have	ha	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
haft	hatt	have	ha	V;INDF;SG;PST;V.PTCP	V;V.PTCP
millioner	millioner	million	million	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
familie	familie	familie	familie	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
familie	slekt	familie	slekkje	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nåede	nådde	nå	nå	V;IND;PST;FIN;ACT	V;IND;PST;FIN
ser	ser	se	sjå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ser	leter	se	leter	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ser	ser	se	sjå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
steder	plasseringer	sted	plasseringe	N;INDF;NEUT;PL	N;INDF;FEM;PL
steder	steder	sted	stede	N;INDF;NEUT;PL	N;INDF;MASC;PL
steder	stader	sted	stad	N;INDF;NEUT;PL	N;INDF;MASC;PL
steder	steder	sted	stede	N;INDF;NEUT;PL	N;INDF;MASC;PL
gruppen	gruppen	gruppe	grupp	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
krig	krig	krig	krig	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bare	berre	bare	berre	ADV	ADV
bare	akkurat	bare	akkurat	ADV	ADV
bare	bare	bare	bare	ADV	ADV
bare	nettopp	bare	nettopp	ADV	ADV
resultat	utfall	resultat	utfall	N;INDF;NEUT;SG	N;INDF;NEUT;SG
resultat	resultat	resultat	resultat	N;INDF;NEUT;SG	N;INDF;NEUT;SG
resultat	resultat	resultat	resultat	N;INDF;NEUT;SG	N;INDF;NEUT;SG
bedre	betre	god	god	ADJ;CMPR	ADJ;CMPR
museum	museum	museum	museum	N;INDF;NEUT;SG	N;INDF;NEUT;SG
tale	tale	tale	tale	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tale	snakkes	tale	snakkes	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tale	snakk	tale	snakk	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tale	talk	tale	talk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tale	tal	tale	tal	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tale	snakk	tale	snakk	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tale	speak	tale	speak	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
byer	byer	by	by	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
sådan	slik	sådan	slik	ADV	ADV
øen	øya	ø	øy	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
par	pair	par	pair	N;INDF;NEUT;SG	N;INDF;MASC;SG
par	par	par	par	N;INDF;NEUT;SG	N;INDF;NEUT;SG
par	par	par	par	N;INDF;NEUT;SG	N;INDF;NEUT;SG
par	par	par	par	N;INDF;NEUT;SG	N;INDF;NEUT;SG
par	couple	par	couple	N;INDF;NEUT;SG	N
par	par	par	par	N;INDF;NEUT;SG	N;INDF;NEUT;SG
muligt	mulig	mulig	mulig	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
trods	tross	trods	tross	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
flag	flagg	flag	flagg	N;INDF;NEUT;SG	N;INDF;NEUT;SG
flag	flagg	flag	flagg	N;INDF;NEUT;SG	N;INDF;NEUT;SG
bog	bok	bog	bok	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sæson	sesong	sæson	sesong	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sæson	årstid	sæson	årstid	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mænd	hanner	mand	hanne	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
mænd	menn	mand	mann	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
mænd	gubber	mand	gubbe	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
venstre	forlatt	venstre	forlatt	ADJ	ADJ;INDF;NEUT;SG;V.PTCP
tidspunkt	tid	tidspunkt	tid	N;INDF;NEUT;SG	N;INDF;FEM;SG
tidspunkt	klokkeslett	tidspunkt	klokkeslett	N;INDF;NEUT;SG	N;INDF;FEM;SG
tidspunkt	gang	tidspunkt	gang	N;INDF;NEUT;SG	N;INDF;MASC;SG
cup	kopp	cup	kopp	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
cup	beger	cup	bege	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
cup	cup	cup	cup	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
professor	professor	professor	professor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skole	skole	skole	skole	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skole	skule	skole	skule	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fodboldspiller	fotballspiller	fodboldspiller	fotballspille	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
familien	familien	familie	familie	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
karl	karl	karl	karl	N;INDF;MASC+FEM;SG	N;MASC
grad	grad	grad	grad	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nær	nært	nær	nær	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
nær	nær	nær	nær	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
svensk	svensk	svensk	svensk	N;INDF;NEUT;SG	N;INDF;MASC;SG
fundet	fann	finde	finne	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
fundet	fant	finde	finne	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
høj	høgt	høj	høg	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
hær	army	hær	army	N;INDF;MASC+FEM;SG	N
hær	hær	hær	hær	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hær	armé	hær	armé	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
svenske	svenske	svensk	svensk	ADJ;PL	ADJ;PL
bruger	bruke	bruge	bruke	V;IND;PRS;FIN;ACT	V;NFIN
bruger	bruker	bruge	bruke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
bruger	bruker	bruge	bruke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
bruger	brukar	bruge	bruke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
sang	sang	sang	sang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sang	syngende	sang	syngende	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sang	synger	sang	synger	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sang	synging	sang	synging	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sang	sang	sang	sang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sang	sang	sang	sang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sang	låt	sang	låt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sang	song	sang	song	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hvordan	korleis	hvordan	korleis	ADV	ADV
kategori	kategori	kategori	kategori	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
altid	alltid	altid	alltid	ADV	ADV
vej	veg	vej	veg	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vej	måte	vej	måte	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vej	way	vej	way	N;INDF;MASC+FEM;SG	N
vej	road	vej	road	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vej	vei	vej	vei	N;INDF;MASC+FEM;SG	N
unge	unge	ung	ung	ADJ;PL	ADJ;PL
god	flink	god	flink	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
god	godt	god	god	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
god	dyktig	god	dyktig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
god	god	god	god	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
god	bra	god	bra	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
kirken	kirken	kirk	kirk	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
synes	virker	synes	virke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
university	university	university	university	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
university	universitet	university	universitet	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tal	figurer	tal	figure	N;INDF;NEUT;PL	N;INDF;MASC;PL
tal	number	tal	number	N;INDF;NEUT;PL	N
league	league	league	league	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
league	forbund	league	forbunde	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
gammel	gammelt	gammel	gammel	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
gammel	gammal	gammel	gammal	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
ord	ord	ord	ord	N;INDF;NEUT;PL	N;INDF;NEUT;PL
ord	ord	ord	ord	N;INDF;NEUT;PL	N;INDF;NEUT;PL
ord	words	ord	words	N;INDF;NEUT;PL	N
lange	lange	lang	lang	ADJ;PL	ADJ;PL
lange	lenge	lang	lenge	ADJ;PL	ADJ
lange	lange	lang	lang	ADJ;PL	ADJ;PL
politiker	politiker	politiker	politiker	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinder	kvinner	kvinde	kvinne	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kvinder	kvinner	kvinde	kvinne	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
top	øverst	top	øver	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
top	top	top	top	N;INDF;MASC+FEM;SG	N
top	overdel	top	overdel	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
top	topp	top	topp	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ældre	eldre	gammel	gammal	ADJ;CMPR	ADJ;CMPR
ældre	eldre	gammel	gammal	ADJ;CMPR	ADJ;CMPR
arbejder	arbeide	arbejde	arbeide	V;IND;PRS;FIN;ACT	V;NFIN
arbejder	jobbe	arbejde	jobbe	V;IND;PRS;FIN;ACT	V;NFIN
arbejder	arbeider	arbejde	arbeide	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
arbejder	arbeider	arbejde	arbeide	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
arbejder	fungerer	arbejde	fungere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
grundlagt	grunnla	grundlægge	grunnle	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
image	bilde	image	bilde	N;INDF;NEUT;SG	N;INDF;NEUT;SG
nyt	ny	ny	ny	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
nyt	nytt	ny	ny	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
mener	mener	mene	mener	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
mener	meiner	mene	meine	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
art	art	art	art	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
art	kunst	art	kunst	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
art	art	art	art	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
art	natur	art	natur	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
art	nature	art	nature	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nummer	tall	nummer	tall	N;INDF;NEUT;SG	N;INDF;NEUT;SG
nummer	nummer	nummer	nummer	N;INDF;NEUT;SG	N;INDF;NEUT;SG
nummer	number	nummer	number	N;INDF;NEUT;SG	N
nummer	antall	nummer	antall	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kongelige	kongelige	kongelig	kongelig	ADJ;PL	ADJ;PL
kongelige	kongelige	kongelig	kongelig	ADJ;PL	ADJ;PL
norske	norske	norsk	norsk	ADJ;PL	ADJ;PL
finder	finner	finde	finne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
finder	finn	finde	finne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
udvikling	utvikling	udvikling	utvikling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
udvikling	evolusjon	udvikling	evolusjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
oprindelige	originale	oprindelig	original	ADJ;PL	ADJ;PL
oprindelige	opprinnelige	oprindelig	opprinnelig	ADJ;PL	ADJ;PL
jorden	jorden	jord	jord	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
jorden	jorda	jord	jord	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
jorden	earth	jord	earth	N;DEF;MASC+FEM;SG	N
jorden	bakken	jord	bakke	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
type	type	type	type	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vestlige	vestlige	vestlig	vestlig	ADJ;PL	ADJ;PL
file	fil	file	fil	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
robert	robert	robert	robert	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
startede	begynte	starte	begynne	V;IND;PST;FIN;ACT	V;IND;PST;FIN
lave	lage	lave	lage	V;NFIN;ACT	V;NFIN
regering	regjering	regering	regjering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ældste	eldste	gad	gammal	ADJ;DEF;RL	ADJ;DEF;RL
ældste	eldste	gad	gammal	ADJ;DEF;RL	ADJ;DEF;RL
serie	serie	serie	serie	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
serie	rekke	serie	rekke	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
parti	parti	parti	parti	N;INDF;NEUT;SG	N;INDF;NEUT;SG
parti	fest	parti	fest	N;INDF;NEUT;SG	N;INDF;MASC;SG
parti	feste	parti	feste	N;INDF;NEUT;SG	N;INDF;NEUT;SG
parti	party	parti	party	N;INDF;NEUT;SG	N;INDF;NEUT;SG
normalt	vanligvis	normalt	vanligvis	ADV	ADV
normalt	vanligvis	normalt	vanligvis	ADV	ADV
version	versjon	version	versjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
navne	names	navn	names	N;INDF;NEUT;PL	N
støtte	aid	støtte	aid	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
støtte	støtte	støtte	støtte	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
støtte	brukerstøtte	støtte	brukerstøtte	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
støtte	support	støtte	support	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
person	person	person	person	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
typisk	vanligvis	typisk	vanligvis	ADV	ADV
lov	jus	lov	jus	N	N;INDF;FEM;SG
lov	loven	lov	lov	N	N;DEF;MASC;SG
lov	lov	lov	lov	N	N;INDF;FEM;SG
norsk	norsk	norsk	norsk	N;INDF;NEUT;SG	N;INDF;MASC;SG
norsk	nordmann	norsk	nordmann	N;INDF;NEUT;SG	N;INDF;MASC;SG
norsk	norwegian	norsk	norwegian	N;INDF;NEUT;SG	N;INDF;MASC;SG
norsk	norsk	norsk	norsk	N;INDF;NEUT;SG	N;INDF;MASC;SG
europæiske	europeiske	europæisk	europeisk	ADJ;PL	ADJ;PL
sat	set	sætte	setje	V;INDF;SG;PST;V.PTCP	V;IMP;FIN
sat	angi	sætte	angi	V;INDF;SG;PST;V.PTCP	V;IMP;FIN
sat	sat	sætte	sitje	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
jørgen	jørgen	jørge	jørg	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
jørgen	jørgen	jørge	jørg	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
jørgen	jörgen	jørge	jörg	N;DEF;MASC+FEM;SG	N
titel	tittel	titel	tittel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stemmer	stemmer	stemme	stemme	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
stemmer	stemmer	stemme	stemme	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
gode	flinke	god	flink	ADJ;PL	ADJ;PL
region	region	region	region	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
love	elsk	love	elsk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
love	love	love	love	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
love	kjærlighet	love	kjærlighet	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
love	lovgivning	love	lovgivning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
enten	heller	enten	heller	ADV	ADV
dommer	judge	dommer	judge	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
samarbejde	samarbeid	samarbejde	samarbeid	N;INDF;NEUT;SG	N;INDF;NEUT;SG
styrker	styrker	styrke	styrke	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
styrker	styrker	styrke	styrke	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
styrker	forces	styrke	force	N;INDF;MASC+FEM;PL	N
spille	spiller	spille	spille	V;NFIN;ACT	V;IND;PRS;FIN
hører	hører	høre	høre	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
hører	hører	høre	høre	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
lokale	lokale	lokal	lokal	ADJ;PL	ADJ;PL
lokale	lokale	lokal	lokal	ADJ;PL	ADJ;PL
kilometer	kilometer	kilometer	kilometer	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
kilometer	kilometer	kilometer	kilometer	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
kilometer	kilometer	kilometer	kilometer	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
billede	photo	billede	photo	N;INDF;NEUT;SG	N
billede	foto	billede	foto	N;INDF;NEUT;SG	N;INDF;NEUT;SG
billede	bilete	billede	bilete	N;INDF;NEUT;SG	N;INDF;NEUT;SG
billede	bilde	billede	bilde	N;INDF;NEUT;SG	N;INDF;NEUT;SG
billede	bilde	billede	bilde	N;INDF;NEUT;SG	N;INDF;NEUT;SG
billede	bilde	billede	bilde	N;INDF;NEUT;SG	N;INDF;NEUT;SG
system	system	system	system	N;INDF;NEUT;SG	N;INDF;NEUT;SG
arter	arter	arte	arter	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
enkelt	enkelt	enkelt	enkel	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
enkelt	enkel	enkelt	enkel	ADJ;INDF;SG	ADJ;INDF;SG
enkelt	enslig	enkelt	enslig	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
marie	marie	marie	marie	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
billeder	bilder	billede	bilder	N;INDF;NEUT;PL	N;INDF;FEM;PL
