偵查	prieskum	偵查	prieskum	N	N;INAN;NOM;MASC;SG
節點	uzol	節點	uzol	N	N;INAN;NOM;MASC;SG
節點	uzlov	節點	uzlov	N	N;INAN;GEN;MASC;PL
節點	uzly	節點	uzla	N	N;INAN;NOM;MASC;PL
節點	uzliny	節點	uzlina	N	N;NOM;FEM;PL
姿勢	postoj	姿勢	postoj	N	N;INAN;NOM;MASC;SG
孤兒	siroty	孤兒	sirota	N	N;NOM;FEM;PL
孤兒	sirota	孤兒	sirota	N	N;NOM;FEM;SG
週	štvrtok	週	štvrtok	N	N;INAN;NOM;MASC;SG
船塢	dok	船塢	dok	N	N;INAN;NOM;MASC;SG
船塢	doku	船塢	doku	N	N;INAN;GEN;MASC;SG
黨派	partizán	黨派	partizán	N	N;ANIM;NOM;MASC;SG
碉堡	bunker	碉堡	bunker	N	N;INAN;NOM;MASC;SG
魔術	kúzelníci	魔術	kúzelník	N	N;ANIM;NOM;MASC;PL
魔術	kúzelník	魔術	kúzelník	N	N;ANIM;NOM;MASC;SG
葬禮	pohreb	葬禮	pohreb	N	N;INAN;NOM;MASC;SG
葬禮	pohrebu	葬禮	pohreba	N	N;INAN;GEN;MASC;SG
儒學	konfucianizmus	儒學	konfucianizmus	N	N;INAN;NOM;MASC;SG
寶座	trón	寶座	trón	N	N;INAN;NOM;MASC;SG
寶座	trónu	寶座	trón	N	N;INAN;GEN;MASC;SG
電子	email	電子	email	N	N;INAN;NOM;MASC;SG
跡象	znaky	跡象	znak	N	N;INAN;NOM;MASC;PL
跡象	znamenia	跡象	znamenie	N	N;NOM;NEUT;PL
跡象	príznaky	跡象	príznak	N	N;INAN;NOM;MASC;PL
跡象	značky	跡象	značka	N	N;NOM;FEM;PL
喇叭	roh	喇叭	roh	N	N;INAN;NOM;MASC;SG
喇叭	trúba	喇叭	trúba	N	N;NOM;FEM;SG
不平	nerovné	不平	rovný	ADJ	ADJ;NOM;NEUT;SG
晶體	kryštál	晶體	kryštál	N	N;INAN;NOM;MASC;SG
晶體	kryštály	晶體	kryštál	N	N;INAN;NOM;MASC;PL
熵	entropia	熵	entropie	N	N;NOM;FEM;SG
收養	adoptovať	收養	adoptovať	V	V;IPFV;POS;NFIN
收養	prijať	收養	prijať	V	V;PFV;POS;NFIN
音訊	zvuk	音訊	zvuk	N	N;INAN;NOM;MASC;SG
音訊	audio	音訊	audio	N	N;INAN;NOM;MASC;SG
叛逆	povstanie	叛逆	povstanie	N	N;NOM;NEUT;SG
叛逆	rebélie	叛逆	rebélia	N	N;NOM;FEM;PL
叛逆	vzbura	叛逆	vzbura	N	N;NOM;FEM;SG
外甥	synovca	外甥	synovca	N	N;ANIM;ACC;MASC;SG
外甥	synovec	外甥	synovec	N	N;ANIM;NOM;MASC;SG
密封	pečať	密封	pečať	N	N;NOM;FEM;SG
密封	tesnenie	密封	tesnenie	N	N;NOM;NEUT;SG
警衛	stráž	警衛	stráža	N	N;NOM;FEM;SG
警衛	strážnik	警衛	strážnik	N	N;ANIM;NOM;MASC;SG
信賴	verila	信賴	veriť	V	V;IPFV;FEM;SG;POS;PST;V.PTCP
彌撒	hmota	彌撒	hmota	N	N;NOM;FEM;SG
彌撒	omšu	彌撒	ono	N	N;ACC;FEM;SG
彌撒	hmotnosť	彌撒	hmotnosť	N	N;NOM;FEM;SG
古物	starožitnosti	古物	starožitnosť	N	N;NOM;FEM;PL
古物	staroveku	古物	starovek	N	N;INAN;GEN;MASC;SG
撞球	biliard	撞球	biliard	N	N;INAN;NOM;MASC;SG
撞球	bazéna	撞球	bazén	N	N;INAN;GEN;MASC;SG
撞球	biliard	撞球	biliard	N	N;INAN;NOM;MASC;SG
撞球	bazén	撞球	bazén	N	N;INAN;NOM;MASC;SG
後援	posily	後援	posila	N	N;INAN;NOM;MASC;PL
後援	zálohy	後援	záloh	N	N;NOM;FEM;PL
後援	záloha	後援	záloha	N	N;NOM;FEM;SG
後援	zálohu	後援	záloha	N	N;ACC;FEM;SG
鼓舞	povzbudenie	鼓舞	povzbudenie	N	N;NOM;NEUT;SG
關稅	tarify	關稅	tarifa	N	N;NOM;FEM;PL
關稅	clá	關稅	clo	N	N;INAN;NOM;MASC;PL
關稅	tarifa	關稅	tarifa	N	N;NOM;FEM;SG
讀取	čítajte	讀取	čítať	V	V;IPFV;IMP;PL;2;POS;FIN
讀取	čítať	讀取	čítať	V	V;IPFV;POS;NFIN
讀取	čítam	讀取	čítať	V	V;IPFV;IND;SG;1;POS;PRS;FIN
紙幣	bankoviek	紙幣	bankovka	N	N;GEN;FEM;PL
紙幣	bankovky	紙幣	bankovka	N	N;NOM;FEM;PL
紙幣	bankovka	紙幣	bankovka	N	N;NOM;FEM;SG
獨唱	sólista	獨唱	sólista	N	N;ANIM;NOM;MASC;SG
獨唱	sólo	獨唱	sólo	N	N;NOM;NEUT;SG
十字	výpravy	十字	výprava	N	N;NOM;FEM;PL
十字	križiaci	十字	križiaci	N	N;ANIM;NOM;MASC;PL
十字	križiak	十字	križiak	N	N;INAN;NOM;MASC;SG
體力	sila	體力	sila	N	N;NOM;FEM;SG
體力	pevnosť	體力	pevnosť	N	N;NOM;FEM;SG
體力	silu	體力	sila	N	N;ACC;FEM;SG
體力	sily	體力	sila	N	N;NOM;FEM;PL
平均	priemerný	平均	priemerný	ADJ	ADJ;INAN;NOM;MASC;SG
平均	priemerná	平均	priemerný	ADJ	ADJ;NOM;FEM;SG
平均	priemerné	平均	priemerný	ADJ	ADJ;NOM;NEUT;SG
興奮	vzrušenia	興奮	vzrušenie	N	N;NOM;NEUT;PL
興奮	vzrušenie	興奮	vzrušenie	N	N;NOM;NEUT;SG
神龍	draka	神龍	drak	N	N;ANIM;ACC;MASC;SG
神龍	dračí	神龍	dračiť	N	N;ANIM;NOM;MASC;SG
申報	vyhlásiť	申報	vyhlásiť	V	V;PFV;POS;NFIN
申報	vyhlasujem	申報	vyhlasovať	V	V;IPFV;IND;SG;1;POS;PRS;FIN
鯊魚	žraloky	鯊魚	žralok	N	N;INAN;NOM;MASC;PL
鯊魚	žralokov	鯊魚	žralok	N	N;ANIM;GEN;MASC;PL
鯊魚	žralok	鯊魚	žralok	N	N;ANIM;NOM;MASC;SG
大腦	mozog	大腦	mozog	N	N;INAN;NOM;MASC;SG
大腦	mozgu	大腦	mozog	N	N;INAN;GEN;MASC;SG
大腦	mozog	大腦	mozog	N	N;INAN;NOM;MASC;SG
大腦	rozum	大腦	rozum	N	N;INAN;NOM;MASC;SG
大腦	mozgov	大腦	mozog	N	N;INAN;GEN;MASC;PL
大腦	mozgy	大腦	mozog	N	N;INAN;NOM;MASC;PL
孤獨	osamelosť	孤獨	osamelosť	N	N;NOM;FEM;SG
孤獨	samoty	孤獨	samoty	N	N;NOM;FEM;PL
孤獨	samote	孤獨	samote	N	N;DAT;FEM;SG
單字	slovo	單字	slovo	N	N;NOM;NEUT;SG
單字	slovom	單字	slovo	N	N;INS;NEUT;SG
單字	slova	單字	slovo	N	N;NOM;NEUT;PL
套房	apartmán	套房	apartmán	N	N;INAN;NOM;MASC;SG
更低	nižšia	更低	nízky	ADJ	ADJ;NOM;CMPR;FEM;SG
更低	dolné	更低	dolný	ADJ	ADJ;NOM;NEUT;SG
更低	dolný	更低	dolný	ADJ	ADJ;INAN;NOM;MASC;SG
更低	dolná	更低	dolný	ADJ	ADJ;NOM;FEM;SG
心態	mentalita	心態	mentalita	N	N;NOM;FEM;SG
心態	myslenie	心態	myslenie	N	N;NOM;NEUT;SG
心態	zmýšľanie	心態	zmýšľanie	N	N;NOM;NEUT;SG
過濾	filter	過濾	filter	N	N;INAN;NOM;MASC;SG
過濾	filtrovanie	過濾	filtrovanie	N	N;NOM;NEUT;SG
過濾	filtrácie	過濾	filtrácia	N	N;NOM;FEM;PL
過濾	filtre	過濾	filter	N	N;NOM;FEM;PL
過濾	filtrov	過濾	filter	N	N;INAN;GEN;MASC;PL
蒸氣	para	蒸氣	para	N	N;NOM;FEM;SG
蒸氣	paru	蒸氣	para	N	N;ACC;FEM;SG
蒸氣	parné	蒸氣	parný	N	N;INAN;NOM;MASC;PL
蒸氣	para	蒸氣	para	N	N;NOM;FEM;SG
蒸氣	steam	蒸氣	steam	N	N;INAN;NOM;MASC;SG
蒸氣	pary	蒸氣	para	N	N;NOM;FEM;PL
蒸氣	para	蒸氣	para	N	N;NOM;FEM;SG
蒸氣	pary	蒸氣	para	N	N;NOM;FEM;PL
天命	osudom	天命	osud	N	N;INAN;INS;MASC;SG
天命	osud	天命	osud	N	N;INAN;NOM;MASC;SG
天命	destiny	天命	destina	N	N;NOM;FEM;PL
斜坡	sklon	斜坡	sklon	N	N;INAN;NOM;MASC;SG
斜坡	sklonu	斜坡	sklon	N	N;INAN;GEN;MASC;SG
斜坡	svahoch	斜坡	svah	N	N;INAN;INS;MASC;PL
斜坡	rampu	斜坡	rampa	N	N;ACC;FEM;SG
斜坡	rampy	斜坡	rampy	N	N;NOM;FEM;PL
袋鼠	kengura	袋鼠	kengura	N	N;NOM;FEM;SG
袋鼠	kengury	袋鼠	kengura	N	N;NOM;FEM;PL
服從	poslúchať	服從	poslúchať	V	V;PFV;POS;NFIN
水力	hydraulika	水力	hydraulika	N	N;NOM;FEM;SG
援軍	posily	援軍	posila	N	N;INAN;NOM;MASC;PL
博愛	bratstva	博愛	bratstvo	N	N;NOM;NEUT;PL
博愛	bratstvo	博愛	bratstvo	N	N;NOM;NEUT;SG
早餐	raňajky	早餐	raňajky	N	N;NOM;FEM;PL
肉體	mäso	肉體	mäso	N	N;NOM;NEUT;SG
動力	dynamika	動力	dynamika	N	N;NOM;FEM;SG
動力	dynamiky	動力	dynamika	N	N;NOM;FEM;PL
動力	dynamiku	動力	dynamika	N	N;ACC;FEM;SG
緯度	šírka	緯度	šírka	N	N;NOM;FEM;SG
靈活	flexibilné	靈活	flexibilný	ADJ	ADJ;NOM;NEUT;SG
靈活	pružné	靈活	pružný	ADJ	ADJ;NOM;NEUT;SG
靈活	flexibilný	靈活	flexibilný	ADJ	ADJ;INAN;NOM;MASC;SG
靈活	pružný	靈活	pružný	ADJ	ADJ;INAN;NOM;MASC;SG
扣留	zadržať	扣留	zadržať	V	V;PFV;POS;NFIN
扣留	zadržiavať	扣留	zadržiavať	V	V;IPFV;POS;NFIN
凍結	zmraziť	凍結	zmraziť	V	V;PFV;POS;NFIN
粥	kaša	粥	kaša	N	N;NOM;FEM;SG
水壩	priehrada	水壩	priehrada	N	N;NOM;FEM;SG
水壩	priehrady	水壩	priehrad	N	N;NOM;FEM;PL
雄心	ambície	雄心	ambícia	N	N;NOM;FEM;PL
雄心	ambície	雄心	ambícia	N	N;NOM;FEM;PL
幼蟲	larvy	幼蟲	larva	N	N;INAN;NOM;MASC;PL
幼蟲	larvy	幼蟲	larva	N	N;INAN;NOM;MASC;PL
幼蟲	larva	幼蟲	larv	N	N;NOM;FEM;SG
癱瘓	paralýza	癱瘓	paralýza	N	N;NOM;FEM;SG
航運	preprava	航運	preprava	N	N;NOM;FEM;SG
開關	prepne	開關	prepnúť	V	V;PFV;IND;SG;3;POS;PRS;FIN
開關	prepnúť	開關	prepnúť	V	V;PFV;POS;NFIN
邦聯	konfederácii	邦聯	konfederácia	N	N;DAT;FEM;SG
邦聯	konfederácia	邦聯	konfederácia	N	N;NOM;FEM;SG
邦聯	konfederácie	邦聯	konfederácia	N	N;NOM;FEM;PL
邦聯	konfederáciou	邦聯	konfederácia	N	N;INS;FEM;SG
邦聯	konfederácia	邦聯	konfederácia	N	N;NOM;FEM;SG
邦聯	konfederácie	邦聯	konfederácia	N	N;NOM;FEM;PL
填寫	vyplniť	填寫	vyplniť	V	V;PFV;POS;NFIN
填寫	vyplňte	填寫	vyplňt	V	V;PFV;IMP;PL;2;POS;FIN
填寫	naplniť	填寫	naplniť	V	V;PFV;POS;NFIN
疣	bradavice	疣	bradavica	N	N;NOM;FEM;PL
陸戰	námorníci	陸戰	námorník	N	N;ANIM;NOM;MASC;PL
陸戰	mariňákov	陸戰	mariňák	N	N;ANIM;ACC;MASC;PL
扣除	odpočítať	扣除	odpočítať	V	V;IPFV;POS;NFIN
扣除	odpočítať	扣除	odpočítať	V	V;IPFV;POS;NFIN
扔	hoď	扔	hodiť	V	V;PFV;IMP;SG;2;POS;FIN
扔	hodiť	扔	hodiť	V	V;PFV;POS;NFIN
扔	hádzať	扔	hádzať	V	V;IPFV;POS;NFIN
影射	narážky	影射	narážka	N	N;NOM;FEM;PL
母音	samohlásku	母音	samohláska	N	N;ACC;FEM;SG
戰地	bojisko	戰地	bojisko	N	N;NOM;NEUT;SG
戰地	bojisku	戰地	bojisko	N	N;DAT;NEUT;SG
進食	jem	進食	jem	V	V;IPFV;IND;SG;1;POS;PRS;FIN
進食	jesť	進食	jesť	V	V;IPFV;POS;NFIN
涅槃	nirvana	涅槃	nirvana	N	N;NOM;FEM;SG
老年	seniorov	老年	senior	N	N;ANIM;ACC;MASC;PL
幸存	prežili	幸存	prežiť	V	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
幸存	neprežil	幸存	prežiť	V	V;ANIM;PFV;MASC;SG;NEG;PST;V.PTCP
幸存	prežila	幸存	prežiť	V	V;PFV;FEM;SG;POS;PST;V.PTCP
幸存	prežil	幸存	prežiť	V	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
水災	záplavy	水災	záplava	N	N;NOM;FEM;PL
水災	povodne	水災	povodne	N	N;NOM;MASC;PL
水災	záplavy	水災	záplava	N	N;NOM;FEM;PL
水災	povodne	水災	povodne	N	N;NOM;MASC;PL
煎	vyprážanie	煎	vyprážanie	N	N;NOM;NEUT;SG
多餘	naviac	多餘	naviac	ADV	ADV
美學	estetika	美學	estetika	N	N;NOM;FEM;SG
堅強	silná	堅強	silný	ADJ	ADJ;NOM;FEM;SG
堅強	silní	堅強	silný	ADJ	ADJ;ANIM;NOM;MASC;PL
堅強	silné	堅強	silný	ADJ	ADJ;NOM;NEUT;SG
堅強	silný	堅強	silný	ADJ	ADJ;ANIM;NOM;MASC;SG
政客	politikov	政客	politik	N	N;ANIM;ACC;MASC;PL
政客	politici	政客	politica	N	N;ANIM;NOM;MASC;PL
政客	politikom	政客	politik	N	N;ANIM;DAT;MASC;PL
政客	politik	政客	politik	N	N;ANIM;NOM;MASC;SG
季刊	štvrťrok	季刊	štvrťrok	N	N;INAN;NOM;MASC;SG
季刊	štvrťročne	季刊	štvrťročne	N	N;NOM;FEM;PL
水母	medúzy	水母	medúza	N	N;INAN;NOM;MASC;PL
電阻	odolnosť	電阻	odolnosť	N	N;NOM;FEM;SG
電阻	rezistencia	電阻	rezistencia	N	N;NOM;FEM;SG
電阻	odpor	電阻	odpor	N	N;INAN;NOM;MASC;SG
病理	patológie	病理	patológia	N	N;NOM;FEM;PL
煞車	brzdy	煞車	brzda	N	N;NOM;FEM;PL
煞車	brzda	煞車	brzda	N	N;NOM;FEM;SG
煞車	bŕzd	煞車	bŕzd	N	N;NOM;FEM;PL
煞車	brzdy	煞車	brzda	N	N;NOM;FEM;PL
必要	nevyhnutnosť	必要	nevyhnutnosť	N	N;NOM;FEM;SG
必要	nutnosť	必要	nutnosť	N	N;NOM;FEM;SG
必要	potreba	必要	potreba	N	N;NOM;FEM;SG
堅決	rázne	堅決	rázne	ADV	ADV
嫌犯	podozrenie	嫌犯	podozrenie	N	N;NOM;NEUT;SG
薪水	mzda	薪水	mzda	N	N;NOM;FEM;SG
薪水	plat	薪水	plat	N	N;INAN;NOM;MASC;SG
後果	dôsledok	後果	dôsledok	N	N;INAN;NOM;MASC;SG
後果	následok	後果	následok	N	N;INAN;NOM;MASC;SG
後果	následky	後果	následok	N	N;INAN;NOM;MASC;PL
後果	dôsledky	後果	dôsledok	N	N;INAN;NOM;MASC;PL
薪資	mzda	薪資	mzda	N	N;NOM;FEM;SG
薪資	plat	薪資	plat	N	N;INAN;NOM;MASC;SG
薪資	platov	薪資	plat	N	N;INAN;GEN;MASC;PL
薪資	mzdy	薪資	mzdy	N	N;NOM;FEM;PL
薪資	platy	薪資	plat	N	N;INAN;NOM;MASC;PL
大	štedrý	大	štedrý	ADJ	ADJ;INAN;NOM;MASC;SG
大	veľkorysé	大	veľkorysý	ADJ	ADJ;NOM;NEUT;SG
元老	senátu	元老	senát	N	N;INAN;GEN;MASC;SG
元老	senát	元老	senát	N	N;INAN;NOM;MASC;SG
天真	naivná	天真	naivný	ADJ	ADJ;NOM;FEM;SG
天真	naivné	天真	naivný	ADJ	ADJ;NOM;NEUT;SG
天真	naivný	天真	naivný	ADJ	ADJ;ANIM;NOM;MASC;SG
配方	vzorec	配方	vzorec	N	N;INAN;NOM;MASC;SG
配方	vzorca	配方	vzorca	N	N;INAN;GEN;MASC;SG
許可	povoľuje	許可	povoľovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
硬度	tvrdosť	硬度	tvrdosť	N	N;NOM;FEM;SG
墜	prívesok	墜	prívesok	N	N;INAN;NOM;MASC;SG
極少	zriedka	極少	zriedka	ADV	ADV
極少	zriedkavo	極少	zriedkavo	ADV	ADV
極少	málokedy	極少	málokedy	ADV	ADV
流體	tekutina	流體	tekutina	N	N;NOM;FEM;SG
流體	tekutín	流體	tekutín	N	N;GEN;FEM;PL
流體	kvapalina	流體	kvapalina	N	N;NOM;FEM;SG
流體	kvapaliny	流體	kvapalina	N	N;NOM;FEM;PL
流體	tekutiny	流體	tekutina	N	N;NOM;FEM;PL
流體	kvapalín	流體	kvapalín	N	N;NOM;MASC;PL
素質	kvality	素質	kvalita	N	N;NOM;FEM;PL
素質	kvalita	素質	kvalita	N	N;NOM;FEM;SG
素質	vlastnosť	素質	vlastnosť	N	N;NOM;FEM;SG
伯父	ujo	伯父	ujo	N	N;ANIM;NOM;MASC;SG
伯父	strýko	伯父	strýko	N	N;ANIM;NOM;MASC;SG
模具	pleseň	模具	pleseň	N	N;NOM;FEM;SG
模具	formy	模具	forma	N	N;NOM;FEM;PL
模具	pleseň	模具	pleseň	N	N;NOM;FEM;SG
模具	formy	模具	forma	N	N;NOM;FEM;PL
椅子	predsedovia	椅子	predsedovie	N	N;ANIM;NOM;MASC;PL
椅子	kreslá	椅子	kreslo	N	N;NOM;NEUT;PL
椅子	stoličky	椅子	stolička	N	N;NOM;FEM;PL
椅子	kreslo	椅子	kreslo	N	N;NOM;NEUT;SG
椅子	predseda	椅子	predseda	N	N;ANIM;NOM;MASC;SG
椅子	stoličky	椅子	stolička	N	N;NOM;FEM;PL
椅子	stolička	椅子	stolička	N	N;NOM;FEM;SG
慾望	želanie	慾望	želanie	N	N;NOM;NEUT;SG
慾望	túžbu	慾望	túžba	N	N;ACC;FEM;SG
慾望	túžby	慾望	túžba	N	N;NOM;FEM;PL
慾望	túžba	慾望	túžba	N	N;NOM;FEM;SG
慾望	túžby	慾望	túžba	N	N;NOM;FEM;PL
插座	zásuvky	插座	zásuvka	N	N;NOM;FEM;PL
聖徒	svätí	聖徒	svätie	N	N;ANIM;NOM;MASC;PL
聖徒	svätých	聖徒	svätý	N	N;ANIM;GEN;MASC;PL
愛好	hobby	愛好	hobba	N	N;NOM;FEM;PL
愛好	koníček	愛好	koníček	N	N;INAN;NOM;MASC;SG
愛好	hobby	愛好	hobba	N	N;NOM;FEM;PL
愛好	koníčky	愛好	koníček	N	N;INAN;NOM;MASC;PL
肥胖	obezita	肥胖	obezita	N	N;NOM;FEM;SG
肥胖	obezity	肥胖	obezit	N	N;NOM;FEM;PL
墜落	padá	墜落	padať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
墜落	padajú	墜落	padať	V	V;IPFV;IND;PL;3;POS;PRS;FIN
菊花	chryzantéma	菊花	chryzantém	N	N;ANIM;NOM;MASC;SG
菊花	daisy	菊花	daisa	N	N;NOM;FEM;SG
募款	fundraiser	募款	fundraiser	N	N;NOM;FEM;SG
募款	zbierka	募款	zbierka	N	N;NOM;FEM;SG
駭客	hacker	駭客	hacker	N	N;ANIM;NOM;MASC;SG
白雪	snowy	白雪	snow	N	N;INAN;NOM;MASC;SG
劇作家	dramatik	劇作家	dramatik	N	N;ANIM;NOM;MASC;SG
熊貓	panda	熊貓	panda	N	N;NOM;FEM;SG
熊貓	pandy	熊貓	pand	N	N;NOM;FEM;PL
頭條	titulok	頭條	titulok	N	N;INAN;NOM;MASC;SG
頭條	titulku	頭條	titulka	N	N;ACC;FEM;SG
頭條	nadpis	頭條	nadpis	N	N;INAN;NOM;MASC;SG
族裔	národnosť	族裔	národnosť	N	N;NOM;FEM;SG
寫信	píšte	寫信	písiť	V	V;IPFV;IMP;PL;2;POS;FIN
寫信	písať	寫信	písať	V	V;IPFV;POS;NFIN
寫信	napísať	寫信	napísať	V	V;PFV;POS;NFIN
寫信	napíšte	寫信	napísiť	V	V;PFV;IMP;PL;2;POS;FIN
寫信	píš	寫信	pís	V	V;IPFV;IMP;SG;2;POS;FIN
寫信	napíš	寫信	napísať	V	V;PFV;IMP;SG;2;POS;FIN
彈珠	guličky	彈珠	gulička	N	N;NOM;FEM;PL
彈珠	guľôčky	彈珠	guľôčka	N	N;NOM;FEM;PL
彈珠	mramor	彈珠	mramor	N	N;INAN;NOM;MASC;SG
乙烯	etylénu	乙烯	etylén	N	N;INAN;GEN;MASC;SG
乙烯	vinyl	乙烯	vinyť	N	N;NOM;FEM;SG
鈉	sodík	鈉	sodík	N	N;INAN;NOM;MASC;SG
鈉	sodíka	鈉	sodík	N	N;INAN;NOM;MASC;SG
硒	selénu	硒	selén	N	N;INAN;GEN;MASC;SG
傷心	sad	傷心	sad	N	N;INAN;NOM;MASC;SG
衣物	odevy	衣物	odeva	N	N;INAN;NOM;MASC;PL
衣物	odev	衣物	odev	N	N;INAN;NOM;MASC;SG
衣物	oblečenie	衣物	oblečenie	N	N;NOM;NEUT;SG
衣物	šaty	衣物	šaty	N	N;NOM;FEM;PL
衣物	oblečenie	衣物	oblečenie	N	N;NOM;NEUT;SG
扶手	zábradlie	扶手	zábradlie	N	N;NOM;FEM;PL
扶手	zábradlia	扶手	zábradliť	N	N;NOM;NEUT;PL
甘露	nektár	甘露	nektár	N	N;INAN;NOM;MASC;SG
敦促	vyzýva	敦促	vyzývať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
固態	tuhé	固態	tuhý	N	N;INAN;NOM;MASC;PL
固態	tuhá	固態	tuhý	N	N;NOM;FEM;SG
染料	farbivo	染料	farbivo	N	N;NOM;FEM;SG
染料	farbivá	染料	farbivý	N	N;NOM;FEM;PL
從來	nikdy	從來	nikdy	ADV	ADV
鴉片	ópia	鴉片	ópia	N	N;INAN;NOM;MASC;SG
延誤	oddialiť	延誤	oddialiť	V	V;PFV;POS;NFIN
延誤	odložiť	延誤	odložiť	V	V;PFV;POS;NFIN
界	hranice	界	hranica	N	N;NOM;FEM;PL
螺旋	vrtule	螺旋	vrtuľa	N	N;NOM;FEM;PL
螺旋	vrtule	螺旋	vrtuľa	N	N;NOM;FEM;PL
領事	konzulov	領事	konzul	N	N;ANIM;GEN;MASC;PL
領事	konzul	領事	konzul	N	N;ANIM;NOM;MASC;SG
圍城	obliehanie	圍城	obliehanie	N	N;NOM;NEUT;SG
愛滋	pomôcky	愛滋	pomôcka	N	N;NOM;FEM;PL
托管	hosting	托管	hosting	N	N;INAN;NOM;MASC;SG
國度	kráľovstvo	國度	kráľovstvo	N	N;NOM;NEUT;SG
無窮	nekonečný	無窮	nekonečný	ADJ	ADJ;ANIM;NOM;MASC;SG
無窮	nekonečné	無窮	konečný	ADJ	ADJ;NOM;NEUT;SG
無窮	nekonečná	無窮	konečný	ADJ	ADJ;NOM;FEM;SG
無窮	nekonečnej	無窮	konečný	ADJ	ADJ;GEN;FEM;SG
執業	praktizuje	執業	praktizovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
藻類	riasy	藻類	riasa	N	N;NOM;FEM;PL
藻類	rias	藻類	rias	N	N;GEN;FEM;PL
打字	písať	打字	písať	V	V;IPFV;POS;NFIN
巫師	čarodejníka	巫師	čarodejník	N	N;ANIM;ACC;MASC;SG
巫師	sprievodca	巫師	sprievodca	N	N;INAN;NOM;MASC;SG
巫師	čarodejník	巫師	čarodejník	N	N;ANIM;NOM;MASC;SG
巫師	čarodejníci	巫師	čarodejník	N	N;ANIM;NOM;MASC;PL
巫師	čarodejníkov	巫師	čarodejník	N	N;ANIM;ACC;MASC;PL
玩偶	bábiky	玩偶	bábik	N	N;NOM;FEM;PL
玩偶	bábika	玩偶	bábika	N	N;NOM;FEM;SG
釉	glazúra	釉	glazúr	N	N;NOM;FEM;SG
寫入	píšte	寫入	písiť	V	V;IPFV;IMP;PL;2;POS;FIN
寫入	písať	寫入	písať	V	V;IPFV;POS;NFIN
寫入	napísať	寫入	napísať	V	V;PFV;POS;NFIN
寫入	napíšte	寫入	napísiť	V	V;PFV;IMP;PL;2;POS;FIN
寫入	píš	寫入	pís	V	V;IPFV;IMP;SG;2;POS;FIN
寫入	napíš	寫入	napísať	V	V;PFV;IMP;SG;2;POS;FIN
寫入	písať	寫入	písať	V	V;IPFV;POS;NFIN
鈔	bankoviek	鈔	bankovka	N	N;GEN;FEM;PL
鈔	bankovky	鈔	bankovka	N	N;NOM;FEM;PL
貧困	chudobe	貧困	chudoba	N	N;DAT;FEM;SG
貧困	chudoba	貧困	chudoba	N	N;NOM;FEM;SG
貧困	chudobu	貧困	chudoba	N	N;ACC;FEM;SG
貧困	chudoby	貧困	chudoba	N	N;NOM;FEM;PL
黑社	triády	黑社	triáda	N	N;NOM;FEM;PL
荒野	divočine	荒野	divočina	N	N;DAT;FEM;SG
粉末	prášok	粉末	prášok	N	N;INAN;NOM;MASC;SG
粉末	prášku	粉末	práška	N	N;INAN;GEN;MASC;SG
粉末	prášky	粉末	práška	N	N;NOM;FEM;PL
粉末	prášok	粉末	prášok	N	N;INAN;NOM;MASC;SG
親密	intímne	親密	intímne	N	N;NOM;NEUT;PL
義工	dobrovoľník	義工	dobrovoľník	N	N;ANIM;NOM;MASC;SG
過境	prevoz	過境	prevoz	N	N;INAN;NOM;MASC;SG
過境	tranzit	過境	tranzit	N	N;INAN;NOM;MASC;SG
矩形	obdĺžnik	矩形	obdĺžnik	N	N;INAN;NOM;MASC;SG
貪	chamtivosť	貪	chamtivosť	N	N;NOM;FEM;SG
野蠻	brutal	野蠻	brutať	N	N;NOM;MASC;SG
火腿	šunka	火腿	šunka	N	N;NOM;FEM;SG
謬誤	klamy	謬誤	klam	N	N;INAN;NOM;MASC;PL
暴徒	dav	暴徒	dav	N	N;INAN;NOM;MASC;SG
暴徒	mafia	暴徒	mafia	N	N;NOM;FEM;SG
暴徒	mafie	暴徒	mafie	N	N;NOM;FEM;PL
壁畫	maľbu	壁畫	maľba	N	N;ACC;FEM;SG
士氣	morálku	士氣	morálka	N	N;ACC;FEM;SG
士氣	morálka	士氣	morálka	N	N;NOM;FEM;SG
職能	funkcie	職能	funkcia	N	N;NOM;FEM;PL
職能	funkciu	職能	funkcia	N	N;ACC;FEM;SG
職能	funkcia	職能	funkcia	N	N;NOM;FEM;SG
爵士	jazz	爵士	jazz	N	N;INAN;NOM;MASC;SG
女	dievčatá	女	dievča	N	N;NOM;NEUT;PL
暴行	brutalita	暴行	brutalita	N	N;NOM;FEM;SG
暴行	zverstvá	暴行	zverstvo	N	N;NOM;NEUT;PL
援引	odvolávať	援引	odvolávať	V	V;IPFV;POS;NFIN
蘑菇	huby	蘑菇	huby	N	N;NOM;FEM;PL
蘑菇	húb	蘑菇	húb	N	N;GEN;FEM;PL
蘑菇	huba	蘑菇	huba	N	N;NOM;FEM;SG
蘑菇	huby	蘑菇	huby	N	N;NOM;FEM;PL
牲畜	dobytok	牲畜	dobytok	N	N;INAN;NOM;MASC;SG
