per	für	per	für	ADP	ADP
ufficiale	beamter	ufficiale	beamt	ADJ;SG	ADJ
ufficiale	offizielles	ufficiale	offiziell	ADJ;SG	ADJ;NOM;NEUT;SG
ufficiale	offizieller	ufficiale	offiziell	ADJ;SG	ADJ
ufficiale	offiziellen	ufficiale	offiziell	ADJ;SG	ADJ
ufficiale	beamter	ufficiale	beamt	ADJ;SG	ADJ
ufficiale	wachtmeister	ufficiale	wachtmeister	ADJ;SG	ADJ
vittoria	sieg	vittoria	seigen	N;FEM;SG	N;NOM;SG
vittoria	gewinn	vittoria	gewinn	N;FEM;SG	N
vittoria	sieg	vittoria	seigen	N;FEM;SG	N;NOM;SG
internazionale	international	internazionale	international	ADJ;SG	ADJ
internazionale	internationaler	internazionale	international	ADJ;SG	ADJ
sei	sechs	sei	sechs	NUM	NUM
presenti	anwesend	presente	anwesend	ADJ;PL	ADJ
presenti	vorhanden	presente	vorhanden	ADJ;PL	ADJ
presenti	geschenk	presente	geschenk	ADJ;PL	ADJ
america	mittelamerika	americo	mittelamerika	ADJ;FEM;SG	ADJ
origine	herkunft	origine	herkunft	N;FEM;SG	N;NOM;FEM;SG
prodotto	produkt	prodotto	produkt	N;MASC;SG	N
scuola	schule	scuola	schule	N;FEM;SG	N;NOM;FEM;SG
esercito	armee	esercito	arme	N;MASC;SG	N;NOM;FEM;SG
deve	muss	dovere	müssen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
deve	muß	dovere	müssen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
autore	autor	autore	autor	N;MASC;SG	N;NOM;MASC;SG
classifica	rangliste	classifica	ranglist	N;FEM;SG	N;NOM;FEM;SG
classifica	rangliste	classifica	ranglist	N;FEM;SG	N;NOM;FEM;SG
classifica	rangliste	classifica	ranglist	N;FEM;SG	N;NOM;FEM;SG
importante	wichtig	importante	wichtig	ADJ;SG	ADJ
importante	wichtiges	importante	wichtig	ADJ;SG	ADJ;NOM;NEUT;SG
importante	wichtiger	importante	wichtig	ADJ;SG	ADJ
importante	wichtigen	importante	wichtig	ADJ;SG	ADJ
torneo	wettkampf	torneo	wettkampf	N;MASC;SG	N
comunità	gemeinde	comunità	gemeinde	N;FEM	N;NOM;FEM;SG
stazione	bahnhof	stazione	bahnhof	N;FEM;SG	N;NOM;MASC;SG
presenta	präsentiert	presentare	präsentieren	V;IND;SG;3;PRS;FIN	V;V.PTCP
vari	verschieden	vario	verschieden	ADJ;MASC;PL	ADJ
vari	verschiedenen	vario	verschieden	ADJ;MASC;PL	ADJ;NOM;PL
vari	verschiedene	vario	verschieden	ADJ;MASC;PL	ADJ;NOM;FEM;PL
vari	sonstige	vario	sonstig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
vari	verschiedene	vario	verschieden	ADJ;MASC;PL	ADJ;NOM;FEM;PL
acqua	wasser	acqua	wasser	N;FEM;SG	N;NOM;NEUT;SG
cinque	fünf	cinque	fünf	NUM	NUM
basso	niedrig	basso	niedrig	ADJ;MASC;SG	ADJ
basso	niedrigen	basso	niedrig	ADJ;MASC;SG	ADJ
unità	einheiten	unità	einheit	N;FEM	N;PL
unità	einheit	unità	einheit	N;FEM	N;NOM;FEM;SG
unità	einheit	unità	einheit	N;FEM	N;NOM;FEM;SG
marcatori	markierungen	marcatore	markierung	N;MASC;PL	N;NOM;FEM;PL
lei	sie	lei	sie	PRO;SG;3	PRO;NOM;FEM;SG;3
metà	halbzeit	metà	halbzeit	N;FEM	N
metri	messgeräte	metro	meßgerät	N;MASC;PL	N;NOM;FEM;PL
alto	alt	alto	alt	ADJ;MASC;SG	ADJ
alto	hoch	alto	hoch	ADJ;MASC;SG	ADJ
alto	groß	alto	groß	ADJ;MASC;SG	ADJ
tour	besichtigung	tour	Besichtigung	N;MASC	N;NOM;FEM;SG
tour	ausflüge	tour	ausflügen	N;MASC	N;NOM;SG
dati	daten	dato	daten	N;MASC;PL	N;NOM;NEUT;PL
teatro	kino	teatro	kino	N;MASC;SG	N;NOM;NEUT;SG
teatro	theater	teatro	theat	N;MASC;SG	N;NOM;SG
teatro	theater	teatro	theat	N;MASC;SG	N;NOM;SG
unico	einmalig	unico	einmalig	ADJ;MASC;SG	ADJ
unico	einzigartig	unico	einzigartig	ADJ;MASC;SG	ADJ
unico	einzigartigen	unico	einzigartig	ADJ;MASC;SG	ADJ
papa	papst	papa	papst	N;MASC;SG	N;NOM;MASC;SG
uomini	männer	uomo	männer	N;MASC;PL	N;NOM;MASC;PL
uomini	herren	uomo	herr	N;MASC;PL	N;NOM;PL
visto	gesehen	vedere	sehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
visto	sah	vedere	sehen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
ricerca	suche	ricerca	suchen	N;FEM;SG	N;NOM;FEM;SG
ricerca	forschung	ricerca	forschung	N;FEM;SG	N;NOM;FEM;SG
principali	wichtigsten	principale	wichtig	ADJ;PL	ADJ;PL
massimo	maximal	massimo	maximal	ADJ;MASC;SG	ADJ
massimo	maximal	massimo	maximal	ADJ;MASC;SG	ADJ
massimo	höchstwert	massimo	höchstwert	ADJ;MASC;SG	ADJ
massimo	höchstbetrag	massimo	höchstbetrag	ADJ;MASC;SG	ADJ
donna	frau	donna	frau	N;FEM;SG	N;NOM;FEM;SG
superficie	fläche	superficie	fläche	N;FEM;SG	N;NOM;FEM;SG
alta	hoch	alto	hoch	ADJ;FEM;SG	ADJ
alta	groß	alto	groß	ADJ;FEM;SG	ADJ
distretto	landkreis	distretto	landkreis	N;MASC;SG	N
mesi	monaten	mese	Monat	N;MASC;PL	N;DAT;MASC;PL
moglie	ehefrau	moglie	ehefrau	N;FEM;SG	N;NOM;FEM;SG
moglie	frau	moglie	frau	N;FEM;SG	N;NOM;FEM;SG
ritorno	rückgabe	ritorno	rückgabe	N;MASC;SG	N;SG
costruzione	konstruktion	costruzione	konstruktion	N;FEM;SG	N;SG
costruzione	bau	costruzione	bau	N;FEM;SG	N;SG
subito	sofort	subito	sofort	ADV	ADV
totale	gesamtbetrag	totale	gesamtbetrag	ADJ;SG	ADJ;V.PTCP
totale	gesamtsumme	totale	gesamtsumme	ADJ;SG	ADJ
canzone	lied	canzone	lied	N;FEM;SG	N;NOM;NEUT;SG
vista	ansicht	vista	ansechen	N;FEM;SG	N
detto	sagte	dire	sagen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
detto	meinte	dire	meinen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
detto	gesagt	dire	sagen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
attuale	aktuell	attuale	aktuell	ADJ;SG	ADJ
attuale	aktuellen	attuale	aktuell	ADJ;SG	ADJ
attuale	aktueller	attuale	aktuell	ADJ;SG	ADJ
attuale	aktuelles	attuale	aktuell	ADJ;SG	ADJ;NOM;NEUT;SG
note	hinweise	nota	hinweisen	N;FEM;PL	N;NOM;FEM;PL
varie	verschieden	vario	verschieden	ADJ;FEM;PL	ADJ
varie	verschiedenen	vario	verschieden	ADJ;FEM;PL	ADJ;NOM;PL
varie	verschiedene	vario	verschieden	ADJ;FEM;PL	ADJ;NOM;FEM;PL
varie	sonstige	vario	sonstig	ADJ;FEM;PL	ADJ;NOM;FEM;PL
varie	verschiedene	vario	verschieden	ADJ;FEM;PL	ADJ;NOM;FEM;PL
altezza	größe	altezza	groß	N;FEM;SG	N;NOM;FEM;SG
est	ost	est	ost	N;MASC;SG	N;NOM;NEUT
fiume	fluss	fiume	flassen	N;MASC;SG	N;NOM;MASC;SG
musicale	musikalisch	musicale	musikalisch	ADJ;SG	ADJ
musicale	musikalisches	musicale	musikalisch	ADJ;SG	ADJ;NOM;NEUT;SG
fuori	außen	fuori	außen	ADV	ADV
fuori	draussen	fuori	draussen	ADV	ADV
fuori	draußen	fuori	draußen	ADV	ADV
fuori	draußen	fuori	draußen	ADV	ADV
fuori	raus	fuori	raus	ADV	ADV
contea	landkreis	contea	landkreis	N;FEM;SG	N
museo	museum	museo	museum	N;MASC;SG	N;NOM;NEUT;SG
forse	möglicherweise	forse	möglicherweise	ADV	ADV
forse	eventuell	forse	eventuell	ADV	ADV
forse	vielleicht	forse	vielleicht	ADV	ADV
forse	möglicherweise	forse	möglicherweise	ADV	ADV
forse	eventuell	forse	eventuell	ADV	ADV
forse	vielleicht	forse	vielleicht	ADV	ADV
legge	gesetz	legge	gesetz	N;FEM;SG	N;NOM;NEUT;SG
stadio	stadion	stadio	stadion	N;MASC;SG	N;NOM;NEUT;SG
stadio	stadions	stadio	stadions	N;MASC;SG	N;NOM;NEUT;SG
sviluppo	entwicklung	sviluppo	entwicklung	N;MASC;SG	N;NOM;FEM;SG
prime	prime	primo	prim	ADJ;FEM;PL	ADJ
comuni	gemeinden	comune	gemeinden	N;MASC;PL	N;NOM;FEM;PL
comuni	gemeinden	comune	gemeinden	N;MASC;PL	N;NOM;FEM;PL
pubblico	publikum	pubblico	publikum	ADJ;MASC;SG	ADJ
pubblico	zielgruppe	pubblico	zielgruppe	ADJ;MASC;SG	ADJ
pubblico	zuhörer	pubblico	zuhörer	ADJ;MASC;SG	ADJ
pubblico	öffentlicher	pubblico	öffentlich	ADJ;MASC;SG	ADJ
pubblico	öffentlichkeit	pubblico	öffentlichkeit	ADJ;MASC;SG	ADJ
pubblico	öffentlich	pubblico	öffentlich	ADJ;MASC;SG	ADJ
infine	endlich	infine	endlich	ADV	ADV
infine	schließlich	infine	schließlich	ADV	ADV
struttura	gliederung	struttura	gliederung	N;FEM;SG	N;NOM;FEM;SG
paesi	länder	paese	land	N;MASC;PL	N;NOM;NEUT;PL
paesi	ländern	paese	ländern	N;MASC;PL	N;PL
sopra	oben	sopra	oben	ADV	ADV
sopra	oberhalb	sopra	oberhalb	ADV	ADV
formazione	ausbildung	formazione	ausbildung	N;FEM;SG	N;FEM;SG
formazione	schulung	formazione	schulung	N;FEM;SG	N;NOM;FEM;SG
formazione	fortbildung	formazione	fortbildung	N;FEM;SG	N;NOM;FEM;SG
marco	marke	marco	marken	N;MASC;SG	N;NOM;FEM;SG
world	welt	world	welt	N;MASC	N;NOM;FEM;SG
probabilmente	wohl	probabilmente	wohl	ADV	ADV
bene	nun	bene	nun	ADV	ADV
bene	naja	bene	naja	ADV	ADV
britannico	britisch	britannico	britisch	ADJ;MASC;SG	ADJ
locale	lokal	locale	lokal	ADJ;SG	ADJ
locale	lokales	locale	lokal	ADJ;SG	ADJ;NOM;NEUT;SG
video	video	video	video	N;MASC	N;NOM;NEUT;SG
video	video	video	video	N;MASC	N;NOM;NEUT;SG
giochi	spiele	gioco	spiel	N;MASC;PL	N;NOM;NEUT;PL
disco	diskothek	disco	diskothek	N;MASC;SG	N;NOM;FEM;SG
conte	zählung	conte	zählung	N;MASC;SG	N;SG
giapponese	japanisch	giapponese	japanisch	ADJ;SG	ADJ
giapponese	japaner	giapponese	japaner	ADJ;SG	ADJ
giapponese	japanischer	giapponese	japanisch	ADJ;SG	ADJ
peso	gewicht	peso	wechen	N;MASC;SG	N;NOM;NEUT;SG
figli	kinder	figlio	kinder	N;MASC;PL	N;NOM;NEUT;PL
figli	kindern	figlio	kindern	N;MASC;PL	N;NOM;NEUT;PL
piccolo	kleines	piccolo	klein	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
piccolo	kleiner	piccolo	klein	ADJ;MASC;SG	ADJ
piccolo	klein	piccolo	klein	ADJ;MASC;SG	ADJ
piccolo	kleiner	piccolo	klein	ADJ;MASC;SG	ADJ
piccolo	klein	piccolo	klein	ADJ;MASC;SG	ADJ
unica	einmalig	unico	einmalig	ADJ;FEM;SG	ADJ
unica	einzigartig	unico	einzigartig	ADJ;FEM;SG	ADJ
unica	einzigartigen	unico	einzigartig	ADJ;FEM;SG	ADJ
importanti	wichtig	importante	wichtig	ADJ;PL	ADJ
importanti	wichtige	importante	wichtig	ADJ;PL	ADJ;NOM;FEM;PL
importanti	wichtiger	importante	wichtig	ADJ;PL	ADJ
importanti	wichtigen	importante	wichtig	ADJ;PL	ADJ
terza	dritter	terzo	dritt	ADJ;FEM;SG	ADJ
terza	drittel	terzo	Drittel	ADJ;FEM;SG	ADJ;NOM
terza	dritten	terzo	dritt	ADJ;FEM;SG	ADJ;ACC;MASC;SG
nominato	ernannt	nominare	ernennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nominato	ernannt	nominare	ernennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nominato	nominiert	nominare	nominieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
noto	bekannter	noto	bekannter	ADJ;MASC;SG	ADJ
noto	bekannt	noto	bekennen	ADJ;MASC;SG	ADJ
romanzo	roman	romanzo	roman	N;MASC;SG	N;NOM;MASC;SG
forte	stark	forte	stark	ADJ;SG	ADJ
forze	kräfte	forza	krafen	N;FEM;PL	N
diritto	gesetz	diritto	gesetz	N;MASC;SG	N;NOM;NEUT;SG
start	anfang	start	anfang	N;MASC	N;ACC;MASC;SG
potere	leistung	potere	leistung	N;MASC;SG	N;NOM;FEM;SG
potere	stromversorgung	potere	stromversorgung	N;MASC;SG	N;NOM;FEM;SG
lato	seite	lato	seit	N;MASC;SG	N
forza	kräfte	forza	krafen	N;FEM;SG	N
forza	festigkeit	forza	Festigkeit	N;FEM;SG	N;NOM;FEM;SG
superiore	oberer	superiore	ober	ADJ;CMPR;SG	ADJ
superiore	vorgesetzter	superiore	vorgesetzter	ADJ;CMPR;SG	ADJ
superiore	höheren	superiore	hoch	ADJ;CMPR;SG	ADJ
superiore	höher	superiore	hoch	ADJ;CMPR;SG	ADJ
breve	kurzer	breve	kurz	ADJ;SG	ADJ
breve	kurz	breve	kurz	ADJ;SG	ADJ
breve	kurzen	breve	kurz	ADJ;SG	ADJ;ACC;MASC;SG
breve	kurzer	breve	kurz	ADJ;SG	ADJ
breve	kurz	breve	kurz	ADJ;SG	ADJ
breve	kurzen	breve	kurz	ADJ;SG	ADJ;ACC;MASC;SG
spagnolo	spanisch	spagnolo	spanisch	ADJ;MASC;SG	ADJ
spagnolo	spanischer	spagnolo	spanisch	ADJ;MASC;SG	ADJ
nato	geboren	nascere	gebären	V;MASC;SG;PST;V.PTCP	V;V.PTCP
nato	geb	nascere	geb	V;MASC;SG;PST;V.PTCP	V;V.PTCP
caratteristiche	charakteristiken	caratteristica	charakteristiken	N;FEM;PL	N;NOM;FEM;PL
edizioni	editionen	edizione	edition	N;FEM;PL	N;NOM;FEM;PL
dire	sagen	dire	sagen	V;NFIN	V;NFIN
dire	sagt	dire	sagen	V;NFIN	V;IND;SG;3;PRS;FIN
diocesi	diözese	diocesi	diözese	N;FEM	N;NOM;FEM;SG
consiglio	rat	consiglio	rat	N;MASC;SG	N
membri	mitgliedern	membro	mitgliedern	N;MASC;PL	N;NOM;NEUT;PL
membri	mitglieder	membro	mitglied	N;MASC;PL	N;NOM;NEUT;PL
pari	gleiche	pari	gleich	ADJ	ADJ;NOM;FEM;PL
pari	gleichen	pari	gleich	ADJ	ADJ;NOM;MASC;PL
problemi	schwierigkeiten	problema	schwierigkeit	N;MASC;PL	N;NOM;FEM;PL
antica	antiker	antico	antik	ADJ;FEM;SG	ADJ
antica	antike	antico	antik	ADJ;FEM;SG	ADJ;NOM;FEM;SG
antica	antiken	antico	antik	ADJ;FEM;SG	ADJ;NOM
antica	antik	antico	antik	ADJ;FEM;SG	ADJ
antica	antike	antico	antik	ADJ;FEM;SG	ADJ;NOM;FEM;SG
antica	antiken	antico	antik	ADJ;FEM;SG	ADJ;NOM
problema	problemstellung	problema	problemstellung	N;MASC;SG	N;NOM;FEM;SG
problema	problem	problema	probel	N;MASC;SG	N;NOM;SG
milioni	millionen	milione	million	N;MASC;PL	N;NOM;FEM;PL
mano	hand	mano	hand	N;FEM;SG	N;NOM;FEM;SG
chiamato	aufgerufen	chiamare	aufrufen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
chiamato	angerufen	chiamare	anrufen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
chiamato	rief	chiamare	rufen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
chiamato	genannt	chiamare	nennen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
chiamato	gerufen	chiamare	rufen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
migliore	besser	migliore	gut	ADJ;CMPR;SG	ADJ
migliore	besseren	migliore	gut	ADJ;CMPR;SG	ADJ
migliore	besten	migliore	gut	ADJ;CMPR;SG	ADJ
migliore	schönste	migliore	schön	ADJ;CMPR;SG	ADJ;NOM;FEM;SG
migliore	bestes	migliore	gut	ADJ;CMPR;SG	ADJ;NOM;NEUT;SG
giornalista	journalisten	giornalista	journalist	N;SG	N
festival	volksfest	festival	volksfest	N;MASC	N;NOM;NEUT;SG
civile	zivilrecht	civile	zivilrecht	ADJ;SG	ADJ
civile	zivil	civile	zivil	ADJ;SG	ADJ
civile	zivil	civile	zivil	ADJ;SG	ADJ
civile	ziviler	civile	zivil	ADJ;SG	ADJ
evoluzione	entwicklung	evoluzione	entwicklung	N;FEM;SG	N;NOM;FEM;SG
valle	tal	valle	tal	N;FEM;SG	N;NOM;NEUT;SG
league	liga	leaguo	liga	N;FEM	N;NOM;FEM;SG
lista	liste	lista	lassen	N;FEM;SG	N;NOM;FEM;SG
lista	aufstellung	lista	aufstellingen	N;FEM;SG	N;NOM;FEM;SG
ultimi	letzten	ultimo	letzt	ADJ;MASC;PL	ADJ;PL
ultimi	aktuellste	ultimo	aktuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
ultimi	neuesten	ultimo	neu	ADJ;MASC;PL	ADJ
ultimi	neueste	ultimo	neu	ADJ;MASC;PL	ADJ;NOM;FEM;PL
ultimi	aktuelle	ultimo	aktuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
attualmente	derzeit	attualmente	derzeit	ADV	ADV
attualmente	zurzeit	attualmente	zurzeit	ADV	ADV
dio	gottes	dio	gott	N;MASC;SG	N;NOM;NEUT;SG
dio	gott	dio	gott	N;MASC;SG	N;NOM;MASC;SG
casi	fälle	caso	fallen	N;MASC;PL	N;NOM;MASC;PL
casi	fallbeispiele	caso	fallbeispiele	N;MASC;PL	N;NOM;PL
inizia	fängt	iniziare	fängen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	beginnt	iniziare	beginnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	starten	iniziare	start	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	anfangen	iniziare	anfangen	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	beginnen	iniziare	beginnen	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	beginnen	iniziare	beginnen	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	beginnt	iniziare	beginnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	anfangen	iniziare	anfangen	V;IND;SG;3;PRS;FIN	V;NFIN
inizia	startet	iniziare	starten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	fängt	iniziare	fängen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inizia	beginnt	iniziare	beginnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
velocità	geschwindigkeiten	velocità	geschwindigkeit	N;FEM	N;NOM;FEM;PL
certo	sicherlich	certo	sicherlich	ADV	ADV
femminile	weiblich	femminile	weiblich	ADJ;SG	ADJ
femminile	weiblicher	femminile	weiblich	ADJ;SG	ADJ
femminile	weiblich	femminile	weiblich	ADJ;SG	ADJ
vero	wahr	vero	wahr	ADJ;MASC;SG	ADJ
piccola	kleines	piccolo	klein	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
piccola	kleiner	piccolo	klein	ADJ;FEM;SG	ADJ
piccola	klein	piccolo	klein	ADJ;FEM;SG	ADJ
piccola	kleiner	piccolo	klein	ADJ;FEM;SG	ADJ
piccola	klein	piccolo	klein	ADJ;FEM;SG	ADJ
nuovi	neuer	nuovo	neu	ADJ;MASC;PL	ADJ
nuovi	neue	nuovo	neu	ADJ;MASC;PL	ADJ;NOM;FEM;PL
nuovi	neu	nuovo	neu	ADJ;MASC;PL	ADJ
gruppi	gruppen	gruppo	grappen	N;MASC;PL	N;NOM;FEM;PL
inizialmente	anfangs	inizialmente	anfangs	ADV	ADV
troppo	ebenfalls	troppo	ebenfalls	ADV	ADV
troppo	auch	troppo	auch	ADV	ADV
amico	freundin	amico	Freundin	N;MASC;SG	N;NOM;FEM;SG
doppio	doppelzimmer	doppio	doppelzimmer	ADJ;MASC;SG	ADJ
doppio	doppelt	doppio	doppelt	ADJ;MASC;SG	ADJ
doppio	doppelzimmer	doppio	doppelzimmer	ADJ;MASC;SG	ADJ
formato	formatieren	formare	formatieren	V;MASC;SG;PST;V.PTCP	V;NFIN
formato	formaten	formare	formaten	V;MASC;SG;PST;V.PTCP	V;NFIN
vinto	gewonnen	vincere	gewinnen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
vinto	gewann	vincere	gewinnen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
mezzo	halbzeit	mezzo	halbzeit	N;MASC;SG	N
processo	vorgang	processo	vorgang	N;MASC;SG	N
processo	verhandlung	processo	verhandlung	N;MASC;SG	N
attacco	angriff	attacco	angreifen	N;MASC;SG	N
attacco	anschlag	attacco	anschlagen	N;MASC;SG	N;SG
proprietà	objekte	proprietà	objeken	N;FEM	N;NOM;NEUT;PL
partita	spiel	partita	spielen	N;FEM;SG	N;NOM;NEUT;SG
interpretato	ausgelegt	interpretare	auslegen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
interpretato	interpretiert	interpretare	interpretieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
utilizzato	gebraucht	utilizzare	brauchen|gebrauchen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
utilizzato	benutzt	utilizzare	benutzen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
utilizzato	verwendete	utilizzare	verwenden	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
utilizzato	verwendet	utilizzare	verwenden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
morì	verstorben	morire	versterben	V;IND;SG;3;PST;FIN	V;V.PTCP
morì	gestorben	morire	sterben	V;IND;SG;3;PST;FIN	V;V.PTCP
morì	starb	morire	sterben	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
titoli	papiere	titolo	papieren	N;MASC;PL	N;NOM;PL
orientale	östlich	orientale	östlich	ADJ;SG	ADJ
orientale	ostseite	orientale	ostseite	ADJ;SG	ADJ
orientale	osteuropa	orientale	osteuropa	ADJ;SG	ADJ
orientale	östlichen	orientale	östlich	ADJ;SG	ADJ;ACC;MASC;SG
antico	antiker	antico	antik	ADJ;MASC;SG	ADJ
antico	antike	antico	antik	ADJ;MASC;SG	ADJ;NOM;FEM;SG
antico	antiken	antico	antik	ADJ;MASC;SG	ADJ;NOM
antico	antik	antico	antik	ADJ;MASC;SG	ADJ
antico	antike	antico	antik	ADJ;MASC;SG	ADJ;NOM;FEM;SG
antico	antiken	antico	antik	ADJ;MASC;SG	ADJ;NOM
antico	altstadt	antico	altstadt	ADJ;MASC;SG	ADJ
antico	alter	antico	alt	ADJ;MASC;SG	ADJ
antico	alt	antico	alt	ADJ;MASC;SG	ADJ
man	mensch	mano	mensch	N	N;SG
principe	prinz	principe	prinz	N;MASC;SG	N;NOM;MASC;SG
notte	nacht	notte	nacht	N;FEM;SG	N
dice	sagt	dire	sagen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
nuove	neuer	nuovo	neu	ADJ;FEM;PL	ADJ
nuove	neue	nuovo	neu	ADJ;FEM;PL	ADJ;NOM;FEM;PL
nuove	neu	nuovo	neu	ADJ;FEM;PL	ADJ
cancellazione	löschung	cancellazione	löschung	N;FEM;SG	N;NOM;FEM;SG
cancellazione	annullierung	cancellazione	annullierung	N;FEM;SG	N;NOM;FEM;SG
cancellazione	löschung	cancellazione	löschung	N;FEM;SG	N;NOM;FEM;SG
immagini	bilder	immagine	Bild	N;FEM;PL	N;NOM;NEUT;PL
immagini	bilder	immagine	Bild	N;FEM;PL	N;NOM;NEUT;PL
rosso	rot	rosso	rot	ADJ;MASC;SG	ADJ
massima	maximal	massimo	maximal	ADJ;FEM;SG	ADJ
massima	höchstwert	massimo	höchstwert	ADJ;FEM;SG	ADJ
massima	höchstbetrag	massimo	höchstbetrag	ADJ;FEM;SG	ADJ
massima	maxime	massimo	maxim	ADJ;FEM;SG	ADJ;NOM;FEM;SG
russo	russisch	russo	russisch	ADJ;MASC;SG	ADJ
occidentale	westlich	occidentale	westlich	ADJ;SG	ADJ
occidentale	westlichen	occidentale	westlich	ADJ;SG	ADJ;NOM;MASC;SG
comando	befehl	comando	befehl	N;MASC;SG	N;ACC;MASC;SG
comando	kommando	comando	kommando	N;MASC;SG	N;NOM;NEUT;SG
bianco	weißen	bianco	weiß	ADJ;MASC;SG	ADJ
bianco	leeren	bianco	leer	ADJ;MASC;SG	ADJ
bianco	leer	bianco	leer	ADJ;MASC;SG	ADJ
bianco	blank	bianco	blank	ADJ;MASC;SG	ADJ
licenza	konzession	licenza	konzession	N;FEM;SG	N;NOM;FEM;SG
licenza	konzession	licenza	konzession	N;FEM;SG	N;NOM;FEM;SG
template	templates	templare	templat	N;MASC	N;NOM;NEUT;SG
funzione	funktion	funzione	Funktion	N;FEM;SG	N;SG
numerose	zahlreiche	numeroso	zahlreich	ADJ;FEM;PL	ADJ;NOM;FEM;PL
numerose	zahlreich	numeroso	zahlreich	ADJ;FEM;PL	ADJ
numerose	zahlreichen	numeroso	zahlreich	ADJ;FEM;PL	ADJ;NOM;PL
scena	szene	scena	szen	N;FEM;SG	N;SG
cinema	kino	cinema	kino	N;MASC	N;NOM;NEUT;SG
cinema	kino	cinema	kino	N;MASC	N;NOM;NEUT;SG
cinema	kino	cinema	kino	N;MASC	N;NOM;NEUT;SG
associazione	assoziation	associazione	assoziation	N;FEM;SG	N;NOM;FEM;SG
associazione	vereinigung	associazione	vereinigung	N;FEM;SG	N;NOM;FEM;SG
simile	vergleichbar	simile	vergleichbar	ADJ;SG	ADJ
simile	ähnliches	simile	ähnlich	ADJ;SG	ADJ;NOM;NEUT;SG
simile	ähnlich	simile	ähnlich	ADJ;SG	ADJ
simile	ähnlichen	simile	ähnlich	ADJ;SG	ADJ
entrambi	beiden	entrambi	beide	PRO;MASC;PL	PRO;NOM;INDF;PL
entrambi	beide	entrambi	beide	PRO;MASC;PL	PRO;NOM;INDF;PL
entrambi	beider	entrambi	beide	PRO;MASC;PL	PRO;NOM;INDF;PL
reale	real	reale	real	ADJ;SG	ADJ
reale	realen	reale	real	ADJ;SG	ADJ;SG
reale	echten	reale	echt	ADJ;SG	ADJ;MASC;SG
reale	königliches	reale	königlich	ADJ;SG	ADJ;NOM;NEUT;SG
reale	königlich	reale	königlich	ADJ;SG	ADJ
corte	gericht	corte	ringen	N;FEM;SG	N;NOM;SG
compagnia	firma	compagnia	firma	N;FEM;SG	N;NOM;FEM;SG
risultati	ergebnisse	risultato	ergebnis	N;MASC;PL	N;NOM;NEUT;PL
interesse	zinssatz	interesse	zinssatz	N;MASC;SG	N;SG
campione	meister	campione	meist	N;MASC;SG	N;NOM;MASC;SG
piuttosto	vielmehr	piuttosto	vielmehr	ADV	ADV
piuttosto	eher	piuttosto	eher	ADV	ADV
decide	entscheidet	decidere	entscheiden	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
