van	مخرج	van	مخرج		
val	گرنے	val	گر	V;PRS	V;ACC;NFIN
val	گھٹنا	val	گھٹ	V;PRS	V;MASC;SG;V.PTCP;ACT
val	آپڑنے	val	آپڑ	V;PRS	V;NFIN;ACT
val	بچھڑنا.	val	بچھڑنا	V;PRS	V;NFIN;ACT
val	برسنے	val	برسنہ	V;PRS	V;PL;V.PTCP;ACT
val	بٹنا	val	بٹ	V;PRS	V;MASC;SG;NFIN;ACT
val	ڈھال	val	ڈھال	V;PRS	V;ACT
val	اترنا	val	اتر	V;PRS	V;MASC;SG;NFIN;ACT
val	مرنا	val	مر	V;PRS	V;MASC;SG;NFIN;ACT
val	پھینکنا	val	پھینکنا	V;PRS	V;NFIN;ACT
val	گرانا	val	گرانا	V;PRS	V;MASC;SG;NFIN;ACT
val	گرنے	val	گر	V;PRS	V;ACC;NFIN
val	گھٹنا	val	گھٹ	V;PRS	V;MASC;SG;V.PTCP;ACT
beheer	روکنا	beheer	روک	V;PRS	V;NFIN
omgewing	ماحول	omgewing	ماحول	N;SG	N;NOM;MASC;SG;3
omgewing	رقبہ	omgewing	رقبہ	N;SG	N;NOM;MASC;SG;3
lid	ٹکڑا	lid	ٹکڑا	N;SG	N;NOM;MASC;SG;3
voormalige	پچھلا	voormalig	پچھلا	ADJ;NOM	ADJ;NOM;MASC;SG
voormalige	سابقہ	voormalig	سابقہ	ADJ;NOM	ADJ
voormalige	سابق	voormalig	سابق	ADJ;NOM	ADJ
voormalige	گزشتہ	voormalig	گزشتہ	ADJ;NOM	ADJ
indien	اگرچہ.	indien	اگرچہ.	CONJ	CONJ
indien	اگرچہ	indien	اگرچہ	CONJ	CONJ
skeidsregter	حکم	skeidsregter	حکم	N;SG	N;NOM;MASC;SG;3
jong	خرد.	jonk	خرد.		
ouderdom	عمر	ouderdom	عمر	N;SG	N;NOM;MASC;SG;3
diens	بجلی	diens	بجلی	N;SG	N;NOM;FEM;SG;3
diens	دعا	diens	دعا	N;SG	N;NOM;FEM;SG;3
diens	گیس	diens	گیس	N;SG	N;NOM;MASC;SG;3
diens	خدمت	diens	خدمت	N;SG	N;NOM;FEM;SG;3
blou	اپجنا.	blou	اپجنا.		
blou	بالغ.	blou	بالغ.		
blou	اپجنا.	blou	اپجنا.		
blou	بالغ.	blou	بالغ.		
vind	خزانے	vind	خزانہ	V;PRS	V;FIN;ACT
vind	لانا	vind	لا	V;PRS	V;MASC;SG;NFIN;ACT
geval	حادثہ	geval	حادثہ	N;SG	N;NOM;MASC;SG;3
geval	واقعہ	geval	واقعہ	N;SG	N;NOM;MASC;SG;3
geval	معاملہ	geval	معاملہ	N;SG	N;NOM;MASC;SG;3
unie	اتفاق	unie	اتفاق	N;SG	N;NOM;MASC;SG;3
unie	اتحاد	unie	اتحاد	N;SG	N;NOM;MASC;SG;3
unie	ملاپ	unie	ملاپ	N;SG	N;NOM;MASC;SG;3
unie	شادی	unie	شادی	N;SG	N;NOM;FEM;SG;3
slag	مقابلہ	slag	مقابلہ	N;SG	N;NOM;MASC;SG;3
deelstaat	منصب	deelstaat	منصب	N;SG	N;NOM;MASC;SG;3
deelstaat	عہدہ	deelstaat	عہدہ	N;SG	N;NOM;MASC;SG;3
deelstaat	منصب	deelstaat	منصب	N;SG	N;NOM;MASC;SG;3
deelstaat	حالت	deelstaat	حالت	N;SG	N;NOM;FEM;SG;3
deelstaat	عہدہ	deelstaat	عہدہ	N;SG	N;NOM;MASC;SG;3
probeer	آزمانا.	probeer	آزمانا.	V;PRS	V;PL;FIN;ACT
voltooi	نپٹ	voltooi	نپٹ		
voltooi	نپٹ	voltooi	نپٹ		
stelsel	تنظیم	stelsel	تنظیم	N;SG	N;NOM;FEM;SG;3
stelsel	ترتیب	stelsel	ترتیب	N;SG	N;NOM;FEM;SG;3
raad	اطلاع	raad	اطلاع	N;SG	N;NOM;FEM;SG;3
raad	صلاح-	raad	صلاح-	N;SG	N;NOM;MASC;SG;3
raad	اطلاع	raad	اطلاع	N;SG	N;NOM;FEM;SG;3
raad	صلاح-	raad	صلاح-	N;SG	N;NOM;MASC;SG;3
raad	مشورہ	raad	مشورہ	N;SG	N;NOM;MASC;SG;3
raad	کونسل	raad	کونسل	N;SG	N;NOM;FEM;SG;3
klub	گروہ	klub	گروہ	N;SG	N;NOM;MASC;SG;3
klub	گروہ	klub	گروہ	N;SG	N;NOM;MASC;SG;3
vader	موجد	vader	موجد	N;SG	N;NOM;MASC;SG;3
vader	والد	vader	والد	N;SG	N;NOM;MASC;SG;3
ster	ستارہ	ster	ستارہ	N;SG	N;NOM;MASC;SG;3
ster	ستارہ	ster	ستارہ	N;SG	N;NOM;MASC;SG;3
skakel	جگانا	skakel	جگا	V;PRS	V;MASC;SG;NFIN;ACT
skakel	رکھنا	skakel	رکھ	V;PRS	V;MASC;SG;NFIN;ACT
skakel	چیخ	skakel	چیخ	V;PRS	V;ACT
skakel	سمجھنا	skakel	سمجھ	V;PRS	V;MASC;SG;NFIN;ACT
skakel	پکار	skakel	پکار	V;PRS	V;SG;ACT
genus	جنس	genus	جنس	N;SG	N;NOM;MASC;SG;3
generaal	برتر	generaal	برتر	N;SG	N;NOM;MASC;SG;3
generaal	برتر	generaal	برتر	N;SG	N;NOM;MASC;SG;3
orde	قسم	orde	قسم	N;SG	N;NOM;MASC;SG;3
orde	فرمان	orde	فرمان	N;SG	N;NOM;MASC;SG;3
orde	ترتیب	orde	ترتیب	N;SG	N;NOM;FEM;SG;3
orde	قسم	orde	قسم	N;SG	N;NOM;MASC;SG;3
antieke	قدیم	antiek	قدیم	ADJ;NOM	ADJ
voël	چڑیا	voël	چڑ	N;SG	N;NOM;FEM;SG;3
voël	پرندہ	voël	پرندہ	N;SG	N;NOM;MASC;SG;3
voël	چڑیا	voël	چڑ	N;SG	N;NOM;FEM;SG;3
duits	(	duits	(		
vierde	چوتھا	vierde	چوتھا	ADJ;NOM	ADJ
groei	زراعت	groei	زراعت	N;SG	N;NOM;FEM;SG;3
groei	نمو	groei	نمو	N;SG	N;NOM;MASC;SG;3
gestel	پھیلانا	stel	پھیلانا	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gestel	جوڑنا	stel	جوڑ	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gestel	بیٹھنا	stel	بیٹھ	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gestel	پھیلانا	stel	پھیلانا	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gestel	جوڑنا	stel	جوڑ	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gestel	رکھنا	stel	رکھ	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gestel	بیٹھنا	stel	بیٹھ	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gestel	جمانا	stel	جمانا	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
sewe	7	sewe	7	NUM	NUM
voorbeeld	قضیہ	voorbeeld	قضیہ	N;SG	N;NOM;MASC;SG;3
voorbeeld	مثال	voorbeeld	مثال	N;SG	N;NOM;MASC;SG;3
sterf	اکتانا	sterf	اکتانا	V;PRS	V;MASC;SG;NFIN;ACT
verskil	گھاٹا	verskil	گھاٹا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
verskil	گھاٹا	verskil	گھاٹا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
klas	انداز	klas	انداز	N;SG	N;NOM;MASC;SG;3
klas	وضعداری	klas	وضعداری	N;SG	N;NOM;MASC;SG;3
klas	ڈویژن	klas	ڈویژن	N;SG	N;NOM;MASC;SG;3
vertoon	دکھانا	vertoon	دکھا	V;PRS	V;MASC;SG;NFIN;ACT
vertoon	دکھاوا	vertoon	دکھا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
altyd	ہمیشہ	altyd	ہمیشہ	ADV	ADV
lig	پہنچنا(	lig	پہنچ	V;PRS	V;NFIN
lig	پہنچنا(	lig	پہنچ	V;PRS	V;NFIN
lig	جلانا	lig	جلا	V;PRS	V;MASC;SG;NFIN;ACT
lig	جگانا	lig	جگا	V;PRS	V;MASC;SG;NFIN;ACT
lig	اٹھانا	lig	اٹھا	V;PRS	V;MASC;SG;NFIN;ACT
punt	سرا	punt	سرا	N;SG	N;NOM;MASC;SG;3
punt	تفصیل	punt	تفصیل	N;SG	N;NOM;MASC;SG;3
punt	نکتہ	punt	نکتہ	N;SG	N;NOM;MASC;SG;3
punt	فائدہ	punt	فائدہ	N;SG	N;NOM;MASC;SG;3
punt	خصوصیت	punt	خصوصیت	N;SG	N;NOM;MASC;SG;3
punt	امتیاز	punt	امتیاز	N;SG	N;NOM;MASC;SG;3
punt	مصلحت	punt	مصلحت	N;SG	N;NOM;MASC;SG;3
punt	محل	punt	محل	N;SG	N;NOM;MASC;SG;3
punt	درجہ	punt	درجہ	N;SG	N;NOM;MASC;SG;3
punt	معاملہ	punt	معاملہ	N;SG	N;NOM;MASC;SG;3
punt	سرا	punt	سرا	N;SG	N;NOM;MASC;SG;3
punt	تفصیل	punt	تفصیل	N;SG	N;NOM;MASC;SG;3
punt	نکتہ	punt	نکتہ	N;SG	N;NOM;MASC;SG;3
punt	فائدہ	punt	فائدہ	N;SG	N;NOM;MASC;SG;3
punt	خصوصیت	punt	خصوصیت	N;SG	N;NOM;MASC;SG;3
punt	امتیاز	punt	امتیاز	N;SG	N;NOM;MASC;SG;3
punt	مصلحت	punt	مصلحت	N;SG	N;NOM;MASC;SG;3
punt	محل	punt	محل	N;SG	N;NOM;MASC;SG;3
punt	درجہ	punt	درجہ	N;SG	N;NOM;MASC;SG;3
punt	معاملہ	punt	معاملہ	N;SG	N;NOM;MASC;SG;3
kant	into	kant	into		
kant	ڈینگ	kant	ڈینگ		
kant	(	kant	(		
kant	ڈینگ	kant	ڈینگ		
kant	(	kant	(		
betrokke	منسوب	betrek	منسوب	ADJ;NOM	ADJ
betrokke	منسوب	betrek	منسوب	ADJ;NOM	ADJ
betrokke	مشغول	betrek	مشغول	ADJ;NOM	ADJ
vervaardig	جانچنے	vervaardig	جانچ	V;PRS	V;NFIN
dui	بنانا.	dui	بناناؤ	V;PRS	V;MASC;SG;NFIN;ACT
natuurlike	ارضی	natuurlik	ارضی	ADJ;NOM	ADJ
natuurlike	سادہ	natuurlik	سادہ	ADJ;NOM	ADJ
natuurlike	فطری	natuurlik	فطری	ADJ;NOM	ADJ
natuurlike	اصلی	natuurlik	اصلی	ADJ;NOM	ADJ
natuurlike	ارضی	natuurlik	ارضی	ADJ;NOM	ADJ
natuurlike	سادہ	natuurlik	سادہ	ADJ;NOM	ADJ
natuurlike	طبعی	natuurlik	طبعی	ADJ;NOM	ADJ
natuurlike	فطری	natuurlik	فطری	ADJ;NOM	ADJ
bied	بولی	bied	بول	V;PRS	V;PFV;FEM;SG;V.PTCP;ACT
bied	بولی	bied	بول	V;PRS	V;PFV;FEM;SG;V.PTCP;ACT
loopbaan	پیشہ	loopbaan	پیشہ	N;SG	N;NOM;MASC;SG;3
skep	جھگڑنا.	skep	جھگڑنا.	V;PRS	V;SG;FIN;ACT
dogter	دختر	dogter	دختر	N;SG	N;NOM;MASC;SG;3
dogter	بیٹی	dogter	بیٹی	N;SG	N;NOM;FEM;SG;3
dogter	دختر	dogter	دختر	N;SG	N;NOM;MASC;SG;3
dra	پہنچانا	dra	پہنچ	V;PRS	V;MASC;SG;NFIN;ACT
druk	(	druk	(		
albei	دونوں	albei	دو	NUM	NUM
bring	دلانا	bring	دلانا	V;PRS	V;MASC;SG;NFIN;ACT
geld	املاک	geld	ملک	N;SG	N;NOM;MASC;SG;3
erken	ماننا	erken	مان	V;PRS	V;MASC;SG;NFIN
verdere	مزید	verder	مزید	ADJ;NOM	ADJ
rolprent	فلم	rolprent	فلم	N;SG	N;NOM;FEM;SG;3
beweging	حرکت	beweging	حرکت	N;SG	N;NOM;MASC;SG;3
beweging	حرکت	beweging	حرکت	N;SG	N;NOM;MASC;SG;3
liggaam	مقدار	liggaam	مقدار	N;SG	N;NOM;MASC;SG;3
liggaam	جسم	liggaam	جسم	N;SG	N;NOM;MASC;SG;3
liggaam	فرد	liggaam	فرد	N;SG	N;NOM;MASC;SG;3
liggaam	آدمی	liggaam	آدمی	N;SG	N;NOM;MASC;SG;3
basis	نیچ	basis	نیچ	N;SG	N;NOM;MASC;SG;3
basis	مادّہ	basis	مادّہ	N;SG	N;NOM;MASC;SG;3
basis	نیچ	basis	نیچ	N;SG	N;NOM;MASC;SG;3
basis	مادّہ	basis	مادّہ	N;SG	N;NOM;MASC;SG;3
verlaat	بچنا.	verlaat	بچنا.	V;PRS	V;MASC;SG;ACT
verlaat	سدھارنا	verlaat	سدھار	V;PRS	V;MASC;SG;NFIN;ACT
verlaat	رخصت.	verlaat	رخصت.	V;PRS	V;SG;V.PTCP;ACT
verlaat	چھوڑنا	verlaat	چھوڑ	V;PRS	V;NFIN
verlaat	بچنا.	verlaat	بچنا.	V;PRS	V;MASC;SG;ACT
verlaat	سدھارنا	verlaat	سدھار	V;PRS	V;MASC;SG;NFIN;ACT
verlaat	رخصت.	verlaat	رخصت.	V;PRS	V;SG;V.PTCP;ACT
goewerneur	آجر	goewerneur	آجر	N;SG	N;NOM;MASC;SG;3
goewerneur	آجر	goewerneur	آجر	N;SG	N;NOM;MASC;SG;3
heilige	(	heilig	(		
kennis	واقفیت	kennis	واقفیت	N;SG	N;NOM;MASC;SG;3
trek	پٹانا	trek	پٹانا	V;PRS	V;MASC;SG;V.PTCP;ACT
trek	روکنے	trek	روک	V;PRS	V;ACC;NFIN
trek	چلنا	trek	چل	V;PRS	V;MASC;SG;NFIN;ACT
energie	زور	energie	زور	N;SG	N;NOM;MASC;SG;3
energie	قوت	energie	قوت	N;SG	N;NOM;FEM;SG;3
energie	زور	energie	زور	N;SG	N;NOM;MASC;SG;3
energie	قوت	energie	قوت	N;SG	N;NOM;FEM;SG;3
energie	توانائی	energie	توانائی	N;SG	N;NOM;FEM;SG;3
broer	برادر	broer	برادر	N;SG	N;NOM;MASC;SG;3
broer	برادر	broer	برادر	N;SG	N;NOM;MASC;SG;3
broer	بھائی	broer	بھائی	N;SG	N;NOM;MASC;SG;3
gemeenskap	معاشرہ	gemeenskap	معاشرہ	N;SG	N;NOM;MASC;SG;3
gemeenskap	معاشرہ	gemeenskap	معاشرہ	N;SG	N;NOM;MASC;SG;3
gemeenskap	سماج	gemeenskap	سماج	N;SG	N;NOM;MASC;SG;3
gemeenskap	وحدت	gemeenskap	وحدت	N;SG	N;NOM;MASC;SG;3
gemeenskap	گروہ	gemeenskap	گروہ	N;SG	N;NOM;MASC;SG;3
gemeenskap	جماعت	gemeenskap	جماعت	N;SG	N;NOM;FEM;SG;3
gemeenskap	اتحاد	gemeenskap	اتحاد	N;SG	N;NOM;MASC;SG;3
berg	تودہ	berg	تودہ	N;SG	N;NOM;MASC;SG;3
berg	پربت	berg	پربت	N;SG	N;NOM;MASC;SG;3
berg	تودہ	berg	تودہ	N;SG	N;NOM;MASC;SG;3
berg	پہاڑ	berg	پہاڑ	N;SG	N;NOM;MASC;SG;3
agter	(	agter	(		
beleid	ادارہ	beleid	ادارہ	N;SG	N;NOM;MASC;SG;3
album	البم	album	البم	N;SG	N;NOM;MASC;SG;3
vertrek	آزمائش	vertrek	آزمائش	N;SG	N;NOM;MASC;SG;3
vertrek	روانگی	vertrek	روانگی	N;SG	N;NOM;FEM;SG;3
vertrek	آزمائش	vertrek	آزمائش	N;SG	N;NOM;MASC;SG;3
lees	جانچنا	lees	جانچ	V;PRS	V;MASC;SG;NFIN;ACT
lees	بھانپنا	lees	بھانپنا	V;PRS	V;SG;NFIN;ACT
lengte	قد	lengte	قد	N;SG	N;NOM;MASC;SG;3
lengte	مدّت	lengte	مدّت	N;SG	N;NOM;MASC;SG;3
lengte	عرصہ	lengte	عرصہ	N;SG	N;NOM;MASC;SG;3
lengte	قد	lengte	قد	N;SG	N;NOM;MASC;SG;3
lengte	لمبائی	lengte	لمبائی	N;SG	N;NOM;FEM;SG;3
lengte	مدّت	lengte	مدّت	N;SG	N;NOM;MASC;SG;3
lengte	عرصہ	lengte	عرصہ	N;SG	N;NOM;MASC;SG;3
manier	کاروبار	manier	کاروبار	N;SG	N;NOM;MASC;SG;3
manier	لحاظ	manier	لحاظ	N;SG	N;NOM;MASC;SG;3
manier	قسم	manier	قسم	N;SG	N;NOM;MASC;SG;3
manier	پیشہ	manier	پیشہ	N;SG	N;NOM;MASC;SG;3
manier	سڑک	manier	سڑک	N;SG	N;NOM;FEM;SG;3
manier	کاروبار	manier	کاروبار	N;SG	N;NOM;MASC;SG;3
manier	لحاظ	manier	لحاظ	N;SG	N;NOM;MASC;SG;3
manier	قسم	manier	قسم	N;SG	N;NOM;MASC;SG;3
manier	راستہ	manier	راستہ	N;SG	N;NOM;MASC;SG;3
manier	پیشہ	manier	پیشہ	N;SG	N;NOM;MASC;SG;3
manier	سڑک	manier	سڑک	N;SG	N;NOM;FEM;SG;3
manier	طریقہ	manier	طریقہ	N;SG	N;NOM;MASC;SG;3
buitelandse	غیر	buitelands	غیر	ADJ;NOM	ADJ
buitelandse	اوپری	buitelands	اوپری	ADJ;NOM	ADJ
buitelandse	غیر	buitelands	غیر	ADJ;NOM	ADJ
buitelandse	اوپری	buitelands	اوپری	ADJ;NOM	ADJ
buitelandse	بیرونی	buitelands	بیرونی	ADJ;NOM	ADJ
tipe	طرح.	tipe	طرح.		
tipe	زمرہ.	tipe	زمرہ.		
verskeidenheid	تنوع	verskeidenheid	تنوع	N;SG	N;NOM;MASC;SG;3
verskeidenheid	تنوع	verskeidenheid	تنوع	N;SG	N;NOM;MASC;SG;3
leiding	مشورہ	leiding	مشورہ	N;SG	N;NOM;MASC;SG;3
leiding	ہدایت	leiding	ہدایت	N;SG	N;NOM;FEM;SG;3
tree	پانا	tree	پانا	V;PRS	V;SG;NFIN;ACT
tree	کھانا	tree	کھا	V;PRS	V;MASC;SG;NFIN;ACT
tree	سمجھنا	tree	سمجھ	V;PRS	V;MASC;SG;NFIN;ACT
tree	پکڑنا	tree	پکڑ	V;PRS	V;MASC;SG;NFIN;ACT
tree	چُننا	tree	چُن	V;PRS	V;MASC;SG;NFIN;ACT
tree	آزمانا	tree	آزما	V;PRS	V;SG;ACT
tree	ڈالنا	tree	ڈال	V;PRS	V;MASC;SG;NFIN;ACT
tree	کمانا	tree	کمانا	V;PRS	V;MASC;SG;NFIN;ACT
tree	چاہنا	tree	چاہ	V;PRS	V;MASC;SG;NFIN;ACT
toon	کہنا	toon	کہہ	V;PRS	V;MASC;NFIN
toon	کہنا	toon	کہہ	V;PRS	V;MASC;NFIN
pas	تشنج	pas	تشنج		
los	بچنا.	los	بچنا.	V;PRS	V;MASC;SG;ACT
los	سدھارنا	los	سدھار	V;PRS	V;MASC;SG;NFIN;ACT
los	رخصت.	los	رخصت.	V;PRS	V;SG;V.PTCP;ACT
los	چھوڑنا	los	چھوڑ	V;PRS	V;NFIN
los	بچنا.	los	بچنا.	V;PRS	V;MASC;SG;ACT
los	سدھارنا	los	سدھار	V;PRS	V;MASC;SG;NFIN;ACT
los	رخصت.	los	رخصت.	V;PRS	V;SG;V.PTCP;ACT
massa	مجموعہ	massa	مجموعہ	N;SG	N;NOM;MASC;SG;3
massa	تودہ	massa	تودہ	N;SG	N;NOM;MASC;SG;3
vorige	گزشتہ	vorige	گزشتہ	ADJ;NOM	ADJ
vorige	حالیہ	vorige	حالیہ	ADJ;NOM	ADJ
res	ساکت	res	ساکت	N;SG	N;NOM;MASC;SG;3
res	تعطل	res	تعطل	N;SG	N;NOM;MASC;SG;3
res	کام	res	کام	N;SG	N;NOM;MASC;SG;3
res	نیند	res	نیند	N;SG	N;NOM;FEM;SG;3
res	محنت	res	محنت	N;SG	N;NOM;FEM;SG;3
ekonomie	معاشیات	ekonomie	معاشیات	N;SG	N;NOM;MASC;SG;3
mark	نرخ	mark	نرخ	N;SG	N;NOM;MASC;SG;3
mark	ہاٹ	mark	ہاٹ	N;SG	N;NOM;MASC;SG;3
mark	نرخ	mark	نرخ	N;SG	N;NOM;MASC;SG;3
mark	داغ	mark	داغ	N;SG	N;NOM;MASC;SG;3
mark	جذبہ	mark	جذبہ	N;SG	N;NOM;MASC;SG;3
mark	ماڈل	mark	ماڈل	N;SG	N;NOM;MASC;SG;3
mark	نشان	mark	نشان	N;SG	N;NOM;MASC;SG;3
mark	مقصد	mark	مقصد	N;SG	N;NOM;MASC;SG;3
mark	کردار	mark	کردار	N;SG	N;NOM;MASC;SG;3
saak	نتیجے	saak	نتیجہ	N;SG	N;NOM;MASC;SG;3
saak	اثر	saak	اثر	N;SG	N;NOM;MASC;SG;3
saak	موجب	saak	موجب	N;SG	N;NOM;MASC;SG;3
saak	مقصد	saak	مقصد	N;SG	N;NOM;MASC;SG;3
saak	غایت	saak	غایت	N;SG	N;NOM;MASC;SG;3
saak	نتیجے	saak	نتیجہ	N;SG	N;NOM;MASC;SG;3
saak	سبب	saak	سبب	N;SG	N;ACC;MASC;SG;3
saak	اثر	saak	اثر	N;SG	N;NOM;MASC;SG;3
saak	موجب	saak	موجب	N;SG	N;NOM;MASC;SG;3
saak	مقصد	saak	مقصد	N;SG	N;NOM;MASC;SG;3
saak	غایت	saak	غایت	N;SG	N;NOM;MASC;SG;3
spesie	طبقہ	spesie	طبقہ	N;SG	N;NOM;MASC;SG;3
spesie	نوع	spesie	نوع	N;SG	N;NOM;MASC;SG;3
hoogte	فراز.	hoogte	فراز.	N;SG	N;NOM;MASC;SG;3
hoogte	فراز.	hoogte	فراز.	N;SG	N;NOM;MASC;SG;3
hoogte	بلندی	hoogte	بلندی	N;SG	N;NOM;FEM;SG;3
lae	کمینہ	laag	کمینہ		
lae	کمینہ	laag	کمینہ		
onafhanklikheid	استقلال.	onafhanklikheid	استقلال.	N;SG	N;NOM;MASC;SG;3
verhouding	تناسب	verhouding	تناسب	N;SG	N;NOM;MASC;SG;3
verhouding	تعلق	verhouding	تعلق	N;SG	N;NOM;MASC;SG;3
verhouding	رشتہ	verhouding	رشتہ	N;SG	N;NOM;MASC;SG;3
gedeelte	جزو	gedeelte	جزو	N;SG	N;NOM;MASC;SG;3
hoog	(	hoog	(		
hoog	(	hoog	(		
waarde	قیمت	waarde	قیمت	N;SG	N;NOM;FEM;SG;3
waarde	سامان	waarde	سامان	N;SG	N;NOM;MASC;SG;3
waarde	تشخیص	waarde	تشخیص	N;SG	N;NOM;MASC;SG;3
waarde	قیمت	waarde	قیمت	N;SG	N;NOM;FEM;SG;3
waarde	سامان	waarde	سامان	N;SG	N;NOM;MASC;SG;3
waarde	تشخیص	waarde	تشخیص	N;SG	N;NOM;MASC;SG;3
maatskappy	گروہ	maatskappy	گروہ	N;SG	N;NOM;MASC;SG;3
maatskappy	صحبت	maatskappy	صحبت	N;SG	N;NOM;FEM;SG;3
lug	سما	lug	سما		
lug	سما	lug	سما		
lug	دُھن	lug	دُھن		
dorpie	موضع	dorpie	موضع	N;SG	N;NOM;MASC;SG;3
dorpie	موضع	dorpie	موضع	N;SG	N;NOM;MASC;SG;3
tien	دس.	tien	دس.		
rigting	ہدایت	rigting	ہدایت	N;SG	N;NOM;FEM;SG;3
ondersoek	بھانپنا	ondersoek	بھانپنا	V;PRS	V;SG;NFIN;ACT
gereeld	عموماً	gereeld	عموماً	ADV	ADV
gereeld	عموماً	gereeld	عموماً	ADV	ADV
getal	ٹولی	getal	ٹولی	N;SG	N;NOM;FEM;SG;3
getal	کمپنی	getal	کمپنی	N;SG	N;NOM;FEM;SG;3
getal	گروہ	getal	گروہ	N;SG	N;NOM;MASC;SG;3
getal	جماعت	getal	جماعت	N;SG	N;NOM;FEM;SG;3
getal	رقص	getal	رقص	N;SG	N;NOM;MASC;SG;3
onafhanklike	مستقل.	onafhanklik	مستقل.	ADJ;NOM	ADJ
demokratiese	جمہوری	demokraties	جمہوری	ADJ;NOM	ADJ
wys	دکھاوا	wys	دکھا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
wys	دکھانا	wys	دکھا	V;PRS	V;MASC;SG;NFIN;ACT
wys	دکھاوا	wys	دکھا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
wys	دکھانا	wys	دکھا	V;PRS	V;MASC;SG;NFIN;ACT
spesifieke	واضح	spesifiek	واضح	ADJ;NOM	ADJ
gemiddelde	عام	gemiddel	عام	ADJ;NOM	ADJ
stryd	نبردآزمائی-	stryd	نبردآزمائی-	N;SG	N;NOM;MASC;SG;3
stryd	کوشش	stryd	کوشش	N;SG	N;NOM;FEM;SG;3
huwelik	شادی	huwelik	شادی	N;SG	N;NOM;FEM;SG;3
leef	بولی	leef	بول	V;PRS	V;PFV;FEM;SG;V.PTCP;ACT
beïnvloed	بننا	beïnvloed	بن	V;PRS	V;MASC;SG;NFIN;ACT
projek	فلم	projek	فلم	N;SG	N;NOM;FEM;SG;3
kind	بچہ	kind	بچہ	N;SG	N;NOM;MASC;SG;3
kind	اولاد	kind	اولاد	N;SG	N;NOM;MASC;SG;3
strek	دبنے	strek	دبنہ	V;PRS	V;NFIN;ACT
strek	کھینچا	strek	کھینچ	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
strek	دبنے	strek	دبنہ	V;PRS	V;NFIN;ACT
strek	کھینچا	strek	کھینچ	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
teks	موضوع	teks	موضوع	N;SG	N;NOM;MASC;SG;3
bevorder	چڑھانا	bevorder	چڑھا	V;PRS	V;MASC;SG;NFIN;ACT
bevorder	اٹھانا	bevorder	اٹھا	V;PRS	V;MASC;SG;NFIN;ACT
studie	تحقیق	studie	تحقیق	N;SG	N;NOM;MASC;SG;3
studie	مطالعہ	studie	مطالعہ	N;SG	N;NOM;MASC;SG;3
studie	تحقیق	studie	تحقیق	N;SG	N;NOM;MASC;SG;3
studie	مطالعہ	studie	مطالعہ	N;SG	N;NOM;MASC;SG;3
afstand	گریز	afstand	گریز	N;SG	N;NOM;MASC;SG;3
afstand	گریز	afstand	گریز	N;SG	N;NOM;MASC;SG;3
hand	کارخانے	hand	کارخانے	N;SG	N;NOM;MASC;SG;3
hand	مزدور	hand	مزدور	N;SG	N;NOM;MASC;SG;3
hand	قبضہ	hand	قبضہ	N;SG	N;NOM;MASC;SG;3
benoem	بتانا	benoem	بتا	V;PRS	V;MASC;SG;NFIN;ACT
praat	بولنا	praat	بول	V;PRS	V;MASC;SG;NFIN;ACT
laer	گرانا.	laag	گرانا.	V;PRS	V;PFV;MASC;PL;V.PTCP;ACT
laer	گھٹانا.	laag	گھٹانا.	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
laer	اُتارنا	laag	اُتار	V;PRS	V;NFIN;ACT
laer	گرانا.	laag	گرانا.	V;PRS	V;PFV;MASC;PL;V.PTCP;ACT
laer	گھٹانا.	laag	گھٹانا.	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
aandag	اہمیت	aandag	اہمیت	N;SG	N;NOM;MASC;SG;3
aandag	توجہ	aandag	توجہ	N;SG	N;NOM;MASC;SG;3
aandag	زور	aandag	زور	N;SG	N;NOM;MASC;SG;3
aandag	دھیان	aandag	دھیان	N;SG	N;NOM;MASC;SG;3
all	ازبس	all	ازبس		
all	ازبس	all	ازبس		
geleentheid	واقعہ	geleentheid	واقعہ	N;SG	N;NOM;MASC;SG;3
steun	گرنے	steun	گر	V;PRS	V;ACC;NFIN
steun	ڈوبنے	steun	ڈوب	V;PRS	V;NFIN
vloei	لوٹنا	vloei	لوٹ	V;PRS	V;NFIN;ACT
vloei	لوٹنا	vloei	لوٹ	V;PRS	V;NFIN;ACT
vloei	بہنا	vloei	بہ	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
