par	대략	par	대략		
uzvaru	승리	uzvara	승리	N;ACC;FEM;SG	N
izveidots	만들었습니다	izveidot	만들+었+습니다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
skolā	학교	skola	학교	N;ESS;FEM;SG	N
skolā	학교는	skola	학교+는	N;ESS;FEM;SG	N
pulka	연대	pulka	연대	N;NOM;MASC;SG	N
valdība	정부	valdība	정부	N;NOM;FEM;SG	N
plaši	널리	plaši	널리	ADV	ADV
impērija	제국	impērija	제국	N;NOM;FEM;SG	N
decembris	적위	decembris	적위	N;NOM;MASC;SG	N
reizēm	때로는	reize	때+로+는	N;DAT;FEM;PL	N
pievienojās	가입했습니다	pievienoties	가입+하+었+습니다	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V
sistēmu	체계	sistēma	체계	N;ACC;FEM;SG	N
sistēmu	시스템	sistēma	시스템	N;ACC;FEM;SG	N
lapas	나뭇잎	lapa	나뭇잎	N;NOM;FEM;PL	N
īpašības	특성	īpašība	특성	N;NOM;FEM;PL	N
īpašības	특징	īpašība	특징	N;NOM;FEM;PL	N
īpašības	특성	īpašība	특성	N;NOM;FEM;PL	N
īpašības	자산	īpašība	자산	N;NOM;FEM;PL	N
īpašības	속성	īpašība	속성	N;NOM;FEM;PL	N
darbs	직업	darbs	직업	N;NOM;MASC;SG	N
darbs	직장	darbs	직장	N;NOM;MASC;SG	N
darbs	작업	darbs	작업	N;NOM;MASC;SG	N
muzejs	박물관	muzejs	박물관	N;NOM;MASC;SG	N
vārdi	이름	vārds	이름	N;NOM;MASC;PL	N
dažādas	다르다	dažāda	다르+다	ADJ;NOM;FEM;PL	ADJ
sezona	계절	sezona	계절	N;NOM;FEM;SG	N
spēlētājs	재생기	spēlētājs	재생기	N;NOM;MASC;SG	N
spēlētājs	선수	spēlētājs	선수	N;NOM;MASC;SG	N
spēle	게임	spēle	게임	N;NOM;FEM;SG	N
spēle	경기	spēle	경기	N;NOM;FEM;SG	N
rezultāts	결과	rezultāts	결과	N;NOM;MASC;SG	N
rezultāts	결과	rezultāts	결과	N;NOM;MASC;SG	N
armija	육군	armija	육군	N;NOM;FEM;SG	N
armija	군대	armija	군대	N;NOM;FEM;SG	N
dzīvnieku	동물	dzīvnieks	동물	N;ACC;MASC;SG	N
dzīvnieku	동물학	dzīvnieks	동물학	N;ACC;MASC;SG	N
biedrības	협회	biedrība	협회	N;NOM;FEM;PL	N
teātrī	연극	teātris	연극	N;ESS;MASC;SG	N
teātrī	극장	teātris	극장	N;ESS;MASC;SG	N
teātrī	영화관	teātris	영화관	N;ESS;MASC;SG	N
daļēji	부분적으로	daļēji	부분+적+으로	ADV	ADV
daļēji	부분적으로	daļēji	부분+적+으로	ADV	ADV
vienības	단위계	vienība	단위계	N;NOM;FEM;PL	N
puses	파티	puse	파티	N;NOM;FEM;PL	N
oficiāli	공식적으로	oficiāli	공식+적+으로	ADV	ADV
augu	식물	augs	식물	N;ACC;MASC;SG	N
augu	식물학	augs	식물학	N;ACC;MASC;SG	N
gaismas	조명	gaisma	조명	N;NOM;FEM;PL	N
albumu	앨범	albums	앨범	N;ACC;MASC;SG	N
albumu	음반	albums	음반	N;ACC;MASC;SG	N
mūsu	우리의	mēs	우리+의	PRO;GEN;PL;1	PRO
mūsu	우리의	mēs	우리+의	PRO;GEN;PL;1	PRO
cilvēkiem	인간들	cilvēks	인간+들	N;DAT;MASC;PL	N
cilvēkiem	인간	cilvēks	인간	N;DAT;MASC;PL	N
cilvēkiem	국민	cilvēks	국민	N;DAT;MASC;PL	N
cilvēkiem	사람	cilvēks	사람	N;DAT;MASC;PL	N
cilvēkiem	사람들	cilvēks	사람+들	N;DAT;MASC;PL	N
kaujā	전투	kaujā	전투	N;ESS;FEM;SG	N
lomu	역할	loma	역할	N;ACC;FEM;SG	N
lielbritānijas	영국인	lielbritānija	영국인	N;NOM;FEM;PL	N
karjera	경력	karjera	경력	N;NOM;FEM;SG	N
karjera	직업	karjera	직업	N;NOM;FEM;SG	N
piezīmes	발언	piezīme	발언	N;NOM;FEM;PL	N
piezīmes	관찰	piezīme	관찰	N;NOM;FEM;PL	N
piezīmes	관측	piezīme	관측	N;NOM;FEM;PL	N
piezīmes	댓글	piezīme	댓글	N;NOM;FEM;PL	N
formas	모양	forma	모양	N;NOM;FEM;PL	N
formas	양식	forma	양식	N;NOM;FEM;PL	N
zemnieku	농민	zemnieks	농민	N;ACC;MASC;SG	N
goda	명예	gods	명예	N;NOM;MASC;SG	N
goda	명예	gods	명예	N;NOM;MASC;SG	N
mācību	교육	mācība	교육	N;ACC;FEM;PL	N
mācību	교사	mācība	교사	N;ACC;FEM;PL	N
mācību	훈련	mācība	훈련	N;ACC;FEM;PL	N
mācību	트레이닝	mācība	트레이닝	N;ACC;FEM;PL	N
uzvaras	우승	uzvara	우승	N;NOM;FEM;PL	N
uzvaras	승리	uzvara	승리	N;NOM;FEM;PL	N
uzvaras	승리	uzvara	승리	N;NOM;FEM;PL	N
dzejnieks	시인	dzejnieks	시인	N;NOM;MASC;SG	N
vienmēr	항상	vienmēr	항상	ADV	ADV
vienmēr	언제나	vienmēr	언제나	ADV	ADV
balva	수상	balva	수상	N;NOM;FEM;SG	N
putnu	조류	putns	조류	N;ACC;MASC;SG	N
okupācijas	점령	okupācija	점령	N;NOM;FEM;PL	N
loceklis	회원	loceklis	회원	N;NOM;MASC;SG	N
ministrs	장관	ministrs	장관	N;NOM;MASC;SG	N
pasažieru	여객	pasažieris	여객	N;GEN;MASC;PL	N
pasažieru	승객	pasažieris	승객	N;GEN;MASC;PL	N
organizācijas	단체	organizācija	단체	N;NOM;FEM;PL	N
organizācijas	조직	organizācija	조직	N;NOM;FEM;PL	N
organizācijas	단체	organizācija	단체	N;NOM;FEM;PL	N
punkti	점수	punkts	점수	N;NOM;MASC;PL	N
punkti	점수	punkts	점수	N;NOM;MASC;PL	N
punkti	득점	punkts	득점	N;NOM;MASC;PL	N
satur	포함함	saturēt	포함+하+ㅁ	V;FH;IND;3;POS;PRS;FIN;ACT	V
satur	포함됨	saturēt	포함+되+ㄴ	V;FH;IND;3;POS;PRS;FIN;ACT	V
centrā	시내	centrs	시내	N;ESS;MASC;SG	N
centrā	중앙	centrs	중앙	N;ESS;MASC;SG	N
centrā	중심	centrs	중심	N;ESS;MASC;SG	N
centrā	중앙	centrs	중앙	N;ESS;MASC;SG	N
vietām	음식점	vieta	음식점	N;DAT;FEM;PL	N
vietām	장소	vieta	장소	N;DAT;FEM;PL	N
dažādi	다르다	dažāds	다르+다	ADJ;NOM;MASC;PL	ADJ
piemineklis	기념물	piemineklis	기념물	N;NOM;MASC;SG	N
piemineklis	기념비	piemineklis	기념비	N;NOM;MASC;SG	N
putni	새들	putnis	새+들	N;NOM;MASC;PL	N
republika	공화국	republika	공화국	N;NOM;FEM;SG	N
raksts	기사	raksts	기사	N;NOM;MASC;SG	N
raksts	패턴	raksts	패턴	N;NOM;MASC;SG	N
izmantots	사용함	izmantot	사용+하+ㅁ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
izmantots	사용됨	izmantot	사용+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
iekļauta	포함됨	iekļaut	포함+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
kino	영화	kino	영화	N	N
kino	영화	kino	영화	N	N
karu	전쟁	karš	전쟁	N;ACC;MASC;SG	N
mākslinieks	음악가	mākslinieks	음악가	N;NOM;MASC;SG	N
mākslinieks	예술가	mākslinieks	예술가	N;NOM;MASC;SG	N
mākslinieks	아티스트	mākslinieks	아티스트	N;NOM;MASC;SG	N
mākslinieks	아티스트가	mākslinieks	아티스트+가	N;NOM;MASC;SG	N
pārsvarā	대부분	pārsvars	대부분	N;ESS;MASC;SG	N
galvaspilsēta	자본	galvaspilsēta	자본	N;NOM;FEM;SG	N
galvaspilsēta	자본주의	galvaspilsēta	자본주의	N;NOM;FEM;SG	N
krusta	십자가	krusts	십자가	N;NOM;MASC;SG	N
akmens	석기	akmens	석기	N;NOM;MASC;SG	N
mātītes	여성	mātīte	여성	N;NOM;FEM;PL	N
bērni	애들	bērns	애+들	N;NOM;MASC;PL	N
bērni	아이들	bērns	아이+들	N;NOM;MASC;PL	N
bērni	어린이	bērns	어린이	N;NOM;MASC;PL	N
bērni	어린이들	bērns	어린이+들	N;NOM;MASC;PL	N
bērni	자녀	bērns	자녀	N;NOM;MASC;PL	N
bērni	어린이	bērns	어린이	N;NOM;MASC;PL	N
bērni	아이들	bērns	아이+들	N;NOM;MASC;PL	N
televīzijas	텔레비전	televīzija	텔레비전	N;NOM;FEM;PL	N
pāvests	교황	pāvests	교황	N;NOM;MASC;SG	N
medicīnas	의학	medicīna	의학	N;NOM;FEM;PL	N
medicīnas	의료	medicīna	의료	N;NOM;FEM;PL	N
ārpus	밖에서	ārpus	밖+에서	ADV	ADV
koku	나무	koks	나무	N;ACC;MASC;SG	N
balvas	수상	balva	수상	N;NOM;FEM;PL	N
pārskats	검토	pārskats	검토	N;NOM;MASC;SG	N
pārskats	검수	pārskats	검수	N;NOM;MASC;SG	N
daudzums	수량	daudzums	수량	N;NOM;MASC;SG	N
sastāvs	합성	sastāvs	합성	N;NOM;MASC;SG	N
sastāvs	작곡	sastāvs	작곡	N;NOM;MASC;SG	N
video	비디오	video	비디오	N	N
video	비디오	video	비디오	N	N
priekšsēdētājs	회장	priekšsēdētājs	회장	N;NOM;MASC;SG	N
priekšsēdētājs	대통령	priekšsēdētājs	대통령	N;NOM;MASC;SG	N
priekšsēdētājs	회장님	priekšsēdētājs	회장님	N;NOM;MASC;SG	N
priekšsēdētājs	회장	priekšsēdētājs	회장	N;NOM;MASC;SG	N
sacensības	대회	sacensība	대회	N;NOM;FEM;PL	N
sacensības	인종	sacensība	인종	N;NOM;FEM;PL	N
sacensības	인종	sacensība	인종	N;NOM;FEM;PL	N
sacensības	경쟁	sacensība	경쟁	N;NOM;FEM;PL	N
skola	학교	skola	학교	N;NOM;FEM;SG	N
skola	학교는	skola	학교+는	N;NOM;FEM;SG	N
raksta	쓰기	rakstīt	쓰+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
raksta	쓰기	rakstīt	쓰+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
raksta	글쓰기	rakstīt	글쓰기	V;FH;IND;3;POS;PRS;FIN;ACT	V
nozīme	의미	nozīme	의미	N;NOM;FEM;SG	N
attēlu	그림	attēls	그림	N;ACC;MASC;SG	N
ciemu	마을	ciems	마을	N;ACC;MASC;SG	N
lauksaimniecības	농업	lauksaimniecība	농업	N;NOM;FEM;SG	N
lauksaimniecības	농지	lauksaimniecība	농지	N;NOM;FEM;SG	N
formula	공식	formulis	공식	N;NOM;MASC;SG	N
sakarā	존경	sakars	존경	N;ESS;MASC;SG	N
sakarā	존중	sakars	존중	N;ESS;MASC;SG	N
cīņas	레슬링	cīņa	레슬링	N;NOM;FEM;PL	N
cīņas	투쟁	cīņa	투쟁	N;NOM;FEM;PL	N
cīņas	전투	cīņa	전투	N;NOM;FEM;PL	N
augstums	키는	augstums	키+는	N;NOM;MASC;SG	N
gadījumos	케이스	gadījums	케이스	N;ESS;MASC;PL	N
gadījumos	사례	gadījums	사례	N;ESS;MASC;PL	N
atbalstu	지원	atbalsts	지원	N;ACC;MASC;SG	N
atbalstu	후원	atbalsts	후원	N;ACC;MASC;SG	N
kompānija	회사	kompānija	회사	N;NOM;FEM;SG	N
kompānija	기업	kompānija	기업	N;NOM;FEM;SG	N
studentu	학생	students	학생	N;ACC;MASC;SG	N
skolu	학교	skola	학교	N;ACC;FEM;SG	N
skolu	학교는	skola	학교+는	N;ACC;FEM;SG	N
pieturas	정류장	pieturēties	정류장	N;NOM;FEM;PL	N
versija	버전	versija	버전	N;NOM;FEM;SG	N
vēlēšanas	선거	vēlēšanas	선거	N;NOM;FEM;PL	N
vēlēšanas	선거	vēlēšanas	선거	N;NOM;FEM;PL	N
čempions	챔피언	čempions	챔피언	N;NOM;MASC;SG	N
čempions	챔피언	čempions	챔피언	N;NOM;MASC;SG	N
kravas	화물	krava	화물	N;NOM;FEM;PL	N
kravas	화물	krava	화물	N;NOM;FEM;PL	N
kravas	운송	krava	운송	N;NOM;FEM;PL	N
savienība	동맹	savienība	동맹	N;NOM;FEM;SG	N
savienība	연맹	savienība	연맹	N;NOM;FEM;SG	N
savienība	연합	savienība	연합	N;NOM;FEM;SG	N
iespējas	가능성	iespēja	가능성	N;NOM;FEM;PL	N
dalībnieki	참석자	dalībnieks	참석자	N;NOM;MASC;PL	N
dalībnieki	참가자	dalībnieks	참가자	N;NOM;MASC;PL	N
dalībnieki	배우	dalībnieks	배우	N;NOM;MASC;PL	N
dalībnieki	구성원	dalībnieks	구성원	N;NOM;MASC;PL	N
dalībnieki	멤버들	dalībnieks	멤버+들	N;NOM;MASC;PL	N
finanšu	재무	finanses	재무	N;GEN;FEM	N
finanšu	금융	finanses	금융	N;GEN;FEM	N
finanšu	재무	finanses	재무	N;GEN;FEM	N
finanšu	재정	finanses	재정	N;GEN;FEM	N
finanšu	금융	finanses	금융	N;GEN;FEM	N
temperatūras	온도	temperatūra	온도	N;NOM;FEM;PL	N
temperatūras	온도	temperatūra	온도	N;NOM;FEM;PL	N
attiecības	연애	attiecība	연애	N;NOM;FEM;PL	N
attiecības	관계	attiecība	관계	N;NOM;FEM;PL	N
attiecības	관계	attiecība	관계	N;NOM;FEM;PL	N
attiecības	연애	attiecība	연애	N;NOM;FEM;PL	N
attiecības	관계	attiecība	관계	N;NOM;FEM;PL	N
vīriešu	남성	vīrietis	남성	N;GEN;MASC;PL	N
avots	출처	avots	출처	N;NOM;MASC;SG	N
kājnieku	보병	kājnieks	보병	N;ACC;MASC;SG	N
aizsargs	보호자	aizsargs	보호자	N;NOM;MASC;SG	N
grādu	학위	grāds	학위	N;ACC;MASC;SG	N
piemiņas	기념비	piemiņa	기념비	N;NOM;FEM;PL	N
piemiņas	기념관	piemiņa	기념관	N;NOM;FEM;PL	N
kalendāra	달력	kalendārs	달력	N;GEN;MASC;SG	N
vielas	물질	viela	물질	N;NOM;FEM;PL	N
reģions	지방	reģions	지방	N;NOM;MASC;SG	N
reģions	지역	reģions	지역	N;NOM;MASC;SG	N
masa	미사	masa	미사	N;NOM;FEM;SG	N
masa	질량	masa	질량	N;NOM;FEM;SG	N
samērā	상대적으로	samērā	상대+적+으로	ADV	ADV
foto	사진	foto	사진	N	N
iekļauts	포함됨	iekļaut	포함+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
darbinieks	직원	darbinieks	직원	N;NOM;MASC;SG	N
iedalījums	분석	iedalījums	분석	N;NOM;MASC;SG	N
iedalījums	분열	iedalījums	분열	N;NOM;MASC;SG	N
sks	탐험	sks	탐험	N	N
sks	원정	sks	원정	N	N
drošības	안보	drošība	안보	N;NOM;FEM;PL	N
drošības	보안	drošība	보안	N;NOM;FEM;PL	N
drošības	안전	drošība	안전	N;NOM;FEM;PL	N
drošības	안전성	drošība	안전성	N;NOM;FEM;PL	N
mērķis	목적	mērķis	목적	N;NOM;MASC;SG	N
mērķis	목표	mērķis	목표	N;NOM;MASC;SG	N
mērķis	조준	mērķis	조준	N;NOM;MASC;SG	N
mērķis	목표	mērķis	목표	N;NOM;MASC;SG	N
mērķis	타깃	mērķis	타깃	N;NOM;MASC;SG	N
mērķis	대상	mērķis	대상	N;NOM;MASC;SG	N
mērķis	타겟	mērķis	타산	N;NOM;MASC;SG	N
mērķis	목적	mērķis	목적	N;NOM;MASC;SG	N
zinātnes	과학	zinātne	과학	N;NOM;FEM;PL	N
zinātnes	과학	zinātne	과학	N;NOM;FEM;PL	N
kapteinis	대위	kapteinis	대위	N;NOM;MASC;SG	N
kapteinis	선장	kapteinis	선장	N;NOM;MASC;SG	N
kapteinis	마스터스	kapteinis	마스터스	N;NOM;MASC;SG	N
kapteinis	지휘관	kapteinis	지휘관	N;NOM;MASC;SG	N
kapteinis	사령관	kapteinis	사령관	N;NOM;MASC;SG	N
olas	달걀	ola	달걀	N;NOM;FEM;PL	N
olas	달걀	ola	달걀	N;NOM;FEM;PL	N
funkcijas	함수	funkcija	함수	N;NOM;FEM;PL	N
programmas	프로그램	programma	프로그램	N;NOM;FEM;PL	N
sarkanā	붉은	sarkana	붉+ㄴ	ADJ;NOM;FEM;SG	ADJ
pilnīgi	완전히	pilnīgi	완전+히	ADV	ADV
pilnīgi	완전히	pilnīgi	완전+히	ADV	ADV
līgums	계약	līgums	계약	N;NOM;MASC;SG	N
līgums	조약	līgums	조약	N;NOM;MASC;SG	N
revolūcijas	혁명	revolūcija	혁명	N;NOM;FEM;PL	N
literatūras	문학	literatūra	문학	N;NOM;FEM;PL	N
literatūras	문학	literatūra	문학	N;NOM;FEM;PL	N
vides	환경	vide	환경	N;NOM;FEM;PL	N
biedrs	회원	biedrs	회원	N;NOM;MASC;SG	N
biedrs	동창	biedrs	동창	N;NOM;MASC;SG	N
dzīvnieki	동물들	dzīvnieks	동물+들	N;NOM;MASC;PL	N
dzīvnieki	동물	dzīvnieks	동물	N;NOM;MASC;PL	N
tips	종류	tips	종류	N;NOM;MASC;SG	N
tips	유형	tips	유형	N;NOM;MASC;SG	N
zinātne	과학	zinātne	과학	N;NOM;FEM;SG	N
rezultāti	결과	rezultāts	결과	N;NOM;MASC;PL	N
iekļāva	포함됨	iekļaut	포함+되+ㄴ	V;FH;IND;3;POS;PST;FIN;ACT	V
teātris	연극	teātris	연극	N;NOM;MASC;SG	N
teātris	극장	teātris	극장	N;NOM;MASC;SG	N
bīskaps	주교	bīskaps	주교	N;NOM;MASC;SG	N
vecāki	부모님	vecāks	부모님	N;NOM;MASC;PL	N
vecāki	이전	vecāks	이전	N;NOM;MASC;PL	N
pagaidu	일시적	pagaidīt	일시+적	N;ACC;MASC;SG	N
policijas	경찰	policija	경찰	N;NOM;FEM;PL	N
policijas	경찰관	policija	경찰관	N;NOM;FEM;PL	N
galvas	머리	galva	머리	N;NOM;FEM;PL	N
galvas	원수	galva	원수	N;NOM;FEM;PL	N
federācijas	연맹	federācija	연맹	N;NOM;FEM;PL	N
federācijas	연방	federācija	연방	N;NOM;FEM;PL	N
vienkārši	간단히	vienkārši	간단+히	ADV	ADV
vienkārši	단순히	vienkārši	단순+히	ADV	ADV
ekonomikas	경제	ekonomika	경제	N;NOM;FEM;PL	N
izveidot	만들기	izveidot	만들+기	V;POS;NFIN	V
tēviņi	남성	tēviņš	남성	N;NOM;MASC;PL	N
tēviņi	남성	tēviņš	남성	N;NOM;MASC;PL	N
forma	형태	forma	형태	N;NOM;FEM;SG	N
forma	모양	forma	모양	N;NOM;FEM;SG	N
forma	형태	forma	형태	N;NOM;FEM;SG	N
forma	양식	forma	양식	N;NOM;FEM;SG	N
krāsas	색깔	krāsa	색깔	N;NOM;FEM;PL	N
nedēļas	주간	nedēļa	주간	N;NOM;FEM;PL	N
tūkstoši	수천	tūkstoši	수천	NUM;NOM;MASC;PL	NUM
imperators	황제	imperators	황제	N;NOM;MASC;SG	N
imperators	천황	imperators	천황	N;NOM;MASC;SG	N
pāris	커플	pāris	커플	N;NOM;MASC;SG	N
pāris	부부	pāris	부부	N;NOM;MASC;SG	N
barības	피드	barība	피드	N;NOM;FEM;PL	N
ūdenī	물이	ūdens	물+이	N;ESS;MASC;SG	N
beidzās	종료되었습니다	beigties	종료+되+었+습니다	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V
ielām	거리	iela	거리	N;DAT;FEM;PL	N
mūzika	음악	mūzika	음악	N;NOM;FEM;SG	N
mūzika	뮤직	mūzika	뮤직	N;NOM;FEM;SG	N
padome	협의회	padome	협의회	N;NOM;FEM;SG	N
padome	평의회	padome	평의회	N;NOM;FEM;SG	N
naudas	돈이	nauda	돈+이	N;NOM;FEM;PL	N
svētku	축제	svētki	축제	N;NOM;MASC	N
kuģis	선박	kuģis	선박	N;NOM;MASC;SG	N
kuģis	선박	kuģis	선박	N;NOM;MASC;SG	N
kuģis	공예	kuģis	공예	N;NOM;MASC;SG	N
iet	걷기	iet	걷+기	V;POS;FIN	V
marta	행진	marts	행진	N;GEN;MASC;SG	N
mūziķis	음악가	mūziķis	음악가	N;NOM;MASC;SG	N
mūziķis	연주자	mūziķis	연주자	N;NOM;MASC;SG	N
mūziķis	뮤지션	mūziķis	뮤지션	N;NOM;MASC;SG	N
turnīrs	토너먼트	turnīrs	토너먼트	N;NOM;MASC;SG	N
turnīrs	대회	turnīrs	대회	N;NOM;MASC;SG	N
vara	전력	vara	전력	N;NOM;FEM;SG	N
vara	권력	vara	권력	N;NOM;FEM;SG	N
profesors	교수	profesors	교수	N;NOM;MASC;SG	N
profesors	교수님	profesors	교수+님	N;NOM;MASC;SG	N
organizācija	조직	organizācija	조직	N;NOM;FEM;SG	N
organizācija	기구	organizācija	기구	N;NOM;FEM;SG	N
organizācija	단체	organizācija	단체	N;NOM;FEM;SG	N
organizācija	조직	organizācija	조직	N;NOM;FEM;SG	N
organizācija	기구	organizācija	기구	N;NOM;FEM;SG	N
kauja	전투	kauja	전투	N;NOM;FEM;SG	N
orbītā	궤도	orbīta	궤도	N;ESS;FEM;SG	N
izlasē	샘플	izlase	샘플	N;ESS;FEM;SG	N
atbilst	일치하는	atbilst	일치+하+는	V;IMP;2;POS;FIN;ACT	V
atbilst	일치하기	atbilst	일치+하+기	V;IMP;2;POS;FIN;ACT	V
atbilst	일치합니다	atbilst	일치+하+ㅂ니다	V;IMP;2;POS;FIN;ACT	V
satiksme	교통량	satiksme	교통량	N;NOM;FEM;SG	N
satiksme	트래픽	satiksme	트래픽	N;NOM;FEM;SG	N
satiksme	교통	satiksme	교통	N;NOM;FEM;SG	N
līguma	계약	līgums	계약	N;GEN;MASC;SG	N
atpakaļ	뒤로	atpakaļ	뒤+로	ADV	ADV
atpakaļ	다시	atpakaļ	다시	ADV	ADV
atpakaļ	뒤로	atpakaļ	뒤+로	ADV	ADV
darbā	모집	darbs	모집	N;ESS;MASC;SG	N
darbā	채용	darbs	채용	N;ESS;MASC;SG	N
piešķirts	할당된	piešķirt	할당+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
dinastija	왕조	dinastija	왕조	N;NOM;FEM;SG	N
punktus	점수	punkts	점수	N;ACC;MASC;PL	N
rūpniecības	공업	rūpniecība	공업	N;NOM;FEM;PL	N
rūpniecības	산업	rūpniecība	산업	N;NOM;FEM;PL	N
skaņas	소리	skaņa	소리	N;NOM;FEM;PL	N
skaņas	소리	skaņa	소리	N;NOM;FEM;PL	N
kalns	산악	kalns	산악	N;NOM;MASC;SG	N
dzīve	생명	dzīve	생명	N;NOM;FEM;SG	N
dzīve	생활	dzīve	생활	N;NOM;FEM;SG	N
dzīve	인생	dzīve	인생	N;NOM;FEM;SG	N
spēja	능력	spēja	능력	N;NOM;FEM;SG	N
spēja	용량	spēja	용량	N;NOM;FEM;SG	N
spēja	능력	spēja	능력	N;NOM;FEM;SG	N
spēja	능력자	spēja	능력자	N;NOM;FEM;SG	N
deju	무용	deja	무용	N;ACC;FEM;SG	N
variants	변종	variants	변종	N;NOM;MASC;SG	N
balss	목소리	balss	목소리	N;NOM;FEM;SG	N
balss	음성	balss	음성	N;NOM;FEM;SG	N
romāns	소설	romāns	소설	N;NOM;MASC;SG	N
sacelšanās	폭동	sacelšanās	폭동	N;NOM;FEM;SG	N
sacelšanās	봉기	sacelšanās	봉기	N;NOM;FEM;SG	N
sacelšanās	반란	sacelšanās	반란	N;NOM;FEM;SG	N
sacelšanās	반란	sacelšanās	반란	N;NOM;FEM;SG	N
reformas	개혁개방	reforma	개혁+개방	N;NOM;FEM;PL	N
reformas	개혁	reforma	개혁	N;NOM;FEM;PL	N
numuru	숫자	numurs	숫자	N;ACC;MASC;SG	N
numuru	번호	numurs	번호	N;ACC;MASC;SG	N
salīdzinoši	상대적으로	salīdzinoši	상대+적+으로	ADV	ADV
karaliste	왕국	karaliste	왕국	N;NOM;FEM;SG	N
direktors	감독	direktors	감독	N;NOM;MASC;SG	N
svētki	축제	svētki	축제	N;NOM;MASC	N
svētki	축제	svētki	축제	N;NOM;MASC	N
svētki	축하	svētki	축하	N;NOM;MASC	N
sirds	심장	sirds	심장	N;NOM;FEM;SG	N
sirds	심장	sirds	심장	N;NOM;FEM;SG	N
sirds	마음	sirds	마음	N;NOM;FEM;SG	N
otrs	둘째	otrs	둘째	NUM;NOM;MASC;SG	NUM
saraksta	목록	saraksts	목록	N;GEN;MASC;SG	N
saraksta	명단	saraksts	명단	N;GEN;MASC;SG	N
dziedātāja	가수	dziedātāja	가수	N;NOM;FEM;SG	N
deputāts	회원	deputāts	회원	N;NOM;MASC;SG	N
attīstību	진화	attīstība	진화	N;ACC;FEM;SG	N
attīstību	진화론	attīstība	진화론	N;ACC;FEM;SG	N
problēmas	문제	problēma	문제	N;NOM;FEM;PL	N
problēmas	문제	problēma	문제	N;NOM;FEM;PL	N
ātrumu	속력	ātrums	속력	N;ACC;MASC;SG	N
ātrumu	스피드	ātrums	스피드	N;ACC;MASC;SG	N
ātrums	속력	ātrums	속력	N;NOM;MASC;SG	N
ātrums	스피드	ātrums	스피드	N;NOM;MASC;SG	N
čempioni	챔피언	čempionis	챔피언	N;NOM;MASC;PL	N
sacīkstes	인종	sacīkste	인종	N;NOM;FEM;PL	N
sacīkstes	인종	sacīkste	인종	N;NOM;FEM;PL	N
sacīkstes	경쟁	sacīkste	경쟁	N;NOM;FEM;PL	N
arhitekts	건축가	arhitekts	건축가	N;NOM;MASC;SG	N
arhitekts	건축	arhitekts	건축	N;NOM;MASC;SG	N
nodaļas	분열	nodaļa	분열	N;NOM;FEM;PL	N
nodaļas	섹션	nodaļa	섹션	N;NOM;FEM;PL	N
maršruts	노선	maršruts	노선	N;NOM;MASC;SG	N
ūdeni	물이	ūdens	물+이	N;ACC;MASC;SG	N
dati	자료	dati	자료	N;NOM;MASC	N
dati	데이터	dati	데이터	N;NOM;MASC	N
lietot	이용하기	lietot	이용+하+기	V;POS;NFIN	V
lietot	사용하기	lietot	사용+하+기	V;POS;NFIN	V
amatu	게시물	amats	게시물	N;ACC;MASC;SG	N
nosaukumi	이름	nosaukums	이름	N;NOM;MASC;PL	N
tēva	아버지	tēvs	아버지	N;GEN;MASC;SG	N
ziemā	겨울	ziema	겨울	N;ESS;FEM;SG	N
dažkārt	가끔	dažkārt	가끔	ADV	ADV
dažkārt	때때로	dažkārt	때때로	ADV	ADV
rekords	레코드	rekords	레코드	N;NOM;MASC;SG	N
rekords	녹음	rekords	녹음	N;NOM;MASC;SG	N
rekords	녹화	rekords	녹화	N;NOM;MASC;SG	N
rekords	기록	rekords	기록	N;NOM;MASC;SG	N
sievietes	여성	sieviete	여성	N;NOM;FEM;PL	N
sievietes	여자들	sieviete	여자+들	N;NOM;FEM;PL	N
sievietes	여자	sieviete	여자	N;NOM;FEM;PL	N
sievietes	여성	sieviete	여성	N;NOM;FEM;PL	N
mērķi	목표	mērķis	목표	N;ACC;MASC;SG	N
mērķi	목적	mērķis	목적	N;ACC;MASC;SG	N
mērķi	목표	mērķis	목표	N;ACC;MASC;SG	N
mērķi	목표	mērķis	목표	N;ACC;MASC;SG	N
mērķi	타겟	mērķis	타산	N;ACC;MASC;SG	N
skolotāju	교사	skolotājs	교사	N;ACC;FEM;SG	N
skolotāju	스승	skolotājs	스승	N;ACC;FEM;SG	N
attēla	그림	attēls	그림	N;GEN;MASC;SG	N
mantojuma	상속	mantojums	상속	N;GEN;MASC;SG	N
mantojuma	문화유산	mantojums	문화유산	N;GEN;MASC;SG	N
zvaigzne	항성	zvaigzne	항성	N;NOM;FEM;SG	N
