von	de	von	de	ADP	ADP
meist	principalmente	meist	principalmente	ADV	ADV
eigenen	próprio	eigen	próprio	ADJ;ACC;MASC;SG	ADJ;MASC;SG
findet	encontrar	finden	encontrar	V;IND;SG;3;PRS;FIN	V;NFIN
findet	encontra	finden	encontrar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
lang	longa	lang	longo	ADJ	ADJ;FEM;SG
lang	longos	lang	longo	ADJ	ADJ;MASC;PL
einmal	outrora	einmal	outrora	ADV	ADV
besonders	particularmente	besonders	particularmente	ADV	ADV
besonders	especialmente	besonders	especialmente	ADV	ADV
besonders	especialmente	besonders	especialmente	ADV	ADV
lange	longo	lange	longo	ADV	ADV
begriff	frase	begreifen	frase	N;MASC;SG	N;FEM;SG
begriff	termo	begreifen	termo	N;MASC;SG	N;MASC;SG
begriff	conceito	begreifen	conceito	N;MASC;SG	N;MASC;SG
gegründet	fundado	gründen	fundar	V;V.PTCP	V;MASC;SG;V.PTCP
gegründet	fundou	gründen	fundar	V;V.PTCP	V;IND;SG;3;PST;FIN
gegründet	fundada	gründen	fundar	V;V.PTCP	V;FEM;SG;V.PTCP
gegründet	estabelecida	gründen	estabelecer	V;V.PTCP	V;FEM;SG;V.PTCP
gegründet	estabelecido	gründen	estabelecer	V;V.PTCP	V;MASC;SG;V.PTCP
gegründet	formado	gründen	formar	V;V.PTCP	V;MASC;SG;V.PTCP
gegründet	formada	gründen	formar	V;V.PTCP	V;FEM;SG;V.PTCP
gegründet	formados	gründen	formar	V;V.PTCP	V;MASC;PL;V.PTCP
website	website	websit	websitir	N;SG	N;MASC;SG
website	site	websit	site	N;SG	N;MASC;SG
website	sítio	websit	sítio	N;SG	N;MASC;SG
website	site	websit	site	N;SG	N;MASC;SG
folge	follow	folge	follow	N;NOM;FEM;SG	N;MASC;SG
folge	episódio	folge	episódio	N;NOM;FEM;SG	N;MASC;SG
folge	seqüência	folge	seqüência	N;NOM;FEM;SG	N;FEM;SG
folge	sequência	folge	sequência	N;NOM;FEM;SG	N;FEM;SG
folge	sequencia	folge	sequencia	N;NOM;FEM;SG	N;FEM;SG
arbeitete	trabalhou	arbeiten	trabalhar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
arbeitete	funcionou	arbeiten	funcionar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
arbeitete	trabalhado	arbeiten	trabalhar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
arbeitete	colaborou	arbeiten	colaborar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
arbeitete	cooperou	arbeiten	cooperar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
einwohner	habitantes	einwohner	habitante	N;NOM;MASC;PL	N;PL
einwohner	residentes	einwohner	residente	N;NOM;MASC;PL	N;MASC;PL
einwohner	moradores	einwohner	morador	N;NOM;MASC;PL	N;MASC;PL
innerhalb	dentro	innerhalb	dentro	ADV	ADV
studierte	estudou	studieren	estudar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
studierte	estudado	studieren	estudar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
studierte	estudada	studieren	estudar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
alten	antigos	alt	antigo	ADJ;NOM;MASC;PL	ADJ;MASC;PL
kinder	crianças	kinder	criança	N;NOM;NEUT;PL	N;FEM;PL
kinder	filhos	kinder	filho	N;NOM;NEUT;PL	N;MASC;PL
kinder	miúdos	kinder	miúdo	N;NOM;NEUT;PL	N;MASC;PL
kinder	crianças	kinder	criança	N;NOM;NEUT;PL	N;FEM;PL
kinder	filhos	kinder	filho	N;NOM;NEUT;PL	N;MASC;PL
gerade	só	gerade	só	ADV	ADV
gerade	apenas	gerade	apenas	ADV	ADV
mitte	meio	mitte	meio	ADV	ADV
sechs	seis	sechs	seis	NUM	NUM
verschiedenen	diferentes	verschieden	diferente	ADJ;NOM;PL	ADJ;MASC;PL
verschiedenen	diversos	verschieden	diverso	ADJ;NOM;PL	ADJ;MASC;PL
museum	museu	museum	museu	N;NOM;NEUT;SG	N;MASC;SG
musik	musik	musik	musik	N;NOM;FEM;SG	N;MASC;SG
musik	music	musik	music	N;NOM;FEM;SG	N;MASC;SG
musik	música	musik	música	N;NOM;FEM;SG	N;FEM;SG
musik	musica	musik	musica	N;NOM;FEM;SG	N;FEM;SG
wenig	pouco	wenig	pouco	ADV	ADV
möglich	possivel	möglich	possivel	ADJ	ADJ;MASC;SG
möglich	possíveis	möglich	possível	ADJ	ADJ;MASC;PL
möglich	possível	möglich	possível	ADJ	ADJ;MASC;SG
thema	tópico	thema	tópico	N;NOM;NEUT;SG	N;MASC;SG
thema	temática	thema	temático	N;NOM;NEUT;SG	N;FEM;SG
thema	tema	thema	tema	N;NOM;NEUT;SG	N;MASC;SG
thema	questão	thema	questão	N;NOM;NEUT;SG	N;FEM;SG
thema	assunto	thema	assunto	N;NOM;NEUT;SG	N;MASC;SG
thema	objecto	thema	objecto	N;NOM;NEUT;SG	N;MASC;SG
rolle	rolo	roll	rolo	N;NOM;FEM;SG	N;MASC;SG
rolle	bobina	roll	bobina	N;NOM;FEM;SG	N;FEM;SG
rolle	papel	roll	papel	N;NOM;FEM;SG	N;MASC;SG
rolle	pergaminho	roll	pergaminho	N;NOM;FEM;SG	N;MASC;SG
rolle	role	roll	role	N;NOM;FEM;SG	N;MASC;SG
rolle	rola	roll	rola	N;NOM;FEM;SG	N;FEM;SG
rolle	role	roll	role	N;NOM;FEM;SG	N;MASC;SG
rolle	roll	roll	roll	N;NOM;FEM;SG	N;MASC;SG
rolle	rolo	roll	rolo	N;NOM;FEM;SG	N;MASC;SG
damals	então	damals	então	ADV	ADV
damals	depois	damals	depois	ADV	ADV
werk	werk	werk	werk	N;NOM;NEUT;SG	N;MASC;SG
werk	trabalho	werk	trabalho	N;NOM;NEUT;SG	N;MASC;SG
werk	fabrica	werk	fabricar	N;NOM;NEUT;SG	N;FEM;SG
werk	factory	werk	factory	N;NOM;NEUT;SG	N;MASC;SG
werk	fábrica	werk	fábrica	N;NOM;NEUT;SG	N;FEM;SG
gewünscht	desejadas	wünschen	desejar	V;V.PTCP	V;FEM;PL;V.PTCP
gewünscht	desejada	wünschen	desejar	V;V.PTCP	V;FEM;SG;V.PTCP
gewünscht	desejado	wünschen	desejar	V;V.PTCP	V;MASC;SG;V.PTCP
gewünscht	desejados	wünschen	desejar	V;V.PTCP	V;MASC;PL;V.PTCP
gewünscht	procurada	wünschen	procurar	V;V.PTCP	V;FEM;SG;V.PTCP
gewünscht	queria	wünschen	querer	V;V.PTCP	V;IND;SG;3;IPFV;FIN
gewünscht	procurado	wünschen	procurar	V;V.PTCP	V;MASC;SG;V.PTCP
gewünscht	procurados	wünschen	procurar	V;V.PTCP	V;MASC;PL;V.PTCP
gewünscht	desejei	wünschen	desejar	V;V.PTCP	V;IND;SG;1;PST;FIN
gewünscht	desejou	wünschen	desejar	V;V.PTCP	V;IND;SG;3;PST;FIN
gewünscht	desejava	wünschen	desejar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
gewünscht	solicitada	wünschen	solicitar	V;V.PTCP	V;FEM;SG;V.PTCP
gewünscht	solicitado	wünschen	solicitar	V;V.PTCP	V;MASC;SG;V.PTCP
gewünscht	pedida	wünschen	pedir	V;V.PTCP	V;FEM;SG;V.PTCP
entwicklung	desenvolvimento	entwicklung	desenvolvimento	N;NOM;FEM;SG	N;MASC;SG
entwicklung	evolução	entwicklung	evolução	N;NOM;FEM;SG	N;FEM;SG
entwicklung	evolution	entwicklung	evolution	N;NOM;FEM;SG	N;MASC;SG
entwicklung	evolução	entwicklung	evolução	N;NOM;FEM;SG	N;FEM;SG
bau	bau	bau	bau	N;SG	N;MASC;SG
bau	construção	bau	construção	N;SG	N;FEM;SG
vater	pai	vater	pai	N;NOM;MASC;SG	N;MASC;SG
vater	papai	vater	papar	N;NOM;MASC;SG	N;MASC;SG
vater	papá	vater	papar	N;NOM;MASC;SG	N;MASC;SG
vater	pai	vater	pai	N;NOM;MASC;SG	N;MASC;SG
vater	daddy	vater	daddy	N;NOM;MASC;SG	N;MASC;SG
vater	papai	vater	papar	N;NOM;MASC;SG	N;MASC;SG
vater	paizinho	vater	paizinho	N;NOM;MASC;SG	N;MASC;SG
vater	pai	vater	pai	N;NOM;MASC;SG	N;MASC;SG
vater	padre	vater	padre	N;NOM;MASC;SG	N;MASC;SG
sehen	veja	sehen	ver	V;NFIN	V;SBJV;SG;3;PRS;FIN
sehen	vê	sehen	ver	V;NFIN	V;IND;SG;3;PRS;FIN
sehen	ver	sehen	ver	V;NFIN	V;NFIN
bleibt	permanece	bleiben	permanecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bleibt	permanecer	bleiben	permanecer	V;IND;SG;3;PRS;FIN	V;NFIN
schule	schule	schule	schule	N;NOM;FEM;SG	N;MASC;SG
schule	escola	schule	escola	N;NOM;FEM;SG	N;FEM;SG
schule	escolarização	schule	escolarização	N;NOM;FEM;SG	N;FEM;SG
schule	escolaridade	schule	escolaridade	N;NOM;FEM;SG	N;FEM;SG
jeder	alguém	jed	alguém	PRO;NOM;INDF;MASC;SG	PRO;MASC;SG
archivierung	arquivamento	archivierung	arquivamento	N;NOM;FEM;SG	N;MASC;SG
archivierung	arquivo	archivierung	arquivo	N;NOM;FEM;SG	N;MASC;SG
archivierung	arquivística	archivierung	arquivística	N;NOM;FEM;SG	N;FEM;SG
archivierung	arquivo	archivierung	arquivo	N;NOM;FEM;SG	N;MASC;SG
dorf	dorf	dorf	dorf	N;NOM;NEUT;SG	N;MASC;SG
dorf	vila	dorf	vila	N;NOM;NEUT;SG	N;FEM;SG
dorf	aldeia	dorf	aldeia	N;NOM;NEUT;SG	N;FEM;SG
gesperrt	desativada	sperren	desativar	V;V.PTCP	V;FEM;SG;V.PTCP
gesperrt	desativadas	sperren	desativar	V;V.PTCP	V;FEM;PL;V.PTCP
gesperrt	desativado	sperren	desativar	V;V.PTCP	V;MASC;SG;V.PTCP
gesperrt	proibida	sperren	proibir	V;V.PTCP	V;FEM;SG;V.PTCP
gesperrt	proibidos	sperren	proibir	V;V.PTCP	V;MASC;PL;V.PTCP
gesperrt	banida	sperren	banir	V;V.PTCP	V;FEM;SG;V.PTCP
gesperrt	banido	sperren	banir	V;V.PTCP	V;MASC;SG;V.PTCP
gesperrt	proibido	sperren	proibir	V;V.PTCP	V;MASC;SG;V.PTCP
gesperrt	trancado	sperren	trancar	V;V.PTCP	V;MASC;SG;V.PTCP
gesperrt	fechado	sperren	fechar	V;V.PTCP	V;MASC;SG;V.PTCP
gesperrt	trancada	sperren	trancar	V;V.PTCP	V;FEM;SG;V.PTCP
gesperrt	suspensa	sperren	suspender	V;V.PTCP	V;FEM;SG;V.PTCP
gesperrt	suspensos	sperren	suspender	V;V.PTCP	V;MASC;PL;V.PTCP
gesperrt	suspenso	sperren	suspender	V;V.PTCP	V;MASC;SG;V.PTCP
gesperrt	bloqueada	sperren	bloquear	V;V.PTCP	V;FEM;SG;V.PTCP
gesperrt	bloqueados	sperren	bloqueado	V;V.PTCP	V;MASC;PL;V.PTCP
gesperrt	bloqueou	sperren	bloquear	V;V.PTCP	V;IND;SG;3;PST;FIN
gesperrt	bloqueado	sperren	bloqueado	V;V.PTCP	V;MASC;SG;V.PTCP
stark	forte	stark	forte	ADJ	ADJ;MASC;SG
stark	fortes	stark	forte	ADJ	ADJ;MASC;PL
gewählt	escolhido	wählen	escolher	V;V.PTCP	V;MASC;SG;V.PTCP
gewählt	escolhida	wählen	escolher	V;V.PTCP	V;FEM;SG;V.PTCP
gewählt	escolhidos	wählen	escolher	V;V.PTCP	V;MASC;PL;V.PTCP
gewählt	eleito	wählen	eleger	V;V.PTCP	V;MASC;SG;V.PTCP
gewählt	eleita	wählen	eleger	V;V.PTCP	V;FEM;SG;V.PTCP
gewählt	eleitos	wählen	eleger	V;V.PTCP	V;MASC;PL;V.PTCP
gewählt	seleccionado	wählen	seleccionar	V;V.PTCP	V;MASC;SG;V.PTCP
gewählt	selecionadas	wählen	selecionar	V;V.PTCP	V;FEM;PL;V.PTCP
gewählt	selecionado	wählen	selecionar	V;V.PTCP	V;MASC;SG;V.PTCP
gewählt	selecionada	wählen	selecionado	V;V.PTCP	V;FEM;SG;V.PTCP
gewählt	selecionados	wählen	selecionar	V;V.PTCP	V;MASC;PL;V.PTCP
gewählt	votada	wählen	votar	V;V.PTCP	V;FEM;SG;V.PTCP
gewählt	votaram	wählen	votar	V;V.PTCP	V;IND;PL;3;FIN
gewählt	votado	wählen	votar	V;V.PTCP	V;MASC;SG;V.PTCP
gewählt	votou	wählen	votar	V;V.PTCP	V;IND;SG;3;PST;FIN
gewählt	votei	wählen	votar	V;V.PTCP	V;IND;SG;1;PST;FIN
oben	acima	oben	acima	ADV	ADV
spielen	jogar	spielen	jogar	V;NFIN	V;NFIN
spielen	joga	spielen	jogar	V;NFIN	V;IND;SG;3;PRS;FIN
spielen	jogue	spielen	joguar	V;NFIN	V;SBJV;SG;3;PRS;FIN
spielen	reproduzir	spielen	reproduzir	V;NFIN	V;NFIN
spielen	jogar	spielen	jogar	V;NFIN	V;NFIN
spielen	tocando	spielen	tocar	V;NFIN	V;V.MSDR
spielen	jogando	spielen	jogar	V;NFIN	V;V.MSDR
spielen	brincando	spielen	brincar	V;NFIN	V;V.MSDR
weiß	sabe	wissen	saber	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
amt	estância	amt	estância	N;NOM;NEUT;SG	N;FEM;SG
amt	gabinete	amt	gabinete	N;NOM;NEUT;SG	N;MASC;SG
amt	escritório	amt	escritório	N;NOM;NEUT;SG	N;MASC;SG
amt	amt	amt	amt	N;NOM;NEUT;SG	N;MASC;SG
blieb	ficou	bleiben	ficar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
blieb	permaneceu	bleiben	permanecer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
blieb	permaneceu	bleiben	permanecer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
kleine	pequenos	klein	pequeno	ADJ;NOM;FEM;PL	ADJ;MASC;PL
kleine	pequenas	klein	pequeno	ADJ;NOM;FEM;PL	ADJ;FEM;PL
version	versão	version	versão	N;NOM;FEM;SG	N;FEM;SG
international	internacional	international	internacional	ADJ	ADJ;MASC;SG
international	internacionais	international	internacional	ADJ	ADJ;MASC;PL
tage	dias	tagen	dia	N;NOM;MASC;PL	N;MASC;PL
somit	assim	somit	assim	ADV	ADV
werke	fábricas	werk	fábrica	N;NOM;NEUT;PL	N;FEM;PL
werke	obras	werk	obra	N;NOM;NEUT;PL	N;FEM;PL
werke	trabalhos	werk	trabalho	N;NOM;NEUT;PL	N;MASC;PL
kommen	vem	kommen	vir	V;NFIN	V;IND;SG;3;PRS;FIN
kommen	venham	kommen	vir	V;NFIN	V;SBJV;PL;3;PRS;FIN
kommen	venha	kommen	vir	V;NFIN	V;SBJV;SG;3;PRS;FIN
kommen	vindo	kommen	vir	V;NFIN	V;MASC;V.PTCP
kommen	chegando	kommen	chegar	V;NFIN	V;V.MSDR
deutlich	limpo	deutlich	limpo	ADJ	ADJ;MASC;SG
weniger	menos	weniger	menos	ADV	ADV
weniger	menos	weniger	menos	ADV	ADV
autor	autor	autor	autor	N;NOM;MASC;SG	N;MASC;SG
autor	autora	autor	autora	N;NOM;MASC;SG	N;FEM;SG
wirklich	verdadeiramente	wirklich	verdadeiramente	ADV	ADV
wirklich	realmente	wirklich	realmente	ADV	ADV
genau	precisamente	genau	precisamente	ADV	ADV
genau	justamente	genau	justamente	ADV	ADV
genau	exatamente	genau	exatamente	ADV	ADV
genau	exactamente	genau	exactamente	ADV	ADV
spiel	jogabilidade	spielen	jogabilidade	N;NOM;NEUT;SG	N;FEM;SG
spiel	game	spielen	game	N;NOM;NEUT;SG	N;MASC;SG
spiel	jogo	spielen	jogo	N;NOM;NEUT;SG	N;MASC;SG
spiel	play	spielen	play	N;NOM;NEUT;SG	N;MASC;SG
spiel	match	spielen	match	N;NOM;NEUT;SG	N;MASC;SG
teilweise	parcialmente	teilweise	parcialmente	ADV	ADV
teilweise	parcialmente	teilweise	parcialmente	ADV	ADV
serie	série	serie	série	N;NOM;FEM;SG	N;FEM;SG
serie	serie	serie	seriar	N;NOM;FEM;SG	N;FEM;SG
wechselte	trocado	wechseln	trocado	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
wechselte	trocou	wechseln	trocar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
erreichte	atingido	erreichen	atingir	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erreichte	alcançada	erreichen	alcançar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erreichte	alcançado	erreichen	alcançar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
erreichte	alcançou	erreichen	alcançar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
erreichte	alcançada	erreichen	alcançar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
erreichte	alcançado	erreichen	alcançar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
eingesetzt	utilizada	einsetzen	utilizar	V;V.PTCP	V;FEM;SG;V.PTCP
verschiedene	diferentes	verschieden	diferente	ADJ;NOM;FEM;PL	ADJ;MASC;PL
verschiedene	diversos	verschieden	diverso	ADJ;NOM;FEM;PL	ADJ;MASC;PL
verschiedene	diversos	verschieden	diverso	ADJ;NOM;FEM;PL	ADJ;MASC;PL
verschiedene	diversas	verschieden	diverso	ADJ;NOM;FEM;PL	ADJ;FEM;PL
schweizer	suíço	schweizer	suíço	ADJ	ADJ;MASC;SG
jemand	alguém	jemand	alguém	PRO;NOM;INDF;SG	PRO;MASC;SG
jemand	alguém	jemand	alguém	PRO;NOM;INDF;SG	PRO;MASC;SG
jemand	alguém	jemand	alguém	PRO;NOM;INDF;SG	PRO;MASC;SG
arbeiten	trabalhar	arbeiten	trabalhar	V;NFIN	V;NFIN
arbeiten	trabalhe	arbeiten	trabalher	V;NFIN	V;SBJV;SG;3;PRS;FIN
arbeiten	trabalhando	arbeiten	trabalhar	V;NFIN	V;V.MSDR
arbeiten	trabalhar	arbeiten	trabalhar	V;NFIN	V;NFIN
arbeiten	funcionando	arbeiten	funcionar	V;NFIN	V;V.MSDR
arbeiten	funciona	arbeiten	funcionar	V;NFIN	V;IND;SG;3;PRS;FIN
arbeiten	trabalha	arbeiten	trabalhar	V;NFIN	V;IND;SG;3;PRS;FIN
tag	marca	tagen	marca	N;NOM;MASC;SG	N;FEM;SG
tag	etiqueta	tagen	etiqueta	N;NOM;MASC;SG	N;FEM;SG
tag	tag	tagen	tag	N;NOM;MASC;SG	N;FEM;SG
tag	dia	tagen	dia	N;NOM;MASC;SG	N;MASC;SG
entstand	surgiu	entstehen	surgir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
entstand	emergiu	entstehen	emergir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
entstand	originado	entstehen	originar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
entstand	originou	entstehen	originar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
entstand	surgiu	entstehen	surgir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
errichtet	construída	errichten	construir	V;V.PTCP	V;FEM;SG;V.PTCP
errichtet	construídos	errichten	construir	V;V.PTCP	V;MASC;PL;V.PTCP
errichtet	construídas	errichten	construir	V;V.PTCP	V;FEM;PL;V.PTCP
errichtet	construído	errichten	construir	V;V.PTCP	V;MASC;SG;V.PTCP
errichtet	erguido	errichten	erguido	V;V.PTCP	V;MASC;SG;V.PTCP
literatur	literária	literatur	literária	ADJ	ADJ;FEM;SG
literatur	literário	literatur	literário	ADJ	ADJ;MASC;SG
einsatz	uso	einsatz	uso	N	N;MASC;SG
einsatz	utilização	einsatz	utilização	N	N;FEM;SG
einsatz	implantação	einsatz	implantação	N	N;FEM;SG
millionen	milhões	million	milhão	N;NOM;FEM;PL	N;MASC;PL
millionen	milhões	million	milhão	N;NOM;FEM;PL	N;MASC;PL
millionen	milhoes	million	milho	N;NOM;FEM;PL	N;MASC;PL
zahlreiche	numerosos	zahlreich	numeroso	ADJ;NOM;FEM;PL	ADJ;MASC;PL
zahlreiche	inúmeros	zahlreich	inúmero	ADJ;NOM;FEM;PL	ADJ;MASC;PL
zahlreiche	numerosas	zahlreich	numeroso	ADJ;NOM;FEM;PL	ADJ;FEM;PL
jahres	ano	jahres	ano	N;NOM;NEUT;SG	N;MASC;SG
krieg	guerra	kriegen	guerra	N	N;FEM;SG
krieg	war	kriegen	war	N	N;MASC;SG
krieg	guerras	kriegen	guerra	N	N;FEM;PL
krieg	wars	kriegen	war	N	N;MASC;SG
krieg	guerras	kriegen	guerra	N	N;FEM;PL
besser	melhores	gut	bom	ADJ	ADJ;MASC;PL
sprache	discurso	sprechen	discurso	N;NOM;FEM;SG	N;MASC;SG
sprache	língua	sprechen	língua	N;NOM;FEM;SG	N;FEM;SG
sprache	idioma	sprechen	idioma	N;NOM;FEM;SG	N;MASC;SG
sprache	linguagem	sprechen	linguagem	N;NOM;FEM;SG	N;FEM;SG
erster	primeira	erst	primeiro	ADJ;NOM;MASC;SG	ADJ;FEM;SG
zeigt	mostra	zeigen	mostrar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zeigt	mostrar	zeigen	mostrar	V;IND;SG;3;PRS;FIN	V;NFIN
zeigt	exibe	zeigen	exibir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zeigt	mostra	zeigen	mostrar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
kunst	arts	kunst	art	N;NOM;FEM;SG	N;MASC;SG
kunst	art	kunst	art	N;NOM;FEM;SG	N;MASC;SG
kunst	arte	kunst	arte	N;NOM;FEM;SG	N;FEM;SG
auswahl	escolha	auswahl	escolha	N;NOM;SG	N;FEM;SG
auswahl	seleção	auswahl	seleção	N;NOM;SG	N;FEM;SG
auswahl	selecção	auswahl	selecção	N;NOM;SG	N;FEM;SG
warum	porquê	warum	porquê	ADV	ADV
bisher	anteriormente	bisher	anteriormente	ADV	ADV
beschreibung	descrição	Beschreibung	descrição	N;NOM;FEM;SG	N;FEM;SG
direkt	hétero	direkt	hétero	ADJ	ADJ;MASC;SG
direkt	direta	direkt	direto	ADJ	ADJ;FEM;SG
alter	velho	alt	velho	ADJ	ADJ;MASC;SG
alter	antigo	alt	antigo	ADJ	ADJ;MASC;SG
alter	velha	alt	velho	ADJ	ADJ;FEM;SG
beginn	iniciar	beginnen	iniciar	V;IND;SG;3;PST;FIN	V;NFIN
beginn	começar	beginnen	começar	V;IND;SG;3;PST;FIN	V;NFIN
beginn	começando	beginnen	começar	V;IND;SG;3;PST;FIN	V;V.MSDR
beginn	iniciando	beginnen	iniciar	V;IND;SG;3;PST;FIN	V;V.MSDR
obwohl	embora	obwohl	embora	CONJ	CONJ
obwohl	embora	obwohl	embora	CONJ	CONJ
gemeinden	municípios	gemeinden	município	N;NOM;FEM;PL	N;MASC;PL
gemeinden	comunas	gemeinden	comuna	N;NOM;FEM;PL	N;FEM;PL
gemeinden	municípios	gemeinden	município	N;NOM;FEM;PL	N;MASC;PL
gemeinden	congregações	gemeinden	congregação	N;NOM;FEM;PL	N;FEM;PL
gemeinden	vilas	gemeinden	vila	N;NOM;FEM;PL	N;FEM;PL
erschien	compareceu	erscheinen	comparecer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
erschien	apareceu	erscheinen	aparecer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
professor	prof	professor	prof	N;NOM;MASC;SG	N;MASC;SG
professor	professor	professor	professor	N;NOM;MASC;SG	N;MASC;SG
professor	professora	professor	professora	N;NOM;MASC;SG	N;FEM;SG
darunter	embaixo	darunter	embaixo	ADV	ADV
darunter	debaixo	darunter	debaixo	ADV	ADV
darunter	abaixo	darunter	abaixo	ADV	ADV
darunter	inclusive	darunter	inclusive	ADV	ADV
ebenso	igualmente	ebenso	igualmente	ADV	ADV
ebenso	também	ebenso	também	ADV	ADV
ebenso	igualmente	ebenso	igualmente	ADV	ADV
häufig	comum	häufig	comum	ADJ	ADJ;MASC;SG
häufig	frequentes	häufig	frequente	ADJ	ADJ;MASC;PL
häufig	frequente	häufig	frequente	ADJ	ADJ;MASC;SG
häufig	frequentes	häufig	frequente	ADJ	ADJ;MASC;PL
häufig	frequente	häufig	frequente	ADJ	ADJ;MASC;SG
gemacht	feitos	machen	fazer	V;V.PTCP	V;MASC;PL;V.PTCP
gemacht	feita	machen	fazer	V;V.PTCP	V;FEM;SG;V.PTCP
gemacht	feito	machen	fazer	V;V.PTCP	V;MASC;SG;V.PTCP
gemacht	feito	machen	fazer	V;V.PTCP	V;MASC;SG;V.PTCP
gehören	pertencem	gehören	pertencer	V;IND;3;PRS;FIN	V;IND;PL;3;PRS;FIN
gehören	pertença	gehören	pertencer	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gehören	pertencer	gehören	pertencer	V;IND;3;PRS;FIN	V;NFIN
kleinen	pequenos	klein	pequeno	ADJ;PL	ADJ;MASC;PL
kleinen	pequenas	klein	pequeno	ADJ;PL	ADJ;FEM;PL
bestand	insistido	bestehen	insistir	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
bestand	insistiu	bestehen	insistir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
stellen	posar	stellen	posar	V;NFIN	V;NFIN
erwähnt	mencionado	erwähnen	mencionar	V;V.PTCP	V;MASC;SG;V.PTCP
erwähnt	mencionados	erwähnen	mencionar	V;V.PTCP	V;MASC;PL;V.PTCP
erwähnt	mencionou	erwähnen	mencionar	V;V.PTCP	V;IND;SG;3;PST;FIN
erwähnt	mencionada	erwähnen	mencionar	V;V.PTCP	V;FEM;SG;V.PTCP
letzte	último	letzt	último	ADJ;NOM;FEM;SG	ADJ;MASC;SG
letzte	última	letzt	último	ADJ;NOM;FEM;SG	ADJ;FEM;SG
meister	meister	meist	meister	N;NOM;MASC;SG	N;MASC;SG
meister	masters	meist	master	N;NOM;MASC;SG	N;MASC;SG
meister	mestrado	meist	mestrado	N;NOM;MASC;SG	N;MASC;SG
meister	mestre	meist	mestre	N;NOM;MASC;SG	N;MASC;SG
meister	master	meist	master	N;NOM;MASC;SG	N;MASC;SG
meister	campeão	meist	campeão	N;NOM;MASC;SG	N;MASC;SG
meister	campeã	meist	campeã	N;NOM;MASC;SG	N;FEM;SG
meister	champion	meist	champion	N;NOM;MASC;SG	N;MASC;SG
meister	champions	meist	champions	N;NOM;MASC;SG	N;MASC;SG
einigen	alguns	einige	algum	PRO;ACC;INDF;PL	PRO;MASC;PL
einigen	algumas	einige	algum	PRO;ACC;INDF;PL	PRO;FEM;PL
zuvor	anteriormente	zuvor	anteriormente	ADV	ADV
zuvor	antes	zuvor	antes	ADV	ADV
zuvor	anteriormente	zuvor	anteriormente	ADV	ADV
zuvor	antigamente	zuvor	antigamente	ADV	ADV
sicher	segura	sicher	seguro	ADJ	ADJ;FEM;SG
sicher	segura	sicher	seguro	ADJ	ADJ;FEM;SG
stellt	introduz	stellen	introduzir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
insel	ilha	insel	ilha	N;NOM;FEM;SG	N;FEM;SG
insel	ilha	insel	ilha	N;NOM;FEM;SG	N;FEM;SG
insel	isle	insel	islar	N;NOM;FEM;SG	N;MASC;SG
