एक	один	एक	один	NUM	NUM;NOM;MASC
पहली	первый	पहला	первый	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
पहली	первое	पहला	первый	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
पहली	первая	पहला	первый	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
संगीत	музыка	संगीत	музыка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सेवा	услуга	सेवा	услуга	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सेवा	служба	सेवा	служба	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सेवा	сервис	सेवा	сервис	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सेवा	обслуживание	सेवा	обслуживание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
देता	даёт	दे	давать	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
देता	дарит	दे	дарить	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
देता	дает	दे	давать	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
उपलब्ध	доступно	उपलब्ध	доступный	ADJ	ADJ;NEUT;SG
उपलब्ध	доступные	उपलब्ध	доступный	ADJ	ADJ;NOM;PL
उपलब्ध	доступны	उपलब्ध	доступный	ADJ	ADJ;PL
बड़ी	большой	बडा	большой	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
बड़ी	крупный	बडा	крупный	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
बड़ी	большая	बडा	большой	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
बड़ी	большая	बडा	большой	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
बड़ी	большой	बडा	большой	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
चार	четверо	चार	четверо	NUM	NUM;NOM
चार	четыре	चार	четыре	NUM	NUM;NOM
शक	сомнение	शक	сомнение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
श्री	исп	श्री	испа	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
उदाहरण	пример	उदाहरण	пример	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
ले	возьми	ले	брать	V;ACT	V;PFV;IMP;SG;2;FIN;ACT
ले	бери	ले	брать	V;ACT	V;IPFV;IMP;SG;2;FIN;ACT
ले	берите	ले	брать	V;ACT	V;IPFV;IMP;PL;2;FIN;ACT
ले	принять	ले	принять	V;ACT	V;PFV;NFIN;ACT
ले	возьмите	ले	брать	V;ACT	V;PFV;IMP;PL;2;FIN;ACT
ले	взять	ले	брать	V;ACT	V;PFV;NFIN;ACT
स्थापना	установка	स्थापना	установка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
स्थापना	установка	स्थापना	установка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
स्थापना	учреждение	स्थापना	учреждение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
कंपनी	компания	कंपनी	компания	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
कंपनी	рота	कंपनी	рот	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्रत्येक	каждая	प्रत्येक	каждый	DET	DET;NOM;FEM;SG
प्रत्येक	каждую	प्रत्येक	каждый	DET	DET;ACC;FEM;SG
प्रत्येक	каждый	प्रत्येक	каждый	DET	DET;NOM;MASC;SG
प्रत्येक	каждое	प्रत्येक	каждый	DET	DET;NOM;NEUT;SG
प्रत्येक	каждая	प्रत्येक	каждый	DET	DET;NOM;FEM;SG
प्रत्येक	каждому	प्रत्येक	каждый	DET	DET;DAT;MASC;SG
प्रत्येक	каждый	प्रत्येक	каждый	DET	DET;NOM;MASC;SG
प्रत्येक	каждое	प्रत्येक	каждый	DET	DET;NOM;NEUT;SG
बड़ा	большой	बड़ा	большой	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
बड़ा	крупный	बड़ा	крупный	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
बड़ा	большая	बड़ा	большой	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
बड़ा	большая	बड़ा	большой	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
बड़ा	большой	बड़ा	большой	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
बड़ा	крупнее	बड़ा	крупный	ADJ;NOM;MASC;SG	ADJ;CMPR
स्तर	уровень	स्तर	уровень	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
स्तर	уровень	स्तर	уровень	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बनाया	сделал	बना	делать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
जारी	текущих	जारी	текущий	ADJ	ADJ;GEN;PL
चित्र	картинка	चित्र	картинка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चित्र	фотография	चित्र	фотография	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चित्र	фотка	चित्र	фотка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चित्र	имидж	चित्र	имидж	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चित्र	картинка	चित्र	картинка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चित्र	образ	चित्र	образ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चित्र	изображение	चित्र	изображение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रणाली	система	प्रणाली	система	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सरकारी	официальное	सरकारी	официальный	ADJ;NOM	ADJ;NOM;NEUT;SG
सरकारी	официальный	सरकारी	официальный	ADJ;NOM	ADJ;NOM;MASC;SG
सरकारी	официальная	सरकारी	официальный	ADJ;NOM	ADJ;NOM;FEM;SG
सरकारी	официальные	सरकारी	официальный	ADJ;NOM	ADJ;NOM;PL
जल	вода	जल	вода	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सूची	перечень	सूची	перечень	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सूची	список	सूची	список	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
विचार	идея	विचार	идея	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विचार	мысль	विचार	мысль	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विचार	рассмотрение	विचार	рассмотрение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
छोटे	маленькие	छोटा	маленький	ADJ;NOM;MASC;PL	ADJ;NOM;PL
छोटे	мелкие	छोटा	мелкий	ADJ;NOM;MASC;PL	ADJ;NOM;PL
छोटे	малые	छोटा	малый	ADJ;NOM;MASC;PL	ADJ;NOM;PL
छोटे	маленькие	छोटा	маленький	ADJ;NOM;MASC;PL	ADJ;NOM;PL
ऊपर	сверху	ऊपर	сверху	ADV;NOM;MASC;SG;3	ADV
पानी	вода	पानी	вода	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सामान्य	генерал	सामान्य	генерал	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
आगे	вперед	आगे	вперед	ADV;NOM;MASC;SG;3	ADV
आगे	вперёд	आगे	вперед	ADV;NOM;MASC;SG;3	ADV
एक्स्प्रेस	выразить	एक्स्प्रेस	выразить	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
पुलिस	полиция	पुलिस	полиция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
वर्ग	категория	वर्ग	категория	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
वर्ग	площадь	वर्ग	площадь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
वर्ग	квадрат	वर्ग	квадрат	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वर्ग	класс	वर्ग	класс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शरीर	тело	शरीर	тело	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
मानव	человек	मानव	человек	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
भूमिका	введение	भूमिका	введение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
भूमिका	роль	भूमिका	роль	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
हर	каждая	हर	каждый	DET	DET;NOM;FEM;SG
हर	каждую	हर	каждый	DET	DET;ACC;FEM;SG
हर	каждый	हर	каждый	DET	DET;NOM;MASC;SG
हर	каждое	हर	каждый	DET	DET;NOM;NEUT;SG
पिता	отец	पिता	отец	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
समाज	общество	समाज	общество	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
नीचे	вниз	नीचे	вниз	ADV;NOM;MASC;SG;3	ADV
नीचे	снизу	नीचे	снизу	ADV;NOM;MASC;SG;3	ADV
दुनिया	мир	दुनिया	мир	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
आधुनिक	современный	आधुनिक	современный	ADJ	ADJ;NOM;MASC;SG
आधुनिक	современных	आधुनिक	современный	ADJ	ADJ;GEN;PL
आधुनिक	современная	आधुनिक	современный	ADJ	ADJ;NOM;FEM;SG
आधुनिक	современные	आधुनिक	современный	ADJ	ADJ;NOM;PL
आधुनिक	современное	आधुनिक	современный	ADJ	ADJ;NOM;NEUT;SG
ध्यान	внимание	ध्यान	внимание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
दे	отдать	दे	отдать	V;FIN;ACT	V;PFV;NFIN;ACT
दे	дать	दे	дать	V;FIN;ACT	V;PFV;NFIN;ACT
दे	дай	दे	дать	V;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
दे	дайте	दे	дать	V;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
सभा	конгрегация	सभा	конгрегация	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सभा	сборка	सभा	сборка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सभा	собрание	सभा	собрание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
सभा	ассамблея	सभा	ассамблея	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सभा	собрание	सभा	собрание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
सभा	сбор	सभा	сбор	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
परिवार	семья	परिवार	семья	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
परिवार	семейство	परिवार	семейство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विषय	тема	विषय	тема	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विषय	предмет	विषय	предмет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विषय	субъект	विषय	субъект	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
विषय	объект	विषय	объект	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विषय	тема	विषय	тема	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
रंग	цвет	रंग	цвет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
रंग	цвет	रंग	цвет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बाहर	снаружи	बाहर	снаружи	ADV;NOM;MASC;SG;3	ADV
खेल	спорт	खेल	спорт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
खेल	игра	खेल	игра	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
खेल	спорт	खेल	спорт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दूर	далеко	दूर	далеко	ADV;NOM;MASC;SG;3	ADV
दूर	подальше	दूर	далеко	ADV;NOM;MASC;SG;3	ADV;CMPR
दूर	прочь	दूर	прочь	ADV;NOM;MASC;SG;3	ADV
पता	адрес	पता	адрес	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शक्ति	сила	शक्ति	сила	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शक्ति	прочность	शक्ति	прочность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शक्ति	власть	शक्ति	власть	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शक्ति	сила	शक्ति	сила	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शक्ति	мощь	शक्ति	мощь	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शक्ति	мощность	शक्ति	мощность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शक्ति	шакти	शक्ति	шакть	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
कला	искусство	कला	искусство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
कला	искусство	कला	искусство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
घर	дом	घर	дом	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
घर	дом	घर	дом	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्रक्रिया	процесс	प्रक्रिया	процесс	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रक्रिया	процедура	प्रक्रिया	процедура	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सेना	армии	सेना	армия	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सेना	сена	सेना	сено	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
सेना	армии	सेना	армия	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सेना	армия	सेना	армия	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पार्टी	сторона	पार्टी	сторона	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पार्टी	партия	पार्टी	партия	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पार्टी	вечеринка	पार्टी	вечеринка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
अंत	конец	अंत	конец	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दशक	десятилетие	दशक	десятилетие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पूरी	целая	पूरा	целый	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
क्या	что	क्या	что	PRO	PRO;NOM
संबंध	взаимосвязь	संबंध	взаимосвязь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
प्रदर्शन	исполнение	प्रदर्शन	исполнение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रदर्शन	производительность	प्रदर्शन	производительность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
प्रदर्शन	отображение	प्रदर्शन	отображение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रदर्शन	показ	प्रदर्शन	показ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मार्ग	маршрут	मार्ग	маршрут	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मार्ग	трасса	मार्ग	трасса	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मार्ग	путь	मार्ग	путь	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मार्ग	способ	मार्ग	способ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पर्यटन	туризм	पर्यटन	туризм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
ज्ञान	знание	ज्ञान	знание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
लगा	почувствовала	लगा	почувствовать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
प्रदर्शित	актуальное	प्रदर्शित	актуальный	ADJ	ADJ;NOM;NEUT;SG
अक्सर	часто	अक्सर	часто	ADV	ADV
अक्सर	нередко	अक्सर	нередко	ADV	ADV
अक्सर	часто	अक्सर	часто	ADV	ADV
अक्सर	зачастую	अक्सर	зачастую	ADV	ADV
सहायता	помощь	सहायता	помощь	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सहायता	справка	सहायता	справка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सहायता	поддержка	सहायता	поддержка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सहायता	помощь	सहायता	помощь	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पहला	первый	पहला	первый	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पहला	первое	पहला	первый	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
पहला	первая	पहला	первый	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
मृत्यु	смерть	मृत्यु	смерть	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
मृत्यु	смертность	मृत्यु	смертность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
तैयार	готово	तैयार	готовый	ADJ	ADJ;NEUT;SG
तैयार	готовы	तैयार	готовый	ADJ	ADJ;PL
तैयार	готов	तैयार	готовый	ADJ	ADJ;MASC;SG
तैयार	готова	तैयार	готовый	ADJ	ADJ;FEM;SG
आवश्यक	срочная	आवश्यक	срочный	ADJ	ADJ;NOM;FEM;SG
आवश्यक	срочное	आवश्यक	срочный	ADJ	ADJ;NOM;NEUT;SG
देखा	посмотрел	देख	смотреть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
देखा	посмотрел	देख	смотреть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
देखा	посмотрела	देख	смотреть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
देखा	увидел	देख	видеть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
देखा	увидела	देख	видеть	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
उत्पादन	производство	उत्पादन	производство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
रोग	болезнь	रोग	болезнь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
रोग	заболевание	रोग	заболевание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
शताब्दी	век	शताब्दी	век	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
शताब्दी	столетие	शताब्दी	столетие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
