ψωμί	pão	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;SG
διαχειρίζεται	gere	διαχειρίζω	gerir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
περιορισμός	restrição	περιορισμός	restrição	N;NOM;MASC;SG	N;FEM;SG
περιορισμός	prescrição	περιορισμός	prescrição	N;NOM;MASC;SG	N;FEM;SG
περιορισμός	limitação	περιορισμός	limitação	N;NOM;MASC;SG	N;FEM;SG
αψίδα	arco	αψίδα	arco	N;NOM;FEM;SG	N;MASC;SG
αψίδα	arc	αψίδα	arc	N;NOM;FEM;SG	N;MASC;SG
αψίδα	arch	αψίδα	arch	N;NOM;FEM;SG	N;MASC;SG
ψήφισε	votada	ψηφίζω	votar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
ψήφισε	votado	ψηφίζω	votar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
ψήφισε	votou	ψηφίζω	votar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
δραχμές	dracmas	δραχμή	dracma	N;NOM;FEM;PL	N;FEM;PL
πανεπιστημίων	universidades	πανεπιστήμιο	universidade	N;GEN;NEUT;PL	N;FEM;PL
μνεία	citação	μνείο	citação	N;NOM;FEM;SG	N;FEM;SG
γάτες	gatos	γάτη	gato	N;NOM;FEM;PL	N;MASC;PL
γάτες	gatas	γάτη	gata	N;NOM;FEM;PL	N;FEM;PL
νόμιμη	legítima	νόμιμος	legítimo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
νόμιμη	legítimo	νόμιμος	legítimo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
νόμιμη	jurídico	νόμιμος	jurídico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
νόμιμη	legal	νόμιμος	legal	ADJ;NOM;FEM;SG	ADJ;MASC;SG
νόμιμη	lícito	νόμιμος	lícito	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ανάβαση	ascensão	ανάβαση	ascensão	N;ACC;FEM;SG	N;FEM;SG
ανάβαση	escalada	ανάβαση	escalada	N;ACC;FEM;SG	N;FEM;SG
ανάβαση	subida	ανάβαση	subida	N;ACC;FEM;SG	N;FEM;SG
ανάβαση	subida	ανάβαση	subida	N;ACC;FEM;SG	N;FEM;SG
ανάβαση	ascensão	ανάβαση	ascensão	N;ACC;FEM;SG	N;FEM;SG
λιμένες	portos	λιμένος	porto	N;NOM;MASC;PL	N;MASC;PL
δεξαμενές	reservatórios	δεξαμενή	reservatório	N;NOM;FEM;PL	N;MASC;PL
δεξαμενές	tanques	δεξαμενή	tanque	N;NOM;FEM;PL	N;MASC;PL
δεξαμενές	cisternas	δεξαμενή	cisterna	N;NOM;FEM;PL	N;FEM;PL
εγκρίνει	aprova	εγκρίνω	aprovar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
εγκρίνει	aprovar	εγκρίνω	aprovar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
εγκρίνει	aprova	εγκρίνω	aprovar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
οσμή	odor	οσμή	odor	N;NOM;FEM;SG	N;MASC;SG
οσμή	odor	οσμή	odor	N;NOM;FEM;SG	N;MASC;SG
οσμή	cheiro	οσμή	cheirar	N;NOM;FEM;SG	N;MASC;SG
τήρηση	observância	τήρηση	observância	N;ACC;FEM;SG	N;FEM;SG
εμποδίζει	impede	εμποδίζω	impedir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
εμποδίζει	previne	εμποδίζω	previnar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
συμπλήρωση	completação	συμπλήρωση	completação	N;ACC;FEM;SG	N;FEM;SG
συμπλήρωση	finalização	συμπλήρωση	finalização	N;ACC;FEM;SG	N;FEM;SG
συμπλήρωση	conclusão	συμπλήρωση	conclusão	N;ACC;FEM;SG	N;FEM;SG
συμπλήρωση	complemento	συμπλήρωση	complemento	N;ACC;FEM;SG	N;MASC;SG
συμπλήρωση	complemento	συμπλήρωση	complemento	N;ACC;FEM;SG	N;MASC;SG
συμπλήρωση	suplemento	συμπλήρωση	suplemento	N;ACC;FEM;SG	N;MASC;SG
στίχος	verso	στίχος	verso	N;NOM;MASC;SG	N;MASC;SG
στίχος	versículo	στίχος	versículo	N;NOM;MASC;SG	N;MASC;SG
πρόσληψη	recrutamento	πρόσληψη	recrutamento	N;ACC;FEM;SG	N;MASC;SG
πρόσληψη	contratação	πρόσληψη	contratação	N;ACC;FEM;SG	N;FEM;SG
κυβερνήτες	governadores	κυβερνώ	governador	N;NOM;MASC;PL	N;MASC;PL
κυβερνήτες	capitães	κυβερνώ	capitão	N;NOM;MASC;PL	N;MASC;PL
κυβερνήτες	governantes	κυβερνώ	governante	N;NOM;MASC;PL	N;MASC;PL
επισκέψεις	visitas	επίσκεψη	visita	N;NOM;FEM;PL	N;FEM;PL
γενέτειρα	naturalidade	γενέτειρα	naturalidade	N;NOM;FEM;SG	N;FEM;SG
επέζησε	sobreviver	επιζώ	sobreviver	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
επέζησε	sobreviveu	επιζώ	sobreviver	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
επέζησε	sobrevivido	επιζώ	sobrevivido	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
θύρα	portão	θύρα	portão	N;NOM;FEM;SG	N;MASC;SG
θύρα	portal	θύρα	portal	N;NOM;FEM;SG	N;MASC;SG
θύρα	gate	θύρα	gate	N;NOM;FEM;SG	N;MASC;SG
θύρα	porto	θύρα	porto	N;NOM;FEM;SG	N;MASC;SG
ζημιά	dano	ζημιά	dano	N;ACC;FEM;SG	N;MASC;SG
ζημιά	estrago	ζημιά	estrago	N;ACC;FEM;SG	N;MASC;SG
διόλη	diol	διόλος	diol	N	N;MASC;SG
λίρα	lira	λίρο	lira	N;NOM;FEM;SG	N;FEM;SG
λίρα	libra	λίρο	libra	N;NOM;FEM;SG	N;FEM;SG
σκοτεινό	dark	σκοτεινός	dark	N;NOM;NEUT;SG	N;MASC;SG
λεωφορεία	autocarros	λεωφορείο	autocarro	N;NOM;NEUT;PL	N;MASC;PL
πλούτωνα	plutão	πλούτωνα	plutão	N;NOM;NEUT;SG	N;MASC;SG
πλούτωνα	pluto	πλούτωνα	pluto	N;NOM;NEUT;SG	N;MASC;SG
κρατίδια	länder	κρατίδιο	länder	N;NOM;NEUT;PL	N;MASC;PL
καταιγίδα	tempestade	καταιγίδα	tempestade	N;NOM;FEM;SG	N;FEM;SG
καταιγίδα	storm	καταιγίδα	storm	N;NOM;FEM;SG	N;MASC;SG
συμπίπτει	coincide	συμπίζω	coincidir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
λιβάδια	pradarias	λιβάδιο	pradaria	N;NOM;NEUT;PL	N;FEM;PL
λιβάδια	prados	λιβάδιο	prado	N;NOM;NEUT;PL	N;MASC;PL
λιβάδια	prados	λιβάδιο	prado	N;NOM;NEUT;PL	N;MASC;PL
τόξου	arc	τόξος	arc	N;GEN;MASC;SG	N;MASC;SG
τόξου	arco	τόξος	arco	N;GEN;MASC;SG	N;MASC;SG
βυθίστηκε	afundou	βυθίζω	afundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
βυθίστηκε	afundado	βυθίζω	afundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
βυθίστηκε	afundou	βυθίζω	afundar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
ενδιαφέρουσα	interessante	ενδιαφέρων	interessante	ADJ;NOM;FEM;SG	ADJ;MASC;SG
διαφάνεια	transparência	διαφάνεια	transparência	N;NOM;FEM;SG	N;FEM;SG
αντιρρήσεις	objecções	αντίρρηση	objecção	N;NOM;FEM;PL	N;FEM;PL
αντιρρήσεις	objeções	αντίρρηση	objeção	N;NOM;FEM;PL	N;FEM;PL
δημιουργοί	criadores	δημιουργός	criador	N;NOM;MASC;PL	N;MASC;PL
δημιουργοί	fabricantes	δημιουργός	fabricante	N;NOM;MASC;PL	N;MASC;PL
δημιουργοί	autores	δημιουργός	autor	N;NOM;MASC;PL	N;MASC;PL
αιώνια	eterna	αιώνιος	eterno	N;NOM;FEM;SG	N;FEM;SG
αιώνια	eterna	αιώνιος	eterno	N;NOM;FEM;SG	N;FEM;SG
ενθουσιασμό	excitação	ενθουσιασμός	excitação	N;ACC;MASC;SG	N;FEM;SG
ενθουσιασμό	emoção	ενθουσιασμός	emoção	N;ACC;MASC;SG	N;FEM;SG
ενθουσιασμό	entusiasmo	ενθουσιασμός	entusiasmo	N;ACC;MASC;SG	N;MASC;SG
ανακατασκευή	reconstrução	ανακατασκευή	reconstrução	N;NOM;FEM;SG	N;FEM;SG
αξιωματούχοι	funcionários	αξιωματούχος	funcionário	N;NOM;MASC;PL	N;MASC;PL
αξιωματούχοι	oficiais	αξιωματούχος	oficial	N;NOM;MASC;PL	N;MASC;PL
νύφη	noiva	νύφη	noiva	N;NOM;FEM;SG	N;FEM;SG
βασανιστήρια	torturas	βασανιστήρι	tortura	N;NOM;NEUT;PL	N;FEM;PL
βασανιστήρια	torturas	βασανιστήρι	tortura	N;NOM;NEUT;PL	N;FEM;PL
καλημέρα	manhã	καλημέρα	manhã	N;VOC;FEM;SG	N;FEM;SG
καλημέρα	morning	καλημέρα	morning	N;VOC;FEM;SG	N;MASC;SG
κρατούμενοι	prisioneiras	κρατούμενος	prisioneiro	N;NOM;MASC;PL	N;FEM;PL
κρατούμενοι	presos	κρατούμενος	preso	N;NOM;MASC;PL	N;MASC;PL
κρατούμενοι	prisioneiros	κρατούμενος	prisioneiro	N;NOM;MASC;PL	N;MASC;PL
κρατούμενοι	reclusos	κρατούμενος	recluso	N;NOM;MASC;PL	N;MASC;PL
κρατούμενοι	presidiários	κρατούμενος	presidiário	N;NOM;MASC;PL	N;MASC;PL
διερεύνηση	investigação	διερεύνηση	investigação	N;ACC;FEM;SG	N;FEM;SG
σύνθετο	complexo	σύνθετος	complexo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
σύνθετο	complexa	σύνθετος	complexo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
μειονότητα	minoria	μειονότητα	minoria	N;ACC;FEM;SG	N;FEM;SG
ήπια	ligeiro	ήπιος	ligeiro	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ήπια	suave	ήπιος	suave	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ήπια	ameno	ήπιος	ameno	ADJ;NOM;FEM;SG	ADJ;MASC;SG
προσωρινός	temporário	προσωρινός	temporário	ADJ;NOM;MASC;SG	ADJ;MASC;SG
προσωρινός	temporária	προσωρινός	temporário	ADJ;NOM;MASC;SG	ADJ;FEM;SG
προσωρινός	temporário	προσωρινός	temporário	ADJ;NOM;MASC;SG	ADJ;MASC;SG
χειμώνας	inverno	χειμώνας	inverno	N;NOM;MASC;SG	N;MASC;SG
ανέβασε	carregada	αναβάζω	carregar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
ανέβασε	carregado	αναβάζω	carregar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
ανέβασε	carregou	αναβάζω	carregar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
κυριαρχούν	dominar	κυριαρχώ	dominar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
κυριαρχούν	dominam	κυριαρχώ	dominar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
προκήρυξη	proclamação	προκήρυξη	proclamação	N;NOM;FEM;SG	N;FEM;SG
όνειρα	sonhos	όνειρα	sonho	N;NOM;NEUT;PL	N;MASC;PL
βασικού	básico	βασικός	básico	ADJ;GEN;NEUT;SG	ADJ;MASC;SG
αποκαταστάθηκε	restaurada	αποκαθιστώ	restaurado	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
αποκαταστάθηκε	restaurado	αποκαθιστώ	restaurar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
σιβηρία	sibéria	σιβηρία	sibéria	N;ACC;FEM;SG	N;FEM;SG
απορρόφηση	absorção	απορρόφηση	absorção	N;ACC;FEM;SG	N;FEM;SG
αναβάθμιση	upgrade	αναβάθμιση	upgrade	N;ACC;FEM;SG	N;MASC;SG
αναβάθμιση	actualização	αναβάθμιση	actualização	N;ACC;FEM;SG	N;FEM;SG
αναβάθμιση	atualização	αναβάθμιση	atualização	N;ACC;FEM;SG	N;FEM;SG
μογγολία	mongólia	μογγολία	mongólia	N;ACC;FEM;SG	N;FEM;SG
οχυρώσεις	fortificações	οχύρωση	fortificação	N;NOM;FEM;PL	N;FEM;PL
διαλύεται	dissolve	διαλύω	dissolver	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
διαλύεται	dissolver	διαλύω	dissolver	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;NFIN
διαλύεται	dissolve	διαλύω	dissolver	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
χωριστά	separadamente	χωριστώ	separadamente	ADV	ADV
συσχέτιση	correlação	συσχέτιση	correlação	N;ACC;FEM;SG	N;FEM;SG
πανοραμική	panorâmico	πανοραμικός	panorâmico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κοινωνιολογία	sociologia	κοινωνιολογία	sociologia	N;NOM;FEM;SG	N;FEM;SG
φτώχεια	pobreza	φτώχεια	pobreza	N;NOM;FEM;SG	N;FEM;SG
φτώχεια	miséria	φτώχεια	miséria	N;NOM;FEM;SG	N;FEM;SG
φτωχή	pobre	φτωχή	pobre	ADJ;NOM;FEM;SG	ADJ;MASC;SG
στίχο	verso	στίχος	verso	N;ACC;NEUT;SG	N;MASC;SG
στίχο	versículo	στίχος	versículo	N;ACC;NEUT;SG	N;MASC;SG
ιουστινιανού	justiniano	ιουστινιανός	justiniano	N;GEN;MASC;SG	N;MASC;SG
κύριε	senhor	κύριος	senhor	N;VOC;MASC;SG	N;MASC;SG
θάλαμο	câmara	θάλαμος	câmara	N;ACC;MASC;SG	N;FEM;SG
καταδίκασε	condenado	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
καταδίκασε	sentenciado	καταδικάζω	sentenciado	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
καταδίκασε	condenada	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
καταδίκασε	condenado	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
καταδίκασε	condenou	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
καταδίκασε	condenada	καταδικάζω	condenar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
νύμφη	ninfa	νύμφη	ninfa	N;NOM;FEM;SG	N;FEM;SG
βιογραφίες	biografias	βιογραφία	biografia	N;NOM;FEM;PL	N;FEM;PL
κάμερα	câmara	κάμερα	câmara	N;NOM;FEM;SG	N;FEM;SG
κάμερα	camera	κάμερα	camera	N;NOM;FEM;SG	N;FEM;SG
κάμερα	câmera	κάμερα	câmera	N;NOM;FEM;SG	N;FEM;SG
τραγικό	trágica	τραγικός	trágico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τραγικό	trágico	τραγικός	trágico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
δίκης	julgamento	δίκη	julgamento	N;GEN;FEM;SG	N;MASC;SG
ανθρωπότητα	humanidade	ανθρωπότητα	humanidade	N;ACC;FEM;SG	N;FEM;SG
ανθρωπότητα	humanidade	ανθρωπότητα	humanidade	N;ACC;FEM;SG	N;FEM;SG
αντιπρόσωποι	representantes	αντιπρόσωπος	representante	N;NOM;MASC;PL	N;PL
αντιπρόσωποι	delegados	αντιπρόσωπος	delegado	N;NOM;MASC;PL	N;MASC;PL
συμβούλια	conselhos	συμβούλιο	conselho	N;NOM;NEUT;PL	N;MASC;PL
ναυάγιο	naufrágio	ναυάγιος	naufrágio	N;NOM;NEUT;SG	N;MASC;SG
ναυάγιο	naufrágio	ναυάγιος	naufrágio	N;NOM;NEUT;SG	N;MASC;SG
επιβεβαιώνεται	confirmado	επιβεβαιώνω	confirmar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
επιβεβαιώνεται	confirmada	επιβεβαιώνω	confirmar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
συγνώμη	desculpa	συγνώμη	desculpa	N;VOC;FEM;SG	N;FEM;SG
σχετικότητας	relatividade	σχετικότητα	relatividade	N;GEN;FEM;SG	N;FEM;SG
στέψη	coroação	στέψη	coroação	N;ACC;FEM;SG	N;FEM;SG
λουκ	luke	λουκ	luke	N;NOM;NEUT;SG	N;MASC;SG
απαίτησε	exigiu	απαιτώ	exigir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
βομβαρδισμό	bombardeamento	βομβαρδισμός	bombardeamento	N;ACC;MASC;SG	N;MASC;SG
βομβαρδισμό	bombardeamento	βομβαρδισμός	bombardeamento	N;ACC;MASC;SG	N;MASC;SG
βομβαρδισμό	bombardeio	βομβαρδισμός	bombardeio	N;ACC;MASC;SG	N;MASC;SG
βομβαρδισμό	bombardeamento	βομβαρδισμός	bombardeamento	N;ACC;MASC;SG	N;MASC;SG
βομβαρδισμό	bombardeio	βομβαρδισμός	bombardeio	N;ACC;MASC;SG	N;MASC;SG
τρένα	comboios	τρένος	comboio	N;NOM;NEUT;PL	N;MASC;PL
τρένα	trens	τρένος	trem	N;NOM;NEUT;PL	N;MASC;PL
φωλιές	ninhos	φωλιά	ninho	N;NOM;FEM;PL	N;MASC;PL
κέπλερ	kepler	κέπλερ	kepler	N	N;MASC;SG
κυκλικό	cíclica	κυκλικός	cíclico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
κυκλικό	cíclico	κυκλικός	cíclico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αμίνη	amina	αμίνος	amina	N;NOM;FEM;SG	N;FEM;SG
παπούτσια	sapatos	παπούτσι	sapato	N;NOM;NEUT;PL	N;MASC;PL
παπούτσια	calçados	παπούτσι	calçar	N;NOM;NEUT;PL	N;MASC;PL
ηθικά	moralmente	ηθικός	moralmente	ADV	ADV
προσεκτικά	cuidadosamente	προσεκτικά	cuidadosamente	ADV	ADV
πρωτεύουσες	maiúsculas	πρωτεύουσα	maiúscula	N;NOM;FEM;PL	N;FEM;PL
πρωτεύουσες	capitais	πρωτεύουσα	capital	N;NOM;FEM;PL	N;MASC;PL
βατικανό	vaticano	βατικανός	vaticano	N;NOM;NEUT;SG	N;MASC;SG
χρησιμότητα	utilidade	χρησιμότητα	utilidade	N;ACC;FEM;SG	N;FEM;SG
χρησιμότητα	utilidade	χρησιμότητα	utilidade	N;ACC;FEM;SG	N;FEM;SG
χρησιμότητα	utilitário	χρησιμότητα	utilitário	N;ACC;FEM;SG	N;MASC;SG
ακούσει	ouviu	ακούω	ouvir	V;IPFV;IND;SG;3;FIN;ACT	V;IND;SG;3;PST;FIN
ακούσει	ouvido	ακούω	ouvir	V;IPFV;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP
παρουσιάζοντας	apresentando	παρουσιάζω	apresentar	V;IPFV;V.CVB;ACT	V;V.MSDR
φυλάσσεται	guardada	φυλάγω	guardar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
ηρώδη	herodes	ηρώδη	herode	N;ACC;MASC;SG	N;MASC;SG
επαρκώς	adequadamente	επαρκώς	adequadamente	ADV	ADV
πράκτορες	agentes	πράκτορας	agente	N;NOM;MASC;PL	N;MASC;PL
ομοιότητα	semelhança	ομοιότητα	semelhança	N;ACC;FEM;SG	N;FEM;SG
ομοιότητα	semelhança	ομοιότητα	semelhança	N;ACC;FEM;SG	N;FEM;SG
ομοιότητα	semelhança	ομοιότητα	semelhança	N;ACC;FEM;SG	N;FEM;SG
διαφημίσεις	anúncios	διάφημιση	anúncio	N;NOM;FEM;PL	N;MASC;PL
οπλισμό	armamento	οπλισμός	armamento	N;ACC;MASC;SG	N;MASC;SG
φυσιολογική	normal	φυσιολογικός	normal	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δεκαετιών	décadas	δεκαετία	década	N;GEN;FEM;PL	N;FEM;PL
τζούλια	giulia	τζούλιο	giulia	N;NOM;FEM;SG	N;FEM;SG
τζούλια	julia	τζούλιο	julia	N;NOM;FEM;SG	N;FEM;SG
τζούλια	júlia	τζούλιο	júlia	N;NOM;FEM;SG	N;FEM;SG
απορρίπτει	rejeita	απορρίπτω	rejeitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
μον	mont	μον	mont	N	N;MASC;SG
μον	seg	μον	segunda-feira	N	N;MASC;SG
μον	mon	μον	mon	N	N;MASC;SG
γνωριμία	familiaridade	γνωριμία	familiaridade	N;ACC;FEM;SG	N;FEM;SG
προσωρινό	temporário	προσωρινός	temporário	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
προσωρινό	temporária	προσωρινός	temporário	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
πληροί	reúne	πληρώ	reunir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πληροί	preenche	πληρώ	preencher	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
λιοντάρια	leões	λιοντάριο	leão	N;NOM;NEUT;PL	N;MASC;PL
έντυπο	forma	έντυπο	forma	N;NOM;NEUT;SG	N;FEM;SG
έντυπο	formulário	έντυπο	formulário	N;NOM;NEUT;SG	N;MASC;SG
τριλογία	trilogia	τριλογία	trilogia	N;NOM;FEM;SG	N;FEM;SG
μονοπάτια	caminhos	μονοπάτι	caminho	N;NOM;NEUT;PL	N;MASC;PL
μονοπάτια	trilhas	μονοπάτι	trilha	N;NOM;NEUT;PL	N;FEM;PL
μονοπάτια	trilhos	μονοπάτι	trilho	N;NOM;NEUT;PL	N;MASC;PL
πακέτα	pacotes	πακέτα	pacote	N;NOM;NEUT;PL	N;MASC;PL
πακέτα	pacotes	πακέτα	pacote	N;NOM;NEUT;PL	N;MASC;PL
πακέτα	embalagens	πακέτα	embalagem	N;NOM;NEUT;PL	N;FEM;PL
πακέτα	pacotes	πακέτα	pacote	N;NOM;NEUT;PL	N;MASC;PL
επιφανειακή	superficial	επιφανειακός	superficial	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πνεύματα	aguardentes	πνεύμα	aguardente	N;NOM;NEUT;PL	N;MASC;PL
πνεύματα	espíritos	πνεύμα	espírito	N;NOM;NEUT;PL	N;MASC;PL
λοίμωξη	infecção	λοίμωξη	infecção	N;ACC;FEM;SG	N;FEM;SG
λοίμωξη	infeção	λοίμωξη	infeção	N;ACC;FEM;SG	N;FEM;SG
απόπειρες	tentativas	απόπειρας	tentativa	N;NOM;FEM;PL	N;FEM;PL
τηλέφωνο	fone	τηλέφωνος	fone	N;NOM;NEUT;SG	N;MASC;SG
τηλέφωνο	telemóvel	τηλέφωνος	telemóvel	N;NOM;NEUT;SG	N;MASC;SG
τηλέφωνο	telefone	τηλέφωνος	telefone	N;NOM;NEUT;SG	N;MASC;SG
τηλέφωνο	telefone	τηλέφωνος	telefone	N;NOM;NEUT;SG	N;MASC;SG
ασυνήθιστο	invulgar	ασυνήθιστο	invulgar	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ασυνήθιστο	incomum	ασυνήθιστο	incomum	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ασυνήθιστο	incomum	ασυνήθιστο	incomum	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
έγκυος	grávida	έγκυος	grávida	N;NOM;MASC;SG	N;FEM;SG
σύμμαχος	ally	σύμμαχος	ally	N;NOM;MASC;SG	N;MASC;SG
καθίσματα	assentos	καθίσμα	assento	N;NOM;NEUT;PL	N;MASC;PL
καθίσματα	assentos	καθίσμα	assento	N;NOM;NEUT;PL	N;MASC;PL
καθίσματα	lugares	καθίσμα	lugar	N;NOM;NEUT;PL	N;MASC;PL
καθίσματα	bancos	καθίσμα	banco	N;NOM;NEUT;PL	N;MASC;PL
χαρτοφυλακίου	portfolio	χαρτοφυλακίο	portfolio	N;GEN;NEUT;SG	N;MASC;SG
χαρτοφυλακίου	portfólio	χαρτοφυλακίο	portfólio	N;GEN;NEUT;SG	N;MASC;SG
χαρτοφυλακίου	carteira	χαρτοφυλακίο	carteira	N;GEN;NEUT;SG	N;FEM;SG
διανέμεται	distribuída	διανέμω	distribuir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
διανέμεται	distribuído	διανέμω	distribuir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
διασποράς	cluster	διασπορά	cluster	N;GEN;FEM;SG	N;MASC;SG
σπόρους	sementes	σπόρος	semente	N;NOM;MASC;PL	N;FEM;PL
αρχιεπισκοπή	arquidiocese	αρχιεπισκοπή	arquidiocese	N;NOM;FEM;SG	N;FEM;SG
κατέθεσε	testemunhou	καταθέτω	testemunhar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
επεκτάσεις	prorrogações	επέκταση	prorrogação	N;NOM;FEM;PL	N;FEM;PL
επεκτάσεις	extensões	επέκταση	extensão	N;NOM;FEM;PL	N;FEM;PL
επίτευγμα	conquista	επίτευγμα	conquista	N;NOM;NEUT;SG	N;FEM;SG
πιστεύοντας	acreditar	πιστεύω	acreditar	V;IPFV;V.CVB;ACT	V;NFIN
πιστεύοντας	acreditando	πιστεύω	acreditar	V;IPFV;V.CVB;ACT	V;V.MSDR
όψεις	laterais	όψη	lateral	N;NOM;FEM;PL	N;MASC;PL
όψεις	lados	όψη	lado	N;NOM;FEM;PL	N;MASC;PL
φεγγάρι	lua	φεγγάρι	lua	N;NOM;NEUT;SG	N;FEM;SG
φεγγάρι	moon	φεγγάρι	moon	N;NOM;NEUT;SG	N;MASC;SG
συνήθης	habitual	συνήθης	habitual	ADJ;NOM;FEM;SG	ADJ;MASC;SG
συνήθης	usual	συνήθης	usual	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τηλεπικοινωνιών	telecomunicações	τηλεπικοινωνία	telecomunicação	N;GEN;FEM;PL	N;FEM;PL
δημιουργική	criativo	δημιουργικός	criativo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δημιουργική	criativa	δημιουργικός	criativo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
στεφάνι	hoop	στεφάνι	hoop	N;NOM;NEUT;SG	N;MASC;SG
στεφάνι	argola	στεφάνι	argola	N;NOM;NEUT;SG	N;FEM;SG
σκληρότητα	crueldade	σκληρότητα	crueldade	N;ACC;FEM;SG	N;FEM;SG
σκληρότητα	dureza	σκληρότητα	dureza	N;ACC;FEM;SG	N;FEM;SG
ανοικοδόμηση	reconstrução	ανοικοδόμηση	reconstrução	N;ACC;FEM;SG	N;FEM;SG
ανοικοδόμηση	reconstrução	ανοικοδόμηση	reconstrução	N;ACC;FEM;SG	N;FEM;SG
