studieren	študuje	studieren	študovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
wiederherstellen	obnoviť	wiederherstellen	obnoviť	V;NFIN	V;PFV;POS;NFIN
wiederherstellen	vymôcť	wiederherstellen	vymôcť	V;NFIN	V;PFV;POS;NFIN
wiederherstellen	zotaviť	wiederherstellen	zotaviť	V;NFIN	V;PFV;POS;NFIN
wiederherstellen	opakovať	wiederherstellen	opakovať	V;NFIN	V;IPFV;POS;NFIN
wiederherstellen	zopakovať	wiederherstellen	zopakovať	V;NFIN	V;PFV;POS;NFIN
umgangssprachlich	hovorovo	umgangssprachlich	hovorov	ADJ	ADJ;NOM;NEUT;SG
beseitigt	vyriešil	beseitigen	vyriešiť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
beseitigt	eliminovať	beseitigen	eliminovať	V;V.PTCP	V;IPFV;POS;NFIN
verteidigte	bránil	verteidigen	brániť	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
empfehlung	návrh	empfehlung	návrh	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
empfehlung	odporúčanie	empfehlung	odporúčanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bedrohung	hrozba	bedrohung	hrozba	N;FEM;SG	N;NOM;FEM;SG
bedrohung	ohrozenie	bedrohung	ohrozenie	N;FEM;SG	N;NOM;NEUT;SG
bedrohung	ohrozenie	bedrohung	ohrozenie	N;FEM;SG	N;NOM;NEUT;SG
bedrohung	hrozba	bedrohung	hrozba	N;FEM;SG	N;NOM;FEM;SG
einweihung	venovanie	einweihung	venovanie	N	N;NOM;NEUT;SG
einweihung	oddanosť	einweihung	oddanosť	N	N;NOM;FEM;SG
einweihung	inaugurácii	einweihung	inaugurácia	N	N;DAT;FEM;SG
vollendet	dokončí	vollenden	dokončiť	V;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN
vollendet	absolvoval	vollenden	absolvovať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
landung	touchdown	landung	touchdown	N;NOM;FEM;SG	N;NOM;NEUT;SG
landung	pristátie	landung	pristátiť	N;NOM;FEM;SG	N;NOM;NEUT;SG
sozialer	sociálne	sozial	sociálny	ADJ	ADJ;NOM;NEUT;SG
sozialer	spoločenské	sozial	spoločenský	ADJ	ADJ;NOM;NEUT;SG
sozialer	sociálny	sozial	sociálny	ADJ	ADJ;ANIM;NOM;MASC;SG
sozialer	sociálna	sozial	sociálny	ADJ	ADJ;NOM;FEM;SG
sozialer	spoločenský	sozial	spoločenský	ADJ	ADJ;ANIM;NOM;MASC;SG
statistischen	štatistická	statistisch	štatistický	ADJ;NOM	ADJ;NOM;FEM;SG
statistischen	štatistický	statistisch	štatistický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
statistischen	štatistické	statistisch	štatistický	ADJ;NOM	ADJ;NOM;NEUT;SG
betreute	dohliadal	betreuen	dohliadať	V;IND;SG;3;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
betreute	dohliadala	betreuen	dohliadať	V;IND;SG;3;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
besiegt	zvíťazil	besiegen	zvíťaziť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
besiegt	porazil	besiegen	poraziť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
besiegt	porazili	besiegen	poraziť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
bindung	viazanie	bindung	viazanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bindung	väzba	bindung	väzba	N;NOM;FEM;SG	N;NOM;FEM;SG
bindung	viazanie	bindung	viazanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bindung	zbližovanie	bindung	zbližovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bindung	spájanie	bindung	spájanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bindung	väzba	bindung	väzba	N;NOM;FEM;SG	N;NOM;FEM;SG
bindung	väzba	bindung	väzba	N;NOM;FEM;SG	N;NOM;FEM;SG
bindung	puto	bindung	puto	N;NOM;FEM;SG	N;NOM;NEUT;SG
entwürfe	kresby	entwürfen	kresb	N;NOM;MASC;PL	N;NOM;FEM;PL
entwürfe	vzory	entwürfen	vzor	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
entwürfe	návrhy	entwürfen	návrh	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
entwürfe	návrhy	entwürfen	návrh	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
entwürfe	koncepty	entwürfen	koncept	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
schwimmen	plávať	schwimmen	plávať	V;NFIN	V;IPFV;POS;NFIN
protest	protest	protest	protest	N	N;INAN;NOM;MASC;SG
protest	protesty	protest	protest	N	N;INAN;NOM;MASC;PL
protest	protestov	protest	protest	N	N;INAN;GEN;MASC;PL
färbung	farbenie	färbung	farbenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
färbung	sfarbenie	färbung	sfarbenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
färbung	farbenie	färbung	farbenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
färbung	farbivo	färbung	farbivo	N;NOM;FEM;SG	N;NOM;FEM;SG
färbung	farbenie	färbung	farbenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
färbung	sfarbenie	färbung	sfarbenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
färbung	farbivo	färbung	farbivo	N;NOM;FEM;SG	N;NOM;FEM;SG
ausstrahlung	vysielanie	ausstrahlung	vysielanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
ausstrahlung	charizma	ausstrahlung	charizma	N;NOM;FEM;SG	N;NOM;FEM;SG
ausstrahlung	vysielanie	ausstrahlung	vysielanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
indischer	indický	indisch	indický	ADJ	ADJ;ANIM;NOM;MASC;SG
indischer	indické	indisch	indický	ADJ	ADJ;NOM;NEUT;SG
indischer	indická	indisch	indický	ADJ	ADJ;NOM;FEM;SG
indischer	indických	indisch	indický	ADJ	ADJ;ANIM;GEN;MASC;PL
genehmigt	schvaľovať	hehmigen	schvaľovať	V;V.PTCP	V;IPFV;POS;NFIN
genehmigt	schváliť	hehmigen	schváliť	V;V.PTCP	V;PFV;POS;NFIN
genehmigt	schválil	hehmigen	schváliť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
genehmigt	schválili	hehmigen	schváliť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
korrigieren	opraviť	korrigieren	opraviť	V;NFIN	V;PFV;POS;NFIN
korrigieren	opravuje	korrigieren	opravovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
korrigieren	opraviť	korrigieren	opraviť	V;NFIN	V;PFV;POS;NFIN
erfüllung	splnenie	Erfüllung	splnenie	N;SG	N;NOM;NEUT;SG
erfüllung	dodržiavanie	Erfüllung	dodržiavanie	N;SG	N;NOM;NEUT;SG
erfüllung	súlad	Erfüllung	súlad	N;SG	N;INAN;NOM;MASC;SG
erfüllung	splnenie	Erfüllung	splnenie	N;SG	N;NOM;NEUT;SG
erfüllung	naplnenie	Erfüllung	naplnenie	N;SG	N;NOM;NEUT;SG
erfüllung	plnenie	Erfüllung	plnenie	N;SG	N;NOM;NEUT;SG
erfüllung	naplnenie	Erfüllung	naplnenie	N;SG	N;NOM;NEUT;SG
einheitlich	jednotná	einheitlich	jednotný	ADJ	ADJ;NOM;FEM;SG
einheitlich	jednotné	einheitlich	jednotný	ADJ	ADJ;NOM;NEUT;SG
einheitlich	jednotný	einheitlich	jednotný	ADJ	ADJ;INAN;NOM;MASC;SG
einheitlich	jednotná	einheitlich	jednotný	ADJ	ADJ;NOM;FEM;SG
einheitlich	jednotné	einheitlich	jednotný	ADJ	ADJ;NOM;NEUT;SG
einheitlich	jednotný	einheitlich	jednotný	ADJ	ADJ;INAN;NOM;MASC;SG
einbau	zabudovanie	einbau	zabudovanie	N;SG	N;NOM;NEUT;SG
einbau	začlenenie	einbau	začlenenie	N;SG	N;NOM;NEUT;SG
einbau	montáž	einbau	montáž	N;SG	N;NOM;FEM;SG
einbau	upevnenie	einbau	upevnenie	N;SG	N;NOM;NEUT;SG
einbau	montáž	einbau	montáž	N;SG	N;NOM;FEM;SG
einbau	inštalácia	einbau	inštalácia	N;SG	N;NOM;FEM;SG
einbau	inštaláciu	einbau	inštalácia	N;SG	N;ACC;FEM;SG
einbau	montáž	einbau	montáž	N;SG	N;NOM;FEM;SG
einbau	zariadenie	einbau	zariadenie	N;SG	N;NOM;NEUT;SG
einbau	inštalovanie	einbau	inštalovanie	N;SG	N;NOM;NEUT;SG
breitengrad	paralelné	breitengrad	paralelný	ADJ	ADJ;NOM;NEUT;SG
breitengrad	paralelný	breitengrad	paralelný	ADJ	ADJ;ANIM;NOM;MASC;SG
breitengrad	súbežné	breitengrad	súbežný	ADJ	ADJ;NOM;NEUT;SG
verpflichtete	narukoval	verpflichten	narukovať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
sitzung	relácia	sitzung	relácia	N;SG	N;NOM;FEM;SG
sitzung	sedenie	sitzung	sedenie	N;SG	N;NOM;NEUT;SG
sitzung	zasadnutie	sitzung	zasadnutie	N;SG	N;NOM;NEUT;SG
sitzung	stretko	sitzung	stretko	N;SG	N;NOM;NEUT;SG
sitzung	schôdza	sitzung	schôdza	N;SG	N;NOM;FEM;SG
sitzung	zasadnutie	sitzung	zasadnutie	N;SG	N;NOM;NEUT;SG
sitzung	stretnutie	sitzung	stretnutie	N;SG	N;NOM;NEUT;SG
sitzung	posedenie	sitzung	posedenie	N;SG	N;NOM;NEUT;SG
sitzung	sedenie	sitzung	sedenie	N;SG	N;NOM;NEUT;SG
sitzung	rokovanie	sitzung	rokovanie	N;SG	N;NOM;NEUT;SG
relevanter	relevantná	relevant	relevantný	ADJ	ADJ;NOM;FEM;SG
relevanter	relevantné	relevant	relevantný	ADJ	ADJ;NOM;NEUT;SG
relevanter	príslušná	relevant	príslušný	ADJ	ADJ;NOM;FEM;SG
relevanter	relevantný	relevant	relevantný	ADJ	ADJ;ANIM;NOM;MASC;SG
relevanter	príslušné	relevant	príslušný	ADJ	ADJ;NOM;NEUT;SG
teilnahmen	zúčastnili	teilnehmen	zúčastniť	V;IND;PL;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
teilnahmen	zúčastnili	teilnehmen	zúčastniť	V;IND;PL;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
benutzung	využívanie	Benutzung	využívanie	N;FEM;SG	N;NOM;NEUT;SG
benutzung	využitie	Benutzung	využitie	N;FEM;SG	N;NOM;NEUT;SG
benutzung	používanie	Benutzung	používanie	N;FEM;SG	N;NOM;NEUT;SG
benutzung	použitie	Benutzung	použitie	N;FEM;SG	N;NOM;NEUT;SG
verträge	zákazky	verträgen	zákazka	N;NOM;PL	N;NOM;FEM;PL
verträge	kontrakty	verträgen	kontrakt	N;NOM;PL	N;INAN;NOM;MASC;PL
verträge	zmluvy	verträgen	zmluva	N;NOM;PL	N;NOM;FEM;PL
verträge	zmluvy	verträgen	zmluva	N;NOM;PL	N;NOM;FEM;PL
perfekt	perfektný	perfekt	perfektný	ADJ	ADJ;INAN;NOM;MASC;SG
perfekt	perfektné	perfekt	perfektný	ADJ	ADJ;NOM;NEUT;SG
perfekt	dokonalá	perfekt	dokonalý	ADJ	ADJ;NOM;FEM;SG
perfekt	perfektná	perfekt	perfektný	ADJ	ADJ;NOM;FEM;SG
kommunisten	komunisti	kommunist	komunista	N;PL	N;ANIM;NOM;MASC;PL
kommunisten	komunistov	kommunist	komunista	N;PL	N;ANIM;GEN;MASC;PL
eingegangen	dostala	eingehen	dostať	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
eingegangen	získala	eingehen	získať	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
definieren	vymedzuje	definieren	vymedzovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
definieren	definuje	definieren	definovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
definieren	definovať	definieren	definovať	V;NFIN	V;IPFV;POS;NFIN
definieren	vymedziť	definieren	vymedziť	V;NFIN	V;PFV;POS;NFIN
gotischen	gotická	gotisch	gotický	ADJ	ADJ;NOM;FEM;SG
konto	konto	konto	konto	N;NOM;SG	N;NOM;NEUT;SG
konto	účet	konto	účet	N;NOM;SG	N;INAN;NOM;MASC;SG
konto	účte	konto	účiť	N;NOM;SG	N;INAN;NOM;MASC;SG
allzu	prehnane	allzu	prehnať	ADV	ADV
allzu	nadmieru	allzu	nadmieru	ADV	ADV
inhaftiert	uväzniť	inhaftieren	uväzniť	V;V.PTCP	V;PFV;POS;NFIN
erlernte	naučila	erlernen	naučiť	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
erlernte	naučil	erlernen	naučiť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
erlernte	dozvedela	erlernen	dozvedieť	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
erlernte	dozvedel	erlernen	dozvedieť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
grammatik	gramatické	grammatik	gramatický	ADJ	ADJ;NOM;NEUT;SG
lustig	vtipné	lustig	vtipný	ADJ	ADJ;NOM;NEUT;SG
lustig	zábavné	lustig	zábavný	ADJ	ADJ;NOM;NEUT;SG
charakteristisch	charakteristická	charakteristisch	charakteristický	ADJ	ADJ;NOM;FEM;SG
charakteristisch	rozlišovacie	charakteristisch	rozlišovací	ADJ	ADJ;NOM;NEUT;SG
charakteristisch	výrazné	charakteristisch	výrazný	ADJ	ADJ;NOM;NEUT;SG
plateau	rovnovážnej	plateau	rovnovážny	ADJ	ADJ;GEN;FEM;SG
befreien	oslobodiť	befreien	oslobodiť	V;NFIN	V;PFV;POS;NFIN
nachbarschaft	susedné	nachbarschaft	susedný	ADJ	ADJ;NOM;NEUT;SG
bakterien	baktérie	bakterien	baktéria	N;NOM;PL	N;NOM;FEM;PL
übersetzen	prekladať	übersetzen	prekladať	V;NFIN	V;IPFV;POS;NFIN
übersetzen	preložiť	übersetzen	preložiť	V;NFIN	V;PFV;POS;NFIN
trainiert	trénoval	trainieren	trénovať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
angefangen	začali	anfangen	začať	V;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
angefangen	začalo	anfangen	začať	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
angefangen	začal	anfangen	začať	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
angefangen	začala	anfangen	začať	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
angefangen	začína	anfangen	začínať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
angefangen	začíname	anfangen	začínať	V;V.PTCP	V;IPFV;IND;PL;1;POS;PRS;FIN
exzellent	výborná	exzellent	výborný	ADJ	ADJ;NOM;FEM;SG
exzellent	vynikajúca	exzellent	vynikajúci	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
exzellent	vynikajúce	exzellent	vynikajúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
juristen	právnici	juristen	právnica	N;NOM;PL	N;ANIM;NOM;MASC;PL
juristen	advokáti	juristen	advokát	N;NOM;PL	N;ANIM;NOM;MASC;PL
juristen	právnici	juristen	právnica	N;NOM;PL	N;ANIM;NOM;MASC;PL
juristen	advokáti	juristen	advokát	N;NOM;PL	N;ANIM;NOM;MASC;PL
benötigen	potrebovať	benötigen	potrebovať	V;NFIN	V;IPFV;POS;NFIN
benötigen	vyžadujú	benötigen	vyžadovať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
benötigen	požadovať	benötigen	požadovať	V;NFIN	V;IPFV;POS;NFIN
benötigen	vyžaduje	benötigen	vyžadovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
benötigen	vyžadovať	benötigen	vyžadovať	V;NFIN	V;IPFV;POS;NFIN
gespeichert	zachránil	speichern	zachrániť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gespeichert	zachránili	speichern	zachrániť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gefasst	chytili	fassen	chytiť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gefasst	chytil	fassen	chytiť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
rechtfertigen	odôvodniť	rechtfertigen	odôvodniť	V;NFIN	V;PFV;POS;NFIN
rechtfertigen	zdôvodniť	rechtfertigen	zdôvodniť	V;NFIN	V;PFV;POS;NFIN
störung	nefunkčnosti	störung	nefunkčnosť	N;FEM;SG	N;NOM;FEM;SG
störung	prerušenie	störung	prerušenie	N;FEM;SG	N;NOM;NEUT;SG
störung	narušenie	störung	narušenie	N;FEM;SG	N;NOM;NEUT;SG
störung	zásah	störung	zásah	N;FEM;SG	N;INAN;NOM;MASC;SG
störung	rušenie	störung	rušenie	N;FEM;SG	N;NOM;NEUT;SG
störung	zasahovanie	störung	zasahovanie	N;FEM;SG	N;NOM;NEUT;SG
störung	narušenie	störung	narušenie	N;FEM;SG	N;NOM;NEUT;SG
störung	rušenie	störung	rušenie	N;FEM;SG	N;NOM;NEUT;SG
störung	porucha	störung	poruch	N;FEM;SG	N;NOM;FEM;SG
rekonstruktion	rekonštrukcia	rekonstruktion	rekonštrukcia	N;NOM;FEM;SG	N;NOM;FEM;SG
administratoren	administrátori	administratoren	administrátor	N;NOM;PL	N;ANIM;NOM;MASC;PL
administratoren	správcovia	administratoren	správca	N;NOM;PL	N;ANIM;NOM;MASC;PL
administratoren	administrátori	administratoren	administrátor	N;NOM;PL	N;ANIM;NOM;MASC;PL
gelernt	naučila	lernen	naučiť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gelernt	naučil	lernen	naučiť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gelernt	dozvedela	lernen	dozvedieť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gelernt	dozvedel	lernen	dozvedieť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
installation	inštalácia	installation	inštalácia	N;SG	N;NOM;FEM;SG
installation	inštaláciu	installation	inštalácia	N;SG	N;ACC;FEM;SG
installation	montáž	installation	montáž	N;SG	N;NOM;FEM;SG
installation	zariadenie	installation	zariadenie	N;SG	N;NOM;NEUT;SG
installation	inštalovanie	installation	inštalovanie	N;SG	N;NOM;NEUT;SG
installation	inštalácia	installation	inštalácia	N;SG	N;NOM;FEM;SG
installation	inštalácia	installation	inštalácia	N;SG	N;NOM;FEM;SG
schöner	krásna	schön	krásny	ADJ	ADJ;NOM;FEM;SG
schöner	krásny	schön	krásny	ADJ	ADJ;ANIM;NOM;MASC;SG
schöner	krajší	schön	pekný	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
schöner	pekný	schön	pekný	ADJ	ADJ;ANIM;NOM;MASC;SG
schöner	pekná	schön	pekný	ADJ	ADJ;NOM;FEM;SG
schöner	pekné	schön	pekný	ADJ	ADJ;NOM;NEUT;SG
speichern	zachrániť	speichern	zachrániť	V;NFIN	V;PFV;POS;NFIN
speichern	uložiť	speichern	uložiť	V;NFIN	V;PFV;POS;NFIN
speichern	ukladať	speichern	ukladať	V;NFIN	V;IPFV;POS;NFIN
speichern	uchovávať	speichern	uchovávať	V;NFIN	V;IPFV;POS;NFIN
speichern	skladovať	speichern	skladovať	V;NFIN	V;IPFV;POS;NFIN
zurückkehren	vrátiť	zurückkehren	vrátiť	V;NFIN	V;PFV;POS;NFIN
sprachlich	jazykovej	sprachlich	jazykový	ADJ	ADJ;GEN;FEM;SG
schuss	strelné	schassen	strelný	ADJ	ADJ;NOM;NEUT;SG
schuss	strelený	schassen	strelený	ADJ	ADJ;ANIM;NOM;MASC;SG
schuss	postrelený	schassen	postrelený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
freundlich	láskavá	freundlich	láskavý	ADJ	ADJ;NOM;FEM;SG
freundlich	láskavé	freundlich	láskavý	ADJ	ADJ;NOM;NEUT;SG
freundlich	láskavý	freundlich	láskavý	ADJ	ADJ;ANIM;NOM;MASC;SG
freundlich	priateľské	freundlich	priateľský	ADJ	ADJ;NOM;NEUT;SG
freundlich	priateľská	freundlich	priateľský	ADJ	ADJ;NOM;FEM;SG
freundlich	priateľský	freundlich	priateľský	ADJ	ADJ;ANIM;NOM;MASC;SG
vorschlagen	navrhovať	vorschlagen	navrhovať	V;NFIN	V;IPFV;POS;NFIN
vorschlagen	navrhnúť	vorschlagen	navrhnúť	V;NFIN	V;PFV;POS;NFIN
vorschlagen	naznačujú	vorschlagen	naznačovať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
vorschlagen	navrhovať	vorschlagen	navrhovať	V;NFIN	V;IPFV;POS;NFIN
vorschlagen	navrhnúť	vorschlagen	navrhnúť	V;NFIN	V;PFV;POS;NFIN
portugiesisch	portugalskej	portugiesisch	portugalský	ADJ	ADJ;GEN;FEM;SG
portugiesisch	portugalské	portugiesisch	portugalský	ADJ	ADJ;NOM;NEUT;SG
portugiesisch	portugalská	portugiesisch	portugalský	ADJ	ADJ;NOM;FEM;SG
portugiesisch	portugalský	portugiesisch	portugalský	ADJ	ADJ;ANIM;NOM;MASC;SG
portugiesisch	portugalských	portugiesisch	portugalský	ADJ	ADJ;GEN;MASC;PL
reduzieren	zmenšuje	reduzieren	zmenšovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reduzieren	znižuje	reduzieren	znižovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reduzieren	zníži	reduzieren	znížiť	V;NFIN	V;PFV;IND;SG;3;POS;PRS;FIN
reduzieren	zredukovať	reduzieren	zredukovať	V;NFIN	V;POS;NFIN
reduzieren	znížiť	reduzieren	znížiť	V;NFIN	V;PFV;POS;NFIN
filmmusik	soundtrack	filmmusik	soundtrack	N	N;INAN;NOM;MASC;SG
filmmusik	skóre	filmmusik	skóre	N	N;NOM;FEM;PL
wände	múry	wanden	múr	N;NOM;PL	N;INAN;NOM;MASC;PL
wände	steny	wanden	stena	N;NOM;PL	N;NOM;FEM;PL
begleitung	sledovanie	begleitung	sledovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
begleitung	monitoring	begleitung	monitoring	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
begleitung	monitorovanie	begleitung	monitorovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
begleitung	doprovod	begleitung	doprovod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
abwehr	obrana	abwehr	obrana	N;SG	N;NOM;FEM;SG
abwehr	obhajoba	abwehr	obhajoba	N;SG	N;NOM;FEM;SG
abwehr	obrana	abwehr	obrana	N;SG	N;NOM;FEM;SG
abwehr	obhajoba	abwehr	obhajoba	N;SG	N;NOM;FEM;SG
genres	žánre	gen	žánry	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
konkurrenten	súťažiaci	konkurrent	súťažiaci	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
landstraße	diaľnica	landstraße	diaľnica	N;NOM;FEM;SG	N;NOM;FEM;SG
stören	rušiť	stören	rušiť	V;NFIN	V;IPFV;POS;NFIN
stören	narušiť	stören	narušiť	V;NFIN	V;PFV;POS;NFIN
gastgeber	hostiteľskej	gastgeber	hostiteľský	ADJ	ADJ;GEN;FEM;SG
denkt	myslí	denken	myslieť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
wünschen	prajem	wünschen	priať	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN
wünschen	želám	wünschen	želať	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN
wünschen	praje	wünschen	priať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
wünschen	želá	wünschen	želať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
wünschen	prajeme	wünschen	priať	V;NFIN	V;IPFV;IND;PL;1;POS;PRS;FIN
rosen	ruže	rosen	ruža	N;NOM;PL	N;NOM;FEM;PL
beigetragen	prispelo	beitragen	prispieť	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
beigetragen	prispel	beitragen	prispieť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
beigetragen	prispela	beitragen	prispieť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
beigetragen	prispeli	beitragen	prispieť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
selbständig	nezávislých	selbständig	nezávislý	ADJ	ADJ;ANIM;GEN;MASC;PL
selbständig	nezávislý	selbständig	nezávislý	ADJ	ADJ;ANIM;NOM;MASC;SG
selbständig	nezávislá	selbständig	závislo	ADJ	ADJ;NOM;FEM;SG
selbständig	nezávislé	selbständig	závislý	ADJ	ADJ;NOM;NEUT;SG
meisterin	milenka	meisterin	milenka	N;NOM;FEM;SG	N;NOM;FEM;SG
meisterin	pani	meisterin	pani	N;NOM;FEM;SG	N;NOM;FEM;SG
jüngsten	posledných	jung	posledný	ADJ;PL	ADJ;GEN;MASC;PL
nase	nosa	nase	nos	N;SG	N;INAN;GEN;MASC;SG
nase	nose	nase	nos	N;SG	N;INAN;NOM;MASC;SG
nase	nos	nase	nos	N;SG	N;INAN;NOM;MASC;SG
fresken	fresky	fresken	fresk	N;NOM;PL	N;NOM;FEM;PL
spendete	prispela	spenden	prispieť	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
spendete	darovala	spenden	darovať	V;IND;SG;3;PST;FIN	V;FEM;SG;POS;PST;V.PTCP
spendete	prispel	spenden	prispieť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
spendete	daroval	spenden	darovať	V;IND;SG;3;PST;FIN	V;ANIM;MASC;SG;POS;PST;V.PTCP
