ve	in	ve	in	CONJ	CONJ
görünümü	videz	görün	videz	N;NOM;SG;3	N;NOM;MASC;SG
görünümü	ogled	görün	ogled	N;NOM;SG;3	N;NOM;MASC;SG
görünümü	razgled	görün	razgled	N;NOM;SG;3	N;NOM;MASC;SG
görünümü	pogled	görün	pogled	N;NOM;SG;3	N;NOM;MASC;SG
trafik	promet	trafik	promet	N;NOM;SG;3	N;NOM;MASC;SG
ittifak	zavezništvo	ittifak	zavezništvo	N;NOM;SG;3	N;NOM;NEUT;SG
günler	dnevi	gün	dan	N;NOM;PL;3	N;NOM;MASC;PL
bölgeler	regije	bölge	regija	N;NOM;PL;3	N;NOM;FEM;PL
bölgeler	območja	bölge	območje	N;NOM;PL;3	N;NOM;NEUT;PL
bölgeler	cone	bölge	cona	N;NOM;PL;3	N;NOM;FEM;PL
bölgeler	območja	bölge	območje	N;NOM;PL;3	N;NOM;NEUT;PL
bölgeler	področja	bölge	področje	N;NOM;PL;3	N;NOM;NEUT;PL
bölgeler	površine	bölge	površina	N;NOM;PL;3	N;NOM;FEM;PL
muharebe	bitka	muharebe	bitka	N;NOM;SG;3	N;NOM;FEM;SG
rahatsız	moten	rahatsız	moten	ADJ	ADJ;NOM;INDF;MASC;SG
rahatsız	motena	rahatsız	moten	ADJ	ADJ;NOM;FEM;SG;V.PTCP
rahatsız	moteno	rahatsız	moten	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
turnuvası	turnir	turnuva	turnir	N;NOM;SG;3	N;NOM;MASC;SG
turnuvası	turnirja	turnuva	turnir	N;NOM;SG;3	N;NOM;MASC;SG
bit	bit	bit	bit		
yıldızlar	zvezde	yıl	zvezda	N;NOM;PL;3	N;NOM;FEM;PL
yıldızlar	zvezdice	yıl	zvezdica	N;NOM;PL;3	N;NOM;FEM;PL
turnuva	turnir	tur	turnir	N;NOM;SG;3	N;NOM;MASC;SG
turnuva	turnirja	tur	turnir	N;NOM;SG;3	N;NOM;MASC;SG
taarruz	napad	taarruz	napad	N;NOM;SG;3	N;NOM;MASC;SG
yazılar	členi	yazı	člen	N;NOM;PL;3	N;NOM;MASC;PL
yazılar	članki	yazı	članek	N;NOM;PL;3	N;NOM;MASC;PL
yazılar	izdelki	yazı	izdelek	N;NOM;PL;3	N;NOM;MASC;PL
düzeni	nastanek	düzen	nastanek	N;NOM;SG;3	N;NOM;MASC;SG
düzeni	postavitev	düzen	postavitev	N;NOM;SG;3	N;NOM;FEM;SG
düzeni	razpored	düzen	razpored	N;NOM;SG;3	N;NOM;MASC;SG
düzeni	razporeditev	düzen	razporeditev	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	svoboda	hürriyet	svoboda	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	prostost	hürriyet	prostost	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	prostost	hürriyet	prostost	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	liberty	hürriyet	liberty	N;NOM;SG;3	N;NOM;MASC;SG
uygulamaları	vloge	uygulama	vloga	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	prošnje	uygulama	prošnja	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	prijave	uygulama	prijava	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	prakse	uygulama	praksa	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
gri	greys	gri	gregs		
playstation	playstation	playstation	playstation	N;NOM;SG;3	N;NOM;MASC;SG
ürünler	predmeti	ürün	predmet	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	postavke	ürün	postavka	N;NOM;PL;3	N;NOM;FEM;PL
ürünler	dobrine	ürün	dobrina	N;NOM;PL;3	N;NOM;FEM;PL
ürünler	produkti	ürün	produkt	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	proizvodi	ürün	proizvod	N;NOM;PL;3	N;NOM;MASC;PL
ürünler	izdelki	ürün	izdelek	N;NOM;PL;3	N;NOM;MASC;PL
olağanüstü	izredna	olağanüstü	izreden	ADJ	ADJ;NOM;FEM;SG
olağanüstü	izredni	olağanüstü	izreden	ADJ	ADJ;NOM;MASC;SG
olağanüstü	izjemna	olağanüstü	izjemen	ADJ	ADJ;NOM;FEM;SG
olağanüstü	izjemni	olağanüstü	izjemen	ADJ	ADJ;NOM;MASC;SG
olağanüstü	izredna	olağanüstü	izreden	ADJ	ADJ;NOM;FEM;SG
olağanüstü	izjemen	olağanüstü	izjemen	ADJ	ADJ;NOM;INDF;MASC;SG
olağanüstü	izredni	olağanüstü	izreden	ADJ	ADJ;NOM;MASC;SG
euroleague	evroliga	euroleague	evrolig	N;NOM;SG;3	N;NOM;MASC;SG
gene	spet	gene	spet	ADV	ADV
gene	znova	gene	znova	ADV	ADV
gene	ponovno	gene	ponovno	ADV	ADV
geliştirilmiş	razviti	geliş	razviti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NFIN
kardeşler	sestre	kardeş	sestra	N;NOM;PL;3	N;NOM;FEM;PL
kardeşler	bratje	kardeş	bratje	N;NOM;PL;3	N;NOM;MASC;PL
ücretsiz	svoboden	ücretsiz	svoboden	ADJ	ADJ;NOM;INDF;MASC;SG
ücretsiz	svobodna	ücretsiz	svoboden	ADJ	ADJ;NOM;FEM;SG
ücretsiz	brezplačna	ücretsiz	brezplačen	ADJ	ADJ;NOM;FEM;SG
oluşturmak	ustvariti	oluş	ustvariti	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;NFIN
oluşturmak	ustvari	oluş	ustvariti	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;IND;SG;3;PRS;FIN
bisiklet	kolesarjenje	bisiklet	kolesarjenje	N;NOM;SG;3	N;NOM;NEUT;SG
bisiklet	motocikel	bisiklet	motocikel	N;NOM;SG;3	N;NOM;MASC;SG
bisiklet	kolo	bisiklet	kolo	N;NOM;SG;3	N;NOM;NEUT;SG
bisiklet	motor	bisiklet	motor	N;NOM;SG;3	N;NOM;MASC;SG
bisiklet	kolo	bisiklet	kolo	N;NOM;SG;3	N;NOM;NEUT;SG
fizikçi	fizik	fizikçi	fizik	N;NOM;SG;3	N;NOM;MASC;SG
super	super	super	super		
limanı	harbour	liman	harbour	N;NOM;SG;3	N;NOM;MASC;SG
faaliyetleri	dejavnosti	faaliyet	dejavnost	N;NOM;PL;3	N;NOM;FEM;PL
faaliyetleri	aktivnosti	faaliyet	aktivnost	N;NOM;PL;3	N;NOM;FEM;PL
yayıncılık	izdajanje	yayıncılık	izdajanje	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	objavljanje	yayıncılık	objavljanje	N;NOM;SG;3	N;NOM;NEUT;SG
yayıncılık	objava	yayıncılık	objava	N;NOM;SG;3	N;NOM;FEM;SG
yayıncılık	objavljanje	yayıncılık	objavljanje	N;NOM;SG;3	N;NOM;NEUT;SG
değiştirme	zamenjaj	değiş	zamenjaj	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;PFV;IMP;SG;2;FIN
kuramı	teorija	kuram	teorija	N;NOM;SG;3	N;NOM;FEM;SG
sözleşmesi	pogodba	sözleşme	pogodba	N;NOM;SG;3	N;NOM;FEM;SG
sözleşmesi	naročilo	sözleşme	naročiti	N;NOM;SG;3	N;NOM;NEUT;SG
açıklandı	napovedala	açıkla	napovedati	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;V.PTCP
yararlı	uporaben	yararlı	uporaben	ADJ	ADJ;NOM;INDF;MASC;SG
yararlı	koristno	yararlı	koristen	ADJ	ADJ;NOM;NEUT;SG
yararlı	uporabna	yararlı	uporaben	ADJ	ADJ;NOM;FEM;SG
yararlı	uporabno	yararlı	uporaben	ADJ	ADJ;NOM;NEUT;SG
yararlı	koristna	yararlı	koristen	ADJ	ADJ;NOM;FEM;SG
yararlı	koristno	yararlı	koristen	ADJ	ADJ;NOM;NEUT;SG
cezası	kazen	ceza	kazen	N;NOM;SG;3	N;NOM;FEM;SG
cezası	kazen	ceza	kazen	N;NOM;SG;3	N;NOM;FEM;SG
cezası	kaznovanje	ceza	kaznovanje	N;NOM;SG;3	N;NOM;NEUT;SG
lake	jezero	lake	jezero	N;NOM;SG;3	N;NOM;NEUT;SG
konum	položaj	konum	položaj	N;NOM;SG;3	N;NOM;MASC;SG
konum	lega	konum	leg	N;NOM;SG;3	N;NOM;FEM;SG
konum	stališče	konum	stališče	N;NOM;SG;3	N;NOM;NEUT;SG
konum	pozicija	konum	pozicija	N;NOM;SG;3	N;NOM;FEM;SG
konum	lokacija	konum	lokacija	N;NOM;SG;3	N;NOM;FEM;SG
örnekler	primeri	örnek	primer	N;NOM;PL;3	N;NOM;MASC;PL
örnekler	vzorci	örnek	vzorec	N;NOM;PL;3	N;NOM;MASC;PL
yöneticisi	skrbnik	yönetici	skrbnik	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	upravnik	yönetici	upravnik	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	upravitelj	yönetici	upravitelj	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	upravljalnik	yönetici	upravljalnik	N;NOM;SG;3	N;NOM;MASC;SG
yöneticisi	menedžer	yönetici	menedžer	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	videz	görün	videz	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	prikaz	görün	prikaz	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	ogled	görün	ogled	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	razgled	görün	razgled	N;NOM;SG;3	N;NOM;MASC;SG
görünüm	pogled	görün	pogled	N;NOM;SG;3	N;NOM;MASC;SG
ahşap	les	ahşap	les	N;NOM;SG;3	N;NOM;MASC;SG
ahşap	les	ahşap	les	N;NOM;SG;3	N;NOM;MASC;SG
oğulları	sinove	oğul	sin	N;ACC;PL;3	N;ACC;MASC;PL
emniyet	varnost	emniyet	varnost	N;NOM;SG;3	N;NOM;FEM;SG
resimler	podobe	resim	podoba	N;NOM;PL;3	N;NOM;FEM;PL
resimler	slike	resim	slika	N;NOM;PL;3	N;NOM;FEM;PL
resimler	slike	resim	slika	N;NOM;PL;3	N;NOM;FEM;PL
resimler	fotke	resim	fotek	N;NOM;PL;3	N;NOM;FEM;PL
resimler	fotografije	resim	fotografija	N;NOM;PL;3	N;NOM;FEM;PL
resimler	slike	resim	slika	N;NOM;PL;3	N;NOM;FEM;PL
katılmış	pridružil	kat	pridružiti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;V.PTCP
oktay	oktay	oktay	oktay		
saf	čist	saf	čist		
kimlik	identifikacija	kimlik	identifikacija	N;NOM;SG;3	N;NOM;FEM;SG
kimlik	identiteta	kimlik	identiteta	N;NOM;SG;3	N;NOM;FEM;SG
görevleri	dajatve	görev	dajatev	N;NOM;PL;3	N;NOM;FEM;PL
görevleri	dolžnosti	görev	dolžnost	N;NOM;PL;3	N;NOM;FEM;PL
görevleri	vloge	görev	vloga	N;NOM;PL;3	N;NOM;FEM;PL
eleştiriler	kritike	eleştiri	kritika	N;NOM;PL;3	N;NOM;FEM;PL
eleştiriler	kritike	eleştiri	kritika	N;NOM;PL;3	N;NOM;FEM;PL
eleştiriler	kritike	eleştiri	kritika	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	številke	say	številka	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	figure	say	figura	N;NOM;PL;3	N;NOM;FEM;PL
sayılar	številke	say	številka	N;NOM;PL;3	N;NOM;FEM;PL
deprem	potres	deprem	potres	N;NOM;SG;3	N;NOM;MASC;SG
deprem	potres	deprem	potres	N;NOM;SG;3	N;NOM;MASC;SG
kuvvetler	sile	kuvvet	sila	N;NOM;PL;3	N;NOM;FEM;PL
divan	divan	divan	divan		
kurgusal	izmišljeni	kurgusal	izmišljen	ADJ	ADJ;NOM;MASC;SG;V.PTCP
değerleri	vrednosti	değer	vrednost	N;NOM;PL;3	N;NOM;FEM;PL
değerleri	vrednote	değer	vrednota	N;NOM;PL;3	N;NOM;FEM;PL
mektup	dopis	mektup	dopis	N;NOM;SG;3	N;NOM;MASC;SG
mektup	črka	mektup	črka	N;NOM;SG;3	N;NOM;FEM;SG
mektup	pismo	mektup	pismo	N;NOM;SG;3	N;NOM;NEUT;SG
mil	mile	mil	mila		
kamera	fotoaparat	kamera	fotoaparat	N;NOM;SG;3	N;NOM;MASC;SG
kamera	kamera	kamera	kamera	N;NOM;SG;3	N;NOM;FEM;SG
muş	muş	i	mudi		
mini	mini	mini	mini		
konuşulan	spregovorila	konuş	spregovoriti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP
örnekleri	vzorce	örnek	vzorec	N;ACC;PL;3	N;ACC;MASC;PL
atılan	vrglo	at	vreči	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NEUT;SG;V.PTCP
atılan	vrgli	at	vreči	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
ifadesi	izraz	ifade	izraz	N;NOM;SG;3	N;NOM;MASC;SG
ifadesi	izražanje	ifade	izražanje	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	pričevanje	ifade	pričevanje	N;NOM;SG;3	N;NOM;NEUT;SG
ifadesi	pričanje	ifade	pričanje	N;NOM;SG;3	N;NOM;NEUT;SG
parlamentosu	parlament	parlamentosu	parlament	N;NOM;SG;3	N;NOM;MASC;SG
tahmini	ocena	tahmin	ocena	N;NOM;SG;3	N;NOM;FEM;SG
tahmini	napoved	tahmin	napoved	N;NOM;SG;3	N;NOM;FEM;SG
tahmini	ocena	tahmin	ocena	N;NOM;SG;3	N;NOM;FEM;SG
üzüm	trte	üz	trt		
analiz	analiza	analiz	analiza	N;NOM;SG;3	N;NOM;FEM;SG
ekran	ekran	ekran	ekran	N;NOM;SG;3	N;NOM;MASC;SG
ekran	zaslon	ekran	zaslon	N;NOM;SG;3	N;NOM;MASC;SG
ekran	spremljanje	ekran	spremljanje	N;NOM;SG;3	N;NOM;NEUT;SG
ekran	monitor	ekran	monitor	N;NOM;SG;3	N;NOM;MASC;SG
ekran	prikaz	ekran	prikaz	N;NOM;SG;3	N;NOM;MASC;SG
parçacık	odsek	parçacık	odsek	N;NOM;SG;3	N;NOM;MASC;SG
parçacık	gradnik	parçacık	gradnik	N;NOM;SG;3	N;NOM;MASC;SG
parçacık	delec	parçacık	delec	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	konkurent	rakip	konkurent	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	tekmec	rakip	tekmec	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	konkurenta	rakip	konkurent	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	tekmovalec	rakip	tekmovalec	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	tekmec	rakip	tekmec	N;NOM;SG;3	N;NOM;MASC;SG
rakibi	nasprotnik	rakip	nasprotnik	N;NOM;SG;3	N;NOM;MASC;SG
sanatçılar	izvajalci	sanatçı	izvajalec	N;NOM;PL;3	N;NOM;MASC;PL
sanatçılar	umetniki	sanatçı	umetnik	N;NOM;PL;3	N;NOM;MASC;PL
sözlük	glosar	sözlük	glosar	N;NOM;SG;3	N;NOM;MASC;SG
sözlük	slovar	sözlük	slovar	N;NOM;SG;3	N;NOM;MASC;SG
sözlük	besednjak	sözlük	besednjak	N;NOM;SG;3	N;NOM;MASC;SG
sözlük	slovar	sözlük	slovar	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	potovanje	yolculuk	potovanje	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	potovanje	yolculuk	potovanje	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	popotovanje	yolculuk	popotovanje	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	potovanje	yolculuk	potovanje	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	vožnja	yolculuk	vožnja	N;NOM;SG;3	N;NOM;FEM;SG
yolculuk	prevoz	yolculuk	prevoz	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	izlet	yolculuk	izlet	N;NOM;SG;3	N;NOM;MASC;SG
yolculuk	potovanje	yolculuk	potovanje	N;NOM;SG;3	N;NOM;NEUT;SG
yolculuk	trip	yolculuk	trip	N;NOM;SG;3	N;NOM;MASC;SG
havaalanı	letališče	havaalanı	letališče	N;NOM;SG;3	N;NOM;NEUT;SG
psikolojik	psihološko	psikolojik	psihološki	ADJ	ADJ;NOM;NEUT;SG
psikolojik	psihološki	psikolojik	psihološki	ADJ	ADJ;NOM;MASC;SG
psikolojik	psihološka	psikolojik	psihološki	ADJ	ADJ;NOM;FEM;SG
ilgisi	ustreznost	ilgi	ustreznost	N;NOM;SG;3	N;NOM;FEM;SG
ilgisi	pomembnost	ilgi	pomembnost	N;NOM;SG;3	N;NOM;FEM;SG
sayısal	računska	sayısal	računski	ADJ	ADJ;NOM;FEM;SG
sayısal	številčna	sayısal	številčen	ADJ	ADJ;NOM;FEM;SG
sayısal	številčnih	sayısal	številčen	ADJ	ADJ;GEN;MASC;PL
sayısal	številčna	sayısal	številčen	ADJ	ADJ;NOM;FEM;SG
sayısal	digitalnega	sayısal	digitalen	ADJ	ADJ;GEN;NEUT;SG
sayısal	digitalna	sayısal	digitalen	ADJ	ADJ;NOM;FEM;SG
sayısal	digitalno	sayısal	digitalen	ADJ	ADJ;NOM;NEUT;SG
sayısal	digitalni	sayısal	digitalen	ADJ	ADJ;NOM;MASC;SG
sayısal	digitalne	sayısal	digitalen	ADJ	ADJ;NOM;FEM;PL
teklifi	ponudbo	teklif	ponudba	N;ACC;SG;3	N;ACC;FEM;SG
kapasitesi	zmogljivost	kapasite	zmogljivost	N;NOM;SG;3	N;NOM;FEM;SG
kapasitesi	kapaciteta	kapasite	kapaciteta	N;NOM;SG;3	N;NOM;FEM;SG
şehirleri	mesta	şehir	mesto	N;NOM;PL;3	N;NOM;NEUT;PL
şehirleri	mesti	şehir	mesto	N;NOM;PL;3	N;NOM;NEUT;PL
alfabesi	abeceda	alfabe	abeceda	N;NOM;SG;3	N;NOM;FEM;SG
sıralaması	razvrstitev	sırala	razvrstitev	N;NOM;SG;3	N;NOM;FEM;SG
kedi	mačji	kedi	mačja		
kedi	mačji	kedi	mačja		
mühendisi	inženir	mühendis	inženir	N;NOM;SG;3	N;NOM;MASC;SG
orkestrası	orkester	orkestra	orkester	N;NOM;SG;3	N;NOM;MASC;SG
arkadaşlar	prijatelji	arkadaş	prijatelj	N;NOM;PL;3	N;NOM;MASC;PL
eliptik	eliptične	eliptik	eliptičen	ADJ	ADJ;NOM;FEM;PL
duyurdu	napovedala	duyur	napovedati	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
rahat	udoben	rahat	udoben	ADJ	ADJ;NOM;INDF;MASC;SG
rahat	sproščeno	rahat	sproščeno	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
rahat	sproščena	rahat	sproščen	ADJ	ADJ;NOM;FEM;SG;V.PTCP
rahat	sproščen	rahat	sproščen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
rahat	udobni	rahat	udoben	ADJ	ADJ;NOM;MASC;SG
rahat	udoben	rahat	udoben	ADJ	ADJ;NOM;INDF;MASC;SG
rahat	udoben	rahat	udoben	ADJ	ADJ;NOM;INDF;MASC;SG
utc+	utc+	utc+	utce		
anahtar	ključ	anahtar	ključ	N;NOM;SG;3	N;NOM;MASC;SG
bayanlar	dame	bayan	dama	N;NOM;PL;3	N;NOM;FEM;PL
yollar	načini	yol	način	N;NOM;PL;3	N;NOM;MASC;PL
yollar	ceste	yol	cesta	N;NOM;PL;3	N;NOM;FEM;PL
menon	menon	menon	menona		
havacılık	letalstvo	havacılık	letalstvo	N;NOM;SG;3	N;NOM;NEUT;SG
havacılık	aviation	havacılık	aviation	N;NOM;SG;3	N;NOM;MASC;SG
havacılık	aerospace	havacılık	aerospace	N;NOM;SG;3	N;NOM;MASC;SG
firma	četa	firma	ket	N;NOM;SG;3	N;NOM;FEM;SG
firma	podjetje	firma	podjetje	N;NOM;SG;3	N;NOM;NEUT;SG
firma	družba	firma	družba	N;NOM;SG;3	N;NOM;FEM;SG
maliyeti	strošek	maliyet	strošek	N;NOM;SG;3	N;NOM;MASC;SG
sayfalar	strani	sayfa	stran	N;NOM;PL;3	N;NOM;FEM;PL
cat	mačji	cat	mačja		
yorumlar	pregledi	yorum	pregled	N;NOM;PL;3	N;NOM;MASC;PL
yorumlar	komentarji	yorum	komentar	N;NOM;PL;3	N;NOM;MASC;PL
yorumlar	opombe	yorum	opomba	N;NOM;PL;3	N;NOM;FEM;PL
yorumlar	pripombe	yorum	pripomba	N;NOM;PL;3	N;NOM;FEM;PL
kayıtları	hlode	kayıt	hloda	N;ACC;PL;3	N;ACC;MASC;PL
komuta	poveljstvo	komut	poveljstvo	N;NOM;SG;3	N;NOM;NEUT;SG
komuta	ukaz	komut	ukaz	N;NOM;SG;3	N;NOM;MASC;SG
kuşlar	ptički	kuş	ptiček	N;NOM;PL;3	N;NOM;MASC;PL
kuşlar	ptiči	kuş	ptič	N;NOM;PL;3	N;NOM;MASC;PL
kuşlar	ptice	kuş	ptica	N;NOM;PL;3	N;NOM;FEM;PL
önlemek	preprečiti	önle	preprečiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
önlemek	prepreči	önle	preprečiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IND;SG;3;PRS;FIN
notlar	opombe	not	opomba	N;NOM;PL;3	N;NOM;FEM;PL
notlar	zapiski	not	zapisk	N;NOM;PL;3	N;NOM;MASC;PL
notlar	ocene	not	ocena	N;NOM;PL;3	N;NOM;FEM;PL
notlar	stopnje	not	stopnja	N;NOM;PL;3	N;NOM;FEM;PL
ozan	ozan	ozan	ozan		
heyeti	delegacija	heyet	delegacija	N;NOM;SG;3	N;NOM;FEM;SG
kişiliği	osebnost	kişilik	osebnost	N;NOM;SG;3	N;NOM;FEM;SG
ruslar	rusi	rus	rus	N;NOM;PL;3	N;NOM;MASC;PL
tapınağı	svetišče	tapınak	svetišče	N;NOM;SG;3	N;NOM;NEUT;SG
tapınağı	tempelj	tapınak	tempelj	N;NOM;SG;3	N;NOM;MASC;SG
tapınağı	hram	tapınak	hrama	N;NOM;SG;3	N;NOM;MASC;SG
temiz	cist	temiz	cist		
temiz	čist	temiz	čist		
muhteşem	super	muhteşem	super		
töreni	slovesnost	tören	slovesnost	N;NOM;SG;3	N;NOM;FEM;SG
töreni	obred	tören	obred	N;NOM;SG;3	N;NOM;MASC;SG
töreni	slovesnosti	tören	slovesnost	N;NOM;SG;3	N;NOM;FEM;SG
doğrusal	linearni	doğrusal	linearen	ADJ	ADJ;NOM;MASC;SG
doğrusal	linearna	doğrusal	linearen	ADJ	ADJ;NOM;FEM;SG
türler	vrste	tür	vrsta	N;NOM;PL;3	N;NOM;FEM;PL
türler	tipi	tür	tip	N;NOM;PL;3	N;NOM;MASC;PL
türler	vrste	tür	vrsta	N;NOM;PL;3	N;NOM;FEM;PL
başarılar	dosežki	başarı	dosežek	N;NOM;PL;3	N;NOM;MASC;PL
başarılar	uspehi	başarı	uspeh	N;NOM;PL;3	N;NOM;MASC;PL
politikaları	police	politika	polica	N;NOM;PL;3	N;NOM;FEM;PL
politikaları	politike	politika	politika	N;NOM;PL;3	N;NOM;FEM;PL
uyumlu	združljiva	uyumlu	združljiv	ADJ	ADJ;NOM;FEM;SG
uyumlu	združljivi	uyumlu	združljiv	ADJ	ADJ;NOM;MASC;PL
uyumlu	združljiv	uyumlu	združljiv	ADJ	ADJ;NOM;INDF;MASC;SG
uyumlu	združljive	uyumlu	združljiv	ADJ	ADJ;NOM;FEM;PL
uyumlu	združljivo	uyumlu	združljivo	ADJ	ADJ;NOM;NEUT;SG
demirel	demirel	demirel	demirel		
yönetilen	umirila	yönet	umiriti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP
yönetilen	uspela	yönet	uspeti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP
yönetilen	uspelo	yönet	uspeti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NEUT;SG;V.PTCP
şeytan	zlo	şeytan	zlo		
corporation	korporacija	corporation	korporacija	N;NOM;SG;3	N;NOM;FEM;SG
corporation	corporation	corporation	corporation	N;NOM;SG;3	N;NOM;MASC;SG
araçlar	vozila	araç	vozilo	N;NOM;PL;3	N;NOM;NEUT;PL
araçlar	orodja	araç	orodje	N;NOM;PL;3	N;NOM;NEUT;PL
tanımı	opredelitev	tanım	opredelitev	N;NOM;SG;3	N;NOM;FEM;SG
tanımı	definicija	tanım	definicija	N;NOM;SG;3	N;NOM;FEM;SG
harika	super	harik	super		
harika	super	harik	super		
askerlik	vojska	askerlik	vojska	N;NOM;SG;3	N;NOM;FEM;SG
philip	filip	phil	filip	N;NOM;SG;3	N;NOM;MASC;SG
dağlar	hribi	dağ	hrib	N;NOM;PL;3	N;NOM;MASC;PL
dağlar	planine	dağ	planina	N;NOM;PL;3	N;NOM;FEM;PL
dağlar	gore	dağ	gora	N;NOM;PL;3	N;NOM;FEM;PL
dağlar	hribi	dağ	hrib	N;NOM;PL;3	N;NOM;MASC;PL
örümcek	pajka	örü	pajk	N;NOM;SG;3	N;NOM;MASC;SG
örümcek	pajek	örü	pajek	N;NOM;SG;3	N;NOM;MASC;SG
örümcek	spider	örü	spider	N;NOM;SG;3	N;NOM;MASC;SG
davranış	vedenje	davranış	vedenje	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	obnašanje	davranış	obnašanje	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	drža	davranış	držati	N;NOM;SG;3	N;NOM;FEM;SG
davranış	obnašanje	davranış	obnašanje	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	odnos	davranış	odnos	N;NOM;SG;3	N;NOM;MASC;SG
davranış	vedenje	davranış	vedenje	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	obnašanje	davranış	obnašanje	N;NOM;SG;3	N;NOM;NEUT;SG
akımı	tok	akım	tok	N;NOM;SG;3	N;NOM;MASC;SG
akımı	potok	akım	potok	N;NOM;SG;3	N;NOM;MASC;SG
kütüphane	knjižnica	kütüphane	knjižnica	N;NOM;SG;3	N;NOM;FEM;SG
hastalıkları	bolezni	hastalık	bolezen	N;NOM;PL;3	N;NOM;FEM;PL
karakterleri	liki	karakter	lik	N;NOM;PL;3	N;NOM;MASC;PL
karakterleri	znaki	karakter	znak	N;NOM;PL;3	N;NOM;MASC;PL
juventus	juventus	juventus	juventus	N;NOM;SG;3	N;NOM;MASC;SG
romalılar	rimljani	romalı	rimljan	N;NOM;PL;3	N;NOM;MASC;PL
organizasyon	organizacija	organizasyon	organizacija	N;NOM;SG;3	N;NOM;FEM;SG
organizasyon	organizacija	organizasyon	organizacija	N;NOM;SG;3	N;NOM;FEM;SG
yükseklik	višina	yükseklik	višina	N;NOM;SG;3	N;NOM;FEM;SG
yükseklik	heights	yükseklik	heights	N;NOM;SG;3	N;NOM;MASC;SG
yükseklik	višina	yükseklik	višina	N;NOM;SG;3	N;NOM;FEM;SG
yaklaşım	prilet	yaklaşım	prilet		
etkinlik	dejavnost	etkinlik	dejavnost	N;NOM;SG;3	N;NOM;FEM;SG
etkinlik	aktivnost	etkinlik	aktivnost	N;NOM;SG;3	N;NOM;FEM;SG
