bagdad	bagdad	bagdar	bagdad	N	N;INDF;MASC;SG
errada	greșit	errada	greși	ADJ	ADJ;INDF;MASC;SG
illamento	izolare	illamento	izolare	N	N;INDF;FEM;SG
illamento	izolarea	illamento	izolare	N	N;DEF;FEM;SG
baratos	ieftine	barato	ieftin	N	N;INDF;FEM;PL
aparellos	aparate	aparello	apara	N	N;INDF;FEM;PL
aparellos	dispozitive	aparello	dispozitiv	N	N;INDF;FEM;PL
negociacións	negocieri	negociación	negociere	N	N;INDF;FEM;PL
negociacións	negocierile	negociación	negociere	N	N;DEF;FEM;PL
competición	competitie	competición	competitie	N	N;INDF;FEM;SG
competición	concurs	competición	concurs	N	N;INDF;MASC;SG
competición	concurență	competición	concurență	N	N;INDF;FEM;SG
competición	concurența	competición	concurență	N	N;DEF;FEM;SG
tenden	tind	tender	tinde	V	V;IND;PL;3;PRS;FIN
posicións	poziții	posición	poziție	N	N;INDF;FEM;PL
posicións	pozitii	posición	pozită	N	N;INDF;FEM;PL
posicións	pozițiile	posición	poziție	N	N;DEF;FEM;PL
aplicar	aplica	aplicar	aplica	V	V;IND;SG;3;IPFV;FIN
aplicar	aplică	aplicar	aplica	V	V;IND;SG;3;PST;FIN
positiva	pozitiv	positivo	pozitiv	ADJ	ADJ;INDF;MASC;SG
positiva	pozitivă	positivo	pozitiv	ADJ	ADJ;INDF;FEM;SG
positiva	pozitive	positivo	pozitiv	ADJ	ADJ;INDF;FEM;PL
sufrín	suferit	sufrín	suferi	V	V;MASC;SG;V.PTCP
seriamente	serios	seriamente	serios	ADV	ADV
ecuación	ecuatie	ecuación	ecuatie	N	N;INDF;FEM;SG
axudas	ajutor	axuda	ajutor	N	N;INDF;MASC;SG
típica	tipice	típico	tipic	ADJ	ADJ;INDF;FEM;PL
deixara	avea	deixar	avea	V	V;IND;SG;3;IPFV;FIN
deixara	avut	deixar	avea	V	V;MASC;SG;V.PTCP
deixara	lasă	deixar	lăsa	V	V;IND;3;PRS;FIN
xenocidio	genocidul	xenocidio	genocid	N	N;DEF;MASC;SG
xenocidio	genocid	xenocidio	genocid	N	N;INDF;MASC;SG
racial	rasială	racial	rasial	ADJ	ADJ;INDF;FEM;SG
racial	rasial	racial	rasial	ADJ	ADJ;INDF;MASC;SG
racial	rasiale	racial	rasial	ADJ	ADJ;INDF;FEM;PL
racial	rasă	racial	rasă	ADJ	ADJ;INDF;FEM;SG
racial	rasial	racial	rasial	ADJ	ADJ;INDF;MASC;SG
casco	cască	casco	cască	N	N;INDF;FEM;SG
casco	casca	casco	casca	N	N;DEF;FEM;SG
africana	africani	africano	african	ADJ	ADJ;INDF;MASC;PL
africana	africană	africano	african	ADJ	ADJ;INDF;FEM;SG
africana	africane	africano	african	ADJ	ADJ;INDF;FEM;PL
africana	african	africano	african	ADJ	ADJ;INDF;MASC;SG
paisaxes	peisajele	paisaxe	peisaj	N	N;DEF;FEM;PL
paisaxes	peisaje	paisaxe	peisaj	N	N;INDF;FEM;PL
imitar	imită	imitar	imita	V	V;IND;SG;3;PST;FIN
imitar	imita	imitar	imita	V	V;IND;SG;3;IPFV;FIN
fragmentos	fragmente	fragmento	fragment	N	N;INDF;FEM;PL
atrapar	prinde	atrapar	prinde	V	V;IND;SG;3;PRS;FIN
morrían	murit	morrer	muri	V	V;MASC;SG;V.PTCP
existente	existent	existente	existent	ADJ	ADJ;INDF;MASC;SG
existente	existentă	existente	existent	ADJ	ADJ;INDF;FEM;SG
existente	existente	existente	existent	ADJ	ADJ;INDF;FEM;PL
electrónica	electronice	electrónico	electronic	ADJ	ADJ;INDF;FEM;PL
electrónica	electronică	electrónico	electronic	ADJ	ADJ;INDF;FEM;SG
electrónica	electronic	electrónico	electronic	ADJ	ADJ;INDF;MASC;SG
eficacia	eficacitate	eficacia	eficacitate	N	N;INDF;FEM;SG
eficacia	eficacitatea	eficacia	eficacitate	N	N;DEF;FEM;SG
eficacia	randament	eficacia	randament	N	N;INDF;MASC;SG
eficacia	eficiență	eficacia	eficiență	N	N;INDF;FEM;SG
eficacia	eficiența	eficacia	eficiență	N	N;DEF;FEM;SG
debuxar	desenează	debuxar	desena	V	V;IND;3;PRS;FIN
debuxar	desenez	debuxar	deseni	V	V;IND;SG;1;PRS;FIN
balea	balenă	balea	balenă	N	N;INDF;FEM;SG
balea	balena	balea	balenă	N	N;DEF;FEM;SG
tráxico	tragica	tráxico	tragica	ADJ	ADJ;DEF;FEM;SG
tráxico	tragice	tráxico	tragic	ADJ	ADJ;INDF;FEM;PL
tráxico	tragică	tráxico	tragic	ADJ	ADJ;INDF;FEM;SG
tráxico	tragic	tráxico	tragic	ADJ	ADJ;INDF;MASC;SG
biolóxico	biologice	biolóxico	biologic	ADJ	ADJ;INDF;FEM;PL
biolóxico	biologic	biolóxico	biologic	ADJ	ADJ;INDF;MASC;SG
biolóxico	biologică	biolóxico	biologic	ADJ	ADJ;INDF;FEM;SG
abren	deschide	abren	deschide	V	V;IND;SG;3;PRS;FIN
variedade	varietate	variedade	varietate	N	N;INDF;FEM;SG
variedade	soi	variedade	sou	N	N;INDF;MASC;SG
variedade	varietatea	variedade	varietate	N	N;DEF;FEM;SG
recuperación	recuperarea	recuperación	recuperare	N	N;DEF;FEM;SG
recuperación	redresare	recuperación	redresare	N	N;INDF;FEM;SG
recuperación	redresarea	recuperación	redresare	N	N;DEF;FEM;SG
recuperación	recuperare	recuperación	recuperare	N	N;INDF;FEM;SG
contaminación	poluare	contaminación	poluare	N	N;INDF;FEM;SG
contaminación	poluarea	contaminación	poluare	N	N;DEF;FEM;SG
pedazos	bucăți	pedazo	bucată	N	N;INDF;FEM;PL
bases	baze	base	bază	N	N;INDF;FEM;PL
bases	bazele	base	bază	N	N;DEF;FEM;PL
exercicios	exercitii	exercicio	exercitiu	N	N;INDF;FEM;PL
exercicios	exerciții	exercicio	exercițiu	N	N;INDF;FEM;PL
lixeiramente	ușor	lixeiramente	ușor	ADV	ADV
ventos	vânturi	vento	vânt	N	N;INDF;FEM;PL
ventos	vânturile	vento	vânt	N	N;DEF;FEM;PL
atopen	găsiți	atopar	găsi	V	V;IND;PL;2;IPFV;FIN
atopen	găseşte	atopar	găsea	V	V;IND;SG;3;PRS;FIN
atopen	găsește	atopar	găsi	V	V;IND;SG;3;PRS;FIN
fundación	fundatia	fundación	fundatie	N	N;DEF;FEM;SG
fundación	fundaţia	fundación	fundagie	N	N;DEF;FEM;SG
fundación	fundatie	fundación	fundatie	N	N;INDF;FEM;SG
fundación	fundația	fundación	fundație	N	N;DEF;FEM;SG
construir	construieste	construir	construi	V	V;IND;SG;3;PRS;FIN
construir	construi	construir	construi	V	V;IND;SG;3;PRS;FIN
construir	construiesc	construir	construi	V	V;IND;PL;3;PRS;FIN
farrapos	cârpe	farrapo	cârpă	N	N;INDF;FEM;PL
traballaban	muncind	traballar	munci	V	V;V.MSDR
traballaban	lucrând	traballar	lucra	V	V;V.MSDR
tiveran	avea	ter	avea	V	V;IND;SG;3;IPFV;FIN
tiveran	avut	ter	avea	V	V;MASC;SG;V.PTCP
ainda	încă	ainda	încă	ADV	ADV
usala	utilizează	usalar	utiliza	V	V;IND;3;PRS;FIN
usala	folosește	usalar	folosi	V	V;IND;SG;3;PRS;FIN
optimista	optimiste	optimista	optimist	ADJ	ADJ;INDF;FEM;PL
optimista	optimistă	optimista	optimist	ADJ	ADJ;INDF;FEM;SG
optimista	optimist	optimista	optimist	ADJ	ADJ;INDF;MASC;SG
medran	creste	medrar	creste	V	V;IND;SG;3;PRS;FIN
medran	crească	medrar	crește	V	V;SBJV;3;PRS;FIN
medran	crește	medrar	crește	V	V;IND;SG;3;PRS;FIN
medran	cresc	medrar	crește	V	V;IND;PL;3;PRS;FIN
medran	creşte	medrar	creşte	V	V;IND;SG;3;PRS;FIN
cadela	câine	cadela	câine	N	N;INDF;MASC;SG
cadela	dog	cadela	dogă	N	N;INDF;MASC;SG
cadela	caine	cadela	caină	N	N;INDF;MASC;SG
cadela	curva	cadela	curvă	N	N;DEF;FEM;SG
cadela	cățea	cadela	cațe	N	N;DEF;FEM;SG
cadela	târfă	cadela	târfă	N	N;INDF;FEM;SG
encantaríame	iubesc	encantaríame	iubi	V	V;IND;PL;3;PRS;FIN
virtude	virtutea	virtude	virtute	N	N;DEF;FEM;SG
virtude	virtute	virtude	virte	N	N;INDF;FEM;SG
perigos	pericole	perigo	pericol	N	N;INDF;FEM;PL
perigos	pericolele	perigo	pericol	N	N;DEF;FEM;PL
cursos	cursuri	curso	curs	N	N;INDF;FEM;PL
cursos	seminarii	curso	sămânar	N	N;INDF;FEM;PL
herbas	iarbă	herba	iarbă	N	N;INDF;FEM;SG
herbas	iarba	herba	iarbă	N	N;DEF;FEM;SG
herbas	ierburi	herba	ierb	N	N;INDF;FEM;PL
computadora	calculator	computar	calculator	N	N;INDF;MASC;SG
computadora	computer	computar	computer	N	N;INDF;MASC;SG
computadora	calculatorul	computar	calculator	N	N;DEF;MASC;SG
contactar	contactează	contactar	contacta	V	V;IND;3;PRS;FIN
arquitecto	arhitect	arquitecto	arhitect	N	N;INDF;MASC;SG
catedral	catedrala	catedral	catedrală	N	N;DEF;FEM;SG
catedral	catedrală	catedral	catedral	N	N;INDF;FEM;SG
comparar	compară	comparar	compara	V	V;IND;SG;3;PST;FIN
comparar	compara	comparar	compara	V	V;IND;SG;3;IPFV;FIN
española	spanioli	español	spaniol	ADJ	ADJ;INDF;MASC;PL
española	spaniol	español	spaniol	ADJ	ADJ;INDF;MASC;SG
xogador	player	xogador	player	N	N;INDF;MASC;SG
xogador	jucator	xogador	jucator	N	N;INDF;MASC;SG
xogador	jucătorul	xogador	jucător	N	N;DEF;MASC;SG
xogador	jucător	xogador	jucător	N	N;INDF;MASC;SG
computadores	calculatoare	computador	calculator	N	N;INDF;FEM;PL
computadores	calculatoarele	computador	calculatoare	N	N;DEF;FEM;PL
computadores	computere	computador	computere	N	N;INDF;FEM;PL
bacteria	bacterie	bacteria	bacterie	N	N;INDF;FEM;SG
bacteria	bacterie	bacteria	bacterie	N	N;INDF;FEM;SG
bacteria	bacterii	bacteria	bacterie	N	N;INDF;FEM;PL
bacteria	bacteriile	bacteria	bacterie	N	N;DEF;FEM;PL
bacteria	bacteria	bacteria	bacterie	N	N;DEF;FEM;SG
entren	obține	entren	obține	V	V;IND;SG;3;PRS;FIN
parentes	neamuri	parente	neam	N	N;INDF;FEM;PL
parentes	rudelor	parente	rudă	N	N;DEF;FEM;PL
parentes	rudele	parente	rudă	N	N;DEF;FEM;PL
parentes	rude	parente	rudă	N	N;INDF;FEM;PL
bailes	dansuri	baile	dans	N	N;INDF;FEM;PL
estadio	stadion	estadio	stadion	N	N;INDF;MASC;SG
estadio	stadionul	estadio	stadion	N	N;DEF;MASC;SG
estadio	arena	estadio	arena	N	N;DEF;FEM;SG
estadio	arenă	estadio	arenă	N	N;INDF;FEM;SG
intentos	tentative	intento	tentativă	N	N;INDF;FEM;PL
obstáculos	obstacole	obstáculo	obstacol	N	N;INDF;FEM;PL
obstáculos	obstacolele	obstáculo	obstacol	N	N;DEF;FEM;PL
sinxelamente	doar	sinxelamente	doar	ADV	ADV
variedades	soiurile	variedade	soi	N	N;DEF;FEM;PL
variedades	soiuri	variedade	soi	N	N;INDF;FEM;PL
estupidez	prostia	estupidez	prostie	N	N;DEF;FEM;SG
estupidez	prostie	estupidez	prostie	N	N;INDF;FEM;SG
hamburguesa	hamburgeri	hamburguesa	hamburgere	N	N;INDF;FEM;PL
hamburguesa	hamburger	hamburguesa	hamburger	N	N;INDF;MASC;SG
deitados	minciuna	deitado	minciună	N	N;DEF;FEM;SG
deitados	canapele	deitado	canapel	N	N;DEF;FEM;PL
razas	rase	raza	rasă	N	N;INDF;FEM;PL
razas	curse	raza	cursă	N	N;INDF;FEM;PL
razas	ploaie	raza	ploaie	N	N;INDF;FEM;SG
razas	ploi	raza	ploaie	N	N;INDF;FEM;PL
pulmón	plămân	pulmón	plămân	N	N;INDF;MASC;SG
detectar	detecta	detectar	detecta	V	V;IND;SG;3;IPFV;FIN
detectar	detectează	detectar	detecta	V	V;IND;3;PRS;FIN
cambiará	schimba	cambiar	schimba	V	V;IND;SG;3;IPFV;FIN
cambiará	schimbă	cambiar	schimba	V	V;IND;SG;3;PST;FIN
catástrofe	catastrofa	catástrofe	catastrofa	N	N;DEF;FEM;SG
catástrofe	catastrofă	catástrofe	catastrofă	N	N;INDF;FEM;SG
voluntario	voluntariat	voluntario	voluntariat	N	N;INDF;MASC;SG
ombro	umăr	ombro	umăr	N	N;INDF;MASC;SG
ombro	umar	ombro	umar	N	N;INDF;MASC;SG
ombro	umărul	ombro	umăr	N	N;DEF;MASC;SG
sentenza	teză	sentenza	teză	N	N;INDF;FEM;SG
sentenza	frază	sentenza	frază	N	N;INDF;FEM;SG
sentenza	sentinta	sentenza	sentintă	N	N;DEF;FEM;SG
cambiamos	schimba	cambiar	schimba	V	V;IND;SG;3;IPFV;FIN
cambiamos	schimbă	cambiar	schimba	V	V;IND;SG;3;PST;FIN
entendedes	înțelege	entendede	înțelege	V	V;IND;SG;3;PRS;FIN
entendedes	intelege	entendede	intelege	V	V;IND;SG;3;PRS;FIN
creador	creatorul	creador	creator	N	N;DEF;MASC;SG
creador	creator	creador	creator	N	N;INDF;MASC;SG
feixóns	boabe	feixón	boabă	N	N;INDF;FEM;PL
feixóns	fasole	feixón	fasole	N	N;INDF;FEM;SG
barras	gratii	barra	gratie	N	N;DEF;MASC;PL
barras	baruri	barra	bar	N	N;INDF;FEM;PL
barras	bare	barra	bară	N	N;INDF;FEM;PL
barras	kilograme	barra	kilogram	N	N;INDF;FEM;PL
eficiente	eficiente	eficiente	eficient	ADJ	ADJ;INDF;FEM;PL
eficiente	eficienta	eficiente	eficient	ADJ	ADJ;DEF;FEM;SG
eficiente	eficientă	eficiente	eficient	ADJ	ADJ;INDF;FEM;SG
nenez	copilărie	nenez	copilărie	N	N;INDF;FEM;SG
nenez	copilarie	nenez	copilarie	N	N;INDF;FEM;SG
nenez	copilăria	nenez	copilărie	N	N;DEF;FEM;SG
nenez	copilaria	nenez	copilarie	N	N;DEF;FEM;SG
vales	văi	val	vrea	N	N;INDF;FEM;PL
vales	văile	val	vale	N	N;DEF;FEM;PL
imaxinaba	gandeste	imaxinar	gandeste	V	V;IND;SG;3;PRS;FIN
imaxinaba	gândiți	imaxinar	gândi	V	V;IND;PL;2;IPFV;FIN
naturais	naturale	natural	natural	ADJ	ADJ;INDF;FEM;PL
naturais	naturală	natural	natural	ADJ	ADJ;INDF;FEM;SG
naturais	natural	natural	natural	ADJ	ADJ;INDF;MASC;SG
naturais	naturali	natural	natural	ADJ	ADJ;INDF;MASC;PL
valioso	valoroase	valioso	valoros	ADJ	ADJ;INDF;FEM;PL
valioso	valoroasa	valioso	valoros	ADJ	ADJ;DEF;FEM;SG
valioso	valoroasă	valioso	valoros	ADJ	ADJ;INDF;FEM;SG
valioso	valoros	valioso	valoros	ADJ	ADJ;INDF;MASC;SG
lavadora	spălarea	lavador	spălare	N	N;DEF;FEM;SG
lavadora	spălare	lavador	spălare	N	N;INDF;FEM;SG
lavadora	spalare	lavador	spalare	N	N;INDF;FEM;SG
lavadora	mașină	lavador	mașină	N	N;INDF;FEM;SG
leña	lemn	leñar	lemn	N	N;INDF;MASC;SG
leña	lemnul	leñar	lemn	N	N;DEF;MASC;SG
leña	lemne	leñar	lemn	N	N;INDF;FEM;PL
comezos	early	comezo	early	N	N;INDF;MASC;SG
xeada	frost	xeada	frost	N	N;INDF;MASC;SG
cráteres	cratere	cráteres	crater	N	N;INDF;FEM;PL
cráteres	bomba	cráteres	bombă	N	N;DEF;FEM;SG
cráteres	bombă	cráteres	bombă	N	N;INDF;FEM;SG
fadas	zână	facer	zână	N	N;INDF;FEM;SG
fadas	zâna	facer	zână	N	N;DEF;FEM;SG
fadas	zana	facer	zană	N	N;DEF;FEM;SG
gobernamental	guvernul	gobernamental	guvern	N	N;DEF;MASC;SG
gobernamental	guvernare	gobernamental	guvernare	N	N;INDF;FEM;SG
gobernamental	guvern	gobernamental	guvern	N	N;INDF;MASC;SG
matemática	matematic	matemático	matematic	ADJ	ADJ;INDF;MASC;SG
pílulas	pastile	pílula	paste	N	N;INDF;FEM;PL
pílulas	pastilele	pílula	pastil	N	N;DEF;FEM;PL
pílulas	pilule	pílula	pilulă	N	N;INDF;FEM;PL
contando	bazez	contar	bazez	V	V;IND;PL;1;PRS;FIN
leccións	lectii	lección	lectie	N	N;INDF;FEM;PL
leccións	lecții	lección	lecție	N	N;INDF;FEM;PL
fotógrafo	fotograf	fotógrafo	fotograf	N	N;INDF;MASC;SG
paquetes	pachete	paquete	pachet	N	N;INDF;FEM;PL
paquetes	colete	paquete	colet	N	N;INDF;FEM;PL
paquetes	pachete	paquete	pachet	N	N;INDF;FEM;PL
paquetes	pachetele	paquete	pachet	N	N;DEF;FEM;PL
inmensa	imensă	inmenso	imens	ADJ	ADJ;INDF;FEM;SG
inmensa	imense	inmenso	imens	ADJ	ADJ;INDF;FEM;PL
inmensa	imens	inmenso	imens	ADJ	ADJ;INDF;MASC;SG
vistas	vizualizează	vista	vizualiza	V	V;IND;3;PRS;FIN
instrumentos	instrumentele	instrumento	instrument	N	N;DEF;FEM;PL
instrumentos	instrumente	instrumento	instrument	N	N;INDF;FEM;PL
protagonista	protagonistul	protagonista	protagonist	N	N;DEF;MASC;SG
vicio	vicii	vicio	viciu	N	N;INDF;FEM;PL
vicio	viciul	vicio	viciu	N	N;DEF;MASC;SG
vicio	moravuri	vicio	moravuri	N	N;INDF;FEM;PL
vicio	viciu	vicio	viciu	N	N;INDF;MASC;SG
esqueceu	uitasem	esquecer	uita	V	V;IND;1;PST+PRF;FIN
cociñas	bucătării	cociña	bucătare	N	N;INDF;FEM;PL
gravación	înregistrare	gravación	înregistrare	N	N;INDF;FEM;SG
gravación	înregistrarea	gravación	înregistrare	N	N;DEF;FEM;SG
carriño	caruta	carriño	carut	N	N;DEF;FEM;SG
carriño	vagon	carriño	vagon	N	N;INDF;MASC;SG
gordos	grasa	gordo	grasă	N	N;DEF;FEM;SG
gordos	grăsime	gordo	grăsime	N	N;INDF;FEM;SG
gordos	gras	gordo	gras	N	N;INDF;MASC;SG
televisor	televizor	televisor	televizor	N	N;INDF;MASC;SG
televisor	televiziune	televisor	televiziune	N	N;INDF;FEM;SG
televisor	televiziunea	televisor	televiziune	N	N;DEF;FEM;SG
misterioso	misterioasa	misterioso	misterios	ADJ	ADJ;DEF;FEM;SG
misterioso	misterioase	misterioso	misterios	ADJ	ADJ;INDF;FEM;PL
misterioso	misterioasă	misterioso	misterios	ADJ	ADJ;INDF;FEM;SG
misterioso	misterios	misterioso	misterios	ADJ	ADJ;INDF;MASC;SG
quendas	ture	quenda	tură	N	N;INDF;FEM;PL
quendas	schimburi	quenda	schimb	N	N;INDF;FEM;PL
obradoiros	ateliere	obradoiro	atelier	N	N;INDF;FEM;PL
obradoiros	atelierele	obradoiro	atelier	N	N;DEF;FEM;PL
conseguen	obține	conseguir	obține	V	V;IND;SG;3;PRS;FIN
conseguen	pot	conseguir	putea	V	V;IND;PL;3;PRS;FIN
miserable	mizerabil	miserable	mizerabil	ADJ	ADJ;INDF;MASC;SG
órbita	orbită	órbita	orbită	N	N;INDF;FEM;SG
órbita	orbita	órbita	orbită	N	N;DEF;FEM;SG
atractiva	atrăgătoare	atractivo	atrăgător	ADJ	ADJ;INDF;FEM
atractiva	atractivă	atractivo	atractivă	ADJ	ADJ;INDF;FEM;SG
atractiva	atractive	atractivo	atractiv	ADJ	ADJ;INDF;FEM;PL
atractiva	atrăgător	atractivo	atrăgător	ADJ	ADJ;INDF;MASC;SG
totalidade	totalitatea	totalidade	totalitate	N	N;DEF;FEM;SG
soviética	sovietică	soviético	sovietic	ADJ	ADJ;INDF;FEM;SG
soviética	sovietici	soviético	sovietic	ADJ	ADJ;INDF;MASC;PL
soviética	sovietice	soviético	sovietic	ADJ	ADJ;INDF;FEM;PL
soviética	sovietic	soviético	sovietic	ADJ	ADJ;INDF;MASC;SG
dificultade	dificultate	dificultade	dificultate	N	N;INDF;FEM;SG
dificultade	dificultăți	dificultade	dificultate	N	N;INDF;FEM;PL
dificultade	dificultatea	dificultade	dificultate	N	N;DEF;FEM;SG
parlamento	parlamentul	parlamento	parlament	N	N;DEF;MASC;SG
parlamento	parlament	parlamento	parlament	N	N;INDF;MASC;SG
parlamento	parlamentului	parlamento	parlament	N	N;DEF;MASC;SG
espellos	oglinzile	espello	oglindă	N	N;DEF;FEM;PL
espellos	oglinzi	espello	oglindă	N	N;INDF;FEM;PL
anónimos	anonime	anónir	anonim	N	N;INDF;FEM;PL
caixeiro	casierul	caixeiro	casier	N	N;DEF;MASC;SG
caixeiro	casier	caixeiro	casier	N	N;INDF;MASC;SG
caixeiro	mașină	caixeiro	mașină	N	N;INDF;FEM;SG
títulos	titluri	título	titlu	N	N;INDF;FEM;PL
títulos	titlurile	título	titlu	N	N;DEF;FEM;PL
custos	costuri	custo	cost	N	N;INDF;FEM;PL
custos	costurile	custo	cost	N	N;DEF;FEM;PL
custos	costuri	custo	cost	N	N;INDF;FEM;PL
custos	costul	custo	cost	N	N;DEF;MASC;SG
custos	cost	custo	cost	N	N;INDF;MASC;SG
vehículos	vehiculele	vehículo	vehicul	N	N;DEF;FEM;PL
vehículos	vehicule	vehículo	vehicul	N	N;INDF;FEM;PL
metín	pune	metín	pune	V	V;IND;SG;3;PRS;FIN
soña	visând	soña	visa	V	V;V.MSDR
soña	visez	soña	visez	V	V;IND;SG;1;PRS;FIN
consolo	consolare	consolo	consolare	N	N;INDF;FEM;SG
consolo	consolare	consolo	consolare	N	N;INDF;FEM;SG
espíritos	spirite	espírito	spirit	N	N;INDF;FEM;PL
espíritos	spiritele	espírito	spirit	N	N;DEF;FEM;PL
espíritos	spiritelor	espírito	spirit	N	N;DEF;FEM;PL
algures	undeva	algures	undeva	ADV	ADV
tornou	devin	tornar	deveni	V	V;IND;PL;3;PRS;FIN
matadoiro	abator	matadoiro	abator	N	N;INDF;MASC;SG
taberna	barul	taberno	bar	N	N;DEF;MASC;SG
taberna	bar	taberno	bar	N	N;INDF;MASC;SG
taberna	taverna	taberno	taverna	N	N;DEF;FEM;SG
taberna	tavernă	taberno	tavern	N	N;INDF;FEM;SG
vapor	aburi	vapor	abur	N	N;INDF;MASC;PL
vapor	abur	vapor	abur	N	N;INDF;MASC;SG
amarga	amare	amargar	amar	ADJ	ADJ;INDF;FEM;PL
amarga	amară	amargar	amar	ADJ	ADJ;INDF;FEM;SG
afogar	îneacă	afogar	îneca	V	V;IND;3;PRS;FIN
afogar	îneca	afogar	îneca	V	V;IND;SG;3;IPFV;FIN
localizacións	locatii	localización	locat	N	N;INDF;FEM;PL
localizacións	locații	localización	locație	N	N;INDF;FEM;PL
ditadura	dictatură	ditadura	dictatură	N	N;INDF;FEM;SG
ditadura	dictatura	ditadura	dictatură	N	N;DEF;FEM;SG
donas	doamnelor	dono	doamnă	N	N;DEF;FEM;PL
donas	doamnele	dono	domn	N	N;DEF;FEM;PL
encanto	farmecul	encanto	farmec	N	N;DEF;MASC;SG
encanto	farmec	encanto	farmec	N	N;INDF;MASC;SG
imaxine	imagina	imaxine	imagina	V	V;IND;SG;3;IPFV;FIN
louco	nebunie	louco	nebunie	N	N;INDF;FEM;SG
louco	nebuni	louco	nebun	N	N;INDF;MASC;PL
louco	nebuna	louco	nebuna	N	N;DEF;FEM;SG
louco	mad	louco	mad	N	N;INDF;MASC;SG
gravata	cravată	gravatar	crava	N	N;INDF;FEM;SG
gravata	cravata	gravatar	cravat	N	N;DEF;FEM;SG
probe	încercați	probar	încerca	V	V;IND;PL;2;IPFV;FIN
probe	încearcă	probar	încerca	V	V;IND;3;PRS;FIN
probe	incearca	probar	incearca	V	V;IND;SG;3;IPFV;FIN
cuspir	scuipă	cuspir	scuipa	V	V;IND;SG;3;PST;FIN
volvese	vino	volver	vino	V	V;IND;SG;2;PRS;FIN
xogas	joaca	xoga	joacă	N	N;DEF;FEM;SG
mate	kill	mate	kill	N	N;INDF;MASC;SG
beiras	bancile	beira	bancă	N	N;DEF;FEM;PL
beiras	banci	beira	bancă	N	N;INDF;FEM;PL
beiras	bănci	beira	bancă	N	N;INDF;FEM;PL
beiras	băncile	beira	bancă	N	N;DEF;FEM;PL
aloxamento	locuințe	aloxamento	locuință	N	N;INDF;FEM;PL
aloxamento	locuinţe	aloxamento	locuingă	N	N;INDF;FEM;PL
aloxamento	cazare	aloxamento	cazare	N	N;INDF;FEM;SG
aloxamento	carcasă	aloxamento	carcasă	N	N;INDF;FEM;SG
mudanzas	modificări	mudanza	modificare	N	N;INDF;FEM;PL
mudanzas	schimbări	mudanza	schimbare	N	N;INDF;FEM;PL
mudanzas	schimbari	mudanza	schimbari	N	N;INDF;FEM;PL
fartos	fed	facer	fed	N	N
desorde	tulburare	desorde	tulburare	N	N;INDF;FEM;SG
desorde	mizerie	desorde	mizerie	N	N;INDF;FEM;SG
comerciante	negustor	comerciante	negustor	N	N;INDF;MASC;SG
comerciante	comerciant	comerciante	comerciant	N	N;INDF;MASC;SG
comerciante	comerciant	comerciante	comerciant	N	N;INDF;MASC;SG
perfume	parfumul	perfumir	parfum	N	N;DEF;MASC;SG
perfume	parfumuri	perfumir	parfum	N	N;INDF;FEM;PL
perfume	parfum	perfumir	parfum	N	N;INDF;MASC;SG
roxa	rosu	roxa	rosu	N	N;INDF;MASC;SG
roxa	roşu	roxa	roşu	N	N;INDF;MASC;SG
roxa	red	roxa	red	N	N;INDF;MASC;SG
roxa	roșu	roxa	roșu	N	N;INDF;MASC;SG
saiamos	obține	saiar	obține	V	V;IND;SG;3;PRS;FIN
castrón	fiul	castrón	fiu	N	N;DEF;MASC;SG
castrón	fiu	castrón	fiu	N	N;INDF;MASC;SG
castrón	pistol	castrón	pistol	N	N;INDF;MASC;SG
castrón	armă	castrón	armă	N	N;INDF;FEM;SG
castrón	arma	castrón	armă	N	N;DEF;FEM;SG
fascistas	fascist	fascista	fascist	N	N;INDF;MASC;SG
protesta	protest	protesta	protest	N	N;INDF;MASC;SG
protesta	protestul	protesta	protest	N	N;DEF;MASC;SG
bandeiras	steaguri	bandeira	steag	N	N;INDF;FEM;PL
bandeiras	steagurile	bandeira	steag	N	N;DEF;FEM;PL
prometida	promise	prometer	promite	V	V;IND;SG;3;PST;FIN
prometida	promis	prometer	promite	V	V;MASC;SG;V.PTCP
cómoda	confortabilă	cómodar	confortabil	ADJ	ADJ;INDF;FEM;SG
cartuchos	muniție	cartuchos	muniție	N	N;INDF;FEM;SG
balón	minge	balón	minge	N	N;INDF;FEM;SG
balón	mingea	balón	minge	N	N;DEF;FEM;SG
balón	bilă	balón	bilă	N	N;INDF;FEM;SG
balón	bila	balón	bilă	N	N;DEF;FEM;SG
delegación	delegația	delegación	delegație	N	N;DEF;FEM;SG
delegación	delegarea	delegación	delegare	N	N;DEF;FEM;SG
delegación	delegare	delegación	delegare	N	N;INDF;FEM;SG
revólver	pistol	revólver	pistol	N	N;INDF;MASC;SG
revólver	armă	revólver	armă	N	N;INDF;FEM;SG
revólver	arma	revólver	armă	N	N;DEF;FEM;SG
baleiros	goale	baleiro	gol	ADJ	ADJ;INDF;FEM;PL
baleiros	goală	baleiro	gol	ADJ	ADJ;INDF;FEM;SG
patrullas	patrulele	patrulla	patrulă	N	N;DEF;FEM;PL
patrullas	patrule	patrulla	patrulă	N	N;INDF;FEM;PL
patrullas	maşini	patrulla	masină	N	N;INDF;FEM;PL
patrullas	mașini	patrulla	mașină	N	N;INDF;FEM;PL
patrullas	masini	patrulla	masină	N	N;INDF;FEM;PL
