sau	لیکن	sau	لیکن	CONJ;POS	CONJ
ambele	دونوں	ambii	دو	NUM;FEM;PL	NUM
press	اخبار	press	اخبار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
publică	کھلا	publica	کھل	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
poartă	گزر	purta	گزر	V;IND;3;PRS;FIN	V;ACT
poartă	گزر	purta	گزر	V;IND;3;PRS;FIN	V;ACT
poartă	اوڑھنا	purta	اوڑھنا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
poartă	پہناوا	purta	پہناوا	V;IND;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
poartă	اوڑھنا	purta	اوڑھنا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
poartă	پہناوا	purta	پہناوا	V;IND;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
poartă	پہننا	purta	پہن	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
pas	اندازِپا.	pas	اندازِپا.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
afaceri	مصروفیات	afacere	مصروفیت	N;INDF;FEM;PL	N;NOM;MASC;PL;3
afaceri	مصروفیات	afacere	مصروفیت	N;INDF;FEM;PL	N;NOM;MASC;PL;3
national	قومی	national	قومی	ADJ;INDF;MASC;SG	ADJ
comunist	اشتراکی	comunist	اشتراکی	ADJ;INDF;MASC;SG	ADJ
britanic	برطانوی	britanic	برطانوی	ADJ;INDF;MASC;SG	ADJ
puternic	حاوی	puternic	حاوی	ADJ;INDF;MASC;SG	ADJ
puternic	واضح	puternic	واضح	ADJ;INDF;MASC;SG	ADJ
puternic	متحد	puternic	متحد	ADJ;INDF;MASC;SG	ADJ
puternic	حاوی	puternic	حاوی	ADJ;INDF;MASC;SG	ADJ
puternic	واضح	puternic	واضح	ADJ;INDF;MASC;SG	ADJ
puternic	مضبوط	puternic	مضبوط	ADJ;INDF;MASC;SG	ADJ
puternic	متحد	puternic	متحد	ADJ;INDF;MASC;SG	ADJ
puternic	طاقتور	puternic	طاقتور	ADJ;INDF;MASC;SG	ADJ
afara	باہر	afara	باہر	ADV	ADV;NOM;MASC;SG;3
rezultat	حاصل	rezultat	حاصل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rezultat	حاصل	rezultat	حاصل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rezultat	نتیجہ	rezultat	نتیجہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
black	سفاک	black	سفاک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
black	تاریک	black	تاریک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
black	سفاک	black	سفاک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
black	تاریک	black	تاریک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fiu	قبیلے	fiu	قبیلہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fiu	بیٹا	fiu	بیٹا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fiu	قبیلے	fiu	قبیلہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
naturală	ارضی	natural	ارضی	ADJ;INDF;FEM;SG	ADJ
naturală	سادہ	natural	سادہ	ADJ;INDF;FEM;SG	ADJ
naturală	فطری	natural	فطری	ADJ;INDF;FEM;SG	ADJ
naturală	اصلی	natural	اصلی	ADJ;INDF;FEM;SG	ADJ
naturală	ارضی	natural	ارضی	ADJ;INDF;FEM;SG	ADJ
naturală	سادہ	natural	سادہ	ADJ;INDF;FEM;SG	ADJ
naturală	طبعی	natural	طبعی	ADJ;INDF;FEM;SG	ADJ
naturală	فطری	natural	فطری	ADJ;INDF;FEM;SG	ADJ
international	واقع	international	واقع	ADJ;INDF;MASC;SG	ADJ
international	مستعمل	international	مستعمل	ADJ;INDF;MASC;SG	ADJ
original	تخلیقی	original	تخلیقی	ADJ;INDF;MASC;SG	ADJ
original	نیا	original	نیا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
original	انوکھا	original	انوکھا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
șapte	7	șapte	7	NUM;PL	NUM
locale	قریبی	local	قریبی	ADJ;INDF;FEM;PL	ADJ
locale	علاقائی	local	علاقائی	ADJ;INDF;FEM;PL	ADJ
locale	قریبی	local	قریبی	ADJ;INDF;FEM;PL	ADJ
locale	مقامی	local	مقامی	ADJ;INDF;FEM;PL	ADJ
locale	علاقائی	local	علاقائی	ADJ;INDF;FEM;PL	ADJ
ocupat	مشغول	ocupa	مشغول	ADJ;INDF;MASC;SG	ADJ
permite	سمجھنا	permite	سمجھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
permite	سمجھنا	permite	سمجھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
permite	دینا	permite	دے	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
imediat	فوراً	imediat	فوراً	ADV	ADV
superioară	بہتر	superior	بہتر	ADJ;INDF;FEM;SG	ADJ
științifică	منظم	științific	منظم	ADJ;INDF;FEM;SG	ADJ
științifică	سائنسی	științific	سائنسی	ADJ;INDF;FEM;SG	ADJ
detalii	تفصیلات	detaliu	تفصیل	N;INDF;FEM;PL	N;NOM;MASC;PL;3
real	اصلی	real	اصلی	ADJ;INDF;MASC;SG	ADJ
mesaj	مہم	mesaj	مہم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mesaj	پیغام	mesaj	پیغام	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mesaj	ارشاد	mesaj	ارشاد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mesaj	مقصد	mesaj	مقصد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
internațională	واقع	internațional	واقع	ADJ;INDF;FEM;SG	ADJ
internațională	مستعمل	internațional	مستعمل	ADJ;INDF;FEM;SG	ADJ
complet	انتہائی	complet	انتہائی	ADV	ADV
complet	نہایت	complet	نہایت	ADV	ADV
complet	انتہائی	complet	انتہائی	ADV	ADV
complet	نہایت	complet	نہایت	ADV	ADV
major	اہم	major	اہم	ADJ;INDF;MASC;SG	ADJ
major	بڑا	major	بڑا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
totală	قطعی	total	قطعی	ADJ;INDF;FEM;SG	ADJ
catolică	جامع	catolic	جامع	ADJ;INDF;FEM;SG	ADJ
superior	بہتر	superior	بہتر	ADJ;INDF;CMPR;MASC;SG	ADJ
deschis	عام	deschis	عام	ADJ;INDF;MASC;SG	ADJ
deschis	عام	deschis	عام	ADJ;INDF;MASC;SG	ADJ
joc	تفریح	joc	تفریح	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	تدبیر	joc	تدبیر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	توانا	joc	توانا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	کھیل	joc	کھیل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	ہدف	joc	ہدف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	اپاہج	joc	اپاہج	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	تفریح	joc	تفریح	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	تدبیر	joc	تدبیر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	توانا	joc	توانا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	کھیل	joc	کھیل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	ہدف	joc	ہدف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	اپاہج	joc	اپاہج	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	بازی	joc	بازی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
parcul	کھلاباغ	parc	کھلاباغ	N;DEF;MASC;SG	N
fizică	جسمانی	fizic	جسمانی	ADJ;INDF;FEM;SG	ADJ
rămâne	باقیات.	rămâne	باقیات.	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
proiect	فلم	proiect	فلم	N;INDF;MASC;SG	N;NOM;FEM;SG;3
formează	ملایا	forma	ملا	V;IND;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
pune	پھینکنا	pune	پھینکنا	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
departe	مسلسل	departe	مسلسل	ADV	ADV
departe	التزاماً	departe	التزاماً	ADV	ADV
văzut	مقولہ	văzut	مقولہ	ADJ;INDF;MASC;SG	ADJ
văzut	مقولہ	văzut	مقولہ	ADJ;INDF;MASC;SG	ADJ
economice	معاشی	economic	معاشی	ADJ;INDF;FEM;PL	ADJ
economice	عملی	economic	عملی	ADJ;INDF;FEM;PL	ADJ
economice	کاروباری	economic	کاروباری	ADJ;INDF;FEM;PL	ADJ
metal	چاندی	metal	چاندی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
alb	شفاف	alb	شفاف	ADJ;INDF;MASC;SG	ADJ
alb	شفاف	alb	شفاف	ADJ;INDF;MASC;SG	ADJ
alb	سفید	alb	سفید	ADJ;INDF;MASC;SG	ADJ
urmează	سمجھنا	urma	سمجھ	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
debit	جوار	debit	جوار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	دلدل	debit	دلدل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	رقم	debit	رقم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	بہتات	debit	بہتات	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	مائع	debit	مائع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	جوار	debit	جوار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	دلدل	debit	دلدل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	رقم	debit	رقم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	بہتات	debit	بہتات	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	مائع	debit	مائع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arată	دکھاوا	arăta	دکھا	V;IND;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
arată	دکھانا	arăta	دکھا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
arată	دکھاوا	arăta	دکھا	V;IND;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
arată	دکھانا	arăta	دکھا	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
obține	سیکھنا	obține	سیکھ	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
obține	سمجھنا	obține	سمجھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
obține	کمانا	obține	کمانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
obține	پانا	obține	پانا	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
obține	سیکھنا	obține	سیکھ	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
obține	سمجھنا	obține	سمجھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
obține	کمانا	obține	کمانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
negru	افسردہ	negru	افسردہ	ADJ;INDF;MASC;SG	ADJ
negru	بیزار	negru	بیزار	ADJ;INDF;MASC;SG	ADJ
negru	سیاہ	negru	سیاہ	ADJ;INDF;MASC;SG	ADJ
negru	افسردہ	negru	افسردہ	ADJ;INDF;MASC;SG	ADJ
negru	بیزار	negru	بیزار	ADJ;INDF;MASC;SG	ADJ
negru	کالا	negru	کالا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
negru	سیاہ	negru	سیاہ	ADJ;INDF;MASC;SG	ADJ
interes	دلچسپی	interes	دلچسپی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interes	منافع	interes	منافع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interes	دلچسپی	interes	دلچسپی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interes	فائدہ	interes	فائدہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interes	منافع	interes	منافع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rând	شورش	rând	شورش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rând	شورش	rând	شورش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rând	قطار	rând	قطار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
per	بحسب	per	بحسب		
per	بحسب	per	بحسب		
singură	متحد	singur	متحد	ADJ;INDF;FEM;SG	ADJ
singură	متحد	singur	متحد	ADJ;INDF;FEM;SG	ADJ
model	وضع	model	وضع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
model	نقشہ	model	نقشہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
model	مٹی	model	مٹی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
trece	گزرنا	trece	گزر	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
găsește	خزانے	găsi	خزانہ	V;IND;SG;3;PRS;FIN	V;FIN;ACT
găsește	لانا	găsi	لا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
studio	ٹیلیوژن	studio	ٹیلیوژن	N;INDF;MASC;SG	N;NOM;MASC;SG;3
populară	مقبول	popular	مقبول	ADJ;INDF;FEM;SG	ADJ
populare	مقبول	popular	مقبول	ADJ;INDF;FEM;PL	ADJ
actual	عصری	actual	عصری	ADJ;INDF;MASC;SG	ADJ
artist	موسیقار	artist	موسیقار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sens	فہم	sens	فہم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
meci	بیاہ	meci	بیاہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
meci	شادی	meci	شادی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
meci	بیاہ	meci	بیاہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
meci	شادی	meci	شادی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
contra	اُلٹا	contra	اُلٹا		
contra	ضد	contra	ضد		
utilizator	تمتع	utilizator	تمتع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cap	فرد	cap	فرد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cap	اسم	cap	اسم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cap	سربراہ	cap	سربراہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cap	فرد	cap	فرد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cap	اسم	cap	اسم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
albă	شفاف	alb	شفاف	ADJ;INDF;FEM;SG	ADJ
albă	شفاف	alb	شفاف	ADJ;INDF;FEM;SG	ADJ
albă	سفید	alb	سفید	ADJ;INDF;FEM;SG	ADJ
star	ستارہ.	star	ستارہ.		
star	ستارہ.	star	ستارہ.		
inferioară	زیریں	inferior	زیر	ADJ;INDF;FEM;SG	ADJ
inferioară	کمتر	inferior	کمتر	ADJ;INDF;FEM;SG	ADJ
muzical	غنائی	muzical	غنا	ADJ;INDF;MASC;SG	ADJ
atac	زور	atac	زور	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atac	زور	atac	زور	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atac	حملہ	atac	حملہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
copil	اختراع	copil	اختراع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
copil	منصب	copil	منصب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
copil	اولاد	copil	اولاد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
port	جہاز	port	جہاز	N;INDF;MASC;SG	N;NOM;MASC;SG;3
port	بھاپ	port	بھاپ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
liberă	خالی	liber	خالی	ADJ;INDF;FEM;SG	ADJ
motiv	مقصد	motiv	مقصد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	غرض	motiv	غرض	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	ہوش	motiv	ہوش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	وجدان	motiv	وجدان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	مقصد	motiv	مقصد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	منطق	motiv	منطق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	دلیل	motiv	دلیل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	فہم	motiv	فہم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	ہوش	motiv	ہوش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	عقل	motiv	عقل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	وجدان	motiv	وجدان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	مقصد	motiv	مقصد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	منطق	motiv	منطق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	دلیل	motiv	دلیل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motiv	فہم	motiv	فہم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
neagră	افسردہ	negru	افسردہ	ADJ;INDF;FEM;SG	ADJ
neagră	بیزار	negru	بیزار	ADJ;INDF;FEM;SG	ADJ
neagră	سیاہ	negru	سیاہ	ADJ;INDF;FEM;SG	ADJ
neagră	افسردہ	negru	افسردہ	ADJ;INDF;FEM;SG	ADJ
neagră	بیزار	negru	بیزار	ADJ;INDF;FEM;SG	ADJ
neagră	سیاہ	negru	سیاہ	ADJ;INDF;FEM;SG	ADJ
popular	مقبول	popular	مقبول	ADJ;INDF;MASC;SG	ADJ
generale	رائج	general	رائج	ADJ;INDF;FEM;PL	ADJ
generale	مقامی	general	مقامی	ADJ;INDF;FEM;PL	ADJ
generale	اعلیٰ	general	اعلیٰ	ADJ;INDF;FEM;PL	ADJ
generale	کافی	general	کافی	ADJ;INDF;FEM;PL	ADJ
generale	غیرمتخصص	general	غیرمتخصص	ADJ;INDF;FEM;PL	ADJ
generale	رائج	general	رائج	ADJ;INDF;FEM;PL	ADJ
generale	عام	general	عام	ADJ;INDF;FEM;PL	ADJ
generale	مقامی	general	مقامی	ADJ;INDF;FEM;PL	ADJ
generale	اعلیٰ	general	اعلیٰ	ADJ;INDF;FEM;PL	ADJ
generale	کافی	general	کافی	ADJ;INDF;FEM;PL	ADJ
generale	غیرمتخصص	general	غیرمتخصص	ADJ;INDF;FEM;PL	ADJ
subiect	مقالے	subiect	مقالہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
park	کھلاباغ	park	کھلاباغ	N;INDF;MASC;SG	N
posibil	شاید	posibil	شاید	ADV	ADV
înalt	فرضی	înalt	فرضی	ADJ;INDF;MASC;SG	ADJ
înalt	فرضی	înalt	فرضی	ADJ;INDF;MASC;SG	ADJ
înalt	لمبا	înalt	لمبا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC
mii	ہزار	mie	ہزار	NUM;INDF;FEM;PL	NUM
program	جدول	program	جدول	N;INDF;MASC;SG	N;NOM;MASC;SG;3
jucător	کھلاڑی.	jucător	کھلاڑی.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
termen	اصطلاح	termen	اصطلاح	N;INDF;MASC;SG	N;NOM;MASC;SG;3
termen	b	termen	b	N;INDF;MASC;SG	N;NOM;MASC;SG;3
religioase	محتاط	religios	محتاط	ADJ;INDF;FEM;PL	ADJ
religioase	متقی	religios	متقی	ADJ;INDF;FEM;PL	ADJ
doctor	استاد	doctor	استاد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
economică	معاشی	economic	معاشی	ADJ;INDF;FEM;SG	ADJ
economică	عملی	economic	عملی	ADJ;INDF;FEM;SG	ADJ
economică	کاروباری	economic	کاروباری	ADJ;INDF;FEM;SG	ADJ
afară	باہر	afară	باہر	ADV	ADV;NOM;MASC;SG;3
proces	مقدمہ	proces	مقدمہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proces	آزمائش	proces	آزمائش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proces	جانچ	proces	جانچ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proces	مقدمہ	proces	مقدمہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
domeniu	عملداری	domeniu	عملداری	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bani	نقدیاں.	ban	نقدی	N;INDF;MASC;PL	N;NOM;MASC;PL;3
argint	سیم	argint	سیم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
argint	سیم	argint	سیم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
argint	چاندی	argint	چاندی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
intră	بتانا	intra	بتا	V;IND;SG;3;PST;FIN	V;MASC;SG;NFIN;ACT
intră	جتانا	intra	جتا	V;IND;SG;3;PST;FIN	V;MASC;SG;NFIN;ACT
compus	مخلوط	compus	مخلوط	ADJ;INDF;MASC;SG	ADJ
compus	مجموعی	compus	مجموعی	ADJ;INDF;MASC;SG	ADJ
compus	ترکیبی	compus	ترکیبی	ADJ;INDF;MASC;SG	ADJ
compus	مخلوط.	compus	مخلوط.	ADJ;INDF;MASC;SG	ADJ
compus	دشوار	compus	دشوار	ADJ;INDF;MASC;SG	ADJ
compus	مخلوط	compus	مخلوط	ADJ;INDF;MASC;SG	ADJ
compus	مجموعی	compus	مجموعی	ADJ;INDF;MASC;SG	ADJ
compus	ترکیبی	compus	ترکیبی	ADJ;INDF;MASC;SG	ADJ
compus	مخلوط.	compus	مخلوط.	ADJ;INDF;MASC;SG	ADJ
compus	دشوار	compus	دشوار	ADJ;INDF;MASC;SG	ADJ
partid	دعوت	partid	دعوت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
scop	مقصد	scop	مقصد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
moderne	رائج	modern	رائج	ADJ;INDF;FEM;PL	ADJ
moderne	رواں	modern	رواں	ADJ;INDF;FEM;PL	ADJ
extrem	انتہائی	extrem	انتہائی	ADV;RL	ADV
eveniment	واقعہ	eveniment	واقعہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aer	جھونکا	aer	جھونکا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aer	نمائش	aer	نمائش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aer	جھونکا	aer	جھونکا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aer	نمائش	aer	نمائش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
standard	رائج	standard	رائج	ADJ	ADJ
standard	عام	standard	عام	ADJ	ADJ
solid	اصلی	solid	اصلی	ADJ;INDF;MASC;SG	ADJ
solid	پختہ	solid	پختہ	ADJ;INDF;MASC;SG	ADJ
solid	معتبر	solid	معتبر	ADJ;INDF;MASC;SG	ADJ
solid	ہموار	solid	ہموار	ADJ;INDF;MASC;SG	ADJ
solid	اصلی	solid	اصلی	ADJ;INDF;MASC;SG	ADJ
solid	پختہ	solid	پختہ	ADJ;INDF;MASC;SG	ADJ
solid	معتبر	solid	معتبر	ADJ;INDF;MASC;SG	ADJ
solid	ہموار	solid	ہموار	ADJ;INDF;MASC;SG	ADJ
solid	ٹھوس	solid	ٹھوس	ADJ;INDF;MASC;SG	ADJ
solid	مضبوط	solid	مضبوط	ADJ;INDF;MASC;SG	ADJ
solid	سخت	solid	سخت	ADJ;INDF;MASC;SG	ADJ
sezon	گرمی	sezon	گرمی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
munte	تودہ	munte	تودہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
munte	پربت	munte	پربت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
munte	تودہ	munte	تودہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
munte	پہاڑ	munte	پہاڑ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
descoperă	جاننا	descoperi	جان	V;IND;3;PRS;FIN	V;MASC;SG;NFIN;ACT
spațiu	طباعت	spațiu	طباعت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interne	اندرونی	intern	اندرونی	ADJ;INDF;FEM;PL	ADJ
încearcă	آزمانا.	încerca	آزمانا.	V;IND;3;PRS;FIN	V;PL;FIN;ACT
teren	سمندر	teren	سمندر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	برف	teren	برف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	سکّے	teren	سک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	شعبہ	teren	شعبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	لڑائی	teren	لڑائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
teren	قوم	teren	قوم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	پانی	teren	پانی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	قوم	teren	قوم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	پانی	teren	پانی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
teren	زمین	teren	زمین	N;INDF;MASC;SG	N;NOM;FEM;SG;3
produce	جانچنے	produce	جانچ	V;IND;SG;3;PRS;FIN	V;NFIN
cult	مسلک	cult	مسلک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
control	قدرت	control	قدرت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
control	قابو	control	قابو	N;INDF;MASC;SG	N;NOM;MASC;SG;3
control	پڑتال	control	پڑتال	N;INDF;MASC;SG	N;NOM;MASC;SG;3
control	اختیار	control	اختیار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
control	تصدیق	control	تصدیق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
producător	فلم	producător	فلم	N;INDF;MASC;SG	N;NOM;FEM;SG;3
vecine	پڑوسی	vecin	پڑوسی	ADJ;INDF;FEM;PL	ADJ
vecine	ہمسایہ	vecin	ہمسایہ	ADJ;INDF;FEM;PL	ADJ
material	کپڑا	material	کپڑا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
material	مادّہ	material	مادّہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
material	کپڑا	material	کپڑا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
material	مادّی	material	مادّی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
material	مادّہ	material	مادّہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
natural	ارضی	natural	ارضی	ADJ;INDF;MASC;SG	ADJ
natural	سادہ	natural	سادہ	ADJ;INDF;MASC;SG	ADJ
natural	فطری	natural	فطری	ADJ;INDF;MASC;SG	ADJ
natural	اصلی	natural	اصلی	ADJ;INDF;MASC;SG	ADJ
natural	ارضی	natural	ارضی	ADJ;INDF;MASC;SG	ADJ
natural	سادہ	natural	سادہ	ADJ;INDF;MASC;SG	ADJ
natural	طبعی	natural	طبعی	ADJ;INDF;MASC;SG	ADJ
natural	فطری	natural	فطری	ADJ;INDF;MASC;SG	ADJ
plecat	غرق	pleca	غرق	V;MASC;SG;V.PTCP	V;ACT
serial	رسالہ	serial	رسالہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
name	دینا.	name	دینا.		
răspuns	جواب	răspuns	جواب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
economic	معاشی	economic	معاشی	ADJ;INDF;MASC;SG	ADJ
economic	عملی	economic	عملی	ADJ;INDF;MASC;SG	ADJ
economic	کاروباری	economic	کاروباری	ADJ;INDF;MASC;SG	ADJ
sfârșit	تباہی	sfârșit	تباہی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
