istanboel	stambule	istanboel	stambuł	N;NEUT;SG	N;NOM;MASC;SG
schreven	napisali	schrijven	napisać	V;PL;PST;FIN	V;PFV;MASC;IND;PL;PST;FIN;ACT
aftreden	zrezygnować	aftreden	zrezygnować	V;NFIN	V;PFV;NFIN;ACT
dienstregeling	harmonogram	dienstregeling	harmonogram	N;MASC+FEM;SG	N;NOM;MASC;SG
slapen	śpi	slapen	spać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
slapen	spać	slapen	spać	V;NFIN	V;IPFV;NFIN;ACT
slapen	śpi	slapen	spać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
slapen	spać	slapen	spać	V;NFIN	V;IPFV;NFIN;ACT
angels	anioły	angel	anioła	N;PL	N;NOM;MASC;PL
angels	aniołowie	angel	anioł	N;PL	N;NOM;MASC;PL
angels	aniołki	angel	aniołka	N;PL	N;NOM;MASC;PL
angels	aniołów	angel	anioł	N;PL	N;GEN;MASC;PL
agrarische	rolnej	agrarisch	rolny	ADJ	ADJ;GEN;FEM;SG
onderbroken	przerwano	onderbreken	przerwać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
onderbroken	zawiesił	onderbreken	zawiesić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
beleefde	uprzejmy	beleven	uprzejmy	V;SG;PST;FIN	V;PFV;IMP;SG;2;FIN;ACT
journalisten	dziennikarze	journalist	dziennikarz	N;PL	N;NOM;MASC;PL
journalisten	dziennikarzy	journalist	dziennikarz	N;PL	N;ACC;MASC;PL
journalisten	dziennikarze	journalist	dziennikarz	N;PL	N;NOM;MASC;PL
journalisten	reporterzy	journalist	reporter	N;PL	N;NOM;MASC;PL
journalisten	reporterów	journalist	reporter	N;PL	N;ACC;MASC;PL
lift	winda	lift	winda	N;MASC+FEM;SG	N;NOM;FEM;SG
lift	windą	lift	winda	N;MASC+FEM;SG	N;INS;FEM;SG
graan	zboże	graan	zboże	N;NEUT;SG	N;NOM;NEUT;SG
lezing	wykład	lezing	wykład	N;MASC+FEM;SG	N;NOM;MASC;SG
lezing	czytania	lezing	czytać	N;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
lezing	czytanie	lezing	czytać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
lezing	lektura	lezing	lektura	N;MASC+FEM;SG	N;NOM;FEM;SG
lezing	odczyt	lezing	odczyt	N;MASC+FEM;SG	N;NOM;MASC;SG
waardevolle	cenne	waardevol	cenny	ADJ	ADJ;NOM;NEUT;SG
waardevolle	wartościowy	waardevol	wartościowy	ADJ	ADJ;NOM;MASC;SG
waardevolle	cenna	waardevol	cenna	ADJ	ADJ;NOM;FEM;SG
waardevolle	wartościowe	waardevol	wartościowy	ADJ	ADJ;NOM;NEUT;SG
waardevolle	cenny	waardevol	cenny	ADJ	ADJ;NOM;MASC;SG
male	samiec	maal	samiec	N;MASC+FEM;SG	N;NOM;MASC;SG
male	mężczyzna	maal	mężczyzna	N;MASC+FEM;SG	N;NOM;MASC;SG
kansen	okazje	kans	okazjy	N;PL	N;NOM;FEM;PL
wiel	koło	wiel	koło	N;NEUT;SG	N;NOM;NEUT;SG
wiel	koła	wiel	koło	N;NEUT;SG	N;ACC;NEUT;SG
vieren	świętuje	vieren	świętować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vieren	uczcić	vieren	uczcić	V;NFIN	V;PFV;NFIN;ACT
vieren	świętować	vieren	świętować	V;NFIN	V;IPFV;NFIN;ACT
peloton	pluton	peloton	pluton	N;NEUT;SG	N;NOM;MASC;SG
eeuwige	wieczne	eeuwig	wieczny	ADJ	ADJ;NOM;NEUT;SG
eeuwige	wieczna	eeuwig	wieczna	ADJ	ADJ;NOM;FEM;SG
eeuwige	wieczny	eeuwig	wieczny	ADJ	ADJ;NOM;MASC;SG
eeuwige	wiecznego	eeuwig	wieczny	ADJ	ADJ;ACC;MASC;SG
eeuwige	wieczne	eeuwig	wieczny	ADJ	ADJ;NOM;NEUT;SG
eeuwige	wieczna	eeuwig	wieczna	ADJ	ADJ;NOM;FEM;SG
eeuwige	wieczny	eeuwig	wieczny	ADJ	ADJ;NOM;MASC;SG
moorden	zabójstw	moord	zabójstwo	N;PL	N;GEN;NEUT;PL
logische	logiczne	logisch	logiczny	ADJ	ADJ;NOM;NEUT;SG
logische	logiczny	logisch	logiczny	ADJ	ADJ;NOM;MASC;SG
logische	logiczne	logisch	logiczny	ADJ	ADJ;NOM;NEUT;SG
opties	opcje	optie	opcja	N;PL	N;NOM;MASC;PL
winnende	wygrywa	winnen	wygrywać	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
winnende	wygrywają	winnen	wygrywać	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
engelen	anioły	engel	anioła	N;PL	N;NOM;MASC;PL
engelen	aniołowie	engel	anioł	N;PL	N;NOM;MASC;PL
engelen	aniołki	engel	aniołka	N;PL	N;NOM;MASC;PL
engelen	aniołów	engel	anioł	N;PL	N;GEN;MASC;PL
federer	federer	federer	federer	N;MASC+FEM;SG	N;NOM;MASC;SG
evangelie	ewangelii	evangelie	ewangelia	N;NEUT;SG	N;GEN;FEM;SG
evangelie	ewangelii	evangelie	ewangelia	N;NEUT;SG	N;GEN;FEM;SG
maryland	maryland	maryland	maryland	N;NEUT;SG	N;NOM;MASC;SG
letteren	liter	letteren	liter	N;PL	N;GEN;FEM;PL
letteren	litery	letteren	litera	N;PL	N;ACC;FEM;PL
gene	genu	gene	gen	N;MASC+FEM;SG	N;GEN;MASC;SG
eigenaren	właściciele	eigenaar	właściciel	N;PL	N;NOM;MASC;PL
eigenaren	właścicielami	eigenaar	właściciel	N;PL	N;INS;MASC;PL
eigenaren	właścicieli	eigenaar	właściciel	N;PL	N;ACC;MASC;PL
immigranten	imigrantów	immigrant	imigrant	N;PL	N;GEN;MASC;PL
immigranten	imigranci	immigrant	imigrant	N;PL	N;NOM;MASC;PL
immigranten	imigrantów	immigrant	imigrant	N;PL	N;GEN;MASC;PL
immigranten	imigranci	immigrant	imigrant	N;PL	N;NOM;MASC;PL
beschaving	cywilizacja	beschaving	cywilizacja	N;MASC+FEM;SG	N;NOM;FEM;SG
beschaving	cywilizacji	beschaving	cywilizacja	N;MASC+FEM;SG	N;GEN;FEM;SG
beschaving	cywilizacja	beschaving	cywilizacja	N;MASC+FEM;SG	N;NOM;FEM;SG
beschaving	cywilizacji	beschaving	cywilizacja	N;MASC+FEM;SG	N;GEN;FEM;SG
madame	pani	madame	pani	N;MASC+FEM;SG	N;NOM;FEM;SG
herberg	tawernie	herberg	tawernie	N;MASC+FEM;SG	N;DAT;FEM;SG
toeval	przypadek	toeval	przypadek	N;NEUT;SG	N;NOM;MASC;SG
lood	ołów	lood	ołowa	N;NEUT;SG	N;NOM;MASC;SG
geologische	geologiczna	geologisch	geologiczny	ADJ	ADJ;NOM;FEM;SG
lucky	szczęście	lucky	szczęście	N;MASC+FEM;SG	N;NOM;NEUT;SG
sylvia	sylvia	sylvia	sylvia	N;MASC+FEM;SG	N;NOM;FEM;SG
mes	ostrze	mes	ostrzyć	N;NEUT;SG	N;NOM;NEUT;SG
mes	nóż	mes	nóż	N;NEUT;SG	N;NOM;MASC;SG
parasiet	pasożyt	parasiet	pasożyt	N;MASC+FEM;SG	N;NOM;MASC;SG
planeten	planety	planeet	planet	N;PL	N;NOM;FEM;PL
beperking	ograniczenie	beperking	ograniczenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
beperking	ograniczenie	beperking	ograniczenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
beperking	ograniczanie	beperking	ograniczać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
beperking	ograniczenie	beperking	ograniczenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
artsen	lekarze	arts	lekarz	N;PL	N;NOM;MASC;PL
artsen	lekarzy	arts	lekarz	N;PL	N;ACC;MASC;PL
artsen	lekarze	arts	lekarz	N;PL	N;NOM;MASC;PL
artsen	doktorzy	arts	doktorzyć	N;PL	N;NOM;MASC;PL
artsen	lekarzy	arts	lekarz	N;PL	N;ACC;MASC;PL
seksueel	seksualna	seksueel	seksualny	ADJ	ADJ;NOM;FEM;SG
seksueel	seksualny	seksueel	seksualny	ADJ	ADJ;NOM;MASC;SG
seksueel	seksualne	seksueel	seksualny	ADJ	ADJ;NOM;NEUT;SG
mission	misji	mission	misja	N;MASC+FEM;SG	N;GEN;FEM;SG
mission	misja	mission	misja	N;MASC+FEM;SG	N;NOM;FEM;SG
reliëf	ulga	reliëf	ulga	N;NEUT;SG	N;NOM;FEM;SG
bangkok	bangkoku	bangkok	bangkok	N;NEUT;SG	N;GEN;MASC;SG
mongoolse	mongolski	mongools	mongolski	ADJ	ADJ;NOM;MASC;SG
consequent	spójna	consequent	spójny	ADJ	ADJ;NOM;FEM;SG
consequent	spójne	consequent	spójny	ADJ	ADJ;NOM;NEUT;SG
musculus	musculus	musculus	musculus	N;MASC+FEM;SG	N;NOM;MASC;SG
doelstelling	bramka	doelstelling	bramka	N;MASC+FEM;SG	N;NOM;FEM;SG
doelstelling	gol	doelstelling	gol	N;MASC+FEM;SG	N;NOM;MASC;SG
doelstelling	cel	doelstelling	cel	N;MASC+FEM;SG	N;NOM;MASC;SG
doelstelling	cel	doelstelling	cel	N;MASC+FEM;SG	N;NOM;MASC;SG
borussia	borussia	borussia	borussia	N;MASC+FEM;SG	N;NOM;MASC;SG
kunstmatige	sztuczna	kunstmatig	sztuczny	ADJ	ADJ;NOM;FEM;SG
kunstmatige	sztuczny	kunstmatig	sztuczny	ADJ	ADJ;NOM;MASC;SG
kunstmatige	sztuczne	kunstmatig	sztuczny	ADJ	ADJ;NOM;NEUT;SG
voortzetting	odroczenie	voortzetting	odroczyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
voortzetting	kontynuacja	voortzetting	kontynuacja	N;MASC+FEM;SG	N;NOM;FEM;SG
voortzetting	kontynuacji	voortzetting	kontynuacja	N;MASC+FEM;SG	N;GEN;FEM;SG
uitzonderlijk	nadzwyczajne	uitzonderlijk	nadzwyczajny	ADJ	ADJ;NOM;NEUT;SG
uitzonderlijk	niezwykła	uitzonderlijk	niezwykły	ADJ	ADJ;NOM;FEM;SG
uitzonderlijk	nadzwyczajny	uitzonderlijk	nadzwyczajny	ADJ	ADJ;NOM;MASC;SG
uitzonderlijk	niezwykłe	uitzonderlijk	niezwykłe	ADJ	ADJ;NOM;NEUT;SG
uitzonderlijk	wyjątkowych	uitzonderlijk	wyjątkowy	ADJ	ADJ;GEN;MASC;PL
uitzonderlijk	wyjątkowe	uitzonderlijk	wyjątkowy	ADJ	ADJ;NOM;NEUT;SG
uitzonderlijk	wyjątkowa	uitzonderlijk	wyjątkowy	ADJ	ADJ;NOM;FEM;SG
uitzonderlijk	wyjątkowy	uitzonderlijk	wyjątkowy	ADJ	ADJ;NOM;MASC;SG
schuin	skośnym	schuin	skośny	ADJ	ADJ;INS;MASC;SG
schuin	skośne	schuin	skośny	ADJ	ADJ;NOM;NEUT;SG
uitgevonden	wymyślił	uitvinden	wymyślić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
uitgevonden	wynalazł	uitvinden	wynaleźć	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
stukjes	kawałki	stuk	kawałek	N;PL	N;NOM;MASC;PL
stukjes	kawałki	stuk	kawałek	N;PL	N;NOM;MASC;PL
hunt	polowanie	hunt	polować	N;MASC+FEM;SG	N;NOM;NEUT;SG
moleculen	cząsteczki	molecul	cząsteczka	N;PL	N;NOM;FEM;PL
moleculen	molekuły	molecul	molekuć	N;PL	N;NOM;MASC;PL
richter	richter	richter	richter	N;MASC+FEM;SG	N;NOM;MASC;SG
transfer	przenoszenie	transfer	przenosić	N;MASC+FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
transfer	transfer	transfer	transfer	N;MASC+FEM;SG	N;NOM;MASC;SG
transfer	przeniesienie	transfer	przeniesienie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
transfer	przelew	transfer	przelew	N;MASC+FEM;SG	N;ACC;MASC;SG
transfer	przekazanie	transfer	przekazać	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
transfer	transferu	transfer	transfer	N;MASC+FEM;SG	N;GEN;MASC;SG
paragraaf	akapitu	paragraaf	akapit	N;MASC+FEM;SG	N;GEN;MASC;SG
paragraaf	ustęp	paragraaf	ustęp	N;MASC+FEM;SG	N;NOM;MASC;SG
paragraaf	paragraf	paragraaf	paragraf	N;MASC+FEM;SG	N;NOM;MASC;SG
paragraaf	akapit	paragraaf	akapit	N;MASC+FEM;SG	N;NOM;MASC;SG
geslaagd	zdał	slagen	zdać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
geslaagd	przeszedł	slagen	przejść	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
geslaagd	minęło	slagen	minąć	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
periodes	okresy	periode	okres	N;PL	N;NOM;MASC;PL
periodes	okresów	periode	okres	N;PL	N;GEN;MASC;PL
zak	torebka	zak	torebka	N;MASC+FEM;SG	N;NOM;FEM;SG
zak	worek	zak	worek	N;MASC+FEM;SG	N;NOM;MASC;SG
zak	torba	zak	torba	N;MASC+FEM;SG	N;NOM;FEM;SG
zak	torbę	zak	torba	N;MASC+FEM;SG	N;ACC;FEM;SG
zak	worek	zak	worek	N;MASC+FEM;SG	N;NOM;MASC;SG
hypothese	hipoteza	hypothese	hipoteza	N;MASC+FEM;SG	N;NOM;FEM;SG
tegenhanger	odpowiednik	tegenhanger	odpowiednik	N;MASC+FEM;SG	N;NOM;MASC;SG
grey	siwy	grey	siwa	N;MASC+FEM;SG	N;NOM;MASC;SG
lichamelijke	fizyczne	lichamelijk	fizyczny	ADJ	ADJ;NOM;NEUT;SG
lichamelijke	fizyczna	lichamelijk	fizyczny	ADJ	ADJ;NOM;FEM;SG
lichamelijke	fizyczny	lichamelijk	fizyczny	ADJ	ADJ;NOM;MASC;SG
ringen	obrączki	ring	obrączka	N;PL	N;NOM;FEM;PL
akoestische	akustyczne	akoestisch	akustyczny	ADJ	ADJ;NOM;NEUT;SG
kam	grzebień	kam	grzebienie	N;MASC+FEM;SG	N;NOM;MASC;SG
raven	kruki	raaf	kruk	N;PL	N;NOM;MASC;PL
reageerde	zareagował	reageren	zareagować	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
reageerde	zareagowała	reageren	zareagować	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
reageerde	odpowiedział	reageren	odpowiedzieć	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
reageerde	odpowiedziało	reageren	odpowiedzieć	V;SG;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
raketten	pociski	raket	pocisk	N;PL	N;NOM;MASC;PL
raketten	rakiety	raket	rakieta	N;PL	N;ACC;FEM;PL
raketten	rakiety	raket	rakieta	N;PL	N;ACC;FEM;PL
interviews	wywiady	interview	wywiad	N;PL	N;NOM;MASC;PL
brouwerijen	browarów	brouwerij	browar	N;PL	N;GEN;MASC;PL
weekdieren	mięczaków	weekdier	mięczak	N;PL	N;GEN;MASC;PL
weekdieren	mięczaki	weekdier	mięczak	N;PL	N;NOM;MASC;PL
base	baza	base	baza	N;MASC+FEM;SG	N;NOM;FEM;SG
base	podstawa	base	podstawa	N;MASC+FEM;SG	N;NOM;FEM;SG
base	bazy	base	baza	N;MASC+FEM;SG	N;GEN;FEM;SG
moeilijkheden	trudności	moeilijkheid	trudność	N;PL	N;ACC;FEM;PL
moeilijkheden	kłopoty	moeilijkheid	kłopot	N;PL	N;ACC;MASC;PL
moeilijkheden	problemy	moeilijkheid	problem	N;PL	N;NOM;MASC;PL
moeilijkheden	trudności	moeilijkheid	trudność	N;PL	N;ACC;FEM;PL
verhoudingen	współczynniki	verhouding	współczynnik	N;PL	N;NOM;MASC;PL
parade	parada	parade	parada	N;MASC+FEM;SG	N;NOM;FEM;SG
parade	paradę	parade	parada	N;MASC+FEM;SG	N;ACC;FEM;SG
parade	pochód	parade	pochód	N;MASC+FEM;SG	N;NOM;MASC;SG
ondersteunt	obsługuje	ondersteunen	obsługiwać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ondersteunt	wspiera	ondersteunen	wspierać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ondersteunt	popiera	ondersteunen	popierać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ouverture	uwertura	ouverture	uwertura	N;MASC+FEM;SG	N;NOM;FEM;SG
wisselen	zamiana	wisselen	zamiana	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
newcastle	newcastle	newcastle	newcastla	N;MASC+FEM;SG	N;NOM;NEUT;SG
missies	misje	missie	misja	N;PL	N;NOM;FEM;PL
heks	czarownica	heks	czarownica	N;MASC+FEM;SG	N;NOM;FEM;SG
heks	wiedźma	heks	wiedźma	N;MASC+FEM;SG	N;NOM;FEM;SG
regelmatige	zwykły	regelmatig	zwykły	ADJ	ADJ;NOM;MASC;SG
regelmatige	regularne	regelmatig	regularny	ADJ	ADJ;NOM;NEUT;SG
regelmatige	regularny	regelmatig	regularny	ADJ	ADJ;NOM;MASC;SG
specialisatie	specjalizacja	specialisatie	specjalizacja	N;MASC+FEM;SG	N;NOM;FEM;SG
specialisatie	specjalizacji	specialisatie	specjalizacja	N;MASC+FEM;SG	N;GEN;FEM;SG
onderzoeker	naukowiec	onderzoeker	naukowiec	N;MASC+FEM;SG	N;NOM;MASC;SG
onderzoeker	badacz	onderzoeker	badaczyć	N;MASC+FEM;SG	N;NOM;MASC;SG
aaron	aarona	aaron	aarona	N;MASC+FEM;SG	N;ACC;MASC;SG
inspanningen	starania	inspanning	starać	N;PL	N;NOM;NEUT;PL
inspanningen	wysiłki	inspanning	wysiłek	N;PL	N;NOM;MASC;PL
sex	płeć	sex	płeć	N;MASC+FEM;SG	N;NOM;FEM;SG
sex	seksu	sex	seks	N;MASC+FEM;SG	N;GEN;MASC;SG
sex	seks	sex	seks	N;MASC+FEM;SG	N;NOM;MASC;SG
genetische	genetyczna	genetisch	genetyczny	ADJ	ADJ;NOM;FEM;SG
genetische	genetyczny	genetisch	genetyczny	ADJ	ADJ;NOM;MASC;SG
genetische	genetyczne	genetisch	genetyczny	ADJ	ADJ;NOM;NEUT;SG
luther	luther	luther	luther	N;MASC+FEM;SG	N;NOM;MASC;SG
kroatisch	chorwacki	kroatisch	chorwacki	ADJ	ADJ;NOM;MASC;SG
sessie	sesja	sessie	sesja	N;MASC+FEM;SG	N;NOM;FEM;SG
sessie	sesję	sessie	sesja	N;MASC+FEM;SG	N;ACC;FEM;SG
sessie	sesji	sessie	sesja	N;MASC+FEM;SG	N;GEN;FEM;SG
rijder	motocyklista	rijder	motocyklista	N;MASC+FEM;SG	N;NOM;MASC;SG
rijder	jeździec	rijder	jeździec	N;MASC+FEM;SG	N;NOM;MASC;SG
persoonlijkheid	osobowość	persoonlijkheid	osobowość	N;MASC+FEM;SG	N;NOM;FEM;SG
persoonlijkheid	osobowości	persoonlijkheid	osobowość	N;MASC+FEM;SG	N;GEN;FEM;SG
overdreven	przesadzone	overdreven	przesadzić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
overdreven	nadmierna	overdreven	nadmierny	ADJ	ADJ;NOM;FEM;SG
overdreven	nadmiernego	overdreven	nadmierny	ADJ	ADJ;ACC;MASC;SG
proef	smak	proef	smak	N;MASC+FEM;SG	N;NOM;MASC;SG
proef	gust	proef	gust	N;MASC+FEM;SG	N;NOM;MASC;SG
proef	smaku	proef	smak	N;MASC+FEM;SG	N;GEN;MASC;SG
proef	proces	proef	proces	N;MASC+FEM;SG	N;NOM;MASC;SG
proef	próba	proef	próba	N;MASC+FEM;SG	N;NOM;FEM;SG
proef	rozprawa	proef	rozprawa	N;MASC+FEM;SG	N;NOM;FEM;SG
tabellen	stoły	tabel	stoły	N;PL	N;NOM;MASC;PL
ridderschap	rycerstwa	ridderschap	rycerstwo	N;MASC+FEM;SG	N;GEN;NEUT;SG
dawn	świt	dawn	świt	N;MASC+FEM;SG	N;NOM;MASC;SG
geliefd	kochany	geliefd	kochany	ADJ	ADJ;NOM;MASC;SG
geliefd	ukochana	geliefd	ukochać	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
geliefd	ukochany	geliefd	ukochany	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geliefd	kochany	geliefd	kochany	ADJ	ADJ;NOM;MASC;SG
thriller	thriller	thriller	thriller	N;MASC+FEM;SG	N;NOM;MASC;SG
confrontatie	konfrontacji	confrontatie	konfrontacja	N;MASC+FEM;SG	N;GEN;FEM;SG
invallen	naloty	invallen	nalót	N;PL	N;NOM;MASC;PL
voorgangers	kapłani	voorganger	kapłan	N;PL	N;NOM;MASC;PL
voorgangers	poprzedników	voorganger	poprzednik	N;PL	N;ACC;MASC;PL
keltische	celtyckie	keltisch	celtycki	ADJ	ADJ;NOM;NEUT;SG
intern	wewnętrzny	intern	wewnętrzny	ADJ	ADJ;NOM;MASC;SG
intern	wewnętrznego	intern	wewnętrzny	ADJ	ADJ;ACC;MASC;SG
intern	wewnętrzne	intern	wewnętrzny	ADJ	ADJ;NOM;NEUT;SG
intern	wewnętrzna	intern	wewnętrzny	ADJ	ADJ;NOM;FEM;SG
dader	przestępca	dader	przestępca	N;MASC+FEM;SG	N;NOM;MASC;SG
dader	sprawca	dader	sprawca	N;MASC+FEM;SG	N;NOM;MASC;SG
dader	przestępca	dader	przestępca	N;MASC+FEM;SG	N;NOM;MASC;SG
dader	sprawca	dader	sprawca	N;MASC+FEM;SG	N;NOM;MASC;SG
jupiter	jowisza	jupiter	jowiszo	N;MASC+FEM;SG	N;ACC;MASC;SG
hellingen	zboczach	helling	zboczyć	N;PL	N;GEN;MASC;PL
bulgaarse	bułgarski	bulgaars	bułgarski	ADJ	ADJ;NOM;MASC;SG
zangers	śpiewaków	zanger	śpiewak	N;PL	N;ACC;MASC;PL
notering	cytat	notering	cytat	N;MASC+FEM;SG	N;NOM;MASC;SG
notering	notowania	notering	notować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hoofdletters	stolice	hoofdletter	stolica	N;PL	N;NOM;FEM;PL
batman	batmana	batman	batman	N;MASC+FEM;SG	N;ACC;MASC;SG
verschijnselen	zjawiska	verschijnselen	zjawisko	N;PL	N;NOM;NEUT;PL
verschijnselen	zjawisk	verschijnselen	zjawisko	N;PL	N;GEN;NEUT;PL
onderdak	schronienie	onderdak	schronienie	N;NEUT;SG	N;NOM;NEUT;SG
onderdak	schronienia	onderdak	schronienie	N;NEUT;SG	N;GEN;NEUT;SG
onderdak	schron	onderdak	schron	N;NEUT;SG	N;NOM;MASC;SG
bondgenoten	sojuszników	bondgenoot	sojusznik	N;PL	N;ACC;MASC;PL
bondgenoten	sojusznikami	bondgenoot	sojusznik	N;PL	N;INS;MASC;PL
lancering	uruchomienie	lancering	uruchomienie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
lancering	uruchomienie	lancering	uruchomienie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
lancering	startu	lancering	stary	N;MASC+FEM;SG	N;GEN;MASC;SG
combineren	połączyć	combineren	połączyć	V;NFIN	V;PFV;NFIN;ACT
acts	aktów	acts	aktów	N;PL	N;GEN;MASC;PL
acts	akty	acts	akt	N;PL	N;NOM;MASC;PL
bevestigde	potwierdzono	bevestigen	potwierdzić	V;SG;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
schoon	czysty	schoon	czysty	ADJ	ADJ;NOM;MASC;SG
schoon	czyste	schoon	czysty	ADJ	ADJ;NOM;NEUT;SG
wettelijk	prawny	wettelijk	prawny	ADJ	ADJ;NOM;MASC;SG
wettelijk	prawne	wettelijk	prawny	ADJ	ADJ;NOM;NEUT;SG
wettelijk	legalne	wettelijk	legalny	ADJ	ADJ;NOM;NEUT;SG
stelen	kraść	stelen	kraść	V;NFIN	V;IPFV;NFIN;ACT
stelen	kradną	stelen	kraśny	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
stelen	ukraść	stelen	ukraść	V;NFIN	V;PFV;NFIN;ACT
kabel	kabel	kabel	kabel	N;MASC+FEM;SG	N;ACC;MASC;SG
boos	szalony	boos	szalony	ADJ	ADJ;NOM;MASC;SG
zuivere	czysty	zuiver	czysty	ADJ	ADJ;NOM;MASC;SG
zuivere	czyste	zuiver	czysty	ADJ	ADJ;NOM;NEUT;SG
montgomery	montgomery	montgomery	montgomer	N;MASC+FEM;SG	N;ACC;MASC;SG
filter	filtr	filter	filtr	N;NEUT;SG	N;NOM;MASC;SG
vernieuwing	przedłużenie	vernieuwing	przedłużyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vernieuwing	odnowienie	vernieuwing	odnowienie	N;MASC+FEM;SG	N;NOM;NEUT;SG
vernieuwing	innowacyjność	vernieuwing	innowacyjność	N;MASC+FEM;SG	N;NOM;FEM;SG
vernieuwing	innowacja	vernieuwing	innowacja	N;MASC+FEM;SG	N;NOM;FEM;SG
vernieuwing	innowacji	vernieuwing	innowacja	N;MASC+FEM;SG	N;GEN;FEM;SG
schoonheid	piękność	schoonheid	piękność	N;MASC+FEM;SG	N;NOM;FEM;SG
jonger	młodsza	jonger	młody	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
jonger	młodsi	jonger	młody	ADJ;CMPR	ADJ;NOM;CMPR;MASC;PL
jonger	młodszy	jonger	młody	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
jonger	młodsze	jonger	młody	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
overstromingen	powodzie	overstroming	powód	N;PL	N;NOM;MASC;PL
overstromingen	powodzie	overstroming	powód	N;PL	N;NOM;MASC;PL
presenteert	przedstawia	presenteren	przedstawiać	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
presenteert	prezentuje	presenteren	prezentować	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
equivalent	równowartość	equivalent	równowartość	N;NEUT;SG	N;ACC;FEM;SG
equivalent	odpowiednik	equivalent	odpowiednik	N;NEUT;SG	N;NOM;MASC;SG
equivalent	ekwiwalent	equivalent	ekwiwalent	N;NEUT;SG	N;NOM;MASC;SG
trofee	trofeum	trofee	trofeum	N;MASC+FEM;SG	N;ACC;MASC;SG
presenteren	prezentujemy	presenteren	prezentować	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
reptielen	gady	reptiel	gada	N;PL	N;NOM;MASC;PL
reptielen	gady	reptiel	gada	N;PL	N;NOM;MASC;PL
darts	rzutki	darts	rzutek	N;MASC+FEM;SG	N;ACC;FEM;SG
voel	czuję	voelen	czuć	V;SG;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
voel	czuć	voelen	czuć	V;SG;PRS;FIN	V;IPFV;NFIN;ACT
sponsor	sponsorem	sponsor	sponsor	N;MASC+FEM;SG	N;INS;MASC;SG
sponsor	sponsor	sponsor	sponsor	N;MASC+FEM;SG	N;NOM;MASC;SG
