überlegungen	pensées	überlegungen	penser	V;NFIN	V;FEM;PL;PST;V.PTCP
übersehen	manqué	übersehen	manquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
übersehen	manquée	übersehen	manquer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
übersehen	raté	übersehen	rater	V;V.PTCP	V;MASC;SG;PST;V.PTCP
übersehen	manqués	übersehen	manquer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
massiven	massifs	massiv	massif	ADJ;PL	ADJ;MASC;PL
massiven	massives	massiv	massif	ADJ;PL	ADJ;FEM;PL
gleichung	équation	gleichung	équation	N;SG	N;FEM;SG
erlaubte	autorisé	erlauben	autoriser	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
vergeblich	vain	vergeblich	vain	ADJ	ADJ;MASC;SG
vergeblich	vains	vergeblich	vain	ADJ	ADJ;MASC;PL
vergeblich	vaine	vergeblich	vain	ADJ	ADJ;FEM;SG
vergeblich	vaniteux	vergeblich	vaniteux	ADJ	ADJ;MASC;SG
vergeblich	vaine	vergeblich	vain	ADJ	ADJ;FEM;SG
vergeblich	futile	vergeblich	futile	ADJ	ADJ;MASC;SG
vergeblich	futiles	vergeblich	futile	ADJ	ADJ;MASC;PL
mögen	aimer	mögen	aimer	V;FIN	V;NFIN
mögen	aime	mögen	aimer	V;FIN	V;IND;SG;3;PRS;FIN
mögen	aiment	mögen	aimer	V;FIN	V;IND;PL;3;PRS;FIN
mögen	aimez	mögen	aimer	V;FIN	V;IMP;PL;2;PRS;FIN
mögen	aime	mögen	aimer	V;FIN	V;IND;SG;3;PRS;FIN
behauptete	réclamé	behaupten	réclamer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
behauptete	prétendu	behaupten	prétendre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
behauptete	revendiqué	behaupten	revendiquer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
behauptete	affirmée	behaupten	affirmer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
behauptete	affirmé	behaupten	affirmer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
behauptete	prétendue	behaupten	prétendu	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
behauptete	présumé	behaupten	présumer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
behauptete	présumée	behaupten	présumer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
behauptete	prétendu	behaupten	prétendre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verfolgen	suivi	verfolgen	suivre	V;NFIN	V;MASC;SG;PST;V.PTCP
verfolgen	hanter	verfolgen	hanter	V;NFIN	V;NFIN
verfolgen	hante	verfolgen	hant	V;NFIN	V;IND;SG;3;PRS;FIN
verfolgen	hantent	verfolgen	hanter	V;NFIN	V;IND;PL;3;PRS;FIN
direkter	directe	direkt	direct	ADJ	ADJ;FEM;SG
direkter	direct	direkt	direct	ADJ	ADJ;MASC;SG
direkter	directs	direkt	direct	ADJ	ADJ;MASC;PL
anzeigen	afficher	anzeigen	afficher	V;NFIN	V;NFIN
anzeigen	afficher	anzeigen	afficher	V;NFIN	V;NFIN
anzeigen	vue	anzeigen	voir	V;NFIN	V;FEM;SG;PST;V.PTCP
anzeigen	voir	anzeigen	voir	V;NFIN	V;NFIN
anzeigen	visualiser	anzeigen	visualiser	V;NFIN	V;NFIN
anzeigen	afficher	anzeigen	afficher	V;NFIN	V;NFIN
anzeigen	montre	anzeigen	montrer	V;NFIN	V;IND;SG;3;PRS;FIN
anzeigen	montrer	anzeigen	montrer	V;NFIN	V;NFIN
blättern	défiler	blättern	défiler	V;NFIN	V;NFIN
angetrieben	conduit	antreiben	conduire	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angetrieben	alimenté	antreiben	alimenter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angetrieben	motorisé	antreiben	motoriser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angetrieben	propulsé	antreiben	propulser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
wiederholen	répétés	wiederholen	répéter	V;NFIN	V;MASC;PL;PST;V.PTCP
wiederholen	répétée	wiederholen	répéter	V;NFIN	V;FEM;SG;PST;V.PTCP
wiederholen	répété	wiederholen	répéter	V;NFIN	V;MASC;SG;PST;V.PTCP
wiederholen	répétées	wiederholen	répéter	V;NFIN	V;FEM;PL;PST;V.PTCP
wiederholen	répéter	wiederholen	répéter	V;NFIN	V;NFIN
wiederholen	répète	wiederholen	répéter	V;NFIN	V;IND;SG;3;PRS;FIN
wiederholen	répétez	wiederholen	répéter	V;NFIN	V;IMP;PL;2;PRS;FIN
wiederholen	rétablir	wiederholen	rétablir	V;NFIN	V;NFIN
wiederholen	refaire	wiederholen	refaire	V;NFIN	V;NFIN
wiederholen	refait	wiederholen	refaire	V;NFIN	V;MASC;SG;PST;V.PTCP
wiederholen	rejouer	wiederholen	rejouer	V;NFIN	V;NFIN
wohnt	réside	wohnen	résider	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
wachsenden	grandir	wachsend	grandir	V;PL;FIN	V;NFIN
wachsenden	grandissant	wachsend	grandir	V;PL;FIN	V;PRS;V.PTCP
dominiert	domine	dominieren	dominer	V;V.PTCP	V;IND;SG;3;PRS;FIN
dominiert	dominée	dominieren	dominer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
dominiert	dominés	dominieren	dominer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
dominiert	dominé	dominieren	dominer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
dominiert	dominées	dominieren	dominer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
dominiert	domine	dominieren	dominer	V;V.PTCP	V;IND;SG;3;PRS;FIN
dominiert	dominent	dominieren	dominer	V;V.PTCP	V;IND;PL;3;PRS;FIN
dominiert	dominer	dominieren	dominer	V;V.PTCP	V;NFIN
dominiert	dominant	dominieren	dominer	V;V.PTCP	V;PRS;V.PTCP
dominiert	dominer	dominieren	dominer	V;V.PTCP	V;NFIN
geschafft	gérée	schaffen	gérer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geschafft	gérés	schaffen	gérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geschafft	géré	schaffen	gérer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geschafft	accompli	schaffen	accomplir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geschafft	accomplis	schaffen	accomplir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geschafft	accomplie	schaffen	accomplir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geschafft	fait	schaffen	faire	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geschafft	fabriqués	schaffen	fabriquer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geschafft	faite	schaffen	faire	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geschafft	fabriqué	schaffen	fabriquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geschafft	fait	schaffen	faire	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geschafft	faite	schaffen	faire	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geschafft	réussi	schaffen	réussir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
jubiläum	anniversaire	jubiläum	anniversaire	N;NOM;NEUT;SG	N;MASC;SG
verfolgte	retracé	verfolgen	retracer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verfolgte	hantée	verfolgen	hanter	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
verfolgte	hanté	verfolgen	hanter	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verfolgte	persécuté	verfolgen	persécuter	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
angewandt	appliquée	anwenden	appliquer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
angewandt	appliqués	anwenden	appliquer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
angewandt	appliqué	anwenden	appliquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
zehnten	dixième	zehnt	dixième	ADJ	ADJ;MASC;SG
eingeleitet	initiée	einleiten	initier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
eingeleitet	initiées	einleiten	initier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
eingeleitet	initiés	einleiten	initié	V;V.PTCP	V;MASC;PL;PST;V.PTCP
eingeleitet	initié	einleiten	initier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
eingeleitet	institué	einleiten	instituer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
eingeleitet	instauré	einleiten	instaurer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
produkten	produits	produkt	produire	V;IND;PL;3;FIN	V;MASC;PL;PST;V.PTCP
indirekt	indirectes	indirekt	indirect	ADJ	ADJ;FEM;PL
indirekt	indirecte	indirekt	indirect	ADJ	ADJ;FEM;SG
indirekt	indirects	indirekt	indirect	ADJ	ADJ;MASC;PL
indirekt	indirect	indirekt	indirect	ADJ	ADJ;MASC;SG
bestätigung	confirmation	Bestätigung	confirmation	N;NOM;FEM;SG	N;FEM;SG
bestätigung	reconnaissance	Bestätigung	reconnaissance	N;NOM;FEM;SG	N;FEM;SG
bestätigung	confirmation	Bestätigung	confirmation	N;NOM;FEM;SG	N;FEM;SG
bestätigung	validation	Bestätigung	validation	N;NOM;FEM;SG	N;FEM;SG
wiederherstellen	restaurer	wiederherstellen	restaurer	V;NFIN	V;NFIN
wiederherstellen	restaure	wiederherstellen	restaurer	V;NFIN	V;IND;SG;3;PRS;FIN
wiederherstellen	rétablir	wiederherstellen	rétablir	V;NFIN	V;NFIN
wiederherstellen	récupèrent	wiederherstellen	récuper	V;NFIN	V;IND;PL;3;PRS;FIN
wiederherstellen	récupérer	wiederherstellen	récupérer	V;NFIN	V;NFIN
wiederherstellen	rétablir	wiederherstellen	rétablir	V;NFIN	V;NFIN
wiederherstellen	refaire	wiederherstellen	refaire	V;NFIN	V;NFIN
wiederherstellen	refait	wiederherstellen	refaire	V;NFIN	V;MASC;SG;PST;V.PTCP
wiederherstellen	restaurer	wiederherstellen	restaurer	V;NFIN	V;NFIN
beseitigt	résolus	beseitigen	résoudre	V;V.PTCP	V;MASC;PL;PST;V.PTCP
beseitigt	résolu	beseitigen	résoudre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beseitigt	résolue	beseitigen	résoudre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beseitigt	éliminée	beseitigen	éliminer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beseitigt	éliminés	beseitigen	éliminer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
beseitigt	éliminées	beseitigen	éliminer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
beseitigt	éliminé	beseitigen	éliminer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beseitigt	abolis	beseitigen	aboli	V;V.PTCP	V;MASC;PL;PST;V.PTCP
beseitigt	abolie	beseitigen	abolie	V;V.PTCP	V;FEM;SG;PST;V.PTCP
beseitigt	aboli	beseitigen	abolir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beseitigt	éliminés	beseitigen	éliminer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
beseitigt	disposé	beseitigen	disposer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beseitigt	éliminé	beseitigen	éliminer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
aufschwung	renouveau	aufschwang	renouveau	N	N;MASC;SG
verteidigte	défendu	verteidigen	défendre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verteidigte	défendue	verteidigen	défendre	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
empfehlung	suggestion	empfehlung	suggestion	N;NOM;FEM;SG	N;FEM;SG
empfehlung	recommandation	empfehlung	recommandation	N;NOM;FEM;SG	N;FEM;SG
bedrohung	menace	bedrohung	menace	N;FEM;SG	N;FEM;SG
bedrohung	malice	bedrohung	malice	N;FEM;SG	N;FEM;SG
bedrohung	menace	bedrohung	menace	N;FEM;SG	N;FEM;SG
bedrohung	menace	bedrohung	menace	N;FEM;SG	N;FEM;SG
einweihung	dédicace	einweihung	dédicace	N	N;FEM;SG
einweihung	dévouement	einweihung	dévouement	N	N;MASC;SG
einweihung	investiture	einweihung	investiture	N	N;FEM;SG
einweihung	inauguration	einweihung	inauguration	N	N;FEM;SG
einweihung	consécration	einweihung	consécration	N	N;FEM;SG
landung	touchdown	landung	touchdown	N;NOM;FEM;SG	N;MASC;SG
landung	atterrissage	landung	atterrissage	N;NOM;FEM;SG	N;MASC;SG
landung	débarquement	landung	débarquement	N;NOM;FEM;SG	N;MASC;SG
saniert	réhabilité	sanieren	réhabiliter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
sozialer	sociale	sozial	social	ADJ	ADJ;FEM;SG
sozialer	sociaux	sozial	social	ADJ	ADJ;MASC;PL
sozialer	social	sozial	social	ADJ	ADJ;MASC;SG
statistischen	statistique	statistisch	statistique	ADJ;NOM	ADJ;MASC;SG
fein	fine	fein	fin	ADJ	ADJ;FEM;SG
besiegt	vaincu	besiegen	vaincre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
besiegt	conquis	besiegen	conquérir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
besiegt	conquise	besiegen	conquérir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
besiegt	vaincu	besiegen	vaincre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
besiegt	battues	besiegen	battre	V;V.PTCP	V;FEM;PL;PST;V.PTCP
besiegt	battue	besiegen	battre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
besiegt	battu	besiegen	battre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
besiegt	battus	besiegen	battre	V;V.PTCP	V;MASC;PL;PST;V.PTCP
besiegt	vaincu	besiegen	vaincre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
besiegt	vaincus	besiegen	vaincre	V;V.PTCP	V;MASC;PL;PST;V.PTCP
besiegt	vaincu	besiegen	vaincre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
besiegt	battu	besiegen	battre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
besiegt	vaincus	besiegen	vaincre	V;V.PTCP	V;MASC;PL;PST;V.PTCP
besiegt	vaincue	besiegen	vaincre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
bindung	reliure	bindung	reliure	N;NOM;FEM;SG	N;FEM;SG
bindung	collage	bindung	collage	N;NOM;FEM;SG	N;MASC;SG
bindung	cautionnement	bindung	cautionnement	N;NOM;FEM;SG	N;MASC;SG
bindung	cautionnement	bindung	cautionnement	N;NOM;FEM;SG	N;MASC;SG
bindung	caution	bindung	caution	N;NOM;FEM;SG	N;FEM;SG
bindung	bond	bindung	bond	N;NOM;FEM;SG	N;MASC;SG
entwürfe	esquisses	entwürfen	esquisse	N;NOM;MASC;PL	N;FEM;PL
entwürfe	dessins	entwürfen	dessin	N;NOM;MASC;PL	N;MASC;PL
entwürfe	brouillons	entwürfen	brouillon	N;NOM;MASC;PL	N;MASC;PL
schwimmen	nager	schwimmen	nager	V;NFIN	V;NFIN
schwimmen	nager	schwimmen	nager	V;NFIN	V;NFIN
protest	protestation	protest	protestation	N	N;FEM;SG
protest	protestations	protest	protestation	N	N;FEM;PL
protest	contestation	protest	contestation	N	N;FEM;SG
protest	manifestation	protest	manifestation	N	N;FEM;SG
protest	protestations	protest	protestation	N	N;FEM;PL
organisierten	organisés	organisieren	organiser	V;IND;PL;3;PST;FIN	V;MASC;PL;PST;V.PTCP
organisierten	organisées	organisieren	organiser	V;IND;PL;3;PST;FIN	V;FEM;PL;PST;V.PTCP
organisierten	organisés	organisieren	organiser	V;IND;PL;3;PST;FIN	V;MASC;PL;PST;V.PTCP
organisierten	organisées	organisieren	organiser	V;IND;PL;3;PST;FIN	V;FEM;PL;PST;V.PTCP
färbung	coloration	färbung	coloration	N;NOM;FEM;SG	N;FEM;SG
färbung	coloriage	färbung	coloriage	N;NOM;FEM;SG	N;MASC;SG
färbung	colorant	färbung	colorant	N;NOM;FEM;SG	N;MASC;SG
färbung	coloration	färbung	coloration	N;NOM;FEM;SG	N;FEM;SG
färbung	coloriage	färbung	coloriage	N;NOM;FEM;SG	N;MASC;SG
färbung	coloration	färbung	coloration	N;NOM;FEM;SG	N;FEM;SG
ausstrahlung	diffusion	ausstrahlung	diffusion	N;NOM;FEM;SG	N;FEM;SG
ausstrahlung	radiodiffusion	ausstrahlung	radiodiffusion	N;NOM;FEM;SG	N;FEM;SG
ausstrahlung	charisme	ausstrahlung	charisme	N;NOM;FEM;SG	N;MASC;SG
ausstrahlung	radiodiffusion	ausstrahlung	radiodiffusion	N;NOM;FEM;SG	N;FEM;SG
ausstrahlung	diffusion	ausstrahlung	diffusion	N;NOM;FEM;SG	N;FEM;SG
indischer	indienne	indisch	indien	ADJ	ADJ;FEM;SG
indischer	indiens	indisch	indien	ADJ	ADJ;MASC;PL
indischer	indiennes	indisch	indien	ADJ	ADJ;FEM;PL
indischer	indien	indisch	indien	ADJ	ADJ;MASC;SG
genehmigt	autorisée	hehmigen	autoriser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genehmigt	autorisé	hehmigen	autoriser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genehmigt	autorisés	hehmigen	autoriser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genehmigt	agréé	hehmigen	agrée	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genehmigt	autorisées	hehmigen	autoriser	V;V.PTCP	V;FEM;PL;PST;V.PTCP
genehmigt	approuve	hehmigen	approuver	V;V.PTCP	V;IND;SG;3;PRS;FIN
genehmigt	approuvent	hehmigen	approuver	V;V.PTCP	V;IND;PL;3;PRS;FIN
genehmigt	approuver	hehmigen	approuver	V;V.PTCP	V;NFIN
genehmigt	approuvé	hehmigen	approuver	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genehmigt	approuvée	hehmigen	approuver	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genehmigt	approuvés	hehmigen	approuver	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genehmigt	agréée	hehmigen	agréée	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genehmigt	approuvées	hehmigen	approuver	V;V.PTCP	V;FEM;PL;PST;V.PTCP
genehmigt	agréé	hehmigen	agrée	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genehmigt	sanctionnés	hehmigen	sanctionner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genehmigt	sanctionné	hehmigen	sanctionner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genehmigt	sanctionnée	hehmigen	sanctionner	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genehmigt	autorisées	hehmigen	autoriser	V;V.PTCP	V;FEM;PL;PST;V.PTCP
genehmigt	autorisé	hehmigen	autoriser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genehmigt	autorisés	hehmigen	autoriser	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genehmigt	autorisée	hehmigen	autoriser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
kommerzielle	commerciaux	kommerziell	commercial	ADJ;NOM;FEM;PL	ADJ;MASC;PL
kommerzielle	commerciales	kommerziell	commercial	ADJ;NOM;FEM;PL	ADJ;FEM;PL
korrigieren	corriger	korrigieren	corriger	V;NFIN	V;NFIN
korrigieren	réparer	korrigieren	réparer	V;NFIN	V;NFIN
korrigieren	corrigeant	korrigieren	corriger	V;NFIN	V;PRS;V.PTCP
korrigieren	corriger	korrigieren	corriger	V;NFIN	V;NFIN
korrigieren	corrigez	korrigieren	corriger	V;NFIN	V;IMP;PL;2;PRS;FIN
korrigieren	rectifier	korrigieren	rectifier	V;NFIN	V;NFIN
mechanische	mécaniques	mechanisch	mécanique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
erfüllung	respect	Erfüllung	respect	N;SG	N;MASC;SG
erfüllung	conformité	Erfüllung	conformité	N;SG	N;FEM;SG
erfüllung	accomplissement	Erfüllung	accomplissement	N;SG	N;MASC;SG
erfüllung	accomplissement	Erfüllung	accomplissement	N;SG	N;MASC;SG
einheitlich	unitaire	einheitlich	unitaire	ADJ	ADJ;MASC;SG
einheitlich	uniforme	einheitlich	uniforme	ADJ	ADJ;MASC;SG
einheitlich	uniformes	einheitlich	uniforme	ADJ	ADJ;MASC;PL
einbau	incorporation	einbau	incorporation	N;SG	N;FEM;SG
einbau	montage	einbau	montage	N;SG	N;MASC;SG
einbau	raccord	einbau	raccord	N;SG	N;MASC;SG
einbau	essayage	einbau	essayage	N;SG	N;MASC;SG
einbau	montage	einbau	montage	N;SG	N;MASC;SG
einbau	installation	einbau	installation	N;SG	N;FEM;SG
breitengrad	parallèles	breitengrad	parallèle	ADJ	ADJ;MASC;PL
verpflichtete	obligée	verpflichten	obliger	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
verpflichtete	obligé	verpflichten	obliger	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verpflichtete	enrôlé	verpflichten	enrôler	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verpflichtete	engagé	verpflichten	engager	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
sitzung	session	sitzung	session	N;SG	N;FEM;SG
sitzung	séance	sitzung	séance	N;SG	N;FEM;SG
sitzung	rencontre	sitzung	rencontre	N;SG	N;FEM;SG
sitzung	réunion	sitzung	réunion	N;SG	N;FEM;SG
relevanter	pertinente	relevant	pertinent	ADJ	ADJ;FEM;SG
relevanter	pertinent	relevant	pertenir	ADJ	ADJ;MASC;SG
relevanter	pertinentes	relevant	pertinent	ADJ	ADJ;FEM;PL
relevanter	pertinents	relevant	pertinent	ADJ	ADJ;MASC;PL
verpflichtung	covenant	verpflichtung	covenoir	V;IND;SG;3;PRS;FIN	V;PRS;V.PTCP
benutzung	utilisation	Benutzung	utilisation	N;FEM;SG	N;FEM;SG
benutzung	usage	Benutzung	usage	N;FEM;SG	N;MASC;SG
lernt	apprend	lernen	apprendre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
verträge	contrats	verträgen	contrat	N;NOM;PL	N;MASC;PL
perfekt	parfaits	perfekt	parfait	ADJ	ADJ;MASC;PL
perfekt	parfait	perfekt	parfait	ADJ	ADJ;MASC;SG
perfekt	parfaites	perfekt	parfait	ADJ	ADJ;FEM;PL
perfekt	parfaite	perfekt	parfait	ADJ	ADJ;FEM;SG
kommunisten	communistes	kommunist	communiste	N;PL	N;MASC;PL
kommunisten	communistes	kommunist	communiste	N;PL	N;MASC;PL
eingegangen	reçu	eingehen	recevoir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
eingegangen	reçues	eingehen	recevoir	V;V.PTCP	V;FEM;PL;PST;V.PTCP
eingegangen	reçus	eingehen	recevoir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
eingegangen	reçue	eingehen	recevoir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
definieren	définit	definieren	définir	V;NFIN	V;IND;SG;3;PRS;FIN
definieren	définir	definieren	définir	V;NFIN	V;NFIN
definieren	définissant	definieren	définir	V;NFIN	V;PRS;V.PTCP
definieren	définit	definieren	définir	V;NFIN	V;IND;SG;3;PRS;FIN
definieren	définir	definieren	définir	V;NFIN	V;NFIN
definieren	définis	definieren	définir	V;NFIN	V;MASC;PL;PST;V.PTCP
gotischen	gothique	gotisch	gothique	ADJ	ADJ;MASC;SG
gotischen	gothiques	gotisch	gothique	ADJ	ADJ;MASC;PL
konto	compte	konto	compte	N;NOM;SG	N;MASC;SG
inhaftiert	incarcérées	inhaftieren	incarcérer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
inhaftiert	incarcérés	inhaftieren	incarcérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
inhaftiert	incarcéré	inhaftieren	incarcérer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
inhaftiert	arrêtés	inhaftieren	arrêter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
inhaftiert	arrêté	inhaftieren	arrêter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
inhaftiert	arrêtée	inhaftieren	arrêter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
inhaftiert	détenue	inhaftieren	détenir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
inhaftiert	détenu	inhaftieren	détenir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
inhaftiert	incarcérés	inhaftieren	incarcérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
inhaftiert	emprisonnés	inhaftieren	emprisonner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
inhaftiert	emprisonné	inhaftieren	emprisonner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
inhaftiert	incarcérés	inhaftieren	incarcérer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
inhaftiert	emprisonnés	inhaftieren	emprisonner	V;V.PTCP	V;MASC;PL;PST;V.PTCP
inhaftiert	emprisonné	inhaftieren	emprisonner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
erlernte	appris	erlernen	apprendre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
erlernte	apprise	erlernen	apprise	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
erlernte	appris	erlernen	apprendre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
erlernte	apprise	erlernen	apprise	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
präsentierte	présentée	präsentieren	présenter	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
präsentierte	présenté	präsentieren	présenter	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
grammatik	linguistique	grammatik	linguistique	ADJ	ADJ;MASC;SG
grammatik	grammaticales	grammatik	grammatical	ADJ	ADJ;FEM;PL
lustig	marrant	lustig	marrant	ADJ	ADJ;MASC;SG
lustig	amusant	lustig	amusant	ADJ	ADJ;MASC;SG
lustig	drole	lustig	drole	ADJ	ADJ;MASC;SG
lustig	drôle	lustig	drôle	ADJ	ADJ;MASC;SG
lustig	rigolo	lustig	rigolo	ADJ	ADJ;MASC;SG
lustig	marrant	lustig	marrant	ADJ	ADJ;MASC;SG
lustig	amusant	lustig	amusant	ADJ	ADJ;MASC;SG
lustig	hilarant	lustig	hilarant	ADJ	ADJ;MASC;SG
charakteristisch	caractéristique	charakteristisch	caractéristique	ADJ	ADJ;FEM;SG
charakteristisch	distinctif	charakteristisch	distinctif	ADJ	ADJ;MASC;SG
umgestaltet	remanié	umgestalten	remanier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
umgestaltet	redessiné	umgestalten	redessiner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ausgeschieden	excrété	ausgescheiden	excréter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
nachbarschaft	voisines	nachbarschaft	voisin	ADJ	ADJ;FEM;PL
nachbarschaft	voisines	nachbarschaft	voisin	ADJ	ADJ;FEM;PL
rechtsprechung	judiciaire	rechtsprechung	judiciaire	ADJ	ADJ;MASC;SG
bakterien	bactéries	bakterien	bactérie	N;NOM;PL	N;FEM;PL
übersetzen	traduire	übersetzen	traduire	V;NFIN	V;NFIN
übersetzen	traduire	übersetzen	traduire	V;NFIN	V;NFIN
übersetzen	traduit	übersetzen	traduire	V;NFIN	V;MASC;SG;PST;V.PTCP
