kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
vek	starost	vek	starost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
takmer	skoraj	takmer	skoraj	PART	PART
takmer	skoraj	takmer	skoraj	PART	PART
štadión	stadion	štadión	stadion	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
muži	samci	muž	samec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
muži	možje	muž	mož	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
muži	moški	muž	moški	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
októbra	oktobra	október	oktober	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
život	zivljenje	život	zivljenje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
život	življenje	život	življenje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
mája	maja	máj	maj	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
národné	nacionalna	národný	nacionalen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
národné	nacionalno	národný	nacionalen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
národné	nacionalni	národný	nacionalen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
center	središče	center	središče	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
center	center	center	center	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
syn	sinko	syn	sinko	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
syn	sine	syn	sine	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
syn	sin	syn	sin	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
marca	marca	marec	marec	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
dĺžka	dolžina	dĺžka	dolžina	N;NOM;FEM;SG	N;NOM;FEM;SG
dĺžka	dolžina	dĺžka	dolžina	N;NOM;FEM;SG	N;NOM;FEM;SG
augusta	avgusta	augusta	avgust	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
veľké	velika	veľký	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
veľké	velika	veľký	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
veľké	veliki	veľký	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
veľké	velik	veľký	velik	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
školy	šole	škola	šola	N;NOM;FEM;PL	N;NOM;FEM;PL
školy	šole	škola	šola	N;NOM;FEM;PL	N;NOM;FEM;PL
nový	novo	nový	nov	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nový	nov	nový	nov	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
nový	novi	nový	nov	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
nový	nova	nový	nov	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
obsahuje	vsebuje	obsahovať	vsebovati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
správa	poročilo	správa	poročilo	N;NOM;FEM;SG	N;NOM;NEUT;SG
správa	sporočilo	správa	sporočilo	N;NOM;FEM;SG	N;NOM;NEUT;SG
správa	dajanje	správa	dajanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
štát	dežela	štát	dežela	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štát	država	štát	država	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štát	stanje	štát	stanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
štát	država	štát	država	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
hráč	igralec	hráč	igralec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hráč	predvajalnik	hráč	predvajalnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hráč	igralca	hráč	igralec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
júna	junija	jún	junij	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
cesta	pot	cesta	pot	N;NOM;FEM;SG	N;NOM;FEM;SG
cesta	pot	cesta	pot	N;NOM;FEM;SG	N;NOM;FEM;SG
cesta	popotovanje	cesta	popotovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
cesta	potovanje	cesta	potovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
cesta	pot	cesta	pot	N;NOM;FEM;SG	N;NOM;FEM;SG
cesta	način	cesta	način	N;NOM;FEM;SG	N;NOM;MASC;SG
cesta	pot	cesta	pot	N;NOM;FEM;SG	N;NOM;FEM;SG
cesta	cesta	cesta	cesta	N;NOM;FEM;SG	N;NOM;FEM;SG
apríla	aprila	apríl	april	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
dostal	dobil	dostať	dobiti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
krajiny	pokrajine	krajina	pokrajina	N;NOM;FEM;PL	N;NOM;FEM;PL
krajiny	države	krajina	država	N;NOM;FEM;PL	N;NOM;FEM;PL
začala	začel	začať	začeti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
začala	začela	začať	začeti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
spacewatch	spacewatch	spacena	spacewatch	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ceny	cene	cena	cena	N;NOM;FEM;PL	N;NOM;FEM;PL
ceny	nagrade	cena	nagrada	N;NOM;FEM;PL	N;NOM;FEM;PL
žilo	živel	žiť	živeti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
žilo	živela	žiť	živeti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
číslo	številka	číslo	številka	N;NOM;NEUT;SG	N;NOM;FEM;SG
číslo	število	číslo	število	N;NOM;NEUT;SG	N;NOM;NEUT;SG
typ	type	typ	typ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
typ	vrsta	typ	vrsta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
typ	tip	typ	tip	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
politik	politik	politik	politik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
následne	naknadno	následne	naknadno	ADV	ADV
košice	košice	košica	košica	N;NOM;FEM;PL	N;NOM;FEM;PL
spojené	združena	spojený	združen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
spojené	združeno	spojený	združen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
júla	julij	júla	julij	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
čas	čas	čas	čas	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prípade	case	prípad	cas	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prípade	zaboj	prípad	zaboj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prípade	primer	prípad	primer	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
novembra	novembra	november	november	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
loneos	loneos	loneos	loneos	N;NOM;NEUT;SG	N;NOM;MASC;SG
víťaz	zmagovalec	víťaz	zmagovalec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
víťaz	zmagovalka	víťaz	zmagovalka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
decembra	decembra	december	december	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
hlavné	glavni	hlavný	glaven	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
hlavné	glavno	hlavný	glaven	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
hlavné	glavna	hlavný	glaven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
galaxia	galaxy	galaxia	galaxy	N;NOM;FEM;SG	N;NOM;MASC;SG
galaxia	galaksija	galaxia	galaksija	N;NOM;FEM;SG	N;NOM;FEM;SG
vrátane	vključno	vrátane	vključno	ADV	ADV
hviezdna	zvezdno	hviezdny	zvezden	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
postupne	postopoma	postupne	postopoma	ADV	ADV
postupne	postopno	postupne	postopno	ADV	ADV
práce	dela	práca	delo	N;NOM;FEM;PL	N;NOM;NEUT;PL
veľká	velika	veľký	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
veľká	velika	veľký	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
veľká	veliki	veľký	velik	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
veľká	velik	veľký	velik	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
množstvo	količina	množstvo	količina	N;NOM;NEUT;SG	N;NOM;FEM;SG
množstvo	znesek	množstvo	znesek	N;NOM;NEUT;SG	N;NOM;MASC;SG
množstvo	količina	množstvo	količina	N;NOM;NEUT;SG	N;NOM;FEM;SG
opäť	spet	opäť	spet	ADV	ADV
opäť	znova	opäť	znova	ADV	ADV
opäť	ponovno	opäť	ponovno	ADV	ADV
priezvisko	priimek	priezvisko	priimek	N;NOM;NEUT;SG	N;NOM;MASC;SG
otec	ata	otec	at	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
otec	oče	otec	oče	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
otec	oče	otec	oče	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
stránky	strani	stránka	stran	N;NOM;FEM;PL	N;NOM;FEM;PL
diela	dela	dielo	delo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
poloha	položaj	poloha	položaj	N;NOM;FEM;SG	N;NOM;MASC;SG
poloha	lega	poloha	leg	N;NOM;FEM;SG	N;NOM;FEM;SG
poloha	stališče	poloha	stališče	N;NOM;FEM;SG	N;NOM;NEUT;SG
poloha	pozicija	poloha	pozicija	N;NOM;FEM;SG	N;NOM;FEM;SG
poloha	lokacija	poloha	lokacija	N;NOM;FEM;SG	N;NOM;FEM;SG
niekedy	včasih	niekedy	včasih	ADV	ADV
deň	dan	deň	dan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
články	členi	článok	člen	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
články	članki	článok	članek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
články	izdelki	článok	izdelek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vtedy	potem	vtedy	potem	ADV	ADV
jedna	ena	jeden	en	NUM;NOM;FEM;SG	NUM;NOM;FEM;SG
jedna	en	jeden	en	NUM;NOM;FEM;SG	NUM;NOM;MASC;SG
jedna	eden	jeden	eden	NUM;NOM;FEM;SG	NUM;NOM;MASC;SG
jedna	eno	jeden	en	NUM;NOM;FEM;SG	NUM;NOM;NEUT;SG
každý	vsak	každý	vsak	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
každý	vsaka	každý	vsak	DET;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
každý	vsak	každý	vsak	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
každý	vsaka	každý	vsak	DET;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
obrázok	slika	obrázok	slika	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obrázok	podoba	obrázok	podoba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obrázok	slika	obrázok	slika	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
celý	cel	celý	cel	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
celý	cela	celý	cel	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
celý	celotno	celý	celoten	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
členovia	poslanci	člen	poslanec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
členovia	članice	člen	članica	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
členovia	člani	člen	član	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
stále	vseeno	stále	vseeno	ADV	ADV
jednotky	enote	jednotka	enota	N;NOM;FEM;PL	N;NOM;FEM;PL
jednotky	čete	jednotka	četa	N;NOM;FEM;PL	N;NOM;FEM;PL
priemerný	povprečna	priemerný	povprečen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
priemerný	povprečno	priemerný	povprečen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
diskusia	debata	diskusi	debati	N;NOM;FEM;SG	N;NOM;FEM;SG
diskusia	razprava	diskusi	razprava	N;NOM;FEM;SG	N;NOM;FEM;SG
diskusia	pogovor	diskusi	pogovor	N;NOM;FEM;SG	N;NOM;MASC;SG
diskusia	debata	diskusi	debati	N;NOM;FEM;SG	N;NOM;FEM;SG
diskusia	razprava	diskusi	razprava	N;NOM;FEM;SG	N;NOM;FEM;SG
program	program	program	program	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
program	agenda	program	agenda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
program	program	program	program	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
gitara	kitara	gitaer	kitara	N;NOM;FEM;SG	N;NOM;FEM;SG
článku	člena	článok	člen	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
hudobný	glasbeni	hudobný	glasben	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
hudobný	glasbena	hudobný	glasben	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
kolo	krog	kolo	krog	N;NOM;NEUT;SG	N;NOM;MASC;SG
kolo	krog	kolo	krog	N;NOM;NEUT;SG	N;NOM;MASC;SG
strana	zabava	strana	zabava	N;NOM;FEM;SG	N;NOM;FEM;SG
strana	žur	strana	žur	N;NOM;FEM;SG	N;NOM;MASC;SG
strana	party	strana	party	N;NOM;FEM;SG	N;NOM;MASC;SG
strana	stran	strana	stran	N;NOM;FEM;SG	N;NOM;FEM;SG
obdobia	dobe	obdobie	doba	N;NOM;NEUT;PL	N;NOM;FEM;PL
obdobia	obdobja	obdobie	obdobje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
autor	avtor	autor	avtor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
park	parkiraj	park	parkiraj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
park	park	park	park	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
popis	napis	popis	napis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
popis	opis	popis	opis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
popis	poimenovanje	popis	poimenovanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
cena	cena	cena	cena	N;NOM;FEM;SG	N;NOM;FEM;SG
pravdepodobne	verjetno	pravdepodobne	verjetno	ADV	ADV
pravdepodobne	vrjetno	pravdepodobne	vrjetno	ADV	ADV
nová	novo	nový	nov	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
nová	nov	nový	nov	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
nová	novi	nový	nov	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
nová	nova	nový	nov	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
rieky	reke	rieka	reka	N;NOM;FEM;PL	N;NOM;FEM;PL
rieky	reke	rieka	reka	N;NOM;FEM;PL	N;NOM;FEM;PL
rôzne	drugačna	rôzny	drugačen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
rôzne	drugačen	rôzny	drugačen	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
rôzne	drugačno	rôzny	drugačen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
obdobie	obdobje	obdobie	obdobje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
škola	šola	škola	šola	N;NOM;FEM;SG	N;NOM;FEM;SG
februára	februarja	február	februar	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
františek	františek	františek	františek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
františek	franc	františek	franc	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
františek	francis	františek	francis	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
františek	ferenc	františek	ferenca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dielo	delo	dielo	delo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
nakoniec	sčasoma	nakoniec	sčasoma	ADV	ADV
väčšina	večina	väčšina	večina	N;NOM;FEM;SG	N;NOM;FEM;SG
väčšina	večina	väčšina	večina	N;NOM;FEM;SG	N;NOM;FEM;SG
zápasy	vžigalice	zápas	vžigalica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zápasy	borbe	zápas	borba	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zápasy	pretepi	zápas	pretepiti	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
zápasy	tekme	zápas	tekma	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zápasy	igre	zápas	igra	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zápasy	igrice	zápas	igrica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
neho	njega	on	on	PRO;ANIM;GEN;MASC;SG;3	PRO;GEN;MASC;SG;3
turnaj	turnir	turnaj	turnir	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
turnaj	turnirja	turnaj	turnir	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rovnako	enako	rovnako	enako	ADV	ADV
rovnako	enako	rovnako	enako	ADV	ADV
druh	type	druh	typ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
druh	vrsta	druh	vrsta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
druh	tip	druh	tip	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
druh	vrsta	druh	vrsta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
stavby	konstrukcije	stavba	konstrukcija	N;NOM;FEM;PL	N;NOM;FEM;PL
stavby	konstrukcije	stavba	konstrukcija	N;NOM;FEM;PL	N;NOM;FEM;PL
stavby	strukture	stavba	struktura	N;NOM;FEM;PL	N;NOM;FEM;PL
priamo	naravnost	priamo	naravnost	ADV	ADV
priamo	neposredno	priamo	neposredno	ADV	ADV
priamo	direktno	priamo	direktno	ADV	ADV
priamo	neposredno	priamo	neposredno	ADV	ADV
metrov	metrov	meter	meter	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
metrov	metrov	meter	meter	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
anglický	angleški	anglický	angleški	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
albumu	albuma	album	album	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
funkcia	funkcija	funkcia	funkcija	N;NOM;FEM;SG	N;NOM;FEM;SG
funkcia	lastnost	funkcia	lastnost	N;NOM;FEM;SG	N;NOM;FEM;SG
funkcia	značilnost	funkcia	značilnost	N;NOM;FEM;SG	N;NOM;FEM;SG
von	ven	von	ven	ADV	ADV
von	zunaj	von	zunaj	ADV	ADV
štátov	držav	štát	država	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL
piesne	pesmi	piesne	pesem	N;NOM;FEM;PL	N;NOM;FEM;PL
verzia	različica	verzia	različica	N;NOM;FEM;SG	N;NOM;FEM;SG
hoci	čeprav	hoci	čeprav	CONJ	CONJ
hoci	čeprav	hoci	čeprav	CONJ	CONJ
image	podoba	imag	podoba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
image	slika	imag	slika	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
rad	serija	rad	serija	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
rad	vrstica	rad	vrstica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
európe	evropi	európa	evropa	N;DAT;FEM;SG	N;DAT;FEM;SG
zatiaľ	medtem	zatiaľ	medtem	ADV	ADV
výška	višina	výška	višina	N;NOM;FEM;SG	N;NOM;FEM;SG
stav	status	stav	status	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stav	stanje	stav	stanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
stav	pogoj	stav	pogoj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stav	stanje	stav	stanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
william	william	willia	william	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
právo	pravica	právo	pravica	N;NOM;NEUT;SG	N;NOM;FEM;SG
právo	pravo	právo	pravo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
právo	zakon	právo	zakon	N;NOM;NEUT;SG	N;NOM;MASC;SG
stretnutie	termin	stretnutie	termin	N;NOM;NEUT;SG	N;NOM;MASC;SG
stretnutie	imenovanje	stretnutie	imenovanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	seji	stretnutie	seja	N;NOM;NEUT;SG	N;NOM;FEM;SG
stretnutie	srečanje	stretnutie	srečanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	sestanek	stretnutie	sestanek	N;NOM;NEUT;SG	N;NOM;MASC;SG
stretnutie	srečanje	stretnutie	srečanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
stretnutie	snidenje	stretnutie	snidenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
oficiálne	uradno	oficiálne	uradno	ADV	ADV
oficiálne	uradno	oficiálne	uradno	ADV	ADV
univerzity	univerze	univerzita	univerza	N;NOM;FEM;PL	N;NOM;FEM;PL
tímov	ekip	tím	ekipa	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL
rozhodca	sodnik	rozhodca	sodnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rozhodca	sodnica	rozhodca	sodnica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
rozhodca	sodnik	rozhodca	sodnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rozhodca	sodnik	rozhodca	sodnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rozhodca	sklic	rozhodca	sklic	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zmysle	pomen	zmysel	pomen	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
informácie	informacije	informácia	informacija	N;NOM;FEM;PL	N;NOM;FEM;PL
informácie	podatki	informácia	podatek	N;NOM;FEM;PL	N;NOM;MASC;PL
informácie	informacije	informácia	informacija	N;NOM;FEM;PL	N;NOM;FEM;PL
bystrica	bystrica	bystrica	bystrica	N;NOM;FEM;SG	N;NOM;FEM;SG
dokonca	celo	dokonca	celo	PART	PART
deti	otroci	dieťa	otrok	N;NOM;NEUT;PL	N;NOM;MASC;PL
deti	otroci	dieťa	otrok	N;NOM;NEUT;PL	N;NOM;MASC;PL
deti	dojenčki	dieťa	dojenček	N;NOM;NEUT;PL	N;NOM;MASC;PL
malo	imelo	mať	imeti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
malo	imel	mať	imeti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
malo	imela	mať	imeti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
rakúsko	avstrija	rakúsko	avstrija	N;NOM;NEUT;SG	N;NOM;FEM;SG
znamená	pomeni	znamenať	pomeniti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
dom	hiša	dom	hiša	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dom	hisa	dom	hisa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dom	hiška	dom	hiška	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dom	dom	dom	dom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
patria	spadajo	patriť	spadati	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
www	www	www	www	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vždy	vedno	vždy	vedno	ADV	ADV
vždy	zmeraj	vždy	zmeraj	ADV	ADV
práva	dovoljenja	právo	dovoljenje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
práva	pravice	právo	pravica	N;NOM;NEUT;PL	N;NOM;FEM;PL
ľudia	ljudje	človek	človek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ľudia	ljudje	človek	človek	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ľudia	osebe	človek	oseba	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
známe	znana	známy	znan	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
známe	znan	známy	znan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
známe	znano	známy	znan	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
známe	poznan	známy	poznan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
známe	znano	známy	znan	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
známe	poznano	známy	poznano	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
herečka	igralka	herečka	igralka	N;NOM;FEM;SG	N;NOM;FEM;SG
hrad	castle	hrad	castla	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hrad	grad	hrad	grad	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hrad	dvorec	hrad	dvorec	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hier	iger	hier	igra	N;GEN;FEM;PL	N;GEN;FEM;PL
bgcolor	bgcolor	bgcolor	bgcolor	N;NOM;MASC;SG	N;NOM;MASC;SG
známa	znana	známy	znan	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
známa	znan	známy	znan	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
známa	znano	známy	znan	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
známa	poznan	známy	poznan	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
les	gozd	les	gozd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
les	les	les	les	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
les	gozd	les	gozd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štyri	štirje	štyri	štirje	NUM;INAN;NOM;MASC;PL	NUM;NOM;MASC;PL
lode	čolni	loď	čoln	N;NOM;FEM;PL	N;NOM;MASC;PL
lode	ladje	loď	ladja	N;NOM;FEM;PL	N;NOM;FEM;PL
banská	banská	banský	banská	N;NOM;FEM;SG	N;NOM;MASC;SG
banská	rudarstvo	banský	rudarstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
básnik	pesnik	básnik	pesnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
básnik	pesnica	básnik	pesnica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
úplne	absolutno	úplne	absolutno	ADV	ADV
úplne	popolnoma	úplne	popolnoma	ADV	ADV
úplne	totalno	úplne	totalno	ADV	ADV
úplne	popolnoma	úplne	popolnoma	ADV	ADV
ďalší	naslednji	ďalší	naslednji	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
