年	tahun	年	tahun	N	N;SG
文物	artifak	文物	artifak	N	N;SG
文物	artefak	文物	artefak	N	N;SG
文物	pusaka	文物	pusaka	N	N;SG
文物	relik	文物	relik	N	N;SG
女子	wanita	女子	wanita	N	N;SG
女子	perempuan	女子	perempuan	N	N;SG
世紀	abad	世紀	abad	N	N;SG
票	tiket	票	tiket	N	N;SG
票	tiket	票	tiket	N	N;SG
票	karcis	票	karcis	N	N
動畫	anime	動畫	anime	N	N
打	bertarung	打	bertarung	V	V;SG;ACT
打	berkelahi	打	berkelahi	V	V;SG;ACT
打	berjuang	打	berjuang	V	V;SG;ACT
關係	hubungan	關係	hubungan	N	N;SG
關係	hubungan	關係	hubungan	N	N;SG
關係	relasi	關係	relasi	N	N;SG
關係	hubungan	關係	hubungan	N	N;SG
關係	relasi	關係	relasi	N	N;SG
關係	hubungan	關係	hubungan	N	N;SG
能力	kompetensi	能力	kompetensi	N	N;SG
能力	kapasitas	能力	kapasitas	N	N;SG
能力	kemampuan	能力	kemampuan	N	N;SG
能力	kapabilitas	能力	kapabilitas	N	N;SG
能力	kemampuan	能力	kemampuan	N	N;SG
能力	kapabilitas	能力	kapabilitas	N	N;SG
能力	kemampuan	能力	kemampuan	N	N;SG
網站	website	網站	website	N	N;SG
網站	situs	網站	situs	N	N;SG
網站	website	網站	website	N	N;SG
頭	kepala	頭	kepala	N	N;SG
個人	individu	個人	individu	N	N;SG
個人	individual	個人	individual	N	N
個人	perorangan	個人	perorangan	N	N;SG
擁有	dimiliki	擁有	dimiliki	V	V;SG;PASS
學生	pelajar	學生	pelajar	N	N;SG
學生	santri	學生	santri	N	N;SG
學生	mahasiswa	學生	mahasiswa	N	N;SG
學生	murid	學生	murid	N	N;SG
學生	siswa	學生	siswa	N	N;SG
學生	pelajar	學生	pelajar	N	N;SG
學生	mahasiswa	學生	mahasiswa	N	N;SG
學生	murid	學生	murid	N	N;SG
學生	siswa	學生	siswa	N	N;SG
鎮	kotamadya	鎮	kotamadya	N	N;SG
鎮	kota	鎮	kota	N	N;SG
南部	selatan	南部	selatan	N	N;SG
南部	selatan	南部	selatan	N	N;SG
語言	bahasa	語言	bahasa	N	N;SG
語言	bahasa	語言	bahasa	N	N;SG
模式	moda	模式	moda	N	N;SG
模式	pola	模式	pola	N	N;SG
模式	pola	模式	pola	N	N;SG
模式	moda	模式	moda	N	N;SG
模式	modus	模式	modus	N	N;SG
相關	berhubungan	相關	berhubungan	V	V;SG;ACT
相關	berkaitan	相關	berkaitan	V	V;SG;ACT
相關	terkait	相關	terkait	V	V;SG;PASS
決定	memutuskan	決定	menputuskan	V	V;SG;ACT
方向	arah	方向	arah	N	N;SG
方向	arah	方向	arah	N	N;SG
方向	orientasi	方向	orientasi	N	N;SG
方法	metoda	方法	metoda	N	N;SG
方法	metode	方法	metode	N	N;SG
方法	metoda	方法	metoda	N	N;SG
方法	metode	方法	metode	N	N;SG
影響	berdampak	影響	berdampak	V	V;SG;ACT
影響	pengaruhi	影響	pengaruhi	V	V;SG;ACT
影響	memengaruhi	影響	memengaruhi	V	V
第四	keempat	第四	keempat	NUM	NUM
見	lihat	見	lihat	V	V;SG;ACT
只	hanya	只	hanya	ADV	ADV
結束	akhiri	結束	akhiri	V	V;SG;ACT
提名	dinominasikan	提名	dinominasikan	V	V;SG;PASS
保護	melindungi	保護	menlindungi	V	V;SG;ACT
保護	melindungi	保護	menlindungi	V	V;SG;ACT
保護	terlindung	保護	terlindung	V	V;SG;PASS
保護	dilindungi	保護	dilindungi	V	V;SG;PASS
保護	terlindungi	保護	terlindungi	V	V;SG;PASS
加上	tambahkan	加上	tambahkan	V	V;SG;ACT
加上	ditambah	加上	ditambah	V	V;SG;PASS
食	makan	食	makan	N	N;SG;ACT
獨立	kemerdekaan	獨立	kemerdekaan	N	N;SG
獨立	kemandirian	獨立	kemandirian	N	N;SG
包含	mengandung	包含	menkandung	V	V;SG;ACT
包含	berisi	包含	berisi	V	V;SG;ACT
社會	masyarakat	社會	masyarakat	N	N;SG
社會	masyarakat	社會	masyarakat	N	N;SG
社會	sosial	社會	sosial	N	N;SG
兩	dua	兩	dua	NUM	NUM
公尺	meter	公尺	meter	N	N;SG
公尺	meteran	公尺	meteran	N	N;SG
公尺	meter	公尺	meter	N	N;SG
公尺	meter	公尺	meter	N	N;SG
還	juga	還	juga	ADV	ADV
像	seperti	像	seperti	ADP	ADP
鐵路	rel	鐵路	rel	N	N
鐵路	apian	鐵路	apian	N	N;SG
鐵路	rel	鐵路	rel	N	N
居民	penduduk	居民	penduduk	N	N;SG
居民	warga	居民	warga	N	N;SG
居民	penghuni	居民	penhuni	N	N;SG
功能	fungsi	功能	fungsi	N	N;SG
功能	fitur	功能	fitur	N	N;SG
功能	fungsional	功能	fungsional	N	N
功能	fitur	功能	fitur	N	N;SG
功能	fungsionalitas	功能	fungsionalitas	N	N;SG
聯盟	liga	聯盟	liga	N	N;SG
聯盟	persekutuan	聯盟	persekutuan	N	N;SG
聯盟	aliansi	聯盟	aliansi	N	N;SG
聯盟	aliansi	聯盟	aliansi	N	N;SG
聯盟	koalisi	聯盟	koalisi	N	N;SG
利用	menggunakan	利用	mengunakan	V	V;SG;ACT
利用	gunakan	利用	gunakan	V	V;SG;ACT
利用	pakai	利用	pakai	V	V;SG;ACT
再次	lagi	再次	lagi	ADV	ADV
網	web	網	web	N	N
網	jaringan	網	jaringan	N	N;SG
網	jaringannya	網	jaringan	N	N;SG
網	jaring	網	jaring	N	N;SG;ACT
量	kuantitas	量	kuantitas	N	N;SG
量	jumlah	量	jumlah	N	N;SG
演員	pemeran	演員	penperan	N	N;SG
演員	aktor	演員	aktor	N	N;SG
演員	aktris	演員	aktris	N	N;SG
演員	aktor	演員	aktor	N	N;SG
全部	semua	全部	semua	DET	DET
運動	olahraga	運動	olahraga	N	N;SG
運動	gerakan	運動	gerakan	N	N;SG
運動	gerak	運動	gerak	N	N;SG;ACT
運動	olahraga	運動	olahraga	N	N;SG
運動	gerakan	運動	gerakan	N	N;SG
運動	pergerakan	運動	pergerakan	N	N;SG
草	rumput	草	rumput	N	N;SG
草	rerumputan	草	rerumputan	N	N;SG
直到	hingga	直到	hingga	ADP	ADP
直到	sampai	直到	sampai	ADP	ADP
名字	nama	名字	nama	N	N;SG
戰爭	perang	戰爭	perang	N	N;SG
戰爭	peperangan	戰爭	peperangan	N	N
戰爭	perang	戰爭	perang	N	N;SG
戰爭	peperangan	戰爭	peperangan	N	N
作曲	tulis	作曲	tulis	N	N;SG;ACT
唱片	rekor	唱片	rekor	N	N;SG
唱片	rekam	唱片	rekam	N	N;SG
安全	brankas	安全	brankas	N	N;SG
學院	akademi	學院	akademi	N	N;SG
學院	kuliah	學院	kuliah	N	N;SG
鄉	kotamadya	鄉	kotamadya	N	N;SG
原因	alasan	原因	alasan	N	N;SG
原因	alasannya	原因	alasan	N	N;SG
原因	alasan	原因	alasan	N	N;SG
原因	penyebab	原因	pensebab	N	N;SG
通過	melalui	通過	melalui	ADP	ADP
通過	lewat	通過	lewat	ADP	ADP;SG;ACT
通過	melalui	通過	melalui	ADP	ADP
辛	dosa	辛	dosa	N	N;SG
法律	hukum	法律	hukum	N	N;SG;ACT
革命	revolusi	革命	revolusi	N	N;SG
革命	revolusi	革命	revolusi	N	N;SG
計劃	rencanakan	計劃	rencanakan	V	V;SG;ACT
時代	kali	時代	kali	N	N;SG
男性	jantan	男性	jantan	N	N;SG
男性	jantan	男性	jantan	N	N;SG
男性	pria	男性	pria	N	N;SG
形式	formulir	形式	formulir	N	N
形式	bentuk	形式	bentuk	N	N;SG
單位	satuan	單位	satuan	N	N;SG
單位	unit	單位	unit	N	N;SG
單位	satuan	單位	satuan	N	N;SG
單位	unit	單位	unit	N	N;SG
修	memperbaiki	修	menperbaiki	V	V;SG;ACT
修	perbaiki	修	perbaiki	V	V;SG;ACT
科技	teknologi	科技	teknologi	N	N;SG
科技	teknologi	科技	teknologi	N	N;SG
青年	pemuda	青年	pemuda	N	N;SG
流	streaming	流	streaming	N	N
流	aliran	流	aliran	N	N;SG
流	alur	流	alur	N	N;SG
流	aliran	流	aliran	N	N;SG
流	aliran	流	aliran	N	N;SG
流	arus	流	arus	N	N;SG
流	streaming	流	streaming	N	N
結果	hasilnya	結果	hasil	N	N;SG
結果	hasil	結果	hasil	N	N;SG
結果	hasil	結果	hasil	N	N;SG
教	pengajaran	教	penajaran	N	N;SG
解放	dibebaskan	解放	dibebaskan	V	V;SG;PASS
體	bodi	體	bodi	N	N;SG
體	tubuh	體	tubuh	N	N;SG
體	badan	體	badan	N	N;SG
球隊	tim	球隊	tim	N	N;SG
球隊	tim	球隊	tim	N	N;SG
左	kiri	左	kiri	N	N;SG
自然	alamiah	自然	alamiah	N	N
自然	natural	自然	natural	N	N
自然	alam	自然	alam	N	N;SG
新	baru	新	baru	ADJ	ADJ;SG
經濟	ekonomi	經濟	ekonomi	N	N;SG
經濟	perekonomian	經濟	perekonomian	N	N;SG
經濟	ekonomi	經濟	ekonomi	N	N;SG
經濟	perekonomian	經濟	perekonomian	N	N;SG
經濟	ekonomi	經濟	ekonomi	N	N;SG
快速	ngakak	快速	ngakak	N	N
學	pembelajaran	學	penbelajaran	N	N;SG
職業	penjajahan	職業	penjajahan	N	N;SG
職業	karir	職業	karir	N	N;SG
職業	karier	職業	karier	N	N;SG
職業	profesi	職業	profesi	N	N;SG
職業	karir	職業	karir	N	N;SG
職業	karier	職業	karier	N	N;SG
職業	penjajahan	職業	penjajahan	N	N;SG
職業	pendudukan	職業	pendudukan	N	N;SG
團	resimen	團	resimen	N	N
相同	identik	相同	identik	ADJ	ADJ;SG
類	angkatan	類	angkatan	N	N;SG
類	kelas	類	kelas	N	N;SG
兵	tentara	兵	tentara	N	N;SG
兵	prajurit	兵	prajurit	N	N;SG
兵	serdadu	兵	serdadu	N	N;SG
分鐘	menit	分鐘	menit	N	N;SG
分鐘	menit	分鐘	menit	N	N;SG
發	rambut	發	rambut	N	N;SG
超過	melebihi	超過	menlebihi	V	V;SG;ACT
政策	polis	政策	polis	N	N;SG
政策	kebijakan	政策	kebijakan	N	N;SG
政策	kebijakan	政策	kebijakan	N	N;SG
日期	tanggal	日期	tanggal	N	N;SG;ACT
日期	kurma	日期	kurma	N	N;SG
日期	tanggal	日期	tanggal	N	N;SG;ACT
鰭	sirip	鰭	sirip	N	N;SG
鰭	sirip	鰭	sirip	N	N;SG
男子	pria	男子	pria	N	N;SG
共和	republik	共和	republik	N	N
理由	alasan	理由	alasan	N	N;SG
理由	alasannya	理由	alasan	N	N;SG
理由	alasan	理由	alasan	N	N;SG
交流	tukar	交流	tukar	N	N;SG;ACT
交流	pertukaran	交流	pertukaran	N	N;SG
交流	bursa	交流	bursa	N	N;SG
總統	presiden	總統	presiden	N	N;SG
公分	sentimeter	公分	sentimeter	N	N;SG
標準	kriteria	標準	kriteria	N	N;SG
標準	kriteria	標準	kriteria	N	N;SG
行動	tindakan	行動	tindakan	N	N;SG
行動	aksi	行動	aksi	N	N;SG
行動	operasi	行動	operasi	N	N;SG
行動	tindakan	行動	tindakan	N	N;SG
行動	aksi	行動	aksi	N	N;SG
博士	doktor	博士	doktor	N	N;SG
博士	dokter	博士	dokter	N	N;SG
尾	ekor	尾	ekor	N	N;SG
尾	ekor	尾	ekor	N	N;SG
熱帶	tropis	熱帶	tropis	N	N;SG
熱帶	tropis	熱帶	tropis	N	N;SG
議員	senator	議員	senator	N	N
議員	kongres	議員	kongres	N	N;SG
議員	congressman	議員	congressman	N	N
漫畫	komik	漫畫	komik	N	N
漫畫	kartun	漫畫	kartun	N	N;SG
漫畫	komik	漫畫	komik	N	N
漫畫	manga	漫畫	manga	N	N
漫畫	kartun	漫畫	kartun	N	N;SG
坑	lubang	坑	lubang	N	N;SG
坑	lubang	坑	lubang	N	N;SG
生物	biologi	生物	biologi	N	N;SG
生物	biologis	生物	biologis	N	N;SG
生物	biologi	生物	biologi	N	N;SG
生物	makhluk	生物	makhluk	N	N;SG
生物	mahluk	生物	mahluk	N	N;SG
生物	organisme	生物	organisme	N	N;SG
生物	makhluk	生物	makhluk	N	N;SG
生物	mahluk	生物	mahluk	N	N;SG
城鎮	kotamadya	城鎮	kotamadya	N	N;SG
城鎮	kota	城鎮	kota	N	N;SG
春	pegas	春	pegas	N	N;SG
公路	jalan	公路	jalan	N	N;SG;ACT
冠	mahkota	冠	mahkota	N	N
作家	penulis	作家	pentulis	N	N;SG
作家	penulis	作家	pentulis	N	N;SG
牛	sapi	牛	sapi	N	N;SG
牛	ternak	牛	ternak	N	N;SG
牛	sapi	牛	sapi	N	N;SG
牛	banteng	牛	banteng	N	N;SG
火	api	火	api	N	N;SG
火	kebakaran	火	kebakaran	N	N;SG
攻擊	menyerang	攻擊	menserang	V	V;SG;ACT
攻擊	menyerang	攻擊	menserang	V	V;SG;ACT
值	nilai	值	nilai	N	N;SG
值	nilai	值	nilai	N	N;SG
十二	duabelas	十二	duabelas	NUM	NUM
西部	barat	西部	barat	N	N;SG
西部	barat	西部	barat	N	N;SG
土	kotoran	土	kotoran	N	N;SG
土	tanah	土	tanah	N	N;SG
土	tanahnya	土	tanah	N	N;SG
速度	kecepatan	速度	kecepatan	N	N;SG
速度	kecepatan	速度	kecepatan	N	N;SG
合併	gabung	合併	gabung	V	V;SG;ACT
合併	gabungkan	合併	gabungkan	V	V;SG;ACT
合併	menggabungkan	合併	mengabungkan	V	V;SG;ACT
合併	menggabungkan	合併	mengabungkan	V	V;SG;ACT
建築	bangunan	建築	bangunan	N	N;SG
建築	gedung	建築	gedung	N	N;SG
建築	bangunan	建築	bangunan	N	N;SG
建築	gedung	建築	gedung	N	N;SG
建築	konstruksi	建築	konstruksi	N	N;SG
建築	pembangunan	建築	penbangunan	N	N;SG
建築	arsitektur	建築	arsitektur	N	N;SG
道路	jalan	道路	jalan	N	N;SG;ACT
發表	menerbitkan	發表	menterbitkan	V	V;SG;ACT
發表	publikasikan	發表	publikasikan	V	V
發表	terbitkan	發表	terbitkan	V	V;SG;PASS
發表	dipublikasikan	發表	dipublikasikan	V	V;SG;PASS
發表	diterbitkan	發表	diterbitkan	V	V;SG;PASS
發表	terbitkan	發表	terbitkan	V	V;SG;PASS
色	warna	色	warna	N	N;SG
仍然	masih	仍然	masih	ADV	ADV
技術	teknologi	技術	teknologi	N	N;SG
技術	teknik	技術	teknik	N	N;SG
技術	teknologi	技術	teknologi	N	N;SG
技術	teknik	技術	teknik	N	N;SG
主任	sutradara	主任	sutradara	N	N;SG
主任	direktur	主任	direktur	N	N;SG
畢業	lulus	畢業	lulus	V	V;SG
畢業	lulus	畢業	lulus	V	V;SG
設	tetapkan	設	tetapkan	V	V;SG;ACT
機場	bandara	機場	bandara	N	N;SG
機場	bandara	機場	bandara	N	N;SG
館	paviliun	館	paviliun	N	N
館	pavilion	館	pavilion	N	N
千	seribu	千	seribu	NUM	NUM
房	ruang	房	ruang	N	N;SG
房	ruangan	房	ruangan	N	N;SG
房	kamar	房	kamar	N	N;SG
她	nya	她	nya	PRO;3	PRO
費	biaya	費	biaya	N	N;SG
費	biayanya	費	biaya	N	N;SG
情況	situasi	情況	situasi	N	N;SG
來源	sumber	來源	sumber	N	N;SG
來源	sumber	來源	sumber	N	N;SG
首都	ibukota	首都	ibukota	N	N;SG
首都	modal	首都	modal	N	N;SG
牌	kartu	牌	kartu	N	N;SG
杯	gelas	杯	gelas	N	N;SG
杯	piala	杯	piala	N	N;SG
杯	cangkir	杯	cangkir	N	N;SG
廣告	iklan	廣告	iklan	N	N;SG
廣告	iklan	廣告	iklan	N	N;SG
廣告	periklanan	廣告	periklanan	N	N;SG
廣告	iklan	廣告	iklan	N	N;SG
廣告	iklan	廣告	iklan	N	N;SG
描述	deskripsikan	描述	deskripsikan	V	V;SG;ACT
描述	gambarkan	描述	gambarkan	V	V;SG;ACT
描述	uraikan	描述	uraikan	V	V;SG;ACT
描述	jelaskan	描述	jelaskan	V	V;SG;ACT
域	domain	域	domain	N	N
域	ranah	域	ranah	N	N
域	domain	域	domain	N	N
域	ranah	域	ranah	N	N
團體	grup	團體	grup	N	N;SG
團體	kelompok	團體	kelompok	N	N;SG
計畫	rencana	計畫	rencana	N	N;SG
列車	kereta	列車	kereta	N	N;SG
環	cincin	環	cincin	N	N;SG
環	cincin	環	cincin	N	N;SG
環	loop	環	loop	N	N
父	ayah	父	ayah	N	N;SG
父	bapak	父	bapak	N	N;SG
取代	tergantikan	取代	tergantikan	V	V;SG;PASS
取代	digantikan	取代	digantikan	V	V;SG;PASS
取代	diganti	取代	diganti	V	V;SG;PASS
取代	ganti	取代	ganti	V	V;SG;ACT
取代	mengganti	取代	menganti	V	V;SG;ACT
取代	menggantikan	取代	mengantikan	V	V;SG;ACT
取代	gantikan	取代	gantikan	V	V;SG;ACT
兄弟	saudara	兄弟	saudara	N	N;SG
兄弟	kakak	兄弟	kakak	N	N;SG
物理	fisika	物理	fisika	N	N;SG
物理	jasmani	物理	jasmani	N	N
物理	fisik	物理	fisik	N	N;SG
底	bawah	底	bawah	N	N;SG
右	kanan	右	kanan	N	N;SG
武器	senjata	武器	senjata	N	N;SG
武器	senjata	武器	senjata	N	N;SG
顯示	memperlihatkan	顯示	menperlihatkan	V	V;SG;ACT
顯示	menunjukkan	顯示	mentunjukkan	V	V;SG;ACT
顯示	menampilkan	顯示	mentampilkan	V	V;SG;ACT
顯示	memperlihatkan	顯示	menperlihatkan	V	V;SG;ACT
顯示	menunjukkan	顯示	mentunjukkan	V	V;SG;ACT
顯示	menampilkan	顯示	mentampilkan	V	V;SG;ACT
顯示	tampilkan	顯示	tampilkan	V	V;SG;ACT
顯示	tunjukkan	顯示	tunjukkan	V	V;SG;ACT
顯示	tampilkan	顯示	tampilkan	V	V;SG;ACT
顯示	perlihatkan	顯示	perlihatkan	V	V;SG;ACT
制度	rezim	制度	rezim	N	N;SG
報告	laporan	報告	laporan	N	N;SG
報告	laporan	報告	laporan	N	N;SG
報告	pelaporan	報告	penlaporan	N	N;SG
報告	laporan	報告	laporan	N	N;SG
秒	detik	秒	detik	N	N;SG
秒	detik	秒	detik	N	N;SG
秒	detik	秒	detik	N	N;SG
第五	kelima	第五	kelima	NUM	NUM
雲	awan	雲	awan	N	N;SG
雲	awan	雲	awan	N	N;SG
小說	novel	小說	novel	N	N
小說	novel	小說	novel	N	N
小說	fiksi	小說	fiksi	N	N
風	angin	風	angin	N	N;SG
程度	gelar	程度	gelar	N	N;SG;ACT
程度	ijazah	程度	ijazah	N	N;SG
程度	derajat	程度	derajat	N	N;SG
父親	ayah	父親	ayah	N	N;SG
父親	bapak	父親	bapak	N	N;SG
和平	kedamaian	和平	kedamaian	N	N;SG
和平	perdamaian	和平	perdamaian	N	N;SG
產生	menghasilkan	產生	menhasilkan	V	V;SG;ACT
圈	lingkaran	圈	lingkaran	N	N;SG
圈	lingkar	圈	lingkar	N	N;SG;ACT
圈	lingkaran	圈	lingkaran	N	N;SG
修改	ubah	修改	ubah	V	V;SG;ACT
修改	memodifikasi	修改	menmodifikasi	V	V;SG;ACT
修改	diubah	修改	diubah	V	V;SG;PASS
修改	dimodifikasi	修改	dimodifikasi	V	V;SG;PASS
生產	memproduksi	生產	menproduksi	V	V;SG;ACT
谷	lembah	谷	lembah	N	N;SG
谷	tani	谷	tani	N	N;SG
家庭	keluarga	家庭	keluarga	N	N;SG
家庭	keluarga	家庭	keluarga	N	N;SG
家庭	famili	家庭	famili	N	N;SG
流域	cekungan	流域	cekungan	N	N;SG
宗教	agama	宗教	agama	N	N;SG
宗教	religi	宗教	religi	N	N
宗教	keagamaan	宗教	keagamaan	N	N;SG
宗教	religius	宗教	religius	N	N
宗教	agama	宗教	agama	N	N;SG
宗教	agama	宗教	agama	N	N;SG
表演	tampil	表演	tampil	V	V;SG;ACT
作用	peran	作用	peran	N	N;SG
作用	peranan	作用	peranan	N	N;SG
作用	peran	作用	peran	N	N;SG
改革	direformasi	改革	direformasi	V	V;SG;PASS
藝術	seni	藝術	seni	N	N;SG
藝術	kesenian	藝術	kesenian	N	N;SG
藝術	seni	藝術	seni	N	N;SG
藝術	kesenian	藝術	kesenian	N	N;SG
球員	player	球員	player	N	N
球員	pemain	球員	penmain	N	N;SG
球員	pemutar	球員	penputar	N	N;SG
球員	pemain	球員	penmain	N	N;SG
教區	paroki	教區	paroki	N	N
教區	keuskupan	教區	keuskupan	N	N;SG
處理	tangani	處理	tangani	V	V;SG;ACT
處理	menangani	處理	mentangani	V	V;SG;ACT
處理	memroses	處理	menpros	V	V;SG;ACT
處理	memproses	處理	menproses	V	V;SG;ACT
處理	diproses	處理	diproses	V	V;SG;PASS
香	kemenyan	香	kemenyan	N	N
香	dupa	香	dupa	N	N;SG
先生	tuan	先生	tuan	N	N;SG
人員	personil	人員	personil	N	N;SG
人員	personalia	人員	personalia	N	N;SG
人員	personel	人員	personel	N	N;SG
虎	harimau	虎	harimau	N	N
土地	tanah	土地	tanah	N	N;SG
土地	daratan	土地	daratan	N	N;SG
土地	tanah	土地	tanah	N	N;SG
展	pameran	展	pameran	N	N;SG
特色	fitur	特色	fitur	N	N;SG
特色	fitur	特色	fitur	N	N;SG
公園	taman	公園	taman	N	N;SG
公園	pertamanan	公園	pertamanan	N	N;SG
公園	taman	公園	taman	N	N;SG
翼	tsubasa	翼	tsubasa	N	N
翼	sayap	翼	sayap	N	N;SG
翼	sayap	翼	sayap	N	N;SG
十一	sebelas	十一	sebelas	NUM	NUM
協會	asosiasi	協會	asosiasi	N	N;SG
協會	perhimpunan	協會	perhimpunan	N	N;SG
主演	bintangi	主演	bintangi	V	V;SG;ACT
主演	dibintangi	主演	dibintangi	V	V;SG;PASS
主演	membintangi	主演	menbintangi	V	V;SG;ACT
文學	sastra	文學	sastra	N	N
文學	sastra	文學	sastra	N	N
頻道	kanal	頻道	kanal	N	N
頻道	saluran	頻道	saluran	N	N;SG
頻道	kanal	頻道	kanal	N	N
頻道	channel	頻道	channel	N	N
頻道	saluran	頻道	saluran	N	N;SG
少年	remaja	少年	remaja	N	N;SG
大家	semuanya	大家	semua	PRO	PRO
股份	saham	股份	saham	N	N;SG
紀錄	rekor	紀錄	rekor	N	N;SG
紀錄	rekam	紀錄	rekam	N	N;SG
紀錄	catatan	紀錄	catatan	N	N;SG
紀錄	rekor	紀錄	rekor	N	N;SG
影片	film	影片	film	N	N;SG
影片	bioskop	影片	bioskop	N	N
影片	film	影片	film	N	N;SG
影片	video	影片	video	N	N;SG
影片	film	影片	film	N	N;SG
身份	identitas	身份	identitas	N	N;SG
義	takwa	義	takwa	N	N;SG
基地	base	基地	base	N	N
基地	pangkalan	基地	pangkalan	N	N;SG
基地	base	基地	base	N	N
基地	markas	基地	markas	N	N;SG
文件	berkas	文件	berkas	N	N;SG
文件	file	文件	file	N	N;SG
文件	berkas	文件	berkas	N	N;SG
文件	file	文件	file	N	N;SG
電視	drama	電視	drama	N	N;SG
藍	biru	藍	biru	N	N;SG
力量	kekuatan	力量	kekuatan	N	N;SG
板	pelat	板	pelat	N	N;SG
板	plat	板	plat	N	N
板	piring	板	piring	N	N;SG
板	lempeng	板	lempeng	N	N
板	pelat	板	pelat	N	N;SG
板	plat	板	plat	N	N
板	papan	板	papan	N	N;SG
船	kapal	船	kapal	N	N;SG
船	kapal	船	kapal	N	N;SG
船	perahu	船	perahu	N	N;SG
文章	artikel	文章	artikel	N	N;SG
意見	opini	意見	opini	N	N;SG
意見	pendapat	意見	pendapat	N	N;SG
意見	komentar	意見	komentar	N	N;SG
意見	opini	意見	opini	N	N;SG
意見	pendapat	意見	pendapat	N	N;SG
公主	puteri	公主	puteri	N	N
同意	setuju	同意	setuju	V	V;SG;ACT
同意	disepakati	同意	disepakati	V	V;SG;PASS
同意	setuju	同意	setuju	V	V;SG;ACT
果	buah	果	buah	N	N;SG
最多	maksimal	最多	maksimal	ADJ	ADJ;SG
地下	underground	地下	underground	N	N
十	sepuluh	十	sepuluh	NUM	NUM
銀行	bank	銀行	bank	N	N;SG
銀行	bank	銀行	bank	N	N;SG
媒體	media	媒體	media	N	N;SG
陵	makam	陵	makam	N	N;SG
第十	kesepuluh	第十	kesepuluh	NUM	NUM
拍攝	menembak	拍攝	mentembak	V	V;SG;ACT
拍攝	merekam	拍攝	menrekam	V	V;SG;ACT
拍攝	memfilmkan	拍攝	menfilmkan	V	V;SG;ACT
拍攝	menembak	拍攝	mentembak	V	V;SG;ACT
旗	bendera	旗	bendera	N	N;SG
旗	bendera	旗	bendera	N	N;SG
旗	banner	旗	banner	N	N
旗	spanduk	旗	spanduk	N	N;SG
行星	planet	行星	planet	N	N;SG
行星	planet	行星	planet	N	N;SG
作者	penulis	作者	pentulis	N	N;SG
作者	pengarang	作者	penarang	N	N;SG
作者	penulis	作者	pentulis	N	N;SG
作者	penulis	作者	pentulis	N	N;SG
作者	pengarang	作者	penarang	N	N;SG
作者	penulis	作者	pentulis	N	N;SG
作者	pembuat	作者	penbuat	N	N;SG
電子	elektron	電子	elektron	N	N;SG
電子	elektronika	電子	elektronika	N	N
電子	elektronik	電子	elektronik	N	N;SG
電子	elektronika	電子	elektronika	N	N
電子	elektronik	電子	elektronik	N	N;SG
範圍	cakupan	範圍	cakupan	N	N;SG
範圍	lingkup	範圍	lingkup	N	N;SG
範圍	rentang	範圍	rentang	N	N;SG
範圍	kisaran	範圍	kisaran	N	N;SG
範圍	rentang	範圍	rentang	N	N;SG
範圍	kisaran	範圍	kisaran	N	N;SG
範圍	jangkauan	範圍	jangkauan	N	N;SG
黨	partai	黨	partai	N	N;SG
黨	pesta	黨	pesta	N	N;SG
黨	pihak	黨	pihak	N	N;SG
教堂	gereja	教堂	gereja	N	N;SG
教堂	gereja	教堂	gereja	N	N;SG
警察	polisi	警察	polisi	N	N;SG
警察	kepolisian	警察	kepolisian	N	N;SG
帝國	imperium	帝國	imperium	N	N
帝國	kekaisaran	帝國	kekaisaran	N	N;SG
原本	awalnya	原本	awal	ADV	ADV;SG
娛樂	rekreasi	娛樂	rekreasi	N	N;SG
娛樂	hiburan	娛樂	hiburan	N	N;SG
娛樂	entertainment	娛樂	entertainment	N	N
坡	kemiringan	坡	kemiringan	N	N;SG
坡	lereng	坡	lereng	N	N;SG
方案	program	方案	program	N	N;SG
方案	program	方案	program	N	N;SG
方案	program	方案	program	N	N;SG
屋	rumah	屋	rumah	N	N;SG
部隊	pasukan	部隊	pasukan	N	N;SG
詞	kata	詞	kata	N	N;SG
詞	kata	詞	kata	N	N;SG
宮	istana	宮	istana	N	N;SG
影	bayangan	影	bayangan	N	N;SG
影	bayangan	影	bayangan	N	N;SG
速	kecepatan	速	kecepatan	N	N;SG
會議	konferensi	會議	konferensi	N	N;SG
會議	rapat	會議	rapat	N	N;SG
會議	pertemuan	會議	pertemuan	N	N;SG
會議	rapat	會議	rapat	N	N;SG
會議	pertemuan	會議	pertemuan	N	N;SG
資訊	informasi	資訊	informasi	N	N;SG
戰鬥	pertempuran	戰鬥	pertempuran	N	N;SG
戰鬥	peperangan	戰鬥	peperangan	N	N
戰鬥	lawan	戰鬥	lawan	N	N;SG;ACT
項目	proyek	項目	proyek	N	N;SG
項目	projek	項目	projek	N	N;SG
項目	item	項目	item	N	N
項目	barang	項目	barang	N	N;SG
項目	proyek	項目	proyek	N	N;SG
項目	barang	項目	barang	N	N;SG
項目	item	項目	item	N	N
玩家	player	玩家	player	N	N
玩家	pemain	玩家	penmain	N	N;SG
玩家	pemutar	玩家	penputar	N	N;SG
玩家	gamer	玩家	gamer	N	N;SG
玩家	pemain	玩家	penmain	N	N;SG
限制	batasi	限制	batasi	V	V;SG;ACT
限制	membatasi	限制	menbatasi	V	V;SG;ACT
電腦	komputer	電腦	komputer	N	N;SG
