med	koos	med	koos	ADV	ADV
vest	western	vest	western	N;INDF	N;NOM;SG
medlemmer	liikmed	medlem	liige	N;INDF;NEUT;PL	N;NOM;PL
medlemmer	parlamendiliikmed	medlem	parlamendi_liige	N;INDF;NEUT;PL	N;NOM;PL
brug	use	brug	uks	N;INDF;MASC+FEM;SG	N;NOM;SG
brug	kasutamine	brug	kasutamine	N;INDF;MASC+FEM;SG	N;NOM;SG
brug	kasutamiseks	brug	kasutamine	N;INDF;MASC+FEM;SG	N;TRANS;SG
brug	kasutus	brug	kasutus	N;INDF;MASC+FEM;SG	N;NOM;SG
lande	riigid	land	riik	N;INDF;NEUT;PL	N;NOM;PL
bygget	ehitatud	bygge	ehitama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
skuespiller	näitleja	skuespiller	näitleja	N;INDF;MASC+FEM;SG	N;NOM;SG
skuespiller	näitlejanna	skuespiller	näitlejanna	N;INDF;MASC+FEM;SG	N;NOM;SG
skuespiller	näitleja	skuespiller	näitleja	N;INDF;MASC+FEM;SG	N;NOM;SG
liv	life	liv	life	N;INDF;NEUT;SG	N;NOM;SG
liv	elu	liv	elu	N;INDF;NEUT;SG	N;NOM;SG
liv	liv	liv	liv	N;INDF;NEUT;SG	N;NOM;SG
dele	osi	del	osa	N;INDF;MASC+FEM;PL	N;PRT;PL
dele	osad	del	osa	N;INDF;MASC+FEM;PL	N;NOM;PL
fem	viis	fem	viis	NUM	NUM;NOM;SG
personer	isikuid	person	isik	N;INDF;MASC+FEM;PL	N;PRT;PL
personer	isikud	person	isik	N;INDF;MASC+FEM;PL	N;NOM;PL
personer	inimesed	person	inimene	N;INDF;MASC+FEM;PL	N;NOM;PL
øst	idas	øst	ida	N;INDF	N;IN+ESS;SG
øst	itta	øst	ida	N;INDF	N;IN+ALL;LGSPEC1;SG
øst	ida	øst	ida	N;INDF	N;NOM;SG
øst	ida	øst	ida	N;INDF	N;NOM;SG
forfatter	kirjutaja	forfatter	kirjutaja	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	kirjanik	forfatter	kirjanik	N;INDF;MASC+FEM;SG	N;NOM;SG
forfatter	autor	forfatter	autor	N;INDF;MASC+FEM;SG	N;NOM;SG
brugt	kasutatud	bruge	kasutama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
brugt	kulutatud	bruge	kulutama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
wikipedia	wikipedia	wikipedia	wikipedia	N;INDF;MASC+FEM;SG	N;NOM;SG
album	album	album	album	N;INDF;NEUT;SG	N;NOM;SG
næsten	peaaegu	næsten	pea_aegu	ADV	ADV
næsten	peaaegu	næsten	pea_aegu	ADV	ADV
areal	pindala	areal	pind_ala	N;INDF;NEUT;SG	N;NOM;SG
areal	valdkond	areal	valdkond	N;INDF;NEUT;SG	N;NOM;SG
areal	piirkond	areal	piirkond	N;INDF;NEUT;SG	N;NOM;SG
areal	ala	areal	ala	N;INDF;NEUT;SG	N;NOM;SG
giver	annab	give	andma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
giver	anda	give	andma	V;IND;PRS;FIN;ACT	V;NFIN
nuværende	aktiivne	nuværende	aktiivne	ADJ	ADJ;NOM;SG
nuværende	praeguse	nuværende	praegune	ADJ	ADJ;GEN;SG
nuværende	praegune	nuværende	praegune	ADJ	ADJ;NOM;SG
indbyggere	elanikke	indbygger	elanik	N;INDF;MASC+FEM;PL	N;PRT;PL
indbyggere	elanikud	indbygger	elanik	N;INDF;MASC+FEM;PL	N;NOM;PL
indbyggere	elanikud	indbygger	elanik	N;INDF;MASC+FEM;PL	N;NOM;PL
indbyggere	residendid	indbygger	resident	N;INDF;MASC+FEM;PL	N;NOM;PL
gør	teeb	gøre	tegema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
mennesker	inimesed	menneske	inimene	N;INDF;NEUT;PL	N;NOM;PL
mennesker	inimestel	menneske	inimene	N;INDF;NEUT;PL	N;AT+ESS
;PL
mennesker	inimesed	menneske	inimene	N;INDF;NEUT;PL	N;NOM;PL
skrev	kirjutasin	skrive	kirjutama	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN;ACT
skrev	kirjutasid	skrive	kirjutama	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
skrev	kirjutas	skrive	kirjutama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
står	seisab	stå	seisma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
imidlertid	siiski	imidlertid	siiski	ADV	ADV
deltog	osales	deltage	osalema	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
deltog	osalenud	deltage	osalema	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
deltog	osales	deltage	osalema	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
deltog	osalesid	deltage	osalema	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
datter	tütar	datter	tütar	N;INDF;MASC+FEM;SG	N;NOM;SG
område	põld	område	põld	N;INDF;NEUT;SG	N;NOM;SG
område	väli	område	väli	N;INDF;NEUT;SG	N;NOM;SG
område	territoorium	område	territoorium	N;INDF;NEUT;SG	N;NOM;SG
område	territooriumi	område	territoorium	N;INDF;NEUT;SG	N;PRT;SG
område	tsoon	område	tsoon	N;INDF;NEUT;SG	N;NOM;SG
område	vöönd	område	vöönd	N;INDF;NEUT;SG	N;NOM;SG
område	pindala	område	pind_ala	N;INDF;NEUT;SG	N;NOM;SG
område	valdkond	område	valdkond	N;INDF;NEUT;SG	N;NOM;SG
område	piirkond	område	piirkond	N;INDF;NEUT;SG	N;NOM;SG
område	ala	område	ala	N;INDF;NEUT;SG	N;NOM;SG
året	aasta	år	aasta	N;DEF;NEUT;SG	N;NOM;SG
videre	edasi	videre	edasi	ADV	ADV
videre	kaugemale	videre	kaugemale	ADV	ADV
længere	kauem	længe	kauem	ADV;CMPR	ADV
franske	prantsuse	fransk	prantsuse	ADJ;PL	ADJ
slaget	lahing	slag	lahing	N;DEF;NEUT;SG	N;NOM;SG
måde	way	måde	way	N;INDF;MASC+FEM;SG	N;NOM;SG
udgave	väljaanne	udgave	välja_anne	N;INDF;MASC+FEM;SG	N;NOM;SG
udgave	versioon	udgave	versioon	N;INDF;MASC+FEM;SG	N;NOM;SG
udgave	versiooni	udgave	versioon	N;INDF;MASC+FEM;SG	N;PRT;SG
fransk	prantsuse	fransk	prantsuse	ADJ;INDF;SG	ADJ
folk	inimesed	folk	inimene	N;INDF;NEUT;PL	N;NOM;PL
far	isa	far	isa	N;INDF;MASC+FEM;SG	N;NOM;SG
far	issi	far	issi	N;INDF;MASC+FEM;SG	N;NOM;SG
far	isa	far	isa	N;INDF;MASC+FEM;SG	N;NOM;SG
liste	nimekiri	liste	nime_kiri	N;INDF;MASC+FEM;SG	N;NOM;SG
liste	loetelu	liste	loetelu	N;INDF;MASC+FEM;SG	N;NOM;SG
liste	loend	liste	loend	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	võitle	kamp	võitlema	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	võitlus	kamp	võitlus	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	mängu	kamp	mäng	N;INDF;MASC+FEM;SG	N;PRT;SG
kamp	mäng	kamp	mäng	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	võitlus	kamp	võitlus	N;INDF;MASC+FEM;SG	N;NOM;SG
kamp	lahing	kamp	lahing	N;INDF;MASC+FEM;SG	N;NOM;SG
eksempel	näidis	eksempel	näidima	N;INDF;NEUT;SG	N;NOM;SG
eksempel	näide	eksempel	näide	N;INDF;NEUT;SG	N;NOM;SG
langt	kaugele	langt	kaugele	ADV	ADV
langt	kaugel	langt	kaugel	ADV	ADV
tiden	kellaaeg	tid	kella_aeg	N;DEF;MASC+FEM;SG	N;NOM;SG
tiden	aeg	tid	aeg	N;DEF;MASC+FEM;SG	N;NOM;SG
tiden	aja	tid	aeg	N;DEF;MASC+FEM;SG	N;GEN;SG
tiden	ajas	tid	aeg	N;DEF;MASC+FEM;SG	N;IN+ESS;SG
tiden	aega	tid	aeg	N;DEF;MASC+FEM;SG	N;PRT;SG
fil	fail	fil	fail	N;INDF;MASC+FEM;SG	N;NOM;SG
fil	faili	fil	fail	N;INDF;MASC+FEM;SG	N;PRT;SG
musik	muusika	musik	muusika	N;INDF;MASC+FEM;SG	N;NOM;SG
fandt	leidis	finde	leidma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
krigen	sõda	krig	sõda	N;DEF;MASC+FEM;SG	N;NOM;SG
station	jaamas	station	jaam	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
station	jaam	station	jaam	N;INDF;MASC+FEM;SG	N;NOM;SG
station	jaama	station	jaam	N;INDF;MASC+FEM;SG	N;NOM;SG
små	väikesed	lille	väike	ADJ;PL	ADJ;NOM;PL
universitet	ülikool	universitet	üli_kool	N;INDF;NEUT;SG	N;NOM;SG
klubben	klubi	klub	klubi	N;DEF;MASC+FEM;SG	N;NOM;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;NOM;SG
dage	päevad	dag	päev	N;INDF;MASC+FEM;PL	N;NOM;PL
dage	päevi	dag	päev	N;INDF;MASC+FEM;PL	N;PRT;PL
bind	ruumala	bind	ruum_ala	N;INDF;NEUT;SG	N;NOM;SG
bind	maht	bind	maht	N;INDF;NEUT;SG	N;NOM;SG
bind	helitugevus	bind	helitugevus	N;INDF;NEUT;SG	N;NOM;SG
bind	köide	bind	köis	N;INDF;NEUT;SG	N;NOM;SG
bind	maht	bind	maht	N;INDF;NEUT;SG	N;NOM;SG
division	diviis	division	diviis	N;INDF;MASC+FEM;SG	N;NOM;SG
division	rajoon	division	rajoon	N;INDF;MASC+FEM;SG	N;NOM;SG
division	osakond	division	osakond	N;INDF;MASC+FEM;SG	N;NOM;SG
stod	seisis	stå	seisma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
stod	seisnud	stå	seisma	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
kaldet	helistas	kalde	helistama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
ret	õigus	ret	õigus	N;INDF;MASC+FEM;SG	N;NOM;SG
aldrig	kunagi	aldrig	kunagi	ADV	ADV
britiske	briti	britisk	briti	ADJ;PL	ADJ
amt	maakond	amt	maakond	N;INDF;NEUT;SG	N;NOM;SG
amt	amt	amt	amt	N;INDF;NEUT;SG	N;NOM;SG
serien	seeria	serie	seeria	N;DEF;MASC+FEM;SG	N;NOM;SG
data	andmed	data	andmed	N;INDF;NEUT;PL	N;NOM;PL
engelske	inglise	engelsk	inglise	ADJ;PL	ADJ
konge	king	konge	king	N;INDF;MASC+FEM;SG	N;NOM;SG
konge	kuningas	konge	kuningas	N;INDF;MASC+FEM;SG	N;NOM;SG
konge	kunn	konge	kunn	N;INDF;MASC+FEM;SG	N;NOM;SG
finde	leida	finde	leidma	V;NFIN;ACT	V;NFIN
finde	leia	finde	leidma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
finde	otsi	finde	otsima	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
periode	periood	periode	periood	N;INDF;MASC+FEM;SG	N;NOM;SG
periode	perioodi	periode	periood	N;INDF;MASC+FEM;SG	N;PRT;SG
periode	ajavahemik	periode	aja_vahemik	N;INDF;MASC+FEM;SG	N;NOM;SG
antal	number	antal	number	N;INDF;NEUT;SG	N;NOM;SG
antal	arv	antal	arv	N;INDF;NEUT;SG	N;NOM;SG
taget	võetud	tage	võtma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
instrueret	suunatud	instruere	suunama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
international	rahvusvaheline	international	rahvus_vaheline	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
formand	president	formand	president	N;INDF;MASC+FEM;SG	N;NOM;SG
formand	esimees	formand	esi_mees	N;INDF;MASC+FEM;SG	N;NOM;SG
formand	eesistuja	formand	ees_istuja	N;INDF;MASC+FEM;SG	N;NOM;SG
følge	follow	følge	follow	N;INDF;MASC+FEM;SG	N;NOM;SG
følge	järgne	følge	järgne	N;INDF;MASC+FEM;SG	N;NOM;SG
internationale	rahvusvahelised	international	rahvus_vaheline	ADJ;PL	ADJ;NOM;PL
stadion	staadion	stadion	staadion	N;INDF;NEUT;SG	N;NOM;SG
position	asukoht	position	asu_koht	N;INDF;MASC+FEM;SG	N;NOM;SG
position	positsioon	position	positsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
position	asend	position	asend	N;INDF;MASC+FEM;SG	N;NOM;SG
tredje	kolmas	tredje	kolmas	ADJ	ADJ;NOM;SG
tredje	kolmanda	tredje	kolmas	ADJ	ADJ;GEN;SG
områder	regioonid	område	regioon	N;INDF;NEUT;PL	N;NOM;PL
områder	piirkonnad	område	piirkond	N;INDF;NEUT;PL	N;NOM;PL
områder	alad	område	ala	N;INDF;NEUT;PL	N;NOM;PL
områder	valdkonnad	område	valdkond	N;INDF;NEUT;PL	N;NOM;PL
områder	piirkonnad	område	piirkond	N;INDF;NEUT;PL	N;NOM;PL
hjælp	abi	hjælp	abi	N;INDF;MASC+FEM;SG	N;PRT;SG
hjælp	appi	hjælp	abi	N;INDF;MASC+FEM;SG	N;IN+ALL;LGSPEC1;SG
angreb	rünnak	angreb	rünnak	N;INDF;NEUT;SG	N;NOM;SG
angreb	kallaletung	angreb	kallale_tung	N;INDF;NEUT;SG	N;NOM;SG
angreb	rünnak	angreb	rünnak	N;INDF;NEUT;SG	N;NOM;SG
angreb	ründamine	angreb	ründamine	N;INDF;NEUT;SG	N;NOM;SG
betyder	tähendab	betyde	tähendama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
betydning	olulisus	betydning	olulisus	N;INDF;MASC+FEM;SG	N;NOM;SG
betydning	tähtsus	betydning	tähtsus	N;INDF;MASC+FEM;SG	N;NOM;SG
betydning	tähendus	betydning	tähendus	N;INDF;MASC+FEM;SG	N;NOM;SG
betydning	olulisus	betydning	olulisus	N;INDF;MASC+FEM;SG	N;NOM;SG
rolle	rollis	rolle	roll	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
rolle	roll	rolle	roll	N;INDF;MASC+FEM;SG	N;NOM;SG
rolle	rolli	rolle	roll	N;INDF;MASC+FEM;SG	N;PRT;SG
begyndelsen	algus	begyndelse	algus	N;DEF;MASC+FEM;SG	N;NOM;SG
leder	manager	leder	manager	N;INDF;MASC+FEM;SG	N;NOM;SG
leder	juhataja	leder	juhataja	N;INDF;MASC+FEM;SG	N;NOM;SG
leder	haldur	leder	haldur	N;INDF;MASC+FEM;SG	N;NOM;SG
leder	liider	leder	liider	N;INDF;MASC+FEM;SG	N;NOM;SG
leder	juht	leder	juht	N;INDF;MASC+FEM;SG	N;NOM;SG
leder	leader	leder	leader	N;INDF;MASC+FEM;SG	N;NOM;SG
leder	toimetus	leder	toimetus	N;INDF;MASC+FEM;SG	N;NOM;SG
tage	võtke	tage	võtma	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN;ACT
tage	võta	tage	võtma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
perioden	periood	periode	periood	N;DEF;MASC+FEM;SG	N;NOM;SG
perioden	perioodi	periode	periood	N;DEF;MASC+FEM;SG	N;PRT;SG
perioden	ajavahemik	periode	aja_vahemik	N;DEF;MASC+FEM;SG	N;NOM;SG
rapport	aruanne	rapport	aru_anne	N;INDF;MASC+FEM;SG	N;NOM;SG
rapport	raport	rapport	raport	N;INDF;MASC+FEM;SG	N;NOM;SG
rapport	raporti	rapport	raport	N;INDF;MASC+FEM;SG	N;GEN;SG
rapport	ettekanne	rapport	ette_kanne	N;INDF;MASC+FEM;SG	N;NOM;SG
albummet	album	album	album	N;DEF;NEUT;SG	N;NOM;SG
moderne	moodne	moderne	moodne	ADJ	ADJ;NOM;SG
moderne	kaasaegne	moderne	kaas_aegne	ADJ	ADJ;NOM;SG
moderne	kaasaegne	moderne	kaas_aegne	ADJ	ADJ;NOM;SG
karriere	karjäär	karriere	karjäär	N;INDF;MASC+FEM;SG	N;NOM;SG
karriere	karjääri	karriere	karjäär	N;INDF;MASC+FEM;SG	N;PRT;SG
karriere	karjäär	karriere	karjäär	N;INDF;MASC+FEM;SG	N;NOM;SG
karriere	karjääri	karriere	karjäär	N;INDF;MASC+FEM;SG	N;PRT;SG
højde	kõrgus	højde	kõrgus	N;INDF;MASC+FEM;SG	N;NOM;SG
højde	kõrgus	højde	kõrgus	N;INDF;MASC+FEM;SG	N;NOM;SG
seks	kuus	seks	kuus	NUM	NUM;NOM;SG
viser	näitab	vise	näitama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
direkte	otse	direkte	otse	ADV	ADV
direkte	otseselt	direkte	otseselt	ADV	ADV
give	anda	give	andma	V;NFIN;ACT	V;NFIN
give	anna	give	andma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
præsident	president	præsident	president	N;INDF;MASC+FEM;SG	N;NOM;SG
førte	juhtis	føre	juhtima	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
måske	ehk	måske	ehk	ADV	ADV
måske	ehk	måske	ehk	ADV	ADV
måske	võibolla	måske	võib_olla	ADV	ADV
måske	äkki	måske	äkki	ADV	ADV
haft	oli	have	olema	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
familie	pere	familie	pere	N;INDF;MASC+FEM;SG	N;NOM;SG
familie	perekond	familie	perekond	N;INDF;MASC+FEM;SG	N;NOM;SG
nåede	saavutas	nå	saavutama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
ser	vaadates	se	vaatama	V;IND;PRS;FIN;ACT	V;V.CVB
ser	paistab	se	paistma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
yderligere	edasi	yderligere	edasi	ADV;CMPR	ADV
yderligere	kaugemale	yderligere	kaugemale	ADV;CMPR	ADV
steder	asukohad	sted	asu_koht	N;INDF;NEUT;PL	N;NOM;PL
steder	kohad	sted	koht	N;INDF;NEUT;PL	N;NOM;PL
gruppen	rühm	gruppe	rühm	N;DEF;MASC+FEM;SG	N;NOM;SG
gruppen	grupp	gruppe	grupp	N;DEF;MASC+FEM;SG	N;NOM;SG
gruppen	grupis	gruppe	grupp	N;DEF;MASC+FEM;SG	N;IN+ESS;SG
krig	sõda	krig	sõda	N;INDF;MASC+FEM;SG	N;NOM;SG
bare	lihtsalt	bare	lihtsalt	ADV	ADV
resultat	tulemus	resultat	tulemus	N;INDF;NEUT;SG	N;NOM;SG
resultat	tulemus	resultat	tulemus	N;INDF;NEUT;SG	N;NOM;SG
bedre	parem	god	parem	ADJ;CMPR	ADJ;NOM;CMPR;SG
bedre	paremad	god	parem	ADJ;CMPR	ADJ;NOM;CMPR;PL
museum	muuseumi	museum	muuseum	N;INDF;NEUT;SG	N;PRT;SG
museum	muuseum	museum	muuseum	N;INDF;NEUT;SG	N;NOM;SG
tale	sõnavõtt	tale	sõna_võtt	N;INDF;MASC+FEM;SG	N;NOM;SG
tale	kõne	tale	kõne	N;INDF;MASC+FEM;SG	N;NOM;SG
tale	jutt	tale	jutt	N;INDF;MASC+FEM;SG	N;NOM;SG
tale	kõnele	tale	kõne	N;INDF;MASC+FEM;SG	N;AT+ALL;SG
oprettet	loodi	oprette	looma	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
oprettet	loodud	oprette	looma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
byer	linnad	by	linn	N;INDF;MASC+FEM;PL	N;NOM;PL
byer	linnad	by	linn	N;INDF;MASC+FEM;PL	N;NOM;PL
øen	saart	ø	saar	N;DEF;MASC+FEM;SG	N;PRT;SG
øen	saar	ø	saar	N;DEF;MASC+FEM;SG	N;NOM;SG
muligt	võimalik	mulig	võimalik	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
flag	lipp	flag	lipp	N;INDF;NEUT;SG	N;NOM;SG
flag	lipu	flag	lipp	N;INDF;NEUT;SG	N;GEN;SG
bog	raamatu	bog	raamat	N;INDF;MASC+FEM;SG	N;GEN;SG
bog	raamat	bog	raamat	N;INDF;MASC+FEM;SG	N;NOM;SG
sæson	hooaeg	sæson	hoo_aeg	N;INDF;MASC+FEM;SG	N;NOM;SG
mænd	meestele	mand	mees	N;INDF;MASC+FEM;PL	N;AT+ALL;PL
mænd	mehed	mand	mees	N;INDF;MASC+FEM;PL	N;NOM;PL
tidspunkt	kellaaeg	tidspunkt	kella_aeg	N;INDF;NEUT;SG	N;NOM;SG
tidspunkt	aeg	tidspunkt	aeg	N;INDF;NEUT;SG	N;NOM;SG
tidspunkt	aja	tidspunkt	aeg	N;INDF;NEUT;SG	N;GEN;SG
tidspunkt	ajas	tidspunkt	aeg	N;INDF;NEUT;SG	N;IN+ESS;SG
tidspunkt	aega	tidspunkt	aeg	N;INDF;NEUT;SG	N;PRT;SG
cup	cup	cup	cup	N;INDF;MASC+FEM;SG	N;NOM;SG
cup	tops	cup	tops	N;INDF;MASC+FEM;SG	N;NOM;SG
cup	tass	cup	tass	N;INDF;MASC+FEM;SG	N;NOM;SG
cup	karikas	cup	karikas	N;INDF;MASC+FEM;SG	N;NOM;SG
professor	professor	professor	professor	N;INDF;MASC+FEM;SG	N;NOM;SG
skole	kooli	skole	kool	N;INDF;MASC+FEM;SG	N;PRT;SG
skole	koolis	skole	kool	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
skole	kool	skole	kool	N;INDF;MASC+FEM;SG	N;NOM;SG
fodboldspiller	jalgpallur	fodboldspiller	jalg_pallur	N;INDF;MASC+FEM;SG	N;NOM;SG
opført	loetletud	opføre	loetletud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
familien	pere	familie	pere	N;DEF;MASC+FEM;SG	N;NOM;SG
familien	perekond	familie	perekond	N;DEF;MASC+FEM;SG	N;NOM;SG
karl	karl	karl	karl	N;INDF;MASC+FEM;SG	N;NOM;SG
grad	kraadi	grad	kraad	N;INDF;MASC+FEM;SG	N;PRT;SG
grad	kraad	grad	kraad	N;INDF;MASC+FEM;SG	N;NOM;SG
bandet	bänd	band	bänd	N;DEF;NEUT;SG	N;NOM;SG
bandet	ansambel	band	ansambel	N;DEF;NEUT;SG	N;NOM;SG
hurtigt	ruttu	hurtigt	ruttu	ADV	ADV
hurtigt	kiiresti	hurtigt	kiiresti	ADV	ADV
hurtigt	ruttu	hurtigt	ruttu	ADV	ADV
hurtigt	kiiresti	hurtigt	kiiresti	ADV	ADV
fundet	leidis	finde	leidma	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
fundet	leiti	finde	leidma	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
fundet	leitud	finde	leidma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
kommunen	omavalitsus	kommune	oma_valitsus	N;DEF;MASC+FEM;SG	N;NOM;SG
kommunen	vald	kommune	vald	N;DEF;MASC+FEM;SG	N;NOM;SG
igennem	läbi	igennem	läbi	ADV	ADV
høj	kõrge	høj	kõrge	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hær	armee	hær	armee	N;INDF;MASC+FEM;SG	N;NOM;SG
hær	sõjavägi	hær	sõja_vägi	N;INDF;MASC+FEM;SG	N;NOM;SG
svenske	rootsi	svensk	rootsi	ADJ;PL	ADJ
bruger	kasutades	bruge	kasutama	V;IND;PRS;FIN;ACT	V;V.CVB
sang	sang	sang	sang	N;INDF;MASC+FEM;SG	N;NOM;SG
sang	laulmine	sang	laulmine	N;INDF;MASC+FEM;SG	N;NOM;SG
sang	laulu	sang	laul	N;INDF;MASC+FEM;SG	N;PRT;SG
sang	laul	sang	laul	N;INDF;MASC+FEM;SG	N;NOM;SG
floden	river	flod	river	N;DEF;MASC+FEM;SG	N;NOM;SG
floden	jõgi	flod	jõgi	N;DEF;MASC+FEM;SG	N;NOM;SG
hvordan	kuidas	hvordan	kuidas	ADV	ADV
oprindeligt	esialgu	oprindeligt	esi_algu	ADV	ADV
oprindeligt	algselt	oprindeligt	algselt	ADV	ADV
oprindeligt	algselt	oprindeligt	algselt	ADV	ADV
oprindeligt	esialgu	oprindeligt	esi_algu	ADV	ADV
bag	taga	bag	taga	ADV	ADV
kategori	kategooria	kategori	kategooria	N;INDF;MASC+FEM;SG	N;NOM;SG
altid	alati	altid	alati	ADV	ADV
vej	way	vej	way	N;INDF;MASC+FEM;SG	N;NOM;SG
vej	maantee	vej	maan_tee	N;INDF;MASC+FEM;SG	N;NOM;SG
vej	tee	vej	tee	N;INDF;MASC+FEM;SG	N;NOM;SG
vej	road	vej	road	N;INDF;MASC+FEM;SG	N;NOM;SG
god	tubli	god	tubli	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
god	hea	god	hea	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
kirken	kiriku	kirk	kirik	N;DEF;MASC+FEM;SG	N;NOM;SG
kirken	kirik	kirk	kirik	N;DEF;MASC+FEM;SG	N;NOM;SG
synes	tundub	synes	tunduma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
university	ülikool	university	üli_kool	N;INDF;MASC+FEM;SG	N;NOM;SG
och	och	och	och	N;INDF;MASC+FEM;SG	N;NOM
tal	arvud	tal	arv	N;INDF;NEUT;PL	N;NOM;PL
tal	numbrid	tal	number	N;INDF;NEUT;PL	N;NOM;PL
tæt	lähedal	tæt	lähedal	ADV	ADV
league	league	league	league	N;INDF;MASC+FEM;SG	N;NOM;SG
gammel	vana	gammel	vana	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
gammel	vanaks	gammel	vana	ADJ;INDF;MASC+FEM;SG	ADJ;TRANS;SG
ord	sõnad	ord	sõna	N;INDF;NEUT;PL	N;NOM;PL
ord	sõnu	ord	sõna	N;INDF;NEUT;PL	N;PRT;PL
lange	pikad	lang	pikk	ADJ;PL	ADJ;NOM;PL
politiker	poliitik	politiker	poliitik	N;INDF;MASC+FEM;SG	N;NOM;SG
kvinder	naised	kvinde	naine	N;INDF;MASC+FEM;PL	N;NOM;PL
top	top	top	top	N;INDF;MASC+FEM;SG	N;NOM;SG
top	ülemine	top	ülemine	N;INDF;MASC+FEM;SG	N;NOM;SG
ældre	vanem	gammel	vanem	ADJ;CMPR	ADJ;NOM;CMPR;SG
arbejder	töötab	arbejde	töötama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
arbejder	toimib	arbejde	toimima	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
grundlagt	rajatud	grundlægge	raja=tud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
image	pilt	image	pilt	N;INDF;NEUT;SG	N;NOM;SG
image	pildi	image	pilt	N;INDF;NEUT;SG	N;GEN;SG
indenfor	sees	indenfor	sees	ADV	ADV
nyt	uus	ny	uus	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
lavet	tehtud	lave	tegema	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
vist	näidatud	vise	näitama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
art	art	art	art	N;INDF;MASC+FEM;SG	N;NOM;SG
art	kunsti	art	kunst	N;INDF;MASC+FEM;SG	N;PRT;SG
art	kunst	art	kunst	N;INDF;MASC+FEM;SG	N;NOM;SG
