من	dari	مِن	dari	ADP	ADP
القرية	desa	قَريَة	desa	N;NOM;DEF;SG	N;SG
السنة	tahun	سَنَة	tahun	N;NOM;DEF;SG	N;SG
حكم	wasit	حُكم	wasit	N;NOM;INDF;SG	N;SG
شكل	bentuk	شَكل	bentuk	N;NOM;INDF;SG	N;SG
شكل	formulir	شَكل	formulir	N;NOM;INDF;SG	N
شكل	bentuk	شَكل	bentuk	N;NOM;INDF;SG	N;SG
نسبة	rasio	نِسبَة	rasio	N;NOM;INDF;SG	N;SG
نسبة	proporsi	نِسبَة	proporsi	N;NOM;INDF;SG	N;SG
الكتاب	kitab	كِتَاب	kitab	N;NOM;DEF;SG	N;SG
الكتاب	buku	كِتَاب	buku	N;NOM;DEF;SG	N;SG
حرب	perang	حَرب	perang	N;NOM;INDF;SG	N;SG
حرب	peperangan	حَرب	peperangan	N;NOM;INDF;SG	N
الجهاز	perangkat	جِهَاز	perangkat	N;NOM;DEF;SG	N;SG
الجهاز	peranti	جِهَاز	peranti	N;NOM;DEF;SG	N;SG
ثلاثة	tiga	ثَلَاثَة	tiga	NUM;NOM;INDF;MASC	NUM
الحكم	wasit	حُكم	wasit	N;NOM;DEF;SG	N;SG
الحكم	penghakiman	حُكم	penhakiman	N;NOM;DEF;SG	N;SG
الحكم	pemerintahan	حُكم	penperintahan	N;NOM;DEF;SG	N;SG
صفحة	halaman	صَفحَة	halaman	N;NOM;INDF;SG	N;SG
بلدية	kotamadya	بَلَدِيَّة	kotamadya	N;NOM;INDF;SG	N;SG
بلدية	munisipalitas	بَلَدِيَّة	munisipalitas	N;NOM;INDF;SG	N
القسم	departemen	قِسم	departemen	N;NOM;DEF;SG	N;SG
القسم	daerah	قِسم	daerah	N;NOM;DEF;SG	N;SG
القسم	bagian	قِسم	bagian	N;NOM;DEF;SG	N;SG
القسم	seksi	قِسم	seksi	N;NOM;DEF;SG	N;SG
برنامج	program	بَرنَامَج	program	N;NOM;INDF;SG	N;SG
برنامج	program	بَرنَامَج	program	N;NOM;INDF;SG	N;SG
برنامج	software	بَرنَامَج	software	N;NOM;INDF;SG	N
وقت	kali	وَقت	kali	N;NOM;INDF;SG	N;SG
وقت	waktu	وَقت	waktu	N;NOM;INDF;SG	N;SG
وقت	waktunya	وَقت	waktu	N;NOM;INDF;SG	N;SG
النظام	sistem	نِظَام	sistem	N;NOM;DEF;SG	N;SG
النظام	system	نِظَام	system	N;NOM;DEF;SG	N
النظام	pesanan	نِظَام	pesanan	N;NOM;DEF;SG	N;SG
النظام	pemesanan	نِظَام	penpesanan	N;NOM;DEF;SG	N;SG
النظام	urutan	نِظَام	urutan	N;NOM;DEF;SG	N;SG
الجمهورية	republik	جُمهُورِيَّة	republik	N;NOM;DEF;SG	N
مدرسة	sekolah	مَدرَسَة	sekolah	N;NOM;INDF;SG	N;SG
عرض	pertunjukan	عَرض	pertunjukan	N;NOM;INDF;SG	N;SG
عرض	presentasi	عَرض	presentasi	N;NOM;INDF;SG	N;SG
عرض	tampilan	عَرض	tampilan	N;NOM;INDF;SG	N;SG
عرض	display	عَرض	display	N;NOM;INDF;SG	N
عرض	tampilan	عَرض	tampilan	N;NOM;INDF;SG	N;SG
الدولية	internasional	دُوَلِيّ	internasional	ADJ;NOM;DEF;FEM;SG	ADJ;SG
المدرسة	sekolah	مَدرَسَة	sekolah	N;NOM;DEF;SG	N;SG
بناء	bangunan	بِنَاء	bangunan	N;ACC;INDF;SG	N;SG
بناء	gedung	بِنَاء	gedung	N;ACC;INDF;SG	N;SG
بناء	konstruksi	بِنَاء	konstruksi	N;ACC;INDF;SG	N;SG
بناء	pembangunan	بِنَاء	penbangunan	N;ACC;INDF;SG	N;SG
بناء	konstruktif	بِنَاء	konstruktif	N;ACC;INDF;SG	N;SG
المقالة	pasal	مُقَال	pasal	N;NOM;DEF;SG	N;SG
المقالة	artikel	مُقَال	artikel	N;NOM;DEF;SG	N;SG
التاريخ	tanggal	تَارِيخ	tanggal	N;NOM;DEF;SG	N;SG;ACT
التاريخ	riwayat	تَارِيخ	riwayat	N;NOM;DEF;SG	N
التاريخ	sejarah	تَارِيخ	sejarah	N;NOM;DEF;SG	N;SG
مجال	domain	مَجَال	domain	N;NOM;INDF;SG	N
مجال	ranah	مَجَال	ranah	N;NOM;INDF;SG	N
حركة	gerakan	حَرَكَة	gerakan	N;NOM;INDF;SG	N;SG
حركة	gerak	حَرَكَة	gerak	N;NOM;INDF;SG	N;SG;ACT
حركة	gerakan	حَرَكَة	gerakan	N;NOM;INDF;SG	N;SG
حركة	pergerakan	حَرَكَة	pergerakan	N;NOM;INDF;SG	N;SG
الرغم	kedengkian	رَغم	kedengkian	N;NOM;DEF;SG	N;SG
المقاطعة	kabupaten	مُقَاطَعَة	kabupaten	N;NOM;DEF;SG	N;SG
المقاطعة	daerah	مُقَاطَعَة	daerah	N;NOM;DEF;SG	N;SG
المقاطعة	powiat	مُقَاطَعَة	powiat	N;NOM;DEF;SG	N
المقاطعة	propinsi	مُقَاطَعَة	propinsi	N;NOM;DEF;SG	N;SG
المقاطعة	distrik	مُقَاطَعَة	distrik	N;NOM;DEF;SG	N;SG
المقاطعة	kecamatan	مُقَاطَعَة	kecamatan	N;NOM;DEF;SG	N;SG
المقاطعة	raionul	مُقَاطَعَة	raionul	N;NOM;DEF;SG	N
المقاطعة	kabupaten	مُقَاطَعَة	kabupaten	N;NOM;DEF;SG	N;SG
المقاطعة	daerah	مُقَاطَعَة	daerah	N;NOM;DEF;SG	N;SG
مسلسل	deret	مُسَلسَل	deret	N;NOM;INDF;SG	N;SG
مسلسل	seri	مُسَلسَل	seri	N;NOM;INDF;SG	N;SG
التعليم	edukasi	تَعلِيم	edukasi	N;NOM;DEF;SG	N;SG
التعليم	pendidikan	تَعلِيم	pendidikan	N;NOM;DEF;SG	N;SG
تقرير	laporan	تَقرِير	laporan	N;NOM;INDF;SG	N;SG
المناطق	region	مِنطَقَة	region	N;NOM;DEF;PL	N
عضو	anggota	عُضو	anggota	N;NOM;INDF;SG	N;SG
لغة	bahasa	لُغَة	bahasa	N;NOM;INDF;SG	N;SG
الشرق	timur	شَرق	timur	N;NOM;DEF;SG	N;SG
الجزائر	aljazair	جَزَائِر	aljazair	N;NOM;DEF;PL	N
معركة	pertempuran	مَعرَكَة	pertempuran	N;NOM;INDF;SG	N;SG
معركة	peperangan	مَعرَكَة	peperangan	N;NOM;INDF;SG	N
الجزء	bagian	جُزء	bagian	N;NOM;DEF;SG	N;SG
الجزء	segmen	جُزء	segmen	N;NOM;DEF;SG	N;SG
بوابة	gerbang	بَوَّابَة	gerbang	N;NOM;INDF;SG	N;SG
بوابة	portal	بَوَّابَة	portal	N;NOM;INDF;SG	N
بوابة	gerbang	بَوَّابَة	gerbang	N;NOM;INDF;SG	N;SG
مقالة	esai	مَقَالَة	esai	N;NOM;INDF;SG	N;SG;ACT
مقالة	pasal	مَقَالَة	pasal	N;NOM;INDF;SG	N;SG
مقالة	artikel	مَقَالَة	artikel	N;NOM;INDF;SG	N;SG
نفسه	dirinya	نفسه	diri	PRO;NOM;MASC;SG;3	PRO;SG
قناة	kanal	قَنَاة	kanal	N;NOM;INDF;SG	N
قناة	terusan	قَنَاة	terusan	N;NOM;INDF;SG	N;SG
قناة	kanal	قَنَاة	kanal	N;NOM;INDF;SG	N
قناة	channel	قَنَاة	channel	N;NOM;INDF;SG	N
قناة	saluran	قَنَاة	saluran	N;NOM;INDF;SG	N;SG
الخارجية	eksternal	خَارِجِيَّة	eksternal	N;NOM;DEF;SG	N
النوع	genre	نَوع	genre	N;NOM;DEF;SG	N
النوع	jenis	نَوع	jenis	N;NOM;DEF;SG	N;SG
النوع	tipe	نَوع	tipe	N;NOM;DEF;SG	N;SG
مناطق	region	مِنطَقَة	region	N;NOM;INDF;PL	N
شهر	bulan	شَهر	bulan	N;NOM;INDF;SG	N;SG
سلسلة	deret	سِلسِلَة	deret	N;NOM;INDF;SG	N;SG
سلسلة	seri	سِلسِلَة	seri	N;NOM;INDF;SG	N;SG
سلسلة	untaian	سِلسِلَة	untaian	N;NOM;INDF;SG	N;SG
سلسلة	string	سِلسِلَة	string	N;NOM;INDF;SG	N
سلسلة	rantai	سِلسِلَة	rantai	N;NOM;INDF;SG	N;SG
جديدة	baru	جَدِيد	baru	ADJ;NOM;INDF;FEM;SG	ADJ;SG
فيديو	video	فِيدِيُو	video	N;NOM;INDF;SG	N;SG
جزيرة	pulau	جَزِيرَة	pulau	N;NOM;INDF;SG	N;SG
جمهورية	republik	جُمهُورِيَّة	republik	N;NOM;INDF;SG	N
لبنان	libanon	لُبنَان	libanon	N;NOM;INDF;SG	N;SG
عالم	dunia	عَالَم	dunia	N;NOM;INDF;SG	N;SG
عالم	ilmuwan	عَالَم	ilmuwan	N;NOM;INDF;SG	N;MASC;SG
عالم	ilmuan	عَالَم	ilmuan	N;NOM;INDF;SG	N;SG
عالم	sarjana	عَالَم	sarjana	N;NOM;INDF;SG	N
عالم	terpelajar	عَالَم	terpelajar	N;NOM;INDF;SG	N;SG
عالم	cendekiawan	عَالَم	cendekiawan	N;NOM;INDF;SG	N;SG
الدم	darah	دَم	darah	N;NOM;DEF;SG	N;SG
وزارة	kementrian	وِزَارَة	kementrian	N;NOM;INDF;SG	N;SG
وزارة	pelayanan	وِزَارَة	penlayanan	N;NOM;INDF;SG	N;SG
وزارة	kementerian	وِزَارَة	kementerian	N;NOM;INDF;SG	N;SG
الجزيرة	pulau	جَزِيرَة	pulau	N;NOM;DEF;SG	N;SG
المجلس	majelis	مَجلِس	majelis	N;NOM;DEF;SG	N;SG
المجلس	dewan	مَجلِس	dewan	N;NOM;DEF;SG	N;SG
الحزب	partai	حِزب	partai	N;NOM;DEF;SG	N;SG
الحزب	pesta	حِزب	pesta	N;NOM;DEF;SG	N;SG
الحزب	pihak	حِزب	pihak	N;NOM;DEF;SG	N;SG
مستوى	aras	مُستَوَى	aras	N;NOM;INDF;SG	N;SG
مستوى	level	مُستَوَى	level	N;NOM;INDF;SG	N
مستوى	tingkatan	مُستَوَى	tingkatan	N;NOM;INDF;SG	N;SG
مستوى	tingkat	مُستَوَى	tingkat	N;NOM;INDF;SG	N;SG
مختلفة	beda	مُختَلِف	beda	ADJ;NOM;INDF;FEM;SG	ADJ;SG
عبارة	frase	عِبَارَة	frase	N;NOM;INDF;SG	N
عبارة	frasa	عِبَارَة	frasa	N;NOM;INDF;SG	N
ممثل	perwakilan	مُمَثِّل	perwakilan	N;NOM;INDF;SG	N;SG
ممثل	aktor	مُمَثِّل	aktor	N;NOM;INDF;SG	N;SG
المجتمع	masyarakat	مُجتَمَع	masyarakat	N;NOM;DEF;SG	N;SG
المجتمع	komunitas	مُجتَمَع	komunitas	N;NOM;DEF;SG	N;SG
المجتمع	masyarakat	مُجتَمَع	masyarakat	N;NOM;DEF;SG	N;SG
حزب	partai	حِزب	partai	N;NOM;INDF;SG	N;SG
حزب	pesta	حِزب	pesta	N;NOM;INDF;SG	N;SG
حزب	pihak	حِزب	pihak	N;NOM;INDF;SG	N;SG
ثلاث	tiga	ثَلَاثَة	tiga	NUM;NOM;INDF;FEM	NUM
الجامعة	kuliah	جَامِعَة	kuliah	N;NOM;DEF;SG	N;SG
الماء	air	مَاء	air	N;NOM;DEF;SG	N;SG
الدكتور	doktor	دُكتُور	doktor	N;NOM;DEF;SG	N;SG
الدكتور	dokter	دُكتُور	dokter	N;NOM;DEF;SG	N;SG
شارك	bagikan	شَارَك	bagikan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
شارك	berbagi	شَارَك	berbagi	V;PFV;MASC;SG;3;ACT	V;SG;ACT
غرب	barat	غَرب	barat	N;NOM;INDF;SG	N;SG
غرب	barat	غَرب	barat	N;NOM;INDF;SG	N;SG
عادة	kebiasaan	عَادَة	kebiasaan	N;ACC;INDF;SG	N;SG
العلم	ilmu	عِلم	ilmu	N;NOM;DEF;SG	N;SG
العلم	sains	عِلم	sains	N;NOM;DEF;SG	N;SG
العلم	bendera	عِلم	bendera	N;NOM;DEF;SG	N;SG
شخص	orang	شَخص	orang	N;NOM;INDF;SG	N;SG
شخص	seseorang	شَخص	seseorang	N;NOM;INDF;SG	N;SG
عهد	zaman	عَهد	zaman	N;NOM;INDF;SG	N;SG
عهد	era	عَهد	era	N;NOM;INDF;SG	N
دولار	dolar	دُولَار	dolar	N;NOM;INDF;SG	N;SG
دولار	dolar	دُولَار	dolar	N;NOM;INDF;SG	N;SG
الكبير	besar	كَبِير	besar	ADJ;NOM;DEF;MASC;SG	ADJ;SG
الميلاد	kelahiran	مِيلَاد	kelahiran	N;NOM;DEF;SG	N;SG
النقطة	poin	نُقطَة	poin	N;NOM;DEF;SG	N;SG
النقطة	titik	نُقطَة	titik	N;NOM;DEF;SG	N;SG
النقطة	point	نُقطَة	point	N;NOM;DEF;SG	N
الشركة	firma	شَرِكَة	firma	N;NOM;DEF;SG	N
الشركة	perusahaan	شَرِكَة	perusahaan	N;NOM;DEF;SG	N;SG
الشركة	korporasi	شَرِكَة	korporasi	N;NOM;DEF;SG	N;SG
العصر	sore	عَصر	sore	N;NOM;DEF;SG	N;SG
العصر	siang	عَصر	siang	N;NOM;DEF;SG	N;SG
العصر	zaman	عَصر	zaman	N;NOM;DEF;SG	N;SG
العصر	era	عَصر	era	N;NOM;DEF;SG	N
الفريق	tim	فَرِيق	tim	N;NOM;DEF;SG	N;SG
فلسطين	palestina	فِلَسطِين	palestina	N;NOM;INDF;SG	N;SG
مجلة	majalah	مَجَلَّة	majalah	N;NOM;INDF;SG	N;SG
الثورة	revolusi	ثَورَة	revolusi	N;NOM;DEF;SG	N;SG
العاصمة	ibukota	عَاصِمَة	ibukota	N;NOM;DEF;SG	N;SG
العاصمة	modal	عَاصِمَة	modal	N;NOM;DEF;SG	N;SG
الحركة	gerakan	حَرَكَة	gerakan	N;NOM;DEF;SG	N;SG
الحركة	gerak	حَرَكَة	gerak	N;NOM;DEF;SG	N;SG;ACT
الحركة	tindakan	حَرَكَة	tindakan	N;NOM;DEF;SG	N;SG
الحركة	aksi	حَرَكَة	aksi	N;NOM;DEF;SG	N;SG
الحركة	gerakan	حَرَكَة	gerakan	N;NOM;DEF;SG	N;SG
الحركة	pergerakan	حَرَكَة	pergerakan	N;NOM;DEF;SG	N;SG
جانب	sisi	جَانِب	sisi	N;NOM;INDF;SG	N;SG
جانب	samping	جَانِب	samping	N;NOM;INDF;SG	N;SG
جانب	aspek	جَانِب	aspek	N;NOM;INDF;SG	N;SG
مشروع	proyek	مَشرُوع	proyek	N;NOM;INDF;SG	N;SG
مشروع	projek	مَشرُوع	projek	N;NOM;INDF;SG	N;SG
الطاقة	tenaga	طَاقَة	tenaga	N;NOM;DEF;SG	N;SG
الطاقة	energi	طَاقَة	energi	N;NOM;DEF;SG	N;SG
الطاقة	tenaga	طَاقَة	tenaga	N;NOM;DEF;SG	N;SG
الطاقة	kekuasaan	طَاقَة	kekuasaan	N;NOM;DEF;SG	N;SG
الطاقة	kekuatan	طَاقَة	kekuatan	N;NOM;DEF;SG	N;SG
الطاقة	daya	طَاقَة	daya	N;NOM;DEF;SG	N;SG
الرئيسية	utama	رَئِيسِيّ	utama	ADJ;NOM;DEF;FEM;SG	ADJ;SG
مكتب	perkantoran	مَكتَب	perkantoran	N;NOM;INDF;SG	N;SG
مكتب	kantor	مَكتَب	kantor	N;NOM;INDF;SG	N;SG
مكتب	kantoran	مَكتَب	kantoran	N;NOM;INDF;SG	N;SG
مكتب	meja	مَكتَب	meja	N;NOM;INDF;SG	N;SG
جنس	seks	جنس	seks	N;NOM;INDF;SG	N;SG
عنوان	alamat	عُنوَان	alamat	N;NOM;INDF;SG	N;SG
عنوان	gelar	عُنوَان	gelar	N;NOM;INDF;SG	N;SG;ACT
عنوان	jabatan	عُنوَان	jabatan	N;NOM;INDF;SG	N;SG
عنوان	judul	عُنوَان	judul	N;NOM;INDF;SG	N;SG
الشمس	matahari	شَمس	matahari	N;NOM;DEF;SG	N;SG
جزء	bagian	جُزء	bagian	N;NOM;INDF;SG	N;SG
رجل	pria	رَجُل	pria	N;NOM;INDF;SG	N;SG
رجل	manusia	رَجُل	manusia	N;NOM;INDF;SG	N;SG
المجموعة	group	مَجمُوعَة	group	N;NOM;DEF;SG	N
المجموعة	grup	مَجمُوعَة	grup	N;NOM;DEF;SG	N;SG
المجموعة	kelompok	مَجمُوعَة	kelompok	N;NOM;DEF;SG	N;SG
المجموعة	koleksi	مَجمُوعَة	koleksi	N;NOM;DEF;SG	N;SG
النادي	klub	نَادِي	klub	N;NOM;DEF;SG	N;SG
المواد	matre	مَادَّة	matre	N;NOM;DEF;PL	N
دراسة	kajian	دِرَاسَة	kajian	N;NOM;INDF;SG	N;SG
دراسة	studi	دِرَاسَة	studi	N;NOM;INDF;SG	N;SG
الجديد	baru	جَدِيد	baru	ADJ;NOM;DEF;MASC;SG	ADJ;SG
سبب	alasannya	سَبَب	alasan	N;NOM;INDF;SG	N;SG
سبب	alasan	سَبَب	alasan	N;NOM;INDF;SG	N;SG
سبب	penyebab	سَبَب	pensebab	N;NOM;INDF;SG	N;SG
دورة	daur	دَورَة	daur	N;NOM;INDF;SG	N;SG
دورة	siklus	دَورَة	siklus	N;NOM;INDF;SG	N;SG
العالمي	global	عَالَمِيّ	global	ADJ;NOM;DEF;MASC;SG	ADJ
حياة	kehidupan	حَيَاة	kehidupan	N;NOM;INDF;SG	N;SG
حياة	hidup	حَيَاة	hidup	N;NOM;INDF;SG	N;SG
القانون	hukum	قَانُون	hukum	N;NOM;DEF;SG	N;SG;ACT
شخصية	tokoh	شَخصِيَّة	tokoh	N;NOM;INDF;SG	N;SG
شخصية	karakter	شَخصِيَّة	karakter	N;NOM;INDF;SG	N;SG
شخصية	kepribadian	شَخصِيَّة	kepribadian	N;NOM;INDF;SG	N;SG
تحديث	penyegaran	تَحدِيث	pensegaran	N;NOM;INDF;SG	N;SG
تحديث	refresh	تَحدِيث	refresh	N;NOM;INDF;SG	N
تحديث	pembaruan	تَحدِيث	penbaruan	N;NOM;INDF;SG	N;SG
تحديث	pemutakhiran	تَحدِيث	penputakhiran	N;NOM;INDF;SG	N;SG
جديد	baru	جَدِيد	baru	ADJ;NOM;INDF;MASC;SG	ADJ;SG
الطريق	jalan	طَرِيق	jalan	N;NOM;DEF;SG	N;SG;ACT
يعمل	bekerja	عَمِل	bekerja	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يعمل	berfungsi	عَمِل	berfungsi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يعمل	bekerja	عَمِل	bekerja	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
السابق	mantan	سَابِق	mantan	N;NOM;DEF;SG	N;SG
صغيرة	kecil	صَغِير	kecil	ADJ;NOM;INDF;FEM;SG	ADJ;SG
نقل	transfer	نَقل	transfer	N;NOM;INDF;SG	N;SG
نقل	transportasi	نَقل	transportasi	N;NOM;INDF;SG	N;SG
نقل	pengangkutan	نَقل	penangkutan	N;NOM;INDF;SG	N;SG
نقل	transportasi	نَقل	transportasi	N;NOM;INDF;SG	N;SG
نقل	transpor	نَقل	transpor	N;NOM;INDF;SG	N;SG
نقل	angkut	نَقل	angkut	N;NOM;INDF;SG	N;SG;ACT
نقل	pengangkutan	نَقل	penangkutan	N;NOM;INDF;SG	N;SG
منظمة	organisasi	مُنَظَّمَة	organisasi	N;NOM;INDF;SG	N;SG
منظمة	organisasi	مُنَظَّمَة	organisasi	N;NOM;INDF;SG	N;SG
السلام	kedamaian	سَلَام	kedamaian	N;NOM;DEF;SG	N;SG
السلام	perdamaian	سَلَام	perdamaian	N;NOM;DEF;SG	N;SG
الولاية	negara	وِلَايَة	negara	N;NOM;DEF;SG	N;SG
الولاية	keadaan	وِلَايَة	keadaan	N;NOM;DEF;SG	N;SG
الولاية	mandat	وِلَايَة	mandat	N;NOM;DEF;SG	N;SG
رمز	simbol	رَمز	simbol	N;NOM;INDF;SG	N;SG
رمز	kode	رَمز	kode	N;NOM;INDF;SG	N;SG
رمز	icon	رَمز	icon	N;NOM;INDF;SG	N
رمز	ikon	رَمز	ikon	N;NOM;INDF;SG	N
الجنسية	kewarganegaraan	جِنسِيَّة	kewarganegaraan	N;NOM;DEF;SG	N;SG
الجنسية	kebangsaan	جِنسِيَّة	kebangsaan	N;NOM;DEF;SG	N;SG
الجنسية	kewarganegaraan	جِنسِيَّة	kewarganegaraan	N;NOM;DEF;SG	N;SG
موسم	musim	مَوسِم	musim	N;NOM;INDF;SG	N;SG
موسم	musimnya	مَوسِم	musim	N;NOM;INDF;SG	N;SG
طلب	permintaan	طَلَب	permintaan	N;NOM;INDF;SG	N;SG
طلب	pesanan	طَلَب	pesanan	N;NOM;INDF;SG	N;SG
طلب	pemesanan	طَلَب	penpesanan	N;NOM;INDF;SG	N;SG
طلب	urutan	طَلَب	urutan	N;NOM;INDF;SG	N;SG
هم	mereka	هُوَ	mereka	PRO;NOM;MASC;PL;3	PRO;PL;3
هم	mereka	هُوَ	mereka	PRO;NOM;MASC;PL;3	PRO;PL;3
يلعب	memainkan	لَعِب	menmainkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يلعب	bermain	لَعِب	bermain	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يلعب	memainkan	لَعِب	menmainkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يلعب	bermain	لَعِب	bermain	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
بلديات	komune	بَلَدِيَّة	komune	N;NOM;INDF;PL	N
قانون	hukum	قَانُون	hukum	N;NOM;INDF;SG	N;SG;ACT
كلمة	kata	كَلِمَة	kata	N;NOM;INDF;SG	N;SG
سباق	balapan	سِبَاق	balapan	N;NOM;INDF;SG	N;SG
سباق	perlombaan	سِبَاق	perlombaan	N;NOM;INDF;SG	N;SG
سباق	ras	سِبَاق	ras	N;NOM;INDF;SG	N;SG
سباق	lomba	سِبَاق	lomba	N;NOM;INDF;SG	N;SG
سباق	balapan	سِبَاق	balapan	N;NOM;INDF;SG	N;SG
سباق	balap	سِبَاق	balap	N;NOM;INDF;SG	N;SG;ACT
سباق	racing	سِبَاق	racing	N;NOM;INDF;SG	N
حكومة	pemerintah	حُكُومَة	penperintah	N;NOM;INDF;SG	N;SG
حكومة	pemerintahan	حُكُومَة	penperintahan	N;NOM;INDF;SG	N;SG
سجل	daftarkan	سَجَّل	daftarkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
الشعب	divisi	شَعب	divisi	N;NOM;DEF;SG	N;SG
الشعب	pembagian	شَعب	penbagian	N;NOM;DEF;SG	N;SG
الخليج	teluk	خَلِيج	teluk	N;NOM;DEF;SG	N;SG
الخليج	teluk	خَلِيج	teluk	N;NOM;DEF;SG	N;SG
نشر	penerbit	نَشر	penterbit	N;NOM;INDF;SG	N;SG
نشر	terbitan	نَشر	terbitan	N;NOM;INDF;SG	N;SG
نشر	penerbitan	نَشر	penterbitan	N;NOM;INDF;SG	N;SG
نشر	publikasi	نَشر	publikasi	N;NOM;INDF;SG	N
قصة	cerita	قِصَّة	cerita	N;NOM;INDF;SG	N;SG
قصة	berita	قِصَّة	berita	N;NOM;INDF;SG	N;SG
قصة	kisah	قِصَّة	kisah	N;NOM;INDF;SG	N;SG
مصدر	sumber	مَصدَر	sumber	N;NOM;INDF;SG	N;SG
خارج	diluar	خَارِجَ	diluar	ADP;ACC	ADP;SG;PASS
يقول	berkata	قَال	berkata	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يقول	mengatakan	قَال	menkatakan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
وحدة	persatuan	وَحدَة	persatuan	N;NOM;INDF;SG	N;SG
وحدة	kesatuan	وَحدَة	kesatuan	N;NOM;INDF;SG	N
وحدة	kekompakan	وَحدَة	kekompakan	N;NOM;INDF;SG	N;SG
وحدة	modul	وَحدَة	modul	N;NOM;INDF;SG	N;SG
وحدة	satuan	وَحدَة	satuan	N;NOM;INDF;SG	N;SG
وحدة	unit	وَحدَة	unit	N;NOM;INDF;SG	N;SG
ثورة	revolusi	ثَورَة	revolusi	N;NOM;INDF;SG	N;SG
الجنوب	selatan	جَنُوب	selatan	N;NOM;DEF;SG	N;SG
وزير	menteri	وَزِير	menteri	N;NOM;INDF;SG	N;SG
مسجد	masjid	مَسجِد	masjid	N;NOM;INDF;SG	N;SG
مسجد	masjid	مَسجِد	masjid	N;NOM;INDF;SG	N;SG
يد	tangan	يَد	tangan	N;NOM;INDF;SG	N;SG
قوة	kekuatan	قُوَّة	kekuatan	N;NOM;INDF;SG	N;SG
قوة	angkatan	قُوَّة	angkatan	N;NOM;INDF;SG	N;SG
قوة	paksa	قُوَّة	paksa	N;NOM;INDF;SG	N;SG;ACT
قوة	tenaga	قُوَّة	tenaga	N;NOM;INDF;SG	N;SG
قوة	kekuasaan	قُوَّة	kekuasaan	N;NOM;INDF;SG	N;SG
قوة	kekuatan	قُوَّة	kekuatan	N;NOM;INDF;SG	N;SG
قوة	daya	قُوَّة	daya	N;NOM;INDF;SG	N;SG
مباراة	permainan	مُبَارَاة	permainan	N;NOM;INDF;SG	N;SG
مباراة	game	مُبَارَاة	game	N;NOM;INDF;SG	N;SG
مباراة	korek	مُبَارَاة	korek	N;NOM;INDF;SG	N;SG;ACT
مباراة	pertandingan	مُبَارَاة	pertandingan	N;NOM;INDF;SG	N;SG
مباراة	kecocokan	مُبَارَاة	kecocokan	N;NOM;INDF;SG	N;SG
الداخلية	internal	دَاخِلِيّ	internal	ADJ;NOM;DEF;FEM;SG	ADJ;SG
لعب	mainkan	لَعِب	mainkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
لعب	bermain	لَعِب	bermain	V;PFV;MASC;SG;3;ACT	V;SG;ACT
مختلف	beda	مُختَلِف	beda	ADJ;NOM;INDF;MASC;SG	ADJ;SG
البحث	pencarian	بَحث	pencarian	N;NOM;DEF;SG	N;SG
البحث	pencarian	بَحث	pencarian	N;NOM;DEF;SG	N;SG
البحث	riset	بَحث	riset	N;NOM;DEF;SG	N;SG
البحث	penelitian	بَحث	pentelitian	N;NOM;DEF;SG	N;SG
الوسطى	pusat	أَوسَط	pusat	N;NOM;DEF;SG	N;SG
الوسطى	sentral	أَوسَط	sentral	N;NOM;DEF;SG	N;SG
نظرية	teori	نَظَرِيَّة	teori	N;NOM;INDF;SG	N;SG
قاعدة	pangkalan	قَاعِدَة	pangkalan	N;NOM;INDF;SG	N;SG
قاعدة	base	قَاعِدَة	base	N;NOM;INDF;SG	N
قاعدة	markas	قَاعِدَة	markas	N;NOM;INDF;SG	N;SG
قاعدة	kaidah	قَاعِدَة	kaidah	N;NOM;INDF;SG	N;SG
قاعدة	peraturan	قَاعِدَة	peraturan	N;NOM;INDF;SG	N;SG
قاعدة	aturan	قَاعِدَة	aturan	N;NOM;INDF;SG	N;SG
زيادة	peningkatan	زِيَادَة	pentingkatan	N;NOM;INDF;SG	N;SG
السلطان	sultan	سُلطَان	sultan	N;NOM;DEF;SG	N
المسيحية	kekristenan	مَسِيحِيَّة	kekristenan	N;NOM;DEF;SG	N;SG
الكنيسة	gereja	كَنِيسَة	gereja	N;NOM;DEF;SG	N;SG
طريقة	metoda	طَرِيقَة	metoda	N;NOM;INDF;SG	N;SG
طريقة	metode	طَرِيقَة	metode	N;NOM;INDF;SG	N;SG
الدفاع	pembela	دِفَاع	penbela	N;NOM;DEF;SG	N;SG
الدفاع	pertahanan	دِفَاع	pertahanan	N;NOM;DEF;SG	N;SG
الدفاع	pembela	دِفَاع	penbela	N;NOM;DEF;SG	N;SG
