antropología	ανθρωπολογία	antropología	ανθρωπολογία	N;FEM;SG	N;NOM;FEM;SG
detención	τιμωρία	detención	τιμωρία	N;FEM;SG	N;ACC;FEM;SG
detención	κράτηση	detención	κράτηση	N;FEM;SG	N;NOM;FEM;SG
algoritmo	αλγόριθμο	algoritmo	αλγόριθμος	N;MASC;SG	N;ACC;MASC;SG
algoritmo	αλγόριθμος	algoritmo	αλγόριθμος	N;MASC;SG	N;NOM;MASC;SG
inversiones	επενδύσεις	inversión	επένδυση	N;FEM;PL	N;NOM;FEM;PL
inversiones	επενδύσεις	inversión	επένδυση	N;FEM;PL	N;NOM;FEM;PL
inversiones	επενδύσεων	inversión	επένδυση	N;FEM;PL	N;GEN;FEM;PL
criaturas	πλάσματα	criatura	πλάσμα	N;FEM;PL	N;NOM;NEUT;PL
mercancías	εμπορεύματα	mercancía	εμπόρευμα	N;FEM;PL	N;NOM;NEUT;PL
mercancías	αγαθά	mercancía	αγαθό	N;FEM;PL	N;NOM;NEUT;PL
mercancías	εμπορευμάτων	mercancía	εμπόρευμα	N;FEM;PL	N;GEN;NEUT;PL
mercancías	εμπορεύματα	mercancía	εμπόρευμα	N;FEM;PL	N;NOM;NEUT;PL
construye	χτίζει	construir	χτίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
agregar	προσθέτοντας	agregar	προσθέτω	V;NFIN	V;IPFV;V.CVB;ACT
agregar	προσθέστε	agregar	προσθέτω	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
marinas	μαρίνες	marina	μαρίνα	N;FEM;PL	N;NOM;FEM;PL
tela	πανί	tela	πανί	N;FEM;SG	N;NOM;NEUT;SG
tela	ύφασμα	tela	ύφασμα	N;FEM;SG	N;NOM;NEUT;SG
tela	ύφασμα	tela	ύφασμα	N;FEM;SG	N;NOM;NEUT;SG
refugiados	πρόσφυγες	refugiado	πρόσφυγας	N;MASC;PL	N;NOM;MASC;PL
cantera	λατομείο	cantera	λατομείο	N;FEM;SG	N;NOM;NEUT;SG
mancomunidad	κοινοπολιτείας	mancomunidad	κοινοπολιτεία	N;FEM;SG	N;GEN;FEM;SG
mancomunidad	κοινοπολιτεία	mancomunidad	κοινοπολιτεία	N;FEM;SG	N;NOM;FEM;SG
énfasis	έμφαση	énfasis	έμφαση	N;MASC	N;ACC;FEM;SG
almagro	αλμάγρο	almagro	αλμάγρος	N;MASC;SG	N;NOM;MASC;SG
brothers	αδέλφια	brothers	αδέρφι	N;MASC;PL	N;NOM;NEUT;PL
brothers	αδέρφια	brothers	αδέρφι	N;MASC;PL	N;NOM;NEUT;PL
brothers	αδελφοί	brothers	αδελφός	N;MASC;PL	N;NOM;MASC;PL
circo	τσίρκο	circo	τσίρκο	N;MASC;SG	N;NOM;NEUT;SG
robo	κλοπή	robo	κλοπή	N;MASC;SG	N;NOM;FEM;SG
robo	κλεψιά	robo	κλεψιά	N;MASC;SG	N;NOM;FEM;SG
robo	ληστεία	robo	ληστεία	N;MASC;SG	N;NOM;FEM;SG
robo	διάρρηξη	robo	διάρρηξη	N;MASC;SG	N;ACC;FEM;SG
radial	ακτινική	radial	ακτινικός	ADJ;SG	ADJ;NOM;FEM;SG
contactos	επαφές	contacto	επαφή	N;MASC;PL	N;NOM;FEM;PL
exploradores	ανιχνευτές	explorador	ανιχνευτής	N;MASC;PL	N;NOM;MASC;PL
exploradores	εξερευνητές	explorador	εξερευνητής	N;MASC;PL	N;NOM;MASC;PL
flauta	φλάουτο	flauta	φλάουτος	N;FEM;SG	N;NOM;NEUT;SG
hormigón	τσιμέντο	hormigón	τσίμει	N;MASC;SG	N;NOM;NEUT;SG
hormigón	σκυροδέματος	hormigón	σκύροδεμα	N;MASC;SG	N;GEN;NEUT;SG
hormigón	σκυρόδεμα	hormigón	σκυρόδεμα	N;MASC;SG	N;NOM;NEUT;SG
odio	μίσος	odio	μίσος	N;MASC;SG	N;NOM;NEUT;SG
odio	μίσος	odio	μίσος	N;MASC;SG	N;NOM;NEUT;SG
celta	κέλτικο	celta	κέλτικος	N;SG	N;NOM;NEUT;SG
consultas	διαβουλεύσεις	consulta	διαβούλευση	N;FEM;PL	N;NOM;FEM;PL
consultas	έρευνες	consulta	έρευνα	N;FEM;PL	N;NOM;FEM;PL
consultas	διαβουλεύσεις	consulta	διαβούλευση	N;FEM;PL	N;NOM;FEM;PL
consultas	έρευνες	consulta	έρευνα	N;FEM;PL	N;NOM;FEM;PL
comprobar	ελέγξτε	comprobar	ελέγω	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
prosa	πρόζα	prosa	πρόνα	N;FEM;SG	N;NOM;FEM;SG
condena	καταδίκη	condena	καταδίκη	N;FEM;SG	N;ACC;FEM;SG
saboya	σαβόι	saber	σαβός	N;FEM;SG	N
religiones	θρησκείες	religión	θρησκεία	N;FEM;PL	N;NOM;FEM;PL
lealtad	πίστη	lealtad	πίστα	N;FEM;SG	N;NOM;FEM;SG
lealtad	αφοσίωση	lealtad	αφοσίωση	N;FEM;SG	N;ACC;FEM;SG
compañera	συντροφιά	compañera	συντροφιά	N;FEM;SG	N;NOM;FEM;SG
compañera	σύντροφος	compañera	σύντροφος	N;FEM;SG	N;NOM;MASC;SG
morris	μόρρις	morri	μόρρις	N;SG	N;NOM
start	αρχή	start	αρχή	N	N;NOM;FEM;SG
start	εκκίνηση	start	εκκίνηση	N	N;ACC;FEM;SG
start	έναρξη	start	έναρξη	N	N;ACC;FEM;SG
funcional	λειτουργικός	funcional	λειτουργικός	ADJ;SG	ADJ;NOM;MASC;SG
funcional	λειτουργικό	funcional	λειτουργικός	ADJ;SG	ADJ;NOM;NEUT;SG
funcional	λειτουργική	funcional	λειτουργικός	ADJ;SG	ADJ;NOM;FEM;SG
disparos	πυροβολισμούς	disparo	πυροβολισμός	N;MASC;PL	N;NOM;MASC;PL
disparos	πυροβολισμοί	disparo	πυροβολισμός	N;MASC;PL	N;NOM;MASC;PL
disparos	πυροβολισμοί	disparo	πυροβολισμός	N;MASC;PL	N;NOM;MASC;PL
disparos	γυρίσματα	disparo	γύρισμα	N;MASC;PL	N;NOM;NEUT;PL
disparos	πυροβολισμοί	disparo	πυροβολισμός	N;MASC;PL	N;NOM;MASC;PL
máscara	μάσκα	máscara	μάσκα	N;FEM;SG	N;NOM;FEM;SG
activista	ακτιβιστής	activista	ακτιβιστής	N;SG	N;NOM;MASC;SG
puro	καθαρή	puro	καθερός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
separada	χωριστή	separado	χωριστής	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
comprensión	κατανόηση	comprensión	κατανόηση	N;FEM;SG	N;ACC;FEM;SG
comprensión	κατανόηση	comprensión	κατανόηση	N;FEM;SG	N;ACC;FEM;SG
compleja	σύνθετο	complejo	σύνθετος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
compleja	πολύπλοκος	complejo	πολύπλοκος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
trilogía	τριλογία	trilogía	τριλογία	N;FEM;SG	N;NOM;FEM;SG
chocolate	σοκολάτα	chocolate	σοκολάτα	N;MASC;SG	N;NOM;FEM;SG
tumbas	τάφους	tumba	τάφος	N;FEM;PL	N;NOM;MASC;PL
tumbas	τάφοι	tumba	τάφος	N;FEM;PL	N;NOM;NEUT;PL
tumbas	τάφους	tumba	τάφος	N;FEM;PL	N;NOM;MASC;PL
tumbas	τάφοι	tumba	τάφος	N;FEM;PL	N;NOM;NEUT;PL
conservar	κρατήστε	conservar	κρατώ	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
conservar	κράτα	conservar	κράτα	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
inmediata	άμεσο	inmediato	άμεσος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
inmediata	άμεση	inmediato	άμεσος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
riego	άρδευση	riego	άρδευση	N;MASC;SG	N;NOM;FEM;SG
riego	πότισμα	riego	πότισμα	N;MASC;SG	N;NOM;NEUT;SG
piernas	πόδια	pierna	πόδι	N;FEM;PL	N;NOM;NEUT;PL
típicamente	τυπικά	típicamente	τυπικά	ADV	ADV
dramático	δραματικός	dramático	δραματικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
dramático	δραματικό	dramático	δραματικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
dramático	δραματική	dramático	δραματικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
músculo	μυ	músculo	μυ	N;MASC;SG	N;ACC;MASC;SG
atleta	αθλήτρια	atleta	αθλήτρια	N;SG	N;NOM;FEM;SG
atleta	αθλητής	atleta	αθλητής	N;SG	N;NOM;MASC;SG
atleta	αθλητή	atleta	αθλητός	N;SG	N;ACC;MASC;SG
bonus	μπόνους	bonu	μπόνος	N	N;NOM;MASC;PL
perdón	συγγνώμη	perdón	συγγνώμη	N;MASC;SG	N;NOM;FEM;SG
perdón	συγνώμη	perdón	συγνώμη	N;MASC;SG	N;VOC;FEM;SG
paquete	δέμα	paquete	δέμα	N;SG	N;NOM;NEUT;SG
paquete	πακέτο	paquete	πακέτος	N;SG	N;NOM;NEUT;SG
paquete	συσκευασία	paquete	συσκευασία	N;SG	N;NOM;FEM;SG
paquete	δέσμη	paquete	δέσμη	N;SG	N;NOM;FEM;SG
paquete	πακέτο	paquete	πακέτος	N;SG	N;NOM;NEUT;SG
paquete	αγέλη	paquete	αγέλος	N;SG	N;NOM;FEM;SG
paquete	συσκευασία	paquete	συσκευασία	N;SG	N;NOM;FEM;SG
públicamente	δημοσίως	públicamente	δημόσια	ADV	ADV
desconocida	άγνωστη	desconocido	άγνωστος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
desconocida	άγνωστος	desconocido	άγνωστος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
desconocida	άγνωστο	desconocido	άγνωστος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
opuesto	αντίθετο	opuesto	αντίθετο	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
mono	μαϊμού	mono	μαϊμός	N;MASC;SG	N;NOM;MASC;SG
trastornos	διαταραχές	trastorno	διαταραχή	N;MASC;PL	N;NOM;FEM;PL
rehabilitación	αποτοξίνωση	rehabilitación	αποτοξίνωση	N;FEM;SG	N;NOM;FEM;SG
rehabilitación	αναμόρφωση	rehabilitación	αναμόρφωση	N;FEM;SG	N;ACC;FEM;SG
rehabilitación	επανένταξη	rehabilitación	επανένταξη	N;FEM;SG	N;ACC;FEM;SG
rehabilitación	αποκατάσταση	rehabilitación	αποκατάσταση	N;FEM;SG	N;ACC;FEM;SG
revelación	αποκάλυψη	revelación	αποκάλυψη	N;FEM;SG	N;ACC;FEM;SG
revelación	γνωστοποίηση	revelación	γνωστοποίηση	N;FEM;SG	N;ACC;FEM;SG
aluminio	αργίλιο	aluminio	αργίλιο	N;MASC;SG	N;NOM;NEUT;SG
aluminio	αλουμίνιο	aluminio	αλουμίνιος	N;MASC;SG	N;NOM;NEUT;SG
aluminio	αλουμινίου	aluminio	αλούμινίος	N;MASC;SG	N;GEN;NEUT;SG
aluminio	αργιλίου	aluminio	αργίλιο	N;MASC;SG	N;GEN;NEUT;SG
aluminio	αλουμίνιο	aluminio	αλουμίνιος	N;MASC;SG	N;NOM;NEUT;SG
satélites	δορυφόρους	satélite	δορύφορος	N;MASC;PL	N;NOM;MASC;PL
zero	μηδέν	zero	μηδέν	N	N;NOM;NEUT;SG
infección	μόλυνση	infección	μόλυνση	N;FEM;SG	N;NOM;FEM;SG
infección	λοίμωξη	infección	λοίμωξη	N;FEM;SG	N;ACC;FEM;SG
largometraje	χαρακτηριστικό	largometraje	χαρακτηριστικός	N;MASC;SG	N;NOM;NEUT;SG
mezquita	τζαμί	mezquita	τζαμί	N;FEM;SG	N;NOM;NEUT;SG
mezquita	τέμενος	mezquita	τέμενος	N;FEM;SG	N;NOM;NEUT;SG
contratos	συμβόλαια	contrato	συμβόλαια	N;MASC;PL	N;NOM;NEUT;PL
contratos	συμβάσεις	contrato	σύμβαση	N;MASC;PL	N;NOM;FEM;PL
guardias	φρουροί	guardia	φρουρός	N;PL	N;NOM;MASC;PL
guardias	φύλακες	guardia	φύλακας	N;PL	N;NOM;MASC;PL
terrorista	τρομοκράτης	terrorista	τρομοκράτης	N;SG	N;NOM;MASC;SG
terrorista	τρομοκράτη	terrorista	τρομοκράτης	N;SG	N;NOM;MASC;SG
superficial	επιφανειακή	superficial	επιφανειακός	ADJ;SG	ADJ;NOM;FEM;SG
superficial	επιφανειακό	superficial	επιφανειακός	ADJ;SG	ADJ;NOM;NEUT;SG
superficial	ρηχή	superficial	ρηχή	ADJ;SG	ADJ;NOM;FEM;SG
abundancia	αφθονία	abundancia	αφθονία	N;FEM;SG	N;NOM;FEM;SG
procesamiento	μεταποίηση	procesamiento	μεταποίηση	N;MASC;SG	N;NOM;FEM;SG
test	τεστ	test	τεστ	N;MASC;SG	N;NOM;NEUT;SG
test	δοκιμασία	test	δοκιμασία	N;MASC;SG	N;ACC;FEM;SG
test	δοκιμή	test	δοκιμή	N;MASC;SG	N;NOM;FEM;SG
redactor	συντάκτης	redactor	συντάκτης	N;MASC;SG	N;NOM;MASC;SG
redactor	εκδότη	redactor	εκδότης	N;MASC;SG	N;VOC;MASC;SG
redactor	επεξεργαστής	redactor	επεξεργαστής	N;MASC;SG	N;NOM;MASC;SG
redactor	εκδότης	redactor	εκδότης	N;MASC;SG	N;NOM;MASC;SG
conspiración	συνωμοσία	conspiración	συνωμοσία	N;FEM;SG	N;NOM;FEM;SG
conspiración	συνομωσία	conspiración	συνομωσία	N;FEM;SG	N;NOM;FEM;SG
verbo	ρήμα	verbo	ρήμα	N;MASC;SG	N;NOM;NEUT;SG
excelencia	αριστείας	excelencia	αριστεία	N;FEM;SG	N;GEN;FEM;SG
funcionario	αξιωματούχος	funcionario	αξιωματούχος	N;MASC;SG	N;NOM;MASC;SG
explorador	ανιχνευτής	explorador	ανιχνευτής	N;MASC;SG	N;NOM;MASC;SG
explorador	εξερευνητής	explorador	εξερευνητής	N;MASC;SG	N;NOM;MASC;SG
cumpleaños	γενέθλια	cumpleaños	γενέθλιο	N;MASC	N;NOM;NEUT;PL
cumpleaños	γενέθλια	cumpleaños	γενέθλιο	N;MASC	N;NOM;NEUT;PL
útiles	χρήσιμες	útil	χρήσιμος	ADJ;PL	ADJ;NOM;FEM;PL
útiles	χρήσιμα	útil	χρήσιμα	ADJ;PL	ADJ;NOM;NEUT;PL
mixto	μικτή	mixto	μικτός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
interino	ενδιάμεση	interino	ενδιάμεση	N;MASC;SG	N;NOM;FEM;SG
melodía	μελωδία	melodía	μελωδία	N;FEM;SG	N;NOM;FEM;SG
melodía	μελωδία	melodía	μελωδία	N;FEM;SG	N;NOM;FEM;SG
estimación	εκτίμηση	estimación	εκτίμηση	N;FEM;SG	N;ACC;FEM;SG
afc	εκα	afc	εκα	N;FEM;SG	N
area	έκταση	area	έκταση	N;FEM;SG	N;ACC;FEM;SG
area	εμβαδόν	area	εμβαδόν	N;FEM;SG	N;NOM;NEUT;SG
area	περιοχή	area	περιοχή	N;FEM;SG	N;NOM;FEM;SG
area	περιοχη	area	περιοχος	N;FEM;SG	N;NOM;FEM;SG
estrechamente	στενά	estrechamente	στενός	ADV	ADV
comunicado	ανακοινωθέν	comunicado	ανακοινώνω	N;MASC;SG	N;NOM;NEUT;SG
comunicado	δήλωση	comunicado	δήλωση	N;MASC;SG	N;ACC;FEM;SG
dieciséis	δεκαέξι	dieciséis	δεκαέξι	NUM;PL	NUM;NOM;MASC;PL
conversaciones	συνομιλίες	conversación	συνομιλία	N;FEM;PL	N;NOM;FEM;PL
conversaciones	συνομιλίες	conversación	συνομιλία	N;FEM;PL	N;NOM;FEM;PL
percepción	αντίληψη	percepción	αντίληψη	N;FEM;SG	N;ACC;FEM;SG
fijo	σταθερό	fijo	σταθερός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
fijo	σταθερή	fijo	σταθερός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
descripciones	περιγραφές	descripción	περιγραφή	N;FEM;PL	N;NOM;FEM;PL
bachillerato	απολυτήριο	bachillerato	απολυτήριο	N;MASC;SG	N;NOM;NEUT;SG
artísticos	καλλιτεχνικές	artístico	καλλιτεχνικός	ADJ;MASC;PL	ADJ;NOM;FEM;PL
introduce	εισαγάγει	introducir	εισαγάγω	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
introduce	εισάγει	introducir	εισάγω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
excavaciones	ανασκαφές	excavación	ανασκαφή	N;FEM;PL	N;NOM;FEM;PL
excavaciones	ανασκαφές	excavación	ανασκαφή	N;FEM;PL	N;NOM;FEM;PL
excavaciones	ανασκαφές	excavación	ανασκαφή	N;FEM;PL	N;NOM;FEM;PL
pila	μπαταρίας	pila	μπαταρία	N;FEM;SG	N;GEN;FEM;SG
pila	μπαταρία	pila	μπαταρία	N;FEM;SG	N;NOM;FEM;SG
pila	στοίβα	pila	στοίβος	N;FEM;SG	N;NOM;FEM;SG
pila	σωρός	pila	σωρός	N;FEM;SG	N;NOM;MASC;SG
pila	στοίβα	pila	στοίβος	N;FEM;SG	N;NOM;FEM;SG
regularmente	τακτικά	regularmente	τακτικός	ADV	ADV
caos	χαμός	caos	χαμός	N;MASC	N;NOM;MASC;SG
caos	χάος	caos	χάος	N;MASC	N;NOM;NEUT;SG
módulo	ενότητα	módulo	ενότητα	N;MASC;SG	N;NOM;FEM;SG
garganta	λαιμό	garganta	λαιμός	N;FEM;SG	N;NOM;NEUT;SG
garganta	λαιμός	garganta	λαιμός	N;FEM;SG	N;NOM;MASC;SG
garganta	φαράγγι	garganta	φαράγγι	N;FEM;SG	N;NOM;NEUT;SG
eficiencia	αποτελεσματικότητα	eficiencia	αποτελεσματικότητα	N;FEM;SG	N;ACC;FEM;SG
eficiencia	αποδοτικότητα	eficiencia	αποδοτικότητα	N;FEM;SG	N;ACC;FEM;SG
eficiencia	απόδοση	eficiencia	απόδοση	N;FEM;SG	N;ACC;FEM;SG
consistente	συνεπής	consistente	συνεπής	ADJ;SG	ADJ;NOM;FEM;SG
rítmica	ρυθμική	rítmica	ρυθμικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
dulces	καραμέλες	dulce	καράμελος	N;MASC;PL	N;NOM;FEM;PL
dulces	γλυκά	dulce	γλυκά	N;MASC;PL	N;NOM;NEUT;PL
dulces	γλυκά	dulce	γλυκά	N;MASC;PL	N;NOM;NEUT;PL
dulces	καραμέλες	dulce	καράμελος	N;MASC;PL	N;NOM;FEM;PL
dulces	γλυκά	dulce	γλυκά	N;MASC;PL	N;NOM;NEUT;PL
permanencia	μονιμότητα	permanencia	μονιμότητα	N;FEM;SG	N;ACC;FEM;SG
philadelphia	φιλαδέλφεια	philadelphia	φιλαδέλφεια	N;FEM;SG	N;NOM;FEM;SG
exceso	υπέρβαση	exceso	υπέρβαση	N;MASC;SG	N;ACC;FEM;SG
exceso	υπερβολή	exceso	υπερβολή	N;MASC;SG	N;NOM;FEM;SG
triángulo	τρίγωνο	triángulo	τρίγωνο	N;MASC;SG	N;NOM;NEUT;SG
clero	κλήρου	clero	κλήρου	N;MASC;SG	N;GEN;MASC;SG
relativo	σχετικός	relativo	σχετικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
relativo	σχετική	relativo	σχετικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
relativo	σχετικό	relativo	σχετικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
cama	κρεβάτι	cama	κρεβάτι	N;FEM;SG	N;NOM;NEUT;SG
cama	κρεββάτι	cama	κρεββάτι	N;FEM;SG	N;NOM;NEUT;SG
eficaz	αποτελεσματική	eficaz	αποτελεσματικός	ADJ;SG	ADJ;NOM;FEM;SG
eficaz	αποτελεσματικό	eficaz	αποτελεσματικός	ADJ;SG	ADJ;NOM;NEUT;SG
eficaz	αποδοτικό	eficaz	αποδοτικός	ADJ;SG	ADJ;NOM;NEUT;SG
eficaz	αποδοτική	eficaz	αποδοτικός	ADJ;SG	ADJ;NOM;FEM;SG
eficaz	αποτελεσματική	eficaz	αποτελεσματικός	ADJ;SG	ADJ;NOM;FEM;SG
eficaz	αποτελεσματικός	eficaz	αποτελεσματικός	ADJ;SG	ADJ;NOM;MASC;SG
eficaz	αποτελεσματικό	eficaz	αποτελεσματικός	ADJ;SG	ADJ;NOM;NEUT;SG
piedad	οίκτο	piedad	οίκτος	N;FEM;SG	N;ACC;FEM;SG
piedad	έλεος	piedad	έλεος	N;FEM;SG	N;NOM;NEUT;SG
piedad	ευσέβεια	piedad	ευσέβεια	N;FEM;SG	N;NOM;FEM;SG
ram	ραμ	ram	ραμ	N;FEM;SG	N
realismo	ρεαλισμό	realismo	ρεαλισμός	N;MASC;SG	N;ACC;MASC;SG
subespecie	υποείδος	subespecie	υποείδος	N;FEM;SG	N;NOM;NEUT;SG
conversación	συζήτηση	conversación	συζήτηση	N;FEM;SG	N;ACC;FEM;SG
conversación	συνομιλία	conversación	συνομιλία	N;FEM;SG	N;ACC;FEM;SG
pionero	πρωτοπόρος	pionero	πρωτοπόρος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
emisoras	σταθμούς	emisora	σταθμός	N;FEM;PL	N;ACC;MASC;PL
emisoras	σταθμοί	emisora	σταθμός	N;FEM;PL	N;NOM;MASC;PL
espinas	αγκάθια	espina	αγκάθιος	N;FEM;PL	N;NOM;NEUT;PL
cretácico	κρητιδική	cretácico	κρητιδικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
habitaciones	υπνοδωμάτια	habitación	υπνοδωμάτιος	N;FEM;PL	N;NOM;NEUT;PL
habitaciones	αίθουσες	habitación	αίθουσα	N;FEM;PL	N;NOM;FEM;PL
habitaciones	δωμάτια	habitación	δωμάτι	N;FEM;PL	N;NOM;NEUT;PL
ambientales	περιβαλλοντικές	ambiental	περιβαλλοντικός	ADJ;PL	ADJ;NOM;FEM;PL
ambientales	περιβαλλοντικών	ambiental	περιβαλλοντικός	ADJ;PL	ADJ;GEN;NEUT;PL
arbustos	θάμνους	arbusto	θάμνος	N;MASC;PL	N;ACC;MASC;PL
arbustos	θάμνοι	arbusto	θάμνος	N;MASC;PL	N;NOM;MASC;PL
consecutivas	συνεχόμενες	consecutivo	συνεχόμενος	ADJ;FEM;PL	ADJ;NOM;FEM;PL
aeropuertos	αεροδρόμια	aeropuerto	αεροδρόμιο	N;MASC;PL	N;NOM;NEUT;PL
urbanización	αστικοποίησης	urbanización	αστικοποίηση	N;FEM;SG	N;GEN;FEM;SG
urbanización	αστικοποίηση	urbanización	αστικοποίηση	N;FEM;SG	N;NOM;FEM;SG
adjunto	αναπληρωτής	adjunto	αναπληρωτής	N;MASC;SG	N;NOM;MASC;SG
adjunto	βοηθός	adjunto	βοηθός	N;MASC;SG	N;NOM;MASC;SG
adjunto	αναπληρωτή	adjunto	αναπληρωτής	N;MASC;SG	N;VOC;MASC;SG
adjunto	συνημμένο	adjunto	συνημμένος	N;MASC;SG	N;NOM;NEUT;SG
adjunto	συνημμένο	adjunto	συνημμένος	N;MASC;SG	N;NOM;NEUT;SG
supervivencia	επιβίωση	supervivencia	επιβίωση	N;FEM;SG	N;ACC;FEM;SG
pistola	πιστόλι	pistola	πιστόλι	N;FEM;SG	N;NOM;NEUT;SG
pistola	όπλο	pistola	όπλο	N;FEM;SG	N;NOM;NEUT;SG
pistola	πιστόλι	pistola	πιστόλι	N;FEM;SG	N;NOM;NEUT;SG
ascensión	ανάβαση	ascensión	ανάβαση	N;FEM;SG	N;ACC;FEM;SG
ascensión	ανύψωση	ascensión	ανύψωση	N;FEM;SG	N;ACC;FEM;SG
ascensión	αναλήψεως	ascensión	ανάληψη	N;FEM;SG	N;GEN;FEM;SG
ascensión	ανάβαση	ascensión	ανάβαση	N;FEM;SG	N;ACC;FEM;SG
cover	κάλυμμα	cover	κάλυμμα	N	N;NOM;NEUT;SG
cover	κάλυψη	cover	κάλυψη	N	N;ACC;FEM;SG
cover	εξώφυλλο	cover	εξώφυλλο	N	N;NOM;NEUT;SG
constancia	επιμονή	constancia	επιμονή	N;FEM;SG	N;ACC;FEM;SG
migración	μετανάστευση	migración	μετανάστευση	N;FEM;SG	N;NOM;FEM;SG
migración	μετανάστευσης	migración	μετανάστευση	N;FEM;SG	N;GEN;FEM;SG
editora	συντάκτης	editora	συντάκτης	N;FEM;SG	N;NOM;MASC;SG
editora	εκδότη	editora	εκδότης	N;FEM;SG	N;VOC;MASC;SG
editora	επεξεργαστής	editora	επεξεργαστής	N;FEM;SG	N;NOM;MASC;SG
editora	εκδότης	editora	εκδότης	N;FEM;SG	N;NOM;MASC;SG
hunter	κυνηγός	hunter	κυνηγός	N	N;NOM;MASC;SG
box	κουτί	box	κουτί	N	N;NOM;NEUT;SG
box	κιβώτιο	box	κιβώτιος	N	N;NOM;NEUT;SG
conveniente	βολικό	conveniente	βολικός	ADJ;SG	ADJ;NOM;NEUT;SG
conveniente	βολική	conveniente	βολικός	ADJ;SG	ADJ;NOM;FEM;SG
ola	κύμα	ola	κύμα	N;FEM;SG	N;NOM;NEUT;SG
martha	μάρθα	martha	μάρθα	N;FEM;SG	N
adición	πρόσθεση	adición	πρόσθεση	N;FEM;SG	N;NOM;FEM;SG
adición	πρόσθεση	adición	πρόσθεση	N;FEM;SG	N;NOM;FEM;SG
adición	προσθήκη	adición	προσθήκη	N;FEM;SG	N
dialecto	διάλεκτο	dialecto	διάλεκτος	N;MASC;SG	N;NOM;FEM;SG
limpieza	καθαριότητα	limpieza	καθαριότητα	N;FEM;SG	N;NOM;FEM;SG
limpieza	καθαρισμός	limpieza	καθαρισμός	N;FEM;SG	N;NOM;MASC;SG
limpieza	καθαρισμού	limpieza	καθαρισμός	N;FEM;SG	N;GEN;MASC;SG
limpieza	καθάρισμα	limpieza	καθάρισμα	N;FEM;SG	N;NOM;NEUT;SG
limpieza	καθαριότητα	limpieza	καθαριότητα	N;FEM;SG	N;NOM;FEM;SG
limpieza	νοικοκυριό	limpieza	νοικοκυριό	N;FEM;SG	N;NOM;NEUT;SG
limpieza	καθαριότητα	limpieza	καθαριότητα	N;FEM;SG	N;NOM;FEM;SG
explorer	εξερευνητής	explorer	εξερευνητής	N;MASC;SG	N;NOM;MASC;SG
revolucionaria	επαναστατική	revolucionario	επαναστατικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
revolucionaria	επαναστατικό	revolucionario	επαναστατικό	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
policías	μπάτσοι	policía	μπάτσος	N;PL	N;NOM;MASC;PL
púrpura	μοβ	púrpura	μοβ	N;FEM;SG	N
púrpura	πορφυρό	púrpura	πορφυρός	N;FEM;SG	N;NOM;NEUT;SG
púrpura	μωβ	púrpura	μωβ	N;FEM;SG	N;NOM;NEUT;SG
expresar	εκφράσω	expresar	εκφράζω	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
minoría	μειοψηφία	minoría	μειοψηφία	N;FEM;SG	N;NOM;FEM;SG
minoría	μειονότητα	minoría	μειονότητα	N;FEM;SG	N;ACC;FEM;SG
medicamentos	φάρμακα	medicamento	φάρμακο	N;MASC;PL	N;NOM;NEUT;PL
bebida	ποτό	bebida	ποτό	N;FEM;SG	N;NOM;NEUT;SG
bebida	ποτό	bebida	ποτό	N;FEM;SG	N;NOM;NEUT;SG
