ve	oraz	ve	oraz	CONJ	CONJ
tiyatro	dramat	tiyatro	dramat	N;NOM;SG;3	N;NOM;MASC;SG
tiyatro	teatr	tiyatro	teatr	N;NOM;SG;3	N;NOM;MASC;SG
tiyatro	teatr	tiyatro	teatr	N;NOM;SG;3	N;NOM;MASC;SG
kazandı	wygrał	kazan	wygrać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
kültür	kultur	kültür	kultur		
karar	werdykt	karar	werdykt	N;NOM;SG;3	N;NOM;MASC;SG
karar	wyrok	karar	wyrok	N;NOM;SG;3	N;NOM;MASC;SG
karar	orzeczenie	karar	orzeczenie	N;NOM;SG;3	N;NOM;NEUT;SG
karar	decyzja	karar	decyzja	N;NOM;SG;3	N;NOM;FEM;SG
karar	rozstrzygnięcie	karar	rozstrzygnąć	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
tarih	termin	tarih	termin	N;NOM;SG;3	N;NOM;MASC;SG
tarih	randka	tarih	randka	N;NOM;SG;3	N;NOM;FEM;SG
tarih	historia	tarih	historia	N;NOM;SG;3	N;NOM;FEM;SG
ilçe	powiat	ilçe	powiat		
ilçe	powiat	ilçe	powiat		
temel	podstawowe	temel	podstawowy	ADJ	ADJ;NOM;NEUT;SG
temel	podstawowe	temel	podstawowy	ADJ	ADJ;NOM;NEUT;SG
temel	podstawowego	temel	podstawowy	ADJ	ADJ;ACC;MASC;SG
temel	podstawowy	temel	podstawowy	ADJ	ADJ;NOM;MASC;SG
bağlantı	łącze	bağlantı	łączyć		
bağlantı	ogniwo	bağlantı	ogniwo		
çin	china	çin	chiny		
çin	chiny	çin	chiny		
ünlü	sławne	ünlü	sławny	ADJ	ADJ;NOM;NEUT;SG
ünlü	sławny	ünlü	sławny	ADJ	ADJ;NOM;MASC;SG
ünlü	sławna	ünlü	sławna	ADJ	ADJ;NOM;FEM;SG
ünlü	sławna	ünlü	sławna	ADJ	ADJ;NOM;FEM;SG
spor	sport	spor	sport		
spor	sport	spor	sport		
iran	iranie	iran	iran		
php	php	php	popić		
sosyal	towarzyski	sosyal	towarzyski	ADJ	ADJ;NOM;MASC;SG
sosyal	towarzyska	sosyal	towarzyski	ADJ	ADJ;NOM;FEM;SG
sosyal	społeczna	sosyal	społeczny	ADJ	ADJ;NOM;FEM;SG
sosyal	towarzyskie	sosyal	towarzyski	ADJ	ADJ;NOM;NEUT;SG
sosyal	społeczne	sosyal	społeczny	ADJ	ADJ;NOM;NEUT;SG
sosyal	socjalna	sosyal	socjalny	ADJ	ADJ;NOM;FEM;SG
sosyal	społeczny	sosyal	społeczny	ADJ	ADJ;NOM;MASC;SG
sosyal	społecznego	sosyal	społeczny	ADJ	ADJ;ACC;MASC;SG
cm	cale	cm	cal		
cm	cali	cm	cala		
ün	sławy	ün	sława		
geldi	przybyła	gel	przybyły	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
geldi	przybył	gel	przybyć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
liste	listy	lis	list		
liste	listy	lis	list		
isbn	isbn	isbn	isbny		
oy	głosowanie	oy	głosować	N;NOM;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
oy	głosowanie	oy	głosować	N;NOM;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
geniş	szeroki	geniş	szeroki	ADJ	ADJ;NOM;MASC;SG
geniş	szeroka	geniş	szeroki	ADJ	ADJ;NOM;FEM;SG
geniş	szerokie	geniş	szeroki	ADJ	ADJ;NOM;NEUT;SG
geniş	szeroka	geniş	szeroki	ADJ	ADJ;NOM;FEM;SG
geniş	szerokie	geniş	szeroki	ADJ	ADJ;NOM;NEUT;SG
geniş	szeroki	geniş	szeroki	ADJ	ADJ;NOM;MASC;SG
geniş	szerokiej	geniş	szeroki	ADJ	ADJ;GEN;FEM;SG
geniş	duża	geniş	duży	ADJ	ADJ;NOM;FEM;SG
geniş	duży	geniş	duży	ADJ	ADJ;NOM;MASC;SG
geniş	dużych	geniş	duży	ADJ	ADJ;GEN;MASC;PL
geniş	duże	geniş	duży	ADJ	ADJ;NOM;NEUT;SG
geniş	przestronne	geniş	przestronny	ADJ	ADJ;NOM;NEUT;SG
ev	dom	ev	dom	N;NOM;SG;3	N;NOM;MASC;SG
ev	dom	ev	dom	N;NOM;SG;3	N;NOM;MASC;SG
önceki	poprzednia	önceki	poprzedniać		
önceki	poprzednie	önceki	poprzednie		
mısır	egipcie	mısır	egipt		
mısır	kukurydzy	mısır	kukuryd		
yarı	pół	yarı	pół		
yarı	połowa	yarı	połowy		
afrika	afryka	afrika	afryka		
afrika	afryki	afrika	afryka		
afrika	afryka	afrika	afryka		
hareket	wniosek	hareket	wniosek	N;NOM;SG;3	N;NOM;MASC;SG
hareket	przemieszczanie	hareket	przemieszczać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
adil	fair	adil	fair		
bölgesi	region	bölge	region	N;NOM;SG;3	N;NOM;MASC;SG
kontrol	control	kontrol	control		
sahibi	właścicielka	sahip	właścicielka	N;NOM;SG;3	N;NOM;FEM;SG
sahibi	właściciel	sahip	właściciel	N;NOM;SG;3	N;NOM;MASC;SG
bilim	nauka	bilim	nauka	N;NOM;SG;3	N;NOM;FEM;SG
sistemi	system	sistem	system	N;ACC;SG;3	N;ACC;MASC;SG
başarılı	udany	başarılı	udany		
ordu	army	ordu	arma		
verdi	dał	ver	dać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
profesyonel	pro	profesyonel	pro		
süper	super	süper	super		
süper	super	süper	super		
süper	spoko	süper	spoko		
hiç	nigdy	hiç	nigdy	ADV	ADV
hiç	kiedykolwiek	hiç	kiedykolwiek	ADV	ADV
ifade	zeznanie	ifade	zeznanie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	deklaracja	ifade	deklaracja	N;NOM;SG;3	N;NOM;FEM;SG
ifade	oświadczenie	ifade	oświadczenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	oświadczenia	ifade	oświadczenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	stwierdzenie	ifade	stwierdzenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	zeznanie	ifade	zeznanie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	wyrażenia	ifade	wyrażenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	wyrażenie	ifade	wyrażenie	N;NOM;SG;3	N;NOM;NEUT;SG
islam	islamu	islam	islam		
rapor	raport	rapor	raport	N;NOM;SG;3	N;NOM;MASC;SG
rapor	sprawozdanie	rapor	sprawozdać	N;NOM;SG;3	N;NOM;NEUT;SG
rapor	zgłoszenie	rapor	zgłosić	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
yönetim	management	yönetim	management		
video	video	video	video		
video	wideo	video	wideo		
video	wideo	video	wideo		
final	finale	final	finał		
final	finale	final	finał		
forma	jednolite	forma	jednolity		
forma	uniform	forma	uniforma		
dizi	seria	dizi	seria	N;NOM;SG;3	N;NOM;FEM;SG
dizi	sekwencja	dizi	sekwencja	N;NOM;SG;3	N;NOM;FEM;SG
dizi	ciąg	dizi	ciąg	N;NOM;SG;3	N;NOM;MASC;SG
dizi	kolejność	dizi	kolejność	N;NOM;SG;3	N;NOM;FEM;SG
gerekli	essentials	gerekli	essentials		
gerekli	zasadnicze	gerekli	zasadniczy		
ayrı	rozdzielone	ayrı	rozdzielić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ayrı	oddzielone	ayrı	oddzielić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ayrı	osobne	ayrı	osobny	ADJ	ADJ;NOM;NEUT;SG
ayrı	odrębne	ayrı	odrębny	ADJ	ADJ;NOM;NEUT;SG
ayrı	oddzielne	ayrı	oddzielny	ADJ	ADJ;NOM;NEUT;SG
veri	data	veri	datać		
şampiyonası	mistrzostwo	şampiyon	mistrzostwo	N;NOM;SG;3	N;NOM;NEUT;SG
yerleşim	osady	yerleş	osada		
yaz	summer	yaz	summer		
yaz	lato	yaz	lato		
göz	przeglądanie	göz	przeglądać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
göz	oczka	göz	oczko	N;NOM;SG;3	N;NOM;NEUT;SG
göz	oko	göz	oko	N;NOM;SG;3	N;NOM;NEUT;SG
mö	moo	mö	moo		
televizyon	telewizja	televizyon	telewizja	N;NOM;SG;3	N;NOM;FEM;SG
televizyon	telewizor	televizyon	telewizor	N;NOM;SG;3	N;NOM;MASC;SG
galatasaray	liverpool	galatasarayay	liverpool	N;NOM;SG;3	N;NOM;MASC;SG
karasal	lądowe	karasal	lądowy	ADJ	ADJ;NOM;NEUT;SG
karasal	naziemne	karasal	naziemny	ADJ	ADJ;NOM;NEUT;SG
karasal	lądowych	karasal	lądowy	ADJ	ADJ;GEN;MASC;PL
durum	status	durum	status	N;NOM;SG;3	N;NOM;MASC;SG
durum	sytuacja	durum	sytuacja	N;NOM;SG;3	N;NOM;FEM;SG
durum	stan	durum	stan	N;NOM;SG;3	N;NOM;MASC;SG
yıldız	star	yıldız	star		
yıldız	gwiezdne	yıldız	gwiezdny		
yıldız	gwiazd	yıldız	gwiazd		
gelenek	tradycja	gelenek	tradycja	N;NOM;SG;3	N;NOM;FEM;SG
gelenek	tradycja	gelenek	tradycja	N;NOM;SG;3	N;NOM;FEM;SG
tip	typ	tip	typ		
kız	sióstr	kız	siostra		
kız	gal	kız	gala		
cumhuriyet	republiki	cumhuriyet	republika		
bağımsız	indie	bağımsız	indie		
yanlış	nieprawidłowy	yanlış	nieprawidłowy	ADJ	ADJ;NOM;MASC;SG
yanlış	nieprawidłowe	yanlış	nieprawidłowy	ADJ	ADJ;NOM;NEUT;SG
yanlış	nieprawidłowa	yanlış	nieprawidłowy	ADJ	ADJ;NOM;FEM;SG
yanlış	fałszywa	yanlış	fałszywać	ADJ	ADJ;NOM;FEM;SG
yanlış	fałszywe	yanlış	fałszywy	ADJ	ADJ;NOM;NEUT;SG
yanlış	nieprawdziwe	yanlış	nieprawdziwy	ADJ	ADJ;NOM;NEUT;SG
yanlış	fałszywy	yanlış	fałszywa	ADJ	ADJ;NOM;MASC;SG
al	weź	al	wziąć	V;PFV;IMP;SG;2;POS;PRS	V;PFV;IMP;SG;2;FIN;ACT
msj	msg	msj	msg		
gerçek	real	gerçek	real		
gerçek	true	gerçek	true		
gerçek	fakt	gerçek	fakt		
gerçek	prawdy	gerçek	prawda		
ses	głos	ses	głos	N;NOM;SG;3	N;NOM;MASC;SG
ses	hałas	ses	hałas	N;NOM;SG;3	N;NOM;MASC;SG
ses	szum	ses	szum	N;NOM;SG;3	N;NOM;MASC;SG
ses	objętość	ses	objętość	N;NOM;SG;3	N;NOM;FEM;SG
rock	rockin	rock	rockin		
rock	rock	rock	rock		
milli	krajowa	milli	krajowy	ADJ	ADJ;NOM;FEM;SG
milli	krajowe	milli	krajowy	ADJ	ADJ;NOM;NEUT;SG
milli	national	milli	national	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
milli	narodowy	milli	narodowy	ADJ	ADJ;NOM;MASC;SG
milli	krajowy	milli	krajowy	ADJ	ADJ;NOM;MASC;SG
milli	krajowych	milli	krajowy	ADJ	ADJ;GEN;MASC;PL
kitap	książka	kitap	książka	N;NOM;SG;3	N;NOM;FEM;SG
uefa	uefa	uefa	uefa		
world	world	world	world		
ödülleri	nagrody	ödül	nagroda	N;NOM;PL;3	N;NOM;FEM;PL
ödülleri	nagrody	ödül	nagroda	N;NOM;PL;3	N;NOM;FEM;PL
ödülleri	nagrody	ödül	nagroda	N;NOM;PL;3	N;NOM;FEM;PL
saat	godz	saat	godzić		
güneş	słoneczko	güneş	słoneczko		
güneş	słoneczko	güneş	słoneczko		
güneş	słonko	güneş	słonko		
yazarı	autora	yazar	autor		
kaldı	pozostało	kal	pozostać	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
kaldı	pozostała	kal	pozostać	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
kaldı	pozostał	kal	pozostać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
iii	iii	iii	iii		
bakanı	minister	bakan	minister	N;NOM;SG;3	N;NOM;MASC;SG
geçti	zdał	geç	zdać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
geçti	przeszedł	geç	przejść	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
geçti	minęło	geç	minąć	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
krallık	królestwo	krallık	królestwo	N;NOM;SG;3	N;NOM;NEUT;SG
türü	typ	tür	typ		
başkanlığı	prezydencja	başkanlık	prezydencja	N;NOM;SG;3	N;NOM;FEM;SG
başkanlığı	przewodnictwo	başkanlık	przewodnictwo	N;NOM;SG;3	N;NOM;NEUT;SG
james	jamesa	james	jamesa		
james	jakuba	james	jakub		
as	asy	as	asa		
as	as	as	as		
as	asa	as	asa		
as	ace	as	acen		
bakanlığı	ministerstwo	bakanlık	ministerstwo	N;NOM;SG;3	N;NOM;NEUT;SG
logo	logo	logo	Lóg		
logo	logo	logo	Lóg		
durumu	status	durum	status	N;NOM;SG;3	N;NOM;MASC;SG
durumu	stan	durum	stan	N;NOM;SG;3	N;NOM;MASC;SG
kırmızı	czerwony	kırmızı	czerwony	ADJ	ADJ;NOM;MASC;SG
kırmızı	czerwona	kırmızı	czerwony	ADJ	ADJ;NOM;FEM;SG
kırmızı	czerwone	kırmızı	czerwony	ADJ	ADJ;NOM;NEUT;SG
yönetmen	reżyseria	yönetmen	reżyser		
tipi	typ	tip	typ		
tipi	blizzard	tip	blizzard		
serbest	freestyle	serbest	freestyla		
serbest	wolna	serbest	wolny		
serbest	free	serbest	free		
değer	warte	değer	warty		
değer	warta	değer	warta		
oranı	stawka	oran	stawka	N;NOM;SG;3	N;NOM;FEM;SG
oranı	stopa	oran	stopa	N;NOM;SG;3	N;NOM;FEM;SG
oranı	stosunek	oran	stosunek	N;NOM;SG;3	N;NOM;MASC;SG
oranı	współczynnik	oran	współczynnik	N;NOM;SG;3	N;NOM;MASC;SG
şarkıcı	piosenkarz	şarkıcı	piosenkarz	N;NOM;SG;3	N;NOM;MASC;SG
şarkıcı	wokalista	şarkıcı	wokalista	N;NOM;SG;3	N;NOM;MASC;SG
şarkıcı	piosenkarka	şarkıcı	piosenkarka	N;NOM;SG;3	N;NOM;FEM;SG
single	single	sing	singło		
hafta	tydzień	hafta	tydzień	N;NOM;SG;3	N;NOM;MASC;SG
ekonomik	gospodarcza	ekonomik	gospodarczy	ADJ	ADJ;NOM;FEM;SG
ekonomik	ekonomiczne	ekonomik	ekonomiczny	ADJ	ADJ;NOM;NEUT;SG
ekonomik	gospodarcze	ekonomik	gospodarczy	ADJ	ADJ;NOM;NEUT;SG
ekonomik	ekonomiczna	ekonomik	ekonomiczny	ADJ	ADJ;NOM;FEM;SG
ekonomik	ekonomiczny	ekonomik	ekonomiczny	ADJ	ADJ;NOM;MASC;SG
ekonomik	ekonomiczna	ekonomik	ekonomiczny	ADJ	ADJ;NOM;FEM;SG
ekonomik	ekonomiczny	ekonomik	ekonomiczny	ADJ	ADJ;NOM;MASC;SG
adam	facet	adam	facet	N;NOM;SG;3	N;NOM;MASC;SG
adam	mężczyzna	adam	mężczyzna	N;NOM;SG;3	N;NOM;MASC;SG
adam	człowiek	adam	człowiek	N;NOM;SG;3	N;NOM;MASC;SG
it	push	it	push		
hizmet	służba	hizmet	służba	N;NOM;SG;3	N;NOM;FEM;SG
hizmet	obsługa	hizmet	obsługa	N;NOM;SG;3	N;NOM;FEM;SG
hizmet	serwis	hizmet	serwis	N;NOM;SG;3	N;NOM;MASC;SG
güçlü	mocna	güçlü	mocny		
asya	azja	asya	azja		
yolu	ścieżkę	yol	ścieżka	N;ACC;SG;3	N;ACC;FEM;SG
yolu	drogę	yol	droga	N;ACC;SG;3	N;ACC;FEM;SG
yıllar	lata	yıl	rok	N;NOM;PL;3	N;NOM;MASC;PL
hukuk	prawa	hukuk	prawo		
roman	fiction	roman	fiction		
ilan	reklama	ilan	reklama	N;NOM;SG;3	N;NOM;FEM;SG
ilan	ogłoszenie	ilan	ogłoszenie	N;NOM;SG;3	N;NOM;NEUT;SG;V.MSDR
başlık	opis	başlık	opis		
sürekli	stale	sürekli	stale	ADV	ADV
sürekli	nieustannie	sürekli	nieustannie	ADV	ADV
kral	king	kral	king		
metre	metr	metre	metr		
metre	metr	metre	metr		
basketbol	koszykówka	basketbol	koszykówka	N;NOM;SG;3	N;NOM;FEM;SG
kullanımı	wykorzystanie	kullanım	wykorzystać	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kullanımı	korzystanie	kullanım	korzystać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kullanımı	użycie	kullanım	użyć	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kullanımı	użytkowanie	kullanım	użytkować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kullanımı	używanie	kullanım	używać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kullanımı	użycie	kullanım	użyć	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kullanımı	wykorzystanie	kullanım	wykorzystać	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sovyet	sov	sovyet	sov		
bursa	bursa	bursa	bursa		
ticaret	business	ticaret	business		
ticaret	trade	ticaret	trady		
can	can	can	can		
belli	oczywisty	belli	oczywisty	ADJ	ADJ;NOM;MASC;SG
öldü	zmarł	öl	zemrzeć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
hızlı	szybkie	hızlı	szybki	ADJ	ADJ;NOM;NEUT;SG
hızlı	szybki	hızlı	szybki	ADJ	ADJ;NOM;MASC;SG
hızlı	szybka	hızlı	szybki	ADJ	ADJ;NOM;FEM;SG
hızlı	szybkie	hızlı	szybki	ADJ	ADJ;NOM;NEUT;SG
hızlı	szybki	hızlı	szybki	ADJ	ADJ;NOM;MASC;SG
yabancı	obcych	yabancı	obcy		
yabancı	obce	yabancı	obcy		
yabancı	obca	yabancı	obcy		
yabancı	obce	yabancı	obcy		
yabancı	obcych	yabancı	obcy		
der	der	de	der		
yerli	indian	yerli	indian		
ağır	heavy	ağır	heav		
kiralık	wynajem	kiralık	wynaj	N;NOM;SG;3	N;NOM;MASC;SG
kiralık	wypożyczalnia	kiralık	wypożyczalniać	N;NOM;SG;3	N;NOM;FEM;SG
kiralık	wynajem	kiralık	wynaj	N;NOM;SG;3	N;NOM;MASC;SG
kiralık	czynsz	kiralık	czynsz	N;NOM;SG;3	N;NOM;MASC;SG
aslında	właściwie	aslında	właściwie	ADV	ADV
enerji	energii	enerji	energia		
enerji	energy	enerji	energy		
güç	force	güç	forka		
güç	moc	güç	moc		
güç	power	güç	power		
milletvekili	kongresmen	milletvekili	kongresmen	N;NOM;SG;3	N;NOM;MASC;SG
ileri	naprzód	ileri	naprzód		
ileri	naprzód	ileri	naprzód		
sol	lewo	sol	lewo		
sayfası	strona	sayfa	strona	N;NOM;SG;3	N;NOM;FEM;SG
italyan	włochy	italyan	włochy		
italyan	włoski	italyan	włoski		
italyan	włoch	italyan	wąć		
değişiklik	modyfikacja	değişiklik	modyfikacja	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	zmiana	değişiklik	zmiana	N;NOM;SG;3	N;NOM;FEM;SG
saha	pola	saha	pole		
saha	field	saha	field		
dili	dili	dili	dić		
başkan	przewodnicząca	başkan	przewodnicząca		
başkan	prezesie	başkan	prezes		
maddeler	substancje	madde	substancja	N;NOM;PL;3	N;NOM;FEM;PL
yaygın	częste	yaygın	częsty		
kulübü	klub	kulüb	klub	N;NOM;SG;3	N;NOM;MASC;SG
tanımlar	definicje	tanım	definicja	N;NOM;PL;3	N;NOM;FEM;PL
fark	zawiadomienie	fark	zawiadomienie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
fark	realizacja	fark	realizacja	N;NOM;SG;3	N;NOM;FEM;SG
fark	wykonanie	fark	wykonać	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
fark	różnica	fark	różnica	N;NOM;SG;3	N;NOM;FEM;SG
şampiyon	champion	şampiyon	champion		
şampiyon	mistrzyni	şampiyon	mistrzynia		
ölüm	death	ölüm	death		
ilçesi	okręg	ilçe	okręg	N;NOM;SG;3	N;NOM;MASC;SG
ilçesi	dystrykt	ilçe	dystrykt	N;NOM;SG;3	N;NOM;MASC;SG
ilçesi	dzielnica	ilçe	dzielnica	N;NOM;SG;3	N;NOM;FEM;SG
ilçesi	rejon	ilçe	rejon	N;NOM;SG;3	N;NOM;MASC;SG
gitar	gitary	gitar	gitar		
gitar	gitary	gitar	gitar		
posta	mail	posta	mail		
eyalet	state	eyalet	staty		
not	uwaga	not	uwaga		
not	nuty	not	nuta		
hüseyin	hosejn	hüsey	hosejny		
hüseyin	hussain	hüsey	hussain		
hüseyin	hüseyin	hüsey	hüseyin		
kapak	lid	kapak	lid		
kapak	pokrycie	kapak	pokrycie		
baş	głowa	baş	głowa	N;NOM;SG;3	N;NOM;FEM;SG
barış	peace	barış	peaka		
tan	tan	tan	tan		
yaşam	dożywocie	yaşam	dożywocie	N;NOM;SG;3	N;NOM;NEUT;SG
yaşam	życie	yaşam	życie	N;NOM;SG;3	N;NOM;NEUT;SG
black	black	black	black		
black	czerń	black	czerń		
kanal	channel	kanal	channel		
para	money	para	money		
para	ciasto	para	ciasto		
kötü	bad	kötü	bad		
kötü	zła	kötü	zły		
kötü	złe	kötü	zły		
kötü	zły	kötü	zły		
kötü	zło	kötü	zło		
kötü	zły	kötü	zły		
kötü	evil	kötü	evil		
kötü	zła	kötü	zły		
geçmişi	tła	geçmiş	ten		
geçmişi	tle	geçmiş	tło		
geçmişi	tło	geçmiş	tło		
genelde	zazwyczaj	genelde	zazwyczaj		
genelde	zwykle	genelde	zwykle		
genelde	przeważnie	genelde	przeważnie		
yahudi	judeo	yahudi	judeo		
sona	sona	son	sona		
sayfa	page	sayf	page		
isim	nazwisko	isim	nazwisko	N;NOM;SG;3	N;NOM;NEUT;SG
isim	imię	isim	imię	N;NOM;SG;3	N;NOM;NEUT;SG
isim	nazwa	isim	nazwa	N;NOM;SG;3	N;NOM;FEM;SG
uzay	kosmos	uzay	kosmos		
murat	mourad	murat	mourad		
pop	pops	pop	pops		
pop	pop	pop	pop		
sonrası	after	sonra	after		
rowspan	rowspan	rowspan	rowspanin		
mezun	matura	mezun	matura		
george	george	george	george		
jean	jeana	jean	jeany		
gece	noc	gece	noc	N;NOM;SG;3	N;NOM;FEM;SG
united	united	united	united		
kent	kenta	kent	kenta		
muhammed	muhammed	muhammed	muhammed		
bilgiler	informacje	bilgi	informacja	N;NOM;PL;3	N;NOM;FEM;PL
bilgiler	informacje	bilgi	informacja	N;NOM;PL;3	N;NOM;FEM;PL
von	von	von	von		
çift	pary	çift	para		
çift	para	çift	para		
çift	para	çift	para		
peter	piotra	peter	piotr		
dolayısıyla	ergo	dolayısıyla	ergo		
site	witryna	sit	witryna	N;NOM;SG;3	N;NOM;FEM;SG
site	strona	sit	strona	N;NOM;SG;3	N;NOM;FEM;SG
site	pulpit	sit	pulpit	N;NOM;SG;3	N;NOM;MASC;SG
dizisi	sekwencja	dizi	sekwencja	N;NOM;SG;3	N;NOM;FEM;SG
dizisi	ciąg	dizi	ciąg	N;NOM;SG;3	N;NOM;MASC;SG
dizisi	kolejność	dizi	kolejność	N;NOM;SG;3	N;NOM;FEM;SG
antik	antyk	antik	antyk		
sivas	sivas	sivas	sivas		
hollanda	niderlandy	hollan	niderland		
hollanda	holland	hollan	holland		
yana	side	yan	sidy		
savunma	obrony	savun	obrona		
savunma	obrony	savun	obrona		
yedi	siedmiu	yedi	siedem		
yedi	siedem	yedi	siedem		
belediyesi	gmina	belediye	gmina		
yaş	age	yaş	age		
yoğun	zajęte	yoğun	zajęty		
yoğun	zajęty	yoğun	zająć		
park	park	park	park	N;NOM;SG;3	N;NOM;MASC;SG
park	parkowanie	park	parkować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
park	parking	park	parking	N;NOM;SG;3	N;NOM;MASC;SG
isveç	szwecji	isveç	szwecja		
isveç	szwecja	isveç	szwecja		
siyasetçi	polityk	siyasetçi	polityk	N;NOM;SG;3	N;NOM;MASC;SG
siyasetçi	polityka	siyasetçi	polityka	N;NOM;SG;3	N;NOM;FEM;SG
edebiyat	literatura	edebiyat	literatura	N;NOM;SG;3	N;NOM;FEM;SG
müzesi	muzeum	müze	muzeum	N;ACC;SG;3	N;ACC;NEUT;SG
et	wołowiny	et	wołowiny		
et	wołowina	et	wołowina		
annesi	matka	anne	matka	N;NOM;SG;3	N;NOM;FEM;SG
all	all	all	all		
kupa	trophy	kupa	trophy		
kupa	cup	kupa	cup		
klasik	vintage	klasik	vintage		
klasik	klasyka	klasik	klasyka		
klasik	klasyka	klasik	klasyka		
klasik	classic	klasik	classicie		
çalıştı	zadziałało	çalış	zadziałać	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
yönetimi	zarządzanie	yönetim	zarządzać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
yönetimi	kierownictwo	yönetim	kierownictwo	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	zarząd	yönetim	zarząd	N;NOM;SG;3	N;NOM;MASC;SG
yönetimi	zarządzania	yönetim	zarządzanie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	administracja	yönetim	administracja	N;NOM;SG;3	N;NOM;FEM;SG
yönetimi	podawanie	yönetim	podawać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
doğan	doğan	doğ	doğan		
doğan	falcon	doğ	falcon		
bulundu	znalazł	bulun	znaleźć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
toprak	gleby	toprak	gleba		
toprak	land	toprak	land		
toprak	brud	toprak	brud		
toprak	earth	toprak	earth		
nba	nba	nba	nba		
siyah	black	siyah	black		
siyah	czerń	siyah	czerń		
doğum	urodzenia	doğum	urodzić	N;NOM;SG;3	N;NOM;NEUT;SG
doğum	poród	doğum	poród	N;NOM;SG;3	N;NOM;MASC;SG
doğum	narodziny	doğum	narodziny	N;NOM;SG;3	N;NOM;NEUT;SG
doğum	położnictwo	doğum	położnictwo	N;NOM;SG;3	N;NOM;NEUT;SG
kore	korei	kore	korea		
henüz	acz	henüz	acz		
güvenlik	bezpieczeństwa	güvenlik	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
güvenlik	ochrona	güvenlik	ochrona	N;NOM;SG;3	N;NOM;FEM;SG
güvenlik	bezpieczeństwo	güvenlik	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
güvenlik	bezpieczeństwa	güvenlik	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
güvenlik	bezpieczeństwo	güvenlik	bezpieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
başkenti	stolica	başkent	stolica	N;NOM;SG;3	N;NOM;FEM;SG
