dorme	sueño	dorme	sueño	N	N;MASC;SG
continúan	continuar	continuar	continuar	V	V;NFIN
mundiais	mundial	mundial	mundial	ADJ	ADJ;SG
tentarei	pruebe	tentar	probar	V	V;IMP;SG;3;FIN
tentarei	probar	tentar	probar	V	V;NFIN
tentarei	intente	tentar	intentar	V	V;SBJV;SG;3;PRS;FIN
tentarei	tratar	tentar	tratar	V	V;NFIN
tentarei	conseguir	tentar	conseguir	V	V;NFIN
tentarei	consigue	tentar	conseguir	V	V;IND;SG;3;PRS;FIN
tentarei	obtener	tentar	obtener	V	V;NFIN
tentarei	obtenga	tentar	obtener	V	V;SBJV;SG;3;PRS;FIN
prioridade	prelación	prioridade	prelación	N	N;FEM;SG
prioridade	prioridad	prioridade	prioridad	N	N;FEM;SG
descuberto	descubierto	descuberto	descubrir	V	V;MASC;SG;PST;V.PTCP
descuberto	descubrió	descuberto	descubrir	V	V;IND;SG;3;PST;FIN
pensabamos	pensó	pensabar	pensar	V	V;IND;SG;3;PST;FIN
revistas	cargador	revista	cargador	N	N;MASC;SG
revistas	magazine	revista	magazine	N	N;SG
revistas	revista	revista	revista	N	N;FEM;SG
revistas	revistas	revista	revista	N	N;FEM;PL
revistas	cargadores	revista	cargador	N	N;MASC;PL
revistas	revistas	revista	revista	N	N;FEM;PL
bocas	bocas	boca	boca	N	N;FEM;PL
lograr	conseguir	lograr	conseguir	V	V;NFIN
lograr	consigue	lograr	conseguir	V	V;IND;SG;3;PRS;FIN
lograr	obtener	lograr	obtener	V	V;NFIN
lograr	obtenga	lograr	obtener	V	V;SBJV;SG;3;PRS;FIN
lograr	hacer	lograr	hacer	V	V;NFIN
distinguir	distinguir	distinguir	distinguir	V	V;NFIN
distinguir	distinguen	distinguir	distinguir	V	V;IND;PL;3;PRS;FIN
distinguir	decir	distinguir	decir	V	V;NFIN
lagos	lagos	lago	lago	N	N;MASC;PL
lagos	lagos	lago	lago	N	N;MASC;PL
recentes	recientes	recente	reciente	ADJ	ADJ;PL
recentes	reciente	recente	reciente	ADJ	ADJ;SG
funcione	trabaje	funcionar	trabaje	V	V;SBJV;SG;3;PRS;FIN
funcione	trabajar	funcionar	trabajar	V	V;NFIN
pipa	tubo	pipa	tubo	N	N;MASC;SG
pipa	tubería	pipa	tuber	N	N;FEM;SG
pipa	pipa	pipa	pipa	N	N;FEM;SG
conversas	conversaciones	converso	conversación	N	N;FEM;PL
vivendas	viviendas	vivenda	vivienda	N	N;FEM;PL
vivendas	hogares	vivenda	hogar	N	N;MASC;PL
vivendas	casas	vivenda	casa	N	N;FEM;PL
radical	radical	radical	radical	ADJ	ADJ;SG
radical	radicales	radical	radical	ADJ	ADJ;PL
obesidade	obesidad	obesidade	obesidad	N	N;FEM;SG
cadrado	cuadrada	cadrado	cuadrado	ADJ	ADJ;FEM;SG
prosperidade	prosperidad	prosperidade	prosperidad	N	N;FEM;SG
exilio	exilio	exilio	exilio	N	N;MASC;SG
exilio	destierro	exilio	destierro	N	N;MASC;SG
palma	palmera	palma	palmera	N	N;FEM;SG
palma	palma	palma	palma	N	N;FEM;SG
relativamente	relativamente	relativamente	relativamente	ADV	ADV
cordas	cuerdas	corda	cuerda	N	N;FEM;PL
cordas	cadenas	corda	cadena	N	N;FEM;PL
gráficos	gráfica	gráfico	gráfico	ADJ	ADJ;FEM;SG
gráficos	gráfico	gráfico	gráfico	ADJ	ADJ;MASC;SG
gráficos	gráficas	gráfico	gráfico	ADJ	ADJ;FEM;PL
órganos	órganos	órgano	órgano	N	N;MASC;PL
penicilina	penicilina	penicilinar	penicilina	N	N;FEM;SG
funcións	funciones	función	función	N	N;FEM;PL
domina	domina	domina	dominar	V	V;IND;SG;3;PRS;FIN
modernos	moderna	moderno	moderno	ADJ	ADJ;FEM;SG
modernos	modernos	moderno	moderno	ADJ	ADJ;MASC;PL
modernos	modernas	moderno	moderno	ADJ	ADJ;FEM;PL
modernos	moderno	moderno	moderno	ADJ	ADJ;MASC;SG
colonial	colonial	colonial	colonial	ADJ	ADJ;SG
colonial	coloniales	colonial	colonial	ADJ	ADJ;PL
exceso	from	exceso	from	N	N
exceso	exceso	exceso	exceso	N	N;MASC;SG
exceso	excedente	exceso	excedente	N	N;SG
exceso	excesos	exceso	exceso	N	N;MASC;PL
ostras	ostras	ostra	ostra	N	N;FEM;PL
ostras	migas	ostra	miga	N	N;FEM;PL
ostras	migajas	ostra	migaja	N	N;FEM;PL
vermellas	rojo	vermello	rojo	N	N;MASC;SG
vermellas	red	vermello	red	N	N;FEM;SG
ocupados	ocupada	ocupado	ocupado	ADJ	ADJ;FEM;SG;V.PTCP
ocupados	ocupado	ocupado	ocupado	ADJ	ADJ;MASC;SG;V.PTCP
ocupados	ocupados	ocupado	ocupado	ADJ	ADJ;MASC;PL;V.PTCP
ocupados	ocupadas	ocupado	ocupado	ADJ	ADJ;FEM;PL;V.PTCP
cascos	cascos	casco	casco	N	N;MASC;PL
darvos	dar	darvo	dar	V	V;NFIN
darvos	gustar	darvo	gustar	V	V;NFIN
botóns	botones	botóns	botón	N	N;MASC;PL
afirmación	declaración	afirmación	declaración	N	N;FEM;SG
afirmación	afirmación	afirmación	afirmación	N	N;FEM;SG
afirmación	comunicado	afirmación	comunicado	N	N;MASC;SG
afirmación	afirmación	afirmación	afirmación	N	N;FEM;SG
champaña	champagne	champaña	champagne	N	N;MASC;SG
champaña	champaña	champaña	champaña	N	N;FEM;SG
champaña	champán	champaña	champán	N	N;MASC;SG
lanzou	tiró	lanzar	tirar	V	V;IND;SG;3;PST;FIN
inda	todavía	inda	todavía	ADV	ADV
inda	aún	inda	aún	ADV	ADV
chamaría	llame	chamar	llamar	V	V;IMP;SG;3;FIN
chamaría	llamar	chamar	llamar	V	V;NFIN
chamaría	llama	chamar	llamar	V	V;IND;SG;3;PRS;FIN
agricultura	agricultura	agricultura	agricultura	N	N;FEM;SG
unidas	unió	unir	unir	V	V;IND;SG;3;PST;FIN
ratos	ratones	rato	ratón	N	N;MASC;PL
ratos	ratas	rato	rata	N	N;FEM;PL
dispoñible	disponible	dispoñible	disponible	ADJ	ADJ;SG
dispoñible	disponibles	dispoñible	disponible	ADJ	ADJ;PL
plataforma	andén	plataforma	andén	N	N;MASC;SG
plataforma	plataforma	plataforma	plataforma	N	N;FEM;SG
plataforma	plataformas	plataforma	plataforma	N	N;FEM;PL
celebración	celebraciones	celebración	celebración	N	N;FEM;PL
celebración	celebración	celebración	celebración	N	N;FEM;SG
celebración	festejo	celebración	festejo	N	N;MASC;SG
soubera	sabían	soubera	saber	V	V;IND;PL;3;IPFV;FIN
soubera	sabia	soubera	sabio	V	V;IND;SG;3;PRS;FIN
soubera	sabía	soubera	saber	V	V;IND;SG;3;IPFV;FIN
soubera	conocía	soubera	conocer	V	V;IND;SG;3;IPFV;FIN
soubera	conozca	soubera	conocer	V	V;IMP;SG;3;FIN
soubera	saber	soubera	saber	V	V;NFIN
soubera	sepa	soubera	saber	V	V;IMP;SG;3;FIN
soubera	sé	soubera	saber	V	V;IND;SG;1;PRS;FIN
provén	viene	prover	venir	V	V;IND;SG;3;PRS;FIN
avós	abuelos	avó	abuelo	N	N;PL
avós	abuelos	avó	abuelo	N	N;PL
namorada	amar	namorar	amar	V	V;NFIN
enviado	envió	enviar	enviar	V	V;IND;SG;3;PST;FIN
dígoo	solo	dígoo	solo	ADV	ADV
dígoo	simplemente	dígoo	simplemente	ADV	ADV
dígoo	sólo	dígoo	sólo	ADV	ADV
impórtalle	cuidados	impórtalle	cuidado	ADJ	ADJ;MASC;PL;V.PTCP
impórtalle	cuidado	impórtalle	cuidado	ADJ	ADJ;MASC;SG;V.PTCP
evidencias	evidencia	evidencia	evidencia	N	N;FEM;SG
evidencias	evidencias	evidencia	evidencia	N	N;FEM;PL
evidencias	pruebas	evidencia	prueba	N	N;FEM;PL
secundaria	alto	secundario	alto	ADJ	ADJ;MASC;SG
secundaria	elevada	secundario	elevado	ADJ	ADJ;FEM;SG;V.PTCP
secundaria	alta	secundario	alto	ADJ	ADJ;FEM;SG
secundaria	secundaria	secundario	secundario	ADJ	ADJ;FEM;SG
secundaria	secundario	secundario	secundario	ADJ	ADJ;MASC;SG
secundaria	secundarias	secundario	secundario	ADJ	ADJ;FEM;PL
primas	material	prima	material	N	N;MASC;SG
primas	materias	prima	materia	N	N;FEM;PL
primas	materiales	prima	material	N	N;MASC;PL
seguín	seguí	seguir	seguir	V	V;IND;SG;1;PST;FIN
seguín	siguió	seguir	seguir	V	V;IND;SG;3;PST;FIN
curiosamente	curiosamente	curiosamente	curiosamente	ADV	ADV
curiosamente	curiosamente	curiosamente	curiosamente	ADV	ADV
mercou	compró	mercar	comprar	V	V;IND;SG;3;PST;FIN
escritores	guionistas	escritor	guionista	N	N;PL
escritores	escritores	escritor	escritor	N	N;MASC;PL
escritores	redactores	escritor	redactor	N	N;MASC;PL
universidades	universidades	universidade	universidad	N	N;FEM;PL
universidades	universitario	universidade	universitario	N	N;MASC;SG
universidades	universitarios	universidade	universitario	N	N;MASC;PL
universidades	universidades	universidade	universidad	N	N;FEM;PL
universidades	universidad	universidade	universidad	N	N;FEM;SG
calcetíns	medias	calcetíns	medias	N	N;FEM;PL
calcetíns	calcetines	calcetíns	calcetín	N	N;MASC;PL
buscamos	mirando	buscar	mirar	V	V;V.MSDR
buscamos	buscando	buscar	buscar	V	V;V.MSDR
anual	anual	anual	anual	ADJ	ADJ;SG
anual	anuales	anual	anual	ADJ	ADJ;PL
avances	adelantos	avance	adelanto	N	N;MASC;PL
avances	avances	avance	avance	N	N;MASC;PL
avances	anticipos	avance	anticipo	N	N;MASC;PL
partidos	fiestas	partido	fiesta	N	N;FEM;PL
partidos	cerillas	partido	cerilla	N	N;FEM;PL
partidos	fósforos	partido	fósforo	N	N;MASC;PL
partidos	coincidencias	partido	coincidencia	N	N;FEM;PL
partidos	partidos	partido	partido	N	N;MASC;PL
necesarias	necesaria	necesario	necesario	ADJ	ADJ;FEM;SG
necesarias	necesarias	necesario	necesario	ADJ	ADJ;FEM;PL
necesarias	necesarios	necesario	necesario	ADJ	ADJ;MASC;PL
necesarias	necesario	necesario	necesario	ADJ	ADJ;MASC;SG
posiblemente	posiblemente	posible	posiblemente	ADV	ADV
delicado	delicadas	delicar	delicado	ADJ	ADJ;FEM;PL
delicado	delicada	delicar	delicado	ADJ	ADJ;FEM;SG
delicado	delicados	delicar	delicado	ADJ	ADJ;MASC;PL
delicado	delicado	delicar	delicado	ADJ	ADJ;MASC;SG
durmas	sueño	durma	sueño	N	N;MASC;SG
repito	repita	repito	repetir	V	V;SBJV;SG;3;FIN
repito	repetir	repito	repetir	V	V;NFIN
repito	repite	repito	repetir	V	V;IND;SG;3;PRS;FIN
repito	repito	repito	repito	V	V;IND;SG;1;PRS;FIN
crían	creyó	crían	creer	V	V;IND;SG;3;PST;FIN
crían	creyeron	crían	creer	V	V;IND;PL;3;PST;FIN
crían	creía	crían	creer	V	V;IND;SG;3;IPFV;FIN
crían	creer	crían	creer	V	V;NFIN
mensaxeiro	messenger	mensaxeiro	messenger	N	N;MASC;SG
mensaxeiro	mensajero	mensaxeiro	mensajero	N	N;MASC;SG
respiro	break	respiro	break	N	N;MASC;SG
respiro	descanso	respiro	descanso	N	N;MASC;SG
respiro	aliento	respiro	aliento	N	N;MASC;SG
respiro	respiración	respiro	respiración	N	N;FEM;SG
respiro	respiro	respiro	respiro	N	N;MASC;SG
respiro	resto	respiro	resto	N	N;MASC;SG
respiro	descanso	respiro	descanso	N	N;MASC;SG
controla	controla	controlar	controlar	V	V;IND;SG;3;PRS;FIN
combustible	combustible	combustible	combustible	N	N;MASC;SG
combustible	carburante	combustible	carburante	N	N;MASC;SG
combustible	combustibles	combustible	combustible	N	N;MASC;PL
sutil	sutil	sutil	sutil	ADJ	ADJ;SG
sutil	sutiles	sutil	sutil	ADJ	ADJ;PL
crendo	creer	crendo	creer	V	V;NFIN
crendo	pensando	crendo	pensar	V	V;V.MSDR
crendo	pensar	crendo	pensar	V	V;NFIN
crendo	creyendo	crendo	creer	V	V;V.MSDR
crendo	creer	crendo	creer	V	V;NFIN
mortalidade	mortalidad	mortalidade	mortalidad	N	N;FEM;SG
mortalidade	fallecimiento	mortalidade	fallecimiento	N	N;MASC;SG
mortalidade	death	mortalidade	death	N	N
mortalidade	muerte	mortalidade	muerte	N	N;FEM;SG
mortalidade	defunción	mortalidade	defunción	N	N;FEM;SG
accidentes	accidentes	accidente	accidente	N	N;MASC;PL
accidentes	accidente	accidente	accidente	N	N;MASC;SG
accidentes	accidente	accidente	accidente	N	N;MASC;SG
accidentes	accidentes	accidente	accidente	N	N;MASC;PL
inclúe	incluye	incluír	incluir	V	V;IND;SG;3;PRS;FIN
materias	raw	materia	raw	N	N
materias	crudo	materia	crudo	N	N;MASC;SG
misericordioso	misericordioso	misericordioso	misericordioso	ADJ	ADJ;MASC;SG
xesucristo	jesús	xesucristo	jesú	N	N;MASC;SG
xesucristo	jesus	xesucristo	jesus	N	N
xesucristo	cristo	xesucristo	cristo	N	N;MASC;SG
tradicións	tradiciones	tradición	tradición	N	N;FEM;PL
tradicións	tradición	tradición	tradición	N	N;FEM;SG
tradicións	tradiciones	tradición	tradición	N	N;FEM;PL
alcohol	alcoholes	alcohol	alcohol	N	N;MASC;PL
alcohol	alcohol	alcohol	alcohol	N	N;MASC;SG
alivio	socorro	alivio	socorro	N	N;MASC;SG
alivio	relevo	alivio	relevo	N	N;MASC;SG
alivio	relieve	alivio	relieve	N	N;MASC;SG
alivio	alivio	alivio	alivio	N	N;MASC;SG
insectos	insectos	insecto	insecto	N	N;MASC;PL
túnel	túnel	túnel	túnel	N	N;MASC;SG
túnel	tunel	túnel	tunel	N	N;MASC;SG
duelo	duelo	duelo	duelo	N	N;MASC;SG
mares	mar	mar	mar	N	N;SG
mares	mares	mar	mare	N	N;MASC;PL
viaxando	viajando	viaxar	viajar	V	V;V.MSDR
viaxando	viajar	viaxar	viajar	V	V;NFIN
artística	direction	artístico	direction	N	N;PL
artística	dirección	artístico	dirección	N	N;FEM;SG
marxe	sala	marxe	sala	N	N;FEM;SG
marxe	habitación	marxe	habitación	N	N;FEM;SG
sigamos	dejemos	sigar	dejar	V	V;IMP;PL;1;FIN
resolución	resolución	resolución	resolución	N	N;FEM;SG
ensinou	enseñaba	ensinar	enseñar	V	V;IND;SG;3;IPFV;FIN
ensinou	enseñó	ensinar	enseñar	V	V;IND;SG;3;PST;FIN
cegos	ciegos	cego	ciego	N	N;MASC;PL
cegos	ciegas	cego	ciegas	N	N;FEM;PL
feixe	pila	feixe	pila	N	N;FEM;SG
feixe	montón	feixe	montón	N	N;MASC;SG
feixe	lote	feixe	lote	N	N;MASC;SG
rexistros	actas	rexistro	acta	N	N;FEM;PL
rexistros	registros	rexistro	registro	N	N;MASC;PL
rexistros	discos	rexistro	disco	N	N;MASC;PL
rexistros	records	rexistro	records	N	N;MASC
focas	focas	foca	foca	N	N;FEM;PL
focas	precintos	foca	precinto	N	N;MASC;PL
focas	sellos	foca	sello	N	N;MASC;PL
globo	globo	globo	globo	N	N;MASC;SG
globo	globos	globo	globo	N	N;MASC;PL
choraba	llorando	chorar	llorar	V	V;V.MSDR
choraba	llorar	chorar	llorar	V	V;NFIN
choraba	lloró	chorar	llorar	V	V;IND;SG;3;PST;FIN
choraba	lloraba	chorar	llorar	V	V;IND;SG;3;IPFV;FIN
choraba	exclamó	chorar	exclamar	V	V;IND;SG;3;PST;FIN
continuou	continuó	continuar	continuar	V	V;IND;SG;3;PST;FIN
elefante	elefante	elefante	elefante	N	N;MASC;SG
elefante	elefante	elefante	elefante	N	N;MASC;SG
elefante	elefantes	elefante	elefante	N	N;MASC;PL
golf	golf	golf	golf	N	N;MASC
sétimo	séptima	sétimo	séptimo	ADJ	ADJ;FEM;SG
sétimo	séptimo	sétimo	séptimo	ADJ	ADJ;MASC;SG
creceu	creció	crecer	crecer	V	V;IND;SG;3;PST;FIN
creceu	crecieron	crecer	crecer	V	V;IND;PL;3;PST;FIN
venden	venda	vender	vender	V	V;SBJV;SG;3;PRS;FIN
venden	vender	vender	vender	V	V;NFIN
venden	vendo	vender	ver	V	V;FIN
venden	vende	vender	vender	V	V;IND;SG;3;PRS;FIN
empresarios	empresarios	empresario	empresario	N	N;MASC;PL
camas	lechos	cama	lecho	N	N;MASC;PL
camas	camas	cama	cama	N	N;FEM;PL
atopara	tenía	atopar	tener	V	V;IND;SG;3;IPFV;FIN
atopara	tuvo	atopar	tener	V	V;IND;SG;3;PST;FIN
dixestes	said	dicir	said	N	N
bonecas	muñecas	boneca	muñeca	N	N;FEM;PL
bonecas	muñecos	boneca	muñeco	N	N;MASC;PL
evento	acontecimiento	evento	acontecimiento	N	N;MASC;SG
evento	evento	evento	evento	N	N;MASC;SG
festival	festival	festival	festival	N	N;MASC;SG
festival	festivales	festival	festival	N	N;MASC;PL
determinación	determinación	determinación	determinación	N	N;FEM;SG
chamaron	telefoneó	chamar	telefonear	V	V;IND;SG;3;PST;FIN
chamaron	llamé	chamar	llamar	V	V;IND;SG;1;PST;FIN
brasil	brazil	brasil	brazil	N	N
brasil	brasil	brasil	brasil	N	N;SG
ilusións	ilusiones	ilusión	ilusión	N	N;FEM;PL
tiran	tirar	ter	tirar	V	V;NFIN
separar	separar	separar	separar	V	V;NFIN
arriscar	arriesgar	arriscar	arriesgar	V	V;NFIN
pito	pollito	pito	pollito	N	N;MASC;SG
pito	pollos	pito	pollo	N	N;MASC;PL
pito	gallina	pito	gallina	N	N;FEM;SG
pito	pollo	pito	pollo	N	N;MASC;SG
pito	cigarro	pito	cigarro	N	N;MASC;SG
pito	cigarrillos	pito	cigarrillo	N	N;MASC;PL
pito	cigarrillo	pito	cigarrillo	N	N;MASC;SG
censura	censura	censura	censura	N	N;FEM;SG
crianzas	niñez	crianza	niñez	N	N;FEM;SG
crianzas	infancia	crianza	infancia	N	N;FEM;SG
crianzas	ninos	crianza	nino	N	N;MASC;PL
crianzas	niños	crianza	niño	N	N;MASC;PL
montes	montañas	monte	montaña	N	N;FEM;PL
montes	montes	monte	monte	N	N;MASC;PL
montes	montaña	monte	montaña	N	N;FEM;SG
chamados	llamé	chamar	llamar	V	V;IND;SG;1;PST;FIN
proveito	some	proveito	some	N	N
cualificación	clasificación	cualificación	clasificación	N	N;FEM;SG
cualificación	habilitación	cualificación	habilitación	N	N;FEM;SG
cualificación	calificación	cualificación	calificación	N	N;FEM;SG
cualificación	rating	cualificación	rating	N	N;SG
insultar	insultar	insultar	insultar	V	V;NFIN
insultar	insultar	insultar	insultar	V	V;NFIN
liberal	liberal	liberal	liberal	ADJ	ADJ;SG
descoñecidos	forasteros	descoñecido	forastero	N	N;MASC;PL
perdera	perdió	perderar	perder	V	V;IND;SG;3;PST;FIN
perdera	tenía	perderar	tener	V	V;IND;SG;3;IPFV;FIN
perdera	tuvo	perderar	tener	V	V;IND;SG;3;PST;FIN
escuros	profundo	escuro	profundo	ADJ	ADJ;MASC;SG
escuros	profunda	escuro	profundo	ADJ	ADJ;FEM;SG
escuros	oscuro	escuro	oscuro	ADJ	ADJ;MASC;SG
escuros	oscuros	escuro	oscuro	ADJ	ADJ;MASC;PL
escuros	oscura	escuro	oscuro	ADJ	ADJ;FEM;SG
internacionais	internacional	internacional	internacional	ADJ	ADJ;SG
internacionais	international	internacional	international	ADJ	ADJ;SG
internacionais	internacionales	internacional	internacional	ADJ	ADJ;PL
socio	compañero	socio	compañero	N	N;MASC;SG
socio	pareja	socio	pareja	N	N;FEM;SG
socio	socio	socio	socio	N	N;MASC;SG
socio	partner	socio	partner	N	N;MASC;SG
socio	socia	socio	socia	N	N;FEM;SG
extrema	extremo	extremo	extremo	N	N;MASC;SG
extrema	extreme	extremo	extreme	N	N
extrema	extremos	extremo	extremo	N	N;MASC;PL
escoitarme	escuchando	escoitarme	escuchar	V	V;V.MSDR
escoitarme	escucho	escoitarme	escuchar	V	V;IND;SG;1;PRS;FIN
escoitarme	escuchar	escoitarme	escuchar	V	V;NFIN
escoitarme	escuchen	escoitarme	escuchar	V	V;IMP;PL;3;FIN
escoitarme	escuche	escoitarme	escuche	V	V;IMP;SG;3;FIN
escoitarme	escuchar	escoitarme	escuchar	V	V;NFIN
escoitarme	escucha	escoitarme	escuchar	V	V;IND;SG;3;PRS;FIN
escoitarme	escuche	escoitarme	escuche	V	V;IMP;SG;3;FIN
escoitarme	escuchar	escoitarme	escuchar	V	V;NFIN
escoitarme	oír	escoitarme	oír	V	V;NFIN
escoitarme	oyes	escoitarme	oír	V	V;IND;SG;2;PRS;FIN
rabia	rabia	rabia	rabia	N	N;FEM;SG
rabia	ira	rabia	ira	N	N;FEM;SG
rabia	enojo	rabia	enojo	N	N;MASC;SG
rabia	enfado	rabia	enfado	N	N;MASC;SG
rabia	cólera	rabia	cólera	N	N;FEM;SG
rabia	rabia	rabia	rabia	N	N;FEM;SG
rabia	rage	rabia	rage	N	N;MASC;SG
caros	costoso	caro	costoso	ADJ	ADJ;MASC;SG
caros	caro	caro	caro	ADJ	ADJ;MASC;SG
caros	caros	caro	caro	ADJ	ADJ;MASC;PL
católica	católico	católico	católico	ADJ	ADJ;MASC;SG
católica	católica	católico	católico	ADJ	ADJ;FEM;SG
sacrificar	sacrificar	sacrificar	sacrificar	V	V;NFIN
sacrificar	sacrificando	sacrificar	sacrificar	V	V;V.MSDR
sacrificar	sacrificar	sacrificar	sacrificar	V	V;NFIN
carreta	phantom	carreta	phantom	N	N;MASC;SG
carreta	fantasma	carreta	fantasma	N	N;SG
carreta	carreta	carreta	carreta	N	N;FEM;SG
carreta	carrito	carreta	carrito	N	N;MASC;SG
carreta	carro	carreta	carro	N	N;MASC;SG
deberá	deben	deber	deber	V	V;IND;PL;3;PRS;FIN
deberá	debe	deber	deber	V	V;IND;SG;3;PRS;FIN
buscaba	estaba	buscar	estar	V	V;IND;SG;3;IPFV;FIN
buscaba	mirando	buscar	mirar	V	V;V.MSDR
buscaba	buscando	buscar	buscar	V	V;V.MSDR
dubido	dudar	dober	dudar	V	V;NFIN
dubido	dudo	dober	dudo	V	V;IMP;SG;1;PRS;FIN
suor	sudor	suor	sudor	N	N;MASC;SG
merca	compra	merca	compra	N	N;FEM;SG
copas	bebe	copa	beber	N	N;MASC;SG
copas	tragos	copa	trago	N	N;MASC;PL
copas	bebidas	copa	bebida	N	N;FEM;PL
copas	bebida	copa	bebida	N	N;FEM;SG
copas	copas	copa	copa	N	N;FEM;PL
pasase	ocurrió	pasase	ocurrir	V	V;IND;SG;3;PST;FIN
pasase	sucedió	pasase	suceder	V	V;IND;SG;3;PST;FIN
pasase	pasó	pasase	pasar	V	V;IND;SG;3;PST;FIN
recto	recta	recto	recta	N	N;FEM;SG
saúda	di	saúda	di	N	N
saúda	hello	saúda	hello	N	N;MASC;SG
falabamos	hablé	falabar	hablar	V	V;IND;SG;1;PST;FIN
falabamos	hablaba	falabar	hablar	V	V;IND;SG;3;IPFV;FIN
falabamos	habló	falabar	hablar	V	V;IND;SG;3;PST;FIN
falabamos	hablaron	falabar	hablar	V	V;IND;PL;3;PST;FIN
abrazo	abrazo	abrazo	abrazo	N	N;MASC;SG
dicircho	decir	dicircho	decir	V	V;NFIN
tea	tela	tea	tela	N	N;FEM;SG
tea	telas	tea	tela	N	N;FEM;PL
tea	paño	tea	paño	N	N;MASC;SG
inspección	inspecciones	inspección	inspección	N	N;FEM;PL
inspección	inspección	inspección	inspección	N	N;FEM;SG
inspección	dormitorio	inspección	dormitorio	N	N;MASC;SG
máximo	máximo	máximo	máximo	ADJ	ADJ;MASC;SG
máximo	máxima	máximo	máximo	ADJ	ADJ;FEM;SG
máximo	máximas	máximo	máxima	ADJ	ADJ;FEM;PL
cambiaches	cambió	cambiaches	cambiar	V	V;IND;SG;3;PST;FIN
cambiaches	cambiar	cambiaches	cambiar	V	V;NFIN
cambiaches	cambia	cambiaches	cambiar	V	V;IND;SG;3;PRS;FIN
almorzar	desayunar	almorzar	desayunar	V	V;NFIN
almorzar	almorzar	almorzar	almorzar	V	V;NFIN
peitos	her	peito	her	N	N
peitos	pechos	peito	pecho	N	N;MASC;PL
peitos	senos	peito	seno	N	N;MASC;PL
peitos	mama	peito	mama	N	N;FEM;SG
peitos	pechuga	peito	pechuga	N	N;FEM;SG
peitos	seno	peito	seno	N	N;MASC;SG
peitos	pecho	peito	pecho	N	N;MASC;SG
baleiras	vacías	baleira	vacío	ADJ	ADJ;FEM;PL
baleiras	vacíos	baleira	vacío	ADJ	ADJ;MASC;PL
baleiras	vacía	baleira	vacío	ADJ	ADJ;FEM;SG
furioso	furiosa	furioso	furioso	ADJ	ADJ;FEM;SG
furioso	furiosos	furioso	furioso	ADJ	ADJ;MASC;PL
furioso	furioso	furioso	furioso	ADJ	ADJ;MASC;SG
vina	vi	vina	ver	V	V;IND;SG;1;PST;FIN
vina	vio	vina	ver	V	V;IND;SG;3;PST;FIN
vina	vieron	vina	ver	V	V;IND;PL;3;PST;FIN
retiro	jubilación	retiro	jubilación	N	N;FEM;SG
retiro	retiro	retiro	retiro	N	N;MASC;SG
peles	pieles	pel	piel	N	N;FEM;PL
peles	pieles	pel	piel	N	N;FEM;PL
peles	piel	pel	piel	N	N;FEM;SG
peles	pelaje	pel	pelaje	N	N;MASC;SG
peles	peletería	pel	peletería	N	N;FEM;SG
cranio	calavera	cranio	calavero	N	N;FEM;SG
cranio	cráneo	cranio	cráneo	N	N;MASC;SG
cranio	skull	cranio	skull	N	N
destruíron	destruyó	destruír	destruir	V	V;IND;SG;3;PST;FIN
batallóns	batallones	batallón	batallón	N	N;MASC;PL
conquista	conquistas	conquista	conquista	N	N;FEM;PL
conquista	conquista	conquista	conquista	N	N;FEM;SG
veteranos	veteranos	veterano	veterano	N	N;MASC;PL
veteranos	veterinarios	veterano	veterinario	N	N;MASC;PL
valentía	coraje	valentía	coraje	N	N;MASC;SG
valentía	valentía	valentía	valentía	N	N;FEM;SG
valentía	valor	valentía	valor	N	N;MASC;SG
defende	defiende	defender	defender	V	V;IND;SG;3;PRS;FIN
defende	defienda	defender	defender	V	V;IMP;SG;3;FIN
defende	defienden	defender	defender	V	V;IND;PL;3;PRS;FIN
cecais	quizás	cecal	quizás	ADV	ADV
cecais	quizá	cecal	quizá	ADV	ADV
cheguemos	conseguir	cheguer	conseguir	V	V;NFIN
cheguemos	consigue	cheguer	conseguir	V	V;IND;SG;3;PRS;FIN
cheguemos	obtener	cheguer	obtener	V	V;NFIN
cheguemos	obtenga	cheguer	obtener	V	V;SBJV;SG;3;PRS;FIN
atoparei	encontrar	atopar	encontrar	V	V;NFIN
atoparei	encuentra	atopar	encontrar	V	V;IND;SG;3;PRS;FIN
atoparei	encuentre	atopar	encontrar	V	V;SBJV;SG;3;PRS;FIN
tesouro	tesoros	tesouro	tesoro	N	N;MASC;PL
tesouro	tesoro	tesouro	tesoro	N	N;MASC;SG
destruído	destruyó	destruír	destruir	V	V;IND;SG;3;PST;FIN
roubando	robar	roubar	robar	V	V;NFIN
roubando	robando	roubar	robar	V	V;V.MSDR
chamarme	llame	chamarme	llamar	V	V;IMP;SG;3;FIN
chamarme	llamar	chamarme	llamar	V	V;NFIN
chamarme	llama	chamarme	llamar	V	V;IND;SG;3;PRS;FIN
delicioso	delicioso	delicioso	delicioso	ADJ	ADJ;MASC;SG
delicioso	deliciosos	delicioso	delicioso	ADJ	ADJ;MASC;PL
delicioso	deliciosas	delicioso	delicioso	ADJ	ADJ;FEM;PL
delicioso	deliciosa	delicioso	delicioso	ADJ	ADJ;FEM;SG
pixamas	pijamas	pixar	pijama	N	N;MASC;PL
pixamas	pijama	pixar	pijama	N	N;MASC;SG
pau	stick	pau	stick	N	N
