vorn	μπροστά	vorn	μπροστά	ADV	ADV
sportlichen	αθλητικό	sportlich	αθλητικό	ADJ	ADJ;NOM;NEUT;SG
dreht	γυρίζει	drehen	γυρίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
inspiriert	εμπνευσμένη	inspirieren	εμπνεύω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
inspiriert	εμπνευσμένο	inspirieren	εμπνεύω	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
inspiriert	ενέπνευσε	inspirieren	ενδνεύδω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
inspiriert	εμπνέει	inspirieren	εμπνέω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
inspiriert	εμπνεύσει	inspirieren	εμπνεύω	V;V.PTCP	V;PFV;NFIN;ACT
schriftliche	γραπτές	schriftlich	γραπτός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
niedergang	παρακμή	niedergang	παρακμή	N	N;NOM;FEM;SG
niedergang	πτώση	niedergang	πτώση	N	N;ACC;FEM;SG
untersuchte	εξετάστηκε	untersuchen	εξετάζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
untersuchte	εξέτασε	untersuchen	εκτάγω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
endgültige	οριστικές	endgültig	οριστικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
raketen	πυραύλους	raket	πύραυλος	N;PL	N;ACC;MASC;PL
raketen	βλήματα	raket	βλήμα	N;PL	N;NOM;NEUT;PL
raketen	πύραυλοι	raket	πύραυλος	N;PL	N;NOM;MASC;PL
raketen	ρουκέτες	raket	ρουκέτα	N;PL	N;NOM;FEM;PL
raketen	πύραυλοι	raket	πύραυλος	N;PL	N;NOM;MASC;PL
vermieden	αποφεύγει	vermeiden	αποφεύγω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
vermieden	αποφεύγεται	vermeiden	αποφεύγω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
vermieden	αποφευχθεί	vermeiden	αποφεύγω	V;V.PTCP	V;PFV;NFIN;PASS
rettung	σωτηρία	rettung	σωτηρία	N;FEM;SG	N;ACC;FEM;SG
rettung	λύτρωση	rettung	λύτρωση	N;FEM;SG	N;ACC;FEM;SG
rettung	διάσωση	rettung	διάσωση	N;FEM;SG	N;ACC;FEM;SG
rettung	διάσωσης	rettung	διάσωση	N;FEM;SG	N;GEN;FEM;SG
fotografiert	φωτογραφήθηκε	fotografieren	φωτογραφήύω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
konsequent	συνεπής	konsequent	συνεπής	ADJ	ADJ;NOM;FEM;SG
jünger	νεότερη	jung	νέος	ADJ	ADJ;NOM;CMPR;FEM;SG
jünger	νεώτερος	jung	νεώτερος	ADJ	ADJ;NOM;CMPR;MASC;SG
jünger	νεότεροι	jung	νέος	ADJ	ADJ;NOM;CMPR;MASC;PL
jünger	νεότερος	jung	νεότερος	ADJ	ADJ;NOM;CMPR;MASC;SG
glücklich	τυχερός	glücklich	τυχερός	ADJ	ADJ;NOM;MASC;SG
glücklich	τυχερή	glücklich	τυχερός	ADJ	ADJ;NOM;FEM;SG
glücklich	ευτυχής	glücklich	ευτυχής	ADJ	ADJ;NOM;MASC;SG
glücklich	χαρούμενος	glücklich	χαρούμενος	ADJ	ADJ;NOM;MASC;SG
glücklich	χαρούμενη	glücklich	χαρούμενος	ADJ	ADJ;NOM;FEM;SG
demokraten	δημοκράτες	demokraten	δημοκράτης	N;NOM;PL	N;NOM;MASC;PL
termin	προθεσμία	termin	προθεσμία	N;SG	N;NOM;FEM;SG
termin	ραντεβού	termin	ραντεβός	N;SG	N;NOM;NEUT;SG
termin	διορισμός	termin	διορισμός	N;SG	N;NOM;MASC;SG
anbieten	προσφέροντας	anbieten	προσφέρω	V;NFIN	V;IPFV;V.CVB;ACT
spezifische	ειδικές	spezifisch	ειδικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
schnellste	γρηγορότερο	schnell	γρηγορός	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
unverständlich	ακατανόητο	unverständlich	ακατανόητος	ADJ	ADJ;NOM;NEUT;SG
unverständlich	ακατανόητη	unverständlich	ακατανόητος	ADJ	ADJ;NOM;FEM;SG
verwechselt	μπερδεμένοι	verwechseln	μπερδεμένος	V;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
verwechselt	μπερδεμένος	verwechseln	μπερδεμένος	V;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
verwechselt	μπερδεμένη	verwechseln	μπερδεμένος	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
unterhalten	διασκεδάσει	unterhalten	διασκεδώ	V;V.PTCP	V;PFV;NFIN;ACT
anwesend	παρόντες	anwesend	παρών	ADJ	ADJ;NOM;MASC;PL
anwesend	παρούσα	anwesend	παρών	ADJ	ADJ;NOM;FEM;SG
baut	χτίζει	bauen	χτίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
angeblichen	εικαζόμενη	angeblich	εικαζόμενος	ADJ	ADJ;NOM;FEM;SG
tatsächlichen	πραγματική	tatsächlich	πραγματικός	ADJ	ADJ;NOM;FEM;SG
sinnlos	ανούσιο	sinnlos	ανούσιος	ADJ	ADJ;NOM;NEUT;SG
sinnlos	άσκοπο	sinnlos	άσκοπος	ADJ	ADJ;NOM;NEUT;SG
sinnlos	άσκοπη	sinnlos	άσκοπος	ADJ	ADJ;NOM;FEM;SG
sinnlos	άχρηστο	sinnlos	άχρηστος	ADJ	ADJ;NOM;NEUT;SG
sinnlos	άχρηστη	sinnlos	άχρηστος	ADJ	ADJ;NOM;FEM;SG
sinnlos	άχρηστος	sinnlos	άχρηστος	ADJ	ADJ;NOM;MASC;SG
sinnlos	μάταιο	sinnlos	μάταιο	ADJ	ADJ;NOM;NEUT;SG
sinnlos	ανούσιο	sinnlos	ανούσιος	ADJ	ADJ;NOM;NEUT;SG
sinnlos	ανούσια	sinnlos	ανούσιος	ADJ	ADJ;NOM;NEUT;PL
komponiert	αποτελείται	komponieren	αποτελώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
gefangene	αιχμάλωτοι	gefangen	αιχμάλωτος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
gefangene	αιχμάλωτοι	gefangen	αιχμάλωτος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
qualitativ	ποιοτικές	qualitativ	ποιοτικός	ADJ	ADJ;NOM;FEM;PL
qualitativ	ποιοτική	qualitativ	ποιοτικός	ADJ	ADJ;NOM;FEM;SG
kontrolliert	ελέγχθηκε	kontrollieren	ελέγχω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
kontrolliert	έλεγξα	kontrollieren	λέγω	V;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
kontrolliert	ελεγχόμενη	kontrollieren	ελεγχόμενος	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
kontrolliert	ελέγχεται	kontrollieren	ελέγχω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
kontrolliert	ελεγχόμενο	kontrollieren	ελεγχόμενο	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
kanonen	κανόνια	kanon	κανόνι	N;NOM;FEM;PL	N;NOM;NEUT;PL
kanonen	όπλα	kanon	όπλο	N;NOM;FEM;PL	N;NOM;NEUT;PL
kanonen	οπλα	kanon	οπλά	N;NOM;FEM;PL	N;NOM;NEUT;PL
kanonen	κανόνια	kanon	κανόνι	N;NOM;FEM;PL	N;NOM;NEUT;PL
streitigkeiten	διενέξεις	streitigkeit	διένεξη	N;NOM;FEM;PL	N;NOM;FEM;PL
streitigkeiten	διαφορές	streitigkeit	διαφορά	N;NOM;FEM;PL	N;NOM;FEM;PL
streitigkeiten	διαφωνίες	streitigkeit	διαφωνία	N;NOM;FEM;PL	N;NOM;FEM;PL
streitigkeiten	αμφισβητήσεις	streitigkeit	αμφισβήτηση	N;NOM;FEM;PL	N;NOM;FEM;PL
aufführungen	παραστάσεις	aufführingen	παράσταση	N;NOM;FEM;PL	N;NOM;FEM;PL
katastrophe	συμφορά	katastrophe	συμφορά	N;NOM;FEM;SG	N;NOM;FEM;SG
formulierungen	σκευάσματα	formulierung	σκέυασμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
automatische	αυτόματες	automatisch	αυτόματος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
bergwerk	ορυχείο	bergwerk	ορυχείο	N;NOM;NEUT;SG	N;NOM;NEUT;SG
verteilen	διανέμουν	verteilen	διανέμω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
verteilen	διανεμηθεί	verteilen	διανεμώ	V;NFIN	V;PFV;NFIN;PASS
verteilen	διανέμεται	verteilen	διανέμω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
verteilen	διανέμονται	verteilen	διανέμω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
greifen	πιάσε	greifen	πιάνω	V;NFIN	V;PFV;IND;SG;1;PST;FIN;ACT
litt	υπέστη	leiden	υφίσταμαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
litt	υπέφερε	leiden	υποφέρω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
negativen	δυσμενείς	negativ	δυσμενής	ADJ	ADJ;NOM;FEM;PL
negativen	αρνητικός	negativ	αρνητικός	ADJ	ADJ;NOM;MASC;SG
negativen	αρνητικό	negativ	αρνητικός	ADJ	ADJ;NOM;NEUT;SG
negativen	αρνητική	negativ	αρνητικός	ADJ	ADJ;NOM;FEM;SG
abwarten	περιμένω	abwarten	περιμένω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
abwarten	περιμένοντας	abwarten	περιμένω	V;NFIN	V;IPFV;V.CVB;ACT
abwarten	περιμένει	abwarten	περιμένω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
abwarten	περίμενε	abwarten	περίμενο	V;NFIN	V;IPFV;IND;SG;3;PST;FIN;ACT
abwarten	περιμένετε	abwarten	περιμένω	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
grundstein	ακρογωνιαίο	grundstein	ακρογωνιαίος	ADJ	ADJ;NOM;NEUT;SG
nominierungen	υποψηφιότητες	nominierung	υποψηφιότητα	N;NOM;FEM;PL	N;NOM;FEM;PL
draußen	έξω	draußen	έξω	ADV	ADV
draußen	εξω	draußen	εξω	ADV	ADV
draußen	έξω	draußen	έξω	ADV	ADV
draußen	εξω	draußen	εξω	ADV	ADV
sauber	καθαρή	sauber	καθερός	ADJ	ADJ;NOM;FEM;SG
sauber	καθαρό	sauber	καθερός	ADJ	ADJ;NOM;NEUT;SG
sauber	καθαρός	sauber	καθαρός	ADJ	ADJ;NOM;MASC;SG
sauber	καθαροί	sauber	καθερός	ADJ	ADJ;NOM;MASC;PL
forstwirtschaft	δασικές	forstwirtschaft	δασικός	ADJ	ADJ;NOM;FEM;PL
forstwirtschaft	δασική	forstwirtschaft	δασικός	ADJ	ADJ;NOM;FEM;SG
ideologie	ιδεολογία	ideologie	ιδεολογία	N;NOM;FEM;SG	N;NOM;FEM;SG
mehrzahl	πληθυντικός	mehrzahl	πληθυντικός	ADJ	ADJ;NOM;MASC;SG
heilig	ιερός	heilig	ιερός	ADJ	ADJ;NOM;MASC;SG
heilig	ιερή	heilig	ιερός	ADJ	ADJ;NOM;FEM;SG
geholfen	βοήθησα	helfen	βοηθώ	V;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
geholfen	βοήθησε	helfen	βοηθώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
folgend	ακόλουθες	folgend	ακόλουθος	ADJ	ADJ;NOM;FEM;PL
ergänzungen	συμπληρώνει	ergänzung	συμπληρώνω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
