من	от	مِن	от	ADP	ADP
بلدية	община	بَلَدِيَّة	община	N;NOM;INDF;SG	N;INDF;FEM;SG
برنامج	програма	بَرنَامَج	програма	N;NOM;INDF;SG	N;INDF;FEM;SG
برنامج	програма	بَرنَامَج	програма	N;NOM;INDF;SG	N;INDF;FEM;SG
برنامج	софтуер	بَرنَامَج	софтуер	N;NOM;INDF;SG	N;INDF;MASC;SG
وقت	време	وَقت	време	N;NOM;INDF;SG	N;INDF;NEUT;SG
النظام	системата	نِظَام	система	N;NOM;DEF;SG	N;DEF;FEM;SG
مدرسة	школа	مَدرَسَة	школа	N;NOM;INDF;SG	N;INDF;FEM;SG
مدرسة	училище	مَدرَسَة	училище	N;NOM;INDF;SG	N;INDF;NEUT;SG
عرض	показване	عَرض	показване	N;NOM;INDF;SG	N;INDF;NEUT;SG
عرض	представяне	عَرض	представяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
عرض	презентация	عَرض	презентация	N;NOM;INDF;SG	N;INDF;FEM;SG
عرض	показване	عَرض	показване	N;NOM;INDF;SG	N;INDF;NEUT;SG
عرض	изглед	عَرض	изглед	N;NOM;INDF;SG	N;INDF;MASC;SG
عرض	гледка	عَرض	гледка	N;NOM;INDF;SG	N;INDF;FEM;SG
عرض	оглед	عَرض	оглед	N;NOM;INDF;SG	N;INDF;MASC;SG
عرض	преглед	عَرض	преглед	N;NOM;INDF;SG	N;INDF;MASC;SG
المدرسة	училището	مَدرَسَة	училище	N;NOM;DEF;SG	N;DEF;NEUT;SG
بناء	изграждане	بِنَاء	изграждане	N;ACC;INDF;SG	N;INDF;NEUT;SG
بناء	сграда	بِنَاء	сграда	N;ACC;INDF;SG	N;INDF;FEM;SG
بناء	изграждане	بِنَاء	изграждане	N;ACC;INDF;SG	N;INDF;NEUT;SG
بناء	строеж	بِنَاء	строеж	N;ACC;INDF;SG	N;INDF;MASC;SG
بناء	конструкция	بِنَاء	конструкция	N;ACC;INDF;SG	N;INDF;FEM;SG
بناء	строителство	بِنَاء	строителство	N;ACC;INDF;SG	N;INDF;NEUT;SG
بناء	изграждане	بِنَاء	изграждане	N;ACC;INDF;SG	N;INDF;NEUT;SG
التاريخ	историята	تَارِيخ	история	N;NOM;DEF;SG	N;DEF;FEM;SG
مجال	владение	مَجَال	владение	N;NOM;INDF;SG	N;INDF;NEUT;SG
مجال	домейн	مَجَال	домейн	N;NOM;INDF;SG	N;INDF;MASC;SG
حركة	движение	حَرَكَة	движение	N;NOM;INDF;SG	N;INDF;NEUT;SG
حركة	придвижване	حَرَكَة	придвижване	N;NOM;INDF;SG	N;INDF;NEUT;SG
حركة	движение	حَرَكَة	движение	N;NOM;INDF;SG	N;INDF;NEUT;SG
المقاطعة	провинцията	مُقَاطَعَة	провинция	N;NOM;DEF;SG	N;DEF;FEM;SG
مسلسل	серия	مُسَلسَل	серия	N;NOM;INDF;SG	N;INDF;FEM;SG
مسلسل	поредица	مُسَلسَل	поредица	N;NOM;INDF;SG	N;INDF;FEM;SG
مسلسل	сериал	مُسَلسَل	сериал	N;NOM;INDF;SG	N;INDF;MASC;SG
قالب	шаблон	قَالِب	шаблон	N;NOM;INDF;SG	N;INDF;MASC;SG
تقرير	докладване	تَقرِير	докладване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تقرير	доклад	تَقرِير	доклад	N;NOM;INDF;SG	N;INDF;MASC;SG
المناطق	регионите	مِنطَقَة	регион	N;NOM;DEF;PL	N;DEF;MASC;PL
دول	държави	دَولَة	държава	N;NOM;INDF;PL	N;INDF;FEM;PL
دول	щати	دَولَة	щат	N;NOM;INDF;PL	N;INDF;MASC;PL
عضو	член	عُضو	член	N;NOM;INDF;SG	N;INDF;MASC;SG
لغة	език	لُغَة	език	N;NOM;INDF;SG	N;INDF;MASC;SG
معركة	битка	مَعرَكَة	битка	N;NOM;INDF;SG	N;INDF;FEM;SG
بوابة	порта	بَوَّابَة	порта	N;NOM;INDF;SG	N;INDF;FEM;SG
بوابة	портал	بَوَّابَة	портал	N;NOM;INDF;SG	N;INDF;MASC;SG
بوابة	портал	بَوَّابَة	портал	N;NOM;INDF;SG	N;INDF;MASC;SG
مقالة	есе	مَقَالَة	есе	N;NOM;INDF;SG	N;INDF;NEUT;SG
مقالة	статия	مَقَالَة	статия	N;NOM;INDF;SG	N;INDF;FEM;SG
مقالة	член	مَقَالَة	член	N;NOM;INDF;SG	N;INDF;MASC;SG
قناة	канал	قَنَاة	канал	N;NOM;INDF;SG	N;INDF;MASC;SG
قناة	канал	قَنَاة	канал	N;NOM;INDF;SG	N;INDF;MASC;SG
علماء	учени	عَالِم	учен	N;NOM;INDF;PL	N;INDF;MASC;PL
مناطق	райони	مِنطَقَة	район	N;NOM;INDF;PL	N;INDF;MASC;PL
مناطق	региони	مِنطَقَة	регион	N;NOM;INDF;PL	N;INDF;MASC;PL
مناطق	зони	مِنطَقَة	зоня	N;NOM;INDF;PL	N;INDF;FEM;PL
مناطق	райони	مِنطَقَة	район	N;NOM;INDF;PL	N;INDF;MASC;PL
مناطق	зони	مِنطَقَة	зоня	N;NOM;INDF;PL	N;INDF;FEM;PL
مناطق	площи	مِنطَقَة	площ	N;NOM;INDF;PL	N;INDF;FEM;PL
مناطق	области	مِنطَقَة	област	N;NOM;INDF;PL	N;INDF;FEM;PL
شهر	месец	شَهر	месец	N;NOM;INDF;SG	N;INDF;MASC;SG
سلسلة	серия	سِلسِلَة	серия	N;NOM;INDF;SG	N;INDF;FEM;SG
سلسلة	поредица	سِلسِلَة	поредица	N;NOM;INDF;SG	N;INDF;FEM;SG
سلسلة	сериал	سِلسِلَة	сериал	N;NOM;INDF;SG	N;INDF;MASC;SG
سلسلة	връв	سِلسِلَة	връв	N;NOM;INDF;SG	N;INDF;FEM;SG
سلسلة	низ	سِلسِلَة	низ	N;NOM;INDF;SG	N;INDF;MASC;SG
سلسلة	струна	سِلسِلَة	струна	N;NOM;INDF;SG	N;INDF;FEM;SG
سلسلة	верига	سِلسِلَة	верига	N;NOM;INDF;SG	N;INDF;FEM;SG
سلسلة	верижка	سِلسِلَة	верижка	N;NOM;INDF;SG	N;INDF;FEM;SG
جديدة	нов	جَدِيد	нов	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
جديدة	нова	جَدِيد	нов	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
فيديو	запис	فِيدِيُو	запис	N;NOM;INDF;SG	N;INDF;MASC;SG
فيديو	видеоклип	فِيدِيُو	видеоклип	N;NOM;INDF;SG	N;INDF;MASC;SG
فيديو	видео	فِيدِيُو	видео	N;NOM;INDF;SG	N;INDF;NEUT;SG
جزيرة	island	جَزِيرَة	islanа	N;NOM;INDF;SG	N;INDF;MASC;SG
جزيرة	остров	جَزِيرَة	остров	N;NOM;INDF;SG	N;INDF;MASC;SG
جزيرة	айлънд	جَزِيرَة	айлънд	N;NOM;INDF;SG	N;INDF;MASC;SG
جمهورية	република	جُمهُورِيَّة	република	N;NOM;INDF;SG	N;INDF;FEM;SG
عمان	оман	عَمَّان	оман	N;NOM;INDF;SG	N;INDF;MASC;SG
عمان	аман	عَمَّان	аман	N;NOM;INDF;SG	N;INDF;MASC;SG
لبنان	ливан	لُبنَان	ливан	N;NOM;INDF;SG	N;INDF;MASC;SG
عالم	свят	عَالَم	свят	N;NOM;INDF;SG	N;INDF;MASC;SG
عالم	учен	عَالَم	учен	N;NOM;INDF;SG	N;INDF;MASC;SG
عالم	учен	عَالَم	учен	N;NOM;INDF;SG	N;INDF;MASC;SG
الدم	кръвта	دَم	кръв	N;NOM;DEF;SG	N;DEF;FEM;SG
وزارة	министерство	وِزَارَة	министерство	N;NOM;INDF;SG	N;INDF;NEUT;SG
الجزيرة	острова	جَزِيرَة	острова	N;NOM;DEF;SG	N;DEF;MASC;SG
الجزيرة	островът	جَزِيرَة	остров	N;NOM;DEF;SG	N;DEF;MASC;SG
المجلس	съветът	مَجلِس	съвет	N;NOM;DEF;SG	N;DEF;MASC;SG
المجلس	съвета	مَجلِس	съвет	N;NOM;DEF;SG	N;DEF;MASC;SG
شركات	корпорации	شَرِكَة	корпорация	N;NOM;INDF;PL	N;INDF;FEM;PL
شركات	дружества	شَرِكَة	дружество	N;NOM;INDF;PL	N;INDF;NEUT;PL
شركات	фирми	شَرِكَة	фирма	N;NOM;INDF;PL	N;INDF;FEM;PL
شركات	компании	شَرِكَة	компания	N;NOM;INDF;PL	N;INDF;FEM;PL
مستوى	равнище	مُستَوَى	равнище	N;NOM;INDF;SG	N;INDF;NEUT;SG
مستوى	ниво	مُستَوَى	ниво	N;NOM;INDF;SG	N;INDF;NEUT;SG
مختلفة	различна	مُختَلِف	различен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مختلفة	различен	مُختَلِف	различен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
تونس	тунис	تُونِس	тунис	N;NOM;INDF;SG	N;INDF;MASC;SG
تونس	тунис	تُونِس	тунис	N;NOM;INDF;SG	N;INDF;MASC;SG
تونس	тунис	تُونِس	тунис	N;NOM;INDF;SG	N;INDF;MASC;SG
عبارة	фраза	عِبَارَة	фраза	N;NOM;INDF;SG	N;INDF;FEM;SG
عبارة	ферибот	عِبَارَة	ферибот	N;NOM;INDF;SG	N;INDF;MASC;SG
عبارة	фери	عِبَارَة	фера	N;NOM;INDF;SG	N;INDF;MASC;SG
ممثل	представител	مُمَثِّل	представител	N;NOM;INDF;SG	N;INDF;MASC;SG
ممثل	актьор	مُمَثِّل	актьор	N;NOM;INDF;SG	N;INDF;MASC;SG
المجتمع	обществото	مُجتَمَع	общество	N;NOM;DEF;SG	N;DEF;NEUT;SG
المجتمع	общността	مُجتَمَع	общност	N;NOM;DEF;SG	N;DEF;FEM;SG
حزب	парти	حِزب	парта	N;NOM;INDF;SG	N;INDF;NEUT;SG
حزب	купон	حِزب	купон	N;NOM;INDF;SG	N;INDF;MASC;SG
حزب	партия	حِزب	партия	N;NOM;INDF;SG	N;INDF;FEM;SG
هنا	тук	هُنَا	там	ADV	ADV
ثلاث	три	ثَلَاثَة	три	NUM;NOM;INDF;FEM	NUM;INDF;PL
ثلاث	трима	ثَلَاثَة	трима	NUM;NOM;INDF;FEM	NUM;INDF;PL
الجامعة	университета	جَامِعَة	университет	N;NOM;DEF;SG	N;DEF;MASC;SG
الجامعة	колежа	جَامِعَة	колеж	N;NOM;DEF;SG	N;DEF;MASC;SG
الجامعة	колежът	جَامِعَة	колеж	N;NOM;DEF;SG	N;DEF;MASC;SG
نهر	ривър	نَهر	ривър	N;NOM;INDF;SG	N;INDF;MASC;SG
نهر	река	نَهر	река	N;NOM;INDF;SG	N;INDF;FEM;SG
الماء	водата	مَاء	вода	N;NOM;DEF;SG	N;DEF;FEM;SG
غرب	запад	غَرب	запад	N;NOM;INDF;SG	N;INDF;MASC;SG
غرب	уестърн	غَرب	уестърн	N;NOM;INDF;SG	N;INDF;MASC;SG
غرب	western	غَرب	western	N;NOM;INDF;SG	N;INDF;MASC;SG
عادة	навик	عَادَة	навик	N;ACC;INDF;SG	N;INDF;MASC;SG
العلم	науката	عِلم	наука	N;NOM;DEF;SG	N;DEF;FEM;SG
العلم	знамето	عِلم	знаме	N;NOM;DEF;SG	N;DEF;NEUT;SG
شخص	човек	شَخص	човек	N;NOM;INDF;SG	N;INDF;MASC;SG
شخص	личност	شَخص	личност	N;NOM;INDF;SG	N;INDF;FEM;SG
عهد	завет	عَهد	завет	N;NOM;INDF;SG	N;INDF;MASC;SG
عهد	спогодба	عَهد	спогодба	N;NOM;INDF;SG	N;INDF;FEM;SG
عهد	епоха	عَهد	епоха	N;NOM;INDF;SG	N;INDF;FEM;SG
عهد	ера	عَهد	ера	N;NOM;INDF;SG	N;INDF;FEM;SG
دولار	долар	دُولَار	долар	N;NOM;INDF;SG	N;INDF;MASC;SG
الميلاد	раждането	مِيلَاد	раждане	N;NOM;DEF;SG	N;DEF;NEUT;SG
العصر	ерата	عَصر	ера	N;NOM;DEF;SG	N;DEF;FEM;SG
الفريق	отбора	فَرِيق	отбор	N;NOM;DEF;SG	N;DEF;MASC;SG
فلسطين	палестина	فِلَسطِين	палестина	N;NOM;INDF;SG	N;INDF;FEM;SG
مجلة	списание	مَجَلَّة	списание	N;NOM;INDF;SG	N;INDF;NEUT;SG
المسلمين	мюсюлманите	مُسلِم	мюсюлманин	N;NOM;DEF;PL	N;DEF;MASC;PL
العاصمة	столицата	عَاصِمَة	столица	N;NOM;DEF;SG	N;DEF;FEM;SG
جانب	страна	جَانِب	страна	N;NOM;INDF;SG	N;INDF;FEM;SG
جانب	аспект	جَانِب	аспект	N;NOM;INDF;SG	N;INDF;MASC;SG
مواقع	местоположения	مَوقِع	местоположение	N;NOM;INDF;PL	N;INDF;NEUT;PL
مواقع	сайтове	مَوقِع	сайт	N;NOM;INDF;PL	N;INDF;MASC;PL
مشروع	проект	مَشرُوع	проект	N;NOM;INDF;SG	N;INDF;MASC;SG
مكتب	кабинет	مَكتَب	кабинет	N;NOM;INDF;SG	N;INDF;MASC;SG
مكتب	офис	مَكتَب	офис	N;NOM;INDF;SG	N;INDF;MASC;SG
مكتب	бюро	مَكتَب	бюро	N;NOM;INDF;SG	N;INDF;NEUT;SG
جنس	секс	جنس	секс	N;NOM;INDF;SG	N;INDF;MASC;SG
عنوان	адрес	عُنوَان	адрес	N;NOM;INDF;SG	N;INDF;MASC;SG
عنوان	заглавие	عُنوَان	заглавие	N;NOM;INDF;SG	N;INDF;NEUT;SG
عنوان	дял	عُنوَان	дял	N;NOM;INDF;SG	N;INDF;MASC;SG
عنوان	титла	عُنوَان	титла	N;NOM;INDF;SG	N;INDF;FEM;SG
جزء	част	جُزء	част	N;NOM;INDF;SG	N;INDF;FEM;SG
طول	дължина	طُول	дължина	N;NOM;INDF;SG	N;INDF;FEM;SG
رجل	човек	رَجُل	човек	N;NOM;INDF;SG	N;INDF;MASC;SG
رجل	мъж	رَجُل	мъж	N;NOM;INDF;SG	N;INDF;MASC;SG
مقالات	изделия	مَقَالَة	изделие	N;NOM;INDF;PL	N;INDF;NEUT;PL
مقالات	статии	مَقَالَة	статия	N;NOM;INDF;PL	N;INDF;FEM;PL
مقالات	артикули	مَقَالَة	артикул	N;NOM;INDF;PL	N;INDF;MASC;PL
مقالات	есета	مَقَالَة	есети	N;NOM;INDF;PL	N;INDF;NEUT;PL
النادي	клубът	نَادِي	клуб	N;NOM;DEF;SG	N;DEF;MASC;SG
المواد	материалите	مَادَّة	материал	N;NOM;DEF;PL	N;DEF;MASC;PL
المواد	веществата	مَادَّة	вещество	N;NOM;DEF;PL	N;DEF;NEUT;PL
دراسة	учене	دِرَاسَة	учене	N;NOM;INDF;SG	N;INDF;NEUT;SG
دراسة	изучаване	دِرَاسَة	изучаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
دراسة	учене	دِرَاسَة	учене	N;NOM;INDF;SG	N;INDF;NEUT;SG
دراسة	проучване	دِرَاسَة	проучване	N;NOM;INDF;SG	N;INDF;NEUT;SG
دراسة	изучаване	دِرَاسَة	изучаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
دراسة	изследване	دِرَاسَة	изследване	N;NOM;INDF;SG	N;INDF;NEUT;SG
سبب	причина	سَبَب	причина	N;NOM;INDF;SG	N;INDF;FEM;SG
صفحات	страници	صَفحَة	страница	N;NOM;INDF;PL	N;INDF;FEM;PL
دورة	цикъл	دَورَة	цикъл	N;NOM;INDF;SG	N;INDF;MASC;SG
حياة	живот	حَيَاة	живот	N;NOM;INDF;SG	N;INDF;MASC;SG
حياة	лайф	حَيَاة	лайф	N;NOM;INDF;SG	N;INDF;MASC;SG
شخصية	характер	شَخصِيَّة	характер	N;NOM;INDF;SG	N;INDF;MASC;SG
شخصية	характер	شَخصِيَّة	характер	N;NOM;INDF;SG	N;INDF;MASC;SG
شخصية	индивидуалност	شَخصِيَّة	индивидуалност	N;NOM;INDF;SG	N;INDF;FEM;SG
شخصية	личност	شَخصِيَّة	личност	N;NOM;INDF;SG	N;INDF;FEM;SG
تحديث	обновяване	تَحدِيث	обновяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحديث	актуализиране	تَحدِيث	актуализиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحديث	обновяване	تَحدِيث	обновяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحديث	актуализация	تَحدِيث	актуализация	N;NOM;INDF;SG	N;INDF;FEM;SG
تحديث	актуализиране	تَحدِيث	актуализиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
جديد	нов	جَدِيد	нов	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
جديد	нова	جَدِيد	нов	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
الطريق	пътят	طَرِيق	път	N;NOM;DEF;SG	N;DEF;MASC;SG
الطريق	пътя	طَرِيق	път	N;NOM;DEF;SG	N;DEF;MASC;SG
صغيرة	малка	صَغِير	малък	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
صغيرة	малък	صَغِير	малък	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
صغيرة	дребен	صَغِير	дребен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
نقل	трансфер	نَقل	трансфер	N;NOM;INDF;SG	N;INDF;MASC;SG
نقل	преместване	نَقل	преместване	N;NOM;INDF;SG	N;INDF;NEUT;SG
نقل	прехвърляне	نَقل	прехвърляне	N;NOM;INDF;SG	N;INDF;NEUT;SG
نقل	транспорт	نَقل	транспорт	N;NOM;INDF;SG	N;INDF;MASC;SG
نقل	транспортиране	نَقل	транспортиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
نقل	превоз	نَقل	превоз	N;NOM;INDF;SG	N;INDF;MASC;SG
نقل	транспорт	نَقل	транспорт	N;NOM;INDF;SG	N;INDF;MASC;SG
نقل	превоз	نَقل	превоз	N;NOM;INDF;SG	N;INDF;MASC;SG
نقل	транспортиране	نَقل	транспортиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
منظمة	организация	مُنَظَّمَة	организация	N;NOM;INDF;SG	N;INDF;FEM;SG
منظمة	организация	مُنَظَّمَة	организация	N;NOM;INDF;SG	N;INDF;FEM;SG
المدن	градовете	مَدِينَة	град	N;NOM;DEF;PL	N;DEF;MASC;PL
المدن	градовете	مَدِينَة	град	N;NOM;DEF;PL	N;DEF;MASC;PL
قوات	войски	قُوَّة	войска	N;NOM;INDF;PL	N;INDF;FEM;PL
قوات	военнослужещи	قُوَّة	военнослужещ	N;NOM;INDF;PL	N;INDF;MASC;PL
قوات	войници	قُوَّة	войник	N;NOM;INDF;PL	N;INDF;MASC;PL
رمز	символ	رَمز	символ	N;NOM;INDF;SG	N;INDF;MASC;SG
رمز	код	رَمز	код	N;NOM;INDF;SG	N;INDF;MASC;SG
رمز	икона	رَمز	икона	N;NOM;INDF;SG	N;INDF;FEM;SG
جبال	планини	جَبَل	планина	N;NOM;INDF;PL	N;INDF;FEM;PL
موسم	сезон	مَوسِم	сезон	N;NOM;INDF;SG	N;INDF;MASC;SG
طلب	заявка	طَلَب	заявка	N;NOM;INDF;SG	N;INDF;FEM;SG
طلب	молба	طَلَب	молба	N;NOM;INDF;SG	N;INDF;FEM;SG
طلب	искане	طَلَب	искане	N;NOM;INDF;SG	N;INDF;NEUT;SG
طلب	ред	طَلَب	ред	N;NOM;INDF;SG	N;INDF;MASC;SG
طلب	поръчка	طَلَب	поръчка	N;NOM;INDF;SG	N;INDF;FEM;SG
هم	те	هُوَ	аз	PRO;NOM;MASC;PL;3	PRO;NOM;PL;3
يلعب	играе	لَعِب	играя	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يلعب	играе	لَعِب	играя	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بلديات	комуни	بَلَدِيَّة	комуна	N;NOM;INDF;PL	N;INDF;MASC;PL
بلديات	общини	بَلَدِيَّة	община	N;NOM;INDF;PL	N;INDF;FEM;PL
قانون	закон	قَانُون	закон	N;NOM;INDF;SG	N;INDF;MASC;SG
كلمة	дума	كَلِمَة	дума	N;NOM;INDF;SG	N;INDF;FEM;SG
سباق	надпревара	سِبَاق	надпревара	N;NOM;INDF;SG	N;INDF;FEM;SG
سباق	надбягване	سِبَاق	надбягване	N;NOM;INDF;SG	N;INDF;NEUT;SG
سباق	състезание	سِبَاق	състезание	N;NOM;INDF;SG	N;INDF;NEUT;SG
سباق	раса	سِبَاق	раса	N;NOM;INDF;SG	N;INDF;FEM;SG
حكومة	правителство	حُكُومَة	правителство	N;NOM;INDF;SG	N;INDF;NEUT;SG
الخليج	заливът	خَلِيج	залив	N;NOM;DEF;SG	N;DEF;MASC;SG
نشر	публикуване	نَشر	публикуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
نشر	издателство	نَشر	издателство	N;NOM;INDF;SG	N;INDF;NEUT;SG
نشر	публикуване	نَشر	публикуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
قصة	приказка	قِصَّة	приказка	N;NOM;INDF;SG	N;INDF;FEM;SG
قصة	история	قِصَّة	история	N;NOM;INDF;SG	N;INDF;FEM;SG
مصدر	източник	مَصدَر	източник	N;NOM;INDF;SG	N;INDF;MASC;SG
يقول	казва	قَال	казвам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
وحدة	обединение	وَحدَة	обединение	N;NOM;INDF;SG	N;INDF;NEUT;SG
وحدة	единство	وَحدَة	единство	N;NOM;INDF;SG	N;INDF;NEUT;SG
وحدة	модул	وَحدَة	модул	N;NOM;INDF;SG	N;INDF;MASC;SG
وحدة	поделение	وَحدَة	поделение	N;NOM;INDF;SG	N;INDF;NEUT;SG
وحدة	единица	وَحدَة	единица	N;NOM;INDF;SG	N;INDF;FEM;SG
ثورة	революция	ثَورَة	революция	N;NOM;INDF;SG	N;INDF;FEM;SG
حقوق	права	حَقّ	право	N;NOM;INDF;PL	N;INDF;NEUT;PL
وزير	министър	وَزِير	министър	N;NOM;INDF;SG	N;INDF;MASC;SG
مسجد	масджид	مَسجِد	масджид	N;NOM;INDF;SG	N;INDF;MASC;SG
مسجد	джамия	مَسجِد	джам	N;NOM;INDF;SG	N;INDF;FEM;SG
جزر	острови	جَزِيرَة	островя-(се)	N;NOM;INDF;PL	N;INDF;FEM;PL
جزر	моркови	جَزِيرَة	моркови	N;NOM;INDF;PL	N;INDF;FEM;PL
جزر	моркови	جَزِيرَة	моркови	N;NOM;INDF;PL	N;INDF;FEM;PL
