この	هذا	この	هٰذَا	DET	DET;NOM;MASC;SG
車両	العربات	車両	عَرَبَة	N	N;NOM;DEF;PL
車両	المركبات	車両	مَركَبَة	N	N;NOM;DEF;PL
車両	العربة	車両	عَرَبَة	N	N;NOM;DEF;SG
車両	مركبة	車両	مَركَبَة	N	N;NOM;INDF;SG
車両	المركبة	車両	مَركَبَة	N	N;NOM;DEF;SG
車両	عربة	車両	عَرَبَة	N	N;NOM;INDF;SG
自動車	السيارة	自動車	سَيَّارَة	N	N;NOM;DEF;SG
自動車	سيارة	自動車	سَيَّارَة	N	N;NOM;INDF;SG
人口	السكان	人口	سَاكِن	N	N;NOM;DEF;PL
営業	العمل	営業	عَمَل	N	N;NOM;DEF;SG
営業	الاعمال	営業	عَمَل	N	N;NOM;DEF;PL
営業	عمل	営業	عَمَل	N	N;NOM;INDF;SG
新聞	الجريدة	新聞	جَرِيد	N	N;NOM;DEF;SG
新聞	الصحيفة	新聞	صَحِيفَة	N	N;NOM;DEF;SG
新聞	صحيفة	新聞	صَحِيفَة	N	N;NOM;INDF;SG
新聞	جريدة	新聞	جَرِيدَة	N	N;NOM;INDF;SG
新聞	الصحف	新聞	صَحِيفَة	N	N;NOM;DEF;PL
新聞	صحف	新聞	صَحِيفَة	N	N;NOM;INDF;PL
新聞	الجرائد	新聞	جَرِيدَة	N	N;NOM;DEF;PL
連続	استمرارية	連続	اِستِمرَارِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
連続	مستمر	連続	مُستَمِرّ	ADJ	ADJ;NOM;INDF;MASC;SG
連続	متواصل	連続	مُتَوَاصِل	ADJ	ADJ;NOM;INDF;MASC;SG
連続	مستمرة	連続	مُستَمِرّ	ADJ	ADJ;NOM;INDF;FEM;SG
連続	متواصلة	連続	مُتَوَاصِل	ADJ	ADJ;NOM;INDF;FEM;SG
政府	الحكومة	政府	حُكُومَة	N	N;NOM;DEF;SG
政府	الحكومات	政府	حُكُومَة	N	N;NOM;DEF;PL
政府	حكومة	政府	حُكُومَة	N	N;NOM;INDF;SG
最大	الاقصى	最大	أَقصَى	N	N;NOM;DEF;SG
キャラクター	شخصية	キャラクター	شَخصِيَّة	N	N;NOM;INDF;SG
キャラクター	الاحرف	キャラクター	أَحرَف	N	N;NOM;DEF;SG
キャラクター	احرف	キャラクター	احرف	N	N;NOM;INDF;PL
キャラクター	الشخصيات	キャラクター	شَخصِيَّة	N	N;NOM;DEF;PL
キャラクター	شخصيات	キャラクター	شَخصِيَّة	N	N;NOM;INDF;PL
小説	رواية	小説	رِوَايَة	N	N;NOM;INDF;SG
小説	روايات	小説	رِوَايَة	N	N;NOM;INDF;PL
小説	الروايات	小説	رِوَايَة	N	N;NOM;DEF;PL
機関	الاعضاء	機関	عُضو	N	N;NOM;DEF;PL
機関	اعضاء	機関	عُضو	N	N;NOM;INDF;PL
機関	مؤسسة	機関	مُؤَسَّسَة	N	N;NOM;INDF;SG
機関	المؤسسة	機関	مُؤَسَّسَة	N	N;NOM;DEF;SG
機関	مؤسسات	機関	مُؤَسَّسَة	N	N;NOM;INDF;PL
機関	المؤسسات	機関	مُؤَسَّسَة	N	N;NOM;DEF;PL
メンバー	عضوة	メンバー	عُضوَة	N	N;NOM;INDF;SG
メンバー	عضو	メンバー	عُضو	N	N;NOM;INDF;SG
メンバー	العضو	メンバー	عُضو	N	N;NOM;DEF;SG
メンバー	الاعضاء	メンバー	عُضو	N	N;NOM;DEF;PL
メンバー	اعضاء	メンバー	عُضو	N	N;NOM;INDF;PL
発行	اصدار	発行	إِصدَار	N	N;NOM;INDF;SG
発行	المسالة	発行	مَسأَلَة	N	N;NOM;DEF;SG
発行	اصدار	発行	إِصدَار	N	N;NOM;INDF;SG
画像	الصور	画像	الصور	N	N;NOM;DEF;PL
画像	صور	画像	صُورَة	N	N;NOM;INDF;PL
画像	صورة	画像	صُورَة	N	N;NOM;INDF;SG
画像	الصورة	画像	صُورَة	N	N;NOM;DEF;SG
画像	صورة	画像	صُورَة	N	N;NOM;INDF;SG
画像	الصورة	画像	صُورَة	N	N;NOM;DEF;SG
状態	الولاية	状態	وِلَايَة	N	N;NOM;DEF;SG
状態	دولة	状態	دَولَة	N	N;NOM;INDF;SG
状態	ولاية	状態	وِلَايَة	N	N;NOM;INDF;SG
状態	الحالة	状態	حَالَة	N	N;NOM;DEF;SG
状態	الدولة	状態	دَولَة	N	N;NOM;DEF;SG
状態	حالة	状態	حَالَة	N	N;NOM;INDF;SG
状態	شرط	状態	شَرط	N	N;NOM;INDF;SG
状態	الحالة	状態	حَالَة	N	N;NOM;DEF;SG
状態	الشرط	状態	شَرط	N	N;NOM;DEF;SG
名称	اسم	名称	اِسم	N	N;NOM;INDF;SG
名称	الاسم	名称	اِسم	N	N;NOM;DEF;SG
名称	اسماء	名称	اِسم	N	N;NOM;INDF;PL
名称	الاسماء	名称	اِسم	N	N;NOM;DEF;PL
ダム	السد	ダム	سُدّ	N	N;NOM;DEF;SG
ダム	سد	ダム	سَدّ	N	N;NOM;INDF;SG
ダム	سدا	ダム	سُدّ	N	N;ACC;INDF;SG
ホーム	المنزل	ホーム	مَنزِل	N	N;NOM;DEF;SG
ホーム	الوطن	ホーム	وَطَن	N	N;NOM;DEF;SG
ホーム	منزل	ホーム	مَنزِل	N	N;NOM;INDF;SG
ホーム	البيت	ホーム	بَيت	N	N;NOM;DEF;SG
名前	اسم	名前	اِسم	N	N;NOM;INDF;SG
名前	الاسم	名前	اِسم	N	N;NOM;DEF;SG
名前	اسماء	名前	اِسم	N	N;NOM;INDF;PL
名前	الاسماء	名前	اِسم	N	N;NOM;DEF;PL
施設	المرافق	施設	مِرفَق	N	N;NOM;DEF;PL
施設	مرافق	施設	مِرفَق	N	N;NOM;INDF;PL
施設	التسهيلات	施設	تَسهِيل	N	N;NOM;DEF;PL
施設	مؤسسة	施設	مُؤَسَّسَة	N	N;NOM;INDF;SG
施設	المؤسسة	施設	مُؤَسَّسَة	N	N;NOM;DEF;SG
施設	منشاة	施設	مُنشَاة	N	N;NOM;INDF;SG
施設	مرفق	施設	مِرفَق	N	N;NOM;INDF;SG
独立	المستقل	独立	مُستَقِلّ	ADJ	ADJ;NOM;DEF;MASC;SG
独立	مستقل	独立	مُستَقِلّ	ADJ	ADJ;NOM;INDF;MASC;SG
独立	مستقلة	独立	مُستَقِلّ	ADJ	ADJ;NOM;INDF;FEM;SG
独立	المستقلة	独立	مُستَقِلّ	ADJ	ADJ;NOM;DEF;FEM;SG
独立	الاستقلالية	独立	اِستِقلَالِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
独立	استقلالية	独立	اِستِقلَالِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
物語	قصة	物語	قِصَّة	N	N;NOM;INDF;SG
物語	حكاية	物語	حِكَايَة	N	N;NOM;INDF;SG
物語	القصة	物語	قِصَّة	N	N;NOM;DEF;SG
物語	السرد	物語	سَرد	N	N;NOM;DEF;SG
物語	سرد	物語	سَرد	N	N;NOM;INDF;SG
神社	الاضرحة	神社	ضَرِيح	N	N;NOM;DEF;PL
神社	ضريح	神社	ضَرِيح	N	N;NOM;INDF;SG
神社	الضريح	神社	ضَرِيح	N	N;NOM;DEF;SG
神社	مزار	神社	مَزَار	N	N;NOM;INDF;SG
企画	التخطيط	企画	تَخطِيط	N	N;NOM;DEF;SG
企画	تخطيط	企画	تَخطِيط	N	N;NOM;INDF;SG
通常	عادة	通常	عَادَة	N	N;ACC;INDF;SG
企業	المؤسسة	企業	مُؤَسَّسَة	N	N;NOM;DEF;SG
航空	طيران	航空	طَيَرَان	N	N;NOM;INDF;SG
航空	الطيران	航空	طَيَرَان	N	N;NOM;DEF;SG
航空	هواء	航空	هَوَاء	N	N;NOM;INDF;SG
航空	الهواء	航空	هَوَاء	N	N;NOM;DEF;SG
スーパー	السوبر	スーパー	سُوبِر	N	N;NOM;DEF;SG
帝国	الامبراطورية	帝国	الامبراطورية	N	N;NOM;DEF;SG
帝国	امبراطورية	帝国	امبراطورية	N	N;NOM;INDF;SG
トン	طن	トン	طُنّ	N	N;NOM;INDF;SG
トン	طنا	トン	طُنّ	N	N;ACC;INDF;SG
トン	طن	トン	طُنّ	N	N;NOM;INDF;SG
トン	طنا	トン	طُنّ	N	N;ACC;INDF;SG
トン	طن	トン	طُنّ	N	N;NOM;INDF;SG
トン	طنا	トン	طُنّ	N	N;ACC;INDF;SG
デザイン	التصاميم	デザイン	تَصمِيم	N	N;NOM;DEF;PL
デザイン	تصميمات	デザイン	تَصمِيم	N	N;NOM;INDF;PL
デザイン	التصميمات	デザイン	تَصمِيم	N	N;NOM;DEF;PL
デザイン	تصاميم	デザイン	تَصمِيم	N	N;NOM;INDF;PL
デザイン	تصميم	デザイン	تَصمِيم	N	N;NOM;INDF;SG
デザイン	التصميم	デザイン	تَصمِيم	N	N;NOM;DEF;SG
デザイン	تصميم	デザイン	تَصمِيم	N	N;NOM;INDF;SG
本社	المقر	本社	مَقَرّ	N	N;NOM;DEF;SG
人間	انسان	人間	إِنسَان	N	N;NOM;INDF;SG
人間	الانسان	人間	إِنسَان	N	N;NOM;DEF;SG
交通	المرور	交通	مُرُور	N	N;NOM;DEF;SG
交通	المواصلات	交通	مُوَاصَلَة	N	N;NOM;DEF;PL
交通	النقل	交通	نَقل	N	N;NOM;DEF;SG
交通	نقل	交通	نَقل	N	N;NOM;INDF;SG
交通	المواصلات	交通	مُوَاصَلَة	N	N;NOM;DEF;PL
交通	النقل	交通	نَقل	N	N;NOM;DEF;SG
交通	نقل	交通	نَقل	N	N;NOM;INDF;SG
組織	منظمة	組織	مُنَظَّمَة	N	N;NOM;INDF;SG
組織	المنظمة	組織	مُنَظَّمَة	N	N;NOM;DEF;SG
組織	التنظيم	組織	تَنظِيم	N	N;NOM;DEF;SG
組織	منظمة	組織	مُنَظَّمَة	N	N;NOM;INDF;SG
組織	المنظمة	組織	مُنَظَّمَة	N	N;NOM;DEF;SG
組織	التنظيم	組織	تَنظِيم	N	N;NOM;DEF;SG
構造	هياكل	構造	هَيكَل	N	N;NOM;INDF;PL
構造	الهياكل	構造	هَيكَل	N	N;NOM;DEF;SG
構造	الهيكل	構造	هَيكَل	N	N;NOM;DEF;SG
構造	هيكل	構造	هَيكَل	N	N;NOM;INDF;SG
構造	بنية	構造	بِنيَة	N	N;NOM;INDF;SG
サービス	خدمات	サービス	خِدمَة	N	N;NOM;INDF;PL
サービス	الخدمات	サービス	خِدمَة	N	N;NOM;DEF;PL
サービス	الخدمة	サービス	خِدمَة	N	N;NOM;DEF;SG
サービス	خدمة	サービス	خِدمَة	N	N;NOM;INDF;SG
サービス	الخدمات	サービス	خِدمَة	N	N;NOM;DEF;PL
テーマ	مواضيع	テーマ	مَوضُوع	N	N;NOM;INDF;PL
テーマ	موضوعات	テーマ	موضوعات	N	N;NOM;INDF;PL
テーマ	المواضيع	テーマ	مَوضُوع	N	N;NOM;DEF;PL
テーマ	الموضوعات	テーマ	مَوضُوع	N	N;NOM;DEF;PL
テーマ	السمة	テーマ	سِمَة	N	N;NOM;DEF;SG
テーマ	سمة	テーマ	سِمَّة	N	N;NOM;INDF;SG
テーマ	الموضوع	テーマ	مَوضُوع	N	N;NOM;DEF;SG
テーマ	موضوع	テーマ	مَوضُوع	N	N;NOM;INDF;SG
面積	مساحة	面積	مِسَاحَة	N	N;NOM;INDF;SG
面積	المساحة	面積	مِسَاحَة	N	N;NOM;DEF;SG
面積	منطقة	面積	مِنطَقَة	N	N;NOM;INDF;SG
面積	المنطقة	面積	مِنطَقَة	N	N;NOM;DEF;SG
エンジン	المحرك	エンジン	مُحَرَّك	N	N;NOM;DEF;SG
エンジン	محرك	エンジン	مُحَرَّك	N	N;NOM;INDF;SG
エンジン	محركات	エンジン	مُحَرَّك	N	N;NOM;INDF;PL
エンジン	المحركات	エンジン	مُحَرِّك	N	N;NOM;DEF;PL
主演	بطولة	主演	بُطُولَة	N	N;NOM;INDF;SG
ビル	فاتورة	ビル	فَاتُورَة	N	N;NOM;INDF;SG
ビル	الفاتورة	ビル	فَاتُورَة	N	N;NOM;DEF;SG
日本語	الياباني	日本語	يَابَانِيّ	N	N;NOM;DEF;SG
日本語	يابانيون	日本語	يَابَانِيّ	N	N;NOM;INDF;PL
契約	عقد	契約	عَقَد	V	V;PFV;MASC;SG;3;ACT
ライブ	العيش	ライブ	عَيش	N	N;NOM;DEF;SG
含む	تحتوي	含む	اِحتَوَى	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
含む	يحتوي	含む	اِحتَوَى	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
含む	تحوي	含む	تَحَوِّي	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
含む	يشمل	含む	شَمِل	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
含む	يتضمن	含む	تَضَمَّن	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
含む	تتضمن	含む	تَضَمَّن	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
含む	تشمل	含む	شَمِل	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
専門	الخبرات	専門	خِبرَة	N	N;NOM;DEF;PL
機能	الوظيفة	機能	وَظِيفَة	N	N;NOM;DEF;SG
機能	الدالة	機能	دَالَة	N	N;NOM;DEF;SG
機能	دالة	機能	دَالَة	N	N;NOM;INDF;SG
機能	وظيفة	機能	وَظِيفَة	N	N;NOM;INDF;SG
機能	الملامح	機能	مَلَامِح	N	N;NOM;DEF;PL
機能	سمات	機能	سِمَّة	N	N;NOM;INDF;PL
機能	السمات	機能	سَمَة	N	N;NOM;DEF;PL
機能	الميزات	機能	مِيزَة	N	N;NOM;DEF;PL
機能	ميزات	機能	مِيزَة	N	N;NOM;INDF;PL
機能	الميزة	機能	مِيزَة	N	N;NOM;DEF;SG
機能	ميزة	機能	مِيزَة	N	N;NOM;INDF;SG
機能	سمة	機能	سِمَّة	N	N;NOM;INDF;SG
身長	الطول	身長	طُول	N	N;NOM;DEF;SG
身長	الارتفاع	身長	اِرتِفَاع	N	N;NOM;DEF;SG
身長	ارتفاع	身長	اِرتِفَاع	N	N;NOM;INDF;SG
所在	مواقع	所在	مَوقِع	N	N;NOM;INDF;PL
所在	المواقع	所在	مَوقِع	N	N;NOM;DEF;PL
所在	موقع	所在	مَوقِع	N	N;NOM;INDF;SG
所在	الموقع	所在	مَوقِع	N	N;NOM;DEF;SG
所在	المكان	所在	مَكَان	N	N;NOM;DEF;SG
写真	صورة	写真	صُورَة	N	N;NOM;INDF;SG
写真	الصورة	写真	صُورَة	N	N;NOM;DEF;SG
写真	التصوير	写真	تَصوِير	N	N;NOM;DEF;SG
写真	تصوير	写真	تَصوِير	N	N;NOM;INDF;SG
写真	صورة	写真	صُورَة	N	N;NOM;INDF;SG
写真	الصورة	写真	صُورَة	N	N;NOM;DEF;SG
高い	عالي	高い	عَالِي	ADJ	ADJ;NOM;INDF;MASC;SG
高い	مرتفع	高い	مُرتَفِع	ADJ	ADJ;NOM;INDF;MASC;SG
高い	عالية	高い	عَالِي	ADJ	ADJ;NOM;INDF;FEM;SG
高い	عاليا	高い	عَالِي	ADJ	ADJ;ACC;INDF;MASC;SG
高い	طويلة	高い	طَوِيل	ADJ	ADJ;NOM;INDF;FEM;SG
高い	طويل	高い	طَوِيل	ADJ	ADJ;NOM;INDF;MASC;SG
高い	غالية	高い	غَالِي	ADJ	ADJ;NOM;INDF;FEM;SG
高い	مكلف	高い	مُكَلَّف	ADJ	ADJ;NOM;INDF;MASC;SG
高い	مكلفة	高い	مُكَلَّف	ADJ	ADJ;NOM;INDF;FEM;SG
宇宙	الكون	宇宙	كَون	N	N;NOM;DEF;SG
バー	حانات	バー	حَانَة	N	N;NOM;INDF;PL
バー	الحانات	バー	حَانَة	N	N;NOM;DEF;PL
バー	قضبان	バー	قَضِيب	N	N;NOM;INDF;PL
バー	القضبان	バー	قَضَب	N	N;NOM;DEF;PL
バー	الحانة	バー	حَانَة	N	N;NOM;DEF;SG
バー	حانة	バー	حَانَة	N	N;NOM;INDF;SG
バー	شريط	バー	شَرِيط	N	N;NOM;INDF;SG
バー	البار	バー	بَار	N	N;NOM;DEF;SG
公園	حديقة	公園	حَدِيقَة	N	N;NOM;INDF;SG
公園	حدائق	公園	حَدِيقَة	N	N;NOM;INDF;PL
公園	الحدائق	公園	حَدِيقَة	N	N;NOM;DEF;PL
スポーツ	رياضة	スポーツ	رِيَاضَة	N	N;NOM;INDF;SG
スポーツ	الرياضة	スポーツ	رِيَاضَة	N	N;NOM;DEF;SG
スポーツ	رياضة	スポーツ	رِيَاضَة	N	N;NOM;INDF;SG
スポーツ	الرياضة	スポーツ	رِيَاضَة	N	N;NOM;DEF;SG
スポーツ	الرياضات	スポーツ	رِيَاضَة	N	N;NOM;DEF;PL
脚本	سيناريو	脚本	سِينَارِيُو	N	N;NOM;INDF;SG
脚本	سيناريو	脚本	سِينَارِيُو	N	N;NOM;INDF;SG
脚本	نص	脚本	نَصّ	N	N;NOM;INDF;SG
脚本	النص	脚本	نَصّ	N	N;NOM;DEF;SG
目的	اهداف	目的	هَدَف	N	N;NOM;INDF;PL
目的	الاهداف	目的	هَدَف	N	N;NOM;DEF;PL
目的	غرض	目的	غَرَض	N	N;NOM;INDF;SG
目的	الغاية	目的	غَايَة	N	N;NOM;DEF;SG
目的	الغرض	目的	غَرَض	N	N;NOM;DEF;SG
目的	الهدف	目的	هَدَف	N	N;NOM;DEF;SG
カード	البطاقات	カード	بِطَاقَة	N	N;NOM;DEF;PL
カード	بطاقات	カード	بِطَاقَة	N	N;NOM;INDF;PL
カード	كروت	カード	كروت	N	N;NOM;INDF;PL
カード	بطاقة	カード	بِطَاقَة	N	N;NOM;INDF;SG
カード	البطاقة	カード	بِطَاقَة	N	N;NOM;DEF;SG
女優	الممثلة	女優	مُمَثَّل	N	N;NOM;DEF;SG
女優	ممثلة	女優	مُمَثِّلَة	N	N;NOM;INDF;SG
不明	مجهول	不明	مَجهُول	ADJ	ADJ;NOM;INDF;MASC;SG
タイトル	العناوين	タイトル	عُنوَان	N	N;NOM;DEF;PL
タイトル	الالقاب	タイトル	لَقب	N	N;NOM;DEF;PL
タイトル	عناوين	タイトル	عُنوَان	N	N;NOM;INDF;PL
タイトル	القاب	タイトル	قَابّ	N	N;NOM;INDF;SG
タイトル	اللقب	タイトル	لَقَب	N	N;NOM;DEF;SG
タイトル	العنوان	タイトル	عُنوَان	N	N;NOM;DEF;SG
タイトル	عنوان	タイトル	عُنوَان	N	N;NOM;INDF;SG
政治	السياسات	政治	سِيَاسَة	N	N;NOM;DEF;PL
政治	السياسة	政治	سِيَاسَة	N	N;NOM;DEF;SG
政治	سياسة	政治	سِيَاسَة	N	N;NOM;INDF;SG
電気	الكهرباء	電気	كَهرَبَاء	N	N;NOM;DEF;SG
電気	كهرباء	電気	كَهرَبَاء	N	N;NOM;INDF;SG
電気	كهربائي	電気	كَهرَبَائِيّ	N	N;NOM;INDF;SG
警察	شرطة	警察	شُرطَة	N	N;NOM;INDF;SG
警察	الشرطة	警察	شُرطَة	N	N;NOM;DEF;SG
作成	يخلق	作成	خَلَق	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
作成	خلق	作成	خَلَق	V	V;PFV;MASC;SG;3;ACT
作成	خلق	作成	خَلَق	V	V;PFV;MASC;SG;3;ACT
作成	خلق	作成	خَلَق	V	V;PFV;MASC;SG;3;ACT
作成	خلقت	作成	خَلَق	V	V;PFV;FEM;SG;3;ACT
ガン	مسدس	ガン	مُسَدَّس	N	N;NOM;INDF;SG
予定	المخطط	予定	مُخَطَّط	N	N;NOM;DEF;SG
スター	نجمة	スター	نَجمَة	N	N;NOM;INDF;SG
スター	النجم	スター	نَجم	N	N;NOM;DEF;SG
スター	النجمة	スター	نَجمَة	N	N;NOM;DEF;SG
自由	مجانا	自由	مَجَّان	ADJ	ADJ;ACC;INDF;MASC;SG
自由	حرة	自由	حُرّ	ADJ	ADJ;NOM;INDF;FEM;SG
自由	مجاني	自由	مَجَّانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
過去	ماض	過去	مَاضِي	N	N;NOM;INDF;SG
陸軍	الجيش	陸軍	جَيش	N	N;NOM;DEF;SG
陸軍	جيش	陸軍	جَيش	N	N;NOM;INDF;SG
社長	رئيس	社長	رَئِيس	N	N;NOM;INDF;SG
社長	الرئيس	社長	رَئِيس	N	N;NOM;DEF;SG
社長	رؤساء	社長	رَئِيس	N	N;NOM;INDF;PL
社長	الرئيسان	社長	رَئِيسَان	N	N;NOM;DEF;DU
社長	الرؤساء	社長	رَئِيس	N	N;NOM;DEF;PL
団体	منظمات	団体	مُنَظَّمَة	N	N;NOM;INDF;PL
団体	المنظمات	団体	مُنَظَّمَة	N	N;NOM;DEF;PL
団体	منظمة	団体	مُنَظَّمَة	N	N;NOM;INDF;SG
団体	المنظمة	団体	مُنَظَّمَة	N	N;NOM;DEF;SG
団体	التنظيم	団体	تَنظِيم	N	N;NOM;DEF;SG
通り	الشارع	通り	شَارِع	N	N;NOM;DEF;SG
通り	شارع	通り	شَارِع	N	N;NOM;INDF;SG
外部	الخارجية	外部	خَارِجِيَّة	N	N;NOM;DEF;SG
外部	خارجية	外部	خَارِجِيَّة	N	N;NOM;INDF;SG
通信	مراسلات	通信	مُرَاسِل	N	N;NOM;INDF;PL
通信	المراسلة	通信	مُرَاسَلَة	N	N;NOM;DEF;SG
通信	المراسلات	通信	مُرَاسَلَة	N	N;NOM;DEF;PL
通信	مراسلة	通信	مُرَاسَلَة	N	N;NOM;INDF;SG
通信	الاتصالات	通信	اِتِّصَال	N	N;NOM;DEF;PL
通信	الاتصال	通信	اِتِّصَال	N	N;NOM;DEF;SG
通信	التواصل	通信	تَوَاصُل	N	N;NOM;DEF;SG
通信	الاتصالات	通信	اِتِّصَال	N	N;NOM;DEF;PL
通信	البلاغات	通信	بَلَاغَة	N	N;NOM;DEF;PL
俳優	الممثلون	俳優	مُمَثِّل	N	N;NOM;DEF;PL
俳優	الفعاليات	俳優	الفعاليات	N	N;NOM;DEF;PL
俳優	ممثلون	俳優	مُمَثِّل	N	N;NOM;INDF;PL
俳優	الممثلة	俳優	مُمَثَّل	N	N;NOM;DEF;SG
俳優	ممثلة	俳優	مُمَثِّلَة	N	N;NOM;INDF;SG
俳優	الممثل	俳優	مُمَثِّل	N	N;NOM;DEF;SG
俳優	ممثل	俳優	مُمَثِّل	N	N;NOM;INDF;SG
少年	ولد	少年	وَلَد	N	N;NOM;INDF;SG
少年	صبي	少年	صبي	N	N;NOM;INDF;SG
少年	الولد	少年	وَلَد	N	N;NOM;DEF;SG
少年	فتى	少年	فَتَى	N	N;NOM;INDF;SG
病院	المشفى	病院	مُشِفِّيّ	N	N;NOM;DEF;SG
病院	مستشفي	病院	مُستَشفَى	N	N;NOM;INDF;SG
病院	مستشفى	病院	مُستَشفَى	N	N;NOM;INDF;SG
病院	المستشفى	病院	مُستَشفَى	N	N;NOM;DEF;SG
病院	المستشفي	病院	مُستَشفَى	N	N;NOM;DEF;SG
病院	مشفى	病院	مُشفِي	N	N;NOM;INDF;SG
病院	مستشفيات	病院	مُستَشفَى	N	N;NOM;INDF;PL
病院	المستشفيات	病院	مُستَشفَى	N	N;NOM;DEF;PL
個人	شخصية	個人	شَخصِيَّة	N	N;NOM;INDF;SG
個人	فرد	個人	فَرد	N	N;NOM;INDF;SG
個人	الفرد	個人	فَرد	N	N;NOM;DEF;SG
個人	افراد	個人	فَرد	N	N;NOM;INDF;PL
個人	الافراد	個人	فَرد	N	N;NOM;DEF;PL
銀行	مصرف	銀行	مَصرِف	N	N;NOM;INDF;SG
銀行	المصرف	銀行	مَصرِف	N	N;NOM;DEF;SG
銀行	بنك	銀行	بَنك	N	N;NOM;INDF;SG
銀行	البنك	銀行	بَنك	N	N;NOM;DEF;SG
研究所	المعهد	研究所	مَعهَد	N	N;NOM;DEF;SG
研究所	معهد	研究所	مَعهَد	N	N;NOM;INDF;SG
彼女	هي	彼女	هُوَ	PRO	PRO;NOM;FEM;SG;3
ニュース	اخبار	ニュース	خَبَر	N	N;NOM;INDF;PL
ニュース	الاخبار	ニュース	خَبَر	N	N;NOM;DEF;PL
ニュース	خبر	ニュース	خَبَر	N	N;NOM;INDF;SG
ニュース	انباء	ニュース	نَبَأ	N	N;NOM;INDF;PL
ソフト	ناعمة	ソフト	نَاعِمَة	ADJ	ADJ;NOM;INDF;FEM;SG
ソフト	لينة	ソフト	لَينَة	ADJ	ADJ;NOM;INDF;FEM;SG
文学	الادب	文学	أَدَب	N	N;NOM;DEF;SG
能力	القدرة	能力	قُدرَة	N	N;NOM;DEF;SG
能力	قدرة	能力	قُدرَة	N	N;NOM;INDF;SG
能力	القدره	能力	القدره	N	N;NOM;DEF;SG
学者	الباحث	学者	بَاحِث	N	N;NOM;DEF;SG
学者	عالم	学者	عَالَم	N	N;NOM;INDF;SG
学者	باحث	学者	بَاحِث	N	N;NOM;INDF;SG
空港	مطار	空港	مَطَار	N	N;NOM;INDF;SG
空港	المطار	空港	مَطَار	N	N;NOM;DEF;SG
空港	مطارات	空港	مَطَار	N	N;NOM;INDF;PL
空港	المطارات	空港	مَطَار	N	N;NOM;DEF;PL
高速	سريعة	高速	سَرِيع	ADJ	ADJ;NOM;INDF;FEM;SG
高速	سريع	高速	سَرِيع	ADJ	ADJ;NOM;INDF;MASC;SG
言語	لغات	言語	لُغَة	N	N;NOM;INDF;PL
言語	اللغات	言語	لُغَة	N	N;NOM;DEF;PL
言語	لغة	言語	لُغَة	N	N;NOM;INDF;SG
言語	اللغة	言語	لُغَة	N	N;NOM;DEF;SG
リリース	الافراج	リリース	إِفرَاج	N	N;NOM;DEF;SG
リリース	اصدارات	リリース	إِصدَار	N	N;NOM;INDF;PL
