raskrižje	تقاطع	raskrižje	تقاطع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
prodavaonica	دکان	prodavaonica	دکان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prodavaonica	ذخیرہ	prodavaonica	ذخیرہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
viza	ویزا	viza	ویزا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
razdor	جھگڑا	razdor	جھگڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
razdor	لڑائی	razdor	لڑائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
brass	نقدی	brass	نقدی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
brass	پیتلی	brass	پیتلی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brass	رقم	brass	رقم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kukac	کرم	kukac	کرم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kukac	کیڑا	kukac	کیڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kukac	لگن	kukac	لگن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kukac	شوق	kukac	شوق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bijesni	متشدّد.	bjesnjeti	متشدّد.	ADJ;NOM;DEF;MASC;PL	ADJ
kapija	منہ	kapija	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kapija	برطرفی.	kapija	برطرفی.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kapija	بازار	kapija	بازار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kapija	منہ	kapija	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kapija	برطرفی.	kapija	برطرفی.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kapija	بازار	kapija	بازار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rust	کثافت	rust	کثافت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rezerviran	خاموش	rezervirati	خاموش	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
najgora	بدترین	zlor	بدترین	ADJ;NOM;DEF;RL;FEM;SG	ADJ
radnica	کارکن	radnica	کارکن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svitak	دستاویز	svitak	دستاویز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
svitak	پارچہ	svitak	پارچہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zahvalan	ممنون	zahvalan	ممنون	ADJ;NOM;INDF;MASC;SG	ADJ
zahvalan	خوشگوار	zahvalan	خوشگوار	ADJ;NOM;INDF;MASC;SG	ADJ
zahvalan	متشکر	zahvalan	متشکر	ADJ;NOM;INDF;MASC;SG	ADJ
zahvalan	خوشگوار	zahvalan	خوشگوار	ADJ;NOM;INDF;MASC;SG	ADJ
zahvalan	ممنون	zahvalan	ممنون	ADJ;NOM;INDF;MASC;SG	ADJ
zahvalan	متشکر	zahvalan	متشکر	ADJ;NOM;INDF;MASC;SG	ADJ
promaknuće	بڑھوتری	promaknuće	بڑھوتری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
promaknuće	افزائش	promaknuće	افزائش	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
promaknuće	ترقی	promaknuće	ترقی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
glup	احمقانہ	glup	احمقانہ	ADJ;NOM;INDF;MASC;SG	ADJ
glup	احمقانہ	glup	احمقانہ	ADJ;NOM;INDF;MASC;SG	ADJ
astrologija	نجوم	astrologija	نجوم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fikcija	اختراع	fikcija	اختراع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fikcija	بیان	fikcija	بیان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fikcija	افسانہ	fikcija	افسانہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fikcija	ایجاد	fikcija	ایجاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
metalno	دھاتی	metalan	دھاتی	ADJ;NOM;NEUT;SG	ADJ
stado	جماعت	stado	جماعت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stado	اون	stado	اون	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stado	گروہ	stado	گروہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stado	گروہ	stado	گروہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
natal	پیدائشی	natal	پیدائشی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
simbolizam	رمزیت	simbolizam	رمزیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
svita	ماحول	svit	ماحول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pokazivanje	مقدمہ	pokazivanje	مقدمہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
buntovnik	سرکش	buntovnik	سرکش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
buntovnik	سرکش	buntovnik	سرکش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kvalitet	خاصیت	kvalitet	خاصیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gall	گستاخی	gall	گستاخی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
savršenstvo	فضیلت	savršenstvo	فضیلت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
savršenstvo	کارنامہ	savršenstvo	کارنامہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ventilacija	روزن	ventilacija	روزن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ventilacija	ہواکشی	ventilacija	ہواکشی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mekani	ہلکی	mekan	ہلکی	ADJ;NOM;DEF;MASC;SG	ADJ;FEM
mekani	آسان	mekan	آسان	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	کمزور	mekan	کمزور	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	خوشگوار	mekan	خوشگوار	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	احمقانہ	mekan	احمقانہ	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	معتدل	mekan	معتدل	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	ہلکی	mekan	ہلکی	ADJ;NOM;DEF;MASC;SG	ADJ;FEM
mekani	آسان	mekan	آسان	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	کمزور	mekan	کمزور	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	ہلکا	mekan	ہلکا	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
mekani	خوشگوار	mekan	خوشگوار	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	نرم	mekan	نرم	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	احمقانہ	mekan	احمقانہ	ADJ;NOM;DEF;MASC;SG	ADJ
mekani	معتدل	mekan	معتدل	ADJ;NOM;DEF;MASC;SG	ADJ
nepravda	نامنصفی.	nepravda	نامنصفی.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
smrtonosni	مہلک	smrtonosan	مہلک	ADJ;NOM;DEF;MASC;SG	ADJ
baklja	حرارت	baklja	حرارت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
baklja	روشنی	baklja	روشنی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lone	مہجور	lone	مہجور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
premještaj	ٹکٹ	premještaj	ٹکٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
premještaj	املاک	premještaj	ملک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
premještaj	کلب	premještaj	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
afirmacija	تصدیق	afirmacija	تصدیق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dostaviti	چھڑانا	dostaviti	چھڑانا	V;NFIN	V;MASC;SG;NFIN;ACT
dostaviti	سوپننا	dostaviti	سوپن	V;NFIN	V;SG;NFIN;ACT
dostaviti	پھینکنا	dostaviti	پھینکنا	V;NFIN	V;NFIN;ACT
dostaviti	بانٹنا	dostaviti	بانٹ	V;NFIN	V;SG;NFIN;ACT
udobnost	تسلی	udobnost	تسلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
pametna	ہنرمند	pametan	ہنرمند	ADJ;NOM;DEF;FEM;SG	ADJ
pametna	تیز	pametan	تیز	ADJ;NOM;DEF;FEM;SG	ADJ
pametna	چالاک	pametan	چالاک	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
pametna	ہنرمند	pametan	ہنرمند	ADJ;NOM;DEF;FEM;SG	ADJ
pametna	ممتاز.	pametan	ممتاز.	ADJ;NOM;DEF;FEM;SG	ADJ
pametna	درست	pametan	درست	ADJ;NOM;DEF;FEM;SG	ADJ
pametna	پھرتی	pametan	پھرتی	ADJ;NOM;DEF;FEM;SG	ADJ;FEM
pametna	تیز	pametan	تیز	ADJ;NOM;DEF;FEM;SG	ADJ
ugriz	چارہ	ugriz	چارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ugriz	سانپ	ugriz	سانپ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
voce	ترکاری	vociti	ترکاری	N;NOM;FEM;SG	N;NOM;FEM;SG;3
voce	اولاد	vociti	اولاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
voce	ترکاری	vociti	ترکاری	N;NOM;FEM;SG	N;NOM;FEM;SG;3
voce	اولاد	vociti	اولاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
cod	دھوکا	cod	دھوکا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cod	نقالی	cod	نقالی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cod	نقل	cod	نقل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strpljenje	استقلال	strpljenje	استقلال	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	ہمت	strpljenje	ہمت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	تکلیف	strpljenje	تکلیف	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
strpljenje	درگزر	strpljenje	درگزر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	ضبط	strpljenje	ضبط	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	تحمل	strpljenje	تحمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	استقلال	strpljenje	استقلال	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	صبر	strpljenje	صبر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	ہمت	strpljenje	ہمت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	تکلیف	strpljenje	تکلیف	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
strpljenje	درگزر	strpljenje	درگزر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	ضبط	strpljenje	ضبط	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
strpljenje	تحمل	strpljenje	تحمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
fermentacija	جوش	fermentacija	جوش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
willow	بید	willow	بید		
primitivna	اصلی	primitivan	اصلی	ADJ;NOM;DEF;FEM;SG	ADJ
primitivna	ناپختہ.	primitivan	ناپختہ.	ADJ;NOM;DEF;FEM;SG	ADJ
senzacija	احساس	senzacija	احساس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
senzacija	حس	senzacija	حس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
senzacija	شعور	senzacija	شعور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
senzacija	احساس	senzacija	احساس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
senzacija	حس	senzacija	حس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
senzacija	شعور	senzacija	شعور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zagrljaj	ساحل	zagrljaj	ساحل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bliskost	قربت	bliskost	قربت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
alarm	ہول	alarm	ہول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jeftin	معمولی	jeftin	معمولی	ADJ;NOM;INDF;MASC;SG	ADJ
jeftin	کمتر	jeftin	کمتر	ADJ;NOM;INDF;MASC;SG	ADJ
jeftin	معمولی	jeftin	معمولی	ADJ;NOM;INDF;MASC;SG	ADJ
jeftin	کمتر	jeftin	کمتر	ADJ;NOM;INDF;MASC;SG	ADJ
jeftin	گھٹیا	jeftin	گھٹیا	ADJ;NOM;INDF;MASC;SG	ADJ
dobrota	مہربانی	dobrota	مہربانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobrota	فیاضی	dobrota	فیاضی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobrota	مہربانی	dobrota	مہربانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobrota	خوبی	dobrota	خوبی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobrota	بھلائی	dobrota	بھلائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
dobrota	فیاضی	dobrota	فیاضی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobrota	مہربانی	dobrota	مہربانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobrota	خوبی	dobrota	خوبی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobrota	نیکی	dobrota	نیکی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
alergija	بدمزگی	alergija	بدمزگی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ekstremna	جابرانہ	ekstreman	جابرانہ	ADJ;NOM;DEF;FEM;SG	ADJ
ekstremna	آخری	ekstreman	آخری	ADJ;NOM;DEF;FEM;SG	ADJ
ekstremna	سخت	ekstreman	سخت	ADJ;NOM;DEF;FEM;SG	ADJ
dopisivanje	ربط	dopisivanje	ربط	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
moćno	طاقتور	moćno	طاقتور	ADJ;NOM;DEF;NEUT;SG	ADJ
klanjanje	تعظیم	klanjanje	تعظیم	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
klinac	بچہ	klinac	بچہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stick	مجہول	stick	مجہول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stick	مذمت	stick	مذمت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
propis	ہدایت	propis	ہدایت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
lunar	رونق	lunar	رونق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odmaralište	مدد	odmaralište	مدد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
utjeha	تسلی	utjeha	تسلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
utjeha	تسلی	utjeha	تسلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
utjeha	تشفی	utjeha	تشفی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
utjeha	دلاسا؛تسکین	utjeha	دلاسا؛تسکین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
utjeha	دلجوئی	utjeha	دلجوئی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
hrpa	قبیل	hrpa	قبیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
hrpa	زمرہ	hrpa	زمرہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
hrpa	گروہ	hrpa	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
elastičnost	نرمی	elastičnost	نرمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
elastičnost	لچک	elastičnost	لچک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
elastičnost	نرمی	elastičnost	نرمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
führer	قائد	führer	قائد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zrelo	پختہ	zrelo	پختہ	ADJ;NOM;DEF;NEUT;SG	ADJ
zrelo	فہمیدہ	zrelo	فہمیدہ	ADJ;NOM;DEF;NEUT;SG	ADJ
zrelo	سنجیدہ	zrelo	سنجیدہ	ADJ;NOM;DEF;NEUT;SG	ADJ
zrelo	پختہ	zrelo	پختہ	ADJ;NOM;DEF;NEUT;SG	ADJ
zrelo	فہمیدہ	zrelo	فہمیدہ	ADJ;NOM;DEF;NEUT;SG	ADJ
zrelo	سنجیدہ	zrelo	سنجیدہ	ADJ;NOM;DEF;NEUT;SG	ADJ
zrelo	بالغ	zrelo	بالغ	ADJ;NOM;DEF;NEUT;SG	ADJ
zahtjevna	غریب	zahtjevan	غریب	ADJ;NOM;DEF;FEM;SG	ADJ
bulevar	شاہراہ	bulevar	شاہراہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
imperativ	حکم	imperativ	حکم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
imperativ	فرمان	imperativ	فرمان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vlažno	مایوسی	vlažno	مایوسی	ADJ;NOM;DEF;NEUT;SG	ADJ
vlažno	مایوسی	vlažno	مایوسی	ADJ;NOM;DEF;NEUT;SG	ADJ
pristojan	ستھرا	pristojan	ستھرا	ADJ;NOM;INDF;MASC;SG	ADJ
pristojan	معتبر	pristojan	معتبر	ADJ;NOM;INDF;MASC;SG	ADJ
pristojan	پُرتپاک.	pristojan	پُرتپاک.	ADJ;NOM;INDF;MASC;SG	ADJ
pristojan	پُرتپاک.	pristojan	پُرتپاک.	ADJ;NOM;INDF;MASC;SG	ADJ
gužve	ناظرین	gužva	ناظر	N;NOM;FEM;PL	N;NOM;MASC;PL;3
gužve	ناظرین	gužva	ناظر	N;NOM;FEM;PL	N;NOM;MASC;PL;3
