for	für	for	für	ADP	ADP
sprog	sprache	sprog	sprechen	N;INDF;NEUT;SG	N;NOM;FEM;SG
sprog	sprache	sprog	sprechen	N;INDF;NEUT;SG	N;NOM;FEM;SG
set	entdeckte	se	entdecken	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
set	bemerkte	se	bemerkt	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
set	gesehen	se	sehen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	entdeckt	se	entdecken	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	gesichtet	se	sichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	gesehen	se	sehen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	sah	se	sehen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
set	betrachtet	se	betrachten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	gesehen	se	sehen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	angesehen	se	ansehen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	angeschaut	se	anschauen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	gesehen	se	sehen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	sah	se	sehen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
set	angesehen	se	ansehen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	beobachtet	se	beobachten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
set	beobachtete	se	beobachtet	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
endnu	noch	endnu	noch	ADV	ADV
endnu	doch	endnu	doch	ADV	ADV
endnu	trotzdem	endnu	trotzdem	ADV	ADV
endnu	dennoch	endnu	dennoch	ADV	ADV
kendte	wussten	kende	wissen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
kendte	kannte	kende	kennen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kendte	wusste	kende	wissen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kendte	wußte	kende	wissen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
gav	gab	give	geben	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
gav	gaben	give	geben	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
mand	mensch	mand	mensch	N;INDF;MASC+FEM;SG	N;SG
medlemmer	mitgliedern	medlem	mitgliedern	N;INDF;NEUT;PL	N;NOM;NEUT;PL
medlemmer	mitglieder	medlem	mitglied	N;INDF;NEUT;PL	N;NOM;NEUT;PL
brug	verwendung	brug	verwendung	N;INDF;MASC+FEM;SG	N;SG
brug	nutzung	brug	nutzung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lande	länder	land	land	N;INDF;NEUT;PL	N;NOM;NEUT;PL
lande	ländern	land	ländern	N;INDF;NEUT;PL	N;PL
bygget	aufgebaut	bygge	aufbauen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bygget	gebaut	bygge	bauen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bygget	errichtet	bygge	errichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bygget	erbaut	bygge	erbauen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
fem	fünf	fem	fünf	NUM	NUM
personer	personen	person	Person	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
personer	leute	person	leute	N;INDF;MASC+FEM;PL	N;NOM;PL
personer	menschen	person	menschen	N;INDF;MASC+FEM;PL	N;NOM;PL
personer	personen	person	Person	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
øst	ost	øst	ost	N;INDF	N;NOM;NEUT
øst	ost	øst	ost	N;INDF	N;NOM;NEUT
forfatter	autor	forfatter	autor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nok	genügend	nok	genügend	ADV	ADV
nok	ausreichend	nok	ausreichend	ADV	ADV
nok	genug	nok	genug	ADV	ADV
brugt	gebraucht	bruge	brauchen|gebrauchen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
brugt	benutzt	bruge	benutzen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
brugt	verwendete	bruge	verwenden	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
brugt	verwendet	bruge	verwenden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
brugt	verbracht	bruge	verbringen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
brugt	verbrachte	bruge	verbringen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
brugt	ausgegeben	bruge	ausgeben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
album	albums	album	albums	N;INDF;NEUT;SG	N;NOM;SG
næsten	beinahe	næsten	beinahe	ADV	ADV
næsten	nahezu	næsten	nahezu	ADV	ADV
næsten	fast	næsten	fast	ADV	ADV
næsten	beinahe	næsten	beinahe	ADV	ADV
næsten	nahezu	næsten	nahezu	ADV	ADV
næsten	fast	næsten	fast	ADV	ADV
areal	fläche	areal	fläche	N;INDF;NEUT;SG	N;NOM;FEM;SG
giver	geben	give	geben	V;IND;PRS;FIN;ACT	V;NFIN
giver	gibt	give	geben	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	schenkt	give	schenken	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	verleiht	give	verleihen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	bietet	give	bieten	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	liefert	give	liefern	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
giver	geben	give	geben	V;IND;PRS;FIN;ACT	V;NFIN
giver	gib	give	gib	V;IND;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
giver	schenken	give	schenken	V;IND;PRS;FIN;ACT	V;NFIN
nuværende	aktuell	nuværende	aktuell	ADJ	ADJ
nuværende	aktuellen	nuværende	aktuell	ADJ	ADJ
nuværende	aktuelle	nuværende	aktuell	ADJ	ADJ;NOM;FEM;PL
nuværende	aktueller	nuværende	aktuell	ADJ	ADJ
nuværende	aktuelles	nuværende	aktuell	ADJ	ADJ;NOM;NEUT;SG
nuværende	anwesend	nuværende	anwesend	ADJ	ADJ
nuværende	vorhanden	nuværende	vorhanden	ADJ	ADJ
nuværende	geschenk	nuværende	geschenk	ADJ	ADJ
indbyggere	einwohner	indbygger	einwohner	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indbyggere	einwohner	indbygger	einwohner	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indbyggere	einwohner	indbygger	einwohner	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mennesker	menschen	menneske	menschen	N;INDF;NEUT;PL	N;NOM;PL
mennesker	leute	menneske	leute	N;INDF;NEUT;PL	N;NOM;PL
mennesker	menschen	menneske	menschen	N;INDF;NEUT;PL	N;NOM;PL
mennesker	personen	menneske	Person	N;INDF;NEUT;PL	N;NOM;FEM;PL
skrev	schrieben	skrive	schreiben	V;IND;PST;FIN;ACT	V;PL;FIN
skrev	geschrieben	skrive	schreiben	V;IND;PST;FIN;ACT	V;V.PTCP
skrev	schrieb	skrive	schreiben	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
står	stehen	stå	stehen	V;IND;PRS;FIN;ACT	V;NFIN
står	steht	stå	stehen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
imidlertid	dennoch	imidlertid	dennoch	ADV	ADV
imidlertid	allerdings	imidlertid	allerdings	ADV	ADV
imidlertid	jedoch	imidlertid	jedoch	ADV	ADV
deltog	teilgenommen	deltage	teilnehmen	V;IND;PST;FIN;ACT	V;V.PTCP
deltog	besucht	deltage	besuchen	V;IND;PST;FIN;ACT	V;V.PTCP
deltog	teilnahmen	deltage	teilnehmen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
deltog	besuchte	deltage	besuchen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
deltog	teilgenommen	deltage	teilnehmen	V;IND;PST;FIN;ACT	V;V.PTCP
deltog	teilnahmen	deltage	teilnehmen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
område	fläche	område	fläche	N;INDF;NEUT;SG	N;NOM;FEM;SG
året	jahr	år	Jahr	N;DEF;NEUT;SG	N;NOM;NEUT;SG
året	jahres	år	jahres	N;DEF;NEUT;SG	N;NOM;NEUT;SG
dens	ihre	dens	ihr	DET;3	DET;NOM;FEM;SG
dens	seine	dens	sein	DET;3	DET;NOM;FEM;SG
dens	seiner	dens	sein	DET;3	DET;NOM;MASC;SG
videre	weiter	videre	weiter	ADV	ADV
videre	vorwärts	videre	vorwärts	ADV	ADV
franske	französisch	fransk	französisch	ADJ;PL	ADJ
franske	französische	fransk	französisch	ADJ;PL	ADJ;NOM;FEM;PL
franske	französischen	fransk	französisch	ADJ;PL	ADJ;NOM;MASC;PL
franske	franzosen	fransk	franzosen	ADJ;PL	ADJ
franske	franzose	fransk	franzos	ADJ;PL	ADJ;NOM;FEM;PL
slaget	kampf	slag	kampfen	N;DEF;NEUT;SG	N;SG
slaget	schlacht	slag	schlacht	N;DEF;NEUT;SG	N;NOM;FEM;SG
udgave	ausgabe	udgave	ausgeben	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udgave	version	udgave	version	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fransk	französisch	fransk	französisch	ADJ;INDF;SG	ADJ
fransk	franzosen	fransk	franzosen	ADJ;INDF;SG	ADJ
folk	leute	folk	leute	N;INDF;NEUT;PL	N;NOM;PL
folk	menschen	folk	menschen	N;INDF;NEUT;PL	N;NOM;PL
folk	personen	folk	Person	N;INDF;NEUT;PL	N;NOM;FEM;PL
far	vater	far	vater	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
far	vater	far	vater	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
far	vater	far	vater	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ses	gesehen	se	sehen	V;NFIN;PASS	V;V.PTCP
ses	sah	se	sehen	V;NFIN;PASS	V;IND;SG;3;PST;FIN
liste	liste	liste	lassen	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
liste	aufstellung	liste	aufstellingen	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kamp	bekämpfung	kamp	bekämpfung	N;INDF;MASC+FEM;SG	N;SG
kamp	kampf	kamp	kampfen	N;INDF;MASC+FEM;SG	N;SG
kamp	kampf	kamp	kampfen	N;INDF;MASC+FEM;SG	N;SG
kamp	spiel	kamp	spielen	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kamp	kampf	kamp	kampfen	N;INDF;MASC+FEM;SG	N;SG
kamp	kampf	kamp	kampfen	N;INDF;MASC+FEM;SG	N;SG
kamp	schlacht	kamp	schlacht	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fil	akten	fil	akt	N;INDF;MASC+FEM;SG	N
musik	musik	musik	musik	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fandt	gefunden	finde	finden	V;IND;PST;FIN;ACT	V;V.PTCP
fandt	fanden	finde	finden	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
fandt	fand	finde	finden	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
krigen	krieg	krig	kriegen	N;DEF;MASC+FEM;SG	N
solid	massiv	solid	massiv	ADJ;INDF;MASC+FEM;SG	ADJ
solid	solide	solid	solide	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
solid	festen	solid	fest	ADJ;INDF;MASC+FEM;SG	ADJ
station	bahnhof	station	bahnhof	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
små	kleiner	lille	klein	ADJ;PL	ADJ
små	kleine	lille	klein	ADJ;PL	ADJ;NOM;FEM;PL
små	kleinen	lille	klein	ADJ;PL	ADJ;PL
små	klein	lille	klein	ADJ;PL	ADJ
små	kleiner	lille	klein	ADJ;PL	ADJ
små	kleine	lille	klein	ADJ;PL	ADJ;NOM;FEM;PL
små	klein	lille	klein	ADJ;PL	ADJ
universitet	hochschule	universitet	hochschule	N;INDF;NEUT;SG	N;NOM;FEM;SG
klubben	club	klub	club	N;DEF;MASC+FEM;SG	N;NOM
klubben	klub	klub	klub	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
egen	eigenes	egen	eigen	ADJ;MASC+FEM;SG	ADJ;NOM;NEUT;SG
egen	eigener	egen	eigen	ADJ;MASC+FEM;SG	ADJ
egen	eigenen	egen	eigen	ADJ;MASC+FEM;SG	ADJ;ACC;MASC;SG
dage	tage	dag	tagen	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
bind	menge	bind	mengen	N;INDF;NEUT;SG	N;NOM;FEM;SG
stod	stand	stå	stehen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
stod	standen	stå	stehen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
kaldet	aufgerufen	kalde	aufrufen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kaldet	angerufen	kalde	anrufen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kaldet	rief	kalde	rufen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
kaldet	genannt	kalde	nennen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kaldet	gerufen	kalde	rufen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
aldrig	niemals	aldrig	niemals	ADV	ADV
aldrig	nie	aldrig	nie	ADV	ADV
valgt	auserwählt	vælge	auserwählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
valgt	ausgewählt	vælge	auswählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
valgt	erwählt	vælge	erwählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
valgt	gewählt	vælge	wählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
valgt	ausgesucht	vælge	aussuchen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
valgt	gewählt	vælge	wählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
valgt	ausgewählt	vælge	auswählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
valgt	gewählt	vælge	wählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
via	über	via	über	ADP	ADP
via	per	via	per	ADP	ADP
britiske	britischen	britisk	britisch	ADJ;PL	ADJ;NOM;MASC;PL
britiske	britische	britisk	britisch	ADJ;PL	ADJ;NOM;FEM;PL
britiske	britisch	britisk	britisch	ADJ;PL	ADJ
amt	landkreis	amt	landkreis	N;INDF;NEUT;SG	N
amt	amt	amt	amt	N;INDF;NEUT;SG	N;NOM;NEUT;SG
serien	serie	serie	serie	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
data	daten	data	daten	N;INDF;NEUT;PL	N;NOM;NEUT;PL
engelske	englisch	engelsk	englisch	ADJ;PL	ADJ
engelske	englische	engelsk	englisch	ADJ;PL	ADJ;NOM;FEM;PL
engelske	deutsch	engelsk	deutsch	ADJ;PL	ADJ
konge	könig	konge	könig	N;INDF;MASC+FEM;SG	N;NOM;SG
finde	finden	finde	finden	V;NFIN;ACT	V;NFIN
finde	findet	finde	finden	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
finde	finden	finde	finden	V;NFIN;ACT	V;NFIN
finde	finde	finde	finden	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
finde	suchen	finde	suchen	V;NFIN;ACT	V;NFIN
periode	periode	periode	periode	N;INDF;MASC+FEM;SG	N;SG
antal	anzahl	antal	anzahl	N;INDF;NEUT;SG	N;SG
antal	zahl	antal	zahl	N;INDF;NEUT;SG	N;NOM;FEM;SG
taget	getroffen	tage	treffen|triefen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
taget	genommen	tage	nehmen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
taget	mitgenommen	tage	mitnehmen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
taget	aufgenommen	tage	aufnehmen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
instrueret	gerichtet	instruere	richten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
instrueret	gelenkt	instruere	lenken	V;INDF;SG;PST;V.PTCP	V;V.PTCP
international	international	international	international	ADJ;INDF;MASC+FEM;SG	ADJ
international	internationaler	international	international	ADJ;INDF;MASC+FEM;SG	ADJ
følge	folge	følge	folge	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
internationale	international	international	international	ADJ;PL	ADJ
internationale	internationalen	international	international	ADJ;PL	ADJ;NOM;MASC;PL
internationale	internationaler	international	international	ADJ;PL	ADJ
internationale	internationale	international	international	ADJ;PL	ADJ;NOM;FEM;PL
stadion	stadion	stadion	stadion	N;INDF;NEUT;SG	N;NOM;NEUT;SG
stadion	stadions	stadion	stadions	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tredje	dritter	tredje	dritt	ADJ	ADJ
tredje	dritte	tredje	dritt	ADJ	ADJ;NOM;FEM;PL
tredje	drittel	tredje	Drittel	ADJ	ADJ;NOM
tredje	dritten	tredje	dritt	ADJ	ADJ;ACC;MASC;SG
hjælp	hilfe	hjælp	helfen	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beliggende	gelegen	beliggende	liegen	ADJ	ADJ;V.PTCP
beliggende	gelegen	beliggende	liegen	ADJ	ADJ;V.PTCP
angreb	angriff	angreb	angreifen	N;INDF;NEUT;SG	N
angreb	anschlag	angreb	anschlagen	N;INDF;NEUT;SG	N;SG
angreb	angriff	angreb	angreifen	N;INDF;NEUT;SG	N
angreb	anschlag	angreb	anschlagen	N;INDF;NEUT;SG	N;SG
betyder	meint	betyde	meinen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
betyder	bedeutet	betyde	bedeuten	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
betydning	sinne	betydning	sinnen	N;INDF;MASC+FEM;SG	N
rolle	rolle	rolle	roll	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
begyndelsen	anfang	begyndelse	anfang	N;DEF;MASC+FEM;SG	N;ACC;MASC;SG
leder	redaktion	leder	redaktion	N;INDF;MASC+FEM;SG	N;SG
tage	nehmen	tage	nehmen	V;NFIN;ACT	V;NFIN
tage	übernehmen	tage	übernehmen	V;NFIN;ACT	V;NFIN
tage	nimm	tage	nehmen	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
tage	nehme	tage	nehmen	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
perioden	periode	periode	periode	N;DEF;MASC+FEM;SG	N;SG
rapport	bericht	rapport	berechen	N;INDF;MASC+FEM;SG	N
moderne	modernen	moderne	modern	ADJ	ADJ
moderne	modern	moderne	modern	ADJ	ADJ
moderne	moderner	moderne	modern	ADJ	ADJ
moderne	moderne	moderne	modern	ADJ	ADJ;NOM;FEM;SG
moderne	modernes	moderne	modern	ADJ	ADJ;NOM;NEUT;SG
moderne	zeitgemäße	moderne	zeitgemäß	ADJ	ADJ;NOM
moderne	zeitgemäß	moderne	zeitgemäß	ADJ	ADJ
moderne	zeitgenössische	moderne	zeitgenössisch	ADJ	ADJ;NOM;FEM;PL
nordlige	nord	nordlig	nord	ADJ;PL	ADJ
nordlige	nordeuropa	nordlig	nordeuropa	ADJ;PL	ADJ
nordlige	nördliche	nordlig	nördlich	ADJ;PL	ADJ;NOM;FEM;PL
højde	größe	højde	groß	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
seks	sechs	seks	sechs	NUM	NUM
viser	zeigen	vise	zeigen	V;IND;PRS;FIN;ACT	V;NFIN
viser	angezeigt	vise	anzeigen	V;IND;PRS;FIN;ACT	V;V.PTCP
viser	zeigt	vise	zeigen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
viser	zeigt	vise	zeigen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sydlige	südliche	sydlig	südlich	ADJ;PL	ADJ;NOM;FEM;PL
sydlige	südlich	sydlig	südlich	ADJ;PL	ADJ
give	liefern	give	liefern	V;NFIN;ACT	V;NFIN
give	bereitstellen	give	bereitstellen	V;NFIN;ACT	V;NFIN
give	geben	give	geben	V;NFIN;ACT	V;NFIN
give	gebe	give	geben	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
give	gib	give	gib	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
give	schenken	give	schenken	V;NFIN;ACT	V;NFIN
førte	führte	føre	führen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
førte	geleitet	føre	geleiten|leiten	V;IND;PST;FIN;ACT	V;V.PTCP
førte	geführt	føre	führen	V;IND;PST;FIN;ACT	V;V.PTCP
måske	möglicherweise	måske	möglicherweise	ADV	ADV
måske	eventuell	måske	eventuell	ADV	ADV
måske	vielleicht	måske	vielleicht	ADV	ADV
måske	möglicherweise	måske	möglicherweise	ADV	ADV
måske	eventuell	måske	eventuell	ADV	ADV
måske	vielleicht	måske	vielleicht	ADV	ADV
haft	hatte	have	haben	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
efterfølgende	nachträgliche	efterfølgende	nachträglich	ADJ	ADJ;NOM;FEM;PL
efterfølgende	späteren	efterfølgende	spät	ADJ	ADJ
efterfølgende	anschließend	efterfølgende	anschließend	ADJ	ADJ
millioner	millionen	million	million	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
millioner	millionen	million	million	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
familie	familie	familie	familie	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
nåede	erreicht	nå	erreichen	V;IND;PST;FIN;ACT	V;V.PTCP
nåede	erreichte	nå	erreichen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nåede	erreichten	nå	erreichen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
ser	aussieht	se	aussehen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ser	sieht	se	sehen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ser	aussehen	se	aussehen	V;IND;PRS;FIN;ACT	V;NFIN
ser	scheint	se	scheinen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ser	anschauen	se	anschauen	V;IND;PRS;FIN;ACT	V;NFIN
ser	zuschauen	se	zuschauen	V;IND;PRS;FIN;ACT	V;NFIN
ser	schaue	se	schau	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ser	beobachten	se	beobachten	V;IND;PRS;FIN;ACT	V;NFIN
yderligere	weiter	yderligere	weiter	ADV;CMPR	ADV
steder	orte	sted	ort	N;INDF;NEUT;PL	N;NOM;MASC;PL
steder	standorte	sted	standort	N;INDF;NEUT;PL	N;NOM
steder	plätze	sted	platz	N;INDF;NEUT;PL	N;NOM;MASC;PL
steder	orte	sted	ort	N;INDF;NEUT;PL	N;NOM;MASC;PL
gruppen	gruppe	gruppe	grappe	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
gruppen	gruppierung	gruppe	gruppierung	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
gruppen	unternehmensgruppe	gruppe	unternehmensgruppe	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
krig	krieg	krig	kriegen	N;INDF;MASC+FEM;SG	N
bare	gerade	bare	gerade	ADV	ADV
bare	eben	bare	eben	ADV	ADV
bare	nur	bare	nur	ADV	ADV
bare	einfach	bare	einfach	ADV	ADV
bedre	besser	god	gut	ADJ;CMPR	ADJ
bedre	besseren	god	gut	ADJ;CMPR	ADJ
bedre	bessere	god	gut	ADJ;CMPR	ADJ;NOM;FEM;PL
museum	museum	museum	museum	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tale	vortrag	tale	vortragen	N;INDF;MASC+FEM;SG	N;SG
tale	ansprache	tale	ansprechen	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tale	sprache	tale	sprechen	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tale	vortrag	tale	vortragen	N;INDF;MASC+FEM;SG	N;SG
tale	gespräch	tale	gespräch	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oprettet	geschaffen	oprette	schaffen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oprettet	erzeugt	oprette	erzeugen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oprettet	erstellt	oprette	erstellen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oprettet	erschaffen	oprette	erschaffen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oprettet	erstellte	oprette	erstellt	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
byer	gemeinden	by	gemeinden	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
byer	städte	by	staden	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
byer	städte	by	staden	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sådan	so	sådan	so	ADV	ADV
øen	insel	ø	insel	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
muligt	möglichen	mulig	möglich	ADJ;INDF;NEUT;SG	ADJ
muligt	möglicher	mulig	möglich	ADJ;INDF;NEUT;SG	ADJ
muligt	möglich	mulig	möglich	ADJ;INDF;NEUT;SG	ADJ
rundt	runde	rundt	runde	ADV	ADV
rundt	rund	rundt	rund	ADV	ADV
samlet	zusammengestellt	samle	zusammenstellen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
samlet	zusammengebaut	samle	zusammenbauen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
samlet	zusammengesetzt	samle	zusammensetzen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
samlet	montiert	samle	montieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
sæson	spielzeit	sæson	spielzeit	N;INDF;MASC+FEM;SG	N;NOM;SG
sæson	saison	sæson	saison	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mænd	männer	mand	männer	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mænd	männchen	mand	männchen	N;INDF;MASC+FEM;PL	N;NOM;PL
mænd	männer	mand	männer	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mænd	herren	mand	herr	N;INDF;MASC+FEM;PL	N;NOM;PL
mænd	männer	mand	männer	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mænd	männchen	mand	männchen	N;INDF;MASC+FEM;PL	N;NOM;PL
venstre	linke	venstre	linker	ADJ	ADJ;NOM;FEM;PL
venstre	linker	venstre	link	ADJ	ADJ
venstre	linken	venstre	link	ADJ	ADJ;MASC;PL
cup	pokal	cup	pokal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
professor	professor	professor	professor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skole	schule	skole	schule	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opført	angegeben	opføre	angeben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
opført	aufgeführt	opføre	aufführen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
opført	gelistet	opføre	listen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
opført	aufgelistet	opføre	auflisten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
familien	familie	familie	familie	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
baseret	basiert	basere	basieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
nær	nah	nær	nah	ADJ;INDF;MASC+FEM;SG	ADJ
fundet	gefunden	finde	finden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
fundet	fand	finde	finden	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
